Orthogroup	Cardamine_glauca	Capsella_rubella
OG0009363	Cg007G276240	XP_006302949.1
OG0009364	Cg007G275690	XP_006300634.1
OG0009365	Cg007G275420	XP_006302729.1
OG0009366	Cg007G275400	XP_006302833.1
OG0009367	Cg007G274990	XP_006302897.1
OG0009368	Cg007G274960	XP_006301143.1
OG0009369	Cg007G274940	XP_006302424.1
OG0009370	Cg007G274270	XP_006302692.1
OG0009371	Cg007G273980	XP_006300880.1
OG0009372	Cg006G227760	XP_006304212.1
OG0009373	Cg007G273920	XP_006303119.2, XP_023643108.1, XP_023643105.1, XP_006290234.2, XP_006302888.1
OG0009374	Cg007G273890	XP_006302218.1
OG0009375	Cg007G273790	XP_006302810.1
OG0009376	Cg003G107920	XP_023633523.1
OG0009377	Cg007G273450	XP_023643754.1
OG0009378	Cg007G273130	XP_023643580.1
OG0009379	Cg007G273090	XP_006302822.1
OG0009380	Cg007G273020	XP_023643659.1
OG0009381	Cg007G272930	XP_006302712.1
OG0009382	Cg007G272750	XP_023643186.1
OG0009383	Cg007G279040, Cg007G278970	XP_006302806.1
OG0009384	Cg007G279090	XP_006302015.2
OG0009385	Cg007G279120	XP_006302337.1
OG0009386	Cg007G279250	XP_006302566.1
OG0009387	Cg007G279290	XP_006302525.1
OG0009388	Cg007G279330	XP_006302116.2
OG0009389	Cg007G279440	XP_006301760.2, XP_023643700.1
OG0009390	Cg007G279620	XP_023643969.1
OG0009391	Cg007G279820	XP_006302502.1
OG0009392	Cg007G280370	XP_006302129.2
OG0009393	Cg007G280390	XP_023642914.1
OG0009394	Cg007G280490	XP_006302564.1
OG0009395	Cg007G280710	XP_023643758.1
OG0009396	Cg007G281280	XP_006301335.1
OG0009397	Cg007G281370	XP_006302357.1
OG0009398	Cg007G281560	XP_006302956.1
OG0009399	Cg007G281590	XP_006301331.1
OG0009400	Cg007G281710	XP_006301046.1
OG0009401	Cg004G128520	XP_006298224.1
OG0009402	Cg004G128750	XP_006299058.1
OG0009403	Cg004G128830	XP_023641089.1
OG0009404	Cg004G128850	XP_006300119.1
OG0009405	Cg004G129070	XP_006299721.1
OG0009406	Cg004G129210	XP_006297605.1
OG0009407	Cg004G129400	XP_006298373.1
OG0009408	Cg004G129640	XP_006300095.1
OG0009409	Cg004G130370	XP_006298945.1
OG0009410	Cg004G130400	XP_006296819.1
OG0009411	Cg004G130490	XP_006300068.1
OG0009412	Cg004G130560	XP_006297156.1
OG0009413	Cg004G130680	XP_006298718.1
OG0009414	Cg004G130830	XP_006297267.1
OG0009415	Cg004G130850	XP_023642114.1
OG0009416	Cg004G131210	XP_006297504.1
OG0009417	Cg004G131240	XP_006299372.1
OG0009418	Cg004G131260	XP_006298103.1
OG0009419	Cg004G132090	XP_006298699.1
OG0009420	Cg004G132170	XP_023641316.1
OG0009421	Cg004G132190	XP_006297846.1
OG0009422	Cg004G132220	XP_006298164.2
OG0009423	Cg004G132240	XP_006299759.1
OG0009424	Cg004G132500	XP_023641560.1
OG0009425	Cg004G132540	XP_006297255.1
OG0009426	Cg004G132590	XP_006299171.1
OG0009427	Cg004G133250	XP_006298033.1
OG0009428	Cg004G133310	XP_006297662.1
OG0009429	Cg004G133320	XP_006297106.1
OG0009430	Cg004G133690	XP_006298852.1
OG0009431	Cg004G133810	XP_006298881.1
OG0009432	Cg004G133820	XP_006297081.1
OG0009433	Cg003G076640, Cg014G332930	XP_006286484.1
OG0009434	Cg004G134160	XP_006297847.1
OG0009435	Cg004G134610	XP_006297874.2
OG0009436	Cg004G134890	XP_006297776.1
OG0009437	Cg004G135040	XP_023641868.1
OG0009438	Cg004G135240	XP_006298499.1
OG0009439	Cg004G135280	XP_006298055.1
OG0009440	Cg004G135630	XP_023641863.1
OG0009441	Cg004G136120	XP_006299092.2
OG0009442	Cg004G136200	XP_006298893.1
OG0009443	Cg004G136210	XP_023641273.1
OG0009444	Cg004G136700	XP_006298094.1
OG0009445	Cg004G136770	XP_006299593.1
OG0009446	Cg004G137190	XP_006297900.1
OG0009447	Cg004G137310	XP_006298783.1
OG0009448	Cg004G137340	XP_023641572.1
OG0009449	Cg004G137440	XP_006297970.2
OG0009450	Cg004G137830	XP_006300196.1
OG0009452	Cg004G138690	XP_023642146.1
OG0009453	Cg004G139520	XP_006300003.1
OG0009454	Cg004G139660	XP_006296765.1
OG0009455	Cg004G140160	XP_023642765.1
OG0009456	Cg004G140930	XP_006296686.1
OG0009457	Cg004G140940	XP_006297022.1
OG0009458	Cg004G143000	XP_006297446.1
OG0009459	Cg003G097910	XP_006280007.1
OG0009460	Cg004G146660	XP_023634119.1
OG0009461	Cg004G146600	XP_023641295.1
OG0009462	Cg004G147320	XP_023641658.1
OG0009463	Cg004G147660	XP_006300066.1
OG0009464	Cg004G147670	XP_006297832.1
OG0009465	Cg004G147910	XP_006296803.1
OG0009466	Cg008G292360	XP_006288247.2
OG0009467	Cg004G151360	XP_006299551.1
OG0009468	Cg004G151410	XP_006297640.1
OG0009469	Cg004G151440	XP_006298159.1
OG0009470	Cg004G151500	XP_006298409.1
OG0009471	Cg004G153090	XP_023642741.1
OG0009472	Cg004G153450	XP_006297403.1
OG0009473	Cg004G153490	XP_006299821.1
OG0009474	Cg004G153990	XP_006297310.1
OG0009475	Cg004G154690	XP_006298137.1
OG0009476	Cg004G155370	XP_006299799.1
OG0009477	Cg004G155860	XP_006297590.1
OG0009478	Cg004G156670	XP_006299077.1
OG0009479	Cg004G156680	XP_006299260.1
OG0009480	Cg004G156730	XP_006298816.1
OG0009481	Cg004G156830	XP_006299305.1
OG0009482	Cg004G157240	XP_006299868.1
OG0009483	Cg006G194320	XP_006304022.1
OG0009484	Cg006G194960	XP_006307597.2
OG0009485	Cg006G195090	XP_006304226.1
OG0009486	Cg006G195460	XP_023632783.1
OG0009487	Cg006G195820	XP_006303266.1
OG0009488	Cg006G195840	XP_006304699.1
OG0009489	Cg006G196180	XP_006307019.1
OG0009490	Cg006G196550	XP_006303186.2
OG0009491	Cg006G196710	XP_006305471.1
OG0009492	Cg006G196820	XP_006306429.1
OG0009493	Cg006G197340	XP_023645800.1
OG0009494	Cg006G198870	XP_006304507.1
OG0009495	Cg006G198580	XP_006304254.1
OG0009496	Cg006G199400	XP_023633232.1
OG0009497	Cg006G199580	XP_006306237.1
OG0009498	Cg006G199630	XP_006306569.1
OG0009499	Cg008G293850	XP_006288473.1
OG0009500	Cg006G199890	XP_006305174.1
OG0009501	Cg006G200040	XP_006303310.1
OG0009502	Cg006G200070	XP_023645453.1
OG0009503	Cg002G044030	XP_023638977.1
OG0009504	Cg006G200600	XP_006305410.1
OG0009505	Cg006G200660	XP_006306473.1
OG0009506	Cg006G200700	XP_006305592.1
OG0009507	Cg005G171940	XP_006294230.1
OG0009508	Cg005G172020	XP_023640706.1
OG0009509	Cg005G172200	XP_023640554.1, XP_006307028.1
OG0009510	Cg002G054940	XP_006290679.2
OG0009511	Cg002G054720	XP_006290689.1
OG0009512	Cg002G054640	XP_006291723.1
OG0009513	Cg002G053840	XP_006291074.1
OG0009514	Cg002G053420	XP_006290999.1
OG0009515	Cg002G053460	XP_006292242.2
OG0009516	Cg002G053060	XP_006291805.1
OG0009517	Cg002G052690	XP_023639241.1
OG0009519	Cg002G052460	XP_006292719.1
OG0009520	Cg002G052410	XP_006292735.1
OG0009521	Cg002G055180	XP_006292209.1
OG0009522	Cg004G123780	XP_006291452.1
OG0009523	Cg008G317230	XP_006280555.2
OG0009524	Cg002G051900	XP_006291849.1
OG0009525	Cg002G051910	XP_023637979.1
OG0009526	Cg005G167390	XP_023639588.1
OG0009527	Cg002G051800	XP_023638191.1
OG0009528	Cg002G051620	XP_006290949.1
OG0009529	Cg002G051140	XP_006291398.1
OG0009530	Cg002G050360	XP_023639066.1
OG0009531	Cg002G050340	XP_006290951.1
OG0009532	Cg002G050120	XP_006290350.1
OG0009533	Cg002G050000	XP_006291922.1
OG0009534	Cg002G049350	XP_006291223.1
OG0009535	Cg002G049300	XP_023638522.1
OG0009536	Cg002G049210	XP_006290322.1
OG0009537	Cg002G048310	XP_006292283.1
OG0009538	Cg002G048150	XP_006291177.1
OG0009539	Cg002G048100	XP_006292973.1
OG0009540	Cg002G047550	XP_006290475.2
OG0009541	Cg002G047430	XP_023638009.1
OG0009542	Cg002G047170	XP_006291096.1
OG0009543	Cg002G047040	XP_006291674.1
OG0009544	Cg008G303270	XP_006288359.1
OG0009545	Cg002G046070	XP_006293294.1
OG0009546	Cg002G046060	XP_006291749.1
OG0009547	Cg002G045910	XP_006291944.1
OG0009548	Cg002G045630	XP_023638040.1
OG0009549	Cg002G045490	XP_006292176.1
OG0009550	Cg002G045470	XP_006292623.1
OG0009551	Cg002G045110	XP_006291512.1
OG0009552	Cg002G044220	XP_006292773.1
OG0009553	Cg002G044210	XP_023638055.1
OG0009554	Cg002G043600	XP_006293019.1
OG0009555	Cg002G043510	XP_006291308.1
OG0009556	Cg002G043450	XP_006292989.1
OG0009557	Cg002G045790	XP_006291359.1
OG0009559	Cg006G197220	XP_006303701.1
OG0009561	Cg006G200160	XP_006305572.1
OG0009563	Cg002G049130	XP_006292732.1
OG0009564	Cg003G115150	XP_006279638.1
OG0009565	Cg008G321200	XP_006279730.1
OG0009568	Cg005G168510	XP_006293872.1
OG0009569	Cg005G168050	XP_006295108.1
OG0009570	Cg005G164850	XP_006295195.1
OG0009572	Cg007G273200	XP_006302957.1
OG0009573	Cg001G012620	XP_006285537.1
OG0009574	Cg001G006370	XP_023633721.1
OG0009575	Cg001G007160	XP_006283815.1
OG0009576	Cg006G241050	XP_006303761.1
OG0009577	Cg006G237140	XP_006306375.1
OG0009578	Cg006G236930	XP_006303256.1
OG0009579	Cg006G236050	XP_006305963.2
OG0009580	Cg006G235340	XP_006305283.1
OG0009583	Cg006G230090	XP_023644737.1
OG0009585	Cg007G271850	XP_006302043.1
OG0009586	Cg007G268690	XP_006302328.1
OG0009587	Cg004G155270	XP_006299217.1
OG0009588	Cg006G202020	XP_023645462.1
OG0009589	Cg007G253540	XP_006298940.1, XP_006299174.1, XP_006300185.2, XP_023642634.1
OG0009590	Cg001G006910	XP_006286016.1, XP_023633723.1
OG0009591	Cg008G293720	XP_006286922.1
OG0009592	Cg008G282990	XP_006289906.1
OG0009594	Cg008G284350	XP_023637646.1
OG0009595	Cg001G023510	XP_006282773.1
OG0009597	Cg006G203120	XP_023644988.1
OG0009598	Cg006G202230	XP_006304132.1
OG0009599	Cg006G201980	XP_023645181.1
OG0009601	Cg005G175270	XP_006296307.1
OG0009602	Cg001G015980	XP_023634191.1
OG0009603	Cg008G294130	XP_006288429.2
OG0009604	Cg008G295170	XP_006287415.1
OG0009605	Cg008G295530	XP_006288565.1
OG0009606	Cg008G295720	XP_006289177.1
OG0009607	Cg008G297030	XP_006286654.1
OG0009608	Cg008G298680	XP_023635946.1
OG0009609	Cg001G041360	XP_006285594.1
OG0009610	Cg001G042850	XP_006283614.2
OG0009611	Cg003G105880	XP_023636738.1
OG0009612	Cg008G305310	XP_006286384.1
OG0009613	Cg003G109320	XP_006281687.2
OG0009614	Cg003G109360	XP_006281993.1
OG0009615	Cg003G114890	XP_006280835.1
OG0009621	Cg005G175910	XP_023640185.1
OG0009622	Cg002G055200	XP_006292079.1
OG0009625	Cg008G309960, Cg008G311750	XP_006279706.1
OG0009628	Cg006G219240	XP_006304739.2
OG0009630	Cg003G090390, Cg003G095890, Cg003G090440, Cg003G095970, Cg003G095960, Cg003G090450, Cg003G095980, Cg003G095940, Cg003G095950, Cg003G096000, Cg003G090420	XP_023644662.1
OG0009635	Cg004G157170	XP_006298061.1
OG0009636	Cg001G022980	XP_006285196.2
OG0009637	Cg001G011120	XP_006284225.1
OG0009638	Cg001G010930	XP_006282762.1
OG0009639	Cg001G010770	XP_023640835.1
OG0009640	Cg001G010660	XP_006285614.1
OG0009641	Cg001G010380	XP_006282534.1
OG0009642	Cg001G010130	XP_006282551.1
OG0009644	Cg008G300420	XP_006288702.1
OG0009646	Cg001G009440	XP_006284912.1
OG0009647	Cg006G202040	XP_006305800.1, XP_006303465.1, XP_023632978.1
OG0009648	Cg001G008830	XP_006284737.1
OG0009649	Cg001G007950	XP_006283276.2
OG0009650	Cg001G007440	XP_006283109.1
OG0009651	Cg001G007510	XP_023642017.1, XP_006282989.1
OG0009652	Cg001G007180	XP_006284027.1
OG0009653	Cg001G006900	XP_023635183.1
OG0009654	Cg008G301650	XP_023636446.1
OG0009655	Cg001G006550	XP_006282895.1
OG0009656	Cg001G006510	XP_006285312.1
OG0009657	Cg001G006290	XP_006284949.1
OG0009658	Cg004G151520	XP_006297983.1
OG0009659	Cg001G005910	XP_006283682.1
OG0009660	Cg001G005290	XP_006284488.1
OG0009661	Cg001G005190	XP_006284680.1
OG0009662	Cg008G302540	XP_006287001.1
OG0009663	Cg001G004990	XP_006284955.1
OG0009664	Cg006G215280	XP_006305190.1
OG0009665	Cg006G214590, Cg006G214550	XP_006305680.1
OG0009666	Cg006G214330	XP_006307042.1
OG0009667	Cg006G214320	XP_006305506.1
OG0009668	Cg006G214240	XP_006303381.1
OG0009669	Cg006G213750	XP_006306899.2
OG0009670	Cg006G213730	XP_006305028.1
OG0009671	Cg006G213470	XP_006304564.1
OG0009672	Cg006G213360	XP_006303359.1
OG0009673	Cg001G018010	XP_023634794.1, XP_006305083.1
OG0009674	Cg006G213270	XP_006303928.1
OG0009675	Cg006G213220	XP_006305626.1
OG0009676	Cg006G213180	XP_023632632.1
OG0009677	Cg006G213130	XP_006305346.1
OG0009678	Cg001G024050	XP_006285173.1
OG0009679	Cg001G024070	XP_023635546.1
OG0009680	Cg001G024800	XP_006282965.1
OG0009681	Cg001G024920	XP_023633647.1
OG0009682	Cg007G254450	XP_006300807.1
OG0009683	Cg007G253300	XP_006303041.1
OG0009684	Cg007G253240	XP_006302295.1
OG0009685	Cg007G253220	XP_006302637.1
OG0009686	Cg007G252640	XP_006302042.1
OG0009687	Cg007G252080	XP_006302570.1
OG0009688	Cg007G251320	XP_006300434.1
OG0009689	Cg007G251350	XP_006302056.1
OG0009690	Cg007G251020	XP_006302316.1
OG0009691	Cg007G250180	XP_006301185.1
OG0009692	Cg007G250200	XP_023643181.1
OG0009693	Cg007G248720	XP_006302991.1
OG0009694	Cg002G075690	XP_023639132.1
OG0009695	Cg002G075520	XP_023638114.1
OG0009696	Cg002G075500	XP_006292389.2
OG0009697	Cg002G075450	XP_006292412.1
OG0009698	Cg006G230860	XP_006304251.2
OG0009699	Cg002G075380	XP_006291538.2
OG0009700	Cg002G075210	XP_006291589.1
OG0009701	Cg006G231340	XP_006307428.1
OG0009702	Cg002G074640	XP_006290683.1
OG0009703	Cg002G074100	XP_006291657.2
OG0009704	Cg002G073520	XP_006292771.2
OG0009705	Cg002G073430	XP_006291617.1
OG0009706	Cg002G073410	XP_006291111.1
OG0009707	Cg002G073060	XP_006291121.1
OG0009708	Cg002G073050	XP_006291336.2
OG0009709	Cg002G072780	XP_006290413.2
OG0009710	Cg002G072190	XP_006291140.2
OG0009711	Cg002G072100	XP_023638225.1
OG0009712	Cg002G071890	XP_006291573.1
OG0009713	Cg002G071880	XP_006291556.1
OG0009714	Cg002G070970	XP_006292822.1
OG0009715	Cg002G070680	XP_006293022.1
OG0009716	Cg002G069950	XP_006292529.1
OG0009717	Cg006G202080	XP_006290511.1
OG0009718	Cg002G070080	XP_006291578.1
OG0009719	Cg002G069190	XP_006291885.2
OG0009720	Cg002G067260	XP_006290837.1
OG0009721	Cg002G067250	XP_006291277.1
OG0009722	Cg001G038650	XP_006283142.1
OG0009723	Cg007G267030	XP_006302436.1
OG0009724	Cg007G267020	XP_006301498.1
OG0009725	Cg007G265770, Cg007G266000	XP_023644057.1
OG0009726	Cg007G265020	XP_023643337.1
OG0009727	Cg007G264900	XP_023643062.1
OG0009728	Cg007G263080	XP_006302752.1
OG0009729	Cg007G262730	XP_006300644.2
OG0009730	Cg008G306600	XP_006301973.1
OG0009731	Cg007G261510	XP_006302131.2
OG0009732	Cg007G261270	XP_006301779.1
OG0009733	Cg007G260350	XP_006302492.1
OG0009734	Cg007G245590	XP_023642850.1
OG0009735	Cg007G245630	XP_006300843.1
OG0009736	Cg007G245820	XP_006302089.1
OG0009737	Cg007G245900	XP_006302524.1
OG0009738	Cg007G246210	XP_006300370.1
OG0009739	Cg007G246370	XP_006301440.1
OG0009740	Cg007G246560	XP_006302430.1
OG0009741	Cg007G247170	XP_006302563.1
OG0009742	Cg007G247380	XP_006301544.1
OG0009743	Cg006G233400	XP_006303710.1
OG0009744	Cg007G248170	XP_006302067.1
OG0009745	Cg005G193430	XP_006295579.1
OG0009746	Cg001G014870	XP_023634091.1
OG0009747	Cg001G014740	XP_006282783.1
OG0009748	Cg005G164770	XP_006294890.1
OG0009749	Cg005G164800	XP_006293558.1
OG0009751	Cg005G165140	XP_006295975.1
OG0009752	Cg005G165160	XP_006294585.1
OG0009753	Cg005G165180	XP_006296032.2
OG0009754	Cg005G165230	XP_006295098.1
OG0009755	Cg005G165240	XP_023640660.1
OG0009756	Cg004G124910	XP_006299709.1
OG0009757	Cg004G125280	XP_006298963.1
OG0009758	Cg004G125720	XP_006279664.1
OG0009759	Cg004G126250	XP_006301033.1
OG0009760	Cg004G126810	XP_006297667.1
OG0009761	Cg004G126870	XP_023642100.1
OG0009762	Cg004G127050	XP_006296704.1
OG0009763	Cg004G127660	XP_006296711.1
OG0009764	Cg004G128040	XP_006296688.1
OG0009765	Cg004G153220, Cg004G153230	XP_006298318.1
OG0009767	Cg003G095260, Cg016G334120	XP_023641416.1
OG0009768	Cg003G095310, Cg016G334150	XP_006280326.1
OG0009769	Cg003G090220, Cg003G095680	XP_006280250.1
OG0009770	Cg003G090350, Cg003G095820	XP_006280184.1
OG0009771	Cg003G097270	XP_006281278.1
OG0009772	Cg003G097650	XP_006280586.1
OG0009773	Cg003G097660	XP_006280292.1
OG0009774	Cg003G097880	XP_023640403.1
OG0009775	Cg003G097950	XP_006280628.1
OG0009776	Cg008G293940	XP_006288432.1
OG0009777	Cg003G098340	XP_006280621.1
OG0009778	Cg003G098680	XP_006280779.1
OG0009779	Cg003G098860	XP_006282112.1
OG0009780	Cg003G099050	XP_006280002.1
OG0009781	Cg003G099110	XP_006280961.1
OG0009782	Cg003G099240	XP_006280138.1
OG0009783	Cg003G099600	XP_006280963.1
OG0009784	Cg003G099690	XP_006279561.1
OG0009785	Cg003G099710	XP_006279963.1
OG0009786	Cg003G100220	XP_006282121.2
OG0009787	Cg003G100130	XP_006279677.1
OG0009788	Cg003G100070	XP_006279858.1
OG0009789	Cg003G100250, Cg003G100260	XP_006279604.1
OG0009790	Cg003G100480, Cg007G268150	XP_006281523.1
OG0009791	Cg003G101190	XP_006281795.1
OG0009792	Cg003G100910	XP_006279563.1
OG0009793	Cg003G100860	XP_006280970.1
OG0009794	Cg003G100770	XP_006280559.1
OG0009795	Cg003G101530	XP_006280962.1
OG0009796	Cg003G101830	XP_006281141.1
OG0009797	Cg003G102010	XP_006281165.1
OG0009798	Cg003G102330	XP_006280143.1
OG0009799	Cg003G102410	XP_006282076.1
OG0009800	Cg003G102910	XP_006280139.1
OG0009801	Cg003G103010	XP_006280293.1
OG0009802	Cg003G103120	XP_023638928.1
OG0009803	Cg003G103600	XP_023639322.1
OG0009804	Cg003G103910	XP_006281761.1
OG0009805	Cg003G104040	XP_006280707.1
OG0009806	Cg003G104220	XP_006280735.1
OG0009807	Cg003G104310	XP_006280948.2
OG0009808	Cg003G104490	XP_006279738.1
OG0009809	Cg003G105140	XP_006279674.1
OG0009810	Cg003G105290	XP_006279472.1
OG0009811	Cg003G105320	XP_006282050.1
OG0009812	Cg003G105350	XP_006281107.1
OG0009813	Cg003G105590	XP_006281450.1
OG0009814	Cg003G105690	XP_006280397.1
OG0009815	Cg003G105710	XP_006281594.1
OG0009816	Cg002G047460	XP_006291160.1
OG0009817	Cg006G204150	XP_006306707.1
OG0009818	Cg008G293320	XP_006288880.1
OG0009819	Cg008G293290	XP_006287412.2
OG0009820	Cg008G292740	XP_006287316.1
OG0009821	Cg008G292720	XP_023637449.1
OG0009822	Cg008G292690	XP_006288920.1
OG0009823	Cg008G292680	XP_006288949.1
OG0009824	Cg008G292580	XP_023636610.1
OG0009826	Cg008G292430	XP_006287382.1
OG0009827	Cg008G292350	XP_006288699.1
OG0009828	Cg008G292000	XP_006287000.1
OG0009829	Cg008G291950	XP_006287007.1
OG0009830	Cg008G291520	XP_006286928.1
OG0009831	Cg008G291420	XP_006286536.1
OG0009833	Cg008G291270	XP_006286628.1
OG0009834	Cg008G290860	XP_006287980.1
OG0009835	Cg008G290590	XP_006287209.1
OG0009836	Cg008G289870	XP_006289146.1
OG0009837	Cg003G112240	XP_023637322.1
OG0009838	Cg008G289700	XP_006288823.2
OG0009839	Cg008G289350	XP_006286937.1
OG0009840	Cg008G289260	XP_023636012.1
OG0009841	Cg008G288850	XP_006288987.2
OG0009842	Cg008G288760	XP_006288943.1
OG0009843	Cg008G288510	XP_006288140.1
OG0009844	Cg008G288300	XP_006289951.1
OG0009845	Cg002G059390	XP_006292030.1
OG0009846	Cg001G023480	XP_006284323.1
OG0009847	Cg001G023120	XP_006284068.2
OG0009848	Cg001G022520	XP_006282855.1
OG0009849	Cg001G022500	XP_023635261.1
OG0009850	Cg001G022370	XP_006282804.2
OG0009851	Cg001G022030	XP_006285967.2
OG0009852	Cg001G021800	XP_006282457.1
OG0009853	Cg001G021480	XP_006283865.1
OG0009854	Cg001G021310	XP_006283887.1
OG0009855	Cg001G020830	XP_023635682.1
OG0009856	Cg001G019950	XP_006286293.1
OG0009857	Cg001G019840	XP_006284192.1
OG0009858	Cg001G019220	XP_006284907.1
OG0009859	Cg001G019060	XP_006282474.1
OG0009860	Cg001G017880	XP_023634182.1
OG0009861	Cg001G017860	XP_006285853.1
OG0009862	Cg001G017480	XP_006284275.1
OG0009863	Cg001G017420	XP_023635289.1
OG0009864	Cg001G017390	XP_023634389.1
OG0009865	Cg001G016840	XP_006282779.2
OG0009866	Cg006G213090	XP_006304672.1
OG0009867	Cg006G211690	XP_006305078.2
OG0009868	Cg006G210790	XP_006306856.1
OG0009869	Cg006G210570	XP_006307386.1
OG0009870	Cg006G210560	XP_006306779.1
OG0009871	Cg006G210510	XP_023632610.1
OG0009872	Cg006G209150	XP_023633002.1
OG0009873	Cg006G206120	XP_006305300.1
OG0009875	Cg006G206890	XP_006306602.2
OG0009876	Cg006G203130	XP_006307222.1
OG0009877	Cg006G218530	XP_006303429.1
OG0009878	Cg006G218000	XP_023640936.1, XP_006307426.2
OG0009879	Cg006G217440	XP_023645719.1
OG0009880	Cg006G216900	XP_006305157.1
OG0009881	Cg006G216880	XP_006307132.1
OG0009882	Cg006G216570	XP_006304076.1
OG0009883	Cg006G216400	XP_006305775.1
OG0009884	Cg006G216390	XP_006303170.1
OG0009885	Cg006G216190	XP_006304331.1
OG0009886	Cg006G216130	XP_023644924.1
OG0009887	Cg006G216110	XP_006306714.1
OG0009888	Cg006G215960	XP_006303548.1
OG0009889	Cg006G215670	XP_006306276.1
OG0009890	Cg006G215420	XP_006304042.1
OG0009891	Cg001G004780	XP_023633710.1
OG0009892	Cg001G004740	XP_006283467.1
OG0009893	Cg001G003920	XP_006283880.2
OG0009894	Cg001G003780	XP_006283516.2
OG0009895	Cg001G003490	XP_006282615.2
OG0009896	Cg001G003470	XP_006286209.1
OG0009897	Cg001G003390	XP_006284125.1
OG0009898	Cg001G003300	XP_023634772.1
OG0009899	Cg001G003160	XP_023634605.1
OG0009900	Cg001G003140	XP_006284580.1
OG0009901	Cg005G191440	XP_006294990.1
OG0009902	Cg001G002870	XP_006284634.1
OG0009903	Cg005G191580	XP_006294004.2
OG0009904	Cg001G002700	XP_006283789.1
OG0009905	Cg001G002630	XP_006282580.1
OG0009906	Cg001G002430	XP_006282592.1
OG0009907	Cg001G002330	XP_006285339.1
OG0009908	Cg001G002220	XP_006285110.1
OG0009909	Cg001G002100	XP_006284007.1
OG0009910	Cg001G002050	XP_023634603.1
OG0009911	Cg001G001820	XP_006283532.1
OG0009912	Cg001G001560	XP_006284291.1
OG0009913	Cg001G001500	XP_006282455.1
OG0009914	Cg001G001270	XP_006284088.1
OG0009915	Cg001G000870	XP_006283047.1
OG0009916	Cg001G000770	XP_006284600.1
OG0009917	Cg001G000010	XP_006283022.1
OG0009918	Cg001G034060	XP_006285759.1
OG0009919	Cg001G032940	XP_023634586.1
OG0009920	Cg001G038190	XP_023635211.1
OG0009921	Cg001G039400	XP_023634366.1
OG0009922	Cg001G039600	XP_006282998.1
OG0009923	Cg001G039780	XP_006285141.1
OG0009924	Cg005G171570	XP_023640138.1
OG0009925	Cg005G170970	XP_006296349.1
OG0009926	Cg007G248960	XP_006302292.1
OG0009927	Cg002G045370	XP_006290409.1
OG0009928	Cg005G171060	XP_023640668.1
OG0009929	Cg005G171080	XP_023641028.1
OG0009930	Cg005G171180	XP_006296355.1
OG0009931	Cg005G171250	XP_006293716.1
OG0009932	Cg005G171300	XP_006295250.1
OG0009933	Cg003G084930	XP_006288727.1
OG0009934	Cg003G085080, Cg003G085090	XP_006288223.1
OG0009935	Cg003G085330	XP_006287566.2
OG0009936	Cg003G099340	XP_006280151.2
OG0009937	Cg005G172490	XP_006296020.1
OG0009938	Cg005G172950	XP_006294424.1
OG0009939	Cg005G173040	XP_023640461.1
OG0009940	Cg005G173060	XP_006294085.1
OG0009941	Cg008G315040	XP_006281946.1
OG0009942	Cg008G315620	XP_023632609.1
OG0009943	Cg011G328880, Cg008G317590	XP_006280831.1
OG0009944	Cg003G084300	XP_006287940.1
OG0009945	Cg003G084240	XP_006288974.1
OG0009947	Cg003G083530	XP_006289408.1
OG0009948	Cg003G083470	XP_006289081.1
OG0009949	Cg003G081910	XP_006287806.1
OG0009950	Cg003G081830	XP_023636296.1
OG0009951	Cg003G081150	XP_023636830.1
OG0009952	Cg003G080800	XP_006288273.1
OG0009953	Cg003G080650	XP_006286741.1
OG0009954	Cg003G093470, Cg003G080480	XP_006288768.1
OG0009955	Cg003G093490, Cg003G080430	XP_006286991.1
OG0009956	Cg003G093520, Cg003G080420	XP_006287670.1
OG0009957	Cg003G080070, Cg003G093920	XP_006286417.1
OG0009958	Cg008G320830	XP_006282061.1
OG0009959	Cg008G321940	XP_006279756.1
OG0009960	Cg008G322310	XP_006280245.1
OG0009961	Cg008G322500	XP_006280623.1
OG0009962	Cg008G322510	XP_006280098.1
OG0009963	Cg008G323340	XP_006279616.1
OG0009964	Cg008G323770	XP_023633566.1
OG0009965	Cg008G324000	XP_023641145.1
OG0009967	Cg008G324540	XP_006282104.1
OG0009968	Cg005G157640	XP_023640836.1
OG0009969	Cg008G325240	XP_006281226.1
OG0009970	Cg008G325270	XP_006279804.1
OG0009971	Cg008G325050	XP_006282288.1
OG0009972	Cg001G031980	XP_006282600.2
OG0009973	Cg004G140760	XP_006299555.1
OG0009974	Cg001G003100	XP_006285666.1
OG0009975	Cg001G029690	XP_006283788.1
OG0009976	Cg002G052320	XP_006290705.1
OG0009977	Cg001G029320	XP_006282492.1
OG0009978	Cg001G028850	XP_006283531.2
OG0009979	Cg001G028090	XP_006283428.1
OG0009980	Cg001G027400	XP_006285669.2
OG0009981	Cg008G308630, Cg008G310290, Cg001G027040	XP_006285018.1
OG0009982	Cg004G138530	XP_006299392.1
OG0009983	Cg001G040400	XP_006282843.1
OG0009984	Cg001G040410	XP_006284753.1
OG0009985	Cg001G040420	XP_006285793.1
OG0009986	Cg001G040760	XP_006283387.1
OG0009987	Cg001G040790	XP_006284071.1, XP_006285899.2
OG0009988	Cg005G167350	XP_006296379.1
OG0009989	Cg001G042250	XP_023635495.1
