Orthogroup	Cardamine_glauca	Brassica_oleracea
OG0009262	Cg008G293770	XP_013621045.1, XP_013611953.1
OG0009263	Cg008G293690	XP_013620306.1, XP_013613130.1
OG0009264	Cg008G287650	XP_013612665.1, XP_013630744.1
OG0009265	Cg008G287670	XP_013609185.1, XP_013623649.1
OG0009267	Cg008G293950	XP_013615381.1, XP_013622676.1
OG0009268	Cg008G287520	XP_013606550.1
OG0009270	Cg008G293500	XP_013609071.1
OG0009271	Cg008G287070	XP_013625604.1
OG0009272	Cg008G287060	XP_013628241.1, XP_013609500.1
OG0009273	Cg008G286870	XP_013627963.1, XP_013610723.1
OG0009274	Cg008G286810	XP_013627463.1, XP_013609297.1
OG0009275	Cg008G286630	XP_013611872.1, XP_013619323.1
OG0009276	Cg008G286200	XP_013609005.1
OG0009277	Cg008G286090	XP_013613329.1, XP_013618596.1
OG0009278	Cg008G286060	XP_013620143.1, XP_013628467.1
OG0009279	Cg008G285860	XP_013622561.1, XP_013612267.1
OG0009280	Cg008G285640	XP_013609266.1, XP_013619442.1
OG0009281	Cg008G305260	XP_013596106.1, XP_013619187.1
OG0009282	Cg008G305480	XP_013593793.1, XP_013608797.1
OG0009283	Cg008G305300	XP_013621664.1
OG0009284	Cg008G305040	XP_013598041.1, XP_013615967.1
OG0009285	Cg008G304880	XP_013608816.1, XP_013618075.1
OG0009286	Cg008G304730	XP_013606342.1, XP_013616142.1
OG0009287	Cg008G304600	XP_013621590.1, XP_013598731.1
OG0009288	Cg008G304580	XP_013611790.1
OG0009289	Cg008G304350	XP_013597675.1, XP_013613027.1
OG0009290	Cg008G304290	XP_013620822.1
OG0009291	Cg002G051810	XP_013633015.1, XP_013614677.1
OG0009292	Cg008G304250	XP_013618707.1, XP_013595538.1
OG0009293	Cg008G304110	XP_013593245.1
OG0009294	Cg008G303600	XP_013599342.1, XP_013621689.1
OG0009295	Cg008G303220	XP_013613257.1, XP_013598326.1
OG0009296	Cg008G303140	XP_013593114.1, XP_013613036.1
OG0009297	Cg008G303050	XP_013599328.1
OG0009298	Cg008G303020	XP_013609056.1, XP_013597844.1
OG0009299	Cg008G302880	XP_013618035.1, XP_013597904.1
OG0009300	Cg003G108860	XP_013613371.1, XP_013606101.1
OG0009301	Cg003G109490	XP_013625341.1, XP_013609100.1
OG0009302	Cg003G109630	XP_013620660.1, XP_013630232.1
OG0009303	Cg003G110680	XP_013627064.1, XP_013618980.1
OG0009304	Cg002G058880	XP_013604540.1, XP_013583773.1
OG0009305	Cg003G110840	XP_013621901.1
OG0009306	Cg003G106370	XP_013616514.1, XP_013606892.1
OG0009307	Cg007G249940, Cg003G105980	XP_013611412.1, XP_013628897.1
OG0009308	Cg002G055550	XP_013604422.1
OG0009309	Cg002G055600	XP_013633037.1, XP_013599994.1
OG0009310	Cg002G055620	XP_013596761.1, XP_013603438.1
OG0009311	Cg002G055780	XP_013596248.1, XP_013602897.1
OG0009313	Cg002G056190	XP_013603045.1, XP_013615116.1
OG0009314	Cg002G056320	XP_013605294.1, XP_013608079.1
OG0009315	Cg002G056920	XP_013596326.1
OG0009316	Cg002G056940	XP_013620978.1, XP_013600622.1
OG0009317	Cg002G056960	XP_013605757.1
OG0009318	Cg002G057260	XP_013604850.1
OG0009319	Cg002G057640	XP_013600116.1, XP_013630785.1
OG0009320	Cg002G057810	XP_013626555.1, XP_013603677.1
OG0009321	Cg002G058190	XP_013605443.1, XP_013622000.1
OG0009322	Cg002G058390	XP_013603004.1, XP_013588583.1
OG0009323	Cg002G058490	XP_013603440.1, XP_013623328.1
OG0009324	Cg002G058560	XP_013605181.1
OG0009325	Cg002G059000	XP_013604322.1
OG0009326	Cg002G059100	XP_013627321.1, XP_013591362.1
OG0009327	Cg002G059760	XP_013626622.1
OG0009328	Cg002G063580	XP_013622599.1
OG0009329	Cg002G066270	XP_013588903.1
OG0009330	Cg001G007220	XP_013626330.1, XP_013601710.1
OG0009331	Cg002G066050	XP_013597901.1, XP_013606920.1
OG0009332	Cg007G267210	XP_013620826.1, XP_013592349.1
OG0009333	Cg007G267230	XP_013589925.1, XP_013588607.1
OG0009334	Cg007G268770	XP_013618906.1, XP_013591710.1
OG0009335	Cg007G269050	XP_013589895.1, XP_013588813.1
OG0009336	Cg007G268940	XP_013588487.1
OG0009337	Cg007G269320	XP_013588103.1, XP_013613718.1
OG0009338	Cg007G269690	XP_013589927.1, XP_013591023.1
OG0009339	Cg007G269590	XP_013619552.1, XP_013589616.1
OG0009340	Cg007G269830	XP_013590272.1, XP_013589912.1
OG0009341	Cg005G183510	XP_013593272.1, XP_013586345.1
OG0009342	Cg007G270200	XP_013592829.1, XP_013619305.1
OG0009343	Cg007G270220, Cg007G270210	XP_013619298.1, XP_013592830.1
OG0009344	Cg007G270430	XP_013619006.1, XP_013588316.1
OG0009345	Cg007G270820	XP_013620521.1, XP_013587809.1
OG0009346	Cg007G271140	XP_013590091.1, XP_013618354.1
OG0009347	Cg007G271680	XP_013592895.1, XP_013593511.1
OG0009348	Cg007G271820	XP_013592397.1
OG0009349	Cg007G272040	XP_013590950.1
OG0009350	Cg007G272270	XP_013619238.1, XP_013590337.1
OG0009351	Cg007G272330	XP_013590608.1, XP_013619775.1
OG0009352	Cg007G272600	XP_013621301.1, XP_013592112.1
OG0009353	Cg007G272670	XP_013591255.1, XP_013618940.1
OG0009354	Cg007G272680	XP_013590373.1, XP_013618690.1
OG0009355	Cg007G272690	XP_013613802.1
OG0009356	Cg007G278860	XP_013592165.1, XP_013615013.1
OG0009357	Cg007G277940	XP_013620816.1, XP_013587868.1
OG0009358	Cg007G277880	XP_013587969.1, XP_013615952.1
OG0009359	Cg007G277680	XP_013592170.1, XP_013592232.1
OG0009360	Cg004G138240	XP_013585822.1, XP_013585613.1
OG0009361	Cg007G277580	XP_013591819.1, XP_013591884.1
OG0009362	Cg007G277510	XP_013592334.1, XP_013613390.1
OG0009363	Cg007G276240	XP_013590218.1, XP_013615043.1
OG0009364	Cg007G275690	XP_013589683.1, XP_013592167.1
OG0009365	Cg007G275420	XP_013618140.1, XP_013592346.1
OG0009366	Cg007G275400	XP_013590474.1, XP_013588750.1
OG0009367	Cg007G274990	XP_013592864.1, XP_013616051.1
OG0009368	Cg007G274960	XP_013591813.1, XP_013620982.1
OG0009369	Cg007G274940	XP_013620981.1, XP_013588758.1
OG0009370	Cg007G274270	XP_013619386.1, XP_013590557.1
OG0009371	Cg007G273980	XP_013616055.1, XP_013587982.1
OG0009372	Cg006G227760	XP_013604771.1, XP_013638806.1
OG0009373	Cg007G273920	XP_013617250.1, XP_013590185.1
OG0009374	Cg007G273890	XP_013592828.1
OG0009375	Cg007G273790	XP_013591984.1
OG0009376	Cg003G107910, Cg003G107920	XP_013606311.1
OG0009377	Cg007G273450	XP_013618646.1, XP_013590295.1
OG0009378	Cg007G273130	XP_013588438.1, XP_013591921.1
OG0009379	Cg007G273090	XP_013592261.1, XP_013588324.1
OG0009380	Cg007G273020	XP_013588809.1, XP_013592371.1, XP_013589512.1
OG0009381	Cg007G272930	XP_013616216.1, XP_013588122.1
OG0009382	Cg007G272750	XP_013591759.1
OG0009383	Cg007G279040, Cg007G278970	XP_013590575.1
OG0009384	Cg007G279090	XP_013619938.1, XP_013591239.1
OG0009385	Cg007G279120	XP_013588054.1, XP_013616155.1
OG0009386	Cg007G279250	XP_013591597.1, XP_013618218.1
OG0009387	Cg007G279290	XP_013592242.1
OG0009388	Cg007G279330	XP_013590015.1
OG0009389	Cg007G279440	XP_013625010.1
OG0009390	Cg007G279620	XP_013620376.1, XP_013590893.1
OG0009391	Cg007G279820	XP_013588418.1
OG0009392	Cg007G280370	XP_013588521.1, XP_013591126.1
OG0009393	Cg007G280390	XP_013591129.1, XP_013591943.1
OG0009394	Cg007G280490	XP_013624414.1, XP_013587995.1, XP_013588437.1
OG0009395	Cg007G280710	XP_013590816.1, XP_013619640.1
OG0009396	Cg007G281280	XP_013590793.1, XP_013589423.1
OG0009397	Cg007G281370	XP_013616641.1, XP_013588794.1
OG0009398	Cg007G281560	XP_013589777.1, XP_013618129.1, XP_013617396.1
OG0009399	Cg007G281590	XP_013591430.1, XP_013619672.1
OG0009400	Cg007G281710	XP_013608935.1, XP_013607081.1
OG0009401	Cg004G128520	XP_013637876.1, XP_013622306.1
OG0009402	Cg004G128750	XP_013628243.1, XP_013611138.1
OG0009403	Cg004G128830	XP_013586839.1, XP_013611090.1
OG0009404	Cg004G128850	XP_013611078.1, XP_013584489.1
OG0009405	Cg004G129070	XP_013585212.1, XP_013625610.1
OG0009406	Cg004G129210	XP_013610938.1, XP_013628314.1
OG0009407	Cg004G129400	XP_013594209.1, XP_013584931.1
OG0009408	Cg004G129640	XP_013610793.1, XP_013585369.1
OG0009410	Cg004G130400	XP_013628325.1, XP_013610534.1
OG0009411	Cg004G130490	XP_013610473.1
OG0009412	Cg004G130560	XP_013586055.1
OG0009413	Cg004G130680	XP_013610368.1, XP_013584251.1
OG0009414	Cg004G130830	XP_013587244.1, XP_013610306.1
OG0009415	Cg004G130850	XP_013584213.1, XP_013633642.1
OG0009416	Cg004G131210	XP_013638407.1, XP_013630127.1
OG0009417	Cg004G131240	XP_013621298.1, XP_013586468.1
OG0009418	Cg004G131260	XP_013584024.1, XP_013584747.1
OG0009419	Cg004G132090	XP_013639154.1, XP_013626019.1
OG0009420	Cg004G132170	XP_013584507.1, XP_013609992.1
OG0009421	Cg004G132190	XP_013637777.1, XP_013583335.1
OG0009422	Cg004G132220	XP_013628683.1, XP_013587627.1
OG0009423	Cg004G132240	XP_013595738.1, XP_013583334.1
OG0009424	Cg004G132500	XP_013637993.1, XP_013617558.1
OG0009425	Cg004G132540	XP_013609703.1, XP_013638270.1
OG0009426	Cg004G132590	XP_013584989.1
OG0009427	Cg004G133250	XP_013620075.1, XP_013583859.1
OG0009428	Cg004G133310	XP_013622256.1, XP_013587439.1
OG0009429	Cg004G133320	XP_013630076.1, XP_013586644.1
OG0009430	Cg004G133690	XP_013609401.1, XP_013609410.1
OG0009431	Cg004G133810	XP_013594260.1, XP_013626283.1
OG0009432	Cg004G133820	XP_013585738.1
OG0009433	Cg003G076640, Cg014G332930	XP_013606983.1, XP_013629679.1
OG0009434	Cg004G134160	XP_013625639.1, XP_013638413.1
OG0009435	Cg004G134610	XP_013587611.1, XP_013622812.1
OG0009436	Cg004G134890	XP_013637833.1
OG0009437	Cg004G135040	XP_013585455.1, XP_013616253.1
OG0009438	Cg004G135240	XP_013584076.1, XP_013639035.1
OG0009439	Cg004G135280	XP_013623388.1, XP_013637799.1
OG0009440	Cg004G135630	XP_013583914.1, XP_013627278.1
OG0009441	Cg004G136120	XP_013594641.1
OG0009442	Cg004G136200	XP_013608434.1, XP_013584724.1
OG0009443	Cg004G136210	XP_013608408.1, XP_013587327.1
OG0009444	Cg004G136700	XP_013638290.1, XP_013625374.1
OG0009445	Cg004G136770	XP_013629171.1, XP_013638605.1
OG0009446	Cg004G137190	XP_013638519.1, XP_013608265.1
OG0009447	Cg004G137310	XP_013584944.1
OG0009449	Cg004G137440	XP_013629828.1
OG0009450	Cg004G137830	XP_013585320.1, XP_013594912.1
OG0009452	Cg004G138690	XP_013607687.1, XP_013586797.1
OG0009453	Cg004G139520	XP_013627696.1, XP_013585194.1
OG0009454	Cg004G139660	XP_013586861.1
OG0009455	Cg004G140160	XP_013586581.1, XP_013607344.1
OG0009456	Cg004G140930	XP_013623521.1, XP_013599013.1
OG0009457	Cg004G140940	XP_013618400.1, XP_013594049.1
OG0009458	Cg004G143000	XP_013625448.1
OG0009459	Cg003G097910	XP_013621391.1, XP_013612489.1
OG0009460	Cg004G146660	XP_013611898.1, XP_013628884.1
OG0009461	Cg004G146600	XP_013630081.1, XP_013593546.1
OG0009462	Cg004G147320	XP_013608902.1, XP_013629608.1
OG0009463	Cg004G147660	XP_013629051.1, XP_013610005.1
OG0009464	Cg004G147670	XP_013629052.1, XP_013612401.1
OG0009465	Cg004G147910	XP_013612461.1, XP_013627354.1
OG0009466	Cg008G292360	XP_013623143.1
OG0009467	Cg004G151360	XP_013629832.1, XP_013596611.1
OG0009468	Cg004G151410	XP_013622087.1, XP_013593020.1
OG0009469	Cg004G151440	XP_013609558.1, XP_013596151.1
OG0009470	Cg004G151500	XP_013635838.1, XP_013596710.1
OG0009471	Cg004G153090	XP_013607095.1, XP_013593553.1
OG0009472	Cg004G153450	XP_013630557.1
OG0009473	Cg004G153490	XP_013607064.1, XP_013596152.1
OG0009474	Cg004G153990	XP_013626836.1, XP_013596404.1
OG0009475	Cg004G154690	XP_013626841.1, XP_013596371.1
OG0009476	Cg004G155370	XP_013612588.1, XP_013598877.1
OG0009477	Cg004G155860	XP_013604302.1, XP_013606613.1
OG0009478	Cg004G156670	XP_013608802.1, XP_013593615.1
OG0009479	Cg004G156680	XP_013593273.1, XP_013612704.1
OG0009480	Cg004G156730	XP_013605859.1, XP_013610183.1
OG0009481	Cg004G156830	XP_013596316.1, XP_013605582.1
OG0009482	Cg004G157240	XP_013602724.1, XP_013614198.1
OG0009483	Cg006G194320	XP_013589821.1
OG0009484	Cg006G194960	XP_013627370.1, XP_013627023.1, XP_013623042.1
OG0009485	Cg006G195090	XP_013625748.1
OG0009486	Cg006G195460	XP_013590916.1
OG0009487	Cg006G195820	XP_013590146.1, XP_013590270.1
OG0009488	Cg006G195840	XP_013628659.1, XP_013591739.1
OG0009489	Cg006G196180	XP_013592598.1, XP_013613498.1
OG0009490	Cg006G196550	XP_013590493.1, XP_013590498.1
OG0009491	Cg006G196710	XP_013625400.1, XP_013589930.1
OG0009492	Cg006G196820	XP_013591371.1, XP_013591216.1
OG0009493	Cg006G197340	XP_013587765.1, XP_013592288.1
OG0009494	Cg006G198870	XP_013587779.1
OG0009495	Cg006G198580	XP_013589983.1
OG0009496	Cg006G199400	XP_013592091.1, XP_013623378.1
OG0009497	Cg006G199580	XP_013587930.1, XP_013621714.1
OG0009498	Cg006G199630	XP_013591509.1, XP_013585705.1
OG0009499	Cg008G293850	XP_013621260.1, XP_013606785.1
OG0009500	Cg006G199890	XP_013604257.1, XP_013590176.1
OG0009501	Cg006G200040	XP_013589857.1
OG0009502	Cg006G200070	XP_013584006.1, XP_013590011.1
OG0009503	Cg002G044030	XP_013603444.1
OG0009504	Cg006G200600	XP_013588722.1, XP_013613751.1
OG0009505	Cg006G200660	XP_013613756.1, XP_013591086.1
OG0009506	Cg006G200700	XP_013590003.1, XP_013602572.1
OG0009507	Cg005G171940	XP_013631929.1, XP_013631900.1
OG0009508	Cg005G172020	XP_013635268.1, XP_013635541.1
OG0009509	Cg005G172200	XP_013635646.1, XP_013635842.1
OG0009510	Cg002G054940	XP_013593775.1, XP_013599908.1
OG0009511	Cg002G054720	XP_013594073.1, XP_013599830.1
OG0009512	Cg002G054640	XP_013605561.1, XP_013631661.1
OG0009513	Cg002G053840	XP_013592753.1, XP_013632109.1
OG0009514	Cg002G053420	XP_013591861.1, XP_013600193.1
OG0009515	Cg002G053460	XP_013635147.1, XP_013602847.1
OG0009516	Cg002G053060	XP_013592272.1, XP_013613510.1
OG0009517	Cg002G052690	XP_013636263.1, XP_013590810.1
OG0009518	Cg002G052510	XP_013636488.1
OG0009519	Cg002G052460	XP_013600537.1, XP_013631083.1
OG0009520	Cg002G052410	XP_013600283.1, XP_013635154.1
OG0009521	Cg002G055180	XP_013599623.1, XP_013596792.1
OG0009522	Cg004G123780	XP_013589866.1, XP_013602554.1
OG0009523	Cg008G317230	XP_013593338.1
OG0009524	Cg002G051900	XP_013602041.1, XP_013589987.1
OG0009525	Cg002G051910	XP_013604452.1
OG0009527	Cg002G051800	XP_013600032.1, XP_013637194.1
OG0009528	Cg002G051620	XP_013605374.1, XP_013591930.1
OG0009529	Cg002G051140	XP_013631448.1, XP_013600715.1
OG0009530	Cg002G050360	XP_013632187.1, XP_013602982.1
OG0009531	Cg002G050340	XP_013588751.1, XP_013600781.1
OG0009532	Cg002G050120	XP_013599677.1
OG0009533	Cg002G050000	XP_013590348.1, XP_013600679.1
OG0009534	Cg002G049350	XP_013605902.1, XP_013591262.1
OG0009535	Cg002G049300	XP_013602449.1
OG0009536	Cg002G049210	XP_013600639.1, XP_013636215.1
OG0009537	Cg002G048310	XP_013614176.1, XP_013603769.1
OG0009538	Cg002G048150	XP_013605679.1, XP_013591870.1
OG0009539	Cg002G048100	XP_013635452.1, XP_013603683.1
OG0009540	Cg002G047550	XP_013592412.1, XP_013605335.1
OG0009541	Cg002G047430	XP_013592045.1, XP_013636910.1
OG0009542	Cg002G047170	XP_013588443.1, XP_013600470.1
OG0009543	Cg002G047040	XP_013588568.1, XP_013602011.1
OG0009544	Cg008G303270	XP_013593720.1
OG0009545	Cg002G046070	XP_013590522.1, XP_013602785.1
OG0009546	Cg002G046060	XP_013588581.1, XP_013602065.1
OG0009547	Cg002G045910	XP_013602693.1, XP_013634183.1
OG0009548	Cg002G045630	XP_013612561.1, XP_013604811.1
OG0009549	Cg002G045490	XP_013591018.1, XP_013605766.1
OG0009550	Cg002G045470	XP_013590190.1
OG0009551	Cg002G045110	XP_013588010.1, XP_013602935.1
OG0009552	Cg002G044220	XP_013591829.1, XP_013604755.1
OG0009554	Cg002G043600	XP_013634469.1, XP_013602417.1
OG0009555	Cg002G043510	XP_013599840.1, XP_013632023.1
OG0009556	Cg002G043450	XP_013636560.1, XP_013599606.1
OG0009557	Cg002G045790	XP_013588394.1, XP_013630854.1, XP_013602342.1
OG0009559	Cg006G197220	XP_013590546.1, XP_013589981.1
OG0009561	Cg006G200160	XP_013638010.1
OG0009563	Cg002G049130	XP_013603027.1, XP_013632305.1, XP_013589347.1
OG0009564	Cg003G115150	XP_013597398.1, XP_013596619.1
OG0009565	Cg008G321200	XP_013615965.1, XP_013613601.1
OG0009567	Cg001G014480	XP_013594096.1
OG0009568	Cg005G168510	XP_013631471.1
OG0009569	Cg005G168050	XP_013634558.1, XP_013636639.1
OG0009570	Cg005G164850	XP_013634432.1, XP_013627078.1
OG0009572	Cg007G273200	XP_013621557.1, XP_013591299.1
OG0009573	Cg001G012620	XP_013593299.1, XP_013601135.1
OG0009574	Cg001G006370	XP_013639799.1, XP_013598699.1
OG0009575	Cg001G007160	XP_013596500.1, XP_013593999.1
OG0009576	Cg006G241050	XP_013639105.1, XP_013603655.1
OG0009577	Cg006G237140	XP_013586818.1
OG0009578	Cg006G236930	XP_013638317.1, XP_013603371.1
OG0009579	Cg006G236050	XP_013602585.1, XP_013639033.1
OG0009580	Cg006G235340	XP_013638690.1, XP_013599542.1
OG0009583	Cg006G230090	XP_013601819.1, XP_013586236.1
OG0009585	Cg007G271850	XP_013589526.1, XP_013588048.1
OG0009586	Cg007G268690	XP_013612871.1, XP_013592629.1
OG0009587	Cg004G155270	XP_013610776.1, XP_013596906.1
OG0009588	Cg006G202020	XP_013589969.1
OG0009590	Cg001G006910, Cg002G053610	XP_013613846.1
OG0009591	Cg008G293720	XP_013620840.1, XP_013611472.1
OG0009592	Cg008G282990	XP_013626751.1
OG0009595	Cg001G023510	XP_013596516.1, XP_013603476.1
OG0009597	Cg006G203120	XP_013592331.1, XP_013605232.1
OG0009598	Cg006G202230	XP_013599577.1
OG0009599	Cg006G201980	XP_013605094.1, XP_013588941.1
OG0009601	Cg005G175270	XP_013636349.1, XP_013633511.1
OG0009603	Cg008G294130	XP_013609604.1, XP_013628425.1
OG0009604	Cg008G295170	XP_013618839.1, XP_013606182.1
OG0009605	Cg008G295530	XP_013628549.1, XP_013606625.1
OG0009606	Cg008G295720	XP_013616800.1, XP_013626009.1
OG0009607	Cg008G297030	XP_013610486.1, XP_013627095.1
OG0009608	Cg008G298680	XP_013620152.1, XP_013607433.1
OG0009609	Cg001G041360	XP_013631076.1, XP_013591917.1
OG0009610	Cg001G042850	XP_013589294.1, XP_013631744.1
OG0009611	Cg003G105880	XP_013629988.1, XP_013620760.1
OG0009612	Cg008G305310	XP_013621665.1, XP_013595283.1
OG0009613	Cg003G109320	XP_013597619.1, XP_013608991.1
OG0009614	Cg003G109360	XP_013596264.1, XP_013619850.1
OG0009615	Cg003G114890	XP_013619750.1, XP_013597483.1
OG0009621	Cg005G175910	XP_013634218.1, XP_013626055.1
OG0009622	Cg002G055200	XP_013603810.1, XP_013595772.1
OG0009625	Cg008G309960, Cg008G311750	XP_013595931.1, XP_013618440.1
OG0009628	Cg006G219240	XP_013594206.1, XP_013586429.1, XP_013627223.1
OG0009630	Cg003G090390, Cg003G095890, Cg003G090440, Cg003G095970, Cg003G095960, Cg003G090450, Cg003G095980, Cg003G095940, Cg003G095950, Cg003G096000, Cg003G090420	XP_013617081.1
OG0009635	Cg004G157170	XP_013602718.1
OG0009636	Cg001G022980	XP_013625276.1
OG0009637	Cg001G011120	XP_013637698.1
OG0009638	Cg001G010930	XP_013586288.1
OG0009639	Cg001G010770	XP_013603237.1, XP_013598975.1
OG0009640	Cg001G010660	XP_013596413.1
OG0009641	Cg001G010380	XP_013597956.1
OG0009642	Cg001G010130	XP_013603062.1, XP_013598324.1
OG0009644	Cg008G300420	XP_013618920.1, XP_013609193.1
OG0009645	Cg001G009710	XP_013595160.1, XP_013625885.1
OG0009646	Cg001G009440	XP_013585531.1, XP_013628133.1
OG0009647	Cg006G202040	XP_013588230.1
OG0009648	Cg001G008830	XP_013610523.1
OG0009649	Cg001G007950	XP_013617719.1, XP_013596392.1
OG0009650	Cg001G007440	XP_013622315.1
OG0009651	Cg001G007510	XP_013597367.1
OG0009652	Cg001G007180	XP_013593363.1, XP_013619341.1
OG0009653	Cg001G006900	XP_013592333.1
OG0009654	Cg008G301650	XP_013628210.1
OG0009655	Cg001G006550	XP_013588898.1, XP_013621840.1
OG0009656	Cg001G006510	XP_013590716.1, XP_013597395.1
OG0009657	Cg001G006290	XP_013606568.1, XP_013599256.1
OG0009658	Cg004G151520	XP_013597349.1
OG0009659	Cg001G005910	XP_013600184.1, XP_013625057.1
OG0009660	Cg001G005290	XP_013616961.1, XP_013629328.1
OG0009661	Cg001G005190	XP_013585364.1, XP_013629330.1
OG0009662	Cg008G302540	XP_013620559.1
OG0009663	Cg001G004990	XP_013609937.1, XP_013630679.1
OG0009664	Cg006G215280	XP_013584075.1
OG0009665	Cg006G214590, Cg006G214550	XP_013602898.1
OG0009666	Cg006G214330	XP_013587436.1, XP_013586729.1
OG0009667	Cg006G214320	XP_013638177.1
OG0009668	Cg006G214240	XP_013583792.1
OG0009670	Cg006G213730	XP_013587622.1
OG0009671	Cg006G213470	XP_013637825.1, XP_013585467.1
OG0009672	Cg006G213360	XP_013599765.1
OG0009673	Cg001G018010	XP_013599074.1
OG0009674	Cg006G213270	XP_013605028.1
OG0009675	Cg006G213220	XP_013615829.1, XP_013584680.1, XP_013613942.1
OG0009676	Cg006G213180	XP_013583641.1, XP_013605747.1
OG0009677	Cg006G213130	XP_013583680.1, XP_013584008.1
OG0009678	Cg001G024050	XP_013620968.1
OG0009679	Cg001G024070	XP_013618526.1
OG0009680	Cg001G024800	XP_013598841.1, XP_013601484.1
OG0009681	Cg001G024920	XP_013616175.1
OG0009682	Cg007G254450	XP_013612524.1
OG0009683	Cg007G253300	XP_013607280.1
OG0009684	Cg007G253240	XP_013615081.1
OG0009685	Cg007G253220	XP_013633863.1, XP_013617804.1
OG0009686	Cg007G252640	XP_013624735.1
OG0009687	Cg007G252080	XP_013637079.1
OG0009688	Cg007G251320	XP_013605265.1
OG0009689	Cg007G251350	XP_013606837.1
OG0009690	Cg007G251020	XP_013606371.1
OG0009691	Cg007G250180	XP_013637338.1, XP_013592442.1
OG0009692	Cg007G250200	XP_013605984.1
OG0009693	Cg007G248720	XP_013634602.1, XP_013631228.1
OG0009694	Cg002G075690	XP_013606213.1, XP_013593890.1
OG0009695	Cg002G075520	XP_013598870.1
OG0009696	Cg002G075500	XP_013594863.1, XP_013606648.1
OG0009697	Cg002G075450	XP_013614551.1
OG0009698	Cg006G230860	XP_013603016.1
OG0009699	Cg002G075380	XP_013616464.1
OG0009700	Cg002G075210	XP_013620756.1, XP_013597088.1
OG0009701	Cg006G231340	XP_013637773.1
OG0009702	Cg002G074640	XP_013620901.1
OG0009703	Cg002G074100	XP_013593473.1, XP_013615339.1
OG0009704	Cg002G073520	XP_013597166.1, XP_013610685.1
OG0009705	Cg002G073430	XP_013606783.1, XP_013594776.1
OG0009706	Cg002G073410	XP_013607003.1, XP_013599406.1
OG0009707	Cg002G073060	XP_013593821.1, XP_013616585.1
OG0009708	Cg002G073050	XP_013595350.1, XP_013618371.1
OG0009709	Cg002G072780	XP_013619380.1, XP_013596667.1
OG0009710	Cg002G072190	XP_013596036.1
OG0009711	Cg002G072100	XP_013597631.1, XP_013612190.1
OG0009712	Cg002G071890	XP_013613406.1, XP_013597308.1
OG0009713	Cg002G071880, Cg002G071870	XP_013613370.1
OG0009714	Cg002G070970	XP_013617800.1, XP_013594933.1
OG0009715	Cg002G070680	XP_013610159.1, XP_013619214.1
OG0009716	Cg002G069950	XP_013596447.1
OG0009717	Cg006G202080	XP_013598828.1
OG0009718	Cg002G070080	XP_013595300.1
OG0009719	Cg002G069190	XP_013598416.1, XP_013615898.1
OG0009720	Cg002G067260	XP_013608827.1
OG0009721	Cg002G067250	XP_013595715.1, XP_013617839.1
OG0009723	Cg007G267030	XP_013588221.1, XP_013618199.1
OG0009724	Cg007G267020	XP_013591537.1
OG0009725	Cg007G265770, Cg007G266000	XP_013588268.1
OG0009726	Cg007G265020	XP_013590456.1
OG0009727	Cg007G264900	XP_013592053.1
OG0009728	Cg007G263080	XP_013608894.1, XP_013618166.1
OG0009729	Cg007G262730	XP_013591501.1
OG0009730	Cg008G306600	XP_013590980.1, XP_013614028.1
OG0009731	Cg007G261510	XP_013616416.1
OG0009732	Cg007G261270	XP_013592352.1
OG0009733	Cg007G260350	XP_013612576.1, XP_013616053.1
OG0009734	Cg007G245590	XP_013607657.1, XP_013609288.1, XP_013609304.1
OG0009735	Cg007G245630	XP_013606473.1
OG0009736	Cg007G245820	XP_013609370.1, XP_013606323.1
OG0009737	Cg007G245900	XP_013609377.1
OG0009738	Cg007G246210	XP_013610341.1
OG0009739	Cg007G246370	XP_013610297.1, XP_013609805.1
OG0009740	Cg007G246560	XP_013606287.1
OG0009741	Cg007G247170	XP_013608691.1
OG0009742	Cg007G247380	XP_013610411.1
OG0009743	Cg006G233400	XP_013602710.1, XP_013600182.1
OG0009744	Cg007G248170	XP_013634064.1, XP_013606301.1
OG0009745	Cg005G193430	XP_013605072.1
OG0009746	Cg001G014870	XP_013600049.1, XP_013598490.1
OG0009747	Cg001G014740	XP_013599845.1, XP_013593157.1
OG0009748	Cg005G164770	XP_013635081.1, XP_013635306.1
OG0009749	Cg005G164800	XP_013629103.1, XP_013636492.1
OG0009751	Cg005G165140	XP_013634877.1, XP_013621954.1
OG0009752	Cg005G165160	XP_013630644.1, XP_013631637.1
OG0009753	Cg005G165180	XP_013623978.1, XP_013623427.1
OG0009754	Cg005G165230	XP_013633920.1
OG0009755	Cg005G165240	XP_013636065.1
OG0009756	Cg004G124910	XP_013627954.1
OG0009757	Cg004G125280	XP_013630171.1
OG0009758	Cg004G125720	XP_013583555.1
OG0009759	Cg004G126250	XP_013585495.1
OG0009760	Cg004G126810	XP_013587544.1
OG0009761	Cg004G126870	XP_013623479.1, XP_013584569.1
OG0009762	Cg004G127050	XP_013637950.1, XP_013628410.1
OG0009763	Cg004G127660	XP_013584614.1, XP_013621945.1
OG0009764	Cg004G128040	XP_013586406.1, XP_013628366.1
OG0009765	Cg004G153230	XP_013603885.1, XP_013632143.1
OG0009767	Cg003G095260, Cg016G334120	XP_013612183.1
OG0009768	Cg003G095310, Cg016G334150	XP_013606123.1
