Orthogroup	Cardamine_glauca	Aethionema_saxatile
OG0007302	Cg004G153310	As011G264340
OG0007303	Cg004G153800	As011G264710
OG0007304	Cg004G154280	As011G265080
OG0007305	Cg004G155210	As011G265680
OG0007306	Cg004G155590	As011G265960
OG0007307	Cg004G155930	As011G266300
OG0007308	Cg004G156800	As011G267100
OG0007309	Cg004G128390	As012G267680
OG0007310	Cg006G194740	As012G268340
OG0007311	Cg006G194950	As012G268730
OG0007312	Cg006G195050	As012G268840
OG0007313	Cg006G195800	As012G269430
OG0007314	Cg006G197190	As012G270580
OG0007315	Cg006G197480	As012G270840
OG0007316	Cg006G197550	As012G270920
OG0007317	Cg006G198020	As012G271320
OG0007318	Cg006G198160	As012G271420
OG0007319	Cg006G199640	As012G272440
OG0007320	Cg006G200280	As012G272970
OG0007321	Cg006G201090	As012G273110
OG0007322	Cg006G200730	As012G273370
OG0007323	Cg006G201480	As012G273780
OG0007324	Cg006G201630	As012G273920
OG0007326	Cg001G025030	As012G274270
OG0007327	Cg001G025050	As012G274300
OG0007328	Cg001G025390	As012G274620
OG0007329	Cg005G171790	As012G274940
OG0007330	Cg005G171810	As012G274960
OG0007331	Cg002G054750	As012G275610
OG0007332	Cg002G054730	As012G275630
OG0007333	Cg002G054440	As012G275870
OG0007334	Cg002G054310	As012G276020
OG0007335	Cg002G054300	As012G276040
OG0007336	Cg002G053430	As012G276720
OG0007337	Cg002G055020	As012G278680
OG0007339	Cg002G052170	As012G279530
OG0007340	Cg002G051970	As012G280270
OG0007341	Cg002G051650	As012G280940
OG0007342	Cg002G050990	As012G281940
OG0007343	Cg001G007940	As012G282120
OG0007345	Cg002G049850	As012G282960
OG0007346	Cg002G049470	As012G283280
OG0007347	Cg002G047680	As012G284950
OG0007348	Cg002G047660	As012G284980
OG0007349	Cg001G027320	As012G285660
OG0007350	Cg002G045980	As012G286720
OG0007351	Cg002G045900	As012G286820
OG0007352	Cg002G045410	As012G287380
OG0007353	Cg002G044610	As012G288010
OG0007354	Cg002G044510	As012G288070
OG0007355	Cg002G043530	As012G289070
OG0007413	Cg001G012340	As001G000150
OG0007414	Cg001G012050	As001G000370
OG0007415	Cg001G012020	As001G000390
OG0007416	Cg001G011850	As001G000570
OG0007417	Cg001G011780	As001G000650
OG0007418	Cg001G011690	As001G000730
OG0007419	Cg001G011020	As001G001370
OG0007420	Cg001G010860	As001G001520
OG0007422	Cg001G010530	As001G001890
OG0007423	Cg001G010450	As001G002040
OG0007424	Cg001G010210	As001G002290
OG0007425	Cg001G009880	As001G002640
OG0007426	Cg001G009370	As001G003380
OG0007427	Cg001G009260	As001G003490
OG0007428	Cg001G009180	As001G003640
OG0007429	Cg001G009140	As001G003690
OG0007430	Cg001G009050	As001G003780
OG0007431	Cg001G009030	As001G003800
OG0007432	Cg001G008820	As001G003990
OG0007434	Cg001G008290	As001G004660
OG0007435	Cg001G008280	As001G004670
OG0007436	Cg001G008250	As001G004700
OG0007437	Cg001G008230	As001G004730
OG0007438	Cg001G008130	As001G004880
OG0007439	Cg001G007850	As001G005170
OG0007440	Cg001G007610	As001G006410
OG0007441	Cg001G007110	As001G009850
OG0007442	Cg001G007200	As001G010220
OG0007443	Cg001G006930	As001G010250, As001G015350
OG0007444	Cg001G006940	As001G010280, As001G015340
OG0007445	Cg001G006530	As001G012310
OG0007446	Cg001G006040	As001G012840
OG0007448	Cg001G006250	As001G013680
OG0007449	Cg001G006270	As001G013720
OG0007451	Cg001G005800	As001G014130
OG0007452	Cg001G005750	As001G014200, As011G263190
OG0007453	Cg001G005670	As001G014260
OG0007454	Cg001G005640	As001G014280
OG0007455	Cg001G005460	As001G014480
OG0007456	Cg001G005280	As001G014770
OG0007458	Cg006G214720	As001G016010, As004G079130
OG0007459	Cg006G214700	As001G016030
OG0007460	Cg006G214250	As001G016440
OG0007461	Cg006G214080	As001G016650
OG0007462	Cg006G213970	As001G016680
OG0007464	Cg001G024320	As001G017540
OG0007465	Cg001G024530	As001G017760
OG0007466	Cg001G024770	As001G018070
OG0007467	Cg001G024880	As001G018240
OG0007468	Cg007G257580	As001G018360
OG0007469	Cg007G256070	As001G018600
OG0007470	Cg001G025950	As001G019110
OG0007471	Cg007G253760	As001G019140
OG0007472	Cg008G288280	As001G019200
OG0007473	Cg007G252100	As001G019690
OG0007474	Cg007G251490	As001G020310
OG0007475	Cg007G250190	As001G021380
OG0007476	Cg007G249530, Cg007G247480	As001G021500
OG0007477	Cg006G234810	As008G186460, As001G021550
OG0007478	Cg007G248940	As001G021730
OG0007479	Cg007G248830, Cg007G248810	As001G021870
OG0007480	Cg007G248770, Cg007G248760	As001G021900
OG0007481	Cg002G075810	As001G022200
OG0007482	Cg002G075700	As001G022300
OG0007483	Cg002G075590	As001G022400
OG0007484	Cg002G075020	As001G022940, As009G212260
OG0007485	Cg006G231130	As001G022980, As008G182690
OG0007486	Cg002G074270	As001G023750
OG0007487	Cg002G074120	As001G023850
OG0007488	Cg002G074040	As001G023910
OG0007489	Cg002G073820	As001G024010
OG0007490	Cg002G073680	As001G024150
OG0007491	Cg006G226830	As001G024210
OG0007492	Cg002G073140	As001G024610
OG0007493	Cg002G072980, Cg002G072990	As001G024800
OG0007494	Cg002G072820	As001G024930
OG0007495	Cg002G072260	As001G025310
OG0007496	Cg002G072210	As001G025350
OG0007497	Cg002G071820	As001G025690
OG0007498	Cg002G071580	As001G025820
OG0007499	Cg002G071500	As001G025890
OG0007500	Cg002G071450	As001G025930
OG0007501	Cg002G071280, Cg002G071300	As001G026080
OG0007502	Cg002G071270	As001G026090
OG0007503	Cg002G071050	As001G026280
OG0007504	Cg002G070650	As001G026630, As001G026650
OG0007505	Cg002G068190	As001G027680
OG0007506	Cg002G068050	As001G027720
OG0007507	Cg002G067660, Cg001G039210	As001G027870
OG0007509	Cg002G065570	As001G028100
OG0007510	Cg007G267100	As001G028260
OG0007511	Cg007G266870	As001G028440
OG0007512	Cg007G266470	As001G028570
OG0007513	Cg007G265270	As001G029040
OG0007514	Cg007G265220	As001G029070
OG0007515	Cg007G264510	As001G029280
OG0007516	Cg007G262580, Cg007G263570	As001G029510
OG0007517	Cg008G298090	As009G203740, As001G030150
OG0007518	Cg007G245650	As001G030360
OG0007519	Cg006G195160	As001G030410
OG0007520	Cg007G246160	As001G030810
OG0007521	Cg007G246310	As001G030970
OG0007522	Cg007G246640	As001G031230
OG0007523	Cg007G247020	As001G031450
OG0007524	Cg007G247090	As003G064110, As001G031470
OG0007525	Cg007G247200	As001G031600
OG0007526	Cg007G247330	As001G031670
OG0007527	Cg007G247890	As001G032080
OG0007528	Cg007G247990	As001G032120
OG0007529	Cg003G087650, Cg003G087820	As001G032210
OG0007530	Cg004G128360	As002G032330
OG0007531	Cg004G128340	As002G032350
OG0007532	Cg004G128330	As002G032360
OG0007533	Cg004G128210	As002G032460, As002G039160
OG0007534	Cg001G012650	As002G032470
OG0007535	Cg001G014930	As002G032510
OG0007536	Cg001G014790	As002G032610
OG0007537	Cg001G014690	As002G032670
OG0007538	Cg005G165170	As002G033640
OG0007540	Cg005G165340	As002G033740
OG0007541	Cg004G124790	As002G034000
OG0007542	Cg004G124800	As002G034010
OG0007543	Cg004G124850	As002G034070
OG0007544	Cg004G125130	As002G034350
OG0007545	Cg004G125180	As002G034380
OG0007546	Cg004G125350	As002G034700
OG0007547	Cg004G125430	As002G034850
OG0007548	Cg008G284480	As002G035160, As002G035170
OG0007549	Cg004G125630	As002G035190
OG0007550	Cg004G125710	As002G035290
OG0007551	Cg004G125950	As002G035580
OG0007552	Cg004G126140	As002G035940, As002G035880
OG0007553	Cg008G285460	As002G035980
OG0007554	Cg004G126430	As002G036350
OG0007555	Cg004G126940	As002G036990
OG0007556	Cg004G127020	As002G037160
OG0007557	Cg004G127130	As002G037210
OG0007558	Cg004G127260	As002G037380
OG0007559	Cg004G127390	As002G037460
OG0007560	Cg004G127490	As002G037530
OG0007561	Cg004G127530	As002G037550
OG0007562	Cg004G127580	As002G037620
OG0007563	Cg001G012590	As002G037770
OG0007564	Cg004G127710	As002G037980
OG0007565	Cg004G127720	As002G038000
OG0007566	Cg004G127760	As002G038170
OG0007567	Cg004G128060	As002G038870
OG0007568	Cg004G128080	As002G038890
OG0007569	Cg002G049050, Cg008G306350	As002G039630
OG0007570	Cg003G091280	As002G040500
OG0007571	Cg008G324390	As002G041280, As002G041250, As002G041300, As002G041320, As004G089330
OG0007572	Cg006G202780	As002G041540, As003G065590
OG0007573	Cg003G096600	As002G042350
OG0007574	Cg003G096750	As002G042420
OG0007575	Cg003G096970	As002G042580
OG0007576	Cg003G097040	As002G042650
OG0007577	Cg001G007000	As002G042750
OG0007578	Cg003G099190	As002G044270
OG0007579	Cg003G100210	As002G044710
OG0007580	Cg003G100120	As002G044760
OG0007581	Cg003G099910	As002G044880
OG0007582	Cg003G099840	As002G044950
OG0007584	Cg003G100240	As002G045050
OG0007585	Cg003G100310	As002G045160
OG0007586	Cg003G101300	As002G045510
OG0007587	Cg003G101080	As002G045650
OG0007588	Cg003G101620	As002G046150
OG0007589	Cg003G101810	As002G046360
OG0007590	Cg003G102210	As002G046700
OG0007591	Cg003G102900	As002G047370
OG0007592	Cg003G103160	As002G047630, As006G134350
OG0007593	Cg003G103380	As002G047840
OG0007594	Cg003G103480	As002G047940
OG0007595	Cg006G234400	As002G048210, As008G185900
OG0007596	Cg003G104360	As002G048580
OG0007597	Cg003G104530	As002G048660
OG0007598	Cg003G104560	As002G048710
OG0007599	Cg003G104610	As002G048760
OG0007600	Cg003G104980	As002G049080
OG0007601	Cg003G105040	As002G049130
OG0007602	Cg003G105240	As002G049330
OG0007603	Cg003G105370	As002G049470
OG0007604	Cg003G105750	As002G049960
OG0007605	Cg008G306980	As002G050100
OG0007606	Cg008G293540	As002G050240
OG0007607	Cg008G293280	As007G162250, As002G050510
OG0007608	Cg008G293190	As002G050580
OG0007609	Cg008G293150	As002G050630
OG0007610	Cg008G293040	As002G050750
OG0007611	Cg008G292840	As002G050880
OG0007612	Cg008G292730	As002G050980
OG0007613	Cg008G292570	As002G051150
OG0007614	Cg008G292480	As002G051200
OG0007615	Cg008G292380	As002G051310
OG0007616	Cg008G292240	As002G051480
OG0007617	Cg008G291920	As002G051800
OG0007618	Cg008G291900	As002G051820
OG0007619	Cg008G291700	As002G052020
OG0007620	Cg008G291480	As002G052200
OG0007621	Cg008G291080	As002G052610
OG0007622	Cg008G289670	As002G054000
OG0007623	Cg008G289510	As002G054180
OG0007624	Cg008G289430	As002G054260
OG0007625	Cg008G289360	As002G054330
OG0007626	Cg008G289000	As002G054700
OG0007627	Cg008G288970	As002G054730
OG0007628	Cg008G288710	As002G054930
OG0007629	Cg008G288110	As002G055450
OG0007630	Cg008G288060	As002G055510
OG0007632	Cg001G023080	As003G056210
OG0007633	Cg001G022900	As003G056350
OG0007634	Cg001G022820	As003G056410
OG0007635	Cg001G022770	As003G056470
OG0007636	Cg001G022420	As003G056830
OG0007637	Cg003G080850	As003G057290
OG0007638	Cg001G021860	As003G057330
OG0007639	Cg001G021770	As003G057410
OG0007640	Cg001G021510	As003G057600
OG0007641	Cg001G021280	As003G057780
OG0007642	Cg001G020770	As003G058150
OG0007643	Cg001G020660	As003G058280
OG0007644	Cg003G109950	As003G058290
OG0007645	Cg001G020320	As003G058640
OG0007646	Cg001G020060	As003G058900
OG0007648	Cg001G019600	As003G059450
OG0007649	Cg001G019340	As003G059710
OG0007650	Cg001G018890	As003G060110
OG0007651	Cg001G018830	As003G060230
OG0007652	Cg001G018700	As003G060310
OG0007653	Cg001G018630	As003G060380
OG0007654	Cg001G018450	As003G060510
OG0007655	Cg001G018360	As003G060590
OG0007656	Cg001G018260	As003G060680, As004G085030
OG0007657	Cg001G018070	As003G060890
OG0007658	Cg001G017900	As003G061000
OG0007659	Cg001G017870	As003G061020
OG0007660	Cg001G017280	As003G061680
OG0007661	Cg001G017160	As003G061830
OG0007662	Cg001G016970	As003G062020
OG0007663	Cg006G212420	As003G062600, As004G083690
OG0007664	Cg006G212380	As003G062640
OG0007665	Cg006G212140	As003G062770
OG0007666	Cg006G210980	As003G063120
OG0007667	Cg006G210370	As003G063470
OG0007668	Cg006G207770, Cg006G207810	As003G064170
OG0007669	Cg006G204040	As003G064450
OG0007670	Cg006G202370	As003G065430
OG0007671	Cg006G203100	As003G065880
OG0007672	Cg006G202220	As003G066810
OG0007673	Cg004G123740	As003G067020, As008G191680
OG0007674	Cg006G218590	As003G068540
OG0007675	Cg006G218340	As003G068870
OG0007676	Cg005G189070	As003G068950, As006G121750, As011G266980
OG0007677	Cg006G218150	As003G069090
OG0007678	Cg006G218070	As003G069190
OG0007679	Cg006G217550	As003G069840
OG0007680	Cg006G216270	As003G070710
OG0007681	Cg006G216070	As003G070870
OG0007682	Cg006G215740	As003G071260, As012G274930
OG0007683	Cg006G215720	As003G071280
OG0007684	Cg006G215640	As003G071350
OG0007685	Cg001G004660	As003G071760
OG0007686	Cg006G199260	As003G071850, As010G236490
OG0007687	Cg001G004360	As003G072110
OG0007688	Cg001G004140	As003G072240
OG0007689	Cg001G004080	As003G072290
OG0007690	Cg001G003830	As003G072520
OG0007691	Cg001G003640	As003G072710
OG0007692	Cg001G003620	As003G072730, As003G072750
OG0007693	Cg001G003410	As003G072960
OG0007694	Cg001G003180	As003G073210
OG0007695	Cg005G191240	As007G179490, As003G073250
OG0007696	Cg001G003060	As003G073340
OG0007697	Cg001G002670	As003G073830
OG0007698	Cg001G002530	As003G073980
OG0007699	Cg001G002470	As003G074030
OG0007700	Cg001G002460	As003G074040
OG0007701	Cg001G002280	As003G074180
OG0007702	Cg001G002060	As003G074430
OG0007703	Cg001G001970	As003G074580
OG0007704	Cg001G001700	As003G074820
OG0007705	Cg001G001540	As003G074990
OG0007706	Cg001G001370	As003G075150
OG0007707	Cg001G000380	As003G076310, As007G182140
OG0007709	Cg001G035990	As004G077200
OG0007710	Cg001G038640	As004G078010
OG0007712	Cg005G171550	As004G078790
OG0007713	Cg005G171460	As004G078900
OG0007714	Cg006G235820	As004G078920
OG0007715	Cg006G215080	As004G078940
OG0007716	Cg008G298390	As004G079590
OG0007717	Cg005G171320	As004G079720
OG0007718	Cg005G171380	As004G079760
OG0007719	Cg003G085230	As004G080100
OG0007720	Cg003G086020	As004G080430
OG0007721	Cg003G087210	As004G080950
OG0007722	Cg006G216470	As004G080990
OG0007723	Cg005G172390	As004G081130
OG0007724	Cg005G172540	As004G081250
OG0007725	Cg005G172670	As004G081340
OG0007726	Cg005G172750	As004G081410
OG0007727	Cg005G172760	As004G081420
OG0007728	Cg005G173080	As004G081720
OG0007729	Cg005G173140	As004G081790
OG0007730	Cg008G317980	As004G082240
OG0007731	Cg003G083880	As004G083650
OG0007732	Cg003G082990	As004G084180
OG0007733	Cg003G082570	As004G084400
OG0007734	Cg003G082070	As004G084650
OG0007735	Cg003G081270	As004G085160
OG0007736	Cg003G081050	As004G085390
OG0007737	Cg003G080630	As004G085640
OG0007738	Cg003G080210, Cg003G093770	As004G085990
OG0007740	Cg003G093880, Cg003G080120	As004G086080
OG0007741	Cg008G321170	As004G087040
OG0007742	Cg008G321870	As004G087600
OG0007743	Cg008G322490	As004G087870
OG0007744	Cg008G322700	As004G088070
OG0007745	Cg007G257040, Cg008G323090	As004G088360
OG0007746	Cg008G323180	As004G088470
OG0007747	Cg008G323310	As004G088590
OG0007748	Cg008G323560	As004G088700
OG0007749	Cg008G323610	As004G088750
OG0007750	Cg008G323940	As004G088970
OG0007751	Cg008G285330	As009G214560, As004G089000
OG0007752	Cg008G324030	As004G089070
OG0007753	Cg008G324180	As004G089120
OG0007754	Cg008G324430	As004G089510
OG0007755	Cg001G025370	As004G091350, As004G091390
OG0007756	Cg001G033530	As004G092060
OG0007757	Cg001G033680	As009G212100, As004G092180
OG0007758	Cg001G027870	As004G092630
OG0007760	Cg004G142590	As004G093780
OG0007761	Cg001G029560	As004G094050
OG0007762	Cg001G028700	As004G094850
OG0007763	Cg001G027890	As004G095370, As011G255340
OG0007764	Cg001G026090	As004G096450, As011G253760
OG0007765	Cg001G041850	As004G097770
OG0007766	Cg001G042690	As004G098220
OG0007767	Cg001G043000	As004G098420
OG0007769	Cg005G157780	As005G098880
OG0007770	Cg005G157900	As005G099130, As005G099110, As005G099120
OG0007771	Cg005G157950	As005G099200, As005G099190
OG0007772	Cg005G158320	As005G099560
OG0007773	Cg005G158430	As005G099660
OG0007774	Cg005G158490	As005G099730
OG0007775	Cg005G158500	As005G099750
OG0007776	Cg005G159150	As005G100460
OG0007777	Cg005G159220	As005G100520
OG0007778	Cg005G159530	As005G100880
OG0007779	Cg005G159640	As005G100990
OG0007780	Cg005G159660	As005G101010
OG0007781	Cg005G159670	As005G101040
OG0007782	Cg005G159700	As005G101070
OG0007783	Cg005G159710	As005G101080
OG0007784	Cg005G159810	As005G101160
OG0007785	Cg005G160090	As005G101390
OG0007786	Cg005G160400	As005G101740
OG0007787	Cg005G160950	As005G102300
OG0007788	Cg005G161410	As005G102800
OG0007789	Cg005G161670	As005G103080
OG0007790	Cg005G161750	As005G103160
OG0007791	Cg005G161890	As005G103300
OG0007792	Cg005G162990	As005G104450
OG0007793	Cg005G163400	As005G104780
OG0007794	Cg005G164000	As005G105020
OG0007795	Cg005G163810	As005G105180
OG0007796	Cg008G282280, Cg004G124520	As005G106420, As006G142140
OG0007797	Cg008G282500	As005G106670
OG0007798	Cg008G282650	As005G106860
OG0007799	Cg008G282780	As005G106980
OG0007800	Cg008G282850	As005G107100
OG0007801	Cg008G283140	As005G107440
OG0007802	Cg008G283220	As005G107540
OG0007803	Cg008G283290	As005G107580
OG0007804	Cg008G283310	As005G107590
OG0007805	Cg008G283520	As005G107780
OG0007806	Cg008G284610	As005G108810, As005G107820
OG0007807	Cg008G283800	As005G108000
OG0007808	Cg008G284570, Cg004G144700	As005G108770
OG0007809	Cg008G284730	As005G108920
OG0007810	Cg008G284880	As005G109140, As005G108940
OG0007811	Cg008G284940	As005G109220
OG0007812	Cg008G285010	As005G109340
OG0007813	Cg008G285090	As005G109430
OG0007814	Cg008G299880	As005G109910
OG0007815	Cg008G300200	As005G109990
OG0007817	Cg008G301030	As005G111960
OG0007818	Cg008G301180	As005G112250
OG0007819	Cg008G301420	As005G112500
OG0007820	Cg008G301470	As008G198270, As005G112570
OG0007821	Cg008G301530	As005G112620
OG0007822	Cg008G301560	As005G112660
OG0007823	Cg008G301750	As005G113030
OG0007824	Cg008G302240	As005G113460
OG0007825	Cg006G209240, Cg004G133020, Cg008G302520	As005G113670
OG0007826	Cg003G108470	As005G113900
OG0007827	Cg003G108400	As005G114010
OG0007828	Cg003G108220	As005G114200
OG0007829	Cg003G107960	As005G114470
OG0007830	Cg003G107670	As005G114630
OG0007831	Cg003G107370	As005G114930
OG0007833	Cg003G106610	As005G115820
OG0007834	Cg003G106470	As005G115970
OG0007835	Cg003G110950	As005G116020
OG0007836	Cg003G111010	As005G116110
OG0007837	Cg003G111020	As005G116120
OG0007838	Cg003G111270	As005G116370
OG0007839	Cg003G104450	As005G116540
OG0007840	Cg003G111810	As005G116920
OG0007841	Cg003G111870	As005G117000
OG0007842	Cg003G112460	As005G117540
OG0007843	Cg003G112600	As005G117680
OG0007844	Cg003G112760	As005G117830
OG0007845	Cg003G112780	As005G117850
OG0007846	Cg003G112940	As005G118320
OG0007847	Cg003G113240	As005G118350
OG0007849	Cg003G113680	As005G118720
OG0007850	Cg003G113700	As005G118730
OG0007851	Cg003G113830	As005G118830
OG0007852	Cg003G114080	As005G119030
OG0007853	Cg003G114340	As005G119260
OG0007854	Cg003G114420	As005G119330, As010G221280
OG0007855	Cg003G114510	As005G119420
OG0007856	Cg003G095790	As005G119790
OG0007857	Cg008G297360, Cg003G115380	As005G120310
OG0007858	Cg002G055670	As005G120510
OG0007859	Cg003G115530	As005G120540
OG0007860	Cg014G332950, Cg003G076620	As006G121250
OG0007861	Cg014G333050, Cg003G076520	As006G121380
OG0007862	Cg003G076790, Cg014G332810	As006G121780
OG0007863	Cg003G077050, Cg014G332580	As006G122040
OG0007864	Cg014G332510, Cg003G077120	As006G122090
OG0007865	Cg014G331670, Cg003G078010	As006G122370
OG0007866	Cg003G077810, Cg014G331840	As006G122570
OG0007867	Cg003G077360, Cg014G332260	As006G122920
OG0007868	Cg003G078230, Cg014G331420	As006G123080
OG0007869	Cg014G331390, Cg003G078260	As006G123110
OG0007870	Cg014G331350, Cg003G078300	As006G123140
OG0007871	Cg014G330740, Cg003G078790	As006G123520
OG0007872	Cg003G078870, Cg014G330660	As006G123570
OG0007873	Cg003G094830, Cg003G079110	As006G123810
OG0007874	Cg003G079340, Cg003G094660	As006G123990
OG0007875	Cg008G320380	As006G124350
OG0007876	Cg008G319820	As006G124670
OG0007877	Cg008G318870	As006G125220
OG0007878	Cg005G173200	As006G125270
OG0007879	Cg005G173240	As006G125310, As008G196130
OG0007880	Cg005G174370	As006G125650
OG0007881	Cg005G174390	As006G125670
OG0007882	Cg005G174420	As006G125690
OG0007883	Cg005G173690	As006G126070
OG0007884	Cg005G174330	As006G126120
OG0007885	Cg005G174890	As008G194640, As006G126930
OG0007886	Cg005G175420	As006G127420
OG0007887	Cg005G175560	As006G127530
OG0007888	Cg005G175710	As006G127650
OG0007890	Cg006G239670	As006G127730, As008G193570
OG0007891	Cg005G175890	As006G127810
OG0007892	Cg005G176180	As006G128030
OG0007893	Cg005G176450	As006G128140
OG0007894	Cg005G176480	As006G128170
OG0007895	Cg005G176630	As006G128290
OG0007896	Cg006G239060	As006G128450
OG0007897	Cg005G176830	As006G128460
OG0007898	Cg005G178300	As006G129430
OG0007899	Cg005G178320	As006G129440
OG0007900	Cg005G178810	As006G129790
OG0007901	Cg005G178870	As006G129830
OG0007902	Cg005G179010	As006G129940
OG0007903	Cg005G179590	As006G130240
OG0007904	Cg005G182250	As006G130560
OG0007905	Cg005G182960	As006G131190
OG0007906	Cg008G287270	As006G131510
OG0007907	Cg005G185360	As006G131650
OG0007908	Cg005G185940	As006G131740
OG0007909	Cg001G013320	As006G132380
OG0007910	Cg001G013580	As006G132570
OG0007911	Cg008G294980	As006G132860, As009G200510
OG0007912	Cg004G116510	As006G133110
OG0007914	Cg001G035670	As006G133970
OG0007915	Cg001G014220	As006G134170
OG0007916	Cg004G116940	As006G134830
OG0007917	Cg004G116990	As006G134870
OG0007918	Cg008G295550	As006G134890, As009G201310
OG0007919	Cg004G117270	As006G135130
OG0007920	Cg004G117500	As006G135370
OG0007921	Cg004G117790	As006G135670
OG0007922	Cg004G117940	As006G135800
OG0007923	Cg004G118060	As006G135880
OG0007924	Cg004G118270	As006G136110
OG0007925	Cg004G118600	As009G203430, As006G136480
OG0007926	Cg004G119480	As006G136880
OG0007927	Cg004G119790	As006G137360
OG0007928	Cg004G120330	As006G137900
OG0007929	Cg004G120380	As006G137940
OG0007930	Cg004G120600	As006G138110
OG0007931	Cg004G120840	As006G138210
OG0007932	Cg004G120670	As006G138340
OG0007933	Cg004G120920	As009G206580, As006G138430
OG0007934	Cg004G120970	As006G138470
OG0007935	Cg004G121110	As006G138630
OG0007936	Cg004G121290	As006G138780
OG0007937	Cg004G121240	As006G138840
OG0007938	Cg004G121520	As006G139070
OG0007939	Cg004G121800	As006G139390
OG0007940	Cg004G121920	As006G139520
OG0007941	Cg004G122040	As006G139700
OG0007942	Cg004G122460	As006G140130
OG0007943	Cg004G122520, Cg004G122560	As006G140180
OG0007944	Cg004G122590, Cg004G122550	As006G140200
OG0007945	Cg004G122610	As006G140220
OG0007946	Cg004G122630	As006G140240
OG0007947	Cg004G122640	As006G140250
OG0007948	Cg008G311110, Cg008G309310	As006G140690
OG0007949	Cg004G123190	As006G140810
OG0007950	Cg004G123390	As006G141050
OG0007951	Cg004G123630	As006G141220
OG0007952	Cg004G123770	As006G141400
OG0007953	Cg004G123870	As006G141490
OG0007954	Cg004G123880	As006G141500
OG0007955	Cg004G124040	As006G141690
OG0007956	Cg004G124150	As006G141840
OG0007957	Cg004G124460	As006G142100
OG0007958	Cg005G165970	As006G142770
OG0007959	Cg005G166000	As006G142800
OG0007960	Cg005G166020	As006G142820
OG0007961	Cg005G166210	As006G142990
OG0007962	Cg005G166340	As006G143150
OG0007963	Cg005G166760	As006G143540
OG0007964	Cg005G167450	As006G144270
OG0007965	Cg005G170510	As006G144610
OG0007966	Cg005G170470	As006G144640
OG0007967	Cg005G170360	As006G144730
OG0007968	Cg005G170080	As006G145060
OG0007969	Cg005G170050	As006G145090
OG0007970	Cg005G169860	As006G145230
OG0007971	Cg005G169610	As006G145480
OG0007972	Cg005G169580	As006G145520
OG0007973	Cg005G169430	As006G145690
OG0007974	Cg005G169300	As006G145840
OG0007975	Cg005G168870	As006G146570
OG0007976	Cg005G168790	As006G146760
OG0007977	Cg005G168730	As006G146800
OG0007978	Cg005G168560	As006G146960
OG0007979	Cg005G168280	As006G147600
OG0007980	Cg005G168110	As006G147980
OG0007981	Cg005G167990	As006G148510
OG0007982	Cg005G170760	As006G149020
OG0007983	Cg006G230440	As007G152010
OG0007984	Cg006G229700	As007G152770
OG0007985	Cg006G229240	As007G153170
OG0007986	Cg006G228170	As007G154300
OG0007987	Cg006G227750	As007G154490
OG0007988	Cg006G227830	As007G154580
OG0007989	Cg006G227680	As007G154780
OG0007990	Cg006G227670	As007G154790
OG0007991	Cg006G227570	As007G154880
OG0007992	Cg006G227420	As007G155060
OG0007993	Cg006G227380	As007G155110
OG0007994	Cg006G227140	As007G155270
OG0007995	Cg006G226710	As007G155640
OG0007996	Cg006G226690	As007G155660
OG0007997	Cg006G226560	As010G238350, As007G155760
OG0007998	Cg006G226530	As007G155800
OG0007999	Cg006G226110	As007G156060
OG0008000	Cg006G226100	As007G156070
OG0008001	Cg006G226020	As007G156150
OG0008002	Cg006G225770	As007G156350
OG0008003	Cg006G225670	As007G156480
OG0008004	Cg006G225150	As007G156880
OG0008005	Cg007G277110	As010G237040, As007G156900
OG0008006	Cg006G224990	As007G157040
OG0008007	Cg006G224690	As007G157260
OG0008008	Cg006G224570	As010G236370, As007G157380
OG0008009	Cg006G224530	As007G157410
OG0008010	Cg007G277780	As007G157420, As010G236320
OG0008011	Cg006G224520	As007G157440
OG0008012	Cg006G224420	As007G157580
OG0008013	Cg006G224350	As007G157670
OG0008015	Cg006G223620	As007G158330
OG0008016	Cg006G223440	As007G158540
OG0008017	Cg006G223300	As007G158630
OG0008018	Cg006G222850	As007G159200
OG0008019	Cg006G222410	As007G159590
OG0008020	Cg006G222060	As010G233280, As007G159740
OG0008021	Cg006G221640	As007G160100
OG0008022	Cg006G220360	As007G161140
OG0008023	Cg006G220350	As007G161150
OG0008024	Cg006G220270	As007G161220
OG0008025	Cg007G268270	As007G161500
OG0008026	Cg006G219590	As007G161840
OG0008027	Cg006G219320	As007G162140
OG0008028	Cg006G219330	As007G162150
OG0008029	Cg006G219170	As007G162260
OG0008030	Cg001G016690	As007G162670
OG0008031	Cg001G016640	As007G162730
OG0008032	Cg001G016580	As007G162780
OG0008033	Cg001G016380	As007G162970
OG0008034	Cg001G016270	As007G163040
OG0008035	Cg001G015760	As007G164310
OG0008036	Cg001G015690	As007G164390
OG0008037	Cg001G015550	As007G164580
OG0008038	Cg001G015480	As007G164690
OG0008039	Cg001G015460	As007G164750
OG0008040	Cg001G012830	As007G166640
OG0008041	Cg001G012730	As007G166690
OG0008042	Cg005G189170	As007G177540
OG0008043	Cg005G189760	As007G177920
OG0008044	Cg005G190220	As007G178190, As007G178250
OG0008045	Cg005G191350	As007G179570
OG0008046	Cg007G274720	As007G179800
OG0008047	Cg005G191990	As007G179960
OG0008048	Cg005G192000	As007G179970
OG0008049	Cg005G192040	As007G179980
OG0008050	Cg005G192160	As007G180130
