Orthogroup	Cardamine_glauca	Arabidopsis_arenosa
OG0007601	Cg003G105040	jg22644
OG0007602	Cg003G105240	jg22669
OG0007603	Cg003G105370	jg22683
OG0007604	Cg003G105750	jg22721
OG0007605	Cg008G306980	jg6655
OG0007606	Cg008G293540	jg5152
OG0007607	Cg008G293280	jg5129
OG0007608	Cg008G293190	jg5122
OG0007609	Cg008G293150	jg5114
OG0007610	Cg008G293040	jg5100
OG0007611	Cg008G292840	jg5080
OG0007612	Cg008G292730	jg5070
OG0007613	Cg008G292570	jg5051
OG0007614	Cg008G292480	jg5044
OG0007615	Cg008G292380	jg5032
OG0007616	Cg008G292240	jg5013
OG0007617	Cg008G291920	jg4980
OG0007618	Cg008G291900	jg4978
OG0007619	Cg008G291700	jg4952
OG0007620	Cg008G291480	jg4930
OG0007621	Cg008G291080	jg4893
OG0007622	Cg008G289670	jg4742
OG0007623	Cg008G289510	jg4720
OG0007624	Cg008G289430	jg4710
OG0007626	Cg008G289000	jg4664
OG0007627	Cg008G288970	jg4660
OG0007628	Cg008G288710	jg4631
OG0007629	Cg008G288110	jg4567
OG0007630	Cg008G288060	jg4556
OG0007631	Cg001G023590	jg10878
OG0007632	Cg001G023080	jg10828
OG0007633	Cg001G022900	jg10813
OG0007634	Cg001G022820	jg10806
OG0007635	Cg001G022770	jg10801
OG0007637	Cg003G080850	jg7687
OG0007638	Cg001G021860	jg10700
OG0007639	Cg001G021770	jg10691
OG0007640	Cg001G021510	jg10662
OG0007641	Cg001G021280	jg10640
OG0007642	Cg001G020770	jg10571
OG0007643	Cg001G020660	jg10559
OG0007644	Cg003G109950	jg23165
OG0007645	Cg001G020320	jg10502
OG0007646	Cg001G020060	jg10480
OG0007648	Cg001G019600	jg10422
OG0007649	Cg001G019340	jg10394
OG0007650	Cg001G018890	jg10332
OG0007651	Cg001G018830	jg10327
OG0007652	Cg001G018700	jg10308
OG0007653	Cg001G018630	jg10299
OG0007654	Cg001G018450	jg10278
OG0007655	Cg001G018360	jg10270
OG0007656	Cg001G018260	jg10255
OG0007657	Cg001G018070	jg10237
OG0007658	Cg001G017900	jg10222
OG0007659	Cg001G017870	jg10219
OG0007660	Cg001G017280	jg10133
OG0007661	Cg001G017160	jg10117
OG0007662	Cg001G016970	jg17253, jg10094
OG0007663	Cg006G212420	jg31974
OG0007664	Cg006G212380	jg31978
OG0007665	Cg006G212140	jg31990
OG0007666	Cg006G210980	jg32070
OG0007667	Cg006G210370	jg32139
OG0007668	Cg006G207770, Cg006G207810	jg32284
OG0007669	Cg006G204040	jg32645
OG0007670	Cg006G202370	jg32809
OG0007671	Cg006G203100	jg32753
OG0007672	Cg006G202220	jg32815
OG0007673	Cg004G123740	jg24721
OG0007674	Cg006G218590	jg31329
OG0007675	Cg006G218340	jg31352
OG0007676	Cg005G189070	jg12163, jg17033
OG0007677	Cg006G218150	jg31371
OG0007678	Cg006G218070	jg31381
OG0007679	Cg006G217550	jg31444
OG0007680	Cg006G216270	jg31557
OG0007681	Cg006G216070	jg31582
OG0007682	Cg006G215740	jg31627
OG0007683	Cg006G215720	jg31629
OG0007684	Cg006G215640	jg31635
OG0007685	Cg001G004660	jg8794
OG0007686	Cg006G199260	jg4056
OG0007687	Cg001G004360	jg8758
OG0007688	Cg001G004140	jg8739
OG0007689	Cg001G004080	jg8735
OG0007690	Cg001G003830	jg8704
OG0007691	Cg001G003640	jg8683
OG0007692	Cg001G003620	jg8681
OG0007693	Cg001G003410	jg8661
OG0007694	Cg001G003180	jg8638
OG0007695	Cg005G191240	jg16806
OG0007696	Cg001G003060	jg8624
OG0007697	Cg001G002670	jg8579
OG0007698	Cg001G002530	jg8567
OG0007699	Cg001G002470	jg8561
OG0007700	Cg001G002460	jg8560
OG0007702	Cg001G002060	jg8526
OG0007703	Cg001G001970	jg8515
OG0007704	Cg001G001700	jg8489
OG0007705	Cg001G001540	jg8468
OG0007706	Cg001G001370	jg8419
OG0007707	Cg001G000380	jg8315
OG0007710	Cg001G038640	jg12430
OG0007712	Cg005G171550	jg18623
OG0007713	Cg005G171460	jg18632
OG0007714	Cg006G235820	jg29394
OG0007715	Cg006G215080	jg2670, jg31733
OG0007716	Cg008G298390	jg5647
OG0007717	Cg005G171320	jg18648
OG0007718	Cg005G171380	jg18642
OG0007719	Cg003G085230	jg7277
OG0007720	Cg003G086020	jg7211
OG0007721	Cg003G087210	jg7087, jg7154
OG0007722	Cg006G216470	jg26963, jg31538
OG0007723	Cg005G172390	jg18519
OG0007725	Cg005G172670	jg18496
OG0007726	Cg005G172750	jg18490
OG0007727	Cg005G172760	jg18489
OG0007728	Cg005G173080	jg18452
OG0007729	Cg005G173140	jg18447
OG0007730	Cg008G317980	jg21005
OG0007731	Cg003G083880	jg7381
OG0007732	Cg003G082990	jg7463
OG0007733	Cg003G082570	jg7490
OG0007734	Cg003G082070	jg7558
OG0007735	Cg003G081270	jg7644
OG0007736	Cg003G081050	jg7669, jg11289
OG0007737	Cg003G080630	jg7698
OG0007738	Cg003G080210, Cg003G093770	jg7750
OG0007739	Cg008G300450	jg5857
OG0007740	Cg003G093880, Cg003G080120	jg7762
OG0007741	Cg008G321170	jg20670
OG0007742	Cg008G321870	jg20604
OG0007743	Cg008G322490	jg20555
OG0007744	Cg008G322700	jg20527
OG0007745	Cg007G257040, Cg008G323090	jg20490
OG0007746	Cg008G323180	jg20480
OG0007747	Cg008G323310	jg20463
OG0007748	Cg008G323560	jg20447
OG0007749	Cg008G323610	jg20441
OG0007750	Cg008G323940	jg20414
OG0007751	Cg008G285330	jg4201
OG0007752	Cg008G324030	jg20401
OG0007753	Cg008G324180	jg20395
OG0007754	Cg008G324430	jg20373
OG0007755	Cg001G025370	jg11088
OG0007756	Cg001G033530	jg11958
OG0007757	Cg001G033680	jg11964
OG0007758	Cg001G027870	jg11721
OG0007759	Cg004G142870	jg26846
OG0007760	Cg004G142590	jg26792
OG0007761	Cg001G029560	jg11525
OG0007762	Cg001G028700	jg11428
OG0007763	Cg001G027890	jg11345
OG0007764	Cg001G026090	jg11177
OG0007765	Cg001G041850	jg12724
OG0007766	Cg001G042690	jg12824
OG0007767	Cg001G043000	jg12855
OG0007768	Cg007G248980	jg798
OG0007769	Cg005G157780	jg20200
OG0007770	Cg005G157900	jg20188
OG0007771	Cg005G157950	jg20182
OG0007772	Cg005G158320	jg20147
OG0007773	Cg005G158430	jg20138
OG0007774	Cg005G158490	jg20130
OG0007775	Cg005G158500	jg20128
OG0007776	Cg005G159150	jg20062
OG0007777	Cg005G159220	jg20056
OG0007778	Cg005G159530	jg20021
OG0007779	Cg005G159640	jg20009
OG0007781	Cg005G159670	jg20004
OG0007782	Cg005G159700	jg20001
OG0007783	Cg005G159710	jg20000
OG0007784	Cg005G159810	jg19989
OG0007785	Cg005G160090	jg19962
OG0007786	Cg005G160400	jg19932
OG0007787	Cg005G160950	jg19846
OG0007788	Cg005G161410	jg19798
OG0007789	Cg005G161670	jg19760
OG0007791	Cg005G161890	jg19736
OG0007792	Cg005G162990	jg19613
OG0007793	Cg005G163400	jg19573
OG0007794	Cg005G164000	jg19491
OG0007795	Cg005G163810	jg19522
OG0007796	Cg008G282280	jg3855
OG0007796	Cg004G124520	jg24802
OG0007797	Cg008G282500	jg3890
OG0007798	Cg008G282650	jg3904
OG0007799	Cg008G282780	jg3923
OG0007800	Cg008G282850	jg3932
OG0007801	Cg008G283140	jg3973
OG0007802	Cg008G283220	jg3983
OG0007803	Cg008G283290	jg3989
OG0007804	Cg008G283310	jg3990
OG0007805	Cg008G283520	jg4009
OG0007806	Cg008G284610	jg4129
OG0007807	Cg008G283800	jg4041
OG0007808	Cg008G284570, Cg004G144700	jg4125
OG0007809	Cg008G284730	jg4142
OG0007810	Cg008G284880	jg4159
OG0007811	Cg008G284940	jg4165
OG0007812	Cg008G285010	jg4173
OG0007813	Cg008G285090	jg4180
OG0007814	Cg008G299880	jg5799
OG0007815	Cg008G300200	jg5831
OG0007816	Cg008G300210	jg5832
OG0007817	Cg008G301030	jg5926
OG0007818	Cg008G301180	jg5939
OG0007819	Cg008G301420	jg5965
OG0007820	Cg008G301470	jg5970
OG0007821	Cg008G301530	jg5976
OG0007822	Cg008G301560	jg5979
OG0007823	Cg008G301750	jg5999
OG0007824	Cg008G302240	jg6055
OG0007825	Cg008G302520	jg6101
OG0007826	Cg003G108470	jg23020
OG0007827	Cg003G108400	jg23011
OG0007828	Cg003G108220	jg22992
OG0007829	Cg003G107960	jg22964
OG0007830	Cg003G107670	jg22938
OG0007831	Cg003G107370	jg22907
OG0007833	Cg003G106610	jg22825
OG0007834	Cg003G106470	jg22803
OG0007835	Cg003G110950	jg23282
OG0007836	Cg003G111010	jg23288
OG0007837	Cg003G111020	jg23289
OG0007838	Cg003G111270	jg23319
OG0007839	Cg003G104450	jg22582
OG0007840	Cg003G111810	jg23389
OG0007841	Cg003G111870	jg23394
OG0007842	Cg003G112460	jg23458
OG0007843	Cg003G112600	jg23472
OG0007844	Cg003G112760	jg23488
OG0007846	Cg003G112940	jg23532
OG0007847	Cg003G113240	jg23536
OG0007848	Cg003G113300	jg23541
OG0007849	Cg003G113680	jg23583
OG0007850	Cg003G113700	jg23584
OG0007851	Cg003G113830	jg23598
OG0007852	Cg003G114080	jg23620
OG0007853	Cg003G114340	jg23643
OG0007854	Cg003G114420	jg23650
OG0007855	Cg003G114510	jg23659
OG0007856	Cg003G114920	jg23704
OG0007857	Cg008G297360, Cg003G115380	jg23747
OG0007858	Cg002G055670	jg14999
OG0007859	Cg003G115530	jg23764
OG0007860	Cg014G332950, Cg003G076620	jg8170
OG0007861	Cg014G333050, Cg003G076520	jg8183
OG0007862	Cg003G076790, Cg014G332810	jg8104
OG0007863	Cg003G077050, Cg014G332580	jg8128
OG0007864	Cg014G332510, Cg003G077120	jg8135
OG0007865	Cg014G331670, Cg003G078010	jg8094
OG0007866	Cg003G077810, Cg014G331840	jg8071
OG0007867	Cg003G077360, Cg014G332260	jg8016
OG0007868	Cg003G078230, Cg014G331420	jg7991
OG0007869	Cg014G331390, Cg003G078260	jg7988
OG0007870	Cg014G331350, Cg003G078300	jg7984
OG0007871	Cg014G330740, Cg003G078790	jg7848
OG0007872	Cg003G078870, Cg014G330660	jg7858
OG0007873	Cg003G094830, Cg003G079110	jg7902
OG0007874	Cg003G079340, Cg003G094660	jg7917
OG0007875	Cg008G320380	jg20774
OG0007876	Cg008G319820	jg20808
OG0007877	Cg008G318870	jg20904
OG0007879	Cg005G173240	jg18438
OG0007880	Cg005G174370	jg18301
OG0007881	Cg005G174390	jg18298
OG0007882	Cg005G174420	jg18296
OG0007883	Cg005G173690	jg18380, jg12222
OG0007884	Cg005G174330	jg18305
OG0007885	Cg005G174890	jg18245
OG0007886	Cg005G175420	jg18183, jg18179
OG0007887	Cg005G175560	jg18165
OG0007888	Cg005G175710	jg18151
OG0007889	Cg005G175750	jg18149
OG0007890	Cg006G239670	jg29004
OG0007891	Cg005G175890	jg18136
OG0007892	Cg005G176180	jg18093
OG0007893	Cg005G176450	jg18078
OG0007894	Cg005G176480	jg18075
OG0007895	Cg005G176630	jg18063
OG0007896	Cg006G239060	jg29064
OG0007897	Cg005G176830	jg18041
OG0007898	Cg005G178300	jg17858
OG0007899	Cg005G178320	jg17855
OG0007900	Cg005G178810	jg17811
OG0007901	Cg005G178870	jg17804
OG0007902	Cg005G179010	jg17792
OG0007903	Cg005G179590	jg17726
OG0007904	Cg005G182250	jg17569
OG0007905	Cg005G182960	jg17465
OG0007907	Cg005G185360	jg17349
OG0007908	Cg005G185940	jg17310
OG0007909	Cg001G013320	jg9711
OG0007910	Cg001G013580	jg9739
OG0007911	Cg008G294980	jg5298
OG0007912	Cg004G116510	jg23941
OG0007914	Cg001G035670	jg12155, jg12154
OG0007915	Cg001G014220	jg9806
OG0007916	Cg004G116940	jg23983
OG0007917	Cg004G116990	jg23989
OG0007918	Cg008G295550	jg5354
OG0007919	Cg004G117270	jg24020
OG0007921	Cg004G117790	jg24085
OG0007922	Cg004G117940	jg24102
OG0007923	Cg004G118060	jg24112
OG0007924	Cg004G118270	jg24139
OG0007925	Cg004G118600	jg24186
OG0007926	Cg004G119480	jg24225
OG0007927	Cg004G119790	jg24272
OG0007928	Cg004G120330	jg24353
OG0007929	Cg004G120380	jg24359
OG0007930	Cg004G120600	jg24379
OG0007931	Cg004G120840	jg24404
OG0007932	Cg004G120670	jg24389, jg24390
OG0007933	Cg004G120920	jg24415
OG0007934	Cg004G120970	jg24419
OG0007935	Cg004G121110	jg24433
OG0007936	Cg004G121290	jg24460
OG0007937	Cg004G121240	jg24451
OG0007938	Cg004G121520	jg24487
OG0007939	Cg004G121800	jg24521
OG0007940	Cg004G121920	jg24534
OG0007941	Cg004G122040	jg24544
OG0007942	Cg004G122460	jg24592
OG0007943	Cg004G122520, Cg004G122560	jg24598
OG0007944	Cg004G122590, Cg004G122550	jg24600
OG0007945	Cg004G122610	jg24603
OG0007946	Cg004G122630	jg24606
OG0007947	Cg004G122640	jg24607
OG0007948	Cg008G311110, Cg008G309310	jg21461
OG0007949	Cg004G123190	jg24664
OG0007950	Cg004G123390	jg24685
OG0007951	Cg004G123630	jg24709
OG0007952	Cg004G123770	jg24724
OG0007953	Cg004G123870	jg24733
OG0007954	Cg004G123880	jg24734
OG0007955	Cg004G124040	jg24752
OG0007956	Cg004G124150	jg24765
OG0007957	Cg004G124460	jg24797
OG0007958	Cg005G165970	jg19263
OG0007959	Cg005G166000	jg19259, jg19260
OG0007960	Cg005G166020	jg19257
OG0007961	Cg005G166210	jg19230
OG0007962	Cg005G166340	jg19218
OG0007963	Cg005G166760	jg19170
OG0007964	Cg005G167450	jg19066
OG0007965	Cg005G170510	jg18737
OG0007966	Cg005G170470	jg18741
OG0007967	Cg005G170360	jg18753
OG0007968	Cg005G170080	jg18781
OG0007969	Cg005G170050	jg18784
OG0007970	Cg005G169860	jg18806
OG0007971	Cg005G169610	jg18835
OG0007973	Cg005G169430	jg18854
OG0007974	Cg005G169300	jg18868
OG0007975	Cg005G168870	jg18919
OG0007976	Cg005G168790	jg18929
OG0007977	Cg005G168730	jg18937
OG0007978	Cg005G168560	jg18952
OG0007979	Cg005G168280	jg18979
OG0007980	Cg005G168110	jg18994
OG0007981	Cg005G167990	jg19014
OG0007982	Cg005G170760	jg18712
OG0007983	Cg006G230440	jg30026
OG0007984	Cg006G229700	jg30113
OG0007985	Cg006G229240	jg30156, jg30167, jg30179
OG0007986	Cg006G228170	jg30307
OG0007987	Cg006G227750	jg30353
OG0007988	Cg006G227830	jg30343
OG0007989	Cg006G227680	jg30359
OG0007990	Cg006G227670	jg30361
OG0007991	Cg006G227570	jg6068, jg30370
OG0007992	Cg006G227420	jg30385
OG0007993	Cg006G227380	jg30389
OG0007994	Cg006G227140	jg30412
OG0007995	Cg006G226710	jg30454
OG0007996	Cg006G226690	jg30456
OG0007997	Cg006G226560	jg30472
OG0007998	Cg006G226530	jg30476
OG0007999	Cg006G226110	jg30512
OG0008000	Cg006G226100	jg30513
OG0008001	Cg006G226020	jg30522
OG0008002	Cg006G225770	jg30546
OG0008003	Cg006G225670	jg30556
OG0008004	Cg006G225150	jg30629
OG0008005	Cg007G277110	jg3306
OG0008006	Cg006G224990	jg30644
OG0008007	Cg006G224690	jg30680
OG0008008	Cg006G224570	jg30692
OG0008009	Cg006G224530	jg30695
OG0008010	Cg007G277780	jg3378
OG0008011	Cg006G224520	jg30697
OG0008012	Cg006G224420	jg30706
OG0008013	Cg006G224350	jg30716
OG0008015	Cg006G223620	jg30795
OG0008016	Cg006G223440	jg30811, jg30812
OG0008017	Cg006G223300	jg30822
OG0008018	Cg006G222850	jg30865
OG0008019	Cg006G222410	jg30917
OG0008020	Cg006G222060	jg30948
OG0008021	Cg006G221640	jg31012
OG0008022	Cg006G220360	jg31152
OG0008023	Cg006G220350	jg31154
OG0008024	Cg006G220270	jg31162
OG0008025	Cg007G268270	jg2353
OG0008026	Cg006G219590	jg31227
OG0008027	Cg006G219320	jg31257
OG0008028	Cg006G219330	jg31256
OG0008029	Cg006G219170	jg31271
OG0008030	Cg001G016690	jg10061
OG0008031	Cg001G016640	jg10056
OG0008032	Cg001G016580	jg10050
OG0008033	Cg001G016380	jg10028
OG0008034	Cg001G016270	jg10021
OG0008035	Cg001G015760	jg9968
OG0008036	Cg001G015690	jg9957
OG0008037	Cg001G015550	jg9944
OG0008038	Cg001G015480	jg9935
OG0008039	Cg001G015460	jg9933
OG0008040	Cg001G012830	jg9661
OG0008041	Cg001G012730	jg9647
OG0008042	Cg005G189170	jg17015
OG0008043	Cg005G189760	jg16963
OG0008044	Cg005G190220	jg21415, jg16908
OG0008045	Cg005G191350	jg16796
OG0008046	Cg007G274720	jg3080
OG0008047	Cg005G191990	jg16705
OG0008048	Cg005G192000	jg16704
OG0008049	Cg005G192040	jg16698
OG0008050	Cg005G192160	jg16687
OG0008051	Cg005G192240	jg16681
OG0008052	Cg005G192910	jg16626
OG0008053	Cg005G193010	jg16603
OG0008054	Cg005G193060	jg16593
OG0008055	Cg005G193400	jg16564
OG0008056	Cg005G193620	jg16543
OG0008057	Cg005G193650	jg16539
OG0008058	Cg005G193780	jg16518
OG0008059	Cg006G230750	jg29997
OG0008060	Cg006G230830	jg29989
OG0008061	Cg006G230850	jg29986
OG0008062	Cg006G230960	jg29975
OG0008063	Cg006G231060	jg29964
OG0008064	Cg006G231300	jg29941
OG0008065	Cg006G231490	jg29918
OG0008066	Cg006G231920	jg29878
OG0008067	Cg006G231970	jg29871
OG0008068	Cg006G232240	jg29837
OG0008070	Cg006G232880	jg29762
OG0008071	Cg006G232890	jg29761
OG0008072	Cg006G233320	jg29713
OG0008073	Cg006G233410	jg29694
OG0008074	Cg006G233490	jg29686
OG0008075	Cg006G233820	jg29645
OG0008076	Cg006G234030	jg29625
OG0008077	Cg006G234050	jg29623
OG0008078	Cg006G234320	jg29599
OG0008079	Cg003G090750	jg29586
OG0008080	Cg006G234490	jg29569
OG0008081	Cg006G235380	jg29459
OG0008082	Cg006G235630	jg29428
OG0008083	Cg006G235800	jg29398
OG0008084	Cg006G235860	jg29390
OG0008085	Cg006G236230	jg29350
OG0008086	Cg002G052110	jg15380
OG0008087	Cg006G237230	jg29240
OG0008088	Cg006G237490	jg29217
OG0008089	Cg006G237470	jg29219
OG0008090	Cg006G238550	jg29109
OG0008091	Cg006G238930	jg29075
OG0008092	Cg006G239160	jg29057
OG0008093	Cg006G239630	jg29008
OG0008094	Cg006G239450	jg29026
OG0008095	Cg006G239590	jg29014
OG0008096	Cg006G239640	jg29007
OG0008098	Cg006G239720	jg28999
OG0008099	Cg003G091380, Cg006G239880	jg28986
OG0008100	Cg006G240100	jg28959
OG0008101	Cg006G240370	jg28934
OG0008102	Cg006G240660	jg28903
OG0008103	Cg006G241340	jg28833
OG0008104	Cg008G293860	jg5183
OG0008105	Cg006G241860	jg28775
OG0008106	Cg006G241990	jg28764
OG0008107	Cg006G242020	jg28761
OG0008108	Cg006G242260	jg28738
OG0008109	Cg006G242870	jg28670
OG0008110	Cg006G242850	jg28672
OG0008111	Cg006G242840	jg28673
OG0008112	Cg006G242810	jg28676
OG0008113	Cg006G242640	jg28698
OG0008114	Cg006G243130	jg28642
OG0008115	Cg006G243190	jg28634
OG0008116	Cg006G243240	jg28627
OG0008117	Cg006G243520	jg28598
OG0008118	Cg006G243960	jg28548
OG0008119	Cg006G243920	jg15142, jg28552
OG0008120	Cg006G243910	jg28553
OG0008121	Cg006G244020	jg28541
OG0008122	Cg006G244320	jg28513
OG0008123	Cg006G244900	jg28455
OG0008124	Cg003G075890	jg8246
OG0008125	Cg006G245400	jg28402
OG0008126	Cg008G294640	jg5263
OG0008127	Cg008G294390	jg5240
OG0008128	Cg008G294930	jg5294
OG0008129	Cg008G294940	jg5295
OG0008130	Cg008G295020	jg5303
OG0008131	Cg008G295880	jg5383
OG0008132	Cg008G295840	jg5380
OG0008133	Cg008G295820	jg5379
OG0008134	Cg008G296410	jg5437
OG0008135	Cg008G296720	jg5471
OG0008136	Cg008G296750	jg5474
OG0008137	Cg008G296800	jg5481
OG0008138	Cg008G296880	jg5489
OG0008139	Cg008G297180	jg5522
OG0008140	Cg008G297730	jg5578
OG0008141	Cg008G298000	jg5605
OG0008142	Cg008G298150	jg5622
OG0008143	Cg008G298160	jg5624
OG0008144	Cg008G298210	jg32478
OG0008145	Cg008G298580	jg5666
OG0008146	Cg008G298760	jg5688
OG0008147	Cg008G298790	jg5690
OG0008148	Cg008G298900	jg5701
OG0008149	Cg008G299070	jg5718
OG0008150	Cg008G299190	jg5736
OG0008151	Cg008G299440	jg5755
OG0008152	Cg008G299450	jg5756
OG0008153	Cg008G299490	jg5759
OG0008154	Cg008G299600	jg5768
OG0008155	Cg008G299780	jg5793
OG0008156	Cg008G305950	jg6534
OG0008157	Cg008G306010	jg6539
OG0008158	Cg008G306020	jg6540
OG0008159	Cg008G306090	jg6547
OG0008160	Cg008G306400	jg6583
OG0008161	Cg008G306660	jg6612
OG0008162	Cg008G306720	jg6621
OG0008163	Cg008G306890	jg6643
OG0008164	Cg008G307070	jg6664
OG0008165	Cg008G307940	jg6909
OG0008166	Cg008G310660, Cg008G309020	jg21529
OG0008167	Cg008G310470, Cg008G308810	jg21547
OG0008168	Cg008G311200, Cg008G309350	jg21458
OG0008169	Cg008G309800, Cg008G311620	jg21426
OG0008170	Cg008G293890	jg5186
OG0008171	Cg008G311820, Cg008G310040	jg21397
OG0008172	Cg008G293780	jg5176
OG0008173	Cg008G293700	jg5169
OG0008174	Cg008G293650	jg5164
OG0008175	Cg008G287850	jg4529
OG0008176	Cg008G287560	jg4494, jg17752
OG0008177	Cg008G287350	jg4432
OG0008178	Cg008G287310	jg4426
OG0008179	Cg008G287140	jg4398
OG0008180	Cg008G286030	jg4273
OG0008181	Cg008G285430	jg4206
OG0008182	Cg008G285360	jg4204
OG0008183	Cg008G299790	jg5794
OG0008184	Cg008G305070	jg6414
OG0008185	Cg008G304660	jg6378
OG0008186	Cg008G304340	jg6338
OG0008187	Cg008G304300	jg6331
OG0008188	Cg008G304270	jg6327
OG0008189	Cg008G304040	jg6293
OG0008190	Cg008G303870	jg6269
OG0008191	Cg008G303430	jg6225
OG0008192	Cg008G303380	jg6219
OG0008193	Cg008G303190	jg6195
OG0008194	Cg007G267990	jg2368
OG0008195	Cg008G302910	jg6164
OG0008196	Cg008G302830	jg6148
OG0008197	Cg008G302810	jg6146
OG0008198	Cg003G108650	jg23037
OG0008199	Cg003G109100	jg23082
OG0008200	Cg003G109380	jg23114
OG0008201	Cg003G109590	jg23132
OG0008202	Cg003G110070	jg23179
OG0008203	Cg003G110090	jg23181
OG0008204	Cg003G110190	jg23192
OG0008205	Cg003G110300	jg23204
OG0008206	Cg003G110340	jg23208
OG0008207	Cg003G110520	jg23228
OG0008208	Cg003G110770	jg23255
OG0008209	Cg003G110910	jg23278
OG0008210	Cg003G106090	jg22763
OG0008211	Cg003G106080	jg22762
OG0008212	Cg003G106030	jg12118
OG0008213	Cg002G055660	jg15000
OG0008214	Cg002G055690	jg14996
OG0008215	Cg002G055720	jg14992
OG0008216	Cg002G055990	jg14959
OG0008217	Cg002G056290	jg14926
OG0008218	Cg002G056840	jg14870
OG0008219	Cg002G057350	jg14806
OG0008220	Cg002G057360	jg14805
OG0008221	Cg002G057670	jg14765
OG0008222	Cg002G058550	jg14656
OG0008223	Cg002G060330	jg14461
OG0008224	Cg002G063120	jg14187
OG0008225	Cg009G326010	jg32320, jg17211, jg21411
OG0008226	Cg007G267680	jg2315
OG0008227	Cg007G267660	jg2312
OG0008228	Cg007G267640	jg2310
OG0008229	Cg007G267600	jg2308
OG0008230	Cg007G267520	jg2296
OG0008231	Cg007G267480	jg2293
OG0008232	Cg005G171760	jg18603
OG0008233	Cg007G267330	jg2268
OG0008234	Cg007G267820	jg2335, jg2330
OG0008235	Cg007G267250	jg2259
OG0008236	Cg007G269200	jg2474
OG0008237	Cg007G269210	jg2475
OG0008238	Cg007G269290	jg2482
OG0008239	Cg007G270250	jg2582
OG0008240	Cg006G221470	jg31026
OG0008241	Cg004G138770	jg26375
OG0008242	Cg007G270620	jg2627
OG0008243	Cg007G270640	jg2629
OG0008244	Cg007G270700	jg2635
OG0008245	Cg007G270790	jg2646
OG0008246	Cg007G270840	jg2651
OG0008247	Cg007G271470	jg2721
OG0008248	Cg007G271800	jg2751, jg2753
OG0008249	Cg007G272190	jg2805
OG0008250	Cg007G272630	jg2853
OG0008251	Cg007G278770	jg3488
OG0008252	Cg007G278750	jg3486
OG0008253	Cg007G278730	jg3484
OG0008254	Cg007G278490	jg3455
OG0008255	Cg007G278440	jg3451
OG0008256	Cg007G278110	jg3415
OG0008257	Cg007G277860	jg3386
OG0008258	Cg007G277730	jg3376
OG0008259	Cg007G277530	jg3353
OG0008260	Cg007G277150	jg3312
OG0008261	Cg007G276650	jg3260
OG0008262	Cg007G276580	jg3253
OG0008263	Cg007G276370	jg3238
OG0008264	Cg007G276360	jg3237
OG0008265	Cg007G276220	jg3225
OG0008266	Cg007G276170	jg3221
OG0008267	Cg007G276070	jg3208
OG0008268	Cg007G275680	jg3172
OG0008269	Cg007G275410	jg3146
OG0008270	Cg007G275210	jg3125
OG0008271	Cg007G274810	jg3089
OG0008272	Cg007G274600	jg3062
OG0008273	Cg007G274400	jg3038
OG0008274	Cg007G274280	jg3026
OG0008275	Cg007G274230	jg3021
OG0008276	Cg007G274090	jg3010
OG0008277	Cg007G273860	jg2983
OG0008278	Cg007G273800	jg2977
OG0008279	Cg007G273560	jg2952
OG0008280	Cg007G273460	jg2942
OG0008281	Cg007G272990	jg2885
OG0008282	Cg007G272700	jg2861
OG0008283	Cg007G279740	jg3592
OG0008284	Cg007G280130	jg3636
OG0008285	Cg007G280290	jg3655
OG0008286	Cg007G280380	jg3664
OG0008287	Cg007G280590	jg3686
OG0008288	Cg007G280840	jg3699
OG0008289	Cg007G280700	jg3714
OG0008290	Cg007G281190	jg3734
OG0008293	Cg007G281690	jg3783
OG0008294	Cg004G128420	jg25225
OG0008295	Cg004G128820	jg25271
OG0008296	Cg004G128860	jg25276
OG0008297	Cg004G129120	jg25304
OG0008298	Cg004G129280	jg25325
OG0008299	Cg004G129830	jg25392
OG0008300	Cg008G305460	jg27426, jg6455
OG0008301	Cg004G129860	jg25395
OG0008302	Cg004G129890	jg25398
OG0008303	Cg004G129920	jg25401
OG0008304	Cg004G130220	jg25419
OG0008305	Cg004G130250	jg25423
OG0008306	Cg004G130300	jg25427
OG0008307	Cg004G130360	jg25435
OG0008308	Cg004G131030	jg25506
OG0008309	Cg004G131230	jg25530
OG0008310	Cg004G131560	jg25550
OG0008311	Cg004G131590	jg25553
OG0008312	Cg006G196960	jg33470
OG0008313	Cg004G132260	jg25632
OG0008314	Cg004G132630	jg25672
OG0008315	Cg004G132680	jg25681
OG0008316	Cg004G133190	jg25743
OG0008317	Cg004G133720, Cg004G133700	jg25815
OG0008318	Cg004G133890	jg25841
OG0008319	Cg004G134330	jg25890
OG0008320	Cg004G134520	jg25915
OG0008321	Cg004G134940	jg25952
OG0008322	Cg004G135320	jg25997
OG0008323	Cg004G135340	jg26000
OG0008324	Cg004G135420	jg26008
OG0008325	Cg004G135760	jg26046
OG0008326	Cg004G136160	jg26087
OG0008327	Cg004G136190	jg26090
OG0008328	Cg004G136980	jg26165
OG0008329	Cg002G051950	jg15398
OG0008330	Cg004G137480	jg26217
OG0008331	Cg001G026580	jg11207
OG0008332	Cg004G139640	jg26469
OG0008333	Cg004G140390	jg26551
OG0008334	Cg004G140770	jg26581
OG0008335	Cg004G141710	jg26684
OG0008336	Cg004G142030	jg26724
OG0008337	Cg004G142960	jg26854
