Orthogroup	Arabidopsis_thaliana	Alyssum_gmelinii
OG0009264	AT5G06820.1	Ag006G505580
OG0009265	AT5G06839.3	Ag006G505600
OG0009267	AT5G13820.1	Ag007G612540
OG0009268	AT5G06710.1	Ag006G505170
OG0009269	AT5G06680.1, AT1G37010.1	Ag006G505100
OG0009270	AT5G13340.1	Ag007G611540
OG0009272	AT5G06250.4	Ag006G503680
OG0009273	AT5G06070.1	Ag006G502800
OG0009274	AT5G05990.1	Ag006G501940
OG0009275	AT5G05830.1	Ag006G501620
OG0009276	AT5G05360.1	Ag006G500440
OG0009277	AT5G05240.1	Ag006G500050
OG0009278	AT5G05210.1	Ag006G500010
OG0009279	AT5G05000.1	Ag006G499430
OG0009280	AT5G04820.1	Ag006G499090
OG0009281	AT5G25490.1	Ag008G720510
OG0009282	AT5G25790.2	Ag004G380780, Ag008G720300
OG0009283	AT5G25530.1	Ag008G720470
OG0009284	AT5G25340.1	Ag008G721000
OG0009285	AT5G25265.1	Ag008G721110
OG0009286	AT5G25150.1	Ag008G721280
OG0009287	AT5G24970.2	Ag008G721580
OG0009288	AT5G24930.1	Ag008G721600
OG0009289	AT5G24710.1	Ag008G721960
OG0009290	AT5G24620.3	Ag008G722020
OG0009291	AT3G54770.1	Ag001G076100
OG0009292	AT5G24580.1	Ag008G722090
OG0009293	AT5G24400.1	Ag008G722450
OG0009294	AT5G23940.1	Ag008G723310
OG0009295	AT5G23490.2	Ag008G723870
OG0009296	AT5G23400.1	Ag008G723990
OG0009297	AT5G23340.1	Ag008G724150
OG0009298	AT5G23310.1	Ag008G724180
OG0009299	AT5G23150.1	Ag008G724380
OG0009300	AT5G61150.1	Ag008G725310
OG0009301	AT5G61770.2	Ag008G726470
OG0009302	AT5G61900.1, AT5G61910.4	Ag008G726760
OG0009303	AT5G62865.1	Ag008G728560
OG0009304	AT3G48160.2	Ag001G054940
OG0009305	AT5G63010.1	Ag008G728740
OG0009306	AT5G58770.1	Ag008G706660
OG0009307	AT5G58410.1	Ag008G705860
OG0009308	AT3G51290.2	Ag001G067430
OG0009309	AT3G51240.1	Ag001G067480
OG0009310	AT3G51220.1	Ag001G067530
OG0009311	AT3G51030.1	Ag001G059450, Ag001G059630
OG0009313	AT3G50660.1	Ag001G061920
OG0009314	AT3G50530.2	Ag001G061430
OG0009315	AT3G49930.1	Ag001G059060
OG0009316	AT3G49900.2	Ag001G058940
OG0009317	AT3G49880.1	Ag001G058910
OG0009318	AT3G49600.1	Ag008G693210, Ag005G428450
OG0009319	AT3G49260.3	Ag008G692270
OG0009320	AT3G49100.1	Ag008G691780
OG0009321	AT3G48760.1	Ag008G690800
OG0009322	AT3G48550.1	Ag001G057040
OG0009323	AT3G48460.1	Ag001G056220
OG0009324	AT3G48410.2	Ag001G056100
OG0009325	AT3G48000.1	Ag001G055380
OG0009326	AT3G47870.1	Ag001G054660
OG0009327	AT3G47380.1	Ag004G379400, Ag002G141680, Ag001G053390
OG0009328	AT3G44370.1	Ag010G739480, Ag001G049360
OG0009329	AT3G42960.1	Ag001G059390, Ag001G059550
OG0009330	AT4G33090.1	Ag003G277150
OG0009331	AT3G32930.1	Ag005G418140
OG0009332	AT1G67310.1	Ag004G356300
OG0009333	AT1G67325.2	Ag004G356270
OG0009334	AT1G68585.1	Ag004G351810
OG0009335	AT1G68810.1	Ag004G350830
OG0009336	AT1G68730.1	Ag004G351360
OG0009337	AT1G69040.2	Ag004G350400
OG0009338	AT1G69260.1	Ag004G349820
OG0009339	AT1G69325.1	Ag004G349360
OG0009340	AT1G69490.1	Ag004G348910
OG0009341	AT2G26670.1	Ag007G598140
OG0009342	AT1G69800.2	Ag004G347710
OG0009343	AT1G69810.1	Ag004G347700
OG0009344	AT1G70000.1	Ag004G346540
OG0009345	AT1G70410.2	Ag004G345270
OG0009346	AT1G70690.1	Ag004G344440
OG0009347	AT1G71160.1	Ag004G343320
OG0009348	AT5G24670.2	Ag004G343100
OG0009349	AT1G71691.2	Ag004G342600
OG0009350	AT1G71870.1	Ag004G342040
OG0009351	AT1G71930.1	Ag004G341710
OG0009352	AT1G72160.1	Ag003G240460
OG0009353	AT1G72220.1	Ag003G240160
OG0009354	AT1G72230.1	Ag003G240100
OG0009356	AT1G78230.1	Ag003G214690
OG0009357	AT1G77280.1	Ag003G218610
OG0009358	AT1G77220.1	Ag003G218690
OG0009359	AT1G76990.1	Ag003G218990
OG0009360	AT3G21260.3	Ag005G442130, Ag005G443400
OG0009361	AT1G76950.1	Ag003G219280
OG0009362	AT1G76890.2	Ag003G219420
OG0009363	AT1G75690.1	Ag003G224630
OG0009364	AT1G75210.1	Ag003G227210
OG0009365	AT1G74950.1	Ag003G228590
OG0009366	AT1G74930.1	Ag003G228640
OG0009367	AT1G74520.1	Ag003G230820
OG0009368	AT1G74480.1	Ag003G230850
OG0009369	AT1G74460.1	Ag003G230990
OG0009370	AT1G73830.1	Ag003G234200
OG0009371	AT1G73590.1	Ag003G235260
OG0009372	AT1G18300.1	Ag004G329690
OG0009373	AT1G73530.1	Ag003G235910
OG0009374	AT1G73480.1	Ag003G236280
OG0009377	AT1G73010.1	Ag003G238000
OG0009378	AT1G72650.2	Ag003G239020
OG0009379	AT1G72610.1	Ag003G239140
OG0009380	AT1G72530.2	Ag003G239230
OG0009382	AT1G72300.1	Ag003G240030
OG0009383	AT1G78340.1	Ag003G233010
OG0009384	AT1G78390.1	Ag003G214280
OG0009385	AT1G78420.1	Ag003G214220
OG0009386	AT1G78590.2	Ag003G213500
OG0009387	AT1G78620.2	Ag003G213470
OG0009388	AT1G78650.1	Ag003G213370
OG0009389	AT1G78790.1	Ag003G212750
OG0009390	AT1G78940.2	Ag003G212410
OG0009391	AT1G79110.1	Ag003G212080
OG0009392	AT1G79720.1	Ag003G210630
OG0009393	AT1G80940.1	Ag003G210590
OG0009394	AT1G80850.1	Ag003G210340
OG0009395	AT1G80540.1	Ag003G209080
OG0009396	AT1G80240.1	Ag003G208280
OG0009397	AT1G80150.1	Ag003G208160
OG0009398	AT1G79985.1	Ag003G207380
OG0009399	AT1G79960.1	Ag003G207410
OG0009400	AT1G79850.1	Ag003G207680
OG0009401	AT3G12800.1, AT2G07640.1	Ag005G470580
OG0009402	AT3G12980.1	Ag005G470230
OG0009403	AT3G13060.2	Ag005G470000
OG0009404	AT3G13065.1	Ag005G469980
OG0009405	AT3G13227.1	Ag005G469740
OG0009406	AT3G13360.2	Ag005G469520
OG0009407	AT3G13540.1	Ag005G469010
OG0009408	AT3G13750.1	Ag005G468360
OG0009409	AT3G14240.1	Ag005G466240
OG0009410	AT3G14270.1	Ag005G466110
OG0009411	AT3G14350.1	Ag005G465890
OG0009412	AT3G14400.1	Ag005G465790
OG0009413	AT3G14560.1	Ag005G465460
OG0009414	AT3G14720.1	Ag005G465200
OG0009415	AT3G14740.2	Ag005G465170
OG0009416	AT3G15070.1	Ag005G464510
OG0009417	AT3G15095.1	Ag005G464480
OG0009418	AT3G15115.1	Ag005G464440
OG0009419	AT3G15680.1	Ag005G462910
OG0009420	AT3G15780.1	Ag005G462670
OG0009421	AT3G15800.1	Ag005G462650
OG0009422	AT3G15840.1	Ag005G462620
OG0009423	AT3G15860.1	Ag005G462600
OG0009424	AT3G16130.1	Ag005G461820
OG0009425	AT3G16170.1	Ag005G461760
OG0009426	AT3G16210.1	Ag005G461670
OG0009427	AT3G16800.1	Ag005G459950
OG0009428	AT3G16850.1	Ag005G459820
OG0009429	AT3G16857.2	Ag005G459810
OG0009430	AT3G17210.1	Ag005G454400, Ag005G458870
OG0009431	AT3G17300.1	Ag005G458440
OG0009432	AT3G17310.1	Ag005G458430
OG0009433	AT4G00740.1	Ag006G516870
OG0009434	AT3G17640.1	Ag005G457380
OG0009435	AT3G18050.1	Ag005G456240
OG0009436	AT3G18240.1, AT4G21460.2	Ag021G743400, Ag003G225400, Ag007G630580
OG0009437	AT3G18380.2	Ag005G454840
OG0009438	AT3G18580.1	Ag005G453550
OG0009439	AT3G18620.1	Ag005G453510
OG0009440	AT3G18940.1	Ag005G452600
OG0009441	AT3G19430.2	Ag002G114340, Ag005G450050
OG0009442	AT3G19508.1	Ag005G449470
OG0009443	AT3G19510.1	Ag005G449460
OG0009444	AT3G19910.1	Ag005G448150
OG0009445	AT3G19970.1	Ag005G447420
OG0009446	AT3G20320.1	Ag005G446300
OG0009447	AT3G20450.1	Ag005G445980
OG0009448	AT3G20470.1	Ag005G445940
OG0009449	AT3G20550.1	Ag005G445820
OG0009450	AT3G20880.1	Ag005G444310, Ag005G443020
OG0009451	AT3G21150.1	Ag005G443750, Ag005G442600
OG0009452	AT3G21670.1	Ag005G441170
OG0009454	AT3G22430.1	Ag005G438340
OG0009455	AT3G22910.1	Ag005G436910
OG0009456	AT3G23410.1	Ag005G435010
OG0009457	AT3G23430.1	Ag013G741620, Ag005G435000
OG0009458	AT3G25180.1	Ag005G427290
OG0009459	AT5G51430.1	Ag008G679880
OG0009460	AT2G07360.2	Ag005G421360
OG0009461	AT2G07050.1	Ag005G420950
OG0009462	AT2G11910.1	Ag005G420870
OG0009463	AT2G13350.1	Ag005G420820
OG0009464	AT2G13360.1	Ag005G421650
OG0009465	AT2G13570.1	Ag005G421720
OG0009466	AT5G11910.4	Ag007G608410
OG0009467	AT2G15690.1	Ag004G302390
OG0009468	AT2G15695.1	Ag005G419130
OG0009469	AT2G15760.1	Ag005G419030
OG0009470	AT2G15780.1	Ag005G418950
OG0009471	AT2G17220.1	Ag005G416500
OG0009472	AT2G17440.1	Ag005G415920
OG0009473	AT2G17500.1	Ag005G415700
OG0009474	AT2G17890.1	Ag005G414920
OG0009475	AT2G18500.1	Ag005G410530
OG0009476	AT2G19090.1	Ag005G408310
OG0009477	AT2G19540.1	Ag005G405990
OG0009478	AT2G20310.1	Ag005G403090
OG0009479	AT2G20320.1	Ag005G403140
OG0009480	AT2G20362.1	Ag005G403380
OG0009481	AT2G20470.1	Ag005G403570
OG0009482	AT2G20820.2	Ag005G404350
OG0009484	AT1G55280.2	Ag001G002420
OG0009485	AT1G55160.3	Ag001G002880
OG0009486	AT1G54070.1	Ag001G003830
OG0009487	AT1G53760.1	Ag001G004840
OG0009488	AT1G53730.2	Ag001G004870
OG0009489	AT1G53510.1	Ag001G006130
OG0009491	AT1G53000.2	Ag001G007130
OG0009492	AT1G52900.1	Ag001G007340, Ag001G007370
OG0009493	AT1G52410.2	Ag001G008540
OG0009494	AT1G50910.1	Ag001G012420
OG0009495	AT1G51160.1	Ag001G011780
OG0009496	AT1G50380.2	Ag001G015220, Ag001G015210
OG0009497	AT1G50120.2	Ag001G016240
OG0009498	AT1G50030.1	Ag001G016610
OG0009499	AT5G13720.1	Ag007G612280
OG0009500	AT1G49740.1	Ag001G018100
OG0009501	AT1G49590.1	Ag001G019150, Ag001G018890
OG0009502	AT1G49560.1	Ag011G740820, Ag001G019630
OG0009503	AT3G62670.1	Ag001G097840
OG0009504	AT1G49010.1	Ag001G022780
OG0009505	AT1G48990.1	Ag001G022940
OG0009506	AT1G48960.1	Ag001G023290
OG0009507	AT2G34650.1	Ag002G161010
OG0009509	AT2G34400.1	Ag002G160580
OG0009510	AT3G51895.2	Ag001G065490
OG0009511	AT3G52100.1	Ag001G064610
OG0009512	AT3G52150.1	Ag001G064530, Ag003G246370
OG0009513	AT3G52870.1	Ag001G070580
OG0009514	AT3G53190.1	Ag001G071810
OG0009515	AT3G53150.1	Ag001G071710
OG0009516	AT3G53490.1	Ag001G072690
OG0009517	AT3G53850.1	Ag001G073380
OG0009518	AT3G54050.1	Ag001G074090
OG0009519	AT3G54130.1	Ag001G074440
OG0009520	AT3G54150.1	Ag001G074490
OG0009522	AT3G54170.1	Ag001G074690
OG0009523	AT5G42250.1	Ag002G109360, Ag002G113350
OG0009524	AT3G54680.1	Ag001G075880
OG0009525	AT3G54670.1	Ag001G075870
OG0009526	AT2G38880.11	Ag002G178740
OG0009527	AT3G54790.1	Ag001G076140
OG0009528	AT3G54920.1	Ag001G076470
OG0009529	AT3G55370.3	Ag001G078320
OG0009530	AT3G55970.1	Ag001G080260
OG0009531	AT3G55990.1	Ag001G080380
OG0009532	AT3G56200.1	Ag001G080900
OG0009533	AT3G56290.1	Ag001G081160
OG0009534	AT3G56940.1	Ag001G083170
OG0009535	AT3G57000.1	Ag001G083420
OG0009536	AT3G57060.2	Ag001G083620
OG0009537	AT3G58000.1	Ag001G085990
OG0009538	AT3G58140.1	Ag001G086330
OG0009539	AT3G58190.1	Ag001G086430
OG0009540	AT3G58790.1	Ag001G088800
OG0009541	AT3G59020.2	Ag001G089560
OG0009542	AT3G59300.3	Ag001G090380
OG0009543	AT3G59470.2	Ag001G090710
OG0009544	AT5G23590.1	Ag008G723750
OG0009545	AT3G60520.1	Ag001G093080
OG0009546	AT3G60530.1	Ag001G093120
OG0009547	AT3G60690.1	Ag001G093450
OG0009548	AT3G61130.1	Ag001G093900
OG0009549	AT3G61250.1	Ag001G094250
OG0009550	AT3G61270.1	Ag001G094270
OG0009551	AT3G61610.1	Ag001G095100
OG0009552	AT3G62410.1	Ag001G097430
OG0009553	AT3G62420.1	Ag001G097440
OG0009554	AT3G63110.1	Ag001G098490
OG0009555	AT3G63200.1	Ag001G098630
OG0009556	AT3G63260.1	Ag001G098740
OG0009557	AT3G60830.1	Ag001G093650
OG0009561	AT1G49480.1	Ag002G147310, Ag001G019870
OG0009562	AT4G35820.1	Ag003G286790, Ag003G286660, Ag001G028830, Ag003G286670
OG0009563	AT3G57130.1	Ag001G083760
OG0009564	AT5G66660.1, AT5G66670.1	Ag001G100100
OG0009565	AT5G44700.1	Ag002G125220
OG0009567	AT4G26220.1	Ag002G167790
OG0009568	AT2G37930.3	Ag002G174760
OG0009569	AT5G37070.1	Ag002G176020
OG0009570	AT2G41180.1	Ag002G189900
OG0009572	AT1G72720.1	Ag003G238930
OG0009573	AT4G28050.1	Ag003G253360
OG0009574	AT4G33940.1	Ag003G273920
OG0009575	AT4G33160.2	Ag003G276940
OG0009576	AT1G05290.1	Ag004G303810
OG0009577	AT1G08890.1	Ag004G309090
OG0009578	AT1G09155.1	Ag004G309350
OG0009579	AT1G09932.1	Ag004G310920
OG0009580	AT1G10650.1	Ag004G312320
OG0009581	AT1G11925.1	Ag004G315010
OG0009582	AT1G12070.1	Ag004G315250
OG0009583	AT1G15810.1	Ag004G323910
OG0009584	AT2G05900.1	Ag004G328260, Ag004G328220
OG0009585	AT1G71360.2	Ag004G343060
OG0009586	AT1G68520.1	Ag004G352280
OG0009587	AT2G19000.1	Ag005G408510
OG0009588	AT1G47845.1, AT1G47840.1	Ag005G419840
OG0009589	AT3G03826.1, AT2G04622.1, AT3G03828.1, AT5G43695.1	Ag005G452730, Ag005G486630
OG0009591	AT5G13590.5	Ag005G489880
OG0009592	AT5G02170.1	Ag006G492870
OG0009594	AT5G03590.3	Ag006G495960
OG0009595	AT4G17483.1	Ag006G577580
OG0009596	AT1G29480.1	Ag007G582020
OG0009597	AT1G47230.2	Ag007G584160
OG0009598	AT1G47740.1	Ag007G585300
OG0009600	AT2G32660.2	Ag007G589830, Ag007G589800
OG0009601	AT2G31380.1	Ag007G591230
OG0009602	AT1G62130.1, AT4G24860.1	Ag007G598540
OG0009603	AT5G14000.3	Ag007G613090
OG0009604	AT5G14940.1	Ag007G616670
OG0009605	AT5G15260.1	Ag007G617790
OG0009606	AT5G15430.1	Ag007G618600
OG0009607	AT5G16770.1	Ag007G623690
OG0009608	AT5G18360.1	Ag007G631120
OG0009609	AT5G40645.1	Ag007G654100
OG0009610	AT5G41900.1	Ag007G657410
OG0009611	AT5G58300.1	Ag008G705540
OG0009612	AT5G25540.1	Ag008G720460
OG0009613	AT5G61590.1	Ag008G726150
OG0009614	AT5G61630.1	Ag008G726190
OG0009615	AT5G66870.1	Ag008G734840
OG0009616	AT5G66816.1	Ag008G734930
OG0009635	AT2G20760.1	Ag006G566750
OG0009636	AT4G17910.4	Ag006G576630
OG0009637	AT4G29400.1	Ag003G257830
OG0009638	AT4G29660.1	Ag002G182740, Ag001G040580, Ag003G258500
OG0009639	AT4G29780.1	Ag003G258960
OG0009640	AT4G29890.1	Ag003G259180
OG0009641	AT4G30150.1	Ag003G260710
OG0009643	AT4G30570.1	Ag002G138100, Ag002G134620
OG0009644	AT5G19910.2	Ag008G718890
OG0009645	AT4G30820.16	Ag003G266800
OG0009646	AT4G31060.1	Ag003G267860
OG0009647	AT1G47820.1, AT1G47813.1	Ag007G585330
OG0009648	AT4G31720.1	Ag003G270570
OG0009649	AT4G32510.2	Ag003G279060
OG0009650	AT4G32880.1	Ag003G277850
OG0009651	AT4G32820.2	Ag003G278080
OG0009652	AT4G33140.1	Ag003G277040
OG0009653	AT4G33467.1	Ag003G276250
OG0009654	AT5G21900.1	Ag008G716320
OG0009655	AT4G33760.1	Ag003G274540
OG0009656	AT4G33800.1	Ag003G274400
OG0009657	AT4G34000.1	Ag003G273620
OG0009658	AT2G15790.1	Ag005G418920
OG0009659	AT4G34350.1	Ag003G281440
OG0009661	AT4G35060.1	Ag003G283370
OG0009662	AT5G22800.2	Ag008G714040
OG0009663	AT4G35230.1	Ag003G284730
OG0009664	AT1G31010.1	Ag007G579710, Ag007G580410
OG0009665	AT1G31720.1	Ag007G578960
OG0009666	AT1G31850.1	Ag007G578740
OG0009667	AT1G31860.1	Ag007G578730
OG0009668	AT1G31940.1	Ag007G578660
OG0009669	AT1G32340.1	Ag007G578240
OG0009670	AT1G32360.1	Ag007G578210
OG0009671	AT1G32460.1	Ag007G578100
OG0009672	AT1G32550.2	Ag007G578000
OG0009673	AT4G22930.1	Ag006G550740
OG0009674	AT1G32640.1	Ag007G577930
OG0009675	AT1G32690.1	Ag007G577900
OG0009676	AT1G32700.1	Ag001G101100
OG0009677	AT1G32730.1	Ag001G101120
OG0009678	AT4G17000.1	Ag001G101370
OG0009679	AT4G16970.1	Ag001G101400
OG0009680	AT4G16430.1	Ag004G340210
OG0009681	AT4G16330.2	Ag001G102080
OG0009682	AT1G56290.1	Ag004G366320
OG0009683	AT1G57540.1	Ag004G307710, Ag003G209050
OG0009684	AT1G57590.1	Ag004G367130
OG0009685	AT1G57610.1	Ag006G506460, Ag004G340990
OG0009686	AT1G58025.2	Ag004G367990
OG0009687	AT1G58280.2	Ag004G368490
OG0009688	AT1G59750.1	Ag004G369740
OG0009689	AT1G59740.1	Ag004G369590
OG0009690	AT1G59980.1	Ag004G370350
OG0009691	AT1G60995.1	Ag004G373940
OG0009692	AT1G61010.1	Ag004G373970
OG0009693	AT1G61795.1	Ag004G377500
OG0009694	AT2G01180.3	Ag005G449490
OG0009695	AT2G01390.1	Ag002G174490
OG0009696	AT2G01410.1	Ag005G452890, Ag005G452860
OG0009697	AT2G01440.1	Ag002G140880
OG0009698	AT1G14990.2	Ag004G322340
OG0009699	AT2G01490.1	Ag002G139150
OG0009700	AT2G01620.1	Ag004G338840
OG0009701	AT1G14570.1	Ag004G321020
OG0009702	AT2G02160.1	Ag008G659610, Ag008G658840
OG0009703	AT2G03090.1	Ag008G661810
OG0009704	AT2G03720.2	Ag008G662870
OG0009705	AT2G03780.1	Ag008G663050
OG0009706	AT2G03810.1	Ag008G663140
OG0009707	AT3G25700.1	Ag008G663940
OG0009708	AT3G25710.1	Ag008G664070
OG0009709	AT3G25930.1	Ag008G665250
OG0009710	AT3G26440.5	Ag002G122660, Ag002G114500, Ag004G387480, Ag004G392830
OG0009711	AT3G26570.1	Ag001G034320
OG0009712	AT3G26760.1	Ag008G667340
OG0009713	AT3G26770.1	Ag008G667360
OG0009714	AT3G27410.1	Ag008G669540
OG0009717	AT5G48600.2	Ag001G022240, Ag003G226170
OG0009718	AT3G28970.1	Ag001G048920, Ag010G738410
OG0009719	AT3G29280.2	Ag008G674810
OG0009720	AT3G29760.2	Ag008G672860
OG0009721	AT3G29770.1	Ag010G738290, Ag001G048520
OG0009722	AT5G38880.1	Ag007G647730
OG0009723	AT1G67170.1	Ag004G356710
OG0009724	AT1G67140.2	Ag004G356760
OG0009725	AT1G66520.1	Ag004G358510
OG0009726	AT1G66080.1	Ag001G089490
OG0009727	AT1G65960.2	Ag004G360450
OG0009728	AT1G65520.1	Ag004G334720
OG0009729	AT1G65440.1	Ag004G364270
OG0009730	AT1G65420.1	Ag004G309010
OG0009731	AT1G65080.1	Ag008G704660
OG0009733	AT1G64970.1	Ag004G363550
OG0009734	AT5G24352.1, AT1G64625.1	Ag004G401830
OG0009735	AT1G64610.1	Ag004G401740
OG0009736	AT1G64460.1	Ag004G401080
OG0009737	AT1G64380.1	Ag004G400200
OG0009738	AT1G64065.1	Ag004G392150, Ag004G396830, Ag004G396850, Ag004G392180, Ag004G396590
OG0009739	AT1G63910.1	Ag004G395270, Ag004G390430
OG0009740	AT1G63720.1	Ag004G394090, Ag004G389100
OG0009741	AT1G63120.1	Ag004G383200
OG0009742	AT1G62980.1	Ag004G381950
OG0009743	AT1G12520.1	Ag004G315970
OG0009744	AT1G62300.1	Ag004G378930
OG0009745	AT2G21440.1	Ag006G521260
OG0009747	AT4G26000.1	Ag003G250140
OG0009748	AT2G41240.1	Ag002G189990
OG0009749	AT2G41220.1	Ag002G189940
OG0009750	AT2G40880.1	Ag002G188430
OG0009751	AT2G40850.1	Ag002G188410
OG0009752	AT2G40830.1	Ag002G188390
OG0009753	AT2G40815.1	Ag002G188230
OG0009754	AT2G40780.1	Ag002G188160
OG0009755	AT2G40770.1	Ag002G188150
OG0009756	AT3G09280.1	Ag005G477780
OG0009757	AT3G09670.1	Ag005G476740
OG0009758	AT3G10130.1	Ag005G475960
OG0009759	AT1G66245.1	Ag005G474880
OG0009760	AT3G11030.1	Ag005G474120
OG0009761	AT3G11110.1	Ag005G473890
OG0009762	AT3G11330.1	Ag005G473410
OG0009763	AT3G11900.1	Ag005G472090
OG0009764	AT3G12270.1	Ag005G471430
OG0009765	AT2G17280.1	Ag003G211500
OG0009767	AT5G50210.1	Ag001G047750, Ag010G737610
OG0009768	AT5G50230.1	Ag007G609110, Ag008G682570, Ag008G679380
OG0009769	AT5G50320.1	Ag001G086310
OG0009770	AT5G50350.1	Ag001G040510
OG0009771	AT5G50930.1	Ag008G677640, Ag004G316610
OG0009772	AT5G51140.2	Ag005G403410
OG0009773	AT5G51150.1	Ag008G676560
OG0009774	AT5G51400.1	Ag008G679810
OG0009776	AT5G13810.1	Ag007G612530
OG0009777	AT5G51810.1	Ag008G681040
OG0009778	AT5G52060.1	Ag008G681250
OG0009779	AT5G52210.1	Ag004G308920
OG0009780	AT5G52280.1	Ag008G681740
OG0009781	AT5G52380.1	Ag008G681900
OG0009783	AT5G52880.1	Ag008G684150
OG0009784	AT5G52910.2	Ag008G684610
OG0009785	AT5G52950.1	Ag008G684630
OG0009786	AT5G53340.1	Ag008G685880
OG0009787	AT5G53280.1	Ag008G685630
OG0009788	AT5G53190.1	Ag008G685220
OG0009789	AT5G53370.2	Ag008G685900
OG0009790	AT5G53550.1	Ag008G686970
OG0009791	AT5G54010.1	Ag008G714090
OG0009792	AT5G53890.1	Ag008G687830
OG0009793	AT5G53830.1	Ag008G687610
OG0009794	AT5G53750.1	Ag008G687460
OG0009795	AT5G54270.1	Ag008G689620, Ag008G688810
OG0009796	AT5G54600.1	Ag001G058050
OG0009797	AT5G54750.2	Ag002G157690
OG0009798	AT5G55060.1	Ag008G694490
OG0009799	AT5G55135.1	Ag008G694870
OG0009800	AT5G55600.1	Ag008G696060
OG0009801	AT5G55700.1	Ag008G696310
OG0009802	AT5G55820.1	Ag007G610780, Ag002G203310
OG0009803	AT5G56290.1	Ag008G697940
OG0009804	AT5G56460.1	Ag008G699390
OG0009805	AT5G56580.1	Ag008G699710
OG0009806	AT5G56750.1	Ag008G699960
OG0009807	AT5G56840.1	Ag008G700390
OG0009808	AT5G56980.1	Ag008G700950
OG0009809	AT5G57550.1	Ag008G703360
OG0009810	AT5G57710.1	Ag008G704210
OG0009811	AT5G57770.1	Ag008G704340
OG0009812	AT5G57790.1	Ag008G704410
OG0009813	AT5G58020.1	Ag008G705110
OG0009814	AT5G58090.1	Ag008G705220
OG0009815	AT5G58110.1	Ag008G705270
OG0009816	AT3G58970.1	Ag001G089350
OG0009817	AT1G44900.1	Ag001G004890
OG0009819	AT5G13160.1	Ag007G610700
OG0009820	AT5G12290.1	Ag007G609360
OG0009821	AT5G12260.1	Ag007G609290
OG0009822	AT5G12240.2	Ag007G609250
OG0009823	AT5G12235.1	Ag007G609240
OG0009824	AT5G12130.1	Ag007G609090
OG0009825	AT5G12010.1	Ag007G608870
OG0009826	AT5G11980.1	Ag007G608840
OG0009827	AT5G11900.1	Ag007G608400
OG0009828	AT5G11560.1	Ag007G607620
OG0009829	AT5G11510.1	Ag007G607500
OG0009831	AT5G10960.1	Ag007G606090
OG0009832	AT5G10890.2	Ag007G605920
OG0009833	AT5G10810.1	Ag007G605830
OG0009834	AT5G10410.1	Ag007G604760, Ag007G604780, Ag007G604770
OG0009835	AT5G10180.1	Ag007G604350
OG0009836	AT5G09480.1	Ag007G602470
OG0009837	AT5G64350.1	Ag008G731080
OG0009838	AT5G09310.1	Ag007G602130
OG0009840	AT5G08400.1	Ag007G601230
OG0009841	AT5G08040.1	Ag007G600630
OG0009842	AT5G07960.1	Ag007G600540
OG0009843	AT5G07680.1	Ag007G600030
OG0009844	AT5G07475.1	Ag006G508480
OG0009845	AT3G47650.1	Ag001G054090
OG0009846	AT4G17500.1	Ag006G577530
OG0009847	AT4G17790.1	Ag006G576920
OG0009848	AT4G18350.1	Ag006G575190
OG0009849	AT4G18370.1	Ag006G575150
OG0009850	AT4G18450.1	Ag006G574800
OG0009851	AT4G18700.1	Ag006G574080
OG0009852	AT4G18950.1	Ag006G572810
OG0009853	AT4G19185.1	Ag006G571840
OG0009855	AT4G19900.1	Ag006G557020
OG0009856	AT4G21070.1	Ag006G563620
OG0009858	AT4G21770.1	Ag006G566990, Ag006G566920
OG0009859	AT4G21920.1	Ag006G555980, Ag006G555960, Ag006G555970
OG0009860	AT4G23050.2	Ag006G547810, Ag006G550020, Ag006G550000, Ag006G547790
OG0009861	AT4G23070.1	Ag006G547700, Ag001G028960, Ag006G549930, Ag006G547740, Ag001G028950
OG0009862	AT4G23410.1	Ag006G545870, Ag006G548650
OG0009865	AT4G24100.4	Ag006G541690, Ag006G543780
OG0009867	AT1G33811.1	Ag006G536920, Ag006G539440
OG0009868	AT1G34130.1	Ag006G539040, Ag006G536490
OG0009869	AT1G34270.1	Ag006G538760, Ag006G536260
OG0009870	AT1G34300.1	Ag006G536180
OG0009871	AT1G34355.1	Ag006G536060
OG0009872	AT1G35660.1	Ag006G534960
OG0009873	AT1G43700.1	Ag006G531640
OG0009874	AT1G47560.1	Ag007G585100
OG0009875	AT1G42470.1	Ag003G247830
OG0009876	AT1G47240.1	Ag007G584150
OG0009877	AT1G28150.1	Ag007G583640
OG0009878	AT1G28560.3	Ag007G582990
OG0009879	AT2G32130.1, AT1G29300.1	Ag007G582240
OG0009880	AT1G29670.2	Ag007G581770
OG0009881	AT1G29690.1	Ag007G581750
OG0009882	AT1G29860.1	Ag007G581500
OG0009883	AT1G29990.1	Ag007G581120
OG0009884	AT1G30000.2	Ag007G581110
OG0009885	AT1G30260.1	Ag007G580860
OG0009886	AT1G30300.1	Ag007G580770
OG0009887	AT1G30330.2	Ag007G580730
OG0009888	AT1G30475.1	Ag007G580570
OG0009889	AT1G30750.1	Ag007G580130, Ag007G580140
OG0009890	AT1G30850.1	Ag007G579820
OG0009891	AT4G35420.1	Ag003G285470
OG0009892	AT4G35470.1	Ag003G285530
OG0009893	AT4G36160.2	Ag003G288290
OG0009894	AT4G36380.1	Ag003G288570
OG0009897	AT4G36780.1	Ag003G289340
