Orthogroup	Arabidopsis_thaliana	Erysimum_linariifolium
OG0005822	AT1G20620.6	El002G104980
OG0005823	AT1G21830.1	El002G106300
OG0005824	AT1G22490.2	El002G107560
OG0005825	AT1G23460.1	El002G108790
OG0005826	AT1G23800.1	El002G109210
OG0005827	AT5G51080.1	El007G343040
OG0005827	AT1G24090.1	El002G109400
OG0005828	AT5G14090.1	El001G067480
OG0005829	AT1G27600.1	El002G113210
OG0005830	AT1G27450.3	El002G113090
OG0005831	AT4G24440.1	El003G160310
OG0005832	AT2G25680.1	El006G313960
OG0005833	AT4G24970.1	El003G159730
OG0005834	AT4G25030.1	El003G159620
OG0005835	AT4G25315.1	El003G159260, El001G010630
OG0005836	AT2G24120.1	El006G317580
OG0005837	AT2G23900.1	El006G317950
OG0005838	AT1G15060.1	El002G099130
OG0005839	AT1G14710.1	El002G098750
OG0005840	AT1G13960.1	El002G097810
OG0005841	AT1G13360.1	El002G097020
OG0005842	AT1G12830.1	El002G096400
OG0005843	AT1G12680.1	El002G096220
OG0005844	AT1G12530.1	El002G095990
OG0005845	AT1G12260.1	El002G095740
OG0005846	AT1G12110.1	El002G095580
OG0005847	AT1G11880.1	El002G095260
OG0005848	AT1G11655.1	El002G094960
OG0005849	AT1G11310.1	El002G094550
OG0005850	AT1G11300.1, AT1G11303.1	El002G094540
OG0005851	AT1G10580.1	El002G093590
OG0005852	AT1G10500.1	El002G093470
OG0005853	AT1G09960.1	El002G092940
OG0005854	AT1G09600.1	El002G092410
OG0005855	AT1G09310.1	El002G092090
OG0005856	AT1G08650.1	El002G091380
OG0005857	AT1G08380.1	El002G091110
OG0005858	AT1G07985.1	El002G090660
OG0005859	AT1G07720.2	El002G090350
OG0005860	AT1G07520.3	El002G090090
OG0005861	AT1G07080.1	El002G089530
OG0005862	AT1G04690.1	El002G086750
OG0005863	AT1G04680.1	El002G086730
OG0005864	AT1G04640.1	El002G086690, El002G139910
OG0005865	AT1G03050.1	El002G084840
OG0005866	AT1G02410.1	El002G084110
OG0005867	AT1G01060.1	El002G083830
OG0005868	AT1G01690.1	El002G083060
OG0005869	AT5G14520.1	El001G066960
OG0005870	AT5G14370.1	El001G067140
OG0005871	AT5G14130.2	El001G067430
OG0005872	AT5G15130.1	El001G066350
OG0005873	AT5G15630.1	El001G065750
OG0005874	AT5G15970.1, AT5G15960.1	El001G065370
OG0005875	AT5G17520.1, AT5G17523.1	El001G063420
OG0005876	AT5G18470.1	El001G062210
OG0005877	AT5G19120.1	El001G061280
OG0005878	AT5G27230.1	El001G049050
OG0005879	AT5G30490.1	El001G047520
OG0005880	AT5G49510.1	El007G345340
OG0005881	AT5G49360.1	El007G345520
OG0005882	AT5G49030.3	El007G346520
OG0005883	AT5G48720.2	El002G112850, El007G347460
OG0005884	AT5G13740.1	El001G067920
OG0005885	AT5G05410.1	El001G076870
OG0005886	AT5G25820.1	El001G052350
OG0005887	AT5G24890.1	El001G054380
OG0005888	AT5G23910.2	El008G369170, El008G368420, El008G368410, El001G056120
OG0005889	AT5G60980.2	El007G329900
OG0005890	AT5G61430.1	El007G329390
OG0005891	AT5G62190.1	El007G328500
OG0005892	AT3G47470.1	El001G016800
OG0005893	AT5G62790.2	El007G327830
OG0005894	AT5G58700.1	El007G332730
OG0005895	AT5G58660.1	El007G332770
OG0005896	AT5G58580.1	El007G332870
OG0005897	AT5G58530.1	El007G332950
OG0005898	AT5G58430.1	El007G333060
OG0005899	AT3G10985.1	El005G246410
OG0005900	AT5G58230.1	El007G333310
OG0005901	AT3G51470.1	El001G021730
OG0005902	AT3G50410.1	El001G020510
OG0005903	AT3G49220.3	El001G019120
OG0005904	AT3G48140.1	El001G017680
OG0005906	AT3G44170.1	El001G012410
OG0005907	AT1G68870.1	El004G219800
OG0005908	AT1G69880.1	El004G221200
OG0005909	AT1G71680.1	El004G223410
OG0005910	AT1G71950.1	El004G223790
OG0005911	AT1G78020.1	El004G231280
OG0005912	AT1G77350.1	El004G230420
OG0005913	AT1G76410.1	El004G229300
OG0005914	AT1G76200.1	El004G229020
OG0005915	AT1G75240.1	El004G227780
OG0005916	AT1G75020.1	El004G227550
OG0005917	AT1G74650.1	El004G227190
OG0005918	AT1G17200.1	El002G101300
OG0005919	AT1G78630.1	El004G232000
OG0005920	AT1G78700.1	El004G232080
OG0005921	AT1G80760.1	El004G233600
OG0005922	AT4G00695.3	El004G234260
OG0005923	AT1G15370.1	El002G099430
OG0005924	AT3G12910.1	El005G248700
OG0005925	AT3G13200.1	El005G249130
OG0005926	AT3G13882.2	El005G249960
OG0005927	AT3G14610.1	El005G250940
OG0005928	AT3G14770.1	El005G251120
OG0005929	AT1G53050.1	El002G138070
OG0005930	AT1G52630.1	El002G137480
OG0005931	AT3G17609.2	El005G254520
OG0005932	AT3G18400.1	El005G255700
OG0005933	AT1G61450.1, AT1G61415.1	El001G010360, El004G199530, El004G199550
OG0005934	AT3G19640.1	El005G257170
OG0005935	AT3G19920.2	El005G257510
OG0005936	AT3G20290.1	El005G258030
OG0005937	AT3G21100.3	El005G259100
OG0005938	AT3G22400.1	El005G261240
OG0005939	AT3G22410.1	El005G261260
OG0005940	AT3G22620.1	El005G261530
OG0005941	AT3G23620.1	El005G265260, El005G265200
OG0005942	AT3G23805.1	El005G265860
OG0005943	AT3G23820.1	El005G265900
OG0005944	AT3G24620.1	El005G268050
OG0005945	AT2G06020.1	El005G270880
OG0005946	AT5G32440.3	El003G181550
OG0005947	AT2G14835.1	El005G272480
OG0005948	AT2G16710.3	El005G273900
OG0005949	AT2G18040.1	El005G275670
OG0005950	AT2G18300.3	El005G276640
OG0005951	AT2G19410.2	El005G277860
OG0005952	AT2G19580.1	El005G278040
OG0005953	AT2G20030.1	El005G278480
OG0005954	AT2G20280.1	El005G278700
OG0005955	AT1G55900.1	El002G141040
OG0005956	AT1G55620.2	El002G140690
OG0005957	AT1G53530.1	El002G138920
OG0005958	AT1G52980.1	El002G137920, El002G137950
OG0005959	AT1G52680.1	El002G137550
OG0005960	AT1G48750.1	El002G132530
OG0005961	AT1G48850.1	El002G132620
OG0005962	AT1G48090.2	El002G131440
OG0005963	AT4G15770.1	El003G172280
OG0005964	AT3G52400.1	El001G022750
OG0005965	AT3G51840.1	El001G022160
OG0005966	AT3G54740.2	El001G025530
OG0005967	AT3G56010.1	El001G027290
OG0005968	AT3G56250.3	El001G027550
OG0005969	AT3G56950.2	El001G028310
OG0005970	AT3G57040.1	El001G028430
OG0005971	AT3G57500.1	El001G028950
OG0005972	AT3G57510.1	El001G028960
OG0005973	AT3G59110.1	El001G030700
OG0005974	AT3G61310.1	El001G033210
OG0005975	AT5G03435.1, AT3G61720.1	El001G033880, El001G033410
OG0005976	AT3G61590.4	El001G033630
OG0005977	AT3G63410.1	El001G035790
OG0005978	AT3G63520.1	El001G035920
OG0005979	AT1G51210.1	El002G135540
OG0005981	AT3G51400.1	El001G021660
OG0005982	AT3G60090.1	El001G031760
OG0005983	AT5G46350.1	El007G364960
OG0005984	AT5G44567.1	El007G361160, El007G361260
OG0005985	AT5G61605.1	El007G329590, El007G329180
OG0005986	AT1G74290.1, AT1G74280.1, AT1G74300.1	El004G226830
OG0005987	AT4G27950.1	El003G156090
OG0005988	AT4G33400.1	El003G149300
OG0005989	AT1G09935.1	El002G092910
OG0005990	AT1G18197.2	El002G130570, El001G012950, El001G012870, El001G012900
OG0005992	AT1G68330.1	El004G219070
OG0005993	AT1G74130.1	El004G226690
OG0005995	AT2G20720.1	El005G279240
OG0005996	AT3G14950.1	El005G251310
OG0005997	AT3G11600.1	El005G247270
OG0005998	AT5G07160.1	El001G074650
OG0005999	AT2G28480.1	El006G305080
OG0006000	AT5G15000.1, AT5G14995.1	El001G066480
OG0006001	AT5G40700.2	El003G191730
OG0006002	AT5G64920.1	El007G325360
OG0006003	AT1G37000.1	El004G204470, El001G020990
OG0006007	AT4G16550.1, AT4G16560.1	El003G170870, El003G171010
OG0006009	AT5G51490.1	El007G342560
OG0006016	AT4G28910.1	El003G154920
OG0006017	AT2G19180.1	El005G277580
OG0006018	AT4G30400.1	El003G152660
OG0006019	AT2G23820.2	El006G318040
OG0006020	AT4G30710.1, AT4G30740.1	El003G152270
OG0006021	AT2G27120.2	El006G305740
OG0006021	AT1G08260.1	El002G090980
OG0006022	AT4G31120.1	El003G151830
OG0006023	AT4G31210.1	El003G151740
OG0006024	AT2G24640.1	El006G316690
OG0006025	AT1G30240.2	El002G116470
OG0006026	AT4G33550.1	El003G149120
OG0006027	AT4G33625.1	El003G149040
OG0006028	AT4G33630.1	El003G149030, El001G002500
OG0006029	AT2G14890.1	El005G272540
OG0006030	AT4G34680.1	El003G147730
OG0006031	AT4G34790.1	El003G147640
OG0006032	AT4G34850.1	El003G147590
OG0006033	AT5G60620.1	El007G330320
OG0006034	AT1G31350.2	El002G118480
OG0006036	AT1G32540.1	El002G119970
OG0006037	AT1G32750.1	El002G120240
OG0006038	AT4G17030.1	El003G170090
OG0006039	AT4G16450.1	El003G171170
OG0006040	AT1G54850.1	El004G209560
OG0006041	AT1G58110.1	El004G204730
OG0006042	AT1G60170.1	El004G201350
OG0006043	AT1G60420.1	El004G201110
OG0006044	AT1G10770.1	El002G093840
OG0006045	AT2G01120.2	El001G036040
OG0006046	AT2G05990.1	El005G270810
OG0006047	AT2G01450.1	El001G036300
OG0006048	AT4G14226.1	El003G175490, El003G175410
OG0006048	AT2G01554.1	El001G036410
OG0006049	AT2G02050.1	El001G037060
OG0006050	AT1G71430.1	El004G223290
OG0006051	AT2G02730.1	El001G037800
OG0006052	AT2G03350.1	El001G038440
OG0006053	AT2G03800.2	El001G038960
OG0006054	AT1G12990.1	El002G096560
OG0006055	AT3G25910.1	El001G040060
OG0006056	AT3G26590.1	El001G040970
OG0006057	AT3G27060.1	El001G041750
OG0006058	AT3G27250.1	El001G042020
OG0006059	AT3G27350.2	El001G042260
OG0006060	AT3G27390.1	El001G042300
OG0006061	AT3G28007.1	El001G043030
OG0006062	AT3G28050.1	El001G043050
OG0006063	AT3G28370.5	El001G043430
OG0006064	AT3G28690.2	El001G043960
OG0006065	AT3G28960.1	El001G044470
OG0006066	AT3G29034.1	El001G044570
OG0006067	AT3G30260.1	El001G046170
OG0006068	AT1G66760.2	El004G216240
OG0006069	AT1G65930.1	El004G214910
OG0006070	AT1G65570.1	El004G213770
OG0006071	AT1G64510.2	El004G194070
OG0006072	AT1G64490.1	El004G194100
OG0006073	AT1G63670.1	El004G195730
OG0006074	AT1G63440.1	El004G195990
OG0006075	AT1G62990.1	El004G197040
OG0006076	AT2G41290.1	El006G288100
OG0006077	AT2G41130.1	El006G288300
OG0006078	AT3G09350.1	El005G244510
OG0006079	AT3G10380.1	El005G245720
OG0006080	AT3G10920.1	El005G246340
OG0006081	AT5G06360.1	El001G075560
OG0006082	AT3G12490.2	El005G248260
OG0006084	AT5G50375.2	El007G343920
OG0006085	AT5G51130.1	El007G342940
OG0006086	AT5G51740.2	El007G342070
OG0006087	AT4G25610.1	El003G158900
OG0006088	AT5G52980.1	El007G340330
OG0006089	AT4G27870.2	El003G156170
OG0006090	AT5G53560.1	El007G339480
OG0006091	AT2G01100.1	El001G036020
OG0006092	AT5G53730.1	El007G339020, El007G338990
OG0006093	AT5G54250.1	El007G338310
OG0006094	AT5G54540.1	El007G337880
OG0006095	AT5G54650.1	El007G337730
OG0006096	AT5G54730.1	El007G337680
OG0006097	AT5G55090.2	El007G337220
OG0006098	AT5G55710.1	El007G336400
OG0006099	AT5G56790.1	El007G335150
OG0006100	AT5G57520.1	El007G334150
OG0006101	AT5G57620.1	El007G333990
OG0006102	AT1G15420.1	El002G099510
OG0006103	AT5G58000.2	El007G333560
OG0006104	AT1G13790.1	El002G097450
OG0006106	AT5G12440.10	El001G069040, El001G069020
OG0006107	AT5G12370.1	El001G069130
OG0006108	AT5G11500.1	El001G070160
OG0006109	AT5G10310.2	El001G071670
OG0006110	AT5G10130.1	El001G071890
OG0006111	AT5G09550.1	El001G072480
OG0006112	AT5G08660.1	El001G072990
OG0006113	AT5G08370.1	El001G073410
OG0006114	AT5G08130.8	El001G073680
OG0006115	AT5G08100.1	El001G073710
OG0006116	AT5G07690.1	El001G074100
OG0006117	AT5G61980.1	El007G328750
OG0006118	AT4G17330.1	El003G169780
OG0006119	AT4G17570.2	El003G169380
OG0006120	AT4G17895.1	El003G168920
OG0006121	AT4G17920.1	El003G168860
OG0006122	AT4G18390.1	El003G168210
OG0006123	AT4G18425.1	El003G168130
OG0006124	AT4G18550.2	El003G167950
OG0006125	AT4G19540.1	El003G166400
OG0006126	AT2G26960.1, AT2G26950.1	El006G308650
OG0006127	AT4G20320.1	El003G165510
OG0006128	AT4G21150.1	El003G164920
OG0006129	AT4G21330.1	El003G164750
OG0006130	AT4G21620.1	El003G164320
OG0006131	AT4G21970.1	El003G163710
OG0006132	AT4G22755.1	El003G162760
OG0006134	AT4G23440.1	El003G161750
OG0006135	AT4G23650.1	El003G161410
OG0006136	AT4G23810.1	El003G161160
OG0006137	AT4G24050.1	El003G160790
OG0006138	AT4G10790.1	El001G008220
OG0006139	AT1G34010.2	El002G122190
OG0006140	AT1G44835.2	El002G128270
OG0006141	AT1G43890.1	El002G127520
OG0006142	AT4G24160.1	El003G160640
OG0006143	AT2G43950.1	El006G284850
OG0006144	AT1G27850.1	El002G113480
OG0006145	AT1G28050.1	El002G113670
OG0006146	AT1G45976.1	El002G129090
OG0006147	AT1G28380.1	El002G114150
OG0006148	AT1G28395.1	El002G114170
OG0006150	AT1G29290.1	El002G115180
OG0006151	AT1G29320.2	El002G115230
OG0006152	AT1G29380.1	El002G115330
OG0006153	AT1G30050.1	El002G116170
OG0006154	AT1G30190.1	El002G116410, El002G116390
OG0006155	AT1G30380.1	El006G296610
OG0006156	AT1G30440.1	El002G116740
OG0006157	AT4G35750.1	El003G146470
OG0006158	AT4G36720.1	El003G145470
OG0006159	AT4G37050.1	El003G145120
OG0006160	AT4G37400.1	El003G144710, El001G045610
OG0006161	AT4G39990.1	El003G143640
OG0006162	AT4G39300.1	El003G142770
OG0006163	AT4G38630.1	El003G142090, El007G339920
OG0006164	AT5G37510.2	El003G185580, El003G180900
OG0006165	AT5G38530.1	El003G187520
OG0006166	AT5G38720.2	El003G188070
OG0006167	AT3G05320.1	El005G240200
OG0006168	AT1G31330.1	El002G118450
OG0006169	AT1G31730.1	El002G118900
OG0006170	AT2G36120.1	El006G294730
OG0006171	AT4G09670.1	El001G009850, El001G009860
OG0006172	AT4G08460.1	El001G011110
OG0006173	AT2G34000.1	El006G297800
OG0006174	AT2G33810.1	El006G297990
OG0006175	AT5G42360.1, AT5G42350.1	El007G356550, El007G356540
OG0006176	AT4G09960.4	El001G009550
OG0006177	AT4G10340.1	El001G009030
OG0006178	AT4G10720.1	El001G008270
OG0006179	AT4G11560.1	El001G007460
OG0006180	AT4G11780.1	El001G007130
OG0006181	AT4G11830.2, AT4G11840.1, AT4G11850.1	El001G007080
OG0006182	AT4G12120.1	El001G006490, El001G006660
OG0006183	AT4G05530.1	El001G005830
OG0006184	AT4G04460.1	El001G005580
OG0006185	AT4G04640.1	El001G005370
OG0006186	AT4G05090.1	El001G004880
OG0006187	AT5G45140.1	El005G261910, El007G362560
OG0006188	AT5G45320.1	El007G363280
OG0006189	AT5G46240.1	El007G364500
OG0006190	AT5G46250.1	El007G364490
OG0006191	AT5G46460.1	El050G375490, El007G365150, El007G365060
OG0006192	AT5G47780.1	El007G366990
OG0006193	AT5G35360.3	El003G182700
OG0006194	AT1G06220.1, AT5G25230.1	El001G005440, El004G201730
OG0006195	AT4G13010.1	El003G179180
OG0006196	AT4G13350.1	El003G177760
OG0006197	AT4G13720.2	El003G176710
OG0006198	AT4G14365.1	El003G175130
OG0006199	AT4G14410.1	El003G175090
OG0006200	AT4G15130.1	El003G173810
OG0006201	AT4G15650.1	El003G172560
OG0006202	AT5G41270.1	El003G192440
OG0006203	AT5G41480.1	El005G270740, El003G192750
OG0006204	AT2G46940.1	El006G280960
OG0006205	AT2G46810.1	El006G281100
OG0006206	AT2G46780.1	El006G281130
OG0006207	AT2G46600.1	El006G281290
OG0006208	AT2G46535.1	El006G281380
OG0006209	AT3G61710.1	El001G033860
OG0006210	AT2G46200.1	El006G316140, El006G281920
OG0006211	AT2G45410.1	El006G283010
OG0006212	AT2G45340.1	El006G283080
OG0006213	AT2G45060.1	El006G283410
OG0006214	AT2G44950.1	El006G283510
OG0006215	AT2G44745.1	El006G283900
OG0006217	AT2G43710.1	El006G285100
OG0006218	AT2G43360.1	El006G285530
OG0006219	AT2G42580.1	El006G286430
OG0006220	AT3G57560.1	El001G029030
OG0006221	AT3G57290.1	El001G028740
OG0006222	AT2G41510.2	El006G287840
OG0006223	AT5G01380.1	El001G081570
OG0006224	AT5G02370.1	El001G080780
OG0006225	AT5G02810.1	El001G080090
OG0006226	AT5G13780.1	El001G067880
OG0006227	AT5G03560.2	El001G079160
OG0006228	AT5G04040.1	El001G078590
OG0006229	AT5G19790.1	El001G060370
OG0006230	AT5G20540.1	El001G059520
OG0006231	AT5G20650.1	El001G059390
OG0006232	AT5G21960.1	El001G058630
OG0006233	AT5G22070.1	El001G058500
OG0006234	AT5G22110.1	El001G058420
OG0006235	AT5G60580.2	El007G330380
OG0006236	AT5G60170.2	El007G330750
OG0006237	AT3G46560.1	El001G015790
OG0006238	AT5G59180.1	El007G332090
OG0006239	AT5G58880.1	El007G332470
OG0006240	AT5G63135.1	El007G327460
OG0006241	AT5G63520.1	El007G327030
OG0006242	AT5G63550.2	El007G327000
OG0006243	AT5G63970.1	El007G326570
OG0006244	AT2G16190.1	El005G273430, El004G232810
OG0006245	AT5G64680.3	El007G325730
OG0006246	AT5G64700.1	El007G325700
OG0006247	AT5G65310.1	El007G324850
OG0006248	AT5G65470.1	El007G324650
OG0006249	AT5G65530.1	El007G324580
OG0006250	AT5G65640.1	El007G324470
OG0006251	AT5G66600.1	El007G322670
OG0006253	AT4G00220.1	El001G000280
OG0006254	AT4G01290.1	El001G000970
OG0006255	AT4G01500.1	El001G001690
OG0006256	AT4G01950.2	El001G002190
OG0006257	AT4G02370.1	El001G002880
OG0006258	AT4G02580.1	El001G003130
OG0006259	AT4G02600.1	El001G003170
OG0006260	AT4G02620.1	El001G003190
OG0006261	AT5G43960.1	El007G359890
OG0006262	AT2G33435.1	El006G298500
OG0006263	AT2G33160.1	El006G298900
OG0006264	AT2G32960.1	El006G299080
OG0006265	AT2G32400.1	El006G299820
OG0006266	AT2G31865.2	El006G300470
OG0006267	AT2G31750.2	El006G300600
OG0006268	AT2G31160.1	El006G301320
OG0006269	AT2G31035.1	El006G301500
OG0006270	AT2G30395.1	El006G302280
OG0006271	AT2G29670.1	El006G303160
OG0006272	AT2G29660.1	El006G303170
OG0006274	AT2G29530.3	El006G303350
OG0006275	AT2G28440.1	El006G305110
OG0006276	AT2G27775.2	El006G306240
OG0006277	AT4G27420.1	El003G156840
OG0006278	AT3G01435.2	El005G235620
OG0006279	AT5G01990.1	El001G082300
OG0006280	AT3G08610.1	El005G243660
OG0006281	AT5G01860.1	El001G082160
OG0006282	AT4G26520.1	El003G157910
OG0006283	AT3G01190.1	El005G235960
OG0006284	AT3G01070.1	El005G236120
OG0006285	AT5G15770.1	El001G065610
OG0006286	AT3G03380.1	El005G237690
OG0006287	AT3G03540.1	El005G237870
OG0006287	AT3G03530.1	El005G237860
OG0006288	AT3G03720.1	El005G238150
OG0006289	AT3G03860.1	El005G238420
OG0006290	AT3G04300.1	El005G238910
OG0006291	AT3G05380.2	El005G240270
OG0006293	AT3G07070.1	El005G242330
OG0006294	AT3G07255.1	El005G242530
OG0006295	AT2G40470.1	El006G289080
OG0006296	AT2G40460.1	El006G289090
OG0006297	AT2G39750.1	El006G290070, El006G306370
OG0006298	AT2G39560.1	El006G290300
OG0006299	AT2G39110.1	El006G290920
OG0006300	AT2G38760.1	El006G291370
OG0006301	AT2G35910.1	El006G295030
OG0006302	AT2G36310.1	El006G294510
OG0006303	AT2G36490.1	El006G294220
OG0006304	AT3G53630.2	El001G024270
OG0006305	AT2G37540.1	El006G292820
OG0006306	AT2G37750.1	El006G292520
OG0006307	AT2G38400.2	El006G291810
OG0006308	AT1G15820.1	El002G099890
OG0006309	AT1G16180.1	El002G100190
OG0006310	AT1G16560.1	El002G100550
OG0006311	AT1G16570.2	El002G100560
OG0006312	AT1G16810.1	El002G100790
OG0006313	AT1G16950.1	El002G101000
OG0006314	AT1G17100.1	El002G101180
OG0006315	AT1G17710.1	El002G101850
OG0006316	AT1G18290.1	El002G102420
OG0006317	AT1G18150.1	El002G102290
OG0006318	AT1G19140.2	El002G103390
OG0006319	AT1G20270.1	El002G104590
OG0006320	AT1G20410.1	El003G177420
OG0006321	AT1G76310.3	El004G229150
OG0006322	AT1G20760.1	El002G105100
OG0006323	AT1G20823.1	El002G105180
OG0006324	AT1G21580.1	El002G106030
OG0006325	AT1G22810.1	El002G107980
OG0006326	AT1G26670.1	El002G111340
OG0006327	AT1G26560.1	El002G111210
OG0006328	AT1G67570.1	El004G217940
OG0006329	AT1G24260.2	El002G112890
OG0006330	AT1G27595.1	El002G113200
OG0006331	AT1G27530.1	El002G113170
OG0006332	AT1G27461.1	El002G113110
OG0006333	AT4G24220.1	El003G160560
OG0006334	AT4G24230.6	El003G160550
OG0006335	AT4G24620.1	El003G160100
OG0006336	AT4G24880.1	El005G276130, El005G275810, El005G275850, El005G276000, El003G159830
OG0006337	AT4G25260.1	El003G159340
OG0006338	AT3G28740.1	El001G044080
OG0006339	AT2G22400.1	El006G319870
OG0006340	AT2G21340.1	El006G321270
OG0006341	AT1G15140.1	El002G099210
OG0006343	AT1G14810.1	El002G098860
OG0006344	AT1G14420.1	El002G098350
OG0006345	AT1G74490.1	El004G227050
OG0006346	AT1G12580.1	El002G096070
OG0006347	AT1G12470.1	El002G095950
OG0006348	AT5G48210.1	El007G349620
OG0006349	AT1G11260.1	El002G094490
OG0006350	AT1G08080.1	El002G090780
OG0006351	AT1G09870.1	El002G092830
OG0006352	AT1G10140.1	El002G093110
OG0006353	AT1G08910.1	El002G091650
OG0006354	AT1G08370.1	El002G091100
OG0006355	AT1G07840.1	El003G181880, El002G090500
OG0006356	AT1G07210.1	El002G089680
OG0006357	AT1G06980.1	El002G089410
OG0006358	AT1G06850.1	El002G089240
OG0006359	AT3G51270.1	El001G021510
OG0006360	AT1G06260.1	El002G088650
OG0006361	AT1G06160.1	El002G088560
OG0006362	AT1G05090.1, AT4G20720.1	El002G087230
OG0006363	AT1G04040.1	El002G085910
OG0006364	AT1G03330.1	El002G085160
OG0006365	AT1G03350.1	El002G085190
OG0006366	AT1G02580.1	El002G084250
OG0006367	AT1G02280.1	El002G083960
OG0006368	AT5G14170.1	El001G067360
OG0006369	AT5G15090.1	El001G066390
OG0006370	AT5G15310.1	El001G066130
OG0006371	AT5G15190.1	El001G066290
OG0006372	AT5G16310.1	El001G064980
OG0006373	AT5G16820.1	El001G064130
OG0006374	AT5G17560.1	El001G063310
OG0006375	AT1G67650.1, AT1G67680.1	El004G218100
OG0006376	AT5G17690.3	El001G063170
OG0006377	AT5G17820.2	El001G062980
OG0006378	AT5G18580.1	El001G062060
OG0006379	AT5G48385.1	El007G348990
OG0006380	AT3G52180.1	El001G022550
OG0006381	AT5G06700.1	El001G075220
OG0006382	AT5G06150.1	El001G076050
OG0006383	AT5G06120.1	El001G076100
OG0006384	AT5G05980.1	El001G076230
OG0006385	AT4G00231.1	El001G000330
OG0006386	AT5G25510.1	El001G052650
OG0006387	AT5G25350.1	El001G052980
OG0006388	AT3G54750.3	El001G025540
OG0006389	AT5G24470.1	El001G055300
OG0006390	AT5G24230.1	El001G055700
OG0006391	AT5G23950.2	El001G056080, El003G175460, El003G175510
OG0006392	AT5G23870.3	El001G056170
OG0006393	AT5G23810.1	El001G056200, El005G262400
OG0006394	AT5G61030.1	El007G329850
OG0006395	AT5G61620.1	El007G329160
OG0006396	AT5G61960.1	El007G328790
OG0006397	AT5G62150.1	El007G328580
OG0006398	AT5G62240.1	El007G328450
OG0006399	AT5G62350.1	El007G328350
OG0006400	AT5G62600.1	El007G328040
OG0006401	AT5G62810.1	El007G327810
OG0006402	AT5G62820.1	El007G327800
OG0006403	AT5G58720.1	El007G332710
OG0006404	AT5G58390.1	El007G333090
OG0006405	AT3G51130.1	El001G021390
OG0006406	AT5G33210.1, AT3G51060.1	El001G021330
OG0006407	AT3G51010.1	El001G021270
OG0006408	AT3G49790.1	El001G019720
OG0006409	AT3G48750.1	El001G018430
OG0006410	AT3G47940.1	El001G017470
OG0006412	AT1G68430.1	El004G219170
OG0006413	AT3G45020.1	El001G013850
OG0006414	AT1G67785.1	El004G218220
OG0006415	AT1G24460.1	El002G112650
OG0006416	AT1G67810.1	El004G218270
OG0006417	AT1G68850.1	El004G219770
OG0006418	AT1G69160.1	El004G220190
OG0006419	AT1G69588.1	El004G220780
OG0006420	AT1G69780.1	El004G221050
OG0006421	AT1G69930.1	El004G221300
OG0006422	AT1G14790.1	El002G098850
OG0006423	AT1G71480.1	El004G223340
OG0006424	AT1G71920.2, AT5G10330.1	El004G223740
OG0006425	AT1G72010.1	El004G223880
OG0006426	AT5G10610.1, AT5G10600.1	El001G071300
OG0006427	AT1G72200.1	El004G224140
OG0006428	AT1G78160.2	El004G231490
OG0006429	AT1G77750.1	El004G230870
OG0006430	AT1G77710.1	El004G230810
OG0006431	AT1G77180.1	El004G230200
OG0006432	AT1G75580.1	El004G228180
OG0006433	AT1G75350.1	El004G227900
OG0006434	AT1G74830.1	El004G227360
OG0006435	AT1G73730.1	El004G226110
OG0006436	AT1G73200.1	El004G225330
OG0006437	AT1G72540.1	El004G224620
OG0006438	AT1G79020.1	El004G232470
OG0006439	AT1G79180.2	El004G232640
OG0006440	AT1G79390.1	El004G232890, El008G369670
OG0006441	AT1G80600.1	El004G233800
OG0006442	AT3G12870.1	El005G248660
OG0006443	AT3G14120.1	El005G250280, El005G250170
OG0006444	AT1G53300.1	El002G138340
OG0006445	AT3G15430.1	El005G252000
OG0006446	AT3G15570.1	El005G252200
OG0006447	AT3G15850.1	El005G252520
OG0006448	AT3G16180.1	El005G252920
OG0006449	AT3G17100.1	El005G253970
OG0006450	AT3G49180.1	El001G019060
OG0006451	AT3G17420.1	El005G254350
OG0006452	AT3G17465.1	El005G254400
OG0006453	AT3G17520.1	El005G254440
OG0006454	AT3G17611.1	El005G254530
OG0006455	AT3G17720.1, AT3G17760.1	El005G254670
OG0006456	AT3G17840.1	El005G254760
OG0006457	AT3G17860.1	El005G254780
OG0006458	AT3G17900.1	El005G254840
OG0006459	AT3G18010.1	El005G255050
OG0006460	AT4G15093.1	El003G173890
OG0006461	AT3G18215.1	El005G255380
OG0006462	AT3G18430.1	El005G255730
OG0006463	AT3G18800.1	El005G256120
OG0006464	AT3G18830.1	El005G256150, El005G256160, El005G256170
OG0006465	AT3G19553.1	El005G257060
OG0006466	AT3G20020.3	El005G257660
OG0006467	AT3G20340.1	El005G258080
OG0006468	AT3G20750.1	El005G258710
OG0006469	AT3G20820.1	El005G258790
OG0006470	AT3G20910.1	El005G258910
OG0006471	AT3G21560.1	El005G259830
OG0006472	AT3G22260.2	El005G261090
OG0006473	AT3G22370.1	El005G261180
OG0006474	AT3G22800.1	El005G261840
OG0006475	AT3G22880.1	El005G263800
OG0006476	AT3G23200.1	El005G264390
OG0006477	AT3G23230.1	El005G264420
OG0006478	AT3G23540.1	El005G265030
OG0006479	AT3G23980.1	El005G267210
OG0006480	AT2G04550.1	El005G269550
OG0006481	AT2G15440.1	El005G272880
OG0006482	AT2G17240.1	El005G274560
OG0006483	AT2G17570.1	El005G275050
OG0006484	AT2G17840.1	El005G275390
