Orthogroup	Arabidopsis_thaliana	Cardamine_glauca
OG0010713	AT1G60200.1	Cg007G250720
OG0010714	AT1G60390.1	Cg007G250620
OG0010716	AT1G60660.1	Cg007G250290
OG0010717	AT1G61040.1	Cg007G250240
OG0010718	AT1G61240.1	Cg007G249320
OG0010719	AT1G61667.2	Cg007G248870
OG0010720	AT1G61770.1	Cg007G248750
OG0010721	AT1G61900.1	Cg007G248620
OG0010722	AT2G01130.1	Cg002G075730
OG0010723	AT2G01770.1	Cg002G075050
OG0010724	AT2G02150.1	Cg002G074650
OG0010725	AT2G02400.1	Cg002G074540
OG0010726	AT2G02480.1	Cg002G074490
OG0010727	AT2G02590.1	Cg002G074430
OG0010728	AT2G02750.1	Cg002G074370
OG0010729	AT2G02820.2	Cg002G074290
OG0010730	AT2G03390.1	Cg002G073780
OG0010731	AT3G25660.1	Cg008G319360
OG0010732	AT1G13380.1	Cg006G232550
OG0010733	AT3G26030.1	Cg002G072690
OG0010734	AT1G13190.1	Cg006G232720
OG0010735	AT3G26120.1	Cg002G072580
OG0010736	AT3G26210.1	Cg002G072480
OG0010737	AT3G26350.1	Cg002G072280
OG0010738	AT3G27570.1	Cg002G070760
OG0010739	AT3G27640.1	Cg002G070710
OG0010740	AT3G28030.3	Cg002G068680
OG0010741	AT3G28340.1	Cg002G069000
OG0010742	AT3G29810.1	Cg002G067230
OG0010743	AT1G66680.1	Cg007G266180
OG0010744	AT1G65450.1	Cg007G262740
OG0010745	AT1G64880.1	Cg007G260740
OG0010746	AT3G04240.1	Cg004G119880
OG0010747	AT5G32470.1	Cg001G032800
OG0010748	AT1G64710.1	Cg003G090410, Cg003G095880, Cg007G245500
OG0010749	AT1G64690.3	Cg007G245520
OG0010750	AT1G64600.1	Cg007G245640
OG0010751	AT1G64405.1	Cg007G245860
OG0010753	AT1G64350.1	Cg007G245980
OG0010754	AT1G64180.1	Cg007G246120
OG0010755	AT1G63940.2	Cg007G246340
OG0010756	AT1G63700.1	Cg007G246580
OG0010757	AT1G62840.1	Cg007G247530
OG0010758	AT3G12510.1	Cg004G128220
OG0010759	AT4G26200.1	Cg001G014510
OG0010760	AT2G41250.1	Cg005G164750
OG0010761	AT2G40935.1	Cg005G165060
OG0010762	AT2G40980.1	Cg005G165020
OG0010763	AT2G40620.1	Cg005G165440
OG0010764	AT3G09010.1	Cg004G124660
OG0010765	AT3G09085.1	Cg004G124750
OG0010766	AT3G09430.1	Cg004G125050
OG0010767	AT3G10160.1	Cg004G125760
OG0010768	AT3G10210.1	Cg004G125820
OG0010769	AT3G10220.1	Cg004G125830
OG0010770	AT4G20280.1	Cg001G020490
OG0010771	AT3G10815.1	Cg004G126540
OG0010772	AT1G63810.1	Cg007G246470
OG0010773	AT3G61010.1, AT3G11040.3	Cg004G126820
OG0010774	AT4G33170.1	Cg001G007150
OG0010775	AT3G11520.1	Cg004G127250
OG0010776	AT3G11920.1	Cg004G127680
OG0010777	AT3G12090.1	Cg004G127860
OG0010778	AT3G12180.1	Cg004G127970
OG0010779	AT3G12200.2	Cg004G127980
OG0010780	AT3G12370.1	Cg004G128130
OG0010781	AT3G12380.2	Cg004G128140
OG0010782	AT4G07410.1	Cg003G088650
OG0010783	AT2G23390.1	Cg005G191320
OG0010784	AT5G49830.2	Cg003G091410
OG0010785	AT5G49900.1	Cg003G091220
OG0010786	AT5G50390.1	Cg003G096020, Cg003G090470
OG0010787	AT5G50340.1	Cg003G090260, Cg003G095730
OG0010788	AT5G50360.1	Cg003G095830, Cg003G090360
OG0010789	AT5G50410.1	Cg003G096040, Cg003G090490
OG0010791	AT5G51020.1	Cg003G097430
OG0010792	AT5G51180.1	Cg003G097700
OG0010793	AT5G51410.1	Cg003G097890
OG0010794	AT5G51510.1	Cg003G098000
OG0010795	AT5G51660.1	Cg003G098160
OG0010796	AT5G51840.1	Cg003G098390
OG0010797	AT5G52240.1	Cg003G098890
OG0010798	AT5G53310.1	Cg003G100180
OG0010799	AT5G53150.2	Cg003G100020
OG0010800	AT5G53460.1	Cg003G100340
OG0010801	AT5G53660.1	Cg003G100670
OG0010802	AT5G54180.1	Cg003G101360
OG0010803	AT5G53910.1	Cg003G101020, Cg003G101040
OG0010804	AT5G53800.1	Cg003G100820
OG0010805	AT5G54690.1	Cg003G101930
OG0010806	AT4G27110.1	Cg001G013590
OG0010807	AT5G54940.1	Cg003G102220
OG0010808	AT5G55540.1	Cg003G102790
OG0010809	AT5G55750.1	Cg003G103070
OG0010810	AT5G55960.1	Cg003G103250
OG0010811	AT5G56220.1	Cg003G103510
OG0010812	AT5G57040.1	Cg003G104580
OG0010814	AT5G57220.1	Cg003G104820
OG0010815	AT5G57590.1	Cg003G105180
OG0010816	AT5G57830.1	Cg003G105390
OG0010817	AT5G58005.1	Cg003G105570
OG0010818	AT5G13140.1	Cg008G293270
OG0010819	AT5G12430.1	Cg008G292900
OG0010820	AT5G12100.1	Cg008G292550
OG0010821	AT5G11830.1	Cg008G292280
OG0010822	AT5G11710.1	Cg008G292150
OG0010823	AT5G11640.1	Cg008G292080
OG0010824	AT5G11590.1	Cg008G292030
OG0010825	AT5G11550.1	Cg008G291990
OG0010826	AT5G11160.1	Cg008G291620
OG0010827	AT5G11130.1	Cg008G291590
OG0010828	AT5G11000.1	Cg008G291470
OG0010829	AT5G10950.1	Cg008G291400
OG0010830	AT5G10630.4	Cg008G291100
OG0010831	AT5G65540.1	Cg003G113560
OG0010832	AT5G10520.1	Cg008G290980
OG0010833	AT5G10090.1	Cg008G290510
OG0010834	AT5G10080.1	Cg008G290500
OG0010835	AT5G09750.1	Cg008G290100
OG0010836	AT5G09590.1	Cg008G289970
OG0010837	AT5G64200.1	Cg003G112040
OG0010838	AT5G08430.1	Cg008G289300
OG0010839	AT2G48140.1	Cg005G157490
OG0010840	AT5G07390.1	Cg008G288200
OG0010841	AT4G17240.1	Cg001G023760
OG0010842	AT4G17750.1	Cg001G023180
OG0010843	AT4G17980.2	Cg001G022870
OG0010844	AT4G18400.1	Cg001G022440
OG0010845	AT4G18520.1	Cg001G022270
OG0010846	AT4G18580.1	Cg001G022190
OG0010847	AT4G18630.1	Cg001G022140
OG0010849	AT4G19100.1	Cg001G021560
OG0010850	AT4G19350.1	Cg001G021390
OG0010851	AT4G19560.1	Cg001G021170
OG0010852	AT4G19830.1	Cg001G020900
OG0010853	AT4G20790.1	Cg001G020270
OG0010854	AT4G20850.1	Cg001G020200
OG0010855	AT4G21310.1	Cg001G019730
OG0010856	AT4G21530.1	Cg001G019490
OG0010857	AT4G21570.2	Cg001G019440
OG0010858	AT4G21720.1	Cg001G019280
OG0010859	AT4G28200.1	Cg001G012410
OG0010860	AT4G23570.3	Cg001G017320
OG0010861	AT4G24090.1	Cg001G016850
OG0010862	AT1G33360.1	Cg006G212270
OG0010863	AT1G33500.1	Cg006G212010
OG0010864	AT1G33700.1	Cg006G211860
OG0010865	AT1G33780.1	Cg006G211740
OG0010866	AT1G34780.1	Cg006G210070
OG0010867	AT1G35180.1, AT1G35170.1	Cg006G209880
OG0010868	AT2G25720.1	Cg005G166230
OG0010869	AT1G44446.1	Cg006G204720
OG0010870	AT1G43790.1	Cg006G206080
OG0010871	AT1G43670.1	Cg006G206160
OG0010872	AT1G47278.2	Cg006G203010
OG0010873	AT1G28080.2	Cg006G218610
OG0010874	AT1G28250.1	Cg006G218400
OG0010875	AT1G28470.1	Cg006G218120
OG0010876	AT1G28480.1	Cg006G218100
OG0010877	AT1G28540.1	Cg006G218050
OG0010878	AT1G29040.1	Cg006G217790
OG0010879	AT1G30210.1	Cg006G216240
OG0010880	AT1G30480.1	Cg006G215950
OG0010881	AT1G30610.1	Cg006G215810
OG0010882	AT1G30755.1	Cg006G215660
OG0010883	AT1G30910.1	Cg006G215340
OG0010884	AT4G35660.1	Cg001G004520, Cg001G004530
OG0010885	AT4G36060.3	Cg001G003990
OG0010886	AT4G36360.1	Cg001G003790
OG0010887	AT2G18280.1	Cg004G154440
OG0010888	AT4G36660.1	Cg001G003510
OG0010889	AT4G36710.1	Cg001G003460
OG0010890	AT4G37440.1	Cg001G002760
OG0010891	AT4G37510.1	Cg001G002690
OG0010892	AT4G37925.1	Cg001G002200
OG0010893	AT4G39955.1	Cg001G001790
OG0010894	AT4G39795.1	Cg001G001600
OG0010895	AT4G39360.1	Cg001G001210
OG0010896	AT4G39070.1	Cg001G000880
OG0010897	AT4G38640.1	Cg001G000500
OG0010898	AT4G38580.1	Cg001G000450
OG0010899	AT2G20940.1	Cg005G193960
OG0010900	AT2G20920.1	Cg005G193980
OG0010901	AT4G38250.1	Cg001G000160
OG0010902	AT4G38360.2	Cg001G000220
OG0010903	AT4G38430.1	Cg001G000280
OG0010904	AT4G38440.1	Cg001G000290
OG0010905	AT4G38160.3	Cg001G000050
OG0010906	AT5G36210.1	Cg001G034380
OG0010907	AT5G36700.1, AT5G36790.1	Cg001G034650
OG0010908	AT5G37310.1	Cg001G035800
OG0010909	AT3G22690.1	Cg004G139890
OG0010910	AT5G37790.1	Cg001G036780
OG0010911	AT5G38660.2	Cg001G038370
OG0010912	AT5G38730.1	Cg001G038450
OG0010913	AT5G38895.3	Cg001G038670
OG0010914	AT5G39040.1	Cg001G038970
OG0010915	AT5G39660.1	Cg001G039760
OG0010916	AT2G35000.1	Cg005G171610
OG0010917	AT2G35040.1	Cg005G171560
OG0010918	AT2G35300.1	Cg005G171290
OG0010919	AT1G32630.1	Cg006G213280
OG0010920	AT4G09620.1	Cg003G085280
OG0010921	AT1G65280.1	Cg007G263610, Cg007G262530
OG0010922	AT4G08540.1	Cg003G087060
OG0010923	AT4G08230.1	Cg003G087830
OG0010924	AT4G08390.1	Cg003G087290
OG0010925	AT2G34260.1	Cg005G172320
OG0010926	AT2G34080.1	Cg005G172510
OG0010927	AT2G33845.1	Cg005G172730
OG0010928	AT2G33800.1	Cg005G172790
OG0010929	AT5G43300.1	Cg008G318860
OG0010930	AT5G42780.1	Cg008G314570
OG0010931	AT5G42720.1	Cg008G315060
OG0010932	AT5G42710.1	Cg008G315070
OG0010933	AT5G42660.1	Cg008G315540
OG0010934	AT5G42470.1	Cg008G316100, Cg003G087190
OG0010935	AT4G10140.1	Cg003G084140
OG0010936	AT4G10770.1	Cg003G083240
OG0010937	AT4G11280.1	Cg003G082540
OG0010939	AT4G04370.1	Cg003G080640
OG0010940	AT4G04880.2	Cg003G093700, Cg003G080280
OG0010941	AT4G04920.1	Cg003G080230, Cg003G093740
OG0010942	AT4G04955.1	Cg003G093800, Cg003G080200
OG0010943	AT4G04980.1	Cg003G080150, Cg003G093850
OG0010944	AT5G44520.2	Cg008G320910
OG0010945	AT1G68100.1	Cg007G268090
OG0010946	AT5G45530.1	Cg008G322650
OG0010947	AT5G45710.1	Cg008G322880
OG0010948	AT5G45790.2	Cg008G322970
OG0010949	AT5G46420.1	Cg008G323520, Cg008G323810
OG0010950	AT5G46690.1	Cg008G324200
OG0010951	AT5G47090.1	Cg008G324680
OG0010952	AT5G47760.1	Cg008G325360
OG0010953	AT5G47390.1	Cg008G324940
OG0010954	AT2G04400.1	Cg004G143670
OG0010955	AT2G04340.1	Cg004G143600
OG0010956	AT5G35870.1	Cg001G034040
OG0010957	AT2G04220.1	Cg004G143500
OG0010958	AT4G12750.1	Cg001G031970
OG0010959	AT2G39780.1	Cg005G166460
OG0010960	AT4G13400.1	Cg001G029540
OG0010961	AT4G13840.1	Cg001G028680
OG0010962	AT2G34110.1, AT4G13885.1, AT4G13870.2	Cg001G028600
OG0010963	AT4G13970.1	Cg001G028500
OG0010964	AT4G14010.1	Cg001G028440
OG0010965	AT1G64810.2	Cg007G259120
OG0010966	AT4G14650.1	Cg001G027300
OG0010967	AT4G15470.1	Cg001G026020
OG0010968	AT5G39970.1	Cg001G040470
OG0010969	AT5G39990.1	Cg001G040510
OG0010970	AT2G04620.1	Cg004G144310
OG0010971	AT2G04690.5	Cg004G144370
OG0010972	AT2G04700.1	Cg004G144400
OG0010973	AT5G40140.1	Cg001G040750
OG0010974	AT5G40420.1	Cg001G041060
OG0010975	AT5G40480.1	Cg001G041150
OG0010976	AT5G40570.2	Cg001G041270
OG0010977	AT5G40640.1	Cg001G041350
OG0010978	AT5G41760.1	Cg001G042640
OG0010979	AT5G42070.1	Cg001G043040
OG0010980	AT2G47890.1	Cg005G157740
OG0010981	AT2G47820.1	Cg005G157810
OG0010982	AT2G47810.1	Cg005G157820
OG0010983	AT2G47470.1	Cg005G158160
OG0010984	AT2G47390.1	Cg005G158280
OG0010985	AT2G47300.2	Cg005G158380
OG0010986	AT2G47180.1	Cg005G158510
OG0010987	AT2G46720.1, AT3G10280.1	Cg005G158960
OG0010988	AT2G46150.1	Cg005G159600
OG0010989	AT2G45720.1	Cg005G160030
OG0010990	AT2G45650.1	Cg005G160120
OG0010991	AT2G45640.1	Cg005G160130
OG0010992	AT2G45280.2	Cg005G160530
OG0010993	AT2G45030.1, AT1G45332.1	Cg005G160770
OG0010994	AT2G44650.1	Cg005G161180
OG0010995	AT2G44640.1	Cg005G161190
OG0010996	AT2G44530.1	Cg005G161290
OG0010997	AT2G44420.2	Cg005G161430
OG0010998	AT3G59430.1	Cg002G047060
OG0010999	AT1G68470.1	Cg007G268610, Cg007G268630, Cg007G268620
OG0011000	AT2G42910.1	Cg005G162970
OG0011001	AT2G42820.1	Cg005G163100
OG0011002	AT2G42620.1	Cg005G163350
OG0011003	AT2G42320.1	Cg005G163690
OG0011004	AT2G41830.1	Cg005G164140
OG0011005	AT2G41750.1	Cg005G164210
OG0011006	AT2G41690.1	Cg005G164270
OG0011007	AT2G41680.1	Cg005G164280
OG0011008	AT2G41600.7	Cg005G164370
OG0011009	AT2G41540.1	Cg005G164400
OG0011010	AT5G01760.1	Cg008G282110
OG0011011	AT5G01710.1	Cg008G282170
OG0011012	AT5G01700.2	Cg008G282180
OG0011013	AT4G00005.1, AT5G01640.1	Cg008G282240
OG0011014	AT5G01620.3	Cg008G282260
OG0011015	AT5G01590.1	Cg008G282290
OG0011016	AT4G03430.1	Cg003G079600, Cg003G094420
OG0011018	AT5G02520.2	Cg008G283280
OG0011019	AT5G02600.1	Cg008G283410
OG0011020	AT5G02640.1	Cg008G283440
OG0011021	AT5G02850.1	Cg008G283600
OG0011023	AT3G46100.1, AT5G03406.1	Cg008G284130
OG0011024	AT5G03970.1	Cg008G284740
OG0011025	AT5G04020.1	Cg008G284790
OG0011026	AT5G26220.1	Cg008G305940
OG0011027	AT5G20165.3	Cg008G300660
OG0011028	AT5G65990.1	Cg003G115880
OG0011029	AT5G20600.1	Cg008G301020
OG0011030	AT5G20730.1	Cg008G301170
OG0011031	AT5G20930.1	Cg008G301360
OG0011032	AT5G21120.2	Cg008G301540
OG0011033	AT5G21970.1	Cg008G301730
OG0011034	AT5G22010.1	Cg008G301770
OG0011035	AT5G22500.1	Cg008G302280
OG0011036	AT5G22510.1	Cg008G302290
OG0011037	AT5G60650.1	Cg003G108340
OG0011038	AT5G60615.1	Cg003G108300
OG0011039	AT5G60490.1	Cg003G108190
OG0011040	AT5G60450.1	Cg003G108170
OG0011041	AT5G59340.1	Cg003G106990
OG0011042	AT5G59480.1	Cg003G107130
OG0011043	AT5G58940.1	Cg003G106550
OG0011044	AT5G63620.1	Cg003G111430
OG0011045	AT5G63870.1	Cg003G111700
OG0011046	AT5G64160.1	Cg003G112000
OG0011047	AT5G64170.2	Cg003G112010
OG0011048	AT5G64230.1	Cg003G112080
OG0011049	AT5G64630.2	Cg003G112550
OG0011050	AT3G50590.1	Cg002G056260
OG0011051	AT5G66740.1	Cg003G115060
OG0011052	AT5G66730.1	Cg003G115070
OG0011053	AT5G66510.2	Cg003G115320
OG0011054	AT5G66210.1	Cg003G115620
OG0011055	AT5G66070.2	Cg003G115800
OG0011056	AT5G65930.3	Cg001G006420
OG0011057	AT4G00560.4	Cg003G076510, Cg014G333060
OG0011058	AT4G00550.1	Cg014G333070, Cg003G076500
OG0011059	AT4G00355.1	Cg003G076270, Cg014G333310
OG0011060	AT4G00290.1, AT4G00234.1	Cg003G076180
OG0011061	AT4G00895.1	Cg014G332400, Cg003G077210
OG0011062	AT4G01460.1	Cg003G077970, Cg014G331690
OG0011063	AT4G01560.1	Cg003G077900, Cg014G331760
OG0011064	AT4G01570.1	Cg003G077890, Cg014G331770
OG0011065	AT4G01600.1	Cg014G331790, Cg003G077860
OG0011066	AT4G01660.1	Cg003G077820, Cg014G331830
OG0011067	AT4G01690.1	Cg014G331870, Cg003G077770
OG0011068	AT4G01870.2	Cg003G077610, Cg014G332000
OG0011069	AT4G01800.2	Cg014G332050, Cg003G077560
OG0011070	AT4G02030.2	Cg003G077430, Cg014G332190
OG0011071	AT4G02210.1	Cg014G331460, Cg003G078190
OG0011072	AT4G02425.1	Cg003G078440, Cg014G331160
OG0011073	AT4G02460.1	Cg014G331120, Cg003G078480
OG0011074	AT4G02550.3	Cg003G078610, Cg014G330940
OG0011075	AT4G02830.1	Cg003G078940, Cg003G095010
OG0011076	AT4G02790.1	Cg003G078900, Cg003G095050
OG0011077	AT4G03400.1	Cg003G094460, Cg003G079550
OG0011078	AT5G43880.1	Cg008G319790
OG0011079	AT2G32990.1	Cg005G173660
OG0011080	AT4G31010.2	Cg002G045580
OG0011081	AT2G32810.1	Cg005G173860
OG0011082	AT2G32940.1	Cg005G174460, Cg005G173720
OG0011083	AT2G32950.1	Cg005G173710
OG0011084	AT2G32100.1	Cg005G174550
OG0011085	AT2G31190.1	Cg005G175470
OG0011086	AT2G30960.1	Cg005G175760
OG0011087	AT2G30530.1	Cg005G176170
OG0011088	AT2G29760.1	Cg005G177150
OG0011089	AT2G29560.1	Cg005G177370
OG0011090	AT2G29410.1	Cg005G177570
OG0011091	AT2G28900.1	Cg005G178150
OG0011092	AT2G28600.1	Cg005G178610
OG0011093	AT2G28330.1	Cg005G178990
OG0011094	AT2G28260.1	Cg005G179060
OG0011095	AT2G28090.1	Cg005G179300
OG0011096	AT2G27590.1	Cg005G180170
OG0011097	AT2G26970.1	Cg005G182430
OG0011098	AT2G27290.1	Cg005G181460
OG0011099	AT2G26910.1	Cg005G182510
OG0011100	AT2G26900.1	Cg005G182520
OG0011101	AT5G48340.1	Cg008G312540
OG0011102	AT5G09890.2	Cg008G290290
OG0011103	AT1G25330.1	Cg006G220030
OG0011104	AT2G25735.1	Cg005G187250
OG0011105	AT4G26970.1	Cg001G013720
OG0011106	AT3G01380.2	Cg004G116700
OG0011107	AT3G01480.1	Cg004G116590
OG0011108	AT3G01710.3	Cg004G116320
OG0011109	AT2G30120.5	Cg005G176750
OG0011111	AT2G41380.1	Cg005G164580
OG0011112	AT2G41370.1	Cg005G164600
OG0011113	AT4G26780.1	Cg001G013890
OG0011114	AT4G26740.1	Cg001G013930
OG0011115	AT4G26730.1, AT2G16030.1	Cg001G013940
OG0011117	AT3G02680.1	Cg004G117810
OG0011118	AT3G02740.1	Cg004G117870
OG0011119	AT3G02940.1	Cg004G118130
OG0011120	AT5G19570.1	Cg008G300090
OG0011121	AT3G03760.1	Cg004G119470
OG0011122	AT3G04460.2	Cg004G120060
OG0011123	AT3G05070.1	Cg004G120830
OG0011124	AT3G05000.1	Cg004G120690
OG0011125	AT3G05155.1	Cg004G120910
OG0011127	AT3G05850.1	Cg004G121680
OG0011128	AT3G06050.1	Cg004G121970
OG0011129	AT3G06100.1	Cg004G122010
OG0011130	AT4G13500.1, AT2G05310.1	Cg004G145030
OG0011131	AT3G06420.1	Cg004G122380
OG0011132	AT3G07440.1	Cg004G123530
OG0011133	AT3G07970.1	Cg004G124060
OG0011134	AT3G08550.1	Cg004G124200
OG0011135	AT3G08950.1	Cg004G124600
OG0011136	AT3G08960.1	Cg004G124610
OG0011137	AT2G40490.1	Cg005G165590
OG0011138	AT2G40000.1	Cg005G166190
OG0011139	AT2G39725.1	Cg005G166520
OG0011140	AT2G38970.1	Cg005G167290
OG0011141	AT2G38780.6	Cg005G167500
OG0011142	AT2G36000.1	Cg005G170550
OG0011143	AT2G36240.1	Cg005G170340
OG0011144	AT2G36990.1	Cg005G169540
OG0011145	AT2G37320.1	Cg005G169180
OG0011146	AT2G37420.1	Cg005G169070
OG0011147	AT2G37650.1	Cg005G168830
OG0011148	AT2G37760.1	Cg005G168710
OG0011149	AT2G37925.1	Cg005G168520
OG0011150	AT2G38270.1	Cg005G168100
OG0011151	AT2G38510.1	Cg005G167780
OG0011152	AT2G38500.1	Cg005G167790
OG0011153	AT1G15950.1	Cg006G229940
OG0011154	AT1G16022.1	Cg006G229870
OG0011155	AT1G16060.1	Cg006G229840
OG0011156	AT1G16380.1	Cg006G229590
OG0011157	AT1G17190.1	Cg006G228770
OG0011158	AT1G17210.1	Cg006G228750
OG0011159	AT1G17665.1	Cg006G228320
OG0011160	AT1G17700.1	Cg006G228290
OG0011161	AT1G17920.1	Cg006G228090
OG0011162	AT1G19620.1	Cg006G226410
OG0011163	AT1G19800.1	Cg006G226230
OG0011164	AT1G20100.1	Cg006G225870
OG0011165	AT1G20370.1	Cg006G225620
OG0011166	AT1G21360.1	Cg006G224670
OG0011167	AT1G21840.1	Cg006G224160, Cg006G224250
OG0011168	AT1G22882.1	Cg006G223010
OG0011169	AT1G23750.1	Cg006G222090
OG0011170	AT1G24160.1	Cg006G221700
OG0011171	AT1G27100.1	Cg006G221480, Cg006G221490
OG0011172	AT1G26800.1	Cg006G221090
OG0011173	AT1G26550.1	Cg006G220790
OG0011174	AT3G12775.1	Cg004G128510
OG0011175	AT1G25425.1	Cg006G220170
OG0011176	AT1G25390.1	Cg006G220100
OG0011177	AT1G25275.3	Cg006G219910
OG0011178	AT1G24625.1	Cg006G219750
OG0011179	AT1G24590.1	Cg006G219710
OG0011180	AT1G24340.1	Cg006G219450
OG0011181	AT1G27390.1	Cg006G219220
OG0011182	AT1G67360.1	Cg007G267290
OG0011183	AT1G01630.1	Cg006G244880
OG0011184	AT1G27470.1	Cg006G219120
OG0011185	AT5G33280.1	Cg001G033000
OG0011186	AT4G25170.2	Cg001G015640
OG0011187	AT4G25620.1	Cg001G015170
OG0011190	AT5G40010.1	Cg001G040520
OG0011191	AT2G24130.2	Cg005G190530
OG0011192	AT2G23760.4	Cg005G191050
OG0011193	AT2G23700.1	Cg005G191080
OG0011194	AT2G22870.1	Cg005G191840
OG0011195	AT2G22120.2	Cg005G192700
OG0011196	AT2G21880.1	Cg005G193000
OG0011197	AT2G21630.1	Cg005G193200
OG0011198	AT2G21160.1	Cg005G193770
OG0011199	AT1G14340.1	Cg006G231590
OG0011200	AT1G14260.1	Cg006G231690
OG0011201	AT1G14150.1	Cg006G231840
OG0011202	AT1G13920.4	Cg006G232060
OG0011203	AT1G13700.1	Cg006G232260
OG0011204	AT1G12940.1, AT4G14358.1	Cg006G232970
OG0011205	AT1G12845.1	Cg006G233060
OG0011206	AT1G12540.1	Cg006G218280
OG0011207	AT1G11950.1	Cg007G256870
OG0011208	AT1G11800.1	Cg006G234080
OG0011209	AT1G11530.1	Cg006G234450
OG0011210	AT1G10890.1	Cg006G235050
OG0011211	AT1G10520.1	Cg006G235520
OG0011212	AT1G10320.1	Cg006G235710
OG0011213	AT1G10040.1	Cg006G235940
OG0011214	AT1G09060.3	Cg006G237010
OG0011215	AT4G16710.1	Cg001G024430
OG0011216	AT1G08845.2	Cg006G237170
OG0011217	AT1G08660.1	Cg006G237370
OG0011219	AT1G08110.4	Cg006G237960
OG0011220	AT1G07340.1	Cg006G238810
OG0011221	AT1G07260.1	Cg006G238890
OG0011222	AT1G06910.1	Cg006G240440, Cg006G239350
OG0011223	AT1G06380.1	Cg006G239850
OG0011224	AT1G06060.1	Cg006G240140
OG0011225	AT1G06010.1	Cg006G240190
OG0011226	AT1G05970.2	Cg006G240220
OG0011227	AT1G05910.1	Cg006G240270
OG0011228	AT1G05577.1	Cg006G240740
OG0011229	AT1G05490.1	Cg006G240830
OG0011230	AT1G05420.2	Cg006G240890
OG0011231	AT1G04700.1	Cg006G241690
OG0011232	AT1G04580.1	Cg006G241840
OG0011233	AT1G03950.1	Cg006G242490
OG0011234	AT1G03530.1	Cg005G181160
OG0011235	AT1G03610.1	Cg006G242830
OG0011236	AT1G03780.3	Cg006G242680
OG0011237	AT1G03360.1	Cg006G243040
OG0011238	AT1G03290.1	Cg006G243110
OG0011239	AT1G03190.1	Cg006G243170
OG0011240	AT1G03150.1	Cg006G243210
OG0011241	AT1G02910.1	Cg006G243450
OG0011242	AT1G02750.1	Cg006G243640
OG0011243	AT1G02660.1	Cg006G243750
OG0011244	AT1G02560.1	Cg006G243820
OG0011245	AT1G01230.1	Cg006G244450
OG0011246	AT1G02020.1	Cg006G245260
OG0011247	AT5G13980.1	Cg008G294110
OG0011248	AT5G14310.1	Cg008G294470
OG0011249	AT5G14180.1	Cg008G294340
OG0011250	AT5G14050.1	Cg008G294190
OG0011251	AT5G14700.1	Cg008G294920
OG0011252	AT5G15290.1	Cg008G295580
OG0011253	AT5G16380.1	Cg008G296650
OG0011254	AT5G16480.1	Cg008G296740
OG0011255	AT5G16690.1	Cg008G296940
OG0011256	AT5G17400.1	Cg008G297680
OG0011257	AT5G17370.2	Cg008G297650
OG0011258	AT5G17840.1	Cg008G298140
OG0011259	AT1G68300.1	Cg007G268400
OG0011260	AT5G18400.2	Cg008G298710
OG0011261	AT5G18475.1	Cg008G298830
OG0011262	AT5G18610.1	Cg008G298960
OG0011263	AT5G19080.1	Cg008G299480
OG0011264	AT5G26731.1	Cg008G306100
OG0011265	AT5G26770.5	Cg008G306310
OG0011266	AT5G27000.1	Cg008G306520
OG0011267	AT5G26940.1	Cg008G306460
OG0011268	AT5G27860.1	Cg008G306630
OG0011269	AT5G27240.1	Cg008G307180, Cg007G257170
OG0011270	AT5G28830.1	Cg008G307720
OG0011271	AT5G29560.1	Cg008G307890
OG0011272	AT5G49580.1	Cg008G308030
OG0011273	AT5G49410.1	Cg008G308380
OG0011274	AT5G49130.1	Cg008G310630, Cg008G308990
OG0011275	AT5G49270.1	Cg008G310420, Cg008G308770, Cg008G310430
OG0011276	AT5G48470.1	Cg008G312050
OG0011277	AT5G13520.1	Cg008G293660
OG0011278	AT5G06920.1	Cg008G287740
OG0011279	AT5G06240.1	Cg008G287050
OG0011280	AT5G05920.1	Cg008G286710
OG0011281	AT5G05590.1, AT1G07780.1, AT1G29410.2	Cg008G286380
OG0011282	AT5G05500.1	Cg008G286310
OG0011283	AT5G05460.1	Cg008G286280
OG0011284	AT5G05380.2	Cg008G286230
OG0011285	AT3G12210.2	Cg004G127990
OG0011286	AT5G04440.1	Cg008G285220, Cg008G285270, Cg008G285190
OG0011287	AT5G26090.2	Cg008G305830, Cg008G305840
OG0011288	AT5G25580.1	Cg008G305360
OG0011289	AT5G25590.1	Cg008G305370
OG0011290	AT5G25390.2	Cg008G305080
OG0011291	AT5G25240.1	Cg008G304850
OG0011292	AT5G24850.1	Cg008G304500
OG0011293	AT5G24680.1	Cg008G304330
OG0011294	AT5G24240.1	Cg008G303930
OG0011295	AT5G24090.1	Cg008G303720
OG0011296	AT5G23903.1	Cg008G303560
OG0011297	AT5G23760.1	Cg008G303440
OG0011298	AT5G61120.1	Cg003G108830
OG0011299	AT5G61600.1	Cg003G109330
OG0011300	AT5G62720.1	Cg003G110490
OG0011301	AT5G58800.1	Cg003G106430
OG0011302	AT5G58750.1	Cg003G106350
OG0011303	AT5G58375.1	Cg003G105950
OG0011304	AT5G58360.1	Cg003G105930
OG0011305	AT5G58250.1	Cg003G105830
OG0011306	AT3G51100.1	Cg002G055710
OG0011307	AT3G50620.1	Cg002G056240
OG0011308	AT3G50610.2	Cg002G056250
OG0011309	AT3G50570.2	Cg002G056280
OG0011310	AT3G50440.1	Cg002G056390
