Orthogroup	Arabidopsis_thaliana	Cardamine_amara
OG0008648	AT5G52660.2	evm.model.RL_8.1367
OG0008649	AT5G52920.1	evm.model.RL_8.1385
OG0008650	AT5G53170.1	evm.model.RL_8.1413.2.687c855b
OG0008651	AT5G53070.1	evm.model.RL_8.1402
OG0008652	AT5G53030.1	evm.model.RL_8.1397
OG0008653	AT5G53486.4	evm.model.RL_8.1444.1.687c97c0
OG0008655	AT5G53570.2	evm.model.RL_8.1453
OG0008657	AT5G54110.1	evm.model.RL_8.1502
OG0008658	AT5G53770.1	evm.model.RL_8.1466
OG0008659	AT5G54200.1	evm.model.RL_8.1514
OG0008660	AT5G54280.2	evm.model.RL_8.1523
OG0008661	AT5G54380.1	evm.model.RL_8.1528
OG0008662	AT5G54980.1	evm.model.RL_8.1588
OG0008663	AT5G55130.1	evm.model.RL_8.1604
OG0008664	AT5G55210.1	evm.model.RL_8.1614
OG0008665	AT5G55530.1	evm.model.RL_8.1637
OG0008666	AT5G55610.1	evm.model.RL_8.1645
OG0008667	AT5G55620.1	evm.model.RL_8.1646
OG0008669	AT5G56340.1	evm.model.RL_8.1710
OG0008670	AT5G56360.1	evm.model.RL_8.1712
OG0008671	AT5G56550.1	evm.model.RL_8.1730
OG0008672	AT5G56740.1	evm.model.RL_8.1746
OG0008673	AT5G56760.1	evm.model.RL_8.1748
OG0008674	AT5G56970.1	evm.model.RL_8.1774
OG0008675	AT5G57110.1	evm.model.RL_8.1788
OG0008676	AT5G57180.2	evm.model.RL_8.1795
OG0008677	AT5G57300.1	evm.model.RL_8.1806
OG0008678	AT5G57625.1	evm.model.RL_8.1838
OG0008679	AT5G57880.1	evm.model.RL_8.1862
OG0008680	AT5G58030.1	evm.model.RL_8.1878
OG0008681	AT5G58040.1	evm.model.RL_8.1879
OG0008682	AT5G47830.1	evm.model.RL_4.740
OG0008683	AT5G47910.1	evm.model.RL_4.750
OG0008684	AT5G47920.1	evm.model.RL_4.751
OG0008685	AT5G13300.1	evm.model.RL_4.2295
OG0008686	AT5G13280.1	evm.model.RL_4.2297
OG0008687	AT5G13100.1	evm.model.RL_4.2314
OG0008688	AT5G13070.1	evm.model.RL_4.2317
OG0008689	AT5G13060.1	evm.model.RL_4.2318
OG0008690	AT5G13000.1	evm.model.RL_4.2323
OG0008691	AT5G12340.2	evm.model.RL_4.2350
OG0008692	AT5G12330.4	evm.model.RL_4.2354
OG0008693	AT5G12190.1	evm.model.RL_4.2367
OG0008694	AT5G11960.1	evm.model.RL_4.2389
OG0008695	AT5G11850.1	evm.model.RL_4.2402
OG0008696	AT5G11820.1	evm.model.RL_4.2404
OG0008697	AT5G11760.1	evm.model.RL_4.2412
OG0008698	AT5G11320.1	evm.model.RL_4.2456
OG0008699	AT5G10730.1	evm.model.RL_4.2512
OG0008700	AT5G10480.3	evm.model.RL_4.2532
OG0008702	AT5G10150.1	evm.model.RL_4.2562
OG0008703	AT5G09880.1	evm.model.RL_4.2594
OG0008704	AT5G09680.3	evm.model.RL_4.2617
OG0008705	AT4G32210.1, AT5G09600.1	evm.model.RL_4.2622
OG0008706	AT5G09330.1	evm.model.RL_4.2653
OG0008707	AT5G08620.1	evm.model.RL_4.2678
OG0008708	AT5G08580.1	evm.model.RL_4.2680
OG0008709	AT5G08415.1	evm.model.RL_4.2704
OG0008710	AT5G08240.1	evm.model.RL_4.2726
OG0008711	AT5G07950.1	evm.model.RL_4.2757
OG0008712	AT5G07920.1	evm.model.RL_4.2761
OG0008713	AT5G07820.1	evm.model.RL_4.2769
OG0008714	AT5G07580.1	evm.model.RL_4.2788
OG0008715	AT4G17220.1	evm.model.RL_2.1275
OG0008716	AT4G17650.1	evm.model.RL_2.1316
OG0008717	AT4G17695.1	evm.model.RL_2.1321
OG0008718	AT4G17785.1	evm.model.RL_2.1331
OG0008721	AT4G17940.1	evm.model.RL_2.1351
OG0008722	AT4G18150.1	evm.model.RL_2.1368
OG0008723	AT4G18760.1	evm.model.RL_2.1435
OG0008724	AT5G45410.1	evm.model.RL_4.291
OG0008725	AT4G19140.1	evm.model.RL_2.1474
OG0008726	AT4G19170.1	evm.model.RL_2.1477
OG0008727	AT4G19420.4	evm.model.RL_2.1495
OG0008728	AT4G19490.1	evm.model.RL_2.1502
OG0008729	AT4G19550.2	evm.model.RL_2.1512
OG0008730	AT4G20000.1	evm.model.RL_2.1549
OG0008731	AT4G20030.1	evm.model.RL_2.1552
OG0008732	AT4G20190.1	evm.model.RL_2.1567
OG0008733	AT4G20740.1	evm.model.RL_4.415, evm.model.RL_2.1588
OG0008734	AT4G21020.1	evm.model.RL_2.1611
OG0008735	AT4G21192.1	evm.model.RL_2.1627
OG0008736	AT4G21450.3	evm.model.RL_2.1649
OG0008737	AT4G21800.1	evm.model.RL_2.1687
OG0008738	AT4G22600.1	evm.model.RL_2.1764
OG0008739	AT4G12250.1	evm.model.RL_8.555
OG0008740	AT4G22750.1	evm.model.RL_2.1778.1.687c86e3
OG0008741	AT4G22860.1	evm.model.RL_2.1794
OG0008743	AT4G23010.3	evm.model.RL_2.1810
OG0008744	AT4G23100.1	evm.model.RL_2.1818
OG0008745	AT4G23490.1	evm.model.RL_2.1862
OG0008746	AT1G70505.1	evm.model.RL_3.1442.3.687c84bc
OG0008747	AT4G23885.1	evm.model.RL_2.1902
OG0008748	AT4G10360.1	evm.model.RL_8.747
OG0008749	AT1G33520.1	evm.model.RL_5.2614
OG0008750	AT1G34110.1	evm.model.RL_5.2560
OG0008751	AT1G34220.1	evm.model.RL_5.2549
OG0008752	AT1G34340.1	evm.model.RL_5.2542
OG0008753	AT1G34750.1	evm.model.RL_5.2523
OG0008754	AT1G35470.2	evm.model.RL_5.2470
OG0008755	AT1G44760.2	evm.model.RL_5.2327
OG0008756	AT1G44575.1	evm.model.RL_5.2328
OG0008757	AT1G27630.1	evm.model.RL_5.3130
OG0008758	AT1G45180.1	evm.model.RL_5.2295
OG0008759	AT1G27930.1	evm.model.RL_5.3104
OG0008760	AT1G28280.1	evm.model.RL_5.3068
OG0008761	AT1G73370.1	evm.model.RL_3.1739
OG0008762	AT1G29200.2	evm.model.RL_5.3002
OG0008763	AT1G29280.1	evm.model.RL_5.2997
OG0008764	AT1G29750.2	evm.model.RL_5.2954
OG0008765	AT1G30650.1	evm.model.RL_5.2868
OG0008766	AT1G30820.1	evm.model.RL_5.2850
OG0008767	AT1G30860.1	evm.model.RL_5.2844
OG0008768	AT1G30970.3	evm.model.RL_5.2835
OG0008769	AT4G35730.1	evm.model.RL_2.3095
OG0008770	AT4G35760.2	evm.model.RL_2.3100
OG0008771	AT4G35987.1	evm.model.RL_2.3129
OG0008772	AT4G36520.1	evm.model.RL_2.3169
OG0008773	AT4G36750.1	evm.model.RL_2.3190
OG0008774	AT4G37080.2	evm.model.RL_2.3221
OG0008775	AT4G36970.1	evm.model.RL_2.3233
OG0008776	AT4G36920.1	evm.model.RL_2.3239
OG0008777	AT4G36880.1	evm.model.RL_2.3243
OG0008778	AT4G37810.1	evm.model.RL_2.3292.1.687c86e8
OG0008779	AT4G37830.3	evm.model.RL_2.3294
OG0008780	AT4G38040.1	evm.model.RL_2.3315.1.687c86e8
OG0008781	AT4G40090.1	evm.model.RL_2.3324
OG0008782	AT4G40070.1	evm.model.RL_2.3326
OG0008783	AT4G39840.1	evm.model.RL_2.3354
OG0008784	AT4G39260.1	evm.model.RL_2.3406
OG0008785	AT4G27640.1	evm.model.RL_4.2491, evm.model.RL_2.2277.3.687c86e5
OG0008786	AT5G36250.2	evm.model.RL_2.569
OG0008787	AT5G36890.1	evm.model.RL_2.547
OG0008788	AT5G38200.1	evm.model.RL_2.405
OG0008790	AT5G39220.1	evm.model.RL_2.300
OG0008791	AT1G30960.1	evm.model.RL_8.59, evm.model.RL_5.2836
OG0008793	AT1G32130.1	evm.model.RL_5.2747
OG0008794	AT2G35660.1	evm.model.RL_6.1656
OG0008796	AT2G33880.2	evm.model.RL_6.1485
OG0008797	AT5G43290.1	evm.model.RL_4.547
OG0008798	AT5G42970.1	evm.model.RL_4.590.1.687c86cf
OG0008799	AT5G42900.1	evm.model.RL_4.613.1.687c86cf
OG0008800	AT2G45730.1	evm.model.RL_6.2710
OG0008801	AT5G42180.1	evm.model.RL_4.705
OG0008802	AT4G10380.1	evm.model.RL_8.746
OG0008803	AT4G11160.2	evm.model.RL_8.665
OG0008805	AT4G12130.1	evm.model.RL_8.558.2.687c8557
OG0008806	AT4G12390.1	evm.model.RL_8.547
OG0008807	AT4G12420.1	evm.model.RL_8.544
OG0008809	AT4G04850.2	evm.model.RL_8.451
OG0008810	AT4G05150.1	evm.model.RL_8.418
OG0008811	AT4G21220.1	evm.model.RL_2.1631
OG0008812	AT5G44480.1	evm.model.RL_4.414
OG0008813	AT5G44550.1	evm.model.RL_4.409
OG0008814	AT5G44730.1	evm.model.RL_4.382
OG0008815	AT5G45040.1	evm.model.RL_4.351
OG0008816	AT5G45330.1	evm.model.RL_4.300
OG0008817	AT5G45840.1	evm.model.RL_4.244
OG0008818	AT5G45900.1	evm.model.RL_4.238
OG0008819	AT5G46730.1	evm.model.RL_4.138
OG0008820	AT5G46780.1	evm.model.RL_4.133
OG0008821	AT5G47020.1	evm.model.RL_4.97
OG0008822	AT5G47680.1	evm.model.RL_4.16
OG0008823	AT5G47690.3	evm.model.RL_4.15
OG0008824	AT5G35630.1	evm.model.RL_2.614
OG0008825	AT4G12800.2	evm.model.RL_2.769
OG0008826	AT4G13160.1	evm.model.RL_2.818
OG0008827	AT4G13220.1	evm.model.RL_2.823.1.687c86e1, evm.model.RL_6.1337
OG0008828	AT4G13460.1	evm.model.RL_2.851
OG0008829	AT3G23920.1	evm.model.RL_1.2324
OG0008830	AT4G14200.1	evm.model.RL_2.929
OG0008831	AT4G14290.1	evm.model.RL_2.946
OG0008832	AT4G14340.1	evm.model.RL_2.954
OG0008833	AT4G14750.3	evm.model.RL_2.1005.1.687c86e2
OG0008834	AT4G15140.1	evm.model.RL_2.1042
OG0008835	AT4G15200.1	evm.model.RL_2.1047
OG0008836	AT4G15475.1	evm.model.RL_1.2900
OG0008837	AT4G15530.5	evm.model.RL_2.1078
OG0008839	AT5G41020.1	evm.model.RL_7.2103, evm.model.RL_2.96
OG0008840	AT5G40610.1	evm.model.RL_2.52
OG0008841	AT5G41100.1	evm.model.RL_2.104
OG0008842	AT5G41080.1	evm.model.RL_2.102
OG0008843	AT5G41580.1	evm.model.RL_2.153
OG0008844	AT5G41880.1	evm.model.RL_2.180
OG0008845	AT5G41970.1	evm.model.RL_2.188
OG0008846	AT2G48020.1	evm.model.RL_6.2952
OG0008847	AT2G47940.1	evm.model.RL_6.2945
OG0008848	AT2G47900.3	evm.model.RL_6.2941
OG0008849	AT2G46710.1	evm.model.RL_6.2814
OG0008850	AT2G46630.1	evm.model.RL_6.2807
OG0008851	AT2G46510.1	evm.model.RL_6.2795
OG0008852	AT2G46160.1	evm.model.RL_6.2759
OG0008853	AT2G46080.1	evm.model.RL_6.2752
OG0008854	AT2G45750.1	evm.model.RL_6.2712
OG0008855	AT2G45420.1	evm.model.RL_6.2677
OG0008856	AT2G45200.2	evm.model.RL_6.2654
OG0008857	AT2G45130.1	evm.model.RL_6.2646
OG0008858	AT2G45050.1	evm.model.RL_6.2639
OG0008859	AT3G60220.1	evm.model.RL_7.343
OG0008860	AT2G44190.1	evm.model.RL_6.2544
OG0008861	AT2G44060.1	evm.model.RL_6.2530
OG0008862	AT2G44010.1	evm.model.RL_6.2526
OG0008863	AT2G44000.1	evm.model.RL_6.2525
OG0008864	AT2G43800.1	evm.model.RL_6.2505
OG0008865	AT2G43320.1	evm.model.RL_6.2456
OG0008866	AT2G43050.1	evm.model.RL_6.2431
OG0008867	AT3G59090.2	evm.model.RL_7.451.5.687c84b4
OG0008868	AT2G42690.1	evm.model.RL_6.2393
OG0008869	AT2G42410.3	evm.model.RL_6.2364
OG0008870	AT2G42390.1	evm.model.RL_6.2362
OG0008871	AT2G42360.1	evm.model.RL_6.2358
OG0008872	AT5G11720.1	evm.model.RL_4.2416
OG0008873	AT2G41850.1	evm.model.RL_6.2312
OG0008874	AT2G41710.4	evm.model.RL_6.2299
OG0008875	AT2G41475.1	evm.model.RL_6.2277
OG0008876	AT2G41460.1	evm.model.RL_6.2276
OG0008877	AT5G01340.1	evm.model.RL_1.3088, evm.model.RL_4.3373
OG0008878	AT5G01260.2	evm.model.RL_4.3359
OG0008879	AT5G01220.1	evm.model.RL_4.3354
OG0008880	AT5G01100.1	evm.model.RL_4.3341
OG0008881	AT5G02430.1	evm.model.RL_4.3298
OG0008882	AT5G02750.1	evm.model.RL_4.3266
OG0008883	AT5G03170.1	evm.model.RL_4.3225
OG0008884	AT5G03670.1	evm.model.RL_4.3164
OG0008885	AT5G03760.1	evm.model.RL_4.3154
OG0008886	AT5G03900.2	evm.model.RL_4.3137
OG0008887	AT5G04200.1	evm.model.RL_4.3110
OG0008888	AT5G19390.1	evm.model.RL_4.1713.1.687c86d5
OG0008889	AT5G19600.1	evm.model.RL_4.1687
OG0008890	AT5G19650.1	evm.model.RL_4.1682
OG0008891	AT5G19730.1	evm.model.RL_4.1676
OG0008892	AT5G20130.2	evm.model.RL_4.1633
OG0008893	AT5G20150.1	evm.model.RL_4.1631
OG0008894	AT5G19750.1	evm.model.RL_4.1674
OG0008895	AT5G20520.1	evm.model.RL_4.1599
OG0008896	AT5G60870.2	evm.model.RL_8.2154
OG0008897	AT5G20935.1	evm.model.RL_4.1562
OG0008898	AT5G20950.3	evm.model.RL_4.1560
OG0008899	AT5G21160.3	evm.model.RL_4.1540.1.687c86d4
OG0008900	AT5G21482.1	evm.model.RL_4.1534
OG0008901	AT5G21920.1	evm.model.RL_4.1531
OG0008902	AT5G22030.2	evm.model.RL_4.1520
OG0008903	AT5G22350.1	evm.model.RL_4.1480
OG0008904	AT5G22390.1	evm.model.RL_4.1475
OG0008905	AT5G22850.1	evm.model.RL_4.1440
OG0008906	AT5G23000.1	evm.model.RL_4.1422
OG0008907	AT5G60700.2	evm.model.RL_8.2138
OG0008908	AT5G60210.3	evm.model.RL_8.2100
OG0008909	AT5G63890.2	evm.model.RL_8.2458
OG0008910	AT5G59960.1	evm.model.RL_8.2071
OG0008911	AT5G59950.5	evm.model.RL_8.2070
OG0008912	AT5G59865.1	evm.model.RL_8.2065
OG0008913	AT5G59790.1	evm.model.RL_8.2057
OG0008914	AT5G59760.1	evm.model.RL_8.2053
OG0008915	AT5G59140.1	evm.model.RL_8.2002
OG0008916	AT5G59220.1	evm.model.RL_8.1989
OG0008917	AT5G59560.1	evm.model.RL_8.2037
OG0008918	AT5G59040.1	evm.model.RL_8.2008
OG0008919	AT5G59010.1	evm.model.RL_8.1981.1.687c855e
OG0008920	AT5G58970.1	evm.model.RL_8.1977
OG0008921	AT5G58930.1	evm.model.RL_8.1973
OG0008922	AT5G63780.1	evm.model.RL_8.2447
OG0008923	AT5G63840.2	evm.model.RL_8.2453.1.687c8561
OG0008924	AT1G08220.1	evm.model.RL_5.677
OG0008925	AT5G63940.1	evm.model.RL_8.2473
OG0008926	AT5G64210.1	evm.model.RL_8.2500
OG0008927	AT5G64330.1	evm.model.RL_8.2514
OG0008928	AT5G64640.1	evm.model.RL_8.2547
OG0008929	AT5G64770.1	evm.model.RL_8.2561
OG0008930	AT5G65020.1	evm.model.RL_8.2587
OG0008931	AT5G65120.1	evm.model.RL_8.2595
OG0008932	AT5G65140.1	evm.model.RL_8.2597
OG0008933	AT5G65925.1	evm.model.RL_8.2686
OG0008934	AT5G67550.1	evm.model.RL_8.2696
OG0008935	AT5G67385.1	evm.model.RL_8.2715
OG0008936	AT5G67270.1	evm.model.RL_8.2726
OG0008937	AT5G66930.3	evm.model.RL_8.2762
OG0008938	AT5G66800.1	evm.model.RL_8.2777
OG0008939	AT5G66780.1	evm.model.RL_8.2779
OG0008940	AT5G66680.1	evm.model.RL_8.2791
OG0008941	AT5G66540.1	evm.model.RL_8.2804
OG0008942	AT5G66460.1	evm.model.RL_8.2811
OG0008943	AT5G66440.1	evm.model.RL_8.2813
OG0008944	AT5G66310.1	evm.model.RL_8.2821
OG0008945	AT5G66170.2	evm.model.RL_8.2843
OG0008946	AT5G65980.1	evm.model.RL_8.2863
OG0008947	AT4G00660.1	evm.model.RL_8.85
OG0008948	AT1G01780.1	evm.model.RL_8.2887
OG0008949	AT4G00370.1	evm.model.RL_8.55
OG0008950	AT4G00305.1	evm.model.RL_8.45
OG0008951	AT4G00295.1	evm.model.RL_8.42
OG0008952	AT4G01310.1	evm.model.RL_8.103
OG0008953	AT4G00980.1	evm.model.RL_8.139
OG0008954	AT4G01410.1	evm.model.RL_8.229
OG0008955	AT4G02060.1	evm.model.RL_8.162
OG0008956	AT2G25920.1	evm.model.RL_6.514
OG0008957	AT4G02270.1	evm.model.RL_8.247
OG0008958	AT4G02725.1	evm.model.RL_8.298
OG0008959	AT4G02780.1	evm.model.RL_8.308
OG0008960	AT4G03090.1	evm.model.RL_8.342
OG0008961	AT4G03110.1	evm.model.RL_8.344
OG0008962	AT2G33350.5	evm.model.RL_6.1420
OG0008963	AT5G43870.1	evm.model.RL_4.487
OG0008964	AT5G43850.1	evm.model.RL_4.490
OG0008965	AT5G43600.1	evm.model.RL_4.515
OG0008966	AT5G43540.1	evm.model.RL_4.529
OG0008967	AT2G33310.2	evm.model.RL_6.1415
OG0008968	AT2G33180.1	evm.model.RL_6.1402
OG0008969	AT2G33255.1	evm.model.RL_6.1410
OG0008970	AT2G32850.2	evm.model.RL_6.1372
OG0008971	AT2G32900.1	evm.model.RL_6.1379
OG0008972	AT2G32600.1	evm.model.RL_6.1349
OG0008973	AT2G32550.2	evm.model.RL_6.1345
OG0008974	AT2G32510.1	evm.model.RL_6.1341
OG0008975	AT5G48930.1	evm.model.RL_5.3
OG0008977	AT2G31410.1	evm.model.RL_6.1237
OG0008978	AT2G31280.3	evm.model.RL_6.1223
OG0008979	AT2G31110.2	evm.model.RL_6.1204
OG0008980	AT2G30920.1	evm.model.RL_6.1181, evm.model.RL_6.1224
OG0008981	AT2G30690.1	evm.model.RL_6.1161, evm.model.RL_6.1162
OG0008982	AT2G30280.1	evm.model.RL_6.1121
OG0008983	AT2G30240.1	evm.model.RL_6.1118
OG0008985	AT2G29060.1	evm.model.RL_6.1010
OG0008986	AT2G29040.1	evm.model.RL_6.1008
OG0008987	AT2G28910.1	evm.model.RL_6.995
OG0008988	AT2G28880.1	evm.model.RL_6.992
OG0008989	AT2G28630.1	evm.model.RL_6.968
OG0008991	AT2G28380.1	evm.model.RL_6.940
OG0008992	AT2G28305.1	evm.model.RL_6.931
OG0008993	AT2G28120.1	evm.model.RL_6.910
OG0008994	AT2G27740.1	evm.model.RL_6.874
OG0008995	AT2G27730.1	evm.model.RL_6.872
OG0008996	AT2G27230.1	evm.model.RL_6.804
OG0008997	AT2G27300.1	evm.model.RL_6.816
OG0008998	AT2G27370.1	evm.model.RL_6.823
OG0008999	AT2G27500.1	evm.model.RL_6.837
OG0009000	AT2G27190.1	evm.model.RL_6.795
OG0009001	AT2G26490.1	evm.model.RL_6.575
OG0009002	AT2G25740.1	evm.model.RL_6.491
OG0009003	AT2G25737.1	evm.model.RL_6.490
OG0009004	AT4G27480.1	evm.model.RL_2.2261
OG0009005	AT4G27450.1	evm.model.RL_2.2257
OG0009006	AT4G27080.2	evm.model.RL_2.2223
OG0009007	AT3G01440.1	evm.model.RL_1.75
OG0009008	AT3G01460.1	evm.model.RL_1.73
OG0009009	AT3G01470.1	evm.model.RL_1.72
OG0009010	AT3G01680.1	evm.model.RL_1.48
OG0009011	AT3G01670.2	evm.model.RL_1.49
OG0009012	AT3G01790.1	evm.model.RL_1.37
OG0009013	AT4G26370.1	evm.model.RL_2.2153
OG0009014	AT4G26965.1	evm.model.RL_2.2212
OG0009015	AT4G26810.1	evm.model.RL_2.2199
OG0009016	AT3G01120.1	evm.model.RL_1.111
OG0009017	AT3G02170.1	evm.model.RL_1.129
OG0009018	AT3G02550.1	evm.model.RL_1.171
OG0009019	AT3G02600.1	evm.model.RL_1.178
OG0009020	AT3G02840.1	evm.model.RL_1.205
OG0009021	AT3G02910.1	evm.model.RL_1.214
OG0009022	AT3G03070.1	evm.model.RL_1.229
OG0009023	AT3G03140.1	evm.model.RL_1.236
OG0009024	AT3G03150.1	evm.model.RL_1.237
OG0009025	AT3G03420.1	evm.model.RL_1.261
OG0009026	AT3G03650.1	evm.model.RL_1.286
OG0009027	AT3G03990.1	evm.model.RL_1.320
OG0009028	AT3G04060.1	evm.model.RL_1.327
OG0009029	AT3G04070.1	evm.model.RL_1.328
OG0009030	AT3G04290.1	evm.model.RL_1.346
OG0009031	AT3G04480.1	evm.model.RL_1.360.2.687c87ea
OG0009032	AT3G04630.3	evm.model.RL_1.377.1.687c87ea
OG0009033	AT3G04670.1	evm.model.RL_1.382
OG0009034	AT3G04710.3	evm.model.RL_1.386
OG0009035	AT3G04890.4	evm.model.RL_1.406
OG0009036	AT3G05140.2	evm.model.RL_1.435
OG0009037	AT3G05180.1	evm.model.RL_1.440
OG0009038	AT3G05670.1	evm.model.RL_1.494
OG0009039	AT3G05680.1	evm.model.RL_1.498
OG0009040	AT3G06080.2	evm.model.RL_1.543
OG0009041	AT3G06290.1	evm.model.RL_1.562
OG0009042	AT3G06510.2	evm.model.RL_1.588
OG0009043	AT3G66654.1	evm.model.RL_1.602
OG0009044	AT3G06890.1	evm.model.RL_1.633, evm.model.RL_1.631
OG0009045	AT3G07090.1	evm.model.RL_1.650.2.687c87eb
OG0009046	AT5G48820.2	evm.model.RL_4.858
OG0009047	AT3G07300.3	evm.model.RL_1.673
OG0009048	AT3G07330.1	evm.model.RL_1.676
OG0009049	AT3G07350.1	evm.model.RL_1.678
OG0009050	AT3G07930.3	evm.model.RL_1.746
OG0009051	AT2G26350.1	evm.model.RL_6.555
OG0009052	AT3G23890.1	evm.model.RL_3.1219
OG0009053	AT3G08030.1	evm.model.RL_1.756
OG0009054	AT3G08505.1	evm.model.RL_1.760.2.687c87eb
OG0009055	AT1G47200.1	evm.model.RL_5.2274
OG0009056	AT2G40540.1	evm.model.RL_6.2178
OG0009057	AT2G40480.1	evm.model.RL_6.2171
OG0009058	AT2G40435.1	evm.model.RL_6.2166
OG0009059	AT2G40370.1	evm.model.RL_6.2157
OG0009060	AT2G40320.1	evm.model.RL_6.2153
OG0009061	AT2G40220.1	evm.model.RL_6.2141
OG0009062	AT2G39710.1	evm.model.RL_6.2079
OG0009063	AT2G39705.1	evm.model.RL_6.2078
OG0009064	AT2G39510.1	evm.model.RL_6.2065
OG0009065	AT2G39220.1	evm.model.RL_6.2036
OG0009066	AT2G39440.1	evm.model.RL_6.2056
OG0009067	AT2G39130.1	evm.model.RL_6.2028
OG0009068	AT2G38730.1	evm.model.RL_6.1982
OG0009069	AT1G68110.1	evm.model.RL_3.1190
OG0009070	AT2G38710.1	evm.model.RL_6.1980
OG0009071	AT2G36130.1	evm.model.RL_6.1707
OG0009072	AT2G36210.1	evm.model.RL_6.1713
OG0009073	AT2G36230.1	evm.model.RL_6.1715
OG0009074	AT3G52730.2	evm.model.RL_7.1114.1.687c84b8
OG0009075	AT2G36470.1	evm.model.RL_6.1744
OG0009076	AT2G36640.1	evm.model.RL_6.1757
OG0009077	AT2G36910.1	evm.model.RL_6.1786
OG0009078	AT2G37050.3	evm.model.RL_6.1803
OG0009079	AT2G37370.1	evm.model.RL_6.1846
OG0009080	AT2G37860.3	evm.model.RL_6.1889
OG0009081	AT2G37870.1	evm.model.RL_6.1890
OG0009082	AT2G38610.1	evm.model.RL_6.1968
OG0009083	AT2G38600.1	evm.model.RL_6.1967
OG0009084	AT2G38040.1	evm.model.RL_6.1907
OG0009085	AT2G38480.1	evm.model.RL_6.1957
OG0009086	AT2G38330.1	evm.model.RL_6.1940
OG0009087	AT2G38320.1	evm.model.RL_6.1939
OG0009088	AT2G35800.1	evm.model.RL_6.1671
OG0009089	AT1G15240.2	evm.model.RL_5.1375
OG0009090	AT1G15260.1	evm.model.RL_5.1377
OG0009091	AT1G15390.1	evm.model.RL_5.1393
OG0009092	AT1G15440.1	evm.model.RL_5.1399
OG0009093	AT1G15550.1	evm.model.RL_5.1412
OG0009094	AT1G15670.1	evm.model.RL_5.1418
OG0009095	AT1G15970.1	evm.model.RL_5.1451
OG0009097	AT1G16420.1	evm.model.RL_5.1487
OG0009098	AT1G16510.1	evm.model.RL_5.1497
OG0009099	AT1G16530.1	evm.model.RL_5.1499
OG0009100	AT1G16880.1	evm.model.RL_5.1530
OG0009101	AT1G17220.1	evm.model.RL_5.1566
OG0009102	AT1G17360.1	evm.model.RL_5.1576
OG0009103	AT1G17380.1	evm.model.RL_5.1578
OG0009104	AT1G17640.1	evm.model.RL_5.1600
OG0009105	AT1G18190.1	evm.model.RL_5.1644
OG0009106	AT1G18580.1	evm.model.RL_5.1693
OG0009107	AT4G26190.1	evm.model.RL_2.2137
OG0009108	AT1G18630.1	evm.model.RL_5.1698
OG0009109	AT1G18650.1	evm.model.RL_5.1700
OG0009110	AT1G19050.1	evm.model.RL_5.1739
OG0009111	AT1G19920.1	evm.model.RL_5.1820
OG0009112	AT1G19940.1	evm.model.RL_5.1821
OG0009113	AT1G20190.1	evm.model.RL_5.1850
OG0009114	AT1G20970.1	evm.model.RL_5.3647
OG0009115	AT1G21090.1	evm.model.RL_5.3633
OG0009116	AT3G54210.1	evm.model.RL_7.960, evm.model.RL_6.405
OG0009117	AT1G21900.1	evm.model.RL_5.3567
OG0009118	AT1G22030.1	evm.model.RL_5.3557
OG0009119	AT1G22040.1	evm.model.RL_5.3556
OG0009120	AT1G22700.1	evm.model.RL_5.3495
OG0009121	AT1G22710.1	evm.model.RL_5.3494
OG0009122	AT1G23090.1	evm.model.RL_5.3454
OG0009123	AT1G23330.1	evm.model.RL_5.3432
OG0009124	AT1G23450.1	evm.model.RL_5.3421
OG0009125	AT1G23730.1	evm.model.RL_5.3404
OG0009126	AT1G27060.1	evm.model.RL_5.3348
OG0009127	AT1G26940.1	evm.model.RL_5.3333
OG0009128	AT1G26750.1	evm.model.RL_5.3310
OG0009129	AT1G26660.2	evm.model.RL_5.3300
OG0009130	AT1G69340.1	evm.model.RL_3.1317
OG0009131	AT1G26470.1	evm.model.RL_5.3281
OG0009133	AT1G26200.3	evm.model.RL_5.3261
OG0009134	AT1G26190.1	evm.model.RL_5.3260
OG0009135	AT1G25440.1	evm.model.RL_5.3231
OG0009136	AT1G25422.1	evm.model.RL_5.3229
OG0009137	AT1G25240.2	evm.model.RL_5.3207
OG0009138	AT1G25210.2, AT1G24793.1, AT1G25145.1, AT1G25054.1	evm.model.RL_5.3204
OG0009139	AT1G24470.1	evm.model.RL_5.3181
OG0009140	AT1G27340.1	evm.model.RL_5.3157
OG0009141	AT4G24275.1	evm.model.RL_2.1944
OG0009143	AT4G24500.1	evm.model.RL_2.1961
OG0009144	AT4G24790.1	evm.model.RL_2.1993
OG0009145	AT4G24910.1	evm.model.RL_2.2004
OG0009146	AT2G25280.1	evm.model.RL_6.427
OG0009148	AT2G25070.1	evm.model.RL_6.404
OG0009149	AT2G25110.1	evm.model.RL_6.409
OG0009150	AT2G24500.1	evm.model.RL_6.346
OG0009151	AT2G24270.2	evm.model.RL_6.315
OG0009152	AT2G23990.2	evm.model.RL_6.285
OG0009153	AT2G23800.1	evm.model.RL_6.265
OG0009154	AT2G23350.1	evm.model.RL_6.230
OG0009155	AT2G23140.1	evm.model.RL_6.216
OG0009156	AT3G51490.2	evm.model.RL_7.1236
OG0009157	AT2G22560.1	evm.model.RL_6.157
OG0009158	AT2G22470.1	evm.model.RL_6.147
OG0009159	AT2G21860.1	evm.model.RL_6.91
