Orthogroup	Cochlearia_excelsa	Raphanus_sativus
OG0008303	g12210	XP_018459545.1, XP_018488284.1
OG0008304	g13210, g7189	XP_018486221.1, XP_018486823.1
OG0008306	g13212	XP_018490360.1
OG0008307	g12194, g7173	XP_018491064.1, XP_018491063.1, XP_018433687.1
OG0008308	g12160	XP_018492752.1
OG0008309	g12151, g7119	XP_018487226.1, XP_018487245.1, XP_018489336.1
OG0008310	g7104	XP_018490762.1
OG0008311	g7101	XP_018439141.1, XP_018486941.1
OG0008312	g54274	XP_018442443.1, XP_018442456.1
OG0008313	g1453, g12106, g7052	XP_018492114.1, XP_018440718.1
OG0008314	g7027	XP_018492998.1, XP_018441148.1, XP_018437257.1, XP_018466889.1
OG0008315	g7020	XP_018485682.1, XP_018490126.1
OG0008316	g6996	XP_018486383.1
OG0008316	g12073	XP_018433415.1
OG0008317	g6957	XP_018435143.1, XP_018435754.1, XP_018438518.1
OG0008318	g6949	XP_018491507.1, XP_018490652.1, XP_018438664.1
OG0008321	g6886	XP_018438581.1, XP_018490135.1
OG0008322	g6860	XP_018433053.1
OG0008323	g13315, g11995	XP_018487147.1, XP_018485672.1
OG0008324	g13320	XP_018492688.1, XP_018492884.1, XP_018491758.1, XP_018492889.1
OG0008325	g11977, g6832	XP_018487584.1
OG0008326	g13337	XP_018488602.1, XP_018489668.1, XP_018492200.1
OG0008327	g6798	XP_018437822.1, XP_018487094.1
OG0008329	g3597, g30084, g36100, g30085	XP_018446979.1, XP_018491964.1
OG0008330	g11902	XP_018438617.1, XP_018490010.1
OG0008331	g47092	XP_018483193.1, XP_018470209.1
OG0008332	g6584	XP_018486260.1, XP_018486830.1
OG0008333	g11768	XP_018464578.1, XP_018488659.1, XP_018460319.1
OG0008334	g11761	XP_018464842.1, XP_018485806.1
OG0008335	g6477	XP_018491066.1, XP_018491072.1
OG0008336	g11728	XP_018462070.1, XP_018432833.1, XP_018433117.1
OG0008337	g6417	XP_018488490.1
OG0008337	g11671	XP_018490066.1
OG0008338	g41227	XP_018468290.1, XP_018470563.1, XP_018474701.1
OG0008339	g6022	XP_018434488.1, XP_018453070.1
OG0008340	g14306	XP_018433697.1, XP_018457093.1
OG0008341	g14236	XP_018461390.1, XP_018452109.1, XP_018440753.1
OG0008342	g6150	XP_018485405.1, XP_018440093.1
OG0008343	g6139	XP_018491463.1, XP_018441298.1
OG0008344	g6126, g14103	XP_018455805.1, XP_018438969.1
OG0008345	g13716	XP_018492422.1, XP_018437310.1
OG0008346	g6098	XP_018464589.1
OG0008347	g6091, g14032	XP_018441216.1, XP_018457050.1
OG0008348	g6088, g14027	XP_018437100.1
OG0008349	g14025	XP_018457147.1, XP_018433879.1
OG0008350	g6046	XP_018433065.1, XP_018486004.1
OG0008351	g5997	XP_018440909.1, XP_018454669.1
OG0008352	g6000	XP_018455200.1, XP_018437400.1
OG0008353	g13947	XP_018492462.1, XP_018457683.1
OG0008354	g5967	XP_018441622.1, XP_018439241.1, XP_018433220.1
OG0008355	g13903	XP_018441796.1, XP_018441762.1, XP_018441390.1
OG0008356	g13856	XP_018438440.1, XP_018452734.1
OG0008357	g54369	XP_018448119.1, XP_018451500.1
OG0008358	g54365	XP_018489765.1, XP_018447770.1
OG0008359	g36708	XP_018434819.1, XP_018460279.1
OG0008360	g40723	XP_018477237.1, XP_018464945.1
OG0008361	g36705	XP_018436242.1, XP_018449263.1
OG0008363	g49904, g36669	XP_018490124.1, XP_018478892.1
OG0008364	g54301	XP_018446107.1
OG0008365	g36634	XP_018438292.1, XP_018492078.1
OG0008366	g36625	XP_018447146.1, XP_018492220.1
OG0008367	g36611	XP_018470007.1, XP_018493115.1
OG0008368	g36610, g28006	XP_018448134.1, XP_018489268.1
OG0008369	g36605	XP_018486245.1
OG0008370	g36599	XP_018469797.1, XP_018447508.1
OG0008371	g54250	XP_018450613.1
OG0008372	g36527	XP_018447055.1, XP_018453799.1
OG0008373	g54226	XP_018449146.1, XP_018487206.1
OG0008374	g54188	XP_018449520.1, XP_018483133.1, XP_018491277.1
OG0008375	g36455, g54209	XP_018490275.1, XP_018485096.1
OG0008376	g36435	XP_018447669.1, XP_018466859.1
OG0008377	g28057, g54163	XP_018432973.1
OG0008378	g54122	XP_018483867.1, XP_018489524.1, XP_018449970.1, XP_018459860.1
OG0008379	g28084	XP_018458041.1, XP_018484606.1
OG0008380	g17594, g24387	XP_018485244.1, XP_018485235.1, XP_018470594.1
OG0008381	g24399	XP_018470396.1, XP_018478855.1
OG0008382	g51482, g37110	XP_018482489.1, XP_018438464.1
OG0008383	g37107	XP_018481188.1, XP_018439076.1
OG0008385	g19285	XP_018478786.1, XP_018433144.1, XP_018437077.1
OG0008386	g11335, g2426	XP_018482800.1, XP_018440990.1, XP_018438818.1
OG0008387	g2416	XP_018438424.1, XP_018442458.1, XP_018459164.1, XP_018459163.1
OG0008388	g19258	XP_018463558.1, XP_018478224.1, XP_018484037.1
OG0008389	g2409	XP_018481290.1, XP_018488982.1
OG0008390	g2398, g19217	XP_018483993.1
OG0008391	g19191, g2344	XP_018446580.1, XP_018491491.1
OG0008392	g19185, g2338	XP_018486530.1, XP_018478229.1
OG0008393	g19174	XP_018478846.1, XP_018464153.1, XP_018486428.1
OG0008394	g2327	XP_018458833.1, XP_018446381.1, XP_018488669.1
OG0008395	g19166	XP_018492709.1, XP_018459337.1
OG0008396	g2460	XP_018478420.1, XP_018478414.1, XP_018468282.1
OG0008397	g2296, g11300	XP_018443867.1, XP_018486700.1
OG0008398	g2295, g19157	XP_018488892.1, XP_018480988.1
OG0008399	g19137	XP_018493408.1
OG0008400	g19159	XP_018490977.1, XP_018480418.1
OG0008401	g2272	XP_018446129.1
OG0008402	g2254	XP_018443165.1, XP_018432553.1
OG0008403	g19092	XP_018487316.1, XP_018480625.1
OG0008404	g19081	XP_018488491.1, XP_018462839.1
OG0008405	g19048, g2171	XP_018491343.1, XP_018485003.1
OG0008406	g2144	XP_018432539.1, XP_018463766.1
OG0008407	g2070	XP_018445265.1, XP_018491157.1
OG0008408	g18982, g2118	XP_018464974.1, XP_018489369.1
OG0008409	g2035	XP_018446267.1, XP_018461789.1, XP_018461782.1, XP_018484512.1
OG0008410	g1978	XP_018488028.1
OG0008411	g1989	XP_018488434.1, XP_018445504.1
OG0008412	g1990	XP_018445501.1, XP_018493313.1
OG0008413	g1997	XP_018481436.1, XP_018481277.1, XP_018485906.1
OG0008414	g18929	XP_018464595.1, XP_018480576.1, XP_018486242.1
OG0008416	g11204	XP_018466785.1, XP_018466594.1, XP_018489517.1
OG0008417	g52089	XP_018473221.1, XP_018440680.1, XP_018465143.1
OG0008418	g16857	XP_018446255.1
OG0008419	g18896, g2021	XP_018446978.1, XP_018492107.1
OG0008420	g2024	XP_018442143.1
OG0008421	g2025	XP_018432577.1, XP_018465569.1, XP_018460705.1
OG0008422	g18879	XP_018444823.1, XP_018485750.1
OG0008423	g11199	XP_018444780.1, XP_018489948.1
OG0008424	g1960	XP_018491571.1, XP_018478389.1, XP_018459604.1
OG0008425	g18859	XP_018487154.1, XP_018459094.1, XP_018461319.1
OG0008426	g11192	XP_018491416.1, XP_018476781.1
OG0008427	g18826	XP_018460388.1, XP_018488326.1, XP_018444890.1
OG0008429	g18803	XP_018489985.1, XP_018489981.1, XP_018465352.1, XP_018482608.1
OG0008430	g1815	XP_018489278.1, XP_018465477.1, XP_018444922.1
OG0008431	g1788	XP_018490241.1, XP_018490246.1
OG0008432	g1786	XP_018485700.1, XP_018447026.1
OG0008433	g1780	XP_018493593.1
OG0008434	g1768	XP_018463298.1, XP_018489612.1
OG0008435	g1773	XP_018488609.1
OG0008436	g18742	XP_018477336.1
OG0008437	g18743	XP_018477335.1, XP_018490267.1, XP_018490376.1
OG0008438	g18746	XP_018478402.1, XP_018486197.1, XP_018486240.1
OG0008439	g18762, g11146, g1742	XP_018489692.1, XP_018478723.1, XP_018444420.1
OG0008440	g11145	XP_018459636.1
OG0008441	g54344	XP_018488754.1
OG0008441	g36687	XP_018443207.1
OG0008442	g36670, g35874	XP_018489595.1
OG0008443	g42089, g50238, g17930	XP_018448281.1
OG0008445	g10965	XP_018460585.1, XP_018483179.1
OG0008447	g51707	XP_018475262.1, XP_018482872.1
OG0008449	g44373	XP_018465826.1, XP_018465391.1
OG0008450	g45994, g17999	XP_018445532.1, XP_018445528.1, XP_018457825.1, XP_018457836.1
OG0008451	g3186, g27886, g27904	XP_018489130.1
OG0008452	g47667	XP_018464604.1
OG0008454	g33266, g33567, g22397, g22452, g22311, g22370, g47843	XP_018467827.1, XP_018468027.1
OG0008456	g49553	XP_018432664.1
OG0008457	g31107	XP_018466166.1, XP_018471740.1, XP_018471717.1
OG0008458	g27073	XP_018461997.1, XP_018467268.1
OG0008459	g31298, g27138	XP_018462300.1, XP_018493333.1
OG0008461	g31565	XP_018436043.1
OG0008464	g44842	XP_018454758.1, XP_018466213.1, XP_018470120.1, XP_018461347.1
OG0008465	g41563, g44844	XP_018453322.1, XP_018444438.1, XP_018444928.1
OG0008466	g18043	XP_018468714.1, XP_018444658.1, XP_018445078.1
OG0008468	g7393, g12333	XP_018492560.1, XP_018465589.1, XP_018488518.1
OG0008469	g29840	XP_018443233.1, XP_018453098.1
OG0008470	g38309, g39725	XP_018478403.1, XP_018477544.1, XP_018456094.1
OG0008471	g51087, g40025	XP_018440735.1, XP_018485171.1
OG0008473	g1269	XP_018456100.1
OG0008474	g1559	XP_018458397.1, XP_018467396.1, XP_018455715.1, XP_018438663.1
OG0008475	g896	XP_018468015.1, XP_018453632.1, XP_018463557.1
OG0008476	g39289	XP_018475683.1, XP_018464324.1, XP_018468691.1
OG0008477	g28864	XP_018476278.1, XP_018474244.1, XP_018469909.1
OG0008478	g582	XP_018464068.1, XP_018465704.1, XP_018435112.1, XP_018459218.1
OG0008479	g9859	XP_018436763.1, XP_018439254.1, XP_018490499.1
OG0008480	g119	XP_018437471.1, XP_018491207.1, XP_018491206.1
OG0008482	g32155	XP_018437508.1, XP_018450075.1, XP_018460431.1
OG0008484	g12463	XP_018490525.1, XP_018490514.1
OG0008487	g51532	XP_018474083.1, XP_018482680.1, XP_018482679.1, XP_018436362.1
OG0008491	g10282	XP_018439710.1, XP_018478845.1, XP_018477306.1
OG0008504	g23566	XP_018451344.1, XP_018451345.1, XP_018464786.1
OG0008505	g23537	XP_018480395.1, XP_018469657.1
OG0008506	g47683	XP_018470933.1, XP_018460042.1, XP_018465739.1
OG0008507	g23512	XP_018451421.1, XP_018470192.1
OG0008508	g17016	XP_018451495.1, XP_018471542.1
OG0008509	g47716	XP_018435673.1, XP_018485124.1
OG0008510	g47717	XP_018443648.1, XP_018462590.1
OG0008511	g23453	XP_018450296.1, XP_018467805.1, XP_018469040.1
OG0008512	g23448	XP_018472029.1, XP_018450297.1
OG0008513	g47726	XP_018450298.1, XP_018482124.1
OG0008514	g23422	XP_018468594.1, XP_018467804.1
OG0008515	g16985, g23414	XP_018446826.1, XP_018482103.1
OG0008516	g23398	XP_018449251.1
OG0008517	g47746	XP_018483707.1
OG0008518	g671	XP_018445426.1, XP_018443890.1
OG0008519	g23376	XP_018483607.1, XP_018472230.1
OG0008520	g23374	XP_018452504.1, XP_018483602.1
OG0008521	g23329	XP_018481370.1, XP_018482368.1
OG0008522	g16949	XP_018480623.1, XP_018468607.1
OG0008523	g47790	XP_018471843.1
OG0008524	g47795	XP_018469720.1, XP_018450351.1, XP_018457181.1
OG0008525	g47796	XP_018472467.1, XP_018484358.1
OG0008526	g23284, g16932	XP_018470688.1, XP_018480236.1, XP_018480239.1
OG0008527	g16930, g23278	XP_018480252.1, XP_018480251.1, XP_018447626.1
OG0008528	g16926	XP_018480248.1, XP_018480247.1
OG0008529	g23249	XP_018481190.1, XP_018459210.1
OG0008530	g23219	XP_018478038.1
OG0008531	g23234	XP_018477644.1, XP_018471825.1
OG0008532	g47827	XP_018471357.1, XP_018478039.1
OG0008533	g23200	XP_018462200.1
OG0008534	g47820	XP_018471221.1, XP_018451898.1
OG0008535	g23191	XP_018458095.1, XP_018459243.1
OG0008536	g23190	XP_018478350.1, XP_018467890.1
OG0008537	g23189	XP_018477532.1, XP_018459252.1
OG0008538	g23183	XP_018483754.1, XP_018470812.1
OG0008540	g47874	XP_018480349.1, XP_018470072.1
OG0008541	g47865	XP_018470174.1, XP_018450405.1
OG0008542	g18186	XP_018471136.1, XP_018465843.1
OG0008543	g23095	XP_018450350.1, XP_018469622.1
OG0008544	g18208	XP_018468006.1, XP_018451802.1
OG0008545	g23077	XP_018469562.1, XP_018469632.1
OG0008546	g23059	XP_018470601.1
OG0008547	g47900	XP_018469072.1, XP_018450164.1
OG0008548	g27749	XP_018486776.1
OG0008549	g32534	XP_018441013.1
OG0008550	g32540	XP_018476340.1
OG0008551	g32549	XP_018442639.1, XP_018448638.1
OG0008553	g32614	XP_018442936.1, XP_018486008.1
OG0008554	g24301	XP_018451182.1, XP_018451949.1
OG0008555	g47194	XP_018447091.1, XP_018481903.1
OG0008556	g24325, g17565	XP_018472315.1, XP_018463163.1
OG0008557	g27187	XP_018487114.1, XP_018449528.1
OG0008558	g43893	XP_018457058.1
OG0008559	g41134	XP_018488875.1
OG0008560	g41112	XP_018441226.1
OG0008561	g47831	XP_018451761.1, XP_018485282.1
OG0008562	g44031	XP_018461255.1, XP_018457351.1
OG0008563	g31224	XP_018433816.1, XP_018488458.1
OG0008564	g38259	XP_018454294.1
OG0008565	g44106	XP_018435091.1, XP_018457573.1
OG0008566	g41032	XP_018453316.1, XP_018436935.1
OG0008567	g41002	XP_018455623.1
OG0008568	g40999	XP_018457368.1, XP_018438088.1
OG0008570	g44154	XP_018433556.1, XP_018433542.1
OG0008571	g44167	XP_018455113.1
OG0008572	g40970	XP_018439489.1, XP_018458049.1
OG0008573	g44180	XP_018463250.1, XP_018436634.1
OG0008574	g40952	XP_018467276.1
OG0008575	g44186	XP_018452285.1, XP_018433350.1
OG0008576	g27164	XP_018456877.1
OG0008577	g49782, g31336	XP_018458288.1, XP_018458290.1, XP_018449102.1
OG0008578	g31578	XP_018486072.1, XP_018451287.1
OG0008579	g10775	XP_018453250.1, XP_018439851.1
OG0008580	g10762	XP_018435715.1, XP_018482141.1, XP_018482133.1, XP_018465194.1
OG0008581	g10742	XP_018455141.1, XP_018459536.1, XP_018481829.1
OG0008582	g10721	XP_018483414.1, XP_018483416.1
OG0008584	g10661	XP_018478326.1
OG0008585	g10653	XP_018477315.1, XP_018464838.1, XP_018435168.1
OG0008586	g1563	XP_018436839.1, XP_018480668.1
OG0008587	g10605	XP_018483331.1, XP_018463593.1, XP_018434716.1
OG0008588	g10599	XP_018484486.1, XP_018452632.1
OG0008589	g10588	XP_018482731.1, XP_018453198.1
OG0008590	g10567	XP_018433216.1
OG0008591	g10555	XP_018483056.1
OG0008592	g10541	XP_018483086.1
OG0008593	g1601	XP_018441964.1, XP_018483088.1
OG0008594	g10516	XP_018462283.1, XP_018452637.1
OG0008595	g10505	XP_018482740.1, XP_018482738.1, XP_018482741.1, XP_018457666.1
OG0008596	g10498	XP_018484321.1
OG0008597	g10459	XP_018463684.1, XP_018454766.1
OG0008598	g10458	XP_018438068.1, XP_018485066.1
OG0008599	g10417	XP_018481015.1, XP_018437613.1
OG0008600	g10415	XP_018477100.1, XP_018441557.1
OG0008601	g4295, g16503	XP_018454108.1, XP_018484886.1
OG0008602	g10399	XP_018455989.1, XP_018481635.1
OG0008603	g10397	XP_018483510.1, XP_018462950.1
OG0008604	g10356	XP_018458461.1, XP_018479368.1
OG0008605	g10354	XP_018458459.1, XP_018479367.1, XP_018440116.1
OG0008606	g45004	XP_018442708.1, XP_018453767.1
OG0008607	g45030	XP_018446359.1
OG0008608	g45050	XP_018446460.1
OG0008610	g44262	XP_018455679.1, XP_018457420.1
OG0008611	g40739	XP_018453009.1, XP_018454422.1
OG0008612	g40768	XP_018465597.1, XP_018457491.1, XP_018456633.1
OG0008613	g40775	XP_018456149.1
OG0008614	g40818	XP_018454281.1, XP_018451994.1
OG0008615	g40808	XP_018454283.1, XP_018455366.1
OG0008616	g40801	XP_018456066.1
OG0008617	g44248	XP_018454482.1
OG0008618	g40846	XP_018452063.1
OG0008619	g40863	XP_018452283.1
OG0008621	g12272	XP_018491301.1
OG0008622	g39304	XP_018476458.1
OG0008624	g38151	XP_018482198.1, XP_018441837.1
OG0008625	g51972	XP_018483469.1, XP_018436883.1
OG0008626	g12402	XP_018491676.1, XP_018493020.1
OG0008627	g5720	XP_018476380.1, XP_018474348.1
OG0008628	g13073	XP_018487353.1
OG0008629	g7418	XP_018488914.1
OG0008630	g12348	XP_018435212.1, XP_018485416.1
OG0008631	g7402	XP_018486736.1, XP_018439289.1, XP_018434869.1
OG0008632	g7377	XP_018487280.1, XP_018441910.1, XP_018462126.1
OG0008633	g12319	XP_018493132.1, XP_018492923.1
OG0008634	g7347	XP_018485567.1, XP_018487112.1
OG0008635	g13130	XP_018491967.1
OG0008636	g7342	XP_018491059.1, XP_018440606.1
OG0008637	g12292	XP_018458692.1, XP_018486902.1
OG0008638	g13139	XP_018435356.1, XP_018492984.1
OG0008639	g41149	XP_018461025.1, XP_018461569.1
OG0008640	g26831	XP_018454566.1, XP_018459721.1
OG0008641	g28260	XP_018457182.1, XP_018460991.1
OG0008642	g28281	XP_018475165.1, XP_018473229.1, XP_018473029.1, XP_018473041.1
OG0008643	g1364	XP_018473201.1, XP_018466167.1, XP_018453669.1
OG0008644	g1362, g28300	XP_018476895.1, XP_018470974.1
OG0008645	g28304	XP_018455075.1
OG0008646	g41193, g41175	XP_018459054.1, XP_018454392.1, XP_018454768.1
OG0008647	g28350	XP_018455567.1, XP_018463685.1
OG0008648	g28385, g888	XP_018472984.1, XP_018457176.1, XP_018456301.1
OG0008649	g41247	XP_018471877.1, XP_018455781.1, XP_018457781.1
OG0008650	g907	XP_018472026.1
OG0008651	g901	XP_018449704.1, XP_018462464.1
OG0008652	g41254	XP_018468482.1, XP_018455066.1
OG0008653	g28425	XP_018468223.1
OG0008653	g922	XP_018464561.1
OG0008654	g28426, g41291	XP_018453073.1, XP_018457552.1
OG0008655	g28432	XP_018466548.1, XP_018457033.1
OG0008656	g927, g28433	XP_018471054.1, XP_018453330.1, XP_018453329.1
OG0008657	g28455	XP_018454195.1
OG0008658	g28441	XP_018455906.1, XP_018457669.1, XP_018462447.1
OG0008659	g948	XP_018473554.1, XP_018485016.1
OG0008660	g28471	XP_018471057.1, XP_018483733.1
OG0008661	g955	XP_018460453.1, XP_018472818.1, XP_018460452.1
OG0008662	g28497	XP_018474680.1, XP_018454601.1
OG0008663	g28507	XP_018457194.1
OG0008664	g28510	XP_018476535.1, XP_018456110.1
OG0008665	g28515	XP_018464718.1
OG0008666	g28523	XP_018456864.1, XP_018452720.1
OG0008667	g1024	XP_018465775.1, XP_018455214.1, XP_018474678.1
OG0008668	g28542, g39357	XP_018455387.1, XP_018469305.1
OG0008669	g28555	XP_018452156.1, XP_018472650.1
OG0008670	g1068	XP_018476128.1, XP_018457845.1
OG0008671	g28558	XP_018474769.1
OG0008672	g39338	XP_018475935.1, XP_018453346.1
OG0008673	g1083	XP_018457852.1, XP_018472511.1
OG0008674	g28592	XP_018468471.1, XP_018454802.1
OG0008675	g28609	XP_018471112.1, XP_018457794.1
OG0008676	g28622	XP_018457546.1, XP_018455061.1
OG0008677	g28632	XP_018454336.1, XP_018454339.1
OG0008678	g1118	XP_018469355.1, XP_018475497.1
OG0008679	g28666	XP_018469194.1, XP_018464322.1, XP_018456351.1
OG0008680	g28680	XP_018474550.1
OG0008681	g28681	XP_018455650.1, XP_018476124.1
OG0008682	g10306	XP_018483368.1
OG0008683	g10301	XP_018440007.1, XP_018483617.1
OG0008684	g10300	XP_018437439.1, XP_018454977.1
OG0008685	g29362, g5282	XP_018464055.1, XP_018446073.1
OG0008686	g29364	XP_018471162.1, XP_018445365.1
OG0008687	g29378	XP_018475388.1
OG0008688	g29374	XP_018455248.1, XP_018446441.1
OG0008689	g45609	XP_018446440.1, XP_018455336.1
OG0008690	g5295	XP_018472323.1, XP_018445536.1
OG0008691	g45593, g5313	XP_018468328.1, XP_018443336.1
OG0008692	g45592	XP_018442186.1, XP_018469892.1
OG0008693	g45587	XP_018474541.1
OG0008694	g5335, g29418	XP_018442338.1, XP_018449677.1
OG0008695	g5344	XP_018471490.1, XP_018462094.1
OG0008696	g5347	XP_018471489.1
OG0008698	g5377	XP_018444515.1, XP_018469102.1
OG0008699	g29483, g5403	XP_018442309.1, XP_018471071.1
OG0008700	g45540	XP_018473113.1, XP_018445961.1
OG0008701	g45534	XP_018445232.1, XP_018475697.1
OG0008702	g5426, g29513	XP_018468707.1
OG0008703	g29540	XP_018470985.1, XP_018446944.1
OG0008704	g29550	XP_018447030.1, XP_018470739.1
OG0008705	g29554	XP_018471160.1, XP_018446453.1
OG0008706	g29566	XP_018470726.1, XP_018445455.1
OG0008707	g45503	XP_018469156.1, XP_018446139.1
OG0008709	g5500	XP_018450404.1
OG0008710	g5509	XP_018444389.1, XP_018474973.1
OG0008711	g5526	XP_018470448.1, XP_018470446.1
OG0008712	g5531	XP_018473115.1
OG0008713	g29607	XP_018474588.1, XP_018446886.1
OG0008714	g29621	XP_018446035.1, XP_018468394.1
OG0008715	g24286	XP_018480396.1, XP_018448660.1
OG0008716	g24244, g47226	XP_018471498.1
OG0008717	g47235	XP_018448085.1, XP_018448088.1, XP_018453976.1
OG0008718	g24235	XP_018469165.1
OG0008719	g47239, g17520	XP_018481102.1, XP_018480755.1
OG0008720	g24233, g17519	XP_018481481.1, XP_018469071.1
OG0008721	g24230	XP_018470548.1, XP_018451513.1
OG0008722	g47257, g24209	XP_018471408.1
OG0008723	g47283	XP_018470775.1
OG0008725	g24151	XP_018471682.1, XP_018477757.1
OG0008726	g24148, g47302	XP_018447153.1, XP_018462862.1
OG0008727	g17428, g24129	XP_018449895.1, XP_018467901.1
OG0008728	g24124	XP_018467897.1
OG0008729	g17409	XP_018447988.1
OG0008730	g47328	XP_018469143.1, XP_018465044.1, XP_018449994.1
OG0008731	g24075	XP_018458512.1, XP_018470428.1
OG0008732	g24068	XP_018448511.1, XP_018469227.1
OG0008733	g24053	XP_018471226.1
OG0008734	g47358	XP_018469770.1, XP_018450207.1
OG0008735	g17363	XP_018449291.1
OG0008736	g24008	XP_018447263.1, XP_018471658.1
OG0008737	g47402	XP_018469536.1
OG0008738	g47430	XP_018469263.1
OG0008739	g40401	XP_018455789.1
OG0008740	g47434	XP_018478292.1, XP_018447522.1
OG0008741	g17275	XP_018477956.1, XP_018448929.1
OG0008742	g23922	XP_018448927.1, XP_018458809.1
OG0008743	g17272	XP_018477197.1, XP_018468695.1
OG0008744	g47452	XP_018471727.1
OG0008745	g23893, g47459	XP_018484488.1, XP_018471475.1, XP_018471462.1
OG0008747	g17249	XP_018479121.1, XP_018470097.1
OG0008748	g40307, g25782	XP_018450544.1
OG0008749	g32680	XP_018485397.1, XP_018493171.1
OG0008750	g32738	XP_018492771.1
OG0008751	g32749, g27810	XP_018451704.1
OG0008752	g50753	XP_018460600.1, XP_018447641.1
OG0008752	g32767	XP_018438557.1
OG0008753	g32851	XP_018465902.1, XP_018464368.1
OG0008754	g32993	XP_018485398.1
OG0008755	g35950, g53898	XP_018467002.1
OG0008756	g28144	XP_018467982.1, XP_018447609.1
OG0008757	g32291, g50420	XP_018451927.1
OG0008758	g36186	XP_018451413.1, XP_018441332.1, XP_018442646.1
OG0008759	g32305	XP_018432972.1, XP_018440813.1
OG0008760	g50460	XP_018462970.1, XP_018447654.1, XP_018486306.1
OG0008761	g44572	XP_018457295.1, XP_018442116.1
OG0008762	g50503	XP_018442510.1, XP_018489627.1
OG0008763	g32392	XP_018465829.1, XP_018479188.1
OG0008764	g27689	XP_018449439.1, XP_018434497.1
OG0008765	g50552	XP_018491946.1, XP_018490768.1
OG0008766	g50565	XP_018442661.1, XP_018491733.1
OG0008767	g32502	XP_018459609.1, XP_018449967.1
OG0008768	g50569	XP_018458994.1
OG0008769	g47932	XP_018448051.1, XP_018448029.1
OG0008770	g22974	XP_018450399.1, XP_018450397.1, XP_018471957.1, XP_018467834.1
OG0008771	g22960	XP_018451496.1, XP_018467205.1, XP_018470634.1
OG0008772	g22922	XP_018470392.1, XP_018471426.1
OG0008773	g47974, g22904	XP_018459222.1, XP_018471401.1
OG0008774	g22878	XP_018470837.1, XP_018449008.1, XP_018449022.1
OG0008775	g22869	XP_018449992.1, XP_018484536.1
OG0008776	g22855	XP_018449123.1, XP_018477329.1
OG0008777	g22851	XP_018449607.1, XP_018449596.1, XP_018468644.1
OG0008778	g22806	XP_018469587.1, XP_018449698.1
OG0008779	g22803	XP_018468926.1, XP_018451760.1, XP_018449475.1
OG0008780	g22789	XP_018471431.1, XP_018451318.1
OG0008781	g22780	XP_018449517.1, XP_018459829.1, XP_018469094.1
OG0008782	g22778, g22777	XP_018459823.1, XP_018448365.1, XP_018449727.1
OG0008783	g22743	XP_018471773.1
OG0008785	g23619	XP_018484478.1, XP_018470302.1
OG0008787	g46839	XP_018485186.1
OG0008788	g46758	XP_018459887.1, XP_018463825.1, XP_018483878.1
OG0008789	g37509	XP_018483085.1
OG0008790	g16905	XP_018481193.1, XP_018481881.1
OG0008791	g32509	XP_018458970.1
OG0008792	g29720	XP_018445048.1
OG0008793	g32578	XP_018435025.1
OG0008794	g51536	XP_018478133.1, XP_018463148.1
OG0008795	g40264	XP_018475455.1
OG0008796	g51406	XP_018475538.1, XP_018438234.1
OG0008797	g37062	XP_018455514.1, XP_018464688.1
OG0008798	g37048	XP_018460394.1, XP_018477607.1
OG0008799	g37052	XP_018454159.1
OG0008800	g52273, g37625	XP_018475671.1, XP_018440977.1
OG0008801	g18465, g18424	XP_018441442.1, XP_018444253.1
OG0008802	g40308	XP_018443968.1
OG0008803	g40354	XP_018475333.1, XP_018458961.1
OG0008804	g45142	XP_018459076.1, XP_018456874.1
OG0008805	g40399	XP_018461046.1, XP_018452946.1, XP_018476922.1
OG0008806	g25602	XP_018455008.1, XP_018454962.1
OG0008807	g25604	XP_018458657.1, XP_018476769.1
OG0008809	g25580	XP_018452278.1
OG0008810	g40464	XP_018471502.1, XP_018451973.1
OG0008811	g25542	XP_018455637.1
OG0008812	g40493	XP_018455641.1, XP_018481166.1
OG0008813	g40495	XP_018436947.1, XP_018480685.1
OG0008814	g11033	XP_018457976.1, XP_018483842.1
OG0008815	g40531	XP_018433172.1
OG0008816	g40555	XP_018434460.1, XP_018452879.1
OG0008817	g10966	XP_018459606.1, XP_018433547.1
OG0008818	g40588	XP_018433160.1
OG0008819	g10922	XP_018464424.1
OG0008820	g40647	XP_018477801.1, XP_018459929.1
OG0008821	g10906	XP_018483064.1, XP_018456254.1
OG0008822	g40721, g10844	XP_018456259.1
OG0008823	g40722	XP_018464925.1, XP_018439838.1
OG0008824	g46871, g25206	XP_018458121.1, XP_018451685.1
OG0008825	g46946	XP_018485266.1, XP_018447607.1
OG0008826	g24752, g24757	XP_018447073.1
OG0008827	g46652	XP_018448166.1
OG0008828	g24635, g46995	XP_018463917.1, XP_018472129.1
OG0008829	g13490	XP_018492550.1
OG0008830	g24562	XP_018451282.1
OG0008831	g17726	XP_018451004.1, XP_018484121.1
OG0008832	g24534	XP_018451370.1, XP_018466294.1, XP_018483527.1
OG0008833	g47075	XP_018450386.1, XP_018469303.1
OG0008834	g17684	XP_018449312.1
OG0008835	g24471	XP_018467662.1, XP_018481917.1, XP_018479583.1
OG0008836	g36165, g14875, g52876, g43248, g47105	XP_018477331.1, XP_018477344.1
OG0008837	g47106	XP_018477495.1, XP_018471239.1
OG0008838	g16849	XP_018481251.1, XP_018442856.1
OG0008839	g46655	XP_018484875.1
