Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0009533	g19035	jg15599
OG0009534	g19003	jg15690
OG0009535	g19002, g2071	jg15684
OG0009536	g36131, g19000	jg15678
OG0009537	g18968	jg15819
OG0009538	g18960	jg15834
OG0009539	g2033	jg15839
OG0009540	g18927	jg15907
OG0009541	g2003, g18913	jg15941
OG0009542	g2013	jg15974
OG0009543	g2022	jg15992
OG0009544	g497	jg6209
OG0009545	g18816	jg16111
OG0009546	g18809	jg16112
OG0009547	g18800, g1896	jg16128
OG0009548	g1878	jg16164
OG0009549	g1872	jg16177
OG0009550	g1871	jg16179
OG0009551	g1836	jg16217
OG0009554	g18763	jg16382
OG0009555	g18771	jg16399, jg16392, jg16408, jg16400
OG0009556	g18776	jg16415
OG0009557	g1888	jg16140
OG0009558	g19782, g20911, g19734, g19776, g19687, g19728	jg23832
OG0009561	g36397, g54134	jg33069
OG0009563	g2081	jg15669
OG0009565	g11036	jg20665
OG0009567	g23709	jg9832
OG0009568	g51682	jg18957
OG0009569	g37264	jg1424
OG0009570	g51977	jg19394
OG0009572	g46013	jg2907
OG0009573	g23581	jg9632
OG0009574	g23144	jg8972
OG0009575	g23201, g47837	jg9067
OG0009577	g27053	jg29249
OG0009577	g27056	jg29250
OG0009579	g49714	jg29369
OG0009580	g27124, g31268	jg29467
OG0009581	g31347	jg29634
OG0009582	g27183	jg29650
OG0009583	g31618	jg30071
OG0009584	g27390, g27393	jg27120
OG0009585	g45921	jg2767
OG0009586	g41530	jg2418
OG0009587	g13800	jg28084
OG0009588	g36267	jg32831, jg32830
OG0009594	g50494	jg4104
OG0009595	g47210	jg10872
OG0009596	g19608	jg31475, jg31476, jg33222
OG0009597	g28123	jg32745
OG0009598	g28113	jg32814
OG0009600	g50527, g35976, g51308	jg18339
OG0009601	g51245	jg18199
OG0009603	g5225	jg5214
OG0009604	g29277	jg5316
OG0009605	g29262	jg5352
OG0009606	g5114	jg5368
OG0009607	g5020, g45740	jg5507
OG0009609	g16832	jg12683
OG0009610	g46624	jg12838, jg19296
OG0009612	g605, g10068	jg6439
OG0009613	g412	jg23107
OG0009614	g9889, g408	jg23111
OG0009615	g19654, g9654	jg23701
OG0009621	g39892	jg18132
OG0009622	g19295	jg15051
OG0009625	g1662	jg21404
OG0009635	g13842, g5887	jg28299
OG0009636	g52221	jg10817
OG0009637	g23473	jg9494
OG0009639	g47708	jg9441
OG0009640	g16995	jg9430
OG0009641	g47730	jg9396
OG0009642	g23411	jg9376
OG0009643	g16981, g48901	jg9353
OG0009645	g23378	jg9328
OG0009646	g16964	jg9291
OG0009647	g36265	jg32826
OG0009648	g23310	jg9229
OG0009649	g23268	jg9142
OG0009650	g23235	jg9100
OG0009651	g23239	jg9107
OG0009652	g23203	jg9069
OG0009653	g18159	jg9036
OG0009654	g28898, g41369	jg5988
OG0009655	g23157	jg8994
OG0009656	g23154	jg8990
OG0009657	g23139	jg8965
OG0009658	g6152	jg27614
OG0009659	g18206	jg8921
OG0009661	g23033	jg8850
OG0009662	g41351	jg6112
OG0009663	g47911	jg8827
OG0009664	g50571, g24905	jg31687
OG0009665	g32531	jg31799
OG0009668	g32548, g50618	jg31831
OG0009669	g32608	jg31882
OG0009670	g50634	jg31884
OG0009671	g17521, g50648	jg31899
OG0009672	g32630	jg31907
OG0009673	g23928	jg10232
OG0009674	g32632	jg31915
OG0009675	g32633	jg31919
OG0009676	g50659	jg31921
OG0009677	g27786	jg31927
OG0009678	g47191	jg10920
OG0009679	g24306	jg10923
OG0009680	g2667, g24356	jg11005
OG0009681	g24363, g24372	jg11020
OG0009682	g41121	jg1431
OG0009683	g43998	jg1342
OG0009684	g44005	jg1335
OG0009685	g41092	jg1333
OG0009686	g41076	jg1240, jg1215
OG0009687	g41061	jg1168
OG0009688	g44096, g41047	jg1049
OG0009689	g44094	jg1053
OG0009690	g41187, g41202	jg1002
OG0009691	g40984	jg878
OG0009692	g44149	jg874
OG0009693	g40939	jg767
OG0009694	g10817	jg12909
OG0009695	g10804	jg12927
OG0009696	g10802	jg12929
OG0009697	g18964	jg12932
OG0009698	g31568	jg29985
OG0009699	g10796	jg12938
OG0009700	g41113	jg12963
OG0009701	g31535	jg29937
OG0009702	g10727	jg13032
OG0009703	g1526	jg13105
OG0009704	g10655	jg13174
OG0009705	g10650	jg13181
OG0009706	g10648	jg13183
OG0009707	g1572	jg13232
OG0009708	g10620	jg13233
OG0009709	g10598	jg13271
OG0009710	g16640	jg13335
OG0009711	g1594	jg13345
OG0009712	g10549	jg13369
OG0009713	g10548	jg13370, jg13372
OG0009714	g10489, g16560	jg13476
OG0009715	g10465	jg13522
OG0009716	g10391	jg13683
OG0009717	g10383	jg21406
OG0009718	g10381	jg13699
OG0009719	g10359	jg13756
OG0009720	g10339	jg13827
OG0009721	g10337	jg13829
OG0009722	g46726	jg12431
OG0009724	g41798	jg2234
OG0009725	g44976	jg2116
OG0009726	g45027	jg2045
OG0009727	g45039	jg2033
OG0009729	g45084	jg1908
OG0009730	g45086	jg1900
OG0009731	g42004	jg1810
OG0009732	g44898	jg1802
OG0009733	g45126	jg1764
OG0009735	g40747	jg369
OG0009736	g40763	jg388
OG0009737	g40774	jg395
OG0009738	g40815	jg447
OG0009739	g40803	jg470
OG0009740	g40793	jg496
OG0009741	g40853	jg573
OG0009742	g40867	jg601
OG0009743	g31389	jg29695
OG0009744	g44214	jg697
OG0009745	g38530	jg16561
OG0009746	g47562	jg9872
OG0009747	g47569	jg9859
OG0009748	g38156	jg19400
OG0009749	g38155	jg19398
OG0009750	g51960	jg19356
OG0009751	g51958	jg19354
OG0009753	g51954	jg19351
OG0009754	g51952	jg19345
OG0009755	g51951	jg19344
OG0009756	g13029	jg24851
OG0009757	g13058, g12396	jg24893
OG0009758	g12383	jg24947
OG0009759	g13102, g7423	jg2068
OG0009760	g12339	jg25052
OG0009762	g13115, g7387	jg25080
OG0009763	g7346	jg25142
OG0009764	g7318	jg25184
OG0009765	g1502	jg27853
OG0009767	g41154	jg21676
OG0009768	g41155	jg21678
OG0009769	g1409	jg21693
OG0009770	g28253	jg21699
OG0009771	g1351	jg21751
OG0009772	g28320	jg21774
OG0009773	g28321	jg21775
OG0009774	g41162	jg21810
OG0009775	g41164	jg21817
OG0009776	g29335	jg5191
OG0009777	g28351	jg21860
OG0009778	g1301, g28359	jg21891
OG0009779	g41208	jg21913
OG0009780	g28364	jg21921
OG0009781	g880	jg21930
OG0009782	g28374, g41225	jg21946
OG0009783	g41242	jg21995
OG0009784	g41246	jg22004, jg22001
OG0009785	g41249	jg22008
OG0009786	g41281	jg22055
OG0009787	g41275, g913	jg22048
OG0009788	g911	jg22042
OG0009789	g41284	jg22058
OG0009790	g28430	jg22078
OG0009791	g28450	jg22175
OG0009792	g28442	jg22151
OG0009793	g933	jg22145
OG0009794	g28440	jg22133
OG0009795	g39428	jg22220
OG0009796	g39406	jg22284
OG0009797	g37054	jg22299
OG0009798	g992, g39386	jg22330
OG0009799	g39384, g39388	jg22339
OG0009800	g39366	jg22396
OG0009801	g39365	jg22406
OG0009802	g39361	jg22420
OG0009803	g1061	jg22480
OG0009806	g28564	jg22558
OG0009807	g28571	jg22569
OG0009808	g1093	jg22586
OG0009809	g1112	jg22654
OG0009810	g28655	jg22674
OG0009811	g1134	jg22679
OG0009812	g1136	jg22681
OG0009813	g28679	jg22706
OG0009814	g28685	jg22715
OG0009815	g39282	jg22717
OG0009816	g2001	jg15927
OG0009817	g28143	jg32656
OG0009818	g5286	jg5133
OG0009819	g29380, g45615	jg5130
OG0009820	g5314	jg5071
OG0009821	g5315, g29400	jg5069
OG0009822	g5317	jg5066
OG0009824	g29406	jg5053
OG0009825	g29413	jg5041
OG0009826	g5333	jg5038
OG0009827	g5339	jg5029
OG0009828	g29437	jg4988
OG0009829	g5369	jg4983
OG0009830	g29464	jg4934
OG0009832	g5396, g45555	jg4918
OG0009833	g5398	jg4912
OG0009835	g5424	jg4848
OG0009836	g29558	jg4764
OG0009837	g238	jg23427
OG0009838	g5467	jg4746
OG0009840	g45500	jg4690
OG0009843	g45485, g29614	jg4611
OG0009844	g29626	jg4590
OG0009845	g2733, g19505	jg14569
OG0009846	g47212	jg10869
OG0009847	g24234	jg10833
OG0009849	g24191	jg10758
OG0009850	g47273	jg10748
OG0009851	g17465	jg10717
OG0009852	g24154	jg10694
OG0009853	g24141	jg10659
OG0009854	g17429	jg10644
OG0009855	g24085	jg10589
OG0009856	g24035	jg10463
OG0009857	g24032	jg10449
OG0009858	g47400	jg10382
OG0009859	g17317	jg10356
OG0009860	g23919	jg10220
OG0009861	g23917	jg10218
OG0009862	g23898	jg10162
OG0009864	g23895	jg10148
OG0009865	g47487, g23850	jg10073
OG0009866	g50662	jg31931
OG0009867	g27804	jg32042
OG0009868	g32742, g50739	jg32090
OG0009869	g32766	jg32105
OG0009870	g50747	jg32106
OG0009871	g27852	jg32115
OG0009872	g32973	jg32238
OG0009873	g53740	jg32535
OG0009874	g54005	jg32785
OG0009875	g11667	jg32464, jg32451
OG0009876	g36227	jg32746
OG0009877	g32320	jg31336
OG0009878	g32358	jg31385
OG0009879	g50504	jg31454
OG0009880	g32408	jg31499
OG0009881	g27688, g32410	jg31501
OG0009882	g27691	jg31527
OG0009883	g32429, g27693	jg31543
OG0009884	g32430	jg31544
OG0009885	g32451	jg31570
OG0009886	g27698	jg31578
OG0009887	g32457	jg31580
OG0009888	g27703	jg31602
OG0009890	g50567	jg31659
OG0009891	g23004	jg8804
OG0009892	g23000	jg8800
OG0009893	g22948	jg8713
OG0009894	g22933	jg8698
OG0009895	g22911	jg8669
OG0009896	g22909	jg8667
OG0009897	g22900	jg8659
OG0009898	g22892	jg8650
OG0009899	g22882	jg8636
OG0009901	g36912	jg16789
OG0009902	g22844	jg8603
OG0009903	g50943	jg16763
OG0009904	g22829	jg8584
OG0009905	g47993	jg8575
OG0009906	g22809	jg8557
OG0009907	g22802	jg8550
OG0009909	g22791	jg8530
OG0009910	g18295, g52911	jg8525
OG0009911	g22764	jg8503
OG0009912	g22733	jg8470
OG0009913	g22724	jg8464
OG0009914	g22705	jg8409
OG0009915	g18312	jg8375
OG0009916	g18321	jg8364
OG0009917	g18384	jg8270
OG0009918	g47433, g46857	jg11995
OG0009919	g46929	jg11861
OG0009920	g46741	jg12384
OG0009921	g46702	jg12505
OG0009922	g46700	jg12518
OG0009923	g46690	jg12540
OG0009924	g51494	jg18621
OG0009925	g38006	jg18694, jg939
OG0009926	g40963	jg797
OG0009927	g1867	jg16187, jg32489
OG0009928	g51527	jg18678
OG0009929	g51526	jg18675
OG0009930	g51519, g37136	jg18664
OG0009932	g38000	jg18650
OG0009934	g40271	jg7291
OG0009935	g40262	jg7262
OG0009936	g38331	jg21954
OG0009937	g37089	jg18514
OG0009938	g51382	jg18468
OG0009939	g51370	jg18456
OG0009940	g51368	jg18454
OG0009941	g37026	jg21028
OG0009942	g37015	jg21050
OG0009943	g37137	jg21186
OG0009944	g25839	jg7338
OG0009946	g40295	jg7358, jg7361, jg7360, jg7362
OG0009947	g40321	jg7409
OG0009948	g40327	jg7416
OG0009949	g40382	jg7578
OG0009950	g25675	jg7587
OG0009951	g40410	jg7657
OG0009952	g40430	jg7689
OG0009953	g40435, g16067, g25593	jg7696
OG0009954	g40445, g25585	jg7713
OG0009955	g40447	jg7720
OG0009956	g40448	jg7724
OG0009957	g40461	jg7770
OG0009958	g40492	jg20720
OG0009959	g40538	jg20597
OG0009960	g10997	jg20568
OG0009961	g10985	jg20554
OG0009962	g10984	jg20553
OG0009963	g40602	jg20461
OG0009964	g40627	jg20429
OG0009965	g40635	jg20404
OG0009967	g40672, g10908	jg20361
OG0009968	g37770	jg20213, jg9022
OG0009969	g10851, g40717	jg20273
OG0009970	g40719	jg20270
OG0009971	g40706, g10865	jg20292
OG0009972	g46940	jg11687
OG0009973	g6538	jg26580
OG0009974	g18267	jg8630
OG0009975	g24705	jg11535
OG0009976	g2304	jg15362
OG0009977	g47004	jg11479
OG0009978	g47009	jg11442
OG0009979	g47039	jg11364
OG0009980	g24522	jg11304
OG0009981	g47077	jg11267
OG0009982	g6665	jg26345
OG0009983	g43419, g43418	jg12571
OG0009984	g16872, g16873	jg12572
OG0009985	g16871	jg12573
OG0009986	g16850	jg12622
OG0009987	g4318	jg12624
OG0009988	g37301	jg19075
OG0009989	g16787	jg12760
OG0009990	g50169	jg12790
OG0009991	g16765	jg12844
OG0009992	g40274	jg7301
OG0009993	g37771	jg20218
OG0009995	g50824	jg20148
OG0009996	g50822	jg20144
OG0009997	g37695	jg20083
OG0009998	g37688	jg20079
OG0010000	g37651	jg20026
OG0010001	g37650	jg20022
OG0010002	g52278	jg19975
OG0010003	g52254	jg19942
OG0010004	g37606	jg19929
OG0010005	g52224	jg19914
OG0010006	g52225	jg19912
OG0010007	g52208, g38239, g976	jg19857
OG0010008	g52198	jg19854
OG0010009	g13838	jg28319
OG0010010	g52146	jg19745
OG0010011	g52130	jg19723
OG0010012	g52129	jg19722
OG0010013	g52126	jg19709
OG0010015	g52106	jg19637
OG0010016	g38203	jg19632
OG0010017	g52095	jg19630
OG0010018	g52093	jg19628
OG0010019	g52027	jg19505
OG0010020	g52031, g37435	jg19511
OG0010021	g18979	jg15784
OG0010022	g37411	jg19476
OG0010023	g38168	jg19461
OG0010024	g37394	jg19439
OG0010025	g51996	jg19434
OG0010026	g5798	jg3944
OG0010027	g5797	jg3945
OG0010028	g5790	jg3975
OG0010029	g45329	jg3994
OG0010030	g45337	jg4002
OG0010031	g5766	jg4021
OG0010033	g29836	jg4063
OG0010034	g5738	jg4075, jg4072
OG0010035	g5734	jg4079
OG0010036	g5725	jg4095
OG0010038	g29811	jg4132
OG0010039	g45376	jg4141
OG0010040	g29110	jg5796
OG0010041	g657	jg5821
OG0010042	g29123	jg5818
OG0010043	g703	jg5874
OG0010045	g711	jg5890
OG0010046	g28946	jg5885
OG0010047	g28932	jg5911
OG0010048	g28931, g41402	jg5912
OG0010049	g5072, g29206	jg5425
OG0010050	g734	jg5935
OG0010051	g41386	jg5951
OG0010052	g748, g28906	jg5972
OG0010053	g755	jg5975
OG0010054	g16809	jg12713
OG0010055	g41353	jg6074
OG0010056	g28849	jg23017
OG0010057	g843, g28828	jg22997
OG0010058	g41327	jg22986
OG0010059	g861	jg22945
OG0010060	g1276	jg22896
OG0010061	g27644	jg31315
OG0010062	g28710	jg22806
OG0010063	g312	jg23292
OG0010064	g9819	jg23305
OG0010065	g305	jg23307
OG0010066	g302	jg23310
OG0010067	g1028	jg22405
OG0010068	g260	jg23387
OG0010069	g9781	jg23408
OG0010070	g9774	jg23420
OG0010071	g236	jg23438
OG0010072	g200	jg23501
OG0010073	g178, g9725	jg23519
OG0010074	g176	jg23521
OG0010075	g9700	jg23580
OG0010076	g140, g9698	jg23585
OG0010077	g72	jg23662
OG0010078	g61	jg23683
OG0010079	g59	jg23690
OG0010080	g54	jg23693
OG0010081	g9661	jg23694
OG0010082	g41, g19652	jg23715
OG0010083	g26	jg14588, jg23749
OG0010084	g19642	jg23755
OG0010085	g2476, g19313	jg15025
OG0010087	g25339	jg8238
OG0010089	g45271	jg8181
OG0010090	g31767	jg30354
OG0010091	g39482	jg8108
OG0010092	g25415, g25418, g45221	jg8091
OG0010093	g25433	jg8051
OG0010094	g39547	jg8006
OG0010095	g39549	jg7998
OG0010096	g45233	jg7983
OG0010097	g25471	jg7960
OG0010098	g25479	jg7939
OG0010099	g25501	jg7909
OG0010100	g39636	jg7915
OG0010101	g25511	jg7918
OG0010102	g39639	jg7921
OG0010103	g39643, g45192	jg7924
OG0010104	g39668	jg7835
OG0010105	g11102	jg20848
OG0010106	g51351	jg18437, jg12217
OG0010107	g51342	jg18430
OG0010109	g51305, g35972	jg18330
OG0010110	g51278	jg18262
OG0010111	g37915	jg18243
OG0010112	g39858	jg18174
OG0010113	g51233, g39873	jg18159, jg18180
OG0010114	g39895	jg18119
OG0010115	g39916	jg18079
OG0010116	g39957	jg18036
OG0010118	g40013	jg17874
OG0010120	g51077, g40034	jg17807
OG0010121	g40059	jg17778
OG0010122	g40063	jg17770
OG0010123	g40067	jg17763
OG0010124	g40084	jg17717
OG0010125	g40085	jg17715
OG0010127	g40116	jg17639
OG0010128	g40158	jg17511
OG0010129	g40178	jg28810
OG0010130	g40185	jg17442
OG0010131	g38288	jg17314
OG0010132	g23634	jg9707
OG0010133	g12721	jg23899
OG0010134	g7546	jg24775
OG0010135	g3249	jg3818
OG0010136	g37389	jg19425
OG0010138	g23703	jg9816
OG0010139	g17131	jg9810
OG0010140	g12703	jg23978
OG0010141	g7856	jg24103
OG0010142	g12655	jg24152
OG0010143	g12653	jg24154
OG0010144	g7818	jg24208
OG0010145	g12781	jg24213
OG0010146	g7812	jg24222
OG0010147	g12620	jg24233
OG0010148	g7778, g7769	jg24313
OG0010149	g7762	jg24292, jg24326
OG0010150	g12822	jg24366
OG0010151	g12533	jg24491
OG0010152	g12938	jg24616
OG0010153	g7630	jg24618
OG0010154	g7620	jg24641
OG0010155	g7615, g7324	jg24648
OG0010156	g12456	jg24659
OG0010157	g12982	jg24735
OG0010158	g12425	jg24753
OG0010159	g9874, g382	jg23152
OG0010160	g13000	jg24789
OG0010162	g51820	jg19213
OG0010163	g51813, g37335	jg19209
OG0010164	g51778	jg19167
OG0010165	g2252	jg15430
OG0010166	g51748	jg19086
OG0010167	g37293	jg19061
OG0010169	g38045	jg18802
OG0010170	g51608	jg18825
OG0010171	g38062	jg18859
OG0010172	g37197	jg18860
OG0010173	g38069	jg18875
OG0010174	g51670, g51669	jg18941
OG0010175	g51703	jg18987, jg18985
OG0010176	g51693	jg18976
OG0010178	g26986	jg29009
OG0010179	g38103	jg19053
OG0010180	g49940	jg30030
OG0010182	g31666	jg30186, jg30199, jg30163, jg30174
OG0010184	g50014	jg30294
OG0010185	g41411	jg5870
OG0010186	g31751	jg30333
OG0010187	g31798	jg30390
OG0010189	g31829	jg30450
OG0010190	g50086	jg30468
OG0010191	g31859	jg30480
OG0010192	g50112	jg30521
OG0010193	g31891	jg30525
OG0010194	g27447	jg30526
OG0010195	g31892	jg30530
OG0010196	g50116	jg30536
OG0010197	g50141	jg30584
OG0010198	g27468	jg30620
OG0010199	g27469	jg30621
OG0010200	g27474	jg30630
OG0010201	g31964	jg30649
OG0010203	g27492	jg30722
OG0010204	g14076	jg3443
OG0010205	g27526	jg30826
OG0010206	g27535	jg30846
OG0010207	g50264	jg30850
OG0010209	g50281	jg30890
OG0010210	g45860	jg2664
OG0010211	g50307	jg30959
OG0010212	g32128	jg31047
OG0010213	g50361, g32152	jg31094
OG0010214	g44772	jg2502
OG0010215	g32165	jg31125
OG0010216	g32188	jg31147
OG0010217	g32192	jg31160
OG0010218	g41569	jg2382
OG0010219	g32222, g50391	jg31197
OG0010220	g32244	jg31219
OG0010222	g27626	jg31265
OG0010223	g17203	jg10011
OG0010224	g23800	jg9966
OG0010225	g17182	jg9960
OG0010226	g23787	jg9951
OG0010227	g23786	jg9950
OG0010228	g17156	jg9893
OG0010229	g38333	jg17094
OG0010230	g38369	jg16949
OG0010231	g38371, g38375, g38379	jg16936
OG0010232	g50976	jg16898, jg16894
OG0010233	g50973	jg16883
OG0010234	g42712	jg13260
OG0010234	g39184, g40698, g36149, g43130, g47025, g32216	jg32210
OG0010235	g50960	jg16839
OG0010236	g5010, g38422	jg16835
OG0010239	g50905	jg16727, jg28206
OG0010240	g38523, g50878	jg16583
OG0010241	g50854	jg16520
OG0010242	g31576, g49931	jg29999
OG0010243	g27288	jg29991
OG0010244	g49919	jg29957
OG0010245	g49905, g31528	jg29919
OG0010246	g31513	jg29899
OG0010247	g49900, g27251, g31485	jg29863
OG0010248	g31451	jg29797
OG0010249	g27221	jg29798
OG0010250	g31436	jg29779
OG0010252	g27151	jg29556
OG0010253	g49768	jg29530
OG0010254	g31295	jg29511
OG0010255	g31284	jg29500
OG0010256	g49735	jg29468
OG0010257	g49730, g31251	jg29438
OG0010258	g49623	jg29322
OG0010259	g31182	jg29311
OG0010260	g31161	jg29271
OG0010261	g27059	jg29257
OG0010262	g31139	jg29242
OG0010264	g31025	jg29027
OG0010265	g31001	jg28996
OG0010266	g43231	jg20231
OG0010267	g30952	jg28922
OG0010268	g49499	jg28883
OG0010269	g30930, g49496	jg28880
OG0010270	g30916, g49488	jg28855
OG0010271	g30915	jg28854
OG0010272	g30900	jg28806
OG0010273	g30902	jg28801
OG0010274	g30873	jg28768
OG0010275	g30867	jg28752
OG0010276	g49440	jg28720
OG0010277	g49437	jg28716
OG0010278	g26918	jg28675
OG0010279	g30840	jg28695
OG0010280	g49432	jg28700
OG0010281	g30815	jg28646
OG0010282	g30803	jg28614
OG0010283	g30780	jg28574
OG0010284	g49368	jg28551
OG0010285	g49376	jg28555
OG0010286	g49322	jg28478
OG0010287	g29328	jg5209
OG0010288	g29315	jg5241
OG0010289	g5169	jg5296
OG0010290	g29239	jg5385
OG0010291	g29245	jg5370
OG0010293	g45738	jg5498
OG0010294	g5028	jg5497
OG0010295	g5021	jg5505
OG0010296	g4999	jg5548
OG0010297	g29143	jg5557
OG0010298	g4985	jg5599
OG0010299	g12616	jg24257
OG0010300	g41475	jg5674
OG0010301	g4896, g29081	jg5752
OG0010302	g29101	jg5785
OG0010303	g23187	jg9043
OG0010304	g4715	jg6715
OG0010305	g10165	jg6775
OG0010306	g4729, g10168	jg6791
OG0010307	g10175	jg6821
OG0010308	g10177	jg6823
OG0010309	g10191	jg21573
OG0010311	g10213	jg21527
OG0010312	g4639	jg21565
OG0010313	g10256	jg21391, jg21217
OG0010314	g7595, g12444	jg24691
OG0010315	g5256	jg5177
OG0010316	g45468	jg4528
OG0010317	g53940, g53981	jg9254
OG0010318	g29678	jg4423
OG0010319	g29681, g5597	jg4415
OG0010320	g29687	jg4396
OG0010322	g29719	jg4327
OG0010325	g5643	jg4287
OG0010326	g5644	jg4284
OG0010327	g29738	jg4275
OG0010328	g29739	jg4274
OG0010329	g5652	jg4249
OG0010330	g45409, g5650	jg4250
OG0010331	g622	jg6474
OG0010332	g583	jg6389
OG0010334	g10017	jg6310
OG0010335	g18568	jg6318
OG0010337	g514	jg6252
OG0010338	g508	jg6238
OG0010339	g9973	jg6205
OG0010340	g458	jg6142
OG0010341	g9940	jg23035
OG0010342	g421	jg23089
OG0010343	g415	jg23103
OG0010344	g9867	jg23177
OG0010345	g358, g9857	jg23198
OG0010346	g355	jg23201
OG0010347	g338	jg23224
OG0010348	g28696	jg22733
OG0010349	g2477	jg15024
OG0010351	g2541	jg14956
OG0010352	g19343, g2543	jg14954
OG0010353	g19362	jg14904
OG0010354	g2618	jg14821
OG0010355	g11385	jg14750
OG0010357	g19426	jg14679
OG0010358	g19422	jg14671
OG0010359	g2708	jg14664
OG0010360	g19470, g2727	jg14635
OG0010361	g2758	jg14599
OG0010362	g2746	jg14584
OG0010363	g11437	jg14353
OG0010364	g11447	jg14249
OG0010365	g3118, g19603	jg14201
OG0010366	g3131	jg14177
OG0010367	g3435	jg14097
OG0010368	g19613	jg14081
OG0010370	g41628	jg2317
OG0010371	g41685	jg2290
OG0010372	g13637	jg2385
OG0010373	g44870	jg2374
OG0010374	g44826	jg2429
OG0010375	g13636	jg2435
OG0010376	g44803	jg2455
OG0010377	g13635	jg2445
OG0010378	g44783, g45768, g36533	jg2481
OG0010380	g44773	jg2501
OG0010382	g45836	jg2633
OG0010383	g45896	jg2723
OG0010384	g45911	jg2744
OG0010385	g44638, g45944	jg2799
OG0010386	g44617	jg2854
OG0010387	g46437	jg3505
OG0010388	g46406	jg3476
OG0010390	g46376	jg3431
OG0010391	g46352	jg3409
OG0010392	g19307	jg15036
OG0010393	g46327	jg3382, jg3383
OG0010394	g46322	jg3375
OG0010395	g50119, g27450	jg30539
OG0010396	g46186	jg3170
OG0010398	g44547	jg3059
OG0010399	g46101	jg3028
OG0010400	g46096	jg3023
OG0010401	g46081	jg3006
OG0010402	g46068, g44564	jg2995
OG0010404	g44580	jg2945
OG0010405	g46025	jg2937
OG0010407	g46024	jg2936
OG0010408	g44610	jg2869
OG0010409	g46500, g44337	jg3596
OG0010410	g13605	jg3629
OG0010411	g13602	jg3660
OG0010413	g46564	jg3700
OG0010414	g44290	jg3719
OG0010415	g44277	jg3749
OG0010417	g39377	jg22354
OG0010419	g12243	jg25305, jg6419
OG0010420	g12235	jg25346, jg25514
OG0010421	g12191	jg25440
OG0010423	g12178	jg25456
OG0010425	g12162, g7143	jg25497
OG0010426	g701	jg5871
OG0010427	g7105	jg25549
OG0010428	g7093	jg25569
OG0010430	g12115	jg25612
OG0010431	g7015	jg25687
OG0010435	g12029	jg25911
OG0010436	g13305	jg25948
OG0010437	g6882	jg25962, jg26028, jg12062
OG0010438	g6880, g12008	jg25970
OG0010439	g12005	jg25982
OG0010440	g6861	jg25994
OG0010441	g13324	jg26013
OG0010442	g6847	jg26031
OG0010443	g11980, g6845	jg26034
OG0010444	g6834	jg26042
OG0010446	g6781	jg26112, jg937
OG0010447	g6780	jg26114, jg21262, jg21251
OG0010448	g6774	jg26131
OG0010449	g6773, g11947	jg26132
OG0010450	g36444	jg33180
OG0010451	g11933	jg26169
OG0010452	g11925	jg26171
OG0010453	g6753	jg26172
OG0010454	g6749	jg26177
OG0010455	g6748	jg26178
OG0010456	g6724	jg26201
OG0010459	g6711, g6717	jg26227
OG0010460	g6692	jg26281
OG0010461	g11867	jg26342
OG0010462	g6628	jg26371
OG0010463	g13401	jg26386
OG0010464	g11847	jg26394
OG0010465	g6597	jg26428
OG0010466	g11804	jg26513
OG0010467	g6458	jg26737, jg27105
OG0010468	g11780	jg26530
OG0010469	g13447	jg26534
OG0010470	g6556	jg26545
OG0010471	g6549, g11766	jg26558
OG0010472	g6544	jg26570
OG0010473	g13470	jg26600
OG0010474	g6491	jg26667
OG0010475	g11735	jg26674
OG0010476	g13494	jg26739
OG0010477	g6392	jg26890
OG0010478	g6333	jg27271
OG0010479	g14345	jg27505
OG0010480	g14257, g14260	jg27576
OG0010482	g13703	jg27641
OG0010483	g39572, g6387	jg27697
OG0010484	g14060	jg27789
OG0010485	g6120	jg27791
OG0010486	g14050	jg27807, jg27805
OG0010487	g14041	jg27849
OG0010488	g6008	jg28000
OG0010489	g13906	jg28142
OG0010490	g13805	jg28145
OG0010491	g13901	jg28164
OG0010492	g13895	jg28174
OG0010494	g5935	jg28219
OG0010495	g23513	jg9534
OG0010496	g5929	jg28230
OG0010497	g5909	jg28253
OG0010499	g5901	jg28278
OG0010501	g54385	jg33808
OG0010502	g36726	jg33742
OG0010503	g24798	jg11618
OG0010504	g36514	jg33323
OG0010505	g2470	jg15037
OG0010506	g36164	jg33228
OG0010507	g28040	jg33272
OG0010508	g54198	jg33208
OG0010509	g28053	jg33188
OG0010510	g28055	jg33184
OG0010512	g54136	jg33074
OG0010513	g28095	jg32959
OG0010514	g28083	jg32998
OG0010515	g54084	jg32936
OG0010516	g54076	jg32920, jg32917
OG0010517	g54047, g28108	jg32890
OG0010519	g47118	jg11126
OG0010520	g37095, g37076	jg18559
OG0010521	g37079	jg18555
OG0010522	g2437	jg15112
OG0010523	g19279	jg15115
OG0010524	g2432	jg15117
OG0010525	g19272	jg15132
OG0010526	g2417	jg15134
OG0010527	g2412	jg15156
OG0010528	g19216	jg15214
OG0010530	g685	jg5855
OG0010531	g2391	jg15219
OG0010532	g19207	jg15253
OG0010533	g2381	jg15244
OG0010534	g2370	jg15251
OG0010536	g2341	jg15290
OG0010537	g19172	jg15333
OG0010540	g19146	jg15400
OG0010541	g2266	jg15416
OG0010543	g2236	jg15445
OG0010544	g2231	jg15463
OG0010545	g19069	jg15520
OG0010546	g2061, g19007	jg15699
