Orthogroup	Cochlearia_excelsa	Cardamine_amara
OG0006625	g10552	evm.model.RL_7.2357
OG0006626	g1598	evm.model.RL_7.2354
OG0006628	g10525	evm.model.RL_7.2323
OG0006629	g10478	evm.model.RL_7.2261
OG0006630	g10476	evm.model.RL_7.2259
OG0006631	g10441	evm.model.RL_7.2218
OG0006632	g10409	evm.model.RL_7.2183
OG0006633	g10402	evm.model.RL_7.267, evm.model.RL_7.2165
OG0006634	g10374	evm.model.RL_7.2124
OG0006635	g39407	evm.model.RL_8.1546
OG0006636	g41687, g44897	evm.model.RL_3.853
OG0006637	g26022	evm.model.RL_3.867
OG0006639	g18070	evm.model.RL_1.3126
OG0006640	g17889	evm.model.RL_8.2174
OG0006641	g43701	evm.model.RL_3.595
OG0006642	g46619	evm.model.RL_2.202
OG0006643	g16767	evm.model.RL_2.185
OG0006644	g40805	evm.model.RL_3.90
OG0006645	g40848	evm.model.RL_3.168
OG0006647	g37363, g51943	evm.model.RL_6.2189
OG0006648	g7516	evm.model.RL_1.814
OG0006649	g12409	evm.model.RL_1.820
OG0006650	g22998	evm.model.RL_2.3071
OG0006651	g12405	evm.model.RL_1.837
OG0006652	g5753	evm.model.RL_4.3228, evm.model.RL_4.3183
OG0006653	g13068, g7449	evm.model.RL_1.913
OG0006654	g12366	evm.model.RL_1.964
OG0006655	g12356	evm.model.RL_1.987
OG0006656	g13109, g7404	evm.model.RL_1.1003.2.687c87ec
OG0006657	g7398	evm.model.RL_1.1014
OG0006658	g7399	evm.model.RL_1.1013
OG0006659	g7381	evm.model.RL_1.1050
OG0006660	g13122, g12316	evm.model.RL_1.1071
OG0006661	g7360	evm.model.RL_1.1083
OG0006662	g7350, g13125	evm.model.RL_1.1093
OG0006663	g7334	evm.model.RL_1.1117
OG0006664	g12293	evm.model.RL_1.1123
OG0006665	g7309, g13140	evm.model.RL_1.1147
OG0006666	g1459	evm.model.RL_8.1067
OG0006667	g695	evm.model.RL_4.1643
OG0006668	g23806, g47526	evm.model.RL_2.2012
OG0006669	g1344	evm.model.RL_8.1213
OG0006670	g28331	evm.model.RL_8.1235
OG0006671	g28370, g41222	evm.model.RL_8.1340
OG0006672	g883	evm.model.RL_8.1353
OG0006673	g41268	evm.model.RL_8.1407
OG0006674	g28404	evm.model.RL_8.1406
OG0006675	g46820, g917	evm.model.RL_8.1434
OG0006676	g947	evm.model.RL_8.1509
OG0006677	g934	evm.model.RL_8.1473
OG0006678	g958	evm.model.RL_8.1533
OG0006680	g28487	evm.model.RL_8.1543
OG0006681	g41744, g39405	evm.model.RL_8.1552
OG0006682	g39395	evm.model.RL_8.1592
OG0006684	g1029, g39364	evm.model.RL_8.1657
OG0006685	g28553, g1060	evm.model.RL_8.1704
OG0006686	g39345	evm.model.RL_8.1727
OG0006687	g28619	evm.model.RL_8.1792
OG0006688	g28630	evm.model.RL_8.1803.1.687c855d
OG0006689	g28643	evm.model.RL_8.1826
OG0006690	g1119	evm.model.RL_8.1839.2.687c855e
OG0006691	g10304	evm.model.RL_4.745
OG0006692	g29384	evm.model.RL_4.2324
OG0006693	g5298, g29388	evm.model.RL_4.2328
OG0006694	g29394, g5303	evm.model.RL_4.2338
OG0006695	g5309	evm.model.RL_4.2344
OG0006696	g45546	evm.model.RL_4.2523
OG0006697	g29495, g45541	evm.model.RL_4.2531
OG0006698	g5425	evm.model.RL_4.2561
OG0006699	g5428	evm.model.RL_4.2569
OG0006700	g29541, g5444	evm.model.RL_4.2598
OG0006701	g250	evm.model.RL_8.2492.3.687c8561
OG0006702	g5469	evm.model.RL_4.2659
OG0006703	g45061, g5493	evm.model.RL_4.2689
OG0006704	g5503	evm.model.RL_4.2708
OG0006705	g29592	evm.model.RL_4.2720
OG0006706	g5519	evm.model.RL_4.2745
OG0006707	g5536	evm.model.RL_4.2782
OG0006708	g47199	evm.model.RL_2.1276
OG0006709	g24271	evm.model.RL_2.1283
OG0006710	g24246	evm.model.RL_2.1314
OG0006711	g47227, g17530	evm.model.RL_2.1318
OG0006712	g24228	evm.model.RL_2.1356
OG0006713	g17504	evm.model.RL_2.1359
OG0006714	g17486	evm.model.RL_2.1376
OG0006715	g24182	evm.model.RL_2.1407
OG0006716	g17451	evm.model.RL_3.1035, evm.model.RL_2.1456
OG0006717	g17437, g24138	evm.model.RL_2.1482
OG0006718	g24119	evm.model.RL_2.1521
OG0006720	g11029	evm.model.RL_4.374
OG0006721	g47336, g24066	evm.model.RL_2.1569
OG0006722	g24063	evm.model.RL_2.1575
OG0006723	g24278	evm.model.RL_2.1280
OG0006724	g24009	evm.model.RL_2.1648
OG0006725	g47397, g27191	evm.model.RL_2.1680
OG0006726	g17319, g23983	evm.model.RL_2.1692
OG0006727	g17286	evm.model.RL_2.1768
OG0006728	g47458	evm.model.RL_2.1861
OG0006729	g23894	evm.model.RL_2.1865
OG0006730	g23882	evm.model.RL_2.1878
OG0006731	g23874	evm.model.RL_2.1889
OG0006732	g47475	evm.model.RL_2.1895
OG0006733	g23858	evm.model.RL_2.1912
OG0006734	g23856	evm.model.RL_2.1915
OG0006735	g23853, g17235	evm.model.RL_2.1916
OG0006736	g17228	evm.model.RL_2.1927
OG0006737	g17226	evm.model.RL_2.1929
OG0006738	g32704, g50715	evm.model.RL_5.2601
OG0006739	g50773	evm.model.RL_5.2449
OG0006741	g53812	evm.model.RL_5.2350
OG0006742	g53742	evm.model.RL_5.2371
OG0006743	g31581, g46551	evm.model.RL_5.1373
OG0006745	g53985, g36228	evm.model.RL_5.2266
OG0006746	g32303, g32299	evm.model.RL_5.3106
OG0006747	g31073	evm.model.RL_5.613
OG0006748	g47491	evm.model.RL_2.1934
OG0006749	g50431	evm.model.RL_5.3121
OG0006750	g53958, g28135, g36199	evm.model.RL_5.2284
OG0006751	g50437, g27640	evm.model.RL_5.3113.1.687c88bf
OG0006752	g5936	evm.model.RL_1.2481, evm.model.RL_1.3183
OG0006753	g27665	evm.model.RL_5.3047
OG0006754	g27675	evm.model.RL_5.3014
OG0006755	g27676	evm.model.RL_5.3012
OG0006756	g27677	evm.model.RL_5.3008
OG0006757	g27679, g32399	evm.model.RL_5.2992
OG0006758	g50515, g32412	evm.model.RL_5.2953
OG0006759	g32441	evm.model.RL_5.2937
OG0006760	g27699	evm.model.RL_5.2902
OG0006761	g50538, g32467	evm.model.RL_5.2891
OG0006762	g32482	evm.model.RL_5.2864
OG0006763	g32504	evm.model.RL_5.2843
OG0006764	g22978	evm.model.RL_2.3094
OG0006765	g47956, g47961, g22942	evm.model.RL_2.3150
OG0006766	g22916	evm.model.RL_2.3177
OG0006767	g22906, g18257	evm.model.RL_2.3188
OG0006768	g22871	evm.model.RL_2.3230
OG0006769	g22862	evm.model.RL_2.3238
OG0006770	g22826	evm.model.RL_2.3274
OG0006771	g22820	evm.model.RL_2.3277
OG0006773	g38482	evm.model.RL_6.163
OG0006774	g38508	evm.model.RL_6.117
OG0006775	g38541	evm.model.RL_6.36
OG0006778	g18359	evm.model.RL_2.3480
OG0006781	g51523	evm.model.RL_6.1632
OG0006782	g40235	evm.model.RL_8.869
OG0006783	g28178	evm.model.RL_5.2377
OG0006784	g37088, g51432	evm.model.RL_6.1509
OG0006785	g51395	evm.model.RL_6.1470
OG0006786	g37055	evm.model.RL_4.614
OG0006787	g37040	evm.model.RL_4.624
OG0006788	g36998, g18841	evm.model.RL_4.672.1.687c86cf
OG0006789	g7851	evm.model.RL_1.208
OG0006791	g40357	evm.model.RL_8.658
OG0006792	g40379, g25693	evm.model.RL_8.617.1.687c8557
OG0006794	g40168, g40377, g47808, g14960, g40380	evm.model.RL_8.605
OG0006795	g25680, g40384	evm.model.RL_8.597.1.687c8557
OG0006796	g25670	evm.model.RL_8.566
OG0006797	g40441	evm.model.RL_8.477
OG0006799	g25524	evm.model.RL_8.386
OG0006800	g40486	evm.model.RL_4.427
OG0006801	g11050	evm.model.RL_4.410
OG0006802	g17079, g23622	evm.model.RL_6.794
OG0006803	g40582, g10967	evm.model.RL_4.245
OG0006804	g10957	evm.model.RL_4.214
OG0006805	g40639	evm.model.RL_4.162
OG0006806	g40643, g10925	evm.model.RL_4.141
OG0006807	g40645	evm.model.RL_4.137
OG0006808	g40651, g10919	evm.model.RL_4.125, evm.model.RL_4.131
OG0006809	g10914, g40663	evm.model.RL_4.119
OG0006810	g10902, g40679	evm.model.RL_4.92
OG0006811	g51689, g37240	evm.model.RL_6.1902
OG0006812	g40713	evm.model.RL_4.27
OG0006813	g10841	evm.model.RL_4.11
OG0006815	g35820	evm.model.RL_1.2450
OG0006816	g6421	evm.model.RL_1.2404
OG0006817	g6443	evm.model.RL_1.2370
OG0006818	g46978	evm.model.RL_2.826
OG0006819	g24570	evm.model.RL_2.916
OG0006821	g24499	evm.model.RL_2.534, evm.model.RL_2.1007
OG0006822	g47080	evm.model.RL_2.1013
OG0006823	g17658, g24460	evm.model.RL_2.1066
OG0006825	g24442	evm.model.RL_2.1088
OG0006826	g16828	evm.model.RL_2.65
OG0006827	g16815	evm.model.RL_2.73.1.687c86df
OG0006828	g16758	evm.model.RL_2.195
OG0006829	g46621	evm.model.RL_2.199, evm.model.RL_2.201
OG0006830	g37777	evm.model.RL_6.2959
OG0006831	g37774	evm.model.RL_6.2955
OG0006832	g47005	evm.model.RL_5.2627
OG0006833	g37729	evm.model.RL_6.2895
OG0006834	g37080	evm.model.RL_6.1540
OG0006835	g37698	evm.model.RL_6.2823
OG0006836	g37682	evm.model.RL_6.2811
OG0006837	g37661	evm.model.RL_6.2782
OG0006838	g38248	evm.model.RL_6.2773
OG0006839	g52292	evm.model.RL_6.2748
OG0006840	g52291, g37637	evm.model.RL_6.2743
OG0006841	g52283	evm.model.RL_6.2729
OG0006842	g37622	evm.model.RL_6.2705
OG0006843	g37620	evm.model.RL_6.2703
OG0006844	g37611	evm.model.RL_6.2678
OG0006845	g37569	evm.model.RL_6.2616
OG0006846	g52115	evm.model.RL_6.2461
OG0006847	g52107	evm.model.RL_6.2439
OG0006848	g38197	evm.model.RL_6.2410
OG0006849	g52083, g37464	evm.model.RL_6.2407
OG0006850	g37445	evm.model.RL_6.2363
OG0006851	g52047	evm.model.RL_6.2348
OG0006852	g37409	evm.model.RL_6.2306
OG0006853	g51992	evm.model.RL_6.2273
OG0006854	g45310, g40742	evm.model.RL_4.3324
OG0006857	g5786	evm.model.RL_4.3291
OG0006859	g5754	evm.model.RL_4.3229
OG0006860	g5750	evm.model.RL_4.3216
OG0006861	g5742	evm.model.RL_4.3203
OG0006862	g29810	evm.model.RL_4.3139
OG0006863	g29808	evm.model.RL_4.3136.1.687c86dd
OG0006864	g22267	evm.model.RL_5.3034
OG0006865	g41421, g660	evm.model.RL_4.1679.1.687c86d5
OG0006867	g28963	evm.model.RL_4.1651
OG0006868	g41406	evm.model.RL_4.1627
OG0006869	g41559, g41403	evm.model.RL_4.1613
OG0006870	g41387	evm.model.RL_4.1572
OG0006871	g28912, g41383	evm.model.RL_4.1566
OG0006872	g28908	evm.model.RL_4.1559, evm.model.RL_4.795
OG0006873	g766, g41368, g28896	evm.model.RL_4.1529
OG0006874	g28886	evm.model.RL_4.1515
OG0006875	g41335	evm.model.RL_4.1429
OG0006878	g28785	evm.model.RL_8.2073.1.687c855f
OG0006879	g41301, g28765	evm.model.RL_8.2058
OG0006880	g9823, g316	evm.model.RL_8.2391
OG0006881	g273	evm.model.RL_8.2448
OG0006882	g272	evm.model.RL_8.2449
OG0006883	g9791	evm.model.RL_8.2479
OG0006884	g255, g9788	evm.model.RL_8.2487
OG0006885	g243	evm.model.RL_8.2503
OG0006886	g242, g9773	evm.model.RL_8.2511
OG0006887	g9763, g232	evm.model.RL_8.2526
OG0006888	g18645	evm.model.RL_8.2527
OG0006889	g18654, g204	evm.model.RL_8.2563
OG0006890	g201	evm.model.RL_8.2575
OG0006891	g9729	evm.model.RL_8.2585
OG0006892	g184	evm.model.RL_8.2592
OG0006893	g157	evm.model.RL_8.2621
OG0006894	g9708	evm.model.RL_8.2637
OG0006895	g101	evm.model.RL_8.2704
OG0006896	g98	evm.model.RL_8.2707
OG0006897	g85	evm.model.RL_8.2718
OG0006898	g44863	evm.model.RL_3.1183
OG0006899	g19643	evm.model.RL_8.2814
OG0006900	g4995	evm.model.RL_4.1917
OG0006901	g19633	evm.model.RL_8.2820
OG0006902	g25335	evm.model.RL_8.12
OG0006903	g39451	evm.model.RL_8.34
OG0006904	g25369	evm.model.RL_8.88
OG0006905	g25363	evm.model.RL_8.62
OG0006906	g39472	evm.model.RL_8.121
OG0006907	g39462	evm.model.RL_8.150
OG0006908	g26878	evm.model.RL_5.63
OG0006909	g39539	evm.model.RL_8.232
OG0006910	g39622, g45209	evm.model.RL_8.318
OG0006911	g25494	evm.model.RL_8.326
OG0006912	g25500	evm.model.RL_8.343
OG0006913	g39641	evm.model.RL_8.359
OG0006914	g30837	evm.model.RL_5.228
OG0006915	g39693, g11085	evm.model.RL_4.474
OG0006916	g39698, g11087	evm.model.RL_4.480
OG0006917	g39705	evm.model.RL_4.488
OG0006918	g51349	evm.model.RL_6.1421
OG0006919	g51328, g39757	evm.model.RL_6.1396
OG0006920	g39785	evm.model.RL_6.2451, evm.model.RL_5.1315, evm.model.RL_6.1312
OG0006921	g51310, g39774, g37931	evm.model.RL_6.1356
OG0006923	g37936, g39771	evm.model.RL_6.1360
OG0006924	g51318, g39766	evm.model.RL_6.1373
OG0006925	g37929	evm.model.RL_6.1342
OG0006926	g51301	evm.model.RL_6.1336
OG0006927	g51294	evm.model.RL_6.1310, evm.model.RL_6.1309
OG0006928	g39818	evm.model.RL_6.1298
OG0006929	g51268	evm.model.RL_6.1269
OG0006930	g51266	evm.model.RL_6.1272
OG0006931	g39833	evm.model.RL_6.1253
OG0006932	g51232	evm.model.RL_6.1190
OG0006933	g39896	evm.model.RL_6.1164
OG0006934	g51212, g39910	evm.model.RL_6.1143
OG0006935	g51202	evm.model.RL_6.1127
OG0006936	g49557	evm.model.RL_5.544
OG0006937	g39944	evm.model.RL_6.1109
OG0006938	g39950	evm.model.RL_6.1098
OG0006939	g39967	evm.model.RL_6.1064
OG0006940	g37859	evm.model.RL_6.1007
OG0006942	g37847, g39997	evm.model.RL_6.978
OG0006943	g40024	evm.model.RL_6.960
OG0006944	g37840	evm.model.RL_6.941
OG0006945	g40145	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc
OG0006946	g40138	evm.model.RL_6.771
OG0006947	g40129	evm.model.RL_6.784
OG0006948	g40118	evm.model.RL_6.817
OG0006949	g40107	evm.model.RL_6.831
OG0006950	g38296	evm.model.RL_6.532
OG0006951	g38306	evm.model.RL_6.517
OG0006952	g36837	evm.model.RL_6.503
OG0006954	g17134, g47583	evm.model.RL_2.2155
OG0006955	g17109	evm.model.RL_2.2211
OG0006956	g12710	evm.model.RL_1.93
OG0006957	g7913	evm.model.RL_1.112
OG0006958	g7912, g12696	evm.model.RL_1.114
OG0006959	g7897	evm.model.RL_1.127
OG0006960	g7864, g12681	evm.model.RL_1.174
OG0006961	g12678	evm.model.RL_1.183
OG0006962	g12759	evm.model.RL_1.206
OG0006963	g12760	evm.model.RL_1.221
OG0006964	g7837	evm.model.RL_1.228
OG0006965	g7819	evm.model.RL_1.281
OG0006966	g7813	evm.model.RL_1.293
OG0006967	g7807	evm.model.RL_1.304
OG0006968	g7794	evm.model.RL_1.324
OG0006969	g7782	evm.model.RL_1.345
OG0006970	g7766, g7775	evm.model.RL_1.355
OG0006972	g12823	evm.model.RL_1.396
OG0006973	g7733	evm.model.RL_1.412
OG0006974	g7707	evm.model.RL_1.456
OG0006975	g12552	evm.model.RL_1.472
OG0006976	g12906, g12511	evm.model.RL_1.533
OG0006977	g12907, g12510	evm.model.RL_1.534
OG0006978	g12507	evm.model.RL_1.542
OG0006979	g12498	evm.model.RL_1.558
OG0006980	g7657	evm.model.RL_1.561
OG0006981	g29047	evm.model.RL_4.1802
OG0006982	g7626	evm.model.RL_1.616
OG0006983	g7625	evm.model.RL_1.623
OG0006984	g12945, g7613, g12461	evm.model.RL_1.643
OG0006985	g12450	evm.model.RL_1.657.1.687c87eb
OG0006986	g7593	evm.model.RL_1.684
OG0006987	g12432	evm.model.RL_1.731
OG0006988	g7521	evm.model.RL_1.805
OG0006989	g51870	evm.model.RL_6.2140
OG0006990	g51863	evm.model.RL_6.2131
OG0006991	g38137	evm.model.RL_6.2118
OG0006992	g51464, g51814	evm.model.RL_6.2095
OG0006993	g37330	evm.model.RL_6.2086
OG0006994	g37324, g38129	evm.model.RL_6.2072
OG0006995	g37315	evm.model.RL_6.2042
OG0006996	g38125	evm.model.RL_6.2048
OG0006997	g38109	evm.model.RL_6.1999
OG0006998	g51739	evm.model.RL_6.1989
OG0006999	g37291	evm.model.RL_6.1984
OG0007000	g51738	evm.model.RL_6.1983
OG0007002	g51551	evm.model.RL_6.1678
OG0007003	g51564	evm.model.RL_6.1699
OG0007004	g23508, g51568	evm.model.RL_6.1703
OG0007005	g37151	evm.model.RL_6.1712
OG0007006	g51574	evm.model.RL_6.1719
OG0007007	g51585	evm.model.RL_6.1740
OG0007008	g37196	evm.model.RL_6.1872
OG0007009	g37203	evm.model.RL_6.1876, evm.model.RL_6.1858
OG0007010	g37207	evm.model.RL_6.1849
OG0007011	g37209	evm.model.RL_6.1845
OG0007012	g37212	evm.model.RL_6.1839
OG0007013	g51678	evm.model.RL_6.1892
OG0007014	g51710, g37261	evm.model.RL_6.1933
OG0007015	g37280	evm.model.RL_6.1959
OG0007016	g31620	evm.model.RL_5.1437
OG0007017	g46561	evm.model.RL_3.2404
OG0007018	g27340	evm.model.RL_5.1479
OG0007019	g7288	evm.model.RL_1.1171
OG0007020	g31670	evm.model.RL_5.1527
OG0007021	g49983, g31675	evm.model.RL_5.1532
OG0007022	g31685, g49991	evm.model.RL_5.1555
OG0007023	g44611	evm.model.RL_3.1624
OG0007024	g50010	evm.model.RL_5.1598
OG0007025	g31720	evm.model.RL_5.1603
OG0007026	g50017, g31734	evm.model.RL_5.1616
OG0007027	g31742	evm.model.RL_5.1626
OG0007028	g31790	evm.model.RL_5.1696
OG0007029	g50061	evm.model.RL_5.1732, evm.model.RL_5.1734
OG0007030	g50062, g27425	evm.model.RL_5.1735
OG0007031	g31826	evm.model.RL_5.1756
OG0007032	g50070	evm.model.RL_5.1757
OG0007033	g31861	evm.model.RL_5.1788
OG0007035	g31946, g27465	evm.model.RL_5.3673
OG0007037	g31993	evm.model.RL_5.3611
OG0007038	g32013	evm.model.RL_5.3569
OG0007039	g50220	evm.model.RL_5.3563
OG0007042	g44633	evm.model.RL_3.1580
OG0007043	g27546, g50295	evm.model.RL_5.3424
OG0007044	g50302	evm.model.RL_5.3400
OG0007045	g50308, g32085	evm.model.RL_5.3387
OG0007046	g27566, g50325	evm.model.RL_5.3364
OG0007047	g50376	evm.model.RL_5.3242
OG0007048	g32243	evm.model.RL_5.3193
OG0007049	g32253	evm.model.RL_5.3178
OG0007050	g17219, g1673	evm.model.RL_2.1946
OG0007051	g23830	evm.model.RL_2.1968
OG0007052	g17202	evm.model.RL_2.1982.2.687c86e4
OG0007053	g28346	evm.model.RL_8.1263
OG0007054	g23618	evm.model.RL_2.2278
OG0007055	g50984	evm.model.RL_6.335
OG0007056	g50953	evm.model.RL_6.243
OG0007057	g51691	evm.model.RL_6.1904
OG0007058	g38470	evm.model.RL_6.185
OG0007059	g50892, g38507	evm.model.RL_6.120
OG0007060	g50849	evm.model.RL_6.14
OG0007061	g10290	evm.model.RL_4.770
OG0007062	g27280	evm.model.RL_5.1302
OG0007065	g27210, g49871	evm.model.RL_5.1174
OG0007066	g31423	evm.model.RL_5.1159
OG0007067	g49858	evm.model.RL_5.1153
OG0007068	g49821	evm.model.RL_5.1108
OG0007069	g49820	evm.model.RL_5.1104
OG0007070	g49785, g31339	evm.model.RL_5.1056
OG0007072	g27144	evm.model.RL_5.981
OG0007073	g31301	evm.model.RL_5.979
OG0007074	g27137	evm.model.RL_5.968
OG0007075	g31296	evm.model.RL_5.966
OG0007076	g31247	evm.model.RL_5.894
OG0007077	g31233	evm.model.RL_5.864
OG0007078	g31212	evm.model.RL_5.832
OG0007079	g49698	evm.model.RL_5.831
OG0007080	g27068, g31175	evm.model.RL_5.788
OG0007081	g31154	evm.model.RL_5.761
OG0007082	g31138	evm.model.RL_5.740
OG0007083	g49617	evm.model.RL_5.686
OG0007084	g50782	evm.model.RL_6.2794
OG0007085	g31067	evm.model.RL_5.601
OG0007086	g31056, g27004	evm.model.RL_5.582
OG0007087	g31055	evm.model.RL_5.580
OG0007088	g31031	evm.model.RL_5.540
OG0007089	g28299	evm.model.RL_8.1193
OG0007090	g23205	evm.model.RL_2.2826
OG0007091	g26970	evm.model.RL_5.480
OG0007092	g49533	evm.model.RL_5.466
OG0007093	g30950	evm.model.RL_5.429
OG0007094	g49478	evm.model.RL_5.348.1.687c88ab
OG0007095	g30903	evm.model.RL_5.329
OG0007096	g26943	evm.model.RL_5.319
OG0007097	g49457	evm.model.RL_5.311
OG0007098	g49456	evm.model.RL_5.307
OG0007099	g49448	evm.model.RL_5.281
OG0007100	g49435	evm.model.RL_5.249
OG0007101	g30841	evm.model.RL_5.240
OG0007103	g49395, g30802	evm.model.RL_5.153
OG0007104	g49393	evm.model.RL_5.149
OG0007106	g30742	evm.model.RL_5.19.1.687c88a9
OG0007107	g2469	evm.model.RL_7.1233
OG0007108	g49289	evm.model.RL_8.2914
OG0007109	g5192	evm.model.RL_4.2189
OG0007110	g29313, g5194	evm.model.RL_4.2192
OG0007111	g5198	evm.model.RL_4.2194
OG0007112	g5207	evm.model.RL_4.2205
OG0007113	g5157	evm.model.RL_4.2149
OG0007114	g5117, g29257	evm.model.RL_4.2097
OG0007115	g5131	evm.model.RL_4.2114
OG0007116	g29236	evm.model.RL_4.2071
OG0007117	g29195	evm.model.RL_4.2000
OG0007118	g29182	evm.model.RL_4.1981
OG0007119	g5033	evm.model.RL_4.1980
OG0007120	g29154, g13733	evm.model.RL_4.1945
OG0007121	g29144	evm.model.RL_4.1920
OG0007122	g29133	evm.model.RL_4.1901
OG0007123	g4913	evm.model.RL_4.1784.1.687c86d5
OG0007124	g29098	evm.model.RL_4.1735
OG0007125	g4862	evm.model.RL_4.1125
OG0007126	g10106	evm.model.RL_4.1114
OG0007127	g4798	evm.model.RL_4.1072
OG0007128	g10147	evm.model.RL_4.1039
OG0007129	g10178, g4744	evm.model.RL_4.966
OG0007130	g10190	evm.model.RL_4.926
OG0007131	g4536, g10233	evm.model.RL_4.876
OG0007133	g10274	evm.model.RL_4.790
OG0007134	g10241, g1646, g1654	evm.model.RL_4.838
OG0007135	g29350	evm.model.RL_4.2274
OG0007136	g5575, g45467	evm.model.RL_4.2849
OG0007137	g29659, g45460	evm.model.RL_4.2870
OG0007138	g29670	evm.model.RL_4.2887
OG0007139	g5268	evm.model.RL_4.2276
OG0007140	g5269	evm.model.RL_4.2277
OG0007141	g5600	evm.model.RL_4.2910
OG0007142	g5632	evm.model.RL_4.2987
OG0007143	g5647, g29749	evm.model.RL_4.3031
OG0007145	g5658, g29759	evm.model.RL_4.3045
OG0007146	g29789	evm.model.RL_4.3082
OG0007147	g29117	evm.model.RL_4.1706
OG0007148	g618	evm.model.RL_4.1165
OG0007149	g10078, g616	evm.model.RL_4.1168
OG0007150	g10077	evm.model.RL_4.1169
OG0007151	g10038	evm.model.RL_4.1226
OG0007152	g10035	evm.model.RL_4.1229
OG0007153	g563	evm.model.RL_4.1245
OG0007154	g562	evm.model.RL_4.1246
OG0007156	g522	evm.model.RL_4.1323
OG0007157	g521, g9996	evm.model.RL_4.1324
OG0007158	g2680	evm.model.RL_7.1497
OG0007159	g498	evm.model.RL_4.1364
OG0007160	g493, g18587	evm.model.RL_4.1373
OG0007161	g9958	evm.model.RL_4.1396
OG0007162	g9957	evm.model.RL_4.1397
OG0007163	g9943	evm.model.RL_8.2155
OG0007164	g445, g9941	evm.model.RL_8.2161
OG0007165	g443, g9932	evm.model.RL_8.2166
OG0007166	g9912	evm.model.RL_8.2195
OG0007167	g417	evm.model.RL_8.2229
OG0007168	g9860	evm.model.RL_8.2313
OG0007169	g9855	evm.model.RL_8.2321
OG0007170	g347	evm.model.RL_8.2329
OG0007171	g334	evm.model.RL_8.2347
OG0007172	g2759	evm.model.RL_7.1578, evm.model.RL_7.1577
OG0007173	g325	evm.model.RL_8.2371
OG0007174	g28718, g1217	evm.model.RL_8.1951
OG0007175	g2524	evm.model.RL_7.1296
OG0007176	g2609	evm.model.RL_7.1416
OG0007177	g2619	evm.model.RL_7.1436
OG0007178	g19486	evm.model.RL_7.1564
OG0007179	g18615	evm.model.RL_8.2338, evm.model.RL_7.1585
OG0007180	g19506	evm.model.RL_7.1620
OG0007181	g2812, g19526	evm.model.RL_7.1675
OG0007182	g28770	evm.model.RL_7.1765
OG0007183	g3005	evm.model.RL_7.1836
OG0007184	g11446	evm.model.RL_7.1844
OG0007185	g11467	evm.model.RL_7.1917
OG0007186	g11500	evm.model.RL_7.1971
OG0007187	g41688	evm.model.RL_3.1123
OG0007188	g44904	evm.model.RL_3.1118
OG0007191	g45794	evm.model.RL_3.1322
OG0007192	g44753	evm.model.RL_3.1345
OG0007193	g44854	evm.model.RL_3.1198
OG0007194	g45822	evm.model.RL_3.1383
OG0007195	g45823	evm.model.RL_3.1384
OG0007197	g44678	evm.model.RL_3.1481, evm.model.RL_3.1471
OG0007198	g45884	evm.model.RL_3.1496
OG0007199	g45893, g44666	evm.model.RL_3.1504
OG0007200	g45909	evm.model.RL_3.1526, evm.model.RL_3.1525
OG0007201	g44636	evm.model.RL_3.1570
OG0007202	g44624	evm.model.RL_3.1589
OG0007203	g41417	evm.model.RL_4.1663
OG0007204	g46441	evm.model.RL_3.2230
OG0007205	g46384	evm.model.RL_3.2170
OG0007206	g40543	evm.model.RL_4.322
OG0007207	g46348	evm.model.RL_3.2137
OG0007208	g44364	evm.model.RL_3.2129
OG0007209	g44386	evm.model.RL_3.2083
OG0007210	g44399, g46274	evm.model.RL_3.2053
OG0007211	g46263	evm.model.RL_3.2038
OG0007212	g44416	evm.model.RL_3.2019
OG0007213	g44436, g43487	evm.model.RL_3.1985
OG0007214	g44440	evm.model.RL_3.1982
OG0007215	g46177, g44489	evm.model.RL_3.1910.1.687c84bd
OG0007216	g44496	evm.model.RL_3.1904
OG0007217	g44498	evm.model.RL_3.1897
OG0007218	g44501	evm.model.RL_3.1894
OG0007219	g44519, g46142	evm.model.RL_3.1863
OG0007220	g46091	evm.model.RL_3.1784
OG0007221	g44575, g46052	evm.model.RL_3.1726
OG0007222	g52162	evm.model.RL_6.1225
OG0007223	g46018	evm.model.RL_3.1670
OG0007224	g44608	evm.model.RL_3.1632
OG0007225	g46443	evm.model.RL_3.2235, evm.model.RL_5.1889
OG0007226	g46470	evm.model.RL_3.2266
OG0007227	g12370, g7425	evm.model.RL_1.961
OG0007228	g46514	evm.model.RL_3.2331
OG0007229	g44327	evm.model.RL_3.2339
OG0007230	g44313, g46533	evm.model.RL_3.2361
OG0007232	g46600	evm.model.RL_3.2471
OG0007233	g46548	evm.model.RL_3.2389
OG0007234	g46552	evm.model.RL_3.2394
OG0007235	g46559	evm.model.RL_3.2402
OG0007236	g44295	evm.model.RL_3.2416, evm.model.RL_3.2480
OG0007237	g27313	evm.model.RL_5.1430
OG0007238	g19596	evm.model.RL_3.2450
OG0007239	g44278	evm.model.RL_3.2454
OG0007240	g7267	evm.model.RL_1.1200, evm.model.RL_1.1294
OG0007241	g7265	evm.model.RL_1.1205
OG0007243	g12220	evm.model.RL_1.1288
OG0007244	g13201	evm.model.RL_1.1300
OG0007245	g7186, g12197	evm.model.RL_1.1338
