Orthogroup	Cochlearia_excelsa	Brassica_oleracea
OG0008021	g50326	XP_013584289.1
OG0008022	g50372	XP_013622566.1, XP_013583605.1
OG0008023	g50373, g32190	XP_013593766.1, XP_013638093.1
OG0008024	g32194	XP_013593899.1, XP_013625720.1
OG0008025	g44856	XP_013588501.1, XP_013589865.1
OG0008026	g32249	XP_013597935.1, XP_013586162.1
OG0008027	g32269	XP_013637966.1
OG0008027	g50404	XP_013593174.1
OG0008028	g50403, g27629	XP_013623147.1, XP_013595783.1
OG0008029	g27633	XP_013623576.1, XP_013595756.1
OG0008030	g23846	XP_013625391.1
OG0008031	g47497	XP_013598546.1, XP_013600609.1
OG0008032	g47501	XP_013605343.1, XP_013607384.1
OG0008033	g23834	XP_013592990.1, XP_013610559.1
OG0008034	g23829	XP_013597814.1, XP_013599468.1
OG0008035	g23802, g17183	XP_013636545.1, XP_013597704.1
OG0008036	g23791, g47530	XP_013619504.1, XP_013598541.1
OG0008037	g47534	XP_013610722.1, XP_013597193.1, XP_013595254.1, XP_013593091.1
OG0008038	g47539, g23767	XP_013599727.1, XP_013594054.1
OG0008039	g17175	XP_013616493.1, XP_013595264.1, XP_013625155.1
OG0008040	g23605	XP_013596372.1, XP_013589387.1
OG0008041	g23589	XP_013599789.1, XP_013618768.1
OG0008042	g38354	XP_013629506.1
OG0008043	g50996, g38362	XP_013634323.1, XP_013602604.1
OG0008044	g38387	XP_013634724.1
OG0008045	g38436	XP_013605744.1, XP_013637107.1
OG0008046	g44538, g46132	XP_013591513.1, XP_013591492.1
OG0008047	g38471, g36918	XP_013600686.1, XP_013633859.1
OG0008048	g38472, g43539	XP_013603284.1, XP_013634830.1
OG0008049	g38476	XP_013635964.1, XP_013605269.1
OG0008050	g38483	XP_013633222.1, XP_013599557.1
OG0008051	g38486	XP_013631060.1, XP_013600280.1
OG0008052	g36943, g50888	XP_013635554.1
OG0008053	g38517	XP_013600294.1, XP_013633568.1
OG0008054	g38520	XP_013635303.1
OG0008055	g38528, g50866	XP_013637596.1, XP_013599528.1
OG0008056	g38537	XP_013630879.1, XP_013605161.1
OG0008057	g38310, g38542	XP_013600186.1
OG0008058	g50852	XP_013633811.1, XP_013604270.1
OG0008059	g31574	XP_013600496.1, XP_013583905.1
OG0008060	g49928	XP_013600400.1, XP_013583412.1, XP_013583852.1
OG0008061	g31569	XP_013638445.1, XP_013638523.1, XP_013600016.1
OG0008062	g31561	XP_013584519.1
OG0008063	g31553	XP_013638207.1, XP_013600255.1
OG0008064	g31537	XP_013603629.1, XP_013584683.1
OG0008065	g27269, g31527	XP_013584530.1, XP_013604844.1
OG0008066	g31493	XP_013602399.1, XP_013603686.1
OG0008067	g27256	XP_013637909.1, XP_013605524.1
OG0008068	g31476, g27246, g49888	XP_013602674.1, XP_013639051.1
OG0008069	g49867	XP_013603441.1, XP_013584359.1
OG0008070	g49862	XP_013600468.1, XP_013638590.1
OG0008071	g49861	XP_013600467.1
OG0008072	g49830, g49835, g49841	XP_013603319.1
OG0008073	g31388, g49823	XP_013638456.1, XP_013605841.1
OG0008074	g27188, g31383	XP_013599985.1, XP_013638164.1
OG0008075	g49800, g31350	XP_013601456.1, XP_013603649.1, XP_013584885.1
OG0008076	g31338	XP_013602123.1
OG0008077	g31337	XP_013638332.1, XP_013602125.1
OG0008078	g27163	XP_013600349.1, XP_013602661.1
OG0008079	g31321	XP_013603408.1
OG0008080	g49777	XP_013605512.1, XP_013587163.1
OG0008081	g31264	XP_013603808.1, XP_013584612.1
OG0008082	g31249	XP_013585682.1, XP_013600806.1
OG0008083	g31241	XP_013583645.1, XP_013600484.1, XP_013600489.1
OG0008084	g49723	XP_013601936.1, XP_013587663.1
OG0008085	g49702	XP_013604210.1, XP_013586019.1
OG0008086	g19151	XP_013637483.1, XP_013588045.1
OG0008087	g49657	XP_013601405.1, XP_013639138.1
OG0008088	g49672, g31124	XP_013585619.1, XP_013605763.1
OG0008089	g49671, g31126	XP_013602494.1, XP_013586636.1
OG0008090	g27010, g31071	XP_013584718.1, XP_013614696.1
OG0008091	g31050	XP_013600111.1, XP_013587440.1
OG0008092	g49561	XP_013602546.1, XP_013638276.1
OG0008093	g31011	XP_013585788.1, XP_013603448.1
OG0008094	g49552	XP_013583525.1, XP_013600293.1
OG0008095	g49547	XP_013586399.1, XP_013602509.1
OG0008096	g31010	XP_013585787.1, XP_013602213.1
OG0008098	g31005	XP_013604652.1, XP_013585925.1
OG0008099	g30993	XP_013600995.1
OG0008100	g30976	XP_013605894.1, XP_013584037.1
OG0008101	g49517	XP_013587254.1, XP_013605076.1
OG0008102	g30942	XP_013602476.1
OG0008103	g30906	XP_013584473.1, XP_013603594.1
OG0008104	g5250	XP_013621259.1, XP_013612357.1
OG0008105	g30877	XP_013602354.1, XP_013585532.1
OG0008106	g26937	XP_013603766.1, XP_013603795.1
OG0008107	g30871	XP_013604925.1, XP_013584320.1
OG0008108	g26926	XP_013604526.1, XP_013585845.1
OG0008109	g49422	XP_013603503.1, XP_013585140.1
OG0008110	g30833	XP_013585139.1, XP_013599918.1
OG0008111	g30834, g26920	XP_013600123.1, XP_013638753.1
OG0008112	g49424	XP_013587521.1, XP_013599571.1
OG0008113	g49430	XP_013602695.1, XP_013583971.1
OG0008115	g26903	XP_013603152.1, XP_013584630.1
OG0008116	g49402	XP_013604416.1, XP_013605003.1
OG0008117	g49390, g30796	XP_013602038.1, XP_013638392.1
OG0008118	g26890	XP_013635108.1, XP_013585757.1
OG0008120	g30772	XP_013584896.1, XP_013603187.1
OG0008121	g26888	XP_013584111.1
OG0008122	g49346	XP_013585621.1, XP_013605078.1
OG0008123	g26870	XP_013638346.1, XP_013604882.1
OG0008124	g25333	XP_013607436.1
OG0008125	g26856, g30725, g49277	XP_013601043.1, XP_013585433.1
OG0008127	g29318, g5202	XP_013611467.1, XP_013630265.1
OG0008128	g5171	XP_013621152.1, XP_013610628.1
OG0008129	g5170	XP_013612470.1, XP_013621151.1
OG0008130	g45672	XP_013616263.1, XP_013606199.1
OG0008131	g5099, g29240	XP_013611590.1, XP_013620597.1
OG0008132	g45697	XP_013620472.1, XP_013611393.1
OG0008133	g5102	XP_013621850.1, XP_013611396.1
OG0008134	g29201	XP_013611218.1
OG0008135	g45730	XP_013629348.1, XP_013616808.1
OG0008136	g45733	XP_013609955.1
OG0008137	g5042, g29189	XP_013609729.1, XP_013629406.1
OG0008138	g29181	XP_013606669.1, XP_013614909.1
OG0008139	g45743	XP_013612017.1, XP_013614385.1
OG0008140	g4990	XP_013618882.1, XP_013609222.1
OG0008141	g29005	XP_013615271.1
OG0008142	g29016	XP_013616675.1, XP_013607023.1
OG0008143	g29017, g4950	XP_013606697.1, XP_013618810.1
OG0008144	g29023	XP_013625927.1, XP_013608584.1
OG0008145	g29036, g41478	XP_013629623.1, XP_013612624.1
OG0008146	g29044	XP_013616851.1, XP_013606789.1
OG0008147	g29046	XP_013605988.1, XP_013616842.1
OG0008148	g29054, g29050	XP_013616843.1, XP_013622850.1
OG0008149	g4906	XP_013622669.1, XP_013612870.1
OG0008150	g29073	XP_013613694.1, XP_013612712.1
OG0008151	g41730, g41445	XP_013613677.1, XP_013609895.1
OG0008152	g29082	XP_013607045.1
OG0008153	g29092, g4891	XP_013613691.1
OG0008154	g29095	XP_013620543.1
OG0008155	g29108	XP_013612078.1, XP_013629061.1
OG0008156	g18530	XP_013609168.1, XP_013593339.1
OG0008157	g10100	XP_013612694.1, XP_013618821.1
OG0008158	g4863	XP_013593249.1, XP_013612693.1
OG0008159	g4858	XP_013615990.1, XP_013593110.1
OG0008160	g4811	XP_013597478.1, XP_013632559.1, XP_013612381.1
OG0008161	g4792	XP_013598187.1
OG0008162	g10130	XP_013618078.1, XP_013595388.1
OG0008163	g18513	XP_013616256.1, XP_013598393.1
OG0008164	g4686	XP_013593104.1, XP_013612938.1
OG0008165	g10182	XP_013612293.1
OG0008166	g10212	XP_013610520.1, XP_013614997.1
OG0008167	g10205	XP_013614012.1, XP_013593442.1
OG0008168	g10221	XP_013594215.1, XP_013616181.1
OG0008169	g10245	XP_013614813.1, XP_013598431.1
OG0008170	g5247	XP_013620534.1, XP_013612875.1
OG0008171	g10253	XP_013595680.1, XP_013613346.1
OG0008172	g29342, g5258	XP_013620725.1, XP_013612006.1
OG0008173	g5263	XP_013620307.1, XP_013609151.1
OG0008174	g5265	XP_013611742.1, XP_013620309.1
OG0008175	g29649	XP_013622455.1, XP_013612986.1
OG0008176	g45459, g29661	XP_013609711.1
OG0008177	g29674	XP_013621579.1, XP_013612616.1
OG0008178	g45453	XP_013611493.1, XP_013626658.1
OG0008179	g29685, g5601	XP_013618721.1, XP_013612353.1
OG0008180	g29740	XP_013608523.1
OG0008181	g45406, g29787	XP_013619146.1, XP_013612347.1, XP_013629457.1
OG0008182	g5679, g5678	XP_013614608.1, XP_013609983.1
OG0008183	g29109	XP_013629062.1
OG0008184	g10062	XP_013616598.1, XP_013594163.1
OG0008185	g10036	XP_013596801.1, XP_013609125.1
OG0008186	g10023, g558	XP_013613312.1, XP_013598458.1
OG0008187	g552	XP_013610146.1, XP_013597972.1
OG0008188	g10021	XP_013616721.1, XP_013598466.1
OG0008189	g540	XP_013619432.1, XP_013597554.1
OG0008191	g503	XP_013597852.1, XP_013609385.1
OG0008192	g9987	XP_013593324.1, XP_013610763.1
OG0008193	g490	XP_013598057.1, XP_013620453.1
OG0008194	g44867	XP_013592123.1, XP_013588374.1
OG0008195	g468	XP_013595993.1, XP_013618039.1
OG0008196	g462	XP_013594016.1, XP_013606046.1
OG0008197	g9953	XP_013612503.1, XP_013598132.1
OG0008198	g444	XP_013597477.1
OG0008201	g394	XP_013627201.1, XP_013619677.1
OG0008202	g367, g366	XP_013621848.1, XP_013617962.1
OG0008203	g9865	XP_013618785.1, XP_013626027.1
OG0008204	g361, g9863	XP_013604579.1, XP_013621805.1
OG0008205	g9854	XP_013616691.1, XP_013629314.1
OG0008206	g352	XP_013621158.1, XP_013606552.1
OG0008208	g327	XP_013607164.1, XP_013623637.1
OG0008209	g9827	XP_013626660.1, XP_013610101.1
OG0008210	g28723	XP_013613123.1, XP_013623219.1
OG0008211	g1190	XP_013610256.1
OG0008212	g39278	XP_013612469.1, XP_013627203.1
OG0008213	g19322	XP_013597801.1, XP_013604697.1
OG0008214	g19330	XP_013598038.1, XP_013604571.1
OG0008215	g2496	XP_013593722.1, XP_013586867.1
OG0008216	g19341, g2540	XP_013599701.1, XP_013595754.1
OG0008217	g2557	XP_013618225.1, XP_013602338.1
OG0008218	g2595, g19370	XP_013638964.1, XP_013596502.1
OG0008219	g2622, g19396	XP_013627593.1, XP_013603661.1
OG0008220	g2624	XP_013605626.1, XP_013622434.1
OG0008221	g2633, g19413, g11382	XP_013629771.1, XP_013603994.1
OG0008223	g2822	XP_013591573.1, XP_013627553.1
OG0008224	g3128	XP_013623214.1
OG0008226	g41637	XP_013591779.1, XP_013621534.1
OG0008227	g44885, g41641	XP_013591763.1, XP_013592265.1
OG0008228	g44888	XP_013591760.1, XP_013591839.1
OG0008229	g41644	XP_013591720.1
OG0008230	g44891	XP_013616518.1, XP_013589869.1
OG0008231	g44892	XP_013591908.1, XP_013615693.1
OG0008232	g37108, g51477	XP_013633964.1, XP_013634016.1
OG0008233	g41691	XP_013591472.1, XP_013616508.1
OG0008234	g44877	XP_013616122.1, XP_013589888.1
OG0008235	g44913	XP_013619216.1
OG0008235	g13639	XP_013591211.1
OG0008236	g44785, g45763	XP_013592060.1, XP_013615780.1
OG0008237	g44784	XP_013614310.1, XP_013587860.1
OG0008238	g44782	XP_013592305.1
OG0008238	g45769	XP_013621548.1
OG0008239	g45819	XP_013616164.1, XP_013591693.1
OG0008240	g27573	XP_013604661.1, XP_013585409.1
OG0008241	g6626	XP_013583818.1
OG0008242	g45831	XP_013621577.1, XP_013589755.1
OG0008243	g45833	XP_013616149.1, XP_013592605.1
OG0008244	g45842	XP_013589759.1, XP_013588069.1
OG0008245	g45850	XP_013590671.1, XP_013620524.1
OG0008246	g44699	XP_013592381.1, XP_013618957.1
OG0008247	g45894	XP_013590515.1
OG0008248	g45915	XP_013592825.1
OG0008249	g45949	XP_013591356.1, XP_013592466.1
OG0008250	g45961	XP_013592419.1, XP_013591717.1
OG0008251	g46422	XP_013590826.1, XP_013620156.1
OG0008252	g46420	XP_013590214.1, XP_013590835.1
OG0008253	g46418	XP_013620158.1, XP_013588147.1
OG0008254	g46391, g44358	XP_013587957.1, XP_013590621.1
OG0008255	g44360	XP_013620634.1, XP_013590618.1
OG0008256	g46366	XP_013618282.1, XP_013591436.1
OG0008257	g46334	XP_013590695.1, XP_013590995.1
OG0008259	g46309	XP_013621502.1, XP_013587753.1
OG0008260	g46278	XP_013621192.1, XP_013589697.1
OG0008261	g46248	XP_013590261.1
OG0008262	g46243	XP_013589690.1
OG0008263	g44432	XP_013591146.1, XP_013618416.1
OG0008264	g46233	XP_013592746.1, XP_013621161.1
OG0008265	g46226	XP_013587754.1, XP_013621154.1
OG0008266	g44442	XP_013619389.1, XP_013591107.1
OG0008267	g46211, g44452	XP_013618234.1
OG0008268	g46188	XP_013591754.1, XP_013588152.1
OG0008269	g46174	XP_013589929.1, XP_013592348.1
OG0008270	g44508	XP_013592785.1, XP_013618204.1
OG0008271	g44534	XP_013588534.1, XP_013591386.1
OG0008272	g44546	XP_013588248.1, XP_013621561.1
OG0008273	g46107	XP_013589489.1, XP_013591911.1
OG0008274	g46099	XP_013588289.1, XP_013589935.1
OG0008275	g44556, g46094	XP_013590414.1, XP_013590360.1
OG0008276	g46085	XP_013592837.1, XP_013587827.1
OG0008277	g44569	XP_013616074.1, XP_013599502.1
OG0008278	g44573	XP_013592873.1, XP_013588523.1
OG0008279	g46032	XP_013590944.1, XP_013619825.1
OG0008280	g44582	XP_013590960.1, XP_013592831.1
OG0008281	g46002	XP_013614423.1, XP_013590144.1
OG0008282	g44615	XP_013613791.1, XP_013621092.1
OG0008283	g44341	XP_013621146.1, XP_013591729.1
OG0008284	g13603	XP_013619515.1, XP_013590291.1
OG0008285	g14406	XP_013592542.1, XP_013588693.1
OG0008286	g46539	XP_013591127.1, XP_013591940.1
OG0008287	g46554	XP_013589849.1, XP_013618378.1
OG0008288	g44297	XP_013591244.1, XP_013621445.1
OG0008289	g13600, g46572	XP_013592128.1, XP_013592187.1
OG0008290	g46586	XP_013617390.1, XP_013591617.1
OG0008291	g44282	XP_013591546.1
OG0008292	g44273	XP_013588683.1, XP_013618532.1
OG0008293	g46610	XP_013589770.1, XP_013592248.1
OG0008294	g7290, g13145	XP_013585129.1, XP_013584618.1
OG0008295	g7264	XP_013623241.1, XP_013619861.1
OG0008296	g12251	XP_013628950.1, XP_013587591.1
OG0008297	g7252	XP_013618307.1, XP_013623099.1
OG0008298	g7237	XP_013639451.1
OG0008299	g7205	XP_013583370.1, XP_013588680.1
OG0008300	g10075	XP_013593794.1, XP_013611519.1
OG0008301	g7202	XP_013586776.1
OG0008302	g7201	XP_013626005.1
OG0008303	g12210	XP_013625447.1
OG0008304	g13210, g7189	XP_013625307.1, XP_013638545.1
OG0008306	g13212	XP_013625313.1
OG0008307	g12194, g7173	XP_013587014.1, XP_013610578.1
OG0008308	g12160	XP_013586290.1
OG0008309	g12151, g7119	XP_013584010.1, XP_013623146.1
OG0008310	g7104	XP_013596023.1, XP_013610600.1, XP_013638829.1
OG0008311	g7101	XP_013583938.1, XP_013638378.1
OG0008312	g54274	XP_013615543.1, XP_013587818.1
OG0008313	g1453, g12106, g7052	XP_013629188.1, XP_013609945.1
OG0008314	g7027	XP_013587106.1, XP_013609686.1
OG0008315	g7020	XP_013638170.1, XP_013627686.1, XP_013622419.1
OG0008316	g6996	XP_013637834.1
OG0008316	g12073	XP_013588624.1
OG0008317	g6957	XP_013609382.1
OG0008318	g6949	XP_013625472.1, XP_013613832.1
OG0008320	g12027	XP_013584914.1
OG0008321	g6886	XP_013608753.1, XP_013585921.1
OG0008322	g6860	XP_013619096.1, XP_013623997.1, XP_013585071.1
OG0008323	g13315	XP_013587424.1, XP_013621774.1
OG0008324	g13320	XP_013630415.1, XP_013584282.1
OG0008325	g11977, g6832	XP_013627115.1, XP_013584645.1
OG0008326	g13337	XP_013626024.1, XP_013586502.1
OG0008327	g6798	XP_013608418.1, XP_013584378.1
OG0008329	g3597, g30084, g36100, g30085	XP_013599692.1
OG0008330	g11902	XP_013586675.1, XP_013622066.1
OG0008331	g47092	XP_013591354.1, XP_013601798.1
OG0008332	g6584	XP_013630064.1, XP_013637751.1
OG0008333	g11768	XP_013583857.1, XP_013614857.1
OG0008334	g11761	XP_013583444.1, XP_013597585.1
OG0008335	g6477	XP_013604467.1, XP_013597766.1
OG0008336	g11728	XP_013599017.1, XP_013610569.1
OG0008337	g6417	XP_013597048.1
OG0008337	g11671	XP_013629494.1
OG0008338	g41227	XP_013621081.1, XP_013627245.1
OG0008339	g6022	XP_013599041.1, XP_013608937.1
OG0008340	g14306	XP_013593672.1, XP_013608700.1
OG0008341	g14236	XP_013612565.1, XP_013598643.1
OG0008342	g6150	XP_013621898.1, XP_013593108.1
OG0008343	g6139	XP_013629694.1, XP_013595608.1
OG0008344	g6126, g14103	XP_013611606.1, XP_013595400.1
OG0008345	g13716	XP_013629190.1, XP_013598295.1
OG0008346	g6098	XP_013630463.1
OG0008347	g6091, g14032	XP_013599099.1, XP_013611575.1
OG0008348	g6088, g14027	XP_013595831.1
OG0008349	g14025	XP_013612933.1, XP_013595723.1
OG0008350	g6046	XP_013593101.1, XP_013630445.1
OG0008351	g5997	XP_013599381.1, XP_013607194.1
OG0008352	g6000	XP_013609718.1, XP_013595896.1
OG0008353	g13947	XP_013630102.1, XP_013612473.1
OG0008354	g5967	XP_013598499.1, XP_013598984.1
OG0008355	g13903	XP_013605295.1, XP_013593171.1
OG0008356	g13856	XP_013595966.1, XP_013608868.1
OG0008357	g54369	XP_013626534.1, XP_013628284.1
OG0008358	g54365	XP_013588025.1, XP_013629685.1
OG0008359	g36708	XP_013591568.1, XP_013591591.1
OG0008360	g40723	XP_013599069.1
OG0008361	g36705	XP_013590175.1, XP_013623468.1
OG0008363	g49904, g36669	XP_013590919.1, XP_013592080.1
OG0008364	g54301	XP_013587758.1
OG0008365	g36634	XP_013613497.1, XP_013592138.1, XP_013626997.1
OG0008366	g36625	XP_013615724.1, XP_013630376.1, XP_013630162.1
OG0008367	g36611	XP_013588065.1, XP_013592826.1
OG0008368	g36610, g28006	XP_013626736.1, XP_013590592.1
OG0008369	g36605	XP_013588391.1
OG0008370	g36599	XP_013590302.1, XP_013625530.1
OG0008371	g54250	XP_013627384.1, XP_013591212.1
OG0008372	g36527	XP_013621863.1, XP_013588109.1
OG0008373	g54226	XP_013625262.1, XP_013590030.1
OG0008374	g54188	XP_013626594.1, XP_013592320.1
OG0008375	g36455, g54209	XP_013584757.1, XP_013627289.1
OG0008376	g36435	XP_013591370.1, XP_013622894.1
OG0008377	g28057, g54163	XP_013591365.1
OG0008378	g54122	XP_013590533.1, XP_013613709.1
OG0008379	g28084	XP_013613755.1, XP_013590938.1
OG0008380	g17594, g24387	XP_013598367.1, XP_013589647.1
OG0008381	g24399	XP_013601580.1, XP_013598455.1
OG0008382	g51482, g37110	XP_013635934.1, XP_013635426.1
OG0008383	g37107	XP_013634561.1, XP_013634621.1
OG0008385	g19285	XP_013634481.1, XP_013602924.1
OG0008386	g11335, g2426	XP_013597169.1, XP_013632069.1, XP_013605822.1
OG0008387	g2416	XP_013603710.1
OG0008388	g19258	XP_013593189.1, XP_013636220.1
OG0008389	g2409	XP_013635024.1, XP_013604516.1
OG0008390	g2398, g19217	XP_013592437.1
OG0008391	g19191, g2344	XP_013592510.1, XP_013605464.1
OG0008392	g19185, g2338	XP_013605051.1, XP_013636204.1
OG0008393	g19174	XP_013600355.1
OG0008394	g2327	XP_013588280.1, XP_013600650.1
OG0008395	g19166	XP_013599961.1, XP_013588068.1
OG0008396	g2460	XP_013593922.1, XP_013591024.1
OG0008397	g2296, g11300	XP_013588816.1, XP_013600367.1
OG0008398	g2295, g19157	XP_013602555.1, XP_013634258.1
OG0008399	g19137	XP_013599585.1, XP_013631950.1, XP_013633026.1
OG0008400	g19159	XP_013600007.1, XP_013634165.1
OG0008401	g2272	XP_013601651.1, XP_013631457.1
OG0008402	g2254	XP_013589766.1, XP_013605834.1
OG0008403	g19092	XP_013602623.1, XP_013634439.1
OG0008404	g19081	XP_013599828.1
OG0008405	g19048, g2171	XP_013605324.1, XP_013635783.1
OG0008406	g2144	XP_013601972.1
OG0008407	g2070	XP_013590388.1, XP_013599956.1
OG0008408	g18982, g2118	XP_013634918.1, XP_013603234.1
OG0008409	g2035	XP_013591868.1, XP_013637597.1
OG0008410	g1978	XP_013600353.1
OG0008411	g1989	XP_013600796.1, XP_013588608.1
OG0008412	g1990	XP_013588817.1, XP_013605358.1
OG0008413	g1997	XP_013634037.1, XP_013602536.1
OG0008414	g18929	XP_013631198.1, XP_013599770.1
OG0008416	g11204	XP_013634275.1, XP_013603552.1
OG0008417	g52089	XP_013623389.1, XP_013633530.1
OG0008418	g16857	XP_013631948.1, XP_013620352.1
OG0008419	g18896, g2021	XP_013592740.1, XP_013600067.1
OG0008420	g2024	XP_013591993.1
OG0008421	g2025	XP_013615012.1, XP_013636102.1
OG0008422	g18879	XP_013588905.1, XP_013600490.1
OG0008423	g11199	XP_013591196.1, XP_013604025.1
OG0008424	g1960	XP_013599754.1, XP_013636184.1
OG0008425	g18859	XP_013599882.1, XP_013637174.1
OG0008426	g11192	XP_013602169.1, XP_013633736.1
OG0008427	g18826	XP_013631942.1, XP_013591689.1
OG0008429	g18803	XP_013603875.1, XP_013635699.1
OG0008430	g1815	XP_013602261.1, XP_013588925.1
OG0008431	g1788	XP_013615732.1, XP_013603972.1
OG0008432	g1786	XP_013600457.1, XP_013592754.1
OG0008433	g1780	XP_013605861.1
OG0008434	g1768	XP_013591022.1, XP_013634381.1, XP_013603473.1
OG0008435	g1773	XP_013604608.1
OG0008436	g18742	XP_013637478.1
OG0008436	g31969	XP_013639318.1
OG0008437	g18743	XP_013637476.1, XP_013600743.1
OG0008438	g18746	XP_013631741.1, XP_013600641.1
OG0008439	g18762, g11146, g1742	XP_013635057.1, XP_013603813.1, XP_013590917.1
OG0008440	g11145	XP_013599639.1, XP_013636561.1
OG0008441	g54344	XP_013590238.1
OG0008441	g36687	XP_013587800.1
OG0008442	g36670, g35874	XP_013592083.1
OG0008443	g42089, g50238, g17930	XP_013600998.1, XP_013594878.1
OG0008444	g41535, g41842	XP_013601104.1, XP_013604825.1, XP_013601696.1
OG0008445	g10965	XP_013597026.1
OG0008447	g51707	XP_013629944.1, XP_013634822.1
OG0008449	g44373	XP_013590088.1
OG0008450	g45994, g17999	XP_013590358.1, XP_013591133.1
OG0008451	g3186, g27886, g27904	XP_013609708.1, XP_013627333.1
OG0008452	g47667	XP_013597190.1
OG0008454	g33266, g33567, g22397, g22452, g22311, g22370, g47843	XP_013606968.1
OG0008456	g49553	XP_013583537.1, XP_013602657.1
OG0008457	g31107	XP_013601866.1, XP_013614523.1
OG0008458	g27073	XP_013639147.1, XP_013639145.1, XP_013585319.1, XP_013614640.1
OG0008459	g31298, g27138	XP_013601851.1, XP_013587074.1
OG0008461	g31565	XP_013601823.1
OG0008464	g44842	XP_013590524.1, XP_013619316.1
OG0008465	g41563, g44844	XP_013590688.1, XP_013619279.1
OG0008466	g18043	XP_013619558.1, XP_013591441.1
OG0008468	g7393, g12333	XP_013629004.1, XP_013587124.1
OG0008469	g29840	XP_013608554.1, XP_013608553.1, XP_013613146.1
OG0008471	g51087, g40025	XP_013636601.1, XP_013636565.1
OG0008472	g25018, g25107	XP_013632030.1
OG0008473	g1269	XP_013609662.1
OG0008474	g1559	XP_013610640.1, XP_013619865.1
OG0008475	g896	XP_013619423.1, XP_013613154.1
OG0008476	g39289	XP_013625947.1, XP_013620278.1
OG0008477	g28864	XP_013628750.1, XP_013620552.1
OG0008478	g582	XP_013610006.1, XP_013618894.1
OG0008479	g9859	XP_013618482.1, XP_013625763.1
OG0008480	g119	XP_013619048.1, XP_013626012.1
OG0008482	g32155	XP_013585812.1, XP_013627232.1
OG0008487	g51532	XP_013623929.1
OG0008491	g10282	XP_013616451.1, XP_013598992.1
OG0008493	g34784, g18981	XP_013610047.1
OG0008495	g33734, g8442, g26561, g8379, g30591, g9307, g48220, g15154, g48133, g48186, g8399, g42629, g26556, g39032, g35389, g34862, g8902, g20939, g48458, g20264, g15163, g9408, g20574, g34194, g15136, g8288, g8449, g48415	XP_013617127.1
OG0008504	g23566	XP_013592922.1, XP_013605315.1
OG0008505	g23537	XP_013595498.1, XP_013601759.1
OG0008506	g47683	XP_013617257.1, XP_013596059.1
OG0008507	g23512	XP_013604988.1, XP_013596673.1
OG0008508	g17016	XP_013599824.1
OG0008509	g47716	XP_013597882.1, XP_013596437.1
OG0008510	g47717	XP_013588356.1
OG0008511	g23453	XP_013629206.1, XP_013618324.1
OG0008512	g23448	XP_013626825.1, XP_013630653.1
OG0008513	g47726	XP_013623061.1, XP_013596884.1
OG0008514	g23422	XP_013596178.1, XP_013585656.1
OG0008515	g16985, g23414	XP_013592061.1, XP_013596899.1
OG0008516	g23398	XP_013626274.1, XP_013639618.1
OG0008517	g47746	XP_013598585.1
OG0008518	g671	XP_013621380.1, XP_013606607.1
OG0008519	g23376	XP_013599396.1, XP_013603386.1
OG0008520	g23374	XP_013637186.1, XP_013593730.1
OG0008521	g23329	XP_013596249.1
OG0008522	g16949	XP_013596034.1, XP_013585926.1
OG0008523	g47790	XP_013607792.1
OG0008524	g47795	XP_013595468.1, XP_013628078.1
OG0008525	g47796	XP_013601883.1, XP_013598257.1
OG0008526	g23284, g16932	XP_013596754.1, XP_013592925.1
OG0008527	g16930, g23278	XP_013614209.1
OG0008528	g16926	XP_013594028.1
OG0008529	g23249	XP_013596358.1, XP_013585480.1
OG0008530	g23219	XP_013627594.1, XP_013596225.1
OG0008531	g23234	XP_013598981.1, XP_013604639.1
OG0008532	g47827	XP_013601425.1, XP_013595942.1
OG0008533	g23200	XP_013636624.1, XP_013595448.1
OG0008534	g47820	XP_013604001.1, XP_013628898.1
OG0008535	g23191	XP_013621463.1, XP_013623392.1
OG0008536	g23190	XP_013595356.1, XP_013638402.1
OG0008537	g23189	XP_013593972.1, XP_013627464.1
OG0008538	g23183	XP_013598566.1, XP_013616953.1
OG0008540	g47874	XP_013619783.1
OG0008541	g47865	XP_013595278.1
OG0008542	g18186	XP_013637177.1, XP_013598698.1
OG0008543	g23095	XP_013625062.1, XP_013593222.1
OG0008544	g18208	XP_013601240.1, XP_013625050.1
OG0008546	g23059	XP_013594097.1, XP_013596727.1, XP_013613859.1
OG0008547	g47900	XP_013591257.1, XP_013626706.1
OG0008549	g32534	XP_013587393.1
OG0008550	g32540	XP_013638272.1, XP_013584356.1
OG0008551	g32549	XP_013637772.1, XP_013600851.1
OG0008553	g32614	XP_013638505.1, XP_013638047.1
OG0008554	g24301	XP_013602236.1, XP_013601317.1
OG0008555	g47194	XP_013615909.1, XP_013593043.1
OG0008556	g24325, g17565	XP_013597876.1, XP_013608153.1
OG0008557	g27187	XP_013603525.1, XP_013604387.1
OG0008558	g43893	XP_013606275.1, XP_013615386.1, XP_013612032.1
OG0008559	g41134	XP_013614793.1, XP_013617751.1
OG0008560	g41112	XP_013637448.1, XP_013618735.1
OG0008561	g47831	XP_013599095.1, XP_013599020.1
OG0008562	g44031	XP_013605013.1, XP_013612084.1
OG0008563	g31224	XP_013599499.1, XP_013587266.1
OG0008564	g38259	XP_013610354.1, XP_013614983.1
OG0008565	g44106	XP_013636407.1, XP_013608885.1
