Orthogroup	Cochlearia_excelsa	Alyssum_gmelinii
OG0006283	g7920	Ag005G490340
OG0006284	g12695	Ag005G405800, Ag005G490160, Ag005G490140
OG0006285	g5085	Ag007G619760, Ag007G619800
OG0006286	g12772	Ag005G487750
OG0006288	g12789	Ag005G486890, Ag004G374100
OG0006289	g12803, g7806	Ag005G486460
OG0006290	g7780	Ag005G485760
OG0006291	g7704	Ag005G483930
OG0006292	g18144	Ag004G377170
OG0006293	g12457	Ag005G480500
OG0006294	g12960	Ag005G480250
OG0006295	g51903	Ag002G187100
OG0006296	g51902	Ag002G187090
OG0006297	g38132	Ag002G183150
OG0006298	g51784, g37322	Ag002G181910
OG0006299	g51753	Ag002G180070
OG0006300	g37292	Ag002G178020
OG0006301	g51554	Ag002G164960
OG0006302	g38033	Ag002G166700
OG0006303	g51589	Ag002G167420
OG0006304	g19184	Ag001G072980
OG0006305	g37220	Ag002G172590
OG0006306	g51665	Ag002G173960
OG0006307	g51718	Ag002G176400
OG0006308	g27325, g31619	Ag004G323920
OG0006309	g31639	Ag004G324640
OG0006310	g31656	Ag004G325250
OG0006311	g49975	Ag004G325260
OG0006312	g31667	Ag004G325530
OG0006313	g31678	Ag004G326050
OG0006314	g49990	Ag004G326320
OG0006315	g31722	Ag004G328110
OG0006316	g31763	Ag004G329680
OG0006318	g31821	Ag004G331800
OG0006319	g31914	Ag004G333930, Ag001G076030
OG0006320	g50134	Ag004G334180
OG0006321	g44406	Ag003G221190
OG0006322	g50150	Ag004G334860
OG0006323	g50154	Ag004G335120
OG0006324	g50201	Ag004G337420
OG0006325	g50255	Ag004G340680, Ag004G340690, Ag004G340630
OG0006326	g44760	Ag005G414360
OG0006327	g50364	Ag003G245180
OG0006328	g41654	Ag004G355620
OG0006330	g27636	Ag001G071330, Ag006G528620
OG0006331	g50417	Ag004G349850
OG0006332	g32285	Ag006G528540
OG0006333	g17221, g23845	Ag007G602420
OG0006334	g47495, g26070, g26093	Ag007G607400
OG0006335	g47514	Ag006G531480
OG0006336	g17190	Ag007G598550
OG0006337	g47535	Ag007G586200
OG0006339	g38495, g50895	Ag006G522780
OG0006340	g38535	Ag006G520950
OG0006341	g31577	Ag004G322650
OG0006342	g49922, g31556	Ag004G321700
OG0006343	g49921, g31555	Ag004G321590
OG0006344	g27268	Ag004G320700
OG0006345	g44517	Ag003G230840
OG0006346	g49837, g49832, g49827	Ag004G316160
OG0006347	g31387	Ag004G315940, Ag001G073650
OG0006349	g49771	Ag004G313470
OG0006350	g31102	Ag004G307990
OG0006351	g27097	Ag004G310790
OG0006352	g27104	Ag004G311260
OG0006353	g27057	Ag004G309100
OG0006354	g31115, g49690	Ag004G308440, Ag001G066870
OG0006355	g49596, g27969	Ag004G307590, Ag004G306640
OG0006356	g31049	Ag004G306580
OG0006357	g31037	Ag004G306110
OG0006358	g31028, g49555	Ag004G305990
OG0006359	g19319	Ag001G067450
OG0006360	g26972, g49540	Ag004G305380
OG0006361	g26968, g30981	Ag004G305250, Ag004G305240
OG0006362	g49485	Ag004G303440
OG0006363	g30848, g49443	Ag004G302010
OG0006364	g30816, g49413	Ag004G300670
OG0006365	g30818, g49414	Ag004G300700
OG0006367	g26882	Ag004G299180
OG0006368	g29319, g45652	Ag007G613430
OG0006369	g5137	Ag007G617170, Ag020G743140
OG0006370	g5119	Ag007G618000
OG0006371	g45687	Ag007G617580
OG0006372	g45726	Ag007G621810
OG0006373	g5018	Ag007G623870
OG0006374	g28989	Ag007G625830, Ag007G626100
OG0006375	g41643	Ag004G355380
OG0006376	g4982, g28995	Ag007G626560
OG0006377	g29014, g4957	Ag007G627870
OG0006378	g29060	Ag007G630260
OG0006379	g10272	Ag007G642750
OG0006381	g29663, g45458	Ag006G505130
OG0006382	g5611	Ag006G503090
OG0006383	g5613	Ag006G502880
OG0006384	g29701, g5614	Ag006G501920
OG0006385	g25349	Ag006G519770, Ag003G276340
OG0006386	g10069, g603	Ag008G720490
OG0006387	g10059	Ag008G720990
OG0006388	g2271	Ag001G076060
OG0006389	g544	Ag008G722360
OG0006390	g524	Ag008G722750
OG0006392	g507	Ag008G723400
OG0006393	g506	Ag008G723470
OG0006394	g439, g9926	Ag008G725080
OG0006395	g9890, g409	Ag008G726180
OG0006396	g9879	Ag008G726790
OG0006398	g9868, g369	Ag008G727130
OG0006399	g9861	Ag008G727220
OG0006400	g346	Ag008G727930
OG0006401	g9841	Ag008G728360
OG0006402	g9840	Ag008G728370
OG0006403	g28717	Ag008G706430
OG0006404	g1171	Ag008G705800
OG0006405	g19324, g11354	Ag001G059500, Ag001G059300
OG0006406	g2506	Ag001G059600, Ag001G059420
OG0006407	g19335, g2509	Ag001G059710, Ag001G059460
OG0006408	g19386	Ag001G058610
OG0006409	g2690	Ag008G690760
OG0006410	g19494	Ag001G055530
OG0006411	g27831, g2971	Ag001G050320, Ag010G740640
OG0006412	g41554	Ag004G353050
OG0006413	g3014	Ag004G303140
OG0006415	g32252	Ag003G246920
OG0006416	g18036	Ag004G354900
OG0006418	g44776	Ag004G350050
OG0006419	g45808	Ag004G348460
OG0006420	g44726	Ag004G347900
OG0006421	g45826	Ag004G347150, Ag004G346990
OG0006422	g31554	Ag004G321570, Ag004G321580
OG0006423	g44652	Ag004G342710
OG0006424	g45977	Ag008G703090, Ag004G382800, Ag004G341800
OG0006425	g45972, g44620	Ag003G240810
OG0006426	g5406	Ag007G605390
OG0006427	g45960	Ag003G240320
OG0006428	g46424	Ag003G214880
OG0006429	g46386	Ag003G215980
OG0006430	g27509	Ag004G338300
OG0006431	g44365	Ag004G329910, Ag003G218740
OG0006432	g44447	Ag003G225600
OG0006433	g46195	Ag003G226620
OG0006434	g44499	Ag003G229100
OG0006435	g44558	Ag003G234480
OG0006436	g46051	Ag003G237110
OG0006437	g46005	Ag003G239220
OG0006438	g46497	Ag003G212180, Ag002G197630
OG0006439	g46506	Ag003G211950
OG0006440	g46517	Ag003G211650
OG0006441	g46569	Ag003G209350
OG0006443	g12200	Ag005G467430
OG0006444	g54284, g36620	Ag001G006480
OG0006445	g7081	Ag005G463770
OG0006446	g7067	Ag005G463150
OG0006447	g1451, g12107, g7054	Ag005G462610
OG0006448	g12096, g7038	Ag005G461740
OG0006449	g12057, g6975	Ag005G459130
OG0006450	g2640, g36001, g19415	Ag008G692070
OG0006451	g13283, g6945	Ag005G458000
OG0006452	g6941	Ag005G457890
OG0006453	g12043, g6937	Ag005G457720
OG0006454	g12041	Ag005G457520
OG0006455	g12034, g12033	Ag005G457120
OG0006456	g6916, g13294	Ag005G456780
OG0006457	g6915	Ag005G456580
OG0006458	g12030, g6914	Ag005G456550
OG0006459	g6910	Ag005G456360
OG0006460	g17688	Ag001G034420
OG0006461	g12016	Ag005G455600, Ag005G455590
OG0006462	g13307, g916	Ag005G454780
OG0006463	g6856	Ag005G453070
OG0006464	g6853	Ag005G452960
OG0006465	g6793	Ag005G449190
OG0006466	g11941, g6755	Ag005G447180
OG0006467	g11918	Ag005G446280
OG0006469	g13372	Ag005G443250, Ag005G444460
OG0006470	g11885	Ag005G442950, Ag005G444220
OG0006471	g11862, g13393	Ag005G449670, Ag005G441350
OG0006472	g13413	Ag005G438960
OG0006474	g6569	Ag005G437330
OG0006475	g6564	Ag005G437020
OG0006476	g6545	Ag005G435710
OG0006477	g6543	Ag005G435650
OG0006478	g11755	Ag005G433700, Ag005G434470
OG0006479	g13486, g6468	Ag005G431130
OG0006480	g13547, g11653	Ag002G127570, Ag004G354910, Ag005G426110
OG0006481	g13695	Ag005G419380
OG0006482	g6110, g14042	Ag005G416350
OG0006483	g14013	Ag004G349460, Ag004G349450, Ag005G415340
OG0006484	g6043	Ag005G414710
OG0006485	g13949	Ag005G410060, Ag005G410030
OG0006486	g13959	Ag005G410780
OG0006487	g13973, g6019, g36032	Ag005G411260
OG0006488	g5959, g13913	Ag005G406610
OG0006489	g13911	Ag005G406390
OG0006491	g5900	Ag005G403920
OG0006492	g54306	Ag001G001080
OG0006494	g36710	Ag001G002300
OG0006495	g27992	Ag004G383150, Ag001G003510
OG0006496	g54348	Ag001G003640
OG0006497	g54349	Ag001G003730
OG0006498	g36630, g54292	Ag001G006230
OG0006499	g36621	Ag001G006330
OG0006500	g36548	Ag001G009300
OG0006501	g36531	Ag001G009940
OG0006503	g36496	Ag001G011190
OG0006504	g36443	Ag001G015140
OG0006505	g36412	Ag001G017540
OG0006506	g28074	Ag001G018290, Ag001G018270
OG0006507	g28109	Ag001G027320
OG0006508	g24392	Ag001G029460, Ag001G030830
OG0006509	g51458	Ag002G160950
OG0006510	g37096	Ag002G160930
OG0006511	g51454	Ag002G160820
OG0006512	g37093	Ag002G160810
OG0006513	g2429	Ag001G064590
OG0006514	g2425, g19277	Ag001G064540
OG0006515	g2265	Ag001G076200, Ag006G512630
OG0006516	g2199, g19085	Ag001G078600
OG0006517	g2196	Ag001G078620
OG0006518	g2182	Ag001G080030
OG0006519	g2151, g19029	Ag001G081300
OG0006520	g19019	Ag001G081920
OG0006521	g2085	Ag001G084310
OG0006522	g18932	Ag001G088620
OG0006523	g18856	Ag001G092340
OG0006524	g1898, g18802	Ag001G093420
OG0006526	g1819	Ag001G095510
OG0006527	g11160	Ag001G096270
OG0006528	g18750	Ag001G098300
OG0006529	g18772	Ag001G098660
OG0006530	g11968	Ag005G450640
OG0006531	g18704	Ag001G098970
OG0006535	g11468, g3238, g51211	Ag002G131150
OG0006536	g13265	Ag005G460410, Ag002G177530, Ag007G618680, Ag007G621970, Ag007G618820, Ag007G618890
OG0006537	g37518, g37520	Ag002G197940
OG0006537	g37519	Ag002G198050
OG0006538	g46388	Ag003G215930
OG0006539	g47689	Ag003G256140
OG0006540	g49579, g27011	Ag004G307320
OG0006541	g31962	Ag004G335950
OG0006542	g44847	Ag004G353620
OG0006543	g39534	Ag006G577380, Ag007G640600, Ag006G512600, Ag005G413920
OG0006544	g13440	Ag005G433920, Ag005G437470
OG0006545	g13334	Ag005G442200, Ag005G443520, Ag006G552300, Ag008G663410
OG0006548	g19714, g19748	Ag006G528310
OG0006549	g17285, g23948	Ag006G551680
OG0006570	g17038	Ag003G254410
OG0006571	g23538	Ag003G254820
OG0006572	g17028, g23534	Ag003G255070
OG0006574	g23488	Ag003G257010
OG0006575	g23486, g17012	Ag003G257060
OG0006576	g23461	Ag003G258510
OG0006577	g23451, g47722	Ag003G259680
OG0006578	g10287	Ag006G491910
OG0006579	g17816	Ag003G266280, Ag003G265500
OG0006580	g47770, g16961	Ag003G268110
OG0006581	g23340, g23336	Ag003G268500
OG0006582	g47783, g23327	Ag001G019100, Ag003G268980
OG0006583	g23293	Ag003G272170
OG0006584	g23280	Ag003G279920
OG0006585	g23256	Ag003G278760
OG0006586	g50052	Ag004G330620
OG0006587	g23248	Ag003G278290
OG0006589	g18181	Ag003G274550
OG0006590	g23147, g18185	Ag003G273950
OG0006592	g23066	Ag003G282360
OG0006593	g47895	Ag003G282840
OG0006594	g47902	Ag003G283140
OG0006595	g23037	Ag003G283170
OG0006596	g23025	Ag003G283540
OG0006597	g47912	Ag003G284750
OG0006598	g32513	Ag007G579680
OG0006599	g50637, g32618	Ag007G578120
OG0006600	g17558, g24293	Ag001G101200
OG0006601	g24307	Ag001G101440
OG0006602	g24308	Ag001G101450
OG0006603	g47172	Ag001G101760
OG0006604	g51542	Ag002G164680
OG0006605	g4754	Ag008G728150
OG0006606	g27094	Ag004G310480
OG0006607	g41050	Ag004G369220
OG0006608	g13859	Ag004G312030
OG0006609	g40980	Ag004G374210
OG0006610	g31313	Ag004G313690
OG0006611	g31316, g27155	Ag004G313890
OG0006612	g49779	Ag004G314630
OG0006613	g31573, g27292	Ag004G322570
OG0006615	g18963	Ag007G614370
OG0006616	g10764	Ag008G659530, Ag008G658930
OG0006617	g10681	Ag008G661630
OG0006618	g31482, g49896	Ag004G319150
OG0006619	g49892	Ag004G318730
OG0006620	g10638	Ag008G663340
OG0006621	g16648	Ag008G663760
OG0006622	g10606	Ag008G664930
OG0006623	g10574	Ag008G666340
OG0006624	g1589	Ag008G666380
OG0006625	g10552	Ag008G667210
OG0006626	g1598	Ag008G667240
OG0006628	g10525	Ag008G668410
OG0006629	g10478	Ag008G669760
OG0006630	g10476	Ag008G669840
OG0006631	g10441	Ag008G664200
OG0006632	g10409	Ag002G175540
OG0006633	g10402	Ag005G408640, Ag007G601500
OG0006634	g10374	Ag010G739180, Ag001G049060
OG0006635	g39407	Ag001G057990
OG0006636	g41687, g44897	Ag004G327950
OG0006637	g26022	Ag004G363460
OG0006639	g18070	Ag005G406030
OG0006640	g17889	Ag001G041520
OG0006641	g43701	Ag004G364300
OG0006642	g46619	Ag004G402030, Ag004G402000
OG0006643	g16767	Ag007G657420, Ag006G563860
OG0006644	g40805	Ag004G390580, Ag004G395360
OG0006645	g40848	Ag004G385530, Ag004G385230
OG0006647	g37363, g51943	Ag002G187870
OG0006648	g7516	Ag005G478100
OG0006649	g12409	Ag005G478030
OG0006650	g22998	Ag003G285750, Ag003G272740
OG0006651	g12405	Ag005G477730
OG0006652	g5753	Ag006G494780
OG0006653	g13068, g7449	Ag005G476020
OG0006654	g12366	Ag005G475130
OG0006655	g12356	Ag005G474560
OG0006656	g13109, g7404	Ag005G474230
OG0006657	g7398	Ag005G474130
OG0006658	g7399	Ag005G474140, Ag004G322520
OG0006659	g7381	Ag005G473120, Ag005G475540
OG0006660	g13122, g12316	Ag005G472450
OG0006661	g7360	Ag005G472330
OG0006662	g7350, g13125	Ag005G472150
OG0006663	g7334	Ag005G471760
OG0006664	g12293	Ag005G471640
OG0006665	g7309, g13140	Ag005G471200
OG0006666	g1459	Ag001G040290
OG0006667	g695	Ag008G718530
OG0006668	g23806, g47526	Ag007G598660
OG0006669	g1344	Ag008G676960
OG0006670	g28331	Ag008G679730
OG0006671	g28370, g41222	Ag008G682930, Ag008G682030
OG0006672	g883	Ag008G683390, Ag008G682180
OG0006673	g906	Ag008G685000
OG0006674	g28404	Ag008G684950
OG0006676	g947	Ag008G689970, Ag008G688480
OG0006677	g934	Ag008G687640
OG0006678	g958	Ag005G490040
OG0006679	g963	Ag001G057340, Ag005G486130
OG0006680	g39414, g28487	Ag001G057890
OG0006681	g41744, g39405	Ag008G693410
OG0006682	g39395	Ag008G694340
OG0006684	g1029, g39364	Ag008G696350
OG0006685	g28553, g1060	Ag002G171260, Ag008G697980
OG0006686	g39345	Ag008G699560
OG0006687	g28619	Ag008G701220
OG0006688	g28630	Ag008G702270
OG0006689	g28643	Ag002G108730, Ag008G703030
OG0006690	g1119	Ag008G703900
OG0006691	g10304	Ag007G644310
OG0006692	g29384	Ag007G610210
OG0006693	g5298, g29388	Ag007G610150
OG0006694	g29394, g5303	Ag007G609620
OG0006695	g5309	Ag007G609490
OG0006696	g45546	Ag007G605130
OG0006697	g29495, g45541	Ag007G604960
OG0006698	g5425	Ag007G604320
OG0006699	g5428	Ag007G604170
OG0006700	g29541, g5444	Ag007G603380
OG0006701	g250	Ag008G730790
OG0006702	g5469	Ag007G602100, Ag003G221050, Ag003G231030
OG0006703	g45061, g5493	Ag007G601530
OG0006704	g5503	Ag007G601200
OG0006705	g29592, g45499	Ag007G600950
OG0006706	g5519	Ag007G600680
OG0006707	g5536	Ag007G600020, Ag004G354660
OG0006708	g47199, g24285	Ag006G577800
OG0006709	g24271	Ag008G705050
OG0006710	g24246	Ag006G577250
OG0006711	g47227, g17530	Ag006G577210
OG0006712	g24228	Ag006G576180
OG0006713	g17504	Ag006G576130
OG0006714	g17486	Ag006G575450
OG0006716	g17451	Ag006G572870
OG0006717	g17437, g24138	Ag006G571810
OG0006718	g24119	Ag006G569910
OG0006719	g24116	Ag006G569820
OG0006720	g11029	Ag005G410450, Ag002G124450
OG0006721	g47336, g24066	Ag006G560780
OG0006722	g24063	Ag006G560920
OG0006723	g24278	Ag006G577760
OG0006724	g24009	Ag006G565210
OG0006725	g47397, g27191	Ag006G566830
OG0006726	g17319, g23983	Ag006G567560
OG0006727	g17286	Ag006G551720
OG0006728	g47458	Ag006G548190, Ag006G546480
OG0006729	g23894	Ag006G548290, Ag006G546400
OG0006730	g23882	Ag006G546930, Ag006G542030
OG0006731	g23874	Ag006G545050, Ag006G542560
OG0006732	g47475	Ag006G544890, Ag006G542680
OG0006733	g23858	Ag006G542960, Ag006G544630
OG0006734	g23856	Ag006G543210, Ag006G544360
OG0006735	g23853, g17235	Ag006G543360, Ag006G544150
OG0006736	g17228	Ag006G541480
OG0006737	g17226	Ag006G541370
OG0006738	g32704, g50715	Ag006G539500, Ag006G536970
OG0006739	g50773	Ag006G534930
OG0006741	g53812	Ag006G532120
OG0006742	g53742	Ag006G530870
OG0006743	g31581, g46551	Ag004G322730
OG0006744	g36257	Ag007G585170
OG0006744	g36250	Ag007G585140
OG0006745	g53985, g36228	Ag007G584830
OG0006746	g32303, g32299	Ag007G583950
OG0006747	g31073	Ag004G307270
OG0006748	g47491	Ag003G250180
OG0006749	g50431	Ag007G584100
OG0006750	g53958, g28135, g36199	Ag007G584370
OG0006751	g50437, g27640	Ag007G584020
OG0006752	g5936, g13865	Ag008G710910
OG0006753	g27665	Ag007G583040
OG0006754	g27675	Ag005G471280, Ag007G582450
OG0006755	g27676	Ag007G582430
OG0006756	g27677	Ag007G582390
OG0006757	g32399	Ag007G582200
OG0006758	g50515, g32412	Ag007G581620
OG0006759	g32441	Ag007G581030
OG0006760	g27699, g32456	Ag007G580760
OG0006761	g50538, g32467	Ag007G580610
OG0006762	g32482	Ag007G580240, Ag007G580210, Ag007G580200
OG0006763	g32504	Ag007G579800
OG0006764	g22978	Ag003G286180
OG0006765	g22942	Ag003G288360
OG0006766	g22916	Ag003G289000
OG0006767	g22906, g18257	Ag003G289270
OG0006768	g22871	Ag003G290330, Ag003G290340
OG0006769	g22862	Ag003G290700
OG0006770	g22826	Ag003G291640
OG0006771	g22820	Ag003G291570
OG0006772	g18286	Ag003G214090, Ag003G292280
OG0006773	g38482	Ag006G523190, Ag003G292530, Ag003G292270, Ag003G217510
OG0006774	g38508	Ag006G522490
OG0006775	g38541	Ag004G389060, Ag004G394010, Ag006G520790
OG0006776	g18325	Ag003G296220
OG0006777	g18343	Ag003G296650
OG0006778	g18359	Ag003G296870
OG0006780	g46742, g18094	Ag007G647080
OG0006781	g51523	Ag002G163610
OG0006782	g40235	Ag002G151400, Ag009G736280
OG0006783	g28178	Ag006G531820
OG0006785	g51395	Ag003G276730, Ag003G277790
OG0006786	g37055	Ag007G584410, Ag003G233780, Ag004G379840, Ag002G157680
OG0006787	g37040	Ag002G157560
OG0006788	g36998, g18841	Ag001G092520
OG0006789	g7851	Ag005G488470, Ag003G241120
OG0006791	g40357	Ag002G146200
OG0006792	g25693	Ag002G145210
OG0006793	g25687	Ag002G145100
OG0006794	g40168, g40377, g47808, g14960, g40380	Ag002G145030
OG0006795	g25680	Ag002G143300
OG0006796	g25670	Ag002G144050, Ag002G144560
OG0006797	g40441	Ag002G140220
OG0006799	g25524	Ag002G128720
OG0006800	g40486	Ag002G127730
OG0006801	g11050	Ag002G126820
OG0006802	g17079, g23622	Ag003G252360
OG0006803	g10967	Ag002G110140, Ag002G106520
OG0006804	g10957	Ag002G108200, Ag002G111670
OG0006805	g40639	Ag002G117840
OG0006806	g40643	Ag002G119210
OG0006807	g40645	Ag002G120010
OG0006808	g40651, g10919	Ag002G120170
OG0006809	g10914	Ag002G120350
OG0006810	g10902, g40679	Ag002G115290, Ag002G121080
OG0006811	g51689, g37240	Ag002G174910
OG0006812	g40713	Ag002G123530
OG0006813	g10841	Ag002G123660
OG0006815	g35820	Ag005G426500
OG0006816	g6421	Ag005G427480
OG0006817	g6443	Ag005G428580
OG0006818	g46978	Ag001G039130
OG0006819	g24570	Ag001G037720
OG0006821	g24499	Ag001G035460
OG0006822	g47080	Ag001G035140
OG0006823	g17658, g24460	Ag001G033810
OG0006825	g24442	Ag007G629650, Ag005G468960, Ag004G309360
OG0006826	g16828	Ag007G654340
OG0006827	g16815	Ag007G654890
OG0006828	g16758	Ag007G657600
OG0006829	g46621	Ag007G657750
OG0006830	g37777	Ag002G206710
OG0006831	g37774	Ag002G206640
OG0006832	g47005	Ag001G038650
OG0006833	g37729	Ag002G205820
OG0006834	g37080	Ag004G317510, Ag002G160720
OG0006835	g37698	Ag002G204290
OG0006836	g37682	Ag002G203920
OG0006837	g37661	Ag002G203400
OG0006838	g38248	Ag002G203280
OG0006839	g52292	Ag002G202870, Ag002G186780
OG0006840	g37637	Ag002G202800
OG0006841	g52283	Ag002G202630
OG0006842	g37622	Ag002G202160
OG0006843	g37620	Ag002G202130
OG0006844	g37611	Ag002G201680
OG0006845	g37569	Ag002G200510
OG0006846	g52115	Ag002G196880
OG0006847	g52107	Ag002G196520
OG0006848	g52085, g38197	Ag002G195580
OG0006849	g37464	Ag002G195550
OG0006850	g37445	Ag005G465080, Ag002G193970
OG0006851	g52047	Ag002G193410
OG0006852	g37409	Ag002G192230
OG0006853	g51992	Ag002G190800
OG0006854	g45310, g40742	Ag006G492750
OG0006856	g5787	Ag006G493050
OG0006857	g5786	Ag006G493040
OG0006858	g5761	Ag006G494570
OG0006859	g5754	Ag006G494770
OG0006860	g5750	Ag006G494990
OG0006861	g5742	Ag006G495290
OG0006862	g29810	Ag006G496780
OG0006863	g29808	Ag001G060110
OG0006864	g22267	Ag007G582750
OG0006865	g660	Ag008G719250
OG0006867	g28963	Ag008G718720
OG0006868	g41406	Ag008G718260
OG0006869	g41559, g41403	Ag008G718060
OG0006870	g41387	Ag008G717050
OG0006871	g28912, g41383	Ag008G716830
OG0006872	g28908	Ag008G716660
OG0006873	g28896	Ag008G716280
OG0006874	g28886	Ag008G716070
OG0006875	g41335	Ag008G713280
OG0006878	g28785	Ag008G710480
OG0006879	g41301, g28765	Ag008G710030
OG0006880	g9823, g316	Ag008G729090
OG0006881	g273	Ag008G730230
OG0006882	g272	Ag008G730240
OG0006883	g9791	Ag008G730580
OG0006884	g255, g9788	Ag008G730740
OG0006885	g243	Ag008G730950
OG0006886	g242, g9773	Ag007G578430, Ag003G232250
OG0006887	g232	Ag008G731240
OG0006888	g18645	Ag008G731250
OG0006889	g204	Ag008G731820
OG0006890	g201	Ag008G732000
OG0006891	g9729	Ag008G732230
OG0006892	g184	Ag008G732410
OG0006893	g157	Ag008G732820
OG0006894	g9708	Ag008G733090
OG0006895	g101	Ag008G734070
OG0006896	g98	Ag008G734100
OG0006897	g85	Ag008G734270
OG0006898	g44863	Ag004G354270
OG0006899	g19643	Ag001G099690
OG0006900	g4995	Ag001G099580
OG0006901	g19633	Ag001G099550
OG0006902	g25335	Ag006G518880
OG0006903	g39451	Ag006G519720, Ag004G316050, Ag004G339080, Ag004G339110, Ag006G515050
OG0006904	g25369	Ag006G516930
OG0006905	g25363	Ag006G517300
OG0006906	g39472	Ag006G515760
OG0006907	g39462	Ag006G514970
OG0006908	g26878	Ag004G298750
OG0006909	g39539	Ag006G512260
OG0006910	g39622, g45209	Ag007G599490
OG0006911	g25494	Ag007G599420
OG0006912	g25500	Ag007G599250
OG0006913	g39641	Ag007G599050
OG0006914	g30837	Ag004G301460
OG0006915	g39693, g11085	Ag007G587040
OG0006916	g39698, g11087	Ag007G587090
OG0006917	g39705	Ag007G587250
OG0006918	g51349	Ag007G588210
OG0006919	g51328, g39757	Ag007G588570
OG0006920	g39785	Ag007G589220
OG0006921	g51310, g39774, g37931	Ag007G589040
OG0006922	g51314	Ag007G588990, Ag007G588980
OG0006923	g37936, g39771	Ag007G588950
OG0006924	g51318, g39766	Ag007G588780
OG0006925	g37929	Ag007G589660
OG0006926	g51301	Ag007G589560
OG0006927	g51294	Ag007G589840
OG0006928	g39818	Ag007G589980
OG0006929	g51268	Ag007G590570
OG0006930	g51266	Ag007G590590
OG0006931	g39833	Ag007G590930
OG0006932	g51232	Ag007G591790
OG0006933	g39896	Ag007G592130, Ag003G227400
OG0006934	g51212, g39910	Ag007G592350
OG0006935	g51202	Ag007G592590
OG0006936	g26994, g49557	Ag004G306080
OG0006937	g39944	Ag007G592890
OG0006938	g39950	Ag007G593370
OG0006939	g39967	Ag007G593780
OG0006940	g37859	Ag007G594790
OG0006942	g39997	Ag007G595190
OG0006943	g40024	Ag007G595530
OG0006944	g37840	Ag007G595800
OG0006945	g40145	Ag007G597750
OG0006946	g40138	Ag007G597660
OG0006947	g40129	Ag007G597490, Ag003G236270
OG0006948	g40118	Ag007G597100
OG0006949	g40107	Ag007G596970
OG0006950	g38296	Ag006G525760
OG0006951	g38306	Ag003G277730
OG0006952	g36837	Ag006G563520
OG0006953	g12735, g47732	Ag005G490580, Ag005G403030
OG0006954	g17134, g47583	Ag006G531010
OG0006955	g17109	Ag003G250960
OG0006956	g12710	Ag005G490460
OG0006957	g7913	Ag005G490230
OG0006958	g7912, g12696	Ag005G490190
OG0006959	g7897	Ag005G489940
OG0006960	g7864, g12681	Ag005G489120
OG0006961	g12678	Ag005G489010
OG0006962	g12759	Ag005G488490
OG0006963	g12760	Ag005G488260
OG0006964	g7837	Ag005G488150
OG0006965	g7819, g12778	Ag005G487040
OG0006966	g7813	Ag005G486900
OG0006967	g7807	Ag005G486670
OG0006968	g7794	Ag005G486170
OG0006969	g7782	Ag003G218660, Ag005G485800
OG0006970	g12607, g7766, g7775	Ag005G485650
OG0006971	g12596	Ag005G485450
OG0006973	g7733	Ag005G484710
OG0006974	g7707	Ag005G484030
OG0006975	g12552	Ag005G483500
OG0006976	g12511	Ag005G482410
OG0006977	g12510	Ag005G482400
OG0006978	g12507	Ag005G482300
OG0006979	g12498	Ag005G481970
OG0006980	g7657	Ag005G481920
OG0006981	g29047	Ag007G630430
OG0006982	g7626	Ag005G480820
OG0006983	g7625	Ag005G480800
OG0006984	g12945, g7613, g12461	Ag005G480550
OG0006985	g12450	Ag005G480360
OG0006986	g7593	Ag005G479730
OG0006987	g12432	Ag005G479230
OG0006988	g7521	Ag005G478240
OG0006989	g51870	Ag002G185690
OG0006990	g51863	Ag002G185130
OG0006991	g38137	Ag002G184810
OG0006992	g51464, g51814	Ag002G183940
OG0006993	g37330	Ag002G183210
OG0006994	g37324, g38129	Ag002G182050
OG0006995	g37315	Ag002G180600
OG0006996	g38125	Ag002G181000
OG0006997	g38109, g37297	Ag002G178260
OG0006998	g51739	Ag002G178090
OG0006999	g37291	Ag002G177970
OG0007000	g51738	Ag002G177960
OG0007002	g51551	Ag002G164900
OG0007004	g23508, g51568	Ag002G165890
OG0007005	g37151	Ag002G166120
OG0007006	g51574, g38031	Ag002G166600
OG0007007	g51585	Ag007G620120, Ag002G167240
OG0007008	g37196	Ag002G171070
OG0007009	g37203	Ag002G171520
OG0007010	g37207	Ag002G171760
OG0007011	g37209	Ag002G171900
OG0007012	g37212	Ag002G172040
OG0007013	g51678	Ag002G174600
OG0007014	g51710, g37261	Ag002G175670
OG0007015	g37280	Ag002G176850, Ag002G176860, Ag002G176870
OG0007016	g31620	Ag004G323930
OG0007017	g46561	Ag004G324050, Ag003G209610
OG0007018	g27340	Ag004G324870
OG0007020	g31670	Ag004G325620
OG0007021	g49983, g31675	Ag004G325690
OG0007022	g31685, g49991	Ag004G326340
OG0007023	g44611	Ag003G239990
OG0007024	g50010	Ag004G327940
OG0007025	g31720	Ag004G328010
OG0007026	g50017, g31734	Ag004G328590
OG0007027	g31742	Ag004G328760
OG0007028	g31790	Ag004G330290
OG0007029	g50061	Ag004G331550
OG0007030	g50062, g27425	Ag004G331560
OG0007031	g31826	Ag004G331930
OG0007032	g50070, g31827	Ag004G331940
OG0007033	g31861	Ag004G332340
OG0007035	g27465	Ag004G334670
OG0007037	g31993	Ag004G336790
OG0007038	g32013	Ag004G338020
OG0007039	g50220	Ag004G338110
