Orthogroup	Cochlearia_excelsa	Camelina_sativa
OG0010741	g10431	XP_010514535.1, XP_010502828.1, XP_010425611.1
OG0010742	g10335	XP_010425766.1, XP_010502988.1, XP_010514669.1
OG0010743	g18050	XP_010511499.1, XP_010470545.1, XP_010496728.1
OG0010744	g45083	XP_010511441.1, XP_010415082.1, XP_010470417.1
OG0010745	g45128	XP_010470331.1, XP_010511147.1, XP_010414873.1
OG0010746	g12795	XP_010413233.1, XP_010463898.1, XP_010485795.1
OG0010747	g17890	XP_010435378.1, XP_010450322.1, XP_010440675.1
OG0010748	g40732	XP_010430620.1, XP_010496632.1
OG0010749	g40735	XP_019098267.1, XP_010430618.2
OG0010750	g40748	XP_010418535.1, XP_010473728.1, XP_010430603.1
OG0010752	g40767	XP_010430575.1, XP_010418506.1, XP_010473705.1
OG0010753	g40777	XP_010473697.1, XP_010430562.1, XP_010418497.1
OG0010754	g40821	XP_010418471.1, XP_010473671.1, XP_010430536.1, XP_010467149.1
OG0010755	g40804	XP_010418431.1, XP_010473638.1, XP_010430508.1
OG0010756	g40792	XP_010473619.1, XP_010430475.1, XP_010418405.1
OG0010757	g44240	XP_010418286.1, XP_010473515.1
OG0010758	g12278	XP_010499078.1, XP_010486973.1, XP_010465020.1
OG0010759	g23711	XP_010438789.1, XP_010433537.1, XP_010448309.1
OG0010760	g51980	XP_010517612.1, XP_010508741.1, XP_010505891.1
OG0010761	g37374	XP_010505852.1, XP_019082302.1, XP_010508786.1
OG0010762	g37376	XP_010508782.1
OG0010763	g51924	XP_010505811.1, XP_010508829.1, XP_010517502.1
OG0010764	g13013	XP_010464533.1, XP_010486455.1, XP_010468254.1
OG0010765	g13020	XP_010486468.1, XP_010469013.1, XP_010464547.1
OG0010766	g7493	XP_010472769.1, XP_010464590.1, XP_010472964.1, XP_010486513.1
OG0010768	g7444	XP_010464687.1, XP_019097012.1, XP_010481441.1
OG0010769	g7443	XP_010464690.1, XP_010486619.1, XP_010481650.1
OG0010772	g22915	XP_010418416.1, XP_010473626.1, XP_010430490.1
OG0010773	g7397	XP_010486748.1, XP_019101166.1, XP_010464801.1
OG0010774	g47838	XP_010447274.1, XP_010437793.1
OG0010775	g7375	XP_010496655.1, XP_010464862.1, XP_010486814.1
OG0010776	g12301	XP_010464926.1, XP_010486862.1, XP_019099756.1
OG0010777	g7332	XP_010486898.1, XP_010498506.1, XP_010464958.1
OG0010778	g12290, g7322	XP_010486912.1, XP_010498701.1, XP_010464970.1
OG0010779	g7320	XP_010464971.1, XP_010498718.1, XP_010486914.1
OG0010780	g7313	XP_010465007.1, XP_010498962.1, XP_010486938.1
OG0010781	g7312	XP_010498973.1, XP_010486940.1, XP_019092760.1
OG0010782	g41148	XP_019084008.1, XP_019090303.1, XP_019090200.1
OG0010783	g1475	XP_010429290.1, XP_010472336.1, XP_010417093.1
OG0010784	g1481	XP_019090701.1, XP_010442458.1, XP_010482280.1
OG0010785	g1461	XP_010441256.1, XP_010482285.1, XP_010442464.1
OG0010786	g28262	XP_010442527.1, XP_010482353.1, XP_010442083.1
OG0010787	g28250, g26853	XP_010442516.1, XP_010442003.1
OG0010788	g1405	XP_010442519.1, XP_010482348.1, XP_010442023.1
OG0010789	g28306, g28267	XP_010442529.1, XP_010442105.1, XP_010482355.1
OG0010790	g28288	XP_010442558.1, XP_010482379.2, XP_010442329.1
OG0010791	g1345, g23799	XP_010442581.1, XP_010442907.1, XP_010482427.1
OG0010792	g1340, g28323	XP_010442602.1, XP_010482450.1, XP_010426297.1
OG0010794	g1331	XP_010442656.1, XP_010443385.1
OG0010795	g41172	XP_010482502.1, XP_010443520.1, XP_010442669.1
OG0010796	g1316	XP_010443963.1, XP_010482527.1, XP_010442691.1
OG0010797	g872	XP_010444615.1, XP_010442745.1, XP_010482575.1
OG0010798	g41278	XP_010442888.1, XP_010482720.1, XP_010445693.1
OG0010799	g28407	XP_010475890.1, XP_010458370.1, XP_010501404.1
OG0010800	g41288	XP_010482739.1, XP_010445817.1, XP_010442909.1
OG0010801	g28436, g35041, g35317, g41295, g19656	XP_010445982.1, XP_010482774.1, XP_010442940.1
OG0010802	g39432	XP_010482826.1, XP_010446556.1, XP_010442993.1
OG0010803	g28445	XP_010482800.1, XP_019087647.1, XP_010474274.1
OG0010804	g931	XP_010446091.2, XP_010482783.1, XP_019091492.1
OG0010805	g971	XP_010443047.1, XP_010482877.1
OG0010806	g23656	XP_010433404.1, XP_010438657.1, XP_010448175.1
OG0010808	g28516	XP_010449756.1, XP_010483000.1, XP_010483004.1, XP_010443191.1
OG0010809	g1031	XP_010443217.1, XP_010483044.1, XP_010450135.1
OG0010810	g1040	XP_010483064.1, XP_010443236.1, XP_010450475.1
OG0010811	g1057	XP_010443270.1, XP_010450814.1, XP_010485162.1
OG0010812	g39327	XP_010483199.1, XP_010443371.1, XP_010451765.1
OG0010813	g1099	XP_010443393.1, XP_010451857.1, XP_010483219.2
OG0010815	g1116	XP_010452517.1, XP_010483288.1
OG0010816	g28662	XP_010452821.1, XP_010483330.1
OG0010817	g28677	XP_010483361.1, XP_010453065.1, XP_010483363.1, XP_010443513.1, XP_010506836.1
OG0010818	g5291	XP_010419879.1, XP_010492060.1
OG0010819	g29396	XP_010492005.1, XP_010419833.1, XP_010453321.1
OG0010820	g5327	XP_010491966.1, XP_019089906.1, XP_010419793.1
OG0010821	g5345	XP_010424065.1, XP_010495160.1
OG0010822	g45574	XP_010419752.1, XP_010453219.1, XP_010491914.1
OG0010823	g29431	XP_010453209.1, XP_010419741.1, XP_010491904.1
OG0010824	g29435	XP_010419734.1
OG0010825	g29438	XP_010456493.2, XP_010419728.1, XP_010491888.1
OG0010826	g5385	XP_010419669.1, XP_010491811.1
OG0010827	g5388	XP_010491808.1, XP_010419667.1, XP_010453152.1
OG0010828	g29469	XP_010453134.1, XP_010491790.1, XP_010419653.1
OG0010829	g29470	XP_010456476.1, XP_010456477.2, XP_010491785.1, XP_010419648.1
OG0010830	g5404	XP_010491740.1, XP_010453099.1
OG0010831	g9704	XP_010484344.1, XP_010444511.1, XP_010462961.1
OG0010832	g5407	XP_010453081.1, XP_010491725.1, XP_010422834.1
OG0010833	g5429, g29520	XP_010491662.1, XP_010422896.1, XP_010453029.1
OG0010834	g29521	XP_010453028.1, XP_010491661.1, XP_010422895.1
OG0010835	g29548	XP_019084628.1, XP_019090312.1, XP_010491614.1
OG0010836	g45518, g5451	XP_010491598.1, XP_010422969.1, XP_010452950.1
OG0010837	g246	XP_010444350.1, XP_010461476.1, XP_010484190.1
OG0010838	g5499	XP_010491480.1, XP_010452833.1, XP_010423093.1
OG0010839	g37778	XP_010507805.1, XP_010497019.1
OG0010840	g5547	XP_010491345.1, XP_010452698.1, XP_019084472.1
OG0010841	g24284	XP_010449647.1, XP_010440035.1, XP_010434698.1
OG0010842	g24238	XP_010434623.1, XP_010439948.1, XP_019089758.1
OG0010844	g24185	XP_010439858.1, XP_010517538.1, XP_010434540.1
OG0010845	g24179	XP_010439841.1, XP_010496237.1, XP_010434521.1
OG0010846	g47277	XP_010496243.1, XP_010434516.1, XP_010439838.1
OG0010847	g24173	XP_010439829.1, XP_010449488.1, XP_010434507.1
OG0010848	g24155	XP_010449444.1, XP_010439789.1, XP_010434478.1
OG0010849	g47296	XP_010434463.1, XP_010439767.1, XP_010449401.1
OG0010851	g24123	XP_010439687.1, XP_010449336.1
OG0010853	g24050, g36081	XP_010451333.1, XP_010434274.1
OG0010854	g17373	XP_010434266.1, XP_010439561.1
OG0010855	g47370	XP_010449090.1, XP_010434200.1, XP_010439495.1
OG0010856	g24005	XP_010449052.1, XP_010436458.1, XP_010439467.1
OG0010857	g47384	XP_010449036.1, XP_010434159.1, XP_010439455.1
OG0010858	g47396	XP_010439436.1, XP_010434137.1
OG0010859	g23571	XP_010448016.1, XP_010433250.1, XP_010438495.1
OG0010861	g47486	XP_010439091.1, XP_010433818.1, XP_010448614.1
OG0010862	g50702	XP_010461163.1, XP_010499875.1, XP_010478756.1
OG0010863	g32679	XP_019094729.1, XP_019090846.1, XP_019097394.1
OG0010864	g32692	XP_010499910.1, XP_010461194.1, XP_010478788.1
OG0010865	g50716, g32705	XP_010478808.1, XP_010499918.1, XP_010461199.1
OG0010866	g27868	XP_010500009.1, XP_010461284.1, XP_010478919.1
OG0010867	g32891	XP_010461290.1, XP_010500013.1, XP_010496598.1
OG0010868	g27961	XP_010463176.1, XP_010500578.1, XP_010500581.1, XP_010461873.1, XP_010479480.1
OG0010869	g53850	XP_010479048.1, XP_010500143.1
OG0010870	g28180	XP_010461426.1, XP_010500120.1, XP_010479024.1
OG0010871	g28205	XP_010461412.1, XP_010479017.1, XP_010500114.1
OG0010873	g32312	XP_010478162.1, XP_019099242.1
OG0010874	g50456	XP_010460603.1, XP_010499334.1, XP_010478193.1
OG0010875	g32353	XP_019099249.1, XP_010460643.2, XP_010478220.1
OG0010876	g27658	XP_010478225.1, XP_010499378.1, XP_019091370.1
OG0010877	g50488	XP_010499392.1, XP_010478233.1, XP_019091795.1
OG0010878	g32373	XP_010499422.1, XP_010460673.1, XP_010478260.1
OG0010880	g32470	XP_010499582.1, XP_010460845.1, XP_010478461.1
OG0010881	g50547	XP_010499600.1, XP_010460866.1
OG0010882	g27713	XP_010499623.1, XP_010460882.1, XP_010478509.1
OG0010883	g27720	XP_010499646.1, XP_010460908.1, XP_010478533.1
OG0010884	g18230	XP_010437442.1, XP_010446898.1, XP_019086501.1
OG0010885	g22955	XP_010446832.1, XP_019088265.1
OG0010886	g22935	XP_010432182.1, XP_010446807.1, XP_010437358.1
OG0010887	g13972	XP_010467642.1, XP_010414142.1, XP_010489533.1
OG0010888	g47973	XP_010432152.1
OG0010889	g22908	XP_010437312.1, XP_010432142.1, XP_010446751.1
OG0010890	g22833, g47988	XP_010444927.1, XP_010437230.1, XP_010432061.1, XP_010446660.1
OG0010891	g22828	XP_010437220.1, XP_010446651.1, XP_010432052.1
OG0010892	g18289	XP_010432014.1, XP_010437165.1, XP_010446609.1
OG0010894	g22738	XP_010431960.1, XP_010446540.1, XP_010437102.1
OG0010895	g25989	XP_010437053.1, XP_010431902.1, XP_010446474.2, XP_010446475.2
OG0010897	g18341	XP_010436962.1, XP_010446373.1, XP_010431805.1
OG0010898	g18345	XP_010446365.1, XP_010436952.1, XP_010431798.1
OG0010899	g50843	XP_010472077.1, XP_010416841.1, XP_010428992.1
OG0010900	g50842	XP_010472074.1, XP_010416838.1, XP_010428990.1
OG0010901	g18376	XP_010431759.1, XP_010436924.1, XP_010446335.1
OG0010902	g18371	XP_010446340.1, XP_010436930.1
OG0010903	g18365	XP_010431778.1, XP_010436938.1, XP_010446349.1
OG0010904	g18364	XP_010436940.1, XP_010436941.1, XP_010446351.1, XP_010431780.1
OG0010905	g19274, g19268	XP_010436906.1, XP_019098271.1, XP_019098350.1
OG0010906	g46850	XP_010450432.1, XP_010435496.1
OG0010907	g16733	XP_010440793.1, XP_010435508.1, XP_010450448.1
OG0010908	g45037, g46819	XP_010435562.1, XP_010440841.1, XP_010450487.1
OG0010909	g13433	XP_010488302.1, XP_019092845.1
OG0010910	g46777	XP_010450541.1, XP_010435689.1, XP_010440889.1
OG0010911	g46734	XP_010450883.1, XP_010435779.1, XP_010440989.1
OG0010912	g46731	XP_010450873.1, XP_010440983.1
OG0010913	g46724	XP_010435799.1, XP_010441019.1, XP_010450855.1
OG0010914	g46714	XP_010441033.1, XP_010435809.1, XP_010450841.1
OG0010915	g16889	XP_010435867.1, XP_019089242.1, XP_010441080.1
OG0010916	g37119	XP_010504990.2, XP_010509679.1, XP_010516668.1, XP_019101941.1
OG0010917	g51495	XP_010509672.1, XP_010504999.1, XP_010516673.1
OG0010918	g37131, g51514	XP_010516704.1, XP_010505032.1, XP_010509633.1
OG0010919	g32631	XP_010461107.1, XP_010499831.1, XP_010480839.1
OG0010920	g40265	XP_010438299.1, XP_010455350.1, XP_010421857.1
OG0010921	g40263	XP_010511421.1, XP_010496202.1, XP_010415069.1
OG0010922	g40224	XP_010421772.1, XP_010455279.1, XP_010435742.1
OG0010923	g40204	XP_010496537.1, XP_010455243.1, XP_010438555.1, XP_010496550.1
OG0010924	g40214	XP_010436518.1, XP_010455261.1
OG0010925	g23749, g37087	XP_010509776.1, XP_010413760.1, XP_010469378.1
OG0010926	g51420	XP_010413778.1, XP_010509794.1, XP_010469398.1
OG0010928	g51396	XP_010469424.1, XP_010413806.1, XP_010509829.1
OG0010929	g11121	XP_010442040.1, XP_010481874.1, XP_010494310.1
OG0010930	g49150	XP_019097252.1, XP_010495622.1, XP_019097471.1, XP_010442119.1, XP_010481944.1
OG0010931	g37025	XP_010481959.1, XP_010442129.1, XP_010494214.1
OG0010932	g18440	XP_010481960.1, XP_010442130.1, XP_010494213.1
OG0010933	g1353	XP_010494205.1, XP_019087169.1
OG0010934	g36997	XP_010442170.1, XP_010481986.1, XP_010494184.1
OG0010935	g40294	XP_010437480.1, XP_010421931.1, XP_010455413.1
OG0010936	g25776	XP_010436760.1, XP_010455470.1, XP_010422002.1
OG0010937	g40358	XP_010455533.1, XP_010455534.1, XP_010422075.1, XP_010435116.1
OG0010938	g40390	XP_010422153.1, XP_010424551.1, XP_010455614.1
OG0010939	g16068	XP_010496178.1, XP_010422267.1, XP_010432866.1
OG0010940	g25577	XP_010455794.1, XP_010422321.1, XP_010432100.1
OG0010941	g25558	XP_010455809.1, XP_019089346.1
OG0010942	g40458	XP_010431984.1, XP_010422340.1, XP_010455818.1
OG0010943	g25551	XP_019084345.1, XP_019090162.1, XP_010431921.1
OG0010944	g18419, g16317	XP_010481686.1, XP_010441879.1, XP_019098010.1, XP_019097699.1
OG0010945	g44861	XP_010415408.1, XP_010511774.1
OG0010948	g40577	XP_010494729.1, XP_010481530.1
OG0010949	g40632	XP_010481454.1, XP_010494824.1, XP_010441582.1
OG0010950	g40642	XP_010494850.1, XP_010441558.1, XP_010481425.1
OG0010951	g10900	XP_010494929.1, XP_010481368.1, XP_010441503.1
OG0010952	g40725	XP_010495017.1, XP_010441405.1, XP_019095852.1
OG0010953	g10871, g40699	XP_010495816.1, XP_010481334.1, XP_010441468.1
OG0010954	g13536	XP_010466995.1, XP_010514497.1, XP_010488690.1
OG0010955	g13533	XP_010466991.1, XP_010488677.1, XP_010514429.1
OG0010956	g46858	XP_010435474.1, XP_010450426.1, XP_010440772.1
OG0010957	g13529, g35823	XP_010514327.1, XP_010488665.1, XP_010466979.1
OG0010958	g46941	XP_010496360.1
OG0010959	g24717	XP_010517340.1, XP_010508972.1, XP_010505665.1
OG0010960	g17859	XP_010435269.1, XP_010440582.1, XP_010450211.1
OG0010961	g47018	XP_019098110.1, XP_010435220.1, XP_010450155.1
OG0010962	g24590	XP_010435216.1, XP_010495843.1
OG0010963	g24577	XP_010450143.1, XP_010450122.1
OG0010964	g17777	XP_010435205.1, XP_010450134.1, XP_010450117.1
OG0010965	g6415	XP_010510287.1, XP_010414216.1, XP_010469796.1
OG0010966	g47051	XP_010440419.1, XP_010435098.1, XP_010450018.1
OG0010967	g24453, g17657	XP_010440304.1, XP_010434338.1, XP_010434979.1
OG0010968	g46684, g43410, g53075	XP_010450748.1, XP_010441114.1, XP_010435963.1, XP_010441113.1
OG0010970	g16859	XP_010486822.1, XP_010497053.1, XP_010464870.1
OG0010971	g16855	XP_010467023.1, XP_010518606.1, XP_019096674.1
OG0010972	g16851	XP_010488712.1, XP_010518613.1, XP_010467025.1
OG0010973	g16852	XP_010436826.1, XP_010435941.1, XP_010450724.1
OG0010974	g46674	XP_010435899.1, XP_010441181.1
OG0010975	g6156	XP_019087517.1
OG0010976	g16836	XP_010450644.1, XP_010441207.1, XP_010435988.1
OG0010977	g16833	XP_010436002.1, XP_010441222.1, XP_010450635.1
OG0010978	g16774	XP_010436125.1, XP_010441347.1, XP_010447911.1
OG0010979	g14048	XP_010447071.1, XP_010441389.1, XP_010436168.1
OG0010980	g50838	XP_010506829.2, XP_010507837.1, XP_010518506.2
OG0010981	g37760	XP_019082452.1, XP_010506823.1, XP_010507844.1
OG0010982	g37759	XP_010506819.1, XP_010518498.1, XP_010507851.1
OG0010983	g37732	XP_010507887.1, XP_010518447.1
OG0010984	g37726	XP_010507894.1, XP_010506775.1, XP_010518437.1
OG0010985	g50820	XP_010507907.1, XP_010506764.1, XP_010518424.1
OG0010987	g37687	XP_010507981.1, XP_010506689.1, XP_019082430.1
OG0010989	g37624	XP_010508117.1, XP_010506527.1
OG0010990	g37618	XP_010508132.1, XP_010506542.1, XP_010518186.1
OG0010991	g52265	XP_010518185.1, XP_010506544.1, XP_010508133.1
OG0010993	g37578, g52243	XP_010518112.1, XP_010508219.1, XP_010506440.1
OG0010994	g52185, g37563	XP_010506394.1, XP_010508270.1, XP_010518069.1
OG0010995	g52184	XP_010518068.1, XP_010506393.1, XP_010508271.1
OG0010996	g52170	XP_010508283.1, XP_010506381.2, XP_010518055.1
OG0010997	g37546	XP_010506366.1, XP_010518039.1, XP_010508297.1
OG0010998	g18893	XP_010469359.1, XP_010413693.1, XP_010512202.1, XP_019100982.1
OG0010999	g41546	XP_010511842.1, XP_010415466.1
OG0011000	g37472	XP_010517845.1, XP_010506140.1, XP_010508504.1
OG0011001	g38196	XP_010517825.2, XP_010508523.1
OG0011002	g52076	XP_010506098.1, XP_010517801.1, XP_010508545.1
OG0011003	g37442	XP_010506045.1, XP_010517748.1, XP_010508591.1
OG0011004	g37412	XP_010505973.1, XP_019082321.1, XP_010508669.1
OG0011005	g37405	XP_010413006.1, XP_019101222.1, XP_010508662.1, XP_010505980.1, XP_019100723.1
OG0011007	g52004	XP_010505953.1
OG0011008	g38166	XP_010517651.1, XP_010508698.1, XP_010505941.1
OG0011009	g37397	XP_010505937.1, XP_010508702.1
OG0011010	g5855	XP_010423990.1, XP_010490510.1, XP_010451938.1
OG0011011	g5852	XP_010490518.1, XP_010451944.1, XP_010423986.1
OG0011012	g5851	XP_010451946.1, XP_010423984.1, XP_010490517.1
OG0011013	g5846	XP_010423975.1, XP_010451960.1, XP_010490534.1
OG0011014	g5845	XP_010423974.1, XP_010451953.1, XP_010490531.1
OG0011015	g5838, g5842, g5840, g5836	XP_010451971.1, XP_010423969.1, XP_010490537.1
OG0011016	g7745	XP_019089231.1, XP_010422461.1, XP_010455888.1
OG0011017	g5795	XP_019090311.1, XP_019097661.1, XP_019084642.1
OG0011018	g30086, g36099, g5783	XP_010452097.1, XP_010490713.1, XP_019084578.1
OG0011019	g45332	XP_019084717.1, XP_010490722.1, XP_010452106.1
OG0011021	g5769	XP_010490754.1, XP_010452148.1, XP_010423809.1
OG0011022	g29837	XP_010452204.1, XP_010423737.1, XP_010490802.1
OG0011023	g5735	XP_010426038.1, XP_010503223.1, XP_010514934.1
OG0011024	g5709	XP_010463187.1, XP_010490890.1, XP_010423646.1
OG0011025	g29805	XP_010490896.1, XP_019089985.1, XP_019084532.1, XP_010456390.1, XP_010436241.1
OG0011026	g638	XP_010421493.1, XP_010454971.1, XP_010493882.1
OG0011027	g707	XP_010493124.1
OG0011028	g10	XP_010484699.1, XP_010466321.1, XP_010466313.1, XP_010444858.1, XP_010444857.1
OG0011029	g28927	XP_010493163.1, XP_010454362.1, XP_010420900.1
OG0011030	g28919	XP_010454381.1, XP_010420922.1, XP_010493184.1
OG0011031	g41381	XP_010493209.1, XP_010424206.2
OG0011032	g28903	XP_010420961.1, XP_010454435.1, XP_019097395.1
OG0011033	g767	XP_010496784.1, XP_010420985.1, XP_010454457.1
OG0011034	g768	XP_010420990.1, XP_019097922.1, XP_010454462.1
OG0011035	g41356, g28867	XP_010454514.1, XP_010493337.1
OG0011037	g28831	XP_010443866.1, XP_010483714.1, XP_010456638.1
OG0011038	g842, g28829	XP_019088355.1, XP_019088070.1, XP_019088198.1
OG0011039	g844	XP_010446221.1, XP_010483697.1, XP_010456492.1
OG0011040	g846	XP_010443845.1, XP_010483691.1, XP_010456437.1
OG0011041	g1264	XP_010483552.1, XP_010454891.1, XP_010443686.1
OG0011042	g28742	XP_010443705.1, XP_010483578.1, XP_010455049.1
OG0011043	g1233	XP_010483507.1, XP_010454543.1, XP_010443643.1
OG0011044	g283	XP_010484117.1, XP_010460818.1, XP_010444235.1, XP_010444275.1
OG0011046	g9783	XP_010444344.1, XP_010461448.1, XP_010484186.2
OG0011047	g9782, g247	XP_010484187.1, XP_019094084.1, XP_010444345.1
OG0011048	g244	XP_010484194.1, XP_010461545.1, XP_010444356.1
OG0011049	g215	XP_010484248.1, XP_010444400.1, XP_010462924.1
OG0011050	g2554	XP_010426601.1, XP_010515431.1, XP_019098720.1
OG0011051	g40	XP_010444744.1, XP_010484595.1, XP_010464975.1
OG0011052	g9641	XP_010444746.1, XP_010464997.1, XP_010484596.1
OG0011053	g29	XP_010465384.1, XP_010484635.1, XP_010444788.1
OG0011055	g19624	XP_010484690.1, XP_010466009.1
OG0011056	g7	XP_010466407.1
OG0011058	g39457	XP_010419601.1, XP_010427140.1, XP_010456270.1
OG0011059	g45275	XP_010419572.1, XP_010456293.1, XP_010426936.1
OG0011061	g39463	XP_010422741.1, XP_010456181.1, XP_010428059.1
OG0011062	g40789, g39505	XP_010428341.1, XP_010422717.1, XP_019089937.1
OG0011064	g45223	XP_010428522.1, XP_010422707.1, XP_010456144.1
OG0011065	g39511	XP_010422704.1, XP_010428553.1, XP_010456140.1
OG0011066	g39514	XP_010422699.1, XP_010428626.1, XP_010456133.1
OG0011067	g25425	XP_010456129.1, XP_010422694.1, XP_010428671.1
OG0011068	g25432	XP_010422681.1, XP_010428858.1
OG0011069	g39518	XP_010428741.1, XP_010422687.1, XP_010456986.1, XP_010424676.1
OG0011070	g39533, g25448	XP_010429065.1, XP_010422649.1, XP_010456092.1
OG0011071	g39551	XP_010456065.1, XP_010429375.1, XP_010422621.1
OG0011072	g39585	XP_010456030.1, XP_010456032.1, XP_010429661.1, XP_010422592.1
OG0011073	g25469	XP_010456027.1, XP_010422584.1, XP_019088942.1
OG0011074	g39590	XP_010429824.1, XP_010422576.1, XP_010456970.1
OG0011075	g39620	XP_010430421.1, XP_010422529.1, XP_010455930.1
OG0011076	g45218	XP_010430368.1, XP_010422535.1, XP_010455923.1
OG0011077	g39647	XP_019084145.1, XP_010431047.1
OG0011078	g39703	XP_010481809.1, XP_010441972.1, XP_010494373.1
OG0011079	g39759	XP_010509936.1, XP_010469521.1, XP_010413920.1
OG0011080	g11176	XP_010438089.1, XP_010447626.1, XP_010451102.1, XP_010432912.1
OG0011081	g39768	XP_010413942.1, XP_010469542.1, XP_010509960.1
OG0011082	g39764	XP_010413926.1, XP_010509947.1, XP_010469531.1
OG0011083	g39763	XP_010509945.1, XP_010469527.1, XP_010413925.1
OG0011084	g39812, g51291	XP_010414032.1, XP_010510098.1, XP_010469629.1
OG0011085	g51236	XP_010469750.1, XP_010414169.1, XP_010510227.1
OG0011086	g51231	XP_010469779.1, XP_010414194.1, XP_010510265.1
OG0011087	g51216	XP_010414256.1, XP_010469844.1, XP_010510343.1
OG0011088	g39965, g39962	XP_010473971.1, XP_010510463.1, XP_010414340.1
OG0011089	g39969	XP_010469940.1, XP_010414373.1, XP_010510477.1
OG0011090	g51158	XP_010469956.1, XP_010414387.1, XP_010510493.1
OG0011091	g51114, g40010	XP_010414466.1, XP_010510565.1, XP_010470028.1
OG0011092	g39975, g37844	XP_010470063.1, XP_010414501.1, XP_010510608.1
OG0011093	g40044	XP_010510640.1, XP_010414548.1
OG0011094	g40052	XP_010510648.1, XP_010470108.1, XP_010414558.1
OG0011095	g40069	XP_010414607.1, XP_010470156.1, XP_010474014.1, XP_010510696.1
OG0011096	g40096	XP_010417910.1, XP_010473151.1, XP_010510758.1
OG0011097	g40148	XP_010510837.1, XP_010417839.1, XP_010473085.1
OG0011098	g40120	XP_010417880.1, XP_010510789.1, XP_010473119.1
OG0011099	g40153	XP_010497032.1
OG0011101	g1675	XP_010442254.1, XP_010482082.1, XP_010493649.1
OG0011102	g44148	XP_010422928.1, XP_010452996.1, XP_010491633.1
OG0011104	g38317	XP_010425028.1, XP_010514023.1, XP_010502263.1, XP_010429579.1, XP_010417352.1, XP_010472596.1
OG0011106	g12733	XP_010463528.1, XP_010441487.1
OG0011107	g7931	XP_010435622.1, XP_010496559.1, XP_010496309.1
OG0011108	g7943	XP_010496275.1, XP_010435657.1, XP_010485371.1, XP_019096981.1
OG0011109	g39946	XP_010469891.1, XP_010414306.1
OG0011110	g12728	XP_010496401.1
OG0011111	g38161, g38159, g38163	XP_010508722.1, XP_010508723.1
OG0011112	g37388	XP_010508725.1, XP_010505917.1
OG0011114	g17120	XP_010438703.1, XP_010448216.1, XP_010433447.1
OG0011115	g23676	XP_010433446.1, XP_010438704.1, XP_010448218.1
OG0011117	g12756	XP_010463688.1, XP_010485588.1, XP_010500389.1
OG0011118	g12676	XP_010500592.1, XP_010463698.1, XP_010485597.1
OG0011119	g7839	XP_010504070.1, XP_010463732.1
OG0011120	g659	XP_010493032.1, XP_010493031.1, XP_010420767.1, XP_010420766.1, XP_010420768.1, XP_010454239.1
OG0011121	g7810	XP_010485728.1, XP_010463835.1, XP_010513804.1
OG0011122	g7773, g7764	XP_010463922.1, XP_010485821.1, XP_010415110.1
OG0011123	g12841	XP_010422930.1, XP_010464015.1, XP_010485909.1
OG0011126	g7703	XP_010485987.1, XP_010417794.1, XP_010468022.1
OG0011127	g12523	XP_010464138.1, XP_010486059.1
OG0011129	g12505, g12917	XP_019090735.1, XP_010486097.1, XP_010464176.1
OG0011130	g6352	XP_010412572.1, XP_010488756.1, XP_010467064.1
OG0011131	g12489	XP_010439795.1, XP_010464214.1, XP_010486150.1
OG0011133	g12995	XP_010464443.1, XP_010486374.1
OG0011134	g12989	XP_010464462.1, XP_010462236.1, XP_010486392.1
OG0011135	g7524, g13011	XP_010486446.1, XP_010464518.1, XP_010467177.1
OG0011136	g13012	XP_019097087.1, XP_010464519.1
OG0011137	g51910	XP_010517479.1, XP_010505789.1, XP_010508851.1
OG0011138	g51843	XP_010505701.1, XP_010517386.1, XP_010508935.1
OG0011139	g51809	XP_019100527.1, XP_019100526.1, XP_010508983.1, XP_010517332.1
OG0011140	g37306	XP_010509093.1, XP_019102531.1, XP_010505553.1
OG0011141	g37294	XP_010512984.1, XP_019099873.1, XP_019102089.1
OG0011142	g37145	XP_010509524.1, XP_010516807.1, XP_010505125.1
OG0011143	g38030	XP_010509498.1, XP_010505158.1, XP_010516837.1
OG0011144	g38053	XP_010509408.1, XP_010516935.1, XP_010505249.1
OG0011146	g51636	XP_010509339.1, XP_010517013.1, XP_010505328.1
OG0011147	g37226, g51661	XP_010517037.1, XP_010505361.1
OG0011148	g37231	XP_019100484.1, XP_010509279.1
OG0011149	g51681	XP_010517071.1, XP_010505393.1, XP_010509260.1, XP_010509250.1
OG0011150	g37260	XP_010517115.1, XP_010505445.1, XP_010505442.1, XP_010509203.1
OG0011151	g37281	XP_010412928.1, XP_010507613.1, XP_010509130.1
OG0011152	g51724	XP_010509129.1, XP_010517147.1, XP_010505479.1
OG0011153	g31627	XP_010459130.1, XP_010476697.1, XP_010497549.1
OG0011154	g49956	XP_019091294.1, XP_019094231.1, XP_019099025.1
OG0011156	g31647	XP_010497809.1, XP_010476746.1
OG0011158	g27368	XP_019095057.1, XP_010462749.1
OG0011159	g27374	XP_019091809.1, XP_010498139.1, XP_019095084.1
OG0011160	g31721	XP_010459377.1, XP_010498142.1, XP_010476929.1
OG0011161	g31739	XP_010498167.1, XP_010476956.1
OG0011162	g50092	XP_010498385.1, XP_010459634.1, XP_010498384.1
OG0011163	g27441	XP_010459657.1, XP_010477203.1, XP_010498403.1
OG0011164	g50118, g31901	XP_010477240.1, XP_010459692.1
