Orthogroup	Cochlearia_excelsa	Capsella_rubella
OG0005740	g637	XP_006289955.1
OG0005741	g642	XP_006288134.1, XP_006295795.1
OG0005742	g28973, g665	XP_006288335.1
OG0005744	g735	XP_006288517.1
OG0005745	g41389, g737	XP_006288810.1
OG0005746	g783	XP_006289493.1
OG0005747	g799	XP_006288119.1
OG0005748	g41355	XP_006286633.1
OG0005749	g841	XP_006280191.2
OG0005750	g28815	XP_006282113.1
OG0005751	g1231, g28709	XP_006281227.1
OG0005752	g269	XP_006280478.1
OG0005753	g9797, g265	XP_006282266.1
OG0005754	g9754	XP_006281177.1
OG0005755	g18646, g211	XP_006279641.1
OG0005756	g168	XP_006280731.1
OG0005757	g19648, g9639	XP_006280388.1
OG0005758	g19645	XP_006281247.1
OG0005759	g25372	XP_006287095.1
OG0005760	g45272, g25362	XP_023637305.1
OG0005761	g39485	XP_006287558.1
OG0005762	g39479, g25392	XP_006286696.1
OG0005763	g25417, g25420, g39509	XP_006290126.2
OG0005764	g39606	XP_006288197.1
OG0005765	g39638	XP_006288733.1
OG0005766	g39646, g45189	XP_023636422.1
OG0005767	g39671, g3045, g3038, g11057	XP_006280168.1
OG0005768	g11059	XP_006280675.1
OG0005769	g26909	XP_006305353.2
OG0005770	g39686	XP_006280379.1
OG0005771	g39739	XP_006295012.1
OG0005772	g51360	XP_006296391.1
OG0005773	g39773	XP_006295218.1
OG0005774	g51281	XP_006294029.2
OG0005775	g39935	XP_006294360.1
OG0005776	g51185	XP_006293478.1
OG0005777	g51109	XP_006294186.1
OG0005779	g40070, g37817, g53389	XP_006295618.1
OG0005781	g40126	XP_006295144.1
OG0005782	g18148, g23194	XP_006284473.1
OG0005783	g38277	XP_006292367.1
OG0005784	g5224	XP_006289147.1
OG0005785	g7915	XP_023641618.1
OG0005786	g12688	XP_006297226.1
OG0005787	g12686	XP_023641768.1
OG0005789	g7827	XP_006296615.1
OG0005791	g12929	XP_023641977.1
OG0005792	g12942	XP_006298655.1
OG0005793	g12474	XP_006299066.1
OG0005794	g12944	XP_006299713.1
OG0005795	g7580	XP_006297942.1
OG0005796	g44177	XP_006302674.1
OG0005797	g7566	XP_006298445.1
OG0005798	g7547, g12419	XP_006299350.1
OG0005799	g51885, g38142	XP_006296202.2
OG0005800	g51867	XP_006279281.1, XP_006296516.1
OG0005801	g51644	XP_006295839.1
OG0005802	g51776	XP_006296257.1, XP_023639851.1
OG0005803	g51611	XP_006294706.1
OG0005804	g2345, g47905	XP_023638424.1
OG0005805	g37210	XP_023640184.1
OG0005806	g51659	XP_006294459.1
OG0005807	g37229	XP_006293821.1
OG0005808	g51711	XP_006294047.2
OG0005809	g51733, g37290	XP_006293474.1
OG0005810	g51726, g37285	XP_023640082.1
OG0005811	g37277	XP_006293466.1
OG0005812	g31594	XP_006305625.1
OG0005814	g31649	XP_006305738.1, XP_006305747.1
OG0005815	g27349	XP_006304968.1
OG0005816	g31665	XP_006303760.1
OG0005817	g31686	XP_006305367.1
OG0005818	g44578	XP_006301095.1
OG0005819	g41587	XP_006304496.1
OG0005820	g50094, g31866	XP_006305037.1
OG0005821	g50140, g31921	XP_006304602.1
OG0005822	g50145	XP_006306495.1
OG0005823	g32012, g27498	XP_006304209.1
OG0005824	g50246	XP_006304982.1
OG0005825	g32099	XP_023633052.1
OG0005826	g32090	XP_006307216.1
OG0005827	g50313	XP_006280705.1
OG0005828	g5214, g29322	XP_006288042.1
OG0005829	g50418, g40518	XP_006305000.1
OG0005830	g32283, g50414	XP_023632888.1
OG0005832	g38321	XP_006296341.1
OG0005833	g23808	XP_006285332.1
OG0005834	g23804	XP_023634721.1
OG0005835	g47537	XP_023634075.1
OG0005836	g50971	XP_006296121.1
OG0005838	g49930, g31572	XP_006304786.1
OG0005839	g49918	XP_006307004.1
OG0005840	g27252	XP_006303969.1
OG0005841	g31452	XP_006304217.1
OG0005842	g27198, g31409	XP_023645149.1
OG0005843	g49845, g31399	XP_006307418.1
OG0005844	g27190	XP_006303822.1
OG0005845	g49815	XP_006305002.1
OG0005846	g27186	XP_006307075.1
OG0005847	g49786, g31340	XP_006303985.1
OG0005848	g31326	XP_006306217.1
OG0005849	g31309	XP_006307103.1
OG0005850	g31308, g27149	XP_006304884.2
OG0005852	g27121, g31255	XP_006303185.1
OG0005853	g49718	XP_006307275.1
OG0005854	g31191	XP_006306924.1
OG0005855	g31179	XP_006305687.1
OG0005856	g27034, g31131, g49663	XP_006305485.1
OG0005857	g31116	XP_006305762.1
OG0005858	g27018	XP_023632553.1
OG0005859	g27013, g49589	XP_006304468.1
OG0005860	g31070, g49568	XP_006305860.2
OG0005861	g31043	XP_023632671.1
OG0005862	g26945	XP_006305336.1
OG0005863	g30885	XP_006307575.1
OG0005864	g30883	XP_023644389.1
OG0005865	g30807	XP_006307040.1
OG0005866	g49367	XP_006305482.1
OG0005867	g49355	XP_006306976.1
OG0005868	g49306, g49308	XP_023632606.1
OG0005869	g5182	XP_006287280.2
OG0005870	g29312	XP_006286528.1
OG0005871	g29320, g5212, g5210	XP_006288149.1
OG0005872	g5134, g45685	XP_006287400.1
OG0005873	g5098	XP_006287794.1
OG0005874	g25077	XP_006289017.1
OG0005875	g28987, g4989	XP_006287863.1
OG0005876	g4917	XP_023635715.1
OG0005877	g4884	XP_006289450.1
OG0005878	g4771, g52874, g18509	XP_023636730.1
OG0005879	g4755	XP_006279350.1
OG0005880	g10188, g4666	XP_006281143.1
OG0005881	g10194	XP_006280043.1
OG0005882	g10218	XP_006279922.1
OG0005883	g10238, g1637	XP_023633465.1
OG0005884	g5249	XP_023636402.1
OG0005885	g29729	XP_023637359.1
OG0005886	g10085, g617	XP_006287237.1
OG0005887	g10028, g569	XP_006288509.1
OG0005888	g18580, g36086	XP_023635927.1
OG0005889	g442	XP_023643421.1
OG0005890	g9900	XP_006280783.1
OG0005891	g9869, g372	XP_006279587.1
OG0005892	g19514, g2774	XP_006291725.1
OG0005893	g9842	XP_006280395.1
OG0005894	g1213	XP_006279487.1
OG0005895	g1209	XP_006280699.1
OG0005896	g1201, g28720	XP_006280842.1
OG0005897	g1195	XP_006280957.1
OG0005898	g28727, g39279	XP_006282336.1
OG0005900	g28692	XP_006282322.1
OG0005901	g2471	XP_006292791.1
OG0005902	g2572	XP_006293003.1
OG0005903	g19414	XP_006290776.1
OG0005904	g2768, g19487	XP_006290288.1
OG0005905	g11436	XP_006292871.2, XP_023638576.1
OG0005906	g3387	XP_006292907.1
OG0005907	g44789	XP_006300994.1
OG0005908	g18016	XP_006300561.1
OG0005909	g45929	XP_006301360.1
OG0005910	g44623	XP_006301750.2
OG0005911	g46405	XP_006302931.1
OG0005912	g46349	XP_006303003.1
OG0005913	g46273	XP_006302871.1
OG0005914	g46258, g44408	XP_023643402.1
OG0005915	g44473, g46191	XP_006302600.1
OG0005916	g44485	XP_023642833.1
OG0005917	g46153	XP_006302520.1
OG0005918	g31687	XP_006304211.1
OG0005919	g46467, g44355	XP_006300547.1
OG0005920	g44353	XP_006302567.1
OG0005921	g46553	XP_006301084.1
OG0005922	g44279	XP_006284757.1
OG0005923	g31595	XP_006305755.1
OG0005924	g7272	XP_006296721.1
OG0005925	g7256, g12248	XP_023641615.1
OG0005926	g7206, g13204	XP_006297048.2
OG0005927	g7148	XP_023642012.1
OG0005928	g13224	XP_006298454.1
OG0005929	g36600	XP_006303921.1
OG0005930	g36581	XP_006307371.2
OG0005931	g12042	XP_023642063.1
OG0005932	g6879	XP_006299794.1
OG0005933	g46658	XP_006301802.1
OG0005934	g6783	XP_006297595.1
OG0005935	g6768	XP_006297645.1
OG0005936	g6746	XP_006296699.1
OG0005937	g11881, g6689	XP_006297241.1
OG0005938	g6587	XP_006296682.1
OG0005939	g6586	XP_006297830.1
OG0005940	g6575, g13430	XP_006299850.1
OG0005941	g6515	XP_006298134.1
OG0005942	g6504	XP_006296636.1
OG0005943	g6499	XP_006297629.1
OG0005944	g6447, g13514	XP_006299616.1
OG0005945	g6369	XP_006300151.2
OG0005946	g17887	XP_006284327.1
OG0005947	g13682	XP_006298060.1
OG0005948	g14086	XP_006303404.1, XP_006298784.1
OG0005949	g6069, g6029	XP_006296744.1
OG0005950	g6016	XP_006298096.1
OG0005951	g33351, g33353	XP_023641715.1
OG0005952	g13904	XP_006298321.1
OG0005953	g13870, g5937	XP_006300042.1
OG0005954	g5918	XP_006297939.1
OG0005955	g36739	XP_006307696.2
OG0005956	g36725	XP_006306815.1
OG0005957	g29460	XP_006305723.1
OG0005958	g36596, g54280	XP_006304757.1
OG0005959	g28010	XP_006306051.1
OG0005960	g36357	XP_006304814.1
OG0005961	g23338, g23339, g54099	XP_006307560.1
OG0005962	g54040, g42114	XP_023645297.1
OG0005963	g17622	XP_006282934.1
OG0005964	g19257	XP_006291445.1
OG0005965	g2453	XP_023637974.1
OG0005966	g11287	XP_006291161.1
OG0005967	g19050	XP_006291873.1
OG0005968	g19036, g3762, g2160	XP_006291799.1
OG0005969	g2065	XP_006292177.1
OG0005970	g2072	XP_006291782.1
OG0005971	g2111	XP_006292867.1
OG0005972	g18985	XP_006292816.1
OG0005973	g18907, g2006	XP_006290922.1
OG0005974	g1869	XP_006291414.1
OG0005976	g1838	XP_006291008.2
OG0005977	g18693, g18694	XP_006291446.1
OG0005978	g18708	XP_023638364.1, XP_006302006.1, XP_023643992.1
OG0005979	g54190	XP_006306296.1
OG0005980	g44070	XP_006301885.1
OG0005981	g2475	XP_006290414.1
OG0005982	g18864	XP_006292982.1
OG0005983	g40621	XP_006280775.1
OG0005987	g23588	XP_006282672.1
OG0005988	g18152	XP_006283309.1
OG0005989	g49715	XP_006305910.1
OG0005992	g44846	XP_006300541.1
OG0005995	g13828	XP_006297575.1
OG0005996	g12158, g7133	XP_023641992.1
OG0005997	g7370	XP_006296745.1
OG0005998	g45472	XP_006286756.1
OG0005999	g40031	XP_006294449.1
OG0006000	g5145	XP_006289121.1
OG0006001	g46661	XP_006284137.1
OG0006002	g9732	XP_006281909.1
OG0006006	g53748	XP_006293488.2, XP_023639516.1, XP_023640394.1, XP_006294900.2
OG0006009	g28334	XP_006282103.1
OG0006016	g47685	XP_006283796.1
OG0006017	g13922, g5971	XP_023641620.1
OG0006018	g23407	XP_006285480.1
OG0006019	g36893	XP_006294862.1
OG0006020	g47754	XP_006285914.1
OG0006021	g49615	XP_006306574.1
OG0006022	g47767	XP_006285718.1
OG0006023	g47773, g23344	XP_006285818.1
OG0006024	g36891	XP_006293755.1
OG0006025	g32450	XP_006306777.1
OG0006026	g23169	XP_006284796.1
OG0006027	g47844, g23165	XP_006285495.1
OG0006028	g23164	XP_006283255.1
OG0006029	g36064	XP_023642665.1
OG0006030	g23065	XP_006284292.2
OG0006031	g23045	XP_006284807.1
OG0006032	g23042	XP_006285956.1
OG0006033	g18226	XP_006280640.1
OG0006034	g50591	XP_006305056.1
OG0006035	g32598, g50632	XP_006307698.1
OG0006036	g50653	XP_023633227.1
OG0006037	g32635	XP_023645357.1
OG0006038	g24304	XP_006284415.1
OG0006039	g24350	XP_006284806.1
OG0006040	g43903	XP_006302788.2
OG0006041	g41072	XP_006302442.1
OG0006042	g41028	XP_023643661.1
OG0006043	g44124	XP_006302027.2
OG0006044	g27128, g31276	XP_006304259.1
OG0006045	g10823	XP_006293033.1
OG0006047	g10800	XP_006291000.1
OG0006049	g10736	XP_006293082.1
OG0006050	g45925	XP_006301956.1
OG0006051	g10701	XP_023637792.1
OG0006052	g10667	XP_006291919.1
OG0006053	g10649	XP_023639026.1
OG0006054	g31421, g49859	XP_006305015.1
OG0006055	g1580, g10600	XP_006292915.1
OG0006056	g10562	XP_006290950.1
OG0006057	g10522	XP_006292875.1
OG0006059	g10494, g1617	XP_006291590.1
OG0006060	g1618	XP_023638765.1
OG0006061	g10443	XP_006291730.1
OG0006062	g10440	XP_023638724.1, XP_023638072.1
OG0006063	g10418	XP_023638707.1
OG0006064	g10405	XP_006291020.1
OG0006065	g16482	XP_006291203.2
OG0006066	g10376	XP_006284857.1, XP_023638779.1
OG0006067	g10325	XP_006292203.1
OG0006068	g18048, g18047	XP_023643175.1
OG0006069	g45041	XP_006302327.1
OG0006070	g45068	XP_006301947.1, XP_006286140.1
OG0006071	g40759	XP_006300553.1
OG0006072	g40761	XP_006301560.1
OG0006073	g40785	XP_006300810.1
OG0006074	g44254	XP_006300388.2
OG0006075	g40866	XP_006302629.1
OG0006076	g38157	XP_006294436.1
OG0006077	g51974	XP_006294851.1
OG0006078	g13039, g7501	XP_006297974.1
OG0006079	g13084	XP_006299482.1
OG0006080	g12343, g7403	XP_023641584.1
OG0006081	g29683	XP_006288389.2
OG0006082	g12281, g7308	XP_023641578.1
OG0006084	g1396	XP_023634816.1
OG0006085	g28319	XP_006279785.2
OG0006086	g28349	XP_006280471.1
OG0006087	g17160	XP_006283401.1
OG0006088	g28396	XP_006281032.2
OG0006089	g23594	XP_023635509.1
OG0006090	g28431	XP_006281477.1
OG0006091	g10825	XP_006291708.1
OG0006092	g35314, g35038, g28438	XP_006282207.1
OG0006093	g949	XP_023641170.1
OG0006094	g28485	XP_006280901.1
OG0006095	g966	XP_006279976.1
OG0006096	g39402	XP_006280045.1
OG0006097	g994	XP_023633407.1
OG0006098	g28526	XP_006281435.1
OG0006099	g28566	XP_006280137.1
OG0006100	g1111, g28646	XP_006281125.1
OG0006101	g28649, g1117	XP_006280778.1
OG0006102	g31600	XP_006304045.2
OG0006104	g31478	XP_006306867.1
OG0006105	g28678	XP_006282219.1
OG0006106	g5304, g29395	XP_006287244.1
OG0006107	g45594, g45595	XP_023636007.1
OG0006108	g45569	XP_023637325.1
OG0006109	g29503, g5419	XP_006286402.1
OG0006110	g29516, g29518	XP_006288804.2
OG0006111	g5453, g45517	XP_006289683.1
OG0006112	g5480, g45505	XP_006287236.1
OG0006113	g5504	XP_023637469.1
OG0006114	g29599	XP_023636601.1
OG0006115	g5517	XP_006289635.1
OG0006116	g45486, g29613	XP_006288096.1
OG0006117	g9876	XP_006280012.1
OG0006118	g24270	XP_023633857.1
OG0006119	g24250	XP_023635117.1
OG0006120	g47244	XP_023633852.1, XP_006283229.1
OG0006121	g17516, g47247	XP_006285789.1
OG0006122	g47264, g24188	XP_006283886.1
OG0006123	g47266	XP_006284515.1
OG0006124	g17470	XP_006282609.1
OG0006125	g17410	XP_006284160.1
OG0006126	g40149	XP_023640225.1
OG0006127	g17385	XP_006283377.1
OG0006128	g24034	XP_006283242.1
OG0006129	g24018, g47371	XP_006282924.1
OG0006130	g47387	XP_006286024.1
OG0006131	g17312	XP_006285893.1
OG0006132	g23946	XP_023635127.1
OG0006132	g47435	XP_023635128.1
OG0006133	g17278	XP_006282724.2
OG0006134	g23889	XP_006285721.1
OG0006135	g23881	XP_006283520.1
OG0006136	g47474, g23871	XP_006285460.1
OG0006137	g23852	XP_006284086.1
OG0006138	g40334	XP_006287617.1
OG0006139	g27807	XP_006305634.1
OG0006140	g36168	XP_006305434.1
OG0006141	g28176	XP_023645326.1
OG0006142	g47488	XP_006283818.1
OG0006143	g52145	XP_006294356.2
OG0006144	g32300, g32301, g32297, g50438	XP_006303891.1
OG0006146	g28134, g36200	XP_006305179.2
OG0006147	g50466, g32345	XP_006307026.1
OG0006148	g50468	XP_023645511.1
OG0006149	g32387	XP_006305988.1
OG0006150	g32393	XP_006303448.1
OG0006151	g32398	XP_006307440.1
OG0006152	g50506	XP_006303616.1
OG0006153	g32435	XP_006305027.1
OG0006154	g32448	XP_006304081.1
OG0006155	g27701	XP_006303422.1
OG0006156	g50537	XP_006306918.1
OG0006157	g22975	XP_023635449.1
OG0006158	g22907	XP_023634546.1
OG0006159	g22873	XP_006285080.1
OG0006160	g18281	XP_006286073.1
OG0006161	g22765	XP_006284416.2
OG0006162	g22701	XP_006286302.1
OG0006163	g18342	XP_006283911.1
OG0006165	g46739	XP_006283566.1
OG0006166	g46732	XP_006284117.1
OG0006167	g7709, g12856	XP_006297638.1
OG0006168	g27748	XP_006305587.1
OG0006169	g50604, g50607	XP_006306704.1
OG0006170	g37148	XP_023640020.1
OG0006171	g40267	XP_006288008.1
OG0006172	g40216	XP_006286377.1
OG0006173	g51410	XP_006295172.1
OG0006174	g51397	XP_006295226.1
OG0006176	g40277	XP_006286826.2
OG0006177	g40305	XP_006288402.1
OG0006179	g25699, g25710, g40375	XP_006287353.1
OG0006180	g40381, g25170, g40167, g40164	XP_006286766.1
OG0006181	g25679	XP_023636522.1
OG0006182	g40398	XP_006287228.1
OG0006183	g40418	XP_006288514.1
OG0006184	g45154, g25591	XP_023636642.1
OG0006185	g45174	XP_006290012.1
OG0006186	g43697, g40462	XP_023637063.1
OG0006187	g11007	XP_006279912.1
OG0006188	g40554	XP_006281586.1
OG0006189	g40609	XP_006281669.1
OG0006190	g40610	XP_006279625.1
OG0006192	g40730, g10830	XP_023637083.1
OG0006193	g27130	XP_006286189.1
OG0006194	g30983	XP_006286997.1
OG0006195	g24839	XP_006282670.1
OG0006196	g24697	XP_006286186.1
OG0006197	g47013	XP_023635135.1, XP_023634252.1
OG0006198	g24532	XP_006283992.1
OG0006199	g41859, g42722, g1828, g24530	XP_006284189.2
OG0006200	g24480	XP_006284221.1
OG0006201	g5208, g15976, g47111	XP_023635119.1
OG0006202	g44967, g18118	XP_006284393.1, XP_006303327.1
OG0006203	g16780, g16782, g16775	XP_006283517.1
OG0006204	g37702	XP_006294837.1
OG0006205	g37697	XP_023640058.1
OG0006206	g37696	XP_006294599.1
OG0006207	g37675	XP_006295720.1
OG0006208	g50785, g37672	XP_006296369.1
OG0006209	g1823	XP_006297440.1, XP_006293127.1
OG0006210	g38247	XP_006294409.1
OG0006212	g37604	XP_006293447.2
OG0006213	g38241, g37580	XP_006294796.1
OG0006214	g37573, g52219	XP_006296400.1
OG0006215	g52192	XP_006294932.2
OG0006216	g52131	XP_006295468.1
OG0006217	g37517, g52127, g38220	XP_006293480.1
OG0006218	g52114	XP_006294408.1
OG0006219	g52063, g52070	XP_006295804.1
OG0006220	g2116	XP_006292876.1
OG0006221	g2086	XP_006291150.1
OG0006222	g51998	XP_006293839.1
OG0006223	g5827	XP_006288194.1
OG0006226	g5245, g29337	XP_006288725.1
OG0006228	g29804	XP_006287072.1
OG0006229	g667	XP_006289267.1
OG0006230	g41400	XP_023637156.1
OG0006231	g41394	XP_023635892.1
OG0006232	g41366, g28891	XP_006288608.1
OG0006233	g41363, g28887	XP_006289148.1
OG0006234	g41362	XP_023637189.1
OG0006235	g28827	XP_006282160.1
OG0006236	g858	XP_023636117.1
OG0006237	g19548	XP_006293209.1, XP_006298875.1
OG0006238	g28706	XP_006281196.1
OG0006239	g39260	XP_023633476.1
OG0006240	g317	XP_006281376.1
OG0006241	g18641	XP_023633537.1
OG0006242	g289	XP_023633277.1
OG0006243	g9794	XP_006280668.1
OG0006244	g13705, g14213	XP_006304833.1, XP_006305873.1
OG0006246	g210	XP_006279642.2
OG0006247	g158	XP_006280832.1
OG0006248	g150, g9712	XP_023645010.1
OG0006249	g9706	XP_023636781.1
OG0006250	g9702	XP_006280645.2
OG0006251	g9634	XP_006280199.1
OG0006253	g45278	XP_006288584.1
OG0006254	g39486	XP_006286999.1
OG0006255	g39506	XP_006288169.1
OG0006256	g25439, g39527	XP_006287451.1
OG0006257	g25465	XP_006286580.1
OG0006258	g25476	XP_023637589.1
OG0006259	g39594, g45245	XP_023637288.1
OG0006260	g39596	XP_006288893.1
OG0006261	g11086, g39696	XP_006280474.1
OG0006262	g51359	XP_006293572.2
OG0006263	g51331, g39754	XP_006295486.1
OG0006264	g39762	XP_006294836.1
OG0006265	g39796	XP_006293358.1
OG0006266	g51270	XP_006296279.1
OG0006267	g37914	XP_006294187.1
OG0006268	g39861	XP_006293520.1
OG0006269	g39877	XP_006295642.2
OG0006270	g51205	XP_006295535.1
OG0006271	g39966	XP_006293938.1
OG0006272	g51178	XP_006294390.1
OG0006273	g39970	XP_006295244.1
OG0006274	g51173, g39971	XP_006295337.1
OG0006275	g40033, g37841	XP_006296284.1
OG0006276	g40087	XP_006295314.1
OG0006277	g17088, g23637	XP_006286036.1
OG0006278	g12963	XP_023642115.1
OG0006279	g45281	XP_006300110.1, XP_023633461.1
OG0006281	g5865	XP_006279345.1
OG0006282	g23691	XP_006285375.1, XP_006284000.1
OG0006283	g7920	XP_006299954.2
OG0006284	g12695	XP_006298678.1
OG0006285	g5085	XP_006289166.1
OG0006286	g12772	XP_006296875.1
OG0006288	g12789	XP_006298955.2
OG0006289	g12803, g7806	XP_006296718.1
OG0006290	g7780	XP_006299649.1
OG0006291	g7704	XP_006296886.1
OG0006292	g18144	XP_006295582.1, XP_006286212.1
OG0006293	g12457	XP_006299098.1
OG0006294	g12960	XP_023642449.1
OG0006295	g51903	XP_006294938.1
OG0006296	g51902	XP_006293896.1
OG0006297	g38132	XP_006293784.1
OG0006298	g51784, g37322	XP_006295819.1
OG0006299	g51753	XP_006295687.1
OG0006300	g38108, g37292	XP_023640214.1
OG0006301	g51554	XP_006294959.1
OG0006302	g38033	XP_023639835.1
OG0006303	g51589	XP_023639999.1, XP_006295565.1
OG0006304	g19184	XP_006291884.1
OG0006305	g38073, g37220	XP_006294503.2
OG0006306	g51665	XP_006295343.1
OG0006307	g51718	XP_006294121.1
OG0006308	g27325, g31619	XP_006303285.1
OG0006309	g27337, g31639	XP_006307669.1
OG0006310	g31656	XP_006305176.2
OG0006311	g49975	XP_023645068.1
OG0006312	g31667	XP_006303877.1
OG0006313	g31678	XP_006306493.1
OG0006314	g49990	XP_006304166.1
OG0006315	g31722	XP_006303573.1
OG0006316	g31763	XP_023632809.1
OG0006317	g31752, g50031	XP_023633134.1
OG0006318	g31821	XP_006305169.2
OG0006319	g31914	XP_006305481.1
OG0006320	g50134	XP_006307295.1
OG0006321	g44406	XP_006300320.1
OG0006322	g50150	XP_006306658.1
OG0006323	g50154	XP_023645538.1
OG0006324	g50201	XP_006303607.1
OG0006325	g50255	XP_006304697.1
OG0006327	g50364	XP_006307269.1
OG0006328	g41654	XP_006301293.1
OG0006329	g50402, g32263	XP_023645443.1
OG0006330	g27636	XP_006306693.2
OG0006331	g50417	XP_006304629.1
OG0006332	g32285	XP_006304471.1
OG0006333	g17221, g23845, g47494	XP_006284965.1, XP_006283899.1
OG0006334	g47495	XP_023633958.1
OG0006335	g47514	XP_006283347.1
OG0006336	g17190	XP_006283812.1
OG0006337	g47535	XP_006284547.1
OG0006338	g10401	XP_006290401.1
OG0006339	g38495, g50895	XP_006295667.1
OG0006340	g38535	XP_006293930.1
OG0006342	g31556	XP_006306978.1
OG0006343	g49921, g31555	XP_006307707.2
OG0006344	g27268	XP_006306515.1
OG0006345	g44517	XP_023642847.1
OG0006346	g49837, g49832, g49827	XP_006307242.1
OG0006347	g31387	XP_006306684.1
OG0006348	g10286	XP_006282053.1
OG0006349	g49771	XP_006307247.1
OG0006350	g31102	XP_006303231.1
OG0006351	g27097	XP_006307357.1
OG0006352	g27104	XP_006304245.1
OG0006353	g27057	XP_006306754.2
OG0006354	g31115, g49690	XP_006305148.1
OG0006355	g49596, g27969	XP_006305282.1
OG0006357	g31037	XP_006306409.1
OG0006358	g31028, g49555	XP_006305298.1
OG0006359	g19319	XP_006291098.1
OG0006360	g26972, g49540	XP_006306197.1
OG0006361	g26968, g30981	XP_006303295.1
OG0006362	g49485	XP_006306927.1
OG0006363	g30848, g49443	XP_006304095.1
OG0006364	g49413	XP_006305805.1
OG0006365	g30818	XP_006307489.1
OG0006366	g49379	XP_023645619.1
OG0006367	g26882	XP_006303523.1
OG0006368	g29319, g45652	XP_006287460.1
OG0006369	g5137, g45680	XP_006286537.1
OG0006370	g5119	XP_023636800.1
OG0006371	g45687	XP_006288918.1
OG0006372	g45726	XP_006288145.1
OG0006373	g5018	XP_006289698.1
OG0006374	g28989	XP_006288762.1
OG0006375	g41643	XP_006300835.1
OG0006376	g4982, g28995	XP_006287722.1
OG0006377	g29014, g4957	XP_023636838.1
OG0006378	g29060	XP_006287641.1
OG0006379	g10272	XP_023636600.1
OG0006381	g29663, g45458	XP_006287297.1
OG0006382	g45447	XP_006287645.2
OG0006383	g5613	XP_006286954.1
OG0006384	g29701, g5614	XP_006287345.1
OG0006385	g25349	XP_023637079.1, XP_006290996.1
OG0006386	g10069, g603	XP_006287577.1
OG0006387	g10059	XP_006287278.1
OG0006388	g2271	XP_023638140.1
OG0006389	g544	XP_006287394.1
OG0006392	g507	XP_006287831.2
OG0006393	g506	XP_006286699.1, XP_023637521.1, XP_006286765.1
OG0006394	g439, g9926	XP_023637329.1
OG0006395	g9890, g409	XP_006282324.1
OG0006396	g9879	XP_023635731.1
OG0006398	g9868, g369	XP_023632690.1
OG0006399	g9861	XP_006281134.1
OG0006401	g9841	XP_006280321.1
OG0006402	g9840	XP_006279839.2
OG0006403	g28717	XP_006281962.1
OG0006404	g1171	XP_006279655.2
OG0006405	g19324, g11354	XP_006292264.1
OG0006406	g2506	XP_006291335.1
OG0006407	g19335, g2509	XP_006291897.1
OG0006408	g19386	XP_006291343.1
OG0006409	g2690, g19434	XP_006291593.1
OG0006410	g19494	XP_006291383.1
OG0006411	g2971	XP_023638605.1
OG0006412	g41554	XP_006302964.1
OG0006413	g3014	XP_006292041.1
OG0006415	g32252	XP_023633237.1
OG0006416	g18036	XP_006301511.1
OG0006418	g44776	XP_006302573.1
OG0006419	g45808	XP_006300337.1
OG0006420	g44726	XP_006302610.1
OG0006421	g45826	XP_006301524.1
OG0006422	g31554	XP_006306626.1
OG0006423	g44652	XP_006302798.1
OG0006424	g45977	XP_006302324.1
OG0006425	g45972, g44620	XP_006301977.1
OG0006426	g5406	XP_006289488.2
OG0006427	g45960	XP_006301256.1
OG0006428	g46424	XP_006301657.2
OG0006429	g46386	XP_006302950.1
OG0006430	g27509	XP_006303059.1
OG0006431	g44365	XP_006301006.1
OG0006432	g44447	XP_006303028.1
OG0006433	g46195	XP_006302968.1
OG0006434	g44499	XP_006301094.1
OG0006435	g44558	XP_006302057.1
OG0006436	g46051	XP_006300617.1
OG0006437	g46005	XP_006301468.2
OG0006438	g46497	XP_023643035.1
OG0006439	g46506	XP_023643488.1
OG0006440	g46517	XP_006302952.2
OG0006441	g46569	XP_006302240.1
OG0006442	g13148, g7277	XP_006299769.1
OG0006443	g12200	XP_006300053.1
OG0006444	g54284, g36620	XP_006306910.1
OG0006445	g7081	XP_023642035.1
OG0006446	g7067	XP_006297661.1
OG0006447	g1451, g12107, g7054	XP_006297956.1
OG0006448	g12096, g7038	XP_006297268.1
OG0006449	g12057, g6975	XP_006298463.1
OG0006450	g2640, g36001, g19415	XP_006291163.1
OG0006451	g13283, g6945	XP_006297612.1
OG0006452	g6941	XP_006298145.1
OG0006453	g12043	XP_006299106.1
OG0006454	g12041	XP_006298093.1
OG0006455	g12034, g12033	XP_006299384.1
OG0006456	g6916, g13294	XP_006299778.1
OG0006457	g6915	XP_006296614.1
OG0006458	g12030, g6914	XP_006296984.1
OG0006459	g6910	XP_023642285.1
OG0006460	g17688	XP_006279096.1, XP_006285268.1
OG0006461	g12016	XP_006298426.1
OG0006462	g13307, g916	XP_006300163.1
OG0006463	g6856	XP_023642079.1
OG0006464	g6853	XP_006297395.1
OG0006465	g6793	XP_006297570.1
OG0006466	g11941, g6755	XP_006297715.1
OG0006467	g11918	XP_006298848.1
OG0006468	g6707	XP_006300209.1
OG0006469	g13372	XP_006298942.2
OG0006470	g11885	XP_023641434.1
OG0006471	g13393	XP_006297509.1
OG0006472	g13413	XP_006298421.1
OG0006474	g6569	XP_006299744.1
OG0006475	g6564	XP_006298057.1
OG0006476	g6545	XP_006296632.1
OG0006477	g6543	XP_006299256.1
OG0006478	g11755	XP_006299834.1
OG0006479	g13486	XP_006297061.1
