Orthogroup	Cochlearia_excelsa	Brassica_rapa
OG0008457	g31107	XP_009118390.1, XP_009148225.2
OG0008458	g27073	XP_009148766.2
OG0008459	g31298, g27138	XP_009118230.1, XP_033128852.1
OG0008461	g31565	XP_033134446.1
OG0008464	g44842	XP_009105384.1, XP_009127627.1
OG0008465	g41563, g44844	XP_009105380.2, XP_009127624.2
OG0008466	g18043	XP_009127492.1, XP_009105236.2
OG0008468	g7393, g12333	XP_009135155.1, XP_009146749.1
OG0008469	g29840	XP_018510733.2, XP_009125484.1
OG0008470	g38309, g39725	XP_033135629.1
OG0008471	g51087, g40025	XP_009103696.1, XP_009140912.1
OG0008472	g25018, g25107	XP_009124236.1
OG0008473	g1269	XP_009120446.1
OG0008474	g1559	XP_009114130.1, XP_009129066.1
OG0008475	g896	XP_009127208.1, XP_009119827.1
OG0008476	g39289	XP_009132098.1, XP_009126811.1
OG0008477	g28864	XP_009131888.2, XP_009126563.1
OG0008478	g582	XP_033134702.1, XP_009129986.1, XP_009151040.1
OG0008479	g9859	XP_009130214.2, XP_009151365.2
OG0008480	g119	XP_009130530.1, XP_009150676.1
OG0008482	g32155	XP_009103094.1, XP_009115377.1, XP_009110021.1
OG0008484	g12463	XP_018514609.1
OG0008487	g51532	XP_033142614.1, XP_018514021.1, XP_033147587.1
OG0008491	g10282	XP_009129717.1, XP_033129690.1
OG0008504	g23566	XP_009137773.1, XP_009109106.1
OG0008505	g23537	XP_009137802.1, XP_033146198.1
OG0008506	g47683	XP_009129236.1, XP_009137811.1
OG0008507	g23512	XP_009109067.2, XP_009129079.1
OG0008508	g17016	XP_009109052.1, XP_009129014.1
OG0008509	g47716	XP_009137874.1, XP_009128346.1
OG0008510	g47717	XP_033130104.1
OG0008511	g23453	XP_009109016.1, XP_009128276.2
OG0008512	g23448	XP_009128222.1, XP_009109014.1
OG0008513	g47726	XP_009109010.1, XP_009137884.1
OG0008514	g23422	XP_009137905.1, XP_033148470.1
OG0008515	g16985, g23414	XP_033148684.1, XP_009137911.1
OG0008516	g23398	XP_009108986.1, XP_033148676.1
OG0008517	g47746	XP_009137920.2
OG0008518	g671	XP_009126394.1, XP_009120853.1
OG0008519	g23376	XP_009137971.1, XP_009127471.1
OG0008520	g23374	XP_009127453.1, XP_009137973.1
OG0008521	g23329	XP_009108931.1, XP_009138008.1
OG0008522	g16949	XP_009138022.1, XP_033135901.1
OG0008523	g47790	XP_009126680.1
OG0008524	g47795	XP_009126604.1
OG0008525	g47796	XP_009126573.1, XP_009138048.2
OG0008526	g23284, g16932	XP_009126325.1
OG0008527	g16930, g23278	XP_009138071.1, XP_009108888.1
OG0008528	g16926	XP_009138074.1
OG0008529	g23249	XP_033143106.1, XP_009125694.2
OG0008530	g23219	XP_009108822.1, XP_009138153.2
OG0008531	g23234	XP_009138149.2, XP_009125252.1
OG0008532	g47827	XP_009125241.1, XP_009138152.1
OG0008533	g23200	XP_009124478.1, XP_009138168.1
OG0008534	g47820	XP_009125595.1, XP_033132634.1
OG0008535	g23191	XP_009123351.1, XP_009108806.1
OG0008536	g23190	XP_009138181.1, XP_009123285.1
OG0008537	g23189	XP_009138182.1, XP_009108805.1
OG0008538	g23183	XP_009138186.1, XP_009122784.1
OG0008539	g24718, g27420, g38400, g25573, g16569, g39614, g31505, g3615, g5092	XP_009123718.1
OG0008540	g47874	XP_009138277.2, XP_033141963.1
OG0008541	g47865	XP_009117224.1
OG0008542	g18186	XP_009118282.1, XP_009138251.2
OG0008543	g23095	XP_033132789.1, XP_033142515.1
OG0008544	g18208	XP_009112598.2, XP_009108732.1
OG0008546	g23059	XP_009138324.1, XP_009109369.1
OG0008547	g47900	XP_009107761.1, XP_009108693.1
OG0008548	g32523	XP_009115000.1
OG0008549	g32534	XP_009114967.1
OG0008550	g32540	XP_009114957.1
OG0008551	g32549	XP_009114931.1, XP_009108001.1
OG0008553	g32614	XP_009114889.1, XP_009151428.1
OG0008554	g24301	XP_009145213.1
OG0008555	g47194	XP_009145241.1, XP_009136819.1
OG0008556	g24325, g17565	XP_009136802.1, XP_009145637.3
OG0008557	g27187	XP_009118108.1, XP_033133753.1
OG0008558	g43893	XP_009113422.2
OG0008559	g41134	XP_033145325.1
OG0008560	g41112	XP_009124458.1, XP_009122976.1
OG0008561	g47831	XP_009125098.1, XP_018512510.1
OG0008562	g44031	XP_009102721.2, XP_009113329.2
OG0008563	g31224	XP_033128354.1
OG0008564	g38259	XP_033136179.1
OG0008565	g44106	XP_009103311.1, XP_009113258.1
OG0008566	g41032	XP_009113255.2, XP_009103607.1
OG0008567	g41002	XP_009103962.2, XP_009113186.1
OG0008568	g40999	XP_009113196.1, XP_009103938.1
OG0008570	g44154	XP_009104420.1, XP_009124624.1
OG0008571	g44167	XP_009104582.3, XP_009113139.1
OG0008572	g40970	XP_009104615.1, XP_033143432.1
OG0008573	g44180	XP_009104840.1
OG0008574	g40952	XP_009104893.1
OG0008575	g44186	XP_009113121.1, XP_009104922.1
OG0008576	g27164	XP_009113113.1
OG0008577	g49782, g31336	XP_009110702.1
OG0008578	g31578	XP_009148902.1, XP_009110503.2
OG0008579	g10775	XP_009114225.1, XP_033139707.1
OG0008580	g10762	XP_009101316.1
OG0008581	g10742	XP_009114219.1, XP_009101287.2
OG0008582	g10721	XP_009101262.2, XP_009129151.1
OG0008583	g16701	XP_009129116.1, XP_009101233.1
OG0008584	g10661	XP_009129087.2, XP_009152171.1
OG0008585	g10653	XP_009152150.2, XP_009129076.2
OG0008586	g1563	XP_009152128.1, XP_033136463.1
OG0008587	g10605	XP_009152103.1, XP_033139881.1
OG0008588	g10599	XP_009152099.1, XP_009114103.1
OG0008589	g10588	XP_009152086.1, XP_009114099.1
OG0008590	g10567	XP_009129503.1
OG0008591	g10555	XP_009129492.1, XP_009152036.1
OG0008592	g10541	XP_009152011.1
OG0008593	g1601	XP_033141772.1, XP_009152007.1
OG0008594	g10516	XP_009129445.1, XP_009111557.1
OG0008595	g10505	XP_009151978.1, XP_033136074.1
OG0008596	g10498	XP_009129426.1, XP_009151973.1
OG0008597	g10459	XP_009151925.2, XP_009111584.1
OG0008598	g10458	XP_009129391.1, XP_009151920.1
OG0008599	g10417	XP_009151876.1, XP_033140775.1
OG0008600	g10415	XP_009151873.1, XP_009129373.1
OG0008601	g4295, g16503	XP_009111622.1, XP_018515026.2
OG0008602	g10399	XP_033136951.1, XP_033129679.1
OG0008603	g10397	XP_009151836.1, XP_009111610.1
OG0008604	g10356	XP_009151780.1
OG0008605	g10354	XP_009151773.1, NP_001306249.1
OG0008606	g45004	XP_009105197.1, XP_009127482.1
OG0008607	g45030	XP_009105179.1, XP_009124103.1
OG0008608	g45050	XP_009105159.2
OG0008610	g44262	XP_009112776.1, XP_009112920.1
OG0008611	g40739	XP_009112853.1, XP_033136916.1
OG0008612	g40768	XP_009112832.2, XP_009112877.1
OG0008613	g40775	XP_009112884.1, XP_009112831.1
OG0008614	g40818	XP_009112802.2, XP_009112901.1
OG0008615	g40808	XP_009112904.1, XP_009112792.1
OG0008616	g40801	XP_009112914.1
OG0008617	g44248	XP_009112963.1
OG0008618	g40846	XP_009112745.1
OG0008619	g40863	XP_033143786.1, XP_033143604.1, XP_009112989.1
OG0008620	g40890, g44232	XP_018509826.2
OG0008621	g12272	XP_009146603.1, XP_009135243.1
OG0008622	g39304	XP_009120265.1, XP_009132126.1
OG0008624	g38151	XP_009141958.1, XP_009142718.1
OG0008625	g51972	XP_009141966.1, XP_009142721.1
OG0008626	g12402	XP_009146937.1, XP_009135059.1
OG0008627	g5720	XP_009130774.1
OG0008628	g13073	XP_009146854.1, XP_009123032.1
OG0008629	g7418	XP_009122683.1, XP_009146813.1
OG0008630	g12348	XP_009122575.1, XP_009146797.2
OG0008631	g7402	XP_009146791.2, XP_033142226.1
OG0008632	g7377	XP_009146714.1, XP_009121135.1
OG0008633	g12319	XP_009146709.2, XP_009135170.1
OG0008634	g7347	XP_009146675.2
OG0008635	g13130	XP_018514673.2, XP_009135201.1
OG0008636	g7342	XP_009146660.1, XP_033137964.1
OG0008637	g12292	XP_009135213.2, XP_009146636.1
OG0008638	g13139	XP_009120714.1, XP_009146615.1
OG0008639	g41149	XP_009134031.1
OG0008640	g26831	XP_009123860.1
OG0008641	g28260	XP_009107437.1
OG0008642	g28281	XP_009132698.1
OG0008643	g1364	XP_009132688.1, XP_009140887.1
OG0008644	g1362, g28300	XP_009132685.1, XP_009127330.2
OG0008645	g28304	XP_009127327.1, XP_009140882.2
OG0008646	g41193, g41175	XP_009127275.1, XP_009107247.1
OG0008647	g28350	XP_009127273.1, XP_033138150.1
OG0008648	g28385, g888	XP_009132518.1, XP_009119808.1
OG0008649	g41247	XP_009124171.1, XP_009127206.1
OG0008650	g907	XP_009119858.2, XP_009127189.1
OG0008651	g901	XP_009119848.1, XP_009127199.1
OG0008652	g41254	XP_009127204.1, XP_009119841.1
OG0008653	g28425	XP_009127164.1
OG0008653	g922	XP_009119893.1
OG0008654	g28426, g41291	XP_009127162.1, XP_009119898.1
OG0008655	g28432	XP_009127153.1, XP_009119907.1
OG0008656	g927, g28433	XP_009127151.1, XP_009119910.1
OG0008657	g28455	XP_009127114.1, XP_009119941.1
OG0008658	g28441	XP_009119918.1
OG0008659	g948	XP_009132448.1, XP_009119955.1
OG0008660	g28471	XP_033140807.1, XP_009119961.1
OG0008661	g955	XP_033142000.1, XP_009119966.1
OG0008662	g28497	XP_009132415.1, XP_009120025.1
OG0008663	g28507	XP_009127028.1, XP_009120036.1
OG0008664	g28510	XP_009132398.1, XP_009120042.1
OG0008665	g39369	XP_009132376.2
OG0008665	g28515	XP_009120061.1
OG0008666	g28523	XP_009126993.1, XP_009120082.1
OG0008667	g1024	XP_033138732.1, XP_009132367.1
OG0008668	g28542, g39357	XP_009120123.1, XP_009126966.1
OG0008669	g28555	XP_009120153.1, XP_009132309.1
OG0008670	g1068	XP_009132306.1, XP_018511225.1
OG0008671	g28558	XP_009132197.1, XP_009126931.1
OG0008672	g39338	XP_009132185.1, XP_009120185.1
OG0008673	g1083	XP_009120187.3, XP_009132182.1
OG0008674	g28592	XP_009126914.2, XP_009120209.1
OG0008675	g28609	XP_009126900.2, XP_009120228.1
OG0008676	g28622	XP_009120241.2, XP_009126853.1
OG0008677	g28632	XP_009132134.1, XP_018511104.2
OG0008678	g1118	XP_033139989.1, XP_009132116.1
OG0008679	g28666	XP_009126806.1, XP_033137704.1
OG0008680	g28680	XP_009126797.2, XP_009132087.1
OG0008681	g28681	XP_009120319.2, XP_009132085.1
OG0008682	g10306	XP_009151580.1
OG0008683	g10301	XP_009129697.2, XP_009151593.2
OG0008684	g10300	XP_033141789.1, XP_009111819.1
OG0008685	g29362, g5282	XP_009131330.2, XP_009121775.2
OG0008686	g29364	XP_009125901.1, XP_009121776.1
OG0008687	g29378	XP_009121799.1, XP_009131317.1
OG0008688	g29374	XP_009125886.1, XP_009121802.1
OG0008689	g45609	XP_009125884.1, XP_009121805.2
OG0008690	g5295	XP_009125875.1, XP_033137455.1
OG0008691	g45593, g5313	XP_033140893.1, XP_009121857.1
OG0008692	g45592	XP_009121858.1, XP_009125857.1
OG0008693	g45587	XP_009121873.1, XP_009131259.1
OG0008694	g5335, g29418	XP_033137886.1, XP_009125839.1
OG0008695	g5344	XP_009131237.2, XP_009125833.2
OG0008696	g5347	XP_009125832.2
OG0008698	g5377	XP_009121966.1, XP_009125799.1
OG0008699	g29483, g5403	XP_009122031.1, XP_033140347.1
OG0008700	g45540	XP_009122049.2, XP_009131162.1
OG0008701	g45534	XP_009122061.2, XP_033142784.1
OG0008702	g5426, g29513	XP_009125325.1
OG0008703	g29540	XP_009125340.1, XP_009122113.1
OG0008704	g29550	XP_009122534.1, XP_009125352.1
OG0008705	g29554	XP_009122525.1
OG0008706	g29566	XP_033142795.1, XP_009125756.2, XP_009122507.1
OG0008707	g45503	XP_009125738.2, XP_009122477.1
OG0008708	g29574	XP_009122475.1
OG0008709	g5500	XP_009125732.1
OG0008709	g29586	XP_018513601.1
OG0008710	g5509	XP_009122434.1, XP_018513277.1
OG0008711	g5526	XP_033138444.1, XP_009125711.1
OG0008712	g5531	XP_009125705.1, XP_009131024.1
OG0008713	g29607	XP_009131014.1, XP_009122401.1
OG0008714	g29621	XP_009122325.2, XP_033141825.1
OG0008715	g24286	XP_009136832.2, XP_009144675.1
OG0008716	g24244, g47226	XP_009108337.1, XP_009130853.1
OG0008717	g47235	XP_009130900.1
OG0008718	g24235	XP_009136872.1, XP_009130943.1, XP_009108343.1
OG0008719	g47239, g17520	XP_009136874.2, XP_033129567.1
OG0008720	g24233, g17519	XP_009136875.2, XP_018512318.1
OG0008721	g24230	XP_009131195.1, XP_009108347.1
OG0008722	g47257, g24209	XP_033129027.1
OG0008723	g47283	XP_009132144.2
OG0008724	g10982	XP_009128788.1, XP_009114410.1
OG0008725	g24151	XP_009132546.1, XP_009136997.1
OG0008726	g24148, g47302	XP_009108417.1, XP_009132578.1
OG0008727	g17428, g24129	XP_033132802.1, XP_033129375.1
OG0008728	g24124	XP_033144897.1, XP_009132876.1
OG0008729	g17409	XP_009108434.1
OG0008730	g47328	XP_033129703.1
OG0008731	g24075	XP_009133425.1
OG0008732	g24068	XP_009108463.1, XP_009133555.1
OG0008733	g24053	XP_009133931.1
OG0008734	g47358	XP_009134188.2, XP_009123826.2
OG0008735	g17363	XP_009108505.1
OG0008736	g24008	XP_033134042.1, XP_009134790.1
OG0008737	g47402	XP_009135278.1
OG0008738	g47430	XP_033142721.1
OG0008739	g40401	XP_033134830.1, XP_009128629.1
OG0008740	g47434	XP_009137276.1, XP_009136109.1
OG0008741	g17275	XP_033143979.1, XP_033132926.1
OG0008742	g23922	XP_009108596.1, XP_009136577.1
OG0008743	g17272	XP_009137307.1, XP_033144264.1
OG0008744	g47452	XP_009137315.1, XP_009136711.1
OG0008745	g23893, g47459	XP_009137355.2, XP_009137051.1
OG0008746	g44697	XP_009127804.1
OG0008747	g17249	XP_009137489.1
OG0008748	g40307, g25782	XP_009128717.1, XP_009113610.1
OG0008749	g32680	XP_009151476.1
OG0008750	g32738	XP_009145155.1
OG0008751	g27810	XP_009107933.1
OG0008752	g32767	XP_009114737.1
OG0008753	g32851	XP_009114723.1, XP_009145140.1
OG0008754	g32993	XP_009114714.2, XP_009145133.1
OG0008755	g35950, g53898	XP_009107476.1, NP_001288860.1
OG0008756	g28144	XP_009123055.1, XP_009107479.1
OG0008757	g32291, g50420	XP_009102963.1, XP_009109792.1
OG0008758	g36186	XP_009107452.1
OG0008759	g32305	XP_009102942.2, XP_009113726.1
OG0008760	g50460	XP_009109738.1, XP_009102922.1
OG0008761	g44572	XP_009105999.1, XP_009104811.1
OG0008762	g50503	XP_009102867.1, XP_009115262.1
OG0008763	g32392	NP_001306245.1, XP_009115259.2
OG0008764	g27689	XP_009109644.1, XP_009115218.1
OG0008765	g50552	XP_009124606.1, XP_009144762.1
OG0008766	g50565	XP_009115042.1, XP_009102685.1
OG0008767	g32502	XP_009115029.1, XP_009107758.2
OG0008768	g50569	XP_009115024.1
OG0008769	g47932	XP_009150864.1, XP_009109280.2
OG0008770	g22974	XP_009150586.1
OG0008771	g22960	XP_009148014.1
OG0008772	g22922	XP_009144043.1
OG0008773	g47974, g22904	XP_009138449.2
OG0008774	g22878	XP_009139603.1, XP_009109354.1
OG0008775	g22869	XP_033142229.1, XP_009138472.1
OG0008776	g22855	XP_009138124.2, XP_009138479.1
OG0008777	g22851	XP_009109364.1, XP_009137836.1
OG0008778	g22806	XP_009132987.1, XP_009109393.1
OG0008779	g22803	XP_009132836.1, XP_009109396.2
OG0008780	g22789	XP_009131194.1, XP_009109416.1
OG0008781	g22780	XP_009109422.2, XP_033140731.1
OG0008782	g22778, g22777	XP_009109425.1
OG0008783	g22743	XP_009109435.2, XP_009128353.2
OG0008785	g23619	XP_009137675.1, XP_009143709.1
OG0008787	g46839	XP_009124218.1
OG0008788	g46758	XP_009125063.1, XP_009139764.1
OG0008789	g37509	XP_009142207.1
OG0008790	g16905	XP_009139823.1, XP_009140214.1
OG0008791	g32509	XP_009102677.1, XP_009115025.1
OG0008792	g29720	XP_033137772.1
OG0008793	g32578	XP_009114913.1
OG0008794	g51536	XP_009141505.1
OG0008795	g40264	XP_009134150.1
OG0008796	g51406	XP_033144651.1, XP_033147667.1
OG0008797	g37062	XP_009114005.3
OG0008798	g37048	XP_009123704.1, XP_009101820.1
OG0008799	g37052	XP_009114024.1
OG0008800	g52273, g37625	XP_018513486.1, XP_009142359.1
OG0008801	g18465, g18424	XP_009121206.1
OG0008802	g40308	XP_009134192.1, XP_009128716.1
OG0008803	g40354	XP_033142033.1, XP_009128682.1
OG0008804	g45142	XP_033142018.1, XP_018510468.1
OG0008805	g40399	XP_009114634.1, XP_009134256.1
OG0008806	g25602	XP_009114623.3, XP_009144492.1
OG0008807	g25604	XP_009144495.1, XP_009134269.1
OG0008809	g25580	XP_009114541.1
OG0008810	g40464	XP_009144519.1, XP_033136423.1
OG0008811	g25542	XP_009114494.1
OG0008812	g40493	XP_009113910.1, XP_018508034.1
OG0008813	g40495	XP_009123603.1, XP_009101697.1
OG0008814	g11033	XP_009113900.1, XP_009101645.2
OG0008815	g40531	XP_009123619.1
OG0008816	g40555	XP_009128784.1, XP_009113868.1
OG0008817	g10966	XP_009101561.1, XP_009128820.1
OG0008818	g40588	XP_009128826.1
OG0008819	g10922	XP_009101496.2, XP_009114330.2
OG0008820	g40647	XP_009101489.2, XP_009128896.2
OG0008821	g10906	XP_009101458.1
OG0008822	g40721, g10844	XP_009114257.1
OG0008823	g40722	XP_009101396.2, XP_009128992.1
OG0008824	g46871, g25206	XP_009124267.1, XP_009108017.1
OG0008825	g46946	XP_009139665.1, XP_033133389.1
OG0008826	g24752, g24757	XP_009107684.2, XP_009139647.1
OG0008827	g46652	XP_009110710.2
OG0008828	g24635, g46995	XP_009116100.1
OG0008829	g13490	XP_009135884.1, XP_009102529.1
OG0008830	g24562	XP_009139543.2, XP_009109563.1
OG0008831	g17726	XP_033132241.1, XP_033146610.1
OG0008832	g24534	XP_009109578.1, XP_009147042.1
OG0008833	g47075	XP_009107802.1, XP_033128215.1
OG0008834	g17684	XP_009107831.1
OG0008835	g24471	XP_009147724.1, XP_009144719.1
OG0008836	g36165, g14875, g52876, g43248, g47105	XP_009136697.1
OG0008837	g47106	XP_009136699.2, XP_009147254.1
OG0008838	g16849	XP_009139983.1, XP_009125132.1
OG0008839	g46655	XP_009140058.1
OG0008840	g46664	XP_009140027.2, XP_009125149.1
OG0008841	g16802	XP_009140068.1, XP_009125175.2
OG0008842	g46651, g16804	XP_009125173.1, XP_009140066.1
OG0008843	g16779, g16781	XP_009125191.2, XP_009140099.1
OG0008844	g46626	XP_009125206.1, XP_009140129.1
OG0008845	g46622	XP_009140137.1, XP_009125210.2
OG0008846	g5965	XP_009103393.1
OG0008847	g37766	XP_033146178.1
OG0008848	g37764	XP_009118192.1
OG0008849	g37686	XP_009142439.1, XP_009142613.1
OG0008850	g50790	XP_033148428.1, XP_009142431.1
OG0008851	g50783	XP_009142421.1, XP_009142636.1
OG0008852	g52296	XP_009142683.1, XP_009142411.1
OG0008853	g52295	XP_009143210.1, XP_033146349.1
OG0008854	g37627	XP_009142361.1, XP_009143165.1
OG0008855	g37610	XP_033148369.1, XP_033146223.1
OG0008856	g37591, g52228	XP_018512661.1, XP_009142323.1
OG0008857	g37586	NP_001288809.1, XP_009142318.1
OG0008858	g52241	XP_009143097.1, XP_009142314.1
OG0008859	g1930	XP_009104246.2, XP_033135487.1
OG0008860	g38226	XP_018512789.2, XP_009143000.1
OG0008861	g52158	XP_033146055.1, XP_009133654.1
OG0008862	g52151, g52149	XP_009142987.1, XP_033145016.1
OG0008863	g52148	XP_009142986.1, XP_009133650.1
OG0008864	g37523	XP_009142971.1, XP_009135921.2
OG0008865	g37496	XP_009133591.1, XP_009142187.1
OG0008866	g52094	XP_009142158.1, XP_009142905.1
OG0008867	g18909	XP_009116580.1, XP_009104183.1
OG0008868	g52077	XP_009142078.1
OG0008869	g37446	XP_009142836.1, XP_009142059.1
OG0008870	g38183	XP_009142833.1
OG0008871	g37443	XP_009142830.1, XP_033145317.1
OG0008872	g5361	XP_009131225.1
OG0008873	g52010	XP_009142019.1, XP_009142785.1
OG0008874	g37402	XP_009133508.1, XP_009142767.1
OG0008875	g51995	XP_009142744.1, XP_009141992.1
OG0008876	g37391	XP_033142618.1, XP_018514173.1
OG0008877	g45289	XP_009130661.1, XP_033139516.1, XP_033139521.1
OG0008878	g45294	XP_009130664.2, XP_033142362.1
OG0008879	g5814	XP_009122830.1, XP_033142361.1, XP_009130666.1
OG0008880	g5807	XP_009122822.1, XP_009125431.1
OG0008881	g5788	XP_009130702.2, XP_009125445.1
OG0008882	g29847	XP_009125459.1, XP_009122758.1
OG0008883	g5752	XP_009125482.1, XP_009130731.1
OG0008884	g29831	XP_009130775.2, XP_009122684.2
OG0008885	g5717	XP_009122674.1, XP_009130779.1
OG0008886	g29809	XP_009125526.1, XP_009122660.1
OG0008887	g5698	XP_009125548.1, XP_009122627.2
OG0008888	g29112	XP_009126358.1, XP_009120891.1
OG0008889	g29127	XP_009126380.1, XP_009131744.1
OG0008890	g653, g28980	XP_033138622.1, XP_009126381.1
OG0008891	g28975	XP_009120862.1, XP_009126386.1
OG0008892	g704	XP_009131777.1, XP_009126425.1
OG0008893	g705	XP_009126426.1, XP_009131779.2
OG0008894	g664	XP_009120861.1, XP_009131749.1
OG0008895	g28929	XP_033138615.1, XP_009126451.1
OG0008896	g448	XP_009136403.1
OG0008897	g28909	XP_009131827.1, XP_009126495.1
OG0008898	g743	XP_009120747.1, XP_009126493.2
OG0008899	g41371, g28901	XP_009126508.1, XP_009120719.1
OG0008900	g763	XP_009126512.1, XP_009120710.1
OG0008901	g28897	XP_009131840.1, XP_009120708.1
OG0008902	g770	XP_009131850.2, XP_009120691.1
OG0008903	g28873	XP_009126537.1, XP_009120665.1
OG0008904	g28871	XP_033138651.1, XP_009126540.1
OG0008905	g816	XP_009126571.2, XP_009120630.1
OG0008906	g41333	XP_009120615.1, XP_009126579.1
OG0008907	g831	XP_009120603.1, XP_033140846.1
OG0008908	g855, g28805	XP_018512443.1
OG0008909	g266	XP_009150452.1, XP_009112110.1
OG0008910	g1295	XP_009120516.1
OG0008911	g28783	XP_009120514.1, XP_009126635.1
OG0008912	g41303	XP_033142431.1
OG0008913	g28763	XP_009126662.2, XP_009120499.1
OG0008914	g28761	XP_009126667.1, XP_009120494.1
OG0008915	g39245	XP_009132013.1, XP_033137998.1
OG0008916	g1245, g39248	XP_009120420.1
OG0008917	g28746	XP_009120466.1, XP_009126690.1
OG0008918	g1257, g28700	XP_033141249.1, XP_009120434.2
OG0008919	g1240	XP_033141245.1, XP_009120410.1
OG0008920	g1236	XP_009126722.1, XP_009120405.1
OG0008921	g1232	XP_009120400.2
OG0008922	g274	XP_009112106.1, XP_009150430.1
OG0008923	g9799, g270	XP_009112107.1, XP_009150447.1
OG0008924	g49612	XP_009118386.1, XP_009110900.1
OG0008925	g9796	XP_009130425.1, XP_009150459.1
OG0008927	g9770, g240	XP_009112128.1, XP_009150508.1
OG0008928	g9753	XP_009150545.1, XP_009112147.1
OG0008929	g9746	XP_009130471.1, XP_009150555.1
OG0008930	g197	XP_009130484.1, XP_009150578.1
OG0008931	g177	XP_033128202.1, XP_009112170.1
OG0008932	g9724	XP_009150597.1, XP_009130492.1
OG0008934	g107	XP_009112231.1, XP_009130534.1
OG0008935	g88	XP_009130549.2, XP_009103425.1
OG0008936	g9669	XP_009103437.1
OG0008937	g9660	XP_009112345.1, XP_009103465.1
OG0008938	g9644	XP_009103484.1, XP_009112334.1
OG0008939	g19653	XP_009130551.1, XP_009103486.1
OG0008940	g19647, g38	XP_009112324.1, XP_009103498.1
OG0008941	g19644	XP_009103518.1, XP_009112306.1
OG0008942	g27	XP_009103527.2, XP_009112304.2
OG0008944	g11353	XP_033139232.1, XP_033131884.1
OG0008945	g14, g9626	XP_033131240.1, XP_009130572.1
OG0008947	g45269	XP_009111462.1, XP_009134538.1
OG0008948	g26863	XP_009118834.1
OG0008949	g25358	XP_009111489.1, XP_009134563.1
OG0008950	g25351	XP_033142137.1, XP_033141618.1
OG0008951	g39452	XP_009128480.1, XP_033134895.1
OG0008952	g45255	XP_009134525.1, XP_009111447.1
OG0008954	g39492	XP_009111383.1, XP_009134485.1
OG0008955	g39536, g25449	XP_009111321.2, XP_009134449.2
OG0008956	g39540	XP_009102819.1, XP_018508405.2
OG0008957	g39555	XP_009144584.1
OG0008958	g39605	XP_009111259.1, XP_009144544.1
OG0008959	g39611	XP_009111255.1
OG0008960	g25496	XP_033140647.1, XP_009122176.1
OG0008961	g39634	XP_009144523.3, XP_009122154.1
OG0008962	g51348	XP_009141307.1, XP_033147806.1
OG0008963	g39704	XP_009101757.1, XP_009123920.1
OG0008964	g39706	XP_033140625.1, XP_009113978.2
OG0008965	g46869	XP_009101776.1
OG0008966	g39723, g11107	XP_033129183.1, XP_033136288.1
OG0008967	g51341, g39748	XP_033147712.1, XP_009132920.1
OG0008968	g51335	XP_009141292.1
OG0008969	g39750	XP_009141299.2, XP_009132919.1
OG0008970	g39767	XP_009143925.1, XP_009132906.1
OG0008971	g51321	XP_009132902.1, XP_009143921.1
OG0008973	g39807	XP_033147672.1, XP_033130010.1, XP_009132856.1
OG0008974	g51304	XP_009141244.1, XP_009143997.1
OG0008975	g27970, g49271, g5	XP_009102018.1
OG0008976	g37920, g37919	XP_033144912.1
OG0008977	g51251	XP_033145508.1, XP_009132782.1
OG0008978	g39850	XP_009144244.1, XP_009141146.2
OG0008979	g39869	XP_009132768.1
OG0008980	g39884, g37902	XP_009141112.1
OG0008981	g39897	XP_009144279.1, XP_009141089.1
OG0008982	g51194	XP_009144312.1
OG0008984	g51139	XP_033144710.1, XP_009144380.2
OG0008985	g40015	XP_033131578.1, XP_009140961.1
OG0008986	g51120	XP_009140960.2, XP_009125046.3
OG0008987	g37849	XP_009140952.1, XP_009124364.2
OG0008988	g40003	XP_033145277.1, XP_009103719.1
OG0008989	g37845, g39981	XP_009140927.1, XP_009103702.1
OG0008990	g51090	XP_009140922.1, XP_009133866.1
OG0008991	g40038	XP_009140900.1, XP_009103683.1
OG0008992	g40048	XP_009140853.2, XP_009103669.1
OG0008993	g53382	XP_009103645.1, XP_009140846.1
OG0008994	g40089	XP_009140819.1
OG0008995	g40090	XP_009103617.1, XP_009140818.2
OG0008996	g40125	XP_009103583.1, XP_009140783.2
OG0008997	g40119, g53543	XP_009103591.1
OG0008998	g40115	XP_009140798.1, XP_033143929.1
OG0008999	g40102	XP_033131744.1
OG0009001	g38272	XP_009117005.1, XP_009140748.1
OG0009002	g51068	XP_033136672.1, XP_009133963.2
OG0009003	g36847	XP_009133962.1, XP_009140696.1
OG0009004	g23632	XP_009137663.1, XP_009109140.1
OG0009005	g17086	XP_009143465.1, XP_009109141.1
OG0009006	g23658	XP_033144049.1, XP_009109150.1
OG0009007	g49985	XP_009147432.1, XP_009125021.1
OG0009008	g7929	XP_009125020.2, XP_009147433.2
OG0009009	g7930	XP_009125018.1, XP_009147435.1
OG0009010	g7942	XP_009124817.1, XP_009124044.2
OG0009011	g7941	XP_009134596.1, XP_009124043.2
OG0009012	g7946	XP_009124819.1, XP_009134588.1
OG0009013	g23704	XP_009137590.1, XP_009142212.1
OG0009014	g47613	XP_009109157.1, XP_033128022.1
OG0009015	g47605	XP_009109167.1, XP_009142850.1
OG0009016	g7914	XP_009134628.1, XP_009147397.2
OG0009017	g7896	XP_009134650.1, XP_009147375.1
OG0009018	g7866	XP_009134682.1, XP_009118320.2
