Orthogroup	Cochlearia_excelsa	Odontarrhena_muralis
OG0008907	g831	Om006G244630
OG0008908	g28805	Om006G245200
OG0008909	g266	Om006G233680
OG0008911	g28783	Om006G245490
OG0008912	g41303	Om006G245600
OG0008913	g28763	Om006G245710
OG0008914	g28761	Om006G245740
OG0008915	g39245	Om006G246650
OG0008916	g1245, g39248	Om006G246750
OG0008917	g28746	Om006G245970
OG0008918	g1257	Om006G246500
OG0008919	g1240	Om006G246860
OG0008920	g1236	Om006G247030
OG0008921	g1232	Om006G247100
OG0008922	g274	Om006G233800
OG0008923	g9799, g270	Om006G233740
OG0008924	g49612	Om005G186160
OG0008925	g9796	Om006G233610
OG0008927	g9770, g240	Om006G233160
OG0008928	g9753	Om006G232770
OG0008929	g9746	Om006G232610
OG0008930	g197, g18663	Om006G232300
OG0008932	g9724	Om006G232140
OG0008933	g117, g9687	Om006G231140
OG0008934	g107	Om006G230990
OG0008935	g88	Om006G230780
OG0008936	g9669	Om006G230600
OG0008937	g9660	Om006G230210
OG0008938	g9644	Om006G229990
OG0008939	g19653	Om006G229970
OG0008940	g19647, g38	Om006G229840
OG0008941	g19644	Om006G229650
OG0008942	g27	Om006G229550
OG0008944	g11353	Om006G229350
OG0008945	g14, g9626	Om006G229190
OG0008947	g45269	Om004G157770
OG0008948	g26863	Om005G178150
OG0008949	g25358	Om004G157550
OG0008950	g25351	Om004G157410
OG0008951	g39452	Om004G157360
OG0008952	g45255	Om004G158030
OG0008954	g39492	Om004G158620
OG0008955	g39536, g25449	Om004G159280
OG0008956	g39540	Om004G159390
OG0008957	g39555	Om004G159590
OG0008958	g39605	Om004G160270
OG0008959	g39611	Om004G160370
OG0008960	g25496	Om004G160730
OG0008961	g39634	Om004G160750
OG0008962	g51348	Om007G278370
OG0008963	g39704	Om007G277600
OG0008964	g39706	Om007G277620
OG0008965	g46869	Om007G277890
OG0008966	g39723, g11107	Om007G277920
OG0008967	g51341, g39748	Om007G278410
OG0008968	g51335	Om007G278590
OG0008969	g39750	Om007G278460
OG0008970	g39767	Om007G278860
OG0008971	g51321	Om007G278810
OG0008973	g39807	Om007G279520
OG0008974	g51304	Om007G279490
OG0008975	g27970, g49271, g5	Om003G089350
OG0008977	g51251	Om007G280500
OG0008978	g39850	Om007G280670
OG0008979	g39869	Om007G280860
OG0008980	g39884, g37902	Om007G281120
OG0008981	g39897	Om007G281290
OG0008982	g51194	Om003G113810, Om007G281740
OG0008984	g51139	Om007G282560
OG0008985	g40015	Om007G282970
OG0008986	g51120	Om007G283000
OG0008987	g37849	Om007G283130
OG0008988	g40003	Om007G283170
OG0008989	g37845, g39981	Om007G283410
OG0008990	g51090	Om007G283440
OG0008991	g40038	Om007G283680
OG0008992	g40048	Om007G283790
OG0008993	g53382	Om007G283960
OG0008994	g40089	Om007G284380
OG0008995	g40090	Om007G284400
OG0008996	g40125	Om007G284870
OG0008997	g40119, g53543	Om007G284820
OG0008998	g40115	Om007G284780
OG0008999	g40102	Om007G284610
OG0009001	g38272	Om004G149420
OG0009002	g51068	Om004G150930
OG0009003	g36847	Om003G093680
OG0009004	g23632	Om001G020650
OG0009005	g17086	Om001G020500
OG0009006	g23658	Om001G019460
OG0009007	g49985	Om002G042730
OG0009008	g7929	Om002G042710
OG0009009	g7930	Om002G042700
OG0009010	g7942	Om002G042460, Om001G001650
OG0009011	g7941	Om002G042470
OG0009012	g7946	Om002G042340
OG0009013	g23704	Om001G017830
OG0009014	g47613	Om001G019370
OG0009015	g47605	Om002G060600
OG0009016	g7914	Om002G043110
OG0009017	g7896	Om002G043460
OG0009018	g7866	Om002G043850
OG0009019	g7862	Om002G043930
OG0009020	g7852	Om002G044220
OG0009021	g7842	Om002G044300
OG0009022	g12662	Om002G044520
OG0009023	g7833	Om002G044590
OG0009024	g7832	Om002G044600
OG0009025	g12635	Om002G044920
OG0009026	g12780	Om002G045200, Om002G045190
OG0009027	g7797, g12801	Om002G045680
OG0009028	g7793	Om002G045760
OG0009029	g7792	Om002G045780
OG0009030	g7781	Om002G045970
OG0009031	g7772, g7763	Om002G046100
OG0009032	g7749	Om002G046400
OG0009033	g12592	Om002G046470
OG0009034	g12591	Om002G046510
OG0009035	g12582	Om001G018240, Om007G313330, Om008G351830, Om008G349230, Om002G046750
OG0009036	g12844	Om002G047130
OG0009037	g7714	Om002G047210
OG0009038	g12875	Om002G047900
OG0009039	g7686	Om002G047920
OG0009041	g7656	Om002G048800
OG0009042	g7642	Om002G049140
OG0009043	g12935, g12482	Om002G049310
OG0009044	g7622	Om002G049580
OG0009045	g7610	Om002G049800
OG0009047	g7600	Om002G050010
OG0009048	g7597	Om002G050040
OG0009049	g12965	Om002G050060
OG0009050	g25028	Om007G307670, Om007G318270, Om007G313180
OG0009051	g38281	Om004G132500, Om006G270770, Om006G270450
OG0009052	g26908	Om004G169230
OG0009053	g7552, g12992	Om002G050860
OG0009054	g12420	Om002G050920
OG0009055	g53945	Om007G287850
OG0009056	g51915	Om008G329520
OG0009057	g51909	Om008G329620
OG0009058	g51886	Om008G329820
OG0009059	g51880	Om008G330010
OG0009060	g51468	Om008G330090
OG0009061	g37351	Om008G330260
OG0009062	g51800	Om008G331470
OG0009063	g51793	Om008G331480
OG0009064	g38128	Om008G331800
OG0009065	g51763	Om008G332270
OG0009066	g51774	Om008G331960, Om006G267510
OG0009067	g51756	Om008G332480
OG0009068	g51737	Om008G333240
OG0009069	g44860	Om005G211490
OG0009070	g51735	Om008G333260
OG0009071	g37149	Om008G337620
OG0009072	g38028, g37156	Om008G337550
OG0009073	g37160	Om008G337480
OG0009075	g51587	Om008G337060
OG0009076	g51599	Om008G336850
OG0009077	g51613	Om008G336440
OG0009078	g51623	Om008G336180
OG0009079	g51634	Om008G335780
OG0009080	g51675	Om008G334850
OG0009082	g51728	Om008G333410
OG0009083	g51727	Om008G333420
OG0009084	g51692	Om008G334590
OG0009085	g37278	Om008G333700, Om008G333670
OG0009086	g37269	Om002G054090
OG0009087	g51714	Om008G333980
OG0009088	g51547	Om008G338070
OG0009089	g31585	Om005G195920
OG0009090	g31586	Om005G195940
OG0009091	g31596, g27302	Om005G196110
OG0009092	g49942	Om005G196180
OG0009093	g31610	Om005G196280
OG0009094	g31614, g49946	Om005G196420
OG0009095	g31628	Om005G196850
OG0009096	g49960	Om005G197030
OG0009097	g49970	Om005G197330, Om005G197320
OG0009098	g27345, g31653	Om005G197470
OG0009099	g31654	Om005G197500
OG0009100	g27357	Om005G197870
OG0009101	g49994	Om005G198340
OG0009102	g31699	Om005G198520
OG0009103	g31702	Om005G198640
OG0009104	g50012	Om005G198990
OG0009105	g31754	Om005G199710
OG0009106	g27412, g50050	Om005G200310
OG0009107	g47579, g25029	Om008G346320
OG0009110	g31816	Om005G200920
OG0009111	g31889	Om005G202030
OG0009112	g31890	Om005G202050
OG0009113	g50126	Om005G202330
OG0009115	g50166	Om005G203300
OG0009116	g19162	Om006G253650
OG0009117	g50211	Om005G204260
OG0009118	g50225	Om005G204460
OG0009119	g32019	Om005G204480
OG0009121	g50251, g27528	Om005G205220
OG0009122	g32047	Om005G205700
OG0009123	g50291	Om004G143700
OG0009124	g32100	Om004G143800
OG0009125	g27554	Om004G144380
OG0009126	g50335	Om004G145080
OG0009127	g27580	Om004G145240
OG0009128	g50349, g32146	Om004G145520
OG0009130	g45791	Om005G209500
OG0009131	g32161	Om004G146210
OG0009132	g32170	Om004G146570
OG0009134	g32180	Om004G146670
OG0009135	g32200, g27607	Om004G147100
OG0009137	g27616	Om004G170610
OG0009138	g32225	Om004G147510
OG0009139	g50398	Om004G148070
OG0009141	g47500	Om007G298170
OG0009142	g1500	Om003G107490
OG0009143	g23833	Om007G292870
OG0009144	g47523	Om007G285700
OG0009145	g17188	Om007G285790
OG0009146	g51038	Om004G151700
OG0009148	g38345	Om004G151340
OG0009149	g38340	Om004G151590
OG0009150	g50993	Om004G153430, Om018G374090
OG0009151	g38391	Om018G373810, Om004G153110
OG0009153	g38411	Om004G155310, Om004G152940
OG0009155	g36914	Om004G151530
OG0009156	g19308	Om006G257240
OG0009157	g38485	Om004G154040
OG0009158	g50898	Om004G153850
OG0009159	g36955	Om004G155750
OG0009162	g31570	Om005G195640
OG0009163	g31551	Om005G195260
OG0009164	g31541	Om005G195030
OG0009165	g31508	Om005G194260
OG0009166	g31506	Om005G194210
OG0009167	g31486	Om005G194050
OG0009168	g31447	Om005G192990
OG0009169	g31449	Om005G193020
OG0009170	g31420	Om005G192550
OG0009171	g31378	Om005G191770
OG0009172	g49781	Om005G191020
OG0009173	g31331	Om005G190870
OG0009174	g49773	Om005G190320
OG0009175	g31275	Om005G189470
OG0009176	g49745	Om005G189430
OG0009177	g31269	Om005G189320
OG0009178	g31243	Om005G188790
OG0009179	g31221	Om005G188190
OG0009180	g31226, g49713	Om005G188280
OG0009181	g49626	Om005G187690
OG0009182	g49637, g27069	Om005G187410
OG0009183	g31174	Om005G187340
OG0009184	g49638	Om005G187110
OG0009185	g31152	Om005G186990
OG0009186	g674, g28965	Om006G241580
OG0009187	g31141	Om005G186870
OG0009188	g49658	Om005G186820
OG0009189	g49670	Om005G186600
OG0009190	g27030	Om005G186610
OG0009191	g31128	Om005G186630
OG0009192	g27032, g31129	Om005G186650
OG0009193	g49675	Om005G186530
OG0009194	g27026	Om005G186440
OG0009196	g49694	Om005G186300
OG0009197	g49583	Om005G185460
OG0009199	g27001	Om005G184780
OG0009200	g31003	Om005G183940
OG0009201	g26975	Om005G183880
OG0009202	g30991	Om005G183750
OG0009203	g30990	Om005G183710
OG0009204	g49527	Om005G183420
OG0009205	g49515	Om005G183180
OG0009206	g30927, g49493	Om005G182740
OG0009207	g49492	Om005G182700
OG0009208	g30923	Om005G182560
OG0009209	g32231	Om004G130130
OG0009210	g30893	Om005G182140
OG0009211	g49465	Om005G181970, Om005G181960
OG0009212	g49464	Om005G181920
OG0009213	g30876	Om005G181590
OG0009214	g30865	Om005G181360
OG0009215	g30845	Om005G181060
OG0009216	g26906	Om005G180380
OG0009217	g49399	Om005G179950
OG0009218	g30805	Om005G179860
OG0009219	g30794	Om005G179600
OG0009220	g49378	Om005G179360
OG0009221	g30773	Om005G179290
OG0009222	g49358	Om005G179000
OG0009223	g49356	Om005G178910
OG0009224	g49350	Om005G178820
OG0009225	g30762	Om005G178730
OG0009226	g49341	Om005G178640
OG0009227	g26875	Om005G178570
OG0009228	g30737	Om005G178290
OG0009229	g49303	Om005G178100
OG0009231	g30721	Om005G177600
OG0009232	g45632, g5229	Om007G301950
OG0009233	g5223	Om007G301880
OG0009234	g5203	Om007G301580
OG0009235	g45637	Om007G301760
OG0009236	g45673	Om007G300580
OG0009237	g29278	Om007G300510
OG0009238	g5142	Om007G300440
OG0009239	g5093, g29238	Om007G299530
OG0009240	g45692	Om007G299870
OG0009241	g5128	Om007G300130
OG0009242	g29220	Om007G299320
OG0009243	g5062	Om007G298820
OG0009244	g45723	Om007G298690
OG0009245	g29178	Om007G297920
OG0009246	g45739	Om007G297840
OG0009247	g5004	Om007G297410
OG0009249	g4987, g3922, g4018, g3921	Om007G296820
OG0009250	g29031	Om007G296150
OG0009251	g4901	Om007G295000
OG0009252	g29078	Om007G295050
OG0009253	g4877	Om007G294760
OG0009254	g29106, g4872	Om007G294750
OG0009255	g10150	Om007G293610
OG0009256	g10176	Om007G303270
OG0009257	g4115, g4116, g22330, g35991	Om001G005500
OG0009258	g10184	Om008G339630
OG0009260	g10232	Om007G304580
OG0009262	g45626, g29343	Om004G161140
OG0009263	g45623	Om004G161250
OG0009264	g45462, g29655	Om004G169800
OG0009265	g29653	Om004G169770
OG0009267	g5241, g45627	Om004G160870
OG0009268	g29662	Om004G169980
OG0009269	g5589	Om004G170020
OG0009270	g50766, g13773	Om004G144900, Om004G156440
OG0009271	g29691, g45450	Om004G170500
OG0009272	g5607	Om004G170510
OG0009273	g29696	Om004G170740
OG0009274	g29699	Om004G170880
OG0009275	g45436, g5621	Om004G171120
OG0009276	g29731	Om004G171690
OG0009277	g29735	Om004G171880
OG0009278	g29737	Om004G171910
OG0009279	g29757	Om004G172210
OG0009280	g5662	Om004G172480
OG0009281	g10071	Om006G240280
OG0009283	g604	Om006G240320
OG0009284	g10058	Om006G240070
OG0009285	g10049	Om006G239970
OG0009286	g581	Om006G239830
OG0009287	g578	Om006G239650
OG0009288	g577, g10033	Om006G239630
OG0009289	g10024	Om006G239370
OG0009290	g551	Om006G239310
OG0009291	g19135	Om006G252880
OG0009292	g549	Om006G239270
OG0009293	g10016, g10013	Om006G239050
OG0009294	g511	Om006G238530
OG0009295	g492	Om006G238030
OG0009296	g9961, g488	Om006G237930
OG0009297	g483	Om006G237820
OG0009298	g9959	Om006G237790
OG0009299	g465	Om006G237620
OG0009300	g9920	Om006G237010
OG0009301	g399	Om006G236320
OG0009302	g390	Om006G236140
OG0009303	g331	Om006G234930
OG0009304	g19485	Om006G263180
OG0009305	g51953	Om006G234770
OG0009306	g1221	Om006G247320
OG0009307	g1177	Om006G247790
OG0009308	g19317	Om006G257470
OG0009309	g2489	Om006G257520
OG0009310	g11352	Om006G257540
OG0009311	g2508	Om006G257740
OG0009312	g19337, g2516	Om006G257960
OG0009313	g19353	Om006G258370
OG0009314	g2563	Om006G258590
OG0009315	g19379	Om006G259540
OG0009316	g11367	Om006G259590
OG0009317	g19383	Om006G259620
OG0009318	g2620	Om006G260210
OG0009319	g2631	Om006G260480
OG0009320	g2644	Om005G221820, Om002G074190
OG0009321	g2689	Om006G261540
OG0009322	g2704	Om006G261870
OG0009323	g19461	Om006G262440
OG0009324	g19465, g19464	Om006G262570
OG0009325	g19496	Om006G263490
OG0009326	g2752, g19491	Om006G263780
OG0009327	g2787	Om006G265870
OG0009328	g19609	Om006G268820
OG0009329	g11522, g19620	Om006G268550
OG0009330	g23206	Om001G030360
OG0009331	g10308	Om002G082360
OG0009332	g41728	Om005G212540
OG0009333	g44915	Om005G212520
OG0009334	g41505	Om005G210640
OG0009335	g44801	Om005G210290
OG0009336	g44813	Om005G210450
OG0009337	g44781	Om005G209860
OG0009338	g44767	Om005G209620
OG0009339	g45789	Om005G209530
OG0009340	g45800	Om005G209340
OG0009341	g40188	Om007G285500
OG0009342	g44724	Om005G208650
OG0009343	g45817	Om005G208640
OG0009344	g44708	Om005G208370
OG0009345	g45853, g44701	Om005G207820
OG0009346	g44689	Om005G207280
OG0009347	g44662	Om005G206630
OG0009348	g44656, g45917	Om005G206490
OG0009349	g44647	Om005G206140
OG0009350	g45991	Om005G205850
OG0009351	g45976	Om005G205760
OG0009352	g45963	Om004G142970
OG0009353	g45956	Om004G142870
OG0009354	g45955	Om004G142860
OG0009355	g18007, g44616	Om004G142850
OG0009356	g46431	Om004G133500
OG0009357	g46339	Om004G134980
OG0009358	g46336	Om004G135060
OG0009359	g44367	Om004G135270
OG0009360	g6682, g11874	Om002G069300
OG0009361	g44375	Om004G135400
OG0009362	g44382, g46310	Om004G135490
OG0009363	g46228	Om004G137600
OG0009364	g46189	Om004G137770
OG0009366	g44491	Om004G138670
OG0009367	g46145	Om004G139400
OG0009369	g44520	Om004G139480
OG0009370	g46098	Om004G140440
OG0009371	g46076	Om004G140930
OG0009372	g31765	Om005G199860
OG0009373	g44565	Om004G141030
OG0009374	g44566	Om004G141090
OG0009375	g44574	Om004G141320
OG0009376	g28801	Om006G245270
OG0009377	g44583, g46026	Om004G141980
OG0009378	g46008	Om004G142380
OG0009379	g44601	Om004G142420
OG0009381	g44605	Om004G142550
OG0009382	g45953, g44612	Om004G142750
OG0009385	g46452	Om004G133230
OG0009386	g46463, g44356	Om004G132990
OG0009387	g46466	Om004G132960
OG0009388	g44354	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630
OG0009389	g46476	Om004G132680
OG0009390	g44349, g46492	Om004G132380
OG0009391	g46501	Om004G132150
OG0009392	g44307	Om004G131320
OG0009393	g46540	Om004G131300
OG0009395	g46571	Om004G130590
OG0009396	g46593	Om004G130180
OG0009397	g44276	Om004G130080
OG0009398	g46604	Om004G129800
OG0009399	g46605	Om004G129780
OG0009400	g39222	Om004G129640
OG0009402	g7268	Om002G056900
OG0009403	g7263	Om002G057010
OG0009404	g7262	Om002G057030
OG0009405	g12247, g7254	Om002G057320
OG0009406	g13166	Om002G057510
OG0009407	g7232	Om002G057810
OG0009408	g7216	Om002G058120
OG0009409	g7170	Om002G059030
OG0009410	g12192	Om002G059100
OG0009411	g12183	Om002G059280
OG0009412	g12180, g7163	Om002G059400
OG0009413	g12176, g13220	Om002G059560
OG0009414	g12166	Om002G059780
OG0009415	g7144	Om002G059800
OG0009416	g7120	Om002G060240
OG0009417	g7118, g12150	Om002G060270
OG0009418	g7116	Om002G060290
OG0009419	g7063, g13244	Om002G061310
OG0009421	g7058	Om002G061460
OG0009422	g7055	Om002G061490
OG0009423	g7053	Om002G061510
OG0009424	g13255	Om002G061940
OG0009425	g12098	Om002G061990
OG0009426	g17949, g7034	Om002G062070
OG0009427	g6991	Om002G063160
OG0009428	g6988	Om002G063260
OG0009429	g6987	Om002G063270
OG0009430	g13278	Om002G063760
OG0009431	g6954	Om002G063880
OG0009432	g6953	Om002G063890
OG0009433	g25373	Om004G157890
OG0009434	g12039	Om002G064280
OG0009435	g6908	Om002G064800
OG0009436	g12015	Om002G065160
OG0009437	g12009	Om002G065350
OG0009438	g13310	Om002G065600
OG0009439	g13313	Om002G065660
OG0009440	g6846	Om002G066140
OG0009442	g13339	Om002G066870
OG0009443	g6797	Om002G066880
OG0009444	g13351	Om002G067370
OG0009445	g6760	Om002G067470
OG0009446	g6744	Om002G068020
OG0009447	g36449	Om002G068210
OG0009448	g6719, g25984	Om002G068240
OG0009449	g6716	Om002G068370
OG0009450	g11889, g6698	Om002G068860
OG0009452	g6635	Om002G069740
OG0009453	g11826	Om002G070560
OG0009454	g13424	Om002G070770
OG0009456	g6531, g13467	Om002G072320
OG0009457	g6530	Om002G072310
OG0009459	g41163	Om003G112500
OG0009460	g6338	Om002G079300
OG0009461	g6585	Om002G077890
OG0009462	g6302	Om002G078880
OG0009463	g6254	Om002G079170
OG0009464	g6245	Om002G079190
OG0009465	g14691	Om002G079470
OG0009466	g29422	Om004G163050
OG0009467	g13698	Om005G181460
OG0009468	g13699	Om002G081890
OG0009469	g6153	Om002G081920
OG0009470	g13700	Om002G081930
OG0009471	g13724, g14043	Om002G083760
OG0009472	g14028	Om002G084030
OG0009473	g14024, g6086	Om002G084120
OG0009474	g13992	Om002G084610
OG0009475	g6002	Om002G085850
OG0009476	g5976	Om002G086620
OG0009477	g5953, g13905	Om002G087210
OG0009478	g5916	Om002G088060
OG0009479	g5915, g13860	Om002G088070
OG0009480	g13857	Om002G088150
OG0009481	g13823	Om002G088220
OG0009482	g13841	Om002G088580, Om001G022190
OG0009484	g36707	Om003G090670
OG0009485	g36696	Om003G090940
OG0009486	g27994	Om003G091570
OG0009487	g54305	Om003G092170
OG0009488	g36662	Om003G092190
OG0009489	g35868	Om003G092790
OG0009491	g36597	Om003G093710
OG0009492	g28008	Om003G093830, Om003G093820
OG0009494	g36471	Om001G014150, Om003G096420
OG0009495	g36489	Om003G096100
OG0009496	g54166	Om003G097140
OG0009497	g28059	Om003G097420
OG0009498	g28062, g36428	Om003G097520
OG0009499	g5251	Om004G161010
OG0009500	g54149	Om003G097870
OG0009501	g28076	Om003G098030
OG0009502	g54138	Om003G098110
OG0009503	g18788	Om003G128240
OG0009504	g54111	Om003G098820
OG0009505	g54110	Om003G098870
OG0009506	g36371	Om003G098910
OG0009507	g51460	Om008G339830
OG0009510	g2443	Om006G256690
OG0009511	g2430	Om006G256490
OG0009512	g2424	Om006G256420
OG0009513	g2404	Om006G255460
OG0009514	g2371	Om006G254990
OG0009515	g2377	Om006G255040
OG0009516	g2347	Om006G254570
OG0009517	g2328	Om006G254140
OG0009518	g19170	Om006G253820
OG0009519	g11303	Om006G253910
OG0009520	g11301	Om006G253930
OG0009521	g2462	Om006G256970
OG0009522	g12979	Om006G253950
OG0009523	g36976	Om008G359850
OG0009524	g19140	Om006G253000
OG0009526	g51741	Om008G332910
OG0009527	g19134	Om006G252850
OG0009528	g2251	Om006G252680
OG0009529	g2214	Om006G252010
OG0009530	g2176	Om006G251080
OG0009531	g2174	Om006G251050
OG0009532	g11265	Om006G250720
OG0009533	g19035	Om006G250560
OG0009534	g19003	Om003G119910
OG0009535	g19002, g2071	Om005G225390, Om008G354860
OG0009536	g36131, g19000	Om003G120120
OG0009537	g18968	Om003G121320
OG0009538	g18960	Om003G121570
OG0009539	g2033	Om003G121630
OG0009540	g18927	Om003G122630
OG0009541	g18913	Om003G123060
OG0009542	g2013	Om003G123520
OG0009543	g2022	Om003G123730
OG0009544	g497	Om006G238140
OG0009545	g18816	Om003G125490
OG0009546	g18809	Om003G125500
OG0009547	g18800, g1896	Om003G125740
OG0009548	g1878	Om003G126070
OG0009549	g1872	Om003G126250
OG0009550	g1871	Om003G126270
OG0009551	g1836	Om003G126790
OG0009553	g18691	Om008G357830
OG0009554	g18763	Om003G128900
OG0009555	g18771	Om003G129030
OG0009556	g18776	Om003G129110
OG0009557	g1888	Om003G125900
OG0009558	g19782, g20911, g19734, g19776, g19687, g19728	Om007G308930
OG0009559	g54266	Om003G094380
OG0009561	g36397, g54134	Om003G098180
OG0009563	g2081	Om003G120240
OG0009565	g11036	Om008G356670
OG0009568	g51682	Om008G334760
OG0009569	g37264	Om008G334000
OG0009570	g51977	Om008G328510
OG0009572	g46013	Om004G142300
OG0009573	g23581	Om001G021950
OG0009574	g23144	Om001G031770
OG0009575	g23201, g47837	Om001G030440
OG0009576	g30924	Om005G182590
OG0009577	g27053	Om005G186920
OG0009579	g49714	Om005G188380
OG0009580	g31268	Om005G189300
OG0009581	g31347	Om005G191210
OG0009582	g27183	Om005G191410
OG0009583	g31618	Om005G196590
OG0009584	g27390, g27393	Om004G158570, Om005G199220, Om008G346770
OG0009585	g45921	Om005G206390
OG0009586	g41530	Om005G210780
OG0009587	g13800	Om002G086570
OG0009588	g36267	Om002G080810
OG0009591	g5261	Om004G161220
OG0009595	g47210	Om001G000300
OG0009597	g28123	Om007G287890
OG0009598	g28113	Om007G286970
OG0009599	g36268	Om007G286880
OG0009601	g51245	Om007G280540
OG0009603	g5225	Om007G301910
OG0009604	g29277	Om007G300520
OG0009605	g29262	Om007G300100
OG0009606	g5114	Om007G299840
OG0009607	g5020, g45740	Om007G297820
OG0009609	g16832	Om003G115870, Om007G317300
OG0009610	g46624	Om007G318420
OG0009611	g28698	Om006G247900
OG0009612	g605, g10068	Om006G240330
OG0009613	g412	Om006G236510, Om006G236500
OG0009614	g9889, g408	Om006G236450
OG0009615	g19654, g9654	Om006G230110
OG0009622	g19295	Om006G257010
OG0009628	g27627	Om004G148370
OG0009635	g13842, g5887	Om006G237910
OG0009636	g52221	Om001G001070
OG0009637	g23473	Om001G024380
OG0009639	g47708	Om001G024940
OG0009640	g16995	Om001G025120
OG0009641	g47730	Om006G271530, Om001G025620
OG0009642	g23411	Om001G026040
OG0009643	g16981, g48901	Om001G026430
OG0009644	g41416	Om006G241610
OG0009645	g23378	Om001G026800
OG0009646	g16964	Om001G027290
OG0009647	g36265	Om007G286940, Om007G286930
OG0009648	g23310	Om001G028290
OG0009649	g23268	Om001G029400
OG0009650	g23235	Om001G029980
OG0009651	g23239	Om001G029900
OG0009652	g23203	Om001G030400
OG0009653	g18159	Om001G030860
OG0009654	g28898	Om006G243150, Om006G243190
OG0009655	g23157	Om001G031490
OG0009656	g23154	Om001G031560
OG0009657	g23139	Om001G031890
OG0009658	g6152	Om002G081940
OG0009659	g18206	Om001G032570
OG0009660	g23039	Om001G033550
OG0009661	g23033	Om001G033680
OG0009662	g41351	Om006G244260, Om001G000870
OG0009663	g47911, g23018	Om001G034240
OG0009664	g50571, g24905	Om007G291710, Om003G097170
OG0009665	g32531	Om007G292340
OG0009668	g32548, g50618	Om007G292730
OG0009669	g32608	Om007G276950
OG0009670	g50634	Om007G276910
OG0009671	g17521, g50648	Om007G276810
OG0009672	g32630	Om007G276670
OG0009673	g23928	Om001G009800
OG0009674	g32632	Om007G276600
OG0009675	g32633	Om007G276580
OG0009676	g50659	Om007G276570
OG0009677	g27786	Om007G276550
OG0009678	g47191	Om006G266820, Om006G266830, Om007G276320
OG0009679	g24306	Om007G276300
OG0009680	g2667, g24356	Om007G275680
OG0009681	g24363, g24372	Om007G301860, Om007G275590
OG0009682	g41121	Om002G086170, Om005G217090
OG0009683	g43998	Om002G082240, Om005G185810
OG0009684	g44005	Om005G217980
OG0009685	g41092	Om005G205560
OG0009686	g41076	Om011G365200, Om020G374460
OG0009687	g41061	Om005G218840
OG0009688	g44096, g41047	Om005G219860
OG0009689	g44094	Om005G219820
OG0009690	g41187, g41202	Om005G220140
OG0009691	g40984	Om005G221970
OG0009693	g40939	Om005G223740
OG0009694	g10817	Om002G066840
OG0009695	g10804	Om008G334830
OG0009696	g10802	Om002G066050
OG0009697	g18964	Om008G353640
OG0009698	g31568	Om005G195620
OG0009699	g10796	Om006G275320
OG0009700	g41113	Om006G275170
OG0009701	g31535	Om005G194810
OG0009702	g10727	Om006G274670
OG0009703	g1526	Om006G274210
OG0009704	g10655	Om006G273680
OG0009705	g10650	Om006G273630
OG0009706	g10648	Om006G273600
OG0009707	g1572	Om006G273100, Om006G267900
OG0009708	g10620	Om006G273070
OG0009709	g10598	Om006G272820
OG0009710	g16640	Om006G272460
OG0009711	g1594	Om006G272320
OG0009712	g10549	Om006G272070
OG0009713	g10548	Om006G272060, Om008G356560
OG0009714	g10489, g16560	Om006G271200
OG0009716	g10391	Om006G269600
OG0009717	g10383	Om003G098720
OG0009718	g10381	Om006G269580
OG0009719	g10359	Om006G269360
OG0009720	g10339	Om006G269280
OG0009721	g10337	Om006G269260
OG0009722	g46726	Om007G315180
OG0009723	g41797	Om005G212870
OG0009724	g41798	Om005G212880
OG0009725	g44976	Om005G213520
OG0009726	g45027	Om006G233340, Om005G208770
OG0009727	g45039	Om007G302930, Om005G214200
OG0009730	g45086	Om005G215160
OG0009731	g42004	Om005G215370, Om002G044940, Om004G156760, Om006G256820
OG0009732	g44898	Om004G159040
OG0009733	g45126	Om005G215770
OG0009734	g40741	Om005G228830
OG0009735	g40747	Om005G228800
OG0009736	g40763	Om005G228560
OG0009737	g40774	Om005G228390
OG0009738	g40815	Om005G227660
OG0009739	g40803	Om005G227140
OG0009740	g40793	Om005G226800
OG0009742	g40867	Om005G225480
OG0009743	g31389	Om005G191970
OG0009744	g44214	Om005G224470
OG0009745	g38530	Om004G156070
OG0009747	g47569	Om001G018200
OG0009749	g38155	Om008G328460, Om008G328470
OG0009750	g51960	Om008G328970
OG0009751	g51958	Om008G328990
OG0009752	g51956	Om008G329010
OG0009753	g51954	Om008G329090
OG0009754	g51952	Om008G329160
OG0009755	g51951	Om008G329170
OG0009756	g13029	Om002G051760
OG0009757	g13058, g12396	Om002G052300
OG0009758	g12383	Om002G052960
OG0009759	g13102	Om002G053660
OG0009760	g12339	Om002G054320
OG0009762	g13115, g7387	Om002G054720
OG0009763	g7346	Om002G055480
OG0009764	g7318	Om002G055970
OG0009765	g1502	Om004G131660
OG0009767	g41154	Om003G110260
OG0009768	g41155	Om003G110210
OG0009769	g1409	Om003G110870
OG0009770	g28253	Om003G111290
OG0009771	g1351	Om003G111500
OG0009772	g28320	Om003G112120
OG0009773	g28321	Om003G112150
OG0009774	g41162	Om008G325920
OG0009776	g29335	Om004G160880
OG0009777	g1319, g28351	Om003G112960
OG0009778	g1301, g28359	Om003G113200
OG0009779	g41208	Om003G113350
OG0009780	g28364	Om003G113480
OG0009781	g880	Om003G113550
OG0009783	g41242	Om003G114090
OG0009784	g41246	Om003G114140
