Orthogroup	Cochlearia_excelsa	Conringia_planisiliqua
OG0010258	g49623	CP1_g37237_DN3_SP8_c.t1
OG0010259	g31182	CP1_g37227_DN3_SP3_c.t1
OG0010260	g31161	CP1_g37191_DN3_SP8_c.t1
OG0010261	g27059	CP1_g37178_DN3_SP0_c.t1
OG0010262	g31139	CP1_g37163_DN3_SP5_c.t1
OG0010263	g49574	CP1_g37043_DN3_SP0_c.t1
OG0010264	g31025	CP1_g36967_DN3_SP1_c.t1
OG0010265	g31001	CP1_g36931_DN3_SP2_c.t1
OG0010267	g30952	CP1_g36868_DN3_SP0_c.t1
OG0010268	g49499	CP1_g36836_DN3_SP0_c.t1
OG0010269	g30930, g49496	CP1_g36833_DN3_SP1_c.t1
OG0010270	g30916	CP1_g36554_DN3_SP8_c.t1
OG0010271	g30915	CP1_g36555_DN3_SP5_c.t1
OG0010272	g30900	CP1_g36592_DN3_SP8_c.t1
OG0010273	g30902	CP1_g36596_DN3_SP0_c.t1
OG0010274	g30873	CP1_g36627_DN3_SP5_c.t1
OG0010275	g30867	CP1_g36642_DN3_SP0_c.t1
OG0010276	g49440	CP1_g36676_DN2_SP0_c.t1
OG0010277	g49437	CP1_g36680_DN3_SP0_c.t1
OG0010278	g26918	CP1_g36713_DN3_SP8_c.t1
OG0010280	g49432	CP1_g36693_DN3_SP5_c.t1
OG0010281	g30815	CP1_g36739_DN3_SP0_c.t1
OG0010282	g30803	CP1_g36768_DN3_SP6_c.t1
OG0010283	g30780	CP1_g36804_DN3_SP8_c.t1
OG0010284	g49368	CP1_g36818_DN1_SP0_c.t1
OG0010285	g49376	CP1_g36814_DN3_SP1_c.t1
OG0010286	g49322	CP1_g36472_DN3_SP8_c.t1
OG0010287	g29328	CP11_g32574_DN3_SP0_c.t1
OG0010288	g29315	CP11_g32542_DN3_SP7_c.t1
OG0010289	g5169	CP11_g32494_DN3_SP0_c.t1
OG0010290	g29239	CP11_g32410_DN3_SP2_c.t1
OG0010291	g29245	CP11_g32426_DN3_SP8_c.t1
OG0010293	g45738	CP11_g32301_DN3_SP0_c.t1
OG0010294	g5028	CP11_g32302_DN3_SP2_c.t1
OG0010295	g5021	CP11_g32290_DN3_SP6_c.t1
OG0010296	g4999	CP11_g32253_DN3_SP4_c.t1
OG0010297	g29143	CP11_g32246_DN3_SP4_c.t1
OG0010298	g4985	CP11_g32206_DN3_SP4_c.t1
OG0010299	g12616	CP10_g42393_DN3_SP2_c.t1
OG0010300	g41475	CP8_g54504_DN3_SP1_c.t1
OG0010301	g29081	CP8_g54438_DN3_SP8_c.t1
OG0010302	g29101	CP8_g54410_DN3_SP0_c.t1
OG0010303	g23187	CP5_g677_DN3_SP8_c.t1
OG0010304	g4715	CP2_g48635_DN3_SP8_c.t1
OG0010305	g10165	CP2_g48647_DN3_SP1_c.t1
OG0010306	g10168	CP2_g48653_DN3_SP5_c.t1
OG0010307	g10175	CP2_g48661_DN3_SP8_c.t1
OG0010308	g10177	CP2_g48663_DN3_SP5_c.t1
OG0010309	g10191	CP2_g48694_DN3_SP3_c.t1
OG0010310	g10193	CP2_g48696_DN3_SP0_c.t1
OG0010312	g4639	CP2_g48701_DN3_SP5_c.t1
OG0010313	g10256	CP2_g48778_DN3_SP8_c.t1
OG0010314	g7595, g12444	CP10_g42746_DN3_SP3_c.t1
OG0010315	g5256	CP11_g32603_DN3_SP1_c.t1
OG0010316	g45468	CP11_g33294_DN3_SP5_c.t1
OG0010317	g53940, g53981	CP1_g39461_DN3_SP8_c.t1
OG0010318	g29678	CP11_g33236_DN3_SP0_c.t1
OG0010319	g29681, g5597	CP11_g33231_DN3_SP0_c.t1
OG0010320	g29687	CP11_g33221_DN3_SP0_c.t1
OG0010321	g29710	CP11_g33328_DN3_SP3_c.t1
OG0010322	g29719	CP11_g33335_DN3_SP8_c.t1
OG0010325	g5643	CP11_g33362_DN3_SP0_c.t1
OG0010327	g29738	CP11_g33374_DN3_SP8_c.t1
OG0010328	g29739	CP11_g33375_DN3_SP0_c.t1
OG0010329	g5652	CP11_g33395_DN3_SP8_c.t1
OG0010330	g45409, g5650	CP11_g33394_DN3_SP1_c.t1
OG0010331	g622	CP2_g48488_DN2_SP3_c.t1
OG0010332	g583	CP2_g48425_DN3_SP8_c.t1
OG0010334	g10017	CP2_g48372_DN3_SP0_c.t1
OG0010337	g514	CP2_g48322_DN3_SP8_c.t1
OG0010338	g508	CP2_g48311_DN3_SP0_c.t1
OG0010339	g9973	CP2_g48284_DN3_SP8_c.t1
OG0010340	g458	CP2_g48236_DN3_SP6_c.t1
OG0010341	g9940	CP2_g48217_DN3_SP7_c.t1
OG0010342	g421	CP2_g48160_DN3_SP1_c.t1
OG0010343	g415	CP2_g48148_DN3_SP4_c.t1
OG0010344	g9867	CP2_g48079_DN3_SP4_c.t1
OG0010345	g358, g9857	CP2_g48058_DN3_SP8_c.t1
OG0010346	g355	CP2_g48055_DN3_SP3_c.t1
OG0010348	g28696	CP8_g53828_DN3_SP8_c.t1
OG0010349	g2477	CP3_g14228_DN3_SP6_c.t1
OG0010350	g2513	CP3_g14273_DN3_SP0_c.t1
OG0010351	g2541	CP3_g14295_DN2_SP1_c.t1
OG0010352	g19343, g2543	CP3_g14297_DN3_SP0_c.t1
OG0010353	g19362	CP3_g14338_DN3_SP0_c.t1
OG0010354	g2618	CP5_g3279_DN3_SP0_c.t1, CP3_g14411_DN3_SP8_c.t1
OG0010355	g11385	CP3_g14462_DN2_SP0_c.t1
OG0010356	g2647	CP3_g14471_DN3_SP3_c.t1
OG0010357	g19426	CP3_g14514_DN3_SP8_c.t1
OG0010358	g19422	CP3_g14523_DN3_SP8_c.t1
OG0010359	g2708	CP3_g14535_DN3_SP0_c.t1, CP3_g14536_DN3_SP0_c.t1
OG0010360	g19470, g2727	CP3_g14564_DN3_SP1_c.t1
OG0010361	g2758	CP3_g14589_DN3_SP1_c.t1
OG0010362	g2746	CP3_g14612_DN3_SP8_c.t1
OG0010363	g11437	CP3_g14857_DN3_SP7_c.t1
OG0010364	g11447	CP3_g14949_DN3_SP6_c.t1
OG0010365	g3118, g19603	CP3_g15138_DN3_SP7_c.t1
OG0010366	g3131	CP3_g15151_DN3_SP8_c.t1
OG0010367	g3435	CP3_g15554_DN3_SP3_c.t1
OG0010368	g19613	CP3_g15568_DN3_SP0_c.t1
OG0010370	g41628	CP9_g28340_DN3_SP1_c.t1
OG0010371	g41685	CP9_g28310_DN2_SP0_c.t1
OG0010372	g13637	CP9_g28397_DN2_SP1_c.t1
OG0010373	g44870	CP9_g28368_DN3_SP2_c.t1
OG0010374	g44826	CP9_g28441_DN3_SP0_c.t1
OG0010375	g13636	CP9_g28450_DN3_SP8_c.t1
OG0010376	g44803	CP9_g28468_DN2_SP0_c.t1
OG0010378	g44783, g45768, g36533	CP9_g28487_DN3_SP2_c.t1
OG0010380	g44773	CP9_g28510_DN3_SP6_c.t1
OG0010382	g45836	CP9_g28634_DN3_SP5_c.t1
OG0010383	g45896	CP9_g28730_DN3_SP0_c.t1
OG0010384	g45911	CP9_g28746_DN3_SP0_c.t1
OG0010385	g44638, g45944	CP9_g28791_DN3_SP3_c.t1
OG0010386	g44617	CP9_g28852_DN3_SP1_c.t1
OG0010387	g46437	CP9_g29469_DN3_SP7_c.t1
OG0010388	g46406	CP9_g29444_DN3_SP1_c.t1
OG0010389	g17959	CP9_g29421_DN1_SP0_c.t1
OG0010390	g46376	CP9_g29405_DN3_SP0_c.t1
OG0010391	g46352	CP9_g29383_DN3_SP0_c.t1
OG0010392	g19307	CP3_g14218_DN3_SP0_c.t1
OG0010393	g46327	CP9_g29359_DN3_SP0_c.t1
OG0010394	g46322	CP9_g29351_DN3_SP7_c.t1
OG0010395	g50119, g27450	CP7_g45754_DN3_SP5_c.t1
OG0010396	g46186	CP9_g29155_DN3_SP8_c.t1
OG0010398	g44547	CP9_g29050_DN3_SP1_c.t1
OG0010399	g46101	CP9_g29023_DN3_SP3_c.t1
OG0010400	g46096	CP9_g29018_DN2_SP8_c.t1
OG0010401	g46081	CP9_g28999_DN3_SP5_c.t1
OG0010402	g46068, g44564	CP9_g28988_DN1_SP0_c.t1
OG0010404	g44580	CP9_g28936_DN2_SP8_c.t1
OG0010405	g46025	CP9_g28928_DN3_SP8_c.t1
OG0010407	g46024	CP9_g28927_DN3_SP6_c.t1
OG0010408	g44610	CP9_g28870_DN3_SP8_c.t1
OG0010409	g46500, g44337	CP9_g29550_DN3_SP2_c.t1
OG0010410	g13605	CP9_g29577_DN3_SP2_c.t1
OG0010411	g13602	CP9_g29607_DN3_SP8_c.t1
OG0010413	g46564	CP9_g29647_DN3_SP0_c.t1
OG0010414	g44290	CP9_g29666_DN3_SP8_c.t1
OG0010415	g44277	CP9_g29698_DN3_SP0_c.t1
OG0010417	g39377	CP8_g53502_DN3_SP8_c.t1
OG0010419	g12243	CP10_g43289_DN1_SP0_c.t1
OG0010420	g12235	CP10_g43325_DN3_SP7_c.t1
OG0010421	g12191	CP10_g43403_DN3_SP0_c.t1
OG0010423	g12178	CP10_g43420_DN3_SP7_c.t1
OG0010425	g12162, g7143	CP10_g43448_DN3_SP3_c.t1
OG0010426	g701	CP8_g54317_DN3_SP5_c.t1
OG0010427	g7105	CP10_g43492_DN3_SP8_c.t1
OG0010428	g7093	CP10_g43508_DN3_SP0_c.t1
OG0010430	g12115	CP12_g29907_DN3_SP7_c.t1
OG0010431	g7015	CP12_g29989_DN3_SP8_c.t1
OG0010435	g12029	CP12_g30125_DN3_SP3_c.t1
OG0010436	g13305	CP12_g30163_DN3_SP0_c.t1
OG0010437	g6882	CP12_g30171_DN3_SP8_c.t1
OG0010438	g6880, g12008	CP12_g30175_DN3_SP7_c.t1
OG0010439	g12005	CP12_g30187_DN3_SP2_c.t1
OG0010440	g6861	CP12_g30200_DN3_SP8_c.t1
OG0010441	g13324	CP12_g30218_DN3_SP0_c.t1
OG0010442	g6847	CP12_g30232_DN3_SP0_c.t1
OG0010443	g11980, g6845	CP12_g30236_DN3_SP0_c.t1
OG0010444	g6834	CP12_g30246_DN3_SP2_c.t1
OG0010445	g28077	CP1_g38159_DN2_SP0_c.t1
OG0010446	g6781	CP12_g30310_DN3_SP0_c.t1
OG0010447	g6780	CP12_g30312_DN3_SP0_c.t1
OG0010448	g6774	CP12_g30328_DN3_SP2_c.t1
OG0010449	g6773, g11947	CP12_g30329_DN3_SP1_c.t1
OG0010450	g36444	CP1_g38072_DN3_SP8_c.t1
OG0010453	g6753	CP12_g30370_DN3_SP3_c.t1
OG0010454	g6749	CP12_g30375_DN3_SP8_c.t1
OG0010455	g6748	CP12_g30376_DN3_SP5_c.t1
OG0010456	g6724	CP12_g30397_DN3_SP8_c.t1
OG0010459	g6711, g6717	CP12_g30461_DN3_SP0_c.t1, CP12_g30424_DN3_SP7_c.t1
OG0010460	g6692	CP12_g30456_DN3_SP8_c.t1
OG0010461	g11867	CP12_g30511_DN3_SP0_c.t1
OG0010462	g6628	CP12_g30535_DN3_SP8_c.t1
OG0010463	g13401	CP12_g30546_DN3_SP7_c.t1
OG0010464	g11847	CP12_g30552_DN3_SP0_c.t1
OG0010465	g6597	CP12_g30569_DN3_SP0_c.t1
OG0010466	g11804	CP12_g30637_DN3_SP0_c.t1
OG0010467	g6458	CP12_g30822_DN3_SP8_c.t1
OG0010468	g11780	CP12_g30654_DN3_SP7_c.t1
OG0010470	g6556	CP12_g30661_DN3_SP0_c.t1
OG0010471	g6549, g11766	CP12_g30670_DN3_SP0_c.t1
OG0010472	g6544	CP12_g30679_DN3_SP2_c.t1
OG0010473	g13470	CP12_g30718_DN3_SP8_c.t1
OG0010474	g6491	CP12_g30806_DN1_SP0_c.t1, CP12_g31499_DN2_SP0_c.t1
OG0010475	g11735	CP12_g30796_DN3_SP7_c.t1
OG0010476	g13494	CP12_g30823_DN3_SP8_c.t1
OG0010477	g6392	CP12_g30987_DN3_SP6_c.t1
OG0010478	g6333	CP20_g4163_DN3_SP8_c.t1
OG0010479	g14345	CP15_g34551_DN3_SP8_c.t1
OG0010480	g14257, g14260	CP10_g44077_DN1_SP0_c.t1
OG0010482	g6145	CP10_g44015_DN3_SP2_c.t1
OG0010483	g39572, g6387, g6135, g36066, g6131	CP10_g43953_DN3_SP8_c.t1
OG0010484	g14060	CP10_g43878_DN3_SP0_c.t1
OG0010485	g6120	CP10_g43875_DN3_SP8_c.t1
OG0010486	g14050	CP10_g43858_DN3_SP0_c.t1
OG0010487	g14041	CP10_g43825_DN3_SP3_c.t1
OG0010488	g6008	CP10_g43675_DN3_SP0_c.t1
OG0010489	g13906	CP10_g43574_DN3_SP0_c.t1
OG0010490	g13805	CP10_g43572_DN3_SP8_c.t1
OG0010491	g13901	CP10_g43562_DN3_SP0_c.t1
OG0010492	g13895	CP10_g43544_DN3_SP8_c.t1
OG0010493	g13874	CP10_g43865_DN3_SP3_c.t1
OG0010494	g5935	CP10_g43523_DN3_SP6_c.t1
OG0010495	g23513	CP5_g1099_DN3_SP0_c.t1
OG0010496	g5929	CP10_g43517_DN3_SP8_c.t1
OG0010497	g5909	CP12_g29860_DN3_SP0_c.t1
OG0010499	g5901	CP12_g29840_DN3_SP4_c.t1
OG0010501	g54385	CP7_g46467_DN3_SP5_c.t1
OG0010502	g36726	CP7_g46417_DN3_SP2_c.t1
OG0010503	g24798	CP6_g8544_DN3_SP7_c.t1
OG0010504	g36514	CP1_g37962_DN2_SP0_c.t1
OG0010505	g2470	CP3_g14217_DN3_SP2_c.t1
OG0010506	g36164	CP1_g38029_DN3_SP0_c.t1
OG0010507	g28040	CP1_g37994_DN3_SP8_c.t1
OG0010508	g54198	CP1_g38045_DN3_SP8_c.t1
OG0010509	g28053	CP1_g38064_DN3_SP8_c.t1
OG0010510	g28055	CP1_g38068_DN3_SP8_c.t1
OG0010511	g36439, g54165	CP1_g38080_DN3_SP1_c.t1
OG0010512	g54136	CP1_g38156_DN3_SP6_c.t1
OG0010513	g28095	CP1_g38233_DN3_SP3_c.t1
OG0010514	g28083	CP1_g38205_DN3_SP0_c.t1
OG0010515	g54084	CP1_g38273_DN3_SP0_c.t1
OG0010516	g54076	CP1_g38291_DN3_SP0_c.t1
OG0010517	g54047	CP1_g38322_DN3_SP8_c.t1
OG0010520	g37095, g37076	CP4_g25285_DN3_SP0_c.t1, CP6_g7570_DN3_SP2_c.t1
OG0010521	g37079	CP4_g25289_DN3_SP0_c.t1
OG0010523	g19279	CP3_g14164_DN2_SP0_c.t1
OG0010524	g2432	CP3_g14162_DN3_SP8_c.t1
OG0010525	g19272	CP3_g14143_DN3_SP0_c.t1
OG0010526	g2417	CP3_g14141_DN3_SP1_c.t1
OG0010527	g2412	CP3_g14124_DN3_SP0_c.t1
OG0010528	g19216	CP3_g14072_DN3_SP8_c.t1
OG0010530	g685	CP8_g54332_DN3_SP0_c.t1
OG0010531	g2391	CP3_g14068_DN3_SP8_c.t1
OG0010532	g19207	CP3_g14038_DN3_SP1_c.t1
OG0010533	g2381	CP3_g14046_DN3_SP7_c.t1
OG0010534	g2370	CP3_g14039_DN3_SP0_c.t1
OG0010535	g19194	CP3_g14010_DN3_SP8_c.t1
OG0010536	g2341	CP3_g13997_DN3_SP8_c.t1
OG0010537	g19172	CP3_g13964_DN3_SP0_c.t1
OG0010539	g2293	CP3_g13922_DN3_SP8_c.t1
OG0010540	g19146	CP3_g13890_DN3_SP8_c.t1
OG0010541	g2266	CP3_g13868_DN3_SP8_c.t1
OG0010543	g2236	CP3_g13841_DN3_SP4_c.t1
OG0010544	g2231	CP3_g13825_DN3_SP8_c.t1
OG0010545	g19069	CP3_g13780_DN3_SP0_c.t1
OG0010546	g2061	CP3_g13665_DN3_SP0_c.t1
OG0010548	g19004	CP3_g13658_DN3_SP6_c.t1
OG0010549	g1982	CP3_g13502_DN3_SP2_c.t1
OG0010550	g1983	CP3_g13500_DN3_SP8_c.t1
OG0010551	g11206	CP3_g13484_DN3_SP0_c.t1
OG0010552	g18914	CP3_g13471_DN3_SP2_c.t1
OG0010553	g2294	CP3_g13923_DN3_SP1_c.t1
OG0010554	g18880	CP3_g13422_DN3_SP8_c.t1
OG0010555	g1965	CP3_g13414_DN3_SP8_c.t1
OG0010556	g18820	CP3_g13343_DN3_SP1_c.t1
OG0010557	g18806	CP3_g13331_DN2_SP0_c.t1
OG0010558	g18689	CP3_g13283_DN3_SP0_c.t1
OG0010559	g1873	CP3_g13281_DN3_SP0_c.t1, CP3_g13277_DN3_SP2_c.t1
OG0010560	g1870	CP3_g13269_DN3_SP0_c.t1
OG0010562	g1844	CP3_g13245_DN3_SP0_c.t1
OG0010563	g11161	CP3_g13210_DN3_SP0_c.t1
OG0010565	g1796	CP3_g13201_DN3_SP1_c.t1
OG0010566	g1794	CP3_g13198_DN2_SP0_c.t1
OG0010567	g18796	CP3_g13145_DN3_SP8_c.t1
OG0010568	g18744	CP3_g13110_DN2_SP1_c.t1
OG0010570	g18768	CP3_g13084_DN3_SP3_c.t1
OG0010571	g18773	CP3_g13077_DN1_SP0_c.t1
OG0010572	g31587	CP1_g37833_DN3_SP0_c.t1
OG0010575	g2434	CP3_g14165_DN3_SP0_c.t1
OG0010576	g2291	CP3_g13917_DN3_SP3_c.t1
OG0010577	g2051, g45608, g18970	CP3_g13553_DN3_SP0_c.t1
OG0010578	g51857	CP4_g24710_DN3_SP2_c.t1
OG0010579	g38147	CP4_g24646_DN3_SP0_c.t1
OG0010580	g23409	CP5_g965_DN2_SP0_c.t1
OG0010583	g30934	CP1_g36840_DN3_SP8_c.t1
OG0010585	g49602	CP1_g37076_DN3_SP2_c.t1
OG0010587	g27178	CP1_g37503_DN3_SP2_c.t1
OG0010589	g27512	CP7_g45578_DN3_SP8_c.t1
OG0010591	g41533	CP9_g28430_DN1_SP0_c.t1
OG0010592	g44858	CP9_g28386_DN3_SP8_c.t1
OG0010594	g1592	CP13_g19366_DN3_SP3_c.t1
OG0010595	g37813	CP4_g25966_DN3_SP0_c.t1
OG0010596	g13509	CP12_g30841_DN3_SP0_c.t1
OG0010597	g6599	CP12_g30566_DN2_SP0_c.t1
OG0010598	g12037	CP12_g30099_DN3_SP8_c.t1
OG0010600	g7210	CP10_g43343_DN3_SP7_c.t1
OG0010601	g12270	CP10_g43229_DN3_SP7_c.t1
OG0010602	g7303	CP10_g43212_DN3_SP2_c.t1
OG0010603	g12399	CP10_g42904_DN3_SP0_c.t1
OG0010605	g7606	CP10_g42727_DN3_SP1_c.t1
OG0010609	g26055, g29676	CP11_g33241_DN3_SP0_c.t1
OG0010611	g36954	CP16_g54820_DN3_SP0_c.t1
OG0010613	g17450	CP6_g6907_DN3_SP0_c.t1
OG0010614	g24169	CP6_g6942_DN3_SP0_c.t1
OG0010615	g24264	CP6_g7088_DN3_SP7_c.t1
OG0010616	g32422	CP7_g44903_DN1_SP0_c.t1
OG0010617	g51319	CP4_g25464_DN3_SP0_c.t1
OG0010618	g5473	CP11_g33004_DN3_SP6_c.t1
OG0010622	g29258	CP11_g32435_DN3_SP1_c.t1
OG0010623	g10164	CP2_g48646_DN3_SP8_c.t1
OG0010624	g47700	CP5_g1045_DN2_SP0_c.t1
OG0010625	g11501	CP3_g15595_DN3_SP0_c.t1
OG0010626	g28877	CP8_g54170_DN3_SP0_c.t1
OG0010628	g14921, g18551	CP2_g48486_DN3_SP0_c.t1
OG0010629	g550	CP2_g48380_DN3_SP0_c.t1
OG0010630	g9862	CP2_g48069_DN1_SP0_c.t1
OG0010634	g36358, g36354	CP1_g38912_DN3_SP3_c.t1
OG0010644	g4745	CP2_g48670_DN3_SP1_c.t1
OG0010645	g24280	CP6_g7109_DN2_SP0_c.t1
OG0010660	g17055	CP5_g1182_DN2_SP3_c.t1
OG0010661	g47662	CP5_g1169_DN3_SP0_c.t1
OG0010662	g23539	CP5_g1135_DN3_SP8_c.t1
OG0010663	g23475	CP5_g1064_DN3_SP8_c.t1
OG0010664	g23420	CP5_g977_DN1_SP0_c.t1
OG0010666	g18381	CP5_g5_DN3_SP8_c.t1
OG0010667	g47764, g23356	CP5_g891_DN3_SP8_c.t1
OG0010668	g23343	CP5_g872_DN3_SP1_c.t1
OG0010670	g47791	CP5_g825_DN3_SP1_c.t1
OG0010671	g23286	CP5_g789_DN3_SP8_c.t1
OG0010672	g23254	CP5_g748_DN3_SP8_c.t1
OG0010673	g47822	CP5_g734_DN3_SP8_c.t1
OG0010674	g23199	CP5_g693_DN3_SP8_c.t1
OG0010675	g47834, g23208	CP5_g705_DN3_SP8_c.t1
OG0010676	g785	CP8_g54173_DN3_SP8_c.t1
OG0010677	g18184	CP5_g626_DN3_SP8_c.t1
OG0010678	g37222, g51648	CP4_g24976_DN3_SP8_c.t1
OG0010679	g18200	CP5_g591_DN3_SP4_c.t1
OG0010680	g18194	CP5_g608_DN3_SP6_c.t1, CP12_g31572_DN3_SP0_c.t1
OG0010681	g23096	CP5_g566_DN3_SP8_c.t1
OG0010682	g41727	CP9_g28276_DN3_SP8_c.t1
OG0010683	g47898	CP5_g520_DN3_SP3_c.t1
OG0010684	g47908	CP5_g492_DN3_SP8_c.t1
OG0010685	g29336	CP11_g32591_DN3_SP2_c.t1
OG0010687	g32554	CP7_g44695_DN3_SP8_c.t1
OG0010688	g17557	CP6_g7124_DN3_SP6_c.t1
OG0010689	g47196, g24302	CP6_g7130_DN3_SP0_c.t1
OG0010690	g47195	CP6_g7136_DN3_SP8_c.t1
OG0010691	g17575, g24332	CP6_g7180_DN3_SP0_c.t1
OG0010692	g17577	CP6_g7188_DN3_SP0_c.t1
OG0010694	g17582, g24349	CP6_g7198_DN3_SP0_c.t1
OG0010695	g24357	CP6_g7206_DN3_SP8_c.t1
OG0010696	g17588	CP6_g7210_DN3_SP0_c.t1
OG0010697	g41122	CP2_g49977_DN3_SP1_c.t1
OG0010698	g19021	CP3_g13696_DN3_SP4_c.t1
OG0010699	g43970	CP2_g49948_DN3_SP2_c.t1
OG0010700	g41095	CP2_g49775_DN3_SP0_c.t1
OG0010701	g41093	CP2_g49744_DN3_SP6_c.t1
OG0010702	g41074	CP2_g49521_DN2_SP0_c.t1
OG0010703	g24716	CP2_g49491_DN3_SP6_c.t1
OG0010704	g44048	CP2_g49422_DN3_SP6_c.t1
OG0010706	g44084	CP2_g49376_DN3_SP7_c.t1
OG0010707	g41037, g41039	CP2_g49345_DN3_SP0_c.t1
OG0010708	g41043	CP2_g49336_DN3_SP3_c.t1
OG0010709	g44103	CP2_g49329_DN3_SP0_c.t1
OG0010710	g41036	CP2_g49307_DN3_SP3_c.t1
OG0010711	g41031	CP2_g49286_DN3_SP8_c.t1
OG0010712	g44111	CP2_g49288_DN3_SP8_c.t1
OG0010713	g41027	CP2_g49292_DN3_SP2_c.t1
OG0010714	g41025	CP2_g49279_DN3_SP2_c.t1
OG0010715	g44127	CP2_g49270_DN3_SP1_c.t1, CP2_g49274_DN3_SP2_c.t1
OG0010716	g40998	CP2_g49238_DN3_SP0_c.t1
OG0010717	g40982	CP2_g49186_DN3_SP0_c.t1
OG0010718	g44157	CP2_g49156_DN3_SP8_c.t1
OG0010719	g44188	CP2_g49107_DN3_SP5_c.t1
OG0010720	g44196	CP2_g49097_DN3_SP8_c.t1
OG0010721	g40935	CP2_g49084_DN3_SP8_c.t1
OG0010722	g10822	CP13_g19700_DN3_SP6_c.t1
OG0010723	g10763	CP13_g19633_DN3_SP8_c.t1
OG0010724	g10728	CP13_g19592_DN2_SP0_c.t1
OG0010725	g16704	CP13_g19574_DN3_SP6_c.t1
OG0010726	g10710, g10714	CP13_g19570_DN3_SP8_c.t1
OG0010727	g10705	CP13_g19560_DN3_SP7_c.t1
OG0010728	g10699	CP13_g19554_DN2_SP0_c.t1
OG0010729	g10693	CP13_g19548_DN3_SP2_c.t1
OG0010730	g10665	CP13_g19508_DN3_SP7_c.t1
OG0010731	g1564	CP13_g19444_DN3_SP8_c.t1
OG0010734	g49870	CP1_g37622_DN1_SP0_c.t1
OG0010735	g10585	CP13_g19396_DN3_SP1_c.t1
OG0010737	g1588	CP13_g19373_DN2_SP0_c.t1
OG0010738	g10475	CP13_g19247_DN3_SP1_c.t1
OG0010739	g10467	CP13_g19244_DN3_SP5_c.t1
OG0010740	g10442	CP13_g19214_DN3_SP0_c.t1
OG0010741	g10431	CP13_g19203_DN2_SP0_c.t1
OG0010742	g10335	CP2_g48862_DN3_SP4_c.t1
OG0010743	g18050	CP9_g28202_DN3_SP8_c.t1
OG0010744	g45083	CP9_g27782_DN2_SP2_c.t1
OG0010745	g45128	CP64_g21087_DN3_SP8_c.t1
OG0010746	g12795	CP10_g42417_DN3_SP8_c.t1
OG0010747	g17890	CP5_g3311_DN3_SP2_c.t1
OG0010748	g40732	CP13_g19043_DN3_SP8_c.t1
OG0010749	g40735	CP2_g48900_DN1_SP0_c.t1
OG0010750	g40748	CP13_g19055_DN3_SP2_c.t1
OG0010752	g40767	CP13_g19077_DN3_SP8_c.t1
OG0010753	g40777	CP13_g19084_DN3_SP6_c.t1
OG0010754	g40821	CP13_g19104_DN3_SP0_c.t1
OG0010755	g40804	CP2_g48888_DN3_SP8_c.t1
OG0010756	g40792	CP2_g48909_DN3_SP8_c.t1
OG0010757	g44240	CP2_g48995_DN3_SP4_c.t1
OG0010758	g12278	CP10_g43207_DN3_SP0_c.t1
OG0010759	g23711	CP19_g18018_DN3_SP8_c.t1
OG0010760	g51980	CP4_g24594_DN3_SP8_c.t1
OG0010761	g37374	CP4_g24626_DN3_SP3_c.t1
OG0010762	g37376	CP4_g24622_DN3_SP6_c.t1
OG0010765	g13020	CP10_g42879_DN3_SP0_c.t1, CP4_g24070_DN3_SP0_c.t1
OG0010766	g7493	CP10_g42906_DN3_SP3_c.t1
OG0010767	g13071	CP10_g42977_DN3_SP6_c.t1
OG0010768	g7444	CP10_g42983_DN3_SP8_c.t1
OG0010769	g7443	CP10_g42984_DN3_SP8_c.t1
OG0010770	g47337	CP6_g6802_DN3_SP3_c.t1
OG0010772	g22915	CP5_g355_DN3_SP5_c.t1
OG0010773	g7397	CP10_g43072_DN3_SP0_c.t1
OG0010775	g7375	CP10_g43112_DN3_SP0_c.t1
OG0010776	g12301	CP10_g43153_DN3_SP0_c.t1
OG0010777	g7332	CP10_g43174_DN3_SP8_c.t1
OG0010779	g7320	CP10_g43185_DN3_SP3_c.t1
OG0010780	g7313	CP10_g43198_DN3_SP0_c.t1
OG0010781	g7312	CP10_g43199_DN3_SP5_c.t1
OG0010782	g41148	CP30_g9986_DN3_SP6_c.t1
OG0010783	g1475	CP69_g34236_DN3_SP7_c.t1
OG0010784	g1481	CP26_g51203_DN3_SP8_c.t1
OG0010785	g1461	CP8_g52175_DN3_SP8_c.t1
OG0010786	g28262	CP8_g52848_DN3_SP2_c.t1
OG0010787	g28250, g26853	CP8_g52817_DN3_SP6_c.t1
OG0010788	g1405	CP8_g52830_DN3_SP0_c.t1
OG0010789	g28306, g28267	CP8_g52864_DN3_SP5_c.t1
OG0010790	g28288	CP28_g33929_DN2_SP0_c.t1, CP8_g52931_DN3_SP1_c.t1
OG0010791	g23799	CP19_g18140_DN3_SP3_c.t1
OG0010792	g1340, g28323	CP8_g53014_DN3_SP5_c.t1
OG0010794	g1331	CP8_g53054_DN3_SP1_c.t1
OG0010795	g41172	CP8_g53100_DN3_SP8_c.t1
OG0010796	g1316	CP8_g53123_DN3_SP8_c.t1
OG0010797	g872	CP8_g53176_DN3_SP6_c.t1
OG0010798	g41278	CP8_g53295_DN3_SP6_c.t1
OG0010799	g28407	CP8_g53278_DN3_SP0_c.t1
OG0010800	g41288	CP8_g53310_DN3_SP8_c.t1, CP2_g49742_DN2_SP0_c.t1
OG0010801	g28436, g35041, g35317, g41295, g19656	CP8_g53337_DN3_SP0_c.t1
