Orthogroup	Cochlearia_excelsa	Erysimum_linariifolium
OG0006661	g7360	El005G247410
OG0006662	g7350, g13125	El005G247570
OG0006663	g7334	El005G247870
OG0006664	g12293	El005G247960
OG0006665	g7309, g13140	El005G248250
OG0006666	g1459	El007G344740
OG0006667	g695	El001G060120
OG0006668	g23806, g47526	El003G159700
OG0006669	g1344	El007G343020
OG0006670	g28331	El007G342720
OG0006671	g28370, g41222	El007G341160
OG0006672	g883	El007G341010
OG0006673	g41268	El007G340050
OG0006674	g28404	El007G340060
OG0006675	g46820, g917	El007G339730
OG0006676	g947	El007G338440
OG0006677	g934	El007G338880
OG0006678	g958	El007G337980
OG0006679	g963	El001G004330, El007G337940, El007G338280
OG0006680	g28487	El007G337840
OG0006681	g41744, g39405	El007G337720
OG0006682	g39395	El007G337280
OG0006685	g28553, g1060	El007G335870
OG0006686	g39345	El007G335410
OG0006687	g28619	El007G334640
OG0006688	g28630	El007G334440
OG0006689	g28643	El007G334180
OG0006690	g1119	El007G333970
OG0006691	g10304	El007G351570
OG0006693	g5298, g29388	El001G068820
OG0006694	g5303	El001G068940
OG0006695	g5309	El001G069090
OG0006696	g45546	El001G071340
OG0006697	g29495, g45541	El001G071460
OG0006698	g5425	El001G071860
OG0006699	g5428	El001G071930
OG0006700	g29541, g5444	El001G072210
OG0006701	g250	El007G326360
OG0006702	g5469	El001G072800
OG0006703	g45061, g5493	El001G073180
OG0006704	g5503	El001G073400
OG0006705	g29592	El001G073510
OG0006706	g5519	El001G073740
OG0006707	g5536	El001G074120
OG0006708	g47199	El003G169870
OG0006709	g24271	El003G169800
OG0006710	g24246	El003G169280
OG0006711	g47227, g17530	El003G169240
OG0006712	g24228	El003G168720
OG0006713	g17504	El003G168680
OG0006714	g17486	El003G168480
OG0006716	g17451	El003G167280
OG0006717	g17437, g24138	El003G166890
OG0006718	g24119	El003G166290
OG0006719	g24116	El003G166230
OG0006720	g11029	El007G361670
OG0006721	g47336, g24066	El003G165580
OG0006722	g24063	El003G165500
OG0006723	g24278	El003G169830
OG0006724	g24009	El003G164610
OG0006725	g47397, g27191	El003G164170
OG0006726	g17319, g23983	El003G163960
OG0006727	g17286	El003G162850
OG0006728	g47458	El003G161720
OG0006729	g23894	El003G161620
OG0006730	g23882	El003G161420
OG0006731	g23874	El003G161200
OG0006732	g47475	El003G161140
OG0006733	g23858	El003G160930
OG0006734	g23856	El003G160860
OG0006735	g23853, g17235	El003G160820
OG0006736	g17228	El003G160690
OG0006737	g17226	El003G160650
OG0006738	g32704, g50715	El002G121710
OG0006739	g50773	El002G124790
OG0006741	g53812	El002G127700
OG0006742	g53742	El007G354930, El002G127350
OG0006743	g31581, g46551	El002G099290
OG0006744	g36257	El002G130290
OG0006745	g53985, g36228	El002G129410
OG0006746	g32303, g32299	El002G113540
OG0006747	g31073	El002G090220
OG0006748	g47491	El003G160590
OG0006749	g50431	El002G113340
OG0006750	g53958, g28135, g36199	El002G129060
OG0006751	g50437, g27640	El002G113410
OG0006752	g5936, g13865	El005G278500
OG0006753	g27665	El002G114320
OG0006755	g27676	El002G114990
OG0006756	g27677	El002G115050
OG0006757	g27679, g32399	El002G115240
OG0006758	g50515, g32412	El002G115790
OG0006759	g32441	El002G116190
OG0006760	g27699	El002G116580
OG0006761	g50538, g32467	El002G116770
OG0006762	g32482	El002G117370
OG0006763	g32504	El002G117640
OG0006764	g22978	El003G146530
OG0006765	g22942	El003G145950
OG0006766	g22916	El003G145600
OG0006767	g22906, g18257	El003G145460
OG0006768	g22871	El003G145040
OG0006769	g22862	El003G144960
OG0006770	g22826	El003G144580
OG0006771	g22820	El003G144630
OG0006772	g18286	El003G144220
OG0006773	g38482	El006G319600, El001G048120
OG0006774	g38508	El006G320220
OG0006775	g38541	El006G321390
OG0006776	g18325	El003G142350
OG0006777	g18343	El003G142080
OG0006778	g18359	El003G141910
OG0006780	g46742	El003G187460
OG0006781	g51523	El006G295630
OG0006782	g40235	El001G010560
OG0006783	g28178	El002G127490
OG0006784	g37088, g51432	El006G297140
OG0006785	g51395	El006G298030
OG0006786	g37055	El007G357990
OG0006787	g37040	El007G357770, El007G357900, El007G357860, El007G357890
OG0006788	g36998, g18841	El007G356960
OG0006789	g7851	El005G237130
OG0006791	g40357	El001G007710
OG0006792	g40379, g25693	El001G007390
OG0006793	g25687	El001G007290
OG0006794	g40380	El001G007230
OG0006795	g25680, g40384	El001G007090
OG0006796	g25670	El001G006750
OG0006797	g40441	El001G005560, El001G006150
OG0006799	g25524	El001G004360
OG0006800	g40486	El007G360750
OG0006801	g11050	El007G361070
OG0006802	g17079, g23622	El003G156550
OG0006803	g10967	El007G364090
OG0006804	g10957	El007G364660
OG0006805	g40639	El007G365470, El007G365510, El007G365490
OG0006806	g40643, g10925	El007G365640
OG0006807	g40645	El007G365680
OG0006808	g40651, g10919	El007G365750
OG0006809	g10914, g40663	El007G365850
OG0006810	g10902, g40679	El007G366170
OG0006811	g51689, g37240	El006G292280
OG0006812	g40713	El007G366780
OG0006813	g10841	El007G366930
OG0006815	g35820	El005G269340
OG0006816	g6421	El005G268620
OG0006817	g6443	El005G268130
OG0006818	g46978	El003G178110
OG0006819	g24570	El003G175890
OG0006821	g24499	El003G174340
OG0006822	g47080	El003G174220, El003G173430
OG0006823	g17658, g24460	El003G172970
OG0006824	g24452	El003G172860
OG0006825	g24442	El003G172610
OG0006826	g16828	El003G191780
OG0006827	g16815	El003G191890
OG0006828	g16758	El003G193610
OG0006829	g46621	El003G193630
OG0006830	g37777	El006G279710
OG0006831	g37774	El006G279750
OG0006832	g47005	El002G121140
OG0006833	g37729	El006G280410
OG0006834	g37080	El006G296770
OG0006835	g37698	El006G281090
OG0006836	g37682	El006G281230
OG0006837	g37661	El006G281670
OG0006838	g38248	El006G281770
OG0006839	g52292	El006G282080
OG0006840	g52291, g37637	El006G282130
OG0006841	g52283	El006G282460, El008G369370
OG0006842	g37622	El006G282660
OG0006843	g37620	El006G282710
OG0006844	g37611	El006G282990
OG0006845	g37569	El006G283820
OG0006846	g52115	El006G285520
OG0006847	g52107	El006G285740
OG0006848	g38197	El006G286140
OG0006850	g37445	El006G286700, El006G316130
OG0006851	g52047	El006G286870
OG0006852	g37409	El006G287480
OG0006853	g51992	El006G287940
OG0006854	g45310, g40742	El001G081000
OG0006856	g5787	El001G080670
OG0006857	g5786	El001G080660
OG0006858	g5761	El001G079900
OG0006859	g5754	El001G079800
OG0006860	g5750	El001G079660
OG0006861	g5742	El001G079550
OG0006862	g29810	El001G078770
OG0006863	g29808	El001G078730
OG0006864	g22267	El002G114580
OG0006865	g41421, g660	El001G060490
OG0006867	g28963	El001G060180
OG0006868	g41406	El001G059950
OG0006869	g41559, g41403	El001G059830
OG0006870	g41387	El001G059210
OG0006871	g28912, g41383	El001G059150
OG0006872	g28908	El001G059060
OG0006873	g766, g41368, g28896	El001G058690
OG0006874	g28886	El001G058490
OG0006875	g41335	El001G057270
OG0006878	g28785	El007G330980
OG0006879	g41301, g28765	El007G331160
OG0006880	g9823, g316	El007G327420
OG0006881	g273	El007G326770
OG0006882	g272	El007G326760
OG0006883	g9791	El007G326540
OG0006884	g255, g9788	El007G326410
OG0006885	g243	El007G326240
OG0006886	g242, g9773	El007G326160
OG0006887	g9763, g232	El007G325970
OG0006888	g18645	El007G325960
OG0006889	g18654, g204	El007G325590
OG0006890	g201	El004G212220, El007G325380
OG0006891	g9729	El007G325280
OG0006892	g184	El007G325190
OG0006893	g157	El007G324800
OG0006894	g9708	El007G324610
OG0006895	g101	El007G323830, El008G369050
OG0006896	g98	El007G323800, El002G126070
OG0006897	g85	El007G323680
OG0006898	g44863	El004G218680, El007G324710
OG0006899	g19643	El007G322440
OG0006900	g4995	El001G063690
OG0006901	g19633	El002G129380, El007G322370
OG0006902	g25335	El001G000060
OG0006903	g39451	El001G000320
OG0006904	g25369	El001G000790
OG0006905	g25363	El001G000560
OG0006906	g39472	El001G001150
OG0006907	g39462	El001G001480
OG0006908	g26878	El002G083760
OG0006909	g39539	El001G002540, El001G002590, El001G002410, El001G002470
OG0006910	g39622, g45209	El001G003550
OG0006911	g25494	El001G003660
OG0006912	g25500	El001G003780
OG0006913	g39641	El001G003980
OG0006914	g30837	El002G085540
OG0006915	g39693, g11085	El007G359920
OG0006916	g39698, g11087	El007G359860
OG0006917	g39705	El007G359750
OG0006918	g51349	El006G298590
OG0006919	g51328, g39757	El006G298950
OG0006920	g39785	El006G300030
OG0006921	g51310, g39774, g37931	El006G299410
OG0006922	g51314	El006G299350
OG0006924	g51318, g39766	El006G299190
OG0006925	g37929	El006G299610
OG0006926	g51301	El006G299750
OG0006927	g51294	El006G300070
OG0006928	g39818	El006G300230
OG0006929	g51268	El006G300530
OG0006930	g51266	El006G300550
OG0006931	g39833	El006G300790
OG0006932	g51232	El006G301530
OG0006933	g39896	El006G301920
OG0006934	g51212, g39910	El006G302150
OG0006935	g51202	El006G302340
OG0006936	g49557	El002G089350
OG0006937	g39944	El006G302670
OG0006938	g39950	El006G302790
OG0006939	g39967	El006G303200
OG0006940	g37859	El006G304200
OG0006942	g37847, g39997	El006G304730
OG0006943	g40024	El006G305010
OG0006944	g37840	El006G305290
OG0006945	g40145	El006G308370
OG0006946	g40138	El006G308190
OG0006947	g40129	El006G308050
OG0006948	g40118	El006G307270
OG0006949	g40107	El006G306720
OG0006950	g38296	El006G312830
OG0006951	g38306	El006G313390
OG0006952	g36837	El006G313650
OG0006954	g17134, g47583	El003G158070
OG0006955	g17109	El003G157410
OG0006956	g12710	El005G235840
OG0006957	g7913	El005G236070
OG0006958	g7912, g12696	El005G236100
OG0006959	g7897	El005G236300
OG0006960	g7864, g12681	El005G236750
OG0006961	g12678	El005G236900
OG0006962	g12759	El005G237110
OG0006963	g12760	El005G237260
OG0006964	g7837	El005G237340
OG0006965	g7819	El005G237990
OG0006966	g7813	El005G238140
OG0006967	g7807	El005G238290
OG0006968	g7794	El005G238600, El003G179570
OG0006969	g7782	El005G238880
OG0006970	g7766, g7775	El005G238990
OG0006973	g7733	El005G239720
OG0006974	g7707	El005G240220
OG0006975	g12552	El005G240410
OG0006976	g12906, g12511	El005G241080
OG0006977	g12907, g12510	El005G241090
OG0006978	g12507	El005G241210
OG0006979	g12498	El005G241410
OG0006980	g7657	El005G241450
OG0006981	g29047	El001G062150
OG0006982	g7626	El005G242080
OG0006983	g7625	El005G242100
OG0006984	g12945, g7613, g12461	El005G242290
OG0006985	g12450	El005G242430
OG0006986	g7593	El005G242700
OG0006987	g12432	El005G243250
OG0006988	g7521	El005G244120
OG0006989	g51870	El006G289400
OG0006990	g51863	El006G289550
OG0006991	g38137	El006G289690
OG0006992	g51464, g51814	El006G289990
OG0006993	g37330	El006G290060
OG0006994	g37324, g38129	El006G290240
OG0006995	g37315	El006G290700
OG0006996	g38125	El006G290580, El006G290590
OG0006997	g37297	El006G291280
OG0006998	g51739	El006G291340
OG0006999	g37291	El006G291380
OG0007000	g51738	El008G368950, El006G291390
OG0007002	g51551	El005G243050, El006G295050
OG0007003	g51564	El006G294830
OG0007004	g23508, g51568	El006G294780
OG0007005	g37151	El006G294660
OG0007006	g51574	El006G294580
OG0007007	g51585	El006G294300
OG0007008	g37196	El006G293420
OG0007009	g37203	El006G293220
OG0007010	g37207	El006G293140
OG0007011	g37209	El006G293090
OG0007012	g37212	El006G292990
OG0007013	g51678	El006G292390
OG0007014	g51710, g37261	El006G291950
OG0007015	g37280	El006G291690
OG0007016	g31620	El002G099900, El006G290980, El002G099910
OG0007017	g46561	El004G233700
OG0007018	g27340	El008G369740, El002G100320
OG0007019	g7288	El005G248540
OG0007020	g31670	El002G100840
OG0007021	g49983, g31675	El002G100890
OG0007022	g31685, g49991	El002G101190
OG0007023	g44611	El004G224350
OG0007024	g50010	El002G101760
OG0007025	g31720	El001G023230, El003G181780, El002G101820
OG0007026	g50017, g31734	El002G101980
OG0007027	g31742	El002G102080
OG0007028	g31790	El002G102790
OG0007029	g50061	El002G103220
OG0007031	g31826	El002G103490
OG0007032	g50070, g31827	El002G103500
OG0007033	g31861	El002G103850, El002G103840
OG0007035	g31946, g27465	El002G105020
OG0007037	g31993	El002G105850
OG0007038	g32013	El002G106350
OG0007039	g50220	El002G106400, El004G203550
OG0007040	g50227	El002G106540
OG0007042	g44633	El004G223650
OG0007043	g27546, g50295	El002G108760
OG0007044	g50302	El002G109180, El002G109190
OG0007045	g50308, g32085	El002G109320
OG0007046	g27566, g50325	El002G109470, El002G109680
OG0007047	g50376	El002G111910
OG0007048	g32243	El002G112520
OG0007049	g32253	El002G112680
OG0007050	g17219, g1673	El003G160460
OG0007051	g23830	El003G160160
OG0007052	g17202	El003G160040
OG0007053	g28346	El007G342250
OG0007054	g23618	El003G156490
OG0007055	g50984	El006G316930
OG0007056	g50953	El006G318380
OG0007057	g51691	El006G292260
OG0007058	g38470	El006G319380
OG0007059	g50892, g38507	El006G320150
OG0007060	g50849	El006G321650
OG0007061	g10290	El007G349880
OG0007062	g27280	El002G098560
OG0007064	g27250	El002G097540
OG0007065	g27210, g49871	El002G096810
OG0007066	g31423	El002G096590
OG0007067	g49858	El002G096530
OG0007068	g49821	El002G095920
OG0007069	g49820	El002G095880
OG0007070	g49785, g31339	El002G095250
OG0007071	g11092	El007G344460
OG0007072	g27144	El002G094350
OG0007073	g31301	El002G094240
OG0007074	g27137	El007G365600, El002G094130
OG0007075	g31296	El002G094080
OG0007076	g31247	El002G093290
OG0007077	g31233	El002G093000
OG0007078	g31212	El002G092540
OG0007079	g49698	El002G092530
OG0007080	g27068	El002G092050
OG0007081	g31154	El002G091750, El002G124750
OG0007082	g31138	El002G091550
OG0007083	g49617	El002G091010
OG0007084	g50782	El006G281470
OG0007085	g31067	El002G090030, El002G090040
OG0007086	g31056, g27004	El002G089810
OG0007087	g31055	El002G089780
OG0007088	g31031	El002G089270
OG0007089	g28299	El007G343290
OG0007090	g23205	El003G149580, El004G211730
OG0007091	g26970	El002G088610
OG0007092	g49533	El002G088460
OG0007093	g30950	El002G087990
OG0007094	g49478	El002G087040
OG0007095	g30903	El002G086820
OG0007096	g26943	El002G086710
OG0007097	g49457	El002G086620
OG0007098	g49456	El002G086570
OG0007099	g49448	El002G086210
OG0007100	g49435	El002G085330
OG0007101	g30841	El002G085660
OG0007103	g49395, g30802	El002G084760
OG0007104	g49393	El002G084660
OG0007106	g49319, g30742	El002G083330
OG0007107	g2469, g19306	El001G021780
OG0007108	g49289	El002G082550
OG0007109	g5192	El001G067150
OG0007111	g5198	El001G067190
OG0007112	g5207	El001G067330
OG0007113	g5157	El003G179700, El001G066670
OG0007114	g5117, g29257	El001G066070
OG0007115	g5131	El001G066300
OG0007116	g29236	El001G065710
OG0007117	g29195	El001G064630
OG0007118	g29182	El001G064380
OG0007119	g5033	El001G064370
OG0007120	g29154, g13733	El005G274790, El001G064000
OG0007121	g29144	El001G063710
OG0007122	g29133	El001G063530
OG0007123	g4913	El001G061970
OG0007124	g29098	El001G061200
OG0007125	g4862	El001G051430
OG0007126	g10106	El001G051300
OG0007127	g4798	El001G050400
OG0007128	g10147	El001G049440
OG0007129	g10178, g4744	El001G047450
OG0007130	g10190	El007G345430
OG0007131	g4536, g10233	El007G346810
OG0007132	g18500, g10226, g17978	El007G346970
OG0007133	g10274	El007G349070
OG0007134	g10241, g1646, g1654	El007G347680
OG0007135	g29350	El001G068160
OG0007136	g5575, g45467	El001G074840
OG0007137	g29659, g45460	El001G075130
OG0007138	g29670	El001G075340
OG0007139	g5268	El001G068230
OG0007140	g5269	El001G068240
OG0007141	g5600	El001G075610
OG0007142	g5632	El001G076740
OG0007143	g29749	El001G077270
OG0007145	g5658, g29759	El001G077450
OG0007146	g29789	El001G078030
OG0007147	g29117	El007G328930, El001G060860
OG0007148	g618	El001G052320
OG0007149	g10078, g616	El001G052370
OG0007150	g10077	El001G052400
OG0007151	g10038	El001G054050
OG0007152	g10035	El001G054100
OG0007153	g563	El001G054530
OG0007154	g562	El001G054560
OG0007156	g522	El001G055820
OG0007157	g521, g9996	El001G055830
OG0007158	g2680	El001G018550
OG0007159	g498	El001G056420
OG0007160	g493, g18587	El001G056510
OG0007161	g9958	El001G056760
OG0007162	g9957	El001G056770
OG0007163	g9943	El007G330050
OG0007164	g445, g9941	El007G329980
OG0007165	g443, g9932	El007G329930
OG0007166	g9912	El007G329630
OG0007167	g417	El007G329270
OG0007168	g9860	El007G328250
OG0007169	g9855	El007G328160
OG0007170	g347	El007G328070
OG0007171	g334	El007G327840
OG0007172	g2759	El001G017540, El001G017550
OG0007173	g325	El007G327660
OG0007174	g28718, g1217	El007G332720
OG0007175	g2524	El001G021090
OG0007176	g2609	El001G019710
OG0007177	g2619	El001G019530
OG0007178	g19486	El001G017690
OG0007179	g18615	El007G327980
OG0007180	g19506	El001G017160
OG0007181	g2812, g19526	El001G016280
OG0007182	g28770	El001G015120
OG0007183	g3005	El006G306600
OG0007184	g11446	El001G013880
OG0007185	g11467	El001G012640
OG0007186	g11500	El001G012150
OG0007187	g41688	El004G217720
OG0007188	g44904	El004G217570
OG0007191	g45794	El004G220480
OG0007192	g44753	El004G220750
OG0007193	g44854	El004G218810
OG0007194	g45822	El004G221210
OG0007195	g45823	El004G221220
OG0007197	g44678	El004G222460
OG0007198	g45884	El004G222690
OG0007199	g45893, g44666	El004G222840
OG0007200	g45909	El004G223090
OG0007201	g44636	El004G223570
OG0007202	g44624	El004G223780
OG0007203	g41417	El001G060310
OG0007204	g46441	El004G231660
OG0007205	g46384	El004G230790
OG0007207	g46348	El004G230390
OG0007208	g44364	El004G230310
OG0007209	g44386	El004G229730
OG0007210	g44399, g46274	El004G229320
OG0007211	g46263	El004G229070
OG0007212	g44416	El004G228860
OG0007213	g44436, g43487	El004G228370
OG0007214	g44440	El004G228340
OG0007215	g46177, g44489	El004G227510
OG0007216	g44496	El004G227450
OG0007217	g44498	El004G227370
OG0007218	g44501	El004G227340
OG0007219	g44519, g46142	El004G227030
OG0007220	g46091	El004G226140
OG0007221	g44575, g46052	El004G225340
OG0007222	g52162	El006G279680
OG0007223	g46018	El004G224890
OG0007224	g44608	El004G224430
OG0007225	g46443	El004G231720
OG0007226	g46470	El004G232070
OG0007227	g12370, g7425	El003G150760, El005G245920
OG0007228	g46514	El004G232780
OG0007229	g44327	El004G232880
OG0007230	g44313, g46533	El004G233190
OG0007231	g46545	El002G104080, El037G374610
OG0007232	g46600	El004G234490, El004G199300
OG0007233	g46548	El004G233520
OG0007234	g46552	El004G233580
OG0007235	g46559	El004G233670
OG0007236	g44295	El004G233850
OG0007237	g27313	El002G099840
OG0007238	g19596	El002G104930
OG0007239	g44278	El004G234300
OG0007240	g7267	El005G248880
OG0007241	g7265	El005G248940
OG0007243	g12220	El005G249710
OG0007244	g13201	El005G249920
OG0007245	g7186, g12197	El005G250330
OG0007246	g13213, g7179	El005G250390
OG0007247	g12175, g13221	El005G250910
OG0007248	g7086	El005G251930
OG0007249	g7074	El005G252110
OG0007250	g13238	El005G252190
OG0007252	g12108, g7057	El005G252480
OG0007253	g13250	El002G097570, El005G252750
OG0007254	g12102	El005G252760
OG0007255	g7040	El005G252880
OG0007256	g12094, g7036	El005G252940
OG0007257	g6883	El005G255510, El007G352080
OG0007258	g6978, g12058	El005G253930
OG0007259	g6959	El005G254120
OG0007260	g13287	El005G254390
OG0007261	g6919	El005G254700
OG0007262	g12031	El005G254720
OG0007263	g6913	El005G254880
OG0007264	g6905	El005G259980, El004G202490, El005G255200
OG0007265	g13300, g12019	El005G255300
OG0007266	g6872, g12007	El005G255770
OG0007267	g13321	El005G256070
OG0007268	g6850	El005G256260
OG0007269	g11962	El005G256690
OG0007270	g11960	El005G256890
OG0007271	g13336	El005G256920
OG0007272	g6799, g13338	El005G256980
OG0007273	g6779	El005G257230
OG0007274	g6758	El005G257600
OG0007275	g6750	El005G257990
OG0007276	g11888	El005G258890
OG0007277	g6685	El005G259290
OG0007278	g6663	El005G259800
OG0007279	g6672	El005G259640
OG0007280	g6673	El005G259620
OG0007281	g11870	El005G259470
OG0007282	g6596, g13410	El005G260960
OG0007283	g6595	El005G260970
OG0007284	g13415	El005G261120
OG0007286	g13425	El005G261370
OG0007287	g6573	El005G261560
OG0007288	g13434	El005G261780
OG0007289	g6513	El005G265280
OG0007290	g11750	El005G265590, El005G265470
OG0007291	g13474, g6507	El005G265610, El005G265660
OG0007292	g6486, g11734	El005G266890
OG0007293	g13478	El005G267090, El002G084520
OG0007294	g11724	El005G267610
OG0007296	g6301	El005G271590
OG0007297	g40058	El001G010310
OG0007298	g6310	El005G271520
OG0007299	g6171	El005G272700
OG0007300	g14182, g14181, g14193	El005G273710
OG0007301	g14045	El005G274700
OG0007302	g14033	El005G274760
OG0007303	g14006, g6049	El005G275250
OG0007304	g6026	El005G276280
OG0007305	g13934	El005G277350
OG0007306	g13918, g13802	El005G277700
OG0007307	g13808	El005G278050
OG0007308	g13853, g5907	El005G278860
OG0007309	g13144, g7292	El005G248470
OG0007310	g36721	El002G140610
OG0007311	g27984	El002G140300
OG0007312	g36700, g54335	El002G140140
OG0007313	g36665	El002G139360
OG0007314	g36577	El002G137440
OG0007315	g54254, g36559	El002G136910
OG0007316	g36553	El002G136760
OG0007317	g36521, g28031	El002G136260
OG0007318	g36512, g54218	El002G135990
OG0007319	g36422	El002G134250
OG0007320	g36391	El002G133330
OG0007321	g28098, g36356	El002G132520
OG0007322	g36369	El002G132750
OG0007323	g36322	El002G131980, El001G047360
OG0007324	g54063	El002G131710
OG0007325	g54024	El002G131340
OG0007326	g24366, g24375	El003G171440
OG0007327	g17593, g47141	El003G171460
OG0007328	g47128	El003G172040
OG0007329	g51474	El006G296360
OG0007330	g51471	El006G296380, El005G275920
OG0007331	g2433	El005G259990
OG0007332	g2431, g19278	El001G022430
OG0007333	g19262	El001G022710
OG0007334	g19242	El001G022910
OG0007335	g19241	El001G022920
OG0007336	g19208	El001G023780
OG0007337	g19289, g2456	El001G022140
OG0007338	g19294	El001G022000
OG0007339	g2292, g11298	El001G025150
OG0007340	g2276	El001G025400
OG0007341	g2246, g19131	El001G025740
OG0007342	g19083, g2195	El001G026470
OG0007343	g23266, g16918	El003G150390
OG0007344	g19061	El001G027030
OG0007345	g2141	El001G027830
OG0007346	g2059	El001G028200
OG0007347	g1992	El001G030310
OG0007348	g18938, g1995	El001G030330
OG0007349	g2029	El003G174740, El001G031200
OG0007350	g18805	El001G032370
OG0007351	g1893	El001G032580
OG0007352	g1868	El001G033220
OG0007353	g1524, g18682	El001G034300
OG0007354	g1776	El001G034390
OG0007355	g18770	El001G035520
OG0007357	g37304	El006G291110
OG0007358	g960	El007G337950
OG0007360	g18683, g1769	El001G034440
OG0007361	g10842	El007G366920
OG0007362	g43412, g34975, g25599, g35335	El007G359800, El001G053820, El002G129140, El001G002370, El003G188130, El001G012740, El002G124980, El007G346700
OG0007363	g51443	El006G296900
OG0007364	g37982	El006G296710
OG0007365	g51485	El006G296190
OG0007366	g18851	El003G171830, El003G171780, El003G171740, El006G282280
OG0007367	g11752	El005G265230
OG0007368	g44466	El004G227910
OG0007370	g23290	El003G150820
OG0007372	g49453, g26936	El002G086450
OG0007373	g31376	El002G095800
OG0007374	g6926	El005G254620
OG0007376	g7047, g13248	El005G252650
OG0007379	g29379	El001G068600
OG0007380	g23982, g17846	El003G163970
OG0007382	g24207	El003G168540, El003G168530
OG0007383	g37084	El006G296930
OG0007384	g40111	El007G349360, El001G009060, El001G009070
OG0007385	g5003	El001G063840
OG0007386	g18503	El001G048190
OG0007388	g28634	El007G334390
OG0007389	g39231	El001G015880
OG0007392	g53458, g17886, g53489	El002G109540
OG0007393	g13951	El005G276990
OG0007393	g13950	El005G277000
OG0007395	g46167	El006G307510
OG0007397	g37659, g13516, g41548, g9878	El006G288450, El005G268360, El006G318630, El001G040580, El005G250930, El001G035860, El001G000390
OG0007398	g2889	El001G015530
OG0007400	g1304	El007G341660, El007G341650
OG0007413	g23567	El003G155690
OG0007414	g23550, g47675	El003G155400
OG0007415	g23548, g17040	El003G155380
OG0007416	g47677	El003G155210
OG0007417	g47679, g23531	El003G155120
OG0007418	g47682	El003G154990
OG0007420	g23459, g17002	El003G153610
OG0007421	g47713	El003G153350
OG0007422	g47724	El003G153140
OG0007423	g23439	El003G153060
OG0007424	g47739	El003G152810
OG0007425	g47752	El003G152420
OG0007426	g23350, g47769	El003G151800
OG0007427	g47777, g16959	El003G151690
OG0007428	g23332, g47781	El003G151590
OG0007429	g47782, g16955	El003G151550
OG0007430	g23321	El003G151440
OG0007431	g16951	El003G151420
OG0007432	g23309, g16946	El003G151200
OG0007433	g40155	El003G155970
OG0007434	g23282	El003G150660
OG0007435	g23281	El003G150650
OG0007436	g47804	El003G150610
OG0007437	g16929	El003G150590
OG0007438	g53374, g36754	El003G150480
OG0007439	g23260	El003G150210
OG0007440	g23247	El003G149990
OG0007441	g23197, g47840	El003G149450
OG0007442	g23204	El003G149570
OG0007443	g23180	El003G149250
OG0007444	g23181	El003G149260
OG0007445	g23155	El003G148860
OG0007446	g23116	El003G148270
OG0007448	g23137	El003G148480
OG0007449	g47863	El003G148500
OG0007450	g47862, g23140	El003G148560
OG0007451	g23086	El003G148000
OG0007452	g23083	El003G147950
OG0007453	g47883	El003G147860
OG0007454	g23075	El003G147840
OG0007455	g23047	El003G147650
OG0007456	g23038	El003G147480
OG0007457	g27757	El002G118170
OG0007458	g50599	El002G118760
OG0007459	g27736	El002G118780
OG0007460	g27722	El002G119140
OG0007461	g27769	El002G119470
OG0007462	g50630	El002G119530
OG0007463	g32597	El002G119620
OG0007464	g47183	El003G170460
OG0007465	g24327	El003G170730
OG0007466	g24355, g2666	El003G171200
OG0007467	g17590	El003G171310
OG0007468	g43827	El004G210720
OG0007469	g41135	El004G209200
OG0007470	g24448	El003G172810
OG0007471	g41105	El004G206920
OG0007473	g41062	El004G204530
OG0007475	g40983	El004G200130
OG0007476	g40977	El004G199870
OG0007477	g27142	El002G094210
OG0007478	g40961	El004G199340
OG0007479	g40946	El004G199180
OG0007480	g44195	El004G199140
OG0007481	g10829	El001G035980
OG0007482	g51421	El001G036080
OG0007483	g10810	El001G036170
OG0007484	g10761	El001G036790
OG0007485	g31550	El002G098790
OG0007486	g16698	El001G037950
OG0007487	g10678	El001G038080
OG0007488	g10674, g16694	El001G038190
OG0007489	g10668	El001G038430
OG0007490	g10659	El001G038600
OG0007493	g10610	El001G039800
OG0007495	g10573	El001G040740
OG0007496	g1590	El001G040810
OG0007497	g10545	El001G041290
OG0007498	g10533	El001G041560
OG0007499	g10528	El001G041630, El001G041650
OG0007501	g10513	El001G041890
OG0007502	g10512	El001G041900
OG0007503	g10495	El001G042250
OG0007504	g10462	El001G042670
OG0007506	g10365	El001G045070
OG0007507	g16904	El001G045490, El003G188970
OG0007508	g10350	El001G045630
OG0007509	g10321	El001G046260
OG0007510	g41777	El004G217290
OG0007511	g41818	El004G217070
OG0007512	g44970	El004G216310
OG0007513	g45018	El004G215300
OG0007514	g45021	El004G215210
OG0007515	g45049	El004G214250
OG0007516	g45091	El004G212700
OG0007518	g40749	El004G193960
OG0007519	g36693	El002G140000
OG0007520	g40819	El004G194740
OG0007521	g40806	El004G195110
OG0007522	g40783	El004G195780
OG0007523	g40847	El008G369310, El004G196260, El008G369300
OG0007524	g45107	El004G196350, El008G369180
OG0007525	g40855	El004G196720
OG0007526	g44244, g40864	El004G196980
OG0007527	g40903	El004G198050
OG0007528	g44225	El004G198130
OG0007529	g40924, g37947	El004G198270
OG0007530	g7293	El005G248440
OG0007531	g13142, g7295	El005G248420
OG0007532	g7300	El005G248410
OG0007533	g7307	El005G248270
OG0007534	g17115, g17070	El003G155950
OG0007535	g23734, g17150	El003G158660
