Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_Rawat
OG0006737	g17226	AL7G29140
OG0006738	g32704, g50715	AL1G48180
OG0006739	g50773	AL1G50630
OG0006741	g53812	AL1G52160
OG0006742	g53742	AL1G51850, AL1G51860
OG0006743	g31581, g46551	AL1G27310
OG0006745	g53985, g36228	AL1G53410
OG0006746	g32303, g32299	AL1G41390
OG0006747	g31073	AL1G17800
OG0006748	g47491	AL7G29080
OG0006749	g50431	AL1G41240
OG0006750	g53958, g28135, g36199	AL1G53110
OG0006751	g50437, g27640	AL1G41310
OG0006752	g5936, g13865	AL3G48030
OG0006753	g27665	AL1G42130
OG0006754	g27675	AL1G42840
OG0006755	g27676	AL1G42860
OG0006756	g27677	AL1G42910
OG0006757	g27679	AL1G43140
OG0006758	g50515, g32412	AL1G43590
OG0006759	g32441	AL1G43980
OG0006760	g27699	AL1G44260
OG0006761	g50538, g32467	AL1G44390
OG0006762	g32482	AL1G44760
OG0006763	g32504	AL1G45160
OG0006764	g22978	AL7G15400
OG0006765	g22942	AL7G14830
OG0006766	g22916	AL7G14450
OG0006767	g22906, g18257	AL7G14280
OG0006768	g22871	AL7G13770
OG0006769	g22862	AL7G13690
OG0006770	g22826	AL7G13150
OG0006771	g22820	AL7G13110
OG0006773	g38482	AL4G12150
OG0006774	g38508	AL4G11470
OG0006775	g38541	AL4G10410
OG0006776	g18325	AL7G10780
OG0006777	g18343	AL7G10510
OG0006778	g18359	AL7G10330
OG0006781	g51523	AL4G31520
OG0006782	g40235	AL6G41660
OG0006783	g28178	AL1G51990
OG0006784	g37088, g51432	AL4G30100
OG0006785	g51395	AL4G29540
OG0006786	g37055	AL8G18060
OG0006787	g37040	AL8G18180
OG0006788	g36998, g18841	AL8G18800
OG0006789	g7851	AL3G12290
OG0006791	g40357	AL6G45470
OG0006792	g40379, g25693	AL6G46180
OG0006793	g25687	AL6G46430, AL6G46300, AL2G25300
OG0006794	g40380	AL6G46440
OG0006795	g25680, g40384	AL6G46530
OG0006796	g25670	AL6G46900
OG0006797	g40441	AL6G47950
OG0006799	g25524	AL6G49170
OG0006800	g40486	AL8G15540
OG0006802	g17079, g23622	AL7G25120
OG0006803	g10967	AL8G12750
OG0006804	g10957	AL8G12380
OG0006805	g40639	AL8G11720
OG0006806	g40643, g10925	AL8G11650
OG0006807	g40645	AL8G11610
OG0006808	g40651, g10919	AL8G11540
OG0006809	g10914, g40663	AL8G11440
OG0006810	g10902, g40679	AL8G11170
OG0006811	g51689, g37240	AL4G34970
OG0006812	g40713	AL8G10350
OG0006813	g10841	AL8G10210
OG0006815	g35820	AL3G41950
OG0006816	g6421	AL26U10010
OG0006817	g6443	AL3G40280
OG0006818	g46978	AL9U10660
OG0006819	g24570	nbis-gene-1868
OG0006821	g24499	AL7G41150
OG0006822	g47080	AL7G41040
OG0006823	g17658, g24460	AL7G40120
OG0006824	g24452	AL7G40060
OG0006825	g24442	AL7G39910
OG0006826	g16828	AL7G49000
OG0006827	g16815	AL7G48780
OG0006828	g16758	AL7G47110
OG0006829	g46621	AL7G47060
OG0006830	g37777	AL4G47690
OG0006831	g37774	AL4G47650
OG0006832	g47005	AL5G15310, AL1G47770, AL8G14950
OG0006833	g37729	AL4G46980
OG0006834	g37080	AL4G30490
OG0006835	g37698	AL4G46290
OG0006836	g37682	AL4G46130, AL4G46110
OG0006837	g37661	AL4G45700
OG0006838	g38248	AL4G45600
OG0006839	g52292	AL4G45260
OG0006840	g52291, g37637	AL4G45210
OG0006841	g52283	AL4G45040
OG0006842	g37622	AL4G44860
OG0006843	g37620	AL4G44840
OG0006844	g37611	AL4G44600
OG0006845	g37569	AL4G43910
OG0006846	g52115	AL4G42050
OG0006847	g52107	AL4G41790
OG0006848	g38197	AL4G41450
OG0006849	g52083, g37464	AL4G41420
OG0006850	g37445	AL4G40830, AL409U10020
OG0006851	g52047	AL4G40640
OG0006852	g37409	AL4G40120
OG0006853	g51992	AL4G39510
OG0006854	g45310, g40742	AL6G11340
OG0006856	g5787	AL6G11700
OG0006857	g5786	AL6G11710
OG0006858	g5761	AL6G12340
OG0006859	g5754	AL6G12430
OG0006860	g5750	AL6G12520
OG0006861	g5742	AL6G12660
OG0006862	g29810	AL6G13460
OG0006863	g29808	nbis-gene-1449
OG0006864	g22267	AL1G42450
OG0006865	g41421, g660	AL6G31190
OG0006867	g28963	AL6G31490
OG0006868	g41406	AL5G13030, AL6G31740
OG0006869	g41559, g41403	AL6G31860
OG0006870	g41387	AL6G32360
OG0006871	g28912, g41383	nbis-gene-1546
OG0006872	g28908	AL6G32530
OG0006873	g766, g41368, g28896	AL6G32900
OG0006874	g28886	AL6G33050
OG0006875	g41335	AL5G32330, AL6G34080
OG0006878	g28785	AL8G36550
OG0006879	g41301, g28765	AL8G36350
OG0006880	g9823, g316	AL8G40250
OG0006881	g273	AL8G41010
OG0006882	g272	AL8G41020
OG0006883	g9791	AL8G41260
OG0006884	g255, g9788	AL8G41350
OG0006885	g243	AL8G41590, AL8G41560
OG0006886	g242, g9773	AL8G41660
OG0006887	g9763, g232	AL8G41800
OG0006888	g18645	AL8G41810
OG0006889	g18654, g204	AL8G42250
OG0006890	g201	AL8G42400
OG0006891	g9729	AL8G42500
OG0006892	g184	AL8G42590
OG0006893	g157	AL8G42930
OG0006894	g9708	AL8G43090
OG0006895	g101	AL8G43830
OG0006896	g98	AL8G43870
OG0006897	g85	AL8G43980
OG0006898	g44863	AL2G26840
OG0006899	g19643	AL8G45130
OG0006900	g4995	AL6G28340, AL6G28360
OG0006901	g19633	AL8G45200
OG0006902	g25335	AL6G53490
OG0006903	g39451	AL6G53260
OG0006904	g25369	AL6G52770
OG0006905	g25363	AL6G53010
OG0006906	g39472	nbis-gene-1672
OG0006907	g39462	AL6G52620
OG0006908	g26878	AL1G11400
OG0006909	g39539	AL6G51110
OG0006910	g39622, g45209	AL6G50040
OG0006911	g25494	AL6G49950
OG0006912	g25500	AL6G49850
OG0006913	g39641	AL6G49670
OG0006914	g30837	AL1G13270, AL6G49180
OG0006915	g39693, g11085	AL8G16110
OG0006916	g39698, g11087	AL8G16170
OG0006917	g39705	AL8G16280
OG0006918	g51349	AL4G29010
OG0006919	g51328, g39757	AL4G28650
OG0006920	g39785	AL4G27590
OG0006921	g51310, g39774, g37931	AL4G28140
OG0006922	g51314	AL4G28190
OG0006924	g51318, g39766	AL4G28360
OG0006925	g37929	AL4G27910
OG0006926	g51301	AL4G27850
OG0006927	g51294	AL4G27520, AL4G27510
OG0006928	g39818	AL4G27400
OG0006929	g51268	AL4G27070
OG0006930	g51266	AL4G27050
OG0006931	g39833	AL4G26830, AL762U10010
OG0006932	g51232	AL4G26040
OG0006933	g39896	AL4G25600
OG0006934	g51212, g39910	AL4G25390
OG0006935	g51202	AL4G25210
OG0006936	g49557	AL1G16990
OG0006938	g39950	AL500U10010, AL4G24860
OG0006939	g39967	nbis-gene-1036
OG0006940	g37859	AL146U10030
OG0006942	g37847, g39997	AL4G23240
OG0006943	g40024	AL4G23050
OG0006944	g37840	AL4G21640
OG0006945	g40145	AL4G20470
OG0006946	g40138	AL4G20740, AL4G20640
OG0006947	g40129	AL4G20880
OG0006948	g40118	AL4G21260
OG0006949	g40107	AL4G21450
OG0006950	g38296	AL4G18380
OG0006951	g38306	AL4G18010
OG0006952	g36837	AL4G17680
OG0006954	g17134, g47583	AL7G26550
OG0006955	g17109	AL7G25900
OG0006956	g12710	AL3G10950
OG0006957	g7913	AL3G11150
OG0006958	g7912, g12696	AL3G11170
OG0006959	g7897	AL3G11400
OG0006960	g7864, g12681	AL3G11940
OG0006961	g12678	AL3G12040
OG0006962	g12759	AL3G12270
OG0006963	g12760	AL3G12430
OG0006964	g7837	AL3G12570
OG0006965	g7819	AL3G13370
OG0006966	g7813	AL3G13510
OG0006967	g7807	AL3G13670
OG0006968	g7794	AL3G13940
OG0006969	g7782	AL3G14250
OG0006970	g7766, g7775	AL3G14380
OG0006972	g12823	AL3G14950
OG0006973	g7733	AL3G15250
OG0006974	g7707	AL3G15780
OG0006975	g12552	AL3G16100
OG0006976	g12906, g12511	AL3G16790
OG0006977	g12907, g12510	AL3G16800
OG0006978	g12507	AL3G16910
OG0006979	g12498	AL3G17100
OG0006980	g7657	AL3G17160
OG0006981	g29047	AL6G29760
OG0006982	g7626	AL504U10010, AL3G17900
OG0006983	g7625	AL3G17920
OG0006984	g12945, g7613, g12461	AL3G18230
OG0006985	g12450	AL3G18410
OG0006986	g7593	AL3G18720
OG0006987	g12432	AL3G19160
OG0006988	g7521	AL3G20000
OG0006989	g51870	AL4G37930, AL108U10010
OG0006990	g51863	AL4G37820
OG0006991	g38137	AL4G37690
OG0006992	g51464, g51814	AL4G37380
OG0006993	g37330	AL4G37230
OG0006994	g37324, g38129	AL4G37040
OG0006995	g37315	AL5G26030, AL4G36600
OG0006996	g38125	AL4G36720
OG0006997	g38109	AL4G36150
OG0006998	g51739	AL4G36090
OG0006999	g37291	AL4G36050
OG0007000	g51738	AL4G36040
OG0007002	g51551	AL4G32000
OG0007003	g51564	AL110U10020, AL4G32130
OG0007004	g23508, g51568	AL4G32170
OG0007005	g37151	AL4G32300
OG0007006	g51574	AL4G32370
OG0007007	g51585	AL4G32610
OG0007008	g37196	AL4G33460
OG0007009	g37203	AL4G33630
OG0007010	g37207	AL4G33710
OG0007011	g37209	AL4G33760, AL4G34370
OG0007012	g37212	AL4G33830
OG0007013	g51678	AL4G34830
OG0007014	g51710, g37261	AL4G35320
OG0007015	g37280	AL4G35780
OG0007016	g31620	AL1G27980
OG0007017	g46561	AL2G40760
OG0007018	g27340	AL1G28450
OG0007019	g7288	AL3G24410
OG0007020	g31670	AL1G29020
OG0007022	g31685, g49991	AL1G29310
OG0007023	g44611	AL2G31990
OG0007024	g50010	AL1G29950
OG0007025	g31720	AL1G30030
OG0007026	g50017, g31734	AL1G30200
OG0007027	g31742	AL1G30310
OG0007028	g31790	AL1G31050
OG0007029	g50061	AL1G31550
OG0007030	g50062, g27425	AL1G31560
OG0007031	g31826	AL1G31790
OG0007032	g50070, g31827	AL1G31800
OG0007033	g31861	AL5G16560, AL1G32290
OG0007035	g31946, g27465	AL1G33640
OG0007037	g31993	AL1G34510
OG0007038	g32013	AL1G35080
OG0007039	g50220	AL1G35150, AL1G35290
OG0007040	g50227	AL1G35500
OG0007042	g44633	AL2G31450
OG0007043	g27546, g50295	AL1G37210
OG0007044	g50302	nbis-gene-144, AL1G37530
OG0007045	g50308, g32085	AL1G37740
OG0007046	g27566, g50325	AL1G38240
OG0007047	g50376	AL1G39760
OG0007048	g32243	AL1G40340
OG0007049	g32253	AL1G40500
OG0007050	g17219, g1673	AL7G28910
OG0007051	g23830	AL7G28660
OG0007052	g17202	AL7G28520
OG0007053	g28346	AL8G25880
OG0007054	g23618	AL7G25070
OG0007055	g50984	AL4G14860
OG0007056	g50953	AL4G13530
OG0007057	g51691	AL4G34990
OG0007058	g38470	AL4G12320
OG0007059	g50892, g38507	AL4G11660
OG0007060	g50849	AL4G10140
OG0007061	g10290	AL8G20810
OG0007062	g27280	AL1G26510
OG0007064	g27250	AL1G25730
OG0007065	g27210, g49871	AL1G24880
OG0007066	g31423	AL1G24680
OG0007067	g49858	AL1G24590
OG0007068	g49821	AL1G23790
OG0007069	g49820	AL1G23740
OG0007070	g49785, g31339	AL1G23040
OG0007072	g27144	AL1G22220
OG0007073	g31301	AL1G22190
OG0007074	g27137	AL1G22040
OG0007075	g31296	AL1G22020
OG0007076	g31247	AL1G21070
OG0007077	g31233	AL1G20720
OG0007078	g31212	AL1G20290
OG0007079	g49698	AL1G20280
OG0007080	g27068, g31175	AL1G19760
OG0007081	g31154	AL1G19440
OG0007082	g31138	AL1G19230
OG0007083	g49617	AL1G18690
OG0007084	g50782	AL4G45920
OG0007085	g31067	AL1G17630, AL1G17640
OG0007086	g31056, g27004	AL1G17460
OG0007087	g31055	AL1G17440
OG0007088	g31031	AL1G16920
OG0007089	g28299	AL8G25080
OG0007090	g23205	AL7G18460
OG0007091	g26970	AL1G16190
OG0007092	g49533	AL1G16030
OG0007093	g30950	AL1G15630
OG0007094	g49478	AL1G14670
OG0007095	g30903	AL1G14480
OG0007096	g26943	AL1G14370
OG0007097	g49457	AL1G14270
OG0007098	g49456	AL1G14230
OG0007099	g49448	AL1G13880
OG0007100	g49435	AL1G13540, AL1G13000
OG0007101	g30841	AL1G13430
OG0007103	g49395, g30802	AL1G12410
OG0007104	g49393	AL1G12340
OG0007106	g49319, g30742	AL1G10920
OG0007107	g2469, g19306	AL5G31960
OG0007108	g49289	AL1G10200
OG0007109	g5192	AL6G25070
OG0007110	g29313, g5194	AL6G25040
OG0007111	g5198	AL8G44270, AL6G25020
OG0007112	g5207	AL6G24880
OG0007113	g5157	nbis-gene-1517
OG0007114	g5117, g29257	AL6G26230
OG0007115	g5131	AL6G26030, AL6G26010
OG0007116	g29236	AL6G26520
OG0007117	g29195	AL6G27320
OG0007118	g29182	AL7G52670, AL7G52680
OG0007119	g5033	AL6G27560
OG0007120	g29154, g13733	AL6G27950
OG0007121	g29144	AL6G28310
OG0007122	g29133	AL6G28500
OG0007123	g4913	AL6G29950
OG0007124	g29098	AL6G30630
OG0007125	g4862	AL6G38320
OG0007126	g10106	AL6G38460
OG0007127	g4798	AL6G39000
OG0007128	g10147	AL6G39560
OG0007129	g10178, g4744	AL6G40840
OG0007130	g10190	AL8G23180
OG0007131	g4536, g10233	AL8G22220
OG0007132	g18500, g10226, g17978	AL8G22070
OG0007133	g10274	AL8G21150
OG0007134	g10241, g1646, g1654	AL8G21710
OG0007135	g29350	AL6G24120
OG0007136	g5575, g45467	AL6G17150
OG0007137	g29659, g45460	AL6G16870
OG0007138	g29670	AL6G16660
OG0007139	g5268	AL6G24100
OG0007140	g5269	nbis-gene-1513
OG0007141	g5600	AL6G16360
OG0007142	g5632	AL6G15450
OG0007143	g29749	AL6G14860
OG0007145	g5658, g29759	AL6G14630
OG0007146	g29789	AL6G14130
OG0007147	g29117	AL6G30960, AL6G30950
OG0007148	g618	AL6G37780
OG0007149	g10078, g616	AL6G37680
OG0007150	g10077	AL6G37660
OG0007151	g10038	AL6G36720
OG0007152	g10035	AL6G36670, AL6G36680
OG0007153	g563	AL6G36450
OG0007154	g562	AL6G36440
OG0007156	g522	AL6G35480
OG0007157	g521, g9996	AL6G35470
OG0007158	g2680	AL5G28400
OG0007159	g498	AL6G34910
OG0007160	g493, g18587	AL6G34800
OG0007161	g9958	AL6G34560
OG0007162	g9957	AL6G34550
OG0007163	g9943	AL8G37500
OG0007164	g445, g9941	AL8G37540
OG0007165	g443, g9932	AL8G37610
OG0007166	g9912	AL8G37890
OG0007167	g417	AL8G38230
OG0007168	g9860	AL8G39300
OG0007169	g9855	AL8G39390
OG0007170	g347	AL8G39480
OG0007171	g334	AL8G39740
OG0007172	g2759	AL5G27350, AL5G27360
OG0007173	g325	AL8G39980
OG0007174	g28718, g1217	AL8G34990
OG0007175	g2524	AL5G31220
OG0007176	g2609	AL5G29770
OG0007177	g2619	AL5G29450
OG0007178	g19486	AL5G27480
OG0007179	g18615	AL8G39650
OG0007180	g19506	AL5G26930
OG0007181	g2812, g19526	AL5G26160
OG0007182	g28770	AL8G36420, AL5G24740
OG0007183	g3005	AL5G23600
OG0007184	g11446	AL5G23530, AL5G23500
OG0007185	g11467	AL5G22480
OG0007186	g11500	AL5G21900
OG0007187	g41688	AL2G26050
OG0007188	g44904	AL2G25990
OG0007191	g45794	AL2G28500
OG0007192	g44753	AL2G28710
OG0007193	g44854	AL2G27000
OG0007194	g45822	AL22U10090
OG0007195	g45823	AL22U10080
OG0007197	g44678	AL2G30240
OG0007198	g45884	AL2G30450
OG0007199	g45893, g44666	AL2G30570
OG0007200	g45909	AL2G30790
OG0007201	g44636	AL2G31350
OG0007202	g44624	AL2G31550
OG0007203	g41417	AL6G31380
OG0007204	g46441	AL2G38660
OG0007206	g11000	AL378U10010
OG0007206	g40543	AL8G13830
OG0007206	g6261	AL8G13760
OG0007207	g46348	AL2G37530
OG0007208	g44364	AL2G37430
OG0007209	g44386	AL2G36900
OG0007210	g44399, g46274	AL2G36530
OG0007211	g46263	AL2G36330
OG0007212	g44416	AL2G36110
OG0007213	g44436, g43487	AL2G35720
OG0007214	g44440	AL2G35690
OG0007215	g46177, g44489	AL2G34860
OG0007216	g44496	AL2G34790
OG0007217	g44498	AL2G34720
OG0007218	g44501	AL2G34680
OG0007219	g44519, g46142	AL2G34350
OG0007220	g46091	AL2G33570
OG0007221	g44575, g46052	AL2G32980
OG0007222	g52162	AL4G47720
OG0007223	g46018	AL2G32470
OG0007224	g44608	AL2G32060
OG0007225	g46443	AL2G38740
OG0007226	g46470	AL262U10020, AL2G39090
OG0007227	g12370, g7425	AL3G21930
OG0007228	g46514	AL2G39880
OG0007229	g44327	AL2G39990
OG0007230	g44313, g46533	AL2G40290
OG0007231	g46545	AL1G32490
OG0007232	g46600	AL2G41500
OG0007233	g46548	AL2G40570
OG0007234	g46552	AL2G40620
OG0007235	g46559	AL2G40740
OG0007236	g44295	AL4G18160, AL2G40890
OG0007237	g27313	AL1G27930
OG0007238	g19596	AL1G33500, AL2G41240
OG0007239	g44278	AL2G41300, AL3G17940
OG0007240	g7267	AL3G24720
OG0007241	g7265	AL3G24750
OG0007243	g12220	AL3G25780, AL180U10020
OG0007244	g13201	AL3G26010
OG0007245	g7186, g12197	AL3G26410
OG0007246	g13213, g7179	AL3G26470
OG0007247	g12175, g13221	AL3G26930
OG0007248	g7086	AL3G27870
OG0007249	g7074, g12136	AL3G28090
OG0007250	g13238	AL3G28180
OG0007252	g12108, g7057	AL3G28470
OG0007253	g13250	AL810U10030, AL3G28700
OG0007254	g12102	AL3G28710
OG0007255	g7040	AL3G28830
OG0007256	g12094, g7036	AL3G28890
OG0007257	g6883	AL3G31560
OG0007258	g6978, g12058	AL3G30040
OG0007259	g6959	AL3G30230
OG0007260	g13287	AL3G30540
OG0007261	g6919	AL3G30950
OG0007262	g12031	AL3G30970
OG0007263	g6913	AL3G31110
OG0007264	g6905	AL3G31250
OG0007265	g13300, g12019	AL3G31340
OG0007266	g6872, g12007	AL3G31770
OG0007267	g13321	AL3G32120
OG0007268	g6850	AL3G32240
OG0007269	g11962	AL3G32670
OG0007270	g11960	AL3G32760
OG0007271	g13336	AL3G32830
OG0007272	g6799, g13338	AL3G32890
OG0007273	g6779	AL3G33150
OG0007274	g6758	AL3G33640
OG0007275	g6750	AL3G33940
OG0007276	g11888	AL3G34850
OG0007277	g6685	AL3G35200
OG0007278	g6663	AL3G35660
OG0007279	g6672	AL3G35500
OG0007280	g6673	AL3G35480
OG0007281	g11870	AL3G35390
OG0007282	g6596, g13410	AL3G36350
OG0007283	g6595	AL3G36380
OG0007284	g13415	AL3G36560
OG0007286	g13425	AL3G36790
OG0007287	g6573	AL3G36950
OG0007288	g13434	AL3G37060
OG0007289	g6513	AL3G38310
OG0007290	g11750	AL3G38560
OG0007291	g13474, g6507	AL3G38650
OG0007292	g6486, g11734	AL3G39090
OG0007293	g13478	AL8G20560, AL3G39270
OG0007294	g11724	AL3G39850
OG0007296	g6301	AL3G44920
OG0007298	g6310	AL3G44830
OG0007299	g6171	nbis-gene-852
OG0007300	g14182, g14181, g14193	AL3G52680
OG0007301	g14045	AL3G49970
OG0007302	g14033	AL3G50230
OG0007303	g14006, g6049	AL3G50710
OG0007304	g6026	AL3G51340
OG0007305	g13934	AL3G53010
OG0007306	g13918, g13802	AL3G49030
OG0007307	g13808	AL3G48650
OG0007308	g13853, g5907	AL3G53400
OG0007309	g13144, g7292	AL3G24340
OG0007310	g36721	AL1G63600
OG0007311	g27984	AL1G63340
OG0007312	g36700, g54335	AL1G63230
OG0007313	g36665	AL1G62470
OG0007314	g36577	AL1G60860
OG0007315	g54254, g36559	AL1G60410
OG0007316	g36553	AL1G60240
OG0007317	g36521, g28031	AL1G59690
OG0007318	g36512, g54218	AL1G59520
OG0007319	g36422	AL1G57590
OG0007320	g36391	AL1G56310
OG0007321	g28098, g36356	AL1G55450
OG0007322	g36369	AL1G55760
OG0007323	g36322	AL1G55040
OG0007324	g54063	AL1G54840
OG0007325	g54024	AL1G54460
OG0007326	g24366, g24375	nbis-gene-1173, AL7G38860
OG0007327	g17593, g47141	AL7G38900
OG0007328	g47128	AL7G39340
OG0007329	g51474	AL4G30790
OG0007330	g51471	AL4G30770
OG0007331	g2433	AL3G35760
OG0007332	g2431, g19278	AL5G32640
OG0007333	g19262	AL5G33010
OG0007334	g19242	AL5G33200
OG0007335	g19241	AL5G33210
OG0007336	g19208	AL5G34060
OG0007337	g19289, g2456	AL5G32280
OG0007338	g19294	AL5G32190
OG0007339	g2292, g11298	AL5G35450
OG0007340	g2276	AL5G35690
OG0007341	g2246, g19131	AL5G36000
OG0007342	g19083, g2195	AL5G36620
OG0007343	g23266, g16918	AL7G19290
OG0007344	g19061	AL5G37090
OG0007345	g2141	AL5G37840
OG0007346	g2059	AL5G38230
OG0007347	g18940, g1992	AL5G40430
OG0007348	g18938, g1995	AL5G40460
OG0007349	g2029	AL5G41640, AL5G41610, AL5G41540
OG0007350	g18805	AL5G42910
OG0007351	g1893	AL5G43020
OG0007352	g1868	AL5G43590
OG0007353	g1524, g18682	AL5G44680
OG0007354	g1776	AL5G29560, AL5G44850
OG0007355	g18770	AL5G46030
OG0007357	g37304	AL4G20400, AL4G36260
OG0007358	g960	AL8G29820
OG0007359	g19221, g19220, g6438	AL2G23220
OG0007360	g18683, g1769	AL5G44920
OG0007361	g10842	AL8G10220
OG0007363	g51443	AL4G30360
OG0007364	g37982	AL4G30550
OG0007365	g51485	AL4G30930
OG0007366	g18851	AL4G46610
OG0007367	g11752	nbis-gene-765
OG0007368	g44466	AL2G35290
OG0007369	g44516, g46144	AL2G34380
OG0007370	g23290	AL7G19850
OG0007371	g40520	AL7G14890
OG0007372	g49453, g26936	AL1G14090
OG0007373	g31376	AL1G23650
OG0007374	g6926	AL3G30810
OG0007376	g7047, g13248	AL3G28590
OG0007379	g29379	AL6G23730
OG0007381	g24152, g17455	AL7G35210
OG0007382	g24207	AL7G36240
OG0007383	g37084	AL1G43540, nbis-gene-1078
OG0007384	g40111	AL4G21350
OG0007385	g5003	AL6G28200
OG0007386	g18503	AL6G40530
OG0007388	g28634	AL8G33280
OG0007391	g46976	AL9U10040, AL9U10030
OG0007392	g53458, g17886, g53489	AL1G49500, AL1G49490
OG0007393	g13951	AL3G51930
OG0007393	g13950	AL3G51950
OG0007398	g2889	AL5G25210
OG0007400	g1304	AL8G26360
OG0007413	g23567	AL7G24350
OG0007414	g23550, g47675	AL7G24070
OG0007415	g23548, g17040	AL7G24050
OG0007416	g47677	AL7G23880
OG0007417	g47679, g23531	AL7G23780
OG0007418	g47682	AL7G23670
OG0007420	g23459, g17002	AL7G22590
OG0007421	g23457, g47713	AL7G22420
OG0007422	g47724	AL7G22230
OG0007423	g23439	AL7G22120
OG0007424	g47739	AL7G21880
OG0007425	g47752	AL7G21540
OG0007426	g23350, g47769	AL7G20930
OG0007427	g47777, g16959	AL7G20790
OG0007428	g23332, g47781	AL7G20700
OG0007429	g47782, g16955	AL7G20650
OG0007430	g23321	AL7G20550
OG0007431	g16951	AL7G20500
OG0007432	g23309, g16946	AL7G20290
OG0007433	g40155	AL7G24620
OG0007434	g23282	AL7G19670
OG0007435	g23281	AL7G19640
OG0007436	g47804	AL7G19600
OG0007437	g16929	AL7G19570
OG0007438	g53374, g36754	AL7G19480
OG0007439	g23260	AL7G19220
OG0007440	g23247	AL7G19020
OG0007441	g23197, g47840	AL7G18340
OG0007442	g23204	AL7G18450
OG0007443	g23180	AL7G18120
OG0007444	g23181	AL7G18130
OG0007445	g23155	AL7G17680
OG0007446	g23116	AL7G17080
OG0007448	g23137	AL7G17330
OG0007449	g47863	AL7G17360
OG0007450	g47862, g23140	AL7G17400
OG0007451	g23086	AL7G16790
OG0007452	g23083	AL7G16740
OG0007453	g47883	AL7G16650
OG0007454	g23075	AL7G16630
OG0007455	g23047	AL7G16430
OG0007456	g23038	AL7G16250
OG0007458	g50599	AL1G49570
OG0007459	g27736	AL1G49550
OG0007460	g27722	AL1G46020
OG0007461	g27769	AL1G46200
OG0007462	g50630	AL1G46250
OG0007463	g32597	AL1G46370
OG0007464	g47183	AL7G37860
OG0007465	g24327	AL7G38120
OG0007466	g24355, g2666	AL7G38550
OG0007467	g17590	AL7G38680
OG0007468	g43827	AL1G64870
OG0007469	g41135	AL1G65130
OG0007470	g24448	AL7G40010
OG0007471	g41105	AL1G66470
OG0007473	g41062	AL2G18260
OG0007475	g40983	AL2G15450
OG0007476	g40977	AL2G15230
OG0007477	g27142	AL1G22130
OG0007478	g40961	AL2G14630
OG0007479	g40946	AL2G14400
OG0007480	g44195	AL2G14350
OG0007481	g10829	AL5G10010
OG0007482	g51421	AL5G10120
OG0007483	g10810	AL5G10230
OG0007484	g10761	AL5G10940
OG0007485	g31550	AL1G26750
OG0007486	g16698	AL5G12410
OG0007487	g10678	AL5G12640
OG0007488	g10674, g16694	AL5G12850
OG0007489	g10668	AL5G13050
OG0007490	g10659	AL5G13280
OG0007493	g10610	AL5G14360
OG0007495	g10573	AL5G15140
OG0007496	g1590	AL5G15190
OG0007497	g10545	AL5G15680
OG0007498	g10533	AL5G15950
OG0007499	g10528	AL5G16020
OG0007501	g10513	AL5G16320
OG0007502	g10512	AL5G16340
OG0007503	g10495	AL5G16660
OG0007504	g10462	AL5G17140
OG0007506	g10365	AL5G19120
OG0007507	g16904	AL5G19460, AL7G51220
OG0007508	g10350	AL5G19600
OG0007509	g10321	AL5G20010
OG0007510	g41777	AL2G25750
OG0007511	g41818	AL2G25380
OG0007512	g44970	AL2G25030
OG0007513	g45018	AL2G23810
OG0007514	g45021	AL2G23740
OG0007515	g45049	AL2G22850
OG0007516	g45091	AL2G20420
OG0007518	g40749	AL2G10170
OG0007519	g36693	AL1G63080
OG0007520	g40819	AL2G10890
OG0007521	g40806	AL2G11130
OG0007522	g40783	AL2G11580
OG0007523	g40847	AL2G11980, AL2G12020
OG0007524	g45107	AL2G12140, AL2G12040
OG0007525	g40855	AL2G12430
OG0007526	g44244, g40864	AL2G12590
OG0007527	g40903	AL2G13420
OG0007528	g44225	nbis-gene-386
OG0007529	g40924, g37947	AL2G13600
OG0007530	g7293	AL3G24310
OG0007531	g13142, g7295	AL3G24290
OG0007532	g7300	AL3G24280
OG0007533	g7307	AL3G24130
OG0007534	g17115, g17070	AL7G24590
OG0007535	g23734, g17150	AL7G27220
OG0007536	g47566	AL7G27050
OG0007537	g47572	AL7G26940
OG0007538	g51955	AL4G38770
OG0007539	g37366	AL3G43010
OG0007540	g51947, g38146	AL4G38590
OG0007541	g13021	AL3G20230
OG0007542	g13015	AL3G20290
OG0007543	g7510	AL3G20340
OG0007544	g13050	AL3G20700
OG0007545	g13054, g7484	AL3G20730
OG0007546	g13061	AL3G20970
OG0007547	g7466	AL3G21060
OG0007548	g45368	AL6G13260
OG0007549	g12387	AL3G21330
OG0007550	g13070	AL3G21460
OG0007551	g7436	AL3G21680
OG0007552	g7427	AL3G21900
OG0007553	g5681, g29785	AL6G14230
OG0007554	g7413, g12355	AL3G22270
OG0007555	g12331	AL3G22730
OG0007556	g12327	AL3G22800
OG0007557	g12322, g7384	AL3G22940
OG0007559	g7369	AL3G23170
OG0007560	g7364	AL3G23250
OG0007561	g7359	AL3G23290
OG0007562	g13124	AL3G23370
OG0007563	g17064	AL7G24530
OG0007564	g12298, g7343	nbis-gene-694
OG0007565	g12297, g13129	AL3G23550
OG0007566	g7341	AL3G23590
OG0007568	g12286	AL3G23970
OG0007569	g47872, g18201	AL5G38720
