Orthogroup	Cochlearia_excelsa	Cardamine_hirsuta
OG0009857	g24032	CARHR227770
OG0009858	g47400	CARHR228510
OG0009859	g17317	CARHR228720
OG0009860	g23919	CARHR230110
OG0009861	g23917	CARHR230130
OG0009862	g23898	CARHR230750
OG0009864	g23895	CARHR230870
OG0009865	g47487, g23850	CARHR231500
OG0009866	g50662	CARHR032150
OG0009867	g27804	CARHR033220
OG0009868	g32742, g50739	CARHR033630
OG0009869	g32766	CARHR033760
OG0009870	g50747	CARHR033770
OG0009871	g27852	CARHR033810
OG0009872	g32973	CARHR034440
OG0009873	g53740	CARHR035540
OG0009874	g36246	CARHR037180
OG0009875	g11667	CARHR292420
OG0009876	g36227	CARHR036780
OG0009877	g32320	CARHR027620
OG0009878	g32358	CARHR028060
OG0009879	g50504	CARHR028620
OG0009880	g32408	CARHR029020
OG0009881	g27688, g32410	CARHR029030
OG0009882	g27691	CARHR029580, CARHR029570
OG0009883	g32429, g27693	CARHR029400
OG0009884	g32430	CARHR029390
OG0009885	g32451	CARHR029650
OG0009886	g27698	CARHR029690
OG0009887	g32457	CARHR029710
OG0009888	g27703	CARHR029880
OG0009890	g50567	CARHR030340
OG0009891	g23004	CARHR243740
OG0009892	g23000	CARHR243800
OG0009893	g22948	CARHR244580
OG0009894	g22933	CARHR244710
OG0009895	g22911	CARHR245040
OG0009896	g22909	CARHR245050
OG0009897	g22900	CARHR245140
OG0009898	g22892	CARHR245240
OG0009899	g22882	CARHR245410
OG0009900	g22879	CARHR245420
OG0009901	g36912	CARHR292950
OG0009902	g22844	CARHR245700
OG0009903	g50943	CARHR114360
OG0009904	g22829	CARHR245890
OG0009905	g47993	CARHR245980
OG0009906	g22809	CARHR246160
OG0009907	g22802	CARHR246230
OG0009909	g22791	CARHR246430
OG0009910	g18295, g52911	CARHR246480
OG0009911	g22764	CARHR246700
OG0009912	g22733	CARHR246980
OG0009913	g22724	CARHR247040
OG0009914	g22705	CARHR247320
OG0009915	g18312	CARHR247700
OG0009916	g18321	CARHR247810
OG0009917	g18384	CARHR143600
OG0009918	g47433, g46857	CARHR216730
OG0009919	g46929	CARHR217060
OG0009920	g46741	CARHR213910
OG0009921	g46702	CARHR262960
OG0009922	g46700	CARHR262830
OG0009923	g46690	CARHR262610
OG0009924	g51494	CARHR129200
OG0009925	g38006	CARHR129850
OG0009926	g40963	CARHR050790
OG0009927	g1867	CARHR171700
OG0009928	g51527	CARHR129700
OG0009929	g51526	CARHR129680
OG0009930	g51519, g37136	CARHR129580
OG0009932	g38000	CARHR129440
OG0009934	g40271	CARHR260740
OG0009935	g40262	CARHR260430
OG0009936	g38331	CARHR265560
OG0009937	g37089	CARHR128210
OG0009938	g51382	CARHR127700
OG0009939	g51370	CARHR127610
OG0009940	g51368	CARHR127590
OG0009941	g37026	CARHR181650, CARHR204890, CARHR213980
OG0009942	g37015	CARHR181560
OG0009943	g37137	CARHR284720
OG0009944	g25839	CARHR261030
OG0009945	g40291	CARHR261140
OG0009946	g40295	CARHR261240, CARHR256690
OG0009947	g40321	CARHR256000
OG0009948	g40327	CARHR255940
OG0009949	g40382	CARHR254520
OG0009950	g25675	CARHR254410
OG0009951	g40410	CARHR253650
OG0009952	g40430	CARHR253300
OG0009953	g40435, g16067, g25593	CARHR253070
OG0009954	g40445, g25585	CARHR252900
OG0009955	g40447	CARHR252870
OG0009956	g40448	CARHR252830, CARHR252840
OG0009957	g40461	CARHR252480
OG0009958	g40492	CARHR178620
OG0009959	g40538	CARHR177370
OG0009960	g10997	CARHR176880
OG0009961	g10985	CARHR176700
OG0009962	g10984	CARHR176690
OG0009963	g40602	CARHR175750
OG0009964	g40627	CARHR044550
OG0009965	g40635	CARHR175020
OG0009967	g40672, g10908	CARHR174460
OG0009968	g37770	CARHR143360
OG0009969	g10851, g40717	CARHR173680
OG0009970	g40719	CARHR173650
OG0009971	g40706, g10865	CARHR173890
OG0009972	g46940	CARHR218120
OG0009973	g6538	CARHR099240
OG0009975	g24705	CARHR218870
OG0009976	g2304	CARHR164140
OG0009977	g47004	CARHR219200
OG0009978	g47009	CARHR219490
OG0009979	g47039	CARHR220290
OG0009980	g24522	CARHR220820
OG0009981	g47077	CARHR221330
OG0009982	g6665	CARHR097430
OG0009983	g43419, g43418	CARHR262240
OG0009984	g16872, g16873	CARHR262230
OG0009985	g16871	CARHR262220
OG0009986	g16850	CARHR261960
OG0009987	g4318	CARHR261910
OG0009988	g37301	CARHR133650
OG0009989	g16787	CARHR212970
OG0009990	g50169	CARHR272980
OG0009991	g16765	CARHR212600
OG0009992	g40274	CARHR260810
OG0009993	g37771	CARHR143420
OG0009994	g37745	CARHR143020
OG0009995	g50824	CARHR142760
OG0009996	g50822	CARHR142720
OG0009997	g37695	CARHR142110
OG0009998	g37688	CARHR142080
OG0009999	g50792	CARHR142000
OG0010000	g37651	CARHR141520
OG0010001	g37650	CARHR141510
OG0010002	g52278	CARHR141050
OG0010003	g52254	CARHR140690
OG0010004	g37606	CARHR140570
OG0010005	g52224	CARHR140480
OG0010006	g52225	CARHR140470
OG0010007	g52208, g38239, g976	CARHR224150
OG0010008	g52198	CARHR140150
OG0010009	g13838	CARHR111600
OG0010010	g52146	CARHR139140
OG0010011	g52130	CARHR138950
OG0010012	g52129	CARHR138930
OG0010013	g52126	CARHR138870
OG0010015	g52106	CARHR138190
OG0010017	g52095	CARHR138130
OG0010018	g52093	CARHR138090
OG0010019	g52027	CARHR137150
OG0010020	g52031, g37435	CARHR228030, CARHR137180
OG0010021	g18979	CARHR167900
OG0010022	g37411	CARHR136900
OG0010023	g38168	CARHR136820
OG0010024	g37394	CARHR136660
OG0010025	g51996	CARHR136600
OG0010026	g5798	CARHR211230
OG0010027	g5797	CARHR211220
OG0010028	g5790	CARHR211000
OG0010029	g45329	CARHR210780
OG0010030	g45337	CARHR210660
OG0010031	g5766	CARHR210440
OG0010033	g29836	CARHR210020
OG0010034	g5738	CARHR118050, CARHR118060, CARHR209960
OG0010035	g5734	CARHR209930
OG0010036	g5725	CARHR209820
OG0010038	g29811	CARHR209390
OG0010039	g45376	CARHR209330
OG0010040	g29110	CARHR193590
OG0010041	g657	CARHR193310
OG0010042	g29123	CARHR193340
OG0010043	g703	CARHR192730
OG0010045	g711	CARHR192580
OG0010046	g28946	CARHR192620
OG0010047	g28932	CARHR192320
OG0010048	g28931, g41402	CARHR192310
OG0010049	g5072, g29206	CARHR197320
OG0010050	g734	CARHR192110
OG0010051	g41386	CARHR191980
OG0010052	g748, g28906	CARHR191800
OG0010053	g755	CARHR191770
OG0010054	g16809	CARHR253380, CARHR213470
OG0010055	g41353	CARHR190970
OG0010056	g28849	CARHR274440
OG0010057	g843, g28828	CARHR274250
OG0010058	g41327	CARHR274120
OG0010059	g861	CARHR273680, CARHR055210
OG0010060	g1276	CARHR273090
OG0010061	g27644	CARHR035110, CARHR105350, CARHR229380, CARHR027410
OG0010062	g28710	CARHR272830
OG0010063	g312	CARHR277070
OG0010064	g9819	CARHR277180
OG0010065	g305	CARHR277190
OG0010066	g302	CARHR277230
OG0010067	g1028	CARHR269010
OG0010068	g260	CARHR277870
OG0010069	g9781	CARHR278090
OG0010070	g9774	CARHR278200
OG0010071	g236	CARHR278310
OG0010072	g200	CARHR293840
OG0010073	g178, g9725	CARHR279020
OG0010074	g176	CARHR279040
OG0010075	g9700	CARHR279630
OG0010076	g140, g9698	CARHR279660
OG0010077	g72	CARHR280440
OG0010078	g61	CARHR036590, CARHR280630
OG0010079	g59	CARHR280710
OG0010080	g54	CARHR280730
OG0010081	g9661	CARHR280760
OG0010082	g41, g19652	CARHR280950
OG0010083	g26	CARHR156560
OG0010084	g19642	CARHR281330
OG0010085	g2476, g19313	CARHR160990
OG0010086	g24055	CARHR281810, CARHR257450
OG0010087	g25339	CARHR248120
OG0010089	g45271	CARHR288840, CARHR248760
OG0010090	g31767	CARHR018900
OG0010091	g39482	CARHR249050
OG0010092	g25415, g25418, g45221	CARHR250200
OG0010093	g25433	CARHR249840
OG0010094	g39547	CARHR250340
OG0010095	g39549	CARHR250410
OG0010096	g45233	CARHR250540, CARHR034320
OG0010097	g25471	CARHR250850
OG0010098	g25479	CARHR251010
OG0010099	g25501	CARHR251550
OG0010100	g39636	CARHR251620
OG0010101	g25511	CARHR251670, CARHR116120, CARHR116160, CARHR116130
OG0010102	g39639	CARHR251700
OG0010103	g39643, g45192	CARHR251730
OG0010104	g39668	CARHR251990
OG0010105	g11102	CARHR006300
OG0010106	g51351	CARHR127390
OG0010107	g51342	CARHR127320
OG0010109	g51305, g35972	CARHR126440
OG0010110	g51278	CARHR125690
OG0010111	g37915	CARHR125490
OG0010112	g39858	CARHR124810
OG0010113	g51233, g39873	CARHR124590
OG0010114	g39895	CARHR124210
OG0010115	g39916	CARHR123730
OG0010116	g39957	CARHR123260
OG0010119	g39976	CARHR121630
OG0010120	g51077, g40034	CARHR121380
OG0010121	g40059	CARHR121090
OG0010122	g40063	CARHR121060
OG0010123	g40067	CARHR120880
OG0010124	g40084	CARHR120510
OG0010125	g40085	CARHR120500
OG0010126	g40086	CARHR120490
OG0010127	g40116	CARHR119940
OG0010128	g40158	CARHR118980
OG0010129	g40178	CARHR004260
OG0010130	g40185	CARHR118720
OG0010131	g38288	CARHR115120
OG0010132	g23634	CARHR235110
OG0010133	g12721	CARHR075040
OG0010134	g7546	CARHR082920
OG0010135	g3249	CARHR212250
OG0010136	g37389	CARHR136520
OG0010137	g37387	CARHR136470
OG0010138	g23703	CARHR233950
OG0010139	g17131	CARHR234010
OG0010140	g12703	CARHR075790
OG0010141	g7856	CARHR076820
OG0010142	g12655	CARHR077220
OG0010143	g12653	CARHR077240
OG0010144	g7818	CARHR077650
OG0010145	g12781	CARHR077710
OG0010146	g7812	CARHR077790
OG0010147	g12620	CARHR077870
OG0010148	g7778, g7769	CARHR078520
OG0010149	g7762	CARHR078650
OG0010150	g12822	CARHR079030
OG0010151	g12533	CARHR080180
OG0010152	g12938	CARHR081260
OG0010153	g7630	CARHR081250
OG0010154	g7620	CARHR081530
OG0010155	g7615, g7324	CARHR081590
OG0010156	g12456	CARHR081670
OG0010157	g12982	CARHR082480
OG0010158	g12425	CARHR082700
OG0010159	g9874, g382	CARHR275840
OG0010160	g13000	CARHR083050
OG0010161	g51841	CARHR134900
OG0010162	g51820	CARHR134740
OG0010163	g51813, g37335	CARHR134690
OG0010164	g51778	CARHR134340
OG0010165	g2252	CARHR164910
OG0010166	g51748	CARHR133810
OG0010167	g37293	CARHR133480, CARHR288720
OG0010169	g38045	CARHR130930
OG0010170	g51608	CARHR131310, CARHR131250
OG0010171	g38062	CARHR131640
OG0010172	g37197	CARHR131660
OG0010173	g38069	CARHR132330
OG0010174	g51670, g51669	CARHR131750
OG0010175	g51703	CARHR132750
OG0010176	g51693	CARHR132660
OG0010178	g26986	CARHR006200
OG0010179	g38103	CARHR133370
OG0010180	g49940	CARHR015970
OG0010181	g27305	CARHR016020
OG0010182	g31666	CARHR017260
OG0010183	g50007, g31715	CARHR018140
OG0010184	g50014	CARHR018290
OG0010185	g41411	CARHR192770
OG0010186	g31751	CARHR018690
OG0010187	g31798	CARHR019300
OG0010189	g31829	CARHR019830
OG0010190	g50086	CARHR019990
OG0010191	g31859	CARHR020090
OG0010192	g50112	CARHR020430
OG0010193	g31891	CARHR020470
OG0010195	g31892	CARHR020500
OG0010196	g50116	CARHR020560
OG0010197	g50141	CARHR020930
OG0010198	g27468	CARHR021210
OG0010199	g27469	CARHR021220
OG0010200	g27474	CARHR021280
OG0010201	g31964	CARHR021510
OG0010203	g27492	CARHR022060
OG0010204	g14076	CARHR071230
OG0010205	g27526	CARHR023030
OG0010206	g27535	CARHR023190
OG0010207	g50264	CARHR023290
OG0010209	g50281	CARHR023690
OG0010210	g45860	CARHR063730
OG0010211	g50307	CARHR024300
OG0010212	g32128	CARHR025010
OG0010213	g50361, g32152	CARHR025350
OG0010214	g44772	CARHR062110
OG0010215	g32165	CARHR025580
OG0010216	g32188	CARHR025800
OG0010217	g32192	CARHR025930
OG0010218	g41569	CARHR060890
OG0010219	g32222, g50391	CARHR026310
OG0010220	g32244	CARHR026520
OG0010221	g32245	CARHR026530
OG0010222	g27626	CARHR026970
OG0010223	g17203	CARHR232040
OG0010224	g23800	CARHR232470
OG0010225	g17182	CARHR232490
OG0010226	g23787	CARHR232590
OG0010227	g23786	CARHR232600
OG0010228	g17156	CARHR233170
OG0010229	g38333	CARHR116200
OG0010230	g38369	CARHR117460
OG0010231	g38371, g38375, g38379	CARHR117540
OG0010232	g50976	CARHR117930
OG0010233	g50973	CARHR118140
OG0010235	g50960	CARHR263820, CARHR184800
OG0010236	g5010, g38422	CARHR114600
OG0010239	g50905	CARHR114200
OG0010240	g38523, g50878	CARHR112650
OG0010241	g50854	CARHR112020
OG0010242	g31576, g49931	CARHR015650
OG0010243	g27288	CARHR015580
OG0010244	g49919	CARHR015260
OG0010245	g49905, g31528	CARHR014890
OG0010246	g31513	CARHR014690
OG0010247	g49900, g27251, g31485	CARHR014310
OG0010248	g31451	CARHR013710
OG0010249	g27221	CARHR013720
OG0010250	g31436	CARHR013550
OG0010251	g31377	CARHR012630
OG0010252	g27151	CARHR011570
OG0010253	g49768	CARHR011370
OG0010254	g31295	CARHR011220
OG0010255	g31284	CARHR011120
OG0010256	g49735	CARHR010830
OG0010257	g49730, g31251	CARHR010620
OG0010258	g49623	CARHR009540
OG0010259	g31182	CARHR009440
OG0010260	g31161	CARHR009020
OG0010261	g27059	CARHR008890
OG0010262	g31139	CARHR008730
OG0010263	g49574	CARHR007410
OG0010264	g31025	CARHR006490
OG0010265	g31001	CARHR006070
OG0010266	g43231	CARHR143520
OG0010267	g30952	CARHR005270
OG0010268	g49499	CARHR004940
OG0010269	g30930, g49496	CARHR054160, CARHR054150, CARHR004920
OG0010270	g30916, g49488	CARHR004680
OG0010271	g30915	CARHR004670
OG0010272	g30900	CARHR004240
OG0010273	g30902	CARHR004180
OG0010274	g30873	CARHR003840
OG0010275	g30867	CARHR003690
OG0010276	g49440	CARHR003350
OG0010277	g49437	CARHR003320
OG0010278	g26918	CARHR002960
OG0010279	g30840	CARHR003120
OG0010280	g49432	CARHR003170
OG0010281	g30815	CARHR005920, CARHR002620
OG0010282	g30803	CARHR002330
OG0010283	g30780	CARHR001960
OG0010284	g49368	CARHR001750
OG0010285	g49376	CARHR001790
OG0010286	g49322	CARHR000910
OG0010287	g29328	CARHR199450
OG0010288	g29315	CARHR199080
OG0010289	g5169	CARHR198580
OG0010290	g29239	CARHR197720
OG0010291	g29245	CARHR197870
OG0010292	g5043, g45734	CARHR196730
OG0010293	g45738	CARHR196520
OG0010294	g5028	CARHR196530
OG0010295	g5021	CARHR196430
OG0010296	g4999	CARHR195990
OG0010297	g29143	CARHR195920
OG0010298	g4985	CARHR195530
OG0010299	g12616	CARHR078080
OG0010300	g41475	CARHR194750
OG0010301	g4896, g29081	CARHR193990
OG0010302	g29101	CARHR193700
OG0010303	g23187	CARHR241460
OG0010304	g4715	CARHR185700
OG0010305	g10165	CARHR185100
OG0010306	g4729, g10168	CARHR185160
OG0010307	g10175	CARHR185310
OG0010308	g10177	CARHR185330
OG0010309	g10191	CARHR182110
OG0010310	g10193	CARHR182130
OG0010311	g10213	CARHR182640
OG0010312	g4639	CARHR182240
OG0010313	g10256	CARHR183510
OG0010314	g7595, g12444	CARHR082020
OG0010315	g5256	CARHR199770
OG0010316	g45468	CARHR206130
OG0010317	g53940, g53981	CARHR034820
OG0010318	g29678	CARHR206750, CARHR206760
OG0010319	g29681, g5597	CARHR207130
OG0010320	g29687	CARHR207010
OG0010321	g29710	CARHR207490
OG0010322	g29719	CARHR207590
OG0010325	g5643	CARHR207920
OG0010326	g5644	CARHR207950
OG0010327	g29738	CARHR208040
OG0010328	g29739	CARHR208070
OG0010329	g5652	CARHR208280
OG0010330	g45409, g5650	CARHR208270
OG0010331	g622	CARHR187540
OG0010332	g583	CARHR188320
OG0010334	g10017	CARHR188950
OG0010335	g18568	CARHR188900
OG0010337	g514	CARHR189540
OG0010338	g508	CARHR189670
OG0010339	g9973	CARHR189940
OG0010340	g458	CARHR190490
OG0010341	g9940	CARHR274610
OG0010342	g421	CARHR275200
OG0010343	g415	CARHR275330
OG0010344	g9867	CARHR276030
OG0010345	g358, g9857	CARHR276250
OG0010346	g355	CARHR276280
OG0010347	g338	CARHR276500
OG0010348	g28696	CARHR272070
OG0010349	g2477	CARHR160980
OG0010350	g2513	CARHR160530
OG0010351	g2541	CARHR160350
OG0010352	g19343, g2543	CARHR160340
OG0010353	g19362	CARHR159900
OG0010354	g2618	CARHR158690
OG0010355	g11385	CARHR158000
OG0010356	g2647	CARHR157890
OG0010357	g19426	CARHR157400
OG0010358	g19422	CARHR157330
OG0010359	g2708	CARHR157240
OG0010360	g19470, g2727	CARHR156970
OG0010361	g2758	CARHR156700
OG0010362	g2746	CARHR156490
OG0010363	g11437	CARHR149900
OG0010364	g11447	CARHR150990
OG0010365	g3118, g19603	CARHR151500
OG0010366	g3131	CARHR151580
OG0010367	g3435	CARHR152720
OG0010368	g19613	CARHR049880
OG0010370	g41628	CARHR060360
OG0010371	g41685	CARHR060110
OG0010372	g13637	CARHR060920
OG0010373	g44870	CARHR060620
OG0010374	g44826	CARHR061370
OG0010375	g13636	CARHR061430
OG0010376	g44803	CARHR061620
OG0010377	g13635	CARHR061540
OG0010378	g44783, g45768, g36533	CARHR061870
OG0010380	g44773	CARHR062100
OG0010382	g45836	CARHR063330
OG0010383	g45896	CARHR064320
OG0010384	g45911	CARHR064500
OG0010385	g44638, g45944	CARHR291020
OG0010386	g44617	CARHR065050
OG0010387	g46437	CARHR071760
OG0010388	g46406	CARHR071490
OG0010390	g46376	CARHR071130
OG0010391	g46352	CARHR070880
OG0010392	g19307	CARHR161080
OG0010393	g46327	CARHR070640
OG0010394	g46322	CARHR070570
OG0010395	g50119, g27450	CARHR020600
OG0010396	g46186	CARHR068510
OG0010398	g44547	CARHR067240
OG0010399	g46101	CARHR066960
OG0010400	g46096	CARHR066900
OG0010401	g46081	CARHR066710
OG0010402	g46068, g44564	CARHR066580
OG0010404	g44580	CARHR066020
OG0010405	g46025	CARHR065940
OG0010406	g44590	CARHR072900
OG0010407	g46024	CARHR065930
OG0010408	g44610	CARHR065250
OG0010409	g46500, g44337	CARHR072760
OG0010410	g13605	CARHR073060
OG0010411	g13602	CARHR073460
OG0010413	g46564	CARHR073890
OG0010414	g44290	CARHR074000
OG0010415	g44277	CARHR074280
OG0010417	g39377	CARHR268640
OG0010419	g12243	CARHR045420, CARHR087900
OG0010420	g12235	CARHR088320
OG0010421	g12191	CARHR089210
OG0010423	g12178	CARHR089340
OG0010425	g12162, g7143	CARHR089750
OG0010426	g701	CARHR192760
OG0010427	g7105	CARHR090240
OG0010428	g7093	CARHR090380
OG0010429	g12134	CARHR090590
OG0010430	g12115	CARHR090750
OG0010431	g7015	CARHR091570
OG0010432	g24400	CARHR114900
OG0010434	g6931	CARHR092910
OG0010435	g12029	CARHR093240
OG0010436	g13305	CARHR093610
OG0010437	g6882	CARHR093700
OG0010438	g6880, g12008	CARHR093740
OG0010439	g12005	CARHR093880
OG0010440	g6861	CARHR094010
OG0010441	g13324	CARHR094200
OG0010442	g6847	CARHR094350
OG0010443	g11980, g6845	CARHR094380
OG0010444	g6834	CARHR094490
OG0010445	g28077	CARHR039540
OG0010446	g6781	CARHR095110
OG0010447	g6780	CARHR095130
OG0010448	g6774	CARHR095360
OG0010449	g6773, g11947	CARHR095370
OG0010450	g36444	CARHR040440
OG0010451	g11933	CARHR095760
OG0010452	g11925	CARHR095780
OG0010453	g6753	CARHR095790
OG0010454	g6749	CARHR095860
OG0010455	g6748	CARHR095870
OG0010456	g6724	CARHR096170
OG0010457	g11907	CARHR096290
OG0010459	g6711, g6717	CARHR096470
OG0010460	g6692	CARHR096890
OG0010461	g11867	CARHR097420
OG0010462	g6628	CARHR097670
OG0010463	g13401	CARHR097810
OG0010464	g11847	CARHR097850
OG0010466	g11804	CARHR098620
OG0010467	g6458	CARHR100410
OG0010468	g11780	CARHR098880
OG0010469	g13447	CARHR098900
OG0010470	g6556	CARHR098950
OG0010471	g6549, g11766	CARHR099060
OG0010472	g6544	CARHR099160
OG0010474	g6491	CARHR099890
OG0010475	g11735	CARHR099990
OG0010476	g13494	CARHR100420
OG0010477	g6392	CARHR101770
OG0010478	g6333	CARHR104010
OG0010479	g14345	CARHR286460
OG0010480	g14257, g14260	CARHR105830
OG0010481	g6147	CARHR106260
OG0010482	g13703	CARHR106290
OG0010483	g39572, g6387	CARHR106660
OG0010484	g14060	CARHR107190
OG0010485	g6120	CARHR107210
OG0010486	g14050	CARHR107360
OG0010487	g14041	CARHR293590
OG0010488	g6008	CARHR108970
OG0010489	g13906	CARHR109960
OG0010490	g13805	CARHR109990
OG0010491	g13901	CARHR110140, CARHR110150
OG0010492	g13895	CARHR110250
OG0010494	g5935	CARHR110580
OG0010495	g23513	CARHR236720
OG0010496	g5929	CARHR110690
OG0010497	g5909	CARHR110900
OG0010499	g5901	CARHR111140
OG0010501	g54385	CARHR115860, CARHR045890
OG0010502	g36726	CARHR045370
OG0010503	g24798	CARHR218470
OG0010504	g36514	CARHR041800
OG0010505	g2470	CARHR161090
OG0010506	g36164	CARHR040970
OG0010507	g28040	CARHR041380
OG0010508	g54198	CARHR040810
OG0010509	g28053	CARHR040540
OG0010510	g28055	CARHR040480
OG0010511	g36439, g54165	CARHR039560
OG0010512	g54136	CARHR039570
OG0010513	g28095	CARHR038760
OG0010514	g28083	CARHR039090
OG0010515	g54084	CARHR284500
OG0010516	g54076	CARHR038020
OG0010517	g54047, g28108	CARHR037770
OG0010519	g47118	CARHR260120, CARHR056520, CARHR290150, CARHR290170
OG0010520	g37095, g37076	CARHR128660
OG0010521	g37079	CARHR128620
OG0010522	g2437	CARHR161670
OG0010523	g19279	CARHR161770
OG0010524	g2432	CARHR161790
OG0010525	g19272	CARHR161990
OG0010526	g2417	CARHR162020
OG0010527	g2412	CARHR162230
OG0010528	g19216	CARHR162780
OG0010530	g685	CARHR192940
OG0010531	g2391	CARHR162820
OG0010532	g19207	CARHR163080
OG0010533	g2381	CARHR162980
OG0010534	g2370	CARHR163100
OG0010535	g19194, g11309	CARHR163400
OG0010536	g2341	CARHR163480
OG0010537	g19172	CARHR163870
OG0010539	g2293	CARHR164270
OG0010540	g19146	CARHR164560
OG0010541	g2266	CARHR164760
OG0010543	g2236	CARHR165090
OG0010544	g2231	CARHR165250
OG0010545	g19069	CARHR165790
OG0010546	g2061, g19007	CARHR167020
OG0010547	g2062	CARHR167030
OG0010548	g19004	CARHR167080
OG0010549	g1982	CARHR168940
OG0010550	g1983, g18946	CARHR168960
OG0010551	g11206	CARHR169100
OG0010552	g18914	CARHR169420
OG0010553	g2294, g19156	CARHR164260
OG0010554	g18880	CARHR170030
OG0010555	g1965	CARHR170110
OG0010556	g18820	CARHR170810
OG0010557	g18806	CARHR171000
OG0010558	g18689	CARHR171500
OG0010559	g1873	CARHR171510
OG0010560	g1870	CARHR171610
OG0010562	g1844	CARHR171850
OG0010563	g11161	CARHR172150
OG0010564	g1802	CARHR172230
OG0010565	g1796	CARHR172240
OG0010566	g1794	CARHR172280
OG0010567	g18796	CARHR172810
OG0010568	g18744	CARHR173210
OG0010570	g18768	CARHR173490
OG0010572	g31587	CARHR015810
OG0010575	g2434	CARHR161750
OG0010576	g2291	CARHR164330
OG0010577	g2051, g45608	CARHR168270
OG0010578	g51857	CARHR135090
OG0010579	g38147	CARHR135830
OG0010580	g23409	CARHR238270
OG0010582	g30804	CARHR002350
OG0010583	g30934	CARHR004980, CARHR221140
OG0010585	g49602	CARHR007760
OG0010586	g49625	CARHR009520
OG0010587	g27178	CARHR012290
OG0010589	g27512	CARHR022430
OG0010590	g44700	CARHR063590
OG0010591	g41533	CARHR061280
OG0010592	g44858	CARHR060800
OG0010594	g1592	CARHR147450
OG0010595	g37813	CARHR120690
OG0010596	g13509	CARHR100640
OG0010597	g6599	CARHR097930
OG0010598	g12037	CARHR092990
OG0010600	g7210	CARHR088560
OG0010601	g12270	CARHR087230
OG0010602	g7303	CARHR087060
OG0010603	g12399	CARHR083790
OG0010604	g7518, g13014	CARHR083360
OG0010605	g7606	CARHR081840
OG0010606	g18475, g7729	CARHR079250
OG0010609	g26055, g29676	CARHR206690, CARHR206700
OG0010611	g36954	CARHR112930
OG0010613	g17450	CARHR225850, CARHR290430
OG0010614	g24169	CARHR225520
OG0010615	g24264	CARHR224070
OG0010616	g32422	CARHR029490
OG0010617	g51319	CARHR126830
OG0010618	g5473	CARHR204200
OG0010622	g29258	CARHR032730, CARHR032660
OG0010623	g10164	CARHR185090
OG0010624	g47700	CARHR237380
OG0010625	g11501	CARHR150370
OG0010626	g787, g28877	CARHR191270
OG0010628	g14921, g18551	CARHR187560
OG0010629	g550	CARHR188860
OG0010630	g9862	CARHR276140
OG0010632	g31479	CARHR014190
OG0010634	g36358, g36354	CARHR035900
OG0010639	g6471	CARHR100140
OG0010644	g4745	CARHR185460
OG0010645	g24280	CARHR223880
OG0010660	g17055	CARHR235920
OG0010661	g47662	CARHR236040
OG0010662	g23539	CARHR236390
OG0010663	g23475	CARHR237150
OG0010664	g23420	CARHR238160
OG0010665	g23380	CARHR238580
OG0010666	g18381	CARHR149670
OG0010667	g47764, g23356	CARHR238950
OG0010668	g23343	CARHR239140
OG0010670	g47791	CARHR239670
OG0010671	g23286	CARHR240070
OG0010672	g23254	CARHR240570
OG0010673	g47822	CARHR240740
OG0010674	g23199	CARHR241230
OG0010675	g47834, g23208	CARHR241070
OG0010676	g785	CARHR191300
OG0010677	g18184	CARHR242000
OG0010678	g37222, g51648	CARHR132030
OG0010679	g18200	CARHR242610
OG0010680	g18194	CARHR242200
OG0010681	g23096	CARHR242350
OG0010683	g47898	CARHR243180
OG0010684	g47908	CARHR243510
OG0010685	g29336	CARHR199640
OG0010686	g32533	CARHR031050
OG0010687	g32554	CARHR031420
OG0010688	g17557	CARHR223700
OG0010689	g47196, g24302	CARHR223640
OG0010690	g47195	CARHR223610
OG0010691	g17575, g24332	CARHR223080
OG0010692	g17577	CARHR222950
OG0010694	g17582, g24349	CARHR222850
OG0010695	g24357	CARHR222770
OG0010696	g17588	CARHR222760
OG0010697	g41122	CARHR289820
OG0010698	g19021	CARHR166630
OG0010699	g43970	CARHR289850
OG0010701	g41093	CARHR054720
OG0010702	g41074	CARHR053990
OG0010703	g24716	CARHR053820, CARHR278220
OG0010704	g44048	CARHR284140
OG0010706	g44084	CARHR053580
OG0010707	g41037, g41039	CARHR053240
OG0010708	g41043	CARHR053180
OG0010709	g44103	CARHR053070
OG0010710	g41036	CARHR052990
OG0010711	g41031	CARHR052780
OG0010712	g44111	CARHR260750, CARHR052770
OG0010713	g41027	CARHR052750
OG0010714	g41025	CARHR052670
OG0010716	g40998	CARHR052270
OG0010717	g40982	CARHR052180
OG0010718	g44157	CARHR051390
OG0010719	g44188	CARHR050670
OG0010720	g44196	CARHR050570
OG0010721	g40935	CARHR050410
OG0010722	g10822	CARHR143680
OG0010723	g10763	CARHR144350
OG0010724	g10728	CARHR144810
OG0010725	g16704	CARHR144980, CARHR215280
OG0010726	g10710, g10714	CARHR145020
OG0010727	g10705	CARHR145110
OG0010728	g10699	CARHR145190
OG0010729	g10693	CARHR145260
OG0010730	g10665	CARHR145730
OG0010731	g1564	CARHR260190, CARHR288520
OG0010732	g31453	CARHR013750
OG0010733	g10591	CARHR147020
OG0010734	g49870	CARHR013560
OG0010735	g10585	CARHR147130
OG0010736	g10578	CARHR147240
OG0010737	g1588	CARHR147360
OG0010738	g10475	CARHR148950
OG0010739	g10467	CARHR149060
