Orthogroup	Cochlearia_excelsa	Aethionema_saxatile
OG0007850	g141	As005G118730
OG0007851	g129	As005G118830
OG0007852	g9684, g110	As005G119030
OG0007853	g87	As005G119260
OG0007854	g81	As005G119330, As010G221280
OG0007855	g9667, g74	As005G119420
OG0007857	g28	As005G120310
OG0007858	g19323	As005G120510
OG0007859	g9629	As005G120540
OG0007860	g25371	As006G121250
OG0007861	g25368	As006G121380
OG0007862	g39487	As006G121780
OG0007863	g25400	As006G122040
OG0007864	g45261	As006G122090
OG0007865	g39494	As006G122370
OG0007866	g25423	As006G122570
OG0007867	g39538	As006G122920
OG0007868	g39554	As006G123080
OG0007869	g39557	As006G123110
OG0007870	g25464	As006G123140
OG0007871	g39603	As006G123520
OG0007872	g25487	As006G123570
OG0007873	g39631	As006G123810
OG0007874	g25510, g39637	As006G123990
OG0007875	g39677	As006G124350
OG0007876	g39699	As006G124670
OG0007877	g39738	As006G125220
OG0007878	g39742	As006G125270
OG0007879	g51352	As006G125310, As008G196130
OG0007880	g39790	As006G125650
OG0007881	g39789	As006G125670
OG0007882	g51297	As006G125690
OG0007883	g39761	As006G126070
OG0007884	g51299	As006G126120
OG0007885	g51269	As008G194640, As006G126930
OG0007887	g39868	As006G127530
OG0007888	g39878	As006G127650
OG0007889	g39879	As006G127680
OG0007891	g39890, g39889	As006G127810
OG0007892	g39909, g51213	As006G128030
OG0007893	g39917	As006G128140
OG0007894	g51201	As006G128170
OG0007895	g51193	As006G128290
OG0007896	g26996	As006G128450
OG0007897	g39952	As006G128460
OG0007898	g51098	As006G129430
OG0007899	g40000	As006G129440
OG0007900	g51078	As006G129790
OG0007901	g40036	As006G129830
OG0007902	g40046	As006G129940
OG0007903	g40080	As006G130240
OG0007904	g40141	As006G130560
OG0007905	g40175	As006G131190
OG0007907	g38279, g36807	As006G131650
OG0007908	g38291	As006G131740
OG0007909	g23638, g17089	As006G132380
OG0007910	g23655	As006G132570
OG0007911	g29287, g5162	As006G132860, As009G200510
OG0007912	g12716	As006G133110
OG0007914	g16736	As006G133970
OG0007915	g23696	As006G134170
OG0007916	g12741	As006G134830
OG0007917	g7918	As006G134870
OG0007918	g29261	As006G134890, As009G201310
OG0007919	g7901	As006G135130
OG0007920	g7880, g6215, g12685	As006G135370
OG0007921	g12679	As006G135670
OG0007922	g12671	As006G135800
OG0007923	g7848	As006G135880
OG0007924	g12659	As006G136110
OG0007925	g7824, g12634	As009G203430, As006G136480
OG0007926	g12622, g12790	As006G136880
OG0007927	g12612, g7790	As006G137360
OG0007928	g12815	As006G137900
OG0007929	g12589, g7743	As006G137940
OG0007930	g12833, g7736	As006G138110
OG0007931	g7719, g12842	As006G138210
OG0007932	g7725, g42578, g12835	As006G138340
OG0007934	g12847	As006G138470
OG0007935	g12857	As006G138630
OG0007937	g12864	As006G138840
OG0007938	g12877	As006G139070
OG0007939	g7682	As006G139390
OG0007940	g7669	As006G139520
OG0007941	g12921	As006G139700
OG0007942	g12928	As006G140130
OG0007943	g7641	As006G140180
OG0007944	g7640	As006G140200
OG0007945	g7638	As006G140220
OG0007946	g7636, g12930	As006G140240
OG0007947	g12931	As006G140250
OG0007948	g10224	As006G140690
OG0007949	g12453	As006G140810
OG0007950	g7598, g12445	As006G141050
OG0007951	g7584	As006G141220
OG0007952	g12978	As006G141400
OG0007953	g7568	As006G141490
OG0007954	g12433	As006G141500
OG0007955	g12996, g12426	As006G141690
OG0007956	g7549	As006G141840
OG0007957	g7532	As006G142100
OG0007958	g51868	As006G142770
OG0007960	g37352	As006G142820
OG0007961	g37339	As006G142990
OG0007962	g37336, g51823	As006G143150
OG0007963	g37320	As006G143540
OG0007964	g37296	As006G144270
OG0007965	g51565	As006G144610
OG0007967	g38029	As006G144730
OG0007968	g51586	As006G145060
OG0007969	g38039	As006G145090
OG0007970	g38046	As006G145230
OG0007971	g51616	As006G145480
OG0007972	g51619	As006G145520
OG0007973	g37194	As006G145690
OG0007974	g51630	As006G145840
OG0007975	g51657, g38075	As006G146570
OG0007976	g38081	As006G146760
OG0007977	g51664, g38085	As006G146800
OG0007978	g51677	As006G146960
OG0007979	g51695, g37252	As006G147600
OG0007980	g51709	As006G147980
OG0007981	g51716	As006G148510
OG0007982	g51545	As006G149020
OG0007983	g49939, g31597	As007G152010
OG0007984	g49965, g31642	As007G152770
OG0007985	g31661	As007G153170
OG0007986	g27396	As007G154300
OG0007987	g31766	As007G154490
OG0007988	g31756	As007G154580
OG0007989	g31772	As007G154780
OG0007990	g50039	As007G154790
OG0007991	g31779	As007G154880
OG0007992	g31795	As007G155060
OG0007993	g31797	As007G155110
OG0007994	g31811	As007G155270
OG0007995	g31834	As007G155640
OG0007996	g31835, g50079	As007G155660
OG0007997	g31851	As010G238350, As007G155760
OG0007998	g50087	As007G155800
OG0007999	g31887	As007G156060
OG0008000	g50105	As007G156070
OG0008001	g27446	As007G156150
OG0008002	g50125	As007G156350
OG0008003	g31915, g50131	As007G156480
OG0008004	g50157, g27470	As007G156880
OG0008005	g44398	As010G237040, As007G156900
OG0008006	g31958	As007G157040
OG0008007	g31985	As007G157260
OG0008008	g50192	As010G236370, As007G157380
OG0008009	g31995, g50197	As007G157410
OG0008010	g46324	As007G157420, As010G236320
OG0008011	g31997	As007G157440
OG0008012	g50202	As007G157580
OG0008013	g27491	As007G157670
OG0008014	g32024	As007G158270
OG0008015	g32027	As007G158330
OG0008016	g32039	As007G158540
OG0008017	g32045	As007G158630
OG0008018	g32046, g50278	As007G159200
OG0008019	g32101	As007G159590
OG0008020	g27555	As010G233280, As007G159740
OG0008021	g50326	As007G160100
OG0008022	g50372	As007G161140
OG0008023	g50373, g32190	As007G161150
OG0008024	g32194	As007G161220
OG0008025	g44856	As007G161500
OG0008026	g32249	As007G161840
OG0008027	g32269, g50404	As007G162140
OG0008028	g27629	As007G162150
OG0008029	g27633	As007G162260
OG0008030	g23846, g47492	As007G162670
OG0008031	g47497	As007G162730
OG0008032	g47501	As007G162780
OG0008033	g23834	As007G162970
OG0008034	g23829	As007G163040
OG0008035	g23802, g17183	As007G164310
OG0008036	g23791, g47530	As007G164390
OG0008037	g47534	As007G164580
OG0008038	g47539, g23767	As007G164690
OG0008039	g17175	As007G164750
OG0008040	g23605	As007G166640
OG0008041	g23589	As007G166690
OG0008042	g38354	As007G177540
OG0008043	g50996, g38362	As007G177920
OG0008044	g38387	As007G178190, As007G178250
OG0008045	g38436	As007G179570
OG0008046	g44538, g46132	As007G179800
OG0008047	g38471, g36918	As007G179960
OG0008048	g38472, g43539	As007G179970
OG0008049	g38476	As007G179980
OG0008050	g38483	As007G180130
OG0008051	g38486	As007G180160
OG0008052	g50888	As007G180580
OG0008053	g38517	As007G180650
OG0008054	g50883	As007G180680
OG0008055	g38528, g50866	As007G180960
OG0008056	g38537	As007G181760
OG0008057	g38310, g38542	As007G181800
OG0008058	g50852	As007G181910
OG0008059	g31574	As008G182330
OG0008060	g49928	As008G182400
OG0008061	g31569	As008G182430
OG0008062	g27286	As008G182500
OG0008063	g31553, g27284	As008G182650
OG0008064	g31537	As008G182810
OG0008065	g27269, g31527	As008G182990
OG0008066	g31493	As008G183360
OG0008067	g27256	As008G183410
OG0008068	g31476	As008G183650
OG0008069	g49867	As008G184200
OG0008070	g49862	As008G184290
OG0008071	g49861	As008G184300
OG0008072	g49830, g49835, g49841	As008G184630
OG0008073	g31388, g49823	As008G184730
OG0008074	g27188, g31383	As008G184810
OG0008075	g49800, g31350	As008G185300
OG0008076	g31338, g49784	As008G185520
OG0008077	g31337	As008G185570
OG0008078	g27163	As008G185810
OG0008079	g31321	As008G185980
OG0008080	g49777	As008G186010
OG0008081	g31264	As008G186980
OG0008082	g31249	As008G187220
OG0008083	g31241	As008G187430
OG0008084	g49723	As008G187870
OG0008085	g49702	As008G187970
OG0008086	g19151	As008G188130
OG0008087	g49657	As008G189490
OG0008088	g49672, g31124	As008G189820
OG0008089	g49671, g31126	As008G189840
OG0008090	g27010, g31071	As008G192490
OG0008091	g31050	As008G192990
OG0008092	g49561	As008G193100
OG0008093	g31011	As008G193300
OG0008094	g49552	As008G193340
OG0008095	g49547	As008G193500
OG0008096	g31010	As008G193550
OG0008098	g31005	As008G193630
OG0008099	g30993	As008G193780, As008G193800
OG0008100	g30976	As008G194080
OG0008101	g49517	As008G194340
OG0008102	g30942	As008G194660
OG0008103	g30906	As008G195440
OG0008104	g5250	As008G195720
OG0008105	g26939, g30877	As008G196020
OG0008106	g26937	As008G196150
OG0008107	g30871	As008G196170
OG0008108	g26926	As008G196400
OG0008109	g49422	As008G196790
OG0008110	g30833	As008G196810
OG0008111	g30834, g26920	As008G196820
OG0008112	g49424	As008G196850
OG0008113	g49430	As008G196990
OG0008115	g26903	As008G197320
OG0008116	g49402	As008G197370
OG0008117	g49390, g30796	As008G197640
OG0008118	g26890, g49365	As008G197970
OG0008119	g49369	As008G198000
OG0008120	g30772	As008G198010
OG0008121	g26888	As008G198130
OG0008122	g49346, g30769	As008G198470
OG0008123	g26870	As008G199010
OG0008124	g25333	As008G199540
OG0008125	g26856, g30725, g49277	As008G199620
OG0008126	g29308, g34695, g43308	As009G199990
OG0008127	g29318, g5202	As009G200160
OG0008128	g29291, g5171	As009G200450
OG0008129	g5170	As009G200460
OG0008130	g45672	As009G200570
OG0008131	g5099, g29240	As009G200930
OG0008132	g45697	As009G201000
OG0008133	g5102	As009G201010
OG0008134	g29201	As009G202010
OG0008135	g45730	As009G202410
OG0008136	g45733	As009G202440
OG0008137	g5042, g29189	As009G202490
OG0008138	g29181	As009G202570
OG0008139	g45743	As009G202880
OG0008140	g4990	As009G203400
OG0008141	g4980, g29005	As009G203680
OG0008142	g29016	As009G203780
OG0008143	g29017, g4950	As009G203790
OG0008144	g29023	As009G203900
OG0008145	g41478	As009G204120
OG0008146	g29044	As009G204300
OG0008147	g29046	As009G204320
OG0008148	g29054, g29050	As009G204430
OG0008149	g4906	As009G204580
OG0008150	g29073	As009G204650
OG0008151	g41730, g41445	As009G204880
OG0008152	g29082	As009G204890
OG0008153	g29092, g4891	As009G204930
OG0008154	g29095	As009G205020
OG0008155	g29108	As009G205180
OG0008156	g18530	As009G205200
OG0008157	g10100	As009G205330
OG0008158	g4863	As009G205340
OG0008159	g4858	As009G205420
OG0008160	g4811	As009G205700
OG0008161	g4792	As009G205950
OG0008162	g10130	As009G206000
OG0008163	g18513	As009G206180
OG0008164	g4686	As009G206550
OG0008165	g10182	As009G207280
OG0008166	g10212	As009G207940
OG0008167	g10205	As009G208010
OG0008168	g10221	As009G208410
OG0008169	g10245	As009G209500
OG0008170	g5247	As009G209650
OG0008171	g10253	As009G209880
OG0008172	g29342, g5258	As009G210310
OG0008173	g5263	As009G210480
OG0008174	g5265	As009G210520
OG0008175	g45469	As009G211270
OG0008177	g29674	As009G211950
OG0008178	g45453	As009G211990
OG0008179	g29685, g5601	As009G212370
OG0008180	g29740	As009G213920
OG0008181	g45406, g29787	As009G214510
OG0008182	g5679, g5678	As009G214530
OG0008183	g29109	As009G214780
OG0008184	g10062	As009G215330
OG0008185	g10036	As009G215580
OG0008186	g10023, g558	As009G215880
OG0008187	g552	As009G215920
OG0008188	g10021	As009G215950
OG0008189	g540	As009G216110
OG0008190	g9997	As009G216460
OG0008191	g503	As009G216820
OG0008192	g9987, g18582	As009G216900
OG0008193	g9969, g490	As009G217090
OG0008194	g44867	As009G217230
OG0008195	g468	As009G217320
OG0008196	g462	As009G217390
OG0008197	g9953	As009G217410
OG0008198	g444	As009G217640
OG0008199	g424, g9904	As009G217980
OG0008201	g394	As009G218410
OG0008202	g367, g366	As009G218740
OG0008203	g9865	As009G218760
OG0008204	g361, g9863	As009G218850
OG0008205	g9854	As009G218980
OG0008206	g352	As009G219020
OG0008208	g327	As009G219370
OG0008209	g9827	As009G219470
OG0008210	g28723	As009G219860
OG0008211	g1190	As009G219870
OG0008212	g39278	As009G219920
OG0008213	g19322	As010G220430
OG0008214	g19330	As010G220450
OG0008215	g2496	As010G220470
OG0008216	g19341, g2540	As010G220700
OG0008217	g2557	As010G220950
OG0008218	g2595, g19370	As010G221330, As012G274920
OG0008219	g2622, g19396	As010G221730
OG0008220	g2624	As010G221740
OG0008221	g2633, g19413, g11382	As010G222070
OG0008222	g19463	As010G222760
OG0008223	g2822	As010G224340
OG0008224	g3128	As010G226050
OG0008225	g43578	As011G258480
OG0008226	g41637	As010G227790
OG0008227	g44885, g41641	As010G227920
OG0008228	g44888	As010G227970
OG0008229	g18037, g41644	As010G228060, As010G228070
OG0008230	g44891	As010G228230
OG0008231	g44892	As010G228240
OG0008232	g37108, g51477	As010G228430
OG0008233	g41691	As010G228830
OG0008234	g44877	As010G229490
OG0008235	g44913	As010G230510
OG0008236	g44785, g45763	As010G238090, As010G231770
OG0008237	g44784	As010G231800
OG0008238	g44782, g45769	As010G231860
OG0008239	g45819	As010G232870
OG0008240	g27573, g32123	As010G232910
OG0008241	g6626	As010G232950, As011G253840
OG0008242	g45831	As010G233160
OG0008243	g45833	As010G233180
OG0008244	g45842	As010G233220
OG0008245	g45850	As010G233290
OG0008246	g44699	As010G233330
OG0008247	g45894	As010G233940
OG0008248	g45915	As010G234190
OG0008249	g45949	As010G234610
OG0008250	g45961	As010G235070
OG0008251	g46422	As010G235290
OG0008252	g46420	As010G235310
OG0008253	g46418	As010G235330
OG0008254	g46391, g44358	As010G235590
OG0008255	g44360	As010G235620
OG0008256	g46366	As010G236010
OG0008257	g46334	As010G236270
OG0008258	g46323	As010G236340
OG0008259	g46309	As010G236570
OG0008260	g46278	As010G236990
OG0008261	g46248	As010G237460
OG0008262	g46243	As010G237520
OG0008263	g44432, g31895	As010G237680
OG0008264	g46233	As010G237690
OG0008265	g46226	As010G237830
OG0008266	g44442	As010G237900
OG0008267	g46211, g44452	As012G277330, As010G238000
OG0008268	g46188	As010G238370
OG0008269	g46174	As010G238620
OG0008270	g44508	As010G238800
OG0008271	g44534	As010G239160
OG0008272	g44546	As010G239390
OG0008273	g46107	As010G239580
OG0008274	g46099	As010G239690
OG0008275	g44556, g46094	As010G239760
OG0008276	g46085	As010G239920
OG0008278	g44573	As010G240250
OG0008279	g46032	As010G240590
OG0008280	g44582	As010G240750
OG0008281	g46002	As010G241250
OG0008282	g44615	As010G241550
OG0008283	g44341	As010G242430
OG0008284	g13603	As010G242880
OG0008285	g14406	As010G243070
OG0008286	g46539	As010G243170
OG0008287	g46554	As010G243420
OG0008288	g44297	As010G243510
OG0008289	g46572	As010G243660
OG0008290	g46586	As010G243860
OG0008291	g44282	As010G243910
OG0008292	g44273	As010G244130
OG0008293	g46610	As010G244430
OG0008294	g7290, g13145	As011G244630
OG0008295	g7264	As011G244880
OG0008296	g12251	As011G244910
OG0008298	g7237	As011G245370
OG0008299	g7205	As011G245870
OG0008300	g10075	As011G245890
OG0008301	g7202	As011G245900
OG0008302	g7201	As011G245940
OG0008303	g7198	As011G245980
OG0008304	g13210, g7189	As011G246170
OG0008305	g12199	As011G246220
OG0008306	g13212	As011G246270
OG0008307	g12194, g7173	As011G246340
OG0008309	g12151, g7119	As011G247200
OG0008310	g7104	As011G247370
OG0008311	g7101	As011G247400
OG0008312	g54274	As012G270440, As011G247770
OG0008313	g1453, g12106, g7052	As011G248080
OG0008314	g7027	As011G248420
OG0008315	g7020	As011G248470
OG0008316	g6996, g12073	As011G248950
OG0008317	g6957	As011G249360
OG0008318	g6949	As011G249470
OG0008320	g12027	As011G250010
OG0008321	g6886	As011G250380
OG0008322	g6860	As011G250740
OG0008323	g13315, g11995	As011G250760
OG0008324	g13320	As011G250830
OG0008325	g11977, g6832	As011G251190
OG0008326	g13337	As011G251550
OG0008327	g6798	As011G251580
OG0008329	g3597, g30084, g36100, g30085	As011G252590
OG0008330	g11902	As011G252880
OG0008331	g47092	As011G254090
OG0008332	g6584	As011G254410
OG0008333	g11768	As011G255020
OG0008334	g11761	As011G255300
OG0008335	g6477	As011G256150
OG0008336	g11728	As011G256280
OG0008337	g6417	As011G257630
OG0008338	g41227	As011G260660
OG0008339	g6022	As011G260780
OG0008340	g14306	As011G262670
OG0008341	g14236	As011G262830
OG0008342	g6150	As011G262970
OG0008343	g6139	As011G263330
OG0008344	g14103	As011G263510
OG0008345	g13716	As011G263740
OG0008346	g6098	As011G263870
OG0008347	g6091, g14032	As011G264400
OG0008348	g6088, g14027	As011G264440
OG0008349	g14025	As011G264450
OG0008350	g6046	As011G264740
OG0008351	g5997	As011G265130
OG0008352	g6000	As011G265150
OG0008353	g13947	As011G265580
OG0008354	g5967	As011G266000
OG0008355	g13903	As011G266310
OG0008356	g13856, g13822	As011G267090
OG0008357	g54369	As012G267930
OG0008358	g54365	As012G268030
OG0008359	g36708	As012G268660
OG0008360	g40723	As012G268680
OG0008361	g36705	As012G268770
OG0008363	g49904, g36669	As012G269380
OG0008364	g54301	As012G269650
OG0008365	g36634	As012G269720
OG0008366	g36625	As012G269790
OG0008367	g36611	As012G269910
OG0008368	g36610	As012G269920
OG0008369	g36605	As012G269970
OG0008370	g36599	As012G270070
OG0008371	g54250	As012G270970
OG0008372	g36527	As012G271060
OG0008373	g54226	As012G271360
OG0008374	g54188	As012G271880
OG0008375	g36455, g54209	As012G272050
OG0008376	g36435	As012G272290
OG0008377	g28057, g54163	As012G272340
OG0008378	g54122	As012G273050
OG0008379	g28084	As012G273310
OG0008380	g17594, g24387	As012G274290
OG0008381	g24399	As012G274450
OG0008382	g51482, g37110	As012G274860
OG0008383	g37107	As012G274900
OG0008385	g19285	As012G275480
OG0008386	g11335	As012G275690
OG0008387	g2416	As012G275840
OG0008388	g19258	As012G275920
OG0008389	g2409	As012G276240
OG0008390	g2398, g19217	As012G276440
OG0008391	g2344	As012G277260
OG0008392	g19185, g2338	As012G277360
OG0008393	g19174	As012G277610
OG0008394	g2327	As012G277760
OG0008395	g19166	As012G278280
OG0008396	g2460	As012G278960
OG0008397	g2296, g11300	As012G279870
OG0008398	g2295, g19157	As012G279900
OG0008399	g19137	As012G279910
OG0008400	g19159	As012G279990
OG0008401	g2272	As012G280030
OG0008402	g2254	As012G281030
OG0008403	g19092	As012G281830
OG0008404	g19081	As012G281960, As012G281970, As012G281980
OG0008405	g2171	As012G282560
OG0008406	g2144	As012G282950
OG0008407	g2070	As012G283490
OG0008408	g18982, g2118	As012G284090
OG0008409	g2035	As012G284580
OG0008410	g1978	As012G284720
OG0008411	g1989	As012G284910
OG0008412	g1990	As012G284920
OG0008413	g1997	As012G285000
OG0008414	g18929	As012G285030
OG0008415	g18920	As012G285080
OG0008416	g11204	As012G285090
OG0008417	g52089	As012G285100
OG0008418	g16857	As012G285410
OG0008419	g18896, g2021	As012G285440
OG0008420	g2024	As012G285540
OG0008421	g2025	As012G285580
OG0008422	g18879	As012G285690
OG0008423	g11199	As012G285730
OG0008424	g1960	As012G285810
OG0008425	g18859	As012G286040
OG0008426	g11192	As012G286130
OG0008427	g18826	As012G286290
OG0008429	g18803	As012G286770
OG0008430	g1815	As012G287780
OG0008431	g1788	As012G287930
OG0008432	g1786	As012G287950
OG0008433	g1780	As012G288040
OG0008434	g1768	As012G288130
OG0008436	g18742	As012G288730
OG0008437	g18743	As012G288760
OG0008438	g18746	As012G288790
OG0008439	g11146, g1742	As012G288970
OG0008440	g11145	As012G289160
OG0008504	g23566	As001G000180
OG0008505	g23537	As001G000550
OG0008506	g47683	As001G000740
OG0008507	g23512	As001G000850
OG0008508	g17016	As001G000890
OG0008509	g47716	As001G001780
OG0008510	g47717	As001G001810
OG0008511	g23453	As001G001820
OG0008512	g23448	As001G001840
OG0008513	g47726	As001G001920
OG0008514	g23422	As001G002240
OG0008515	g16985, g23414	As001G002330
OG0008516	g23398	As001G002420, As001G002430
OG0008517	g47746	As001G002460
OG0008518	g671	As001G002850
OG0008519	g23376	As001G002970
OG0008520	g23374	As001G003000
OG0008521	g23329	As001G003680
OG0008522	g16949	As001G003840
OG0008523	g47790	As001G004010
OG0008524	g47795	As001G004140
OG0008525	g47796	As001G004220
OG0008526	g23284, g16932	As001G004640
OG0008527	g16930, g23278	As001G004710
OG0008528	g16926	As001G004780
OG0008529	g23249	As001G005390
OG0008530	g23219	As001G005630
OG0008531	g23234	As001G005730
OG0008532	g47827	As001G005760
OG0008533	g23200	As001G006030
OG0008534	g47820	As001G006490
OG0008535	g23191	As001G006610
OG0008536	g23190	As001G006640
OG0008537	g23189	As001G007120
OG0008538	g23183	As001G009960
OG0008539	g24718, g27420, g38400, g25573, g16569, g39614, g31505, g3615, g5092	As001G010010
OG0008540	g47874	As001G012830, As011G262590
OG0008541	g47865	As001G013640
OG0008542	g18186	As001G013790
OG0008543	g23095	As001G013820
OG0008544	g18208	As001G014120
OG0008545	g23077	As001G014230
OG0008546	g23059	As001G014430
OG0008547	g47900	As001G014730
OG0008548	g32523	As004G078980
OG0008550	g32540	As001G016330
OG0008551	g32549	As001G016460
OG0008553	g32614	As001G016930
OG0008554	g24301	As001G017310
OG0008555	g47194	As001G017370
OG0008556	g24325, g17565	As001G017690
OG0008557	g27187	As001G018270
OG0008558	g43893	As001G018540
OG0008559	g41134	As001G018570
OG0008560	g41112	As001G019050
OG0008561	g47831	As001G019300, As010G232740
OG0008562	g44031	As001G019640
OG0008563	g31224	As001G019700, As008G187600
OG0008564	g38259	As001G020010
OG0008565	g44106	As001G020510
OG0008566	g41032	As001G020550
OG0008567	g41002	As001G021060
OG0008568	g40999	As001G021110
OG0008570	g44154	As001G021510
OG0008571	g44167	As001G021610
OG0008572	g40970	As001G021630
OG0008573	g44180	As001G021750
OG0008574	g40952	As001G021760
OG0008575	g44186	As001G021800
OG0008576	g27164	As008G185790
OG0008577	g49782, g31336	As008G185580
OG0008578	g31578	As001G022230
OG0008579	g10775	As001G022750
OG0008580	g10762	As001G022920
OG0008581	g10742	As001G023070
OG0008582	g10721	As001G023440
OG0008583	g16701	As001G023730
OG0008584	g10661	As001G024130
OG0008585	g10653	As001G024350
OG0008586	g1563	As001G024620
OG0008587	g10605	As001G024880
OG0008588	g10599	As001G024960
OG0008589	g10588	As001G025100
OG0008590	g10567	As001G025420
OG0008591	g10555	As001G025540
OG0008592	g10541	As001G025780
OG0008593	g1601	As001G025800
OG0008594	g10516	As001G026030
OG0008595	g10505	As001G026150
OG0008596	g10498	As001G026230
OG0008597	g10459	As001G026720
OG0008598	g10458	As001G026730
OG0008599	g10417	As001G027020
OG0008600	g10415	As001G027040
OG0008601	g4295, g16503	As001G027250
OG0008602	g10399	As001G027370
OG0008603	g10397	As001G027390
OG0008604	g10356	As001G027840
OG0008605	g10354	As001G027860
OG0008606	g45004	As001G028920
OG0008607	g45030	As001G029150
OG0008609	g45087, g46844	As001G029480
OG0008610	g44262	As001G030220
OG0008611	g40739	As001G030290
OG0008612	g40768	As001G030570
OG0008613	g40775	As001G030600
OG0008614	g40818	As001G030840
OG0008615	g40808	As001G030950
OG0008616	g40801	As001G031050
OG0008617	g44248	As001G031420, As001G031440
OG0008618	g40846	As001G031430
OG0008619	g40863	As001G031660
OG0008620	g40890, g44232	As001G031990
OG0008621	g12272	As002G032320
OG0008622	g39304	As002G049150, As002G032530
OG0008624	g38151	As002G033460
OG0008625	g51972	As002G033520
OG0008626	g12402	As002G034200
OG0008627	g5720	As005G108520
OG0008628	g13073	As002G035500
OG0008629	g7418	As002G036150
OG0008630	g12348	As002G036470
OG0008631	g7402	As002G036760
OG0008632	g7377	As002G037280
OG0008633	g12319	As002G037390
OG0008634	g7347	As002G037840
OG0008635	g13130	As002G038010
OG0008636	g7342	As002G038040
OG0008637	g12292	As002G038620
OG0008638	g13139	As002G038930
OG0008639	g41149	As002G040600
OG0008640	g26831	As002G042000
OG0008641	g28260	As002G042240
OG0008642	g28281	As002G042340
OG0008643	g1364	As002G042670
OG0008644	g1362, g28300	As002G042720
OG0008645	g28304	As002G042820
OG0008646	g41193, g41175	As002G043610
OG0008647	g28350	As002G043710, As002G043700
OG0008648	g28385, g888	As002G044420
OG0008649	g41247	As002G044670
OG0008650	g907	As002G044820
OG0008651	g901	As002G044940
OG0008652	g41254	As002G045000
OG0008653	g28425, g922	As002G045240
OG0008654	g28426, g41291	As002G045260
OG0008655	g28432	As002G045340
OG0008656	g927, g28433	As002G045360
OG0008657	g28455	As002G045520
OG0008658	g28441	As002G045820
OG0008659	g948	As002G045910
OG0008660	g28471	As002G046070
OG0008661	g955	As002G046130
OG0008662	g28497	As002G046740
OG0008663	g28507	As002G046970
OG0008664	g28510	As002G047040
OG0008665	g28515	As002G047300
OG0008666	g28523	As002G047390
OG0008667	g1024	As002G047400
OG0008668	g28542, g39357	As002G047860
OG0008669	g28555	As002G048090
OG0008670	g1068	As002G048110
OG0008671	g28558	As002G048250
OG0008672	g39338	As002G048450
OG0008673	g1083	As002G048470
OG0008674	g28592	As002G048630
OG0008675	g28609	As002G048800
OG0008676	g28622	As002G048890
OG0008677	g28632	As002G049000
OG0008678	g1118	As002G049290
OG0008679	g28666	As002G049560
OG0008680	g28680	As002G049830
OG0008681	g28681	As002G049840
OG0008682	g10306	As002G049990
OG0008683	g10301	As002G050190
OG0008684	g10300	As002G050210
OG0008685	g29362, g5282	As002G050350
OG0008686	g29364	As002G050370
OG0008687	g29378	As002G050560
OG0008688	g29374	As002G050590
OG0008689	g45609	As002G050610
OG0008690	g5295	As002G050650
OG0008691	g45593, g5313	As002G050920
OG0008692	g45592	As002G050930
OG0008693	g45587	As002G051080
OG0008694	g5335, g29418	As002G051290
OG0008695	g5344	As002G051380
OG0008696	g5347	As002G051430
OG0008698	g5377	As002G051930
OG0008699	g29483, g5403	As002G052500
OG0008700	g45540	As012G274060, As002G052790
OG0008701	g45534	As002G052930
OG0008702	g5426, g29513	As002G053160
OG0008703	g29540	As002G053450
OG0008704	g29550	As002G053590
OG0008705	g29554	As002G053670
OG0008706	g29566	As002G053930
OG0008707	g45503	As002G054190
OG0008708	g29574	As002G054210
OG0008709	g5500, g29586	As002G054460
OG0008710	g5509	As002G054660
OG0008711	g5526	As002G054890
OG0008712	g5531	As002G054920
OG0008713	g29607	As002G055000
OG0008714	g29621	As002G055200
OG0008715	g24286	As003G055620
OG0008716	g24244, g47226	As004G089690, As003G056010
OG0008717	g47235	As003G056050
OG0008718	g24235	As003G056140
OG0008719	g47239, g17520	As003G056170
OG0008720	g24233, g17519	As003G056180
OG0008721	g24230	As003G056340
OG0008722	g47257, g24209	As003G056510
OG0008723	g47283	As003G057220
OG0008724	g10982	As004G087920
OG0008725	g24151	As003G057580
OG0008726	g24148, g47302	As003G057610
OG0008727	g17428, g24129	As003G057770
OG0008728	g24124	As003G057840
OG0008729	g17409	As003G057860
OG0008730	g47328	As003G058190
OG0008731	g24075	As003G058220
OG0008732	g24068	As003G058400
OG0008733	g24053	As004G086690, As003G058690, As003G058650
OG0008734	g47358	As003G058950
OG0008735	g47368, g17363	As003G059090
OG0008736	g24008	As003G059480
OG0008737	g47402	As003G059850
OG0008738	g47430	As003G060570
OG0008739	g40401	As004G085080, As003G060630
OG0008740	g47434	As003G060690
OG0008741	g17275	As003G060880
OG0008742	g23922	As003G060970
OG0008743	g17272	As003G060990
OG0008744	g47452	As003G061130
OG0008745	g23893, g47459	As003G061490
OG0008746	g44697	As003G061620
OG0008747	g17249	As003G061970
OG0008748	g40307, g25782	As004G083660, As003G062650
OG0008749	g32680	As003G062840, As012G271210
OG0008750	g32738	As003G063220
OG0008751	g32749, g27810	As003G063300
OG0008752	g50753, g32767	As003G063360
OG0008753	g32851	As003G063500
OG0008754	g32993	As003G063830
OG0008755	g35950, g53898	As003G064530
OG0008756	g28144	As003G064550
OG0008757	g32291, g50420	As003G065960, As003G065970
OG0008758	g36186	As003G066170
OG0008759	g32305	As003G067890
OG0008760	g50460	As003G068780
