Orthogroup	Cochlearia_excelsa	Eutrema_salsugineum
OG0010033	g29836	XP_006398776.1
OG0010034	g5738	XP_006398784.1, XP_024013271.1
OG0010035	g5734	XP_006398790.1
OG0010036	g5725	XP_006398804.1
OG0010037	g5724	XP_006398806.1
OG0010038	g29811	XP_006398847.1
OG0010039	g45376	XP_006398854.1
OG0010040	g29110	XP_006400493.1
OG0010041	g657	XP_006400520.1
OG0010042	g29123	XP_006400516.2
OG0010043	g703	XP_006400577.1
OG0010045	g711	XP_006400592.2
OG0010046	g28946	XP_024012184.1
OG0010047	g28932	XP_006400612.1
OG0010048	g28931, g41402	XP_006400614.1
OG0010049	g5072, g29206	XP_006400129.1
OG0010050	g734	XP_006400639.1
OG0010051	g41386	XP_006400652.1
OG0010052	g748, g28906	XP_006400677.1
OG0010053	g755	XP_006400680.1
OG0010054	g16809	XP_006405412.1
OG0010055	g41353	XP_006400764.1
OG0010056	g28849	XP_006400815.1
OG0010057	g843, g28828	XP_006400832.1
OG0010058	g41327	XP_006400846.1
OG0010059	g861	XP_006400886.1
OG0010060	g1276	XP_024011839.1
OG0010061	g27644	XP_024008692.1
OG0010062	g28710	XP_006401028.1
OG0010063	g312	XP_006394300.1
OG0010064	g9819	XP_006394290.1
OG0010065	g305	XP_006394287.2
OG0010066	g302	XP_006394282.1
OG0010067	g1028	XP_006401423.1
OG0010068	g260	XP_024006762.1
OG0010069	g9781	XP_006394188.1
OG0010070	g9774	XP_006394170.1
OG0010071	g236	XP_006394159.1
OG0010072	g200	XP_006394095.1, XP_024007612.1
OG0010073	g178, g9725	XP_006394077.1
OG0010074	g176	XP_006394075.2
OG0010075	g9700	XP_006394001.1
OG0010076	g140, g9698	XP_006393997.1
OG0010077	g72	XP_006393917.1
OG0010078	g61	XP_006393901.1
OG0010079	g59	XP_006393897.2
OG0010080	g54	XP_006393894.1
OG0010081	g9661	XP_006393893.1
OG0010082	g41	XP_006393870.1
OG0010083	g26	XP_006393838.2
OG0010084	g19642	XP_006393821.1
OG0010085	g2476, g19313	XP_006403920.1
OG0010087	g25339	XP_006396206.1
OG0010089	g45271	XP_006396259.1
OG0010090	g31767	XP_006416617.1
OG0010091	g39482	XP_006396285.1
OG0010092	g25415, g25418	XP_006396348.1
OG0010093	g25433	XP_006396378.1, XP_006396383.1
OG0010094	g39547	XP_006396422.1
OG0010095	g39549	XP_006396414.1, XP_024009993.1
OG0010096	g45233	XP_006396442.2
OG0010097	g25471	XP_006396467.1
OG0010098	g25479	XP_024009867.1
OG0010099	g25501	XP_006396540.1
OG0010100	g39636	XP_006396547.1
OG0010101	g25511	XP_006396552.1
OG0010102	g39639	XP_006396554.1
OG0010103	g39643, g45192	XP_006396557.1
OG0010104	g39668	XP_024009864.1
OG0010105	g11102	XP_006403210.1
OG0010106	g51351	XP_024003828.1
OG0010107	g51342	XP_006410470.1
OG0010109	g51305, g35972	XP_006410390.1
OG0010110	g51278	XP_006410330.2
OG0010111	g37915	XP_006410307.1
OG0010112	g39858	XP_006410252.1
OG0010113	g51233, g39873	XP_024003825.1
OG0010114	g39895	XP_006410173.1
OG0010115	g39916	XP_006410104.1, XP_006410117.1
OG0010116	g39957	XP_006410052.1
OG0010118	g40013	XP_006409928.1
OG0010119	g39976	XP_006409890.1
OG0010120	g51077	XP_006409868.1
OG0010121	g40059	XP_024004277.1
OG0010122	g40063	XP_024003950.1, XP_024003935.1
OG0010123	g40067	XP_006409832.1
OG0010124	g40084	XP_006409791.1
OG0010125	g40085	XP_024016846.1
OG0010126	g40086	XP_006409787.1
OG0010127	g40116	XP_024016047.1
OG0010128	g40158	XP_024010558.1
OG0010129	g40178	XP_006401579.1
OG0010130	g40185	XP_006408724.1
OG0010131	g38288	XP_006408785.1
OG0010132	g23634	XP_006413075.1
OG0010133	g12721	XP_006408556.2
OG0010134	g7546	XP_006407758.1
OG0010135	g3249	XP_024012297.1
OG0010136	g37389	XP_006411405.1
OG0010137	g37387	XP_006411401.1
OG0010138	g23703	XP_006413189.1
OG0010139	g17131	XP_006413181.1
OG0010140	g12703	XP_006408479.1
OG0010141	g7856	XP_006408381.1
OG0010142	g12655	XP_024016592.1, XP_006408330.1
OG0010143	g12653	XP_006408328.1
OG0010144	g7818	XP_006408286.1
OG0010145	g12781	XP_006408280.1
OG0010146	g7812	XP_006408271.1
OG0010147	g12620	XP_024015573.1
OG0010148	g7778, g7769	XP_006408153.1, XP_024014975.1, XP_006408196.1
OG0010149	g7762	XP_024015132.1
OG0010150	g12822	XP_006408149.1
OG0010151	g12533	XP_006408036.1
OG0010152	g12938	XP_006407917.1
OG0010153	g7630	XP_006407916.2
OG0010154	g7620	XP_006407890.1
OG0010155	g7615, g7324	XP_006399825.1, XP_006407883.1
OG0010156	g12456	XP_006407872.1
OG0010157	g12982	XP_006407799.1
OG0010158	g12425	XP_024015375.1
OG0010159	g9874	XP_006394440.1
OG0010160	g13000	XP_006407745.1
OG0010161	g51841	XP_006411241.1
OG0010162	g51820	XP_006411223.1
OG0010163	g51813, g37335	XP_006411218.1
OG0010164	g51778	XP_006411176.1
OG0010165	g2252	XP_006403514.1
OG0010166	g51748	XP_006411125.1
OG0010167	g37293	XP_006411102.1
OG0010169	g38045	XP_006410838.2
OG0010170	g51608	XP_006410857.1
OG0010171	g38062	XP_006410893.1
OG0010172	g37197	XP_006410894.1
OG0010173	g38069	XP_024003890.1
OG0010174	g51670, g51669	XP_006410970.1
OG0010175	g51703	XP_024003875.1
OG0010176	g51693	XP_006411009.1
OG0010178	g26986	XP_006417899.1
OG0010179	g38103	XP_006411091.1
OG0010180	g49940	XP_006416908.1
OG0010181	g27305	XP_006416902.1
OG0010182	g31666	XP_024007882.1
OG0010183	g50007, g31715	XP_006416691.1
OG0010184	g50014	XP_006416676.1
OG0010185	g41411	XP_006400572.1
OG0010186	g31751	XP_006416640.1
OG0010187	g31798	XP_006416580.1
OG0010189	g31829	XP_024008920.1
OG0010190	g50086	XP_006416506.1
OG0010191	g31859	XP_006416496.1
OG0010192	g50112	XP_006416448.1
OG0010193	g31891	XP_006416445.1
OG0010194	g27447	XP_006416444.1
OG0010195	g31892	XP_006416443.1
OG0010196	g50116	XP_024008893.1
OG0010197	g50141	XP_024009148.1
OG0010198	g27468	XP_024008601.1
OG0010199	g27469	XP_024007857.1
OG0010200	g27474	XP_006416356.1
OG0010201	g31964	XP_024008128.1
OG0010203	g27492	XP_006416274.1
OG0010204	g14076	XP_006390063.1
OG0010205	g27526	XP_006416175.1
OG0010206	g27535	XP_006416150.1
OG0010207	g50264	XP_024008460.1
OG0010209	g50281	XP_024007851.1
OG0010210	g45860	XP_006390875.1
OG0010211	g50307	XP_006416045.1
OG0010212	g32128	XP_006415980.1
OG0010213	g50361, g32152	XP_006415939.1
OG0010214	g44772	XP_006391041.1
OG0010215	g32165	XP_006415913.1
OG0010216	g32188	XP_006415895.1
OG0010217	g32192	XP_006415882.1
OG0010218	g41569	XP_006391172.2
OG0010219	g32222, g50391	XP_024008661.1
OG0010220	g32244	XP_024008004.1
OG0010221	g32245	XP_006415816.1
OG0010222	g27626	XP_006415768.1
OG0010223	g17203	XP_006413402.1
OG0010224	g23800	XP_006413345.1
OG0010225	g17182	XP_006413341.1
OG0010226	g23787	XP_024004503.1
OG0010227	g23786	XP_006413330.1
OG0010228	g17156	XP_006413279.1
OG0010229	g38333	XP_006405211.1
OG0010230	g38369	XP_006397301.1, XP_006404988.1
OG0010231	g38371, g38375, g38379	XP_006404980.1
OG0010232	g50976	XP_006404923.2
OG0010233	g50973	XP_006404918.1
OG0010235	g50960	XP_006404860.1
OG0010236	g5010, g38422	XP_024013874.1
OG0010237	g36900	XP_006404857.1
OG0010239	g50905	XP_006404754.1
OG0010240	g38523, g50878	XP_024013876.1
OG0010241	g50854	XP_006404556.1
OG0010242	g31576, g49931	XP_006416940.1
OG0010243	g27288	XP_006416948.1
OG0010244	g49919	XP_006416978.1
OG0010245	g49905, g31528	XP_006417011.1
OG0010246	g31513	XP_024008553.1
OG0010247	g31485	XP_006417075.1
OG0010248	g31451	XP_006417130.1
OG0010249	g27221	XP_006417129.1
OG0010250	g31436	XP_006417147.1
OG0010251	g31377	XP_006417245.1
OG0010252	g27151	XP_006417367.1
OG0010253	g49768	XP_024008334.1
OG0010254	g31295	XP_006417397.1
OG0010255	g31284	XP_024008999.1
OG0010256	g49735	XP_006417439.1
OG0010257	g49730, g31251	XP_006417462.1
OG0010258	g49623	XP_006417561.1
OG0010259	g31182	XP_006417569.1
OG0010260	g31161	XP_006417605.1
OG0010261	g27059	XP_024009076.1
OG0010262	g31139	XP_006417645.1
OG0010263	g49574	XP_006417785.1
OG0010264	g31025	XP_006396961.1
OG0010265	g31001	XP_006417917.1
OG0010266	g43231	XP_006398011.1
OG0010267	g30952	XP_006417992.1
OG0010268	g49499	XP_006418025.2
OG0010269	g30930, g49496	XP_024008242.1
OG0010270	g49488	XP_006418052.1
OG0010271	g30915	XP_006418053.1
OG0010272	g30900	XP_006418089.1
OG0010273	g30902	XP_006418093.2
OG0010274	g30873	XP_024008771.1
OG0010275	g30867	XP_006418137.1
OG0010276	g49440	XP_006418178.1
OG0010277	g49437	XP_006418183.1
OG0010278	g26918	XP_024008886.1
OG0010279	g30840	XP_006418203.1
OG0010280	g49432	XP_006418198.1
OG0010281	g30815	XP_006418247.1
OG0010282	g30803	XP_006418279.1
OG0010283	g30780	XP_006418318.1
OG0010284	g49368	XP_006418341.1
OG0010285	g49376	XP_006418336.1
OG0010286	g49322	XP_006418424.1
OG0010287	g29328	XP_006399898.1
OG0010288	g29315	XP_006399937.1
OG0010289	g5169	XP_006399987.1
OG0010290	g29239	XP_006400083.1
OG0010291	g29245	XP_024012337.1
OG0010292	g5043, g45734	XP_006400188.1
OG0010293	g45738	XP_024011764.1
OG0010294	g5028	XP_006400204.1
OG0010295	g5021	XP_006400217.1
OG0010296	g4999	XP_006400252.1
OG0010297	g29143	XP_006400261.1
OG0010298	g4985	XP_006400307.1
OG0010299	g12616	XP_006408239.1
OG0010300	g41475	XP_006400380.1
OG0010301	g29081	XP_006400455.1
OG0010302	g29101	XP_006400482.1
OG0010303	g23187	XP_006412362.1
OG0010304	g4715	XP_006394997.1
OG0010305	g10165	XP_006395013.1
OG0010306	g4729, g10168	XP_006395021.1
OG0010307	g10175	XP_006395029.1
OG0010308	g10177	XP_006395031.1
OG0010309	g10191	XP_006395063.1
OG0010310	g10193	XP_006395067.1
OG0010311	g10213	XP_006395095.1
OG0010312	g4639	XP_006395073.1
OG0010313	g10256	XP_006395172.1
OG0010314	g7595, g12444	XP_006407843.1
OG0010315	g5256	XP_006399861.1
OG0010316	g45468	XP_006399180.1
OG0010317	g53940, g53981	XP_006396006.1
OG0010318	g29678	XP_006399117.1
OG0010319	g29681, g5597	XP_006399109.1
OG0010320	g29687	XP_006399098.1
OG0010321	g29710	XP_006399035.2
OG0010322	g29719	XP_006399027.1
OG0010325	g5643	XP_006398995.2
OG0010326	g5644	XP_006398992.1
OG0010327	g29738	XP_006398982.1
OG0010328	g29739	XP_006398981.1
OG0010329	g5652	XP_006398955.1
OG0010330	g45409, g5650	XP_006398956.1
OG0010331	g622	XP_006394838.2
OG0010332	g583	XP_006394766.1
OG0010334	g10017	XP_006394702.1
OG0010335	g18568	XP_006394708.1
OG0010337	g514	XP_006394661.1
OG0010338	g508	XP_006394648.1
OG0010339	g9973	XP_006394619.1
OG0010340	g458	XP_006394569.1
OG0010341	g3987, g9940	XP_024007600.1
OG0010342	g421	XP_006394505.2
OG0010343	g415	XP_024006739.1
OG0010344	g9867	XP_024007550.1
OG0010345	g358, g9857	XP_006394393.1
OG0010346	g355	XP_006394389.1
OG0010347	g338	XP_006394359.1
OG0010348	g28696	XP_006401108.1
OG0010349	g2477	XP_006403923.1
OG0010350	g2513	XP_006403969.1
OG0010351	g2541	XP_006403996.1
OG0010352	g19343, g2543	XP_006404000.1
OG0010353	g19362	XP_006404034.1
OG0010354	g2618	XP_006404118.1
OG0010355	g11385	XP_024013510.1
OG0010356	g2647	XP_006404182.1
OG0010357	g19426	XP_006404232.1
OG0010358	g19422	XP_006404241.1
OG0010359	g2708	XP_006404254.1
OG0010360	g19470, g2727	XP_006404285.1, XP_024013737.1
OG0010361	g2758	XP_006404312.1
OG0010362	g2746	XP_006404335.1
OG0010363	g11437	XP_006419010.1, XP_006412811.1
OG0010364	g11447, g3062	XP_006419084.1
OG0010365	g3118, g19603	XP_006419115.1
OG0010366	g3131	XP_006419120.1
OG0010367	g3435	XP_006404519.1
OG0010368	g19613	XP_006404521.1
OG0010370	g41628	XP_024007963.1
OG0010371	g41685	XP_006391260.1
OG0010372	g13637	XP_006391166.1
OG0010373	g44870	XP_006391198.1
OG0010374	g44826	XP_006391121.1
OG0010375	g13636	XP_006391116.1
OG0010376	g44803	XP_006391096.1
OG0010377	g13635	XP_024012836.1
OG0010378	g44783, g45768, g36533	XP_024009885.1
OG0010380	g44773	XP_006391042.1
OG0010382	g45836	XP_006390912.1
OG0010383	g45896	XP_006390813.1
OG0010384	g45911	XP_006390794.1
OG0010385	g44638, g45944	XP_006390745.1
OG0010386	g44617	XP_006390689.2
OG0010387	g46437	XP_006390000.1
OG0010388	g46406	XP_006390031.1
OG0010389	g17959	XP_006390054.2
OG0010390	g46376	XP_006390073.1
OG0010391	g46352	XP_006390094.1
OG0010392	g19307	XP_024013798.1
OG0010393	g46327	XP_006390119.1
OG0010394	g46322	XP_006405098.1
OG0010395	g50119, g27450	XP_006416433.1
OG0010396	g46186	XP_006390337.1
OG0010398	g44547	XP_006390468.1
OG0010399	g46101	XP_024011685.1
OG0010400	g46096	XP_024008509.1
OG0010401	g46081	XP_006390532.1
OG0010402	g46068, g44564	XP_024011604.1
OG0010404	g44580	XP_024005926.1
OG0010405	g46025	XP_006390607.1
OG0010407	g46024	XP_024005927.1
OG0010408	g44610	XP_006390671.1
OG0010409	g46500, g44337	XP_006389922.1
OG0010410	g13605	XP_006389893.1
OG0010411	g13602	XP_024009979.1
OG0010413	g46564	XP_006389817.2
OG0010414	g44290	XP_006389800.1
OG0010415	g44277	XP_006389767.1
OG0010417	g39377	XP_006401472.1
OG0010419	g12243	XP_006407241.2
OG0010420	g12235	XP_024015106.1
OG0010421	g12191	XP_006407096.1
OG0010423	g12178	XP_024015359.1
OG0010425	g12162, g7143	XP_006407042.1
OG0010426	g701	XP_006400573.1
OG0010427	g7105	XP_006406995.1
OG0010428	g7093	XP_024015045.1
OG0010429	g12134	XP_006406958.1
OG0010430	g12115	XP_006406937.1
OG0010431	g7015	XP_006406841.1
OG0010434	g6931	XP_006406713.1
OG0010435	g12029	XP_006406674.1
OG0010436	g13305	XP_006406630.1
OG0010437	g6882	XP_006406616.1
OG0010438	g6880, g12008	XP_006406610.1
OG0010439	g12005	XP_006406596.1
OG0010440	g6861	XP_006406583.1
OG0010441	g13324	XP_006406563.1
OG0010442	g6847	XP_006406550.1
OG0010443	g11980, g6845	XP_006406546.1
OG0010444	g6834	XP_024015333.1
OG0010445	g28077	XP_006393250.1
OG0010446	g6781	XP_006406475.1
OG0010447	g6780	XP_024015113.1
OG0010448	g6774	XP_006406451.2
OG0010449	g6773, g11947	XP_006406450.1
OG0010450	g36444	XP_006393153.1
OG0010451	g11933	XP_006406414.1
OG0010452	g11925	XP_006406412.1
OG0010453	g6753	XP_006406411.1
OG0010454	g6749	XP_006406407.1
OG0010455	g6748	XP_006406405.1
OG0010456	g6724	XP_006406382.1
OG0010457	g11907	XP_006406373.1
OG0010459	g6711, g6717	XP_006406361.1
OG0010460	g6692	XP_006406325.1
OG0010461	g11867	XP_006406265.2
OG0010462	g6628	XP_006406239.2
OG0010463	g13401	XP_006406233.1
OG0010464	g11847	XP_006406229.1
OG0010465	g6597	XP_006406212.1
OG0010466	g11804	XP_006406129.1
OG0010467	g6458	XP_006418761.1
OG0010468	g11780	XP_006406109.1
OG0010469	g13447	XP_006406108.1
OG0010470	g6556	XP_006406104.1
OG0010471	g6549, g11766	XP_006406075.1
OG0010472	g6544	XP_006406065.1
OG0010473	g13470	XP_024014897.1
OG0010474	g6491	XP_006418823.1
OG0010475	g11735	XP_006418815.2
OG0010476	g13494	XP_006418760.1
OG0010477	g6392	XP_006418625.1
OG0010478	g6333	XP_006397106.1
OG0010479	g14345	XP_006409637.1
OG0010480	g14257, g14260	XP_006409546.1
OG0010481	g6147	XP_024016507.1
OG0010482	g6145	XP_006409481.1
OG0010483	g39572, g6387	XP_006409437.1
OG0010484	g14060	XP_006409375.1
OG0010485	g6120	XP_006409371.1
OG0010486	g14050	XP_024016446.1
OG0010487	g14041	XP_006409332.1
OG0010488	g6008	XP_006409160.1
OG0010489	g13906	XP_006409038.1
OG0010490	g13805	XP_006409036.1
OG0010491	g13901	XP_006408887.1
OG0010492	g13895	XP_006408898.1
OG0010493	g13874	XP_006391762.1
OG0010494	g5935	XP_006408922.1
OG0010495	g23513	XP_006412892.1
OG0010496	g5929	XP_006408933.1
OG0010497	g5909	XP_006408956.1
OG0010499	g5901	XP_006408985.1
OG0010501	g54385	XP_006392561.2
OG0010502	g36726	XP_024006171.1
OG0010503	g24798	XP_024005230.1
OG0010504	g36514	XP_006393019.1, XP_006393016.1
OG0010505	g2470	XP_006403908.1
OG0010506	g36164	XP_006393097.1
OG0010507	g28040	XP_006393065.1
OG0010508	g54198	XP_006393115.1
OG0010509	g28053	XP_006393141.1
OG0010510	g28055	XP_006393148.1
OG0010511	g36439, g54165	XP_006393162.1
OG0010512	g54136	XP_006393248.1
OG0010513	g28095	XP_006393358.1
OG0010514	g28083	XP_006393315.1
OG0010515	g54084	XP_006393394.1
OG0010516	g54076	XP_006393419.1
OG0010517	g54047	XP_006393475.1
OG0010519	g47118	XP_006414465.1, XP_006414464.1
OG0010520	g37095, g37076	XP_006410603.1
OG0010521	g37079	XP_024004004.1
OG0010522	g2437	XP_006403853.1
OG0010523	g19279	XP_006403849.1
OG0010524	g2432	XP_006403847.1
OG0010525	g19272	XP_006403822.1
OG0010526	g2417	XP_006403820.1
OG0010527	g2412	XP_006403802.1
OG0010528	g19216	XP_006403757.1
OG0010530	g685	XP_006400556.1
OG0010531	g2391	XP_006403748.1
OG0010532	g19207	XP_006403715.1
OG0010533	g2381	XP_006403722.1, XP_024016099.1
OG0010534	g2370	XP_024013780.1
OG0010535	g19194	XP_006403683.1
OG0010536	g2341	XP_006403673.1
OG0010537	g19172	XP_006403633.1
OG0010539	g2293	XP_006403583.1
OG0010540	g19146	XP_006403551.1
OG0010541	g2266	XP_006403531.1
OG0010543	g2236	XP_006403495.1
OG0010544	g2231	XP_006403481.1
OG0010545	g19069	XP_006403428.1
OG0010546	g2061	XP_006402939.1
OG0010547	g2062	XP_006402938.1
OG0010548	g19004	XP_006402931.1
OG0010549	g1982	XP_006402776.1
OG0010550	g1983	XP_006402772.1
OG0010551	g11206	XP_006402756.1
OG0010552	g18914	XP_006402733.2
OG0010553	g2294	XP_006403584.1
OG0010554	g18880	XP_006402669.1
OG0010555	g1965	XP_006402658.1
OG0010556	g18820	XP_006402579.2
OG0010557	g18806	XP_024013009.1
OG0010558	g18689	XP_006402510.1
OG0010559	g1873	XP_006402509.1
OG0010560	g1870	XP_006402497.1
OG0010562	g1844	XP_006409459.1
OG0010563	g11161	XP_006402438.1
OG0010564	g1802	XP_006402432.1
OG0010565	g1796	XP_006402431.1
OG0010566	g1794	XP_006403729.1, XP_006402429.1
OG0010567	g18796	XP_006402370.1
OG0010568	g18744	XP_006402326.1
OG0010570	g18768	XP_006402302.1
OG0010571	g18773	XP_024012905.1
OG0010572	g31587	XP_024008431.1
OG0010575	g2434	XP_006403851.1
OG0010576	g2291	XP_006403577.1
OG0010577	g2051, g45608, g18970	XP_024012931.1
OG0010578	g51857	XP_006411260.1
OG0010579	g38147	XP_006411340.2
OG0010580	g23409	XP_006412714.1
OG0010582	g30804	XP_006418277.1
OG0010583	g30934	XP_024008634.1
OG0010585	g49602	XP_006417743.1
OG0010587	g27178	XP_006417284.1
OG0010589	g27512	XP_006416233.2
OG0010590	g44700	XP_006390891.1
OG0010591	g41533	XP_006391133.1
OG0010592	g44858	XP_006391182.1
OG0010594	g1592	XP_024007169.1
OG0010595	g37813	XP_006409814.1
OG0010596	g13509	XP_006418733.1
OG0010597	g6599	XP_024015600.1
OG0010598	g12037	XP_006406707.2
OG0010600	g7210	XP_024015655.1
OG0010601	g12270	XP_006407303.1
OG0010602	g7303	XP_006407321.1
OG0010603	g12399	XP_006407679.1
OG0010604	g7518, g13014	XP_006407719.1
OG0010605	g7606	XP_006407859.1
OG0010606	g18475, g7729	XP_006408130.1
OG0010609	g26055, g29676	XP_006399122.1
OG0010611	g36954	XP_006404643.1
OG0010612	g22266, g32367, g11785	XP_006415077.2
OG0010613	g17450	XP_006414027.2
OG0010614	g24169	XP_006414072.1
OG0010615	g24264	XP_006414228.1
OG0010616	g32422	XP_024008252.1
OG0010617	g51319	XP_006410427.1
OG0010618	g5473	XP_006399394.1
OG0010622	g29258	XP_006400054.1
OG0010623	g10164	XP_006395012.1
OG0010624	g47700	XP_006412825.1
OG0010626	g28877	XP_006400734.1
OG0010628	g14921, g18551	XP_006394836.1
OG0010629	g550	XP_006394715.1
OG0010630	g9862	XP_006394407.1
OG0010632	g31479	XP_024008508.1
OG0010634	g36358, g36354	XP_024006623.1
OG0010639	g6471	XP_006418797.1
OG0010640	g50879	XP_024014223.1, XP_006404622.1
OG0010644	g4745	XP_006395039.1
OG0010645	g24280	XP_006414251.1
OG0010660	g17055	XP_006412983.1
OG0010661	g47662	XP_006412970.1
OG0010662	g23539	XP_006412930.1
OG0010663	g23475	XP_006412850.1
OG0010664	g23420	XP_006412729.2
OG0010665	g23380	XP_006412675.1
OG0010666	g18381	XP_006411601.1
OG0010667	g47764, g23356	XP_006412637.1
OG0010668	g23343	XP_006412614.1
OG0010670	g47791	XP_006412556.1
OG0010671	g23286	XP_006412509.1
OG0010672	g23254	XP_006412451.1
OG0010673	g47822	XP_006412435.1
OG0010674	g23199	XP_006412382.1
OG0010675	g47834, g23208	XP_006412395.1
OG0010676	g785	XP_006400732.1
OG0010677	g18184	XP_006412300.1
OG0010678	g37222, g51648	XP_006410945.1
OG0010679	g18200	XP_006412260.1
OG0010680	g18194	XP_006412279.1
OG0010681	g23096	XP_006412230.1
OG0010682	g41727	XP_006391293.1
OG0010683	g47898	XP_006412174.2
OG0010684	g47908	XP_006412137.1
OG0010685	g29336	XP_006399878.1
OG0010686	g32533	XP_006415307.1
OG0010687	g32554	XP_006415258.2
OG0010688	g17557	XP_006414270.1
OG0010689	g24302	XP_006414277.1
OG0010690	g47195	XP_024005114.1
OG0010691	g17575, g24332	XP_006414328.1
OG0010692	g17577	XP_006414336.1
OG0010694	g17582, g24349	XP_024004775.1
OG0010695	g24357	XP_006414353.1
OG0010696	g17588	XP_006414357.1
OG0010697	g41122	XP_006392453.1
OG0010698	g19021	XP_006402980.2
OG0010699	g43970	XP_006392442.1
OG0010700	g41095	XP_006392403.1
OG0010701	g41093	XP_006392394.1
OG0010702	g41074	XP_024004458.1
OG0010703	g24716	XP_024015246.1
OG0010704	g44048	XP_024016613.1
OG0010707	g41037	XP_006392224.1
OG0010708	g41043	XP_024016082.1
OG0010709	g44103	XP_024013342.1
OG0010710	g41036	XP_006392208.1
OG0010711	g41031	XP_006392184.1
OG0010712	g44111	XP_006392183.1
OG0010713	g41027	XP_006392179.1
OG0010714	g41025	XP_006392169.1
OG0010715	g44127	XP_006392165.2
OG0010716	g40998	XP_006392134.1
OG0010717	g40982	XP_006392066.1
OG0010718	g44157	XP_006392028.1
OG0010719	g44188	XP_006391981.1
OG0010720	g44196	XP_006391967.1
OG0010721	g40935	XP_006391949.1
OG0010722	g10822	XP_006398498.1
OG0010723	g10763	XP_006395851.1
OG0010725	g16704	XP_006395788.1
OG0010726	g10710, g10714	XP_006395783.1
OG0010727	g10705	XP_006395772.1
OG0010728	g10699	XP_006395761.1
OG0010729	g10693	XP_024006799.1
OG0010730	g10665	XP_006395708.1
OG0010731	g1564	XP_006401772.1
OG0010733	g10591	XP_006395601.1
OG0010734	g49870	XP_006417146.1
OG0010735	g10585	XP_006395584.1
OG0010736	g10578	XP_024006700.1
OG0010737	g1588	XP_006395565.2
OG0010738	g10475	XP_006395418.1
OG0010739	g10467	XP_006395412.1
OG0010740	g10442	XP_024006842.1
OG0010741	g10431	XP_006395371.1
OG0010742	g10335	XP_006395263.1
OG0010744	g45083	XP_006391555.1
OG0010745	g45128	XP_006419163.1
OG0010746	g12795	XP_006408212.1
OG0010747	g17890	XP_006419183.1
OG0010748	g40732	XP_006391590.1
OG0010749	g40735	XP_024015661.1
OG0010750	g40748	XP_006391603.1
OG0010752	g40767	XP_006391620.1
OG0010753	g40777	XP_006391641.1, XP_024016269.1
OG0010754	g40821	XP_006391661.1
OG0010755	g40804	XP_006391692.1
OG0010756	g40792	XP_006391723.1, XP_024013605.1
OG0010757	g44240	XP_006391815.1
OG0010758	g12278	XP_006407326.1
OG0010759	g23711	XP_006413217.1
OG0010760	g51980	XP_006411390.2
OG0010761	g37374	XP_006411361.1
OG0010762	g37376	XP_006411363.1
OG0010763	g51924	XP_006411330.1
OG0010764	g13013	XP_006407720.1
OG0010765	g13020	XP_006407711.1
OG0010766	g7493	XP_006407677.1
OG0010767	g13071	XP_006407602.1
OG0010768	g7444	XP_006407595.1
OG0010769	g7443	XP_006407594.1
OG0010770	g47337	XP_006413886.1
OG0010772	g22915	XP_024015308.1, XP_024005662.1
OG0010773	g7397	XP_006407477.2
OG0010774	g47838	XP_006412384.1
OG0010775	g7375	XP_006407440.1
OG0010776	g12301	XP_006407397.2
OG0010777	g7332	XP_006407373.1
OG0010778	g12290, g7322	XP_006407357.1
OG0010779	g7320	XP_006407356.1
OG0010780	g7313	XP_006407338.1
OG0010781	g7312	XP_006407337.1
OG0010782	g41148	XP_006397347.1
OG0010783	g1475	XP_006402222.2
OG0010784	g1481	XP_024011607.1
OG0010785	g1461	XP_006402213.1
OG0010786	g28262	XP_006402110.1
OG0010787	g28250, g26853	XP_006402129.1
OG0010788	g1405	XP_006402126.1
OG0010789	g28306, g28267	XP_006402108.1
OG0010790	g28288	XP_024012318.1
OG0010791	g23799	XP_024005334.1
OG0010792	g1340, g28323	XP_006402005.1
OG0010794	g1331	XP_006401968.1
OG0010795	g41172	XP_006401932.1
OG0010796	g1316	XP_006401904.1
OG0010797	g872	XP_006401847.1
OG0010798	g28416, g41278	XP_006401721.1
OG0010799	g28407	XP_006403563.1
OG0010800	g41288	XP_024011475.1
OG0010801	g28436, g35041, g35317, g41295, g19656	XP_006401675.1
OG0010802	g39432	XP_024012671.1
OG0010803	g28445	XP_024011209.1
OG0010804	g931	XP_006401663.1
OG0010805	g971	XP_006401545.1
OG0010806	g23656	XP_006413106.2
OG0010808	g28516	XP_006401445.1
OG0010809	g1031	XP_024012482.1
OG0010810	g1040	XP_006401396.1
OG0010811	g1057	XP_006401363.1
OG0010812	g39327	XP_006401250.1
OG0010813	g1099	XP_006401235.1
OG0010814	g39317, g39322, g28626	XP_006401228.1
OG0010815	g1116	XP_006401190.1
OG0010816	g28662	XP_024012274.1
OG0010817	g28677	XP_006401140.1
OG0010818	g5291	XP_006399802.1
OG0010819	g29396	XP_006399760.1
OG0010820	g5327	XP_006399727.2
OG0010821	g5345	XP_006399698.1
OG0010822	g45574	XP_006399683.1
OG0010823	g29431	XP_006399672.1
OG0010824	g29435	XP_006399666.1
OG0010825	g29438	XP_006399662.1
OG0010826	g5385	XP_006399616.1
OG0010827	g5388	XP_006399613.1
OG0010828	g29469	XP_006399599.1
OG0010829	g29470	XP_024012702.1
OG0010830	g5404	XP_024012446.1
