Orthogroup	Cochlearia_excelsa	Euclidium_syriacum
OG0005198	g47702	ESY11_g54629_DN3_SP0_c0.t1
OG0005199	g16997	ESY4_g24436_DN3_SP0_c0.t1
OG0005200	g47723	ESY4_g24476_DN3_SP2_c0.t1
OG0005201	g23425, g47734	ESY4_g24549_DN3_SP0_c0.t1
OG0005202	g23423	ESY4_g24558_DN3_SP8_c0.t1
OG0005204	g23384	ESY4_g24692_DN3_SP6_c0.t1
OG0005205	g23366	ESY4_g24747_DN3_SP0_c0.t1
OG0005206	g23363	ESY4_g24769_DN3_SP0_c0.t1
OG0005207	g23342, g16958	ESY4_g24859_DN3_SP8_c0.t1
OG0005208	g49866	ESY5_g2597_DN3_SP0_c0.t1
OG0005209	g47826	ESY4_g25116_DN2_SP0_c0.t1
OG0005210	g23245, g47823	ESY4_g25160_DN3_SP8_c0.t1
OG0005211	g47870, g23134	ESY4_g25735_DN3_SP0_c0.t1
OG0005212	g23097	ESY4_g25635_DN3_SP0_c0.t1
OG0005213	g47879, g23099	ESY4_g25637_DN3_SP0_c0.t1
OG0005214	g23032	ESY4_g25480_DN3_SP0_c0.t1
OG0005215	g50612	ESY16_g61829_DN3_SP0_c0.t1
OG0005216	g27767	ESY16_g62109_DN3_SP1_c0.t1
OG0005217	g47189	ESY16_g61557_DN2_SP0_c0.t1, ESY16_g61562_DN1_SP0_c0.t1
OG0005218	g44027	ESY2_g34117_DN3_SP0_c0.t1
OG0005219	g36835, g40978	ESY2_g33890_DN3_SP0_c0.t1
OG0005220	g38262	ESY2_g33823_DN3_SP1_c9.t1
OG0005220	g44190, g40950	ESY5_g3581_DN3_SP0_c9.t1, ESY5_g3582_DN3_SP0_c15.t1, ESY5_g3583_DN1_SP0_c0.t1
OG0005221	g10766	ESY10_g14572_DN3_SP8_c0.t1
OG0005222	g1507, g16060	ESY10_g14536_DN3_SP0_c0.t1, ESY10_g14535_DN3_SP0_c0.t1
OG0005223	g10740	ESY10_g14514_DN3_SP8_c0.t1
OG0005224	g10733	ESY10_g14464_DN3_SP8_c14.t1
OG0005225	g10716	ESY10_g14385_DN3_SP8_c0.t1
OG0005226	g10669	ESY10_g14235_DN3_SP0_c0.t1, ESY10_g14242_DN3_SP0_c0.t1, ESY10_g14244_DN3_SP0_c0.t1, ESY10_g14236_DN3_SP0_c0.t1, ESY10_g14230_DN3_SP0_c0.t1
OG0005227	g1548	ESY2_g36386_DN1_SP0_c0.t1
OG0005227	g16679	ESY10_g14207_DN1_SP0_c0.t1
OG0005229	g10657	ESY10_g14169_DN3_SP8_c0.t1
OG0005230	g10586	ESY10_g13972_DN3_SP0_c0.t1
OG0005231	g31407, g10543	ESY5_g3866_DN3_SP3_c0.t1
OG0005232	g10532	ESY10_g13813_DN3_SP8_c0.t1
OG0005234	g10452	ESY21_g55698_DN3_SP3_c0.t1
OG0005235	g10377	ESY2_g34547_DN3_SP8_c0.t1
OG0005236	g44917	ESY2_g35173_DN1_SP0_c0.t1
OG0005237	g40854	ESY2_g33561_DN3_SP8_c0.t1
OG0005238	g40879	ESY2_g33620_DN3_SP0_c0.t1
OG0005239	g47575, g17147	ESY13_g56115_DN3_SP7_c0.t1
OG0005240	g51962, g37371	ESY12_g51014_DN3_SP1_c0.t1
OG0005241	g13088, g7434	ESY3_g31082_DN3_SP1_c0.t1
OG0005242	g12312	ESY3_g31327_DN3_SP0_c0.t1
OG0005243	g7337	ESY3_g31357_DN3_SP0_c0.t1
OG0005244	g26658	ESY15_g65087_DN3_SP1_c0.t1
OG0005245	g28410	ESY6_g47312_DN3_SP8_c0.t1
OG0005246	g28409	ESY6_g47275_DN2_SP6_c0.t1
OG0005247	g47504, g17216	ESY13_g57181_DN3_SP2_c0.t1
OG0005248	g1027	ESY16_g62486_DN2_SP0_c0.t1
OG0005249	g18827, g1922	ESY1_g12047_DN3_SP1_c0.t1
OG0005250	g39362	ESY6_g48093_DN3_SP0_c0.t1
OG0005251	g1124, g28651	ESY6_g48482_DN3_SP0_c0.t1
OG0005252	g1153, g28688	ESY6_g48554_DN3_SP8_c0.t1
OG0005254	g45621, g29356	ESY7_g17756_DN3_SP8_c0.t1
OG0005255	g45603, g29386	ESY7_g18385_DN3_SP0_c0.t1
OG0005257	g5330, g29407	ESY7_g18294_DN3_SP0_c0.t1
OG0005258	g5334	ESY7_g18282_DN2_SP0_c0.t1
OG0005259	g5348	ESY7_g18251_DN3_SP0_c0.t1
OG0005260	g579	ESY6_g49999_DN3_SP7_c0.t1
OG0005260	g5399	ESY7_g18091_DN3_SP2_c0.t1
OG0005261	g29476, g5400	ESY7_g18089_DN3_SP8_c0.t1
OG0005262	g5437, g29537	ESY7_g17936_DN3_SP8_c0.t1
OG0005263	g29589	ESY7_g18673_DN2_SP0_c0.t1
OG0005264	g29593, g45498	ESY7_g18666_DN3_SP7_c0.t1
OG0005265	g5532, g29605	ESY7_g18611_DN3_SP0_c0.t1
OG0005266	g5561	ESY7_g18511_DN3_SP0_c0.t1
OG0005267	g24225	ESY9_g42546_DN3_SP7_c0.t1
OG0005268	g17493	ESY9_g42591_DN3_SP6_c0.t1, ESY4_g24071_DN3_SP0_c0.t1
OG0005269	g47335, g24069	ESY9_g43257_DN3_SP8_c0.t1
OG0005270	g23961, g47421, g17296	ESY9_g43758_DN3_SP8_c0.t1
OG0005271	g23848	ESY23_g425_DN3_SP8_c0.t1
OG0005272	g32721	ESY14_g20157_DN3_SP0_c0.t1
OG0005273	g46415	ESY2_g35048_DN3_SP1_c0.t1
OG0005274	g28151, g53837	ESY14_g20906_DN3_SP0_c0.t1
OG0005275	g13432	ESY3_g28817_DN3_SP0_c0.t1
OG0005276	g50435, g32294, g27639	ESY4_g22106_DN3_SP4_c0.t1
OG0005277	g32321	ESY4_g22846_DN3_SP0_c0.t1
OG0005278	g50457	ESY4_g22807_DN3_SP0_c0.t1
OG0005279	g32340, g50464	ESY4_g22722_DN3_SP0_c0.t1
OG0005281	g50511	ESY4_g23248_DN3_SP8_c0.t1
OG0005282	g32407, g27687	ESY6_g48883_DN3_SP1_c0.t1
OG0005283	g32433	ESY7_g17761_DN2_SP2_c0.t1
OG0005284	g50530	ESY4_g23566_DN3_SP1_c0.t1
OG0005285	g22845	ESY4_g26483_DN3_SP0_c0.t1
OG0005286	g50941	ESY8_g59609_DN3_SP7_c0.t1
OG0005287	g22821	ESY4_g26547_DN3_SP0_c0.t1
OG0005288	g50904	ESY8_g59688_DN3_SP0_c0.t1, ESY9_g42768_DN3_SP0_c0.t1
OG0005289	g22749	ESY8_g59709_DN2_SP0_c0.t1
OG0005291	g1744	ESY1_g12508_DN3_SP0_c0.t1
OG0005292	g898	ESY6_g47186_DN3_SP6_c0.t1
OG0005293	g37114, g13661	ESY2_g38094_DN3_SP0_c11.t1
OG0005294	g51504, g37123	ESY9_g43873_DN3_SP8_c0.t1
OG0005295	g46222, g44441	ESY2_g36075_DN3_SP8_c0.t1
OG0005296	g25773	ESY18_g63937_DN1_SP0_c0.t1
OG0005297	g17269, g17266	ESY23_g81_DN3_SP1_c0.t1
OG0005298	g40404	ESY18_g62981_DN3_SP0_c0.t1
OG0005299	g36283	ESY7_g16522_DN3_SP0_c0.t1
OG0005300	g40482	ESY7_g16545_DN3_SP0_c0.t1
OG0005301	g40601	ESY10_g15184_DN3_SP0_c0.t1
OG0005302	g10901	ESY10_g14893_DN3_SP2_c0.t1
OG0005303	g47062	ESY17_g39268_DN1_SP0_c0.t1
OG0005304	g6433	ESY3_g27502_DN3_SP0_c0.t1
OG0005305	g24670, g24617, g24622, g24676	ESY15_g65619_DN3_SP8_c0.t1
OG0005306	g46998	ESY2_g33343_DN3_SP0_c0.t1
OG0005307	g17771	ESY7_g17825_DN3_SP7_c0.t1, ESY7_g17822_DN3_SP0_c0.t1
OG0005308	g16841	ESY8_g60287_DN3_SP1_c0.t1, ESY6_g46622_DN3_SP1_c0.t1
OG0005309	g50359	ESY8_g59999_DN3_SP1_c0.t1
OG0005310	g41166, g52227	ESY12_g51925_DN3_SP8_c31.t1
OG0005311	g37590, g52229	ESY12_g51935_DN3_SP8_c0.t1
OG0005314	g7361, g52122	ESY10_g14740_DN3_SP0_c0.t1, ESY12_g51462_DN3_SP0_c0.t1
OG0005315	g37497	ESY12_g51487_DN3_SP8_c0.t1
OG0005316	g37490	ESY12_g51506_DN3_SP1_c0.t1
OG0005317	g52075, g38193	ESY12_g51363_DN2_SP0_c0.t1
OG0005318	g52019	ESY12_g51265_DN2_SP0_c0.t1
OG0005319	g52023, g37421	ESY12_g51268_DN3_SP8_c24.t1
OG0005320	g52025	ESY12_g51271_DN3_SP0_c0.t1
OG0005321	g52002	ESY12_g51195_DN2_SP0_c0.t1
OG0005322	g45285	ESY10_g14730_DN3_SP0_c0.t1, ESY7_g19640_DN3_SP0_c0.t1
OG0005323	g5800	ESY7_g19540_DN3_SP3_c0.t1
OG0005324	g5782	ESY7_g19474_DN3_SP0_c0.t1
OG0005325	g45339, g5780	ESY7_g19444_DN3_SP0_c0.t1
OG0005327	g5732	ESY7_g19313_DN3_SP5_c0.t1
OG0005328	g5718, g29828	ESY7_g19238_DN3_SP7_c0.t1
OG0005329	g19112	ESY12_g51098_DN3_SP0_c0.t1
OG0005330	g635	ESY6_g49898_DN3_SP1_c0.t1
OG0005331	g28944, g709	ESY6_g49232_DN3_SP8_c0.t1
OG0005332	g28942, g712	ESY6_g49227_DN3_SP7_c0.t1
OG0005333	g725	ESY6_g49184_DN2_SP0_c0.t1
OG0005334	g729	ESY6_g49178_DN2_SP0_c0.t1
OG0005335	g28916	ESY6_g49166_DN3_SP0_c0.t1
OG0005336	g23847, g47490	ESY4_g22557_DN3_SP7_c0.t1, ESY7_g17659_DN3_SP1_c0.t1
OG0005337	g758, g28902	ESY6_g49129_DN3_SP0_c0.t1
OG0005338	g28889	ESY6_g49085_DN3_SP5_c0.t1
OG0005339	g789, g43751	ESY9_g45280_DN3_SP0_c1.t1
OG0005340	g684, g28964	ESY6_g49283_DN3_SP0_c0.t1
OG0005341	g28872	ESY6_g49032_DN3_SP8_c0.t1
OG0005342	g28851	ESY6_g48960_DN3_SP1_c0.t1
OG0005343	g28804	ESY6_g48895_DN2_SP0_c0.t1
OG0005344	g39224, g28759	ESY6_g48816_DN3_SP0_c0.t1
OG0005345	g39233, g28740	ESY6_g48730_DN3_SP0_c0.t1
OG0005346	g2724	ESY6_g49739_DN2_SP0_c0.t1, ESY1_g9116_DN3_SP0_c0.t1
OG0005347	g36059, g36057	ESY6_g49629_DN3_SP0_c0.t1
OG0005350	g9775	ESY6_g50707_DN3_SP0_c0.t1
OG0005351	g205	ESY6_g50620_DN3_SP0_c0.t1
OG0005352	g203	ESY6_g50614_DN3_SP6_c0.t1
OG0005353	g152	ESY6_g50501_DN3_SP0_c0.t1
OG0005354	g9703, g145	ESY6_g50477_DN2_SP0_c0.t1
OG0005355	g9685, g18674	ESY6_g50429_DN3_SP6_c0.t1
OG0005356	g111, g38164	ESY6_g50431_DN3_SP3_c0.t1
OG0005357	g18680	ESY4_g25114_DN3_SP0_c0.t1
OG0005358	g31	ESY9_g43413_DN3_SP5_c0.t1, ESY6_g50276_DN3_SP0_c0.t1
OG0005359	g19636, g19641, g54378	ESY6_g50236_DN3_SP8_c0.t1
OG0005360	g25332	ESY5_g5573_DN3_SP8_c0.t1
OG0005361	g25337	ESY20_g13364_DN3_SP1_c0.t1
OG0005362	g25376, g39460	ESY20_g12991_DN3_SP0_c0.t1
OG0005364	g49349	ESY5_g5444_DN3_SP8_c0.t1
OG0005365	g25422, g45224	ESY20_g13127_DN3_SP2_c0.t1
OG0005366	g39635, g25502	ESY8_g58315_DN3_SP4_c0.t1
OG0005367	g49451	ESY5_g5015_DN3_SP0_c0.t1
OG0005368	g39786	ESY8_g58532_DN2_SP0_c0.t1, ESY8_g58530_DN3_SP0_c38.t1, ESY20_g13330_DN3_SP0_c34.t1
OG0005369	g51311	ESY20_g12713_DN3_SP0_c0.t1
OG0005370	g37907	ESY8_g58433_DN3_SP8_c5.t1
OG0005371	g39845	ESY8_g58483_DN3_SP3_c15.t1
OG0005372	g39853	ESY8_g58550_DN3_SP0_c0.t1
OG0005373	g40064	ESY8_g58966_DN3_SP6_c0.t1
OG0005374	g40109, g40110	ESY8_g59045_DN3_SP0_c0.t1
OG0005375	g40174	ESY8_g59146_DN3_SP0_c9.t1, ESY8_g59147_DN3_SP0_c8.t1, ESY8_g59145_DN3_SP0_c9.t1
OG0005376	g23236	ESY4_g25125_DN3_SP0_c0.t1
OG0005377	g40845	ESY3_g32671_DN3_SP8_c0.t1
OG0005378	g12667	ESY3_g32396_DN3_SP0_c0.t1
OG0005379	g7830	ESY3_g32359_DN3_SP0_c0.t1
OG0005380	g29030	ESY3_g32175_DN3_SP0_c0.t1
OG0005381	g12554	ESY3_g31707_DN3_SP0_c0.t1
OG0005382	g12519, g7690	ESY3_g31622_DN3_SP0_c0.t1
OG0005383	g5252, g29341	ESY7_g17713_DN3_SP8_c0.t1
OG0005384	g12483	ESY3_g31516_DN3_SP0_c0.t1
OG0005384	g13196	ESY3_g30265_DN3_SP0_c0.t1
OG0005385	g12468	ESY3_g31449_DN3_SP8_c0.t1
OG0005386	g7596	ESY3_g31386_DN3_SP2_c0.t1
OG0005387	g7574	ESY3_g30692_DN3_SP6_c0.t1
OG0005388	g51848, g37346	ESY9_g45682_DN3_SP8_c0.t1
OG0005389	g37344	ESY9_g45671_DN3_SP0_c0.t1
OG0005390	g37325	ESY9_g45567_DN3_SP8_c0.t1
OG0005391	g51764	ESY9_g45498_DN3_SP0_c0.t1
OG0005392	g38115, g37308, g43581, g15050	ESY9_g45446_DN3_SP0_c9.t1
OG0005393	g2275	ESY1_g10893_DN3_SP0_c0.t1
OG0005394	g37295	ESY9_g45393_DN3_SP0_c0.t1
OG0005395	g51558	ESY9_g44084_DN3_SP8_c0.t1
OG0005397	g51637, g37216	ESY9_g44821_DN3_SP5_c0.t1
OG0005398	g51649	ESY9_g44890_DN3_SP0_c0.t1, ESY9_g44912_DN3_SP0_c0.t1
OG0005399	g51684	ESY9_g45151_DN1_SP0_c0.t1
OG0005400	g51699	ESY9_g45234_DN3_SP8_c0.t1
OG0005401	g6318, g7588	ESY3_g31364_DN2_SP0_c0.t1
OG0005402	g51713	ESY9_g45272_DN3_SP0_c0.t1
OG0005403	g31623, g27329	ESY3_g32106_DN3_SP0_c0.t1, ESY4_g26653_DN1_SP0_c0.t1
OG0005404	g49984	ESY2_g36147_DN3_SP1_c0.t1
OG0005404	g31676	ESY5_g4391_DN3_SP8_c0.t1
OG0005405	g31796	ESY10_g14133_DN3_SP1_c0.t1
OG0005405	g27414	ESY5_g4178_DN3_SP4_c0.t1
OG0005406	g31806	ESY5_g4156_DN3_SP3_c0.t1
OG0005407	g27421	ESY5_g4146_DN3_SP0_c0.t1
OG0005408	g31814	ESY5_g4144_DN3_SP7_c3.t1
OG0005409	g50064	ESY5_g4115_DN3_SP5_c0.t1
OG0005410	g31871, g27437	ESY5_g4036_DN3_SP0_c0.t1
OG0005411	g31898	ESY5_g3988_DN3_SP0_c0.t1
OG0005412	g31944, g50148	ESY5_g3928_DN3_SP8_c0.t1
OG0005413	g50204	ESY7_g17956_DN3_SP1_c0.t1
OG0005414	g46389	ESY2_g35083_DN3_SP0_c0.t1
OG0005415	g50235	ESY5_g2331_DN3_SP0_c0.t1
OG0005416	g50240, g27515	ESY5_g2323_DN3_SP8_c0.t1
OG0005417	g45950	ESY2_g35730_DN3_SP1_c0.t1
OG0005418	g44649	ESY2_g35682_DN3_SP4_c0.t1
OG0005419	g32117, g27570	ESY5_g1747_DN3_SP8_c0.t1
OG0005420	g32127	ESY4_g25060_DN3_SP0_c0.t1, ESY5_g3484_DN3_SP0_c0.t1
OG0005421	g32131, g27581	ESY5_g1570_DN3_SP8_c0.t1
OG0005422	g27593	ESY5_g1292_DN3_SP0_c0.t1, ESY5_g5402_DN3_SP0_c0.t1
OG0005424	g32247	ESY1_g11475_DN3_SP0_c0.t1
OG0005425	g50397	ESY5_g591_DN3_SP0_c0.t1
OG0005426	g47528	ESY13_g56863_DN3_SP0_c0.t1
OG0005427	g23759	ESY13_g56604_DN3_SP8_c0.t1
OG0005429	g50967, g38397	ESY8_g59480_DN3_SP1_c0.t1
OG0005430	g38505	ESY8_g59713_DN3_SP8_c0.t1
OG0005431	g31552, g52269	ESY5_g2848_DN3_SP0_c0.t1
OG0005432	g31358	ESY5_g3772_DN3_SP0_c0.t1, ESY7_g19415_DN3_SP0_c0.t1
OG0005433	g27182	ESY5_g3761_DN3_SP0_c0.t1
OG0005435	g31279	ESY5_g3547_DN3_SP0_c0.t1
OG0005436	g27101, g31234	ESY5_g3407_DN2_SP8_c0.t1
OG0005437	g31235	ESY5_g3414_DN3_SP5_c0.t1
OG0005438	g49697, g31210	ESY5_g3344_DN3_SP0_c0.t1, ESY5_g3341_DN1_SP0_c0.t1
OG0005439	g31180	ESY5_g3293_DN3_SP0_c0.t1
OG0005440	g27071, g49636	ESY5_g3283_DN3_SP8_c0.t1
OG0005441	g31140	ESY5_g3202_DN3_SP0_c0.t1
OG0005442	g49611	ESY5_g3095_DN3_SP8_c0.t1
OG0005443	g27019	ESY5_g597_DN1_SP0_c0.t1
OG0005443	g49605	ESY5_g4430_DN3_SP0_c0.t1
OG0005444	g49551, g19212	ESY5_g4640_DN3_SP0_c0.t1
OG0005445	g49513	ESY5_g4765_DN3_SP0_c0.t1, ESY5_g4764_DN3_SP0_c0.t1
OG0005446	g26961	ESY5_g4784_DN3_SP7_c2.t1
OG0005447	g51489, g49345	ESY5_g5457_DN2_SP0_c0.t1
OG0005448	g29329	ESY7_g17682_DN2_SP1_c0.t1
OG0005449	g5179, g29302	ESY7_g17590_DN3_SP0_c0.t1
OG0005450	g5219, g29324	ESY7_g17664_DN2_SP0_c0.t1
OG0005451	g5159, g41470, g27881	ESY7_g17557_DN3_SP8_c0.t1, ESY2_g33357_DN3_SP2_c0.t1
OG0005452	g5056	ESY7_g17325_DN3_SP2_c0.t1
OG0005453	g29184	ESY7_g17284_DN3_SP8_c0.t1
OG0005454	g29140, g45752	ESY7_g17182_DN3_SP0_c0.t1
OG0005455	g41500, g28990	ESY7_g17148_DN3_SP0_c0.t1
OG0005456	g29010, g29008, g41496	ESY7_g17126_DN3_SP7_c0.t1
OG0005457	g29043, g4038, g4919	ESY7_g17036_DN3_SP3_c0.t1, ESY7_g17516_DN3_SP0_c0.t1
OG0005458	g35552, g48284, g35557, g18528	ESY10_g15285_DN3_SP0_c0.t1
OG0005459	g10137, g10127	ESY10_g15509_DN3_SP6_c0.t1
OG0005460	g10170	ESY10_g15796_DN3_SP6_c0.t1
OG0005460	g4730	ESY6_g48346_DN3_SP3_c0.t1
OG0005461	g1634	ESY15_g64463_DN3_SP1_c0.t1
OG0005462	g29656	ESY7_g18447_DN3_SP2_c0.t1
OG0005463	g5608	ESY7_g18786_DN3_SP1_c0.t1, ESY15_g65070_DN3_SP0_c0.t1
OG0005464	g29727, g5638	ESY7_g18916_DN3_SP0_c0.t1
OG0005465	g29746, g45416	ESY7_g18966_DN3_SP4_c0.t1
OG0005466	g29761	ESY7_g19010_DN3_SP0_c0.t1
OG0005467	g29773	ESY7_g19025_DN3_SP7_c0.t1
OG0005468	g29775	ESY7_g19027_DN3_SP4_c0.t1
OG0005469	g45403, g5685	ESY7_g19087_DN3_SP0_c0.t1
OG0005470	g10072	ESY6_g49937_DN3_SP8_c0.t1
OG0005471	g9875, g386	ESY6_g49421_DN3_SP7_c0.t1
OG0005472	g385	ESY6_g49420_DN3_SP0_c0.t1
OG0005473	g9872	ESY6_g49399_DN3_SP5_c0.t1
OG0005474	g9858	ESY6_g49361_DN3_SP0_c0.t1
OG0005475	g1162	ESY6_g48578_DN3_SP2_c0.t1
OG0005476	g19340, g2522	ESY1_g10081_DN1_SP0_c0.t1
OG0005477	g342	ESY6_g49843_DN3_SP1_c0.t1
OG0005478	g2804	ESY1_g8346_DN3_SP1_c0.t1
OG0005479	g2940	ESY1_g7838_DN3_SP0_c0.t1
OG0005480	g41414	ESY6_g49271_DN3_SP0_c0.t1
OG0005481	g41635	ESY5_g3251_DN3_SP0_c0.t1
OG0005482	g12950	ESY3_g31483_DN3_SP8_c0.t1
OG0005484	g45754	ESY2_g34435_DN3_SP0_c0.t1
OG0005485	g45788	ESY2_g35385_DN3_SP3_c0.t1
OG0005486	g45807	ESY2_g35432_DN3_SP0_c0.t1
OG0005488	g44664	ESY2_g35638_DN3_SP8_c0.t1
OG0005489	g44646, g45931	ESY2_g35690_DN3_SP7_c0.t1
OG0005490	g46425	ESY2_g35035_DN3_SP0_c0.t1
OG0005492	g46315	ESY2_g34692_DN3_SP0_c0.t1
OG0005494	g46241	ESY2_g34816_DN3_SP0_c0.t1
OG0005495	g44448, g46214	ESY2_g36061_DN3_SP6_c0.t1
OG0005496	g46206	ESY2_g36051_DN1_SP0_c0.t1
OG0005497	g44463, g46198	ESY2_g36036_DN3_SP8_c0.t1
OG0005498	g44540	ESY2_g34949_DN3_SP1_c0.t1
OG0005499	g44542	ESY2_g34947_DN3_SP0_c22.t1
OG0005500	g46104	ESY2_g34895_DN3_SP0_c0.t1
OG0005501	g18557	ESY6_g49962_DN3_SP0_c0.t1
OG0005502	g46019	ESY2_g35856_DN3_SP0_c0.t1
OG0005503	g45993	ESY6_g50377_DN2_SP0_c0.t1, ESY2_g35803_DN3_SP0_c0.t1
OG0005504	g46454	ESY2_g36102_DN3_SP0_c0.t1
OG0005505	g46546	ESY2_g36636_DN3_SP6_c0.t1
OG0005506	g46565	ESY2_g36609_DN3_SP1_c0.t1
OG0005507	g46582, g44286	ESY2_g36568_DN3_SP8_c5.t1
OG0005508	g7285	ESY3_g30113_DN3_SP8_c0.t1
OG0005509	g7250	ESY3_g30188_DN3_SP0_c0.t1
OG0005511	g13235, g7085	ESY3_g30565_DN3_SP8_c0.t1
OG0005512	g13236	ESY3_g30560_DN3_SP2_c0.t1
OG0005513	g2155, g7009, g2156	ESY3_g29964_DN3_SP0_c0.t1
OG0005514	g7007	ESY3_g29945_DN3_SP8_c0.t1
OG0005515	g7003	ESY3_g29933_DN3_SP0_c0.t1
OG0005516	g47126, g17616	ESY2_g38581_DN3_SP1_c0.t1
OG0005517	g13273	ESY3_g29869_DN3_SP0_c0.t1
OG0005518	g6940	ESY2_g38071_DN3_SP0_c0.t1
OG0005519	g13302	ESY5_g2701_DN2_SP0_c0.t1
OG0005520	g6859	ESY3_g29631_DN3_SP0_c0.t1
OG0005521	g11991	ESY3_g29624_DN3_SP0_c0.t1
OG0005522	g11984	ESY3_g29600_DN3_SP4_c0.t1
OG0005523	g11973	ESY3_g29484_DN3_SP0_c17.t1
OG0005524	g13344	ESY3_g29414_DN3_SP0_c0.t1, ESY3_g29415_DN3_SP0_c0.t1
OG0005525	g11922	ESY3_g29248_DN3_SP8_c0.t1
OG0005526	g6714	ESY3_g29193_DN3_SP8_c0.t1
OG0005527	g6582, g11818	ESY3_g28795_DN3_SP6_c0.t1
OG0005528	g47918, g23009	ESY4_g25392_DN3_SP8_c0.t1
OG0005529	g41349	ESY7_g19147_DN3_SP0_c0.t1
OG0005530	g47848	ESY4_g25829_DN3_SP8_c0.t1
OG0005531	g13718, g14058	ESY11_g53933_DN3_SP8_c0.t1
OG0005532	g13720, g6099	ESY11_g53948_DN3_SP6_c0.t1
OG0005534	g18253	ESY4_g26239_DN3_SP6_c0.t1
OG0005535	g5943, g13876	ESY11_g54723_DN3_SP8_c0.t1
OG0005536	g36706, g54331	ESY2_g36273_DN1_SP8_c0.t1
OG0005537	g54346	ESY2_g36224_DN3_SP0_c0.t1
OG0005538	g54347, g36686	ESY2_g36222_DN3_SP0_c0.t1
OG0005539	g54353	ESY2_g36207_DN3_SP0_c0.t1
OG0005540	g36660, g7154	ESY2_g36849_DN3_SP7_c0.t1
OG0005541	g36616	ESY2_g36926_DN3_SP0_c0.t1
OG0005542	g36447, g54173	ESY2_g37463_DN3_SP8_c0.t1
OG0005543	g36388	ESY2_g37720_DN3_SP0_c0.t1
OG0005545	g54060, g54050	ESY2_g38087_DN3_SP7_c0.t1
OG0005546	g19179	ESY1_g11062_DN3_SP8_c0.t1
OG0005547	g2319	ESY1_g11008_DN3_SP0_c0.t1
OG0005548	g2463	ESY1_g10199_DN3_SP8_c0.t1
OG0005550	g2105	ESY1_g11667_DN3_SP0_c0.t1, ESY1_g12058_DN3_SP0_c0.t1
OG0005551	g18980	ESY1_g11630_DN3_SP8_c0.t1
OG0005552	g18967	ESY1_g11534_DN3_SP0_c0.t1
OG0005553	g2034	ESY1_g11499_DN3_SP8_c0.t1
OG0005554	g1889	ESY1_g12176_DN3_SP8_c0.t1
OG0005556	g18794	ESY1_g12480_DN3_SP8_c0.t1
OG0005557	g18741	ESY1_g12517_DN3_SP0_c0.t1
OG0005558	g24491	ESY22_g40929_DN3_SP0_c0.t1
OG0005561	g51734	ESY9_g45366_DN3_SP0_c0.t1
OG0005562	g38181	ESY12_g51309_DN3_SP0_c0.t1, ESY12_g51308_DN3_SP0_c0.t1
OG0005563	g18852	ESY12_g51693_DN3_SP0_c0.t1
OG0005566	g49936	ESY5_g2909_DN2_SP0_c0.t1
OG0005567	g46789, g17103, g46782	ESY3_g32245_DN3_SP0_c0.t1
OG0005568	g12310, g7352, g13123	ESY3_g31312_DN3_SP2_c0.t1
OG0005569	g11083	ESY8_g58151_DN3_SP0_c0.t1
OG0005571	g50176	ESY3_g28893_DN3_SP0_c3.t1, ESY1_g6967_DN1_SP0_c100.t1
OG0005572	g29272, g5132	ESY7_g17484_DN2_SP8_c0.t1
OG0005573	g41762, g39446	ESY7_g17743_DN1_SP0_c0.t1, ESY7_g17742_DN1_SP0_c0.t1
OG0005575	g1541	ESY10_g14219_DN2_SP0_c0.t1
OG0005575	g10666	ESY10_g14218_DN2_SP0_c0.t1
OG0005576	g480	ESY6_g50186_DN3_SP0_c0.t1
OG0005577	g12769, g7829	ESY3_g32345_DN3_SP0_c0.t1
OG0005578	g42404, g22059	ESY6_g47787_DN1_SP0_c66.t1
OG0005579	g14240	ESY11_g53227_DN3_SP0_c0.t1, ESY11_g53665_DN3_SP0_c0.t1
OG0005584	g18635	ESY7_g16596_DN2_SP0_c0.t1, ESY3_g29020_DN2_SP0_c0.t1, ESY7_g16574_DN1_SP0_c0.t1
OG0005592	g23501	ESY4_g24271_DN3_SP0_c0.t1
OG0005593	g16990, g23430	ESY4_g24518_DN3_SP0_c0.t1
OG0005594	g49677	ESY5_g3145_DN3_SP0_c0.t1
OG0005595	g16976, g23382	ESY4_g24683_DN3_SP0_c0.t1
OG0005596	g47758, g16970	ESY4_g24726_DN3_SP5_c0.t1
OG0005597	g23379	ESY4_g24729_DN3_SP0_c0.t1
OG0005598	g16968	ESY4_g24758_DN3_SP0_c0.t1
OG0005599	g16967, g23365, g23364	ESY4_g24764_DN3_SP8_c12.t1
OG0005600	g23341, g47778	ESY4_g24861_DN3_SP0_c0.t1
OG0005601	g16948	ESY4_g24925_DN3_SP0_c0.t1
OG0005603	g23258, g47817	ESY4_g25197_DN3_SP8_c7.t1
OG0005604	g23213, g47829	ESY4_g25100_DN3_SP2_c0.t1
OG0005605	g47825, g16911	ESY4_g25120_DN3_SP2_c0.t1
OG0005606	g18166, g47849	ESY4_g25830_DN3_SP7_c0.t1
OG0005607	g23136	ESY4_g25766_DN3_SP7_c0.t1
OG0005608	g775	ESY6_g49064_DN3_SP0_c0.t1
OG0005609	g37139, g38005	ESY9_g43952_DN3_SP8_c0.t1
OG0005611	g41078, g44021	ESY2_g34157_DN3_SP0_c0.t1
OG0005612	g45601, g28386	ESY7_g18360_DN3_SP0_c29.t1
