Orthogroup	Cochlearia_excelsa	Noccaea_praecox
OG0008526	g23284	Np005G270770
OG0008527	g16930, g23278	Np005G270550
OG0008528	g16926	Np005G270520
OG0008529	g23249	Np005G269970
OG0008530	g23219	Np005G263080
OG0008531	g23234	Np005G263050
OG0008532	g47827	Np005G263060
OG0008533	g23200	Np005G263310
OG0008534	g47820	Np005G269910
OG0008535	g23191	Np005G263430
OG0008536	g23190	Np005G263440
OG0008537	g23189	Np005G263450
OG0008538	g23183	Np005G263520
OG0008540	g47874	Np005G264520
OG0008541	g47865	Np005G264300, Np005G264310
OG0008542	g18186	Np005G264160
OG0008543	g23095	Np005G264730
OG0008544	g18208	Np005G264770
OG0008546	g23059	Np005G265340
OG0008547	g47900	Np005G265570
OG0008548	g32523, g27749	Np004G215530
OG0008549	g32534	Np004G216810
OG0008550	g32540	Np004G217080
OG0008551	g32549	Np004G217520
OG0008553	g32614	Np004G205200
OG0008554	g24301	Np005G319390
OG0008555	g47194	Np005G296310
OG0008556	g24325, g17565	Np005G298900
OG0008557	g27187	Np004G245730
OG0008558	g43893	Np002G105560
OG0008559	g41134	Np002G105120
OG0008560	g41112	Np002G108410
OG0008561	g47831	Np005G263150
OG0008562	g44031	Np002G113160
OG0008563	g31224	Np004G249140
OG0008564	g38259	Np002G113800
OG0008565	g44106	Np002G115510
OG0008566	g41032	Np002G115580
OG0008567	g41002	Np002G116560
OG0008568	g40999	Np002G116460
OG0008570	g44154	Np002G117590
OG0008571	g44167	Np002G117780
OG0008572	g40970	Np002G117890
OG0008573	g44180	Np002G118360
OG0008574	g40952	Np002G118390, Np002G118370
OG0008575	g44186	Np002G118490
OG0008576	g27164	Np002G118830, Np002G118840
OG0008577	g49782, g31336	Np004G246270
OG0008578	g31578	Np004G241210
OG0008579	g10775	Np001G027020
OG0008580	g10762	Np001G026600
OG0008581	g10742	Np001G026370
OG0008582	g10721	Np001G025660
OG0008583	g16701	Np001G025120
OG0008584	g10661	Np001G024570
OG0008585	g10653	Np001G024110
OG0008586	g1563	Np001G023680
OG0008587	g10605	Np001G023330
OG0008588	g10599	Np001G023190
OG0008589	g10588	Np001G023010
OG0008590	g10567	Np001G022500
OG0008591	g10555	Np001G022270
OG0008592	g10541	Np001G021890
OG0008593	g1601	Np001G021870
OG0008594	g10516	Np001G021350
OG0008595	g10505	Np001G021080
OG0008596	g10498	Np001G020970
OG0008597	g10459	Np001G020400
OG0008598	g10458	Np001G020390
OG0008599	g10417	Np001G019900
OG0008600	g10415	Np001G019870
OG0008601	g4295, g16503	Np001G019590
OG0008602	g10399	Np001G019490
OG0008603	g10397	Np001G019470
OG0008604	g10356	Np001G018820
OG0008605	g10354	Np001G018790
OG0008606	g45004	Np002G095420
OG0008607	g45030	Np001G059890, Np002G096440
OG0008609	g46844	Np005G310920
OG0008611	g40739	Np002G124750
OG0008612	g40768	Np002G124280
OG0008613	g40775	Np002G124180
OG0008614	g40818	Np002G123750
OG0008615	g40808	Np002G123500
OG0008616	g40801	Np002G123310
OG0008617	g44248	Np002G122240
OG0008618	g40846	Np002G122250
OG0008619	g40863	Np002G121340
OG0008620	g40890, g44232	Np002G120520
OG0008621	g12272	Np007G408740
OG0008622	g39304	Np003G155950
OG0008624	g38151	Np006G330740
OG0008625	g51972	Np006G330670
OG0008626	g12402	Np007G413510
OG0008627	g5720	Np003G128060
OG0008628	g13073	Np007G412060
OG0008629	g7418	Np007G411430
OG0008630	g12348	Np007G411150
OG0008631	g7402	Np007G411060
OG0008632	g7377	Np007G410310
OG0008633	g12319	Np007G410250
OG0008634	g7347	Np007G409710
OG0008635	g13130	Np007G412470, Np007G409610
OG0008636	g7342	Np007G409600
OG0008637	g12292	Np007G409280
OG0008638	g13139	Np007G409050
OG0008640	g26831	Np001G048680, Np003G173060
OG0008641	g28260	Np003G172840
OG0008642	g28281	Np003G172480
OG0008643	g1364	Np003G171650
OG0008644	g1362, g28300	Np003G171560
OG0008645	g28304	Np003G170580, Np003G171100
OG0008646	g41193, g41175	Np004G203570
OG0008647	g28350	Np003G167550
OG0008648	g888	Np003G165210
OG0008649	g41247	Np003G164650
OG0008650	g907	Np003G164420
OG0008651	g901	Np003G164540
OG0008652	g41254	Np003G164840
OG0008653	g28425, g922	Np003G163810
OG0008654	g28426, g41291	Np003G163780
OG0008655	g28432	Np003G163660
OG0008656	g927, g28433	Np003G163530
OG0008657	g28455	Np003G162230
OG0008658	g28441	Np003G161460
OG0008659	g948	Np003G162390
OG0008660	g28471	Np003G162510
OG0008661	g955	Np003G162690
OG0008662	g28497	Np003G160740
OG0008663	g28507, g997	Np003G160500
OG0008664	g28510	Np003G160380
OG0008665	g39369	Np003G159540
OG0008666	g28523	Np003G159380
OG0008667	g1024	Np003G159370
OG0008668	g28542, g39357	Np003G158320
OG0008669	g28555	Np003G157970
OG0008670	g1068	Np003G157950
OG0008671	g28558	Np003G157440
OG0008672	g39338	Np003G157180
OG0008673	g1083	Np003G157150
OG0008674	g28592	Np003G156720
OG0008675	g28609	Np003G156440
OG0008676	g28622	Np003G156330
OG0008677	g28632	Np003G156130
OG0008678	g1118	Np003G155710
OG0008679	g28666	Np003G155190
OG0008680	g28680	Np003G155020
OG0008681	g28681	Np003G155010
OG0008682	g10306	Np001G018280
OG0008683	g10301	Np001G018180
OG0008684	g10300	Np001G018170
OG0008685	g29362, g5282	Np003G140030
OG0008686	g29364	Np003G140010
OG0008687	g29378	Np003G139770
OG0008688	g29374	Np003G139730
OG0008689	g45609	Np003G139720
OG0008690	g5295	Np003G139670
OG0008691	g45593, g5313	Np003G139190
OG0008692	g45592	Np003G139180
OG0008693	g45587	Np003G139030
OG0008694	g5335, g29418	Np003G138680
OG0008695	g5344	Np003G138540
OG0008697	g29426, g32427	Np005G264330
OG0008698	g5377	Np003G137890
OG0008699	g29483, g5403	Np003G137080
OG0008700	g45540	Np003G136810
OG0008701	g45534	Np003G136680
OG0008702	g5426, g29513	Np003G136440
OG0008703	g29540	Np003G136140
OG0008704	g29550	Np003G135930
OG0008705	g29554	Np003G135840, Np005G283830
OG0008706	g29566	Np003G135440
OG0008707	g45503	Np003G135100
OG0008708	g29574	Np003G135070
OG0008709	g5500	Np003G134770
OG0008710	g5509	Np003G134410
OG0008711	g5526	Np003G134090
OG0008712	g5531	Np003G134050
OG0008713	g29607	Np003G133830
OG0008714	g29621	Np003G133540
OG0008715	g24286	Np005G295940
OG0008716	g24244, g47226	Np005G293890
OG0008717	g47235	Np005G293720
OG0008718	g24235	Np005G293470
OG0008719	g47239, g17520	Np005G293430
OG0008720	g24233, g17519	Np005G293420
OG0008721	g24230	Np005G292890
OG0008722	g47257, g24209	Np005G292400
OG0008723	g47283	Np005G291030
OG0008724	g10982	Np001G037300
OG0008725	g24151	Np005G290230
OG0008726	g24148, g47302	Np005G290200
OG0008727	g17428, g24129	Np005G289940
OG0008728	g24124	Np005G289800
OG0008730	g47328	Np005G288760
OG0008731	g24075	Np005G288730
OG0008732	g24068	Np005G288570
OG0008733	g24053	Np005G288220
OG0008734	g47358	Np005G287270
OG0008735	g47368, g17363	Np005G287550
OG0008736	g24008	Np005G288060
OG0008737	g47402	Np005G286430, Np005G286440
OG0008739	g40401	Np003G182120
OG0008740	g47434	Np005G284820
OG0008741	g17275	Np005G284670
OG0008742	g23922	Np005G284550
OG0008743	g17272	Np005G284430
OG0008744	g47452	Np005G284240
OG0008745	g23893, g47459	Np005G283540
OG0008746	g44697	Np002G085230
OG0008747	g17249	Np005G283110
OG0008748	g40307, g25782	Np003G178360
OG0008749	g32680	Np004G206470
OG0008750	g32738	Np004G208420
OG0008751	g32749	Np004G208630
OG0008752	g50753, g32767	Np004G208720
OG0008753	g32851	Np004G224060
OG0008754	g32993	Np004G204360
OG0008755	g35950, g53898	Np004G202520
OG0008756	g28144	Np004G202560
OG0008757	g32291, g50420	Np004G210410
OG0008758	g36186	Np004G201900
OG0008759	g32305	Np004G210700
OG0008760	g50460	Np004G211130
OG0008761	g44572	Np002G081210
OG0008762	g50503	Np004G212120
OG0008763	g32392	Np004G212330
OG0008764	g27689	Np004G212940
OG0008765	g50552	Np004G214180
OG0008766	g50565	Np004G214580
OG0008767	g32502	Np004G214720
OG0008769	g47932	Np005G267190
OG0008770	g22974	Np005G267230
OG0008771	g22960	Np005G266800, Np005G267570
OG0008772	g22922	Np005G268170
OG0008773	g47974	Np005G268450
OG0008774	g22878	Np005G268730
OG0008775	g22869	Np005G268890
OG0008776	g22855	Np005G268950
OG0008777	g22851	Np005G269060
OG0008778	g22806	Np005G269780
OG0008779	g22803	Np005G269820
OG0008780	g22789	Np005G262590
OG0008781	g22780	Np006G351350
OG0008782	g22778, g22777	Np005G262440
OG0008783	g22743	Np005G262050
OG0008784	g18304, g38522	Np005G261340
OG0008785	g23619	Np005G277460
OG0008787	g46839	Np005G310970
OG0008788	g46758	Np005G313100
OG0008789	g37509	Np007G386380, Np007G386660, Np007G386560
OG0008790	g16905	Np005G314900
OG0008791	g32509	Np004G214920
OG0008792	g29720	Np003G130640
OG0008793	g32578	Np004G219380, Np004G218340, Np004G219360
OG0008794	g51536	Np006G340170
OG0008795	g40264	Np003G177250
OG0008796	g51406	Np006G343150
OG0008797	g37062	Np001G041550
OG0008798	g37048	Np001G041980
OG0008799	g37052	Np001G042080
OG0008800	g52273, g37625	Np006G323850
OG0008801	g18465, g18424	Np001G042960
OG0008802	g40308	Np003G178370
OG0008803	g40354	Np003G180170
OG0008805	g40399, g25668	Np003G181910
OG0008806	g25602	Np003G182340
OG0008807	g25604	Np003G182430
OG0008809	g25580	Np003G183760
OG0008810	g40464	Np003G184680
OG0008811	g25542	Np003G184760
OG0008812	g40493	Np001G039630
OG0008813	g40495	Np001G039580
OG0008814	g11033	Np001G039120
OG0008815	g40531	Np001G038430
OG0008816	g40555	Np001G037450
OG0008817	g10966	Np001G036220
OG0008818	g40588	Np001G036320
OG0008819	g10922	Np001G034390
OG0008820	g40647	Np001G034280
OG0008821	g10906	Np001G033500
OG0008822	g40721	Np001G032160
OG0008823	g40722	Np001G032170
OG0008824	g46871, g25206	Np005G310160
OG0008825	g46946	Np005G307530
OG0008826	g24752, g24757	Np005G308290
OG0008827	g46652	Np005G308450
OG0008828	g24635, g46995	Np005G309270
OG0008829	g13490	Np007G386340
OG0008830	g24562	Np005G306020
OG0008831	g17726	Np005G305790
OG0008832	g24534	Np005G305650
OG0008833	g47075	Np005G304290
OG0008834	g17684	Np005G303510
OG0008835	g24471	Np005G303440
OG0008836	g36165, g14875, g52876, g43248, g47105	Np005G302870
OG0008837	g47106	Np005G302780
OG0008838	g16849	Np005G317140
OG0008839	g46655	Np005G318660
OG0008840	g46664	Np005G318040
OG0008841	g16802	Np005G318820
OG0008842	g46651, g16804	Np005G318800
OG0008843	g16779, g16781	Np005G319650
OG0008844	g46626	Np005G318840
OG0008845	g46622	Np005G320180
OG0008846	g5965	Np007G373550
OG0008847	g37766	Np006G320670
OG0008848	g37764	Np006G320730
OG0008849	g37686	Np006G322440
OG0008850	g50790	Np006G322590
OG0008851	g50783	Np006G322760
OG0008852	g52296	Np006G323190
OG0008853	g52295	Np006G323290
OG0008854	g37627	Np006G323720
OG0008855	g37610	Np006G324390
OG0008856	g37591	Np006G324670
OG0008857	g37586	Np006G324760
OG0008858	g52241	Np006G324850
OG0008859	g1930	Np001G065670
OG0008860	g38226	Np006G325920
OG0008861	g52158	Np006G326050
OG0008862	g52151, g52149	Np006G326160
OG0008863	g52148	Np006G326180, Np006G326170
OG0008864	g37523	Np006G326430
OG0008865	g37496	Np006G327130
OG0008866	g52094	Np006G327560
OG0008867	g18909	Np001G064360
OG0008868	g52077	Np006G328190
OG0008869	g37446	Np006G328630
OG0008870	g38183	Np006G328660
OG0008871	g37443	Np006G328690
OG0008872	g5361	Np003G138410
OG0008873	g52010	Np006G329540
OG0008874	g37402	Np006G329780
OG0008875	g51995	Np006G330100
OG0008876	g37391	Np006G330120
OG0008877	g45289	Np003G125620
OG0008878	g45294	Np004G205590, Np001G035450
OG0008879	g5814	Np003G125760
OG0008880	g5807	Np003G126020
OG0008881	g5788	Np003G126620
OG0008882	g29847	Np003G126940
OG0008883	g5752	Np003G127300
OG0008884	g29831	Np003G128100
OG0008885	g5717	Np003G128210
OG0008886	g29809	Np003G128400
OG0008887	g5698	Np003G128690
OG0008888	g29112	Np003G147340
OG0008889	g29127	Np003G147630
OG0008890	g653, g28980	Np003G147730
OG0008891	g28975	Np003G147800
OG0008892	g704	Np003G148370
OG0008893	g705	Np003G148380
OG0008894	g664	Np003G147820
OG0008895	g41401, g28929	Np003G148780
OG0008896	g448	Np001G009900
OG0008897	g28909	Np003G149280
OG0008898	g743	Np003G149310
OG0008899	g41371, g28901	Np003G149730
OG0008900	g763	Np003G149800
OG0008901	g28897	Np003G149840
OG0008902	g770	Np003G149970
OG0008903	g28873	Np003G150390
OG0008904	g28871	Np003G150420
OG0008905	g816	Np003G150990
OG0008906	g41333	Np003G151300
OG0008907	g831	Np003G151470
OG0008908	g28805	Np003G152030
OG0008909	g266	Np001G005260
OG0008910	g1295	Np003G152320
OG0008911	g28783	Np003G152330
OG0008912	g41303	Np003G152470
OG0008913	g28763	Np003G152560
OG0008914	g28761	Np003G152590
OG0008915	g39245	Np003G153450
OG0008916	g1245, g39248	Np003G153580
OG0008917	g28746	Np003G152840
OG0008918	g1257	Np003G153290
OG0008919	g1240	Np003G153690
OG0008920	g1236	Np003G153720
OG0008921	g1232	Np003G153810, Np006G351290, Np006G351280
OG0008922	g274	Np001G005390
OG0008923	g9799, g270	Np001G005320
OG0008924	g49612	Np004G233220, Np004G251110
OG0008925	g9796	Np001G005200
OG0008927	g9770, g240	Np001G004640
OG0008928	g9753	Np001G004230
OG0008929	g9746	Np001G004030
OG0008930	g197, g18663	Np001G003680
OG0008931	g177	Np001G003570
OG0008932	g9724	Np001G003550
OG0008934	g107	Np001G002350
OG0008935	g88	Np001G002100
OG0008936	g9669	Np001G001950
OG0008937	g9660	Np001G001500
OG0008938	g9644	Np001G001200
OG0008939	g19653	Np001G001170
OG0008940	g19647, g38	Np001G000970
OG0008941	g19644	Np001G000770
OG0008942	g27	Np001G000710
OG0008945	g14, g9626	Np001G000310
OG0008947	g45269	Np003G189140
OG0008948	g26863	Np004G259410
OG0008949	g25358	Np003G189390
OG0008950	g25351	Np003G189540
OG0008951	g39452	Np003G189560
OG0008952	g45255	Np003G188860
OG0008954	g39492	Np003G188060
OG0008955	g39536, g25449	Np003G187170
OG0008956	g39540	Np003G187060
OG0008957	g39555	Np003G186870
OG0008958	g39605	Np003G186180
OG0008959	g39611	Np003G186070
OG0008960	g25496	Np003G185650
OG0008961	g39634	Np003G185630
OG0008963	g39704	Np001G040700
OG0008964	g39706	Np001G040730
OG0008965	g46869	Np001G041100
OG0008966	g39723, g11107	Np001G041200
OG0008968	g51335	Np006G357740
OG0008969	g39750	Np006G357880
OG0008970	g39767	Np006G357430
OG0008971	g51321	Np006G357510
OG0008974	g51304	Np006G356940
OG0008975	g27970, g49271, g5	Np004G190030
OG0008977	g51251	Np006G355150
OG0008978	g39850	Np006G354920
OG0008979	g39869	Np006G354640, Np006G348280
OG0008980	g39884, g37902	Np006G354930
OG0008981	g39897	Np006G347110, Np006G353690
OG0008982	g51194	Np006G352620
OG0008984	g51139	Np006G360580
OG0008985	g40015	Np006G360140
OG0008986	g51120	Np006G360120
OG0008987	g37849	Np006G358080, Np006G360010
OG0008988	g40003	Np006G359980
OG0008989	g37845, g39981	Np006G359610
OG0008990	g51090	Np006G359590
OG0008991	g40038	Np006G359180
OG0008992	g40048	Np006G359050
OG0008993	g53382	Np006G358860
OG0008994	g40089	Np006G358130
OG0008995	g40090	Np006G358120
OG0008996	g40125	Np006G361120
OG0008997	g40119, g53543	Np006G361020
OG0008998	g40115	Np006G360890
OG0008999	g40102	Np006G360680
OG0009001	g38272	Np006G362470
OG0009002	g51068	Np006G363330
OG0009003	g36847	Np006G363380
OG0009004	g23632	Np005G277940
OG0009005	g17086	Np005G277970
OG0009006	g23658	Np005G278480
OG0009007	g49985	Np007G424730
OG0009008	g7929	Np007G424750
OG0009009	g7930	Np007G424760
OG0009010	g7942	Np007G425000
OG0009011	g7941	Np007G424990
OG0009012	g7946	Np007G425170
OG0009013	g23704	Np005G279310
OG0009014	g47613	Np005G278620
OG0009015	g47605	Np005G278740
OG0009016	g7914	Np007G424310
OG0009017	g7896	Np007G423790
OG0009018	g7866	Np007G423310
OG0009019	g7862	Np007G423210
OG0009020	g7852	Np007G422960
OG0009021	g7842	Np007G422860
OG0009022	g12662	Np007G422630
OG0009023	g7833	Np007G422560
OG0009024	g7832	Np007G422570
OG0009025	g12635	Np007G422150
OG0009026	g12780	Np007G421740
OG0009027	g12801	Np007G421250
OG0009028	g7793	Np007G421170
OG0009029	g7792	Np007G421090, Np007G421020
OG0009030	g7781	Np007G420790
OG0009031	g7772, g7763	Np007G420530
OG0009032	g7749	Np007G420340
OG0009033	g12592	Np007G420260
OG0009034	g12591	Np007G420220
OG0009035	g12582	Np007G419690, Np007G419830
OG0009036	g12844	Np007G419290
OG0009037	g7714	Np007G419260
OG0009038	g12875	Np007G418480
OG0009039	g7686	Np007G418460
OG0009041	g7656	Np007G417320
OG0009042	g7642	Np007G416920
OG0009043	g12935, g12482	Np007G416700
OG0009044	g7622	Np007G416300
OG0009045	g7610	Np007G416000
OG0009047	g7600	Np007G415750
OG0009048	g7597	Np007G415640
OG0009049	g12965	Np007G415600, Np007G415580
OG0009050	g25028	Np002G106020
OG0009051	g38281	Np006G362630
OG0009052	g26908	Np005G318910
OG0009054	g12420	Np007G414500
OG0009055	g53945	Np004G201130
OG0009056	g51915	Np006G331440
OG0009057	g51909	Np006G331530
OG0009058	g51886	Np006G331630
OG0009059	g51880	Np006G331740
OG0009060	g51468	Np006G331800
OG0009061	g37351	Np006G332020
OG0009062	g51800	Np006G333230
OG0009063	g51793	Np006G333260
OG0009064	g38128	Np006G333650
OG0009065	g51763	Np006G334120
OG0009066	g51774	Np006G333760
OG0009067	g51756	Np006G334310
OG0009068	g51737	Np006G334970
OG0009069	g44860	Np002G089930
OG0009070	g51735	Np006G334990
OG0009071	g37149	Np006G339560
OG0009072	g38028, g37156	Np006G339490
OG0009073	g37160	Np006G339470
OG0009075	g51587	Np006G339100
OG0009076	g51599	Np006G338730
OG0009077	g51613	Np006G338170
OG0009078	g51623	Np006G337890
OG0009079	g51634	Np006G337440
OG0009080	g51675	Np006G336530
OG0009081	g51676	Np006G336520
OG0009082	g37287, g51728	Np006G335160
OG0009083	g51727	Np006G335170
OG0009084	g51692	Np006G336130
OG0009085	g37278	Np006G335350
OG0009086	g37269	Np006G335580
OG0009087	g51714	Np006G335620
OG0009088	g51547	Np006G339940
OG0009089	g31585	Np004G241120
OG0009090	g31586	Np004G241100
OG0009091	g27302	Np004G240930
OG0009092	g49942	Np004G240860
OG0009093	g31610	Np004G240730
OG0009094	g31614, g49946	Np004G240670
OG0009095	g31628	Np004G240260
OG0009097	g49970	Np004G239850
OG0009098	g27345, g31653	Np004G239680
OG0009099	g31654	Np004G239640
OG0009100	g27357	Np004G239320
OG0009101	g49994	Np004G238940
OG0009102	g31699	Np004G238770
OG0009103	g31702	Np004G238690
OG0009104	g50012	Np004G238360
OG0009105	g31754	Np004G237700
OG0009106	g27412, g50050	Np004G237200
OG0009107	g25029	Np004G237130, Np005G311320
OG0009110	g31816	Np004G236630
OG0009111	g31889	Np004G235570
OG0009112	g31890	Np004G235560
OG0009113	g50126	Np004G235280
OG0009114	g50163	Np004G234450
OG0009115	g50166	Np004G234270
OG0009116	g19162	Np001G057300
OG0009117	g50211	Np004G233270
OG0009118	g50225	Np004G232800
OG0009119	g32019	Np004G232780
OG0009121	g50251, g27528	Np004G231790
OG0009122	g32047	Np004G230970
OG0009123	g50291	Np004G230440
OG0009124	g32100	Np004G230180
OG0009125	g27554	Np004G229830
OG0009126	g50335	Np004G227890
OG0009127	g27580	Np004G227440
OG0009128	g50349, g32146	Np004G226610
OG0009130	g45791	Np002G087190
OG0009131	g32161	Np004G225820
OG0009133	g27597	Np004G224740
OG0009134	g50368, g32180	Np004G224660
OG0009135	g32200, g27607	Np004G209150
OG0009137	g27616	Np004G209460
OG0009138	g32225	Np004G209590
OG0009139	g50398	Np004G209820
OG0009140	g50407, g32279	Np004G210070
OG0009141	g47500	Np005G282560
OG0009143	g23833	Np005G282210
OG0009144	g47523	Np005G281630
OG0009145	g17188	Np005G281490
OG0009146	g51038	Np006G364160
OG0009148	g38345	Np006G364570
OG0009149	g38340	Np006G364420
OG0009150	g50993	Np006G365610
OG0009151	g38391	Np006G366000
OG0009152	g38401, g27289	Np006G366510
OG0009153	g38411	Np006G366680
OG0009154	g38437, g50952	Np006G367450
OG0009155	g36914	Np006G367750
OG0009156	g19308	Np001G053290
OG0009157	g38485	Np006G368720
OG0009158	g50898	Np006G368890
OG0009159	g36955	Np006G370310
OG0009162	g31570	Np004G241390
OG0009163	g31551	Np004G241690
OG0009164	g31541	Np004G241890
OG0009165	g31508	Np004G242590
OG0009166	g31506	Np004G242620
OG0009167	g31486	Np004G242860
OG0009168	g31447	Np004G244030
OG0009169	g31449	Np004G243990
OG0009170	g31420	Np004G244510
OG0009171	g31378	Np004G245530
OG0009172	g49781	Np004G246320
OG0009173	g31331	Np004G246490
OG0009174	g49773	Np004G247000
OG0009175	g31275	Np004G247850
OG0009176	g49745	Np004G247900
OG0009177	g31269	Np004G247990
OG0009178	g31243	Np004G248610
OG0009179	g31221	Np004G249200
OG0009180	g31226, g49713	Np004G249090
OG0009181	g49626	Np004G249650
OG0009182	g49637	Np004G249820
OG0009184	g49638	Np004G250100
OG0009185	g31152	Np004G250240
OG0009186	g28965	Np003G148090
OG0009187	g31141	Np004G250400
OG0009188	g49658	Np004G250460
OG0009189	g49670	Np004G250720
OG0009190	g27030	Np004G250710
OG0009191	g31128	Np004G250670
OG0009192	g31129	Np004G250650
OG0009193	g49675	Np004G250820
OG0009194	g27026	Np004G250900
OG0009196	g49694	Np004G251020
OG0009197	g49583	Np004G251820
OG0009199	g27001	Np004G252360
OG0009200	g31003	Np004G253260
OG0009201	g30997, g26975	Np004G253330
OG0009202	g30991	Np004G253460
OG0009203	g30990	Np004G253500
OG0009204	g49527	Np004G253740
OG0009205	g49515	Np004G253960
OG0009206	g30927, g49493	Np004G254560
OG0009207	g49492	Np004G254590
OG0009208	g30923	Np004G254770
OG0009209	g32231	Np005G309660
OG0009210	g30893	Np004G255230
OG0009211	g49465	Np004G255350
OG0009212	g49464	Np004G255410
OG0009213	g30876	Np004G255740
OG0009214	g30865	Np004G255970
OG0009215	g30845	Np004G256310
OG0009216	g26906	Np004G256960
OG0009217	g49399	Np004G257320
OG0009218	g30805	Np004G257390
OG0009219	g30794	Np004G257620
OG0009220	g49378	Np004G257850
OG0009221	g30773	Np004G257950
OG0009222	g49358	Np004G258320
OG0009223	g49356	Np004G258400
OG0009224	g49350	Np004G258480
OG0009225	g30762	Np004G258590
OG0009226	g49341	Np004G258660
OG0009227	g26875	Np004G258730
OG0009228	g30737	Np004G259100
OG0009229	g49303	Np004G259350
OG0009231	g30721	Np004G259880
OG0009232	g45632, g5229	Np003G140830
OG0009233	g5223	Np003G140890
OG0009234	g5203	Np003G141110
OG0009235	g45637	Np003G140990
OG0009236	g45673	Np003G141790
OG0009237	g29278	Np003G141840
OG0009238	g5142	Np003G141900
OG0009239	g5093, g29238	Np003G142560
OG0009240	g45692	Np003G142320
OG0009241	g5128	Np003G142120
OG0009242	g29220	Np003G142700
OG0009243	g5062	Np003G143170
OG0009245	g29178	Np003G143850
OG0009246	g45739	Np003G143920
OG0009247	g5004	Np003G144270
OG0009248	g5000	Np003G144380
OG0009249	g4987, g3922, g4018, g3921	Np003G144930
OG0009250	g29031	Np003G145590
OG0009251	g29075, g4901	Np003G146740
OG0009252	g29078	Np003G146810
OG0009253	g4877	Np003G147220
OG0009254	g29106, g4872	Np003G147230
OG0009255	g10150	Np001G015050
OG0009256	g10176	Np001G015810
OG0009257	g4115, g4116, g22330, g35991	Np001G016700
OG0009258	g10184	Np001G016240
OG0009259	g10216	Np001G016770
OG0009260	g10232	Np001G016930
OG0009261	g5770, g5771, g10230	Np001G016980, Np002G097100, Np006G351260
OG0009262	g45626, g29343	Np003G140470
OG0009263	g45623	Np003G140370
OG0009264	g29655	Np003G132530, Np003G130950
OG0009265	g29653	Np003G132550
OG0009267	g5241, g45627	Np003G140670
OG0009268	g29662	Np003G132380
OG0009269	g5589	Np003G132340
OG0009270	g5275	Np003G140080
OG0009271	g29691, g45450	Np003G131580
OG0009272	g5607	Np003G131570
OG0009273	g29696	Np003G131350
OG0009274	g29699	Np004G235990, Np003G131250
OG0009275	g45436, g5621	Np003G130980
OG0009276	g29731	Np003G172420, Np002G118530
OG0009277	g29735	Np003G130080
OG0009278	g29737	Np003G130040
OG0009279	g29757	Np003G129740
OG0009280	g29767, g5662	Np003G129450
OG0009281	g10071	Np001G013100
OG0009283	g604	Np001G013140
OG0009284	g10058	Np001G012810
OG0009285	g10049	Np001G012650
OG0009286	g581	Np001G012460
OG0009287	g578	Np001G012280
OG0009288	g577	Np001G012260
OG0009289	g10024	Np001G012010
OG0009290	g551	Np001G011950
OG0009291	g19135	Np001G057970
OG0009292	g549	Np001G011890
OG0009293	g10016, g10013	Np001G011750
OG0009294	g511	Np001G011070
OG0009295	g492	Np001G010620
OG0009296	g9961, g488	Np001G010520
OG0009297	g483	Np001G010430
OG0009298	g9959	Np001G010390
OG0009299	g465	Np001G010200
OG0009300	g9920	Np001G009550
OG0009301	g399	Np001G008730
OG0009302	g390	Np001G008540
OG0009303	g331	Np001G006850
OG0009304	g19485	Np001G048100
OG0009305	g51953	Np001G006660
OG0009306	g1221	Np003G154040
OG0009307	g1177	Np003G154560
OG0009308	g19317	Np001G053030
OG0009309	g2489	Np001G052980
OG0009310	g11352	Np001G052950
OG0009311	g2508	Np001G052720
OG0009312	g19337, g2516	Np001G052560
OG0009313	g19353	Np001G052170
OG0009314	g2563	Np001G052040
OG0009315	g19379	Np001G051060
OG0009316	g11367	Np001G051020
OG0009317	g19383	Np001G051000
OG0009318	g2620	Np001G050620
OG0009319	g2631	Np001G050210
OG0009320	g2644	Np001G049950
OG0009321	g2689	Np001G049410
OG0009322	g2704	Np001G049140
OG0009323	g19461	Np001G048540
OG0009325	g19496	Np001G047950
OG0009326	g2752, g19491	Np001G047820
OG0009327	g2787	Np001G047070
OG0009328	g19609	Np001G044050
OG0009330	g23206	Np005G263210
OG0009331	g10308	Np001G018310
OG0009332	g41728	Np002G092130
OG0009333	g44915	Np002G092080
OG0009334	g41505	Np002G088870
OG0009335	g44801	Np002G088310
OG0009336	g44813	Np002G088490
OG0009337	g44781	Np002G087620
OG0009338	g44767	Np002G087330
OG0009339	g45789	Np002G087250
OG0009340	g45800	Np002G086970
OG0009341	g40188	Np006G362220
OG0009342	g44724	Np002G086340
OG0009343	g45817	Np002G086330
OG0009344	g44708	Np002G086020
OG0009345	g45853, g44701	Np002G085410
OG0009346	g44689	Np002G084730
OG0009347	g44662	Np002G083950
OG0009348	g44656, g45917	Np002G083810
OG0009349	g45930, g44647	Np002G083570
OG0009350	g45991	Np002G083300
OG0009351	g45976	Np002G083220
OG0009352	g45963	Np002G082830
OG0009354	g45955	Np002G082730
OG0009355	g18007	Np002G082720
OG0009356	g46431	Np002G073660, Np002G073620
OG0009357	g46339	Np002G075170
OG0009358	g46336	Np002G075230
OG0009359	g44367	Np002G075510
OG0009360	g6682, g11874	Np007G381190
OG0009362	g44382, g46310	Np002G075730
OG0009363	g46228	Np002G077650
OG0009364	g46189	Np002G078240
OG0009366	g44491	Np002G078660
