Orthogroup	Cochlearia_excelsa	Arabis_alpina
OG0010480	g14257, g14260	Aa_G541730.h1.t1
OG0010481	g6147	Aa_G81710.h1.t1
OG0010482	g13703, g6145	Aa_G81680.h1.t1
OG0010483	g39572, g6387	Aa_G529370.h1.t1
OG0010484	g14060	Aa_G544710.h1.t1
OG0010485	g6120	Aa_G544690.h1.t1
OG0010486	g14050	Aa_G548920.h1.t1
OG0010487	g14041	Aa_G421700.h1.t1
OG0010489	g13906	Aa_G143520.h1.t1
OG0010490	g13805	Aa_G143540.h1.t1
OG0010491	g13901	Aa_G230260.h1.t1
OG0010492	g13895	Aa_G64080.h1.t1
OG0010493	g13874	Aa_G64270.h1.t1
OG0010494	g5935	Aa_G640980.h1.t1
OG0010495	g23513	Aa_G186690.h1.t1
OG0010496	g5929	Aa_G166580.h1.t1
OG0010497	g5909	Aa_G422280.h1.t1
OG0010499	g5901	Aa_G194730.h1.t1
OG0010501	g54385	Aa_G205570.h1.t1
OG0010502	g36726	Aa_G600240.h2.t1, Aa_G600240.h1.t1
OG0010503	g24798	Aa_G126880.h1.t1, Aa_G356310.h2.t1, Aa_G356310.h1.t1, Aa_G356310.h3.t1
OG0010505	g2470	Aa_G122840.h1.t1
OG0010507	g28040	Aa_G415000.h1.t1
OG0010508	g54198	Aa_G36930.h1.t1
OG0010509	g28053	Aa_G178340.h1.t1
OG0010510	g28055	Aa_G178300.h1.t1
OG0010511	g36439, g54165	Aa_G334800.h1.t1
OG0010512	g54136	Aa_G12400.h1.t1, Aa_G513290.h1.t1
OG0010513	g28095	Aa_G161220.h1.t1, Aa_G597670.h1.t1
OG0010514	g28083	Aa_G237860.h1.t1
OG0010515	g54084	Aa_G110650.h1.t1
OG0010517	g54047, g28108	Aa_G57580.h1.t1
OG0010520	g37095, g37076	Aa_G291620.h1.t1
OG0010521	g37079	Aa_G291660.h1.t1, Aa_G291660.h2.t1
OG0010522	g2437	Aa_G300240.h1.t1
OG0010524	g2432	Aa_G300280.h1.t1
OG0010525	g19272	Aa_G114480.h1.t1
OG0010526	g2417	Aa_G114500.h1.t1
OG0010527	g2412	Aa_G608140.h1.t1
OG0010528	g19216	Aa_G668320.h1.t1
OG0010530	g685	Aa_G68410.h1.t1
OG0010531	g2391	Aa_G395710.h1.t1
OG0010532	g19207	Aa_G14410.h1.t1
OG0010533	g2381	Aa_G211610.h1.t1
OG0010534	g2370	Aa_G14420.h1.t1
OG0010535	g19194	Aa_G13920.h1.t1
OG0010536	g2341	Aa_G402310.h1.t1
OG0010539	g2293	Aa_G300530.h1.t1
OG0010540	g19146	Aa_G511050.h1.t1
OG0010541	g2266	Aa_G381300.h1.t1
OG0010543	g2236	Aa_G501170.h1.t1
OG0010544	g2231	Aa_G99040.h1.t1
OG0010545	g19069	Aa_G619510.h1.t1
OG0010546	g2061	Aa_G562580.h1.t1
OG0010547	g2062	Aa_G483460.h1.t1
OG0010548	g19004	Aa_G483520.h1.t1
OG0010550	g1983, g18946	Aa_G433230.h1.t1
OG0010551	g11206	Aa_G114190.h1.t1
OG0010552	g18914	Aa_G262320.h1.t1
OG0010553	g2294	Aa_G300510.h1.t1
OG0010554	g18880	Aa_G322990.h1.t1
OG0010555	g1965	Aa_G132790.h1.t1
OG0010556	g18820	Aa_G77250.h1.t1
OG0010557	g18806	Aa_G354000.h1.t1
OG0010558	g18689	Aa_G57880.h1.t1
OG0010559	g1873	Aa_G57860.h1.t1, Aa_G57870.h1.t1
OG0010560	g1870	Aa_G81160.h1.t1
OG0010562	g1844	Aa_G572540.h1.t1
OG0010563	g11161	Aa_G2140.h1.t1
OG0010564	g1802	Aa_G2220.h1.t1
OG0010565	g1796	Aa_G2230.h1.t1
OG0010566	g1794	Aa_G2270.h1.t1
OG0010567	g18796	Aa_G167800.h1.t1
OG0010568	g18744	Aa_G364380.h1.t1
OG0010570	g18768	Aa_G336740.h1.t1
OG0010571	g18773	Aa_G336800.h1.t1
OG0010572	g31587	Aa_G121240.h1.t1
OG0010575	g2434	Aa_G300260.h1.t1
OG0010576	g2291	Aa_G416660.h1.t1
OG0010577	g2051, g45608, g18970	Aa_G345880.h1.t1, Aa_G345890.h1.t1
OG0010579	g38147	Aa_G401810.h1.t1
OG0010580	g23409	Aa_G781430.h1.t1
OG0010582	g30804	Aa_G6970.h1.t1
OG0010583	g30934	Aa_G79350.h1.t1
OG0010585	g49602	Aa_G345340.h1.t1
OG0010586	g49625	Aa_G516480.h1.t1
OG0010587	g27178	Aa_G299000.h1.t1
OG0010588	g27362	Aa_G426230.h1.t1
OG0010589	g27512	Aa_G166160.h1.t1
OG0010590	g44700	Aa_G101650.h1.t1
OG0010592	g44858	Aa_G78530.h1.t1
OG0010594	g1592	Aa_G276840.h1.t1
OG0010595	g37813	Aa_G504390.h1.t1
OG0010596	g13509	Aa_G146530.h1.t1, Aa_G491190.h1.t1
OG0010597	g6599	Aa_G117920.h1.t1
OG0010598	g12037	Aa_G682980.h1.t1
OG0010600	g7210	Aa_G327400.h1.t1
OG0010601	g12270	Aa_G40120.h1.t1
OG0010602	g7303	Aa_G40330.h1.t1
OG0010603	g12399	Aa_G403600.h1.t1
OG0010605	g7606	Aa_G78730.h1.t1
OG0010613	g17450	Aa_G493490.h1.t1, Aa_G244640.h1.t1
OG0010614	g24169	Aa_G501810.h1.t1
OG0010615	g24264	Aa_G697080.h1.t1
OG0010616	g32422	Aa_G248900.h1.t1
OG0010617	g51319	Aa_G148650.h1.t1
OG0010618	g5473	Aa_G130420.h1.t1
OG0010622	g29258	Aa_G727100.h1.t1
OG0010623	g10164	Aa_G378530.h1.t1
OG0010624	g47700	Aa_G195740.h1.t1
OG0010625	g11501	Aa_G301090.h1.t1, Aa_G337670.h1.t1
OG0010626	g28877	Aa_G8640.h1.t1
OG0010628	g14921, g18551	Aa_G574350.h1.t1
OG0010629	g550	Aa_G45270.h1.t1
OG0010630	g9862	Aa_G13430.h1.t1
OG0010634	g36358, g36354	Aa_G273870.h1.t1, Aa_G184270.h1.t1
OG0010639	g6471	Aa_G199060.h1.t1
OG0010640	g50879	Aa_G279210.h1.t1
OG0010660	g17055	Aa_G512390.h1.t1
OG0010661	g47662	Aa_G44430.h1.t1
OG0010662	g23539	Aa_G339370.h1.t1
OG0010663	g23475	Aa_G158720.h1.t1
OG0010664	g23420	Aa_G279940.h1.t1
OG0010665	g23380	Aa_G591270.h1.t1, Aa_G456120.h1.t1
OG0010666	g18381	Aa_G487080.h1.t1
OG0010667	g47764, g23356	Aa_G521320.h1.t1
OG0010668	g23343	Aa_G32990.h1.t1
OG0010670	g47791	Aa_G74720.h1.t1
OG0010671	g23286	Aa_G314980.h1.t1
OG0010672	g23254	Aa_G153870.h1.t1
OG0010673	g47822	Aa_G647010.h1.t1
OG0010674	g23199	Aa_G432580.h1.t1
OG0010675	g47834, g23208	Aa_G58450.h1.t1
OG0010676	g785	Aa_G8670.h1.t1
OG0010677	g18184	Aa_G598350.h1.t1, Aa_G614970.h1.t1
OG0010678	g37222, g51648	Aa_G197140.h1.t1
OG0010679	g18200	Aa_G698750.h1.t1
OG0010680	g18194	Aa_G274310.h1.t1
OG0010681	g23096	Aa_G144790.h1.t1
OG0010682	g41727	Aa_G304710.h1.t1
OG0010683	g47898	Aa_G84850.h1.t1
OG0010684	g47908	Aa_G118880.h1.t1
OG0010685	g29336	Aa_G209630.h1.t1
OG0010686	g32533	Aa_G463050.h1.t1
OG0010687	g32554	Aa_G302480.h1.t1, Aa_G608270.h1.t1
OG0010688	g17557	Aa_G16640.h1.t1
OG0010689	g47196, g24302	Aa_G173180.h1.t1
OG0010690	g47195	Aa_G173240.h1.t1
OG0010691	g17575, g24332	Aa_G49260.h1.t1
OG0010692	g17577	Aa_G49320.h1.t1
OG0010694	g17582, g24349	Aa_G49410.h1.t1
OG0010695	g24357	Aa_G49480.h1.t1
OG0010696	g17588	Aa_G49520.h1.t1
OG0010697	g41122	Aa_G295490.h1.t1
OG0010698	g19021	Aa_G660590.h1.t1
OG0010699	g43970	Aa_G123180.h1.t1
OG0010700	g41095	Aa_G253460.h1.t1
OG0010701	g41093	Aa_G863360.h1.t1, Aa_G283240.h1.t1
OG0010702	g41074	Aa_G485110.h1.t1
OG0010703	g24716	Aa_G744440.h1.t1
OG0010704	g44048	Aa_G202670.h1.t1
OG0010706	g44084	Aa_G8240.h1.t1
OG0010707	g41039	Aa_G669510.h1.t1
OG0010708	g41043	Aa_G5910.h1.t1
OG0010709	g44103	Aa_G182430.h1.t1
OG0010710	g41036	Aa_G225900.h1.t1, Aa_G653240.h1.t1, Aa_G5890.h1.t1
OG0010711	g41031	Aa_G147540.h1.t1
OG0010712	g44111	Aa_G147500.h1.t1, Aa_G147520.h1.t1
OG0010713	g41027	Aa_G147470.h1.t1
OG0010714	g41025	Aa_G564640.h1.t1
OG0010715	g44127	Aa_G748940.h1.t1
OG0010716	g40998	Aa_G222880.h1.t1
OG0010717	g40982	Aa_G8630.h1.t1
OG0010718	g44157	Aa_G285000.h1.t1
OG0010719	g44188	Aa_G149980.h1.t1
OG0010720	g40943, g44196	Aa_G592990.h1.t1
OG0010721	g40935	Aa_G328600.h1.t1
OG0010722	g10822	Aa_G639510.h1.t1
OG0010723	g10763	Aa_G243980.h1.t1
OG0010724	g10728	Aa_G323300.h1.t1
OG0010725	g16704	Aa_G323140.h1.t1
OG0010726	g10710, g10714	Aa_G435350.h1.t1
OG0010727	g10705	Aa_G344920.h1.t1
OG0010728	g10699	Aa_G146190.h1.t1
OG0010729	g10693	Aa_G146250.h1.t1
OG0010730	g10665	Aa_G480380.h1.t1
OG0010731	g1564	Aa_G227120.h1.t1
OG0010732	g31453	Aa_G630430.h1.t1
OG0010733	g10591	Aa_G83370.h1.t1
OG0010734	g49870	Aa_G584920.h1.t1
OG0010735	g10585	Aa_G83280.h1.t1
OG0010736	g10578	Aa_G636060.h1.t1
OG0010737	g1588	Aa_G276770.h1.t1
OG0010738	g10475	Aa_G27400.h1.t1
OG0010739	g10467	Aa_G27340.h1.t1
OG0010740	g10442	Aa_G34290.h1.t1
OG0010741	g10431	Aa_G303200.h1.t1
OG0010744	g45083	Aa_G664050.h1.t1
OG0010745	g45128	Aa_G407540.h1.t1, Aa_G404420.h1.t1
OG0010746	g12795	Aa_G217280.h1.t1
OG0010747	g17890	Aa_G266950.h1.t1
OG0010748	g40732	Aa_G615250.h1.t1
OG0010749	g40735	Aa_G65870.h1.t1
OG0010750	g40748	Aa_G277400.h1.t1
OG0010753	g40777	Aa_G186200.h1.t1
OG0010754	g40821	Aa_G135520.h1.t1
OG0010755	g40804	Aa_G361590.h1.t1
OG0010756	g40792	Aa_G234450.h1.t1
OG0010757	g44240	Aa_G357230.h1.t1
OG0010758	g12278	Aa_G40370.h1.t1
OG0010759	g23711	Aa_G38500.h1.t1
OG0010760	g51980	Aa_G88380.h1.t1, Aa_G647720.h1.t1, Aa_G88390.h1.t1
OG0010761	g37374	Aa_G144220.h1.t1
OG0010762	g37376	Aa_G144280.h1.t1
OG0010763	g51924	Aa_G401700.h1.t1
OG0010764	g13013	Aa_G24080.h1.t1
OG0010765	g13020	Aa_G101410.h1.t1
OG0010766	g7493	Aa_G403560.h1.t1
OG0010767	g13071	Aa_G648960.h1.t1
OG0010768	g7444	Aa_G322210.h1.t1
OG0010769	g7443	Aa_G322200.h1.t1
OG0010770	g47337	Aa_G221310.h1.t1
OG0010772	g22915	Aa_G670470.h1.t1
OG0010773	g7397	Aa_G333300.h1.t1
OG0010774	g47838	Aa_G432600.h1.t1
OG0010775	g7375	Aa_G216070.h1.t1
OG0010776	g12301	Aa_G5510.h1.t1
OG0010777	g7332	Aa_G5310.h1.t1
OG0010779	g7320	Aa_G40640.h1.t1
OG0010780	g7313	Aa_G40490.h1.t1
OG0010781	g7312	Aa_G40480.h1.t1
OG0010782	g41148	Aa_G90090.h1.t1, Aa_G90070.h1.t1
OG0010783	g1475	Aa_G82870.h1.t1
OG0010784	g1481	Aa_G381090.h1.t1
OG0010785	g1461	Aa_G82890.h1.t1
OG0010786	g28262	Aa_G442850.h1.t1
OG0010787	g28250, g26853	Aa_G125910.h1.t1
OG0010788	g1405	Aa_G125940.h1.t1
OG0010789	g28306, g28267	Aa_G442880.h1.t1
OG0010790	g28288	Aa_G424190.h1.t1
OG0010791	g1345, g23799	Aa_G577690.h1.t1
OG0010792	g28323	Aa_G83930.h1.t1
OG0010794	g1331	Aa_G338150.h1.t1
OG0010795	g41172	Aa_G101900.h1.t1
OG0010796	g1316	Aa_G348250.h1.t1
OG0010797	g872	Aa_G247230.h1.t1
OG0010798	g28416, g41278	Aa_G134070.h1.t1
OG0010799	g28407	Aa_G94200.h1.t1
OG0010800	g41288	Aa_G198270.h1.t1
OG0010801	g28436, g35041, g35317	Aa_G82380.h1.t1
OG0010802	g39432	Aa_G578850.h1.t1
OG0010804	g931	Aa_G496160.h1.t1, Aa_G451070.h1.t1, Aa_G200930.h1.t1, Aa_G496140.h1.t1
OG0010805	g971	Aa_G439480.h1.t1
OG0010806	g23656	Aa_G512260.h1.t1
OG0010808	g28516	Aa_G48430.h1.t1
OG0010810	g1040	Aa_G441220.h1.t1
OG0010811	g1057	Aa_G216620.h1.t1
OG0010812	g39327	Aa_G168090.h1.t1
OG0010813	g1099	Aa_G69030.h1.t1
OG0010814	g39317, g39322, g28626	Aa_G69090.h1.t1
OG0010815	g1116	Aa_G729520.h1.t1
OG0010816	g28662	Aa_G31800.h1.t1
OG0010817	g28677	Aa_G31650.h1.t1
OG0010818	g5291	Aa_G385370.h1.t1
OG0010819	g29396	Aa_G491610.h1.t1, Aa_G491600.h1.t1
OG0010820	g5327	Aa_G515600.h1.t1
OG0010822	g45574	Aa_G267580.h1.t1
OG0010823	g29431	Aa_G267480.h1.t1
OG0010824	g29435	Aa_G681990.h1.t1
OG0010825	g29438	Aa_G116890.h1.t1
OG0010826	g5385	Aa_G84660.h1.t1
OG0010827	g5388	Aa_G84680.h1.t1
OG0010828	g29469	Aa_G486110.h1.t1
OG0010829	g29470	Aa_G168880.h1.t1
OG0010830	g5404	Aa_G168480.h1.t1
OG0010831	g9704	Aa_G81470.h1.t1
OG0010832	g5407	Aa_G98270.h1.t1
OG0010833	g5429, g29520	Aa_G458470.h1.t1
OG0010834	g29521	Aa_G458460.h1.t1
OG0010835	g29548	Aa_G309240.h1.t1
OG0010836	g45518, g5451	Aa_G231100.h1.t1
OG0010838	g5499	Aa_G210710.h1.t1
OG0010839	g37778	Aa_G13250.h1.t1
OG0010840	g5547	Aa_G275560.h1.t1
OG0010841	g24283	Aa_G96290.h1.t1, Aa_G58330.h1.t1
OG0010842	g24238	Aa_G267140.h1.t1
OG0010844	g24185	Aa_G423080.h1.t1
OG0010845	g24179	Aa_G339960.h1.t1
OG0010846	g47277	Aa_G345150.h1.t1
OG0010847	g24173	Aa_G646870.h1.t1
OG0010848	g24155	Aa_G203420.h1.t1
OG0010849	g47296	Aa_G78120.h1.t1
OG0010850	g3831, g17434	Aa_G357060.h1.t1
OG0010852	g24095	Aa_G448070.h1.t1
OG0010853	g24050, g36081	Aa_G422700.h1.t1
OG0010854	g17373	Aa_G369900.h1.t1
OG0010855	g24021, g47370	Aa_G59040.h1.t1
OG0010856	g24005	Aa_G398680.h1.t1
OG0010857	g47384	Aa_G398620.h1.t1
OG0010858	g47396	Aa_G782030.h1.t1
OG0010861	g47486	Aa_G186950.h1.t1, Aa_G186940.h1.t1
OG0010862	g50702	Aa_G124930.h1.t1
OG0010863	g32679	Aa_G300880.h1.t1
OG0010864	g32692	Aa_G260310.h1.t1
OG0010865	g50716, g32705	Aa_G433810.h1.t1
OG0010866	g27868	Aa_G507050.h1.t1
OG0010867	g32891	Aa_G368900.h1.t1
OG0010868	g27961	Aa_G101120.h1.t1
OG0010869	g53850	Aa_G27690.h1.t1
OG0010870	g53743, g53744	Aa_G462870.h1.t1
OG0010871	g28205	Aa_G54760.h1.t1
OG0010874	g50456	Aa_G329820.h1.t1
OG0010875	g32353	Aa_G498700.h1.t1
OG0010877	g50488	Aa_G650840.h1.t1
OG0010878	g32373	Aa_G408560.h1.t1
OG0010880	g32470	Aa_G138730.h1.t1
OG0010881	g50547	Aa_G279690.h1.t1
OG0010882	g27713	Aa_G216310.h1.t1
OG0010883	g27720	Aa_G476180.h1.t1
OG0010884	g18230	Aa_G157080.h1.t1
OG0010885	g22955	Aa_G285860.h1.t1
OG0010886	g22935	Aa_G179450.h1.t1
OG0010887	g13972	Aa_G99900.h1.t1
OG0010888	g47973	Aa_G493150.h1.t1
OG0010889	g22908	Aa_G223110.h1.t1
OG0010890	g22833, g47988	Aa_G153350.h1.t1
OG0010891	g22828	Aa_G153280.h1.t1
OG0010892	g18289	Aa_G237310.h1.t1
OG0010894	g22738	Aa_G381700.h1.t1
OG0010897	g18341	Aa_G138060.h1.t1
OG0010898	g18345	Aa_G650390.h1.t1
OG0010899	g50843	Aa_G650430.h1.t1, Aa_G36470.h1.t1
OG0010900	g50842	Aa_G36450.h1.t1
OG0010901	g18376	Aa_G541060.h1.t1
OG0010902	g18371	Aa_G219370.h1.t1
OG0010903	g18365	Aa_G219300.h1.t1
OG0010904	g18364	Aa_G219290.h1.t1
OG0010905	g19274, g19268	Aa_G487050.h1.t1
OG0010906	g46850	Aa_G447080.h1.t1
OG0010907	g16733, g46843	Aa_G65160.h1.t1
OG0010908	g45037, g46819	Aa_G266720.h1.t1
OG0010909	g13433	Aa_G306600.h1.t1
OG0010910	g46777	Aa_G336550.h1.t1
OG0010911	g46734	Aa_G110000.h1.t1
OG0010912	g46731	Aa_G421560.h1.t1
OG0010913	g46724	Aa_G365240.h1.t1
OG0010914	g46714	Aa_G443230.h1.t1
OG0010915	g16889	Aa_G169330.h1.t1
OG0010916	g37119	Aa_G264000.h1.t1
OG0010917	g51495	Aa_G263950.h1.t1
OG0010918	g37131, g51514	Aa_G52130.h1.t1
OG0010919	g32631	Aa_G16550.h1.t1, Aa_G549300.h1.t1
OG0010920	g40265	Aa_G3380.h1.t1
OG0010921	g40263	Aa_G3430.h1.t1
OG0010922	g40224	Aa_G712210.h1.t1
OG0010923	g40204	Aa_G151090.h1.t1
OG0010924	g40214	Aa_G12570.h1.t1, Aa_G231830.h1.t1
OG0010925	g23749, g37087	Aa_G142220.h1.t1
OG0010926	g51420	Aa_G464400.h1.t1, Aa_G512450.h1.t1
OG0010928	g51396	Aa_G337790.h1.t1
OG0010929	g11121	Aa_G215110.h1.t1
OG0010930	g49150	Aa_G150420.h1.t1
OG0010931	g37025	Aa_G150500.h1.t1
OG0010932	g18440	Aa_G150520.h1.t1, Aa_G647710.h1.t1
OG0010933	g1353	Aa_G150630.h1.t1
OG0010934	g36997	Aa_G39550.h1.t1
OG0010935	g40294	Aa_G453810.h1.t1
OG0010936	g40333, g25776	Aa_G107460.h1.t1
OG0010937	g40358	Aa_G318210.h1.t1, Aa_G211170.h1.t1
OG0010938	g40390	Aa_G225610.h1.t1
OG0010939	g16068	Aa_G320560.h1.t1
OG0010940	g25577	Aa_G257100.h1.t1, Aa_G730230.h1.t1
OG0010941	g25558	Aa_G257050.h1.t1
OG0010942	g40458	Aa_G257010.h1.t1
OG0010943	g25551	Aa_G373260.h1.t1
OG0010944	g18419, g16317	Aa_G480010.h1.t1
OG0010945	g44861	Aa_G131750.h1.t1
OG0010948	g40577	Aa_G586170.h1.t1
OG0010949	g40632	Aa_G208090.h1.t1
OG0010950	g40642	Aa_G26280.h1.t1
OG0010951	g10900	Aa_G213810.h1.t1
OG0010952	g40725	Aa_G63490.h1.t1
OG0010953	g10871, g40699	Aa_G162940.h1.t1
OG0010954	g13536	Aa_G170.h1.t1
OG0010955	g13533	Aa_G130.h1.t1
OG0010957	g13529, g35823	Aa_G50.h1.t1
OG0010958	g46941	Aa_G255350.h1.t1
OG0010959	g24717	Aa_G391420.h1.t1, Aa_G10170.h1.t1
OG0010960	g17859	Aa_G66690.h1.t1
OG0010961	g47018	Aa_G206600.h1.t1
OG0010962	g24590	Aa_G206660.h1.t1
OG0010963	g24577	Aa_G341590.h1.t1
OG0010964	g17777	Aa_G367900.h1.t1
OG0010965	g6415	Aa_G271990.h1.t1
OG0010967	g24453, g17657	Aa_G496680.h1.t1
OG0010970	g16859	Aa_G151390.h1.t1
OG0010971	g16855	Aa_G356900.h1.t1
OG0010972	g16851	Aa_G356890.h1.t1
OG0010973	g16852	Aa_G356850.h1.t1
OG0010974	g46674	Aa_G495330.h1.t1
OG0010975	g6156	Aa_G245090.h1.t1
OG0010976	g16836	Aa_G266710.h1.t1
OG0010977	g16833	Aa_G266780.h1.t1
OG0010978	g16774	Aa_G185150.h1.t1, Aa_G152710.h1.t1
OG0010979	g14048	Aa_G372920.h1.t1
OG0010980	g50838	Aa_G12940.h1.t1
OG0010981	g37760	Aa_G12880.h1.t1
OG0010983	g37732	Aa_G731290.h1.t1
OG0010984	g37726	Aa_G226150.h1.t1
OG0010985	g50820	Aa_G226070.h1.t1
OG0010987	g37687	Aa_G462220.h1.t1
OG0010989	g37624	Aa_G15890.h1.t1
OG0010990	g37618	Aa_G15980.h1.t1
OG0010991	g38245, g52265	Aa_G15990.h1.t1
OG0010993	g37578, g52243	Aa_G175210.h1.t1
OG0010994	g52185, g37563	Aa_G265070.h1.t1
OG0010995	g52184	Aa_G265080.h1.t1
OG0010996	g52170	Aa_G265180.h1.t1
OG0010997	g37546	Aa_G288480.h1.t1
OG0010998	g18893	Aa_G340560.h1.t1
OG0010999	g41546	Aa_G81890.h1.t1
OG0011000	g37472	Aa_G450770.h1.t1
OG0011001	g38196	Aa_G199970.h1.t1
OG0011002	g52076	Aa_G374700.h1.t1
OG0011003	g37442	Aa_G210130.h1.t1
OG0011004	g52006, g37412	Aa_G422450.h1.t1
OG0011005	g37405	Aa_G145780.h1.t1
OG0011007	g52004	Aa_G145870.h1.t1
OG0011008	g38166	Aa_G188350.h1.t1
OG0011009	g37397	Aa_G188380.h1.t1
OG0011010	g5855	Aa_G264680.h1.t1
OG0011011	g5852	Aa_G481270.h1.t1
OG0011012	g5851	Aa_G481280.h1.t1
OG0011013	g5846	Aa_G626120.h1.t1
OG0011014	g5845	Aa_G53820.h1.t1
OG0011015	g5838, g5842, g5840, g5836	Aa_G53900.h1.t1
OG0011016	g7745	Aa_G384360.h1.t1
OG0011017	g5795	Aa_G274560.h1.t1
OG0011018	g30086, g36099, g5783	Aa_G506860.h1.t1
OG0011019	g45332	Aa_G260590.h1.t1
OG0011021	g5769	Aa_G260800.h1.t1
OG0011022	g29837	Aa_G259890.h1.t1
OG0011023	g5735	Aa_G170190.h1.t1
OG0011024	g5709	Aa_G259050.h1.t1
OG0011025	g29805	Aa_G259010.h1.t1
OG0011026	g638	Aa_G112850.h1.t1
OG0011027	g707, g41407	Aa_G68170.h1.t1
OG0011028	g10	Aa_G113710.h1.t1
OG0011029	g28927	Aa_G15450.h1.t1
OG0011030	g28919	Aa_G314240.h1.t1
OG0011031	g41381	Aa_G633720.h1.t1
OG0011032	g41373, g28903	Aa_G444270.h1.t1
OG0011033	g767	Aa_G8930.h1.t1
OG0011034	g768	Aa_G8880.h1.t1
OG0011035	g28867	Aa_G174000.h1.t1, Aa_G173990.h1.t1
OG0011036	g800	Aa_G374060.h1.t1
OG0011038	g28829	Aa_G127130.h1.t1
OG0011039	g844	Aa_G337330.h1.t1
OG0011040	g846	Aa_G338290.h1.t1
OG0011041	g1264	Aa_G27930.h1.t1
OG0011042	g28742	Aa_G28110.h1.t1
OG0011043	g1233	Aa_G345670.h1.t1
OG0011044	g283	Aa_G75930.h1.t1
OG0011045	g268	Aa_G76130.h1.t1
OG0011046	g9783	Aa_G268400.h1.t1
OG0011047	g9782, g247	Aa_G268410.h1.t1
OG0011048	g244	Aa_G51690.h1.t1
OG0011049	g215	Aa_G21060.h1.t1
OG0011050	g2554	Aa_G555490.h1.t1
OG0011051	g40	Aa_G147060.h1.t1
OG0011052	g9641	Aa_G147050.h1.t1
OG0011053	g29	Aa_G43780.h1.t1
OG0011055	g19624	Aa_G113810.h1.t1
OG0011056	g7	Aa_G113650.h1.t1
OG0011058	g39457	Aa_G425580.h1.t1
OG0011059	g45275	Aa_G299930.h1.t1
OG0011060	g45277	Aa_G242260.h1.t1
OG0011061	g39463	Aa_G67750.h1.t1
OG0011062	g40789, g39505	Aa_G347460.h1.t1
OG0011063	g39508	Aa_G347390.h1.t1
OG0011064	g45223	Aa_G563090.h1.t1, Aa_G347380.h1.t1
OG0011065	g39511	Aa_G443950.h1.t1, Aa_G347350.h1.t1, Aa_G46860.h1.t1
OG0011066	g39514	Aa_G46820.h1.t1
OG0011067	g25425	Aa_G46790.h1.t1
OG0011068	g25432	Aa_G46680.h1.t1
OG0011069	g39518	Aa_G46610.h1.t1
OG0011070	g39533, g25448	Aa_G191400.h1.t1
OG0011071	g39551	Aa_G191620.h1.t1
OG0011072	g39585	Aa_G99610.h1.t1
OG0011073	g25469	Aa_G588700.h1.t1
OG0011074	g39590	Aa_G179940.h1.t1
OG0011075	g39620	Aa_G188920.h1.t1
OG0011076	g45218	Aa_G188880.h1.t1
OG0011077	g39647	Aa_G384410.h1.t1
OG0011078	g39703	Aa_G89770.h1.t1
OG0011079	g39759	Aa_G404590.h1.t1
OG0011080	g11176	Aa_G242340.h1.t1
OG0011081	g39768	Aa_G148540.h1.t1
OG0011082	g39764	Aa_G148690.h1.t1
OG0011083	g39763	Aa_G148700.h1.t1
OG0011084	g39812, g51291	Aa_G346370.h1.t1
OG0011085	g51236	Aa_G359460.h1.t1
OG0011086	g51231	Aa_G555090.h1.t1
OG0011087	g51216	Aa_G159360.h1.t1
OG0011088	g39965, g39962	Aa_G477900.h1.t1
OG0011089	g39969	Aa_G199770.h1.t1, Aa_G142670.h1.t1
OG0011090	g51158	Aa_G465370.h1.t1
OG0011091	g51114, g40010	Aa_G243180.h1.t1, Aa_G243160.h1.t1
OG0011092	g39975, g37844	Aa_G60070.h1.t1
OG0011093	g40044	Aa_G18070.h1.t1
OG0011094	g40052	Aa_G502960.h1.t1
OG0011095	g40069	Aa_G326580.h1.t1
OG0011096	g40096	Aa_G393060.h1.t1
OG0011097	g40148	Aa_G432300.h1.t1
OG0011098	g40120	Aa_G342500.h1.t1
OG0011099	g40153	Aa_G236360.h1.t1
OG0011101	g1675	Aa_G102170.h1.t1
OG0011102	g44148	Aa_G36220.h1.t1
OG0011106	g12733	Aa_G326900.h1.t1
OG0011107	g7931	Aa_G491180.h1.t1, Aa_G253420.h1.t1
OG0011108	g7943	Aa_G52680.h1.t1
OG0011109	g39946	Aa_G597510.h1.t1
OG0011110	g12728	Aa_G52300.h1.t1
OG0011111	g38161, g38159, g38163	Aa_G188520.h1.t1
OG0011112	g37388	Aa_G124090.h1.t1
OG0011114	g17120	Aa_G86650.h1.t1
OG0011115	g23676	Aa_G86660.h1.t1
OG0011116	g23679	Aa_G618300.h1.t1
OG0011117	g12756	Aa_G42220.h1.t1
OG0011118	g12676	Aa_G250410.h1.t1
OG0011120	g659	Aa_G181180.h1.t1
OG0011121	g7810	Aa_G45080.h1.t1
OG0011122	g7773, g7764	Aa_G304920.h1.t1
OG0011123	g12841	Aa_G719860.h1.t1, Aa_G4850.h1.t1
OG0011127	g12523	Aa_G269330.h1.t1
OG0011129	g12505, g12917	Aa_G163120.h1.t1
OG0011130	g6352	Aa_G196690.h1.t1
OG0011131	g12489	Aa_G49790.h1.t1
OG0011132	g10255	Aa_G28510.h1.t1
OG0011133	g12995	Aa_G258660.h1.t1
OG0011134	g12989	Aa_G302080.h1.t1
OG0011135	g7524, g13011	Aa_G24150.h1.t1
OG0011136	g13012	Aa_G24140.h1.t1
