Orthogroup	Cochlearia_excelsa	Brassica_napus
OG0008402	g2254	XP_013647984.2, XP_013706022.2, XP_013711473.1, XP_048620605.1
OG0008403	g19092	XP_013730288.1, XP_048620619.1, XP_013710401.1, XP_013746467.1, XP_022568094.1
OG0008404	g19081	XP_013707905.2, XP_013686073.1
OG0008405	g19048, g2171	XP_013663458.2, XP_013655940.1, XP_013727205.1, XP_022556679.1
OG0008406	g2144	XP_013663295.1, XP_048597145.1
OG0008407	g2070	XP_013746690.2, XP_013726699.1, XP_013712507.1, XP_013663369.2
OG0008408	g18982, g2118	XP_013691064.1, XP_013675410.2, XP_022547552.2, XP_013710300.2
OG0008409	g2035	XP_022560311.1, XP_048593038.1, XP_022556646.1, XP_013678330.1
OG0008410	g1978	XP_013663639.1, XP_013698567.1
OG0008411	g1989	XP_013663657.1, XP_013688704.2, XP_013648343.2, XP_013724401.2
OG0008412	g1990	XP_013724411.1, XP_013692584.1, XP_013663659.1
OG0008413	g1997	NP_001306790.1, XP_013711495.1, XP_013663666.1, XP_013688459.2
OG0008414	g18929	XP_013708046.2, XP_013742114.3, XP_013686521.2, XP_013663680.1
OG0008416	g11204	XP_013707861.1, XP_013746378.1, XP_013680623.2, XP_013746637.2
OG0008417	g52089	XP_048608600.1, XP_013724394.2, XP_048636351.1, XP_022557897.2
OG0008418	g16857	XP_048633409.1, XP_048610767.1, XP_013731792.1
OG0008419	g18896, g2021	XP_013654535.1, XP_013648306.2, XP_013663739.2, XP_048620763.1
OG0008420	g2024	XP_013700074.1, XP_013650983.1
OG0008421	g2025	XP_013663712.2, XP_048620773.1, XP_013742098.1, XP_048609665.1
OG0008422	g18879	XP_013699408.1, XP_013651988.1, XP_048597246.1, XP_022564207.1
OG0008423	g11199	XP_013651987.1, XP_013701508.1, XP_048622951.1, XP_013659997.1
OG0008424	g1960	XP_013663843.2, XP_048597251.1, XP_022573588.1, XP_022556643.1
OG0008425	g18859	XP_013663821.1, XP_013708497.2, XP_022573583.1, XP_048609630.1
OG0008426	g11192	XP_022546951.1, XP_013708473.1, XP_013742064.1, XP_013670623.2
OG0008427	g18826	XP_022574208.2, XP_048634266.1, XP_048616183.1, XP_048591622.1
OG0008429	g18803	XP_013710760.3, XP_022564504.1, XP_048609616.1, XP_022574619.2
OG0008430	g1815	XP_013663912.2, XP_013707868.1, XP_013648479.1, XP_013730223.1
OG0008431	g1788	XP_048634235.1, XP_013691525.1, XP_013660014.1, XP_048620851.1
OG0008432	g1786	XP_013663922.2, XP_022564127.1, XP_013648491.1, XP_013730224.1
OG0008433	g1780	XP_022564161.1, NP_001303222.1
OG0008434	g1768	XP_013696048.1, XP_013746309.1, XP_013691621.2, XP_013660022.1, XP_013639962.1
OG0008435	g1773	XP_013660018.2, XP_013749463.1
OG0008436	g18742	XP_013741762.1, XP_013717688.1
OG0008437	g18743	XP_013717687.1, XP_013741761.1, XP_048597351.1, XP_013711388.2
OG0008438	g18746	XP_013717696.1, XP_013741760.1, XP_013708010.2, XP_013670543.2
OG0008439	g18762, g11146, g1742	XP_013746292.2, XP_013660319.1, XP_013670559.2, XP_013707838.2, XP_048616275.1, XP_013652055.1
OG0008440	g11145	XP_048597366.1, XP_013712093.2, XP_013741830.1, XP_013692667.1
OG0008441	g54344	XP_048629874.1, XP_048636908.1, XP_022560258.1
OG0008441	g36687	XP_013643656.1, XP_013640474.1
OG0008442	g36670, g35874	XP_048637704.1, XP_048616461.1, XP_013640448.1
OG0008443	g42089, g50238, g17930	XP_013700615.1, XP_022575929.1, XP_048621884.1
OG0008445	g10965	XP_013675291.2, XP_013732782.1
OG0008447	g51707	XP_013734690.2, XP_013723926.1, XP_013699302.2, XP_013745089.2
OG0008449	g44373	XP_013681478.2, XP_013648716.2
OG0008450	g45994, g17999	XP_048616031.1, XP_048591785.1, XP_013652353.1, XP_013701258.1
OG0008452	g47667	XP_013706144.1, XP_013691655.1
OG0008454	g33266, g33567, g22397, g22452, g22311, g22370, g47843	XP_013664192.1, XP_048635532.1
OG0008456	g49553	XP_048599457.1, XP_013697939.2, XP_013716540.1, XP_048597887.1
OG0008457	g31107	XP_013695008.2, XP_013716232.1, XP_048590887.1, XP_048613839.1
OG0008458	g27073	XP_013645149.2, XP_013709279.1, XP_013709277.1, XP_048638041.1, XP_013710527.1, XP_013669442.2
OG0008459	g31298, g27138	XP_022564006.1, XP_013716509.1, XP_013696996.2, XP_048638111.1
OG0008461	g31565	XP_048596539.1, XP_013709790.2
OG0008464	g44842	XP_013699478.1, XP_013649306.1, XP_013674791.1, XP_048611435.1
OG0008465	g41563, g44844	XP_013699443.1, XP_013652290.2, XP_013691282.2, XP_013659975.1
OG0008466	g18043	XP_013674775.2, XP_048603197.1, XP_013702114.1, XP_013649192.2
OG0008468	g7393, g12333	XP_013648169.2, XP_013736135.1, XP_022575534.1, NP_001302765.1
OG0008469	g29840	XP_013704970.1, XP_048598629.1, XP_048624183.1, XP_013720248.2, XP_048604467.1
OG0008470	g38309, g39725	XP_013659388.1, XP_022547690.2
OG0008471	g51087, g40025	XP_013653881.1, XP_048610470.1, XP_013744158.2, XP_013711889.1
OG0008472	g25018, g25107	XP_013703930.1, XP_013686823.1
OG0008473	g1269	XP_013716616.2, XP_013714205.2
OG0008474	g1559	XP_022544018.1, XP_013723172.1, XP_013714094.1, XP_013651453.1, XP_013720734.1
OG0008475	g896	XP_013680671.1, XP_013715469.1, XP_013726799.1, XP_048623067.1
OG0008476	g39289	XP_013682454.2, XP_048628623.1, XP_013733206.1, XP_013713800.1, XP_013684122.1
OG0008477	g28864	XP_013682200.2, XP_013716028.2, XP_048602518.1, XP_048602519.1, XP_022555925.2
OG0008478	g582	XP_013660873.1, XP_013659160.1, XP_013721647.1, XP_013678113.1
OG0008479	g9859	XP_013664572.2, XP_048629735.1, XP_048631193.1, XP_013669769.1, XP_013646992.2
OG0008480	g119	XP_013722438.2, XP_013727489.1, XP_013643312.1, XP_022567187.1
OG0008482	g32155	XP_013651578.2, XP_013694746.2, XP_013646766.1, XP_048593956.1, XP_022566435.2
OG0008484	g12463	XP_022559298.1, XP_022559299.1, XP_048628429.1, XP_022576125.2
OG0008487	g51532	XP_048608451.1, XP_048631301.1, XP_048634446.1, XP_048610983.1, XP_048610593.1, XP_048629626.1, XP_048630484.1
OG0008491	g10282	XP_048630522.1, XP_022569726.1, XP_013677694.2, XP_022543524.2, XP_013644281.2
OG0008504	g23566	XP_013692388.1, XP_013703214.2, XP_013656378.2, XP_013711939.1
OG0008505	g23537	XP_013681439.1, XP_013703465.2, XP_022558765.2, XP_048601385.1
OG0008506	g47683	XP_013695538.2, XP_013670966.2, XP_013681444.1, XP_013705195.2
OG0008507	g23512	XP_013656350.2, XP_013711787.1, XP_013670954.2, XP_048601369.1
OG0008508	g17016	XP_013653537.1, XP_048593663.1, XP_013656346.1, XP_013738302.2, XP_013670891.1
OG0008509	g47716	XP_013738249.2, XP_022561772.2, XP_013714498.2, XP_013683853.2
OG0008510	g47717	XP_013726705.1, XP_013743021.2
OG0008511	g23453	XP_013685913.2, XP_048594464.1, XP_013685370.2, XP_013713074.2
OG0008512	g23448	XP_013712729.1, XP_013685555.1, XP_013656318.2, XP_013685911.1
OG0008513	g47726	XP_013656315.1, XP_013685905.1, XP_013741623.1, XP_022562975.2
OG0008514	g23422	XP_013706238.1, XP_013741629.1, XP_013692786.2
OG0008515	g16985, g23414	XP_013681778.1, XP_013667928.1, XP_013705963.1, XP_013738277.1
OG0008516	g23398	XP_013740967.2, XP_013720354.1, XP_048601279.1, XP_013667961.1
OG0008517	g47746	XP_013706796.1, XP_013738282.1
OG0008518	g671	XP_013721847.1, XP_048599077.1, XP_048623382.1
OG0008519	g23376	XP_013648039.1, XP_013706520.2, XP_013730771.2, XP_022556660.1
OG0008520	g23374	XP_013730768.2, XP_013671074.2, XP_013706518.2, XP_013648034.2
OG0008521	g23329	XP_013720369.2, XP_013705392.2, XP_013750432.1
OG0008522	g16949	XP_013716670.1, XP_013705122.1, XP_013669764.1, XP_013666987.2
OG0008523	g47790	XP_013670744.2, XP_013668627.2
OG0008524	g47795	XP_013666924.2, XP_013670737.2, XP_013681558.2, XP_048594859.1
OG0008525	g47796	XP_013650223.2, XP_013670731.2, XP_013716800.2, XP_048619253.1
OG0008526	g23284, g16932	XP_013666040.2, XP_022570150.1
OG0008527	g16930, g23278	XP_013719642.1, XP_048594853.1, XP_048606396.1
OG0008528	g16926	XP_013704788.2, XP_022572749.2
OG0008529	g23249	XP_022573483.1, XP_048619269.1, XP_013666715.2, XP_048601167.1
OG0008530	g23219	XP_022553447.2, XP_013654877.1, XP_013719571.2, XP_013705193.1
OG0008531	g23234	XP_013707130.1, XP_013719639.1, XP_013673304.2, XP_013659839.2
OG0008532	g47827	XP_013673301.1, XP_013659753.1, XP_013719526.1, XP_013705133.1
OG0008533	g23200	XP_013735150.1, XP_013664238.2, XP_013705166.1, XP_013719528.1
OG0008534	g47820	XP_022550230.2, XP_048636001.1, XP_013656285.2, XP_048606383.1
OG0008535	g23191	XP_013740754.2, XP_013664219.1, XP_048594833.1, XP_013656256.2
OG0008536	g23190	XP_022572763.1, XP_013703155.1, XP_013735166.2, XP_013664218.2
OG0008537	g23189	XP_022572764.1, XP_048619281.1, XP_013654873.1, XP_013701348.1
OG0008538	g23183	XP_013707346.2, XP_013672257.1, XP_013740757.1, XP_013664215.2
OG0008539	g24718, g27420, g38400, g25573, g16569, g39614, g31505, g3615, g5092	XP_048608930.1
OG0008540	g47874	XP_013690012.2, XP_013738388.2, XP_013691043.1, XP_013650942.2
OG0008541	g47865	XP_013653688.2, XP_048601131.1
OG0008542	g18186	XP_013735213.2, XP_022572769.1, XP_013738405.1
OG0008543	g23095	XP_048606342.1, XP_048594803.1, XP_048601120.1, XP_022549893.2
OG0008544	g18208	XP_048635067.1, XP_022550190.1, XP_048594802.1, XP_013730795.2
OG0008546	g23059	XP_013724984.1, XP_022561899.1, XP_013647872.2, XP_013670618.2
OG0008547	g47900	XP_013670022.2, XP_013731037.2, XP_013718066.2, XP_013654846.2
OG0008548	g32523	XP_013644550.3
OG0008549	g32534	XP_013662320.2, XP_048595018.1
OG0008550	g32540	XP_022569873.1, XP_013662331.1, XP_022558260.1
OG0008551	g32549	XP_048595010.1, XP_013742020.2, XP_048594520.1
OG0008553	g32614	XP_013662297.2, XP_048635159.1, XP_013725787.1
OG0008554	g24301	XP_022564070.1, XP_013733732.1, XP_013671348.2
OG0008554	g24298	XP_013655787.2
OG0008555	g47194	XP_013721643.1, XP_013671352.1, XP_013737336.2, XP_013737196.2
OG0008556	g24325, g17565	XP_013737214.1, XP_013731308.2, XP_048624420.1
OG0008557	g27187	XP_013696229.2, XP_013710768.2, XP_013677876.1, XP_013657480.2
OG0008558	g43893	XP_013730060.2, XP_048623450.1, XP_013730062.3
OG0008559	g41134	XP_013672156.1, XP_013642038.1, XP_013693216.2
OG0008560	g41112	XP_048633201.1, XP_048610095.1, XP_048633142.1
OG0008561	g47831	XP_013664253.1, XP_013659312.2, XP_048635844.1, XP_013706785.1
OG0008562	g44031	XP_013746387.1, XP_048601812.1, XP_013744715.3, XP_013661725.2
OG0008563	g31224	XP_013657728.2, XP_048622261.1, XP_022558973.2, XP_022576330.1
OG0008564	g38259	XP_013658152.2, XP_048595864.1, XP_022566040.1, XP_048595860.1
OG0008565	g44106	XP_013747275.2, XP_022568531.1, XP_013672147.1, XP_013713830.2
OG0008566	g41032	XP_048626072.1, XP_048595834.1, XP_013747256.1, XP_013688208.1
OG0008567	g41002	XP_048591989.1, XP_013726601.2, XP_013725325.1, XP_013661648.2
OG0008568	g40999	XP_013725311.1, XP_013661641.1, XP_013746969.1, XP_013731324.1
OG0008570	g44154	XP_013718648.2, XP_048632911.1, XP_013692927.2
OG0008571	g44167	XP_013652997.1, XP_013718702.2, XP_013687356.1, XP_013717841.1
OG0008572	g40970	XP_013717742.1, XP_013750828.1, XP_048612084.1, XP_013746384.1
OG0008573	g44180	XP_013672349.1, XP_013751019.1
OG0008574	g40952	XP_013672353.2, XP_013751052.2
OG0008575	g44186	XP_048596267.1, XP_013681482.1, XP_013751060.2, XP_048601801.1
OG0008576	g27164	XP_048626026.1, XP_048595756.1
OG0008577	g49782, g31336	XP_013710053.1, XP_013657451.2
OG0008578	g31578	XP_048638286.1, XP_013737008.2, XP_013675580.2, XP_013660342.1
OG0008579	g10775	XP_013700792.2, XP_048624467.1, XP_013720474.1, XP_013700869.1
OG0008580	g10762	XP_022570691.2, XP_013714188.1
OG0008581	g10742	XP_013701037.1, XP_013713983.1, XP_013705407.1, XP_013727800.2
OG0008582	g10721	XP_013706696.1, XP_048637241.1, XP_048604507.1, XP_013691979.1
OG0008583	g16701	XP_048602849.1, XP_048627385.1, XP_022572239.1, XP_013660324.2, XP_013705590.2
OG0008584	g10661	XP_013687047.2, XP_013675123.2, XP_048600169.1, XP_013692490.1, XP_013686324.2
OG0008585	g10653	XP_013692645.1, XP_013692026.1, XP_013726267.2, XP_048602303.1
OG0008586	g1563	XP_013647530.1, XP_013705111.3, XP_013740558.1, XP_013713894.1
OG0008587	g10605	XP_013644823.1, XP_013677406.2, XP_013729595.1, XP_048600363.1, XP_048627058.1
OG0008588	g10599	XP_013644827.1, XP_013677402.2, XP_048596699.1, XP_048624662.1
OG0008589	g10588	XP_013677387.2, NP_001302894.1, XP_013712791.1, XP_013707920.1
OG0008590	g10567	XP_013698492.1, XP_048631546.1
OG0008591	g10555	XP_022566653.1, XP_013698481.2, XP_013705705.1, XP_048591365.1
OG0008592	g10541	XP_013644706.2, XP_013706206.2
OG0008593	g1601	XP_013698291.1, XP_013642781.2, XP_013706208.2, XP_013644702.2
OG0008594	g10516	XP_013685003.2, XP_048600677.1, XP_013725088.2, XP_013711363.2
OG0008595	g10505	XP_013644663.2, XP_013733375.2, XP_048595246.1
OG0008596	g10498	XP_048602921.1, XP_013697983.1, XP_013644653.2, XP_022543605.2
OG0008597	g10459	XP_013647488.1, XP_013726483.1, XP_013695848.1, XP_013725051.1
OG0008598	g10458	XP_048602936.1, XP_022564843.2, XP_048591321.1, XP_048618081.1
OG0008599	g10417	XP_013711249.2, XP_013733350.1, XP_048627533.1, XP_013720788.2
OG0008600	g10415	XP_048620211.1, XP_013712439.2, XP_013666628.2, XP_013697619.1
OG0008601	g4295, g16503	XP_013694058.1, XP_013689112.2, XP_013690114.2, XP_048637639.1
OG0008602	g10399	XP_022567319.2, XP_022565422.2, XP_013647452.1, XP_022561831.1
OG0008603	g10397	XP_013706119.1, XP_013644523.1, XP_013685970.2, XP_013698214.1
OG0008604	g10356	XP_048591277.1, XP_013706204.1
OG0008605	g10354	XP_013647442.2, XP_013706009.2, XP_013675496.1, XP_013665656.2, XP_048630514.1, XP_048601049.1
OG0008606	g45004	XP_013692640.1, XP_013704460.2, XP_048610879.1, XP_048604199.1
OG0008607	g45030	XP_048616165.1, XP_022544801.1, XP_013724120.1, XP_048615142.1
OG0008608	g45050	XP_022544786.1, XP_013722383.1, XP_048627486.1
OG0008610	g44262	XP_013661559.2, XP_013686132.1, XP_048595673.1
OG0008611	g40739	XP_048595689.1, XP_013659298.2, XP_013713849.1, XP_013664528.1, XP_013664529.1
OG0008612	g40768	XP_048595699.1, XP_013664515.1, XP_048595679.1
OG0008613	g40775	XP_048625935.1, XP_048595675.1, XP_013688324.1, XP_013661529.2
OG0008614	g40818	XP_013680653.1, XP_013661542.1, XP_013750197.1, XP_013684900.2
OG0008615	g40808	XP_013673870.2, XP_048625925.1, XP_013691523.1, XP_013659326.2
OG0008616	g40801	XP_013687030.1, XP_013747712.1
OG0008617	g44248	XP_048625914.1, XP_048595663.1
OG0008618	g40846	XP_013653824.1, XP_013661581.1
OG0008619	g40863	XP_013702317.2, XP_013717294.2, XP_013641461.2, XP_048595654.1
OG0008620	g40890, g44232	XP_013742429.2
OG0008621	g12272	XP_013640084.2, XP_013648230.2, XP_013697144.1
OG0008622	g39304	XP_048598894.1, XP_013694038.2, XP_013682614.3, XP_013733041.2
OG0008624	g38151	XP_022556085.1, XP_022547542.2, XP_013752094.2, XP_013691576.1
OG0008625	g51972	XP_013727377.1, XP_013687784.1, XP_013688656.1
OG0008626	g12402	XP_022575593.1, XP_048615281.1, XP_013684577.1, XP_013736059.1
OG0008627	g5720	XP_022554172.1, XP_013724800.2
OG0008628	g13073	XP_048626557.1, XP_022569462.2, XP_048615255.1, XP_048600708.1, XP_013676543.2, XP_048604805.1
OG0008629	g7418	XP_013674811.1, XP_048613113.1, XP_013670325.1, XP_013750229.2
OG0008630	g12348	XP_013730896.2, XP_013713855.1, XP_013750245.2, XP_013750342.2
OG0008631	g7402	XP_048635937.1, XP_013750349.2, XP_013677736.1, XP_048613574.1
OG0008632	g7377	XP_048635923.1, XP_022559435.2, XP_013732106.2, XP_013719067.1
OG0008633	g12319	XP_048615213.1, XP_022575504.2, XP_013648179.1, XP_013644758.2
OG0008634	g7347	XP_048635911.1, XP_013750102.1
OG0008635	g13130	XP_013711157.2, XP_048615199.1, XP_013697088.1, XP_013648203.2
OG0008636	g7342	XP_048635900.1, XP_013750112.1, XP_013646653.1, XP_013747410.1
OG0008637	g12292	XP_013648205.2, XP_013697707.1, XP_013749965.2, XP_013731711.1
OG0008638	g13139	XP_048605516.1, XP_013733334.1, XP_013731730.1, XP_013749943.1
OG0008639	g41149	XP_022571833.2, XP_013684028.1
OG0008640	g26831	XP_013707675.2, XP_013678734.1
OG0008641	g28260	XP_022545968.2, XP_022566324.2
OG0008642	g28281	XP_013680917.1, XP_013682830.2, XP_013682834.2, XP_013678642.1
OG0008643	g1364	XP_013682845.1, XP_013661446.2, XP_013640774.2
OG0008644	g1362, g28300	XP_048608351.1, XP_013683298.1, XP_013656337.1, XP_013698617.2
OG0008645	g28304	XP_013702444.1, XP_013656342.1, XP_013699013.2
OG0008646	g41193, g41175	XP_013708477.2, XP_013676314.1, XP_013644084.2
OG0008647	g28350	XP_048610266.1, XP_048604568.1, XP_013719901.1, XP_013719201.2
OG0008648	g28385, g888	XP_013733910.1, XP_013686842.1, XP_022561226.2, XP_013699049.2
OG0008649	g41247	XP_013687799.2, XP_048610004.1, XP_022551725.2, XP_013709266.1
OG0008650	g907	XP_048598744.1, XP_048624637.1, XP_013714582.1, XP_013687902.1, XP_048609876.1
OG0008651	g901	XP_013709972.1, XP_022548953.2, XP_013662785.1, XP_013687855.1
OG0008652	g41254	XP_022549939.1, XP_013715590.1, XP_013726787.2, XP_013668628.1
OG0008653	g28425	XP_013674750.2, XP_013715041.2
OG0008653	g922	XP_048624847.1, XP_013713885.2
OG0008654	g28426, g41291	XP_013686585.1, XP_013676268.2, XP_013666794.2, XP_048624849.1
OG0008655	g28432	XP_013686653.2, XP_013676263.2, XP_013714361.1, XP_013666786.2
OG0008656	g927, g28433	XP_048602308.1, XP_013676262.2, XP_013666784.2, XP_013712888.1
OG0008657	g28455	XP_013648824.3, XP_013686066.2, XP_022565508.1
OG0008658	g28441	XP_048598756.1, XP_048623082.1
OG0008659	g948	XP_013733894.1, XP_013733547.1, XP_013689186.2, XP_013730841.2
OG0008660	g28471	XP_048607559.1, XP_048603140.1, XP_013730829.2, XP_048598765.1
OG0008661	g955	XP_013640729.1, XP_013733603.2, XP_048624400.1, XP_013719414.2
OG0008662	g28497	XP_013640693.1, XP_022572880.2, XP_013703591.1, XP_013665753.1
OG0008663	g28507	XP_013717135.2, XP_022565940.1, XP_013666829.1
OG0008664	g28510	XP_013646831.1, XP_013646342.1, XP_013666949.2, XP_022543145.1
OG0008665	g39369	XP_013640672.2, XP_022568489.2
OG0008665	g28515	XP_013666929.1, XP_013714370.1
OG0008666	g28523	XP_013685598.2, XP_013676181.1, XP_013666920.1, XP_013686904.2
OG0008667	g1024	XP_048598815.1, XP_013690463.1, XP_013640666.1, XP_048629272.1
OG0008668	g28542, g39357	XP_013696191.2, XP_013680457.1, XP_013685360.2, XP_013725373.1
OG0008669	g28555	XP_013749327.1, XP_013734043.2, XP_013701563.2, XP_013682752.2
OG0008670	g1068	XP_013682756.2, XP_013702746.2, XP_013734039.2, XP_048624715.1
OG0008671	g28558	XP_013740302.1, XP_013682765.2, XP_013725358.1, XP_013714366.1
OG0008672	g39338	XP_013682771.2, XP_013732723.2, XP_013667005.2
OG0008673	g1083	XP_013667010.2, XP_013729122.1, XP_013732774.2, XP_048608250.1
OG0008674	g28592	XP_013669681.3, XP_048606900.1, XP_013665814.2, XP_013713878.1
OG0008675	g28609	XP_013684992.2, XP_048603060.1, XP_048598882.1, XP_048624761.1
OG0008676	g28622	XP_013667045.2, XP_013714579.2, XP_013673245.1, XP_013684589.2
OG0008677	g28632	XP_013682611.1, XP_048628804.1, XP_013697187.1, XP_022570309.2
OG0008678	g1118	XP_048606735.1, XP_013741111.1, XP_022553780.1, XP_048628718.1
OG0008679	g28666	XP_048603033.1, XP_048606674.1, XP_013722252.2, XP_048598907.1
OG0008680	g28680	XP_013683070.1, XP_013683997.1, XP_048628628.1, XP_048628580.1, XP_013682450.1
OG0008681	g28681	XP_013667112.2, XP_013722213.2, XP_013731932.2, XP_048608198.1
OG0008682	g10306	XP_013644249.1, XP_048591261.1
OG0008683	g10301	XP_048602966.1, XP_048601280.1, XP_013704479.2, XP_013644255.1
OG0008684	g10300	XP_013695752.2, XP_013725197.1, XP_022558574.2, XP_013660785.2
OG0008685	g29362, g5282	XP_013728256.2, XP_013752377.1, XP_022549290.1
OG0008686	g29364	XP_048603995.1, XP_013707578.1, XP_013667939.1, XP_022549292.1
OG0008687	g29378	XP_013667964.1, XP_013668051.2, XP_013728237.1, XP_022554328.1
OG0008688	g29374	XP_013703534.2, XP_013679490.1, XP_013668044.1, XP_013667966.1
OG0008689	g45609	XP_013679483.1, XP_013704033.2, XP_013667970.2, XP_013668043.1
OG0008690	g5295	XP_048603912.1, XP_013706047.2, XP_013668036.2, XP_013667978.1
OG0008691	g45593, g5313	XP_048602803.1, XP_048602802.1, XP_048603856.1, XP_013666082.2, XP_013720836.1
OG0008692	g45592	XP_048598338.1, XP_013720784.1, XP_048602801.1, XP_048603849.1
OG0008693	g45587	XP_013668006.2, XP_013720810.1, XP_013716083.1, XP_048607880.1
OG0008694	g5335, g29418	XP_013720719.1, XP_013727184.2, XP_013676100.2, XP_013679238.1
OG0008695	g5344	XP_048625585.1, XP_013653783.1, XP_013679198.1, XP_022551473.2
OG0008696	g5347	XP_022548762.2, XP_013720745.1, XP_048603685.1, XP_048603759.1
OG0008698	g5377	XP_013668078.1, XP_013691096.1, XP_013678597.2, XP_048602732.1
OG0008699	g29483, g5403	XP_013708933.1, XP_013678847.1, XP_048602752.1
OG0008700	g45540	XP_013701928.2, XP_048598389.1, XP_013726545.2
OG0008701	g45534	XP_013700670.1, XP_013668150.2, XP_013680279.2
OG0008702	g5426, g29513	XP_048602724.1, XP_013678678.1, XP_048626267.1, XP_048602767.1
OG0008703	g29540	XP_048603550.1, XP_013678586.2, XP_013715558.2, XP_013722957.1
OG0008704	g29550	XP_013715405.2, XP_013737497.1, XP_013678513.1, XP_048603496.1
OG0008705	g29554	XP_013715750.2, XP_013737489.1
OG0008706	g29566	XP_013680319.1, NP_001303067.2, XP_048598422.1
OG0008707	g45503	XP_048603351.1, XP_013692116.2, XP_048623101.1, XP_013715532.2
OG0008708	g29574	XP_048598434.1, XP_013715534.2
OG0008709	g5500	XP_048603305.1, XP_013686767.1, XP_022554280.1
OG0008709	g29586	XP_048625061.1
OG0008710	g5509	XP_013715441.2, XP_013701054.1, XP_022553572.1, XP_013680519.3
OG0008711	g5526	XP_013743253.2, XP_048598474.1, XP_048602681.1, XP_013718962.3
OG0008712	g5531	XP_048603186.1, XP_013719018.1, XP_013680406.2, XP_013680377.1
OG0008713	g29607	XP_013680851.2, XP_022553098.2, XP_013715197.2, XP_048598475.1
OG0008714	g29621	XP_013715722.2, NP_001303211.1, XP_013718917.1, XP_048603152.1
OG0008715	g24286	XP_013742002.1, XP_013737306.1, XP_013733773.1, XP_013671331.1
OG0008716	g24244, g47226	XP_013655959.2, XP_048601402.1, XP_013711024.2
OG0008717	g47235	XP_013678013.1, XP_048601407.1, XP_013668667.1
OG0008718	g24235	XP_013741326.1, XP_013646946.2, XP_013723431.2, XP_048638040.1, XP_013654758.2
OG0008719	g47239, g17520	XP_048632791.1, XP_022570493.2, XP_048638048.1, XP_048601414.1
OG0008720	g24233, g17519	XP_022569683.1, XP_013706190.1, XP_013723446.2, XP_048638050.1
OG0008721	g24230	XP_048638100.1, XP_022574251.2, XP_048594669.1, XP_013726862.3
OG0008722	g47257, g24209	XP_048601421.1, XP_048638152.1
OG0008723	g47283	XP_013700361.2, XP_013728049.3
OG0008724	g10982	XP_013714548.1, XP_013677048.1, XP_013714654.1, XP_013661857.2
OG0008725	g24151	XP_013719505.1, XP_013728840.1, XP_048627579.1, XP_022573429.2
OG0008726	g24148, g47302	XP_048594712.1, XP_048638594.1, XP_013672677.1
OG0008727	g17428, g24129	XP_048629702.1, XP_022545654.2, XP_013672697.1, XP_013734402.2
OG0008728	g24124	XP_013743600.1, XP_022572531.2, XP_048628570.1, XP_048590804.1, XP_013672705.1
OG0008729	g17409	XP_013680448.1, XP_048629938.1, XP_013718449.2
OG0008730	g47328	XP_048601489.1, XP_048591069.1, XP_048607349.1, XP_048607357.1
OG0008731	g24075	XP_048629248.1, XP_013660913.1, XP_013733848.1
OG0008732	g24068	XP_022553847.1, XP_013680080.3, XP_048632303.1, XP_013670087.1
OG0008733	g24053	XP_048596058.1, XP_022568613.2
OG0008734	g47358	XP_013644092.1, XP_013683735.1, XP_022561711.2, XP_013654837.1
OG0008735	g17363	XP_022545679.1
OG0008736	g24008	XP_013728471.2, XP_048607374.1, XP_013737188.1, XP_022550350.1
OG0008737	g47402	XP_022550368.1, XP_022543248.1
OG0008738	g47430	XP_013669890.2, XP_013670505.2
OG0008739	g40401	XP_013702984.1, XP_013714825.2, XP_013686981.1, XP_013686504.2
OG0008740	g47434	XP_022562595.2, XP_048618637.1, XP_013671174.1, XP_048596803.1
OG0008741	g17275	XP_048618675.1, XP_013737612.1, XP_013663871.1, XP_013701918.2
OG0008742	g23922	XP_013663880.1, XP_013702978.2, XP_013737783.2, XP_013663635.2
OG0008743	g17272	XP_022572009.2, XP_013737592.2, XP_013663636.1, XP_048596966.1
OG0008744	g47452	XP_013737584.1, XP_013737648.2, XP_048601625.1, XP_013737671.2
OG0008745	g23893, g47459	XP_013737674.2, XP_022562031.2, XP_013738519.1, XP_013697314.1
OG0008746	g44697	XP_013690594.2
OG0008747	g17249	XP_022571852.1, XP_048619041.1, XP_013671483.3, XP_013711871.1
OG0008748	g40307, g25782	XP_013737572.1, XP_013695353.2, XP_013690641.2
OG0008749	g32680	XP_048636316.1, XP_013663767.1, XP_013672535.1
OG0008750	g32738	XP_048636985.1, XP_013751338.3, XP_013657211.1
OG0008751	g27810	XP_048621698.1, XP_048593326.1
OG0008752	g50753	XP_048621696.1
OG0008752	g32767	XP_013662184.1
OG0008753	g32851	XP_013662174.1, XP_022559750.1, XP_013714768.1, XP_013749253.1
OG0008754	g32993	XP_013714875.1, XP_013721013.1, XP_013703023.2, XP_013749260.2
OG0008755	g35950, g53898	XP_048622130.1, XP_013665943.1, XP_013646111.1, XP_022546828.2
OG0008756	g28144	XP_013646147.2, XP_013711445.2, XP_013667449.1, XP_013681211.2
OG0008757	g32291, g50420	XP_022563061.1, XP_022544468.2, XP_013656986.2, XP_013685335.1
OG0008758	g36186	XP_013686634.2, XP_048593594.1, XP_048599522.1, XP_013718803.1
OG0008759	g32305	XP_013707452.1, XP_013653235.1, XP_013714550.2, XP_048596088.1
OG0008760	g50460	XP_013656946.1, XP_013677032.1, XP_013691955.1, XP_013653247.1
