Orthogroup	Brassica_rapa	Cardamine_glauca
OG0007799	XP_033139515.1, XP_009130668.1, XP_009125432.1	Cg008G282780
OG0007800	XP_009130674.1, XP_033137586.1	Cg008G282850
OG0007801	XP_009122782.2, XP_009130700.2	Cg008G283140
OG0007802	XP_009122776.1, XP_009130706.1	Cg008G283220
OG0007803	XP_009130708.1, XP_009122770.1	Cg008G283290
OG0007804	XP_018512562.1	Cg008G283310
OG0007805	XP_009122757.1, XP_009125461.1	Cg008G283520
OG0007807	XP_009125478.1, XP_009122733.1	Cg008G283800
OG0007808	XP_009122667.2, XP_009130782.2	Cg008G284570, Cg004G144700
OG0007809	XP_018512290.1, XP_033137434.1	Cg008G284730
OG0007810	XP_009125536.1, XP_009122635.1	Cg008G284880
OG0007811	XP_009122630.1, XP_009125546.1	Cg008G284940
OG0007812	XP_009130805.1	Cg008G285010
OG0007813	XP_009130810.2, XP_033137417.1	Cg008G285090
OG0007814	XP_018512299.1, XP_009120890.1	Cg008G299880
OG0007815	XP_009120866.1, XP_009131748.1	Cg008G300200
OG0007817	XP_033141329.1, XP_009120793.1	Cg008G301030
OG0007818	XP_009131814.1, XP_009120772.1	Cg008G301180
OG0007819	XP_009131831.1, XP_033138592.1	Cg008G301420
OG0007820	XP_009120735.1, XP_009131835.1	Cg008G301470
OG0007822	XP_009126504.1, XP_009120724.1	Cg008G301560
OG0007823	XP_009131847.2, XP_009120696.1	Cg008G301750
OG0007824	XP_033144652.1, XP_009120659.2, XP_009103089.2	Cg008G302240
OG0007825	XP_009131891.1, XP_009120647.1	Cg008G302520
OG0007826	XP_009126126.1, XP_018513393.2	Cg003G108470
OG0007827	XP_009126587.1, XP_009120607.1	Cg003G108400
OG0007828	XP_009131911.1, XP_009120585.1	Cg003G108220
OG0007829	XP_009120538.1, XP_009131942.1	Cg003G107960
OG0007830	XP_009120520.1, XP_033140193.1	Cg003G107670
OG0007831	XP_009131978.1, XP_009126673.1	Cg003G107370
OG0007833	XP_033142718.1, XP_009120409.1	Cg003G106610
OG0007834	XP_009132026.1, XP_009126726.1	Cg003G106470
OG0007835	XP_009150371.1, XP_009112066.2	Cg003G110950
OG0007836	XP_009130244.1	Cg003G111010
OG0007837	XP_009150377.1, XP_009112069.2	Cg003G111020
OG0007838	XP_009150402.1, XP_009112083.1	Cg003G111270
OG0007839	XP_009120207.2, XP_009126916.1	Cg003G104450
OG0007840	XP_009112115.1, XP_009150465.1	Cg003G111810
OG0007841	XP_009150474.2, XP_009130433.1	Cg003G111870
OG0007842	XP_009150536.1	Cg003G112460
OG0007843	XP_009150547.1, XP_009112149.2	Cg003G112600
OG0007844	XP_009112161.1, XP_009150560.1	Cg003G112760
OG0007845	XP_033128207.1, XP_018511850.1	Cg003G112780
OG0007846	XP_009130502.1, XP_009150605.2	Cg003G112940
OG0007847	XP_009150612.1, XP_018512319.1	Cg003G113240
OG0007848	XP_009130504.1	Cg003G113300
OG0007849	XP_009130523.1, XP_009150657.1	Cg003G113680
OG0007850	XP_009150658.1, XP_033140900.1	Cg003G113700
OG0007851	XP_033135172.1	Cg003G113830
OG0007852	NP_001288995.1, XP_033135193.1	Cg003G114080
OG0007853	XP_009115824.1, XP_009112376.2	Cg003G114340
OG0007854	XP_009103434.1	Cg003G114420
OG0007855	XP_009103443.1, XP_009112365.1	Cg003G114510
OG0007856	XP_009112336.2	Cg003G114920
OG0007857	XP_009112305.2, XP_009103526.2	Cg008G297360, Cg003G115380
OG0007858	XP_009136591.1, XP_009115791.1	Cg002G055670
OG0007859	XP_009112298.1, XP_009103535.1	Cg003G115530
OG0007860	XP_009134534.1, XP_009111468.1	Cg014G332950, Cg003G076620
OG0007861	XP_009134543.2, XP_009111474.2	Cg014G333050, Cg003G076520
OG0007862	XP_009134526.1, XP_009111448.1	Cg003G076790, Cg014G332810
OG0007863	XP_009111413.1, XP_033142098.1	Cg003G077050, Cg014G332580
OG0007864	XP_009134500.1, XP_009111407.1	Cg014G332510, Cg003G077120
OG0007865	XP_009128512.1, XP_009111382.1	Cg014G331670, Cg003G078010
OG0007866	XP_009111347.1, XP_009134475.1	Cg003G077810, Cg014G331840
OG0007867	XP_009111317.1, XP_009134446.1	Cg003G077360, Cg014G332260
OG0007868	XP_009144580.1, XP_033134642.1	Cg003G078230, Cg014G331420
OG0007869	XP_009111302.1	Cg014G331390, Cg003G078260
OG0007870	XP_009111296.1, XP_009111297.1	Cg014G331350, Cg003G078300
OG0007871	XP_018512841.1	Cg014G330740, Cg003G078790
OG0007872	XP_009111257.2	Cg003G078870, Cg014G330660
OG0007873	XP_009122234.1, XP_009134378.1	Cg003G094830, Cg003G079110
OG0007874	XP_009134368.1, XP_009122046.2	Cg003G079340, Cg003G094660
OG0007875	XP_009123934.1, XP_009101731.1	Cg008G320380
OG0007876	XP_009101753.1	Cg008G319820
OG0007877	XP_009101794.1, XP_009123880.1	Cg008G318870
OG0007878	XP_009141314.1, XP_009143860.1	Cg005G173200
OG0007879	XP_009141311.1, XP_009143862.1	Cg005G173240
OG0007880	XP_009132835.1, XP_009143966.1	Cg005G174370
OG0007881	XP_009132839.1	Cg005G174390
OG0007882	XP_009132840.1, XP_009143961.1	Cg005G174420
OG0007883	XP_009132892.1, XP_009143912.2	Cg005G173690
OG0007884	XP_009132845.1	Cg005G174330
OG0007885	XP_018514509.2, XP_009141191.2	Cg005G174890
OG0007886	XP_009141143.1	Cg005G175420
OG0007887	XP_009141133.1, XP_009144251.1	Cg005G175560
OG0007888	XP_009141121.2, XP_033148186.1	Cg005G175710
OG0007889	XP_009141117.2	Cg005G175750
OG0007890	XP_009119050.1	Cg006G239670
OG0007891	XP_009132756.1, XP_009141109.2	Cg005G175890
OG0007892	XP_009132742.1, XP_009144295.1	Cg005G176180
OG0007893	XP_009141061.1, XP_009132728.1	Cg005G176450
OG0007894	XP_009141058.1	Cg005G176480
OG0007895	XP_033142569.1, XP_033148185.1	Cg005G176630
OG0007896	XP_009110959.1	Cg006G239060
OG0007897	XP_009132711.2, XP_009144333.2	Cg005G176830
OG0007898	XP_009140942.1, XP_009103714.1	Cg005G178300
OG0007899	XP_009140941.1, XP_009103713.1	Cg005G178320
OG0007900	XP_009133878.1, XP_009103690.1	Cg005G178810
OG0007901	XP_009103685.1, XP_009140902.1	Cg005G178870
OG0007902	XP_009140893.1, XP_009103672.1	Cg005G179010
OG0007903	XP_009140832.1, XP_009133883.1	Cg005G179590
OG0007904	XP_009103572.1, XP_009140756.1	Cg005G182250
OG0007905	XP_009103556.3, XP_009140749.1	Cg005G182960
OG0007906	XP_009122250.1	Cg008G287270
OG0007907	XP_009133939.1, XP_009117012.1	Cg005G185360
OG0007908	XP_009117027.1, XP_009140735.2	Cg005G185940
OG0007909	XP_009143398.1, XP_009137656.2	Cg001G013320
OG0007910	XP_009137638.1, XP_009143098.1	Cg001G013580
OG0007911	XP_009126005.1, XP_009121636.1	Cg008G294980
OG0007912	XP_009134610.1, XP_009147443.1	Cg004G116510
OG0007914	XP_009133903.1	Cg001G035670
OG0007915	XP_009142368.1, XP_009137599.1	Cg001G014220
OG0007916	XP_009117666.1, XP_009147406.1	Cg004G116940
OG0007917	XP_009147400.1	Cg004G116990
OG0007918	XP_009121588.1, XP_009131456.1	Cg008G295550
OG0007919	XP_009147379.1, XP_033144677.1	Cg004G117270
OG0007920	XP_009117953.2, XP_009147357.1	Cg004G117500
OG0007921	XP_009134708.1, XP_033139619.1	Cg004G117790
OG0007922	XP_009118592.1	Cg004G117940
OG0007923	XP_009147309.1, XP_009118618.1	Cg004G118060
OG0007924	XP_009119053.1, XP_009130332.2	Cg004G118270
OG0007925	XP_009130365.1, XP_009119259.2	Cg004G118600
OG0007926	XP_009134740.2, XP_009130383.2	Cg004G119480
OG0007927	XP_009130422.1, XP_009125009.1	Cg004G119790
OG0007928	XP_009124189.1, XP_009134781.1	Cg004G120330
OG0007929	XP_009124981.1, NP_001288939.1	Cg004G120380
OG0007930	XP_009124207.1, XP_009134793.1	Cg004G120600
OG0007931	XP_033147774.1, XP_018513427.2	Cg004G120840
OG0007932	XP_009147297.2	Cg004G120670
OG0007933	XP_009147269.1	Cg004G120920
OG0007934	XP_009147266.1, XP_009134812.1	Cg004G120970
OG0007935	XP_009124077.1, XP_009147251.1	Cg004G121110
OG0007936	XP_009124019.2, XP_009134828.1	Cg004G121290
OG0007937	XP_009134824.1, XP_009147237.1	Cg004G121240
OG0007938	XP_009124864.1, XP_018512512.1	Cg004G121520
OG0007939	XP_009134861.1	Cg004G121800
OG0007940	XP_009134867.1, XP_009129631.1	Cg004G121920
OG0007941	XP_009134874.1, XP_009129644.1	Cg004G122040
OG0007942	XP_009134901.1, XP_033147482.1	Cg004G122460
OG0007943	XP_033146773.1, XP_009147152.2	Cg004G122520, Cg004G122560
OG0007944	XP_009124836.1, XP_018514259.1	Cg004G122590, Cg004G122550
OG0007945	XP_009124811.1, XP_009147149.1	Cg004G122610
OG0007946	XP_009124789.1, XP_009147144.1	Cg004G122630
OG0007947	XP_009147142.1, XP_009124799.1	Cg004G122640
OG0007948	XP_009111858.1, XP_009129752.1	Cg008G311110, Cg008G309310
OG0007949	XP_009124480.1	Cg004G123190
OG0007950	XP_009147086.1, XP_009134961.2	Cg004G123390
OG0007951	XP_009134979.1, XP_009147063.1	Cg004G123630
OG0007952	XP_009147044.2, XP_033146603.1	Cg004G123770
OG0007953	XP_009147036.1, XP_018512056.2	Cg004G123870
OG0007954	XP_018511772.2	Cg004G123880
OG0007955	XP_009124024.1, XP_009147012.1	Cg004G124040
OG0007956	XP_009147002.1, XP_009135021.1	Cg004G124150
OG0007957	XP_009135088.1, XP_033133401.1	Cg004G124460
OG0007958	XP_009133419.2, XP_033146931.1	Cg005G165970
OG0007959	XP_009133414.1	Cg005G166000
OG0007960	XP_009133411.2, XP_009143242.2	Cg005G166020
OG0007961	XP_033146499.1, XP_009143263.1	Cg005G166210
OG0007962	XP_009141846.1, XP_009143277.1	Cg005G166340
OG0007963	XP_009143308.1	Cg005G166760
OG0007964	XP_009141765.1, XP_009133301.1	Cg005G167450
OG0007965	XP_009141557.1, XP_009143619.1	Cg005G170510
OG0007966	XP_033147441.1, XP_033145128.1	Cg005G170470
OG0007967	XP_009141569.1, XP_009143606.1	Cg005G170360
OG0007968	XP_033146125.1, XP_033143079.1	Cg005G170080
OG0007969	XP_009141600.2, XP_009143582.2	Cg005G170050
OG0007970	XP_033146365.1	Cg005G169860
OG0007971	XP_009143545.1, XP_009133104.1	Cg005G169610
OG0007972	XP_009143540.1, XP_009143541.2	Cg005G169580
OG0007973	XP_018512542.1, XP_009143528.1	Cg005G169430
OG0007974	XP_009141637.1, XP_009143523.2	Cg005G169300
OG0007975	XP_033147985.1	Cg005G168870
OG0007976	XP_009141681.1, XP_009143458.1	Cg005G168790
OG0007977	XP_033146005.1, XP_033146947.1	Cg005G168730
OG0007978	XP_009141693.1, XP_009133213.1	Cg005G168560
OG0007979	XP_009143424.1, XP_009141721.1	Cg005G168280
OG0007980	XP_009133240.1, XP_009143406.2	Cg005G168110
OG0007981	XP_009133250.1, XP_009141735.1	Cg005G167990
OG0007982	XP_009141521.1, XP_009133043.1	Cg005G170760
OG0007983	XP_009117834.1, XP_009148932.1	Cg006G230440
OG0007984	XP_009149061.2, XP_009117770.1	Cg006G229700
OG0007985	XP_009110443.2	Cg006G229240
OG0007986	XP_009149234.1, XP_009117641.1	Cg006G228170
OG0007987	XP_009110354.1, XP_009117617.1	Cg006G227750
OG0007988	XP_009149267.1, XP_009110358.1	Cg006G227830
OG0007989	XP_009149278.1, XP_009117616.1	Cg006G227680
OG0007990	XP_033136946.1, XP_009149279.1	Cg006G227670
OG0007991	XP_033132670.1, XP_009149289.1	Cg006G227570
OG0007992	XP_009110333.2, XP_009117603.1	Cg006G227420
OG0007993	XP_009117604.1, XP_009149355.2	Cg006G227380
OG0007994	XP_009110314.1, XP_009149366.1	Cg006G227140
OG0007995	XP_009110287.1, XP_009149402.1	Cg006G226710
OG0007996	XP_009110284.2, XP_009149405.1	Cg006G226690
OG0007997	XP_009149432.1, XP_009117539.1	Cg006G226560
OG0007998	XP_009149436.1, XP_009110273.1	Cg006G226530
OG0007999	XP_033132467.1	Cg006G226110
OG0008000	XP_009110253.1, XP_009149481.1	Cg006G226100
OG0008001	XP_009110248.1, XP_009103372.1	Cg006G226020
OG0008002	XP_009149505.1, XP_009110237.1	Cg006G225770
OG0008003	XP_009103346.1, XP_033128067.1	Cg006G225670
OG0008004	XP_009110209.1, XP_009149562.1	Cg006G225150
OG0008005	XP_009106309.1	Cg007G277110
OG0008006	XP_009103313.1, XP_009149580.1	Cg006G224990
OG0008007	XP_009149653.2, XP_033131457.1	Cg006G224690
OG0008008	XP_009149661.2, XP_009103294.1	Cg006G224570
OG0008009	XP_009110183.1, XP_009149663.1	Cg006G224530
OG0008010	NP_001288901.1	Cg007G277780
OG0008011	XP_009103293.1, XP_009149667.1	Cg006G224520
OG0008012	XP_009149675.1, XP_009110180.1	Cg006G224420
OG0008013	XP_009149683.1, XP_009103287.2	Cg006G224350
OG0008014	XP_009103249.1, XP_009145359.1	Cg006G223700
OG0008015	XP_009103243.1, XP_009145348.1	Cg006G223620
OG0008016	XP_009123117.1	Cg006G223440
OG0008017	XP_009110132.1, XP_009103228.2	Cg006G223300
OG0008018	XP_009115566.1, XP_009103204.1	Cg006G222850
OG0008019	XP_018510322.2, XP_018508274.1	Cg006G222410
OG0008020	XP_009115501.2, XP_009110080.2	Cg006G222060
OG0008021	XP_033132531.1, XP_009115454.1	Cg006G221640
OG0008022	XP_009109896.2, XP_009115342.1	Cg006G220360
OG0008023	XP_033130308.1, XP_009115341.2	Cg006G220350
OG0008024	XP_009103072.1, XP_009109887.1	Cg006G220270
OG0008025	XP_009105060.1, XP_033131194.1	Cg007G268270
OG0008026	XP_009103036.1, XP_009113803.1	Cg006G219590
OG0008027	XP_009113779.2, XP_009102991.1	Cg006G219320
OG0008028	XP_009109824.1, XP_009102993.1	Cg006G219330
OG0008029	XP_009109806.1, XP_033130349.1	Cg006G219170
OG0008030	XP_009137784.1	Cg001G016690
OG0008031	XP_009137434.1, XP_009137855.1	Cg001G016640
OG0008032	XP_009109250.1, XP_009137933.1	Cg001G016580
OG0008033	XP_009137449.2, XP_009138101.1	Cg001G016380
OG0008034	XP_009137457.1, XP_009138224.1	Cg001G016270
OG0008035	XP_009138797.1, XP_009137492.1	Cg001G015760
OG0008036	XP_009138887.1, XP_009137497.1	Cg001G015690
OG0008037	XP_033143022.1, XP_009139038.1	Cg001G015550
OG0008038	XP_009139133.2, XP_009137514.1	Cg001G015480
OG0008039	XP_009139151.1, XP_009137516.1	Cg001G015460
OG0008040	XP_033144259.1, XP_009143998.1	Cg001G012830
OG0008041	XP_009109120.1, XP_009144053.2	Cg001G012730
OG0008042	XP_009133952.1	Cg005G189170
OG0008043	XP_009140566.1, XP_009117111.1	Cg005G189760
OG0008044	XP_033145346.1	Cg005G190220
OG0008045	XP_009117285.1, XP_009140461.1	Cg005G191350
OG0008046	XP_009104771.2, XP_009106086.2	Cg007G274720
OG0008047	XP_009117331.1, XP_009140388.1	Cg005G191990
OG0008048	XP_009117332.1, XP_033145393.1	Cg005G192000
OG0008049	XP_009140383.1, XP_009117337.1	Cg005G192040
OG0008050	XP_009140367.1, XP_009112510.1	Cg005G192160
OG0008051	XP_018514207.1, XP_033134504.1	Cg005G192240
OG0008052	XP_009140320.1	Cg005G192910
OG0008053	XP_009117365.1, XP_009140308.1	Cg005G193010
OG0008054	XP_033137142.1	Cg005G193060
OG0008055	XP_009140282.1, XP_009117402.1	Cg005G193400
OG0008056	XP_018514038.1, XP_009117419.2	Cg005G193620
OG0008057	XP_009117424.1	Cg005G193650
OG0008058	XP_009117437.1	Cg005G193780
OG0008059	XP_033135635.1, XP_009148896.1	Cg006G230750
OG0008060	XP_009117856.1, XP_009148889.1	Cg006G230830
OG0008061	XP_009148887.1	Cg006G230850
OG0008062	XP_009148876.2	Cg006G230960
OG0008063	XP_009148867.1, XP_009117874.1	Cg006G231060
OG0008064	XP_009117890.1, XP_033128036.1	Cg006G231300
OG0008065	XP_033128054.1, XP_009117902.1	Cg006G231490
OG0008066	XP_009110563.1, XP_033134935.1	Cg006G231920
OG0008067	XP_018515368.2, XP_009117948.1	Cg006G231970
OG0008068	XP_009117978.2, XP_009123953.2	Cg006G232240
OG0008069	XP_009148543.2	Cg006G232770
OG0008070	XP_009110604.1, XP_009148548.1	Cg006G232880
OG0008071	XP_009148549.1	Cg006G232890
OG0008072	XP_009110631.1	Cg006G233320
OG0008073	XP_009148584.1	Cg006G233410
OG0008074	XP_009110649.1, XP_009148593.1	Cg006G233490
OG0008075	XP_009110678.1, XP_009148619.2	Cg006G233820
OG0008076	XP_009110691.2, XP_009118169.2	Cg006G234030
OG0008077	XP_018514935.1, XP_009110694.2	Cg006G234050
OG0008078	XP_009118184.2, XP_033133761.1	Cg006G234320
OG0008079	XP_009148485.1	Cg003G090750
OG0008080	XP_009148481.1	Cg006G234490
OG0008081	XP_033135548.1, XP_009148403.1	Cg006G235380
OG0008082	XP_009148366.1, XP_009118257.1	Cg006G235630
OG0008083	XP_009148339.1, XP_009144466.1	Cg006G235800
OG0008084	XP_009118267.1, XP_009148335.1	Cg006G235860
OG0008085	XP_033133419.1, XP_009148279.1	Cg006G236230
OG0008086	XP_009139237.1, XP_033131980.1	Cg002G052110
OG0008087	XP_033132320.1, XP_009148230.1	Cg006G237230
OG0008088	XP_009148109.1, XP_009110886.2	Cg006G237490
OG0008089	XP_009110885.1, XP_009148111.1	Cg006G237470
OG0008090	XP_033137500.1, XP_009110938.2	Cg006G238550
OG0008091	XP_009118458.1, XP_009118981.1	Cg006G238930
OG0008092	XP_009110963.1, XP_009119001.1	Cg006G239160
OG0008094	XP_033137783.1, XP_009118479.1	Cg006G239450
OG0008095	XP_018511221.1, XP_009110978.1	Cg006G239590
OG0008096	XP_009119048.2, XP_009110979.1	Cg006G239640
OG0008097	XP_033146442.1	Cg005G175790
OG0008098	XP_009118535.2, XP_009119057.2	Cg006G239720
OG0008099	XP_009118543.1	Cg003G091380, Cg006G239880
OG0008100	XP_033132331.1, XP_009119088.1	Cg006G240100
OG0008101	XP_009119113.1, NP_001288894.1	Cg006G240370
OG0008102	XP_009111046.1, XP_009118579.1	Cg006G240660
OG0008103	XP_009119213.2, XP_009111068.2	Cg006G241340
OG0008104	XP_009125938.3, XP_009121736.1	Cg008G293860
OG0008105	XP_009118632.1, XP_009119280.1	Cg006G241860
OG0008106	XP_009111102.1, XP_009118647.1	Cg006G241990
OG0008107	XP_009111104.1, XP_009119300.1	Cg006G242020
OG0008108	XP_009118659.3, XP_009119326.1	Cg006G242260
OG0008109	XP_033138343.1	Cg006G242870
OG0008110	XP_009119530.1, XP_009111151.1	Cg006G242850
OG0008111	XP_009111150.1, XP_009119529.1	Cg006G242840
OG0008112	XP_009119523.1, XP_033132218.1	Cg006G242810
OG0008113	XP_009111141.1, XP_009119361.1	Cg006G242640
OG0008114	XP_009119566.3, XP_009118703.1	Cg006G243130
OG0008115	XP_009111163.1, XP_009119569.1	Cg006G243190
OG0008116	XP_009118712.1, XP_009111168.1	Cg006G243240
OG0008117	XP_033134971.1, XP_009119604.1	Cg006G243520
OG0008118	XP_009111200.1, XP_009119635.1	Cg006G243960
OG0008119	XP_009119631.3, XP_009118770.1	Cg006G243920
OG0008120	XP_009119780.2, XP_033138358.1, XP_033134977.1	Cg006G243910
OG0008121	XP_033138342.1	Cg006G244020
OG0008122	XP_009119673.1, XP_009118794.1	Cg006G244320
OG0008123	XP_009119715.1, XP_009118826.2	Cg006G244900
OG0008124	XP_009111538.1	Cg003G075890
OG0008125	XP_009119756.1, XP_009118861.2	Cg006G245400
OG0008126	XP_009131407.1, XP_009125976.1	Cg008G294640
OG0008127	XP_009121682.1, XP_009131391.1	Cg008G294390
OG0008128	XP_009125998.1, XP_009131421.1	Cg008G294930
OG0008129	XP_009121638.2, XP_033139891.1	Cg008G294940
OG0008130	XP_018512367.1, XP_018512972.1, XP_009121630.1	Cg008G295020
OG0008131	XP_009121563.2, XP_009126057.1	Cg008G295880
OG0008132	XP_009126054.1, XP_009121568.1	Cg008G295840
OG0008133	XP_009131471.1, XP_009121569.1	Cg008G295820
OG0008134	XP_009121514.2	Cg008G296410
OG0008135	XP_009131540.1, XP_009126113.2	Cg008G296720
OG0008136	XP_009126123.1, XP_009121486.1	Cg008G296750
OG0008137	XP_009121478.1, XP_009131547.2	Cg008G296800
OG0008138	XP_033138576.1, XP_009126128.1	Cg008G296880
OG0008139	XP_009121422.1, XP_009126153.1	Cg008G297180
OG0008140	XP_018512043.1, XP_009107517.1	Cg008G297730
OG0008141	XP_009126204.1, XP_009121060.1	Cg008G298000
OG0008142	XP_033141640.1, XP_009121047.1	Cg008G298150
OG0008143	XP_009121045.1, XP_009126214.1	Cg008G298160
OG0008144	XP_009131618.1, XP_009121038.2	Cg008G298210
OG0008145	XP_009131642.2, XP_009120998.1	Cg008G298580
OG0008146	XP_033138245.1	Cg008G298760
OG0008147	XP_009120971.1, XP_009126253.1	Cg008G298790
OG0008148	XP_009126264.1, XP_009131673.1	Cg008G298900
OG0008149	XP_018512579.2, XP_009120947.1	Cg008G299070
OG0008150	XP_009126287.1, XP_033137452.1	Cg008G299190
OG0008151	XP_009126292.1, XP_009120925.1	Cg008G299440
OG0008152	XP_009120924.1	Cg008G299450
OG0008153	XP_009126294.2	Cg008G299490
OG0008154	XP_009131725.1, XP_009126301.2	Cg008G299600
OG0008155	XP_009120897.1, XP_009131733.1	Cg008G299780
OG0008156	XP_009111693.1, XP_009151131.1	Cg008G305950
OG0008157	XP_009129922.1	Cg008G306010
OG0008158	XP_009151136.1, XP_009111698.1	Cg008G306020
OG0008159	XP_009129928.1, XP_009151141.1	Cg008G306090
OG0008160	XP_009151505.2, XP_009111721.1	Cg008G306400
OG0008161	XP_009151180.1	Cg008G306660
OG0008162	XP_009129879.1, XP_009151186.1	Cg008G306720
OG0008163	XP_009129869.2, XP_009151195.2	Cg008G306890
OG0008164	XP_009151213.1, XP_009111941.1	Cg008G307070
OG0008165	XP_009111917.1, XP_009151281.1	Cg008G307940
OG0008166	XP_009111864.1, XP_009151711.1	Cg008G310660, Cg008G309020
OG0008167	XP_009129768.1, XP_009151723.1	Cg008G310470, Cg008G308810
OG0008168	XP_033129660.1, XP_009129746.1	Cg008G311200, Cg008G309350
OG0008169	XP_009151661.1	Cg008G309800, Cg008G311620
OG0008170	XP_009125943.1, XP_009121730.1	Cg008G293890
OG0008171	XP_033129727.1, XP_009111847.1	Cg008G311820, Cg008G310040
OG0008172	XP_033139752.1, XP_009121741.1	Cg008G293780
OG0008173	XP_009125923.1, XP_009121753.1	Cg008G293700
OG0008174	XP_009121759.1	Cg008G293650
OG0008175	XP_009130976.1, XP_009122387.1	Cg008G287850
OG0008176	XP_033137850.1	Cg008G287560
OG0008177	XP_009125649.2, XP_009122262.2	Cg008G287350
OG0008178	XP_009122252.1, XP_009130946.1	Cg008G287310
OG0008179	XP_009122236.1	Cg008G287140
OG0008180	XP_009130872.1, XP_009122903.1	Cg008G286030
OG0008181	XP_009125565.1, XP_033137791.1	Cg008G285430
OG0008182	XP_009125563.2, XP_009122587.1	Cg008G285360
OG0008183	XP_009120895.1, XP_009131734.1	Cg008G299790
OG0008184	XP_009129966.1, XP_009151064.1	Cg008G305070
OG0008185	XP_009151032.1, XP_009111652.2	Cg008G304660
OG0008186	XP_009111641.1, XP_009150996.1	Cg008G304340
OG0008187	XP_033134523.1, XP_009150985.1	Cg008G304300
OG0008188	XP_009130055.1, XP_009150984.1	Cg008G304270
OG0008189	XP_009130069.1, XP_009150959.1	Cg008G304040
OG0008190	XP_009130082.1, XP_009150945.1	Cg008G303870
OG0008191	XP_009150904.1, XP_009141730.1	Cg008G303430
OG0008192	XP_009150899.1, XP_033135758.1	Cg008G303380
OG0008193	XP_009150878.1, XP_009130112.1	Cg008G303190
OG0008194	XP_009105353.1, XP_009105069.1	Cg007G267990
OG0008195	XP_009136378.1, XP_009130123.1	Cg008G302910
OG0008196	XP_009136391.1, XP_009111953.1	Cg008G302830
OG0008197	XP_009111955.2, XP_009136393.1	Cg008G302810
OG0008198	XP_009136418.1	Cg003G108650
OG0008199	NP_001288951.1, NP_001288903.1	Cg003G109100
OG0008200	XP_009111998.1, XP_009136506.1	Cg003G109380
OG0008201	NP_001288807.1, XP_009130177.1	Cg003G109590
OG0008202	XP_009151347.1, XP_009130308.2	Cg003G110070
OG0008203	XP_009130207.1, XP_033130069.1	Cg003G110090
OG0008204	XP_009134948.1, XP_009151360.2	Cg003G110190
OG0008205	XP_009130223.1, XP_009151374.1	Cg003G110300
OG0008206	XP_033140336.1, XP_033136801.1	Cg003G110340
OG0008207	XP_033140048.1, XP_033128471.1, XP_033139359.1	Cg003G110520
OG0008208	XP_009112044.1, XP_009151418.1	Cg003G110770
OG0008209	XP_009150368.1, XP_009112059.2	Cg003G110910
OG0008210	XP_009120361.1, XP_009132047.1	Cg003G106090
OG0008211	XP_033141387.1, XP_033137716.1	Cg003G106080
OG0008212	XP_009120352.1, XP_009132051.2	Cg003G106030
OG0008213	XP_009136598.2, XP_033136969.1	Cg002G055660
OG0008214	XP_009136586.2, XP_009115788.2	Cg002G055690
OG0008215	XP_009136584.1, XP_009149275.2	Cg002G055720
OG0008216	XP_009136563.1	Cg002G055990
OG0008217	XP_009101992.1, XP_009115722.1	Cg002G056290
OG0008218	XP_009101596.1, XP_018513057.1	Cg002G056840
OG0008219	XP_009150139.1	Cg002G057350
OG0008220	XP_009149732.1, XP_009150140.1	Cg002G057360
OG0008221	XP_033129937.1, XP_009151924.1, XP_033128832.1	Cg002G057670
OG0008222	XP_009149822.1, XP_033129396.1	Cg002G058550
OG0008223	XP_033140920.1, XP_033129851.1	Cg002G060330
OG0008224	XP_009150312.1	Cg002G063120
OG0008226	XP_009105320.1, XP_009127574.1	Cg007G267680
OG0008227	XP_009105312.1, XP_009105107.1	Cg007G267660
OG0008228	XP_009105309.1, XP_009105103.1	Cg007G267640
OG0008229	XP_033131996.1	Cg007G267600
OG0008230	XP_009127566.1, XP_009105302.1	Cg007G267520
OG0008231	XP_009105112.1, XP_009127563.1	Cg007G267480
OG0008232	XP_009143730.1, XP_009141407.1	Cg005G171760
OG0008233	XP_009105121.3, XP_009127554.1	Cg007G267330
OG0008234	XP_009127584.1, XP_009105088.1	Cg007G267820
OG0008235	XP_009127546.1	Cg007G267250
OG0008236	XP_009105439.2, XP_033141699.1	Cg007G269200
OG0008237	XP_033141703.1, XP_009105442.1	Cg007G269210
OG0008238	XP_009105453.1, XP_009127697.1	Cg007G269290
OG0008239	XP_009127765.1, XP_009105651.1	Cg007G270250
OG0008240	XP_009110060.2, XP_009115436.1	Cg006G221470
OG0008241	XP_009145455.1	Cg004G138770
OG0008242	XP_009127775.1, XP_009105692.1	Cg007G270620
OG0008243	XP_009127776.2, XP_009104966.1	Cg007G270640
OG0008244	XP_009105694.1, XP_009104957.2	Cg007G270700
OG0008245	XP_009104954.1, XP_009127789.1	Cg007G270790
OG0008246	XP_018508245.1, XP_009127793.1	Cg007G270840
OG0008247	XP_009105768.1, XP_009127841.1	Cg007G271470
OG0008248	XP_009105798.1	Cg007G271800
OG0008249	XP_009104892.1, XP_009105840.1	Cg007G272190
OG0008250	XP_009104866.1, XP_009105878.1	Cg007G272630
OG0008251	XP_009106462.1, XP_009128280.2	Cg007G278770
OG0008252	XP_009106461.1, XP_009104588.1	Cg007G278750
OG0008253	XP_009128277.1, XP_009106459.1	Cg007G278730
OG0008254	XP_009104599.1, XP_009106427.1	Cg007G278490
