Orthogroup	Brassica_rapa	Odontarrhena_muralis
OG0008549	XP_009114967.1, XP_009145231.1	Om007G292420
OG0008550	XP_009114957.1	Om004G135010, Om007G292520
OG0008551	XP_009114931.1, XP_009108001.1	Om007G292740
OG0008552	XP_009114907.1, XP_009145199.1	Om007G277070
OG0008553	XP_009114889.1, XP_009151428.1	Om007G276860
OG0008555	XP_009145241.1, XP_009136819.1	Om007G276400
OG0008556	XP_009136802.1, XP_009145637.3	Om007G276040
OG0008557	XP_009118108.1, XP_033133753.1	Om005G191530
OG0008558	XP_009113422.2	Om005G216140
OG0008559	XP_033145325.1	Om005G216160
OG0008560	XP_009124458.1, XP_009122976.1	Om005G218530, Om011G366010
OG0008561	XP_009125098.1, XP_018512510.1	Om001G030280
OG0008562	XP_009102721.2, XP_009113329.2	Om005G218760
OG0008563	XP_033128354.1	Om005G188240
OG0008564	XP_033136179.1	Om005G219190
OG0008565	XP_009103311.1, XP_009113258.1	Om005G220290
OG0008566	XP_009113255.2, XP_009103607.1	Om005G220380
OG0008567	XP_009103962.2, XP_009113186.1	Om005G221550, Om005G221540
OG0008568	XP_009113196.1, XP_009103938.1	Om005G221430
OG0008569	XP_009102549.1	Om002G073170
OG0008570	XP_009104420.1, XP_009124624.1	Om005G222230
OG0008571	XP_009104582.3, XP_009113139.1	Om005G222760
OG0008572	XP_009104615.1, XP_033143432.1	Om005G222860
OG0008573	XP_009104840.1	Om005G223070
OG0008574	XP_009104893.1	Om005G223260
OG0008575	XP_009113121.1, XP_009104922.1	Om005G223290
OG0008576	XP_009113113.1	Om005G190660, Om005G223900
OG0008577	XP_009110702.1	Om005G191040
OG0008578	XP_009148902.1, XP_009110503.2	Om005G195850
OG0008579	XP_009114225.1, XP_033139707.1	Om006G275180
OG0008580	XP_009101316.1	Om002G086990
OG0008581	XP_009114219.1, XP_009101287.2	Om006G274940
OG0008582	XP_009101262.2, XP_009129151.1	Om006G274700
OG0008583	XP_009129116.1, XP_009101233.1	Om006G274390
OG0008584	XP_009129087.2, XP_009152171.1	Om006G273880
OG0008585	XP_009152150.2, XP_009129076.2	Om006G273660
OG0008586	XP_009152128.1, XP_033136463.1	Om006G273360
OG0008588	XP_009152099.1, XP_009114103.1	Om006G272830
OG0008589	XP_009152086.1, XP_009114099.1	Om006G272660
OG0008590	XP_009129503.1	Om006G272360
OG0008591	XP_009129492.1, XP_009152036.1	Om006G272180
OG0008592	XP_009129467.2, XP_009152011.1	Om006G271900
OG0008593	XP_033141772.1, XP_009152007.1	Om006G271880
OG0008594	XP_009129445.1, XP_009111557.1	Om006G271610
OG0008595	XP_009151978.1, XP_033136074.1	Om006G271390
OG0008596	XP_009129426.1, XP_009151973.1	Om006G271320, Om001G021260
OG0008597	XP_009151925.2, XP_009111584.1	Om006G270940
OG0008598	XP_009129391.1, XP_009151920.1	Om006G270930
OG0008599	XP_009151876.1, XP_033140775.1	Om006G270460
OG0008600	XP_009151873.1, XP_009129373.1	Om006G270470
OG0008601	XP_009111622.1, XP_018515026.2	Om006G270820
OG0008602	XP_033136951.1, XP_033129679.1	Om006G270730
OG0008603	XP_009151836.1, XP_009111610.1	Om006G269640
OG0008604	XP_009151780.1	Om003G095770
OG0008605	XP_009151773.1, NP_001306249.1	Om001G002970
OG0008606	XP_009105197.1, XP_009127482.1	Om005G213770
OG0008607	XP_009105179.1, XP_009124103.1	Om003G091960, Om005G185440
OG0008608	XP_009127450.1	Om005G214640
OG0008609	XP_009127397.1	Om005G215170
OG0008610	XP_009112776.1, XP_009112920.1	Om005G228900, Om001G018280
OG0008611	XP_009112853.1, XP_033136916.1	Om005G228850
OG0008612	XP_009112832.2, XP_009112877.1	Om005G228450
OG0008613	XP_009112884.1, XP_009112831.1	Om005G228380
OG0008614	XP_009112802.2, XP_009112901.1	Om005G227760
OG0008615	XP_009112904.1, XP_009112792.1	Om005G227230
OG0008616	XP_009112914.1	Om005G226980
OG0008617	XP_009112963.1	Om005G226120
OG0008618	XP_009112745.1	Om005G226130
OG0008619	XP_033143786.1, XP_033143604.1, XP_009112989.1	Om005G225580
OG0008620	XP_018509826.2, XP_009113065.1	Om004G165100, Om005G224970
OG0008621	XP_009146603.1, XP_009135243.1	Om002G056430
OG0008622	XP_009120265.1, XP_009132126.1	Om006G249290
OG0008623	XP_033148449.1, XP_033144387.1, XP_033145856.1	Om008G328440
OG0008624	XP_009141958.1, XP_009142718.1	Om008G328850
OG0008625	XP_009141966.1, XP_009142721.1	Om008G328700
OG0008626	XP_009146937.1, XP_009135059.1	Om002G051840
OG0008627	XP_009130774.1	Om004G174060
OG0008628	XP_009146854.1, XP_009123032.1	Om002G053100
OG0008629	XP_009122683.1, XP_009146813.1	Om002G053780
OG0008630	XP_009122575.1, XP_009146797.2	Om002G054060
OG0008631	XP_009146791.2, XP_033142226.1	Om002G054250
OG0008632	XP_009146714.1, XP_009121135.1	Om002G054960
OG0008633	XP_009135170.1	Om002G055020
OG0008634	XP_009146675.2	Om002G055470
OG0008635	XP_018514673.2, XP_009135201.1	Om002G055550
OG0008636	XP_009146660.1, XP_033137964.1	Om002G055590
OG0008637	XP_009135213.2, XP_009146636.1	Om002G055800
OG0008638	XP_009120714.1, XP_009146615.1	Om002G056080
OG0008639	XP_009127370.1, XP_009134031.1	Om003G109510
OG0008640	XP_009123860.1	Om003G111230
OG0008641	XP_009107437.1	Om002G055580
OG0008643	XP_009132688.1, XP_009140887.1	Om003G111620
OG0008644	XP_009132685.1, XP_009127330.2	Om003G111590
OG0008645	XP_009127327.1, XP_009140882.2	Om003G112000
OG0008646	XP_009127275.1, XP_009107247.1	Om003G112880
OG0008647	XP_009127273.1, XP_033138150.1	Om003G112950
OG0008649	XP_009124171.1, XP_009127206.1	Om003G114150
OG0008650	XP_009119858.2, XP_009127189.1	Om003G114580
OG0008651	XP_009119848.1, XP_009127199.1	Om003G114340
OG0008652	XP_009127204.1, XP_009119841.1	Om003G114290
OG0008653	XP_009127164.1, XP_009119893.1	Om003G115050
OG0008654	XP_009127162.1, XP_009119898.1	Om003G115070
OG0008655	XP_009127153.1, XP_009119907.1	Om003G115140
OG0008656	XP_009127151.1, XP_009119910.1	Om003G115160
OG0008657	XP_009127114.1, XP_009119941.1	Om003G115740
OG0008658	XP_009119918.1	Om003G115370
OG0008659	XP_009132448.1, XP_009119955.1	Om003G115890
OG0008660	XP_033140807.1, XP_009119961.1	Om003G115960
OG0008661	XP_033142000.1, XP_009119966.1	Om003G116040
OG0008662	XP_009132415.1, XP_009120025.1	Om003G116760
OG0008663	XP_009127028.1, XP_009120036.1	Om003G116980
OG0008664	XP_009132398.1, XP_009120042.1	Om003G117060
OG0008665	XP_009132376.2, XP_009120061.1	Om003G117560
OG0008666	XP_009126993.1, XP_009120082.1	Om003G117640
OG0008667	XP_033138732.1, XP_009132367.1	Om003G117650
OG0008668	XP_009120123.1, XP_009126966.1	Om003G118350
OG0008669	XP_009120153.1, XP_009132309.1	Om003G118750
OG0008670	XP_009132306.1, XP_018511225.1	Om003G118790
OG0008671	XP_009132197.1, XP_009126931.1	Om006G250450
OG0008672	XP_009132185.1, XP_009120185.1	Om006G250280
OG0008673	XP_009132182.1	Om006G250250
OG0008674	XP_009126914.2, XP_009120209.1	Om006G249900
OG0008675	XP_009126900.2, XP_009120228.1	Om006G249710
OG0008676	XP_009120241.2, XP_009126853.1	Om006G249630
OG0008677	XP_009132134.1, XP_018511104.2	Om006G249500
OG0008678	XP_033139989.1, XP_009132116.1	Om006G249050
OG0008679	XP_009126806.1, XP_033137704.1	Om006G248420
OG0008680	XP_009126797.2, XP_009132087.1	Om006G248170
OG0008681	XP_009120319.2, XP_009132085.1	Om006G248160
OG0008682	XP_009151580.1, XP_009129690.2	Om007G312900
OG0008683	XP_009129697.2, XP_009151593.2	Om007G313190
OG0008684	XP_033141789.1, XP_009111819.1	Om007G313110
OG0008685	XP_009131330.2, XP_009121775.2	Om004G161540
OG0008686	XP_009125901.1, XP_009121776.1	Om004G161560
OG0008687	XP_009121799.1, XP_009131317.1	Om004G161830
OG0008688	XP_009125886.1, XP_009121802.1	Om004G161900
OG0008689	XP_009125884.1, XP_009121805.2	Om004G161920
OG0008690	XP_009125875.1, XP_033137455.1	Om004G161980
OG0008691	XP_033140893.1, XP_009121857.1	Om004G162370
OG0008692	XP_009121858.1, XP_009125857.1	Om004G162380
OG0008693	XP_009121873.1, XP_009131259.1	Om004G162580
OG0008694	XP_033137886.1, XP_009125839.1	Om004G162890
OG0008695	XP_009131237.2, XP_009125833.2	Om004G163120
OG0008696	XP_009125832.2	Om004G163160
OG0008698	XP_009121966.1, XP_009125799.1	Om004G164010
OG0008699	XP_009122031.1, XP_033140347.1	Om004G164990
OG0008700	XP_009122049.2, XP_009131162.1	Om004G165380
OG0008701	XP_009122061.2, XP_033142784.1	Om004G165590
OG0008702	XP_009125325.1	Om004G165870
OG0008703	XP_009125340.1, XP_009122113.1	Om004G166270
OG0008704	XP_009122534.1, XP_009125352.1	Om004G166480
OG0008705	XP_009122525.1	Om004G166640
OG0008706	XP_033142795.1, XP_009125756.2, XP_009122507.1	Om004G166940
OG0008707	XP_009125738.2, XP_009122477.1	Om004G167260
OG0008708	XP_009122475.1, XP_009131091.1	Om004G167290
OG0008709	XP_009125732.1	Om004G167550
OG0008710	XP_009122434.1, XP_018513277.1	Om004G167810
OG0008711	XP_033138444.1, XP_009125711.1	Om004G168110
OG0008712	XP_009125705.1, XP_009131024.1	Om004G168190
OG0008713	XP_009131014.1, XP_009122401.1	Om004G168310
OG0008714	XP_009122325.2, XP_033141825.1	Om004G168560
OG0008715	XP_009136832.2, XP_009144675.1	Om001G000060
OG0008716	XP_009108337.1, XP_009130853.1	Om001G000620
OG0008717	XP_009130900.1	Om001G000660
OG0008718	XP_009136872.1, XP_009130943.1, XP_009108343.1	Om001G000890
OG0008719	XP_009136874.2, XP_033129567.1	Om001G000930
OG0008720	XP_009136875.2, XP_018512318.1	Om001G000940
OG0008721	XP_009131195.1, XP_009108347.1	Om001G001100
OG0008723	XP_009108387.2	Om001G002820
OG0008724	XP_009128788.1, XP_009114410.1	Om008G358220
OG0008725	XP_009132546.1, XP_009136997.1	Om001G003570
OG0008726	XP_009108417.1, XP_009132578.1	Om001G003640
OG0008727	XP_033132802.1, XP_033129375.1	Om001G004100
OG0008728	XP_033144897.1, XP_009132876.1	Om001G004190
OG0008729	XP_009108434.1	Om001G004320
OG0008730	XP_033129703.1	Om001G005360
OG0008731	XP_009133425.1	Om001G005410
OG0008732	XP_009108463.1, XP_009133555.1	Om001G005600
OG0008733	XP_009133931.1	Om001G006170
OG0008734	XP_009134188.2, XP_009123826.2	Om001G006620
OG0008735	XP_009137177.1, XP_009108505.1	Om001G006910
OG0008738	XP_033142721.1	Om001G009230
OG0008739	XP_033134830.1, XP_009128629.1	Om008G352910
OG0008740	XP_009137276.1, XP_009136109.1	Om001G009450
OG0008741	XP_033143979.1, XP_033132926.1	Om001G009730
OG0008742	XP_009108596.1, XP_009136577.1	Om006G273000, Om001G009880
OG0008743	XP_009137307.1, XP_033144264.1	Om001G009920
OG0008744	XP_009137315.1, XP_009136711.1	Om001G010100
OG0008745	XP_009137355.2, XP_009137051.1	Om001G010640
OG0008746	XP_009105718.1, XP_009127804.1	Om005G207650
OG0008747	XP_009137489.1	Om001G011210
OG0008748	XP_009128717.1, XP_009113610.1	Om008G347670
OG0008749	XP_009151476.1	Om001G012370
OG0008750	XP_009145155.1	Om001G012950, Om001G012880, Om001G012800
OG0008751	XP_009107933.1	Om001G013230
OG0008752	XP_009114737.1	Om001G013340
OG0008753	XP_009114723.1, XP_009145140.1	Om001G013500
OG0008754	XP_009114714.2, XP_009145133.1	Om001G014030
OG0008755	XP_009107476.1, NP_001288860.1	Om001G015240
OG0008756	XP_009123055.1, XP_009107479.1	Om008G321100
OG0008757	XP_009102963.1, XP_009109792.1	Om007G287410
OG0008758	XP_009107452.1	Om007G287570
OG0008759	XP_009102942.2, XP_009113726.1	Om007G288190
OG0008760	XP_009109738.1, XP_009102922.1	Om007G288620
OG0008761	XP_009105999.1, XP_009104811.1	Om004G141210
OG0008762	XP_009102867.1, XP_009115262.1	Om007G289540
OG0008763	NP_001306245.1, XP_009115259.2	Om007G289570
OG0008764	XP_009115218.1	Om007G290190
OG0008765	XP_009124606.1, XP_009144762.1	Om007G291320
OG0008766	XP_009115042.1, XP_009102685.1	Om007G291550
OG0008767	XP_009115029.1, XP_009107758.2	Om007G291620
OG0008768	XP_009107749.1, XP_009115024.1	Om007G291700
OG0008769	XP_009150864.1, XP_009109280.2	Om001G035090
OG0008770	XP_009150586.1	Om001G035190
OG0008771	XP_009148014.1	Om001G035600
OG0008772	XP_009144043.1	Om001G036250
OG0008773	XP_009138449.2	Om001G036720
OG0008774	XP_009139603.1, XP_009109354.1	Om001G037230
OG0008775	XP_033142229.1, XP_009138472.1	Om001G037410
OG0008776	XP_009138124.2, XP_009138479.1	Om001G037630
OG0008777	XP_009109364.1, XP_009137836.1	Om001G037720
OG0008778	XP_009132987.1, XP_009109393.1	Om001G038760
OG0008779	XP_009132836.1, XP_009109396.2	Om001G038780
OG0008780	XP_009131194.1, XP_009109416.1	Om001G039170
OG0008782	XP_009109425.1	Om001G039350
OG0008783	XP_009109435.2, XP_009128353.2	Om001G039730
OG0008784	XP_009109892.1, XP_009109480.1	Om001G040550
OG0008785	XP_009137675.1, XP_009143709.1	Om001G021050
OG0008786	XP_009124235.1	Om007G313540
OG0008787	XP_009124218.1	Om007G313740
OG0008788	XP_009125063.1, XP_009139764.1	Om007G314550
OG0008790	XP_009139823.1, XP_009140214.1	Om007G315290
OG0008791	XP_009102677.1, XP_009115025.1	Om007G291690
OG0008792	XP_033137772.1	Om004G171330, Om004G171300, Om004G171320
OG0008793	XP_009114913.1	Om007G277130
OG0008794	XP_009141505.1	Om008G338300
OG0008795	XP_009134150.1	Om008G343190
OG0008796	XP_033144651.1, XP_033147667.1	Om008G340590
OG0008798	XP_009123704.1, XP_009101820.1	Om008G341550
OG0008799	XP_009114024.1, XP_009101828.1	Om008G341830
OG0008800	XP_018513486.1, XP_009142359.1	Om008G321700
OG0008801	XP_009121206.1	Om002G059240
OG0008802	XP_009134192.1, XP_009128716.1	Om008G347710
OG0008803	XP_033142033.1, XP_009128682.1	Om004G150640, Om008G350960
OG0008804	XP_033142018.1, XP_018510468.1	Om008G352270
OG0008805	XP_009114634.1, XP_009134256.1	Om008G351990
OG0008806	XP_009114623.3, XP_009144492.1	Om008G353160
OG0008807	XP_009144495.1, XP_009134269.1	Om008G353240
OG0008808	XP_009114613.1, XP_009144499.1	Om008G353490
OG0008809	XP_009114541.1	Om008G354390
OG0008810	XP_009144519.1, XP_033136423.1	Om008G355150
OG0008811	XP_009114494.1	Om008G355230
OG0008812	XP_009113910.1, XP_018508034.1	Om008G356190
OG0008813	XP_009123603.1, XP_009101697.1	Om008G356230
OG0008814	XP_009113900.1, XP_009101645.2	Om008G356790
OG0008815	XP_009123619.1	Om008G357350, Om008G357370
OG0008816	XP_009128784.1, XP_009113868.1	Om008G358100
OG0008817	XP_009101561.1, XP_009128820.1	Om008G358910
OG0008818	XP_009128826.1	Om008G358990
OG0008819	XP_009101496.2, XP_009114330.2	Om008G361420
OG0008820	XP_009101489.2, XP_009128896.2	Om008G361470
OG0008821	XP_009101458.1	Om008G361840
OG0008822	XP_009114257.1	Om008G362840
OG0008823	XP_009101396.2, XP_009128992.1	Om008G362850
OG0008824	XP_009124267.1, XP_009108017.1	Om003G106180
OG0008825	XP_009139665.1, XP_033133389.1	Om008G340160
OG0008826	XP_009107684.2, XP_009139647.1	Om003G104390, Om003G104370
OG0008827	XP_009110710.2	Om003G104320
OG0008828	XP_009116100.1	Om003G104020
OG0008829	XP_009135884.1, XP_009102529.1	Om002G073410
OG0008830	XP_009139543.2, XP_009109563.1	Om003G103330
OG0008831	XP_033132241.1, XP_033146610.1	Om003G103200
OG0008833	XP_009107802.1, XP_033128215.1	Om003G102450
OG0008834	XP_009107831.1	Om003G101900
OG0008835	XP_009147724.1, XP_009144719.1	Om003G101830
OG0008836	XP_009136697.1	Om003G101490
OG0008837	XP_009136699.2, XP_009147254.1	Om003G101410
OG0008838	XP_009139983.1, XP_009125132.1	Om007G316730
OG0008839	XP_009140058.1	Om008G333270
OG0008840	XP_009140027.2, XP_009125149.1	Om007G317230
OG0008841	XP_009140068.1, XP_009125175.2	Om007G317930
OG0008842	XP_009125173.1, XP_009140066.1	Om007G317910
OG0008843	XP_009125191.2, XP_009140099.1	Om007G318250, Om002G077370
OG0008844	XP_009125206.1, XP_009140129.1	Om007G318390
OG0008845	XP_009125210.2	Om007G318480
OG0008846	XP_009103393.1	Om008G318740
OG0008847	XP_033146178.1	Om008G318820
OG0008848	XP_009118192.1	Om008G318860
OG0008849	XP_009142439.1, XP_009142613.1	Om008G320400
OG0008850	XP_033148428.1, XP_009142431.1	Om008G320570
OG0008851	XP_009142421.1, XP_009142636.1	Om008G320740
OG0008852	XP_009142683.1, XP_009142411.1	Om008G321180
OG0008853	XP_009143210.1, XP_033146349.1	Om008G321270
OG0008854	XP_009142361.1, XP_009143165.1	Om008G321660
OG0008855	XP_033148369.1, XP_033146223.1	Om008G322180
OG0008856	XP_018512661.1, XP_009142323.1	Om008G322370
OG0008857	NP_001288809.1, XP_009142318.1	Om008G322540
OG0008858	XP_009143097.1, XP_009142314.1	Om008G322670
OG0008859	XP_009104246.2, XP_033135487.1	Om003G124800
OG0008860	XP_018512789.2, XP_009143000.1	Om008G323890
OG0008861	XP_033146055.1, XP_009133654.1	Om008G324020
OG0008862	XP_009142987.1, XP_033145016.1	Om008G324070
OG0008863	XP_009142986.1, XP_009133650.1	Om008G324090, Om008G324100
OG0008864	XP_009142971.1, XP_009135921.2	Om008G324480
OG0008865	XP_009133591.1, XP_009142187.1	Om008G325390
OG0008866	XP_009142158.1, XP_009142905.1	Om008G325740
OG0008867	XP_009116580.1, XP_009104183.1	Om003G123190
OG0008868	XP_009142078.1	Om008G326290
OG0008869	XP_009142836.1, XP_009142059.1	Om008G326710
OG0008870	XP_009142833.1	Om008G326750
OG0008871	XP_009142830.1, XP_033145317.1	Om008G326780
OG0008872	XP_009131225.1	Om004G163340, Om004G163310, Om004G163320
OG0008873	XP_009142019.1, XP_009142785.1	Om008G327560
OG0008874	XP_009133508.1, XP_009142767.1	Om008G327340
OG0008875	XP_009142744.1, XP_009141992.1	Om008G327940
OG0008876	XP_033142618.1, XP_018514173.1	Om008G327960
OG0008877	XP_009130661.1, XP_033139516.1, XP_033139521.1	Om004G176650
OG0008878	XP_009130664.2, XP_033142362.1	Om004G176500
OG0008879	XP_009122830.1, XP_033142361.1, XP_009130666.1	Om004G176440
OG0008880	XP_009122822.1, XP_009125431.1	Om004G176250
OG0008881	XP_009130702.2, XP_009125445.1	Om004G175690
OG0008882	XP_009125459.1, XP_009122758.1	Om004G175300
OG0008883	XP_009125482.1, XP_009130731.1	Om004G174700
OG0008884	XP_009130775.2, XP_009122684.2	Om004G173940
OG0008885	XP_009122674.1, XP_009130779.1	Om004G173810
OG0008886	XP_009125526.1, XP_009122660.1	Om004G173620
OG0008887	XP_009125548.1, XP_009122627.2	Om004G173210
OG0008888	XP_009126358.1, XP_009120891.1	Om006G241060
OG0008889	XP_009126380.1, XP_009131744.1	Om006G241240
OG0008890	XP_033138622.1, XP_009126381.1	Om006G241180
OG0008891	XP_009120862.1, XP_009126386.1	Om006G241350
OG0008892	XP_009131777.1, XP_009126425.1	Om006G241850
OG0008893	XP_009126426.1, XP_009131779.2	Om006G241860
OG0008894	XP_009120861.1, XP_009131749.1	Om006G241370
OG0008895	XP_033138615.1, XP_009126451.1	Om006G242230
OG0008896	XP_009136403.1	Om006G237370
OG0008897	XP_009131827.1, XP_009126495.1	Om006G242730
OG0008898	XP_009120747.1, XP_009126493.2	Om006G242780
OG0008899	XP_009126508.1, XP_009120719.1	Om006G243030
OG0008900	XP_009126512.1, XP_009120710.1	Om006G243090, Om001G001950
OG0008901	XP_009131840.1, XP_009120708.1	Om006G243210
OG0008902	XP_009131850.2, XP_009120691.1	Om006G243340
OG0008903	XP_009126537.1, XP_009120665.1	Om006G243750
OG0008904	XP_033138651.1, XP_009126540.1	Om006G243780
OG0008905	XP_009126571.2, XP_009120630.1	Om006G244310
OG0008906	XP_009120615.1, XP_009126579.1	Om006G244540
OG0008907	XP_009120603.1, XP_033140846.1	Om006G244630
OG0008908	XP_018512443.1	Om006G245200
OG0008909	XP_009150452.1, XP_009112110.1	Om006G233680
OG0008911	XP_009120514.1, XP_009126635.1	Om006G245490
OG0008912	XP_033142431.1	Om006G245600
OG0008913	XP_009126662.2, XP_009120499.1	Om006G245710
OG0008914	XP_009126667.1, XP_009120494.1	Om006G245740
OG0008915	XP_009132013.1, XP_033137998.1	Om006G246650
OG0008916	XP_009120420.1	Om006G246750
OG0008917	XP_009120466.1, XP_009126690.1	Om006G245970
OG0008918	XP_033141249.1, XP_009120434.2	Om006G246500
OG0008919	XP_033141245.1, XP_009120410.1	Om006G246860
OG0008920	XP_009126722.1, XP_009120405.1	Om006G247030
OG0008921	XP_009120400.2	Om006G247100
OG0008922	XP_009112106.1, XP_009150430.1	Om006G233800
OG0008923	XP_009112107.1, XP_009150447.1	Om006G233740
OG0008924	XP_009118386.1, XP_009110900.1	Om005G186160
OG0008925	XP_009130425.1, XP_009150459.1	Om006G233610
OG0008927	XP_009112128.1, XP_009150508.1	Om006G233160
OG0008928	XP_009150545.1, XP_009112147.1	Om006G232770
OG0008929	XP_009130471.1, XP_009150555.1	Om006G232610
OG0008930	XP_009130484.1, XP_009150578.1	Om006G232300
OG0008932	XP_009150597.1, XP_009130492.1	Om006G232140
OG0008933	XP_009130531.1	Om006G231140
OG0008934	XP_009112231.1, XP_009130534.1	Om006G230990
OG0008935	XP_009130549.2, XP_009103425.1	Om006G230780
OG0008936	XP_009103437.1	Om006G230600
OG0008937	XP_009112345.1, XP_009103465.1	Om006G230210
OG0008938	XP_009103484.1, XP_009112334.1	Om006G229990
OG0008939	XP_009130551.1, XP_009103486.1	Om006G229970
OG0008940	XP_009112324.1, XP_009103498.1	Om006G229840
OG0008941	XP_009103518.1, XP_009112306.1	Om006G229650
OG0008942	XP_009103527.2, XP_009112304.2	Om006G229550
OG0008943	XP_009112301.1, XP_009103532.2	Om006G229510
OG0008944	XP_033139233.1, XP_033138867.1, XP_033131228.1, XP_033139232.1, XP_033131884.1	Om006G229350
OG0008945	XP_033131240.1, XP_009130572.1	Om006G229190
OG0008946	XP_009112263.1, XP_009130575.2	Om006G228990
OG0008947	XP_009111462.1, XP_009134538.1	Om004G157770
OG0008948	XP_009118834.1	Om005G178150
OG0008949	XP_009111489.1, XP_009134563.1	Om004G157550
OG0008950	XP_033142137.1, XP_033141618.1	Om004G157410
OG0008951	XP_009128480.1, XP_033134895.1	Om004G157360
OG0008952	XP_009134525.1, XP_009111447.1	Om004G158030
OG0008954	XP_009111383.1, XP_009134485.1	Om004G158620
OG0008955	XP_009111321.2, XP_009134449.2	Om004G159280
OG0008956	XP_009102819.1, XP_018508405.2	Om004G159390
OG0008958	XP_009111259.1, XP_009144544.1	Om004G160270
OG0008959	XP_033142129.1, XP_009111255.1	Om004G160370
OG0008960	XP_033140647.1, XP_009122176.1	Om004G160730
OG0008961	XP_009144523.3, XP_009122154.1	Om004G160750
OG0008962	XP_009141307.1, XP_033147806.1	Om007G278370
OG0008963	XP_009101757.1, XP_009123920.1	Om007G277600
OG0008964	XP_033140625.1, XP_009113978.2	Om007G277620
OG0008965	XP_009101776.1	Om007G277890
OG0008966	XP_033129183.1, XP_033136288.1	Om007G277920
OG0008967	XP_033147712.1	Om007G278410
OG0008968	XP_009141292.1	Om007G278590
OG0008969	XP_009141299.2, XP_009132919.1	Om007G278460
OG0008970	XP_009143925.1, XP_009132906.1	Om007G278860
OG0008971	XP_009132902.1, XP_009143921.1	Om007G278810
OG0008972	XP_009144005.1	Om007G279550
OG0008973	XP_033147672.1, XP_033130010.1, XP_009132856.1	Om007G279520
OG0008974	XP_009141244.1, XP_009143997.1	Om007G279490
OG0008975	XP_009102018.1	Om003G089350
OG0008977	XP_033145508.1, XP_009132782.1	Om007G280500
OG0008978	XP_009144244.1, XP_009141146.2	Om007G280670
OG0008979	XP_009132768.1	Om007G280860
OG0008980	XP_009141112.1	Om007G281120
OG0008981	XP_009144279.1, XP_009141089.1	Om007G281290
OG0008982	XP_009144312.1	Om003G113810, Om007G281740
OG0008983	XP_009132719.1, XP_009141052.1	Om007G281780
OG0008984	XP_033144710.1, XP_009144380.2	Om007G282560
OG0008985	XP_033131578.1, XP_009140961.1	Om007G282970
OG0008986	XP_009140960.2, XP_009125046.3	Om007G283000
OG0008987	XP_009140952.1, XP_009124364.2	Om007G283130
OG0008988	XP_033145277.1, XP_009103719.1	Om007G283170
OG0008989	XP_009140927.1, XP_009103702.1	Om007G283410
OG0008990	XP_009140922.1, XP_009133866.1	Om007G283440
OG0008991	XP_009140900.1, XP_009103683.1	Om007G283680
OG0008992	XP_009140853.2, XP_009103669.1	Om007G283790
OG0008993	XP_009103645.1, XP_009140846.1	Om007G283960
OG0008994	XP_009140819.1	Om007G284380
OG0008995	XP_009103617.1, XP_009140818.2	Om007G284400
OG0008996	XP_009103583.1, XP_009140783.2	Om007G284870
OG0008997	XP_009103591.1	Om007G284820
OG0008998	XP_009140798.1, XP_033143929.1	Om007G284780
OG0008999	XP_009133893.1, XP_033131744.1	Om007G284610
OG0009000	XP_009140744.2	Om007G296300
OG0009001	XP_009117005.1, XP_009140748.1	Om004G149420
OG0009002	XP_033136672.1, XP_009133963.2	Om004G150930
OG0009003	XP_009133962.1, XP_009140696.1	Om003G093680
OG0009004	XP_009137663.1, XP_009109140.1	Om001G020650
OG0009005	XP_009143465.1, XP_009109141.1	Om001G020500
OG0009006	XP_033144049.1, XP_009109150.1	Om001G019460
OG0009007	XP_009147432.1, XP_009125021.1	Om002G042730
OG0009008	XP_009125020.2, XP_009147433.2	Om002G042710
OG0009009	XP_009125018.1, XP_009147435.1	Om002G042700
OG0009010	XP_009124817.1, XP_009124044.2	Om002G042460, Om001G001650
OG0009011	XP_009134596.1, XP_009124043.2	Om002G042470
OG0009012	XP_009124819.1, XP_009134588.1	Om002G042340
OG0009013	XP_009137590.1, XP_009142212.1	Om001G017830
OG0009014	XP_009109157.1, XP_033128022.1	Om001G019370
OG0009015	XP_009109167.1, XP_009142850.1	Om002G060600
OG0009016	XP_009134628.1, XP_009147397.2	Om002G043110
OG0009017	XP_009134650.1, XP_009147375.1	Om002G043460
OG0009018	XP_009134682.1, XP_009118320.2	Om002G043850
OG0009019	XP_009147341.2, XP_009134688.1	Om002G043930
OG0009020	XP_009147313.1, XP_009134715.1	Om002G044220
OG0009021	XP_009118899.1, XP_009147308.1	Om002G044300
OG0009022	XP_009130328.1, XP_009119025.1	Om002G044520
OG0009023	XP_033130092.1, XP_009130337.1	Om002G044590
OG0009024	XP_009130339.1	Om002G044600
OG0009026	XP_009130380.1	Om002G045200, Om002G045190
OG0009027	XP_009102099.1, XP_009130408.1	Om002G045680
OG0009028	XP_009125013.1, XP_009130418.2	Om002G045760
OG0009029	XP_009130419.2, XP_009125011.1	Om002G045780
OG0009030	XP_009124003.1, XP_009134760.2	Om002G045970
OG0009031	XP_009123987.1, XP_009134764.1	Om002G046100
OG0009032	XP_018512587.1, XP_009124185.2	Om002G046400
OG0009033	XP_009124187.1, XP_009134777.1	Om002G046470
OG0009034	XP_009134782.1, XP_009124983.1	Om002G046510
OG0009035	XP_009124206.1	Om001G018240, Om007G313330, Om008G351830, Om008G349230, Om002G046750
OG0009036	XP_009134811.1, XP_009147272.1	Om002G047130
