Orthogroup	Brassica_rapa	Cardamine_amara
OG0009102	XP_033129812.1	evm.model.RL_5.1576
OG0009103	XP_009110413.2, XP_009117662.2, XP_033128790.1	evm.model.RL_5.1578
OG0009104	XP_009149216.1	evm.model.RL_5.1600
OG0009105	XP_009149263.1, XP_009110360.1	evm.model.RL_5.1644
OG0009106	XP_009110338.1, XP_009149331.1	evm.model.RL_5.1693
OG0009107	XP_009110334.1	evm.model.RL_2.2137
OG0009108	XP_009110330.1, XP_009149351.1	evm.model.RL_5.1698
OG0009109	XP_033132684.1	evm.model.RL_5.1700
OG0009110	XP_009149383.1, XP_009110302.1	evm.model.RL_5.1739
OG0009111	XP_009110250.1, XP_009149489.1	evm.model.RL_5.1820
OG0009112	XP_009103373.1, XP_033128217.1	evm.model.RL_5.1821
OG0009113	XP_033133414.1, XP_009103350.1	evm.model.RL_5.1850
OG0009114	XP_009149577.2	evm.model.RL_5.3647
OG0009115	XP_009103308.1, XP_009149589.1	evm.model.RL_5.3633
OG0009116	XP_009103911.1, XP_009116108.1	evm.model.RL_7.960, evm.model.RL_6.405
OG0009117	XP_009110165.1	evm.model.RL_5.3567
OG0009118	XP_009110156.1, XP_009145382.1	evm.model.RL_5.3557
OG0009119	XP_009103266.1, XP_009145380.1	evm.model.RL_5.3556
OG0009120	XP_009115611.1, XP_033130855.1	evm.model.RL_5.3495
OG0009121	XP_009115609.1, XP_009103222.1	evm.model.RL_5.3494
OG0009122	XP_009115564.2, XP_009103199.1	evm.model.RL_5.3454
OG0009123	XP_009115540.1, XP_009110104.1	evm.model.RL_5.3432
OG0009124	XP_009115526.2, XP_018509925.1	evm.model.RL_5.3421
OG0009125	XP_009103160.2	evm.model.RL_5.3404
OG0009126	XP_009110059.1, XP_009115440.1	evm.model.RL_5.3348
OG0009127	XP_009115422.1, XP_009110053.1	evm.model.RL_5.3333
OG0009128	XP_009103107.2, XP_009115408.1	evm.model.RL_5.3310
OG0009129	XP_033132180.1, XP_033135159.1	evm.model.RL_5.3300
OG0009130	XP_009105478.1, XP_009127723.1	evm.model.RL_3.1317
OG0009131	XP_009115365.1, XP_009103093.1	evm.model.RL_5.3281
OG0009133	XP_033133686.1, XP_009109909.1	evm.model.RL_5.3261
OG0009134	XP_009103085.1, XP_009109904.2	evm.model.RL_5.3260
OG0009135	XP_009103068.1, XP_009115317.1	evm.model.RL_5.3231
OG0009136	XP_009115314.1, XP_033131304.1	evm.model.RL_5.3229
OG0009137	XP_009115295.1, XP_009103053.1	evm.model.RL_5.3207
OG0009138	XP_009109862.1	evm.model.RL_5.3204
OG0009139	XP_009113798.1	evm.model.RL_5.3181
OG0009140	XP_009102987.1, XP_009113777.1	evm.model.RL_5.3157
OG0009141	XP_009137903.1, XP_009137439.1	evm.model.RL_2.1944
OG0009142	XP_033135472.1, XP_033136551.1, XP_033135473.1	evm.model.RL_8.1031
OG0009143	XP_009137452.1, XP_009138109.1	evm.model.RL_2.1961
OG0009144	XP_009138515.1, XP_009137473.1	evm.model.RL_2.1993
OG0009145	XP_009137480.1, XP_009138628.1	evm.model.RL_2.2004
OG0009146	XP_009140635.1, XP_009117069.1	evm.model.RL_6.427
OG0009148	XP_009117086.1, XP_009140613.1	evm.model.RL_6.404
OG0009149	XP_009140621.1	evm.model.RL_6.409
OG0009150	XP_009117121.1, XP_009140559.2	evm.model.RL_6.346
OG0009151	XP_009117140.1, XP_009140530.1	evm.model.RL_6.315
OG0009152	XP_009117260.1, XP_009140513.2	evm.model.RL_6.285
OG0009153	XP_009117266.1	evm.model.RL_6.265
OG0009154	XP_009140459.2, XP_009117286.2	evm.model.RL_6.230
OG0009155	XP_009117298.1	evm.model.RL_6.216
OG0009156	XP_009148978.2, XP_033136980.1	evm.model.RL_7.1236
OG0009157	XP_009140366.1, XP_009112511.1	evm.model.RL_6.157
OG0009158	XP_009140358.1, XP_009112525.1	evm.model.RL_6.147
OG0009159	XP_009140306.1	evm.model.RL_6.91
OG0009160	XP_009117407.1	evm.model.RL_6.45
OG0009161	XP_009117438.2, XP_009140253.1	evm.model.RL_4.421, evm.model.RL_6.21
OG0009162	XP_009148888.1, XP_033133820.1	evm.model.RL_5.1354
OG0009163	XP_009117875.1, XP_009148859.1	evm.model.RL_5.1329
OG0009164	XP_009117887.1, XP_009148844.1	evm.model.RL_5.1312
OG0009165	XP_009117925.2, XP_033129093.1	evm.model.RL_5.1261
OG0009166	XP_009148698.1, XP_018509595.1	evm.model.RL_5.1259
OG0009167	XP_009148676.1, XP_009117950.1	evm.model.RL_5.1240
OG0009168	XP_009118010.1, XP_009110592.1	evm.model.RL_5.1180
OG0009169	XP_009110590.1, XP_033128817.1	evm.model.RL_5.1183
OG0009170	XP_033135460.1, XP_033129166.1	evm.model.RL_5.1155
OG0009171	XP_009148600.1, XP_009118089.1	evm.model.RL_5.1100
OG0009172	XP_009110700.1, XP_009148515.1	evm.model.RL_5.1049
OG0009173	XP_009148504.1, XP_009110703.1	evm.model.RL_5.1038
OG0009174	XP_009148470.1, XP_009110734.1	evm.model.RL_5.1003
OG0009175	XP_033133578.1, XP_009118209.3	evm.model.RL_5.941
OG0009176	XP_009144414.1, XP_009118207.1	evm.model.RL_5.939
OG0009177	XP_009148410.1, XP_033133585.1	evm.model.RL_5.931.1.687c88b0
OG0009178	XP_009148352.1, XP_009144461.1	evm.model.RL_5.888
OG0009179	XP_009148290.2, XP_009110798.1	evm.model.RL_5.845
OG0009180	XP_009148306.1, XP_009110792.1	evm.model.RL_5.854
OG0009181	XP_009118315.2, XP_009148249.1	evm.model.RL_5.812
OG0009182	XP_009118323.1, XP_009148183.1	evm.model.RL_5.793
OG0009183	XP_009146845.1, XP_009107966.1	evm.model.RL_5.525
OG0009184	XP_009110854.1	evm.model.RL_5.770.2.687c88af
OG0009185	XP_009118331.1	evm.model.RL_5.759
OG0009186	XP_009120848.2, XP_009126399.1	evm.model.RL_4.1658
OG0009187	XP_009148138.1	evm.model.RL_5.743
OG0009188	XP_009110875.1, XP_009148132.1	evm.model.RL_5.738
OG0009189	XP_009118368.1, XP_009148112.1	evm.model.RL_5.718
OG0009190	XP_033135437.1, XP_009148113.1	evm.model.RL_5.719
OG0009191	XP_018515509.1, XP_033135438.1	evm.model.RL_5.721.2.687c88ae
OG0009192	XP_009148114.2, XP_009110879.1	evm.model.RL_5.723
OG0009193	XP_009118370.1, XP_009110889.1	evm.model.RL_5.711
OG0009194	XP_033133211.1, XP_009118375.1	evm.model.RL_5.703.1.687c88ae.1.687c9b4c
OG0009195	XP_009148054.1, XP_009110910.1	evm.model.RL_5.649
OG0009196	XP_009148090.1, XP_009118380.2	evm.model.RL_5.691
OG0009197	XP_009148013.2, XP_009118422.1	evm.model.RL_5.617
OG0009198	XP_009118961.2, XP_009118439.1	evm.model.RL_5.595
OG0009199	XP_009118983.1, XP_009118459.1	evm.model.RL_5.571
OG0009200	XP_009119058.1, XP_009110981.1	evm.model.RL_5.503
OG0009201	XP_009110992.2, XP_009119065.1	evm.model.RL_5.497
OG0009202	XP_009110996.1, XP_009118547.1	evm.model.RL_5.487
OG0009203	XP_018511175.1, XP_009110999.1	evm.model.RL_5.484
OG0009205	XP_009111027.2, XP_009119116.2	evm.model.RL_5.436
OG0009206	XP_033138070.1, XP_009118589.1	evm.model.RL_5.401
OG0009207	XP_009119162.1, XP_009118591.1	evm.model.RL_5.398
OG0009208	XP_009119172.1	evm.model.RL_5.385
OG0009209	XP_009128444.1	evm.model.RL_3.2456
OG0009210	XP_009111070.1, XP_009119229.1	evm.model.RL_5.349
OG0009211	XP_009119250.1, XP_033132347.1	evm.model.RL_5.334
OG0009213	XP_009118638.1, XP_033138302.1	evm.model.RL_5.305
OG0009214	XP_009119315.1, XP_009111113.1	evm.model.RL_5.284
OG0009215	XP_009119342.1, XP_009118676.2	evm.model.RL_5.257
OG0009216	XP_033135231.1, XP_009119539.1	evm.model.RL_5.207
OG0009217	XP_009118716.1, XP_033138278.1	evm.model.RL_5.169
OG0009218	XP_033134966.1, XP_033138360.1	evm.model.RL_5.160
OG0009219	XP_009119609.1, XP_009118743.1	evm.model.RL_5.136
OG0009220	XP_033138346.1	evm.model.RL_5.110
OG0009221	XP_009118766.1, XP_009119629.2	evm.model.RL_5.100
OG0009222	XP_009118783.1, XP_009119651.1	evm.model.RL_5.78
OG0009224	XP_009119667.1	evm.model.RL_5.68.1.687c88a9
OG0009225	XP_009119678.1, XP_009118796.1	evm.model.RL_5.56
OG0009226	XP_009119681.1, XP_009118804.1	evm.model.RL_5.49
OG0009227	XP_033135953.1, XP_009119686.1	evm.model.RL_5.43
OG0009228	XP_009119709.1, XP_009118816.2	evm.model.RL_5.10
OG0009229	XP_009119729.1	evm.model.RL_8.69, evm.model.RL_8.2881
OG0009230	XP_009118853.1, XP_009119750.1	evm.model.RL_8.2912
OG0009231	XP_009118862.2, XP_009119757.1	evm.model.RL_8.2923
OG0009233	XP_033137820.1, XP_009131376.1	evm.model.RL_4.2223
OG0009235	XP_009121696.1	evm.model.RL_4.2216
OG0009236	XP_009131426.1, XP_009126015.1	evm.model.RL_4.2142
OG0009237	XP_009131429.1, XP_009126019.1	evm.model.RL_4.2136
OG0009238	XP_009131432.1, XP_009126024.1	evm.model.RL_4.2129.2.687c86d7
OG0009239	XP_009126061.1, XP_009131487.1	evm.model.RL_4.2074
OG0009240	XP_009126046.1, XP_009121577.1	evm.model.RL_4.2094
OG0009241	XP_009131454.1, XP_009126040.1	evm.model.RL_4.2109
OG0009242	XP_009121547.2, XP_033140090.1	evm.model.RL_4.2061
OG0009243	XP_009121509.2, XP_009131524.1	evm.model.RL_4.2025
OG0009244	XP_033143162.1, XP_009121504.1	evm.model.RL_4.2018
OG0009245	XP_009121459.1	evm.model.RL_4.1971.1.687c86d6
OG0009246	XP_009131556.2, XP_018511033.2	evm.model.RL_4.1964
OG0009247	XP_033145013.1, XP_009126160.1	evm.model.RL_4.1933
OG0009248	XP_009121409.1, XP_009126169.1	evm.model.RL_4.1925
OG0009249	XP_009107530.1	evm.model.RL_4.1885
OG0009250	XP_009131638.1, XP_009121010.1	evm.model.RL_4.1837
OG0009251	XP_009126290.1, XP_009131704.1	evm.model.RL_4.1765
OG0009252	XP_009120930.1, XP_009131714.1	evm.model.RL_4.1758
OG0009253	XP_009126315.1, XP_009120903.1	evm.model.RL_4.1724
OG0009254	XP_009120902.1, XP_009126352.1	evm.model.RL_4.1723
OG0009255	XP_033135610.1, XP_009129860.2	evm.model.RL_4.1036
OG0009257	XP_033140522.1	evm.model.RL_4.882
OG0009259	XP_033140553.1	evm.model.RL_4.887
OG0009260	XP_009130030.2, XP_009151698.1	evm.model.RL_4.874
OG0009261	XP_009111861.2, XP_033129461.1	evm.model.RL_4.871
OG0009262	XP_009125929.1, XP_009121743.2	evm.model.RL_4.2263
OG0009263	XP_009125921.1, XP_009121754.1	evm.model.RL_4.2269
OG0009264	XP_009122296.1, XP_033144619.1	evm.model.RL_4.2862
OG0009265	XP_009122301.1, XP_009130965.2	evm.model.RL_4.2860
OG0009267	XP_009125947.1, XP_009131363.1	evm.model.RL_4.2245
OG0009268	XP_009130954.1, XP_009122282.1	evm.model.RL_4.2875.1.687c86db
OG0009270	XP_009121769.1	evm.model.RL_4.2291
OG0009271	XP_009130932.1	evm.model.RL_4.2919
OG0009272	XP_009130927.1, XP_033137384.1	evm.model.RL_4.2920.2.687c86dc
OG0009273	XP_033145098.1, XP_033138674.1	evm.model.RL_4.2938
OG0009274	XP_009130906.2, XP_009122207.1	evm.model.RL_4.2942
OG0009275	XP_009122183.1, XP_009125618.1	evm.model.RL_4.2961
OG0009276	XP_009122145.1	evm.model.RL_4.3004
OG0009277	XP_033137337.1, XP_009125593.1	evm.model.RL_4.3014
OG0009278	XP_009125592.1, XP_009130876.1	evm.model.RL_4.3017
OG0009279	XP_009130855.1, XP_018511109.2	evm.model.RL_4.3036
OG0009280	XP_009122566.1, XP_033141394.1	evm.model.RL_4.3058
OG0009281	XP_009151078.1, XP_009129959.1	evm.model.RL_4.1189
OG0009282	XP_009151097.1, XP_009111675.1	evm.model.RL_4.1170
OG0009283	XP_009129956.1	evm.model.RL_4.1185
OG0009284	XP_009151060.1, XP_009129970.1	evm.model.RL_4.1199
OG0009285	XP_009111661.1, XP_009129972.1	evm.model.RL_4.1212
OG0009286	XP_009111656.1, XP_009129987.2	evm.model.RL_4.1222
OG0009287	XP_009129991.2, XP_009151023.1	evm.model.RL_4.1231
OG0009288	XP_018515434.1, XP_018510673.1	evm.model.RL_4.1233
OG0009289	XP_009150997.2, XP_009111642.2	evm.model.RL_4.1256
OG0009290	XP_009150986.1, XP_018512385.1	evm.model.RL_4.1262
OG0009291	XP_009139213.1, XP_033136727.1	evm.model.RL_7.901
OG0009292	XP_009130056.1, XP_009150981.1	evm.model.RL_4.1267
OG0009293	XP_009150968.1, XP_009111628.1	evm.model.RL_4.1283
OG0009294	XP_009150918.2, XP_009130097.2	evm.model.RL_4.1337
OG0009295	XP_033135756.1, XP_009150881.1	evm.model.RL_4.1375
OG0009296	XP_009150872.2, XP_009141520.1	evm.model.RL_4.1385
OG0009297	XP_009150869.1, XP_009130116.1	evm.model.RL_4.1392
OG0009298	XP_009141488.1, XP_009150862.1	evm.model.RL_4.1395
OG0009299	XP_018512359.1, XP_009136379.1	evm.model.RL_4.1408
OG0009300	XP_009130151.1, XP_009111978.1	evm.model.RL_8.2185
OG0009301	XP_009150124.1, XP_009112001.2	evm.model.RL_8.2250
OG0009302	XP_033128993.1	evm.model.RL_8.2263
OG0009304	XP_009150874.1	evm.model.RL_7.1563
OG0009305	XP_009150365.1	evm.model.RL_8.2376
OG0009306	XP_009126739.1, XP_009120392.1	evm.model.RL_8.1957
OG0009307	XP_009120349.1, XP_009132055.2	evm.model.RL_8.1915
OG0009308	XP_009115808.1	evm.model.RL_7.1256
OG0009309	XP_033136715.1, XP_009115799.1	evm.model.RL_7.1261
OG0009310	XP_009136603.1, XP_009115798.1	evm.model.RL_7.1263_evm.model.RL_7.1266
OG0009311	XP_009136581.1, XP_009115784.1	evm.model.RL_7.1282
OG0009313	XP_009115730.2, XP_033148823.1	evm.model.RL_7.1318
OG0009314	XP_009115721.1, XP_009101959.1	evm.model.RL_7.1332
OG0009315	XP_033142679.1	evm.model.RL_7.1402
OG0009316	XP_009101514.1, XP_009115678.1	evm.model.RL_7.1400
OG0009317	XP_009115675.1	evm.model.RL_7.1398
OG0009318	XP_009150133.1, XP_009149726.1	evm.model.RL_7.1437
OG0009319	XP_009149751.1, XP_009150153.1	evm.model.RL_7.1466
OG0009320	XP_009150160.1, XP_009149765.1	evm.model.RL_7.1478
OG0009321	XP_009149794.1, NP_001288988.1	evm.model.RL_7.1511
OG0009322	XP_009149810.1, XP_009151413.1	evm.model.RL_7.1525
OG0009323	XP_009149816.1, XP_009150194.1	evm.model.RL_7.1534
OG0009324	XP_009150197.1, XP_033128975.1	evm.model.RL_7.1541
OG0009325	XP_009149853.1	evm.model.RL_7.1581
OG0009326	XP_009149863.1	evm.model.RL_7.1590
OG0009327	XP_009149923.1	evm.model.RL_7.1648
OG0009328	XP_009150296.1	evm.model.RL_7.1912
OG0009329	XP_009106566.1	evm.model.RL_7.1953
OG0009330	XP_009108815.1, XP_033148320.1	evm.model.RL_2.2825
OG0009331	XP_009151574.1, XP_009111811.1	evm.model.RL_7.2036
OG0009332	XP_009127544.1, XP_009105273.1	evm.model.RL_3.1108
OG0009333	XP_009105275.1, XP_009105126.1	evm.model.RL_3.1110.3.687c84bb
OG0009334	XP_009127657.1, XP_009105032.1	evm.model.RL_3.1244
OG0009335	XP_009105430.1, XP_009105020.1	evm.model.RL_3.1270
OG0009336	XP_009127663.1, XP_009105422.1	evm.model.RL_3.1259
OG0009337	XP_009105454.1, XP_009127699.1	evm.model.RL_3.1290
OG0009338	XP_009105006.1, XP_009105470.2	evm.model.RL_3.1308
OG0009339	XP_009127721.1, XP_033130282.1	evm.model.RL_3.1315
OG0009340	XP_009105493.1, XP_009105596.3	evm.model.RL_3.1336
OG0009341	XP_009103548.1, XP_009123176.1	evm.model.RL_6.716
OG0009342	XP_009105648.1, XP_009127762.1	evm.model.RL_3.1374
OG0009344	XP_009127770.1, XP_009104974.1	evm.model.RL_3.1395
OG0009345	XP_009127790.1, XP_009105701.1	evm.model.RL_3.1432
OG0009346	XP_009105737.1, XP_018511759.1	evm.model.RL_3.1461.1.687c84bc
OG0009348	XP_009104918.1	evm.model.RL_3.1540, evm.model.RL_3.1474
OG0009350	XP_033141550.1, XP_033132005.1	evm.model.RL_3.1582
OG0009351	XP_009105857.1, XP_009127884.1	evm.model.RL_3.1588
OG0009352	XP_009127906.1, XP_009104870.1	evm.model.RL_3.1608
OG0009353	XP_033131630.1, XP_009127910.1	evm.model.RL_3.1615
OG0009354	XP_009105882.2, XP_009127911.1	evm.model.RL_3.1616
OG0009355	XP_009105883.1, XP_033140723.1	evm.model.RL_3.1617
OG0009356	XP_009106530.2	evm.model.RL_3.2220
OG0009357	XP_009128214.1, XP_009106391.1	evm.model.RL_3.2134
OG0009358	XP_009106385.1, XP_033140805.1	evm.model.RL_3.2126
OG0009359	XP_009106363.1, XP_009104635.1	evm.model.RL_3.2108
OG0009360	XP_009145497.1, XP_009109690.1	evm.model.RL_1.2046
OG0009361	XP_009106357.1, XP_009104646.1	evm.model.RL_3.2099
OG0009362	XP_009106348.1, XP_009128204.1	evm.model.RL_3.2095
OG0009363	XP_009106217.1, XP_009128122.1	evm.model.RL_3.1981
OG0009364	XP_009106176.1, XP_009104715.1	evm.model.RL_3.1934
OG0009365	XP_009128069.1, XP_009106151.1	evm.model.RL_3.1908
OG0009366	XP_009106149.1, XP_009104737.1	evm.model.RL_3.1906
OG0009367	XP_009106121.1, XP_009128050.1	evm.model.RL_3.1866
OG0009368	XP_009106115.1, XP_033140334.1	evm.model.RL_3.1864
OG0009369	XP_009128046.1, XP_009104760.1	evm.model.RL_3.1862
OG0009370	XP_033141308.1, XP_009106040.1	evm.model.RL_3.1792
OG0009371	XP_009128000.1, XP_009106015.1	evm.model.RL_3.1765
OG0009372	XP_009110355.1, XP_009149274.1	evm.model.RL_5.1654
OG0009373	XP_009104806.1	evm.model.RL_3.1759
OG0009374	XP_009104809.1	evm.model.RL_3.1751
OG0009376	XP_009120535.2	evm.model.RL_8.2091_evm.model.RL_8.2092
OG0009377	XP_009127965.1, XP_009105956.1	evm.model.RL_3.1703
OG0009378	XP_009105586.2, XP_009105924.1	evm.model.RL_3.1656
OG0009379	XP_009105920.1, XP_009104850.2	evm.model.RL_3.1652
OG0009380	XP_033131950.1, XP_009104853.1	evm.model.RL_3.1645
OG0009381	XP_009127935.1, XP_033130107.1	evm.model.RL_3.1638
OG0009382	XP_009105890.1	evm.model.RL_3.1623
OG0009383	XP_009104574.1	evm.model.RL_3.2231
OG0009384	XP_033140018.1, XP_009106546.2	evm.model.RL_3.2237
OG0009385	XP_009106549.2, XP_033140041.1	evm.model.RL_3.2241
OG0009386	XP_009106576.1, XP_009128302.1	evm.model.RL_3.2254
OG0009387	XP_009106577.1	evm.model.RL_3.2257
OG0009388	XP_009106579.1	evm.model.RL_3.2262
OG0009390	XP_033140007.1, XP_033130443.1	evm.model.RL_3.2299
OG0009391	XP_009106631.1	evm.model.RL_3.2315
OG0009392	XP_009104505.2, XP_009106694.1	evm.model.RL_3.2376
OG0009393	XP_009106700.1, XP_018508706.1	evm.model.RL_3.2378
OG0009394	XP_009106712.1, XP_009104493.1	evm.model.RL_3.2386
OG0009395	XP_009106736.2, XP_009128418.1	evm.model.RL_3.2422
OG0009396	XP_018508563.2, XP_009104452.1	evm.model.RL_3.2452
OG0009397	XP_009128449.1, XP_009104447.1	evm.model.RL_3.2460
OG0009398	XP_009104438.1, XP_009128456.1	evm.model.RL_3.2482
OG0009399	XP_009106780.1, XP_009128458.2	evm.model.RL_3.2484
OG0009400	XP_009114241.1, XP_009114240.2	evm.model.RL_3.2496
OG0009401	XP_009146584.1, XP_009135251.1	evm.model.RL_1.1178
OG0009402	XP_009135269.2, XP_009124693.2	evm.model.RL_1.1198
OG0009403	XP_009146555.1, XP_033136296.1	evm.model.RL_1.1207
OG0009404	XP_033137405.1, XP_009146553.1	evm.model.RL_1.1209
OG0009405	XP_033148262.1, XP_018513049.1	evm.model.RL_1.1231
OG0009406	XP_009124741.1, XP_009135300.1	evm.model.RL_1.1245
OG0009407	XP_009124751.1, XP_009146480.1	evm.model.RL_1.1263
OG0009408	XP_009117469.1, XP_009146456.3	evm.model.RL_1.1290
OG0009410	XP_033148706.1, XP_009135374.2, XP_009117010.2	evm.model.RL_1.1354
OG0009411	XP_009116969.1	evm.model.RL_1.1363
OG0009412	XP_009146372.1	evm.model.RL_1.1368
OG0009413	XP_009116765.1, XP_009146345.1	evm.model.RL_1.1377
OG0009414	XP_009146331.1, XP_009116677.2	evm.model.RL_1.1390
OG0009415	XP_009146329.1, XP_033132348.1	evm.model.RL_1.1392
OG0009416	XP_009146291.1, XP_009135422.1	evm.model.RL_1.1424
OG0009417	XP_009146287.1	evm.model.RL_1.1427
OG0009418	XP_009116478.1, XP_009146285.1	evm.model.RL_1.1429
OG0009420	XP_009146198.1	evm.model.RL_1.1502
OG0009421	XP_033128837.1	evm.model.RL_1.1504
OG0009422	XP_009135458.1, XP_009146194.1	evm.model.RL_1.1508
OG0009423	XP_009115208.1, XP_033148724.1, XP_033148723.1	evm.model.RL_1.1510
OG0009424	XP_018514229.1, XP_018513540.1	evm.model.RL_1.1535
OG0009425	XP_009114853.1, XP_009146164.1	evm.model.RL_1.1539
OG0009426	XP_018513053.1, XP_033148274.1	evm.model.RL_1.1548, evm.model.RL_1.1552, evm.model.RL_1.1544
OG0009427	XP_009146057.1	evm.model.RL_1.1606
OG0009428	XP_009135501.1, XP_009146055.1	evm.model.RL_1.1610
OG0009429	XP_009135499.2, XP_009146051.1	evm.model.RL_1.1611
OG0009430	XP_009114452.1	evm.model.RL_1.1645
OG0009431	XP_009114136.1, XP_009135525.1	evm.model.RL_1.1654
OG0009432	XP_009146024.1	evm.model.RL_1.1655
OG0009433	XP_033136587.1, XP_009111460.1, XP_009134532.1	evm.model.RL_8.92
OG0009434	XP_009135539.1, XP_009145997.1	evm.model.RL_1.1681
OG0009435	XP_009145938.1, XP_009135567.1	evm.model.RL_1.1717
OG0009436	XP_009145917.1	evm.model.RL_1.1736
OG0009437	XP_009145900.1, XP_033137513.1	evm.model.RL_1.1749
OG0009438	XP_009145880.1, XP_009112632.1	evm.model.RL_1.1770
OG0009439	XP_009135589.2, XP_009145875.1	evm.model.RL_1.1774
OG0009440	XP_009145842.1, XP_009135604.1	evm.model.RL_1.1804
OG0009441	XP_009145788.2	evm.model.RL_1.1847
OG0009442	XP_009111826.1, XP_009145779.1	evm.model.RL_1.1854
OG0009443	XP_009111807.2, XP_009145777.1	evm.model.RL_1.1855
OG0009444	XP_009145730.1, XP_009111410.1	evm.model.RL_1.1908
OG0009445	XP_009135658.1, XP_009145702.2	evm.model.RL_1.1916
OG0009447	XP_009145629.1	evm.model.RL_1.1965
OG0009449	XP_009135695.1	evm.model.RL_1.1977
OG0009450	XP_009110075.1	evm.model.RL_1.2013
OG0009451	XP_009135733.1, XP_009145515.1	evm.model.RL_1.2035
OG0009452	XP_009109414.1, XP_009145465.2	evm.model.RL_1.2092
OG0009453	XP_009145396.1	evm.model.RL_1.2138
OG0009454	XP_009145328.1	evm.model.RL_1.2152
OG0009455	XP_009145252.2, XP_009108561.1	evm.model.RL_1.2186
OG0009456	XP_009136067.1, XP_009102621.1	evm.model.RL_1.2241
OG0009457	XP_009107998.1, XP_009102619.1	evm.model.RL_1.2242
OG0009458	XP_009136105.1	evm.model.RL_1.2409
OG0009459	XP_009127310.1, XP_009107451.3	evm.model.RL_8.1244
OG0009460	XP_009107287.1, XP_009132590.2	evm.model.RL_1.2582
OG0009461	XP_009136183.1, XP_033131101.1	evm.model.RL_1.2576
OG0009462	XP_009112253.1, XP_009136200.1	evm.model.RL_1.2596
OG0009463	XP_009136211.1, XP_009112245.1	evm.model.RL_1.2614
OG0009464	XP_009136209.1, XP_009112244.1	evm.model.RL_1.2615
OG0009465	XP_033134156.1, XP_033144740.1	evm.model.RL_1.2623
OG0009466	XP_009131244.1	evm.model.RL_4.2396
OG0009468	XP_033142776.1, XP_009119400.1	evm.model.RL_1.2781
OG0009469	XP_033134147.1, XP_033131601.1	evm.model.RL_1.2779
OG0009470	XP_009123505.1	evm.model.RL_1.2778
OG0009471	XP_009112418.2, XP_009121148.1	evm.model.RL_1.2899
OG0009472	XP_009150791.1, XP_009112430.1	evm.model.RL_1.2929
OG0009473	XP_009112433.1, XP_009121108.1	evm.model.RL_1.2933
OG0009474	XP_009150758.1, XP_033131360.1	evm.model.RL_1.2972
OG0009475	XP_033129531.1, XP_009102240.1	evm.model.RL_1.3032
OG0009476	XP_009112578.1, XP_009102233.2	evm.model.RL_1.3100
OG0009477	XP_009117533.2, XP_009112616.1	evm.model.RL_1.3134
OG0009478	XP_009112656.1, XP_009102044.1	evm.model.RL_1.3204
OG0009479	XP_009102043.1, XP_009112657.1	evm.model.RL_1.3205.4.687c87f1
OG0009480	XP_009117494.1, XP_009112663.1	evm.model.RL_1.3209
OG0009481	XP_009102026.1, XP_009117489.1	evm.model.RL_1.3222
OG0009482	XP_009117468.1	evm.model.RL_1.3279
OG0009483	XP_009144727.1	evm.model.RL_5.3980
OG0009484	XP_009106888.1	evm.model.RL_5.3913
OG0009485	XP_009106903.1	evm.model.RL_5.3899
OG0009486	XP_009107063.1	evm.model.RL_5.3866
OG0009487	XP_009123652.1, XP_009147583.1	evm.model.RL_5.3843
OG0009488	XP_009106960.1, XP_009147586.2	evm.model.RL_5.3841
OG0009489	XP_009147597.1, XP_009144767.1	evm.model.RL_5.3806
OG0009490	XP_009144795.2, XP_009147622.2	evm.model.RL_5.3775
OG0009491	XP_009107014.1, XP_009124898.1	evm.model.RL_5.3759
OG0009492	XP_009147648.1	evm.model.RL_5.3751
OG0009493	XP_009147682.1, XP_033146861.1	evm.model.RL_5.3708
OG0009494	XP_009147797.1	evm.model.RL_5.1969
OG0009495	XP_009147779.1, XP_009107186.1	evm.model.RL_5.1951
OG0009496	XP_009147842.2, XP_009107222.1	evm.model.RL_5.2008
OG0009497	XP_009147852.1, XP_009107239.1	evm.model.RL_5.2024
OG0009498	XP_009147857.2, XP_018511584.2	evm.model.RL_5.2029
OG0009499	XP_009125939.1, XP_009121737.1	evm.model.RL_4.2255
OG0009500	XP_009107282.2, XP_009147889.1	evm.model.RL_5.2057
OG0009501	XP_009147872.1	evm.model.RL_5.2068
OG0009502	XP_009145103.1, XP_033128449.1	evm.model.RL_5.2071
OG0009503	XP_033135046.1	evm.model.RL_7.101
OG0009504	XP_009147920.1, XP_009107320.1	evm.model.RL_5.2114
OG0009505	XP_033133508.1, XP_009147923.2	evm.model.RL_5.2118
OG0009506	XP_009147929.1, XP_009107326.2	evm.model.RL_5.2121
OG0009507	NP_001288816.1, XP_009143752.2	evm.model.RL_6.1554
OG0009508	XP_033144923.1, XP_009141392.1	evm.model.RL_6.1549
OG0009509	XP_033147631.1, XP_009141379.1	evm.model.RL_6.1529
OG0009510	XP_009136641.1, XP_009115890.1	evm.model.RL_7.1199
OG0009511	XP_009136653.1, XP_009115913.1	evm.model.RL_7.1178.1.687c84b8
OG0009512	XP_009123670.3, XP_009115920.1, XP_009139478.1	evm.model.RL_7.1171
OG0009513	XP_009125235.2, XP_009148745.1	evm.model.RL_7.1100
OG0009514	XP_009125251.1, XP_009116012.1	evm.model.RL_7.1071
OG0009515	XP_009139428.1, XP_009116008.1, XP_033137001.1	evm.model.RL_7.1073_evm.model.RL_7.1076
