Orthogroup	Brassica_rapa	Aethionema_saxatile
OG0005719	XP_009133816.1, XP_009142534.1	As005G099460
OG0005720	XP_033139299.1, XP_033148464.1	As005G099650
OG0005721	XP_033146769.1, XP_009142448.1	As005G100240
OG0005722	XP_009142624.1	As005G100400
OG0005723	XP_009142635.1	As005G100500
OG0005724	XP_009104334.1, XP_009116837.1	As005G100700, As012G287700
OG0005725	XP_009133745.1	As005G101370
OG0005726	XP_009104284.1, XP_009138799.1	As012G287060, As005G101510
OG0005727	XP_009143147.1, XP_009142341.1	As005G101650
OG0005728	XP_009143083.1, XP_033142586.1, XP_009142308.1	As005G102170
OG0005729	XP_033134107.1	As012G286250
OG0005730	XP_009143055.1	As005G102520
OG0005731	XP_009143016.1, XP_033144396.1, XP_009142255.2	As005G102890
OG0005732	XP_009143014.1	As005G102920
OG0005733	XP_033148364.1, XP_009133603.1	As005G103870
OG0005734	XP_009142190.1, XP_009142927.1, XP_009133597.1	As005G104020
OG0005735	XP_009142070.1, XP_009133538.2	As005G104870
OG0005736	XP_009141994.2	As005G106100
OG0005738	XP_009122794.1, NP_001288956.1, XP_009130690.1	As005G107360
OG0005739	XP_009129916.1, XP_009111688.1	As005G109570
OG0005740	XP_033129694.1	As005G109650
OG0005742	XP_033138617.1, XP_009126387.2, XP_009131750.2	As005G110700
OG0005743	NP_001288874.1	As005G111620
OG0005744	XP_009120774.1, XP_009131811.1	As010G227100, As005G112230
OG0005745	XP_009131816.1, XP_009120769.1	As005G112270
OG0005746	XP_009120677.1, XP_009131867.1	As005G113210
OG0005747	XP_009131881.1, XP_033140831.1, XP_009120656.1	As005G113420
OG0005748	XP_009126547.1, XP_009120648.2	As005G113530
OG0005749	XP_009126597.2, XP_009120598.1	As005G114100
OG0005750	XP_018513359.1, XP_009131923.1, XP_009120566.1	As005G114350
OG0005751	XP_009126725.1, XP_009132023.1	As005G115900
OG0005752	XP_009112108.1, XP_009150449.1, XP_009130277.1	As005G116790
OG0005753	XP_009150458.2, XP_009112112.2	As005G116850
OG0005754	XP_009112145.1, XP_009150543.1	As005G117610
OG0005755	XP_033128206.1	As005G117720
OG0005756	XP_033137297.1, XP_009130495.1, XP_009150599.1	As005G118270
OG0005757	XP_009112325.3, XP_033131224.1	As005G119990
OG0005758	XP_033131241.1	As005G120170
OG0005759	XP_009111469.2, XP_009134533.2	As006G121240
OG0005760	XP_009134553.1, XP_033137123.1	As006G121530
OG0005761	XP_009134524.1, XP_033135209.1	As006G121710, As006G121870
OG0005762	XP_009111425.1, XP_009134518.2	As006G121920
OG0005763	XP_033143209.1, XP_009111355.1	As006G122470
OG0005764	XP_009144542.1, XP_009149713.2	As006G123560
OG0005765	XP_009122006.3, XP_009134367.1	As006G124020
OG0005766	XP_009134350.1, XP_009121906.1	As006G124130
OG0005767	XP_009113930.1, XP_009123938.1	As006G124260
OG0005768	XP_009113932.1, XP_009101727.2	As006G124290
OG0005769	XP_009119351.1	As006G124440
OG0005770	XP_033137159.1, XP_009101739.3, XP_033140608.1	As006G124500
OG0005771	XP_009143858.1, XP_009141318.1	As006G125230
OG0005772	XP_009141315.1	As006G125240
OG0005773	XP_018514769.1	As006G125800
OG0005774	XP_009141202.1, XP_009132829.2, XP_033147651.1	As006G126490
OG0005775	XP_009144320.1, XP_009141048.1	As006G128310
OG0005776	XP_009132708.1, XP_018513674.2, XP_009144337.1	As006G128500
OG0005777	XP_009133862.1, XP_009103716.1, XP_009140949.1	As012G269220, As006G129360
OG0005778	XP_009144200.1, XP_009132792.1, XP_009141161.1	As006G129460
OG0005779	XP_033143912.1, XP_033132161.1	As006G130120
OG0005780	XP_033145820.1, XP_033142352.1	As006G130690
OG0005781	XP_033130906.1	As006G130710
OG0005782	XP_009138176.1, XP_009123672.1, XP_009108810.2	As006G131560
OG0005783	XP_009117009.1	As006G131600
OG0005784	XP_009125957.1, XP_009121708.1, XP_009131375.2	As009G199830, As006G133520
OG0005785	XP_018514324.1, XP_009117713.1	As006G134900
OG0005786	XP_009134658.1	As006G135270
OG0005787	XP_018510351.2, XP_009134663.1, XP_009134660.1	As006G135360
OG0005788	XP_009147354.1, XP_009118001.1	As006G135410
OG0005789	XP_009130362.1	As006G136390
OG0005790	XP_033141211.1	As006G139310
OG0005791	XP_009147147.1, XP_009124805.1	As006G140230
OG0005792	XP_009147190.2, XP_009124686.2	As006G140370
OG0005793	XP_009147130.1, XP_009135975.2, XP_009124652.1	As006G140430
OG0005794	XP_009124613.1, XP_009147123.1, XP_009134934.1	As006G140500
OG0005795	XP_009124297.1, XP_009147056.1	As006G141280
OG0005796	XP_009113128.1, XP_009104717.1	As006G141300
OG0005797	XP_009134993.1, XP_009124140.1	As006G141540
OG0005798	XP_009146998.1, XP_009135100.1	As006G141920
OG0005799	XP_009142686.1, XP_009141893.1	As006G142460
OG0005800	XP_009133418.1, XP_009143240.1	As006G142780
OG0005801	XP_009141667.1, XP_033147981.1	As006G143030
OG0005802	XP_009141812.1, XP_009143313.1	As006G143590
OG0005803	XP_009141615.1, XP_009133102.1, XP_009143547.1	As006G145440
OG0005804	XP_009139397.1, XP_009116044.1	As006G146090
OG0005805	XP_009141654.1, XP_009143503.1	As006G146130
OG0005806	XP_009133196.1	As006G146600
OG0005807	XP_009141685.1, XP_033142650.1	As006G146740
OG0005808	XP_009141731.1, XP_009143404.1	As006G147110
OG0005809	XP_009141755.2, XP_009133281.2, XP_009143367.2	As006G147130
OG0005810	XP_018514662.1, XP_009133264.1	As006G147400
OG0005811	XP_009141743.1, XP_009143383.1, XP_009133259.1	As006G148400
OG0005812	XP_009148925.1, XP_009110488.2, XP_009117835.1	As007G151980
OG0005813	XP_033128774.1, XP_009149070.2	As007G152850
OG0005814	XP_009149078.1	As007G152900, As007G162490
OG0005815	XP_009149104.1, XP_009110447.1, XP_009117750.1	As007G153110
OG0005816	XP_009110773.3, XP_009149114.1	As007G153210
OG0005817	XP_009117720.1, XP_009149152.1	As007G153560
OG0005818	XP_018508689.1, XP_033131147.1, XP_033131146.1	As007G154250, As010G240610
OG0005819	XP_009127587.1	As007G154280, As007G177410
OG0005820	XP_009103381.1, XP_009149447.1, XP_033133906.1	As007G155920
OG0005821	XP_033129920.1, XP_033147143.1, XP_009103341.1	As007G156600
OG0005822	XP_009110221.1, XP_009149539.1, XP_009103334.1	As007G156720
OG0005823	XP_009103283.1, XP_033133866.1, XP_009149704.1	As007G157840
OG0005824	XP_009123119.1, XP_009110135.2, XP_009103235.1	As007G158530
OG0005825	XP_009103174.1, XP_009115525.1, XP_009110100.1	As007G159610
OG0005826	XP_009115500.1, XP_009110081.2	As007G159750
OG0005827	XP_009115477.1	As007G159900
OG0005828	XP_009131385.1, XP_009121698.1	As009G200310, As007G162190
OG0005829	XP_009102966.1, XP_009109794.1	As007G162370
OG0005830	XP_009113762.1, XP_009109802.1	As007G162630
OG0005831	XP_009138049.2, XP_009109247.1	As007G162920
OG0005832	XP_033134465.1, XP_009117042.1	As007G163340
OG0005833	XP_009138709.1, XP_009137486.2	As007G163990
OG0005834	XP_009137490.1, XP_009138776.1	As007G164230
OG0005835	XP_009137513.1, XP_009139119.1	As007G164670
OG0005836	XP_009117246.1, XP_033146394.1	As007G178540
OG0005837	XP_033145469.1	As009G216810, As007G179080
OG0005839	XP_033133750.1, XP_009117881.1, XP_033130089.1	As008G182710
OG0005840	XP_009117949.1, XP_009148678.1, XP_033133768.1	As008G183450
OG0005841	XP_009148524.1	As008G184040
OG0005842	XP_009110619.1, XP_033135465.1	As008G184480
OG0005843	XP_009148574.1, XP_009110630.1, XP_009118064.2	As008G184600
OG0005844	XP_009118077.1, XP_009148583.1	As008G184720
OG0005845	XP_009110661.2, XP_033128160.1, XP_018509748.1	As008G185090
OG0005846	XP_009118113.1, XP_009110669.1	As008G185210
OG0005847	XP_009118168.1, XP_009110690.1	As008G185500
OG0005848	XP_009110709.1, XP_033136606.1, XP_009148493.1	As008G185770
OG0005849	XP_009148458.1, NP_001288934.1	As008G186170
OG0005850	XP_009110726.1, XP_009133046.1	As008G186180
OG0005851	XP_009148395.1	As008G187020
OG0005852	XP_009148378.1, XP_009144438.1	As008G187110
OG0005853	XP_009148315.1, XP_009118285.1	As008G187720
OG0005854	XP_009118304.1, XP_033133457.1	As008G188170
OG0005855	XP_033133464.1, XP_033130079.1	As008G188460
OG0005856	XP_009110877.1	As008G190000
OG0005857	XP_009118377.1, XP_009148097.1, XP_033133216.1	As008G190730
OG0005858	XP_009118399.1, XP_009148048.1, XP_033132512.1	As008G191080
OG0005859	XP_009148023.1, XP_009110921.1	As008G191910
OG0005860	XP_018510934.1, XP_009118431.1, XP_009118432.1	As008G192550
OG0005861	XP_009118464.1, XP_009110962.1, XP_009118998.1	As008G193070
OG0005862	XP_009119264.1, XP_009111087.1, XP_033131303.1	As008G195890
OG0005863	XP_009119265.2, XP_009118623.2	As008G195900
OG0005865	XP_009118718.1, XP_009111170.1, XP_009119579.1	As008G197460
OG0005866	XP_009119634.1, XP_009118769.2, XP_009111199.1	As008G197980
OG0005867	XP_018509476.2, XP_033138119.1	As008G198380
OG0005868	XP_009101392.1, XP_009119721.1	As008G199050
OG0005870	XP_009121672.1, XP_009131400.1, XP_033139804.1	As009G200040
OG0005872	NP_001288849.1, XP_009126032.1, XP_009131440.1	As009G200830
OG0005873	XP_009126060.1, XP_033138820.1, XP_009131486.1	As009G200900
OG0005874	XP_009121531.1, XP_009126079.1	As009G201810
OG0005875	XP_009126191.1, XP_009107526.1	As009G203450
OG0005876	XP_009131670.1, XP_009126255.1	As009G204330
OG0005877	XP_009120915.1	As009G205000
OG0005878	XP_033136592.1, XP_018508070.1	As009G206730
OG0005879	XP_009151279.1, XP_009111918.1	As009G207310
OG0005880	XP_009151296.2, XP_009111884.1	As009G207380
OG0005881	XP_009151303.1, XP_009111875.2, XP_009129779.2	As009G207620
OG0005882	XP_009129757.2, XP_009151708.1	As009G207830
OG0005883	XP_009151671.1, XP_018509742.1	As009G208760
OG0005884	XP_009131357.1, XP_009125940.1	As009G209480
OG0005885	XP_009130881.1, XP_009125600.1, XP_033137774.1	As009G213290
OG0005886	XP_009151104.2, XP_009111678.2	As009G215000, As009G214990
OG0005887	XP_009111646.1, XP_009129997.1, XP_009151017.1	As009G215730
OG0005888	XP_009141810.1, XP_009150914.1	As009G216730
OG0005889	XP_009136423.1, XP_009130140.1, XP_009111969.1	As009G217700
OG0005890	XP_009130171.1	As009G218040
OG0005891	XP_033141845.1, XP_009112011.2	As009G218670
OG0005892	XP_009149912.1	As010G223620
OG0005893	XP_009112033.1, XP_009151404.1	As009G219200
OG0005895	XP_009126745.1, XP_009121303.1	As009G219700
OG0005896	XP_033140118.1, XP_009123174.3, XP_009120373.2, XP_009132036.1	As009G219780
OG0005897	XP_033144585.1, XP_033138863.1, XP_033137395.1	As009G219840
OG0005898	XP_009132053.1, XP_009126751.1	As009G219950
OG0005899	XP_009146785.2, XP_009122489.1, XP_009135140.1	As009G219960
OG0005900	XP_009126769.1, XP_009120334.1, XP_009132073.2	As009G220150
OG0005901	XP_009115833.1, XP_009148992.2	As010G220240
OG0005902	XP_033138244.1, XP_009115716.1, XP_009136544.1	As010G221040
OG0005903	XP_009150156.2, XP_009149756.1, XP_009151913.2	As010G222080
OG0005904	XP_009150210.1, XP_009149843.1	As010G223050
OG0005905	XP_033128515.1	As010G224660
OG0005906	XP_033128739.1, XP_033134882.1	As010G226820
OG0005907	XP_009127677.1, XP_033131409.1	As010G231700
OG0005909	XP_009105820.1	As010G234370
OG0005910	XP_009105859.2, XP_009127886.1	As010G234790
OG0005911	XP_009128272.1, XP_009104591.1, XP_009106449.1	As010G235430
OG0005912	XP_033128556.1, XP_009103288.1, XP_009110175.1	As010G236120
OG0005913	XP_009128176.2, XP_009104676.1, XP_009106302.1	As010G237070
OG0005914	XP_009106275.1, XP_009128160.1, XP_033130733.1	As010G237320
OG0005915	XP_009106180.1, XP_009104712.1, XP_009128086.1	As010G238310
OG0005916	XP_009104729.1, XP_018512357.2	As010G238540, As010G238420
OG0005917	XP_009106128.1, XP_009128055.1, XP_009104754.1	As010G238880
OG0005918	XP_009149166.1, XP_009117714.1	As010G241580
OG0005919	XP_009106578.1, XP_009128304.1	As010G242020
OG0005920	XP_009106588.2, XP_009128310.1	As010G242080
OG0005921	XP_009106719.1	As010G243410
OG0005922	XP_009128440.1	As010G243960
OG0005924	XP_009124687.1, XP_009146571.2	As011G244740
OG0005925	XP_009146543.1, XP_009124724.1	As011G245050
OG0005926	XP_009135342.1, XP_009135337.1, XP_009146435.1	As011G245860
OG0005927	XP_009146340.1, XP_033128153.1	As011G246790
OG0005928	XP_033128170.1, XP_033148717.1, XP_033148718.1	As011G246890
OG0005929	XP_009144802.1, XP_009107008.2	As012G270060, As011G247460
OG0005930	XP_009146205.1	As011G247890
OG0005931	XP_009145999.1, XP_009113925.1	As011G249670
OG0005932	XP_009112744.2, XP_009135577.1, XP_009145897.2	As011G250460
OG0005933	XP_009114625.1	As011G250620, As011G250610
OG0005935	XP_009135652.1	As011G252020
OG0005936	XP_009111201.1	As011G252550
OG0005937	XP_009109876.1, XP_009145520.1	As011G253240
OG0005938	XP_009108895.1, XP_033147579.1	As011G254360
OG0005939	XP_009108883.1, XP_009145331.1	As011G254370
OG0005940	XP_009108747.1, XP_009135818.1	As011G254570
OG0005941	XP_009102597.2, XP_009106554.1	As011G255500
OG0005942	XP_009102578.1, XP_009106333.1	As011G255750
OG0005943	XP_009106288.1, XP_009102574.1, XP_009135867.2	As011G255790
OG0005944	XP_009112680.1, XP_009136081.1, XP_033131782.1	As011G256800
OG0005945	XP_033131071.1	As011G261470, As011G261460
OG0005946	XP_009115235.1, XP_009109664.1	As011G261940, As011G261930
OG0005948	XP_033134162.1, XP_009112397.1, XP_009136322.2	As011G263550
OG0005949	XP_009102286.1, XP_009150751.1	As011G264980
OG0005950	XP_009102251.1, XP_009112483.1	As011G265420
OG0005951	XP_018508232.1, XP_009102157.1	As011G266080
OG0005952	XP_009112617.2, XP_009117532.2, XP_009102152.2	As011G266280
OG0005953	XP_009117511.1, XP_009123853.2	As011G266660
OG0005954	XP_009102048.1, XP_009117500.1, XP_009112650.2	As011G266950
OG0005955	XP_009106820.1, XP_009144731.1	As012G267950
OG0005956	XP_009147495.1, XP_009106841.1	As012G268270
OG0005957	XP_033142810.1, XP_009121995.1	As012G269670
OG0005958	XP_009147644.2	As012G270120
OG0005959	XP_009147670.1, XP_009144826.1, XP_009107022.1	As012G270510
OG0005960	XP_009145000.1, XP_009107339.1	As012G273120
OG0005961	XP_009107334.1, XP_009144998.1	As012G273190
OG0005962	XP_033132750.1, XP_033133174.1, XP_033128618.1, XP_009147999.2	As012G274040
OG0005963	XP_009146738.2	As012G274760
OG0005964	XP_018513028.1, XP_009139460.1	As012G275940
OG0005965	XP_033146623.1, XP_033146624.1, XP_009115886.1	As012G278490
OG0005966	XP_009103931.1, XP_009139217.1, XP_009116153.1	As012G280370
OG0005967	XP_009116296.1, XP_009139125.1	As012G282520
OG0005968	XP_009116324.1, XP_009103994.2	As012G282740
OG0005969	XP_009116396.1, XP_009104031.1, XP_033146559.1	As012G283470
OG0005970	XP_009104039.1, XP_009139049.1, XP_009116409.1	As012G283580
OG0005971	XP_033131656.1, XP_033146476.1, XP_009116450.2	As012G284020
OG0005972	XP_009104062.1, XP_009116451.1	As012G284030
OG0005973	XP_009116584.1, XP_009104186.1	As012G285230
OG0005974	XP_009138779.1, XP_009116795.1, XP_009104301.1	As012G287360
OG0005975	XP_009117213.1	As012G287540
OG0005976	XP_009104320.1, XP_009138766.1, XP_009116823.1	As012G287560
OG0005977	XP_009104414.1	As012G289310
OG0005978	XP_009138676.1, XP_009117091.1	As012G289470
OG0006016	XP_009129148.1, XP_009137815.1, XP_033133138.1	As011G266650, As001G000800
OG0006017	XP_009103406.1, XP_009112597.1	As011G265900, As001G001870
OG0006018	XP_009137915.1, XP_009127847.1	As001G002410
OG0006019	XP_009117264.1, XP_009140501.1	As001G002490, As007G179100
OG0006020	XP_009127561.2, XP_009137961.1	As001G002830
OG0006021	XP_009148082.1	As001G003250
OG0006022	XP_033133496.1, XP_009137992.2	As007G178210, As001G003350
OG0006023	XP_009127126.1, XP_009137997.1	As001G003440
OG0006024	XP_009140568.1, XP_009117107.1	As007G177940, As001G003950
OG0006025	XP_009109604.2, XP_009115178.1	As001G005300
OG0006026	XP_009108795.1, XP_009108798.1	As001G010530
OG0006027	XP_009120943.1, XP_009138199.2	As001G010610
OG0006028	XP_009138201.1, XP_009108781.1	As001G010720
OG0006029	XP_009102324.1, XP_009123224.2, XP_009136260.2	As011G262500, As001G012720
OG0006030	XP_009138318.1, XP_009108711.1, XP_009110121.1	As001G014400
OG0006031	XP_009108859.1, XP_033144076.1	As001G014500
OG0006032	XP_009108194.1, XP_009138330.2, XP_009108697.1	As001G014560
OG0006034	XP_033135669.1, XP_009108121.2	As011G256000, As004G079060, As001G015920
OG0006035	XP_009114900.1, XP_009145195.1	As001G016750
OG0006036	XP_009151437.1	As001G017050
OG0006037	XP_009107984.2	As001G017210
OG0006038	NP_001288835.1, XP_009136818.1, XP_009136814.1	As001G017380
OG0006039	XP_009145912.1, XP_018512635.1	As001G018050
OG0006040	XP_018513646.2	As001G018690
OG0006041	XP_009113332.2, XP_009102628.1	As001G019590
OG0006042	XP_009103670.1	As001G020610
OG0006043	XP_009103743.1	As001G020800
OG0006044	XP_009148416.1, XP_009118210.1	As008G186780, As001G021070
OG0006045	XP_009101367.1	As001G022260
OG0006046	XP_009136192.2, XP_009136191.1	As001G022450, As011G261420
OG0006047	XP_009114235.2, XP_009129239.2, XP_009101350.1	As001G022570
OG0006048	XP_009101334.1, XP_033136314.1	As001G022680
OG0006049	XP_009114211.2, XP_009101282.1	As001G023240
OG0006050	XP_009127866.1, XP_009105813.1	As001G023340
OG0006051	XP_009114194.1, XP_009101244.1	As001G023620
OG0006052	XP_009129094.3, XP_009152199.1	As001G024020
OG0006053	XP_009152146.1	As001G024400
OG0006054	XP_009148554.1, XP_009110608.1	As008G184340, As001G025380, As001G024700
OG0006055	XP_009129577.1, XP_009152097.1	As001G024950
OG0006056	XP_033128604.1	As001G025480
OG0006058	XP_033140714.1, XP_033128983.1	As001G026140
OG0006059	XP_009151969.1, XP_009129422.1	As001G026290
OG0006060	XP_009129419.1, XP_009151966.1	As001G026340
OG0006061	XP_009151901.1, XP_009129386.1	As001G026850
OG0006062	XP_009111588.1, XP_009129384.1	As001G026880
OG0006063	XP_009151877.1, XP_018515515.1	As001G026980
OG0006064	XP_009129364.1	As001G027190
OG0006066	XP_009151812.1, XP_033140780.1	As001G027580
OG0006067	XP_009111804.1, XP_009151758.1, XP_009129675.1	As001G028060
OG0006068	XP_009119421.2	As001G028660
OG0006069	XP_009124158.1, XP_009127460.1, XP_009105173.2	As001G029160
OG0006070	XP_009124919.1	As001G029370
OG0006071	XP_009124663.2, XP_009112871.1	As001G030460
OG0006072	XP_009124661.1	As001G030480
OG0006073	XP_009112929.1, XP_009112758.2	As001G031210
OG0006074	XP_009119815.1	As001G031350
OG0006075	XP_009113030.2, XP_009112719.1	As001G031690
OG0006076	XP_009142736.1	As002G033100
OG0006076	XP_009133478.1	As012G283520
OG0006077	XP_009142723.2	As002G033280
OG0006078	XP_009146934.1, XP_009135056.1	As002G034220
OG0006079	XP_009146846.2, XP_009135105.2, XP_009122939.1	As002G035610
OG0006080	XP_009122529.2, XP_009146793.1	As002G036510
OG0006081	XP_009122240.1, XP_009125643.1	As002G037500, As009G212250
OG0006082	XP_009120653.1	As002G039070
OG0006084	XP_009134063.1, XP_009117090.1	As002G042230
OG0006085	XP_009127325.1, XP_009132620.1	As002G043110
OG0006086	XP_009107217.1	As002G043640
OG0006088	XP_009119835.1, XP_009124178.1	As002G045030
OG0006089	XP_018512910.2	As002G045040
OG0006090	XP_009119906.1, XP_033143125.1, XP_033143126.1, XP_009127155.1	As002G045330
OG0006092	XP_009127146.1, XP_009119916.1	As002G045410
OG0006093	XP_009127107.1, XP_009119956.1	As002G046040
OG0006094	XP_009127082.1, XP_009119980.1	As002G046310, As007G179400
OG0006095	XP_009119994.1, XP_009132431.1	As002G046410
OG0006096	XP_009132428.2, XP_009120004.1	As002G046470
OG0006097	XP_033138695.1, XP_033143598.1	As002G046880
OG0006098	XP_009132355.1, XP_009126985.2	As002G047480
OG0006099	XP_009120190.1, XP_009126925.1	As002G048490
OG0006100	XP_009132121.1, XP_033140791.1	As002G049200
OG0006101	XP_009126826.1, XP_009132117.1	As002G049280
OG0006102	XP_033132724.1, XP_009148935.1	As002G049500
OG0006103	XP_009120315.2, XP_009126799.2	As002G049660, As002G049690
OG0006104	XP_009118028.3, XP_033134936.1	As002G049740, As008G183560
OG0006105	XP_009132090.1, XP_009120317.1, XP_009126798.1	As002G049810
OG0006106	XP_018512615.1, XP_009121847.1	As002G050840
OG0006107	XP_009131279.1, XP_009121853.1	As002G050890
OG0006108	XP_009121940.1, XP_009131209.1	As002G051780
OG0006109	XP_009125306.1, XP_009122068.1	As002G052970
OG0006110	XP_009122087.1, XP_009125327.1	As002G053180
OG0006111	XP_033137470.1, XP_033140953.1, XP_009131116.1	As002G053730
OG0006112	XP_009125741.1, XP_009122483.1	As002G054150
OG0006113	XP_009131060.1, XP_033140842.1	As002G054520
OG0006114	XP_033138659.1, XP_009131033.1	As002G054740
OG0006115	XP_009122418.2, XP_009122419.1	As002G054770
OG0006116	XP_033138830.1, XP_009131005.1	As002G055100
OG0006117	XP_009130186.1, XP_033128991.1	As009G218510, As002G055470
OG0006118	XP_033132731.1, XP_033132734.1	As003G055680
OG0006119	XP_009108336.1, XP_009130771.1	As003G055930
OG0006120	XP_009136881.1, XP_009108344.1	As003G056280
OG0006121	XP_033144964.1, XP_033129562.1	As003G056330
OG0006122	XP_009136927.1, XP_009131682.1	As003G056760
OG0006123	XP_033129677.1, XP_009108361.1	As003G056850
OG0006124	XP_009108369.1, XP_009131946.1	As003G057020
OG0006125	XP_009132889.1, XP_009108436.1	As003G057850
OG0006126	XP_033132185.1, XP_009133920.1	As003G058490
OG0006127	XP_009133667.1, XP_009137146.1	As003G058520
OG0006128	XP_009137167.1, XP_009134445.1	As003G059050
OG0006129	XP_033137313.1	As003G059250, As004G086200
OG0006130	XP_009137199.1, XP_009108489.1	As003G059660
OG0006131	XP_009137232.1, XP_009135487.1	As003G060000
OG0006134	XP_009136993.1, XP_009137340.2	As003G061440
OG0006135	XP_009137281.1, XP_009137377.1	As003G061720
OG0006136	XP_009137380.1, NP_001288947.1	As003G061900
OG0006137	XP_009137645.2, XP_033144435.1	As003G062120
OG0006138	XP_009108223.1, XP_009134207.1	As004G083970
OG0006139	XP_009145158.1, XP_033136105.1	As003G063130
OG0006140	XP_009107473.1, XP_009124431.1	As003G064410, As006G137780
OG0006141	XP_009145057.1, XP_009107647.1, XP_009123041.2	As003G064700
OG0006142	XP_009137423.2	As003G065310
OG0006143	XP_009142238.1, XP_009133648.1	As005G103240, As003G066770
OG0006144	XP_009109772.1, XP_009113729.1	As003G067360
OG0006145	XP_009109761.1, XP_009124448.1, XP_009102939.1	As003G067510
OG0006146	XP_009123523.1, XP_009107443.1	As003G068060
OG0006147	XP_009109731.1, XP_009113667.1	As003G069030
OG0006148	XP_009109727.1	As003G069050
OG0006149	XP_009109680.1	As003G069820
OG0006150	XP_009102864.1, XP_033133546.1, XP_033136317.1	As003G069910
OG0006151	XP_009106350.1, XP_009109671.1	As003G069940
OG0006152	XP_009115241.1, XP_009109667.2	As003G069980
OG0006153	XP_009109627.3, XP_009115196.1	As003G070640, As012G275280
OG0006155	NP_001288887.1	As003G070880
OG0006156	XP_009115147.1, XP_009109587.1, XP_009140160.1	As003G070970
OG0006157	XP_009109278.1, XP_009150792.2	As003G072050
OG0006158	XP_009109340.1, XP_009142559.1	As003G072920
OG0006159	XP_009139093.1, XP_009138468.1	As003G073290
OG0006160	XP_009109368.2, XP_009136769.1	As003G073630
OG0006161	XP_009129608.1	As003G074690
OG0006162	XP_009111564.1, XP_009101884.1	As003G075560, As007G180710
OG0006163	XP_009101933.2	As003G076200
OG0006164	XP_009139726.2	As004G077250
OG0006165	XP_009125081.1, XP_009139795.1, XP_018513667.1	As004G077820
OG0006166	XP_009139803.1	As004G077920
OG0006167	XP_009124074.1, XP_009147253.1	As004G078960
OG0006168	XP_009108124.1, XP_009102665.1, XP_009114992.1	As004G079000
OG0006169	XP_009114969.2, XP_009115332.1	As004G079160
OG0006170	XP_009133176.2	As004G079790, As004G079800
OG0006171	XP_033144484.1	As004G080090
OG0006172	XP_009134093.1	As004G080690, As004G080700
OG0006173	XP_009141356.2, XP_033147734.1, XP_009143816.1	As004G081290
OG0006175	XP_009113440.2	As004G082710
OG0006176	XP_033143784.1, XP_009113581.1	As004G083230
OG0006177	XP_009134190.1	As004G083640
OG0006178	XP_009108259.1	As004G083920, As004G083880
OG0006179	XP_009134242.1, XP_009128670.1	As004G084590
OG0006180	XP_009128660.1, XP_009123168.1	As004G084710
OG0006181	XP_009102711.2	As004G084760
OG0006182	XP_009114636.1, XP_009134254.1	As004G085020
OG0006183	XP_009108555.1	As004G085420
OG0006185	XP_009134315.1, XP_009144514.1, XP_009114554.1	As004G085730
OG0006186	XP_009114511.1	As004G086120
OG0006187	XP_009101620.2	As004G087630
OG0006188	XP_009128782.1, XP_009101609.2	As004G087820
OG0006189	XP_009114367.1, XP_009101530.2	As004G088730
OG0006190	XP_009114365.1, XP_009101529.1	As004G088740
OG0006191	XP_009101511.2	As004G088960
OG0006192	XP_009107093.1, XP_033128859.1	As004G090100
OG0006193	XP_009148347.2, XP_009118263.1	As004G091670
OG0006194	XP_018515449.2, XP_009111003.2	As004G093270
OG0006195	XP_009134909.1	As004G093390, As004G093370, As004G093350
OG0006196	XP_009139636.1, XP_009107693.1	As011G256520, As004G094030
OG0006197	XP_009139600.1	As004G094600
OG0006198	XP_009125093.2	As004G095440, As004G095450
OG0006199	XP_009124105.1	As004G095490
OG0006200	XP_009122949.1	As004G096190
OG0006201	XP_033133435.1, XP_009136706.1	As004G096700
OG0006202	XP_009140080.1	As004G097880
OG0006203	XP_009101523.1	As004G098030
OG0006204	XP_009133792.1, XP_009142579.1	As005G100090
OG0006205	XP_009142596.1, XP_033146678.1	As005G100220
OG0006206	XP_009142447.1, XP_009142602.1	As005G100250
OG0006207	XP_009133788.1, XP_009142430.1, XP_009142623.1	As005G100410
OG0006208	XP_009142424.1, XP_009142633.1	As005G100480
OG0006209	XP_009104339.1	As005G100550, As012G287720
OG0006210	XP_033148429.1	As005G100900
OG0006211	XP_009143138.1, XP_009142333.2	As005G101720
OG0006212	XP_009142330.2, XP_009143131.1	As005G101790
OG0006213	XP_033144708.1, XP_009142315.1	As005G102060
OG0006214	XP_009142309.1, XP_009143085.1	As005G102160
OG0006215	NP_001288854.1, XP_009143064.1, XP_009133686.1	As005G102390
OG0006216	XP_009142963.1, XP_033130970.1	As005G103430
OG0006217	XP_009133630.1, XP_009142970.1	As005G103550
OG0006218	XP_009133598.1, XP_009142928.1	As005G104050
OG0006219	XP_009142852.1, XP_009133543.1	As005G104770
OG0006220	XP_009139027.1, XP_033136011.1	As005G105330
OG0006221	XP_009116433.2, XP_009139041.2	As012G283820, As005G106020
OG0006222	XP_009141995.1, XP_033148418.1, XP_009133497.1	As005G106040
OG0006223	XP_009130657.1, XP_009125422.1	As005G106650
OG0006224	XP_009130698.1, XP_033137559.1	As005G107420
OG0006225	XP_018512222.2, NP_001288808.1	As005G107900
OG0006226	XP_009121729.1, XP_009125944.1	As005G107920
OG0006228	XP_009125533.1, XP_009130793.1, XP_009122642.1	As005G109010
