Orthogroup	Brassica_rapa	Noccaea_praecox
OG0009973	XP_009102638.1	Np007G384460
OG0009974	XP_009139195.1	Np005G268770
OG0009975	XP_009144638.2	Np005G308660
OG0009976	XP_009116109.1	Np001G057310
OG0009977	NP_001288880.1, XP_009107734.1	Np005G309330
OG0009978	XP_009107737.1	Np005G307060
OG0009979	XP_009109564.2, XP_009139542.1	Np005G305960
OG0009980	XP_009132998.1	Np005G304840
OG0009981	XP_009144699.1	Np005G304230
OG0009982	XP_033144247.1	Np007G381530
OG0009983	XP_009139941.1	Np005G316220
OG0009984	XP_009125122.1	Np005G316310
OG0009985	XP_033145625.1	Np005G316380, Np005G316350
OG0009986	XP_009139975.1	Np005G316780
OG0009987	XP_009139976.1	Np005G316800
OG0009988	XP_009133314.1, XP_009141772.2	Np006G334610
OG0009989	NP_001288980.1, XP_009140086.1	Np005G319310
OG0009990	XP_009125192.1	Np005G319830
OG0009991	XP_009125209.2, XP_009140136.1	Np005G320170
OG0009992	XP_009113574.1	Np003G177500
OG0009993	XP_009142487.1	Np006G320570
OG0009994	XP_009142513.1, XP_009133820.1	Np006G321030
OG0009995	XP_009142544.1, XP_009133811.2	Np006G321430
OG0009996	XP_009142546.1, XP_033142831.1	Np006G321460
OG0009997	XP_009142445.1, XP_009142607.1	Np006G322370
OG0009998	XP_009142440.1, XP_009142610.1	Np006G322420
OG0009999	XP_009142618.1, XP_009142432.1	Np006G322570
OG0010000	XP_009142671.1	Np006G323080
OG0010001	XP_009133766.1, XP_033148436.1	Np006G323110
OG0010002	XP_009142365.1, XP_009143173.1	Np006G323660
OG0010003	XP_009142343.1, XP_009143148.1	Np006G324210
OG0010004	XP_009143134.1, XP_009142331.1	Np006G324450
OG0010005	XP_009143127.2	Np006G324600
OG0010006	XP_009143108.1, XP_009133719.1	Np006G324620
OG0010007	XP_009142307.1	Np006G325000
OG0010008	XP_009143078.1, XP_009142306.1	Np006G325030
OG0010009	XP_009117465.1	Np007G371560
OG0010010	XP_009142983.1	Np006G326210
OG0010011	XP_009142965.1, XP_009142227.1	Np006G326470
OG0010012	XP_009142968.1, XP_009142225.1	Np006G326480
OG0010013	XP_009142956.1, XP_009133624.1	Np006G326600
OG0010015	XP_009133573.1, XP_009142913.1	Np006G327480
OG0010016	XP_009142908.1, XP_009142160.1	Np006G327530
OG0010017	XP_009142159.1	Np006G327550
OG0010018	XP_009142903.1, XP_009133568.1	Np006G327580
OG0010019	XP_009133533.1, XP_009142800.1	Np006G329030
OG0010020	XP_009142037.2	Np006G328960
OG0010021	XP_033131301.1, XP_009116470.2	Np001G062440
OG0010022	XP_009142780.1, XP_009142007.2	Np006G329590
OG0010023	XP_009142770.1	Np006G329770
OG0010024	XP_009142750.1, XP_009133496.1	Np006G330010
OG0010025	XP_009141993.1, XP_009133494.1	Np006G330090
OG0010026	XP_033137564.1, XP_033143825.1	Np003G126240
OG0010027	XP_009122804.1, XP_033143827.1	Np003G126250
OG0010028	XP_009130699.1	Np003G126590
OG0010029	XP_009122767.2	Np003G126810
OG0010030	XP_033137581.1	Np003G126900
OG0010031	XP_018513489.1, XP_018512434.2	Np003G127070
OG0010032	XP_009122722.1, XP_009125488.1	Np003G127430
OG0010033	XP_009125492.1, XP_009122715.2	Np003G127520
OG0010034	XP_009130716.1	Np003G127590
OG0010035	XP_009122704.1	Np003G127630
OG0010036	XP_009125508.1, XP_009122693.2	Np003G127930
OG0010037	XP_009122692.1, XP_033140001.1	Np003G127940
OG0010038	XP_009125525.1, XP_009130788.1	Np003G128360
OG0010039	XP_009122657.1, XP_009125528.1	Np003G128430
OG0010040	XP_009126356.1, XP_009131735.1	Np003G147320
OG0010041	XP_009126378.1, XP_033138629.1	Np003G147620
OG0010042	XP_009120874.1, XP_009126374.1	Np003G147590
OG0010043	XP_033144642.1	Np003G148330
OG0010044	XP_009126420.1, XP_033144633.1	Np003G148340
OG0010046	XP_033141619.1, XP_009120833.1	Np003G148440
OG0010047	XP_009131798.2, XP_009126449.1	Np003G148730
OG0010048	XP_009126448.1, XP_009120800.1	Np003G148760
OG0010049	XP_009131513.1, XP_009121529.1	Np003G142990
OG0010050	XP_009120780.1, XP_009126470.1	Np003G149010
OG0010051	XP_009131821.1, XP_009126486.1	Np003G149170
OG0010052	XP_009120733.1, XP_009126499.1	Np003G149480
OG0010053	XP_033141463.1, XP_009120728.2, XP_009120727.1	Np003G149510
OG0010054	XP_033145698.1	Np005G318570
OG0010055	XP_009126549.1, XP_009120637.1	Np003G150680
OG0010056	XP_009126583.1, XP_009120610.1	Np003G151400
OG0010057	XP_009120592.1	Np003G151670
OG0010058	XP_009131915.1, XP_009120580.1	Np003G151810
OG0010059	XP_009131956.1	Np003G152210
OG0010060	XP_009120471.1, XP_009126686.1	Np003G152790
OG0010061	XP_009109762.1	Np004G210760
OG0010062	XP_033138544.1	Np002G093430, Np003G153870
OG0010063	XP_009112071.1, XP_009150382.1	Np001G006220
OG0010064	NP_001288834.1, XP_009150388.1	Np001G048810
OG0010065	XP_033128679.1, XP_033141659.1	Np001G006090
OG0010066	XP_009150393.2, XP_009112077.1	Np001G006050
OG0010067	XP_033144584.1	Np003G159300
OG0010068	XP_009150464.1	Np001G005170
OG0010069	XP_009112121.1	Np001G004840
OG0010070	XP_009112126.1, XP_009150500.1	Np001G004690
OG0010071	XP_009112133.1	Np001G004560
OG0010072	XP_009150570.1	Np001G003780, Np001G060040
OG0010073	XP_009112168.1, XP_009150593.1	Np001G003580
OG0010074	XP_033128205.1, XP_033140907.1	Np001G003560
OG0010075	XP_009112193.1, XP_009150655.1	Np001G002800
OG0010076	XP_009150659.1	Np001G002770
OG0010077	XP_009112363.1, XP_009103446.2	Np001G001830
OG0010078	XP_009112352.1, XP_009103460.1, XP_033130985.1	Np001G001600
OG0010079	XP_009112350.1, XP_033131421.1	Np001G001540
OG0010080	XP_009112348.1	Np001G001520
OG0010081	XP_033136100.1, XP_009103467.1	Np001G001510
OG0010082	XP_009112331.1, XP_009103490.2	Np001G001150
OG0010083	XP_009112302.1, XP_009103528.2	Np001G000700
OG0010084	XP_009112290.1, XP_009103543.2	Np001G000490
OG0010085	XP_009115820.1, XP_009149040.1	Np001G053160
OG0010088	XP_009134540.1, XP_009111463.1	Np003G189130
OG0010089	XP_009111470.2	Np003G189160
OG0010090	NP_001288892.1	Np004G237560
OG0010091	NP_001288962.1	Np003G188800, Np007G383170
OG0010092	XP_009111380.1	Np003G187930
OG0010093	XP_009134469.1	Np003G187430
OG0010094	XP_009111315.1	Np003G187000
OG0010095	XP_009111311.1	Np003G186940
OG0010096	XP_009111295.1, XP_009144578.1	Np003G186780
OG0010097	XP_009144552.3	Np003G186450
OG0010098	XP_009111262.1	Np003G186210
OG0010099	XP_033141115.1, XP_009122116.1	Np003G185610
OG0010100	XP_009122075.3, XP_009134369.1	Np003G185530
OG0010101	XP_033140175.1	Np003G185450
OG0010102	XP_009121986.1	Np003G185420
OG0010103	XP_009121951.1	Np003G185380
OG0010104	XP_009121750.1, XP_009134341.1	Np003G185070
OG0010105	XP_009113983.1, XP_009101773.1	Np007G377670
OG0010106	XP_009143865.1	Np009G431710, Np006G345630
OG0010107	XP_009143873.1, XP_009141305.2	Np006G349800, Np008G428030
OG0010108	XP_009132846.1, XP_009143978.1	Np006G356690
OG0010109	XP_009141250.1, XP_009144002.1	Np006G357000
OG0010110	XP_009132826.1	Np006G355860
OG0010111	XP_009141179.1, XP_009132815.1	Np006G355570
OG0010112	XP_009141140.1	Np006G354780, Np006G348130
OG0010113	XP_009141128.2	Np006G354490, Np006G348560
OG0010114	XP_009141093.1	Np006G347030, Np001G049700, Np006G353750
OG0010115	XP_009144307.1	Np006G353070, Np006G347730
OG0010116	XP_009141031.1, XP_009144338.1	Np006G352010
OG0010118	NP_001288899.1, XP_009124371.2	Np006G360050
OG0010119	XP_009140921.1, XP_009133867.1	Np006G359580
OG0010120	XP_009140903.1	Np006G359290
OG0010121	XP_009140851.1, XP_009103654.1	Np006G358960
OG0010122	XP_009140972.2, XP_033145139.1	Np006G358910
OG0010123	XP_009140845.2, XP_009103648.1	Np006G358840
OG0010124	XP_018514141.1	Np005G316910, Np006G358370
OG0010125	XP_009103622.1	Np005G316930, Np005G316920, Np006G358360
OG0010126	XP_033130149.1	Np005G316880, Np005G316940, Np006G358270
OG0010127	XP_009140795.1, XP_009103593.1	Np006G360900
OG0010128	XP_009133925.1, XP_009103559.1	Np006G361840
OG0010129	XP_009127093.1	Np007G420310, Np003G162730
OG0010130	XP_009103552.1	Np007G396100, Np006G362110
OG0010131	XP_009117024.1, XP_009140736.1	Np006G362760
OG0010132	XP_009143442.1	Np005G277990
OG0010133	XP_009128941.1, XP_009148929.1	Np007G425320
OG0010134	XP_009146996.1	Np007G414400
OG0010135	XP_009125387.2, NP_001288963.1	Np003G124980
OG0010136	XP_009142741.1, XP_009141989.1	Np006G330180
OG0010137	XP_009133485.1	Np006G330300, Np006G330340
OG0010138	XP_009137591.1, XP_009142222.1	Np005G279290
OG0010139	XP_009142319.2, XP_009137597.1	Np005G279220
OG0010140	XP_009147409.1, XP_009125038.1	Np007G424490
OG0010141	XP_009147319.1, XP_009134711.1	Np007G423010
OG0010142	XP_009119137.1, XP_009130343.1	Np007G422500
OG0010143	XP_009130347.1, XP_009119148.1	Np007G422480
OG0010144	XP_009102058.1, XP_033148251.1	Np007G421850
OG0010145	XP_009130381.1	Np007G421720
OG0010146	XP_033146795.1	Np007G421620
OG0010147	XP_009102083.1, XP_009130391.1	Np007G421540
OG0010148	XP_009124000.1	Np007G420740
OG0010149	XP_033146828.1	Np007G420520
OG0010150	XP_009124980.1, XP_009124197.1	Np007G420060
OG0010151	XP_009124862.2, XP_009147213.1	Np007G418360
OG0010152	XP_009124757.1	Np007G416630
OG0010153	XP_009134916.1, XP_009124748.1	Np007G416620
OG0010154	XP_009134939.1	Np007G416280
OG0010155	XP_009147118.1	Np007G416210
OG0010156	XP_009134950.1	Np007G416010
OG0010157	XP_009147028.1, XP_009124159.1	Np007G415020
OG0010158	XP_009124013.1, XP_033142696.1	Np007G414710
OG0010159	XP_009151326.1	Np001G007910
OG0010160	XP_009146983.1, XP_009123840.1	Np007G414280
OG0010161	XP_009141854.2, XP_009143264.1	Np006G332720
OG0010162	XP_009133389.1	Np006G333010
OG0010163	XP_009141838.1, XP_009133386.1	Np006G333060
OG0010164	XP_009143309.1	Np006G333710
OG0010165	XP_009116189.1, XP_009103943.1	Np001G058400
OG0010166	XP_009133328.1	Np006G334480
OG0010167	XP_009143362.1	Np006G334890
OG0010168	XP_009141588.1, XP_009143587.1	Np006G339180
OG0010170	XP_009143552.2	Np006G338250
OG0010171	XP_009133118.1, XP_009141629.1	Np006G337760
OG0010172	XP_009133122.1, XP_018514192.1	Np006G337750
OG0010173	NP_001288885.1, XP_009133138.1	Np006G337600
OG0010174	XP_033146948.1, XP_009135902.1	Np006G336710, Np006G336720
OG0010175	XP_009143417.1	Np006G335900
OG0010176	XP_033148764.1, XP_009141718.2	Np006G336080
OG0010178	XP_033134690.1, XP_009119047.1	Np004G253100
OG0010179	XP_009133287.1	Np006G335010
OG0010180	XP_009110485.1, XP_009148933.1	Np004G240890
OG0010181	XP_009148941.1	Np004G240830
OG0010182	XP_009117747.1	Np004G239410
OG0010183	XP_033130086.1, XP_033133187.1	Np004G238480
OG0010184	XP_009110396.1	Np004G238310
OG0010185	XP_009126414.1, XP_009131769.1	Np003G148290
OG0010186	XP_009149260.1, XP_009117626.3	Np004G237780
OG0010187	XP_009110327.1	Np004G237050
OG0010188	XP_009149360.1	Np004G236970
OG0010189	XP_033135161.1, XP_033128459.1	Np004G236440
OG0010190	XP_009149423.1, XP_009117540.1	Np004G236130
OG0010191	XP_009149440.1	Np004G235970
OG0010192	XP_009110249.1, XP_009149492.3	Np004G235550
OG0010193	XP_009110245.1, XP_009103368.1	Np004G235490
OG0010194	XP_009149495.1	Np004G235480
OG0010195	XP_009110244.1, XP_009103366.2	Np004G235440
OG0010196	XP_033131511.1, XP_033133410.1	Np004G235410
OG0010197	XP_009149527.2, XP_009110228.1	Np004G235020
OG0010198	XP_009103330.1, XP_009110215.1	Np004G234720
OG0010199	XP_009110214.2, XP_009103327.1	Np004G234710
OG0010200	XP_009110208.1, XP_009103325.2	Np004G234590
OG0010201	XP_018509361.1	Np004G234300
OG0010202	XP_009110174.1, XP_009149687.1	Np004G233590
OG0010203	XP_009110173.1, XP_009149690.1	Np004G233520
OG0010204	XP_009106416.1, XP_009104607.1	Np002G074530
OG0010205	XP_009115613.1, XP_009103224.1	Np004G231890
OG0010206	XP_009103217.1, XP_009115593.1	Np004G231320
OG0010207	XP_009103211.1	Np004G231220
OG0010208	XP_009110119.1, XP_009110122.2	Np004G230930, Np004G230860
OG0010209	XP_009115549.1, XP_009103186.1	Np004G230550
OG0010210	XP_009105717.1, XP_009127806.1	Np002G085200
OG0010211	XP_009103151.2, XP_009115486.1	Np004G229450
OG0010212	XP_009110052.1	Np004G227330
OG0010213	XP_009103098.1, XP_009115381.1	Np004G225990
OG0010214	XP_009127712.1	Np002G087380, Np004G225190
OG0010215	XP_009115356.1	Np004G225180
OG0010216	XP_009109902.1, XP_033135763.1	Np004G208890
OG0010217	XP_009109889.2, XP_009115334.1	Np004G209060
OG0010218	XP_009105366.1	Np002G089750
OG0010219	XP_009115296.1, XP_009109864.1	Np004G209450
OG0010220	XP_009113818.1, XP_009113820.1, XP_018508413.1	Np004G209680
OG0010221	XP_009113812.2	Np004G209690
OG0010222	XP_009102979.1, XP_009113766.1	Np004G210020
OG0010223	XP_009109241.1, XP_009138327.1	Np005G281900
OG0010224	XP_009137495.2, XP_009138829.1	Np005G281240
OG0010225	XP_009138864.2	Np004G225360, Np005G281200
OG0010226	XP_033142983.1	Np005G281110
OG0010227	XP_009138970.1	Np003G187970, Np005G281100
OG0010228	XP_009139444.1	Np005G280270
OG0010229	XP_009140670.2, XP_009117062.1	Np006G364050
OG0010230	XP_009117118.1, XP_009140561.1	Np006G365570
OG0010231	XP_009140560.1	Np006G365650
OG0010232	XP_009117235.1	Np006G366220, Np006G366140
OG0010233	XP_009133985.1, XP_009117243.1	Np006G366320
OG0010235	XP_009140493.1	Np006G366720
OG0010236	XP_009117271.1	Np006G366740
OG0010237	XP_009140488.1	Np006G366750
OG0010238	XP_033145476.1, XP_033136713.1	Np006G366780
OG0010239	XP_009117320.1	Np006G368090
OG0010240	XP_009117375.1, XP_009140299.1	Np006G370100
OG0010241	XP_009140258.1, XP_009117434.2	Np006G371030
OG0010242	XP_009148898.2, XP_009117844.1	Np004G241240
OG0010243	XP_009148890.2, XP_009117854.2	Np004G241360
OG0010244	XP_009117878.1, XP_009148856.1	Np004G241740
OG0010245	XP_009148819.1, XP_009117900.1	Np004G242260
OG0010246	XP_009110551.1, XP_009148709.1	Np004G242470
OG0010247	XP_009117952.1	Np004G242890
OG0010248	XP_009148525.1	Np004G243830, Np004G243950, Np004G243760
OG0010249	XP_009110585.1	Np004G243750
OG0010250	XP_033129157.1, XP_009110597.1	Np004G244170
OG0010251	XP_009148601.2, XP_009110653.1	Np004G245540
OG0010252	XP_009110728.1, XP_009148459.1	Np006G334780, Np004G247230
OG0010253	XP_009118199.2	Np004G247440
OG0010254	XP_009118228.1, XP_009144403.1	Np004G247590
OG0010255	XP_009118218.1, XP_009148427.1	Np004G247710
OG0010256	XP_009144424.1, XP_009148409.1	Np004G248000
OG0010257	XP_009144439.1, XP_033136641.1	Np004G248280
OG0010258	XP_009118309.2, XP_009148254.1	Np004G249590
OG0010259	XP_009148242.1, XP_009110825.2	Np004G249700
OG0010260	XP_009148168.1, XP_009110853.1	Np004G250080
OG0010262	XP_009110873.1, XP_009148134.1	Np004G250420
OG0010263	XP_009110932.1, XP_009118948.1	Np004G251870
OG0010264	XP_009110973.1	Np005G313890, Np004G252920
OG0010265	XP_009119061.1, XP_009110988.1	Np004G253270
OG0010266	XP_009118134.1	Np003G177830
OG0010267	XP_009111029.1	Np004G254130, Np004G257250, Np004G254090, Np004G254120, Np004G257260
OG0010268	XP_009119153.1	Np004G254480
OG0010269	XP_009119156.1	Np004G254510
OG0010270	XP_009119182.1, XP_009118613.1	Np004G254880
OG0010271	XP_009118614.1, XP_009119183.1	Np004G254890
OG0010272	XP_009111078.2	Np004G255330
OG0010273	XP_009119252.1	Np004G255390
OG0010274	XP_009119291.1, XP_033132350.1	Np004G255780
OG0010275	XP_009119311.1, XP_033135594.1	Np004G255930
OG0010276	XP_009118679.1, XP_018511180.1	Np004G256320
OG0010277	XP_009119346.1	Np004G256360
OG0010278	XP_009119525.2, XP_009111147.1	Np004G256790
OG0010279	XP_009111142.2, XP_009119364.2	Np004G256580
OG0010280	XP_009118688.1, XP_033138317.1	Np004G256530
OG0010281	XP_009111157.1, XP_009119555.1	Np004G257100
OG0010282	XP_018511083.2, XP_009118727.1	Np004G257410
OG0010283	XP_009119617.1, XP_009111185.2	Np001G014050
OG0010284	XP_009111198.1	Np001G035060, Np004G257980
OG0010285	XP_009118764.1, XP_009119626.1	Np004G257940
OG0010287	XP_033137805.1	Np003G140820
OG0010288	XP_009125968.1, XP_009121680.1	Np003G141140
OG0010289	XP_009126003.1, XP_009121637.1	Np003G141650
OG0010290	XP_009126059.1, XP_009121557.1	Np003G142530
OG0010291	XP_009126047.1, XP_009121574.1	Np003G142370
OG0010292	XP_018511035.2, XP_018513144.1	Np003G143580
OG0010293	XP_009121463.1, XP_009131553.1	Np003G143800
OG0010294	XP_009131552.1, XP_009121465.1	Np003G143790
OG0010295	XP_009121454.1, XP_009126138.1	Np003G143910
OG0010296	XP_009126170.1, XP_009121408.1	Np003G144390
OG0010297	XP_009126174.1, XP_009121401.1	Np003G144480
OG0010299	XP_009130404.1, XP_009102091.1	Np007G421300
OG0010300	XP_009120985.1	Np003G145850
OG0010301	XP_009131715.1, XP_033138735.1	Np003G146860
OG0010302	XP_009126314.3, XP_009120904.1	Np003G147180
OG0010303	XP_009138185.2, XP_009122889.2	Np005G263510
OG0010304	XP_009151233.2, XP_009129845.1	Np001G015460
OG0010305	XP_009129840.2, XP_009151247.2	Np001G015630
OG0010306	XP_009151250.1	Np001G015700
OG0010307	XP_009129815.1	Np001G015800
OG0010308	XP_009151264.1, XP_009129814.1	Np001G015820
OG0010309	XP_009151300.1, XP_009129786.2	Np001G016400
OG0010310	XP_009151302.1, XP_009129792.1	Np001G016420
OG0010311	XP_009129760.1, XP_009151710.1	Np001G016740
OG0010312	XP_009129777.1	Np001G016520
OG0010313	XP_009151647.1	Np001G017600
OG0010314	XP_009147082.2	Np007G415520
OG0010315	XP_009125930.1, XP_009121742.2	Np003G140500
OG0010316	XP_009122388.1, XP_009125673.1	Np003G132720
OG0010317	XP_009107632.1	Np004G204010
OG0010318	XP_033145084.1, XP_009122251.1	Np003G132000
OG0010319	XP_009125644.1, XP_033137767.1	Np003G131780
OG0010320	XP_009130936.1	Np003G131650
OG0010321	XP_009125614.1, XP_009122174.1	Np003G130760
OG0010322	XP_009125613.2	Np003G130690
OG0010323	XP_009125606.1, XP_009122161.1	Np003G130570
OG0010324	XP_009125599.1, XP_009122149.1	Np003G130420
OG0010326	NP_001288889.1	Np003G130270
OG0010327	XP_009130873.3, XP_009122126.1	Np003G130010
OG0010328	XP_009130874.2, XP_009122127.1	Np003G130000
OG0010329	XP_018511797.2, XP_009130854.1	Np003G129720
OG0010330	XP_009122544.1	Np003G129730
OG0010331	XP_009111682.1, XP_033129733.1	Np001G013510
OG0010332	XP_009129982.1	Np001G012520
OG0010333	XP_009150980.1, XP_009130057.1	Np001G011880
OG0010334	XP_009111633.1, XP_018514978.1	Np001G011800
OG0010335	XP_009150979.1, XP_009130058.1	Np001G011860
OG0010336	XP_009150940.1, XP_009141925.1	Np001G011250
OG0010337	XP_009141862.1, XP_009150932.1	Np001G011190
OG0010338	XP_009141799.2, XP_009150912.1	Np001G011010
OG0010339	XP_009144801.1, XP_009150887.1	Np001G010690
OG0010340	XP_009136396.2	Np001G010020
OG0010341	XP_009136414.1	Np001G009810
OG0010342	XP_009136472.2	Np001G009210
OG0010343	XP_033140364.1, XP_009136489.1	Np001G008950
OG0010344	XP_009112094.1, XP_009151516.2	Np001G007590
OG0010345	XP_009130216.1, XP_009151367.1	Np001G007330
OG0010346	XP_009151371.1, XP_009130220.1	Np001G007280
OG0010347	XP_009112029.1, XP_009151389.1	Np001G007030
OG0010348	XP_009120336.1, XP_009132070.1	Np003G154730
OG0010349	XP_009136614.1, XP_009115818.1	Np001G053150
OG0010350	XP_009115776.1	Np001G052630
OG0010351	XP_018509755.1	Np001G052440
OG0010352	XP_009115754.2	Np001G052410
OG0010353	XP_009115713.1, XP_033143758.1	Np001G051810
OG0010354	XP_009150132.1	Np001G050680
OG0010355	XP_033137193.1	Np001G050070
OG0010356	XP_009149770.1, XP_009150161.1	Np001G049920
OG0010357	XP_009149805.1, XP_009151475.2	Np001G049210
OG0010358	XP_009149811.1, XP_009151403.1	Np001G049050
OG0010359	XP_009150192.1	Np001G048780
OG0010360	XP_009150202.1	Np001G048240
OG0010361	XP_009149855.1, XP_009150754.1	Np001G047930
OG0010362	XP_009149870.1	Np001G047660
OG0010364	XP_009149823.1, XP_009150317.1	Np001G044700
OG0010365	XP_018514955.1	Np001G044290
OG0010366	XP_009150310.1	Np001G044210
OG0010367	XP_033128592.1	Np001G043720
OG0010368	XP_009150277.1	Np001G043680
OG0010369	XP_009149872.1	Np001G043570
OG0010370	XP_009105098.1, XP_009105323.1	Np002G091090
OG0010372	XP_009127615.1, XP_009105370.1	Np002G089700
OG0010373	XP_009105347.1	Np002G090370
OG0010374	XP_009105034.1, XP_009105404.1	Np002G088880
OG0010375	XP_009105028.1, XP_009105629.1	Np002G088830
OG0010376	XP_033130288.1, XP_009127670.2	Np002G088340
OG0010377	XP_033148265.1, XP_009105423.1	Np002G088500, Np002G088530
OG0010378	XP_009105451.2, XP_009105015.2	Np002G087670
OG0010379	XP_009105462.1, XP_009127706.1	Np002G087530
OG0010380	XP_009105466.1, XP_009127709.2	Np002G087400
OG0010381	XP_009105002.1, XP_009105484.1	Np002G087230
OG0010382	XP_033130255.1, XP_009127780.1	Np002G085640
OG0010383	XP_009105772.1, XP_009127842.2	Np002G084160
OG0010384	XP_009127854.1, XP_018508288.1	Np002G083920
OG0010385	XP_009105835.2	Np002G083460
OG0010386	XP_009104867.1	Np002G082790
OG0010387	XP_009104577.1	Np002G073550
OG0010388	XP_009106450.1	Np002G073940
OG0010389	XP_033141101.1	Np002G074440
OG0010390	XP_009106413.1	Np002G074710
OG0010391	XP_009128225.1, XP_009106402.1	Np002G075010
OG0010392	XP_009137087.1, XP_009148964.1	Np001G053300
OG0010393	XP_009106380.1	Np002G075300
OG0010394	XP_009106372.1	Np002G075430
OG0010395	XP_009110240.1	Np004G235380
OG0010396	XP_009106175.1, XP_009104718.1	Np002G078270
OG0010397	XP_009128027.1, XP_009128028.1, XP_009106488.1	Np002G079660
OG0010398	XP_009128025.1, XP_009106064.1	Np002G079720
OG0010399	XP_018508894.1, XP_009104788.1	Np002G080180
OG0010400	XP_009104792.1	Np002G080230
OG0010401	XP_009106022.1	Np002G080830
OG0010402	XP_009106014.1, XP_009104805.1	Np002G081010
OG0010403	XP_009106005.1, XP_009127989.1	Np002G081120
OG0010404	XP_009127967.2, XP_009105958.1	Np002G081590
OG0010405	XP_009127961.1, XP_009104835.1	Np002G081680
OG0010407	XP_033130919.1, XP_009104836.1	Np002G081690
OG0010408	XP_033131723.1, XP_009127927.2	Np002G082590
OG0010409	XP_009106629.1, XP_009104546.1	Np002G072610
OG0010410	XP_009128351.1, XP_009106660.1	Np002G072200
OG0010411	XP_009106693.1, XP_009104506.1	Np002G071680
OG0010412	XP_009104477.1, XP_033131453.1	Np002G071210
OG0010413	XP_009106730.1	Np002G071140
OG0010414	XP_009128420.1	Np002G070940, Np005G316230
OG0010415	XP_009128443.1	Np002G070660
OG0010416	XP_009106768.1	Np002G070520
OG0010417	XP_009127013.2, XP_009120048.1	Np003G160320
OG0010418	XP_018511609.1, XP_033146786.1	Np007G408010
OG0010419	XP_033148263.1, XP_033142351.1	Np007G407820
OG0010420	XP_009135313.1, XP_009146468.1	Np007G407260
OG0010421	XP_009146387.1, XP_009117044.1	Np007G405790
OG0010422	XP_009135378.1, XP_009146373.1	Np007G405600
OG0010423	XP_009146366.1, XP_009116879.1	Np007G405560
OG0010424	XP_033148646.1	Np007G405470
OG0010426	XP_009131770.1	Np003G148300
OG0010427	XP_009146273.1	Np007G404470
OG0010429	XP_009115469.1, XP_009146232.2	Np007G403530
OG0010430	XP_009115348.1, XP_009146213.1	Np007G402860
OG0010431	XP_009146145.1, XP_009135483.1	Np007G390710
OG0010432	XP_009136739.1	Np005G301300
OG0010433	XP_009146017.1, XP_009146018.2	Np007G392500
OG0010434	XP_009146003.1, XP_009135536.1	Np007G392780
OG0010435	XP_009113630.1, XP_009145959.1	Np007G393290
OG0010436	XP_009112842.1	Np007G394070
OG0010437	XP_009112813.1	Np001G038880, Np007G394250
OG0010438	XP_009135578.2, XP_009112754.2	Np007G394300
OG0010439	XP_009145887.1	Np007G394510
OG0010440	XP_033148803.1	Np007G394690
OG0010441	XP_009145856.2	Np007G395040
OG0010442	XP_009145843.1	Np007G395260
OG0010443	XP_009145838.1	Np007G395370
OG0010444	XP_009145830.1	Np007G395580
OG0010445	XP_009124376.1	Np004G198140
OG0010446	XP_009145764.1	Np007G396960
OG0010447	XP_009145759.1	Np007G397020
OG0010448	XP_009145738.2	Np007G397570
OG0010449	XP_009135651.1, XP_009111493.1	Np007G397580
OG0010450	XP_009107218.1	Np004G196720, Np007G398300
OG0010451	XP_018514713.1, XP_009135670.1	Np007G398850
OG0010452	XP_009111239.1	Np007G398890
OG0010453	XP_033148029.1	Np007G398920
OG0010454	XP_009145655.1	Np007G399150
OG0010455	XP_009145654.1	Np007G399160
OG0010456	XP_009145630.1	Np007G400200
OG0010457	XP_009110389.1, XP_009135691.1	Np012G436880, Np011G436200
OG0010459	XP_009145601.1	Np007G380330
OG0010460	XP_009109937.1	Np007G380810
OG0010461	XP_009145475.1	Np007G381520
OG0010462	XP_009145459.2, XP_009135769.2	Np007G382050
OG0010463	XP_009145446.1	Np007G382340, Np007G382280
OG0010464	XP_009109288.1	Np007G382390
OG0010465	XP_033147565.1	Np007G382590
OG0010466	XP_009135824.1, XP_009145268.1	Np007G383590
OG0010467	XP_009102520.1	Np007G386820
OG0010468	XP_009135837.1, XP_009108481.1	Np007G383890
OG0010469	XP_009135839.1, XP_009108451.1	Np007G383910
OG0010470	XP_009145243.1	Np007G383980
OG0010471	XP_033130900.1	Np007G384110
OG0010472	XP_009102650.1	Np007G384310
OG0010473	XP_009102611.1	Np007G384790
OG0010474	XP_009106266.1	Np007G385690
OG0010475	XP_009102554.1	Np007G385880
OG0010476	XP_033130351.1	Np007G386830
OG0010477	XP_009102411.1, XP_009136116.1	Np007G388120
OG0010478	XP_009113594.1, XP_009128724.2	Np007G389950
OG0010479	XP_009123212.2, XP_009136250.2	Np007G379040
OG0010480	XP_009119408.1	Np007G378150
OG0010481	XP_009136286.1	Np007G377730
OG0010482	XP_009121237.1	Np007G377710
OG0010483	XP_009121215.2	Np007G377370
OG0010484	XP_009121196.2, XP_009136340.1	Np007G376620
OG0010485	XP_009121199.1, XP_009136341.1	Np007G376600
OG0010486	XP_009136361.1	Np007G376440
OG0010487	XP_009112419.1, XP_009121144.1	Np007G376130
OG0010488	XP_009112489.1, XP_009102248.1	Np007G374590
OG0010489	XP_009124319.1, XP_009117534.1	Np007G373270
OG0010490	XP_009124320.1	Np007G373240
OG0010491	XP_009112622.1	Np007G373030
