Orthogroup	Brassica_rapa	Alyssum_gmelinii
OG0007980	XP_009133240.1, XP_009143406.2	Ag002G175610
OG0007981	XP_009133250.1, XP_009141735.1	Ag002G176290
OG0007982	XP_009141521.1, XP_009133043.1	Ag002G164760, Ag005G452470
OG0007984	XP_009149061.2, XP_009117770.1	Ag004G324810
OG0007985	XP_009110443.2	Ag004G325460
OG0007986	XP_009149234.1, XP_009117641.1	Ag004G328550
OG0007987	XP_009110354.1, XP_009117617.1	Ag004G329700
OG0007988	XP_009149267.1, XP_009110358.1	Ag004G329460
OG0007989	XP_009149278.1, XP_009117616.1	Ag004G329790
OG0007990	XP_033136946.1, XP_009149279.1	Ag004G329830
OG0007991	XP_033132670.1, XP_009149289.1	Ag004G329990
OG0007992	XP_009110333.2, XP_009117603.1	Ag004G330300
OG0007993	XP_009117604.1, XP_009149355.2	Ag004G330390
OG0007994	XP_009110314.1, XP_009149366.1	Ag004G331070
OG0007995	XP_009110287.1, XP_009149402.1	Ag004G331980, Ag006G574290
OG0007996	XP_009110284.2, XP_009149405.1	Ag004G332000
OG0007997	XP_009149432.1, XP_009117539.1	Ag004G332210
OG0007998	XP_009149436.1, XP_009110273.1	Ag004G332250, Ag006G503460
OG0007999	XP_033132467.1	Ag004G332970
OG0008000	XP_009110253.1, XP_009149481.1	Ag004G332980
OG0008001	XP_009110248.1, XP_009103372.1	Ag004G333300
OG0008002	XP_009149505.1, XP_009110237.1	Ag004G333800
OG0008003	XP_009103346.1, XP_033128067.1	Ag004G333970
OG0008004	XP_009110209.1, XP_009149562.1	Ag004G335280
OG0008005	XP_009106309.1	Ag003G220380
OG0008006	XP_009103313.1	Ag004G335650
OG0008007	XP_009149653.2, XP_033131457.1	Ag004G336700
OG0008008	XP_009149661.2, XP_009103294.1	Ag004G336970
OG0008009	XP_009110183.1, XP_009149663.1	Ag004G337040
OG0008010	NP_001288901.1, XP_009104631.1	Ag003G218820
OG0008011	XP_009103293.1, XP_009149667.1	Ag004G337080
OG0008012	XP_009149675.1, XP_009110180.1	Ag004G337430
OG0008013	XP_009149683.1, XP_009103287.2	Ag004G337610
OG0008014	XP_009103249.1, XP_009145359.1	Ag004G339000
OG0008015	XP_009103243.1, XP_009145348.1	Ag004G339200
OG0008016	XP_009123117.1	Ag004G339690
OG0008017	XP_009110132.1, XP_009103228.2	Ag004G339880
OG0008018	XP_009115566.1, XP_009103204.1	Ag004G341290
OG0008019	XP_018510322.2, XP_018508274.1	Ag003G242200
OG0008021	XP_033132531.1, XP_009115454.1	Ag003G243440
OG0008022	XP_009109896.2, XP_009115342.1	Ag003G247630
OG0008023	XP_033130308.1, XP_009115341.2	Ag003G247620
OG0008024	XP_009103072.1, XP_009109887.1	Ag005G441500
OG0008026	XP_009103036.1, XP_009113803.1	Ag003G246900
OG0008027	XP_009113779.2, XP_009102991.1	Ag004G308780
OG0008028	XP_009109824.1, XP_009102993.1	Ag003G246030
OG0008030	XP_033142228.1, XP_009137784.1	Ag008G712790
OG0008031	XP_009137434.1, XP_009137855.1	Ag004G302330
OG0008032	XP_009109250.1, XP_009137933.1	Ag006G530470
OG0008033	XP_009137449.2, XP_009138101.1	Ag006G511660
OG0008034	XP_009137457.1, XP_009138224.1	Ag006G529520
OG0008035	XP_009138797.1, XP_009137492.1	Ag007G598730
OG0008036	XP_009138887.1, XP_009137497.1	Ag007G598840
OG0008037	XP_033143022.1, XP_009139038.1	Ag007G586210
OG0008038	XP_009139133.2, XP_009137514.1	Ag007G586150
OG0008039	XP_009139151.1, XP_009137516.1	Ag007G586120
OG0008040	XP_033144259.1, XP_009143998.1	Ag001G076890, Ag005G478930
OG0008041	XP_009109120.1, XP_009144053.2	Ag003G252950
OG0008042	XP_009133952.1	Ag006G526700
OG0008043	XP_009140566.1, XP_009117111.1	Ag006G527010
OG0008044	XP_033145346.1	Ag006G524850
OG0008045	XP_009117285.1, XP_009140461.1	Ag006G523940
OG0008046	XP_009104771.2, XP_009106086.2	Ag003G231750
OG0008047	XP_009117331.1, XP_009140388.1	Ag006G523570
OG0008049	XP_009140383.1, XP_009117337.1	Ag006G523370
OG0008050	XP_009140367.1, XP_009112510.1	Ag006G523180
OG0008051	XP_018514207.1, XP_033134504.1	Ag006G523110
OG0008052	XP_009140320.1, XP_009117357.1	Ag006G522230
OG0008053	XP_009117365.1, XP_009140308.1	Ag003G294770, Ag006G521900
OG0008055	XP_009140282.1, XP_009117402.1	Ag006G521290
OG0008056	XP_018514038.1, XP_009117419.2	Ag006G520820
OG0008057	XP_009117424.1	Ag006G520780
OG0008058	XP_009117437.1	Ag005G402650, Ag005G403040, Ag002G163570
OG0008059	XP_033135635.1	Ag004G322580
OG0008060	XP_009117856.1, XP_009148889.1	Ag004G322370
OG0008061	XP_009148887.1	Ag004G322350
OG0008062	XP_009148876.2, XP_009110513.2	Ag004G321980
OG0008063	XP_009148867.1, XP_009117874.1	Ag004G321560
OG0008064	XP_009117890.1, XP_033128036.1	Ag004G321050
OG0008065	XP_033128054.1, XP_009117902.1	Ag004G320720
OG0008066	XP_009110563.1, XP_033134935.1	Ag004G319280
OG0008067	XP_018515368.2, XP_009117948.1	Ag004G319450
OG0008068	XP_009117978.2, XP_009123953.2	Ag004G318670
OG0008070	XP_009110604.1, XP_009148548.1	Ag004G317210
OG0008071	XP_009148549.1, XP_033133759.1	Ag004G317200
OG0008072	XP_009110631.1	Ag004G316210
OG0008073	XP_009148584.1, XP_009110641.2	Ag004G315960
OG0008074	XP_009110649.1, XP_009148593.1	Ag004G315790
OG0008075	XP_009110678.1, XP_009148619.2	Ag004G315200
OG0008076	XP_009110691.2, XP_009118169.2	Ag004G314800
OG0008077	XP_018514935.1	Ag004G314780
OG0008078	XP_009118184.2, XP_033133761.1	Ag004G314270
OG0008079	XP_009148485.1, XP_009118187.1	Ag004G313980
OG0008080	XP_009148481.1	Ag004G313900
OG0008081	XP_033135548.1, XP_009148403.1	Ag004G312280
OG0008082	XP_009148366.1, XP_009118257.1	Ag004G311840
OG0008083	XP_009148339.1	Ag004G311380
OG0008084	XP_009118267.1, XP_009148335.1	Ag004G311250
OG0008085	XP_033133419.1, XP_009148279.1	Ag004G310610
OG0008086	XP_009139237.1, XP_033131980.1	Ag001G075280
OG0008087	XP_033132320.1, XP_009148230.1	Ag004G308970
OG0008088	XP_009148109.1, XP_009110886.2	Ag004G308670
OG0008089	XP_009110885.1, XP_009148111.1	Ag004G308690
OG0008090	XP_033137500.1, XP_009110938.2	Ag004G307170
OG0008091	XP_009118458.1, XP_009118981.1	Ag004G306590
OG0008092	XP_009110963.1, XP_009119001.1	Ag004G306240
OG0008093	XP_009119049.1, XP_009118533.2	Ag004G305690
OG0008094	XP_033137783.1, XP_009118479.1	Ag004G305920
OG0008095	XP_018511221.1, XP_009110978.1	Ag004G305750
OG0008096	XP_009119048.2, XP_009110979.1	Ag004G305680
OG0008098	XP_009118535.2, XP_009119057.2	Ag004G305600
OG0008100	XP_033132331.1, XP_009119088.1	Ag004G305170
OG0008101	XP_009119113.1, NP_001288894.1	Ag004G304880
OG0008102	XP_009111046.1, XP_009118579.1	Ag004G304400
OG0008103	XP_009119213.2, XP_009111068.2	Ag004G303280
OG0008104	XP_009125938.3, XP_009121736.1	Ag007G612290
OG0008105	XP_009118632.1, XP_009119280.1	Ag004G302620
OG0008106	XP_009111102.1, XP_009118647.1	Ag004G302490
OG0008107	XP_009111104.1, XP_009119300.1	Ag004G302460
OG0008108	XP_009118659.3, XP_009119326.1	Ag005G459720, Ag004G302180
OG0008109	XP_033138343.1	Ag004G301150
OG0008110	XP_009119530.1, XP_009111151.1	Ag004G301170
OG0008111	XP_009111150.1, XP_009119529.1	Ag004G301180
OG0008112	XP_009119523.1, XP_033132218.1	Ag001G013580, Ag004G301230
OG0008113	XP_009111141.1, XP_009119361.1	Ag004G301610, Ag004G301600
OG0008114	XP_009119566.3, XP_009118703.1	Ag004G304450, Ag004G300620
OG0008115	XP_009111163.1, XP_009119569.1	Ag004G300410
OG0008116	XP_009118712.1, XP_009111168.1	Ag004G300280
OG0008117	XP_033134971.1, XP_009119604.1	Ag004G299900
OG0008118	XP_009111200.1, XP_009119635.1	Ag004G299340
OG0008119	XP_009119631.3	Ag004G299410
OG0008119	XP_009118770.1	Ag004G299390
OG0008120	XP_009119780.2, XP_033138358.1, XP_033134977.1	Ag004G299420
OG0008121	XP_033138342.1	Ag004G299250
OG0008122	XP_009119673.1, XP_009118794.1	Ag004G298740
OG0008123	XP_009119715.1, XP_009118826.2	Ag004G297990, Ag003G245080
OG0008124	XP_009111538.1	Ag006G518810, Ag006G518850
OG0008125	XP_009119756.1, XP_009118861.2	Ag004G297340
OG0008126	XP_009131407.1, XP_009125976.1	Ag007G614070
OG0008127	XP_009121682.1, XP_009131391.1	Ag007G613560
OG0008128	XP_009125998.1, XP_009131421.1	Ag007G615310
OG0008129	XP_009121638.2, XP_033139891.1	Ag007G615320
OG0008130	XP_018512367.1, XP_018512972.1, XP_009121630.1	Ag007G615870
OG0008131	XP_009121563.2, XP_009126057.1	Ag007G619160
OG0008132	XP_009126054.1, XP_009121568.1	Ag007G618990
OG0008133	XP_009131471.1, XP_009121569.1	Ag007G618970, Ag007G618980
OG0008134	XP_009121514.2	Ag007G621150
OG0008135	XP_009131540.1, XP_009126113.2	Ag007G622350
OG0008136	XP_009126123.1, XP_009121486.1	Ag007G622460
OG0008137	XP_009121478.1, XP_009131547.2	Ag007G622600
OG0008138	XP_033138576.1, XP_009126128.1	Ag007G623040
OG0008139	XP_009121422.1, XP_009126153.1	Ag007G624110
OG0008140	XP_018512043.1, XP_009107517.1	Ag007G625480
OG0008141	XP_009126204.1, XP_009121060.1	Ag007G626960
OG0008142	XP_033141640.1, XP_009121047.1	Ag007G627920
OG0008143	XP_009121045.1, XP_009126214.1	Ag007G628020
OG0008144	XP_009131618.1, XP_009121038.2	Ag006G567770
OG0008145	XP_009131642.2, XP_009120998.1	Ag007G631440
OG0008146	XP_033138245.1	Ag006G492720, Ag007G630750
OG0008147	XP_009120971.1, XP_009126253.1	Ag007G630610
OG0008149	XP_018512579.2, XP_009120947.1	Ag007G629740
OG0008150	XP_009126287.1, XP_033137452.1	Ag007G629440
OG0008151	XP_009126292.1, XP_009120925.1	Ag007G631920
OG0008152	XP_009120924.1	Ag007G632090
OG0008153	XP_009120919.1, XP_009126294.2	Ag007G632180
OG0008154	XP_009126301.2	Ag007G632600
OG0008155	XP_009120897.1, XP_009131733.1	Ag007G633860
OG0008156	XP_009111693.1, XP_009151131.1	Ag007G633900
OG0008157	XP_009129922.1	Ag007G634220
OG0008158	XP_009111698.1	Ag007G634230
OG0008159	XP_009129928.1, XP_009151141.1	Ag007G634510
OG0008160	XP_009151505.2, XP_009111721.1	Ag007G635220
OG0008161	XP_009151180.1	Ag007G636140
OG0008162	XP_009129879.1, XP_009151186.1	Ag007G636490
OG0008163	XP_009129869.2, XP_009151195.2	Ag007G636750
OG0008164	XP_009151213.1, XP_009111941.1	Ag007G637120
OG0008165	XP_009111917.1, XP_009151281.1	Ag007G641220
OG0008168	XP_033129660.1, XP_009129746.1	Ag007G643610
OG0008170	XP_009125943.1, XP_009121730.1	Ag007G612480
OG0008171	XP_033129727.1, XP_009111847.1	Ag007G643130, Ag002G108610
OG0008172	XP_033139752.1, XP_009121741.1	Ag007G612150
OG0008173	XP_009125923.1, XP_009121753.1	Ag007G612010
OG0008174	XP_009121759.1	Ag007G611830
OG0008175	XP_009130976.1, XP_009122387.1	Ag006G506080
OG0008176	XP_033137850.1	Ag006G505280, Ag006G505290
OG0008177	XP_009125649.2, XP_009122262.2	Ag006G504660
OG0008178	XP_009122252.1, XP_009130946.1	Ag006G504550
OG0008179	XP_009122236.1	Ag006G503830
OG0008180	XP_009130872.1, XP_009122903.1	Ag006G499980
OG0008181	XP_009125565.1, XP_033137791.1	Ag006G498280
OG0008182	XP_009125563.2, XP_009122587.1	Ag006G498250
OG0008183	XP_009120895.1, XP_009131734.1	Ag008G719480
OG0008184	XP_009129966.1, XP_009151064.1	Ag008G720960
OG0008185	XP_009151032.1, XP_009111652.2	Ag008G721440
OG0008186	XP_009111641.1, XP_009150996.1	Ag008G721970
OG0008187	XP_009150985.1	Ag008G722010
OG0008188	XP_009130055.1, XP_009150984.1	Ag008G722050
OG0008189	XP_009130069.1, XP_009150959.1	Ag008G722530
OG0008190	XP_009130082.1, XP_009150945.1	Ag008G722830
OG0008191	XP_009150904.1, XP_009141730.1	Ag008G723490
OG0008192	XP_009150899.1, XP_033135758.1	Ag008G723590
OG0008193	XP_009150878.1, XP_009130112.1	Ag008G723900
OG0008194	XP_009105353.1, XP_009105069.1	Ag004G354500
OG0008195	XP_009136378.1, XP_009130123.1	Ag008G724320
OG0008196	XP_009136391.1, XP_009111953.1	Ag008G724440
OG0008197	XP_009111955.2, XP_009136393.1	Ag008G724470
OG0008198	XP_009136418.1	Ag008G724960, Ag008G724950
OG0008199	NP_001288951.1, NP_001288903.1	Ag008G725780
OG0008200	XP_009111998.1, XP_009136506.1	Ag008G726220
OG0008201	NP_001288807.1, XP_009130177.1	Ag008G726620
OG0008202	XP_009151347.1, XP_009130308.2	Ag008G727160
OG0008203	XP_009130207.1, XP_033130069.1	Ag008G727190
OG0008204	XP_009134948.1, XP_009151360.2	Ag008G727420
OG0008205	XP_009130223.1, XP_009151374.1	Ag008G727830
OG0008206	XP_033140336.1, XP_033136801.1	Ag008G727880
OG0008207	XP_033140048.1, XP_033128471.1, XP_033139359.1	Ag008G728300
OG0008208	XP_009112044.1, XP_009151418.1	Ag008G728660
OG0008209	XP_009150368.1, XP_009112059.2	Ag008G728980
OG0008210	XP_009120361.1, XP_009132047.1	Ag008G706010
OG0008211	XP_033137716.1	Ag008G705980
OG0008212	XP_009120352.1, XP_009132051.2	Ag008G705920
OG0008213	XP_009136598.2, XP_033136969.1	Ag001G067650
OG0008214	XP_009136586.2, XP_009115788.2	Ag001G059360
OG0008215	XP_009136584.1, XP_009149275.2	Ag001G059380, Ag001G059540
OG0008216	XP_009136563.1	Ag001G062830
OG0008217	XP_009101992.1, XP_009115722.1	Ag001G061480
OG0008219	XP_009150139.1, XP_009149731.1	Ag008G693150
OG0008220	XP_009149732.1, XP_009150140.1	Ag008G692990
OG0008221	XP_033129937.1, XP_009151924.1, XP_033128832.1	Ag008G692250
OG0008222	XP_009149822.1, XP_033129396.1	Ag001G056110
OG0008223	XP_033140920.1, XP_033129851.1	Ag001G052180
OG0008224	XP_009150312.1	Ag008G726630
OG0008226	XP_009105320.1, XP_009127574.1	Ag004G355230
OG0008227	XP_009105312.1, XP_009105107.1	Ag004G355320
OG0008228	XP_009105309.1, XP_009105103.1	Ag004G355340
OG0008229	XP_033131996.1	Ag004G355390, Ag004G355400
OG0008230	XP_009127566.1, XP_009105302.1	Ag004G355520
OG0008231	XP_009105112.1, XP_009127563.1	Ag004G355640
OG0008232	XP_009143730.1, XP_009141407.1	Ag002G161730
OG0008233	XP_009105121.3, XP_009127554.1	Ag004G355970
OG0008234	XP_009127584.1, XP_009105088.1	Ag004G354790
OG0008235	XP_009127546.1	Ag004G356180
OG0008236	XP_009105439.2, XP_033141699.1	Ag004G350550
OG0008237	XP_033141703.1, XP_009105442.1	Ag004G350530
OG0008238	XP_009105453.1, XP_009127697.1	Ag004G350450
OG0008239	XP_009127765.1, XP_009105651.1	Ag004G347610
OG0008240	XP_009110060.2, XP_009115436.1	Ag003G243680
OG0008241	XP_009145455.1	Ag007G601550, Ag005G440700
OG0008242	XP_009127775.1, XP_009105692.1	Ag004G346140
OG0008243	XP_009127776.2, XP_009104966.1	Ag002G125440, Ag004G346080
OG0008244	XP_009105694.1, XP_009104957.2	Ag004G345880
OG0008245	XP_009104954.1, XP_009127789.1	Ag004G345310
OG0008246	XP_018508245.1, XP_009127793.1	Ag004G345230
OG0008247	XP_009127841.1	Ag004G343650
OG0008248	XP_009105798.1	Ag004G343120
OG0008249	XP_009104892.1, XP_009105840.1	Ag004G342240
OG0008250	XP_009104866.1, XP_009105878.1	Ag003G240370
OG0008251	XP_009106462.1, XP_009128280.2	Ag003G214900, Ag003G264130
OG0008252	XP_009106461.1, XP_009104588.1	Ag003G214990
OG0008253	XP_009128277.1, XP_009106459.1	Ag003G215020
OG0008254	XP_009104599.1, XP_009106427.1	Ag003G215600
OG0008255	XP_033140003.1, XP_009106420.1	Ag003G215910
OG0008256	XP_009128230.1, XP_009104621.1	Ag003G218060
OG0008257	XP_033131406.1	Ag003G218710
OG0008258	XP_009128206.2, XP_009106373.1	Ag003G218860
OG0008259	XP_009124582.1, XP_009106351.1	Ag003G219390
OG0008260	XP_009128179.1, XP_009106317.1	Ag003G220160
OG0008261	XP_009128150.1, XP_009106257.1	Ag003G222810
OG0008262	XP_009106249.1, XP_009104690.2	Ag003G222920
OG0008263	XP_009128134.1	Ag003G224110
OG0008264	XP_009106235.1, NP_001288944.1	Ag003G224120
OG0008265	XP_009106216.1, XP_009128120.1	Ag003G224740
OG0008266	XP_009128116.2, XP_009106213.1	Ag003G225310, Ag003G225450, Ag003G225260
OG0008267	XP_009128108.1	Ag003G225750
OG0008268	XP_009106177.1, XP_009104716.1	Ag003G227220
OG0008269	XP_009104736.1, XP_009106150.1	Ag003G228630
OG0008270	XP_009106130.1, XP_009128062.1	Ag003G229500
OG0008271	XP_009104767.1, XP_009106101.1	Ag003G231540
OG0008272	XP_009106067.1, XP_009128026.1	Ag003G232900
OG0008273	XP_009106048.1	Ag003G233680
OG0008274	XP_009104790.1, XP_009106041.2	Ag003G234140
OG0008275	XP_009106037.1, XP_009104793.1	Ag003G234240
OG0008276	XP_009104799.1, XP_009128005.1, XP_009106025.1	Ag003G234980
OG0008277	XP_009106006.1	Ag006G518200, Ag003G236390
OG0008278	XP_009105998.1, XP_009104812.2	Ag003G236490
OG0008279	XP_009105966.3, XP_009127970.1	Ag003G237600
OG0008280	XP_009105583.1	Ag003G237920
OG0008281	XP_009127938.1, XP_009105913.1	Ag003G239380
OG0008282	XP_009105884.1, XP_009127915.1	Ag003G240050
OG0008283	XP_009128334.1, XP_009104549.2	Ag003G212150
OG0008284	XP_033140326.1, XP_009106670.1	Ag003G211530
OG0008285	XP_009104509.1, XP_009106687.1	Ag003G210900
OG0008286	XP_009106701.1, XP_009104503.2	Ag003G210600
OG0008287	XP_009104483.1, XP_009128394.1	Ag003G209800
OG0008288	XP_009106728.1, XP_009128401.1	Ag003G209530
OG0008289	XP_009104471.1, XP_009104470.1	Ag003G209070
OG0008290	XP_009128432.1, XP_009104455.2	Ag003G208420
OG0008291	XP_009106761.1	Ag003G208380
OG0008292	XP_009106767.1, XP_009128451.1	Ag003G208130
OG0008293	XP_009104430.1, XP_009106776.2	Ag003G207660
OG0008294	XP_009120393.1, XP_009146597.1	Ag005G470810
OG0008295	XP_009135279.1, XP_009124704.1	Ag005G470010
OG0008296	XP_009135280.1, XP_009146552.1	Ag005G469970
OG0008297	XP_009124736.1, XP_009135292.1	Ag005G469690
OG0008298	XP_033132888.1, XP_033143254.1, XP_033147503.1	Ag005G469180
OG0008299	XP_009146436.1, XP_009117379.1	Ag005G468010
OG0008300	XP_009151099.1, XP_009111674.1	Ag008G720320
OG0008302	XP_009117349.1	Ag005G467960, Ag003G222760, Ag004G374760
OG0008303	XP_009146519.1	Ag005G467870
OG0008304	XP_009135358.1, XP_009146413.1	Ag005G467440
OG0008305	XP_009146405.1	Ag005G466540, Ag005G466480
OG0008306	XP_009135366.1	Ag005G462810, Ag005G466430
OG0008307	XP_009146390.1, XP_033141166.1	Ag005G466260
OG0008308	XP_009146310.3	Ag005G464880
OG0008309	XP_009146288.2, XP_009135425.1	Ag005G464490
OG0008310	XP_009115660.1, XP_009146272.1	Ag005G464250
OG0008311	XP_009146269.1, XP_033130961.1	Ag005G464170
OG0008312	XP_009147666.1	Ag001G007700
OG0008313	XP_009135464.1, XP_009115193.1	Ag005G462460
OG0008314	XP_009146157.1, XP_009114819.1	Ag005G461500
OG0008315	XP_009146151.1	Ag005G461450
OG0008316	XP_009146064.1, XP_033136361.1	Ag005G460030
OG0008317	XP_009114490.1	Ag005G454380, Ag005G458830
OG0008318	XP_009135524.1, XP_009114089.1	Ag005G458050
OG0008319	XP_009135549.1, XP_009145975.2	Ag005G457070
OG0008320	XP_009135556.1, XP_009113593.1	Ag005G456490
OG0008321	XP_009112822.2, XP_009145906.1	Ag005G455290
OG0008322	XP_009112560.1, XP_009145872.1	Ag005G453450
OG0008323	XP_009135591.1	Ag005G453420
OG0008324	XP_009135594.1, XP_009145863.1	Ag005G453340
OG0008325	XP_009135612.1, XP_009145827.1	Ag005G451030
OG0008326	XP_009135637.1, XP_009145784.1	Ag005G449530
OG0008327	XP_009111836.1, XP_009145780.1	Ag005G449480
OG0008328	XP_009113931.1	Ag003G230630, Ag003G221040, Ag003G221020
OG0008329	XP_009116139.1	Ag001G075780
OG0008330	XP_009110350.1, XP_009135699.1	Ag005G445090
OG0008331	XP_009144717.1, XP_009147501.2	Ag001G034290
OG0008332	XP_009135806.1, XP_009145330.1	Ag005G438410
OG0008333	XP_009145235.1, XP_033142203.1	Ag005G436110
OG0008334	XP_009102637.1	Ag013G741530, Ag005G435240
OG0008335	XP_009106153.1, XP_009102544.2	Ag005G431370
OG0008336	XP_009102531.1, XP_009106030.1	Ag005G430970
OG0008337	XP_009102428.1, XP_009136104.1	Ag007G583490
OG0008338	XP_009127225.1, XP_009132523.1	Ag008G683550
OG0008339	XP_033131449.1, XP_009112479.1	Ag005G411310
OG0008340	XP_009123231.1	Ag005G419550
OG0008341	XP_018511356.1, XP_009119404.1	Ag005G419200
OG0008342	XP_009136283.1, XP_018510993.1	Ag005G418800
OG0008343	XP_009136298.1, XP_033132103.1	Ag005G418040
OG0008344	XP_033134141.1, XP_009121209.1	Ag005G417790
OG0008345	XP_009136343.1, XP_009121197.2	Ag005G417230
OG0008346	XP_009136360.1	Ag002G177790
OG0008347	XP_033131355.1, XP_009112426.1	Ag005G415970
OG0008348	XP_009121114.1	Ag005G415830
OG0008349	XP_009112431.1, XP_009121111.1	Ag005G415780
OG0008350	XP_009121084.1, XP_009150762.1	Ag005G414350
OG0008351	XP_009114701.1, XP_009112553.1	Ag005G410170
OG0008352	XP_009124618.1, XP_009114696.1	Ag005G410440
OG0008353	XP_009150718.1, XP_009112562.1	Ag005G409460
OG0008354	XP_009102184.1, XP_009103394.1	Ag005G407200
OG0008355	XP_009117527.2, XP_033131175.1	Ag005G405510
OG0008357	XP_009106814.2, XP_009106866.2	Ag001G000850
OG0008358	XP_009147474.1, XP_009106823.1	Ag001G000960
OG0008359	XP_009147511.2, XP_009103731.2	Ag001G003190, Ag001G002280
OG0008360	XP_009128994.1, XP_009101389.1	Ag002G123630
OG0008361	XP_009147517.1, XP_009106891.1	Ag001G002470
OG0008362	XP_009106956.1, XP_009147572.1	Ag001G004390
OG0008364	XP_009147589.2	Ag001G005790
OG0008365	XP_018508048.1	Ag001G006150
OG0008366	XP_009106976.1	Ag004G370360, Ag003G262430
OG0008367	XP_009147619.1, XP_009144788.1	Ag001G006710
OG0008368	XP_009106999.1	Ag001G006720
OG0008369	XP_033146859.1	Ag001G006920
OG0008370	XP_033128365.1, XP_009107009.1	Ag001G007030
OG0008371	XP_009107152.1, XP_009144860.1	Ag001G009600
OG0008372	XP_009107164.1, XP_009147723.1	Ag001G009960
OG0008373	XP_009107169.2, XP_033146896.1	Ag001G010550
OG0008374	XP_009107210.1, XP_009147768.1	Ag001G011200
OG0008375	XP_009144949.1, XP_009107215.1	Ag001G014320
OG0008376	XP_009147846.1, XP_009107226.2	Ag007G627580, Ag001G015820
OG0008377	XP_009107233.1, XP_009147848.1	Ag001G015990
OG0008378	XP_009147913.1, XP_009107312.1	Ag001G021320
OG0008379	XP_033133509.1, XP_033129136.1	Ag001G022930
OG0008380	XP_009136750.2, XP_018509642.1	Ag001G029170
OG0008381	XP_009146503.2, XP_009136740.1	Ag001G029820, Ag001G031060
OG0008382	XP_009141409.1, XP_009143726.1	Ag002G161880
OG0008383	XP_009141404.2, XP_009143736.1	Ag002G161540
OG0008384	XP_033146286.1, XP_009143741.1	Ag002G161380
OG0008385	XP_033145723.1, XP_009115896.1	Ag001G065120
OG0008386	XP_033144815.1, XP_009115917.1	Ag001G064560
OG0008387	XP_009115936.1, XP_009136667.3	Ag001G064280
OG0008388	XP_009136674.1, XP_009139461.2	Ag001G068520
OG0008389	XP_009148738.1, XP_009115970.1	Ag001G069840
OG0008390	XP_009125236.2	Ag001G070660
OG0008391	XP_009103868.2, XP_009116049.1	Ag001G072730
OG0008392	XP_009116059.2, XP_009139385.1	Ag001G072960
OG0008393	XP_033146228.1, XP_009116075.1	Ag001G073240, Ag002G179370
OG0008394	XP_009103884.1, XP_009116085.1	Ag001G073500
OG0008395	XP_009116098.1, XP_009103903.1	Ag001G074430
OG0008396	XP_009136633.1, XP_009123762.1	Ag001G066250
OG0008397	XP_009103913.1, XP_009116120.1	Ag001G074910
OG0008398	XP_009116122.1, XP_009139246.1	Ag001G074990
OG0008399	XP_009116147.2, XP_033146514.1	Ag001G076020
OG0008400	XP_009116117.1, XP_009139249.1	Ag001G074870
OG0008401	XP_009139224.1, XP_009103929.1	Ag001G075990
OG0008402	XP_009103945.1, XP_009116191.2	Ag001G076500
OG0008403	XP_033135023.1, XP_033146564.1	Ag001G078580
OG0008404	XP_009116248.1	Ag001G080560, Ag001G078720
OG0008405	XP_009116300.1, XP_009139123.1	Ag001G080470
OG0008406	XP_009104005.1, XP_009116348.1	Ag001G081610
OG0008407	XP_009104036.1, XP_009116402.1	Ag001G083390, Ag001G083360
OG0008408	XP_033146475.1, XP_033136033.1	Ag001G085150
OG0008409	XP_033131110.1, XP_033146061.1	Ag001G086370
OG0008410	XP_009116521.1, XP_009104144.1	Ag001G087940
OG0008411	XP_009116540.1, XP_009104155.1	Ag001G088450
OG0008412	XP_033130615.1, XP_009116541.1	Ag001G088460
OG0008413	XP_009138938.1, XP_009116551.1	Ag001G088600
OG0008414	XP_009138936.1, XP_018510668.2	Ag001G088670
OG0008416	XP_033145456.1, XP_033136058.1	Ag001G088840
OG0008417	XP_009133552.1, XP_009142884.1	Ag002G195630
OG0008418	XP_033146493.1, XP_009125405.1	Ag002G130870, Ag007G650460, Ag002G130890
OG0008419	XP_009104203.2, XP_009116599.1	Ag001G090640
OG0008420	XP_033145452.1, XP_009104211.1	Ag001G090790
OG0008421	XP_009116620.1, XP_009138906.1	Ag001G090820
OG0008422	XP_009104216.1, XP_009116635.1	Ag001G091220
OG0008423	XP_033130972.1, XP_033136061.1	Ag001G091290
OG0008424	XP_009116649.1, XP_033146191.1	Ag001G091530
OG0008425	XP_009116686.1, XP_009138871.1	Ag001G092160
OG0008426	XP_009116697.1, XP_009138863.1	Ag001G092450
OG0008427	XP_009138837.2, XP_018508443.1	Ag001G092750
OG0008428	XP_009138830.2	Ag001G093190, Ag001G093200
OG0008429	XP_009116745.2, XP_009138822.2	Ag001G093400
OG0008430	XP_009116844.1, XP_009104347.1	Ag001G095570
OG0008431	XP_009138743.1, XP_033134746.1	Ag001G096180
OG0008432	XP_009116865.1, XP_009104357.1	Ag001G096210, Ag004G338380
OG0008433	XP_009116885.1	Ag001G096540
OG0008434	XP_033146735.1, XP_009116896.1	Ag001G096750
OG0008435	XP_009116894.1	Ag001G096710
OG0008437	XP_009138706.1, XP_009116958.1	Ag001G098210
OG0008438	XP_009138703.1, XP_033135535.1	Ag001G098250
OG0008439	XP_009138697.2, XP_009116975.2, XP_009104413.2	Ag001G098480
OG0008440	XP_009116990.1, XP_009138647.1	Ag001G098730, Ag001G064480, Ag001G064470
OG0008441	XP_009107068.1, XP_009147536.2	Ag001G003610
