Orthogroup	Brassica_rapa	Erysimum_linariifolium
OG0009571	XP_033148438.1	El006G281620
OG0009572	XP_009127946.1, XP_033130931.1	El004G224820
OG0009573	XP_009137756.2, XP_009144138.1	El003G155920
OG0009574	XP_009118500.1, XP_009138249.1	El003G148690
OG0009575	XP_018512647.1, XP_009124566.2	El003G149510
OG0009576	XP_033138186.1, XP_009118596.3	El002G087470
OG0009579	XP_009110789.1, XP_009148308.1	El002G092900
OG0009580	XP_033129129.1, XP_009144426.1	El002G093690
OG0009581	XP_009118158.1, XP_033135723.1	El002G095330
OG0009582	XP_009148615.1, XP_009118115.1, XP_009110674.1	El002G095520
OG0009583	XP_009117801.1, XP_009149013.1	El002G099880
OG0009585	XP_033130516.1, XP_009105799.1	El004G223230
OG0009586	XP_009127638.1, XP_009105042.1	El004G219290
OG0009587	XP_009112572.2	El005G277440
OG0009588	XP_009118944.1	El002G130940
OG0009590	XP_018515234.1	El003G174320, El003G149230
OG0009591	XP_033139749.1, XP_009121748.1	El001G068070
OG0009592	XP_033143804.1	El001G080940
OG0009595	XP_009136845.1, XP_009108322.1	El003G169510
OG0009596	XP_033137279.1, XP_018508408.1	El002G115530, El002G114640
OG0009597	XP_009123514.1, XP_009124587.1	El002G129360
OG0009598	XP_009107406.1	El002G130670
OG0009600	XP_009141257.1, XP_009141256.1	El002G124660, El006G299450
OG0009601	XP_009144210.1, XP_009141168.1	El006G301040
OG0009603	XP_033137827.1, XP_009131374.1	El001G067600
OG0009604	XP_009126016.1, XP_009121620.1	El001G066540
OG0009605	XP_009131452.1, XP_009121591.2	El001G066200
OG0009606	XP_033141670.1, XP_033143473.1	El001G066020
OG0009607	XP_009121451.1, XP_009131558.1	El001G064180
OG0009608	XP_009121036.1, XP_009137385.1	El001G062710
OG0009609	XP_009125151.1, XP_009140030.1	El003G191680
OG0009610	XP_009125207.1, XP_009140130.1	El003G193410
OG0009611	XP_033144539.1, XP_009126766.1	El007G333230
OG0009612	XP_009129955.1, XP_009151085.1	El001G052620
OG0009613	XP_009136497.1, XP_009111995.1	El007G329200
OG0009614	XP_009136504.3, XP_009130165.1	El007G329150
OG0009615	XP_009103474.1	El007G323110
OG0009616	XP_033136101.1, XP_033131636.1	El007G323050
OG0009621	XP_009141103.1, XP_009132753.1, XP_033138628.1	El006G301800
OG0009622	XP_009115853.1, XP_009136624.1	El001G021940
OG0009623	XP_009150769.2, XP_009150780.2, XP_018515198.2	El007G357750
OG0009625	XP_009151656.1, XP_009129737.2	El007G348190
OG0009626	XP_009114683.1, XP_009126948.1	El001G005910
OG0009628	XP_009102981.2, XP_009113769.1, XP_009109813.1	El002G113000
OG0009630	XP_009127352.1	El007G343700, El007G343690, El007G343710
OG0009635	XP_009117470.1	El005G279410
OG0009636	XP_009133727.1	El003G168890, El006G319880
OG0009637	XP_009128763.1	El003G153430, El003G154260
OG0009639	XP_009128494.1, XP_009137867.1	El003G153410
OG0009640	XP_009137872.1	El003G153290
OG0009641	XP_009128049.1	El003G152980, El008G370520
OG0009642	XP_009127888.1, XP_009137912.1	El003G152720
OG0009643	XP_009134205.1, XP_018513068.1, XP_009137936.1	El003G152480
OG0009644	XP_033141351.1, XP_009120846.1	El001G060230
OG0009645	XP_009137970.1, XP_009108964.1	El003G152220
OG0009646	XP_033135847.1, XP_009108952.1	El003G151880
OG0009647	XP_009118942.1	El002G130920
OG0009648	XP_009126711.1, XP_009108911.1	El005G243630, El003G151210
OG0009649	XP_009125916.1	El003G150270
OG0009650	XP_009108824.1, XP_009125299.1	El003G149820
OG0009651	XP_009125414.2	El003G149880
OG0009652	XP_009138164.1, XP_009124971.1	El003G149540
OG0009653	XP_009122233.1, XP_009138192.1	El003G149220
OG0009654	XP_009131842.1	El001G058730
OG0009655	XP_033136768.1, XP_033132585.1	El003G148880
OG0009656	XP_033136839.1, XP_033142781.1	El003G148840
OG0009657	XP_009117671.1	El003G148520
OG0009658	XP_009119395.1	El005G273200
OG0009659	XP_009113671.1, XP_009108739.1	El003G148140
OG0009660	XP_009107596.1, XP_009108691.1	El003G147490
OG0009661	XP_009106425.1, XP_009108689.1	El003G147380
OG0009662	XP_009126565.1	El001G057530, El006G311340
OG0009663	XP_009104299.1, XP_009108622.1	El003G147170
OG0009664	XP_009115023.1	El002G118020
OG0009665	XP_009108110.1	El002G118890
OG0009666	XP_009145227.2, XP_009114945.1	El002G119070
OG0009667	XP_009145226.1, XP_009114944.1	El002G119080
OG0009668	XP_009114933.1, XP_009145217.1	El002G119160
OG0009669	XP_009151423.1	El002G119720
OG0009670	XP_009114893.1	El002G119740
OG0009671	XP_009114881.1, XP_009151433.1	El002G119890
OG0009672	XP_009107976.1, XP_009114873.1	El002G119980
OG0009673	XP_009137300.1, XP_009136467.1	El003G162540
OG0009675	XP_033147371.1	El002G120190
OG0009676	XP_009114867.1, XP_009107978.1	El002G120200
OG0009677	XP_009151450.1	El002G120220
OG0009678	XP_009145288.1	El003G170120
OG0009679	XP_033145770.1	El003G170180
OG0009680	XP_009136765.2, XP_009146001.1	El003G171230
OG0009681	XP_009146096.1	El003G171340
OG0009682	XP_009113396.1	El004G208770, El004G208600
OG0009683	XP_033135485.1	El004G206370
OG0009684	XP_009113357.1	El004G206310
OG0009685	XP_009123002.2, XP_009104723.2	El004G206280
OG0009687	XP_009102805.1	El004G203460
OG0009688	XP_009103121.2	El004G202140
OG0009689	XP_009103101.1, XP_009113280.1	El004G202150
OG0009690	XP_009113260.1	El004G201600
OG0009691	XP_009104283.1	El004G200140
OG0009692	XP_009104294.1	El004G200120
OG0009695	XP_033129721.1, XP_009101352.1	El001G036240
OG0009696	XP_009114242.1	El001G036260
OG0009697	XP_009101351.1	El001G036290
OG0009698	XP_009148885.1, XP_009117858.1	El002G099060
OG0009699	XP_009129231.1	El001G036350
OG0009700	XP_009129218.1, XP_009101329.1	El001G036560
OG0009701	XP_009148836.1, XP_009110537.2	El002G098580
OG0009702	XP_009129167.1	El001G037250
OG0009703	NP_001288907.1, XP_009129104.2	El001G038110
OG0009704	XP_009152151.1, XP_009114141.1	El001G038850
OG0009705	XP_009119362.2, XP_009114133.1	El001G038950
OG0009706	XP_018510007.1, XP_009152145.1	El001G038970
OG0009707	XP_033128411.1, XP_009129037.1	El001G039670
OG0009708	XP_009152118.1, XP_009129036.2	El001G039700
OG0009709	XP_033139883.1, XP_009152096.1	El001G040080
OG0009710	XP_033128910.1	El001G040830
OG0009711	XP_009152045.1, XP_009121505.1	El001G040950
OG0009712	XP_009129483.1, XP_009152024.1	El001G041240
OG0009713	XP_009129481.1	El001G041250
OG0009714	XP_009152180.1	El001G042330
OG0009715	XP_009111581.1, XP_009129400.1	El001G042630
OG0009716	XP_009151830.1	El001G044390
OG0009717	XP_009151828.1	El001G044430
OG0009718	XP_009129340.1, XP_009151821.1	El001G044480
OG0009719	XP_009151789.1, XP_009129301.1	El001G045190
OG0009720	XP_033137186.1	El001G045890
OG0009721	XP_033140759.1	El001G045900
OG0009723	XP_009105256.1, XP_033139586.1	El004G217220
OG0009724	XP_009105251.1	El004G217210
OG0009725	XP_009105212.1	El004G215810
OG0009726	XP_018511853.2, XP_009105185.1	El004G215130
OG0009727	NP_001304174.1, XP_009115693.1	El004G214980
OG0009728	XP_033136581.1, XP_033141614.1	El004G213630
OG0009729	XP_018512350.1, XP_009105149.2	El004G213210
OG0009730	XP_009105148.1, XP_018511682.2	El004G213050
OG0009731	XP_009127383.1	El004G211790
OG0009732	XP_009105292.1	El004G211680
OG0009733	XP_009128463.2, XP_009127375.2	El004G211500
OG0009734	XP_009112862.2, XP_033135349.1	El004G193880
OG0009735	XP_009112864.1	El004G193940
OG0009736	XP_009112874.2, XP_009112838.2	El004G194120
OG0009737	XP_009112883.1, XP_033135366.1	El004G194280
OG0009738	XP_033135377.1	El004G194790
OG0009739	XP_009112912.1, XP_009112787.1	El004G195170
OG0009740	XP_009112922.1	El004G195660
OG0009741	XP_009113019.1, XP_009112976.1	El004G196630
OG0009742	XP_033136167.1	El004G197060
OG0009743	XP_009118078.1, XP_009110640.1	El002G095980
OG0009744	XP_018511378.1, NP_001288955.1	El004G198320
OG0009745	XP_033135071.1	El006G321170
OG0009746	XP_033144917.1, XP_009137562.1	El003G158570
OG0009747	XP_009137567.1	El003G158470, El004G209660
OG0009748	XP_009142733.1, XP_009141976.1	El006G288140
OG0009749	XP_018513345.2, XP_009141973.1	El006G288170
OG0009750	XP_018513420.1, XP_009141947.1	El006G288590
OG0009751	XP_033145847.1, XP_009133463.1	El006G288610
OG0009752	XP_009133459.1, XP_009142711.1	El006G288640
OG0009753	XP_009133457.1, XP_009133458.1	El006G288660
OG0009754	XP_009141937.1	El006G288710
OG0009755	XP_009141936.2	El006G288720
OG0009757	XP_009135046.1	El005G244830
OG0009759	XP_033147884.1, XP_009135119.1	El004G215420
OG0009760	XP_009146781.1	El005G246480
OG0009761	XP_009135152.1, XP_033147909.1	El005G246570
OG0009762	XP_009146736.1, XP_009135160.2	El005G246860
OG0009763	XP_009146674.1, XP_009135190.1	El005G247650
OG0009764	XP_018514653.1	El005G248090
OG0009765	XP_009139797.1	El005G274510
OG0009767	XP_018511116.1	El007G344370
OG0009768	XP_018511117.2	El007G344330, El007G344310
OG0009769	XP_009134057.1	El007G344150
OG0009770	XP_009134059.1	El007G344070
OG0009771	XP_033144703.1	El007G343230
OG0009772	XP_009127324.1, XP_009132621.2	El007G342930, El007G342970
OG0009773	XP_009140877.1, XP_009132619.1	El007G342920
OG0009774	XP_009119434.1, XP_009127311.1	El007G342660
OG0009775	XP_033137327.1, XP_009127301.1	El007G342580
OG0009776	XP_018511064.1, XP_009131362.1	El001G067850
OG0009777	XP_009107150.1, XP_009127272.1	El007G341980
OG0009778	XP_009127256.2, XP_009132555.1	El007G341590
OG0009779	XP_009132545.1, XP_009106838.2	El007G341430
OG0009780	XP_009127251.1	El007G341350
OG0009781	XP_009132529.1, XP_009106781.1	El007G341210
OG0009782	XP_009127236.1, XP_009106704.1	El007G341080
OG0009783	XP_009119819.1, XP_018510968.1	El007G340590, El007G340660
OG0009784	XP_009119833.1	El007G340510
OG0009785	XP_033138782.1, XP_009124172.1	El007G340390, El007G340440
OG0009786	XP_009119877.1, XP_009127176.1	El007G339820
OG0009787	XP_033137961.1	El007G339880, El003G187590
OG0009788	XP_009127187.1, XP_033137922.1	El007G339980
OG0009789	XP_009119880.2, XP_009127175.1	El007G339760
OG0009790	XP_009119903.1	El007G339500
OG0009791	XP_033142358.1, XP_009132456.2	El007G338680
OG0009792	XP_009119931.1, XP_009127135.2	El007G338840
OG0009793	XP_033140829.1, XP_009119922.1	El007G338890
OG0009794	XP_009127142.1, XP_009132461.1	El007G338970
OG0009796	XP_009119988.1, XP_009127079.1	El007G337800
OG0009797	XP_009114026.1	El007G337630
OG0009798	XP_009120030.1	El007G337240
OG0009799	XP_009127026.1, XP_009120037.1	El007G337140, El007G337110
OG0009800	XP_009120079.1, XP_009132368.1	El007G336510
OG0009801	XP_009132357.2, XP_009126986.1	El007G336410
OG0009802	XP_009132639.3	El007G336300
OG0009803	XP_009120148.1, XP_009132316.1	El007G335850
OG0009804	XP_033139823.1, XP_009120159.1	El007G335480
OG0009805	XP_009120168.1	El007G335350
OG0009806	XP_009132183.1, XP_009120186.1	El007G335190
OG0009807	XP_009132174.1, XP_009120194.1	El007G335090
OG0009808	XP_033138641.1, XP_009126912.1	El007G334890
OG0009809	XP_009120269.1, XP_009126833.2	El007G334120
OG0009810	XP_009120287.1, XP_009126821.1	El007G333870
OG0009811	XP_009126814.1, XP_009120291.1	El007G333830
OG0009812	XP_018512765.1	El007G333800
OG0009813	XP_009126796.1, XP_009120318.1	El007G333530
OG0009814	XP_009120323.2, XP_009126789.1	El007G333430
OG0009815	XP_033137715.1, XP_009132083.1	El007G333410
OG0009816	XP_009116569.1	El001G030570
OG0009817	XP_009107469.2, XP_009124429.2	El002G128390
OG0009819	XP_009121792.1	El001G068570
OG0009820	XP_018512551.2, XP_009125856.2	El001G069230
OG0009821	XP_009121861.1, XP_009131269.1	El001G069250
OG0009822	XP_009131267.1, XP_009121864.1	El001G069270
OG0009823	XP_009131266.1, XP_009121867.1	El001G069280
OG0009824	XP_033141842.1, XP_033137878.1	El001G069390
OG0009825	XP_009135381.1	El001G069510
OG0009826	XP_009125841.1, XP_009131249.1	El001G069540
OG0009827	XP_033144991.1, XP_009121904.2	El001G069620
OG0009828	XP_009121935.2	El001G070090
OG0009829	XP_033137720.1, XP_009131211.1	El001G070150
OG0009830	XP_009122000.1	El001G070790, El001G070830, El001G070730
OG0009831	XP_009122009.1, XP_009131188.1	El001G070940
OG0009832	XP_009122017.1, XP_009125266.1	El001G071030
OG0009833	XP_009122021.1, XP_009125274.1	El001G071090
OG0009834	XP_009122054.1	El001G071570
OG0009835	XP_009125320.1, XP_009122079.1	El001G071840
OG0009836	XP_009131112.2, XP_009122521.1	El001G072560
OG0009837	XP_009150510.1, XP_009112132.1	El007G326110
OG0009838	XP_009131107.1, XP_009122505.1	El001G072770
OG0009839	XP_009122455.1	El001G073270
OG0009840	XP_009125731.1, XP_009131064.2	El001G073370
OG0009842	XP_009125715.1	El001G073840
OG0009843	XP_009122319.2, XP_009125699.1	El001G074110
OG0009844	XP_009130995.1, XP_009122335.1	El001G074290
OG0009845	XP_009150229.1	El001G017170
OG0009846	XP_009108325.1, XP_009130667.1	El003G169470
OG0009847	XP_009136873.1, XP_009130958.1	El003G169030
OG0009848	XP_009131600.1, XP_009136923.1	El003G168310
OG0009849	XP_009131633.1	El003G168290
OG0009850	XP_009131743.1	El003G168080
OG0009851	XP_009132122.1, XP_009108380.1	El003G167650
OG0009852	XP_009108401.1, XP_033129286.1	El003G167340
OG0009853	XP_033132657.1, XP_009132609.1	El003G166930
OG0009854	XP_009108426.1, XP_009132784.1	El003G166660
OG0009855	XP_009108444.1	El004G222530, El003G166000
OG0009856	XP_009134355.2, XP_009108518.1	El003G165000
OG0009857	XP_009137173.2, XP_009134495.1	El003G164880
OG0009858	XP_009135200.1	El003G164130
OG0009859	XP_033142759.1	El003G163830
OG0009860	XP_009137308.1	El003G162330
OG0009861	XP_009136671.2	El003G162310
OG0009862	XP_009136959.1, XP_009137341.1	El003G161780
OG0009863	XP_009108604.1, XP_009137060.1	El003G161640
OG0009864	XP_033143830.1	El003G161590
OG0009865	XP_009137694.1	El003G160730
OG0009866	XP_009151451.1, XP_009114859.1	El002G120260
OG0009867	XP_009145171.1	El002G121800
OG0009868	XP_018510031.2	El002G122350
OG0009869	XP_009107932.1, XP_009114744.1	El002G122880
OG0009870	XP_009114742.1, XP_009107931.1	El002G122900, El002G123160, El002G122890, El002G123170
OG0009871	XP_009124409.3, XP_009121278.3	El002G122950
OG0009872	XP_009147750.2	El002G123690
OG0009873	XP_009145063.1	El002G127260
OG0009874	XP_009118931.1	El002G130250
OG0009875	XP_009103636.1, XP_009140838.2	El002G125980
OG0009876	XP_009124591.1, XP_009123512.2	El002G129370
OG0009877	XP_009113696.1, XP_009102929.2	El002G113770
OG0009878	XP_009109703.1	El002G114370
OG0009879	XP_009115257.1, XP_009109673.1	El002G115190
OG0009880	XP_033132865.1, XP_009102833.1	El002G115650
OG0009881	XP_009102830.3, XP_009109654.1	El002G115670
OG0009882	XP_033130099.1, XP_009115210.1	El002G115900
OG0009883	XP_018508312.1, XP_009115200.1	El002G116060
OG0009884	XP_033132862.1, XP_009115199.1	El002G116070
OG0009885	XP_009102710.1, XP_009115176.1	El002G116510, El002G116490
OG0009886	XP_018510107.1	El002G116560
OG0009887	XP_009115164.2, XP_009109594.2	El002G116600
OG0009888	XP_009109581.1, XP_018508317.1	El002G117100
OG0009889	XP_033135402.1, XP_033130715.1	El002G117420, El002G117430
OG0009890	XP_033131729.1, XP_033136589.1	El002G117620
OG0009891	XP_009102146.2, XP_009109293.1	El003G146870
OG0009892	XP_009138361.2, XP_009101637.2	El003G146830
OG0009893	XP_009138410.1, XP_009146450.1	El003G145990
OG0009894	XP_009144986.1, XP_009138419.1	El003G145840
OG0009895	XP_009109332.1, XP_018512893.1	El003G145510
OG0009896	XP_009138441.2, XP_009109335.1	El003G145490
OG0009897	XP_009142040.1, XP_033143720.1	El003G145410
OG0009898	XP_009109344.2, XP_009141155.1	El003G145320
OG0009899	XP_009139953.1	El003G145170
OG0009900	XP_009109351.1, XP_009139757.1	El003G145150
OG0009902	XP_009137164.1	El003G144830
OG0009903	XP_009117297.1, XP_009133991.1	El006G318860
OG0009904	XP_009135301.1	El003G144490
OG0009905	XP_009138500.2, XP_009109382.1	El003G144560
OG0009906	XP_009133375.1, XP_009109390.1	El003G144320
OG0009907	XP_009109397.1, XP_009132731.1	El003G144230
OG0009908	XP_009109402.2, XP_009132240.1	El003G144140
OG0009909	XP_009131519.1	El003G144270, El003G143980, El003G143990
OG0009910	XP_018509547.2	El003G143900
OG0009911	XP_009129472.2	El003G143630
OG0009912	XP_018512598.1, XP_009109448.1	El003G143290
OG0009913	XP_033145306.1, XP_009109454.1	El003G143220
OG0009914	XP_009119734.1, XP_009109471.1	El003G142890
OG0009915	XP_009101903.2, XP_009109507.2	El003G142520
OG0009916	XP_009109512.1	El003G142410
OG0009917	XP_009139653.1	El003G141580
OG0009918	XP_033148734.1	El003G183600
OG0009919	XP_009108071.1	El003G181650
OG0009920	XP_009125076.1, XP_009139792.1	El003G187500
OG0009921	XP_009139848.2, XP_009125103.1	El003G189200
OG0009922	XP_009125106.2, XP_009124503.1	El003G189260
OG0009923	XP_009125112.1, XP_009140220.1	El003G189580
OG0009924	XP_009143708.1	El006G296050
OG0009925	XP_009143640.2	El006G295410
OG0009926	XP_009104830.2, XP_009124635.2	El004G199360
OG0009927	XP_009116797.1	El001G033270
OG0009928	XP_009133021.1, XP_033146951.1	El006G295570
OG0009929	XP_018514247.1, XP_009141489.2	El006G295590
OG0009930	XP_009141484.1, XP_009143671.2	El006G295690
OG0009931	XP_009143680.1, XP_009141483.1	El006G295750
OG0009932	XP_033147246.1, XP_009141481.1	El006G295800
OG0009933	XP_009134168.1, XP_009113575.1	El001G009700
OG0009934	XP_009113551.1	El001G009780
OG0009935	XP_009134148.1	El001G010070
OG0009936	XP_009117058.1	El007G340960
OG0009937	XP_033147654.1	El006G297660
OG0009938	XP_009141337.1, XP_009143837.2	El006G298250
OG0009939	XP_033144104.1, XP_009141330.1	El006G298330
OG0009940	XP_009132936.1, XP_009143843.2	El006G298350
OG0009941	XP_009114042.1	El007G357510
OG0009942	XP_009123690.2	El007G357250
OG0009943	XP_009123676.1	El007G355460
OG0009944	XP_009128727.1, XP_009134175.1	El001G009360
OG0009945	XP_009113596.1	El001G009270
OG0009946	XP_009128720.2	El001G009200
OG0009947	XP_033135291.1	El001G008540
OG0009948	XP_009134202.1	El001G008320
OG0009949	XP_009128653.1, XP_009102716.2	El001G007120
OG0009951	XP_009114616.1	El001G006060
OG0009952	XP_009114581.1, XP_009134287.1	El001G005690
OG0009953	XP_009114576.1, XP_009134298.1	El001G005610
OG0009954	XP_009114555.1	El001G005380
OG0009955	XP_009134316.1	El001G005360
OG0009957	XP_009134329.1	El001G004890
OG0009958	XP_009123596.1, XP_009101708.1	El007G360980
OG0009959	XP_009101619.1	El007G362600
OG0009960	XP_009128776.2, XP_009101615.1	El007G363160
OG0009961	XP_009113864.2, XP_009113861.1	El007G363330
OG0009962	XP_009113860.2, XP_009128785.1	El007G363340
OG0009963	XP_009101546.1	El007G364670
OG0009965	XP_009101510.1	El007G365400
OG0009967	XP_009128922.1	El007G365980
OG0009968	XP_009142489.1	El006G279830
OG0009969	XP_009114262.1, XP_009101400.1	El007G366810
OG0009970	XP_009128990.1	El007G366850
OG0009971	XP_033128301.1, XP_018511722.1	El007G366590
OG0009972	XP_009124133.2	El003G179770
OG0009973	XP_009102638.1	El005G264670
OG0009974	XP_009139195.1	El003G145110
OG0009975	XP_009144638.2	El003G177840, El003G177870
OG0009976	XP_009116109.1	El001G024960
OG0009977	XP_009107734.1	El003G177240
OG0009978	XP_009107737.1	El003G176740
OG0009979	XP_009109564.2, XP_009139542.1	El003G175660
OG0009980	XP_009132998.1	El003G174820
OG0009981	XP_009144699.1	El003G174330
OG0009982	XP_033144247.1	El005G259720
OG0009983	XP_009139941.1	El003G189910
OG0009984	XP_009125122.1	El003G190020
OG0009985	XP_033145625.1	El003G189920
OG0009986	XP_009139975.1	El003G190710
OG0009987	XP_009139976.1	El003G190740, El003G190730
OG0009988	XP_009133314.1, XP_009141772.2	El006G291140
OG0009989	NP_001288980.1, XP_009140086.1	El003G192620
OG0009990	XP_009125192.1, XP_018509571.2	El003G193140
OG0009991	XP_009125209.2, XP_009140136.1	El003G193460
OG0009992	XP_009113574.1	El001G009710
OG0009993	XP_009142487.1	El006G279770
OG0009994	XP_009142513.1, XP_009133820.1	El006G280180
OG0009995	XP_009142544.1, XP_009133811.2	El006G280480
OG0009996	XP_009142546.1, XP_033142831.1	El006G280510
OG0009997	XP_009142445.1, XP_009142607.1	El006G281140
OG0009999	XP_009142618.1, XP_009142432.1	El006G281250
OG0010000	XP_009142671.1	El006G281850
OG0010001	XP_009133766.1, XP_033148436.1	El006G281880
OG0010002	XP_009142365.1, XP_009143173.1	El006G282530
OG0010003	XP_009142343.1, XP_009143148.1	El006G282920
OG0010004	XP_009143134.1, XP_009142331.1	El006G283060
OG0010005	XP_009143127.2	El006G283150
OG0010006	XP_009143108.1, XP_009133719.1	El006G283160
OG0010007	XP_009142307.1	El006G283570
OG0010008	XP_009143078.1, XP_009142306.1	El006G283610
OG0010009	XP_009117465.1	El005G279550
OG0010010	XP_009142983.1	El006G284840, El004G217630
OG0010011	XP_009142965.1, XP_009142227.1	El006G285060
OG0010012	XP_009142968.1, XP_009142225.1	El006G285070
OG0010013	XP_009142956.1, XP_009133624.1	El006G285160
OG0010014	XP_009142203.1, XP_009142204.1	El006G285320
OG0010015	XP_009133573.1, XP_009142913.1	El006G285750
OG0010016	XP_009142908.1, XP_009142160.1	El006G285790
OG0010017	XP_009142159.1	El006G285820
OG0010018	XP_009142903.1, XP_009133568.1	El006G285840
OG0010019	XP_009133533.1, XP_009142800.1	El006G287120
OG0010020	XP_009142037.2	El006G287040
OG0010021	XP_033131301.1, XP_009116470.2	El001G029100
OG0010022	XP_009142780.1, XP_009142007.2	El006G287410
OG0010023	XP_009142770.1	El006G287650
OG0010024	XP_009142750.1, XP_009133496.1	El006G287820
OG0010025	XP_009141993.1, XP_009133494.1	El006G287870
OG0010026	XP_033137564.1, XP_033143825.1	El001G080980
OG0010027	XP_009122804.1, XP_033143827.1	El001G080970
OG0010028	XP_009130699.1	El001G080740
OG0010029	XP_009122767.2	El001G080450
OG0010030	XP_033137581.1	El001G080220
OG0010031	XP_018513489.1, XP_018512434.2	El001G080020
OG0010032	XP_009122722.1, XP_009125488.1	El001G079620
OG0010033	XP_009125492.1, XP_009122715.2	El001G079560
OG0010034	XP_009130716.1	El001G079440
OG0010035	XP_009122704.1	El001G079370
OG0010036	XP_009125508.1, XP_009122693.2	El001G079250
OG0010037	XP_033140001.1	El001G079240
OG0010038	XP_009125525.1, XP_009130788.1	El001G078780
OG0010039	XP_009122657.1, XP_009125528.1	El001G078690
OG0010040	XP_009126356.1, XP_009131735.1	El001G060970
OG0010041	XP_009126378.1, XP_033138629.1	El001G060600
OG0010042	XP_009120874.1, XP_009126374.1	El001G060710
OG0010043	XP_033144642.1	El001G060050
OG0010044	XP_009126420.1, XP_033144633.1	El001G060040
OG0010045	XP_009126433.1, XP_009120824.1	El001G059890
OG0010046	XP_033141619.1, XP_009120833.1	El001G059930
OG0010047	XP_009131798.2, XP_009126449.1	El001G059570
OG0010048	XP_009126448.1, XP_009120800.1	El001G059560
OG0010049	XP_009131513.1, XP_009121529.1	El001G065350
OG0010050	XP_009120780.1, XP_009126470.1	El001G059320
OG0010051	XP_009131821.1, XP_009126486.1	El001G059190
OG0010052	XP_009120733.1, XP_009126499.1	El001G058960
OG0010053	XP_033141463.1, XP_009120728.2, XP_009120727.1	El001G058910
OG0010054	XP_033145698.1	El003G192050
OG0010055	XP_009126549.1, XP_009120637.1	El001G057800
OG0010056	XP_009126583.1, XP_009120610.1	El007G330160
OG0010057	XP_009120592.1	El007G330370
OG0010058	XP_009131915.1, XP_009120580.1	El007G330490
OG0010059	XP_009131956.1	El007G330890
OG0010060	XP_009120471.1, XP_009126686.1	El007G331460
OG0010061	XP_009109762.1	El002G113620
OG0010062	XP_033138544.1	El007G332460, El004G208030, El004G208170
OG0010063	XP_009112071.1, XP_009150382.1	El007G327360
OG0010064	NP_001288834.1, XP_009150388.1	El007G327270
OG0010065	XP_033128679.1, XP_033141659.1	El007G327260
OG0010066	XP_009150393.2, XP_009112077.1	El007G327190
OG0010067	XP_033144584.1	El007G347440, El004G208220, El004G207660, El004G207890, El004G207900, El007G336420
OG0010068	XP_009150464.1	El007G326580
OG0010069	XP_009112121.1	El007G326310
OG0010070	XP_009150500.1	El007G326180
OG0010071	XP_009112133.1, XP_009150515.1	El007G326090
OG0010072	XP_009150570.1	El007G325350, El004G223900
OG0010073	XP_009112168.1, XP_009150593.1	El007G325170
OG0010074	XP_033128205.1, XP_033140907.1	El007G325140
OG0010075	XP_009112193.1, XP_009150655.1	El007G324440
OG0010076	XP_009150659.1	El007G324400
OG0010077	XP_009112363.1, XP_009103446.2	El007G323470
OG0010078	XP_009112352.1, XP_009103460.1, XP_033130985.1	El007G323270
OG0010079	XP_009112350.1, XP_033131421.1	El007G323200
OG0010080	XP_009112348.1	El007G323180
OG0010081	XP_033136100.1, XP_009103467.1	El007G323170
OG0010082	XP_009112331.1, XP_009103490.2	El007G322910
OG0010083	XP_009112302.1, XP_009103528.2	El001G017360
OG0010084	XP_009112290.1, XP_009103543.2	El007G322430
OG0010085	XP_009115820.1, XP_009149040.1	El001G021650
OG0010087	XP_033142365.1, XP_009111522.1	El001G000110
OG0010088	XP_009134540.1, XP_009111463.1	El001G000760
OG0010089	XP_009111470.2	El001G000700
OG0010090	NP_001288892.1	El002G102460
OG0010091	NP_001288962.1	El001G001010
OG0010093	XP_009134469.1	El001G002100
OG0010094	XP_009111315.1	El001G002670
OG0010095	XP_009111311.1	El001G002720
OG0010096	XP_009111295.1, XP_009144578.1	El001G002860
OG0010097	XP_009144552.3	El001G003100
OG0010098	XP_009111262.1	El001G003290
OG0010099	XP_033141115.1, XP_009122116.1	El001G003800
OG0010100	XP_009122075.3, XP_009134369.1	El001G003870
OG0010101	XP_033140175.1	El001G003910
OG0010102	XP_009121986.1	El001G003960
OG0010103	XP_009121951.1	El001G004000
OG0010104	XP_009121750.1, XP_009134341.1	El001G004320
OG0010105	XP_009113983.1, XP_009101773.1	El007G359250
OG0010106	XP_009143865.1	El006G298550
OG0010107	XP_009143873.1, XP_009141305.2	El006G298640
OG0010108	XP_009132846.1, XP_009143978.1	El006G299830
OG0010109	XP_009141250.1, XP_009144002.1	El006G299560, El003G154010
OG0010110	XP_009132826.1	El006G300350
OG0010111	XP_009141179.1, XP_009132815.1	El006G300540
OG0010112	XP_009141140.1	El006G301260
OG0010113	XP_009141128.2	El006G301470
OG0010114	XP_009141093.1	El006G301910
OG0010115	XP_009144307.1	El006G302310
OG0010116	XP_009141031.1, XP_009144338.1	El006G302880
OG0010117	XP_009144353.1	El006G303050, El006G303060
OG0010118	NP_001288899.1, XP_009124371.2	El006G304320
OG0010119	XP_009140921.1, XP_009133867.1	El006G304950
OG0010120	XP_009103686.1	El006G305120
OG0010121	XP_009140851.1, XP_009103654.1	El006G305600
OG0010122	XP_009140972.2, XP_033145139.1	El006G305650
OG0010123	XP_009140845.2, XP_009103648.1	El006G305760
OG0010124	XP_018514141.1	El006G306190
OG0010125	XP_009103622.1	El006G306210
