Orthogroup	Brassica_rapa	Brassica_napus
OG0006854	XP_009122807.1	XP_013729826.1, XP_013729842.1
OG0006854	XP_009130682.1	XP_013740095.2
OG0006855	XP_009122789.1	XP_013735571.2, XP_048631062.1
OG0006855	XP_009130692.1	XP_048607710.1, XP_013725278.1
OG0006856	XP_009130703.1	XP_013672787.2, XP_013725196.2
OG0006856	XP_009125451.1	XP_013720160.1
OG0006857	XP_009122777.2	XP_048598645.1, XP_013685271.1
OG0006857	XP_009130705.1	XP_013725185.2, XP_013672777.2
OG0006858	XP_009122736.1	XP_013668316.2, XP_013704007.1
OG0006858	XP_009125476.1	XP_048629268.1, XP_013720239.1
OG0006859	XP_009130730.1	XP_048607723.1, XP_013725015.3
OG0006859	XP_009122729.2	XP_048598634.1, XP_013703862.2
OG0006860	XP_009130722.1	XP_022566094.2, XP_013724986.3
OG0006860	XP_009122724.1	XP_013732418.1, XP_013668326.2
OG0006861	XP_009125494.1	XP_013720202.1
OG0006861	XP_009122706.1	XP_013699844.2, XP_013699808.2
OG0006862	XP_009130789.2	XP_013724709.2, XP_022554180.1
OG0006862	XP_009122663.1	XP_022549520.2, XP_013730142.1
OG0006863	XP_009125527.1	XP_013673156.2
OG0006863	XP_009122658.2	XP_013668376.2, XP_013730153.1
OG0006864	XP_009109695.1	XP_013655104.2, XP_022546489.1
OG0006864	XP_009113635.1	XP_013718330.1, XP_013733478.1
OG0006865	XP_009126382.2	XP_013721846.1, XP_048602433.1
OG0006865	XP_009120865.2	XP_013727552.1, XP_013667351.2
OG0006866	XP_009126398.1	XP_013674667.1, XP_013721916.1
OG0006866	XP_009120849.1	XP_013741051.1, XP_048599073.1
OG0006866	XP_009120850.1	XP_013741050.1, XP_048599075.1
OG0006867	XP_009126404.1	XP_013721838.1, XP_013676007.1
OG0006868	XP_009126427.1	XP_048605646.1, XP_013674658.2
OG0006869	XP_033142552.1	XP_013679035.2, XP_022567963.2
OG0006869	XP_009121353.2	XP_048623376.1, XP_048599061.1
OG0006870	XP_009131820.1	XP_013680566.2, XP_013740252.1, XP_013731255.1
OG0006870	XP_009120764.1	XP_048599043.1, XP_048623353.1
OG0006871	XP_009120757.1	XP_013671938.2, XP_013667255.2
OG0006871	XP_009126489.2	XP_013721886.1
OG0006872	XP_009126496.1	XP_048602475.1
OG0006872	XP_033138584.1	XP_013667249.2, XP_013671945.1
OG0006873	XP_009120706.1	XP_013667220.2, XP_013717630.1
OG0006873	XP_009131843.1	XP_013731412.1, XP_013682248.1
OG0006874	XP_009126522.1	XP_048602493.1
OG0006874	XP_009120688.1	XP_048628526.1, XP_013717636.1, XP_013667208.1
OG0006875	XP_009120620.1	XP_013667161.2, XP_013682104.1
OG0006875	XP_009131900.1	XP_013682184.1, XP_013715839.2
OG0006876	XP_009131906.1	XP_013716050.1
OG0006876	XP_009126591.2	XP_013713234.1, XP_013712979.1
OG0006877	XP_009131921.1	XP_013682164.2, XP_013715813.1
OG0006877	XP_009120567.1	XP_048598982.1, XP_013692965.1
OG0006878	XP_009126631.1	XP_013681073.2, XP_013642467.2
OG0006878	XP_009120517.2	XP_013713061.2, XP_013708783.2
OG0006879	XP_033143205.1	XP_048628264.1, XP_013682117.1
OG0006879	XP_033137988.1	XP_048625447.1, XP_013710365.2
OG0006880	XP_009130243.2	XP_048631092.1, XP_048628365.1
OG0006880	XP_009150376.2	XP_013719031.2, XP_013642938.2
OG0006881	XP_009150429.1	XP_013643020.2, XP_013643322.1
OG0006881	XP_009130273.1	XP_048616473.1, NP_001302764.1, NP_001302556.1
OG0006882	XP_009130274.1	XP_048630905.1, XP_048603233.1, XP_048630988.1, XP_013701177.2
OG0006882	XP_009150443.1	XP_013643022.2, XP_013643277.1
OG0006883	XP_009130429.1	XP_048603242.1, XP_013701105.1, XP_048616524.1
OG0006883	XP_009150468.1	XP_013643195.2, XP_048606653.1
OG0006884	XP_009150478.1	XP_013642942.2, XP_013643186.1
OG0006884	XP_009130438.1	XP_013701039.2, XP_048616554.1
OG0006885	XP_033129012.1	XP_013722764.1, XP_013643171.2
OG0006885	XP_009130443.2	XP_048603249.1
OG0006886	XP_009150506.1	XP_013643168.2, XP_013722822.1
OG0006886	XP_009112127.1	XP_013652779.1, XP_013661292.2
OG0006887	XP_009150802.3	XP_013643150.2, XP_048637910.1
OG0006887	XP_009130454.1	XP_013700937.2, XP_048630879.1, XP_022562709.1
OG0006888	XP_009130455.2	XP_048630880.1, XP_013722019.2, XP_022561594.2
OG0006888	XP_009150525.2	XP_048606626.1, XP_048637914.1
OG0006889	XP_009130473.1	XP_048630942.1, XP_013675418.2, XP_048603260.1
OG0006889	XP_009112157.1	XP_048625413.1, XP_048595459.1
OG0006890	XP_033139349.1	XP_013675422.1, XP_013675439.1
OG0006890	XP_033128214.1	XP_013647068.2
OG0006891	XP_009112167.1	XP_013710642.1, XP_048595465.1
OG0006891	XP_009150575.1	XP_013729795.1, XP_048590851.1
OG0006892	XP_009130490.2	XP_022569455.1, XP_022570528.1
OG0006892	XP_009150592.1	XP_048606604.1, XP_013643096.2
OG0006893	XP_033141782.1	XP_013678411.1, XP_048616835.1, XP_048603278.1
OG0006893	XP_033136221.1	XP_048595467.1, XP_013710676.1
OG0006894	XP_009112188.2	XP_013712012.1, XP_048595469.1
OG0006894	XP_009150641.1	XP_013713006.1, XP_013728158.2
OG0006895	XP_009150703.1	XP_013655208.2, XP_048590957.1
OG0006896	XP_018510597.2	XP_013738514.2, XP_013712387.1
OG0006896	XP_009103410.1	XP_013687716.1, XP_013653492.1
OG0006897	XP_009103427.1	XP_013653500.2
OG0006897	XP_009112372.1	XP_013659250.2, XP_013654737.1, XP_013719107.1
OG0006898	XP_009127596.1	XP_048611288.1, XP_013698886.1
OG0006898	XP_009105357.1	XP_013649290.2, XP_013703015.2
OG0006899	XP_009130567.1	XP_013712573.2, XP_048631529.1, XP_048630035.1
OG0006899	XP_009112289.1	XP_013661393.2, XP_013688517.1
OG0006900	XP_009121400.1	XP_013683083.1, XP_048624110.1
OG0006900	XP_009126175.1	XP_048604970.1, XP_013649799.2
OG0006901	XP_009138942.1	XP_013641396.2, XP_013736642.2
OG0006901	XP_009112294.1	XP_048595515.1, XP_048623856.1
OG0006902	XP_033136955.1	XP_048625838.1, XP_048595092.1
OG0006902	XP_033136729.1	XP_013710364.2, XP_013710302.1
OG0006903	XP_009111502.1	XP_048624309.1, XP_013731239.2
OG0006904	XP_033140938.1	XP_013642477.2, XP_013683696.3
OG0006904	XP_009134537.2	XP_048632102.1, XP_013684310.2
OG0006905	XP_009134551.1	XP_013735269.2, XP_022555098.2
OG0006905	XP_009111484.2	XP_013731252.2, XP_048623077.1
OG0006906	XP_033142093.1	XP_013735318.1, XP_022555091.1
OG0006906	XP_033141468.1	XP_048604100.1, XP_048612288.1
OG0006907	XP_009111388.2	XP_048595143.1, XP_013732725.2
OG0006907	XP_009134494.2	XP_013735331.2, XP_022569745.1
OG0006908	XP_009118793.1	NP_001302982.1, XP_048621803.1
OG0006908	XP_009119672.2	XP_048613596.1, XP_048599274.1
OG0006909	XP_009102821.1	XP_013684408.1, XP_048632071.1
OG0006910	XP_009134390.1	XP_013735420.2, XP_013717664.2
OG0006910	XP_009144533.1	XP_013675660.2, XP_013676975.2
OG0006911	XP_009134379.1	XP_013717538.1, XP_013735427.2
OG0006911	XP_009111246.1	XP_048595201.1, XP_013688536.1
OG0006912	XP_009134373.1	XP_013735433.2, XP_013727751.2
OG0006912	XP_009122165.2	XP_013688555.1, XP_013685788.2
OG0006913	XP_009121973.1	XP_013685766.1, XP_013688567.1
OG0006913	XP_009134366.1	XP_013735438.2, XP_013727771.2
OG0006914	XP_009118695.1	XP_013700766.2
OG0006915	XP_009123925.1	XP_013682371.1, XP_013703185.1
OG0006915	XP_009101747.1	XP_013652720.1, XP_013706514.2
OG0006916	XP_009101752.1	XP_048637432.1, XP_013706695.1, XP_013733432.1
OG0006916	XP_009113962.2	XP_022565958.2, XP_048623513.1
OG0006917	XP_009113977.1	XP_048623503.1, XP_013661747.2
OG0006917	XP_009123914.2	XP_013749161.2, XP_013703582.2
OG0006918	XP_009143869.2	XP_013748470.1, XP_013642124.2
OG0006918	XP_009132921.2	XP_013734224.1, XP_013683453.2
OG0006919	XP_009143896.2	XP_048611493.1, XP_013696985.2
OG0006919	XP_009141287.1	XP_013672729.1, XP_013747244.2
OG0006920	XP_009143953.1	XP_013748667.2, XP_013692271.1
OG0006921	XP_009143945.1	XP_013692130.1, XP_048636720.1
OG0006921	XP_009132864.1	XP_048608397.1, XP_013734179.1
OG0006922	XP_009132872.1	XP_013734187.1, XP_013683413.1
OG0006922	XP_009143935.1	XP_048610101.1, XP_013752361.2
OG0006923	XP_009141273.1	XP_022573991.1, XP_048634367.1
OG0006923	XP_009132873.1	XP_013683414.2, XP_013734189.1
OG0006924	XP_009143924.2	XP_013692270.2, XP_013748645.2
OG0006924	XP_009141279.1	XP_013648866.1, XP_013723857.2
OG0006925	XP_009141246.1	XP_013744397.1
OG0006925	XP_009143999.2	XP_013748694.2, XP_013737642.1
OG0006926	XP_009132851.2	XP_022554711.1
OG0006926	XP_009143995.1	XP_013741431.1, XP_013752365.2
OG0006927	XP_009141211.1	XP_013693439.2, XP_013744389.2
OG0006928	XP_033147719.1	XP_048636738.1, XP_013691120.2, XP_013752374.1
OG0006928	XP_009141207.1	XP_013747178.2, XP_013695550.2
OG0006929	XP_033143737.1	XP_048630747.1, XP_048608388.1
OG0006929	XP_033145496.1	XP_013675713.1, XP_013744293.2
OG0006930	XP_009144048.1	XP_013726265.2, XP_013748712.2
OG0006930	XP_009141182.1	XP_013675711.1, XP_013744299.1
OG0006931	XP_009132803.1	XP_048608382.1, XP_013734132.1
OG0006931	XP_009144194.1	XP_013743109.1, XP_013686050.1
OG0006932	XP_009132762.2	XP_013683227.1, XP_013733929.2
OG0006932	XP_009141122.2	XP_048634828.1, XP_013701983.1
OG0006933	XP_018514118.1	XP_048633841.1, XP_048609937.1
OG0006933	XP_009132748.1	XP_048630512.1, XP_013683244.1
OG0006934	XP_009144603.1	XP_022556293.1, XP_013748809.2
OG0006934	XP_009141070.2	XP_013647179.2, XP_013691770.1
OG0006935	XP_009132726.1	XP_013683263.1, XP_013733955.1
OG0006935	XP_009141060.1	XP_013643597.2, XP_013659710.2
OG0006936	XP_009110969.2	XP_048621579.1, XP_013657525.1
OG0006936	XP_009119009.1	XP_013696753.2, XP_013664538.1
OG0006937	XP_009132714.1	XP_013642854.1
OG0006937	XP_009141041.1	XP_013731173.1, XP_013670280.1
OG0006937	XP_009144327.1	XP_013752430.1, XP_048630587.1, XP_013733966.2
OG0006938	XP_009141034.1	XP_013647196.2, XP_013731174.1
OG0006938	XP_009144332.1	XP_022576011.2, XP_048630278.1, XP_013752432.2
OG0006939	XP_009141012.1	XP_013681311.2
OG0006939	XP_033148473.1	XP_048630414.1
OG0006940	XP_009140959.1	XP_013687278.1, XP_013744179.1
OG0006940	XP_009125045.1	XP_013647708.1, XP_013718265.1
OG0006941	XP_033130326.1	XP_013647692.2, XP_022567650.1
OG0006941	XP_009140951.1	XP_048633782.1, XP_013691154.1
OG0006941	XP_009133861.1	XP_013747292.1, XP_013740681.1
OG0006942	XP_033145176.1	XP_048610081.1, XP_013747141.2
OG0006942	XP_009103709.1	XP_013651819.2, XP_048610458.1
OG0006943	XP_009103697.1	XP_048592836.1
OG0006943	XP_033142248.1	XP_048631850.1, XP_013733814.1
OG0006944	XP_033131349.1	XP_013647668.2, XP_048610478.1
OG0006944	XP_009133879.1	XP_048631854.1, XP_013726740.1
OG0006945	XP_009133919.1	XP_013683914.1, XP_013735013.2
OG0006945	XP_009103568.1	XP_013692328.2
OG0006946	XP_009140759.1	XP_013742460.2, XP_048612432.1
OG0006946	XP_009133912.1	XP_013680885.1, XP_013740719.2
OG0006947	XP_009133909.1	XP_013740720.1, XP_013680887.1
OG0006947	XP_033145828.1	XP_013744012.2, XP_013746508.1
OG0006948	XP_009140794.1	XP_048633750.1, XP_013720439.1
OG0006948	XP_009133902.1	XP_013693424.2, XP_013735021.2
OG0006949	XP_009140802.1	XP_013743988.1, XP_013720536.1
OG0006949	XP_009103600.1	XP_013653685.1, XP_013688302.2
OG0006950	XP_009140727.2	XP_048612425.1, XP_013744037.2
OG0006950	XP_009117029.2	XP_013710994.1, XP_013663993.2
OG0006951	XP_009140718.1	XP_048612423.1, XP_048633716.1
OG0006951	XP_018509556.1	XP_022547044.2, XP_048620950.1
OG0006952	XP_009140705.1	XP_013693388.2, XP_013744052.2
OG0006952	XP_009132516.2	XP_013733914.2, XP_013686839.1
OG0006953	XP_009147425.1	XP_013640048.1, XP_048614335.1
OG0006954	XP_009137593.1	XP_013706745.1, XP_013741548.1
OG0006954	XP_009142234.1	XP_013741151.1, XP_013742272.2
OG0006955	XP_009109161.1	XP_048621730.1, XP_013656547.2
OG0006956	XP_009147413.1	XP_048626834.1, XP_013640016.1, XP_048614325.1
OG0006956	XP_009134619.1	XP_013684233.2, XP_013735650.1
OG0006957	XP_009147396.1	XP_048614302.1, XP_013750974.1
OG0006957	XP_009134634.2	XP_013684221.2, XP_048632147.1
OG0006958	XP_018513302.1	XP_022555118.2, XP_022571949.2
OG0006958	NP_001288975.1	XP_048636251.1
OG0006958	XP_009123850.1	XP_013721714.2, XP_013731987.2
OG0006959	XP_009147377.1	XP_048636248.1, XP_048636992.1, XP_048627989.1, XP_022575679.2
OG0006959	XP_018513324.2	XP_013684210.2, XP_013735670.2
OG0006960	XP_009147339.1	XP_048614258.1, XP_013661461.2, XP_048636227.1
OG0006960	XP_009118359.1	XP_048601989.1, XP_013682569.2
OG0006961	XP_009118453.1	XP_048601975.1, XP_013682563.2
OG0006961	XP_009134703.2	XP_048606006.1, XP_013735721.2
OG0006962	XP_009147314.1	XP_013750920.2, XP_048636164.1
OG0006962	XP_009134714.1	XP_013735733.2, XP_048606005.1
OG0006963	XP_033148241.1	XP_022562200.2
OG0006963	XP_033142189.1	XP_013740874.2, XP_013747435.1
OG0006964	XP_009130329.2	XP_013732342.2
OG0006964	XP_009119035.2	XP_048595755.1, XP_013732188.2
OG0006965	XP_009130374.1	XP_048612835.1, XP_048636198.1
OG0006965	XP_009134736.1	XP_013735745.2
OG0006966	XP_009134738.1	XP_048606041.1, XP_013745033.1, XP_013735747.2
OG0006966	XP_009130389.1	XP_048615100.1, XP_013714241.2
OG0006967	XP_009102084.2	XP_013742282.2, XP_013729366.2
OG0006967	XP_009134743.1	XP_048632203.1, XP_013745040.1
OG0006968	XP_009102100.1	XP_013727554.2, XP_022570615.1
OG0006968	XP_009130413.1	XP_013731664.2, XP_048636175.1
OG0006969	XP_033144331.1	XP_013747444.2, XP_048632212.1
OG0006969	XP_009124004.1	XP_048614551.1, XP_013677062.1
OG0006970	XP_009134762.1	XP_048632215.1, XP_013745054.1
OG0006970	XP_009123996.1	XP_048614543.1, XP_048636149.1
OG0006971	XP_033146841.1	XP_048636154.1
OG0006971	XP_009123977.2	XP_013640662.2
OG0006971	XP_018515191.2	XP_013746437.2
OG0006972	XP_009124979.1	XP_013742232.3, XP_048620452.1
OG0006972	XP_009124198.1	XP_048636170.1, XP_013723592.1
OG0006973	XP_009134800.1	XP_013684422.2, XP_013684424.1
OG0006974	XP_009147250.1	XP_013750713.2, XP_048615406.1
OG0006974	XP_009124078.2	XP_013732127.2, XP_013705408.2
OG0006975	XP_009124020.1	XP_048599536.1, XP_048619144.1
OG0006975	XP_009147230.1	XP_048636099.1, XP_013750728.1
OG0006976	XP_009129623.1	XP_013695820.2, XP_022548464.2
OG0006976	XP_009124945.1	XP_022548049.2, XP_048600051.1
OG0006977	XP_009124944.1	XP_013725443.2, XP_048602041.1
OG0006977	XP_009129624.2	XP_022548465.2, XP_013693069.2
OG0006978	XP_009134869.1	XP_013680996.2
OG0006978	XP_009124940.1	XP_013677355.1, XP_048602046.1
OG0006978	XP_009129638.1	XP_013696383.2, XP_022571820.2
OG0006979	XP_009134878.1	XP_013735917.2, XP_013684462.1
OG0006980	XP_009134881.1	XP_013684461.1, XP_013735916.2
OG0006980	XP_033147387.1	XP_048599267.1
OG0006980	XP_009124934.2	XP_013647836.1, XP_013640776.2
OG0006981	XP_009126257.2	XP_013727728.2
OG0006981	XP_009120967.1	XP_048624995.1, XP_013683169.2
OG0006981	XP_009131671.1	XP_013730188.2
OG0006982	XP_009124658.1	XP_048600819.1, XP_048630084.1
OG0006982	XP_009134927.1	XP_013681022.1, XP_013684672.2
OG0006983	XP_009134930.1	XP_013684558.1, XP_013684671.2
OG0006983	XP_009124645.1	XP_048630090.1, XP_048600818.1, XP_013640815.2
OG0006984	XP_009147116.1	XP_013750642.2, XP_013706276.1
OG0006984	XP_009134943.1	XP_022555157.2
OG0006984	XP_009124554.1	XP_022551022.2
OG0006985	XP_018509555.1	XP_048617033.1
OG0006985	XP_009147103.2	XP_048615340.1, XP_048636025.1
OG0006986	XP_009147078.1	XP_013750569.2, XP_013696368.1
OG0006986	XP_009134965.2	XP_013684533.1, XP_013684646.2
OG0006987	XP_009124144.1	XP_048600800.1, XP_013724121.2
OG0006987	XP_009147027.2	XP_013750509.2, XP_013697585.1
OG0006988	XP_009146963.1	XP_013696924.1, XP_022575609.1
OG0006988	XP_009123532.1	XP_013724169.1
OG0006989	XP_009141875.1	XP_013690745.1, XP_013744811.2
OG0006989	XP_009133422.1	XP_013734524.2, XP_013716972.2
OG0006990	XP_009141873.1	XP_048634585.1, XP_048611125.1
OG0006990	XP_009143245.2	XP_013748057.1, XP_013693682.1
OG0006991	XP_009133405.2	XP_013734539.2, XP_013717059.1
OG0006991	XP_009143258.1	XP_013748053.1, XP_013697343.1
OG0006992	XP_009133387.2	XP_013734570.2, XP_013716905.1
OG0006992	XP_009143280.1	XP_013748028.1, XP_013686955.2
OG0006993	XP_009133381.2	XP_013716888.1
OG0006993	XP_018513684.1	XP_013687680.1, XP_013744831.1
OG0006994	XP_009143302.1	XP_013748304.2, XP_013676828.2
OG0006994	XP_009133372.1	XP_013717104.2, XP_048608558.1
OG0006995	XP_009144774.1	XP_022544411.1
OG0006995	XP_018513658.2	XP_048634602.1
OG0006995	XP_009133353.2	XP_022554827.1
OG0006996	XP_033148010.1	XP_013752216.2
OG0006996	XP_033146416.1	XP_013744855.1, XP_048611101.1
OG0006997	XP_009141769.1	XP_013702991.1, XP_048634571.1
OG0006997	XP_009133304.1	XP_013707603.1, XP_013734644.2
OG0006998	XP_033148152.1	XP_013748258.2, XP_013705385.1
OG0006998	XP_009133294.1	XP_022554813.1, XP_048626380.1, XP_013734652.1
OG0006999	XP_009141762.1	XP_013745122.3, XP_048611084.1
OG0006999	NP_001288920.1	XP_048626378.1, XP_048631692.1, XP_013706654.2
OG0007000	XP_009141761.1	XP_048634564.1, XP_048611086.1
OG0007000	XP_009133289.1	XP_013734653.2, XP_048631693.1, XP_013706652.1
OG0007001	XP_009143624.1	XP_013748529.1, XP_048630062.1, XP_013742631.1
OG0007001	XP_009133052.1	XP_013734325.2, XP_013683596.1
OG0007002	XP_009141529.1	XP_013679674.2, XP_048610997.1
OG0007002	XP_009133054.1	XP_013740518.2, XP_013680790.1
OG0007003	XP_009141556.1	XP_013691159.1, XP_013747325.1
OG0007003	XP_009143620.2	XP_048630056.1, XP_013752306.1, XP_013746568.1
OG0007004	XP_009141558.1	XP_013747322.2, XP_013690753.1
OG0007004	XP_009143617.1	XP_048610583.1, XP_048630483.1, XP_048631425.1
OG0007005	XP_009143608.1	XP_013692354.1, XP_048636530.1, XP_048631411.1
OG0007005	XP_009141566.1	XP_013744704.2, XP_013687551.2
OG0007006	XP_009143603.2	NP_001303059.1, XP_048631424.1, XP_048610573.1
OG0007006	XP_009141571.1	XP_013744702.2, XP_013688083.1
OG0007007	XP_009141593.1	XP_013744674.1, XP_048611023.1
OG0007007	XP_009143584.1	XP_048628449.1, XP_013748425.2, XP_013691395.2
OG0007008	XP_009133117.1	XP_013688907.1, XP_013688942.1, XP_013738288.2
OG0007008	XP_009141628.1	XP_048634506.1, XP_048611048.1
OG0007009	XP_009133137.1	XP_013689001.1
OG0007009	XP_009141641.1	XP_013744760.2, XP_013682667.1
OG0007010	XP_009141648.1	XP_013682658.1
OG0007010	XP_009143506.1	XP_013719274.2, XP_013692183.2
OG0007011	XP_033143614.1	XP_013716429.2, XP_022570915.2
OG0007011	XP_033148457.1	XP_013752243.2, XP_013690779.2
OG0007012	XP_033145878.1	XP_013747338.2, XP_048629496.1
OG0007012	XP_009143499.1	XP_013690983.2, XP_013752244.2
OG0007013	XP_009133214.1	XP_013723887.2, XP_048631663.1
OG0007013	XP_009141694.2	XP_013744782.2, XP_013698871.1
OG0007014	XP_018514202.2	XP_013702651.1, XP_022574110.2
OG0007014	XP_009143405.1	XP_048609456.1, XP_048636484.1
OG0007015	XP_033143681.1	XP_013740609.2, XP_013705662.1
OG0007015	XP_009143382.2	XP_022574896.2, NP_001302975.1
OG0007016	XP_033128763.1	XP_013641699.2
OG0007016	XP_018510428.2	XP_013708469.2, XP_013662222.2
OG0007017	XP_009128610.1	XP_048630825.1, XP_013676928.2
OG0007017	XP_009104476.1	XP_013648578.2, XP_013702689.1
OG0007018	XP_033128771.1	XP_013641667.1, XP_048614130.1
OG0007018	XP_009110454.1	XP_048594112.1
OG0007019	XP_009146592.1	XP_013681472.2, XP_048635891.1
OG0007019	XP_009124669.1	XP_022567022.2, XP_048600613.1
OG0007020	XP_009149120.1	XP_013660459.2, XP_013641617.1
OG0007020	XP_033136147.1	XP_048597633.1, XP_048621154.1
OG0007021	XP_009149126.1	XP_013641610.1
OG0007021	XP_009110435.1	XP_013682953.2, XP_013708282.1
OG0007022	XP_009149147.1	XP_013641591.1, XP_013744550.1
OG0007022	XP_009110426.2	XP_013682952.2, XP_048594104.1, XP_013712195.2
OG0007023	XP_009127926.1	XP_013659951.2, XP_013729340.1
OG0007023	XP_009105892.1	XP_013649541.1, XP_013702336.1
OG0007024	XP_009110398.1	XP_013682980.1
OG0007024	XP_009149214.1	XP_013744611.1, XP_013641762.2
OG0007025	XP_009149221.1	XP_013641754.2
OG0007026	XP_009110383.1	XP_048594087.1, XP_013653870.1
OG0007026	XP_009149237.2	XP_013723315.2, XP_013641741.2
OG0007027	XP_009110374.1	XP_013691442.1
OG0007027	XP_009117637.1	XP_013660229.2, XP_048621124.1
OG0007028	XP_009110336.2	XP_013683029.1, XP_013657259.2
OG0007028	XP_009149338.1	XP_013641835.2, XP_013723272.2
OG0007029	XP_009149381.2	XP_013696697.3, XP_022557242.1
OG0007029	XP_009117572.1	XP_013664637.2, XP_013660190.1
OG0007030	XP_009117571.1	XP_048597555.1, XP_048621088.1
OG0007030	XP_009110306.1	XP_048594063.1, XP_013728136.1
OG0007031	XP_009117558.1	XP_048621083.1
OG0007031	XP_009149397.1	XP_013697581.1, XP_013646712.2
OG0007032	XP_009110292.2	XP_013728152.1, XP_013657228.2
OG0007032	XP_009149398.1	XP_013697580.2, XP_013641917.2
OG0007033	XP_009149444.1	XP_048638457.1, XP_048626852.1, XP_022557231.1
OG0007034	XP_009110263.1	XP_013741505.2, XP_013729467.1
OG0007034	XP_009149453.1	XP_013641869.2, XP_013712297.1
OG0007035	XP_009110217.1	XP_013737920.2, XP_013727431.1
OG0007035	XP_009149547.1	XP_048612694.1, XP_048612707.1, XP_013717670.2
OG0007036	XP_033131043.1	XP_013719590.1, XP_013651640.1
OG0007037	XP_009110187.1	XP_013686011.1, XP_013722054.2
OG0007037	XP_009149658.1	XP_013642334.2, XP_013671984.1
OG0007038	XP_009110166.1	XP_048594014.1, XP_013728283.1
OG0007038	XP_009149705.1	XP_048612757.1, XP_013642374.2
OG0007039	XP_009145386.1	XP_022546754.1
OG0007040	XP_033133630.1	XP_013722110.2, XP_048622464.1
OG0007040	XP_009145377.1	XP_013752335.1, XP_022559454.1
OG0007041	XP_009110150.1	XP_048622465.1, XP_013722138.2
OG0007042	XP_009104887.1	XP_048626615.1, XP_048591794.1, XP_022567432.1
OG0007042	XP_033131471.1	XP_013649510.1, XP_013695262.2
OG0007043	XP_033132091.1	XP_013665723.2, XP_048592704.1
OG0007043	XP_009115528.1	XP_013662883.1, XP_013696181.2
OG0007044	XP_009103155.1	XP_013653306.2, XP_013666525.1
OG0007045	XP_018509363.2	XP_013710207.1, XP_013732627.1
OG0007045	XP_009115485.1	XP_013693739.2, XP_013662842.1
OG0007046	XP_009110066.1	XP_022545987.1, XP_048621841.1
OG0007046	XP_009115456.1	XP_013662864.1, XP_013698468.2
OG0007047	XP_009109890.1	XP_013657186.1, XP_022545963.2
OG0007047	XP_009115336.2	XP_048612828.1, XP_013642098.2
OG0007048	XP_009113821.1	XP_013662670.1, XP_013659657.1
OG0007048	XP_009109847.1	XP_013657023.1, XP_013655169.1
OG0007049	XP_009103030.1	XP_013653267.2
OG0007049	XP_009109837.1	XP_013657148.1, XP_013657017.1
OG0007049	XP_009113795.1	XP_048615006.1, XP_013662545.2
OG0007050	XP_009109249.1	XP_013654950.2
OG0007050	XP_033144534.1	XP_013671543.2, XP_013739121.2
OG0007051	XP_009138216.2	XP_013692387.2, XP_013739299.1
OG0007051	XP_009109246.1	XP_022567955.2, XP_013723974.2
OG0007052	XP_009137465.1	XP_048619066.1, XP_048619068.1, XP_048619347.1
OG0007052	XP_009138355.1	XP_048597686.1, XP_013671223.2
OG0007053	XP_033144747.1	XP_013640555.1
OG0007053	XP_009110219.2	XP_048593598.1
OG0007053	XP_009107313.2	XP_013644091.2
OG0007054	XP_009137676.1	XP_013703288.1, XP_013738202.1
OG0007055	XP_009140553.1	XP_013747034.1, XP_013747049.2
OG0007055	XP_033136697.1	XP_022564004.1, XP_022547573.2
OG0007056	XP_009140469.1	XP_013746968.1, XP_013691165.2
OG0007056	XP_009117276.1	XP_013660067.1
OG0007057	XP_009141714.1	XP_013702200.2, XP_013745082.2
OG0007057	XP_009143433.1	XP_048636493.1, XP_022569528.1
OG0007058	XP_009117326.1	XP_048596521.1, XP_048621002.1
OG0007058	XP_009140391.1	XP_013688496.2, XP_048633607.1
OG0007059	XP_033145395.1	XP_013670495.2, XP_013717023.2
OG0007059	XP_009112546.1	XP_048621020.1, XP_013660357.2
OG0007060	XP_009134011.2	XP_048631908.1, XP_048608801.1, XP_048629386.1
OG0007060	XP_009117443.1	XP_013664307.2
OG0007061	XP_009129708.1	XP_013725211.2, XP_013732060.2
OG0007061	XP_009111821.2	XP_013660779.2, XP_013724389.1
OG0007061	XP_009151614.1	XP_048618139.1, XP_048591239.1
OG0007062	XP_009148834.1	XP_022543882.2, XP_022570471.2
OG0007062	XP_033135599.1	XP_048621226.1, XP_013698146.2
OG0007063	XP_009110556.1	XP_013655246.1, XP_013675208.2
OG0007063	XP_009117922.1	XP_013710531.1, XP_013660259.2
OG0007064	XP_033133747.1	XP_048622344.1
OG0007064	XP_009117956.1	XP_013664672.2, XP_013711493.2
OG0007064	XP_009148672.2	XP_013691540.2, XP_048638212.1
OG0007065	XP_009118016.1	XP_048630209.1, XP_013695425.2, XP_013708745.1
OG0007065	XP_009148539.1	XP_013641229.2, XP_013696765.1
OG0007066	XP_009118035.1	XP_013708905.2, XP_048597740.1
OG0007066	XP_009148550.2	XP_048638158.1
OG0007067	XP_009118041.1	XP_013708907.1, XP_013696209.1
OG0007067	XP_009110609.1	XP_013675218.1, XP_013655229.1
OG0007068	XP_009110643.2	XP_048622326.1, XP_022546092.2
OG0007068	XP_009118079.1	XP_013711300.1
OG0007068	XP_009148590.1	XP_022576411.2, XP_013742615.1
OG0007069	XP_018510663.1	XP_013712596.1, XP_048597752.1
OG0007069	XP_009148594.1	XP_022559201.2, XP_013742620.3
