Orthogroup	Noccaea_praecox	Cochlearia_excelsa
OG0009574	Np006G3350200	g38103
OG0009575	Np006G3351700	g51728, g37287
OG0009576	Np006G3351800	g51727
OG0009577	Np006G3353500	g37280
OG0009578	Np006G3353600	g37278
OG0009579	Np006G3356300	g51714
OG0009580	Np006G3357900	g37260
OG0009581	Np006G3360500	g51695, g37252
OG0009582	Np006G3361400	g51692
OG0009583	Np006G3363100	g51687
OG0009584	Np001G0278400	g10804
OG0009585	Np006G3365400	g51675
OG0009586	Np006G3367300, Np006G3367200	g51670, g51669
OG0009587	Np006G3372100	g37212
OG0009588	Np006G3373600	g37211
OG0009589	Np006G3374500	g51634
OG0009590	Np001G0261900	g10736
OG0009591	Np006G3375400	g37207
OG0009592	Np003G1761400	g40241
OG0009593	Np006G3376300	g37203
OG0009594	Np006G3377700	g38062
OG0009595	Np006G3379000	g51623
OG0009596	Np006G3381700	g51616
OG0009597	Np006G3381800	g51613
OG0009598	Np003G1826400	g40410
OG0009600	Np003G1832100	g40430
OG0009601	Np003G1832900	g25593, g16067, g40435
OG0009602	Np003G1835800	g40445
OG0009603	Np001G0273700	g10796
OG0009604	Np003G1838100	g25577
OG0009605	Np003G1817900	g25670
OG0009607	Np003G1823500	g25602
OG0009608	Np003G1824400	g25604
OG0009609	Np006G3709300	g38545
OG0009610	Np006G3707300	g38537
OG0009611	Np006G3699300, Np006G3699400	g50874
OG0009612	Np006G3700500	g38525
OG0009613	Np006G3703400	g38516
OG0009614	Np006G3696100	g36954
OG0009615	Np006G3672000	g38431
OG0009616	Np006G3666600	g36893
OG0009617	Np006G3667300	g50960
OG0009618	Np001G0341800, Np006G3659600	g38387
OG0009619	Np006G3641700	g51038
OG0009620	Np006G3644300	g38340
OG0009621	Np006G3625900	g38279
OG0009623	Np006G3627700	g38288
OG0009624	Np006G3624800	g38272
OG0009625	Np005G2819400	g47512
OG0009626	Np004G2030400	g28178
OG0009627	Np003G1576900	g27961
OG0009628	Np002G0874900	g27962
OG0009629	Np004G2048500	g27921
OG0009630	Np004G2043700	g32993
OG0009631	Np004G2040500	g27868
OG0009632	Np004G2240700	g32851
OG0009633	Np004G2087500	g27852
OG0009634	Np004G2069300	g27804
OG0009635	Np004G2064800	g32680
OG0009636	Np003G1774100	g40271
OG0009637	Np003G1774000	g40269
OG0009638	Np003G1757900	g40224
OG0009639	Np003G1754800	g40214
OG0009640	Np003G1783700	g40307, g25782
OG0009641	Np003G1787200	g40324
OG0009642	Np003G1787500	g40327
OG0009644	Np003G1794400	g40334
OG0009645	Np003G1814400	g40382
OG0009646	Np003G1471900	g29101
OG0009647	Np003G1472300	g4877
OG0009648	Np001G0139400	g10100
OG0009649	Np001G0139600	g4862
OG0009650	Np001G0140100	g4858
OG0009651	Np001G0141200	g10110
OG0009653	Np006G3674400	g4806
OG0009654	Np001G0146000	g4798
OG0009655	Np002G0964400, Np001G0598900	g45030
OG0009656	Np001G0147400	g10130
OG0009657	Np001G0148900	g18513
OG0009658	Np001G0150000	g10147
OG0009659	Np001G0150200	g10149
OG0009660	Np001G0156100	g10164
OG0009661	Np007G3725400	g13815
OG0009662	Np007G3724800	g5935
OG0009663	Np007G3724100	g5930
OG0009664	Np007G3722300	g5916
OG0009665	Np007G3721500	g13857
OG0009666	Np007G3720600	g13823
OG0009668	Np001G0458800	g19565
OG0009669	Np001G0458700	g19566
OG0009670	Np001G0458600	g2911, g2935
OG0009671	Np006G3205500	g37774
OG0009672	Np007G3735600	g5965
OG0009673	Np006G3206300	g37770
OG0009674	Np006G3206800	g37766
OG0009675	Np006G3207400	g37764
OG0009676	Np006G3207600	g50838
OG0009677	Np006G3208200	g37760
OG0009678	Np006G3210000	g50834
OG0009679	Np006G3224300	g37688
OG0009680	Np006G3224500	g37686
OG0009681	Np006G3226000	g50790
OG0009682	Np006G3227700	g50783
OG0009683	Np005G2784500	g23655
OG0009684	Np006G3227800	g50782
OG0009685	Np006G3227900	g50781
OG0009687	Np004G2025700	g28144
OG0009688	Np006G3230900	g37651
OG0009689	Np006G3231200	g37650
OG0009690	Np006G3232000	g52296
OG0009691	Np006G3233000	g52295
OG0009692	Np006G3233600	g37640
OG0009693	Np006G3237300	g37627
OG0009694	Np006G3238600	g52273, g37625
OG0009695	Np006G3238800	g37624
OG0009696	Np006G3240300	g38245, g52265
OG0009697	Np006G3242200	g52254
OG0009698	Np006G3242300	g52253
OG0009699	Np006G3244000	g37610
OG0009700	Np006G3246100	g52224
OG0009701	Np006G3246300	g52225
OG0009702	Np006G3246800	g37591, g52228
OG0009703	Np006G3247700	g37586
OG0009704	Np006G3248600	g37579, g52241
OG0009705	Np006G3248800	g52243, g37578
OG0009706	Np006G3253600	g38238
OG0009707	Np006G3257400	g37546
OG0009708	Np006G3259300	g38226
OG0009709	Np006G3259800	g37531
OG0009710	Np006G3264400	g37523
OG0009711	Np006G3269400	g37504, g52121
OG0009712	Np006G3270700	g52115
OG0009713	Np006G3271400	g37496
OG0009714	Np006G3271800	g37494
OG0009715	Np006G3275700	g52094
OG0009716	Np006G3275900	g52093
OG0009717	Np006G3277600	g37474
OG0009718	Np006G3278000	g37469
OG0009719	Np001G0343900	g10922
OG0009720	Np006G3279400	g38196
OG0009721	Np006G3283000	g52062
OG0009722	Np006G3283100	g37459
OG0009723	Np006G3286400	g37446
OG0009724	Np006G3286500	g37445
OG0009725	Np006G3287000	g37443
OG0009726	Np006G3287600	g37442
OG0009727	Np006G3297900	g37402
OG0009728	Np006G3296000	g37411
OG0009729	Np006G3295500	g52010
OG0009730	Np006G3301100	g51995
OG0009732	Np001G0335000	g10906
OG0009733	Np007G4243100	g7914
OG0009734	Np007G4237900	g7896
OG0009735	Np007G4235200	g12685, g6215, g7880
OG0009736	Np007G4234900	g7877
OG0009737	Np007G4233100	g7866
OG0009738	Np007G4232100	g7862
OG0009739	Np007G4229600	g7852
OG0009740	Np007G4228600	g7842
OG0009741	Np007G4225600	g7833
OG0009742	Np007G4225000	g12655
OG0009743	Np007G4224800	g12653
OG0009744	Np007G4221500	g12635
OG0009745	Np007G4219500	g12775
OG0009746	Np007G4213000	g12616
OG0009747	Np007G4211700	g7793
OG0009748	Np007G4207400	g7769, g7778
OG0009749	Np007G4205500	g7773, g7764
OG0009751	Np007G4204400	g7752
OG0009752	Np007G4203400	g12593, g7749
OG0009753	Np007G4202600	g12592
OG0009754	Np007G4202300	g12815
OG0009755	Np007G4201800	g12589, g7743
OG0009756	Np007G4196400	g12833, g7736
OG0009757	Np007G4194600	g12577
OG0009758	Np007G4193700	g12841
OG0009760	Np007G4184800	g12875
OG0009762	Np007G4176200	g12507
OG0009763	Np007G4173800	g12503
OG0009764	Np007G4173300	g7657
OG0009765	Np007G4173200	g7656
OG0009766	Np007G4171400	g12489
OG0009767	Np007G4168800	g7641
OG0009768	Np007G4167000	g12935, g12482
OG0009769	Np007G4164200	g7625
OG0009770	Np005G2787500	g47605
OG0009771	Np007G4163000	g7622
OG0009772	Np007G4160300	g12457
OG0009773	Np007G4160000	g7610
OG0009774	Np007G4159700	g12453
OG0009775	Np007G4158600	g7606
OG0009776	Np007G4157500	g7600
OG0009777	Np007G4157400	g7599
OG0009778	Np007G4155800, Np007G4156000	g12965
OG0009779	Np007G4153400	g7584
OG0009780	Np007G4151900	g7576
OG0009781	Np007G4151700	g7574
OG0009782	Np007G4150200	g12982
OG0009783	Np007G4147300	g12997, g7557
OG0009784	Np007G4147200	g12426, g12996
OG0009785	Np007G4147100	g12425
OG0009786	Np007G4147000	g12995
OG0009787	Np005G2772200	g23605
OG0009789	Np007G4145100	g7549
OG0009790	Np007G4144000	g7546
OG0009791	Np007G4122900	g7518
OG0009791	Np007G4138800	g13014
OG0009792	Np007G4137400	g13020
OG0009793	Np007G4135800, Np007G4136000	g13029
OG0009795	Np007G4134500	g12399
OG0009796	Np007G4128200	g7466
OG0009797	Np007G4126100	g7455
OG0009798	Np007G4122200	g12383
OG0009799	Np007G4122100	g12382
OG0009800	Np007G4119600	g7436
OG0009801	Np007G4117200	g7427
OG0009802	Np007G4116500	g29782
OG0009803	Np007G4115500	g7423, g13102
OG0009804	Np007G4114300	g7418
OG0009805	Np007G4111500	g12348
OG0009806	Np007G4110600	g7402
OG0009807	Np007G4109200	g7397
OG0009808	Np007G4103900	g7382
OG0009809	Np007G4103100	g7377
OG0009810	Np007G4097100	g7347
OG0009811	Np007G4096100, Np007G4124700	g13130
OG0009812	Np007G4095800	g7341
OG0009813	Np007G4094000	g13133, g7335
OG0009814	Np007G4092800	g12292
OG0009815	Np004G2363900, Np003G1255900, Np007G4092200	g13136
OG0009817	Np007G4090500	g13139
OG0009818	Np007G4088700	g7303
OG0009819	Np006G3405400, Np003G1779600	g40291
OG0009820	Np007G4086600	g12270
OG0009822	Np007G4085200	g7281
OG0009823	Np007G4082700	g7268
OG0009824	Np007G4081900	g7263
OG0009825	Np007G4081700	g7262
OG0009826	Np007G4081600	g12251
OG0009827	Np007G4078800	g12247, g7254
OG0009828	Np007G4078300	g7252
OG0009829	Np007G4076900	g13166
OG0009830	Np007G4073800	g7232
OG0009831	Np007G4072600	g12235
OG0009832	Np007G4068000	g12219
OG0009833	Np007G4067900	g7216
OG0009834	Np007G4060700	g13208
OG0009835	Np007G4058800	g16703, g12195
OG0009836	Np007G4058400	g7170
OG0009838	Np007G4058000	g12192
OG0009839	Np001G0429600	g18465, g18424
OG0009840	Np007G4056800	g12183
OG0009841	Np007G4055600	g12178
OG0009842	Np007G4051600	g7144
OG0009843	Np007G4046600, Np004G2079200	g7117
OG0009844	Np007G4046500	g7116
OG0009845	Np005G2788600	g23676
OG0009846	Np007G4044700	g7105
OG0009847	Np007G4044600	g7104
OG0009848	Np007G4044200	g7101
OG0009849	Np007G4040800, Np007G4041400	g7093
OG0009850	Np007G4031100	g13238
OG0009851	Np007G3900700	g7055
OG0009852	Np007G3903800	g13255
OG0009853	Np007G3904000	g7040
OG0009854	Np007G3904100	g12098
OG0009855	Np007G3904700	g17949, g7034
OG0009856	Np007G3906000	g7018
OG0009857	Np007G3907300	g7010, g13261
OG0009858	Np007G3916100	g6988
OG0009859	Np007G3916200	g6987
OG0009860	Np007G3922200	g13278
OG0009862	Np007G3931200	g12031
OG0009863	Np007G3932900	g12030
OG0009864	Np007G3936700	g6908
OG0009865	Np001G0504400, Np001G0504700	g19398
OG0009866	Np007G3940800	g13305
OG0009867	Np007G3941300	g6886
OG0009868	Np001G0256600	g10721
OG0009869	Np007G3943000	g12009
OG0009870	Np007G3943400	g6876
OG0009871	Np007G3945200	g12005
OG0009872	Np007G3945700	g12001
OG0009873	Np007G3946900	g13313
OG0009874	Np007G3947300	g6860
OG0009875	Np007G3950500	g13324
OG0009876	Np007G3953800	g11980, g6845
OG0009877	Np007G3955300	g13328
OG0009878	Np007G3955900	g6834
OG0009879	Np007G3957400	g11977, g6832
OG0009880	Np007G3958200	g11973
OG0009881	Np001G0281900	g10817
OG0009882	Np007G3964500	g6798
OG0009883	Np007G3964700	g6797
OG0009884	Np007G3969700	g6781
OG0009885	Np007G3970300	g6780
OG0009886	Np007G3975900	g11947, g6773
OG0009887	Np004G2463200, Np004G2463000	g31335
OG0009888	Np007G3978700	g6760
OG0009889	Np007G3989000	g11925
OG0009890	Np007G3989300	g6753
OG0009891	Np007G3991700	g6748
OG0009892	Np007G3993400	g6744
OG0009893	Np007G3803400	g6711, g6717
OG0009894	Np007G3806200	g11889, g6698
OG0009895	Np005G3149100	g16905
OG0009896	Np005G3144100	g46727
OG0009897	Np006G3656600	g38375, g38379, g38371
OG0009898	Np005G3138800	g46734
OG0009899	Np005G3135700	g46739
OG0009900	Np005G3131100	g46758
OG0009902	Np005G3109800	g46839
OG0009903	Np005G3109400	g46843, g16733
OG0009904	Np001G0182800	g10306
OG0009905	Np007G3846900	g6530
OG0009906	Np007G3846800	g13467, g6531
OG0009907	Np007G3841200	g11766, g6549
OG0009908	Np007G3839000	g11780
OG0009909	Np007G3715700	g13838
OG0009910	Np007G3836000	g11804
OG0009911	Np007G3831700	g6584
OG0009913	Np007G3829600	g13413
OG0009914	Np007G3824800	g6599
OG0009916	Np007G3824000	g11847
OG0009917	Np007G3823800	g6603, g11854
OG0009918	Np007G3822900, Np007G3823500	g13401
OG0009919	Np007G3820600	g6628
OG0009921	Np007G3813200, Np007G3813300	g11870
OG0009922	Np005G2733900	g23409
OG0009923	Np005G2734300	g23414, g16985
OG0009924	Np004G2254100	g1331
OG0009925	Np005G2742800	g47726
OG0009926	Np005G2744900	g23448
OG0009927	Np002G0954200	g45004
OG0009928	Np002G0868900	g45126
OG0009929	Np002G0985500	g45084
OG0009930	Np006G3617100	g35896, g43623, g43614
OG0009931	Np003G1468200	g29078
OG0009932	Np003G1467500	g29075, g4901
OG0009933	Np001G0161500	g10182
OG0009934	Np001G0158100	g10176
OG0009935	Np001G0158200	g10177
OG0009936	Np001G0158400	g4743
OG0009937	Np001G0169100	g10233, g4536
OG0009938	Np001G0169300	g10232
OG0009939	Np003G1730000	g26853, g28250
OG0009940	Np001G0541500	g2421
OG0009941	Np001G0540600	g2428
OG0009942	Np001G0539900	g2430
OG0009943	Np001G0539400	g2434
OG0009944	Np001G0537700	g2443
OG0009945	Np001G0532900	g19308
OG0009946	Np001G0531500	g2477
OG0009947	Np001G0530200	g2486, g19318
OG0009948	Np001G0529500	g11352
OG0009949	Np004G2598900	g30721
OG0009950	Np004G2598000	g49289
OG0009952	Np004G2031900	g49294
OG0009953	Np004G2592500	g26870
OG0009954	Np004G2591100	g30737
OG0009955	Np004G2040200	g53981, g53940
OG0009956	Np004G2587400	g26875
OG0009957	Np004G2586700	g49341
OG0009958	Np004G2586000	g30762
OG0009959	Np004G2585300	g26878
OG0009960	Np004G2584400	g49355
OG0009961	Np004G2580700	g26890
OG0009962	Np004G2579600	g30773
OG0009963	Np004G2577000	g26897
OG0009964	Np004G2576900	g49387
OG0009965	Np004G2576300	g30794
OG0009966	Np004G2574100	g30804
OG0009967	Np004G2574000	g30805
OG0009968	Np004G2573300	g49399
OG0009970	Np004G2571900	g30811
OG0009971	Np004G2569700	g26906
OG0009972	Np004G2569000	g49420
OG0009973	Np004G2568000	g26918
OG0009974	Np004G2567900	g49424
OG0009975	Np004G2565400	g49432
OG0009976	Np004G2565000	g26910
OG0009977	Np004G2564000	g49436
OG0009978	Np004G2563300	g49440
OG0009979	Np004G2559800	g30865
OG0009980	Np004G2557900	g30873
OG0009981	Np004G2557500	g30876
OG0009982	Np004G2555800, Np004G2542100, Np004G2554100	g30884
OG0009983	Np004G2555600	g26944
OG0009984	Np004G2555100	g26946
OG0009985	Np004G2554200	g49464
OG0009986	Np004G2554000	g30902
OG0009987	Np004G2549000	g30915
OG0009988	Np004G2548900	g30916, g49488
OG0009989	Np004G2545300	g30929
OG0009990	Np004G2544900	g49499
OG0009991	Np004G2544500	g30934
OG0009992	Np004G2543500	g30938
OG0009994	Np004G2537000, Np004G2282800	g30973, g30969, g49531
OG0009995	Np004G2535100	g30990
OG0009996	Np004G2534700	g30991
OG0009997	Np004G2533700	g30995
OG0009998	Np004G2531600	g31007
OG0009999	Np004G2531200	g31011
OG0010000	Np004G2530800	g49547
OG0010003	Np004G2518800	g49574
OG0010004	Np004G2514400	g49602
OG0010007	Np004G2511200, Np004G2332300	g49612
OG0010008	Np004G2510300	g49694
OG0010009	Np004G2510200	g49693
OG0010010	Np004G2509100	g27026
OG0010011	Np004G2508300	g49675
OG0010012	Np004G2507300	g49670
OG0010013	Np004G2507200	g27030
OG0010014	Np004G2506600	g31129
OG0010015	Np004G2101300	g32269, g50404
OG0010016	Np004G2505900	g31132
OG0010017	Np004G2505600, Np004G2129800	g49662
OG0010018	Np004G2504700	g49658
OG0010019	Np002G0986400	g45086
OG0010020	Np004G2504100	g31141
OG0010021	Np004G2503800	g49654
OG0010022	Np004G2501600	g51874, g49639, g31157
OG0010024	Np004G2498300	g49637
OG0010025	Np004G2497800	g27073
OG0010026	Np002G1115100	g41095
OG0010027	Np004G2496600	g49626
OG0010028	Np004G2496400	g31188
OG0010029	Np004G2482600	g27121, g31255
OG0010030	Np004G2480400	g31268
OG0010031	Np004G2480100	g49735
OG0010032	Np004G2480000	g31269
OG0010033	Np004G2479100	g49745
OG0010034	Np004G2478600	g31275
OG0010036	Np004G2477300	g31283
OG0010037	Np001G0328100	g10833
OG0010038	Np004G2474700	g46965
OG0010039	Np004G2474500	g49768
OG0010040	Np004G2470300	g31313
OG0010041	Np004G2470100	g49773
OG0010042	Np004G2468500	g31323
OG0010044	Np002G1188400, Np002G1188500	g27164
OG0010045	Np004G2465000	g31331
OG0010046	Np004G2462800	g31336, g49782
OG0010047	Np004G2462700	g31337
OG0010048	Np004G2460900	g31346
OG0010049	Np004G2457400	g27187
OG0010050	Np004G2455400	g31378
OG0010051	Np004G2445500	g49857
OG0010052	Np004G2445200	g31420
OG0010053	Np004G2444900	g31422
OG0010054	Np004G2440400	g31447
OG0010055	Np004G2437600	g27221
OG0010056	Np004G2431400	g49892
OG0010057	Np004G2430100	g49896, g31482
OG0010058	Np004G2427800	g31493
OG0010059	Np004G2429000	g31485, g49900, g27251
OG0010060	Np004G2426000	g31508
OG0010062	Np004G2424800	g31513
OG0010063	Np004G2098000	g27620
OG0010064	Np004G2419000	g31541
OG0010065	Np004G2414400	g31566
OG0010066	Np004G2414200	g31568
OG0010067	Np004G2414000	g31570
OG0010068	Np004G2413700	g27288
OG0010069	Np004G2411300	g31585
OG0010070	Np004G2409000	g49940
OG0010071	Np004G2408700	g49942
OG0010072	Np004G2407400	g31610
OG0010073	Np004G2406800	g31614, g49946
OG0010074	Np004G2402700	g31628
OG0010076	Np004G2399600	g27340
OG0010078	Np004G2398900	g31648, g49969
OG0010079	Np004G2396900	g27345, g31653
OG0010080	Np004G2396500	g31654
OG0010081	Np007G3747800	g42787, g4619, g33626, g25925
OG0010082	Np004G2393300	g27357
OG0010083	Np004G2390700	g31685
OG0010085	Np004G2387000	g31702
OG0010087	Np004G2383400	g27374
OG0010088	Np004G2377100	g31754
OG0010090	Np004G2375900	g31765
OG0010091	Np004G2373600	g31778
OG0010092	Np004G2372100	g50050, g27412
OG0010094	Np004G2370600	g31798
OG0010095	Np004G2369700	g50052
OG0010096	Np004G2367800	g50058
OG0010097	Np004G2364800	g31826
OG0010098	Np004G2363800	g31834
OG0010099	Np004G2361400	g50086
OG0010100	Np004G2361200	g31851
OG0010101	Np004G2360800	g50087
OG0010102	Np004G2358900	g50094, g31866
OG0010104	Np004G2357200	g27441
OG0010105	Np004G2355800	g31889
OG0010106	Np004G2355500	g27446
OG0010107	Np004G2355000	g31891
OG0010108	Np004G2354900	g27447
OG0010109	Np004G2353000	g50125
OG0010110	Np004G2352900	g50126
OG0010111	Np004G2348600	g31944, g50148
OG0010112	Np004G2346000	g27474
OG0010113	Np004G2345900	g31950
OG0010114	Np004G2344100	g31958
OG0010115	Np004G2342800	g50166
OG0010116	Np004G2328500	g50224
OG0010117	Np004G2328100	g50225
OG0010118	Np004G2327900	g32019
OG0010119	Np001G0269700	g41113
OG0010120	Np004G2325200	g32024
OG0010121	Np004G2319700	g32045
OG0010122	Np004G2318500	g27527
OG0010123	Np004G2318000	g27528, g50251
OG0010124	Np004G2311700, Np004G2311600	g50274
OG0010125	Np004G2309800	g32047
OG0010126	Np002G0832200	g45976
OG0010127	Np002G0833000	g45991
OG0010128	Np002G0833300	g44633
OG0010129	Np002G0835600	g45931
OG0010130	Np002G0847300	g44689
OG0010131	Np002G0851100	g45868
OG0010132	Np002G0852300	g44697
OG0010133	Np002G0853900	g44699
OG0010134	Np002G0854000	g44700
OG0010135	Np002G0854100	g44701
OG0010136	Np002G0854200	g45851
OG0010137	Np002G0855600	g44706
OG0010138	Np002G0856200	g45842
OG0010139	Np002G0860200	g44708
OG0010140	Np004G2061300	g50683
OG0010141	Np003G1751200, Np001G0432800, Np001G0423500	g11510
OG0010142	Np004G2423800	g36999
OG0010143	Np002G1231400	g40796
OG0010145	Np002G1213500	g40863
OG0010146	Np002G1213400	g44244
OG0010147	Np002G1205300	g44232, g40890
OG0010148	Np002G1198000	g40922
OG0010149	Np004G2063300	g50703
OG0010150	Np002G1185000	g44186
OG0010151	Np002G1182900	g40961
OG0010152	Np002G1182500	g40963
OG0010153	Np002G1179000	g40970
OG0010154	Np002G1177900	g44167
OG0010155	Np002G1177600	g44157
OG0010156	Np002G1171500	g40988
OG0010157	Np002G1164700	g40999
OG0010158	Np002G1164400	g44138
OG0010159	Np002G1157000	g44111
OG0010160	Np002G1155900	g41032
OG0010161	Np002G1153800	g41036
OG0010162	Np002G1147300	g41047
OG0010163	Np002G1144400	g44084
OG0010164	Np002G1138100	g38259
OG0010165	Np002G1136100	g44048
OG0010167	Np003G1887300	g25393
OG0010168	Np002G1131700	g44031
OG0010169	Np002G1130900	g44027
OG0010170	Np002G1117300	g44005
OG0010171	Np005G3028100	g24448
OG0010172	Np002G1237600	g40818
OG0010173	Np002G1242200	g40774
OG0010174	Np002G1243000	g40767
OG0010175	Np003G1846200	g40204
OG0010176	Np001G0344900	g40641
OG0010177	Np001G0342800	g40647
OG0010178	Np001G0342600	g10919, g40651
OG0010179	Np001G0321600	g40721
OG0010180	Np001G0321700	g40722
OG0010181	Np001G0391200	g11033
OG0010182	Np001G0391700, Np002G0933100	g11036
OG0010183	Np001G0423600	g37025
OG0010184	Np001G0395800	g40495
OG0010185	Np001G0396300	g40493
OG0010186	Np005G2825700	g47500
OG0010188	Np005G2752300	g23475
OG0010189	Np005G2749200	g17004
OG0010190	Np005G2746400	g23457, g47713
OG0010192	Np004G1990000	g28095
OG0010193	Np004G1987200	g36369
OG0010194	Np004G1986500	g54110
OG0010195	Np004G1986300	g54111
OG0010196	Np004G1983200	g36391
OG0010198	Np002G0786600	g44491
OG0010199	Np005G2600900	g18377
OG0010200	Np005G2601000	g18376
OG0010201	Np005G2602600	g18365
OG0010202	Np005G2603700	g18354
OG0010203	Np005G2604700	g18343
OG0010204	Np005G2605000	g18342
OG0010205	Np005G2609200	g18321
OG0010206	Np005G2612400	g18306
OG0010207	Np005G2613500	g18304
OG0010209	Np005G2616400	g47842
OG0010210	Np005G2619200	g22733
OG0010211	Np005G2620200	g22738
OG0010212	Np005G2620600	g22743
OG0010213	Np005G2621000	g22747
OG0010214	Np006G3513600	g22780
OG0010215	Np005G2625600	g18295, g52912, g52911
OG0010216	Np005G2625800	g22787
OG0010217	Np005G2626000	g22789
OG0010218	Np005G2697900	g22806
OG0010219	Np005G2697100	g22814
OG0010220	Np005G2696200	g22820
OG0010221	Np005G2694700	g22828
OG0010222	Np005G2693500	g22833, g47988
OG0010223	Np005G2691500	g22844
OG0010224	Np005G2690700	g22851
OG0010225	Np005G2689000	g22869
OG0010226	Np005G3072900	g4052
OG0010227	Np005G2684600	g47974
OG0010229	Np005G2682000	g22920
OG0010230	Np005G2679900	g22935
OG0010231	Np005G2675800, Np005G2668100	g22960
OG0010232	Np005G2673400	g18235
OG0010233	Np005G2672400	g22974
OG0010234	Np005G2660500	g23018
OG0010235	Np005G2660300	g47908
OG0010236	Np005G2657500	g23033
OG0010237	Np005G2655800	g47900
OG0010238	Np005G2653500	g23059
OG0010239	Np005G2652700	g23066
OG0010240	Np005G2648900	g23077
OG0010241	Np005G2648400	g23083
OG0010243	Np005G2647800	g18208
OG0010244	Np004G2096900	g32244
OG0010245	Np005G2647400	g23095
OG0010246	Np005G2631900	g23208
OG0010247	Np005G2700400	g23254
OG0010248	Np005G2699800	g23249
OG0010249	Np005G2699200	g47820
OG0010250	Np005G2630700	g47827
OG0010251	Np005G2630900	g23219
OG0010252	Np005G2632000	g23207
OG0010253	Np005G2632400	g23204
OG0010254	Np005G2633200	g23200
OG0010255	Np005G2634400	g23191
OG0010256	Np005G2634600	g23189
OG0010257	Np005G2635200	g23187
OG0010258	Np005G2635300	g23183
OG0010259	Np005G2635600	g23181
OG0010260	Np005G2635700	g23180
OG0010262	Np003G1727900	g28306, g28267
OG0010263	Np005G2641700	g18186
OG0010264	Np005G2642400	g23139
OG0010265	Np005G2708100	g23286
OG0010266	Np005G2712800	g47795
OG0010267	Np005G2714000	g47790
OG0010268	Np005G2714100	g23309, g16946
OG0010269	Np005G2716600	g16949
OG0010270	Np005G2716800	g16951
OG0010271	Np005G2716900	g16952
OG0010272	Np005G2717900	g47783
OG0010273	Np005G2718700	g47781, g23332
OG0010274	Np005G2726700	g47761
OG0010275	Np005G2727100	g23374
OG0010276	Np007G3858900	g11735
OG0010278	Np002G0820100	g46013
OG0010279	Np002G0822100	g44601
OG0010280	Np002G0826400	g44612, g45953
OG0010281	Np002G0827300	g45955
OG0010283	Np002G0830300	g45966
OG0010284	Np002G0831000	g45970
OG0010285	Np002G0832100	g44624
OG0010286	Np004G2279600	g32122, g50333, g27571
OG0010287	Np004G2279000	g50335
OG0010288	Np004G2274500	g27580
OG0010289	Np004G2266200	g32146, g50349
OG0010290	Np004G2258300	g32161
OG0010291	Np004G2246700	g32180, g50368
OG0010292	Np004G2100800	g50407, g32279
OG0010293	Np003G1868800	g39555
OG0010294	Np003G1868900	g39554
OG0010295	Np001G0477500, Np003G1869300	g39551
OG0010296	Np003G1869500	g39549
OG0010297	Np003G1870100	g39547
OG0010298	Np003G1870800	g39539
OG0010299	Np003G1871800	g25449, g39536
OG0010300	Np003G1872000	g39533, g25448
OG0010301	Np003G1874700, Np003G1875400	g39523
OG0010302	Np001G0199000	g10417
OG0010303	Np003G1876700	g25425
OG0010304	Np003G1879400	g45221, g25415, g25418
OG0010305	Np003G1879700	g40789, g39505
OG0010307	Np003G1884200	g39469
OG0010308	Np007G3831800, Np003G1888100	g39482
OG0010309	Np003G1888700	g45255
OG0010310	Np003G1890800	g25373
OG0010312	Np003G1891500	g45269
OG0010313	Np003G1891700	g45271
OG0010314	Np003G1892100	g39457
OG0010315	Np003G1892900	g39453
OG0010316	Np003G1895500	g25351
OG0010317	Np006G3488200	g11176
OG0010318	Np006G3712600	g50847
OG0010319	Np006G3712000	g44596
OG0010320	Np004G2097900	g32249
OG0010321	Np004G2090700	g32192
OG0010322	Np004G2089000	g32188
OG0010324	Np005G2793200	g23704
OG0010325	Np005G2786300	g47613
OG0010327	Np005G2784900	g23658
OG0010328	Np005G2781400	g23641
OG0010329	Np005G2780000	g23634
OG0010330	Np005G2779800	g17086
OG0010331	Np005G2779500	g23632
OG0010332	Np005G2776600	g23629
OG0010334	Np005G2767400	g23571
OG0010335	Np005G2766700	g23566
OG0010336	Np005G2766300	g23563
OG0010337	Np001G0241700	g10655
OG0010338	Np001G0241100	g10653
OG0010339	Np001G0239500	g1559
OG0010340	Np001G0236800	g1563
OG0010343	Np004G2359200	g27435
OG0010344	Np004G2345300	g50160
OG0010347	Np004G2094600	g32222, g50391
OG0010352	Np004G1923200	g49904, g36669
OG0010354	Np002G1160400, Np002G1160500, Np002G1160300, Np002G1160200	g44127
OG0010356	Np006G3269600	g37503, g52119
OG0010357	Np004G2361700	g34731
OG0010360	Np002G0897300	g41568
OG0010361	Np002G0824700	g44605
OG0010362	Np002G0808300	g46081
OG0010363	Np007G4151600	g12978
OG0010364	Np007G4089300	g12278
OG0010365	Np007G4064700	g7202
OG0010367	Np004G2594900	g25320, g50861
OG0010369	Np006G3689000	g50898
OG0010371	Np006G3655800	g38369
OG0010372	Np006G3655100	g50996, g38362
OG0010377	Np001G0566800, Np006G3398300	g51554
OG0010381	Np002G0833500, Np002G0833700	g37704
OG0010382	Np001G0263700	g10742
OG0010383	Np001G0233300	g10605
OG0010384	Np001G0205200	g10465
OG0010385	Np001G0194900	g10399
OG0010386	Np001G0492500	g19428
OG0010387	Np001G0512400	g2595, g19370
OG0010388	Np001G0560300	g2369, g11316
