Orthogroup	Noccaea_praecox	Camelina_sativa
OG0007822	Np001G0606500	XP_010427475.1, XP_010504553.1, XP_010516253.1
OG0007823	Np001G0602300	XP_010516225.1, XP_010504516.1, XP_010427437.1, XP_010516226.1
OG0007824	Np001G0177800	XP_010482086.1, XP_019097588.1
OG0007825	Np001G0592900	XP_010427325.1, XP_010504409.1, XP_010516125.1
OG0007826	Np001G0600500	XP_010504482.1, XP_010516201.1, XP_010427410.1
OG0007827	Np001G0597500	XP_010504450.1, XP_010427373.1
OG0007828	Np001G0591900	XP_010516114.1, XP_010504399.1, XP_010427316.1
OG0007829	Np001G0577900	XP_010516004.1, XP_010427175.1, XP_010504281.1
OG0007830	Np001G0577500	XP_019102354.1, XP_010517676.1, XP_010504274.1, XP_010427171.1
OG0007831	Np001G0575500	XP_010504250.1, XP_010515974.1, XP_010427149.1
OG0007833	Np001G0574900	XP_010515967.1, XP_010427138.1, XP_010504244.1
OG0007834	Np001G0574300	XP_010427128.1, XP_010504236.1, XP_010515958.1
OG0007835	Np001G0574200	XP_010504232.1, XP_010515955.1, XP_010427124.1
OG0007836	Np001G0574100	XP_010427106.1, XP_010427123.1, XP_010515952.1
OG0007837	Np001G0573800, Np007G3929800	XP_010427102.1, XP_010515950.1, XP_010504229.1
OG0007838	Np001G0572100	XP_010504204.1, XP_010515929.1, XP_010427082.1
OG0007839	Np004G2453300	XP_010476221.1, XP_010494232.1, XP_010458676.1
OG0007840	Np001G0568000	XP_010515894.1, XP_010427049.1, XP_010504167.1
OG0007841	Np001G0566100	XP_010504149.1, XP_010427037.1, XP_010515879.1
OG0007842	Np001G0564700	XP_010427018.1, XP_010504130.1, XP_010515860.1
OG0007843	Np001G0563700	XP_010515849.1, XP_010427006.1, XP_010504121.1
OG0007844	Np001G0558800, Np001G0555000, Np001G0556300	XP_010515801.1, XP_010504071.1, XP_010426945.1
OG0007845	Np010G4348800, Np001G0552600	XP_010426929.1, XP_010504050.1, XP_010515778.1
OG0007846	Np001G0549500	XP_010507411.1, XP_010426895.1, XP_010515747.1, XP_010507412.1
OG0007847	Np003G1620000	XP_010446314.1, XP_010446095.1, XP_010482805.1
OG0007848	Np003G1618200, Np003G1619100, Np003G1619500, Np003G1618500, Np003G1619600	XP_010482800.1, XP_010474274.1, XP_019087647.1
OG0007849	Np003G1637200	XP_010442922.1, XP_010482755.1, XP_010445905.1
OG0007850	Np003G1637900	XP_010445864.1, XP_010442916.1, XP_010482750.1
OG0007851	Np003G1638800	XP_010445803.1, XP_019088420.1, XP_010497238.1, XP_010482734.1
OG0007852	Np003G1639000	XP_010442902.1, XP_010445781.1, XP_010482732.1
OG0007853	Np003G1642300	XP_010442886.1, XP_010482718.1, XP_010474103.1
OG0007854	Np003G1642400	XP_010442885.1, XP_010445681.1
OG0007855	Np005G3013100	XP_010434887.1, XP_010440212.1, XP_010449854.1
OG0007856	Np007G3871600	XP_019085425.1, XP_010488563.1, XP_010466868.1, XP_010513559.1
OG0007857	Np007G3873500	XP_010493921.1, XP_010488569.1, XP_010466876.1, XP_010513627.1
OG0007858	Np007G3873600	XP_010488570.1
OG0007859	Np007G3878200	XP_010488624.1, XP_010513952.1, XP_010466934.1
OG0007860	Np007G3885200	XP_010488669.1, XP_010466987.1, XP_010466984.1, XP_010514349.1, XP_019098773.1
OG0007861	Np007G3888100	XP_010488720.1, XP_010412392.1, XP_010518652.1, XP_010467032.1
OG0007862	Np001G0432500, Np007G3898200	XP_010467127.1, XP_010488799.1, XP_010412961.1
OG0007863	Np002G0939700	XP_010415217.1, XP_010470554.1, XP_010511584.1
OG0007864	Np002G0939300	XP_010511588.1, XP_010419026.1, XP_010474155.1
OG0007865	Np002G0934600	XP_010470596.1, XP_010415250.1, XP_010511618.1
OG0007866	Np002G0928400	XP_010419035.1, XP_010470610.1, XP_010511629.1
OG0007867	Np002G0926100	XP_019100938.1, XP_010474175.1, XP_010419036.1
OG0007868	Np002G0926000	XP_010415288.1, XP_010470621.1, XP_010511638.1, XP_010511639.1
OG0007869	Np002G0920500	XP_010470638.1, XP_010511661.1, XP_010415308.1
OG0007871	Np001G0140700	XP_019084590.1, XP_019090460.1, XP_010493913.1
OG0007872	Np002G0919500	XP_010415312.1, XP_010511664.1, XP_010470642.1
OG0007873	Np002G0919200	XP_010511671.1, XP_010511670.1, XP_010470646.1
OG0007874	Np002G0919100	XP_019092989.1, XP_019101596.1, XP_010415318.1
OG0007875	Np002G0917700	XP_010511677.1, XP_010415321.1, XP_010470651.1
OG0007876	Np002G0913100	XP_010511707.1, XP_010415337.1, XP_010470670.1
OG0007877	Np002G0911700	XP_010470687.1, XP_010415351.1, XP_010511720.1
OG0007878	Np002G0911300	XP_010415354.1, XP_010511727.1, XP_010470690.1, XP_010470694.1
OG0007879	Np002G0909200	XP_019083229.1, XP_019083230.1, XP_019101605.1, XP_019093016.1
OG0007880	Np002G0906100	XP_010477992.1, XP_010460427.1, XP_010499154.1, XP_019098801.1
OG0007881	Np002G0902400	XP_010415415.1, XP_010511787.1, XP_010470749.1
OG0007882	Np002G0896200, Np002G0896100	XP_010470770.1, XP_010415445.1
OG0007883	Np002G0895200	XP_010415456.1, XP_010470783.1, XP_010511826.1
OG0007884	Np002G0894600	XP_010470788.1, XP_019101029.1, XP_010415458.1
OG0007885	Np007G3744400	XP_010414369.1, XP_010467669.1, XP_010489554.1
OG0007886	Np001G0388300	XP_010481705.1, XP_010441824.1, XP_010494533.1
OG0007887	Np007G3742200	XP_010489573.1, XP_010489575.1, XP_010489576.1, XP_010414521.1, XP_010467695.1
OG0007888	Np007G3741100	XP_010489590.1, XP_010467708.1, XP_010414641.1
OG0007889	Np007G3737300	XP_010467870.1, XP_010425608.1, XP_010489469.1
OG0007890	Np001G0255200	XP_010514011.1, XP_010514015.1, XP_010502253.1, XP_010425018.1
OG0007891	Np002G0921000	XP_010514547.1, XP_010502844.1, XP_010425625.1
OG0007892	Np007G3731300	XP_010495931.1, XP_010489146.1, XP_010416839.1
OG0007893	Np006G3305200	XP_010507675.1, XP_010507676.1, XP_010507673.1, XP_010507674.1, XP_010412993.1, XP_010512914.1
OG0007894	Np006G3305800	XP_010508749.1, XP_010505883.1, XP_010517606.1
OG0007895	Np006G3306400	XP_010508757.1, XP_010517596.1, XP_010505877.1
OG0007896	Np006G3306800	XP_010505871.1, XP_010508770.1, XP_010517591.1
OG0007897	Np001G0535500	XP_010503865.1, XP_010515599.1, XP_010426745.1
OG0007898	Np006G3310900	XP_010508809.1
OG0007899	Np006G3311500	XP_010517510.1, XP_010505824.1
OG0007900	Np006G3314500	XP_010508841.1, XP_010517486.1, XP_010505795.1
OG0007901	Np006G3315700	XP_010508856.1, XP_010505785.1, XP_010517473.1
OG0007902	Np006G3320800	XP_010508896.1, XP_010505741.1, XP_010517433.1
OG0007903	Np006G3321400	XP_010505740.1, XP_010508898.1, XP_010517431.1
OG0007904	Np006G3321600	XP_010505734.1, XP_010517425.1, XP_010508902.1
OG0007905	Np006G3324400	XP_010508917.1, XP_010505713.1, XP_010517404.1
OG0007906	Np006G3327200	XP_010505699.1, XP_010517384.1, XP_010512943.1
OG0007907	Np002G0975000	XP_010511118.1, XP_010470447.1, XP_010415113.1
OG0007908	Np006G3336200, Np006G3335800	XP_010509001.1, XP_010517311.1, XP_010505640.1
OG0007909	Np006G3337200	XP_010509010.1, XP_010505624.1, XP_010517300.1
OG0007911	Np006G3338900	XP_010517281.1, XP_010505605.1, XP_010509025.1
OG0007912	Np006G3344900	XP_010509079.1, XP_010505566.1, XP_010517238.1
OG0007913	Np007G4166200	XP_010443504.1, XP_010464253.1, XP_010486192.1
OG0007914	Np006G3347200	XP_010517207.1, XP_010509111.1, XP_010505540.1
OG0007915	Np006G3348600	XP_019102528.1, XP_019099874.1, XP_010509112.1
OG0007916	Np006G3349000	XP_010517198.1, XP_010509176.1, XP_010505533.1
OG0007917	Np006G3349200	XP_010509173.1, XP_010505530.1, XP_010517193.1
OG0007918	Np006G3349400, Np007G3915900	XP_010505529.1, XP_010517192.1, XP_010509172.1
OG0007919	Np006G3349500, Np006G3349600	XP_010517190.1, XP_010505528.1, XP_010509171.1
OG0007920	Np006G3350700	XP_010512982.2, XP_010517179.1, XP_010517184.1, XP_010517178.1, XP_010518532.1, XP_010505517.1
OG0007921	Np004G2096000	XP_010499141.1, XP_010477982.1, XP_010460410.1
OG0007922	Np006G3356600	XP_010509191.1, XP_010517121.1, XP_010505452.1
OG0007923	Np006G3358000	XP_010505443.1, XP_010509204.1, XP_010517113.1
OG0007924	Np006G3362200	XP_010509239.1, XP_010517081.1, XP_010505409.1
OG0007925	Np006G3365200	XP_019102512.1, XP_010505386.1, XP_010509265.1
OG0007926	Np007G4125900	XP_019096343.1, XP_010468090.1
OG0007927	Np006G3367700	XP_019099872.1, XP_019102019.1, XP_019101266.1
OG0007928	Np006G3367800	XP_010517050.1, XP_010505372.1, XP_010509282.1
OG0007929	Np006G3368600	XP_010517041.1, XP_010505364.1, XP_010509290.1
OG0007930	Np006G3373700, Np006G3373800, Np006G3373900	XP_010517010.1, XP_010505323.1, XP_010509341.1
OG0007931	Np006G3376800	XP_010509366.1, XP_010516979.1, XP_010505297.1
OG0007932	Np006G3377900	XP_010516957.1, XP_010509389.1, XP_010505276.1
OG0007933	Np006G3378500	XP_010509393.1, XP_010505269.1, XP_010516954.1
OG0007934	Np006G3381100	XP_010516934.1, XP_010505248.1, XP_010509409.1
OG0007935	Np003G1572300, Np003G1826300	XP_010433356.1, XP_010456901.2, XP_019084659.1
OG0007936	Np003G1827400	XP_010433223.1, XP_019084093.1
OG0007937	Np001G0277500, Np006G3395600	XP_010430642.1, XP_010502121.1, XP_010513863.1
OG0007938	Np003G1833200	XP_010455724.1, XP_010432828.1, XP_010496182.1
OG0007939	Np003G1833600	XP_010496364.1, XP_010432779.1, XP_010455730.1
OG0007940	Np003G1836100	XP_019090674.1, XP_010422290.1, XP_010432499.1
OG0007941	Np003G1823700	XP_010422206.1, XP_010433480.1, XP_010455681.1
OG0007942	Np006G3705700	XP_010416892.1, XP_010429058.1
OG0007943	Np006G3703300	XP_010429105.1, XP_010472186.1, XP_010416940.1
OG0007944	Np006G3693000	XP_010429129.1, XP_010416969.1
OG0007945	Np006G3689800	XP_010472227.1, XP_010416997.1
OG0007946	Np006G3687500	XP_010472243.1, XP_010417013.1, XP_010429176.1
OG0007947	Np006G3686500	XP_010417018.1, XP_010429180.1, XP_019093160.1
OG0007948	Np006G3684800	XP_010429202.1, XP_010472265.1, XP_010417029.1
OG0007949	Np004G2099400	XP_010478028.1, XP_019099220.1, XP_010460467.1
OG0007950	Np006G3683900	XP_010472274.1, XP_010417034.1, XP_010429210.1
OG0007951	Np006G3681100	XP_010472286.1, XP_010429222.1, XP_010417047.1
OG0007952	Np006G3681000	XP_010472285.1, XP_010429221.1, XP_010417046.1
OG0007953	Np006G3677600	XP_010429257.1, XP_010472313.1
OG0007954	Np006G3675000	XP_010429279.1, XP_010472331.1
OG0007955	Np006G3674300	XP_010417090.1, XP_010429283.1, XP_010474423.1
OG0007956	Np006G3666700	XP_010417125.1, XP_010472376.1, XP_010429337.1
OG0007957	Np006G3665200	XP_010472395.1, XP_010417139.1, XP_010429352.1
OG0007958	Np006G3663700	XP_010429368.1, XP_010472412.2, XP_010417156.1
OG0007959	Np006G3631000	XP_010472624.1, XP_010417375.1, XP_010429614.1, XP_019082719.1
OG0007960	Np006G3637900, Np001G0219100	XP_010472555.1, XP_010429550.1
OG0007961	Np006G3628000	XP_010417407.1, XP_010472653.1
OG0007962	Np006G3657200	XP_010472450.1, XP_010417199.1, XP_010429422.1
OG0007963	Np006G3633400	XP_010417350.1, XP_010472592.1, XP_010429581.1
OG0007964	Np005G2820600	XP_010439011.1, XP_010433753.1, XP_010448548.1
OG0007965	Np005G2820700	XP_010448549.1, XP_010433754.1, XP_010439012.1
OG0007966	Np005G2825100	XP_019088774.1, XP_010448581.1, XP_010433790.1
OG0007967	Np004G2031500	XP_010461428.1, XP_010500118.1, XP_010479666.1, XP_019094322.1
OG0007968	Np004G2030000	XP_010479032.1, XP_010500125.1, XP_010461429.1
OG0007969	Np004G2028800	XP_010461434.1, XP_010500134.1
OG0007970	Np004G2024900	XP_010479058.1, XP_010461452.1
OG0007971	Np004G2024000	XP_010461461.1, XP_010479060.1, XP_010500164.1
OG0007972	Np004G2046500	XP_010478957.1, XP_010500052.1, XP_010461335.1
OG0007973	Np004G2045900	XP_010461325.1, XP_010500046.1, XP_010478954.1
OG0007974	Np004G2043500	XP_010500031.1, XP_010478939.1, XP_010461311.1
OG0007975	Np004G2245300	XP_010500002.1, XP_019098304.1, XP_010461276.1
OG0007976	Np004G2086400	XP_019091857.1, XP_010499963.1, XP_010478853.1
OG0007977	Np004G2085000, Np004G2084900	XP_019091740.1, XP_010499953.1, XP_010478833.1
OG0007978	Np004G2083600	XP_010478813.1, XP_010499938.1, XP_010461217.1
OG0007979	Np004G2068800	XP_010461205.1, XP_010499922.1
OG0007980	Np004G2068500	XP_010461203.1, XP_010499920.1
OG0007981	Np003G1775200	XP_010455374.1, XP_010421889.1, XP_010437962.1
OG0007982	Np003G1775100	XP_010421888.1, XP_010455373.1, XP_010437974.1
OG0007983	Np003G1780200	XP_010437439.1, XP_010421936.1, XP_010455416.1
OG0007984	Np003G1781800	XP_010455426.1, XP_010437320.1, XP_010421946.1
OG0007985	Np003G1788700	XP_010436760.1, XP_010422002.1, XP_010455470.1
OG0007986	Np005G3113600	XP_010440838.1, XP_010450485.1, XP_010435557.1, XP_010440834.1
OG0007987	Np003G1811600	XP_010434580.1, XP_010455582.1, XP_010422122.1
OG0007988	Np003G1818500	XP_010455655.1
OG0007989	Np003G1469300	XP_010420692.1, XP_010454170.1, XP_010492945.1
OG0007990	Np003G1469800	XP_010454174.1, XP_010420695.1, XP_010495294.1
OG0007991	Np003G1470100	XP_010492960.1, XP_010420702.1, XP_010454178.1
OG0007992	Np003G1472400	XP_010420728.1, XP_010492984.1, XP_010454199.1
OG0007993	Np003G1473000	XP_010420734.1, XP_010420735.1, XP_019090459.1, XP_010492991.1
OG0007994	Np001G0138500	XP_010421496.1, XP_010454976.1, XP_010493888.1
OG0007995	Np001G0139500	XP_010454987.1, XP_010421503.1, XP_010493897.1
OG0007996	Np001G0143800	XP_010493940.1, XP_010455044.1, XP_010421542.1
OG0007997	Np007G3723600	XP_010416111.1, XP_010489081.1, XP_010495908.1
OG0007998	Np007G3722200	XP_010467846.1, XP_010489059.1, XP_010415945.1
OG0007999	Np007G3720300	XP_010489031.1, XP_010467812.1, XP_010415642.1
OG0008000	Np003G1778400	XP_010507806.1, XP_010507803.1, XP_010507800.1, XP_010497021.1, XP_010497034.1, XP_019098729.1
OG0008001	Np006G3205800	XP_010506851.1, XP_010512798.1, XP_019100695.1, XP_010496917.1, XP_010413115.2, XP_019101126.1
OG0008002	Np006G3207900	XP_019100681.1, XP_019082453.1, XP_010507840.1
OG0008003	Np003G1783600	XP_010455432.1, XP_010437178.1, XP_010421954.1
OG0008004	Np006G3213700	XP_019101137.1, XP_019082441.1, XP_010506778.1
OG0008005	Np006G3214500	XP_010506772.1, XP_010507897.1
OG0008006	Np006G3215400	XP_010506761.1, XP_010507912.1, XP_010518421.1
OG0008007	Np006G3232900	XP_010518273.1, XP_010506608.1, XP_010508063.1
OG0008008	Np006G3233100	XP_019101155.1, XP_019082421.1, XP_010506603.1
OG0008009	Np006G3233200	XP_019100648.1, XP_010518263.1, XP_010508068.2
OG0008010	Np006G3233500	XP_010506595.1, XP_010518259.1, XP_010508073.1
OG0008011	Np006G3234900, Np006G3235000	XP_019101593.1, XP_010447680.1
OG0008012	Np006G3235300	XP_010508094.1, XP_010506575.1, XP_010518237.1
OG0008013	Np006G3236200	XP_010518228.1, XP_010506562.1, XP_010508102.1
OG0008014	Np006G3239300	XP_019100702.1, XP_010518212.1, XP_010508127.1, XP_010506536.1
OG0008015	Np006G3244200	XP_010508174.1, XP_010507752.1, XP_010518158.1
OG0008016	Np006G3251300	XP_010518091.1, XP_010508240.1, XP_010506419.1
OG0008017	Np006G3251500	XP_010518088.1, XP_010508244.1, XP_010507740.1
OG0008018	Np006G3254300	XP_010506394.1, XP_010518069.1, XP_010508270.1
OG0008019	Np006G3257200	XP_010506367.1, XP_019100705.1, XP_010518042.1
OG0008020	Np006G3260600	XP_010506143.1, XP_010517839.1, XP_010508493.1
OG0008021	Np006G3260700, Np005G2793300	XP_010506311.1, XP_010517989.1, XP_010508346.1
OG0008022	Np006G3260800	XP_010508347.1, XP_010517988.1, XP_010506310.1
OG0008025	Np006G3276100	XP_010506156.1, XP_010508481.1
OG0008026	Np006G3278700	XP_010506131.1, XP_010508512.1, XP_010517835.1
OG0008027	Np006G3288800	XP_010506029.1, XP_010517734.1, XP_010508605.1
OG0008028	Np006G3289700	XP_010506014.1, XP_010517721.1, XP_010508614.1
OG0008029	Np006G3291500	XP_010505994.1, XP_010517696.1, XP_010508641.1
OG0008030	Np006G3296100	XP_010508664.1, XP_010517674.1, XP_010505975.1
OG0008031	Np006G3302000	XP_010508723.1, XP_010508722.1
OG0008032	Np006G3303100, Np006G3303500	XP_010505914.1, XP_010508727.1, XP_010517623.1
OG0008033	Np001G0338300	XP_010481400.1, XP_019087553.1, XP_010494885.1
OG0008035	Np001G0335100	XP_010481386.1, XP_010494909.1
OG0008036	Np007G4245200	XP_010485516.1, XP_010511329.1, XP_010463546.1
OG0008037	Np007G4245000	XP_010513594.1, XP_010463548.1, XP_010485518.1
OG0008038	Np007G4244300	XP_010412871.1, XP_010485527.1, XP_010463560.1
OG0008039	Np007G4241700	XP_019092680.1
OG0008040	Np007G4238400	XP_019098608.1, XP_010448534.1, XP_010485451.1, XP_010463607.1
OG0008041	Np003G1404200	XP_010419944.1, XP_010492120.1, XP_010453445.1
OG0008042	Np007G4232400	XP_010463670.1, XP_010485568.1, XP_010499042.1
OG0008043	Np007G4229100	XP_010463719.1, XP_010502431.1, XP_010485618.1
OG0008044	Np007G4226300	XP_010463753.1, XP_010485643.1, XP_010506077.1
OG0008045	Np007G4225700	XP_010485651.1, XP_010506826.1
OG0008046	Np007G4221300	XP_010463794.1, XP_010510727.1
OG0008047	Np007G4217400	XP_010467991.1, XP_010513039.1, XP_010489660.1, XP_010463819.1
OG0008048	Np007G4216600	XP_010463832.1, XP_010513614.1, XP_010485723.1
OG0008049	Np007G4212500	XP_010463870.1, XP_010485769.1, XP_010517275.1
OG0008050	Np007G4212200	XP_010485773.1, XP_010463875.1, XP_010517765.1
OG0008051	Np007G4210200, Np007G4210900	XP_010485778.1, XP_010518139.1, XP_010463881.1
OG0008052	Np007G4209800	XP_010463883.1, XP_010518340.1, XP_010485780.1
OG0008053	Np007G4205200	XP_010463926.1, XP_010417645.1, XP_010485825.1
OG0008054	Np007G4200500	XP_010463966.1, XP_010418949.1, XP_010485863.1
OG0008055	Np007G4195800	XP_010420329.1
OG0008056	Np007G4193600	XP_010485910.1, XP_019099985.1
OG0008057	Np007G4192900	XP_010423838.1, XP_010485916.1, XP_010464025.1
OG0008058	Np007G4190100, Np003G1889900	XP_010464054.1, XP_010485974.1, XP_010425982.2
OG0008059	Np007G4189300	XP_019100090.1, XP_010468020.1, XP_010485979.1
OG0008060	Np007G4188000	XP_010464070.1, XP_010485995.1, XP_010427712.1
OG0008061	Np007G4187200	XP_010486003.1, XP_010464078.2, XP_010428340.1
OG0008062	Np007G4178600	XP_010434012.1, XP_010464153.1, XP_010486074.1
OG0008063	Np007G4177800	XP_010464161.1, XP_010486078.1, XP_010434527.1
OG0008064	Np007G4176900	XP_010435056.1, XP_010486084.1, XP_019092740.1, XP_010468041.1
OG0008065	Np007G4175000	XP_010436263.1, XP_010464179.1, XP_010486103.1
OG0008066	Np001G0175900	XP_010486297.1, XP_010464365.1, XP_010452065.1
OG0008067	Np007G4167600	XP_010486176.1, XP_010464235.1
OG0008068	Np007G4167500	XP_010442357.1, XP_010486177.1, XP_010464237.1
OG0008069	Np007G4166300	XP_010486189.1, XP_010486190.1, XP_019091886.1, XP_019093847.1, XP_010464252.1
OG0008070	Np007G4164400	XP_010418081.1, XP_010464268.1, XP_010486209.1
OG0008071	Np007G4150500	XP_019092106.1, XP_019096258.1, XP_019100566.1
OG0008072	Np007G4144100	XP_010486400.1, XP_010462875.1, XP_010464468.1
OG0008073	Np007G4140600	XP_010455418.1, XP_010421937.1
OG0008074	Np007G4138900	XP_010464524.1, XP_010486450.1, XP_010467544.1
OG0008075	Np007G4136800	XP_010464555.1, XP_010486477.1, XP_010469721.1
OG0008076	Np007G4137800	XP_010468834.1, XP_010464543.1, XP_019096339.1
OG0008077	Np007G4137300	XP_010486469.1, XP_010464546.1, XP_010469113.1
OG0008078	Np007G4136400	XP_010486483.1, XP_010464561.1, XP_010470301.1
OG0008079	Np007G4133300	XP_010464598.1, XP_010486524.1, XP_010473847.1
OG0008080	Np007G4132900	XP_010474064.1, XP_010486529.1, XP_010464602.1
OG0008081	Np007G4130500	XP_010476353.1, XP_010486546.1, XP_010464631.1
OG0008082	Np007G4125800	XP_010486584.1, XP_010479942.1, XP_010464662.1
OG0008083	Np007G4122300	XP_010486602.1, XP_010480673.1, XP_010464670.1
OG0008084	Np007G4119300	XP_010483438.1
OG0008085	Np005G2897200, Np005G2897400	XP_010449338.1, XP_010434396.1, XP_010439688.1
OG0008086	Np007G4117000	XP_010485549.1, XP_010464730.1
OG0008087	Np007G4112900	XP_010464753.1, XP_010493046.1, XP_010486691.1
OG0008088	Np007G4112800	XP_010492872.1, XP_010486692.1, XP_010464754.1
OG0008089	Np007G4111400, Np007G4111300	XP_010464780.1, XP_010491094.1, XP_019096834.1
OG0008091	Np007G4106500	XP_010464821.1, XP_010487340.1, XP_010486764.1
OG0008092	Np007G4105700	XP_010486776.1, XP_010418744.1, XP_010464831.1
OG0008093	Np007G4103200	XP_010464857.1, XP_010464859.1, XP_010486810.1, XP_010496386.1
OG0008094	Np007G4102600	XP_010496746.1, XP_010464866.1
OG0008095	Np007G4102500	XP_010464868.1, XP_010496861.1, XP_010486817.1
OG0008096	Np007G4100400	XP_010497983.1, XP_010464901.1, XP_010486837.1
OG0008097	Np007G4100300	XP_010486838.1, XP_010464900.1, XP_010497995.1
OG0008098	Np007G4099000	XP_010464889.1, XP_010498123.1, XP_010486846.1
OG0008099	Np007G4098600	XP_010464886.1, XP_010498135.1, XP_010486844.1
OG0008100	Np007G4096300	XP_010486869.1, XP_010464939.1, XP_010498302.1
OG0008101	Np007G4096200	XP_010486870.1, XP_010498314.1, XP_010464940.1
OG0008102	Np007G4093900	XP_010498482.1, XP_010486896.1, XP_010464957.1
OG0008103	Np007G4091200	XP_010486923.1, XP_010464990.1, XP_010498825.1
OG0008104	Np007G4090800	XP_010486929.1, XP_010498891.1
OG0008105	Np007G4089600	XP_010465016.1, XP_010486967.1, XP_010499035.1
OG0008106	Np007G4088000	XP_010499254.1, XP_010486985.1, XP_010465036.1
OG0008107	Np007G4087500	XP_010465039.1, XP_010499284.1, XP_010486987.1
OG0008108	Np007G4087400	XP_010486986.1, XP_010499275.1, XP_010418906.1, XP_010465040.1
OG0008109	Np007G4086900	XP_010468141.2, XP_010499345.1, XP_010486995.1
OG0008110	Np007G4083000	XP_010465083.1, XP_010487034.1, XP_010499716.1
OG0008111	Np007G4082000	XP_010421982.1, XP_010499865.1, XP_010421979.1, XP_019092198.1
OG0008112	Np007G4079300, Np007G4191000	XP_010487066.1, XP_010465130.1, XP_010500155.1
OG0008113	Np007G4078200	XP_010500292.1
OG0008114	Np004G2028400, Np007G4075600	XP_010500561.1, XP_010465184.1
OG0008115	Np007G4065700	XP_019096286.1, XP_010465257.1, XP_010501352.1
OG0008116	Np007G4065000	XP_019092221.1, XP_019092222.1, XP_010501406.1
OG0008117	Np007G4063600	XP_010465272.1, XP_010419099.1, XP_010489819.1
OG0008118	Np007G4062800	XP_010501323.1, XP_010465256.1, XP_010465283.1, XP_010487189.1, XP_010489817.1
OG0008119	Np007G4060200	XP_010501624.1, XP_010465293.1, XP_010487198.1
OG0008120	Np007G4058500	XP_010487223.1, XP_010501805.1, XP_010465314.1
OG0008121	Np002G1144000	XP_019100604.1, XP_019087067.1
OG0008122	Np007G4055900	XP_010465331.1, XP_010487240.1, XP_010501883.1
OG0008123	Np007G4050500	XP_010502172.1, XP_010489834.1, XP_010465392.1
OG0008125	Np007G4046800	XP_010502474.1, XP_010465450.1
OG0008126	Np007G4046700	XP_019096925.1, XP_010502484.1, XP_010465451.1
OG0008127	Np007G4036100	XP_010465519.1, XP_010503052.1, XP_010487376.1
OG0008128	Np007G4028600	XP_010503274.1, XP_019096622.1, XP_010465541.1
OG0008129	Np007G4028100	XP_010465545.1, XP_010487399.1, XP_010503326.1
OG0008130	Np007G3900000	XP_010503402.1, XP_010465564.1, XP_010487413.1
OG0008131	Np007G3900400	XP_010465573.1, XP_010487421.1, XP_010503481.1
OG0008132	Np007G3903300	XP_010487449.1, XP_010503711.1, XP_010465609.1
OG0008134	Np007G3905800	XP_010465650.1, XP_010504093.1, XP_010419302.1, XP_010487484.1
OG0008137	Np007G3914700	XP_010487540.1, XP_010465697.1, XP_019102253.1
OG0008138	Np007G3919100	XP_010465735.1, XP_010504935.1, XP_010487578.1
OG0008139	Np007G3924400	XP_010465768.1, XP_010487603.1
OG0008140	Np007G3925300	XP_010505438.1, XP_010465784.1, XP_019096393.1
OG0008141	Np007G3926400	XP_010465795.1, XP_010487633.1, XP_010505247.1
OG0008142	Np007G3926500	XP_010465796.1, XP_010487634.1, XP_010505235.1, XP_010487636.1
OG0008143	Np007G3931000	XP_010505908.1, XP_010487676.1, XP_010465838.1
OG0008144	Np007G3931100	XP_010487675.1, XP_010505920.1, XP_010465837.1
OG0008146	Np007G3935200	XP_010465868.1, XP_010487705.1, XP_010506189.1
OG0008147	Np003G1493100, Np004G2402300	XP_010490096.1, XP_019083282.1, XP_010466795.1, XP_010466726.1
OG0008149	Np007G3942600, Np001G0388800	XP_010487749.1, XP_010465924.1, XP_010506779.1
OG0008150	Np007G3945900	XP_010465966.1, XP_010507010.1, XP_010487782.1
OG0008151	Np007G3947500	XP_010465979.1
OG0008152	Np005G2701900	XP_010432705.1, XP_010437901.1
OG0008153	Np007G3949400	XP_010487795.1, XP_010507108.1, XP_010465984.1
OG0008154	Np007G3950900	XP_010507195.1, XP_010465998.1, XP_010487804.1
OG0008155	Np007G3951800	XP_010487809.1, XP_010507238.1, XP_010466017.1
OG0008156	Np007G3958100	XP_010507472.1, XP_010487841.1
OG0008157	Np007G3960100	XP_010466060.1, XP_010507578.1, XP_010487859.1
OG0008158	Np007G3964200	XP_010507766.1, XP_010487890.1, XP_010466091.1
OG0008159	Np007G3964400	XP_010507774.1, XP_010466092.1
OG0008160	Np007G3967200	XP_010507799.1, XP_010487901.1, XP_010466107.1
OG0008161	Np005G2687100, Np005G3203100	XP_010437279.1, XP_010432107.1, XP_010446717.1
OG0008162	Np005G3202700	XP_010447029.1, XP_010436162.1
OG0008163	Np007G3991500	XP_010508666.1, XP_010466203.1, XP_019096897.1
OG0008164	Np005G3193800	XP_010440072.1, XP_010449689.1, XP_010434737.1
OG0008167	Np007G3806400	XP_010488076.1, XP_010509492.1
OG0008168	Np007G3808200	XP_010509632.1, XP_010488090.1, XP_010466323.1
OG0008169	Np007G3809600	XP_010509758.1, XP_010466337.1
OG0008170	Np007G3810800	XP_019082801.1, XP_010488108.1, XP_010466346.1
OG0008171	Np003G1649500	XP_010482668.1, XP_010445358.1, XP_010442835.1
OG0008172	Np003G1652900	XP_010482628.1, XP_010442796.1, XP_010445061.1
OG0008173	Np003G1652200	XP_019091275.1, XP_010442806.1, XP_010482638.1
