Orthogroup	Noccaea_praecox	Eutrema_salsugineum
OG0009866	Np007G3940800	XP_006406630.1
OG0009867	Np007G3941300	XP_006406622.1
OG0009868	Np001G0256600	XP_006395793.1
OG0009869	Np007G3943000	XP_024015317.1
OG0009870	Np007G3943400	XP_006406607.1
OG0009871	Np007G3945200	XP_006406596.1
OG0009872	Np007G3945700	XP_006406592.1
OG0009873	Np007G3946900	XP_006406584.2
OG0009874	Np007G3947300	XP_024015411.1
OG0009875	Np007G3950500	XP_006406563.1
OG0009876	Np007G3953800	XP_006406546.1
OG0009877	Np007G3955300	XP_006406543.2
OG0009878	Np007G3955900	XP_024015333.1
OG0009879	Np007G3957400	XP_006406537.1
OG0009880	Np007G3958200	XP_006406531.1
OG0009881	Np001G0281900	XP_024011040.1
OG0009882	Np007G3964500	XP_006406495.1
OG0009883	Np007G3964700	XP_006406494.2
OG0009884	Np007G3969700	XP_006406475.1
OG0009885	Np007G3970300	XP_024015113.1
OG0009886	Np007G3975900	XP_006406450.1
OG0009887	Np004G2463200, Np004G2463000	XP_024007814.1
OG0009888	Np007G3978700	XP_006406434.1
OG0009889	Np007G3989000	XP_006406412.1
OG0009890	Np007G3989300	XP_006406411.1
OG0009891	Np007G3991700	XP_006406405.1
OG0009892	Np007G3993400	XP_006406397.1
OG0009893	Np007G3803400	XP_006406361.1
OG0009894	Np007G3806200	XP_006406336.1
OG0009895	Np005G3149100	XP_006405655.1
OG0009896	Np005G3144100	XP_006405687.2
OG0009897	Np006G3656600	XP_006404980.1
OG0009898	Np005G3138800	XP_006405729.1
OG0009899	Np005G3135700	XP_006405760.1
OG0009900	Np005G3131100	XP_006405793.1
OG0009901	Np005G3115900	XP_006405891.1
OG0009902	Np005G3109800	XP_006405972.1
OG0009903	Np005G3109400	XP_006405981.1
OG0009904	Np001G0182800	XP_006395239.1
OG0009905	Np007G3846900	XP_006406029.1
OG0009906	Np007G3846800	XP_006406028.1
OG0009907	Np007G3841200	XP_006406075.1
OG0009908	Np007G3839000	XP_006406109.1
OG0009909	Np007G3715700	XP_006409024.1
OG0009910	Np007G3836000	XP_006406129.1
OG0009911	Np007G3831700	XP_006406167.1
OG0009912	Np007G3830100	XP_006406185.1
OG0009913	Np007G3829600	XP_006406190.1
OG0009914	Np007G3824800	XP_024015600.1
OG0009916	Np007G3824000	XP_006406229.1
OG0009917	Np007G3823800	XP_006406230.2
OG0009918	Np007G3822900, Np007G3823500	XP_006406233.1
OG0009919	Np007G3820600	XP_006406239.2
OG0009920	Np007G3815400	XP_006406264.1
OG0009921	Np007G3813200, Np007G3813300	XP_006406283.1
OG0009922	Np005G2733900	XP_006412714.1
OG0009923	Np005G2734300	XP_006412721.1
OG0009924	Np004G2254100	XP_006401968.1
OG0009925	Np005G2742800	XP_006412771.1
OG0009926	Np005G2744900	XP_006412784.1
OG0009927	Np002G0954200	XP_006391375.1
OG0009928	Np002G0868900	XP_006391579.1
OG0009929	Np002G0985500	XP_024006352.1, XP_024012020.1
OG0009930	Np006G3617100	XP_024016653.1
OG0009931	Np003G1468200	XP_006400451.1
OG0009932	Np003G1467500	XP_006400444.1
OG0009933	Np001G0161500	XP_006395045.1
OG0009934	Np001G0158100	XP_006395030.1
OG0009935	Np001G0158200	XP_006395031.1
OG0009936	Np001G0158400	XP_006395032.1
OG0009937	Np001G0169100	XP_006395106.1
OG0009938	Np001G0169300	XP_006395108.1
OG0009939	Np003G1730000	XP_006402129.1
OG0009940	Np001G0541500	XP_006403828.2
OG0009941	Np001G0540600	XP_006403841.2
OG0009942	Np001G0539900	XP_006403845.2
OG0009943	Np001G0539400	XP_006403851.1
OG0009944	Np001G0537700	XP_006403870.1
OG0009945	Np001G0532900	XP_006403910.1
OG0009946	Np001G0531500	XP_006403923.1
OG0009947	Np001G0530200	XP_006403934.1
OG0009948	Np001G0529500	XP_006403941.1
OG0009949	Np004G2598900	XP_006418501.1
OG0009950	Np004G2598000	XP_006418486.1
OG0009951	Np004G2597800	XP_006418484.2
OG0009952	Np004G2031900	XP_006418479.1
OG0009953	Np004G2592500	XP_006418441.1
OG0009954	Np004G2591100	XP_006418435.1
OG0009955	Np004G2040200	XP_006396006.1
OG0009956	Np004G2587400	XP_006418414.1
OG0009957	Np004G2586700	XP_006418405.2
OG0009958	Np004G2586000	XP_006418397.1
OG0009959	Np004G2585300	XP_006418385.1
OG0009960	Np004G2584400	XP_006418374.1
OG0009961	Np004G2580700	XP_006418347.1
OG0009962	Np004G2579600	XP_006418338.1
OG0009963	Np004G2577000	XP_006418310.1
OG0009964	Np004G2576900	XP_006418309.1
OG0009965	Np004G2576300	XP_006418301.1
OG0009966	Np004G2574100	XP_006418277.1
OG0009968	Np004G2573300	XP_006418267.1
OG0009969	Np004G2573100	XP_006418266.1
OG0009970	Np004G2571900	XP_006418256.1
OG0009971	Np004G2569700	XP_006418231.1
OG0009972	Np004G2569000	XP_024005669.1, XP_024008842.1
OG0009973	Np004G2568000	XP_024008886.1
OG0009974	Np004G2567900	XP_006418218.1
OG0009975	Np004G2565400	XP_006418198.1
OG0009976	Np004G2565000	XP_006418192.1
OG0009977	Np004G2564000	XP_024008535.1
OG0009978	Np004G2563300	XP_006418178.1
OG0009979	Np004G2559800	XP_006418141.1
OG0009980	Np004G2557900	XP_024008771.1
OG0009981	Np004G2557500	XP_006418119.1
OG0009982	Np004G2555800, Np004G2542100, Np004G2554100	XP_024007724.1
OG0009983	Np004G2555600	XP_006418102.1
OG0009984	Np004G2555100	XP_006418100.1
OG0009985	Np004G2554200	XP_006418094.1
OG0009986	Np004G2554000	XP_006418093.2
OG0009987	Np004G2549000	XP_006418053.1
OG0009988	Np004G2548900	XP_006418052.1
OG0009989	Np004G2545300	XP_006418033.1
OG0009990	Np004G2544900	XP_006418025.2
OG0009991	Np004G2544500	XP_024008634.1
OG0009992	Np004G2543500	XP_006418011.1
OG0009994	Np004G2537000, Np004G2282800	XP_006417961.1
OG0009995	Np004G2535100	XP_006417941.1
OG0009996	Np004G2534700	XP_006417938.1
OG0009997	Np004G2533700	XP_006417929.1
OG0009998	Np004G2531600	XP_006417905.1
OG0009999	Np004G2531200	XP_006417901.1
OG0010000	Np004G2530800	XP_006417897.1
OG0010002	Np004G2521300	XP_006417805.1
OG0010003	Np004G2518800	XP_006417785.1
OG0010004	Np004G2514400	XP_006417743.1
OG0010005	Np004G2514000	XP_006417738.1
OG0010007	Np004G2511200, Np004G2332300	XP_006417714.1
OG0010008	Np004G2510300	XP_006417705.1
OG0010009	Np004G2510200	XP_006417703.1
OG0010010	Np004G2509100	XP_006417689.1
OG0010011	Np004G2508300	XP_024008851.1
OG0010012	Np004G2507300	XP_006417672.2
OG0010013	Np004G2507200	XP_006417670.1
OG0010014	Np004G2506600	XP_006417666.1
OG0010015	Np004G2101300	XP_006415780.1
OG0010016	Np004G2505900	XP_006417661.1
OG0010017	Np004G2505600, Np004G2129800	XP_006417656.1
OG0010018	Np004G2504700	XP_024008526.1
OG0010019	Np002G0986400	XP_006391561.1
OG0010020	Np004G2504100	XP_006417641.1
OG0010021	Np004G2503800	XP_006398012.1
OG0010022	Np004G2501600	XP_006417617.1
OG0010023	Np003G1350200	XP_006412698.2
OG0010024	Np004G2498300	XP_006417584.1
OG0010025	Np004G2497800	XP_006417579.2
OG0010026	Np002G1115100	XP_006392403.1
OG0010027	Np004G2496600	XP_006417565.1
OG0010028	Np004G2496400	XP_006417564.1
OG0010029	Np004G2482600	XP_024008160.1
OG0010030	Np004G2480400	XP_006417440.1
OG0010031	Np004G2480100	XP_006417439.1
OG0010032	Np004G2480000	XP_006417435.1
OG0010033	Np004G2479100	XP_006417425.1
OG0010034	Np004G2478600	XP_006417419.1
OG0010036	Np004G2477300	XP_006417405.1
OG0010037	Np001G0328100	XP_006398486.1
OG0010038	Np004G2474700	XP_006417387.1
OG0010039	Np004G2474500	XP_024008334.1
OG0010040	Np004G2470300	XP_006417362.1
OG0010041	Np004G2470100	XP_006417359.1
OG0010042	Np004G2468500	XP_006417349.1
OG0010043	Np004G2467600, Np004G2467300	XP_024008084.1
OG0010044	Np002G1188400, Np002G1188500	XP_024015505.1
OG0010045	Np004G2465000	XP_006417322.1
OG0010046	Np004G2462800	XP_024007813.1
OG0010047	Np004G2462700	XP_024008689.1
OG0010048	Np004G2460900	XP_006417287.1
OG0010049	Np004G2457400	XP_006417261.1
OG0010050	Np004G2455400	XP_006417244.1
OG0010051	Np004G2445500	XP_006417172.1
OG0010052	Np004G2445200	XP_006417169.1
OG0010053	Np004G2444900	XP_006417166.1
OG0010054	Np004G2440400	XP_006417139.1
OG0010055	Np004G2437600	XP_006417129.1
OG0010056	Np004G2431400	XP_006417093.1
OG0010057	Np004G2430100	XP_024008358.1
OG0010058	Np004G2427800	XP_006417062.1
OG0010059	Np004G2429000	XP_006417075.1
OG0010060	Np004G2426000	XP_006417042.1
OG0010062	Np004G2424800	XP_024008553.1
OG0010063	Np004G2098000	XP_006415809.1
OG0010064	Np004G2419000	XP_006416993.1
OG0010065	Np004G2414400	XP_006416955.1
OG0010066	Np004G2414200	XP_006416953.2
OG0010067	Np004G2414000	XP_006416951.1
OG0010068	Np004G2413700	XP_006416948.1
OG0010069	Np004G2411300	XP_006416931.1
OG0010070	Np004G2409000	XP_006416908.1
OG0010071	Np004G2408700	XP_006416904.1
OG0010072	Np004G2407400	XP_006416894.1
OG0010073	Np004G2406800	XP_006416889.1
OG0010074	Np004G2402700	XP_024009146.1
OG0010076	Np004G2399600	XP_006416827.1
OG0010077	Np004G2399100	XP_006403333.1, XP_006416824.1
OG0010078	Np004G2398900	XP_024008060.1
OG0010079	Np004G2396900	XP_006416810.2
OG0010080	Np004G2396500	XP_006416807.1
OG0010082	Np004G2393300	XP_024007818.1
OG0010083	Np004G2390700	XP_024007782.1
OG0010084	Np004G2390200	XP_006416736.1
OG0010085	Np004G2387000	XP_006416709.1
OG0010087	Np004G2383400	XP_006416679.1
OG0010088	Np004G2377100	XP_006416634.1
OG0010089	Np004G2383800	XP_024011201.1, XP_024008054.1
OG0010090	Np004G2375900	XP_006416621.1
OG0010091	Np004G2373600	XP_006416602.1
OG0010092	Np004G2372100	XP_006416591.1
OG0010093	Np004G2371200	XP_024009043.1
OG0010094	Np004G2370600	XP_006416580.1
OG0010095	Np004G2369700	XP_006416570.1
OG0010096	Np004G2367800	XP_006416554.1
OG0010097	Np004G2364800	XP_006416528.1
OG0010098	Np004G2363800	XP_024009192.1
OG0010099	Np004G2361400	XP_006416506.1
OG0010100	Np004G2361200	XP_006416504.1
OG0010101	Np004G2360800	XP_006416501.1
OG0010102	Np004G2358900	XP_006416484.1
OG0010103	Np004G2358100	XP_006416473.1
OG0010104	Np004G2357200	XP_006416462.1
OG0010105	Np004G2355800	XP_006416452.1
OG0010106	Np004G2355500	XP_024008596.1
OG0010107	Np004G2355000	XP_006416445.1
OG0010108	Np004G2354900	XP_006416444.1
OG0010109	Np004G2353000	XP_006416424.1
OG0010110	Np004G2352900	XP_006416423.1
OG0010111	Np004G2348600	XP_006416377.1
OG0010112	Np004G2346000	XP_006416356.1
OG0010113	Np004G2345900	XP_006416355.1
OG0010114	Np004G2344100	XP_024008985.1
OG0010115	Np004G2342800	XP_006416331.1
OG0010116	Np004G2328500	XP_024008679.1
OG0010117	Np004G2328100	XP_024008778.1
OG0010118	Np004G2327900	XP_006416237.1
OG0010119	Np001G0269700	XP_006395871.1
OG0010120	Np004G2325200	XP_006416216.1
OG0010121	Np004G2319700	XP_006416180.1
OG0010122	Np004G2318500	XP_006416171.1
OG0010123	Np004G2318000	XP_024009008.1
OG0010124	Np004G2311700, Np004G2311600	XP_006416135.1
OG0010125	Np004G2309800	XP_006416126.2
OG0010126	Np002G0832200	XP_006390727.1
OG0010127	Np002G0833000	XP_006390732.1
OG0010128	Np002G0833300	XP_024007738.1
OG0010129	Np002G0835600	XP_006390757.1
OG0010130	Np002G0847300	XP_024008012.1
OG0010131	Np002G0851100	XP_006390869.1
OG0010132	Np002G0852300	XP_024007714.1
OG0010133	Np002G0853900	XP_024008363.1
OG0010134	Np002G0854000	XP_006390891.1
OG0010135	Np002G0854100	XP_006390893.1
OG0010136	Np002G0854200	XP_006390895.1
OG0010137	Np002G0855600	XP_006390901.1
OG0010138	Np002G0856200	XP_006390907.1
OG0010139	Np002G0860200	XP_006390934.1
OG0010140	Np004G2061300	XP_006415119.1
OG0010141	Np003G1751200, Np001G0432800, Np001G0423500	XP_006419127.1
OG0010142	Np004G2423800	XP_006417024.2
OG0010143	Np002G1231400	XP_024004050.1
OG0010145	Np002G1213500	XP_006391790.1
OG0010146	Np002G1213400	XP_006391794.1
OG0010147	Np002G1205300	XP_006391845.1
OG0010148	Np002G1198000	XP_024003815.1
OG0010149	Np004G2063300	XP_006415094.2
OG0010150	Np002G1185000	XP_006391985.1
OG0010151	Np002G1182900	XP_006391988.1
OG0010152	Np002G1182500	XP_006391990.1
OG0010153	Np002G1179000	XP_006392009.1
OG0010154	Np002G1177900	XP_006392023.1
OG0010155	Np002G1177600	XP_006392028.1
OG0010156	Np002G1171500	XP_006392089.1
OG0010157	Np002G1164700	XP_006392132.1
OG0010158	Np002G1164400	XP_006392137.1
OG0010159	Np002G1157000	XP_006392183.1
OG0010160	Np002G1155900	XP_006392188.1
OG0010161	Np002G1153800	XP_006392208.1
OG0010162	Np002G1147300	XP_006392242.1
OG0010164	Np002G1138100	XP_006392294.1
OG0010165	Np002G1136100	XP_024016613.1
OG0010167	Np003G1887300	XP_024009901.1
OG0010168	Np002G1131700	XP_024004230.1
OG0010169	Np002G1130900	XP_006392327.1
OG0010170	Np002G1117300	XP_006392395.1
OG0010171	Np005G3028100	XP_006414492.1
OG0010172	Np002G1237600	XP_006391670.1
OG0010173	Np002G1242200	XP_006391624.1
OG0010174	Np002G1243000	XP_006391620.1
OG0010175	Np003G1846200	XP_006397329.1
OG0010176	Np001G0344900	XP_006398362.1
OG0010177	Np001G0342800	XP_006398373.1
OG0010178	Np001G0342600	XP_006398375.1
OG0010179	Np001G0321600	XP_006398467.1
OG0010180	Np001G0321700	XP_006398468.1
OG0010181	Np001G0391200	XP_006398102.1
OG0010182	Np001G0391700, Np002G0933100	XP_006398094.1
OG0010183	Np001G0423600	XP_006403361.1
OG0010184	Np001G0395800	XP_006398066.1
OG0010185	Np001G0396300	XP_006398059.1
OG0010186	Np005G2825700	XP_006413450.1
OG0010187	Np003G1840300	XP_006396644.1
OG0010188	Np005G2752300	XP_006412850.1
OG0010190	Np005G2746400	XP_006412801.1
OG0010192	Np004G1990000	XP_006393358.1
OG0010193	Np004G1987200	XP_006393331.1
OG0010194	Np004G1986500	XP_006393322.1
OG0010195	Np004G1986300	XP_006393319.1
OG0010196	Np004G1983200	XP_006393264.1
OG0010197	Np002G0786400	XP_006390367.1
OG0010198	Np002G0786600	XP_006390369.1
OG0010199	Np005G2600900	XP_006411615.1
OG0010200	Np005G2601000	XP_006411617.1
OG0010201	Np005G2602600	XP_006411630.1
OG0010202	Np005G2603700	XP_006411644.1
OG0010203	Np005G2604700	XP_006411651.1
OG0010204	Np005G2605000	XP_006411653.1
OG0010205	Np005G2609200	XP_006411690.1
OG0010206	Np005G2612400	XP_006411721.1
OG0010207	Np005G2613500	XP_024005519.1
OG0010208	Np005G2614500	XP_006411737.1
OG0010209	Np005G2616400	XP_006411747.1
OG0010210	Np005G2619200	XP_006411770.1
OG0010211	Np005G2620200	XP_006411776.1
OG0010212	Np005G2620600	XP_006411781.1
OG0010213	Np005G2621000	XP_024005262.1
OG0010214	Np006G3513600	XP_006411813.1
OG0010215	Np005G2625700	XP_006411820.1
OG0010216	Np005G2625800	XP_006411821.1
OG0010217	Np005G2626000	XP_006411823.1
OG0010218	Np005G2697900	XP_006411850.1
OG0010219	Np005G2697100	XP_006411856.1
OG0010220	Np005G2696200	XP_006411863.1
OG0010221	Np005G2694700	XP_006411879.1
OG0010222	Np005G2693500	XP_006411889.1
OG0010223	Np005G2691500	XP_006411904.1
OG0010224	Np005G2690700	XP_024005746.1
OG0010225	Np005G2689000	XP_006411924.1
OG0010226	Np005G3072900	XP_006415013.1
OG0010227	Np005G2684600	XP_006411965.1
OG0010228	Np005G2682300	XP_006411987.1
OG0010229	Np005G2682000	XP_006411992.1
OG0010230	Np005G2679900	XP_006412011.1
OG0010231	Np005G2675800, Np005G2668100	XP_006412034.1
OG0010232	Np005G2673400	XP_024004382.1
OG0010233	Np005G2672400	XP_006412064.1
OG0010234	Np005G2660500	XP_024004664.1
OG0010235	Np005G2660300	XP_006412137.1
OG0010236	Np005G2657500	XP_006412158.1
OG0010237	Np005G2655800	XP_006412171.1
OG0010238	Np005G2653500	XP_006412190.1
OG0010239	Np005G2652700	XP_006412199.2
OG0010240	Np005G2648900	XP_024005396.1
OG0010241	Np005G2648400	XP_006412221.1
OG0010242	Np005G2648300	XP_006412222.1
OG0010243	Np005G2647800	XP_024005755.1
OG0010244	Np004G2096900	XP_024008004.1
OG0010245	Np005G2647400	XP_006412229.1
OG0010246	Np005G2631900	XP_006412395.1
OG0010247	Np005G2700400	XP_006412451.1
OG0010248	Np005G2699800	XP_006412445.1
OG0010249	Np005G2699200	XP_006412440.2
OG0010250	Np005G2630700	XP_024004428.1
OG0010251	Np005G2630900	XP_006412407.1
OG0010252	Np005G2632000	XP_006412394.1
OG0010253	Np005G2632400	XP_006412391.1
OG0010254	Np005G2633200	XP_006412383.1
OG0010255	Np005G2634400	XP_006412369.2
OG0010256	Np005G2634600	XP_006412367.1
OG0010257	Np005G2635200	XP_006412362.1
OG0010258	Np005G2635300	XP_006412361.1
OG0010259	Np005G2635600	XP_006412359.1
OG0010260	Np005G2635700	XP_006412358.1
OG0010262	Np003G1727900	XP_006402108.1
OG0010263	Np005G2641700	XP_006412293.2
OG0010264	Np005G2642400	XP_006412286.1
OG0010265	Np005G2708100	XP_006412509.1
OG0010266	Np005G2712800	XP_006412549.1
OG0010267	Np005G2714000	XP_006412561.1
OG0010268	Np005G2714100	XP_006412564.1
OG0010269	Np005G2716600	XP_006412581.1
OG0010270	Np005G2716800	XP_006412583.1
OG0010271	Np005G2716900	XP_006412584.1
OG0010272	Np005G2717900	XP_006412593.1
OG0010273	Np005G2718700	XP_006412600.1
OG0010274	Np005G2726700	XP_006412743.1
OG0010275	Np005G2727100	XP_024005219.1
OG0010276	Np007G3858900	XP_006418815.2
OG0010277	Np007G3859400	XP_006418809.1
OG0010278	Np002G0820100	XP_006390627.1
OG0010279	Np002G0822100	XP_006390643.1
OG0010280	Np002G0826400	XP_006390677.1
OG0010281	Np002G0827300	XP_006390684.1
OG0010283	Np002G0830300	XP_006390708.1
OG0010284	Np002G0831000	XP_006390712.1
OG0010285	Np002G0832100	XP_006390726.1
OG0010286	Np004G2279600	XP_006416000.1
OG0010287	Np004G2279000	XP_006415995.1
OG0010288	Np004G2274500	XP_006415981.1
OG0010289	Np004G2266200	XP_006415953.1
OG0010290	Np004G2258300	XP_006415926.1
OG0010291	Np004G2246700	XP_006415903.2
OG0010292	Np004G2100800	XP_006415775.1
OG0010293	Np003G1868800	XP_006396434.1
OG0010294	Np003G1868900	XP_006396433.1
OG0010295	Np003G1869300	XP_006396427.1
OG0010296	Np003G1869500	XP_024009993.1, XP_006396414.1
OG0010297	Np003G1870100	XP_006396422.1
OG0010298	Np003G1870800	XP_006396410.1
OG0010299	Np003G1871800	XP_006396404.1
OG0010300	Np003G1872000	XP_006396401.1
OG0010301	Np003G1874700, Np003G1875400	XP_006405478.1
OG0010302	Np001G0199000	XP_006395366.1
OG0010303	Np003G1876700	XP_024009874.1
OG0010304	Np003G1879400	XP_006396348.1
OG0010305	Np003G1879700	XP_006396347.1
OG0010307	Np003G1884200	XP_024010003.1
OG0010308	Np007G3831800, Np003G1888100	XP_006396285.1
OG0010309	Np003G1888700	XP_006396279.1
OG0010310	Np003G1890800	XP_006396269.1
OG0010311	Np003G1891400	XP_006396263.1
OG0010312	Np003G1891500	XP_006396262.1
OG0010313	Np003G1891700	XP_006396259.1
OG0010314	Np003G1892100	XP_006396254.1
OG0010316	Np003G1895500	XP_006396231.2
OG0010317	Np003G1883200, Np006G3488200	XP_006418627.2, XP_006396222.1
OG0010318	Np006G3712600	XP_006404543.1
OG0010319	Np006G3712000	XP_006404545.1
OG0010320	Np004G2097900	XP_006415810.1
OG0010321	Np004G2090700	XP_006415882.1
OG0010322	Np004G2089000	XP_006415895.1
OG0010324	Np005G2793200	XP_024005208.1, XP_006413202.1
OG0010325	Np005G2786300	XP_006413122.2
OG0010326	Np005G2786200	XP_024004656.1
OG0010327	Np005G2784900	XP_006413109.1
OG0010328	Np005G2781400	XP_024005795.1
OG0010329	Np005G2780000	XP_006413075.1
OG0010330	Np005G2779800	XP_006413073.1
OG0010331	Np005G2779500	XP_024005224.1
OG0010332	Np005G2776600	XP_006413066.2
OG0010334	Np005G2767400	XP_006412984.1
OG0010335	Np005G2766700	XP_006412978.1
OG0010336	Np005G2766300	XP_006412974.1
OG0010337	Np001G0241700	XP_006395680.2
OG0010338	Np001G0241100	XP_006395679.1
OG0010339	Np001G0239500	XP_006395669.2
OG0010340	Np001G0236800	XP_006395641.1
OG0010343	Np004G2359200	XP_006416487.1
OG0010344	Np004G2345300	XP_006416350.1
OG0010345	Np004G2305300	XP_006416105.1
OG0010346	Np004G2091800	XP_024008794.1
OG0010347	Np004G2094600	XP_024008661.1
OG0010349	Np003G1577000	XP_006401325.1
OG0010350	Np004G1958100	XP_006393069.1
OG0010352	Np004G1923200	XP_024005978.1
OG0010354	Np002G1160400, Np002G1160500, Np002G1160300	XP_006415165.1
OG0010354	Np002G1160200	XP_006392165.2
OG0010356	Np006G3269600	XP_006397514.2
OG0010360	Np002G0897300	XP_024006345.1, XP_006391170.1, XP_024010415.1
OG0010361	Np002G0824700	XP_006390655.1
OG0010362	Np002G0808300	XP_006390532.1
OG0010363	Np007G4151600	XP_006407810.1
OG0010364	Np007G4089300	XP_006407326.1
OG0010365	Np007G4064700	XP_006407150.1
OG0010368	Np006G3692100	XP_006404681.1, XP_024014638.1
OG0010369	Np006G3689000	XP_024014199.1
OG0010371	Np006G3655800	XP_006404988.1, XP_006397301.1
OG0010372	Np006G3655100	XP_024014058.1
OG0010374	Np006G3639900	XP_006405206.1
OG0010377	Np001G0566800, Np006G3398300	XP_006410761.2
OG0010378	Np006G3348300, Np006G3348500	XP_024004164.1
OG0010381	Np002G0833500, Np002G0833700	XP_006397887.1
OG0010382	Np001G0263700	XP_006395829.1
OG0010383	Np001G0233300	XP_006395616.1
OG0010384	Np001G0205200	XP_024007352.1
OG0010385	Np001G0194900	XP_006395336.1
OG0010386	Np001G0492500	XP_006404228.1
OG0010387	Np001G0512400	XP_024013806.1
OG0010388	Np001G0560300	XP_006403712.2
OG0010389	Np005G2645000	XP_006412254.1
OG0010390	Np003G1410100	XP_006399920.1
OG0010391	Np003G1511300	XP_006400800.1
OG0010392	Np001G0159000	XP_006395039.1
OG0010395	Np005G2800100	XP_006413259.1
OG0010396	Np005G2826200	XP_024005864.1
OG0010400	Np005G2955900	XP_006414246.1
OG0010400	Np005G2958800	XP_006414251.1
OG0010402	Np005G3058000	XP_006414745.1
OG0010405	Np005G3193500	XP_024014755.1
OG0010406	Np005G3198400	XP_006405321.1
OG0010407	Np001G0420800	XP_006403331.1
OG0010409	Np001G0177200	XP_006395184.1
OG0010410	Np001G0171200	XP_006395120.1
OG0010411	Np001G0166000	XP_024015263.1
OG0010412	Np001G0165100	XP_006395072.1
OG0010413	Np003G1745400	XP_006402209.1
OG0010414	Np003G1846000	XP_024012298.1
OG0010415	Np003G1670800	XP_006401879.1
OG0010416	Np003G1657000	XP_006401816.1
OG0010417	Np003G1646600	XP_006401763.1
OG0010418	Np003G1562600	XP_006401228.1
OG0010419	Np001G0007700	XP_006393849.1
OG0010421	Np005G2995000	XP_024005668.1
OG0010421	Np006G3400600	XP_024003964.1
OG0010422	Np004G2100400	XP_024008982.1
OG0010423	Np003G1642900	XP_006401726.1
OG0010424	Np005G2762400, Np005G2745400, Np005G2747000	XP_024004450.1
OG0010426	Np001G0192500	XP_006395316.1
OG0010437	Np005G2732300	XP_006412701.1
OG0010438	Np005G2732000	XP_024005152.1
OG0010439	Np005G2731500	XP_006412689.1
OG0010440	Np005G2731300	XP_006412688.1
OG0010441	Np005G2729300	XP_006412679.1
OG0010442	Np005G2728600	XP_006412672.1
OG0010443	Np006G3632300	XP_006408801.1
OG0010444	Np005G2842500	XP_006413579.1
OG0010445	Np001G0463800	XP_006418877.1
OG0010446	Np001G0492100	XP_006404232.1
OG0010447	Np001G0490500	XP_006404241.1
OG0010448	Np001G0487700	XP_024013629.1
OG0010450	Np001G0479300	XP_006404312.1
OG0010451	Np001G0481000	XP_006404291.1
OG0010452	Np001G0481900	XP_024013824.1
OG0010453	Np001G0476600	XP_006404335.1
OG0010454	Np001G0297900	XP_006398498.1
OG0010455	Np001G0267000	XP_006395860.1
OG0010456	Np001G0258600	XP_006395801.1
OG0010457	Np001G0263100	XP_006395826.1
OG0010458	Np001G0265600	XP_024007551.1
OG0010459	Np005G3176400	XP_006405496.1
OG0010460	Np005G3174100	XP_006405503.1
OG0010461	Np003G1455500	XP_006400351.1
OG0010462	Np003G1452200	XP_006400327.1
OG0010463	Np003G1451700	XP_006400322.1
OG0010464	Np003G1449800	XP_006400304.1
OG0010465	Np003G1448700	XP_024011612.1
OG0010466	Np003G1448300	XP_024012483.1
OG0010467	Np003G1447300	XP_024012175.1
OG0010468	Np003G1446400	XP_006400271.1
OG0010469	Np003G1444000	XP_006400252.1
OG0010470	Np004G2527600	XP_006417869.1
OG0010471	Np003G1438800	XP_006400213.1
OG0010472	Np003G1438100	XP_024011764.1
OG0010473	Np003G1436200	XP_006400190.1
OG0010474	Np003G1435900	XP_006400188.1
OG0010475	Np003G1434600	XP_006400176.1
OG0010476	Np003G1432300	XP_006400150.1
OG0010477	Np003G1431900	XP_006400147.1
OG0010478	Np003G1430700	XP_006400138.1
OG0010479	Np006G3416300	XP_024003697.1
OG0010480	Np003G1423800	XP_024012337.1
OG0010481	Np003G1423600	XP_006400063.1
OG0010482	Np003G1419700	XP_006400028.1
OG0010483	Np002G0777400	XP_006400007.2
OG0010485	Np003G1416600	XP_006399987.1
OG0010486	Np003G1416300	XP_006399984.1
OG0010487	Np003G1415700	XP_006399977.1
OG0010488	Np005G3066300	XP_006414836.1
OG0010489	Np003G1412500	XP_006399946.1
OG0010490	Np003G1407800	XP_006399893.2
OG0010491	Np003G1406700	XP_006399879.1
OG0010492	Np003G1406600	XP_006399878.1
OG0010493	Np003G1406500	XP_024012192.1
OG0010494	Np003G1405400	XP_006399866.1
OG0010495	Np003G1405000	XP_006399862.2
OG0010496	Np003G1403400	XP_006399845.1
OG0010497	Np003G1402800	XP_006399837.1
OG0010498	Np003G1399300	XP_024012630.1
OG0010499	Np003G1399200	XP_006399808.1
OG0010500	Np003G1396800	XP_006399785.1
OG0010501	Np003G1395800	XP_006399776.1
OG0010503	Np003G1395300	XP_006399772.1
OG0010504	Np002G0853100	XP_006390882.1
OG0010505	Np003G1391400	XP_024012339.1
OG0010506	Np003G1391000	XP_024012243.1
OG0010507	Np003G1389900	XP_006399730.1
OG0010508	Np003G1389600	XP_006399727.2
OG0010509	Np003G1385300	XP_006399698.1
OG0010511	Np003G1384100	XP_006399683.1
OG0010512	Np003G1382000	XP_006399662.1
OG0010513	Np003G1381400	XP_006399657.1
OG0010514	Np003G1380900	XP_006399652.1
OG0010515	Np003G1377300	XP_006399616.1
OG0010516	Np003G1373600	XP_006399590.1
OG0010517	Np003G1372900	XP_006399587.1
OG0010518	Np003G1372700	XP_006403366.2
OG0010519	Np003G1367800	XP_006399539.1
