Orthogroup	Noccaea_praecox	Arabidopsis_arenosa
OG0006387	Np003G1760500, Np002G0755900	jg3359
OG0006388	Np002G0757300	jg3351
OG0006389	Np002G0764600	jg3304
OG0006390	Np002G0775000, Np002G0775400	jg3230
OG0006391	Np002G0776300	jg3228
OG0006392	Np002G0778100	jg3214
OG0006393	Np002G0780900	jg3192
OG0006394	Np002G0782100	jg3177
OG0006395	Np002G0782900	jg798
OG0006396	Np007G3760300	jg27863
OG0006397	Np007G3755300	jg27905
OG0006398	Np001G0509000	jg14838
OG0006399	Np001G0508900	jg14837
OG0006400	Np003G1631900	jg22281
OG0006401	Np001G0475000	jg14569
OG0006402	Np004G1999800	jg24592
OG0006403	Np004G1905300	jg33771
OG0006404	Np004G1906900	jg33756
OG0006406	Np004G1909300	jg33716
OG0006407	Np001G0240100	jg27007, jg13182
OG0006408	Np004G1912100, Np009G4310200	jg33694
OG0006409	Np004G1915800	jg33666
OG0006410	Np004G1918500	jg33648
OG0006411	Np004G1919600	jg33644
OG0006412	Np004G1920800	jg33631
OG0006413	Np004G1926300	jg33592
OG0006414	Np004G1928100	jg33573, jg33571
OG0006415	Np004G1935600	jg33509
OG0006416	Np004G1935800	jg33507
OG0006417	Np006G3397900	jg18728
OG0006418	Np006G3396900	jg18736
OG0006419	Np004G2264400	jg31085, jg31084
OG0006420	Np005G2915400	jg10743
OG0006421	Np001G0440000	jg14148
OG0006422	Np001G0440500	jg14151
OG0006424	Np005G3094900	jg11861
OG0006425	Np003G1646200, Np005G2772300	jg22029
OG0006426	Np003G1645000	jg22035
OG0006427	Np003G1744000	jg21644
OG0006428	Np001G0486800, Np003G1730700	jg21694
OG0006429	Np005G3085000	jg11562
OG0006430	Np005G3088300	jg11527
OG0006431	Np005G3092700	jg11508
OG0006432	Np005G3070500	jg11440
OG0006433	Np005G3062300	jg11380
OG0006434	Np005G3054400	jg11340
OG0006435	Np002G0791500	jg3104
OG0006436	Np005G3030100	jg11171
OG0006437	Np005G3028800	jg11166
OG0006438	Np005G3024400	jg11138
OG0006439	Np005G3021100	jg11110
OG0006440	Np005G3016500	jg11090
OG0006441	Np002G0819500	jg2913
OG0006442	Np002G0813700	jg2963
OG0006443	Np002G0810300	jg2991
OG0006444	Np007G3974300, Np002G0810500, Np002G0810600	jg2990
OG0006445	Np002G0803400, Np002G0803300, Np002G0803900	jg3015
OG0006446	Np002G0803000	jg3018
OG0006447	Np002G0806400, Np002G0801200	jg3032
OG0006448	Np002G0800700, Np002G0806900	jg3038
OG0006449	Np002G0735200	jg3510
OG0006450	Np002G0791800	jg3100
OG0006451	Np002G0787700	jg3131
OG0006452	Np002G0788000	jg3135
OG0006453	Np002G0884900	jg2446
OG0006454	Np002G0882100	jg2466
OG0006456	Np005G2762800	jg9578
OG0006457	Np005G2760600	jg9562
OG0006458	Np005G2758900	jg9549
OG0006459	Np005G2758300	jg9543
OG0006460	Np005G2758200	jg9542
OG0006462	Np002G1234800	jg465
OG0006463	Np003G1717200	jg21743
OG0006464	Np001G0239600	jg13183
OG0006465	Np001G0189100	jg13751
OG0006467	Np001G0196800	jg13642
OG0006468	Np001G0436600	jg14077
OG0006469	Np006G3216800	jg20130
OG0006470	Np001G0206400	jg13511
OG0006471	Np001G0208700	jg13474
OG0006472	Np001G0209100	jg13469
OG0006473	Np001G0212800	jg13425
OG0006474	Np001G0214000	jg13412
OG0006476	Np001G0226300	jg13323
OG0006477	Np001G0229900	jg13293
OG0006478	Np005G2825000	jg10047, jg10049
OG0006479	Np001G0233400	jg13253
OG0006480	Np001G0201600	jg13565
OG0006481	Np001G0236100	jg13224
OG0006482	Np002G0861500	jg2589
OG0006483	Np002G0861600	jg2588, jg13738
OG0006484	Np002G0867700	jg2547
OG0006485	Np002G0867900	jg2544
OG0006486	Np002G0870200	jg2529
OG0006487	Np002G0871100	jg2522
OG0006488	Np004G1918800, Np001G0365900	jg20464
OG0006489	Np001G0363200	jg20488
OG0006490	Np001G0370400	jg20527
OG0006491	Np004G2584900	jg28520
OG0006492	Np001G0383500	jg20607
OG0006493	Np004G1980400	jg33078
OG0006494	Np004G1979000	jg33088
OG0006495	Np004G1973300	jg33112
OG0006496	Np004G1970900	jg33126, jg33134
OG0006497	Np004G1966800	jg33183
OG0006498	Np003G1661100, Np006G3263100	jg21921
OG0006499	Np004G1954600	jg33318
OG0006500	Np004G1954300	jg33320
OG0006501	Np004G1946800	jg33408
OG0006502	Np004G1944500	jg33428
OG0006503	Np001G0420900	jg22299
OG0006504	Np006G3428000, Np006G3429300, Np006G3428200	jg18509
OG0006505	Np006G3419100	jg18558
OG0006506	Np006G3418900	jg18560
OG0006507	Np006G3418400	jg18564
OG0006508	Np006G3414100	jg18597
OG0006509	Np006G3411800	jg18609
OG0006510	Np006G3408300	jg18638
OG0006511	Np006G3403000	jg18688
OG0006512	Np006G3401800	jg17994, jg18698
OG0006513	Np002G1172000, Np006G3400300	jg18708
OG0006514	Np006G3619900	jg17488, jg17503, jg17499, jg8466, jg17581, jg17482
OG0006516	Np005G2901500	jg10655
OG0006517	Np005G2901600	jg8174
OG0006518	Np005G2902200	jg10662
OG0006519	Np005G2902900	jg10666
OG0006520	Np005G2908000	jg10705
OG0006521	Np005G2910400	jg10712
OG0006522	Np005G2916500	jg10751
OG0006523	Np001G0189800	jg13740
OG0006524	Np005G2917700	jg10754
OG0006525	Np005G2921800	jg10782
OG0006526	Np005G2923900	jg10792
OG0006527	Np005G2928200	jg10807
OG0006528	Np005G2929100	jg10815
OG0006529	Np005G2932700	jg10821, jg6349
OG0006530	Np005G2938600	jg10849
OG0006531	Np005G2947500	jg10872
OG0006532	Np005G2959400	jg10896
OG0006533	Np005G2960800	jg10899
OG0006534	Np001G0527500	jg14989
OG0006535	Np001G0526900	jg14983
OG0006536	Np001G0525400	jg14968
OG0006537	Np001G0525000	jg14963
OG0006538	Np001G0518600	jg14906
OG0006539	Np005G2834300	jg10131
OG0006540	Np005G2835400	jg10155
OG0006541	Np003G1656400	jg21951
OG0006542	Np003G1715800	jg21747
OG0006543	Np003G1696400	jg21768
OG0006544	Np003G1843600	jg21773
OG0006545	Np007G3801700	jg27356
OG0006546	Np007G3783800	jg27552
OG0006547	Np007G3783300	jg27558
OG0006549	Np007G3762900	jg27833
OG0006550	Np005G2829400	jg10084
OG0006551	Np005G2829700	jg10085
OG0006552	Np005G2831800	jg10107
OG0006553	Np005G2832700	jg10116
OG0006554	Np005G2848400	jg10255
OG0006555	Np005G2848800	jg28258, jg10258
OG0006556	Np005G2849200	jg10261
OG0006557	Np005G2849500	jg10262
OG0006558	Np005G2856900	jg10306
OG0006559	Np002G1113100	jg1363
OG0006561	Np005G2884400	jg10538
OG0006563	Np005G2871600	jg10480
OG0006564	Np005G2872800	jg10472
OG0006565	Np006G3632000	jg17199
OG0006566	Np005G2875100	jg10453
OG0006567	Np005G2876000	jg10444
OG0006568	Np005G2880400	jg10422
OG0006569	Np005G2880600	jg10420
OG0006570	Np005G2868100	jg10400
OG0006571	Np005G2866600	jg10385
OG0006572	Np005G2863900	jg10367
OG0006573	Np005G2891900	jg10594
OG0006574	Np005G2893800	jg10609
OG0006575	Np005G3001900	jg11010
OG0006575	Np005G3001800	jg11009
OG0006576	Np005G2989700	jg10957
OG0006577	Np005G2971900	jg10931
OG0006578	Np005G2963900	jg10917
OG0006579	Np001G0008700	jg23734
OG0006580	Np001G0008500	jg23736
OG0006581	Np001G0005000	jg23756
OG0006582	Np001G0699300	jg16442
OG0006583	Np001G0696400	jg16406, jg16397, jg16390
OG0006584	Np001G0693000	jg16360
OG0006585	Np001G0689900	jg16334
OG0006586	Np001G0682000	jg16271
OG0006587	Np001G0681200	jg16260
OG0006588	Np001G0676900	jg16233
OG0006589	Np001G0676400	jg16231
OG0006590	Np001G0671200	jg16183
OG0006591	Np001G0670400	jg16177
OG0006593	Np001G0665300	jg16129
OG0006594	Np001G0425900	jg21069
OG0006595	Np001G0650900	jg16030
OG0006596	Np001G0636800, Np006G3347500	jg15900
OG0006597	Np001G0636300	jg15896
OG0006598	Np001G0636100	jg15894
OG0006599	Np003G1718600	jg21740
OG0006600	Np001G0623300	jg15768
OG0006601	Np001G0622300	jg15761
OG0006602	Np001G0618900	jg15740
OG0006603	Np001G0613200	jg15701
OG0006604	Np001G0606700	jg15621
OG0006605	Np001G0602200	jg15588
OG0006606	Np001G0600000	jg15570
OG0006607	Np001G0598600	jg15551, jg15544
OG0006609	Np001G0591800	jg15483
OG0006610	Np001G0587700	jg15453
OG0006611	Np001G0583500	jg15426
OG0006612	Np001G0580700	jg15419
OG0006613	Np001G0564800	jg15298
OG0006614	Np001G0551200	jg15212
OG0006615	Np003G1616900	jg22147
OG0006616	Np003G1614700	jg22136
OG0006617	Np003G1613700	jg22131
OG0006618	Np005G3011900	jg11049
OG0006619	Np007G3874000	jg26801
OG0006620	Np007G3869400	jg26748
OG0006621	Np002G0925700	jg2247
OG0006622	Np002G0908100	jg2326
OG0006623	Np002G0907600	jg2335, jg2330
OG0006624	Np002G0897900, Np002G0897800	jg2379
OG0006625	Np002G0895900	jg2392
OG0006626	Np001G0172200	jg21439
OG0006627	Np007G3749100	jg27962
OG0006628	Np007G3745900	jg28002
OG0006629	Np007G3745800	jg28003
OG0006630	Np007G3738700	jg28090
OG0006631	Np007G3736400	jg28113
OG0006632	Np001G0266000	jg12985
OG0006633	Np007G3733900	jg28129
OG0006634	Np007G4241500	jg24000
OG0006635	Np007G3731700	jg28148
OG0006636	Np007G3731500	jg28149
OG0006637	Np007G3728700, Np001G0364800	jg28173
OG0006638	Np006G3312300	jg19331
OG0006639	Np006G3315800	jg19309
OG0006640	Np006G3233400	jg20002
OG0006641	Np006G3319800	jg19276
OG0006642	Np006G3320500	jg19270
OG0006643	Np006G3321800	jg19254
OG0006644	Np006G3324700	jg19243
OG0006645	Np006G3330300	jg19212
OG0006646	Np006G3331800	jg19198
OG0006647	Np006G3335300, Np006G3334800	jg19183
OG0006648	Np004G2518900	jg29114
OG0006649	Np006G3350900	jg19047
OG0006650	Np006G3352100	jg19040
OG0006651	Np006G3353700	jg19031
OG0006652	Np006G3355900	jg19010
OG0006653	Np006G3356400	jg19008
OG0006654	Np006G3357800	jg19004, jg18997
OG0006655	Np006G3358100	jg18993
OG0006656	Np001G0197500	jg13633
OG0006657	Np006G3359600	jg18980
OG0006658	Np006G3361800	jg18967
OG0006659	Np006G3364000	jg18961
OG0006660	Np006G3370800	jg18911
OG0006661	Np006G3372000	jg18899
OG0006662	Np006G3374400	jg18886
OG0006663	Np006G3382200	jg18829
OG0006664	Np003G1829200	jg7675
OG0006665	Np003G1836000	jg7718
OG0006666	Np003G1815000	jg7583, jg7582
OG0006667	Np003G1814900	jg7581
OG0006668	Np003G1470900	jg5779
OG0006669	Np006G3709000	jg16539
OG0006670	Np006G3707000	jg16547
OG0006671	Np006G3699600	jg16574
OG0006672	Np006G3703200	jg16602
OG0006673	Np006G3694700	jg16626
OG0006674	Np006G3692600	jg16649
OG0006675	Np006G3670500	jg16815
OG0006676	Np006G3629700	jg10823, jg17261
OG0006677	Np006G3648400	jg17015
OG0006679	Np005G2819800	jg10016
OG0006680	Np004G2087300	jg32113
OG0006681	Np004G2083700	jg32071
OG0006682	Np004G2083100	jg32067
OG0006683	Np003G1773200	jg7277
OG0006684	Np003G1777200	jg7328
OG0006685	Np004G1981800	jg33069
OG0006686	Np003G1803000	jg7490
OG0006687	Np003G1803100	jg7491
OG0006688	Np001G0140000	jg6545
OG0006689	Np001G0146800	jg6612
OG0006690	Np005G2822800	jg10033
OG0006691	Np001G0148800	jg6642
OG0006692	Np001G0149300	jg6647
OG0006693	Np001G0151200	jg6664
OG0006694	Np001G0153000	jg6687
OG0006695	Np007G3726000	jg28196
OG0006696	Np007G3722600	jg28239
OG0006697	Np007G3721200	jg28256
OG0006698	Np007G3721000	jg28259
OG0006699	Np006G3269200	jg12665
OG0006700	Np006G3225400	jg20073
OG0006701	Np006G3226300	jg20067
OG0006702	Np006G3226400	jg20066
OG0006703	Np006G3229600	jg20040
OG0006704	Np006G3230600	jg20032
OG0006705	Np006G3231300	jg20021
OG0006706	Np006G3234100	jg19997
OG0006707	Np006G3236500	jg19977
OG0006708	Np006G3239200	jg19963
OG0006709	Np006G3239700	jg19961
OG0006710	Np006G3243700, Np006G3243800	jg19935
OG0006711	Np006G3246600	jg19910
OG0006712	Np006G3248500	jg19873
OG0006713	Np006G3249600	jg19862
OG0006714	Np006G3249900	jg19861
OG0006715	Np006G3253000	jg19835
OG0006716	Np006G3257900	jg19784
OG0006717	Np006G3262300	jg19743
OG0006718	Np006G3265700	jg19714
OG0006719	Np006G3266100	jg19709
OG0006720	Np006G3266600	jg19702, jg19703
OG0006721	Np006G3266700	jg19701
OG0006722	Np006G3271000	jg19664
OG0006723	Np006G3274800	jg19638
OG0006724	Np006G3279100	jg19605
OG0006725	Np006G3283800	jg19565
OG0006726	Np006G3286700	jg19543
OG0006727	Np004G2271100, Np006G3288000, Np003G1734200	jg19529
OG0006728	Np006G3300700	jg19437
OG0006729	Np006G3301600	jg19428
OG0006730	Np006G3304400	jg19411
OG0006731	Np006G3304900	jg19407, jg19409
OG0006732	Np001G0332900	jg20351
OG0006733	Np005G2634800	jg9046
OG0006734	Np003G1594900	jg23995
OG0006735	Np003G1629800	jg22245, jg22249
OG0006736	Np007G4235400	jg24050
OG0006737	Np002G1235200, Np007G4231600, Np003G1338500	jg24086
OG0006738	Np007G4229500	jg24107
OG0006739	Np007G4229300	jg24110
OG0006740	Np007G4226000	jg24139
OG0006741	Np007G4222100	jg24180
OG0006742	Np007G4219000	jg24207
OG0006743	Np007G4215900	jg24225
OG0006744	Np007G4215300	jg24234
OG0006745	Np007G4205900	jg24316
OG0006746	Np007G4190200	jg24431
OG0006747	Np003G1890000, Np007G4190000	jg24434
OG0006748	Np007G4187600	jg24455
OG0006749	Np007G4186300	jg24464
OG0006750	Np004G2097500	jg31223
OG0006751	Np007G4177500	jg24528
OG0006752	Np007G4177400	jg24529
OG0006753	Np007G4164300	jg24628
OG0006754	Np007G4163300	jg24637
OG0006755	Np007G4158000	jg24678
OG0006756	Np007G4156500, Np007G4039700	jg24685
OG0006757	Np007G4156400	jg24687
OG0006758	Np007G4155200	jg24691
OG0006759	Np007G4154800	jg24695
OG0006760	Np007G4153700	jg24706
OG0006761	Np007G4152600	jg24715
OG0006762	Np003G1740400, Np007G4150600	jg24733
OG0006763	Np007G4149900	jg24736
OG0006764	Np007G4149800	jg24737
OG0006765	Np007G4141600	jg24797
OG0006766	Np007G4139300, Np005G3173100	jg24816
OG0006767	Np007G4136900	jg24837
OG0006768	Np007G4138000, Np007G4123900	jg24826
OG0006769	Np007G4135400	jg24852
OG0006770	Np007G4125600	jg24935
OG0006771	Np007G4103600	jg25095
OG0006772	Np007G4111000	jg25037
OG0006773	Np007G4109400	jg25051
OG0006775	Np007G4104400	jg25092
OG0006776	Np007G4101700	jg25112
OG0006777	Np007G4101600	jg25113
OG0006778	Np004G2352000, Np007G4101100	jg25116
OG0006779	Np007G4100100	jg25125
OG0006780	Np007G4100000	jg25126
OG0006781	Np007G4092700	jg25175
OG0006782	Np007G4089400	jg25204
OG0006783	Np007G4087200	jg25222
OG0006784	Np002G1093100	jg25229
OG0006785	Np007G4084200	jg25246
OG0006787	Np005G2659300	jg18179, jg18183
OG0006788	Np007G4070600	jg25355
OG0006789	Np007G4068100	jg25366
OG0006790	Np007G4064000	jg25397
OG0006791	Np002G0856700, Np002G0856800, Np006G3255800	jg7314, jg7312
OG0006792	Np007G4059800	jg25425
OG0006793	Np007G4059500	jg25427
OG0006794	Np007G4055400	jg25457
OG0006795	Np007G4053100	jg25475
OG0006796	Np007G4051000	jg25493
OG0006797	Np007G4049200	jg25509
OG0006798	Np007G4045400	jg25543
OG0006799	Np007G4039800	jg25575
OG0006800	Np007G4035500	jg25597
OG0006801	Np007G3900800	jg25629
OG0006802	Np007G3901000, Np001G0399100	jg25632
OG0006803	Np007G3904600	jg25666
OG0006804	Np007G3905300	jg25672
OG0006805	Np004G2560800	jg28738
OG0006806	Np007G3919700	jg25791
OG0006807	Np007G3922000	jg25813
OG0006808	Np007G3925800	jg25846
OG0006809	Np007G3927300	jg25855
OG0006811	Np007G3928000	jg25862
OG0006812	Np007G3928100	jg25863
OG0006813	Np007G3930400	jg25885
OG0006814	Np007G3932300	jg25902
OG0006815	Np007G3938900	jg25936
OG0006816	Np007G3940100	jg25943
OG0006817	Np007G3943200	jg25971
OG0006818	Np007G3943900	jg25978
OG0006819	Np007G3949500	jg26009
OG0006820	Np007G3951900	jg26022
OG0006821	Np004G2368300	jg30412
OG0006822	Np007G3979400	jg26148
OG0006823	Np007G3981100	jg26151
OG0006824	Np007G3993600	jg26189
OG0006825	Np012G4369200, Np011G4362400	jg26212, jg16924
OG0006826	Np001G0281400	jg26216
OG0006827	Np011G4364300, Np012G4369400	jg26217
OG0006828	Np007G3805300	jg26251, jg12323
OG0006829	Np007G3806600	jg26261
OG0006830	Np007G3808500	jg26284
OG0006831	Np007G3811100	jg26301
OG0006832	Np004G2492100	jg29357
OG0006833	Np005G3135000	jg12380, jg1252
OG0006835	Np001G0182300	jg21273
OG0006836	Np001G0182900	jg21244
OG0006837	Np007G3854200	jg26638
OG0006838	Np007G3836200	jg26515
OG0006840	Np007G3816900	jg26351
OG0006841	Np005G2744700	jg9423
OG0006843	Np002G1004400	jg1798
OG0006844	Np007G4031900	jg1765
OG0006845	Np003G1465500	jg5718
OG0006846	Np003G1465000	jg5715
OG0006847	Np003G1460500	jg5690
OG0006848	Np003G1458200	jg5671
OG0006849	Np001G0164600	jg21569
OG0006850	Np001G0158500	jg6862
OG0006851	Np001G0177700	jg21374
OG0006852	Np001G0546400	jg15168
OG0006853	Np001G0542900	jg15135
OG0006854	Np001G0541400	jg15126
OG0006855	Np001G0540100	jg15121
OG0006856	Np001G0539800	jg15118
OG0006857	Np001G0539600	jg26361, jg15116
OG0006858	Np001G0532700	jg15033
OG0006859	Np001G0531700	jg15026
OG0006860	Np001G0530300	jg15012
OG0006861	Np001G0530100	jg15010
OG0006862	Np004G2592800	jg28453
OG0006864	Np004G2589300	jg28473
OG0006865	Np004G2585600	jg28511
OG0006866	Np004G2583300	jg28533
OG0006867	Np004G2580500	jg28550
OG0006868	Np004G2575100	jg28604
OG0006869	Np004G2574500	jg10967
OG0006870	Np004G2573700	jg28619
OG0006871	Np004G2565300	jg28703
OG0006872	Np004G2560100	jg28745
OG0006873	Np007G3780700	jg27600
OG0006874	Np004G2556900	jg28779
OG0006875	Np004G2555700	jg28788
OG0006876	Np004G2554400	jg28798
OG0006877	Np001G0447200, Np001G0483300	jg14254
OG0006878	Np004G2552500	jg28818
OG0006879	Np004G2550200	jg28844
OG0006880	Np004G2547800	jg28861
OG0006881	Np004G2542900	jg28903
OG0006882	Np004G2536800	jg28956
OG0006883	Np004G2536600	jg28959
OG0006885	Np004G2531300	jg29007
OG0006886	Np004G2528700	jg29030
OG0006887	Np004G2527200	jg29047
OG0006888	Np004G2526900	jg29051
OG0006889	Np005G2823500	jg10041, jg10039
OG0006890	Np004G2513300	jg29170
OG0006891	Np004G2511300	jg12050
OG0006892	Np004G2510700	jg29191
OG0006893	Np004G2509800	jg29199
OG0006894	Np002G0909100	jg29211
OG0006895	Np004G2504500	jg29241
OG0006896	Np004G2503400	jg29251
OG0006897	Np004G2502500	jg29256
OG0006898	Np004G2379400, Np004G2500800	jg29272
OG0006899	Np004G2498400	jg29293
OG0006900	Np004G2493400	jg29344
OG0006901	Np004G2489600, Np001G0011100	jg29373
OG0006902	Np004G2487500	jg29391
OG0006903	Np004G2483600, Np002G1144200	jg1091
OG0006904	Np004G2482500	jg29442
OG0006905	Np004G2478500	jg29481
OG0006906	Np004G2475900	jg29512
OG0006907	Np004G2474200	jg29531
OG0006908	Np004G2474000	jg29535
OG0006909	Np004G2473800	jg29537
OG0006910	Np004G2473300	jg29542, jg29544
OG0006912	Np001G0288600, Np004G2467000	jg29599
OG0006913	Np004G2466100	jg29605
OG0006914	Np004G2463900	jg29615
OG0006915	Np004G2463700, Np004G2463600	jg29617
OG0006916	Np004G2457800	jg29654
OG0006917	Np004G2456600	jg29669
OG0006918	Np004G2454700	jg1304, jg29685
OG0006919	Np003G1896300	jg8223
OG0006920	Np004G2450900	jg29713
OG0006921	Np004G2445400	jg29753
OG0006922	Np004G2444800	jg29760
OG0006923	Np004G2431600	jg29837
OG0006924	Np004G2430000	jg29857
OG0006925	Np004G2429700	jg29859
OG0006926	Np004G2428800	jg29865
OG0006927	Np004G2423400	jg29912
OG0006928	Np004G2420900	jg29937
OG0006929	Np004G2416700	jg29965
OG0006930	Np004G2416600	jg29966
OG0006931	Np004G2413200	jg29995
OG0006932	Np004G2411500	jg30009
OG0006933	Np004G2410000	jg30022
OG0006934	Np004G2408900	jg30031
OG0006935	Np004G2405400	jg30068
OG0006936	Np004G2404800	jg30072
OG0006937	Np002G0715000	jg30502
OG0006938	Np004G2400800	jg30107
OG0006939	Np001G0201500	jg13566
OG0006940	Np004G2393600	jg30203, jg30191
OG0006941	Np004G2393100	jg30209
OG0006942	Np004G2389800, Np004G2470700	jg30242
OG0006943	Np004G2388500, Np004G2388200	jg30259
OG0006944	Np004G2384000, Np006G3336000	jg30288
OG0006945	Np004G2383200	jg30294
OG0006946	Np004G2382000, Np002G0904000, Np002G0904900	jg30305
OG0006947	Np004G2381800	jg30307
OG0006948	Np004G2381300	jg30309
OG0006949	Np004G2257800, Np004G2379900	jg30321
OG0006950	Np004G2375500	jg30356
OG0006951	Np004G2373200	jg6068, jg30370
OG0006952	Np004G2371700	jg30384
OG0006953	Np004G2367900	jg30416
OG0006954	Np004G2364700	jg30449
OG0006955	Np004G2360500	jg30479
OG0006956	Np004G2359600	jg13463
OG0006958	Np004G2348900	jg30601
OG0006959	Np004G2346300	jg30627
OG0006960	Np004G2345500	jg30635
OG0006961	Np004G2343300	jg30647
OG0006962	Np004G2340400	jg30687
OG0006964	Np004G2333500	jg30735
OG0006965	Np004G2333000	jg30739
OG0006966	Np004G2316100, Np004G2332700	jg30742
OG0006967	Np004G2327600	jg30766
OG0006968	Np001G0382200, Np003G1879000	jg20600
OG0006969	Np007G3901600	jg11312
OG0006970	Np002G0834500	jg2800
OG0006971	Np002G0838300	jg2751, jg2753
OG0006972	Np002G0842000	jg2720
OG0006973	Np002G0860600	jg2598
OG0006974	Np005G2828000	jg10071
OG0006975	Np007G3947800, Np005G2827700	jg10068
OG0006976	Np005G2644200	jg27856, jg27099
OG0006977	Np002G1215000	jg578
OG0006978	Np002G1213700	jg592
OG0006979	Np002G1200100	jg677
OG0006980	Np002G1197900	jg693
OG0006981	Np002G1187000	jg773
OG0006982	Np002G1183700	jg794
OG0006983	Np004G2101200	jg31258
OG0006984	Np002G1173600	jg867
OG0006985	Np002G1172700	jg877, jg876
OG0006986	Np002G1132500	jg1178
OG0006987	Np002G1238300	jg430
OG0006990	Np002G0754900	jg12863
OG0006991	Np001G0346000	jg20401
OG0006992	Np001G0345200	jg20397
OG0006993	Np001G0343800	jg20388
OG0006994	Np001G0318500	jg20282
OG0006995	Np001G0321200	jg20272
OG0006996	Np001G0328400	jg8249, jg25371
OG0006997	Np001G0392800	jg20670
OG0006998	Np003G1849000	jg7805
OG0006999	Np005G2750200, Np005G2749700	jg9484
OG0007000	Np005G2749000	jg9461
OG0007001	Np004G2000700	jg32877
OG0007002	Np004G1998700	jg32891
OG0007003	Np002G0785700, Np004G2516600	jg3153
OG0007004	Np002G0786100	jg3149
OG0007006	Np005G2602900	jg8302, jg8309
OG0007007	Np005G2608300	jg8357
OG0007008	Np005G2611800	jg8384
OG0007009	Np005G2615900	jg8410
OG0007010	Np005G2616000	jg8411
OG0007011	Np005G2624500	jg8514
OG0007012	Np005G2697600	jg8555
OG0007013	Np005G2695700	jg8573
OG0007014	Np005G2693200	jg8596
OG0007015	Np005G2689500	jg8617
OG0007016	Np005G2686500	jg8646
OG0007017	Np005G2684300	jg8664
OG0007018	Np005G2684200	jg8665
OG0007019	Np005G2678900	jg8708
OG0007020	Np001G0427100, Np001G0427000, Np005G2675700	jg8735
OG0007021	Np005G2672300	jg8764
OG0007022	Np005G2671800, Np005G2671400	jg8771
OG0007023	Np005G2666500	jg8794
OG0007024	Np002G1181000	jg813
OG0007025	Np005G2658700	jg8845
OG0007027	Np005G2656700	jg8857
OG0007028	Np005G2654900	jg8867
OG0007029	Np005G2654100	jg8874
OG0007030	Np005G2653000	jg8882
OG0007031	Np005G2706000	jg9171
OG0007032	Np005G2705900	jg9170
OG0007033	Np005G2705100	jg9164
OG0007034	Np005G2701200	jg9134
OG0007035	Np005G2700600	jg9132
OG0007036	Np005G2699000	jg9116
OG0007037	Np005G2628700	jg9109
OG0007038	Np006G3433700	jg18484
OG0007039	Np006G3631300	jg17228
OG0007040	Np005G2632200	jg9074
OG0007041	Np005G2633900	jg9059
OG0007042	Np005G2637200	jg9020
OG0007043	Np007G3801100	jg27363
OG0007044	Np005G2638800	jg9005
OG0007045	Np005G2639700	jg8995
OG0007046	Np005G2641300	jg8975
OG0007047	Np005G2641500	jg8972
OG0007049	Np005G2643100, Np005G2643200	jg8958
OG0007050	Np005G2643500	jg8955
OG0007051	Np005G2710100	jg9197
OG0007053	Np005G2721200	jg9270
OG0007054	Np005G2721400	jg9271
OG0007055	Np005G2722900	jg9283
OG0007056	Np005G2723400	jg9287
OG0007057	Np005G2725200	jg9303
OG0007058	Np005G2726300	jg9307
OG0007059	Np005G2728000	jg9329
OG0007060	Np007G3855600	jg26651
OG0007061	Np007G3862900	jg26717
OG0007062	Np002G0822500	jg2888
OG0007063	Np002G0825700	jg2871
OG0007064	Np002G0827800	jg2855
OG0007065	Np004G2302300	jg30915, jg32006
OG0007066	Np004G2301300	jg30926
OG0007067	Np004G2285100	jg31012
OG0007068	Np003G1870700	jg17227
OG0007069	Np003G1873200	jg8043
OG0007070	Np003G1879200	jg8089
OG0007071	Np003G1881900	jg8158
OG0007072	Np003G1883300	jg8137
OG0007073	Np003G1885700	jg8120
OG0007074	Np003G1888600	jg8106
OG0007075	Np003G1891200	jg8172
OG0007076	Np006G3542200, Np006G3488000, Np003G1896500	jg8224
OG0007077	Np003G1898900	jg8244
OG0007078	Np006G3714100	jg16780, jg19498
OG0007079	Np004G2098400	jg31231
OG0007080	Np005G2827000	jg10062
OG0007081	Np005G2768100	jg9622
OG0007082	Np004G2578500	jg28566
OG0007083	Np004G2430800	jg29847
OG0007084	Np004G2392600	jg30218
OG0007085	Np004G2386800	jg30264
OG0007086	Np004G2301900	jg30918
OG0007087	Np004G2259700	jg31097
OG0007088	Np004G2096700	jg31217
OG0007089	Np004G2098600	jg31233, jg31234
OG0007090	Np004G2101500	jg31253
OG0007091	Np002G0949200, Np004G2256700	jg13503, jg21575, jg7025, jg9835, jg1720, jg32636
OG0007094	Np007G3804900, Np007G3804700, Np005G2701600	jg26661, jg26343
OG0007095	Np002G1162100	jg28218
OG0007096	Np001G0281200, Np001G0280200, Np001G0281000	jg12914
OG0007097	Np001G0234500	jg13242
OG0007098	Np001G0192200	jg13707
OG0007099	Np001G0185600	jg13856
OG0007101	Np001G0466300	jg14475, jg14472, jg14471
OG0007102	Np001G0540000	jg15120
OG0007103	Np001G0559600	jg15249
OG0007105	Np003G1463800	jg5701
OG0007107	Np003G1772600	jg7271
OG0007108	Np003G1813200	jg7577
OG0007110	Np005G2798200	jg9853
OG0007111	Np005G2843300, Np005G2843200	jg10214, jg10215
OG0007112	Np005G2905900	jg10693
OG0007113	Np005G3129000	jg12310
OG0007115	Np001G0179100	jg21358
OG0007116	Np001G0166200	jg21547
