Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_NCBI
OG0006228	Np001G0028900	XP_020871887.1
OG0006229	Np001G0029200	XP_020865703.1
OG0006230	Np001G0029600	XP_020882334.1
OG0006231	Np001G0032000	XP_020882283.1, XP_020871153.1
OG0006232	Np001G0034600	XP_020879057.1
OG0006233	Np001G0035700	XP_002864940.1
OG0006234	Np001G0037000	XP_002866646.1
OG0006235	Np001G0038100	XP_002864930.1
OG0006236	Np001G0040000	XP_002864923.1
OG0006237	Np001G0041600	XP_020871249.1
OG0006238	Np001G0047200	XP_020871152.1
OG0006239	Np001G0049600	XP_002866593.1
OG0006240	Np001G0051600	XP_020890390.1
OG0006241	Np001G0053000	XP_020885086.1
OG0006242	Np001G0057900	XP_002864854.1
OG0006243	Np001G0065600	XP_002866535.1
OG0006244	Np001G0066600	XP_002864831.1
OG0006245	Np001G0067100	XP_002864828.1
OG0006246	Np006G3410500	XP_002879528.2
OG0006247	Np001G0069100, Np001G0090400	XP_020887970.1
OG0006248	Np001G0069200	XP_002866510.1
OG0006249	Np001G0161200	XP_020878419.1
OG0006250	Np001G0083900, Np001G0083800, Np001G0071700	XP_020877881.1
OG0006251	Np001G0071900	XP_020877884.1
OG0006252	Np001G0074400	XP_002866486.1
OG0006253	Np001G0075100	XP_002864786.1
OG0006254	Np001G0075800	XP_020891165.1
OG0006255	Np001G0076100	XP_020871540.1
OG0006256	Np001G0077000	XP_002866477.1
OG0006257	Np001G0088800	XP_002864744.1
OG0006258	Np001G0093900	XP_020889153.1
OG0006259	Np001G0094600	XP_020871209.1
OG0006261	Np001G0097300	XP_002864713.1
OG0006262	Np001G0097500	XP_020878514.1
OG0006263	Np001G0097900	XP_020878503.1
OG0006264	Np001G0100800	XP_002874111.1
OG0006265	Np001G0103700	XP_002872049.1
OG0006266	Np001G0103800	XP_002874123.1
OG0006267	Np001G0106400	XP_020879171.1
OG0006268	Np001G0107800	XP_020876249.1
OG0006269	Np001G0112600	XP_020879306.1
OG0006270	Np001G0112700	XP_002874170.1
OG0006271	Np001G0120800	XP_002872127.1
OG0006272	Np001G0120900	XP_002874225.1
OG0006273	Np001G0124900	XP_002872142.1
OG0006274	Np001G0131200	XP_020877898.1
OG0006275	Np001G0133900	XP_020877845.1
OG0006276	Np001G0134100	XP_020877872.1
OG0006277	Np001G0134800	XP_020877868.1
OG0006278	Np001G0137800	XP_002874303.1
OG0006279	Np003G1474300	XP_020879400.1, XP_020879403.1
OG0006280	Np003G1473500	XP_020877967.1
OG0006281	Np003G1477900	XP_002873960.1
OG0006282	Np003G1481100	XP_020878289.1
OG0006283	Np003G1482600	XP_020879021.1
OG0006284	Np003G1484300	XP_020876286.1
OG0006285	Np001G0163900	XP_020871920.1
OG0006286	Np003G1485900	XP_020879156.1
OG0006287	Np003G1404100	XP_020878303.1
OG0006289	Np003G1498900	XP_002874038.1
OG0006290	Np003G1500500	XP_020877336.1
OG0006291	Np003G1501300	XP_020877828.1
OG0006292	Np003G1502600	XP_020876640.1
OG0006293	Np003G1516000	XP_002866389.1
OG0006294	Np003G1516900	XP_020871953.1
OG0006295	Np003G1520700	XP_002864672.1, XP_002862257.1
OG0006296	Np007G3724900	XP_002886003.1
OG0006297	Np003G1525600	XP_020871504.1
OG0006298	Np006G3512900, Np003G1538200, Np006G3513000	XP_020872986.1, XP_020871288.1
OG0006299	Np003G1539200	XP_020887723.1
OG0006300	Np003G1546400	XP_020867057.1
OG0006302	Np004G2535500	XP_002889592.1
OG0006303	Np003G1547800	XP_020878285.1
OG0006304	Np003G1549900	XP_002866247.1
OG0006305	Np005G2955800, Np005G2885400	XP_002870111.1
OG0006306	Np003G1554300	XP_020881209.1
OG0006307	Np003G1557100	XP_002866221.1
OG0006308	Np003G1557300	XP_002864521.1
OG0006309	Np002G0832400	XP_020891267.1
OG0006310	Np003G1562100	XP_020887338.1
OG0006311	Np003G1565800	XP_020888998.1
OG0006312	Np003G1565000	XP_020868644.1
OG0006313	Np001G0506800	XP_002877689.1
OG0006314	Np003G1567800	XP_002864488.1, XP_002863022.1
OG0006316	Np003G1575000	XP_020871814.1
OG0006317	Np003G1575100	XP_020877852.1
OG0006318	Np003G1581200	XP_002864443.1
OG0006319	Np003G1583500	XP_002864429.1, XP_002888517.1, XP_002886967.1
OG0006320	Np003G1604700	XP_020890634.1
OG0006321	Np005G3093900	XP_020874341.1
OG0006322	Np003G1633600	XP_002864350.1
OG0006323	Np001G0504800	XP_002877683.1
OG0006324	Np001G0501800	XP_002875955.1
OG0006325	Np001G0501400	XP_002875954.1
OG0006326	Np001G0496000	XP_020880789.1
OG0006327	Np001G0494000	XP_020881403.1
OG0006328	Np003G1622600	XP_020871546.1
OG0006329	Np003G1623800	XP_002866025.1
OG0006330	Np003G1867700	XP_020879248.1
OG0006331	Np003G1861000	XP_020878566.1
OG0006332	Np003G1332000	XP_020878912.1
OG0006333	Np003G1332500	XP_002871264.2
OG0006334	Np002G1117500	XP_020870466.1
OG0006335	Np003G1327100	XP_020878775.1
OG0006336	Np003G1324500	XP_002873277.1
OG0006337	Np003G1321800	XP_002873267.1
OG0006338	Np003G1321100	XP_020877974.1
OG0006339	Np003G1320000	XP_002873255.1, XP_002871235.1
OG0006340	Np003G1317700	XP_002871214.1
OG0006341	Np003G1317300	XP_002873248.1
OG0006342	Np003G1315900	XP_002871207.1
OG0006343	Np001G0462700	XP_020882487.1
OG0006344	Np003G1304600	XP_002871158.1
OG0006345	Np003G1303800, Np003G1724300, Np002G1185400	XP_020876046.1
OG0006346	Np003G1299900, Np003G1300000	XP_020875986.1
OG0006347	Np003G1298700	XP_020876025.1
OG0006348	Np003G1296700	XP_002871124.1
OG0006349	Np003G1295500	XP_020875998.1
OG0006350	Np003G1295400	XP_020875935.1
OG0006351	Np003G1291800	XP_020878726.1
OG0006352	Np003G1291200	XP_002871098.1
OG0006353	Np003G1291000	XP_002871097.1
OG0006354	Np003G1290100	XP_020876997.1
OG0006355	Np003G1284500	XP_020876151.1
OG0006356	Np003G1283900	XP_002873122.1
OG0006357	Np003G1276000	XP_002873088.1
OG0006358	Np003G1273500	XP_002873081.1
OG0006359	Np003G1272900	XP_002871015.1
OG0006360	Np003G1271900	XP_002873073.1
OG0006361	Np003G1271700	XP_002873071.1
OG0006362	Np003G1269700	XP_020877236.1
OG0006363	Np003G1265400	XP_020876812.1
OG0006364	Np003G1266700	XP_020879080.1
OG0006365	Np003G1266800	XP_020879310.1
OG0006366	Np003G1264900	XP_002870967.1
OG0006367	Np003G1261800	XP_020878474.1
OG0006368	Np003G1266500	XP_020882262.1
OG0006369	Np001G0179600	XP_002865617.1
OG0006370	Np003G1255300	XP_020875851.1
OG0006371	Np007G3941700, Np002G1054300	XP_020889005.1
OG0006372	Np005G3201600	XP_020872092.1
OG0006373	Np005G3096800	XP_020866955.1, XP_020891593.1
OG0006374	Np005G3117800	XP_002889298.1, XP_020873124.1
OG0006375	Np002G0708300	XP_020889741.1
OG0006376	Np002G0710300	XP_020890381.1, XP_002878916.1
OG0006377	Np002G0712200	XP_020891056.1
OG0006378	Np002G1191400, Np002G0717700	XP_002889257.1
OG0006379	Np002G0722100	XP_020890244.1
OG0006380	Np002G0722200	XP_020890242.1
OG0006381	Np002G0733900, Np002G0734000	XP_002889193.1
OG0006382	Np002G0734500	XP_020891132.1
OG0006383	Np002G0737500	XP_020889781.1
OG0006384	Np002G0744500	XP_020891394.1
OG0006385	Np002G0750700	XP_020890503.1
OG0006387	Np003G1760500, Np002G0755900	XP_002889111.1
OG0006388	Np002G0757300	XP_002889107.1
OG0006389	Np002G0764600	XP_002889081.1
OG0006390	Np002G0775000, Np002G0775400	XP_020891402.1
OG0006391	Np002G0776300	XP_002887608.1
OG0006392	Np002G0778100	XP_020889679.1
OG0006393	Np002G0780900	XP_020890670.1
OG0006394	Np002G0782100	XP_002887580.1
OG0006395	Np002G0782900	XP_002886529.1
OG0006396	Np007G3760300	XP_002886111.1
OG0006397	Np007G3755300	XP_020887859.1
OG0006398	Np001G0509000	XP_020881943.1
OG0006399	Np001G0508900	XP_002875996.1
OG0006400	Np003G1631900	XP_002864345.1
OG0006401	Np001G0475000	XP_020880468.1
OG0006402	Np004G1999800	XP_002884588.1
OG0006403	Np004G1905300	XP_020867800.1
OG0006404	Np004G1906900	XP_002894529.2
OG0006406	Np004G1909300	XP_020869477.1
OG0006407	Np001G0240100	XP_002875228.2, XP_002883668.2
OG0006408	Np004G1912100, Np009G4310200	XP_020870713.1
OG0006409	Np004G1915800	XP_020867643.1
OG0006410	Np004G1918500	XP_002894480.1
OG0006411	Np004G1919600	XP_002891791.1
OG0006412	Np004G1920800	XP_020870592.1
OG0006413	Np004G1926300	XP_020868069.1
OG0006414	Np004G1928100	XP_020867190.1
OG0006415	Np004G1935600	XP_002891726.1
OG0006416	Np004G1935800	XP_020867137.1
OG0006417	Np006G3397900	XP_002881420.1
OG0006418	Np006G3396900	XP_002879590.1, XP_002862872.1
OG0006419	Np004G2264400	XP_020866450.1, XP_002890645.1
OG0006420	Np005G2915400	XP_020875478.1
OG0006421	Np001G0440000	XP_002875659.1
OG0006422	Np001G0440500	XP_020881497.1
OG0006424	Np005G3094900	XP_002870404.1
OG0006425	Np003G1646200, Np005G2772300	XP_020871235.1, XP_020872136.1
OG0006426	Np003G1645000	XP_020871763.1
OG0006427	Np003G1744000	XP_020871826.1
OG0006428	Np001G0486800, Np003G1730700	XP_020882581.1, XP_020871330.1
OG0006429	Np005G3085000	XP_002863155.1
OG0006430	Np005G3088300	XP_002863138.1
OG0006431	Np005G3092700	XP_020876564.1
OG0006432	Np005G3070500	XP_020875522.1, XP_020882301.1
OG0006433	Np005G3062300	XP_002868313.1
OG0006434	Np005G3054400	XP_020873064.1
OG0006435	Np002G0791500	XP_020889773.1
OG0006436	Np005G3030100	XP_020874786.1
OG0006437	Np005G3028800	XP_020872794.1
OG0006438	Np005G3024400	XP_002870223.2
OG0006439	Np005G3021100	XP_002870210.1
OG0006440	Np005G3016500	XP_020874335.1
OG0006441	Np002G0819500	XP_020891519.1
OG0006442	Np002G0813700	XP_020865615.1
OG0006443	Np002G0810300	XP_002888931.1
OG0006444	Np007G3974300, Np002G0810500, Np002G0810600	XP_002888930.1
OG0006445	Np002G0803400, Np002G0803300, Np002G0803900	XP_002888943.1
OG0006446	Np002G0803000	XP_020891780.1
OG0006447	Np002G0806400, Np002G0801200	XP_002887514.1
OG0006448	Np002G0800700, Np002G0806900	XP_020865790.1
OG0006449	Np002G0735200	XP_020891183.1
OG0006450	Np002G0791800	XP_020889960.1
OG0006451	Np002G0787700	XP_002888991.1
OG0006452	Np002G0788000	XP_020891423.1
OG0006453	Np002G0884900	XP_002888678.1
OG0006454	Np002G0882100	XP_020889923.1
OG0006456	Np005G2762800	XP_020874387.1
OG0006457	Np005G2760600	XP_002869483.1
OG0006458	Np005G2758900	XP_020873897.1
OG0006459	Np005G2758300	XP_002867435.1
OG0006460	Np005G2758200	XP_020874520.1
OG0006462	Np002G1234800	XP_002886373.1
OG0006463	Np003G1717200	XP_020879409.1
OG0006464	Np001G0239600	XP_020880293.1
OG0006465	Np001G0189100	XP_020882183.1
OG0006467	Np001G0196800	XP_002875462.1
OG0006468	Np001G0436600	XP_002875629.1
OG0006469	Np006G3216800	XP_020884295.1
OG0006470	Np001G0206400	XP_020881130.1
OG0006471	Np001G0208700	XP_020881534.1
OG0006472	Np001G0209100	XP_020881963.1
OG0006473	Np001G0212800	XP_020879644.1
OG0006474	Np001G0214000	XP_020880796.1
OG0006475	Np001G0226200	XP_020881157.1
OG0006476	Np001G0226300	XP_020881155.1
OG0006477	Np001G0229900	XP_020880977.1
OG0006478	Np005G2825000	XP_020873739.1
OG0006479	Np001G0233400	XP_002875287.1
OG0006480	Np001G0201600	XP_020880976.1
OG0006481	Np001G0236100	XP_002875266.2
OG0006482	Np002G0861500	XP_020875235.1
OG0006483	Np002G0861600	XP_002863106.1
OG0006484	Np002G0867700	XP_020865971.1
OG0006485	Np002G0867900	XP_020891323.1
OG0006486	Np002G0870200	XP_002888720.1
OG0006487	Np002G0871100	XP_002887232.1
OG0006488	Np004G1918800, Np001G0365900	XP_020887467.1
OG0006489	Np001G0363200	XP_002865219.1
OG0006490	Np001G0370400	XP_020871944.1
OG0006491	Np004G2584900	XP_002889386.1
OG0006492	Np001G0383500	XP_020871593.1
OG0006493	Np004G1980400	XP_020866741.1
OG0006494	Np004G1979000	XP_020866708.1
OG0006495	Np004G1973300	XP_020890727.1, XP_002894222.1
OG0006496	Np004G1970900	XP_002894227.1
OG0006497	Np004G1966800	XP_020869935.1
OG0006498	Np003G1661100, Np006G3263100	XP_020871701.1, XP_020885934.1
OG0006499	Np004G1954600	XP_002874949.2, XP_020868774.1
OG0006500	Np004G1954300	XP_002891647.1
OG0006501	Np004G1946800	XP_002894368.2
OG0006502	Np004G1944500	XP_002891695.1
OG0006503	Np001G0420900	XP_002864352.1
OG0006505	Np006G3419100	XP_020882793.1
OG0006506	Np006G3418900	XP_002881344.2
OG0006507	Np006G3418400	XP_020871737.1, XP_020885052.1
OG0006508	Np006G3414100	XP_002879516.2
OG0006509	Np006G3411800	XP_020885623.1
OG0006510	Np006G3408300	XP_020883102.1
OG0006511	Np006G3403000	XP_020883916.1
OG0006512	Np006G3401800	XP_020883501.1, XP_020883711.1
OG0006513	Np002G1172000, Np006G3400300	XP_020883729.1
OG0006514	Np006G3619900	XP_002879008.1
OG0006516	Np005G2901500	XP_020889255.1
OG0006518	Np005G2902200	XP_020874457.1
OG0006519	Np005G2902900	XP_002867953.1
OG0006520	Np005G2908000	XP_020875075.1
OG0006521	Np005G2910400	XP_002867978.1
OG0006522	Np005G2916500	XP_002867993.1
OG0006523	Np001G0189800	XP_002877163.1
OG0006524	Np005G2917700	XP_020873920.1
OG0006525	Np005G2921800	XP_020874375.1
OG0006526	Np005G2923900	XP_002870067.1
OG0006527	Np005G2928200	XP_002868018.1
OG0006528	Np005G2929100	XP_002868029.1
OG0006529	Np005G2932700	XP_020875001.1
OG0006530	Np005G2938600	XP_002868047.1
OG0006531	Np005G2947500	XP_002868061.1
OG0006532	Np005G2959400	XP_020873210.1
OG0006533	Np005G2960800	XP_020872312.1
OG0006534	Np001G0527500	XP_002876066.1
OG0006535	Np001G0526900	XP_002877783.1
OG0006536	Np001G0525400	XP_002876054.1
OG0006537	Np001G0525000	XP_002876050.1
OG0006538	Np001G0518600	XP_020880699.1
OG0006539	Np005G2834300	XP_002867698.1
OG0006540	Np005G2835400	XP_020873674.1
OG0006541	Np003G1656400	XP_002865917.1
OG0006542	Np003G1715800	XP_002864082.1
OG0006543	Np003G1696400	XP_002864095.1
OG0006544	Np003G1843600	XP_002864098.1
OG0006545	Np007G3801700	XP_020886994.1
OG0006546	Np007G3783800	XP_002885951.1
OG0006547	Np007G3783300	XP_020888694.1
OG0006549	Np007G3762900	XP_002884040.1
OG0006550	Np005G2829400	XP_002869745.1
OG0006551	Np005G2829700	XP_002867682.1
OG0006552	Np005G2831800	XP_020873481.1
OG0006553	Np005G2832700	XP_002869766.1
OG0006554	Np005G2848400	XP_020873604.1
OG0006555	Np005G2848800	XP_002869810.1
OG0006556	Np005G2849200	XP_020873672.1
OG0006557	Np005G2849500	XP_020873494.1
OG0006558	Np005G2856900	XP_020873490.1
OG0006559	Np002G1113100	XP_002894658.1
OG0006561	Np005G2884400	XP_002869939.1
OG0006563	Np005G2871600	XP_020873941.1
OG0006564	Np005G2872800	XP_002869913.2
OG0006565	Np006G3632000	XP_020883618.1
OG0006566	Np005G2875100	XP_020873937.1
OG0006567	Np005G2876000	XP_020875375.1
OG0006568	Np005G2880400	XP_020873263.1
OG0006569	Np005G2880600	XP_020873789.1
OG0006570	Np005G2868100	XP_002869876.1
OG0006571	Np005G2866600	XP_020873792.1, XP_002869867.1
OG0006572	Np005G2863900	XP_002867819.1
OG0006573	Np005G2891900	XP_020874011.1
OG0006574	Np005G2893800	XP_020874978.1
OG0006575	Np005G3001900	XP_020873998.1
OG0006576	Np005G2989700	XP_002870142.1
OG0006577	Np005G2971900	XP_002870131.1
OG0006578	Np005G2963900	XP_002868090.1
OG0006579	Np001G0008700	XP_020867707.1
OG0006580	Np001G0008500	XP_020877538.1
OG0006581	Np001G0005000	XP_020872027.1
OG0006582	Np001G0699300	XP_002878518.1
OG0006583	Np001G0696400	XP_002878502.1
OG0006584	Np001G0693000	XP_002878486.1
OG0006585	Np001G0689900	XP_002878470.1
OG0006586	Np001G0682000	XP_002876654.2
OG0006587	Np001G0681200	XP_020880831.1
OG0006588	Np001G0676900	XP_020880818.1
OG0006589	Np001G0676400	XP_020880806.1
OG0006590	Np001G0671200	XP_002876606.1
OG0006591	Np001G0670400	XP_002876601.1
OG0006593	Np001G0665300	XP_020882453.1
OG0006594	Np001G0425900	XP_020870282.1
OG0006595	Np001G0650900	XP_020880942.1
OG0006596	Np001G0636800, Np006G3347500	XP_002878236.1
OG0006597	Np001G0636300	XP_020880562.1
OG0006598	Np001G0636100	XP_020880600.1
OG0006599	Np003G1718600	XP_002865825.1
OG0006600	Np001G0623300	XP_002878162.1
OG0006601	Np001G0622300	XP_020879643.1
OG0006602	Np001G0618900	XP_002878144.1
OG0006603	Np001G0613200	XP_002878113.1
OG0006604	Np001G0606700	XP_020881352.1
OG0006605	Np001G0602200	XP_020880893.1
OG0006606	Np001G0600000	XP_002876346.1
OG0006607	Np001G0598600	XP_002876341.1
OG0006609	Np001G0591800	XP_002876302.1
OG0006610	Np001G0587700	XP_020882281.1
OG0006611	Np001G0583500	XP_002878004.1
OG0006612	Np001G0580700	XP_020880472.1
OG0006613	Np001G0564800	XP_020882069.1
OG0006614	Np001G0551200	XP_020881373.1
OG0006615	Np003G1616900	XP_020884353.1
OG0006616	Np003G1614700	XP_002864273.1
OG0006617	Np003G1613700	XP_002865988.1
OG0006618	Np005G3011900	XP_002868157.1
OG0006619	Np007G3874000	XP_002883543.1
OG0006620	Np007G3869400	XP_002885644.1
OG0006621	Np002G0925700	XP_002888583.1
OG0006622	Np002G0908100	XP_002887146.1
OG0006623	Np002G0907600	XP_020891080.1
OG0006624	Np002G0897900, Np002G0897800	XP_002887165.2
OG0006625	Np002G0895900	XP_002887176.1
OG0006626	Np001G0172200	XP_020871714.1
OG0006627	Np007G3749100	XP_020886105.1
OG0006628	Np007G3745900	XP_002884131.1
OG0006629	Np007G3745800	XP_020889069.1
OG0006630	Np007G3738700	XP_002884178.1
OG0006631	Np007G3736400	XP_020886959.1
OG0006632	Np001G0266000	XP_002875094.1
OG0006633	Np007G3733900	XP_020888403.1
OG0006634	Np007G4241500	XP_002884295.1
OG0006635	Np007G3731700	XP_002883983.1
OG0006636	Np007G3731500	XP_002883982.1
OG0006637	Np007G3728700, Np001G0364800	XP_020889360.1
OG0006638	Np006G3312300	XP_020883959.1
OG0006639	Np006G3315800	XP_002879871.1
OG0006640	Np006G3233400	XP_020885488.1
OG0006641	Np006G3319800	XP_002881704.1
OG0006642	Np006G3320500	XP_002879855.1, XP_002862876.2
OG0006643	Np006G3321800	XP_020884758.1
OG0006644	Np006G3324700	XP_020871371.1, XP_020884620.1
OG0006645	Np006G3330300	XP_020883522.1
OG0006646	Np006G3331800	XP_002879815.1
OG0006647	Np006G3335300, Np006G3334800	XP_002881666.1
OG0006648	Np004G2518900	XP_020868458.1
OG0006649	Np006G3350900	XP_002879759.1
OG0006650	Np006G3352100	XP_020882924.1
OG0006651	Np006G3353700	XP_002879748.2
OG0006652	Np006G3355900	XP_020882751.1, XP_020873636.1, XP_020884751.1, XP_002862900.2
OG0006653	Np006G3356400	XP_002879739.1
OG0006654	Np006G3357800	XP_020883343.1
OG0006655	Np006G3358100	XP_020883765.1, XP_002862263.1
OG0006656	Np001G0197500	XP_020879692.1
OG0006657	Np006G3359600	XP_020883876.1
OG0006658	Np006G3361800	XP_020884788.1
OG0006659	Np006G3364000	XP_002881554.1
OG0006660	Np006G3370800	XP_002881514.1
OG0006661	Np006G3372000	XP_020882802.1
OG0006662	Np006G3374400	XP_002881531.2, XP_020882818.1
OG0006663	Np006G3382200	XP_002879629.2
OG0006664	Np003G1829200	XP_020877718.1
OG0006665	Np003G1836000	XP_002874807.1
OG0006666	Np003G1815000	XP_002874728.1, XP_002874727.1
OG0006667	Np003G1814900	XP_002874726.1
OG0006668	Np003G1470900	XP_002871869.1
OG0006669	Np006G3709000	XP_020884999.1, XP_002880370.1
OG0006670	Np006G3707000	XP_002878546.2
OG0006671	Np006G3699600	XP_020884489.1
OG0006672	Np006G3703200	XP_020883541.1
OG0006673	Np006G3694700	XP_020883231.1
OG0006674	Np006G3692600	XP_002878602.1
OG0006675	Np006G3670500	XP_020882836.1
OG0006676	Np006G3629700	XP_002880747.1
OG0006677	Np006G3648400	XP_002878803.1
OG0006679	Np005G2819800	XP_002867655.1
OG0006680	Np004G2087300	XP_020870382.1
OG0006681	Np004G2083700	XP_020868520.1
OG0006682	Np004G2083100	XP_020868503.1
OG0006683	Np003G1773200	XP_020878361.1
OG0006684	Np003G1777200	XP_020878991.1
OG0006685	Np004G1981800	XP_002894192.1
OG0006686	Np003G1803000	XP_020877942.1
OG0006687	Np003G1803100	XP_020877941.1
OG0006688	Np001G0140000	XP_002874312.1
OG0006689	Np001G0146800	XP_020876958.1
OG0006690	Np005G2822800	XP_002869719.1
OG0006691	Np001G0148800	XP_020876941.1
OG0006692	Np001G0149300	XP_002872266.2
OG0006693	Np001G0151200	XP_020876908.1
OG0006694	Np001G0153000	XP_002874392.1
OG0006695	Np007G3726000	XP_002883961.1
OG0006696	Np007G3722600	XP_002883934.1
OG0006697	Np007G3721200	XP_020887251.1
OG0006698	Np007G3721000	XP_020888113.1
OG0006699	Np006G3269200	XP_020874702.1
OG0006700	Np006G3225400	XP_002882082.1, XP_002882084.1
OG0006701	Np006G3226300	XP_002880254.1
OG0006702	Np006G3226400	XP_002880253.1
OG0006703	Np006G3229600	XP_020883467.1
OG0006704	Np006G3230600	XP_020882878.1
OG0006705	Np006G3231300	XP_020884504.1
OG0006706	Np006G3234100	XP_002882044.1
OG0006707	Np006G3236500	XP_020883117.1
OG0006708	Np006G3239200	XP_020884251.1
OG0006709	Np006G3239700	XP_002882025.1
OG0006710	Np006G3243700, Np006G3243800	XP_002880179.1
OG0006711	Np006G3246600	XP_002882002.1
OG0006712	Np006G3248500	XP_002881994.1
OG0006713	Np006G3249600	XP_020882677.1
OG0006714	Np006G3249900	XP_002880148.1
OG0006715	Np006G3253000	XP_002881979.1
OG0006716	Np006G3257900	XP_020885116.1
OG0006717	Np006G3262300	XP_020885149.1
OG0006718	Np006G3265700	XP_002880063.1
OG0006719	Np006G3266100	XP_002880059.1
OG0006720	Np006G3266600	XP_002881921.1
OG0006721	Np006G3266700	XP_002881920.1
OG0006722	Np006G3271000	XP_020883364.1
OG0006723	Np006G3274800	XP_002881887.2
OG0006724	Np006G3279100	XP_020884910.1
OG0006725	Np006G3283800	XP_002881856.1
OG0006726	Np006G3286700	XP_002862496.1, XP_002881841.1
OG0006727	Np004G2271100, Np006G3288000, Np003G1734200	XP_020885222.1
OG0006728	Np006G3300700	XP_002879935.1
OG0006729	Np006G3301600	XP_020883866.1
OG0006730	Np006G3304400	XP_020884524.1
OG0006731	Np006G3304900	XP_020885413.1
OG0006732	Np001G0332900	XP_020885095.1
OG0006733	Np005G2634800	XP_002869217.1
OG0006734	Np003G1594900	XP_020886315.1
OG0006735	Np003G1629800	XP_002866042.1
OG0006736	Np007G4235400	XP_020886897.1
OG0006737	Np002G1235200, Np007G4231600, Np003G1338500	XP_002884331.1
OG0006738	Np007G4229500	XP_020889326.1
OG0006739	Np007G4229300	XP_020889319.1
OG0006740	Np007G4226000	XP_002884359.1
OG0006741	Np007G4222100	XP_020888661.1
OG0006742	Np007G4219000	XP_002884398.1
OG0006743	Np007G4215900	XP_020887002.1
OG0006744	Np007G4215300	XP_020887012.1
OG0006745	Np007G4205900	XP_020886791.1
OG0006746	Np007G4190200	XP_020888047.1
OG0006747	Np003G1890000, Np007G4190000	XP_002884503.1, XP_020888111.1
OG0006748	Np007G4187600	XP_002882419.1
OG0006749	Np007G4186300	XP_020887581.1
OG0006750	Np004G2097500	XP_002893444.1
OG0006751	Np007G4177500	XP_002882443.1
OG0006752	Np007G4177400	XP_020888592.1
OG0006753	Np007G4164300	XP_002882493.1
OG0006754	Np007G4163300	XP_020886396.1
OG0006755	Np007G4158000	XP_002862294.2, XP_002884637.2
OG0006756	Np007G4156500, Np007G4039700	XP_002884642.1
OG0006757	Np007G4156400	XP_020887489.1
OG0006758	Np007G4155200	XP_020888862.1
OG0006759	Np007G4154800	XP_020888989.1
OG0006760	Np007G4153700	XP_020888953.1
OG0006761	Np007G4152600	XP_020888762.1
OG0006762	Np003G1740400, Np007G4150600	XP_002882547.1
OG0006763	Np007G4149900	XP_020887692.1
OG0006764	Np007G4149800	XP_020887693.1
OG0006765	Np007G4141600	XP_020887216.1
OG0006766	Np007G4139300, Np005G3173100	XP_020888740.1
OG0006767	Np007G4136900	XP_020889320.1
OG0006768	Np007G4138000, Np007G4123900	XP_020886470.1
OG0006769	Np007G4135400	XP_002882611.1, XP_002862963.1
OG0006770	Np007G4125600	XP_020888966.1
OG0006771	Np007G4103600	XP_020888243.1
OG0006772	Np007G4111000	XP_020887354.1
OG0006773	Np007G4109400	XP_020888280.1
OG0006775	Np007G4104400	XP_020888273.1
OG0006776	Np007G4101700	XP_002882739.2
OG0006777	Np007G4101600	XP_002884854.2
OG0006778	Np004G2352000, Np007G4101100	XP_002884855.1, XP_002862710.1
OG0006779	Np007G4100100	XP_020888240.1
OG0006780	Np007G4100000	XP_002884861.1
OG0006781	Np007G4092700	XP_002884891.1
OG0006782	Np007G4089400	XP_002884907.1
OG0006783	Np007G4087200	XP_002884917.1
OG0006784	Np002G1093100	XP_002884923.1
OG0006785	Np007G4084200	XP_002882795.1
OG0006787	Np005G2659300	XP_020884017.1
OG0006788	Np007G4070600	XP_002882838.1
OG0006789	Np007G4068100	XP_020872518.1, XP_020888550.1
OG0006790	Np007G4064000	XP_020888793.1
OG0006791	Np002G0856700, Np002G0856800, Np006G3255800	XP_002872474.1, XP_002872473.1
OG0006792	Np007G4059800	XP_020887168.1
OG0006793	Np007G4059500	XP_002882871.1
OG0006794	Np007G4055400	XP_002885045.1
OG0006795	Np007G4053100	XP_002882885.2
OG0006796	Np007G4051000	XP_002885055.1
OG0006797	Np007G4049200	XP_002882902.1
OG0006798	Np007G4045400	XP_002882919.1
OG0006799	Np007G4039800	XP_020888545.1
OG0006800	Np007G4035500	XP_002882949.1
OG0006801	Np007G3900800	XP_020887061.1
OG0006802	Np007G3901000, Np001G0399100	XP_020886989.1
OG0006803	Np007G3904600	XP_002885129.1
OG0006804	Np007G3905300	XP_002885131.1
OG0006805	Np004G2560800	XP_002889497.1
OG0006806	Np007G3919700	XP_020889215.1
OG0006807	Np007G3922000	XP_020889090.1
OG0006808	Np007G3925800	XP_020889142.1
OG0006809	Np007G3927300	XP_002885215.1
OG0006811	Np007G3928000	XP_002883070.1
OG0006812	Np007G3928100	XP_002883071.1
OG0006813	Np007G3930400	XP_002885227.1
OG0006814	Np007G3932300	XP_020889189.1
OG0006815	Np007G3938900	XP_020889028.1
OG0006816	Np007G3940100	XP_002883119.1
OG0006817	Np007G3943200	XP_002885255.1
OG0006818	Np007G3943900	XP_020888393.1
OG0006819	Np007G3949500	XP_002885279.1
OG0006820	Np007G3951900	XP_002883155.1
OG0006821	Np004G2368300	XP_002893020.1
OG0006822	Np007G3979400	XP_002883220.1
OG0006823	Np007G3981100	XP_020889037.1
OG0006824	Np007G3993600	XP_002885368.1
