Orthogroup	Noccaea_praecox	Rorippa_islandica
OG0011297	Np001G0580600	Roisl.0046s1467.1.p
OG0011298	Np001G0579800	Roisl.0046s1464.1.p
OG0011299	Np001G0578300	Roisl.0046s1454.1.p
OG0011300	Np001G0577800	Roisl.0046s1451.1.p
OG0011301	Np001G0577700	Roisl.0046s1450.1.p
OG0011302	Np001G0577200	Roisl.0046s1446.1.p
OG0011303	Np001G0575700	Roisl.0046s1432.1.p
OG0011304	Np001G0575600	Roisl.0046s1431.1.p
OG0011305	Np001G0575100	Roisl.0046s1426.1.p
OG0011306	Np001G0573000	Roisl.0046s1401.1.p
OG0011307	Np002G0912700	Roisl.0019s0808.1.p
OG0011308	Np001G0570200, Np001G0569800	Roisl.0046s1379.1.p
OG0011309	Np001G0569200	Roisl.0046s1376.1.p
OG0011310	Np001G0568100	Roisl.0046s1367.1.p
OG0011311	Np001G0564000	Roisl.0046s1335.1.p
OG0011312	Np001G0563400	Roisl.0046s1328.1.p
OG0011313	Np001G0563000	Roisl.0046s1324.1.p
OG0011314	Np001G0558900, Np001G0555100	Roisl.0046s1290.1.p
OG0011315	Np001G0552100	Roisl.0046s1269.1.p
OG0011316	Np001G0551300	Roisl.0046s1262.1.p
OG0011317	Np001G0549400	Roisl.0046s1240.1.p
OG0011318	Np001G0548500	Roisl.0046s1237.1.p, Roisl.0066s0419.1.p
OG0011319	Np003G1625200	Roisl.0052s0021.1.p
OG0011320	Np003G1620300	Roisl.0184s0123.1.p, Roisl.0052s0065.1.p
OG0011321	Np003G1617800	Roisl.0184s0112.1.p
OG0011322	Np003G1616800	Roisl.0184s0106.1.p
OG0011323	Np003G1614300	Roisl.0184s0083.1.p
OG0011324	Np003G1637600	Roisl.0031s0126.1.p
OG0011325	Np003G1641400	Roisl.0031s0108.1.p
OG0011326	Np003G1643500	Roisl.0031s0097.1.p
OG0011327	Np005G3012500	Roisl.0002s0061.1.p
OG0011328	Np007G3873900	Roisl.0053s0200.1.p
OG0011329	Np007G3874400	Roisl.0053s0194.1.p
OG0011330	Np007G3875200	Roisl.0053s0188.1.p
OG0011331	Np007G3876500	Roisl.0053s0171.1.p
OG0011332	Np007G3877700	Roisl.0053s0165.1.p
OG0011333	Np007G3878700	Roisl.0053s0154.1.p
OG0011334	Np007G3881300	Roisl.0001s0529.1.p
OG0011335	Np007G3881900	Roisl.0001s0525.1.p
OG0011336	Np007G3884400, Np007G3884300	Roisl.0053s0431.1.p
OG0011337	Np007G3884500	Roisl.0049s0034.1.p
OG0011338	Np007G3887800	Roisl.0213s0754.1.p
OG0011339	Np007G3892400	Roisl.0213s0689.1.p
OG0011340	Np007G4131400, Np007G4005100	Roisl.0079s0321.1.p, Roisl.0014s0055.1.p
OG0011341	Np002G0944500	Roisl.0024s0032.1.p
OG0011342	Np002G0939500	Roisl.0024s0049.1.p
OG0011343	Np002G0937600	Roisl.0024s0059.1.p
OG0011344	Np002G0933000	Roisl.0024s0092.1.p
OG0011345	Np002G0921100	Roisl.0019s0848.1.p
OG0011346	Np002G0912200	Roisl.0019s0803.1.p
OG0011347	Np002G0911800	Roisl.0019s0799.1.p
OG0011348	Np002G0910900	Roisl.0019s0791.1.p
OG0011349	Np002G0905100	Roisl.0019s0769.1.p
OG0011350	Np004G2095000	Roisl.0015s0055.1.p
OG0011351	Np002G0905000	Roisl.0019s0766.1.p
OG0011352	Np002G0899800	Roisl.0019s0754.1.p
OG0011353	Np002G0898700	Roisl.0019s0746.1.p
OG0011354	Np002G0894500, Np002G0893100	Roisl.0019s0716.1.p
OG0011355	Np002G0891700	Roisl.0019s0710.1.p
OG0011356	Np002G0890300	Roisl.0019s0706.1.p
OG0011357	Np001G0172800	Roisl.0014s0126.1.p
OG0011358	Np007G3750400	Roisl.0066s0115.1.p
OG0011359	Np007G3750200	Roisl.0066s0111.1.p
OG0011360	Np007G3749700	Roisl.0066s0107.1.p
OG0011361	Np007G3747500	Roisl.0066s0085.1.p
OG0011362	Np007G3747300	Roisl.0066s0083.1.p
OG0011363	Np007G3746300	Roisl.0066s0071.1.p
OG0011364	Np007G3746000	Roisl.0066s0068.1.p
OG0011365	Np007G3744800	Roisl.0066s0059.1.p
OG0011366	Np007G3743400	Roisl.0066s0044.1.p
OG0011367	Np007G3742100	Roisl.0066s0034.1.p
OG0011368	Np007G3740200	Roisl.0066s0012.1.p
OG0011369	Np007G3740000	Roisl.0066s0010.1.p
OG0011370	Np007G3739000	Roisl.0066s0004.1.p
OG0011371	Np007G3738500	Roisl.0206s0037.1.p
OG0011373	Np007G3733700	Roisl.0214s0344.1.p
OG0011374	Np007G3733100	Roisl.0214s0349.1.p
OG0011375	Np007G3731100	Roisl.0214s0363.1.p
OG0011376	Np007G3728600	Roisl.0214s0382.1.p
OG0011377	Np007G3728500	Roisl.0214s0383.1.p, Roisl.0044s0070.1.p
OG0011378	Np006G3305100	Roisl.0028s0496.1.p
OG0011379	Np006G3308100	Roisl.0028s0529.1.p
OG0011380	Np006G3309300	Roisl.0028s0534.1.p
OG0011381	Np006G3309500	Roisl.0028s0536.1.p
OG0011382	Np006G3309700	Roisl.0028s0538.1.p
OG0011383	Np006G3311800	Roisl.0028s0557.1.p
OG0011384	Np006G3317300	Roisl.0028s0596.1.p, Roisl.0028s0599.1.p
OG0011385	Np006G3317700	Roisl.0028s0602.1.p
OG0011386	Np006G3320700	Roisl.0017s0413.1.p
OG0011387	Np006G3326000	Roisl.0017s0386.1.p
OG0011388	Np006G3327300	Roisl.0017s0380.1.p
OG0011389	Np006G3332400	Roisl.0017s0344.1.p
OG0011390	Np003G1665000	Roisl.0189s0147.1.p
OG0011391	Np006G3340900	Roisl.0017s0295.1.p
OG0011392	Np006G3343900	Roisl.0017s0277.1.p
OG0011394	Np006G3345300	Roisl.0017s0269.1.p
OG0011395	Np006G3346200	Roisl.0017s0262.1.p
OG0011397	Np005G3186700	Roisl.0009s0125.1.p
OG0011398	Np006G3353200	Roisl.0017s0219.1.p
OG0011399	Np006G3590400, Np004G1927100	Roisl.0027s0144.1.p
OG0011400	Np006G3354800	Roisl.0017s0204.1.p
OG0011401	Np006G3355600	Roisl.0017s0198.1.p
OG0011402	Np007G3890900	Roisl.0213s0716.1.p
OG0011403	Np006G3359100	Roisl.0017s0179.1.p, Roisl.0033s0162.1.p
OG0011404	Np006G3360900	Roisl.0017s0168.1.p
OG0011405	Np006G3361000	Roisl.0017s0167.1.p
OG0011406	Np006G3362100	Roisl.0017s0159.1.p
OG0011407	Np006G3364600, Np004G2123200, Np006G3364900	Roisl.0017s0148.1.p
OG0011408	Np006G3369100	Roisl.0017s0112.1.p
OG0011409	Np006G3370200	Roisl.0017s0102.1.p
OG0011410	Np006G3376100	Roisl.0017s0067.1.p
OG0011411	Np006G3377600	Roisl.0017s0053.1.p
OG0011412	Np006G3380700	Roisl.0017s0036.1.p
OG0011413	Np003G1829500	Roisl.0082s0173.1.p
OG0011414	Np003G1833000	Roisl.0082s0199.1.p
OG0011415	Np003G1838000	Roisl.0082s0234.1.p
OG0011416	Np003G1838600	Roisl.0082s0236.1.p
OG0011417	Np003G1839500	Roisl.0082s0250.1.p
OG0011418	Np003G1817800	Roisl.0209s0206.1.p
OG0011420	Np002G1246000, Np003G1816300	Roisl.0213s0524.1.p
OG0011421	Np003G1816200	Roisl.0213s0525.1.p
OG0011422	Np003G1815700	Roisl.0213s0530.1.p
OG0011423	Np003G1821300	Roisl.0209s0223.1.p
OG0011424	Np006G3710500	Roisl.0063s0032.1.p
OG0011425	Np006G3710400	Roisl.0063s0033.1.p
OG0011426	Np006G3705200	Roisl.0082s0132.1.p
OG0011427	Np006G3701100	Roisl.0082s0111.1.p
OG0011428	Np006G3701500	Roisl.0204s0162.1.p
OG0011429	Np006G3693700	Roisl.0046s0627.1.p
OG0011430	Np006G3693200	Roisl.0046s0624.1.p
OG0011431	Np006G3681200	Roisl.0046s0542.1.p
OG0011432	Np006G3667600	Roisl.0006s0555.1.p
OG0011433	Np006G3660100	Roisl.0004s0007.1.p
OG0011434	Np006G3640600	Roisl.0023s0064.1.p
OG0011435	Np006G3640000	Roisl.0023s0073.1.p
OG0011436	Np006G3643700	Roisl.0023s0029.1.p
OG0011437	Np006G3647400	Roisl.0214s0011.1.p
OG0011438	Np006G3657900	Roisl.0051s0011.1.p
OG0011439	Np004G2100200	Roisl.0015s0104.1.p
OG0011440	Np004G2100300	Roisl.0015s0103.1.p
OG0011441	Np004G2031700	Roisl.0179s0122.1.p
OG0011442	Np004G2025800	Roisl.0179s0067.1.p
OG0011443	Np004G2025400	Roisl.0179s0057.1.p, Roisl.0179s0051.1.p
OG0011444	Np004G2025300	Roisl.0179s0053.1.p
OG0011445	Np004G2049200	Roisl.0210s2161.1.p
OG0011446	Np004G2049000	Roisl.0210s2157.1.p
OG0011447	Np005G2704900	Roisl.0003s0247.1.p
OG0011448	Np004G2041200	Roisl.0048s0030.1.p
OG0011449	Np004G2040800	Roisl.0048s0015.1.p
OG0011450	Np004G2086700	Roisl.0056s0023.1.p
OG0011451	Np004G2086600	Roisl.0056s0027.1.p
OG0011452	Np004G2084300	Roisl.0082s0533.1.p
OG0011453	Np004G2068600	Roisl.0040s0053.1.p
OG0011454	Np004G2067900	Roisl.0040s0059.1.p
OG0011455	Np004G2064300	Roisl.0040s0070.1.p
OG0011456	Np004G2062900	Roisl.0040s0090.1.p
OG0011457	Np003G1773700, Np001G0315100	Roisl.0184s0148.1.p
OG0011458	Np003G1754400	Roisl.0020s0040.1.p
OG0011459	Np003G1760400	Roisl.0032s0062.1.p
OG0011460	Np003G1762500, Np002G1176300	Roisl.0032s0083.1.p
OG0011461	Np003G1778800	Roisl.0020s0066.1.p
OG0011462	Np003G1784100	Roisl.0020s0133.1.p
OG0011463	Np003G1787300	Roisl.0057s0021.1.p
OG0011464	Np003G1788600, Np003G1793500	Roisl.0057s0033.1.p
OG0011465	Np003G1795800	Roisl.0057s0039.1.p
OG0011466	Np003G1799800	Roisl.0195s0025.1.p, Roisl.0213s0623.1.p
OG0011467	Np003G1804300, Np003G1804600	Roisl.0213s0572.1.p
OG0011468	Np003G1805400	Roisl.0213s0575.1.p
OG0011469	Np003G1469600	Roisl.0210s1621.1.p
OG0011470	Np003G1470400	Roisl.0210s1634.1.p
OG0011471	Np003G1471400	Roisl.0210s1640.1.p
OG0011472	Np003G1472800	Roisl.0210s1649.1.p
OG0011473	Np001G0140200	Roisl.0046s0313.1.p
OG0011475	Np001G0148500	Roisl.0046s0393.1.p
OG0011476	Np001G0149900	Roisl.0046s0406.1.p
OG0011477	Np001G0150500	Roisl.0046s0410.1.p
OG0011478	Np001G0152500	Roisl.0046s0426.1.p
OG0011479	Np001G0152700	Roisl.0046s0428.1.p
OG0011480	Np001G0154600	Roisl.0046s0446.1.p
OG0011481	Np001G0156300	Roisl.0046s0463.1.p
OG0011482	Np007G3725100	Roisl.0214s0409.1.p, Roisl.0053s0417.1.p
OG0011483	Np007G3723900	Roisl.0214s0422.1.p
OG0011484	Np007G3722900	Roisl.0214s0428.1.p
OG0011485	Np007G3721400	Roisl.0214s0441.1.p
OG0011486	Np003G1843700	Roisl.0189s0266.1.p
OG0011487	Np007G3720400	Roisl.0214s0454.1.p
OG0011488	Np007G3719400	Roisl.0214s0471.1.p
OG0011489	Np007G3719100	Roisl.0214s0475.1.p
OG0011490	Np007G3718100	Roisl.0214s0490.1.p
OG0011491	Np007G3716100	Roisl.0214s0515.1.p
OG0011492	Np003G1778300	Roisl.0067s0003.1.p
OG0011493	Np006G3204100	Roisl.0033s0108.1.p
OG0011494	Np006G3204800	Roisl.0067s0007.1.p
OG0011495	Np001G0651400	Roisl.0067s0019.1.p
OG0011496	Np006G3209500	Roisl.0067s0046.1.p
OG0011497	Np006G3210400	Roisl.0067s0055.1.p
OG0011498	Np006G3212000	Roisl.0067s0067.1.p
OG0011499	Np006G3212500	Roisl.0067s0071.1.p
OG0011500	Np006G3214100	Roisl.0067s0079.1.p
OG0011501	Np006G3214400	Roisl.0067s0082.1.p
OG0011502	Np005G3062000	Roisl.0035s0005.1.p
OG0011503	Np006G3218300, Np004G2414600	Roisl.0035s0026.1.p
OG0011504	Np006G3238100, Np006G3220500	Roisl.0035s0040.1.p
OG0011505	Np006G3223800	Roisl.0035s0063.1.p
OG0011506	Np006G3225800	Roisl.0035s0075.1.p
OG0011507	Np006G3226800	Roisl.0035s0084.1.p
OG0011508	Np004G1992900	Roisl.0035s0132.1.p
OG0011509	Np006G3232100	Roisl.0035s0136.1.p
OG0011510	Np006G3235500	Roisl.0035s0158.1.p
OG0011511	Np006G3235800	Roisl.0035s0160.1.p
OG0011512	Np006G3236700	Roisl.0035s0169.1.p
OG0011513	Np006G3240200	Roisl.0035s0189.1.p
OG0011514	Np006G3242700	Roisl.0028s0034.1.p
OG0011515	Np006G3244600	Roisl.0028s0048.1.p
OG0011516	Np006G3254400	Roisl.0028s0124.1.p
OG0011517	Np006G3256000	Roisl.0028s0135.1.p
OG0011518	Np006G3261900, Np006G3261800	Roisl.0028s0189.1.p
OG0011519	Np006G3262200	Roisl.0028s0192.1.p
OG0011520	Np006G3264800	Roisl.0028s0217.1.p
OG0011521	Np006G3264900	Roisl.0028s0218.1.p
OG0011522	Np006G3273000	Roisl.0028s0291.1.p
OG0011524	Np006G3274900	Roisl.0028s0299.1.p
OG0011525	Np006G3275000	Roisl.0028s0300.1.p
OG0011526	Np006G3275400	Roisl.0028s0303.1.p
OG0011527	Np006G3275600	Roisl.0028s0306.1.p
OG0011528	Np006G3277500	Roisl.0028s0319.1.p
OG0011529	Np006G3278300	Roisl.0028s0322.1.p
OG0011530	Np003G1440600	Roisl.0214s0504.1.p
OG0011531	Np006G3281100	Roisl.0028s0344.1.p
OG0011532	Np006G3289300, Np006G3289600	Roisl.0028s0405.1.p
OG0011533	Np006G3290400	Roisl.0028s0412.1.p
OG0011534	Np006G3297800	Roisl.0028s0445.1.p
OG0011535	Np006G3296900	Roisl.0028s0443.1.p
OG0011536	Np006G3296700	Roisl.0028s0442.1.p
OG0011537	Np006G3295900	Roisl.0028s0436.1.p
OG0011538	Np006G3299200, Np006G3299500, Np006G3298600	Roisl.0028s0457.1.p
OG0011539	Np006G3299800	Roisl.0028s0460.1.p
OG0011540	Np006G3300100	Roisl.0028s0464.1.p
OG0011541	Np006G3300200	Roisl.0028s0465.1.p
OG0011542	Np006G3301000	Roisl.0028s0471.1.p
OG0011543	Np006G3301900	Roisl.0028s0480.1.p
OG0011544	Np001G0310700	Roisl.0005s0042.1.p
OG0011547	Np001G0169900	Roisl.0005s0045.1.p
OG0011548	Np006G3649800, Np001G0332100	Roisl.0005s0067.1.p
OG0011549	Np007G4244900	Roisl.0016s0098.1.p
OG0011550	Np007G4243600	Roisl.0016s0108.1.p
OG0011551	Np007G4243500	Roisl.0016s0109.1.p
OG0011552	Np007G4240900	Roisl.0016s0122.1.p
OG0011553	Np007G4238300	Roisl.0016s0140.1.p
OG0011554	Np007G4236800	Roisl.0016s0152.1.p
OG0011555	Np007G4230100	Roisl.0016s0212.1.p
OG0011556	Np007G4225500	Roisl.0016s0248.1.p
OG0011557	Np007G4224900	Roisl.0016s0256.1.p
OG0011558	Np007G4218500	Roisl.0016s0298.1.p
OG0011559	Np007G4217200	Roisl.0016s0304.1.p
OG0011560	Np007G4216000	Roisl.0016s0313.1.p
OG0011561	Np007G4215400	Roisl.0016s0319.1.p
OG0011562	Np007G4214400, Np007G4212300	Roisl.0016s0344.1.p
OG0011563	Np007G4208900	Roisl.0016s0357.1.p
OG0011564	Np007G4208700	Roisl.0016s0364.1.p
OG0011565	Np007G4207900	Roisl.0016s0368.1.p
OG0011566	Np007G4205300	Roisl.0016s0386.1.p
OG0011569	Np007G4200100	Roisl.0209s0007.1.p
OG0011571	Np007G4192600	Roisl.0039s0041.1.p
OG0011572	Np007G4189200	Roisl.0039s0063.1.p
OG0011573	Np007G4185600	Roisl.0039s0090.1.p
OG0011574	Np007G4184700	Roisl.0039s0099.1.p
OG0011575	Np007G4184100	Roisl.0039s0102.1.p
OG0011576	Np002G0870000	Roisl.0019s0625.1.p
OG0011578	Np007G4176100	Roisl.0039s0155.1.p
OG0011579	Np007G4172300	Roisl.0079s0014.1.p
OG0011580	Np007G4169200	Roisl.0079s0034.1.p
OG0011581	Np007G4164000	Roisl.0079s0070.1.p
OG0011582	Np007G4163200, Np001G0700400	Roisl.0079s0076.1.p
OG0011583	Np007G4162900	Roisl.0079s0078.1.p
OG0011584	Np007G4162100	Roisl.0079s0085.1.p
OG0011585	Np001G0314700, Np007G4158400	Roisl.0079s0109.1.p
OG0011586	Np007G4146100	Roisl.0079s0200.1.p, Roisl.0214s0714.1.p
OG0011587	Np007G4145000	Roisl.0079s0208.1.p
OG0011588	Np007G4142800	Roisl.0079s0231.1.p
OG0011589	Np002G0877000, Np007G4142300	Roisl.0079s0233.1.p
OG0011590	Np007G4139800	Roisl.0079s0253.1.p
OG0011591	Np007G4136100, Np007G4135900	Roisl.0079s0284.1.p
OG0011592	Np007G4135100	Roisl.0079s0290.1.p
OG0011593	Np007G4134300	Roisl.0079s0300.1.p
OG0011594	Np007G4133900	Roisl.0079s0304.1.p
OG0011595	Np007G4131300, Np007G4005500	Roisl.0079s0322.1.p
OG0011596	Np007G4127800	Roisl.0074s1042.1.p, Roisl.0079s0347.1.p
OG0011597	Np007G4127600	Roisl.0074s1036.1.p
OG0011598	Np007G4127000	Roisl.0074s1031.1.p
OG0011599	Np007G4121900	Roisl.0074s1010.1.p
OG0011600	Np007G4120600	Roisl.0074s1000.1.p
OG0011601	Np007G4120100	Roisl.0074s0996.1.p
OG0011602	Np007G4118400	Roisl.0074s0975.1.p
OG0011603	Np007G4114700	Roisl.0074s0947.1.p
OG0011604	Np007G4113500	Roisl.0074s0939.1.p
OG0011605	Np007G4110500	Roisl.0074s0913.1.p
OG0011606	Np007G4108600	Roisl.0074s0896.1.p
OG0011607	Np007G4105200	Roisl.0074s0875.1.p
OG0011608	Np004G2186700, Np007G4102800	Roisl.0074s0856.1.p
OG0011609	Np007G4100600	Roisl.0074s0841.1.p
OG0011610	Np007G4097000	Roisl.0074s0816.1.p
OG0011611	Np007G4096700	Roisl.0074s0814.1.p
OG0011612	Np007G4096000	Roisl.0074s0808.1.p
OG0011613	Np007G4093600	Roisl.0074s0794.1.p
OG0011614	Np007G4092900	Roisl.0074s0787.1.p
OG0011615	Np007G4092300	Roisl.0074s0782.1.p
OG0011616	Np007G4090300	Roisl.0074s0768.1.p
OG0011617	Np007G4089500	Roisl.0074s0761.1.p
OG0011619	Np007G4086500	Roisl.0074s0734.1.p
OG0011620	Np007G4083900	Roisl.0074s0708.1.p
OG0011621	Np007G4080100	Roisl.0074s0683.1.p
OG0011622	Np007G4079700	Roisl.0074s0679.1.p
OG0011623	Np007G4078900	Roisl.0074s0671.1.p
OG0011624	Np007G4078700	Roisl.0074s0669.1.p
OG0011625	Np007G4066000	Roisl.0074s0599.1.p
OG0011626	Np002G0856900	Roisl.0019s0513.1.p
OG0011627	Np007G4062900	Roisl.0074s0574.1.p
OG0011628	Np007G4059700	Roisl.0074s0554.1.p
OG0011629	Np007G4057900	Roisl.0074s0536.1.p
OG0011630	Np007G4056600	Roisl.0074s0527.1.p
OG0011631	Np007G4053700	Roisl.0074s0509.1.p
OG0011632	Np007G4051900	Roisl.0074s0494.1.p
OG0011633	Np006G3239500, Np007G4049300	Roisl.0074s0476.1.p
OG0011634	Np007G4048200	Roisl.0074s0469.1.p
OG0011635	Np007G4047000	Roisl.0074s0459.1.p
OG0011636	Np007G4045500	Roisl.0074s0447.1.p
OG0011637	Np007G4042500	Roisl.0074s0432.1.p
OG0011638	Np007G4035300	Roisl.0074s0401.1.p
OG0011639	Np007G3900100	Roisl.0074s0373.1.p
OG0011640	Np007G3900300	Roisl.0074s0371.1.p
OG0011642	Np007G3903400	Roisl.0074s0339.1.p, Roisl.0184s0216.1.p
OG0011643	Np007G3904900	Roisl.0213s0349.1.p, Roisl.0074s0322.1.p
OG0011644	Np007G3907200	Roisl.0074s0309.1.p
OG0011645	Np007G3915700	Roisl.0074s0260.1.p
OG0011646	Np007G3916800	Roisl.0074s0254.1.p
OG0011647	Np007G3928600	Roisl.0074s0177.1.p
OG0011648	Np007G3946200	Roisl.0074s0143.1.p
OG0011649	Np007G3939700	Roisl.0074s0115.1.p
OG0011650	Np007G3940400	Roisl.0074s0109.1.p
OG0011651	Np007G3940900	Roisl.0074s0104.1.p
OG0011652	Np007G3942700	Roisl.0074s0094.1.p
OG0011653	Np007G3943100	Roisl.0074s0091.1.p
OG0011654	Np007G3945300	Roisl.0074s0079.1.p
OG0011655	Np007G3947000	Roisl.0074s0069.1.p
OG0011656	Np007G3949100	Roisl.0074s0060.1.p
OG0011658	Np001G0278200	Roisl.0011s0034.1.p
OG0011659	Np007G3952700	Roisl.0074s0040.1.p
OG0011660	Np007G3952800	Roisl.0074s0038.1.p
OG0011661	Np007G3958800	Roisl.0074s0015.1.p
OG0011663	Np007G3964600	Roisl.0028s0017.1.p
OG0011664	Np007G3970800	Roisl.0115s0281.1.p
OG0011665	Np007G3976900	Roisl.0115s0306.1.p
OG0011666	Np007G3993500, Np003G1430900	Roisl.0115s0355.1.p
OG0011667	Np007G3996500	Roisl.0115s0363.1.p
OG0011669	Np007G3811400	Roisl.0115s0463.1.p
OG0011670	Np007G3812000	Roisl.0115s0469.1.p
OG0011671	Np003G1649700	Roisl.0031s0049.1.p
OG0011672	Np005G3158600	Roisl.0009s0309.1.p
OG0011673	Np005G3158400	Roisl.0009s0311.1.p
OG0011674	Np005G3155400	Roisl.0070s0010.1.p
OG0011675	Np005G3154600	Roisl.0070s0016.1.p
OG0011676	Np005G3154200	Roisl.0070s0018.1.p
OG0011677	Np005G3144200	Roisl.0213s0830.1.p
OG0011678	Np005G3143300	Roisl.0213s0824.1.p
OG0011679	Np005G3140400	Roisl.0213s0814.1.p
OG0011680	Np005G3138600, Np003G1376300	Roisl.0213s0801.1.p
OG0011681	Np005G3135200	Roisl.0213s0791.1.p
OG0011682	Np005G3125200	Roisl.0064s0041.1.p
OG0011683	Np005G3115600	Roisl.0210s2197.1.p
OG0011684	Np005G3111700	Roisl.0210s2230.1.p
OG0011685	Np005G3111300	Roisl.0008s0112.1.p
OG0011686	Np001G0181700	Roisl.0055s0044.1.p
OG0011687	Np007G3854100	Roisl.0053s0306.1.p
OG0011688	Np007G3849200	Roisl.0053s0329.1.p
OG0011689	Np007G3848800	Roisl.0213s0775.1.p, Roisl.0053s0331.1.p
OG0011690	Np007G3843200	Roisl.0053s0372.1.p
OG0011691	Np007G3842800	Roisl.0053s0376.1.p
OG0011693	Np007G3840700, Np007G3840600	Roisl.0053s0392.1.p
OG0011694	Np007G3839900	Roisl.0053s0401.1.p
OG0011695	Np007G3839200	Roisl.0053s0408.1.p
OG0011696	Np007G3838900	Roisl.0046s1569.1.p
OG0011697	Np007G3826000	Roisl.0115s0552.1.p
OG0011698	Np007G3832900	Roisl.0115s0601.1.p
OG0011699	Np002G0952000	Roisl.0024s0004.1.p
OG0011700	Np007G3830000	Roisl.0115s0580.1.p
OG0011701	Np007G3827400	Roisl.0115s0569.1.p
OG0011702	Np007G3822500, Np007G3818100	Roisl.0115s0538.1.p
OG0011703	Np007G3819700	Roisl.0115s0521.1.p
OG0011704	Np007G3816000, Np007G3817400	Roisl.0115s0513.1.p
OG0011705	Np004G2090900	Roisl.0191s0416.1.p
OG0011706	Np005G2733700	Roisl.0003s0046.1.p, Roisl.0003s0049.1.p
OG0011707	Np005G2735600, Np005G2735400	Roisl.0003s0034.1.p
OG0011708	Np005G2741600	Roisl.0003s0022.1.p
OG0011709	Np005G2745600	Roisl.0044s0137.1.p
OG0011710	Np002G0947000	Roisl.0024s0022.1.p
OG0011711	Np002G0949800	Roisl.0024s0016.1.p
OG0011712	Np002G0968300	Roisl.0209s0058.1.p
OG0011713	Np002G0968100	Roisl.0209s0061.1.p
OG0011714	Np002G1012200	Roisl.0195s0020.1.p
OG0011715	Np002G0986500	Roisl.0022s0040.1.p
OG0011716	Np002G1034700	Roisl.0083s0047.1.p
OG0011717	Np002G1051700	Roisl.0189s0039.1.p
OG0011718	Np002G1063200	Roisl.0071s0007.1.p
OG0011719	Np002G1065000	Roisl.0089s0004.1.p
OG0011720	Np002G1067500	Roisl.0184s0056.1.p
OG0011721	Np003G1468700	Roisl.0210s1611.1.p
OG0011722	Np003G1465100	Roisl.0210s1580.1.p
OG0011723	Np003G1464400	Roisl.0210s1570.1.p
OG0011724	Np005G3084200, Np003G1460000	Roisl.0210s1550.1.p
OG0011725	Np003G1458600	Roisl.0210s1539.1.p
OG0011726	Np001G0157000	Roisl.0046s0469.1.p
OG0011727	Np001G0160300, Np001G0159100	Roisl.0068s0002.1.p
OG0011728	Np001G0164200	Roisl.0036s0087.1.p
OG0011729	Np001G0173500	Roisl.0014s0117.1.p
OG0011730	Np001G0545800	Roisl.0046s1214.1.p
OG0011731	Np001G0544800	Roisl.0046s1207.1.p
OG0011732	Np001G0541000	Roisl.0046s1179.1.p
OG0011733	Np001G0540700	Roisl.0046s1176.1.p
OG0011734	Np001G0539700	Roisl.0046s1170.1.p
OG0011735	Np001G0539500	Roisl.0046s1168.1.p
OG0011736	Np001G0539200	Roisl.0046s1164.1.p
OG0011737	Np001G0538500	Roisl.0046s1158.1.p
OG0011738	Np001G0537500	Roisl.0046s1150.1.p
OG0011739	Np005G3201800	Roisl.0009s0013.1.p
OG0011740	Np001G0535400	Roisl.0046s1117.1.p, Roisl.0046s1129.1.p
OG0011741	Np001G0533800	Roisl.0046s1107.1.p
OG0011742	Np001G0533100	Roisl.0046s1100.1.p
OG0011743	Np001G0533000	Roisl.0046s1099.1.p
OG0011744	Np004G2599100	Roisl.0210s0006.1.p
OG0011745	Np004G2598600	Roisl.0210s0012.1.p
OG0011746	Np004G2596200	Roisl.0210s0035.1.p
OG0011747	Np004G2594200	Roisl.0210s0054.1.p
OG0011748	Np004G2592200	Roisl.0210s0073.1.p
OG0011749	Np004G2589900	Roisl.0210s0086.1.p
OG0011750	Np004G2589500	Roisl.0210s0087.1.p
OG0011751	Np004G2589200	Roisl.0210s0090.1.p
OG0011752	Np004G2589000	Roisl.0210s0093.1.p
OG0011754	Np004G2587500	Roisl.0210s0105.1.p
OG0011755	Np005G2806300, Np005G2806100, Np004G2587100	Roisl.0210s0110.1.p
OG0011756	Np004G2586900	Roisl.0210s0112.1.p
OG0011757	Np004G2586100	Roisl.0210s0119.1.p
OG0011758	Np004G2584100	Roisl.0210s0138.1.p
OG0011759	Np001G0350600, Np004G2579900	Roisl.0210s0173.1.p
OG0011760	Np004G2579500	Roisl.0210s0177.1.p
OG0011761	Np001G0140500	Roisl.0210s0194.1.p
OG0011762	Np004G2577600	Roisl.0210s0196.1.p, Roisl.0091s0865.1.p
OG0011763	Np004G2577100	Roisl.0210s0201.1.p
OG0011764	Np004G2574600	Roisl.0210s0227.1.p
OG0011765	Np004G2574200	Roisl.0210s0238.1.p
OG0011766	Np004G2572300	Roisl.0210s0254.1.p
OG0011767	Np004G2568100	Roisl.0210s0297.1.p
OG0011768	Np004G2566300	Roisl.0210s0312.1.p
OG0011769	Np004G2565900	Roisl.0210s0313.1.p
OG0011770	Np004G2560000	Roisl.0210s0364.1.p
OG0011771	Np004G2559400	Roisl.0210s0371.1.p
OG0011772	Np004G2558900	Roisl.0210s0378.1.p
OG0011773	Np004G2558700	Roisl.0210s0380.1.p
OG0011775	Np004G2555200	Roisl.0091s0711.1.p
OG0011776	Np004G2553600	Roisl.0091s0726.1.p
OG0011777	Np004G2553400	Roisl.0091s0729.1.p
OG0011778	Np004G2552900	Roisl.0091s0738.1.p
