Orthogroup	Noccaea_praecox	Brassica_rapa
OG0005878	Np007G3752100, Np007G3948200	XP_033143070.1, XP_009145866.1, XP_009112538.1
OG0005879	Np007G3949700	XP_009145860.1, XP_009112407.1, XP_009135597.1
OG0005880	Np007G3953100	XP_033148168.1, XP_009135605.1
OG0005881	Np007G3954000	NP_001288881.1, XP_009145836.2, XP_009112206.1
OG0005882	Np007G3959900	XP_009135621.2, XP_009112090.1
OG0005883	Np007G3961300	XP_009135630.1, XP_009111919.1
OG0005884	Np007G3817000	XP_009109433.1, XP_009145472.1
OG0005886	Np007G3977000	XP_009145731.2, XP_009135652.1
OG0005887	Np007G3978000	XP_009135656.1, XP_009145710.2, XP_009111341.2
OG0005888	Np007G3983700	XP_033147106.1
OG0005890	Np007G3992400	XP_033148035.1, XP_009111201.1
OG0005891	Np007G3993000	XP_009145646.2, XP_009111188.2, XP_009135678.2
OG0005892	Np007G3803100	XP_009110318.1, XP_009135702.1, XP_009145606.2
OG0005893	Np001G0188500	XP_009151783.1, XP_009129296.2
OG0005894	Np005G3106700	XP_009124244.2, XP_009144647.2
OG0005895	Np007G3835900	XP_009108686.1, XP_033147274.1, XP_033144194.1
OG0005896	Np007G3850100	XP_033131214.1, XP_033135010.1
OG0005897	Np007G3848200	XP_009107962.1, XP_009102606.1
OG0005898	Np007G3843400	XP_009102648.1
OG0005899	Np007G3843100	XP_009108147.1, XP_009102652.1
OG0005900	Np007G3836700	XP_009135829.1, XP_009145259.1, XP_009108632.1
OG0005901	Np007G3835400	XP_009135822.1, XP_009145304.1
OG0005902	Np007G3834700	XP_009108747.1
OG0005903	Np007G3833100	XP_009145322.1, XP_009108803.2
OG0005904	Np007G3831200	XP_009108883.1, XP_009145331.1
OG0005905	Np007G3827500	XP_009109118.1, XP_009145420.2
OG0005906	Np005G2738700	XP_009137904.1, XP_009108996.1
OG0005907	Np002G0947100	XP_009105211.1
OG0005908	Np001G0157300	XP_009151253.1
OG0005909	Np001G0161300	XP_009151279.1, XP_009111918.1
OG0005910	Np001G0170800	XP_009129749.1, XP_009151686.1, XP_009111857.1
OG0005911	Np007G3727100	XP_009102130.2, XP_009117515.2, XP_018509705.2
OG0005912	Np001G0540900	XP_009139479.2, XP_009115919.1
OG0005913	Np001G0536900	XP_033146624.1, XP_033146623.1, XP_009115886.1
OG0005914	Np001G0536700	XP_009123759.1
OG0005915	Np004G2593600	XP_009119729.1
OG0005916	Np004G2592900	XP_009119721.1
OG0005917	Np001G0498700, Np004G2586200	XP_033142434.1, XP_009118797.1, XP_009115293.1
OG0005918	Np004G2583000	XP_009118781.1, XP_009119649.1
OG0005919	Np004G2582300	XP_033138342.1
OG0005920	Np004G2575300	XP_009111179.1, XP_009119601.2
OG0005921	Np004G2570900	XP_009119554.1, XP_009111156.1
OG0005922	Np004G2562900	XP_009118876.2, XP_009111130.1
OG0005923	Np004G2559100	XP_009111106.1
OG0005924	Np004G2555500	XP_009118623.2, XP_009119265.2, XP_009111089.2
OG0005925	Np004G2541700	NP_001288896.1, XP_033135617.1
OG0005926	Np004G2536100	XP_009118552.1, XP_033138463.1
OG0005927	Np004G2527700	XP_009119011.1
OG0005928	Np004G2525600	XP_009118998.1, XP_009118464.1, XP_009110962.1
OG0005929	Np004G2523600	XP_009118457.1, XP_009118980.1
OG0005930	Np004G2515500	XP_009148031.1
OG0005931	Np004G2520500	XP_033132522.1, XP_033137673.1
OG0005932	Np004G2519900	XP_018510934.1, XP_009118431.1, XP_009118432.1
OG0005933	Np004G2517500	XP_009148023.1, XP_009110921.1
OG0005934	Np004G2514300	XP_033132512.1, XP_009148048.1, XP_009118399.1
OG0005935	Np004G2511000, Np004G2261600	XP_009148082.1
OG0005936	Np004G2509700	XP_009118377.1, XP_009148097.1, XP_033133216.1
OG0005937	Np004G2506200	XP_009110877.1
OG0005938	Np004G2504200	XP_009118347.1, XP_009148135.1, XP_009110871.1
OG0005939	Np004G2503500	XP_009148144.1
OG0005940	Np004G2495800	XP_009110817.1, XP_009148259.1
OG0005941	Np004G2495600	XP_009118304.1, XP_033133457.1, XP_033129895.1
OG0005942	Np004G2493500	XP_009110806.1, XP_009148274.1
OG0005943	Np004G2491600	XP_009118292.1, XP_009148300.1
OG0005945	Np004G2486300	XP_009148353.1, XP_009144463.1, XP_009118262.2
OG0005946	Np004G2485200, Np004G2485300	XP_033130051.1
OG0005947	Np004G2478100	XP_009144411.1, XP_009148421.1, XP_009118213.1
OG0005949	Np002G1179200	XP_009110737.1, XP_009124626.1
OG0005950	Np004G2472500	NP_001288934.1, XP_009148458.1
OG0005951	Np004G2461400	XP_033133760.1, XP_009118162.1
OG0005952	Np004G2459000	NP_001303995.1, XP_009148620.1
OG0005953	Np004G2455000	XP_009118087.1, XP_009110651.2, XP_009148599.1
OG0005954	Np004G2451600	XP_009118071.1, XP_009110636.1
OG0005955	Np004G2416400	XP_009117871.1, XP_009110514.1
OG0005956	Np004G2412400	XP_009110505.1, XP_009149306.2
OG0005959	Np004G2396200	XP_009149089.1, XP_033136565.1
OG0005960	Np004G2395700	XP_009117750.1, XP_033136568.1, XP_009110447.1, XP_009149104.1
OG0005961	Np004G2394200	XP_009117747.1
OG0005962	Np004G2394100	XP_009149115.1, XP_009117745.1
OG0005963	Np004G2390800	XP_009149149.1
OG0005964	Np004G2383300	XP_009149221.1
OG0005965	Np004G2377700	XP_009149261.1, XP_009117625.2
OG0005966	Np004G2375700	NP_001288892.1
OG0005967	Np004G2372200	XP_009117607.1, XP_009110339.1, XP_033128141.1
OG0005968	Np004G2365700	XP_009149388.1, XP_009110298.2
OG0005969	Np004G2362800	XP_009110279.2, XP_009149408.1, XP_009117548.1
OG0005970	Np004G2357900	XP_009110261.1, XP_009149456.2
OG0005971	Np004G2354300	XP_009103361.1, XP_009110243.1, XP_009149499.1
OG0005972	Np004G2337500	XP_009103289.2, XP_009110179.2, XP_009149677.2
OG0005973	Np005G3055900, Np004G2329900	XP_009145386.1
OG0005974	Np004G2327100	XP_009145374.1, XP_009103264.1, XP_009110148.1
OG0005975	Np004G2325500	XP_009110755.1, XP_033137061.1, XP_009103251.2
OG0005976	Np004G2325000	XP_009110143.1
OG0005977	Np004G2321600	XP_009123119.1, XP_009103235.1, XP_009110135.2
OG0005978	Np004G2321300, Np004G2321400	XP_018508290.1, XP_009123117.1
OG0005979	Np004G2313900	XP_009115598.1, XP_009103218.1
OG0005980	Np002G0834600	XP_009104896.1, XP_009105835.2
OG0005981	Np002G0836400	XP_009105816.1
OG0005982	Np002G0840700	XP_009127844.1, XP_009105776.1, XP_009104929.1
OG0005983	Np002G0847200	XP_009105739.1, XP_033140793.1
OG0005984	Np004G2058000	XP_009114850.1, XP_009107988.1
OG0005985	Np002G1224900	XP_009112946.1
OG0005986	Np002G1175100	XP_009104400.1, XP_033143773.1
OG0005987	Np002G1130700	XP_009113332.2
OG0005988	Np002G1247300	XP_009112851.1
OG0005988	Np005G3202200	XP_009125212.1
OG0005989	Np002G0911000	XP_009105321.1, XP_009127575.1, XP_009105102.1
OG0005990	Np001G0344400	XP_009114334.1
OG0005991	Np001G0342500	XP_009101483.1, XP_009128899.1, XP_009114325.1
OG0005992	Np001G0318800	XP_009128982.1, XP_009114266.2
OG0005993	Np001G0320300	XP_009128983.1, XP_009101402.1
OG0005994	Np001G0326200	XP_009101391.1, XP_009114251.1, XP_009128997.1
OG0005995	Np003G1850600	XP_009121697.1, XP_009134337.1
OG0005996	Np005G2748100	XP_033142355.1, XP_009128530.1
OG0005997	Np004G2001500	XP_009148010.1
OG0005998	Np005G2614000	XP_009111564.1, XP_009101884.1
OG0005999	Np004G2102800	XP_009109802.1
OG0006001	Np004G1983600	XP_033148079.1, XP_009107306.1
OG0006002	Np005G2620400	XP_009128173.1, XP_009109437.1
OG0006003	Np005G2622000	XP_009109428.1
OG0006004	Np005G2696100	XP_033133006.1, XP_009134232.2, XP_009138516.1
OG0006005	Np005G2691400	XP_033142584.1, XP_009109367.1, XP_033137803.1
OG0006006	Np005G2687700	XP_009139093.1, XP_009138468.1
OG0006007	Np005G2684400	XP_009142335.2, XP_033133122.1, XP_009138447.1
OG0006008	Np005G2681200	XP_009138428.1, XP_009144304.1, XP_009109969.3
OG0006009	Np005G2680700	XP_009138426.1, XP_033130810.1, XP_009129875.1
OG0006010	Np005G2677400	XP_009138408.1, XP_009147025.1
OG0006011	Np005G2672200	XP_009109277.1
OG0006012	Np005G2657600	XP_009108685.1, XP_009138337.1, XP_009106315.1
OG0006013	Np005G2656600	XP_009138332.1
OG0006014	Np005G2653100	XP_009108710.1, XP_009138321.1
OG0006015	Np005G2647200	XP_009113061.2, XP_009138294.2, XP_033132787.1
OG0006016	Np005G2630200	XP_009125288.1, XP_009138148.1
OG0006017	Np005G2635100	XP_009123134.1, XP_009108804.1, XP_009130400.1
OG0006018	Np005G2638100	XP_018511049.1
OG0006019	Np005G2638200	XP_009120943.1, XP_009138199.2
OG0006020	Np005G2638300	XP_009138201.1, XP_009108781.1
OG0006021	Np005G2709900	XP_009126429.1, XP_009138064.1
OG0006022	Np005G2721600	XP_009138000.1
OG0006023	Np005G2722500	XP_009137997.1, XP_009127126.1
OG0006024	Np005G2726600	XP_009127431.1, XP_009137977.2, XP_009108961.1
OG0006025	Np005G2728200	XP_009137966.1, XP_009108968.1, XP_009127520.1
OG0006026	Np002G0831200	XP_009127890.1, XP_009105865.1
OG0006027	Np002G0831700	XP_033132009.1, XP_009127889.1, XP_009104882.1
OG0006028	Np004G2301800	XP_009103174.1, XP_009110100.1, XP_009115525.1
OG0006029	Np004G2297700	XP_009115500.1, XP_009110081.2
OG0006031	Np005G3201100, Np003G1887500	XP_009134518.2, XP_009111425.1
OG0006032	Np003G1888400	XP_033135209.1, XP_009134524.1
OG0006033	Np003G1898400	XP_033136954.1, XP_009133970.2, XP_033143727.1
OG0006034	Np003G1899300	XP_009106840.1, NP_001288937.1
OG0006035	Np005G2789700	XP_009137606.2, XP_033133001.1, XP_009142587.1
OG0006036	Np005G2775000	XP_009143618.1, XP_033141814.1, XP_009137673.1
OG0006037	Np001G0241800	XP_009129078.1, XP_033136451.1, XP_009152152.2
OG0006039	Np004G2458200	XP_009110673.1, XP_009148614.1
OG0006040	Np004G2390900	XP_009110428.1, XP_033136151.1, XP_033128972.1
OG0006041	Np004G2259800	XP_033133892.1, XP_009115380.1, XP_009103096.2
OG0006042	Np004G2092700	XP_033133405.1, XP_009115304.2, XP_009103062.1
OG0006043	Np004G2093900	XP_009115300.1, XP_009109871.1, XP_009103059.1
OG0006044	Np003G1575800	XP_009120162.1
OG0006045	Np003G1763000	XP_033140207.1, XP_033141537.1, XP_033144738.1
OG0006047	Np007G4118900	XP_033147846.1, XP_009135107.1, XP_018508897.1
OG0006049	Np001G0285100	XP_009101366.1, XP_033139712.1, XP_009114249.1
OG0006050	Np001G0237600	XP_033139879.1, XP_033128423.1, XP_033136460.1
OG0006051	Np001G0185900	XP_009151761.2, XP_033141031.1, XP_033136477.1
OG0006053	Np001G0520700	XP_009115723.1
OG0006055	Np005G2915200	XP_033133289.1, XP_033129858.1, XP_033144293.1, XP_033144294.1
OG0006056	Np005G2924100	XP_033129027.1
OG0006057	Np001G0415500	XP_009114005.3
OG0006075	Np005G2732600	XP_009127787.1, XP_009137923.1
OG0006076	Np005G2731000	XP_009127729.1, XP_009137943.1
OG0006077	Np005G2730600	XP_009137949.1, XP_009127718.1
OG0006078	Np005G2844200	XP_033143978.1, XP_033144019.1
OG0006079	Np001G0470700	XP_009149923.1
OG0006080	Np001G0480300	XP_009149849.1
OG0006081	Np001G0480800	XP_009150210.1, XP_009149843.1
OG0006082	Np001G0328700	XP_009101375.1, XP_009107095.1
OG0006083	Np001G0298000	XP_009101367.1
OG0006084	Np001G0277400	XP_009114235.2, XP_009129239.2, XP_009101350.1
OG0006085	Np001G0273800	XP_009101345.1, XP_009129233.1
OG0006086	Np003G1456200	XP_009131637.1, XP_009126240.1, XP_009121008.1
OG0006088	Np003G1450500	XP_009107543.1, XP_009126200.1
OG0006089	Np003G1449400	XP_009107530.1
OG0006090	Np003G1443400	XP_009131582.1, XP_009126161.1
OG0006091	Np003G1442800	XP_033145013.1, XP_009126160.1
OG0006092	Np002G1183800, Np002G1184000	XP_009104893.1
OG0006093	Np007G3945500	XP_009112665.1, XP_009135582.1
OG0006094	Np003G1434700	XP_009131537.1, XP_009126109.1
OG0006095	Np003G1433200	XP_033139547.1, XP_033143156.1, XP_033138485.1
OG0006096	Np003G1432200	XP_009126098.2, XP_009121508.1, XP_009131526.1
OG0006097	Np003G1427000	XP_009126066.1, XP_009121549.1
OG0006098	Np001G0193100	XP_009151822.1, XP_009129341.1
OG0006099	Np003G1426000	XP_033143458.1, XP_009126063.1
OG0006100	Np003G1425600	XP_009126060.1, XP_009131486.1, XP_033138820.1
OG0006101	Np003G1425300	XP_009121563.2, XP_009126057.1
OG0006102	Np003G1423300	XP_009126046.1, XP_009121577.1
OG0006103	Np003G1423100	XP_009131460.1, XP_009121580.1
OG0006104	Np003G1422600, Np003G1422500	XP_009121584.1, XP_009131458.1, XP_009126044.1
OG0006105	Np003G1420800	XP_009126037.2, XP_009131448.2, XP_009121601.1
OG0006106	Np007G4184600	XP_009134848.1
OG0006107	Np005G2735100	XP_009137907.1, XP_009108993.1, XP_009127941.1
OG0006109	Np003G1819200	XP_009114634.1, XP_009134256.1
OG0006110	Np003G1416500	XP_033139891.1, XP_009121638.2
OG0006111	Np003G1416400	XP_009131421.1
OG0006112	Np001G0158000	XP_009129815.1
OG0006113	Np001G0277600	XP_018515064.1, XP_009129242.1
OG0006114	Np003G1412600	XP_009131401.1, XP_009125970.1
OG0006115	Np003G1412300	XP_009121674.1
OG0006116	Np003G1412100	XP_009121676.1, XP_009131397.1
OG0006117	Np006G3647200	XP_009140606.1
OG0006118	Np003G1406800	XP_009125947.1, XP_009131363.1
OG0006119	Np003G1405700	XP_009125938.3, XP_009121736.1
OG0006120	Np003G1403500, Np003G1295100	XP_009131350.1
OG0006121	Np006G3683100, Np003G1403000	XP_009125914.1, XP_009131339.2
OG0006122	Np003G1402900	XP_009125917.2, XP_009121763.1
OG0006123	Np003G1400300	XP_009121777.1
OG0006124	Np003G1399900	XP_033142481.1, XP_009121780.1, XP_009125898.1
OG0006125	Np003G1396700	XP_009121817.1, XP_009125874.1, XP_009131309.1
OG0006126	Np003G1396000	XP_009125870.1, XP_009131302.1
OG0006127	Np003G1395000	XP_009131288.1, XP_009121838.2
OG0006128	Np003G1393100	XP_018512615.1, XP_009121847.1
OG0006129	Np003G1392800	XP_009131281.1, XP_033137902.1
OG0006130	Np003G1385000	XP_009131230.1, XP_009125830.1, XP_033141926.1
OG0006131	Np003G1381300	XP_009121940.1, XP_009131209.1
OG0006132	Np003G1378100	XP_009121972.1, XP_009125797.1
OG0006133	Np003G1363100	XP_009131137.1
OG0006134	Np005G2838400, Np003G1358500	XP_009122525.1
OG0006135	Np003G1351700	XP_009125741.1, XP_009122483.1
OG0006136	Np003G1351100	XP_009122477.1, XP_009125738.2
OG0006137	Np003G1349600	XP_009122464.1
OG0006138	Np003G1346300	XP_033140842.1
OG0006139	Np003G1344800	XP_009122442.1
OG0006140	Np003G1343300	XP_009122427.1, XP_009125718.1
OG0006141	Np003G1340400	XP_009131017.1, XP_009122407.1
OG0006142	Np003G1336700	XP_009122321.1, XP_009125698.1
OG0006143	Np003G1857700	XP_009111246.1, XP_009134379.1
OG0006144	Np003G1857200	XP_009134378.1, XP_009122234.1
OG0006145	Np003G1856500	XP_009134373.1
OG0006146	Np003G1854600	XP_033140175.1
OG0006147	Np003G1854300	XP_009121986.1
OG0006148	Np003G1854200	XP_009121973.1, XP_009134366.1
OG0006149	Np003G1853800	XP_009134364.1, XP_009121939.1
OG0006150	Np005G2811800	XP_009137497.1, XP_009138887.1
OG0006151	Np005G2813500	XP_009137487.1, XP_009138735.1, XP_009109232.1
OG0006152	Np006G3615200	XP_009140756.1, XP_009103572.1
OG0006153	Np006G3614500	XP_009140759.1, XP_009133912.1
OG0006154	Np006G3610200	XP_009140794.1, XP_009133902.1
OG0006155	Np006G3607600	XP_009103600.1, XP_009140802.1
OG0006156	Np005G3169000, Np005G3170000, Np006G3582700	XP_009103620.1, XP_009140822.1
OG0006157	Np006G3587900	XP_033143912.1, XP_033132161.1
OG0006158	Np006G3589200	XP_009140972.2, XP_033145139.1
OG0006159	Np006G3558600	XP_009103656.1
OG0006160	Np006G3592100	XP_033131349.1, XP_009133879.1
OG0006161	Np006G3593100	XP_009103689.2, XP_009140904.1
OG0006162	Np006G3598100	XP_009103709.1, XP_033145176.1
OG0006163	Np002G0832000	XP_009127886.1
OG0006164	Np006G3606300	XP_009140998.1
OG0006165	Np008G4281400, Np006G3501400	XP_009144367.1, XP_009141009.1
OG0006166	Np006G3501500, Np008G4281500	XP_009144366.1
OG0006167	Np006G3505800	XP_009141012.1, XP_033148473.1
OG0006168	Np006G3518300	XP_009144337.1, XP_018513674.2, XP_009132708.1
OG0006169	Np006G3525700	XP_033142569.1, XP_033148185.1
OG0006170	Np006G3530100, Np006G3478100	XP_009144310.1, XP_009141058.1
OG0006171	Np006G3530300, Np006G3478000	XP_009141060.1, XP_009132726.1
OG0006172	Np006G3530900, Np006G3477300	XP_033146580.1, XP_009144306.1
OG0006173	Np006G3537500, Np006G3470500	XP_018514118.1, XP_009132748.1
OG0006174	Np006G3468300, Np006G3540000	XP_009132756.1, XP_009141109.2
OG0006175	Np006G3549400, Np006G3540700, Np006G3489400	XP_009141112.1
OG0006176	Np006G3541500, Np006G3488600	XP_009141117.2
OG0006177	Np006G3553300	XP_009132803.1, XP_009144194.1
OG0006178	Np006G3553500	XP_009132806.1
OG0006179	Np006G3555700	XP_009144048.1, XP_009141182.1
OG0006180	Np006G3555900	XP_009144045.2, XP_033145496.1, XP_033143737.1
OG0006182	Np006G3569600	XP_009143999.2
OG0006183	Np006G3567100	XP_009132850.2, XP_009143983.2
OG0006184	Np006G3561900	XP_009143953.1
OG0006185	Np006G3576000	XP_009143913.1, XP_009141284.1
OG0006186	Np001G0414500	XP_009114002.1, XP_009123888.1
OG0006187	Np007G3848100	XP_033130723.1
OG0006188	Np001G0407100	XP_009113977.1, XP_009123914.2
OG0006189	Np001G0405600	XP_009101752.1, XP_009113962.2
OG0006190	Np001G0405000	XP_009123925.1, XP_009101747.1
OG0006191	Np001G0403700	XP_033137159.1, XP_009101739.3, XP_033140608.1
OG0006192	Np006G3436800	XP_009137513.1
OG0006192	Np006G3437100, Np005G2809200	XP_009139119.1
OG0006193	Np004G2006700	XP_009118931.1
OG0006194	Np004G2014500	XP_009119797.1, XP_009107442.1
OG0006195	Np004G2105800	XP_009113735.1, XP_009109778.2
OG0006196	Np004G2106800	XP_009109770.1
OG0006197	Np004G2112200	XP_009102919.1, XP_009109737.1, XP_009113678.2
OG0006198	Np004G2114700	XP_009109710.1, XP_009102900.1
OG0006199	Np004G2114900	XP_009113648.1, XP_009109707.1
OG0006200	Np004G2117100	XP_009109695.1, XP_009113635.1
OG0006201	Np004G2120200	XP_009102874.1
OG0006202	Np004G2123500	XP_009102864.1, XP_033133546.1, XP_033136317.1
OG0006204	Np004G2130000	XP_009109635.2
OG0006205	Np004G2131700	XP_009122556.1
OG0006206	Np004G2133000	XP_009109627.3, XP_009115196.1
OG0006207	Np004G2133200	XP_009109623.1, XP_009115194.1
OG0006208	Np004G2414900	XP_033130703.1, XP_009115184.1
OG0006209	Np004G2136400	XP_009109595.2, XP_009115166.1
OG0006210	Np004G2137600	XP_009115160.1
OG0006211	Np004G2138400	XP_009115147.1, XP_009109587.1, XP_009140160.1
OG0006212	Np004G2138800	XP_009115142.1
OG0006213	Np004G2155500	XP_009102667.1, XP_009114993.1
OG0006214	Np004G2170700	XP_009145229.2, XP_009108102.1
OG0006215	Np004G2181000	XP_009114919.1, XP_009145211.1
OG0006216	Np001G0046800	XP_009112127.1, XP_009150506.1
OG0006217	Np004G2197100	XP_009114902.1, XP_009107993.1
OG0006218	Np001G0252200	XP_009101244.1, XP_009114194.1
OG0006219	Np001G0251100	XP_033130026.1, XP_009129114.1
OG0006220	Np001G0246200	XP_009152193.2, XP_009129093.1
OG0006221	Np001G0245500	XP_009114153.1
OG0006222	Np007G3940600	XP_009145917.1
OG0006223	Np001G0014100	XP_009112336.2
OG0006224	Np001G0014400	XP_009103474.1
OG0006225	Np001G0021900	XP_009103421.1
OG0006226	Np001G0024200	XP_009112211.1, XP_009150682.1
OG0006227	Np001G0025100	XP_009130530.1, XP_009150676.1
OG0006228	Np001G0028900	XP_009150649.2, XP_033140795.1, XP_033135178.1
OG0006229	Np001G0029200	XP_009150644.1, XP_009130517.1
OG0006230	Np001G0029600	XP_009112188.2, XP_009150641.1
OG0006231	Np001G0032000	XP_009130506.1, XP_009150623.1
OG0006232	Np001G0034600	XP_033137297.1, XP_009130495.1, XP_009150599.1
OG0006233	Np001G0035700	XP_033128202.1, XP_009112170.1
OG0006234	Np001G0037000	XP_009112167.1, XP_009150575.1
OG0006235	Np001G0038100	XP_033139349.1
OG0006236	Np001G0040000	XP_009112159.1, NP_001288926.1, XP_009150558.1
OG0006237	Np001G0041600	XP_009130464.1
OG0006238	Np001G0047200	XP_009112125.1, XP_009150499.1
OG0006239	Np001G0049600	XP_009130438.1, XP_009150478.1
OG0006240	Np001G0051600	XP_033141715.1, XP_009150461.1
OG0006241	Np001G0053000	XP_009130277.1, XP_009112108.1, XP_009150449.1
OG0006242	Np001G0057900	XP_009112087.1
OG0006243	Np001G0065600	XP_009112060.1, XP_009150370.2
OG0006244	Np001G0066600	XP_009150365.1
OG0006245	Np001G0067100	XP_009150361.1, XP_009112046.1
OG0006246	Np006G3410500	XP_009143718.2
OG0006247	Np001G0069100, Np001G0090400	XP_009151402.1, XP_009112034.1
OG0006248	Np001G0069200	XP_009112033.1, XP_009151404.1
OG0006249	Np001G0161200	XP_009111916.1
OG0006250	Np001G0083900	XP_009112027.1, XP_009151380.1
OG0006251	Np001G0071900	XP_009112026.1, XP_009151379.1
OG0006252	Np001G0074400	XP_009134948.1, XP_009151360.2
OG0006253	Np001G0075100	XP_009151354.1, XP_009130208.1
OG0006254	Np001G0075800	XP_009130205.1, XP_009112016.1, XP_033130066.1
OG0006255	Np001G0076100	XP_009151342.1, XP_033134780.1
OG0006256	Np001G0077000	XP_009112011.2, XP_033141845.1
OG0006257	Np001G0088800	XP_009130166.1, XP_033144966.1
OG0006258	Np001G0093900	XP_009136458.2
OG0006259	Np001G0094600	XP_009111983.2
OG0006260	Np001G0094900	XP_033142372.1, XP_033138975.1, XP_009136441.1, XP_009130159.2
OG0006261	Np001G0097300	XP_009136423.1, XP_009130140.1, XP_009111969.1
OG0006262	Np001G0097500	XP_009136422.1, XP_018511839.1
OG0006263	Np001G0097900	XP_009136418.1
OG0006264	Np001G0100800	XP_009136393.1, XP_009111955.2
OG0006265	Np001G0103700	XP_009150865.1, XP_009141478.1
OG0006266	Np001G0103800	XP_009150863.1, XP_009141470.1
OG0006267	Np001G0106400	XP_009141562.1, XP_009150882.1
OG0006268	Np001G0107800	XP_009130107.1, XP_033135753.1
OG0006269	Np001G0112600	XP_009141913.1, NP_001288989.1
OG0006270	Np001G0112700	XP_009150942.1, XP_009141935.1
OG0006271	Np001G0120800	XP_009130000.1, XP_009151003.3
OG0006272	Np001G0120900	XP_009129999.1, XP_009151006.1
OG0006273	Np001G0124900	XP_033134702.1, XP_009129986.1, XP_009151040.1
OG0006274	Np001G0131200	XP_009151080.1, XP_009129957.1
OG0006275	Np001G0133900	XP_009129944.1, XP_009151101.1
OG0006276	Np001G0134100	XP_033129722.1, XP_033134494.1
OG0006277	Np001G0134800	XP_009111680.1, XP_009151105.1
OG0006278	Np001G0137800	XP_009151123.1
OG0006279	Np003G1474300	XP_033138611.1
OG0006280	Np003G1473500	XP_009126358.1, XP_009120891.1
OG0006281	Np003G1477900	XP_018512096.2, XP_033138603.1
OG0006282	Np003G1481100	XP_009131759.2, XP_009120847.1
OG0006283	Np003G1482600	XP_009126411.2, XP_009131765.1
OG0006284	Np003G1484300	XP_009126427.1
OG0006285	Np001G0163900	XP_009111876.1, XP_009151297.1
OG0006286	Np003G1485900	XP_033142552.1, XP_009121353.2
OG0006287	Np003G1404100	XP_033141329.1, XP_009120793.1
OG0006288	Np003G1495300	XP_009126500.2, XP_009120726.1
OG0006289	Np003G1498900	XP_033140509.1, XP_009131845.1, XP_009120702.1
OG0006290	Np003G1500500	XP_009126522.1, XP_009120688.1
OG0006291	Np003G1501000, Np003G1501300	XP_009133907.1
OG0006292	Np003G1502600	XP_009120677.1, XP_009131867.1
OG0006293	Np003G1516000	XP_009120600.1, XP_009126591.2, XP_009131906.1
OG0006294	Np003G1516900	XP_009126592.1, XP_018511275.1
OG0006295	Np003G1520700	XP_009120538.1, XP_009131942.1
OG0006296	Np007G3724900	XP_009117510.1, XP_033130583.1
OG0006297	Np003G1525600	XP_033137988.1
OG0006298	Np006G3512900, Np003G1538200, Np006G3513000	XP_009120400.2
OG0006299	Np003G1539200	XP_009132027.1, XP_009126728.2
OG0006300	Np003G1546400	XP_009126757.2, XP_033137700.1, XP_009132059.2
OG0006301	Np005G2850300	XP_033142721.1
OG0006302	Np004G2535500	XP_009111003.2, XP_018515449.2
OG0006303	Np003G1547800	XP_009126769.1, XP_009120334.1, XP_009132073.2
OG0006304	Np003G1549900	XP_009126793.1, XP_009132084.1
OG0006305	Np005G2955800, Np005G2885400	XP_009108309.1, XP_009144600.1
OG0006306	Np003G1554300	XP_009126820.1, XP_009126892.1
OG0006307	Np003G1557100	XP_018510743.1, XP_009132114.1
OG0006308	Np003G1557300	XP_009126826.1, XP_009132117.1
OG0006309	Np002G0832400	XP_018508230.1, XP_009127883.1
OG0006310	Np003G1562100	XP_009132138.1, XP_009120251.1
OG0006311	Np003G1565800	XP_009120217.1, XP_009132156.1, XP_009126905.2
OG0006312	Np003G1565000	XP_009126904.1, XP_009120226.1
OG0006313	Np001G0506800	XP_009150132.1
OG0006314	Np003G1567800	XP_009120207.2, XP_009126916.1
OG0006315	Np005G3110900, Np005G3111100	XP_009124302.1, XP_033145652.1
OG0006316	Np003G1575000	XP_009120164.1
OG0006317	Np003G1575100	XP_009126936.1, XP_009132291.1, XP_009120163.1
OG0006318	Np003G1581200	XP_009132317.1, NP_001288958.1
OG0006319	Np003G1583500	XP_009120121.1
OG0006320	Np003G1604700	XP_033138731.1, XP_009143850.1, XP_009127025.2
OG0006321	Np005G3093900	XP_009109664.1, XP_009115235.1
OG0006322	Np003G1633600	XP_009119996.1, XP_009127077.1
OG0006323	Np001G0504800	XP_009150140.1, XP_009149732.1
OG0006324	Np001G0501800	XP_009150156.2, XP_009149756.1, XP_009151913.2
OG0006325	Np001G0501400	XP_009151859.1
OG0006326	Np001G0496000	XP_009149786.1, XP_009150169.1
OG0006327	Np001G0494000	XP_009151520.1, XP_009149797.1
OG0006328	Np003G1622600	XP_009119943.1, XP_009127113.1
OG0006329	Np003G1623800	XP_009132450.1, XP_009119952.1
OG0006330	Np003G1867700	XP_009144577.1, XP_009134438.1
OG0006331	Np003G1861000	XP_009111257.2
OG0006332	Np003G1332000	XP_009122355.1
OG0006333	Np003G1332500	XP_009125683.1, XP_009132220.1, XP_009122352.1
OG0006334	Np002G1117500	XP_009104723.2, XP_009123002.2
OG0006335	Np003G1327100	XP_009125670.1, XP_009122390.1
OG0006336	Np003G1324500	XP_009122290.1, XP_009130961.1
OG0006337	Np003G1321800	XP_009130947.1, XP_009122268.1
OG0006338	Np003G1321100	XP_009125649.2, XP_009122262.2
OG0006339	Np003G1320000	XP_009122250.1
OG0006340	Np003G1317700	XP_009125643.1, XP_009122240.1
