Orthogroup	Noccaea_praecox	Conringia_planisiliqua
OG0007732	Np007G3761500	CP10_g43826_DN3_SP5_c.t1
OG0007733	Np005G2828300	CP19_g18243_DN3_SP6_c.t1
OG0007734	Np005G2830500	CP19_g18261_DN3_SP0_c.t1
OG0007735	Np005G2830200	CP19_g18256_DN3_SP3_c.t1
OG0007736	Np005G2832800	CP19_g18282_DN3_SP8_c.t1
OG0007737	Np005G2835700	CP19_g18313_DN2_SP0_c.t1
OG0007738	Np005G2846200	CP19_g18378_DN3_SP8_c.t1
OG0007739	Np005G2846700	CP19_g18387_DN3_SP8_c.t1
OG0007740	Np005G2848200	CP19_g18402_DN3_SP4_c.t1
OG0007741	Np005G2852400	CP19_g18428_DN3_SP8_c.t1
OG0007742	Np005G2856000	CP19_g18446_DN3_SP8_c.t1
OG0007743	Np005G2857200	CP19_g18453_DN3_SP0_c.t1
OG0007744	Np002G1246700	CP13_g19053_DN3_SP0_c.t1
OG0007745	Np005G2888400	CP6_g6828_DN3_SP0_c.t1
OG0007746	Np005G2887400	CP6_g6821_DN3_SP2_c.t1
OG0007749	Np003G1861500	CP11_g32023_DN3_SP0_c.t1, CP6_g7732_DN2_SP0_c.t1
OG0007750	Np005G2884300	CP6_g6798_DN3_SP8_c.t1
OG0007751	Np005G2882400	CP6_g6783_DN3_SP8_c.t1
OG0007752	Np005G2880700	CP6_g6708_DN3_SP8_c.t1
OG0007754	Np005G2864900, Np005G2865500, Np005G2865700	CP19_g18510_DN3_SP4_c.t1
OG0007755	Np004G2310100	CP1_g38237_DN3_SP0_c.t1
OG0007757	Np003G1770400	CP20_g4046_DN3_SP0_c.t1
OG0007758	Np001G0429800, Np001G0430100	CP22_g17448_DN3_SP7_c.t1
OG0007759	Np001G0424900	CP13_g20777_DN3_SP0_c.t1
OG0007760	Np005G3000300	CP6_g7202_DN3_SP4_c.t1
OG0007761	Np005G2991600	CP6_g7175_DN3_SP7_c.t1
OG0007763	Np005G2980800	CP6_g7156_DN3_SP0_c.t1
OG0007764	Np005G2973900	CP6_g7151_DN3_SP1_c.t1
OG0007765	Np007G4168500	CP10_g42659_DN3_SP8_c.t1
OG0007766	Np007G4253200	CP10_g42108_DN3_SP8_c.t1
OG0007767	Np007G4248500	CP10_g42141_DN3_SP2_c.t1
OG0007769	Np007G4247500	CP10_g42151_DN3_SP0_c.t1
OG0007770	Np007G4247300	CP10_g42153_DN3_SP0_c.t1
OG0007772	Np001G0004600	CP2_g47550_DN3_SP1_c.t1
OG0007773	Np001G0005800	CP19_g18130_DN3_SP0_c.t1
OG0007774	Np001G0006100	CP2_g47560_DN3_SP5_c.t1
OG0007775	Np001G0531600	CP3_g14227_DN3_SP2_c.t1
OG0007776	Np001G0697300	CP3_g13074_DN3_SP8_c.t1
OG0007777	Np001G0696500	CP3_g13079_DN3_SP4_c.t1
OG0007778	Np001G0696200	CP3_g13084_DN3_SP3_c.t1
OG0007779	Np001G0693300	CP3_g13108_DN3_SP5_c.t1
OG0007781	Np001G0687100	CP3_g13149_DN3_SP0_c.t1
OG0007782	Np001G0684300	CP3_g13171_DN3_SP0_c.t1
OG0007784	Np001G0683300	CP3_g13177_DN3_SP8_c.t1
OG0007785	Np001G0682900	CP3_g13183_DN3_SP0_c.t1
OG0007786	Np001G0680700	CP3_g13198_DN2_SP0_c.t1
OG0007787	Np001G0678200	CP3_g13215_DN2_SP7_c.t1
OG0007788	Np001G0677500	CP3_g13218_DN3_SP2_c.t1
OG0007789	Np001G0675000	CP3_g13236_DN3_SP8_c.t1
OG0007790	Np001G0673900	CP3_g13245_DN3_SP0_c.t1
OG0007791	Np001G0673300	CP3_g13249_DN3_SP8_c.t1
OG0007792	Np001G0670900	CP3_g13269_DN3_SP0_c.t1
OG0007793	Np001G0670600	CP3_g13272_DN3_SP1_c.t1
OG0007794	Np001G0670100	CP3_g13276_DN3_SP6_c.t1
OG0007795	Np001G0664700	CP3_g13326_DN3_SP0_c.t1
OG0007797	Np001G0661300	CP3_g13351_DN3_SP0_c.t1
OG0007798	Np001G0656500	CP3_g13370_DN2_SP0_c.t1
OG0007799	Np001G0655000	CP3_g13381_DN3_SP0_c.t1
OG0007800	Np006G3264700	CP4_g24350_DN1_SP0_c.t1
OG0007801	Np001G0649800	CP3_g13417_DN3_SP0_c.t1
OG0007802	Np001G0649100	CP3_g13421_DN3_SP2_c.t1
OG0007803	Np001G0647800	CP3_g13435_DN3_SP8_c.t1
OG0007804	Np001G0647500	CP3_g13438_DN3_SP0_c.t1
OG0007805	Np001G0646600	CP3_g13447_DN3_SP0_c.t1
OG0007807	Np001G0643600	CP3_g13464_DN3_SP5_c.t1
OG0007808	Np001G0642600	CP3_g13470_DN3_SP6_c.t1
OG0007809	Np001G0640800	CP3_g13473_DN3_SP0_c.t1
OG0007810	Np001G0640700	CP3_g13474_DN1_SP0_c.t1
OG0007811	Np001G0637000	CP3_g13480_DN3_SP7_c.t1
OG0007812	Np001G0636600	CP3_g13485_DN3_SP5_c.t1
OG0007813	Np001G0635700	CP3_g13493_DN3_SP0_c.t1
OG0007814	Np001G0630000	CP3_g13525_DN3_SP8_c.t1
OG0007815	Np003G1730900	CP8_g52738_DN3_SP8_c.t1
OG0007817	Np001G0624400	CP3_g13585_DN3_SP2_c.t1
OG0007818	Np001G0623700	CP3_g13589_DN3_SP0_c.t1
OG0007819	Np001G0616700	CP3_g13633_DN3_SP8_c.t1
OG0007820	Np002G0742700, Np001G0064500, Np001G0615000	CP3_g13647_DN3_SP1_c.t1
OG0007821	Np001G0614900	CP3_g13654_DN3_SP0_c.t1, CP3_g13648_DN3_SP5_c.t1
OG0007822	Np001G0606500	CP3_g13700_DN3_SP6_c.t1
OG0007823	Np001G0602300	CP3_g13727_DN3_SP0_c.t1, CP3_g13728_DN3_SP6_c.t1
OG0007824	Np001G0177800	CP2_g48792_DN3_SP1_c.t1
OG0007825	Np001G0592900	CP3_g13799_DN3_SP2_c.t1
OG0007826	Np001G0600500	CP3_g13745_DN3_SP1_c.t1
OG0007827	Np001G0597500	CP3_g13768_DN3_SP8_c.t1
OG0007828	Np001G0591900	CP3_g13804_DN3_SP8_c.t1
OG0007829	Np001G0577900	CP3_g13888_DN3_SP5_c.t1
OG0007830	Np001G0577500	CP3_g13892_DN3_SP0_c.t1
OG0007831	Np001G0575500	CP3_g13913_DN3_SP8_c.t1
OG0007832	Np001G0575300	CP3_g13915_DN3_SP6_c.t1
OG0007833	Np001G0574900	CP3_g13919_DN3_SP8_c.t1
OG0007834	Np001G0574300	CP3_g13924_DN3_SP8_c.t1
OG0007835	Np001G0574200	CP3_g13925_DN3_SP4_c.t1
OG0007836	Np001G0574100	CP3_g13926_DN3_SP0_c.t1
OG0007837	Np001G0573800, Np007G3929800	CP3_g13928_DN3_SP5_c.t1
OG0007838	Np001G0572100	CP3_g13947_DN3_SP6_c.t1
OG0007839	Np004G2453300	CP1_g37548_DN3_SP8_c.t1
OG0007840	Np001G0568000	CP3_g13970_DN3_SP7_c.t1
OG0007841	Np001G0566100	CP3_g13980_DN3_SP8_c.t1
OG0007842	Np001G0564700	CP3_g13992_DN3_SP8_c.t1
OG0007843	Np001G0563700	CP3_g14002_DN3_SP3_c.t1
OG0007844	Np001G0558800, Np001G0555000, Np001G0556300	CP3_g14046_DN3_SP7_c.t1
OG0007845	Np010G4348800, Np001G0552600	CP3_g14065_DN3_SP0_c.t1
OG0007846	Np001G0549500	CP3_g14088_DN2_SP0_c.t1
OG0007847	Np003G1620000	CP8_g53370_DN3_SP3_c.t1
OG0007849	Np003G1637200	CP8_g53324_DN3_SP8_c.t1
OG0007850	Np003G1637900	CP8_g53316_DN3_SP3_c.t1
OG0007851	Np003G1638800	CP8_g53307_DN3_SP0_c.t1
OG0007852	Np003G1639000	CP8_g53305_DN3_SP6_c.t1
OG0007853	Np003G1642300	CP8_g53293_DN3_SP0_c.t1
OG0007854	Np003G1642400	CP8_g53292_DN3_SP0_c.t1
OG0007856	Np007G3871600	CP12_g30842_DN3_SP7_c.t1
OG0007857	Np007G3873500	CP12_g30851_DN3_SP7_c.t1
OG0007858	Np007G3873600	CP12_g30852_DN3_SP8_c.t1
OG0007859	Np007G3878200	CP12_g30893_DN3_SP8_c.t1
OG0007860	Np007G3885200	CP12_g31047_DN3_SP0_c.t1
OG0007861	Np007G3888100	CP12_g31127_DN3_SP0_c.t1
OG0007862	Np007G3898200	CP17_g5414_DN3_SP8_c.t1
OG0007863	Np002G0939700	CP9_g28223_DN3_SP0_c.t1
OG0007864	Np002G0939300	CP9_g28227_DN2_SP0_c.t1
OG0007865	Np002G0934600	CP39_g21141_DN3_SP0_c.t1
OG0007866	Np002G0928400	CP9_g28253_DN3_SP7_c.t1, CP39_g21151_DN3_SP0_c.t1, CP39_g21153_DN3_SP0_c.t1, CP39_g21152_DN3_SP0_c.t1
OG0007867	Np002G0926100	CP9_g28261_DN3_SP0_c.t1
OG0007868	Np002G0926000	CP9_g28262_DN3_SP1_c.t1
OG0007869	Np002G0920500	CP9_g28278_DN1_SP0_c.t1
OG0007871	Np001G0140700	CP2_g48536_DN2_SP0_c.t1
OG0007872	Np002G0919500	CP9_g28283_DN3_SP4_c.t1
OG0007873	Np002G0919200	CP9_g28287_DN3_SP4_c.t1
OG0007874	Np002G0919100	CP9_g28288_DN3_SP3_c.t1
OG0007875	Np002G0917700	CP9_g28297_DN3_SP3_c.t1
OG0007876	Np002G0913100	CP9_g28319_DN3_SP7_c.t1
OG0007877	Np002G0911700	CP9_g28332_DN3_SP6_c.t1
OG0007878	Np002G0911300	CP9_g28338_DN3_SP8_c.t1
OG0007879	Np002G0909200	CP9_g28343_DN2_SP6_c.t1
OG0007880	Np002G0906100	CP7_g45190_DN3_SP0_c.t1
OG0007881	Np002G0902400	CP9_g28371_DN3_SP8_c.t1
OG0007882	Np002G0896200, Np002G0896100	CP9_g28405_DN3_SP3_c.t1
OG0007883	Np002G0895200	CP9_g28411_DN3_SP0_c.t1
OG0007884	Np002G0894600	CP9_g28415_DN3_SP1_c.t1
OG0007885	Np007G3744400	CP10_g43663_DN3_SP0_c.t1
OG0007886	Np001G0388300	CP13_g20096_DN3_SP8_c.t1
OG0007887	Np007G3742200	CP10_g43647_DN3_SP0_c.t1
OG0007888	Np007G3741100	CP10_g43641_DN3_SP8_c.t1
OG0007889	Np007G3737300	CP10_g43610_DN3_SP0_c.t1
OG0007890	Np001G0255200	CP13_g19574_DN3_SP6_c.t1
OG0007891	Np002G0921000	CP10_g43595_DN3_SP7_c.t1
OG0007892	Np007G3731300	CP10_g43567_DN3_SP8_c.t1
OG0007893	Np006G3305200	CP4_g24595_DN3_SP0_c.t1
OG0007894	Np006G3305800	CP4_g24602_DN3_SP0_c.t1
OG0007895	Np006G3306400	CP4_g24607_DN3_SP8_c.t1
OG0007896	Np006G3306800	CP4_g24611_DN3_SP5_c.t1
OG0007897	Np001G0535500	CP3_g14198_DN3_SP1_c.t1
OG0007899	Np006G3311500	CP4_g24647_DN3_SP8_c.t1
OG0007900	Np006G3314500	CP4_g24663_DN3_SP8_c.t1
OG0007901	Np006G3315700	CP4_g24670_DN3_SP8_c.t1
OG0007902	Np006G3320800	CP4_g24701_DN3_SP0_c.t1
OG0007903	Np006G3321400	CP4_g24704_DN3_SP5_c.t1
OG0007904	Np006G3321600	CP4_g24706_DN2_SP0_c.t1
OG0007905	Np006G3324400	CP4_g24714_DN3_SP8_c.t1
OG0007906	Np006G3327200	CP4_g24726_DN2_SP0_c.t1
OG0007907	Np002G0975000	CP9_g28053_DN3_SP8_c.t1
OG0007908	Np006G3336200, Np006G3335800	CP4_g24768_DN3_SP0_c.t1
OG0007909	Np006G3337200	CP4_g24775_DN3_SP7_c.t1, CP28_g33974_DN3_SP0_c.t1
OG0007911	Np006G3338900	CP4_g24786_DN3_SP0_c.t1
OG0007912	Np006G3344900	CP4_g24818_DN3_SP0_c.t1
OG0007913	Np007G4166200	CP10_g42675_DN3_SP1_c.t1
OG0007914	Np006G3347200	CP4_g24838_DN3_SP7_c.t1
OG0007915	Np006G3348600	CP4_g24840_DN3_SP0_c.t1
OG0007916	Np006G3349000	CP4_g24845_DN3_SP8_c.t1
OG0007917	Np006G3349200	CP4_g24847_DN3_SP4_c.t1
OG0007918	Np006G3349400, Np007G3915900	CP4_g24848_DN3_SP3_c.t1
OG0007919	Np006G3349500, Np006G3349600	CP4_g24849_DN3_SP8_c.t1
OG0007920	Np006G3350700	CP4_g24856_DN3_SP0_c.t1
OG0007921	Np004G2096000	CP7_g45201_DN3_SP1_c.t1
OG0007922	Np006G3356600	CP4_g24893_DN2_SP8_c.t1
OG0007923	Np006G3358000	CP4_g24902_DN3_SP5_c.t1
OG0007924	Np006G3362200	CP4_g24926_DN3_SP4_c.t1
OG0007925	Np006G3365200	CP4_g24939_DN3_SP0_c.t1
OG0007926	Np007G4125900	CP10_g42965_DN3_SP0_c.t1
OG0007927	Np006G3367700	CP4_g24953_DN3_SP0_c.t1
OG0007928	Np006G3367800	CP4_g24954_DN3_SP0_c.t1
OG0007929	Np006G3368600	CP4_g24962_DN2_SP0_c.t1
OG0007930	Np006G3373700, Np006G3373800, Np006G3373900	CP4_g24997_DN3_SP0_c.t1
OG0007931	Np006G3376800	CP4_g25020_DN2_SP5_c.t1
OG0007932	Np006G3377900	CP4_g25029_DN3_SP8_c.t1
OG0007933	Np006G3378500	CP4_g25032_DN3_SP5_c.t1
OG0007934	Np006G3381100	CP4_g25045_DN2_SP6_c.t1
OG0007935	Np003G1572300, Np003G1826300	CP11_g31776_DN3_SP0_c.t1
OG0007936	Np003G1827400	CP11_g31789_DN3_SP6_c.t1
OG0007937	Np001G0277500, Np006G3395600	CP13_g19673_DN3_SP5_c.t1
OG0007938	Np003G1833200	CP11_g31833_DN3_SP1_c.t1
OG0007939	Np003G1833600	CP11_g31836_DN3_SP0_c.t1
OG0007940	Np003G1836100	CP11_g31863_DN3_SP2_c.t1
OG0007941	Np003G1823700	CP20_g4452_DN1_SP0_c.t1
OG0007942	Np006G3705700	CP16_g54774_DN3_SP8_c.t1
OG0007943	Np006G3703300	CP16_g54817_DN3_SP7_c.t1
OG0007944	Np006G3693000	CP16_g54842_DN3_SP8_c.t1
OG0007945	Np006G3689800	CP16_g54870_DN3_SP4_c.t1
OG0007946	Np006G3687500	CP16_g54888_DN3_SP6_c.t1
OG0007947	Np006G3686500	CP16_g54892_DN3_SP1_c.t1
OG0007948	Np006G3684800	CP16_g54901_DN3_SP0_c.t1
OG0007949	Np004G2099400	CP7_g45166_DN3_SP2_c.t1
OG0007950	Np006G3683900	CP16_g54906_DN3_SP1_c.t1
OG0007951	Np006G3681100	CP16_g54921_DN3_SP8_c.t1
OG0007952	Np006G3681000	CP16_g54922_DN3_SP0_c.t1
OG0007953	Np006G3677600	CP16_g54952_DN3_SP8_c.t1
OG0007954	Np005G2690800	CP5_g286_DN3_SP3_c.t1
OG0007954	Np006G3675000	CP16_g54984_DN3_SP6_c.t1
OG0007955	Np006G3674300	CP16_g54991_DN3_SP0_c.t1
OG0007956	Np006G3666700	CP16_g55033_DN3_SP5_c.t1
OG0007957	Np006G3665200	CP16_g55046_DN2_SP0_c.t1
OG0007958	Np006G3663700	CP16_g55068_DN3_SP8_c.t1
OG0007959	Np006G3631000	CP18_g12554_DN3_SP6_c.t1
OG0007961	Np006G3628000	CP18_g12175_DN3_SP8_c.t1
OG0007962	Np006G3657200	CP16_g55118_DN3_SP7_c.t1
OG0007963	Np006G3633400	CP16_g55684_DN3_SP2_c.t1
OG0007964	Np005G2820600	CP19_g18193_DN3_SP0_c.t1
OG0007965	Np005G2820700	CP19_g18194_DN3_SP8_c.t1
OG0007966	Np005G2825100	CP19_g18219_DN3_SP7_c.t1
OG0007967	Np004G2031500	CP1_g40650_DN3_SP0_c.t1
OG0007968	Np004G2030000	CP1_g40907_DN3_SP8_c.t1
OG0007969	Np004G2028800	CP1_g41047_DN3_SP6_c.t1
OG0007971	Np004G2024000	CP1_g39062_DN3_SP1_c.t1
OG0007972	Np004G2046500	CP21_g11186_DN3_SP8_c.t1
OG0007973	Np004G2045900	CP7_g44159_DN3_SP1_c.t1, CP10_g44091_DN2_SP0_c.t1
OG0007974	Np004G2043500	CP7_g44281_DN3_SP6_c.t1
OG0007975	Np004G2245300	CP7_g44436_DN3_SP8_c.t1
OG0007976	Np004G2086400	CP7_g44476_DN3_SP2_c.t1
OG0007977	Np004G2085000, Np004G2084900	CP7_g44486_DN3_SP8_c.t1
OG0007978	Np004G2083600	CP7_g44501_DN3_SP5_c.t1
OG0007979	Np004G2068800	CP7_g44519_DN3_SP8_c.t1
OG0007980	Np004G2068500	CP7_g44522_DN3_SP8_c.t1
OG0007981	Np003G1775200	CP20_g4125_DN3_SP7_c.t1
OG0007982	Np003G1775100	CP20_g4124_DN3_SP2_c.t1, CP5_g3151_DN2_SP0_c.t1, CP5_g3150_DN2_SP0_c.t1
OG0007983	Np003G1780200	CP20_g4187_DN3_SP1_c.t1
OG0007984	Np003G1781800	CP20_g4202_DN3_SP1_c.t1
OG0007985	Np003G1788700	CP20_g4251_DN3_SP8_c.t1
OG0007986	Np005G3113600	CP21_g11019_DN3_SP7_c.t1, CP7_g44461_DN3_SP1_c.t1
OG0007987	Np003G1811600	CP20_g4376_DN3_SP2_c.t1
OG0007988	Np003G1818500	CP20_g4422_DN3_SP8_c.t1
OG0007990	Np003G1469800	CP8_g54428_DN3_SP3_c.t1
OG0007991	Np003G1470100	CP8_g54422_DN3_SP0_c.t1
OG0007992	Np003G1472400	CP8_g54408_DN3_SP0_c.t1
OG0007993	Np003G1473000	CP8_g54400_DN2_SP0_c.t1
OG0007994	Np001G0138500	CP2_g48519_DN3_SP0_c.t1
OG0007996	Np001G0143800	CP2_g48559_DN3_SP8_c.t1
OG0007997	Np007G3723600	CP10_g43514_DN3_SP0_c.t1, CP10_g43518_DN2_SP0_c.t1
OG0007998	Np007G3722200	CP12_g29867_DN3_SP7_c.t1
OG0007999	Np007G3720300	CP12_g29851_DN3_SP7_c.t1
OG0008001	Np006G3205800	CP4_g23925_DN3_SP7_c.t1
OG0008002	Np006G3207900	CP4_g23938_DN3_SP8_c.t1
OG0008003	Np003G1783600	CP20_g4213_DN3_SP8_c.t1
OG0008004	Np006G3213700	CP4_g23979_DN3_SP7_c.t1
OG0008005	Np006G3214500	CP4_g23986_DN3_SP0_c.t1
OG0008006	Np006G3215400	CP4_g23992_DN3_SP3_c.t1
OG0008007	Np006G3232900	CP4_g24113_DN3_SP6_c.t1
OG0008008	Np006G3233100	CP4_g24115_DN3_SP8_c.t1
OG0008009	Np006G3233200	CP4_g24116_DN3_SP5_c.t1
OG0008010	Np006G3233500	CP4_g24119_DN3_SP8_c.t1
OG0008012	Np006G3235300	CP4_g24131_DN3_SP7_c.t1
OG0008013	Np006G3236200	CP4_g24139_DN3_SP3_c.t1
OG0008014	Np006G3239300	CP4_g24157_DN3_SP0_c.t1
OG0008015	Np006G3244200	CP4_g24191_DN3_SP7_c.t1
OG0008016	Np006G3251300	CP4_g24240_DN3_SP0_c.t1
OG0008017	Np006G3251500	CP4_g24243_DN3_SP8_c.t1
OG0008019	Np006G3257200	CP4_g24286_DN3_SP2_c.t1
OG0008020	Np006G3260600	CP4_g24322_DN2_SP1_c.t1
OG0008021	Np006G3260700, Np005G2793300	CP4_g24323_DN3_SP8_c.t1
OG0008022	Np006G3260800	CP4_g24324_DN3_SP6_c.t1
OG0008025	Np006G3276100	CP4_g24425_DN3_SP8_c.t1
OG0008026	Np006G3278700	CP4_g24440_DN3_SP8_c.t1
OG0008027	Np006G3288800	CP4_g24504_DN3_SP5_c.t1
OG0008028	Np006G3289700	CP4_g24512_DN3_SP8_c.t1
OG0008029	Np006G3291500	CP4_g24524_DN3_SP8_c.t1
OG0008030	Np006G3296100	CP4_g24543_DN3_SP4_c.t1
OG0008031	Np006G3302000	CP4_g24581_DN3_SP0_c.t1
OG0008032	Np006G3303100, Np006G3303500	CP4_g24583_DN3_SP8_c.t1
OG0008033	Np001G0338300	CP13_g19816_DN3_SP3_c.t1
OG0008035	Np001G0335100	CP13_g19792_DN3_SP8_c.t1
OG0008036	Np007G4245200	CP10_g42170_DN3_SP8_c.t1
OG0008037	Np007G4245000	CP10_g42172_DN3_SP5_c.t1
OG0008038	Np007G4244300	CP10_g42179_DN3_SP6_c.t1
OG0008039	Np007G4241700	CP10_g42192_DN3_SP8_c.t1
OG0008040	Np007G4238400	CP10_g42208_DN3_SP0_c.t1
OG0008041	Np003G1404200	CP11_g32611_DN3_SP0_c.t1
OG0008042	Np007G4232400	CP10_g42252_DN3_SP7_c.t1
OG0008043	Np007G4229100	CP10_g42281_DN3_SP3_c.t1
OG0008044	Np007G4226300	CP10_g42302_DN3_SP8_c.t1
OG0008045	Np007G4225700	CP10_g42309_DN3_SP0_c.t1
OG0008046	Np007G4221300	CP10_g42337_DN3_SP8_c.t1
OG0008047	Np007G4217400	CP10_g42358_DN3_SP3_c.t1
OG0008048	Np007G4216600	CP10_g42364_DN3_SP8_c.t1
OG0008049	Np007G4212500	CP10_g42398_DN3_SP0_c.t1
OG0008050	Np007G4212200	CP10_g42402_DN3_SP8_c.t1
OG0008051	Np007G4210200, Np007G4210900	CP10_g42406_DN3_SP1_c.t1
OG0008052	Np007G4209800	CP10_g42408_DN3_SP6_c.t1
OG0008053	Np007G4205200	CP10_g42436_DN3_SP8_c.t1
OG0008054	Np007G4200500	CP10_g42467_DN3_SP0_c.t1
OG0008055	Np007G4195800	CP10_g42480_DN3_SP3_c.t1
OG0008056	Np007G4193600	CP10_g42495_DN3_SP8_c.t1
OG0008057	Np007G4192900	CP10_g42502_DN3_SP4_c.t1
OG0008058	Np007G4190100, Np003G1889900	CP10_g42522_DN3_SP0_c.t1
OG0008059	Np007G4189300	CP10_g42528_DN3_SP1_c.t1
OG0008060	Np007G4188000	CP10_g42537_DN3_SP6_c.t1
OG0008061	Np007G4187200	CP10_g42542_DN3_SP8_c.t1
OG0008062	Np007G4178600	CP10_g42594_DN3_SP0_c.t1
OG0008063	Np007G4177800	CP10_g42599_DN3_SP8_c.t1
OG0008064	Np007G4176900	CP10_g42604_DN3_SP0_c.t1
OG0008065	Np007G4175000	CP10_g42615_DN3_SP2_c.t1
OG0008066	Np001G0175900	CP2_g48777_DN3_SP6_c.t1
OG0008067	Np007G4167600	CP10_g42663_DN3_SP0_c.t1
OG0008069	Np007G4166300	CP10_g42674_DN3_SP0_c.t1
OG0008070	Np007G4164400	CP10_g42685_DN3_SP6_c.t1
OG0008072	Np007G4144100	CP10_g42824_DN3_SP7_c.t1
OG0008073	Np007G4140600	CP10_g42853_DN3_SP8_c.t1
OG0008074	Np007G4138900	CP10_g42867_DN3_SP8_c.t1
OG0008075	Np007G4136800	CP10_g42873_DN3_SP4_c.t1
OG0008076	Np007G4137800	CP10_g42877_DN2_SP0_c.t1
OG0008077	Np007G4137300	CP10_g42880_DN3_SP8_c.t1
OG0008078	Np007G4136400	CP10_g42887_DN3_SP0_c.t1
OG0008079	Np007G4133300	CP10_g42912_DN2_SP0_c.t1
OG0008080	Np007G4132900	CP10_g42916_DN3_SP3_c.t1
OG0008081	Np007G4130500	CP10_g42936_DN3_SP8_c.t1
OG0008082	Np007G4125800	CP10_g42966_DN3_SP0_c.t1
OG0008083	Np007G4122300	CP10_g42973_DN3_SP0_c.t1
OG0008084	Np007G4119300	CP10_g42998_DN3_SP8_c.t1
OG0008085	Np005G2897200, Np005G2897400	CP6_g6860_DN3_SP8_c.t1
OG0008086	Np007G4117000	CP10_g43016_DN3_SP5_c.t1
OG0008087	Np007G4112900	CP10_g43044_DN3_SP0_c.t1
OG0008088	Np007G4112800	CP10_g43045_DN3_SP8_c.t1
OG0008089	Np007G4111400, Np007G4111300	CP10_g43055_DN3_SP0_c.t1
OG0008091	Np007G4106500	CP10_g43086_DN3_SP8_c.t1
OG0008092	Np007G4105700	CP10_g43092_DN3_SP5_c.t1
OG0008093	Np007G4103200	CP10_g43107_DN2_SP0_c.t1
OG0008095	Np007G4102500	CP10_g43115_DN3_SP8_c.t1
OG0008096	Np007G4100400	CP10_g43131_DN3_SP0_c.t1
OG0008097	Np007G4100300	CP10_g43132_DN2_SP0_c.t1
OG0008098	Np007G4099000	CP10_g43143_DN3_SP4_c.t1
OG0008099	Np007G4098600	CP10_g43145_DN3_SP8_c.t1
OG0008101	Np007G4096200	CP10_g43157_DN3_SP1_c.t1
OG0008102	Np007G4093900	CP10_g43171_DN3_SP2_c.t1
OG0008103	Np007G4091200	CP10_g43191_DN3_SP2_c.t1
OG0008104	Np007G4090800	CP10_g43195_DN3_SP2_c.t1
OG0008105	Np007G4089600	CP10_g43203_DN3_SP5_c.t1
OG0008106	Np007G4088000	CP10_g43219_DN3_SP8_c.t1
OG0008107	Np007G4087500	CP10_g43221_DN3_SP0_c.t1
OG0008108	Np007G4087400	CP10_g43222_DN2_SP0_c.t1
OG0008109	Np007G4086900	CP10_g43227_DN3_SP8_c.t1
OG0008110	Np007G4083000	CP10_g43254_DN3_SP0_c.t1
OG0008111	Np007G4082000	CP10_g43261_DN3_SP5_c.t1
OG0008112	Np007G4079300, Np007G4191000	CP10_g43277_DN3_SP0_c.t1
OG0008113	Np007G4078200	CP10_g43289_DN1_SP0_c.t1
OG0008114	Np004G2028400, Np007G4075600	CP10_g43308_DN2_SP0_c.t1
OG0008115	Np007G4065700	CP10_g43349_DN3_SP0_c.t1
OG0008116	Np007G4065000	CP10_g43354_DN3_SP3_c.t1
OG0008117	Np007G4063600	CP10_g43363_DN2_SP0_c.t1
OG0008118	Np007G4062800	CP10_g43370_DN3_SP0_c.t1
OG0008119	Np007G4060200	CP10_g43379_DN3_SP7_c.t1
OG0008122	Np007G4055900	CP10_g43416_DN3_SP0_c.t1
OG0008123	Np007G4050500	CP10_g43448_DN3_SP3_c.t1
OG0008125	Np007G4046800	CP10_g43476_DN3_SP8_c.t1
OG0008126	Np007G4046700	CP10_g43477_DN3_SP0_c.t1
OG0008127	Np007G4036100	CP12_g29887_DN3_SP5_c.t1
OG0008128	Np007G4028600	CP12_g29907_DN3_SP7_c.t1
OG0008129	Np007G4028100	CP12_g29909_DN3_SP0_c.t1
OG0008130	Np007G3900000	CP12_g29922_DN3_SP2_c.t1
OG0008131	Np007G3900400	CP12_g29926_DN3_SP8_c.t1
OG0008132	Np007G3903300	CP12_g29957_DN3_SP8_c.t1
OG0008134	Np007G3905800	CP12_g29983_DN3_SP5_c.t1
OG0008136	Np007G3912400	CP12_g30004_DN3_SP0_c.t1
OG0008137	Np007G3914700	CP12_g30020_DN3_SP2_c.t1
OG0008138	Np007G3919100	CP12_g30048_DN3_SP8_c.t1
OG0008139	Np007G3924400	CP12_g30071_DN3_SP8_c.t1
OG0008140	Np007G3925300	CP12_g30077_DN3_SP8_c.t1
OG0008141	Np007G3926400	CP12_g30086_DN3_SP0_c.t1
OG0008142	Np007G3926500	CP12_g30087_DN3_SP6_c.t1
OG0008143	Np007G3931000	CP12_g30114_DN3_SP8_c.t1
OG0008144	Np007G3931100	CP12_g30115_DN3_SP5_c.t1
OG0008146	Np007G3935200	CP12_g30130_DN3_SP4_c.t1
OG0008147	Np003G1493100, Np004G2402300	CP12_g30146_DN3_SP5_c.t1
OG0008148	Np004G1922400, Np003G1668400	CP7_g46311_DN2_SP0_c.t1
OG0008149	Np007G3942600, Np001G0388800	CP12_g30171_DN3_SP8_c.t1
OG0008150	Np007G3945900	CP12_g30195_DN3_SP7_c.t1
OG0008151	Np007G3947500	CP12_g30205_DN3_SP7_c.t1
OG0008154	Np007G3950900	CP12_g30224_DN3_SP8_c.t1
OG0008155	Np007G3951800	CP12_g30227_DN3_SP8_c.t1
