Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_Rawat
OG0010351	Np007G4054900	AL3G26840
OG0010352	Np004G1923200	AL1G62570
OG0010353	Np007G4251400	AL3G10370
OG0010354	Np002G1160400, Np002G1160500, Np002G1160300	AL2G16250
OG0010356	Np006G3269600	AL2G18090, AL4G42210, AL7G53040
OG0010360	Np002G0897300, Np002G0895000	AL2G27050
OG0010361	Np002G0824700	AL2G32140
OG0010362	Np002G0808300	AL2G33430
OG0010363	Np007G4151600	AL3G19020
OG0010365	Np007G4064700	AL3G26090
OG0010367	Np001G0116400	AL1G40970
OG0010368	Np006G3692100	AL4G11710
OG0010369	Np006G3689000	AL4G11970
OG0010371	Np006G3655800	AL4G15100
OG0010372	Np006G3655100	AL4G15210
OG0010374	Np006G3639900	AL4G16850
OG0010377	Np001G0566800, Np006G3398300	AL4G32010
OG0010378	Np006G3348300, Np006G3348500	AL4G36130
OG0010379	Np007G3937900	AL4G36770, AL380U10020
OG0010381	Np002G0833500, Np002G0833700	AL4G46430
OG0010382	Np001G0263700	AL5G11040
OG0010383	Np001G0233300	AL5G14510
OG0010384	Np001G0205200	AL5G17080
OG0010385	Np001G0194900	AL5G18600
OG0010386	Np001G0492500	AL5G28090
OG0010387	Np001G0512400	AL5G30160
OG0010388	Np001G0560300	AL5G34160
OG0010389	Np005G2645000	AL5G38720
OG0010390	Np003G1410100	AL6G24780
OG0010391	Np003G1511300	AL6G34050
OG0010392	Np001G0159000	AL6G40970
OG0010395	Np005G2800100	AL7G27130
OG0010396	Np005G2826200	AL7G29030
OG0010398	Np006G3218800	AL7G31430
OG0010399	Np005G2897000	AL7G34560
OG0010400	Np005G2958800	AL7G37450
OG0010402	Np005G3058000	AL7G42000
OG0010404	Np005G3127700, Np005G3127600	AL7G52980, AL7G52950
OG0010405	Np005G3193500	AL7G48040
OG0010406	Np005G3198400	AL7G47680
OG0010407	Np001G0420800	AL8G18050
OG0010408	Np001G0429500	AL25U10020, AL8G19580
OG0010409	Np001G0177200	AL8G21260
OG0010410	Np001G0171200	AL8G21990, AL516U10010
OG0010411	Np001G0166000	nbis-gene-2074
OG0010412	Np001G0165100	AL8G22970
OG0010413	Np003G1745400	AL8G23870
OG0010414	Np003G1846000	AL8G25760
OG0010415	Np003G1670800	AL8G26320
OG0010416	Np003G1657000	AL205U10020, AL8G26970
OG0010417	Np003G1646600	AL8G27420
OG0010418	Np003G1562600	AL8G33190
OG0010419	Np001G0007700	AL8G44980
OG0010421	Np005G2995000	AL7G38420
OG0010421	Np006G3400600	AL4G31830
OG0010422	Np004G2100400	AL1G40780
OG0010423	Np003G1642900	AL8G27900
OG0010424	Np005G2762400, Np005G2745400, Np005G2747000	AL7G44900
OG0010426	Np001G0192500	nbis-gene-1250
OG0010437	Np005G2732300	AL7G21650
OG0010438	Np005G2732000	AL7G21620
OG0010439	Np005G2731500	AL7G21590
OG0010440	Np005G2731300	AL7G21560
OG0010441	Np005G2729300	AL7G21490
OG0010442	Np005G2728600	AL7G21400
OG0010443	Np006G3632300	AL4G17530
OG0010444	Np005G2842500	AL7G30380
OG0010445	Np001G0463800	AL5G25520
OG0010446	Np001G0492100	AL5G28060
OG0010447	Np001G0490500	AL5G27980
OG0010448	Np001G0487700	AL5G27880
OG0010450	Np001G0479300	AL5G27300
OG0010451	Np001G0481000	AL5G27490
OG0010452	Np001G0481900	AL5G27530
OG0010453	Np001G0476600	AL5G27100
OG0010454	Np001G0297900	AL5G10080
OG0010455	Np001G0267000	AL5G10800
OG0010456	Np001G0258600	AL5G11490
OG0010457	Np001G0263100	AL5G11090
OG0010458	Np001G0265600	AL5G10950
OG0010459	Np005G3176400	AL7G49390
OG0010460	Np005G3174100	AL7G49550
OG0010461	Np003G1455500	AL6G29260
OG0010462	Np003G1452200	AL6G28930
OG0010463	Np003G1451700	AL6G28880
OG0010464	Np003G1449800	AL6G28710
OG0010465	Np003G1448700	AL6G28620
OG0010466	Np003G1448300	AL6G28580
OG0010467	Np003G1447300	AL6G28470
OG0010468	Np003G1446400	AL6G28410
OG0010469	Np003G1444000	AL6G28270
OG0010470	Np004G2527600	AL1G16930
OG0010471	Np003G1438800	AL6G27730
OG0010472	Np003G1438100	AL6G27680
OG0010473	Np003G1436200	AL6G27470
OG0010474	Np003G1435900	AL6G27440
OG0010475	Np003G1434600	AL6G27310
OG0010476	Np003G1432300	AL6G27060
OG0010477	Np003G1431900	AL6G27040
OG0010478	Np003G1430700	AL6G26940
OG0010479	Np006G3416300	AL4G30730
OG0010480	Np003G1423800	AL6G26300
OG0010481	Np003G1423600	AL6G26280
OG0010482	Np003G1419700	AL6G25920
OG0010483	Np002G0777400	AL6G25680
OG0010485	Np003G1416600	AL6G25500
OG0010486	Np003G1416300	AL6G25470
OG0010487	Np003G1415700	AL6G25410
OG0010488	Np005G3066300	AL7G42490
OG0010489	Np003G1412500	AL6G25060
OG0010490	Np003G1407800	AL6G24550
OG0010491	Np003G1406700	AL6G24430
OG0010492	Np003G1406600	AL6G24420
OG0010494	Np003G1405400	AL6G24310
OG0010495	Np003G1405000	AL6G24270
OG0010496	Np003G1403400	AL6G24140
OG0010497	Np003G1402800	AL6G24080
OG0010498	Np003G1399300	AL6G23810
OG0010499	Np003G1399200	AL6G23800
OG0010500	Np003G1396800	AL6G23590
OG0010501	Np003G1395800	AL6G23460
OG0010502	Np003G1616400, Np007G3857100	AL8G28850
OG0010503	Np003G1395300	AL6G23400
OG0010504	Np002G0853100	AL8G19740
OG0010505	Np003G1391400	AL6G23090
OG0010506	Np003G1391000	AL6G23040
OG0010507	Np003G1389900	AL6G22910
OG0010508	Np003G1389600	AL6G22880, AL6G44470
OG0010509	Np003G1385300	AL6G22580
OG0010511	Np003G1384100	AL6G22440
OG0010512	Np003G1382000	AL6G22220
OG0010513	Np003G1381400	AL6G22180
OG0010514	Np003G1380900	AL6G22120
OG0010515	Np003G1377300	AL6G21780
OG0010516	Np003G1373600	AL6G21550
OG0010517	Np003G1372900	AL6G21480
OG0010518	Np003G1372700	AL6G21460
OG0010519	Np003G1367800	AL6G20940
OG0010520	Np003G1367300	AL6G20910
OG0010521	Np003G1366400	AL6G20820
OG0010522	Np003G1363600	AL6G20550
OG0010523	Np003G1360700	AL6G20250
OG0010524	Np003G1359800	AL6G20150
OG0010525	Np003G1358400	AL6G20000
OG0010526	Np003G1357200	AL6G19880
OG0010527	Np003G1355300, Np003G1356100	AL6G19810
OG0010528	Np003G1354900	AL6G19770
OG0010529	Np007G3885800	AL3G42010
OG0010530	Np007G3820700	AL3G35870
OG0010531	Np003G1348800	AL6G18960, AL6G19160, AL487U10020
OG0010532	Np003G1348600	AL6G19130, AL6G18940
OG0010533	Np003G1348100	AL6G18900
OG0010535	Np003G1347100, Np005G2690400	AL6G18850
OG0010536	Np003G1342100	AL6G18390
OG0010537	Np003G1341100	nbis-gene-1485
OG0010538	Np003G1338100	AL6G18140
OG0010539	Np003G1335700	AL6G17920
OG0010540	Np003G1859000	AL6G50010
OG0010541	Np003G1858500	AL6G49990
OG0010542	Np003G1857600	AL6G49940
OG0010543	Np003G1856000	AL6G49810
OG0010544	Np003G1855900	AL6G49790
OG0010545	Np003G1855800	AL6G49780
OG0010546	Np003G1855400	AL6G49750
OG0010547	Np003G1854100	AL1G58800, AL6G49660
OG0010548	Np003G1853700	AL6G49600
OG0010549	Np005G2812000	nbis-gene-1781
OG0010550	Np005G2812500	AL7G28070
OG0010552	Np005G2816400	AL7G28400
OG0010553	Np006G3616500	AL4G20180
OG0010554	Np006G3615900	AL4G20260
OG0010555	Np006G3615300	AL4G20570
OG0010557	Np006G3607700	AL4G21410
OG0010558	Np006G3580500	AL4G22710
OG0010559	Np006G3582000, Np006G3582300, Np006G3581500	AL4G22540
OG0010560	Np006G3583700, Np005G3169400, Np005G3169300	AL4G22480
OG0010561	Np006G3584000, Np006G3584400, Np007G3949000	AL4G22410
OG0010562	Np006G3585300	AL4G22310
OG0010563	Np006G3589700	AL4G21930
OG0010565	Np006G3591700	AL4G21680
OG0010566	Np006G3593200	AL4G21570
OG0010567	Np006G3595900	AL4G23100
OG0010568	Np006G3600100	AL4G23430
OG0010569	Np006G3604100	AL4G23740, AL41U10070
OG0010570	Np006G3604600	AL4G23770
OG0010571	Np008G4281700, Np006G3501700	AL4G24270
OG0010572	Np006G3512300	AL4G24640
OG0010573	Np006G3525800	AL4G25070, AL346U10010
OG0010574	Np006G3475600, Np006G3532400	AL4G25360
OG0010575	Np006G3471200, Np006G3537000	AL4G25580
OG0010576	Np006G3693500	AL4G11410
OG0010577	Np006G3541100, Np006G3489000	AL4G25890
OG0010578	Np006G3541400, Np006G3488700	AL4G25990
OG0010579	Np006G3486900, Np006G3542900	AL4G26070, AL4G26150
OG0010580	Np006G3481700, Np006G3547700	AL4G26400
OG0010581	Np006G3547900, Np006G3481400	AL4G26410
OG0010582	Np006G3552900, Np002G1154400	AL4G26780
OG0010583	Np006G3555100	AL4G26980
OG0010584	Np006G3555800	AL4G27060
OG0010585	Np006G3557400	AL4G27220
OG0010586	Np006G3558700	AL80U10060, AL4G27290
OG0010587	Np006G3560800	AL4G27460, AL103U10050
OG0010588	Np006G3626500	AL4G18960
OG0010589	Np006G3570300	AL4G28000
OG0010590	Np006G3570100	AL4G27990
OG0010591	Np006G3567300	AL4G27810
OG0010592	Np006G3567000	AL4G27780
OG0010593	Np006G3566300	AL125U10030
OG0010594	Np006G3573500	AL4G28290
OG0010595	Np006G3575100	AL4G28400
OG0010596	Np006G3575600	AL4G28470
OG0010597	Np006G3576400	AL120U10010
OG0010598	Np006G3452500, Np009G4319800	AL4G29100
OG0010599	Np001G0412300	AL8G16820
OG0010600	Np005G2604900	AL7G10500
OG0010601	Np001G0411000	AL484U10020, AL8G16680
OG0010602	Np001G0406900	AL8G16250
OG0010603	Np006G3545600, Np001G0401800	AL8G15850
OG0010604	Np003G1850800	AL6G49310
OG0010605	Np003G1851000	AL6G49360
OG0010606	Np003G1851600	AL6G49390
OG0010607	Np003G1852100	AL6G49440
OG0010608	Np003G1852800	AL6G49500
OG0010609	Np004G2002200	AL1G54350
OG0010610	Np004G2003300	AL1G54100
OG0010611	Np004G2003500	AL4G21430, AL1G54090
OG0010612	Np004G2009000	AL1G53470
OG0010613	Np004G2104200	AL1G41160
OG0010614	Np004G2018800	AL1G52870
OG0010615	Np004G2105300	AL1G41230
OG0010616	Np004G2109000	nbis-gene-165
OG0010617	Np004G2111000, Np002G0963900	AL1G41800
OG0010618	Np004G2113500	AL1G42010
OG0010619	Np004G2114400	AL1G42080
OG0010620	Np004G2115300	nbis-gene-168
OG0010621	Np004G2118000	AL1G42750
OG0010622	Np004G2127500	AL1G43460
OG0010623	Np004G2128700	AL1G43510
OG0010624	Np004G2130900	AL1G43700
OG0010625	Np004G2131600	AL1G43790
OG0010626	Np004G2132500	AL1G43890
OG0010627	Np004G2133400	AL1G44000
OG0010628	Np004G2134000	AL1G44030, AL5G33120
OG0010629	Np004G2134100	AL1G44040
OG0010630	Np004G2135400	AL1G44210
OG0010631	Np004G2137500	AL1G44300
OG0010632	Np004G2138900	AL1G44500
OG0010633	Np004G2139000	AL1G44510
OG0010634	Np005G3201700	AL7G47270
OG0010635	Np001G0463300	AL8G38340
OG0010636	Np004G2147200	AL1G45140
OG0010637	Np004G2149300	AL1G45370
OG0010640	Np004G2154200	AL1G49290
OG0010641	Np004G2161500, Np004G2162800	AL1G49460
OG0010642	Np004G2166800, Np004G2167900	AL1G45820
OG0010643	Np004G2168200	AL1G45840
OG0010644	Np004G2173100	AL1G45950
OG0010645	Np004G2173500	AL1G45970
OG0010646	Np004G2175200	AL1G46040
OG0010648	Np004G2197500	AL1G46300
OG0010649	Np004G2051200	AL1G46550
OG0010650	Np004G2052900	AL1G46710
OG0010651	Np002G0916700	AL1G46850
OG0010652	Np004G2055400	AL1G46890
OG0010653	Np004G2055600	AL1G46920
OG0010655	Np001G0251500	AL5G12010
OG0010656	Np001G0251300	AL5G12030
OG0010657	Np006G3280300	AL4G41330
OG0010658	Np001G0249300	AL5G12660
OG0010659	Np001G0248900	AL5G12800
OG0010660	Np001G0245700	AL5G13260
OG0010661	Np001G0011000, Np002G0798800	AL8G44730
OG0010662	Np001G0013100	AL8G44620
OG0010663	Np001G0014200	AL8G44550
OG0010664	Np001G0015100	AL8G44440
OG0010665	Np001G0015500	nbis-gene-535, AL8G44390
OG0010666	Np001G0017600, Np006G3678600	AL8G44220
OG0010667	Np001G0018300	AL8G44150
OG0010668	Np001G0018400	AL8G44140
OG0010669	Np001G0018900	AL8G44110
OG0010670	Np001G0021000	AL8G43940
OG0010671	Np001G0021600	AL8G43910
OG0010672	Np001G0022900	AL8G43810
OG0010673	Np003G1768400, Np003G1769200	AL6G42980
OG0010674	Np001G0025300	AL8G43550
OG0010675	Np001G0026300	AL8G43480
OG0010676	Np001G0027600, Np001G0026500, Np001G0026800	AL8G43460
OG0010677	Np001G0028000	AL8G43260
OG0010678	Np004G2307800, Np004G2308100, Np002G0803500	nbis-gene-586, AL1G48880
OG0010679	Np001G0029800	AL8G43070
OG0010680	Np001G0033600	AL8G42760
OG0010681	Np001G0036600	AL8G42550
OG0010682	Np001G0040300	AL8G42230
OG0010683	Np001G0041000	AL8G42170
OG0010684	Np001G0042400	AL8G42040
OG0010685	Np001G0045600	AL8G41730
OG0010686	Np001G0046900	AL8G41650
OG0010687	Np001G0048200	AL372U10010
OG0010688	Np001G0048400	AL8G41450
OG0010689	Np001G0051000	AL8G41290
OG0010690	Np001G0051700	AL8G41220
OG0010691	Np001G0052800	AL697U10020, AL8G41100
OG0010692	Np001G0053300	AL8G41060
OG0010693	Np001G0053400	AL8G41030
OG0010694	Np001G0054000	AL8G40990
OG0010695	Np001G0059200	AL8G40520
OG0010696	Np001G0060500	AL8G40460
OG0010698	Np001G0070100	AL8G39690
OG0010699	Np001G0083500, Np001G0084000, Np001G0071600	AL8G39500
OG0010700	Np001G0072400	AL8G39420
OG0010701	Np001G0075900	AL8G39070
OG0010702	Np001G0077700	AL8G38940
OG0010703	Np001G0087400	AL8G38520
OG0010704	Np001G0088700	AL8G38370
OG0010705	Np001G0092900	AL8G38050
OG0010706	Np001G0099400	AL8G37420
OG0010707	Np001G0102600	AL6G34400
OG0010708	Np001G0103100	AL6G34450
OG0010709	Np001G0103200	AL6G34460
OG0010710	Np001G0062000, Np001G0081600, Np001G0061800	AL8G28390, AL8G28400
OG0010711	Np001G0105200	AL6G34670
OG0010712	Np001G0107200	AL6G34840
OG0010713	Np003G1305300	AL6G15400
OG0010714	Np001G0110100	AL6G35200
OG0010715	Np001G0111800	AL6G35340
OG0010716	Np001G0111900	AL6G35350
OG0010717	Np001G0112500	AL6G35460
OG0010718	Np001G0112900, Np001G0113000	AL6G35490
OG0010719	Np001G0113800	nbis-gene-1561
OG0010720	Np001G0117900	AL6G36030
OG0010721	Np001G0118000	AL6G36040
OG0010722	Np001G0118600	AL6G36120
OG0010723	Np001G0118800	AL6G36160
OG0010724	Np001G0119900	AL6G36290
OG0010725	Np001G0121800	AL6G36550
OG0010726	Np001G0131400	AL6G37330
OG0010727	Np001G0131900	AL7G50060, AL6G37410
OG0010728	Np001G0132200	AL6G37430
OG0010729	Np007G3886100	AL3G42040
OG0010730	Np001G0135100	AL6G37820
OG0010731	Np001G0135200	AL6G37830
OG0010732	Np003G1475200	AL6G31010
OG0010733	Np003G1473300	AL6G30860
OG0010734	Np003G1477200	AL6G31140
OG0010735	Np003G1479100	AL6G31350
OG0010737	Np003G1482900	AL6G31600
OG0010738	Np003G1483000	AL6G31610
OG0010739	Np003G1483100	AL6G31620
OG0010740	Np003G1483500	AL6G31660
OG0010741	Np003G1484200	AL6G31730
OG0010742	Np003G1486000	AL6G31870
OG0010743	Np003G1488700	AL6G32140
OG0010744	Np003G1489900	AL6G32250
OG0010745	Np003G1490500	AL6G32290
OG0010746	Np003G1492800	AL6G32490
OG0010748	Np003G1497700	AL6G32800
OG0010749	Np003G1498100	AL6G32860
OG0010750	Np003G1498300	AL6G32870
OG0010751	Np003G1498800	AL6G32910
OG0010752	Np003G1499600	AL6G32970
OG0010753	Np003G1503100	AL6G33290
OG0010754	Np003G1503700	AL6G33340
OG0010755	Np003G1505200	AL6G33450
OG0010756	Np003G1505800	AL6G33510
OG0010757	Np003G1506200	AL6G33520
OG0010758	Np003G1506400	AL6G33540
OG0010759	Np003G1506900	AL6G33610
OG0010760	Np003G1509400	AL6G33900
OG0010761	Np003G1514100	AL8G37350
OG0010762	Np003G1517700	AL8G37080
OG0010763	Np003G1518400	AL8G37050
OG0010764	Np003G1519000	AL8G13380, AL8G36980
OG0010765	Np006G3316600	AL4G38250
OG0010766	Np003G1528000	AL8G36110
OG0010767	Np003G1528500	AL8G36050
OG0010768	Np003G1530200	AL8G35950
OG0010769	Np003G1528400, Np003G1530300	AL8G35940
OG0010770	Np003G1530700	AL8G35900
OG0010771	Np003G1530800	AL658U10010, AL8G35890
OG0010772	Np003G1535500	AL8G35480
OG0010773	Np003G1536800	AL8G35400
OG0010774	Np006G3510300, Np003G1537400	AL8G35340
OG0010775	Np003G1539800	AL279U10010, AL8G35100
OG0010776	Np003G1540800	AL8G35020
OG0010777	Np003G1541100	nbis-gene-2172
OG0010778	Np003G1546300	AL8G34480
OG0010779	Np003G1547400	AL8G34370
OG0010780	Np003G1547500	AL8G34360
OG0010781	Np003G1547600	AL8G34350
OG0010782	Np003G1548300	AL8G34290
OG0010783	Np003G1549500	AL8G34200
OG0010784	Np003G1550600	AL8G34100
OG0010785	Np003G1550300	AL8G34130
OG0010786	Np003G1550400	AL8G34120
OG0010787	Np003G1550800	AL8G34080
OG0010788	Np003G1551800	AL8G33960
OG0010789	Np003G1552600	AL8G33870
OG0010790	Np003G1553300	AL8G33830
OG0010791	Np003G1553600	AL8G33800
OG0010792	Np003G1554500	AL8G33750
OG0010793	Np003G1559600	AL8G33420
OG0010794	Np003G1563100	AL8G33180, AL161U10040
OG0010795	Np003G1567900	AL52U10020, AL8G32790
OG0010796	Np003G1571600	nbis-gene-2156
OG0010797	Np003G1571900	AL8G32570
OG0010798	Np003G1573600	AL8G32440
OG0010799	Np003G1576100	AL8G32210
OG0010800	Np003G1582600	AL8G31810
OG0010801	Np003G1583100	AL8G31760
OG0010802	Np003G1584200	AL8G31630
OG0010803	Np003G1592700	AL8G31300
OG0010804	Np003G1592900	AL8G31280
OG0010805	Np003G1594000	AL8G31170
OG0010806	Np002G0824800	AL2G32110
OG0010808	Np003G1600400	AL8G30940
OG0010809	Np003G1604600	AL8G30680
OG0010811	Np003G1607200	nbis-gene-2138
OG0010812	Np003G1609300	AL8G30380
OG0010813	Np001G0499200	AL5G28580
OG0010814	Np001G0497700	AL5G28480
OG0010815	Np001G0494900	AL5G28330
OG0010816	Np003G1620200	AL8G29110
OG0010817	Np003G1622700	AL8G29260
OG0010818	Np003G1623900	AL8G29400
OG0010819	Np003G1627000	AL8G29710
OG0010820	Np003G1868700	AL6G50850
OG0010821	Np003G1751500	AL6G41310
OG0010822	Np003G1866200	AL6G50600
OG0010823	Np003G1864900	AL6G50500
OG0010824	Np003G1864600	AL6G50490
OG0010825	Np003G1862400	AL6G50350
OG0010826	Np003G1862200	AL6G50320
OG0010827	Np003G1861900	AL6G50280
OG0010828	Np003G1331700	AL6G17510
OG0010829	Np003G1329400	AL6G17370
OG0010830	Np004G2093800	AL1G40060
OG0010831	Np003G1327300	AL6G17170
OG0010833	Np003G1326900	AL6G17130
OG0010834	Np003G1326300	AL6G17070
OG0010835	Np003G1325400, Np003G1309600	AL6G16940
OG0010836	Np003G1322600, Np003G1322000	AL6G16670
OG0010837	Np003G1316000	AL6G16280
OG0010838	Np003G1315700	AL6G16240
OG0010839	Np003G1314500	AL6G16100
OG0010840	Np003G1314100	AL6G16070
OG0010841	Np003G1305800	AL6G15460
OG0010842	Np003G1305200	AL6G15390
OG0010843	Np003G1305100	AL6G15380
OG0010844	Np003G1304100	AL6G15280
OG0010846	Np003G1298800	AL6G14900
OG0010847	Np003G1297500	AL6G14710
OG0010848	Np003G1297100	AL6G14650
OG0010849	Np003G1294500	AL6G14460
OG0010850	Np006G3663500	AL4G14250
OG0010851	Np003G1290900	AL6G14110
OG0010852	Np004G2269500	AL1G38870
OG0010853	Np003G1289200	AL6G13960
OG0010854	Np003G1284000	AL6G13470
OG0010855	Np003G1282400	AL6G13310
OG0010856	Np003G1282000	AL6G14790, AL6G13270
OG0010857	Np003G1280700, Np007G4126400	AL6G13140
OG0010858	Np003G1276500, Np003G1278600	AL6G12750
OG0010859	Np003G1274400	AL6G12570
OG0010860	Np003G1274200	AL6G12560
OG0010861	Np003G1272500	AL6G12400
OG0010862	Np003G1269800	AL6G12030
OG0010863	Np003G1269100	AL6G11950
OG0010864	Np003G1268200	AL6G11850
OG0010865	Np003G1267800	AL6G11800
OG0010866	Np003G1264400	AL6G11480
OG0010867	Np003G1263100	AL6G11400
OG0010868	Np003G1262600	AL6G11370
OG0010869	Np003G1261200	AL6G11210
OG0010870	Np003G1258500	AL428U10020, AL8G17250, AL6G11080
OG0010871	Np003G1258300	AL6G11040, AL6G14050
OG0010872	Np003G1257200	AL6G10900
OG0010873	Np003G1256600	AL6G10830
OG0010874	Np003G1252800	AL6G10430
OG0010875	Np007G3768200	AL6G10200
OG0010876	Np003G1249900	AL6G10130
OG0010877	Np003G1249100	AL6G10070
OG0010879	Np005G3180300	AL7G49210
OG0010880	Np005G3185900	AL7G48600
OG0010881	Np005G3189800	AL7G48280, AL7G48350
OG0010882	Np005G3193200	AL7G48080
OG0010883	Np005G3194300	AL7G48000
OG0010884	Np005G3196600	AL7G47820
OG0010886	Np005G3202400	AL7G47060
OG0010887	Np002G0701800	AL2G41720
OG0010888	Np002G0701000	AL2G41800
OG0010889	Np002G0700700	AL2G41830, AL2G41840
OG0010890	Np002G0707500	AL2G41180
OG0010891	Np002G0708400	AL2G41080
OG0010892	Np002G0712100	AL2G40750
OG0010893	Np002G0714000	AL2G40570
OG0010894	Np002G0717600	AL2G40300
OG0010895	Np002G0722800	AL2G39970
OG0010896	Np002G0726800	AL2G39490
OG0010897	Np001G0462300	AL5G25410
OG0010898	Np002G0731700	AL2G39060
OG0010900	Np002G0734600	AL2G38770
OG0010901	Np002G0735600	AL2G38630, AL60U10010
OG0010902	Np002G0736200, Np002G0736600	AL2G38580
OG0010903	Np002G0738400	AL2G38400
OG0010904	Np002G0739100	AL2G38360
OG0010905	Np002G0743200	AL2G38100, AL2G38140
OG0010906	Np002G0745300	AL2G37950
OG0010907	Np002G0747300	AL2G37810
OG0010908	Np002G0749800	AL2G37630
OG0010909	Np002G0750000	AL2G37610
OG0010910	Np002G0751900	AL2G37440
OG0010911	Np002G0754300	AL2G37260
OG0010912	Np002G0761800	AL2G36720
OG0010914	Np001G0431900	AL5G20890
OG0010915	Np001G0485600, Np003G1598200, Np002G0767000	AL2G36360
OG0010916	Np006G3662900	AL4G14350, AL4G14370
OG0010917	Np001G0186700	AL2G36100
OG0010918	Np004G2576400	AL1G12190
OG0010919	Np002G0776400	AL2G35680
OG0010920	Np002G0781200	AL2G35250
OG0010921	Np002G0783500	AL2G35060
OG0010922	Np002G0784100	AL2G35020
OG0010923	Np007G3758200	AL3G50430
OG0010924	Np007G3758100	AL3G50440
OG0010925	Np007G3756500	AL3G50620
OG0010926	Np007G3960500	AL3G32700
OG0010927	Np003G1631000	AL8G29890
OG0010928	Np001G0472400	AL5G26750
OG0010929	Np001G0473200	AL5G26790
OG0010930	Np004G1900400	AL1G64610
OG0010931	Np004G1902400	AL1G64350
OG0010932	Np004G1912600	AL1G63340
OG0010933	Np004G1919800	AL1G62810
OG0010934	Np004G2022500	AL1G52570
OG0010935	Np004G1925200	AL1G62390
OG0010936	Np004G1926500	AL1G62310, AL1G21270
OG0010937	Np004G1928400	AL1G62070
OG0010938	Np004G1928800	AL1G62030
OG0010939	Np004G1933800	AL1G61580
OG0010940	Np006G3626400	AL4G18970
OG0010941	Np004G1934600	AL1G61520
OG0010942	Np006G3395700	AL4G32220
OG0010943	Np006G3395000	AL4G32310
OG0010944	Np006G3394900	AL4G32320
OG0010945	Np006G3391900	AL4G32550
OG0010946	Np006G3391100	AL4G32650, nbis-gene-627
OG0010947	Np006G3387400	AL4G32820
OG0010948	Np001G0447400	AL5G23540
OG0010949	Np001G0446000	AL5G23350
OG0010950	Np001G0441400	AL5G22600
OG0010951	Np001G0190100	AL5G19080
OG0010952	Np005G3094400	AL7G43640
OG0010953	Np005G3104400	AL7G44570
OG0010954	Np003G1646700	AL8G27450
OG0010955	Np003G1737400	AL8G24180
OG0010956	Np003G1743800	AL8G23910
OG0010957	Np005G3095500	nbis-gene-1881
OG0010958	Np005G3083600	AL9U10790
OG0010959	Np005G3086700	AL9U10380
OG0010961	Np005G3066600	AL7G42550
OG0010962	Np005G3064000	AL7G42420
OG0010963	Np002G1086000, Np007G3898600	AL3G43890
OG0010964	Np005G3059500	AL7G42140
OG0010965	Np005G3058100	AL7G42010, AL7G42020
OG0010966	Np005G3061300	AL7G42240
OG0010967	Np005G3048400	AL7G41520
OG0010968	Np005G3042000	AL7G41080
OG0010969	Np005G3146700	AL7G51410
OG0010970	Np005G3038700	AL7G40900
OG0010971	Np001G0223400	AL5G15360
OG0010972	Np005G3034700	AL7G40500
OG0010973	Np005G3034000	AL7G40410
OG0010974	Np005G3029700	AL7G40110
OG0010975	Np005G3024900, Np001G0337100	AL7G39840
OG0010976	Np004G2333200	AL1G35040
OG0010977	Np003G1745800	AL8G23850
OG0010978	Np005G3017200	AL7G39380
OG0010979	Np005G3016200	AL7G39330
OG0010980	Np005G3019000	AL7G39430
OG0010981	Np002G0816800	AL2G32720
OG0010982	Np002G0814400	AL2G32910
OG0010983	Np002G0814300	AL2G32920
OG0010984	Np002G0812100	AL2G33150
OG0010985	Np002G0811200	AL2G33200
OG0010986	Np002G0810100	AL2G33310
OG0010987	Np002G0809600	AL2G33340
OG0010988	Np002G0808100	AL2G33450
OG0010989	Np006G3398800	AL4G31990
OG0010990	Np002G0802400	AL2G33620
OG0010991	Np002G0802100	AL2G33650
OG0010992	Np002G0801800	AL2G33680
OG0010994	Np002G0807500	AL2G33810
OG0010995	Np002G0796200	AL2G34050
OG0010996	Np002G0794900	AL2G34120
OG0010997	Np002G0793200	AL2G34240
OG0010998	Np002G0792200	AL2G34330
OG0010999	Np002G0792100	AL2G34340
OG0011001	Np002G0788100	AL2G34730
OG0011002	Np002G0788200	AL2G34740
OG0011003	Np002G0787600	AL2G34750
OG0011004	Np002G0888800	AL2G27480
OG0011005	Np002G0887800	AL2G27580, AL1G60180
OG0011006	Np002G0876500	AL2G28070
OG0011007	Np002G0876000	AL2G28110
OG0011008	Np002G0875300	AL2G28260
OG0011009	Np002G0874000	AL2G28310
OG0011010	Np005G3095400	AL7G43760
OG0011011	Np005G2760300	AL7G23800
OG0011012	Np005G2758700	AL7G23640
OG0011013	Np005G2758500	AL7G31180, AL7G23630
OG0011014	Np005G2757100	AL7G23470
OG0011015	Np005G2755700	AL7G23380
OG0011016	Np005G2755600	AL7G23370
OG0011017	Np007G3889800	AL3G42530
OG0011019	Np002G1228900	AL2G11530
OG0011020	Np002G1229300	AL2G11450
OG0011021	Np003G1810000, Np002G1231800	AL2G11360
OG0011022	Np002G1233900	AL2G11190
OG0011023	Np002G1234200	AL2G11170
OG0011024	Np002G1234700	AL2G11150
OG0011025	Np005G3163600, Np005G3163900	AL7G50170
OG0011026	Np005G3165800	AL3G46790, AL3G42250
OG0011027	Np005G3167000	AL3G42310
OG0011028	Np006G3415800	AL7G49900
OG0011029	Np005G3167300	AL7G49850
OG0011030	Np005G3167900	AL7G49830
