Orthogroup	Noccaea_praecox	Cardamine_hirsuta
OG0009325	Np006G3418000	CARHR128730
OG0009326	Np006G3417800	CARHR128750
OG0009327	Np006G3416400	CARHR128890
OG0009328	Np006G3413500	CARHR128990
OG0009329	Np006G3413400	CARHR129020
OG0009330	Np006G3411900	CARHR129060
OG0009331	Np006G3408700	CARHR129300
OG0009332	Np006G3407500	CARHR129420
OG0009333	Np006G3406300	CARHR129580
OG0009335	Np006G3401900	CARHR129890
OG0009336	Np006G3400200	CARHR130010
OG0009337	Np006G3399900	CARHR130040
OG0009338	Np006G3399500	CARHR130060
OG0009339	Np005G2899500	CARHR226210
OG0009340	Np005G3075200	CARHR134640, CARHR134650
OG0009341	Np005G2902400	CARHR226010
OG0009342	Np005G2906900	CARHR225770
OG0009343	Np005G2904900	CARHR225860
OG0009344	Np005G2904700, Np005G3027000	CARHR288450, CARHR225840
OG0009345	Np005G2926600	CARHR224810
OG0009346	Np005G2929000	CARHR224680
OG0009347	Np005G2934400	CARHR224530
OG0009348	Np005G2934500	CARHR224520
OG0009349	Np005G2939000	CARHR224370
OG0009350	Np005G2958000	CARHR223890
OG0009351	Np005G2959200	CARHR223850
OG0009352	Np005G2959500	CARHR223830
OG0009353	Np001G0431300	CARHR152450
OG0009354	Np001G0526300	CARHR160530
OG0009355	Np001G0525300	CARHR160470
OG0009356	Np004G2389200	CARHR261670, CARHR017820
OG0009357	Np001G0523900	CARHR160290
OG0009358	Np001G0521700	CARHR160170
OG0009359	Np001G0520600	CARHR160070
OG0009360	Np001G0520400	CARHR160030
OG0009361	Np001G0519700, Np001G0519000	CARHR159950, CARHR159960
OG0009362	Np001G0518700, Np001G0519400	CARHR159930
OG0009363	Np005G2835500	CARHR230810
OG0009364	Np003G1736300	CARHR258380
OG0009365	Np003G1660100	CARHR265330
OG0009366	Np003G1662300, Np003G1664100	CARHR265200
OG0009367	Np003G1674600	CARHR264720
OG0009368	Np003G1845500	CARHR264120
OG0009369	Np001G0431100	CARHR152390
OG0009370	Np007G3801200	CARHR105010
OG0009371	Np007G3795400	CARHR105360
OG0009372	Np007G3781600	CARHR105830
OG0009373	Np007G3780600	CARHR106070
OG0009374	Np007G3780300	CARHR106090
OG0009375	Np007G3775600	CARHR106470
OG0009376	Np007G3768700	CARHR107010
OG0009377	Np001G0686100	CARHR172660
OG0009378	Np007G3761800	CARHR293520
OG0009379	Np007G3761400	CARHR293590
OG0009380	Np005G2828400	CARHR231490
OG0009381	Np005G2829000	CARHR231450
OG0009382	Np005G2831200	CARHR231280
OG0009383	Np005G2830700	CARHR231330, CARHR231320
OG0009384	Np005G2844400	CARHR230070
OG0009385	Np005G2845600	CARHR230040
OG0009386	Np005G2848300	CARHR229680
OG0009387	Np005G2850200	CARHR229500
OG0009388	Np005G2855900	CARHR229230
OG0009389	Np005G2858500	CARHR228960
OG0009390	Np005G3188500	CARHR212680
OG0009391	Np005G2862900, Np004G2027500	CARHR228720
OG0009392	Np005G3199900	CARHR212820
OG0009393	Np005G2887700	CARHR226780
OG0009394	Np005G2885800	CARHR227010
OG0009395	Np005G2884900	CARHR227110
OG0009396	Np005G2883000	CARHR227230
OG0009397	Np005G2882900	CARHR227240
OG0009398	Np005G2882300	CARHR227290
OG0009400	Np004G2392400	CARHR017480, CARHR154100
OG0009401	Np005G2874300	CARHR227660
OG0009402	Np005G2875600	CARHR227780
OG0009403	Np005G2877200	CARHR227920
OG0009404	Np001G0247100	CARHR145700
OG0009405	Np005G2866700	CARHR228190
OG0009406	Np007G3716800	CARHR111430
OG0009407	Np006G3614800	CARHR194620
OG0009408	Np005G3003000, Np001G0686700	CARHR222690
OG0009409	Np005G3000000	CARHR222840
OG0009410	Np005G2994900	CARHR222950
OG0009411	Np005G2994000	CARHR223080, CARHR223070
OG0009412	Np005G2989100	CARHR223160
OG0009413	Np002G1021500, Np005G2987800	CARHR223240
OG0009414	Np005G2963200	CARHR223600
OG0009415	Np005G3194000	CARHR223650
OG0009416	Np007G4251700	CARHR075140
OG0009417	Np007G4249900	CARHR075250
OG0009418	Np007G4249700	CARHR075270
OG0009419	Np007G4247700	CARHR075480
OG0009420	Np007G4246600	CARHR075600, CARHR075590
OG0009421	Np001G0009700	CARHR281040
OG0009422	Np001G0007200	CARHR281280
OG0009423	Np001G0007100	CARHR281290
OG0009424	Np001G0007000	CARHR156560
OG0009425	Np001G0006700	CARHR281310
OG0009426	Np001G0003500	CARHR281520
OG0009427	Np001G0003100	CARHR281570
OG0009428	Np001G0697400	CARHR291690
OG0009429	Np001G0697100	CARHR291710
OG0009430	Np001G0695500	CARHR173420
OG0009431	Np001G0693700	CARHR173270
OG0009432	Np001G0693100	CARHR173210
OG0009433	Np001G0687000	CARHR172760
OG0009434	Np001G0686800	CARHR172730
OG0009435	Np001G0685600	CARHR172620
OG0009436	Np001G0681100	CARHR172320
OG0009437	Np001G0680900	CARHR172290
OG0009438	Np007G4188200	CARHR079780, CARHR079800
OG0009439	Np001G0679300	CARHR172180
OG0009440	Np001G0679100	CARHR172160
OG0009441	Np001G0675700	CARHR171980
OG0009442	Np001G0672100	CARHR171700
OG0009444	Np001G0669700	CARHR171510
OG0009445	Np001G0668900	CARHR171410
OG0009446	Np001G0668300	CARHR171370
OG0009447	Np003G1472000, Np001G0664800	CARHR171060
OG0009448	Np001G0663500	CARHR171000
OG0009449	Np001G0662900	CARHR170930
OG0009450	Np001G0662800	CARHR170920
OG0009451	Np001G0662400	CARHR170860
OG0009452	Np001G0662200	CARHR170810
OG0009453	Np001G0652600	CARHR170260
OG0009454	Np001G0647300	CARHR169870
OG0009455	Np001G0647100	CARHR169850
OG0009456	Np001G0646300	CARHR169730
OG0009457	Np001G0645800	CARHR169680
OG0009458	Np001G0645300	CARHR169640
OG0009459	Np001G0641800	CARHR169330
OG0009460	Np001G0637400	CARHR169180
OG0009461	Np006G3347600, Np001G0636700	CARHR169100
OG0009462	Np001G0635800	CARHR169030
OG0009463	Np001G0634300	CARHR168940
OG0009464	Np001G0633000, Np001G0632800	CARHR168840
OG0009465	Np001G0630300	CARHR168570
OG0009466	Np001G0629800	CARHR168500
OG0009467	Np001G0628000	CARHR168320
OG0009468	Np001G0626500	CARHR168170
OG0009469	Np001G0617200	CARHR119890
OG0009470	Np001G0616600	CARHR167300
OG0009471	Np001G0615700	CARHR167250
OG0009472	Np001G0614100	CARHR167090
OG0009473	Np001G0614000	CARHR167080
OG0009474	Np001G0606900	CARHR166630
OG0009475	Np001G0604500	CARHR166450
OG0009476	Np001G0599300	CARHR166050
OG0009477	Np001G0598200	CARHR165960
OG0009479	Np001G0591000	CARHR165440
OG0009480	Np001G0590300	CARHR165380
OG0009481	Np001G0588500	CARHR165270
OG0009482	Np001G0588300	CARHR165250
OG0009483	Np001G0584400	CARHR164930
OG0009484	Np001G0583900	CARHR164900
OG0009485	Np002G1185700, Np001G0579200	CARHR164690
OG0009486	Np001G0578900	CARHR164640
OG0009487	Np001G0578000	CARHR164600
OG0009488	Np001G0574500	CARHR164270
OG0009489	Np001G0574400	CARHR164260
OG0009490	Np001G0573600	CARHR164190
OG0009491	Np001G0573100	CARHR164140
OG0009492	Np001G0572500	CARHR082370
OG0009493	Np001G0572300	CARHR164060, CARHR164070
OG0009494	Np001G0572000	CARHR164000
OG0009495	Np004G2345600	CARHR021320
OG0009496	Np001G0571300	CARHR163950
OG0009497	Np001G0567700	CARHR163770
OG0009498	Np001G0563300	CARHR163390
OG0009499	Np001G0559900	CARHR163080
OG0009500	Np001G0559800	CARHR163100
OG0009501	Np001G0559700	CARHR163110
OG0009503	Np001G0551000	CARHR162740
OG0009504	Np001G0550900	CARHR162730
OG0009505	Np001G0547300	CARHR162390, CARHR162360
OG0009508	Np003G1636700	CARHR266700
OG0009510	Np003G1638200	CARHR266620
OG0009511	Np003G1638500	CARHR286540, CARHR266580
OG0009512	Np003G1641200	CARHR266480
OG0009513	Np003G1641500	CARHR266390
OG0009514	Np005G3012800	CARHR290740
OG0009515	Np007G3871400	CARHR100640
OG0009516	Np007G3872800	CARHR100800
OG0009518	Np007G3894700	CARHR103410
OG0009519	Np007G3863500	CARHR100350
OG0009520	Np007G3868300	CARHR100410
OG0009521	Np002G0944400, Np002G1014100	CARHR058730
OG0009522	Np002G0927700	CARHR217530
OG0009523	Np002G0920800	CARHR059820
OG0009524	Np002G0919900	CARHR059890
OG0009525	Np002G0919800	CARHR059900
OG0009526	Np002G0913800	CARHR060130
OG0009527	Np002G0912000	CARHR060280
OG0009528	Np002G0903900	CARHR060580, CARHR182750
OG0009529	Np002G0903700	CARHR060620
OG0009530	Np002G0899300	CARHR060780
OG0009531	Np002G0898900	CARHR060800
OG0009532	Np002G0897600	CARHR060880
OG0009533	Np002G0897000	CARHR060920
OG0009534	Np002G0892000	CARHR061220
OG0009535	Np005G3107800	CARHR216560
OG0009536	Np005G3108400	CARHR216490, CARHR257530
OG0009537	Np001G0171000	CARHR182910
OG0009538	Np001G0214800, Np007G3750800	CARHR108490
OG0009539	Np007G3749200	CARHR108620
OG0009540	Np007G3742500	CARHR109220
OG0009541	Np007G3739100	CARHR109520
OG0009542	Np007G3732800	CARHR109960
OG0009543	Np007G3732700	CARHR109970
OG0009544	Np007G3730400	CARHR110150, CARHR110140
OG0009545	Np006G3305400	CARHR136310
OG0009546	Np006G3307500	CARHR136100
OG0009547	Np006G3309800	CARHR135940
OG0009548	Np006G3311000	CARHR135870
OG0009549	Np006G3311400	CARHR135830
OG0009550	Np006G3312600	CARHR135750
OG0009551	Np006G3315200	CARHR135610
OG0009552	Np006G3315400	CARHR135600
OG0009553	Np006G3317500	CARHR135450
OG0009554	Np006G3318100	CARHR135410
OG0009555	Np006G3320300	CARHR135250
OG0009556	Np006G3323700	CARHR135090
OG0009557	Np006G3324200	CARHR135060
OG0009558	Np006G3329200	CARHR134790
OG0009559	Np006G3330200	CARHR134740
OG0009560	Np005G3065000	CARHR134700
OG0009561	Np006G3330700	CARHR134690
OG0009562	Np006G3332700	CARHR134540
OG0009563	Np001G0435700	CARHR108980, CARHR148440
OG0009564	Np006G3336600	CARHR134400
OG0009565	Np006G3337000	CARHR134360
OG0009566	Np006G3337700	CARHR134300, CARHR087370
OG0009567	Np006G3341300	CARHR133980
OG0009568	Np006G3343200	CARHR133890
OG0009569	Np006G3346600	CARHR133610
OG0009570	Np006G3348800	CARHR133500
OG0009571	Np006G3348900	CARHR125840, CARHR133490
OG0009572	Np006G3349800	CARHR133420
OG0009573	Np006G3350000	CARHR133400
OG0009574	Np006G3350200	CARHR133370
OG0009575	Np006G3351700	CARHR133280
OG0009576	Np006G3351800	CARHR133270
OG0009577	Np006G3353500	CARHR133190
OG0009578	Np006G3353600	CARHR133170
OG0009579	Np006G3356300	CARHR132890
OG0009580	Np006G3357900	CARHR132850
OG0009581	Np006G3360500	CARHR132690
OG0009582	Np006G3361400	CARHR132610
OG0009583	Np006G3363100	CARHR132540
OG0009584	Np001G0278400	CARHR143900
OG0009585	Np006G3365400	CARHR132410
OG0009586	Np006G3367300, Np006G3367200	CARHR131750
OG0009587	Np006G3372100	CARHR132160
OG0009588	Np006G3373600	CARHR132180
OG0009589	Np006G3374500	CARHR132230
OG0009590	Np001G0261900	CARHR144680
OG0009591	Np006G3375400	CARHR132260
OG0009592	Np003G1761400	CARHR259970
OG0009593	Np006G3376300	CARHR132340
OG0009594	Np006G3377700	CARHR131640
OG0009595	Np006G3379000	CARHR131550
OG0009596	Np006G3381700	CARHR131400
OG0009597	Np006G3381800	CARHR131390
OG0009598	Np003G1826400	CARHR253650
OG0009599	Np003G1827100	CARHR253590
OG0009600	Np003G1832100	CARHR253300
OG0009601	Np003G1832900	CARHR253070
OG0009602	Np003G1835800	CARHR252900
OG0009603	Np001G0273700	CARHR144010
OG0009604	Np003G1838100	CARHR252690
OG0009605	Np003G1817900	CARHR254160
OG0009606	Np003G1822300	CARHR253880
OG0009607	Np003G1823500	CARHR253810
OG0009608	Np003G1824400	CARHR253780
OG0009610	Np006G3707300	CARHR112170
OG0009611	Np006G3699300, Np006G3699400	CARHR112490
OG0009612	Np006G3700500	CARHR131230
OG0009613	Np006G3703400	CARHR112920
OG0009614	Np006G3696100	CARHR112930
OG0009615	Np006G3672000	CARHR293090
OG0009616	Np006G3666600	CARHR184850
OG0009617	Np006G3667300	CARHR263820, CARHR184800
OG0009618	Np001G0341800, Np006G3659600	CARHR117780
OG0009619	Np006G3641700	CARHR116260
OG0009620	Np006G3644300	CARHR116580
OG0009621	Np006G3625900	CARHR118390
OG0009622	Np006G3626700	CARHR118480
OG0009623	Np006G3627700	CARHR115120
OG0009624	Np006G3624800	CARHR287840
OG0009625	Np005G2819400	CARHR232030
OG0009626	Np004G2030400	CARHR035410
OG0009627	Np003G1576900	CARHR134910
OG0009628	Np002G0874900	CARHR106320
OG0009629	Np004G2048500	CARHR034970
OG0009630	Np004G2043700	CARHR034240
OG0009631	Np004G2040500	CARHR034050
OG0009632	Np004G2240700	CARHR033980
OG0009633	Np004G2087500	CARHR033810
OG0009634	Np004G2069300	CARHR033220
OG0009635	Np004G2064800	CARHR032960
OG0009636	Np003G1774100	CARHR260740
OG0009637	Np003G1774000	CARHR260710
OG0009638	Np003G1757900	CARHR259570
OG0009639	Np003G1754800	CARHR259460
OG0009640	Np003G1783700	CARHR256280
OG0009641	Np003G1787200	CARHR255980
OG0009642	Np003G1787500	CARHR255940
OG0009643	Np003G1788300	CARHR255880
OG0009644	Np003G1794400	CARHR255810
OG0009645	Np003G1814400	CARHR254520
OG0009646	Np003G1471900	CARHR193700
OG0009647	Np003G1472300	CARHR193690
OG0009648	Np001G0139400	CARHR187070
OG0009649	Np001G0139600	CARHR187040
OG0009650	Np001G0140100	CARHR186990
OG0009651	Np001G0141200	CARHR186900
OG0009652	Np001G0143000	CARHR186800
OG0009653	Np006G3674400, Np001G0144600	CARHR186630
OG0009654	Np001G0146000	CARHR186520
OG0009655	Np002G0964400, Np001G0598900	CARHR057990
OG0009656	Np001G0147400	CARHR186260
OG0009657	Np001G0148900	CARHR186140
OG0009658	Np001G0150000	CARHR186060
OG0009659	Np001G0150200	CARHR186040
OG0009660	Np001G0156100	CARHR185090
OG0009661	Np007G3725400	CARHR110500
OG0009662	Np007G3724800	CARHR110580
OG0009663	Np007G3724100	CARHR110680
OG0009664	Np007G3722300	CARHR110800
OG0009665	Np007G3721500	CARHR110890
OG0009666	Np007G3720600	CARHR111020
OG0009667	Np007G3716400	CARHR046100, CARHR111500
OG0009668	Np001G0458800	CARHR154660
OG0009669	Np001G0458700	CARHR154650
OG0009670	Np001G0458600	CARHR154620
OG0009671	Np006G3205500	CARHR143440
OG0009672	Np007G3735600	CARHR143410
OG0009673	Np006G3206300	CARHR143360
OG0009674	Np006G3206800	CARHR143330
OG0009675	Np006G3207400	CARHR143290
OG0009676	Np006G3207600	CARHR143280
OG0009677	Np006G3208200	CARHR143210, CARHR143230
OG0009678	Np006G3210000	CARHR143060
OG0009679	Np006G3224300	CARHR142080
OG0009680	Np006G3224500	CARHR142060
OG0009681	Np006G3226000	CARHR141970
OG0009682	Np006G3227700	CARHR141840
OG0009683	Np005G2784500	CARHR234770
OG0009684	Np006G3227800	CARHR141830
OG0009685	Np006G3227900	CARHR141820
OG0009687	Np004G2025700	CARHR035950
OG0009688	Np006G3230900	CARHR141520
OG0009689	Np006G3231200	CARHR141510
OG0009690	Np006G3232000	CARHR141440
OG0009691	Np006G3233000	CARHR141340
OG0009692	Np006G3233600	CARHR141280
OG0009693	Np006G3237300	CARHR141000
OG0009694	Np006G3238600	CARHR140980
OG0009695	Np006G3238800	CARHR140960
OG0009696	Np006G3240300	CARHR140860
OG0009697	Np006G3242200	CARHR140690
OG0009698	Np006G3242300	CARHR140680
OG0009699	Np006G3244000	CARHR140610
OG0009700	Np006G3246100	CARHR140480
OG0009701	Np006G3246300	CARHR140470
OG0009702	Np006G3246800	CARHR140420
OG0009703	Np006G3247700	CARHR140360
OG0009704	Np006G3248600	CARHR140300
OG0009705	Np006G3248800	CARHR140280
OG0009706	Np006G3253600	CARHR139940
OG0009707	Np006G3257400	CARHR139580
OG0009708	Np006G3259300	CARHR139350
OG0009709	Np006G3259800	CARHR139310
OG0009710	Np006G3264400	CARHR138990
OG0009711	Np006G3269400	CARHR138580
OG0009712	Np006G3270700	CARHR138450
OG0009713	Np006G3271400	CARHR138390
OG0009714	Np006G3271800	CARHR138380
OG0009715	Np006G3275700	CARHR138120
OG0009716	Np006G3275900	CARHR138090
OG0009717	Np006G3277600	CARHR138000
OG0009718	Np006G3278000	CARHR137960
OG0009719	Np001G0343900	CARHR174770
OG0009720	Np006G3279400	CARHR137900
OG0009721	Np006G3283000	CARHR137710
OG0009722	Np006G3283100	CARHR137700
OG0009723	Np006G3286400	CARHR137470
OG0009724	Np006G3286500	CARHR137460
OG0009725	Np006G3287000	CARHR137410
OG0009726	Np006G3287600	CARHR137360
OG0009727	Np006G3297900	CARHR136810
OG0009728	Np006G3296000	CARHR136900
OG0009729	Np006G3295500	CARHR136940
OG0009730	Np006G3301100	CARHR136590
OG0009732	Np001G0335000	CARHR174450
OG0009733	Np007G4243100	CARHR075930
OG0009734	Np007G4237900	CARHR076140
OG0009735	Np007G4235200	CARHR076340
OG0009736	Np007G4234900	CARHR076380
OG0009737	Np007G4233100	CARHR076550
OG0009738	Np007G4232100	CARHR076620
OG0009739	Np007G4229600	CARHR076850
OG0009740	Np007G4228600	CARHR076940
OG0009741	Np007G4225600	CARHR077160
OG0009742	Np007G4225000	CARHR077220
OG0009743	Np007G4224800	CARHR077240
OG0009744	Np007G4221500	CARHR077440
OG0009746	Np007G4213000	CARHR078080
OG0009747	Np007G4211700	CARHR078180
OG0009748	Np007G4207400	CARHR078520
OG0009749	Np007G4205500	CARHR078590
OG0009750	Np007G4204500	CARHR078750
OG0009751	Np007G4204400	CARHR078760, CARHR104900
OG0009752	Np007G4203400	CARHR078840
OG0009753	Np007G4202600	CARHR185270, CARHR078900
OG0009754	Np007G4202300	CARHR078930
OG0009755	Np007G4201800	CARHR078980
OG0009756	Np007G4196400	CARHR079190
OG0009758	Np007G4193700	CARHR079400
OG0009760	Np007G4184800	CARHR080110
OG0009761	Np007G4176400	CARHR080550
OG0009762	Np007G4176200	CARHR080580
OG0009763	Np007G4173800	CARHR080740
OG0009764	Np007G4173300	CARHR080790
OG0009765	Np007G4173200	CARHR080780
OG0009766	Np007G4171400	CARHR080950
OG0009767	Np007G4168800	CARHR081090
OG0009768	Np007G4167000	CARHR081200
OG0009769	Np007G4164200	CARHR081410
OG0009770	Np005G2787500	CARHR234430
OG0009771	Np007G4163000	CARHR081510
OG0009772	Np007G4160300	CARHR081660
OG0009773	Np007G4160000	CARHR081680
OG0009774	Np007G4159700	CARHR081720
OG0009775	Np007G4158600	CARHR081840
OG0009776	Np007G4157500	CARHR081950
OG0009777	Np007G4157400	CARHR081960
OG0009778	Np007G4155800, Np007G4156000	CARHR082000
OG0009779	Np007G4153400	CARHR082210
OG0009780	Np007G4151900	CARHR082330
OG0009781	Np007G4151700	CARHR082350
OG0009782	Np007G4150200	CARHR082480
OG0009783	Np007G4147300	CARHR082680
OG0009784	Np007G4147200	CARHR082690
OG0009785	Np007G4147100	CARHR082700
OG0009786	Np007G4147000	CARHR082710
OG0009787	Np005G2772200	CARHR235540
OG0009789	Np007G4145100	CARHR082800
OG0009790	Np007G4144000	CARHR082920
OG0009791	Np007G4122900, Np007G4138800	CARHR083360
OG0009792	Np007G4137400	CARHR083460
OG0009793	Np007G4135800, Np007G4136000	CARHR083640
OG0009795	Np007G4134500	CARHR083790
OG0009796	Np007G4128200	CARHR084280
OG0009797	Np007G4126100	CARHR084490
OG0009798	Np007G4122200	CARHR084610
OG0009799	Np007G4122100	CARHR084620, CARHR067400
OG0009800	Np007G4119600	CARHR084830
OG0009801	Np007G4117200	CARHR085030
OG0009802	Np007G4116500	CARHR208660
OG0009804	Np007G4114300	CARHR085260
OG0009805	Np007G4111500	CARHR085450
OG0009806	Np007G4110600	CARHR085540
OG0009807	Np007G4109200	CARHR085620
OG0009808	Np007G4103900	CARHR085980
OG0009809	Np007G4103100	CARHR086040
OG0009810	Np007G4097100	CARHR086420
OG0009811	Np007G4096100, Np007G4124700	CARHR086510
OG0009812	Np007G4095800	CARHR086540
OG0009813	Np007G4094000	CARHR086620
OG0009814	Np007G4092800	CARHR086730
OG0009815	Np004G2363900, Np003G1255900, Np007G4092200	CARHR086780
OG0009816	Np007G4091000	CARHR086840
OG0009817	Np007G4090500	CARHR086890
OG0009818	Np007G4088700	CARHR087060
OG0009819	Np006G3405400, Np003G1779600	CARHR261140
OG0009820	Np007G4086600	CARHR087230
OG0009821	Np007G4085400	CARHR087330
OG0009822	Np007G4085200	CARHR087350
OG0009823	Np007G4082700	CARHR087520
OG0009824	Np007G4081900	CARHR087620
OG0009825	Np007G4081700	CARHR087640
OG0009826	Np007G4081600	CARHR087650
OG0009827	Np007G4078800	CARHR087850
OG0009828	Np007G4078300	CARHR087890
OG0009829	Np007G4076900	CARHR087980
OG0009830	Np007G4073800	CARHR088210
OG0009831	Np007G4072600	CARHR088320
OG0009832	Np007G4068000	CARHR088470
OG0009833	Np007G4067900	CARHR088480
OG0009834	Np007G4060700	CARHR088930
OG0009835	Np007G4058800	CARHR089120
OG0009837	Np007G4058100	CARHR089190
OG0009838	Np007G4058000	CARHR089200
OG0009839	Np001G0429600	CARHR284700
OG0009840	Np007G4056800	CARHR089440
OG0009841	Np007G4055600	CARHR089340
OG0009842	Np007G4051600	CARHR089680
OG0009843	Np007G4046600, Np004G2079200	CARHR090080
OG0009844	Np007G4046500	CARHR090090
OG0009845	Np005G2788600	CARHR234350
OG0009846	Np007G4044700	CARHR090240
OG0009847	Np007G4044600	CARHR090250
OG0009848	Np007G4044200	CARHR090280
OG0009849	Np007G4040800, Np007G4041400	CARHR090380
OG0009850	Np007G4031100	CARHR090640
OG0009851	Np007G3900700	CARHR090930
OG0009852	Np007G3903800	CARHR091290
OG0009853	Np007G3904000	CARHR091310
OG0009854	Np007G3904100	CARHR091330
OG0009855	Np007G3904700	CARHR091400
OG0009856	Np007G3906000	CARHR091530
OG0009857	Np007G3907300	CARHR091580, CARHR091590
OG0009858	Np007G3916100	CARHR092110
OG0009859	Np007G3916200	CARHR092120
OG0009860	Np007G3922200	CARHR092480, CARHR115180
OG0009861	Np005G2775200	CARHR235260, CARHR235240, CARHR235250
OG0009862	Np007G3931200	CARHR093160
OG0009863	Np007G3932900	CARHR093230
OG0009864	Np007G3936700	CARHR093370
OG0009865	Np001G0504400, Np001G0504700	CARHR158500
OG0009866	Np007G3940800	CARHR093610
OG0009867	Np007G3941300	CARHR093650
OG0009868	Np001G0256600	CARHR283560
OG0009869	Np007G3943000	CARHR093730
OG0009870	Np007G3943400	CARHR093780
OG0009871	Np007G3945200	CARHR093880
OG0009872	Np007G3945700	CARHR093930
OG0009873	Np007G3946900	CARHR094000
OG0009874	Np007G3947300	CARHR094040, CARHR283750
OG0009875	Np007G3950500	CARHR094200
OG0009876	Np007G3953800	CARHR094380
OG0009877	Np007G3955300	CARHR094430
OG0009878	Np007G3955900	CARHR094490
OG0009879	Np007G3957400	CARHR094520
OG0009880	Np007G3958200	CARHR094560
OG0009881	Np001G0281900	CARHR143720
OG0009882	Np007G3964500	CARHR094920
OG0009883	Np007G3964700	CARHR094940
OG0009884	Np007G3969700	CARHR095110
OG0009885	Np007G3970300	CARHR095130
OG0009886	Np007G3975900	CARHR095370
OG0009887	Np004G2463200, Np004G2463000	CARHR012140
OG0009888	Np007G3978700	CARHR095500
OG0009889	Np007G3989000	CARHR095780
OG0009890	Np007G3989300	CARHR095790
OG0009891	Np007G3991700	CARHR095870
OG0009892	Np007G3993400	CARHR095970
OG0009893	Np007G3803400	CARHR096470
OG0009894	Np007G3806200	CARHR096760
OG0009895	Np005G3149100	CARHR263190
OG0009896	Np005G3144100	CARHR263720
OG0009897	Np006G3656600	CARHR117540
OG0009898	Np005G3138800	CARHR262580, CARHR214100
OG0009899	Np005G3135700	CARHR213930
OG0009900	Np005G3131100	CARHR214480
OG0009901	Np005G3115900	CARHR034680
OG0009902	Np005G3109800	CARHR216220
OG0009903	Np005G3109400	CARHR216390
OG0009904	Np001G0182800	CARHR184350
OG0009905	Np007G3846900	CARHR099390
OG0009906	Np007G3846800	CARHR099380
OG0009907	Np007G3841200	CARHR099060
OG0009908	Np007G3839000	CARHR098880
OG0009909	Np007G3715700	CARHR111600
OG0009910	Np007G3836000	CARHR148840, CARHR098620
OG0009911	Np007G3831700	CARHR098320
OG0009912	Np007G3830100	CARHR098200
OG0009913	Np007G3829600	CARHR098160
OG0009914	Np007G3824800	CARHR097930
OG0009916	Np007G3824000	CARHR097850
OG0009917	Np007G3823800	CARHR097840
OG0009918	Np007G3822900, Np007G3823500	CARHR097810
OG0009919	Np007G3820600	CARHR097670
OG0009920	Np007G3815400	CARHR097430
OG0009921	Np007G3813200, Np007G3813300	CARHR097250
OG0009922	Np005G2733900	CARHR238270
OG0009923	Np005G2734300	CARHR238230
OG0009924	Np004G2254100	CARHR264290
OG0009925	Np005G2742800	CARHR237950
OG0009926	Np005G2744900	CARHR237860
OG0009927	Np002G0954200	CARHR058210
OG0009928	Np002G0868900	CARHR056370
OG0009929	Np002G0985500	CARHR057100
OG0009930	Np006G3617100	CARHR055540
OG0009931	Np003G1468200	CARHR194030
OG0009932	Np003G1467500	CARHR194110
OG0009933	Np001G0161500	CARHR185550
OG0009934	Np001G0158100	CARHR185320
OG0009935	Np001G0158200	CARHR185330
OG0009936	Np001G0158400	CARHR185340
OG0009937	Np001G0169100	CARHR284560
OG0009938	Np001G0169300	CARHR284570
OG0009939	Np003G1730000	CARHR258160
OG0009940	Np001G0541500	CARHR161950
OG0009941	Np001G0540600	CARHR161840
OG0009942	Np001G0539900	CARHR161810
OG0009943	Np001G0539400	CARHR161750
OG0009944	Np001G0537700	CARHR161530
OG0009945	Np001G0532900	CARHR161070
OG0009946	Np001G0531500	CARHR160980
OG0009947	Np001G0530200	CARHR160860
OG0009948	Np001G0529500	CARHR160800
OG0009949	Np004G2598900	CARHR000180
OG0009950	Np004G2598000	CARHR000250
OG0009951	Np004G2597800	CARHR000270
OG0009952	Np004G2031900	CARHR000330, CARHR000320
OG0009953	Np004G2592500	CARHR000700
OG0009954	Np004G2591100	CARHR000770
OG0009955	Np004G2040200	CARHR239400, CARHR034820
OG0009956	Np004G2587400	CARHR001130
OG0009957	Np004G2586700	CARHR001210
OG0009958	Np004G2586000	CARHR001280
OG0009959	Np004G2585300	CARHR001340
OG0009960	Np004G2584400	CARHR001420
OG0009961	Np004G2580700	CARHR001720
OG0009962	Np004G2579600	CARHR001780
OG0009963	Np004G2577000	CARHR002040
OG0009964	Np004G2576900	CARHR002050
OG0009965	Np004G2576300	CARHR002130
OG0009966	Np004G2574100	CARHR002350
OG0009967	Np004G2574000	CARHR002360
OG0009968	Np004G2573300	CARHR002430
OG0009969	Np004G2573100	CARHR002450
OG0009970	Np004G2571900	CARHR002530
OG0009971	Np004G2569700	CARHR002840
OG0009972	Np004G2569000	CARHR002890
OG0009973	Np004G2568000	CARHR002960
OG0009974	Np004G2567900	CARHR002970
OG0009975	Np004G2565400	CARHR003170
OG0009976	Np004G2565000	CARHR003210
OG0009977	Np004G2564000	CARHR003290
OG0009978	Np004G2563300	CARHR003350
OG0009979	Np004G2559800	CARHR003640
OG0009980	Np004G2557900	CARHR003840
OG0009981	Np004G2557500	CARHR003880
OG0009982	Np004G2555800, Np004G2542100, Np004G2554100	CARHR004030
OG0009983	Np004G2555600	CARHR004050
OG0009984	Np004G2555100	CARHR004080
OG0009985	Np004G2554200	CARHR004170
