Orthogroup	Noccaea_praecox	Euclidium_syriacum
OG0007182	Np003G1408300	ESY7_g17678_DN3_SP0_c4.t1
OG0007183	Np003G1406200	ESY7_g17705_DN3_SP3_c0.t1
OG0007184	Np003G1405600	ESY7_g17711_DN3_SP5_c0.t1
OG0007185	Np003G1405500	ESY7_g17713_DN3_SP8_c0.t1
OG0007186	Np003G1404900	ESY7_g17720_DN3_SP8_c0.t1
OG0007187	Np003G1404800	ESY7_g17721_DN3_SP8_c0.t1
OG0007188	Np001G0167700	ESY15_g64381_DN2_SP0_c0.t1
OG0007189	Np003G1403900	ESY7_g17731_DN3_SP5_c0.t1, ESY8_g58920_DN3_SP0_c0.t1
OG0007190	Np003G1403300	ESY7_g17739_DN3_SP0_c0.t1
OG0007191	Np003G1403200	ESY7_g17740_DN3_SP8_c0.t1
OG0007192	Np003G1401200	ESY7_g17765_DN3_SP8_c0.t1
OG0007193	Np003G1400400	ESY7_g18428_DN3_SP8_c0.t1
OG0007194	Np003G1587500	ESY6_g48095_DN3_SP0_c0.t1
OG0007195	Np003G1397500	ESY7_g18399_DN3_SP6_c0.t1
OG0007196	Np003G1397100	ESY7_g18392_DN3_SP8_c0.t1
OG0007197	Np003G1392600	ESY7_g18346_DN3_SP2_c0.t1
OG0007198	Np003G1389800	ESY7_g18299_DN3_SP0_c0.t1
OG0007199	Np003G1388800	ESY7_g18291_DN3_SP8_c0.t1
OG0007200	Np003G1386400	ESY7_g18270_DN2_SP0_c0.t1
OG0007201	Np001G0188200	ESY2_g34584_DN2_SP0_c0.t1
OG0007202	Np005G2643400, Np003G1384700	ESY7_g18243_DN2_SP0_c0.t1
OG0007203	Np003G1381100	ESY7_g18191_DN3_SP8_c0.t1
OG0007204	Np003G1380700	ESY7_g18184_DN3_SP0_c0.t1
OG0007205	Np005G2826400	ESY13_g57255_DN2_SP0_c0.t1
OG0007206	Np003G1379400	ESY7_g18167_DN3_SP8_c0.t1
OG0007207	Np003G1370200	ESY7_g18069_DN3_SP0_c0.t1
OG0007208	Np003G1369300	ESY7_g18061_DN3_SP6_c0.t1
OG0007209	Np001G0179800	ESY18_g63403_DN3_SP0_c0.t1
OG0007210	Np003G1368300	ESY7_g18044_DN3_SP7_c0.t1
OG0007211	Np003G1366100	ESY7_g18004_DN3_SP1_c0.t1
OG0007212	Np003G1364600	ESY7_g17982_DN3_SP6_c0.t1
OG0007213	Np003G1364300	ESY7_g17978_DN3_SP0_c0.t1
OG0007214	Np003G1363200	ESY7_g17961_DN3_SP8_c0.t1
OG0007215	Np003G1360800	ESY7_g17924_DN3_SP7_c0.t1
OG0007216	Np003G1357700	ESY7_g17866_DN3_SP8_c15.t1
OG0007217	Np003G1353800	ESY7_g17811_DN2_SP0_c0.t1
OG0007218	Np003G1351200	ESY7_g17783_DN3_SP0_c0.t1
OG0007219	Np003G1349800	ESY7_g17766_DN3_SP3_c0.t1
OG0007220	Np003G1345900	ESY7_g18673_DN2_SP0_c0.t1
OG0007221	Np003G1343500	ESY7_g18649_DN3_SP8_c0.t1
OG0007222	Np003G1343200	ESY7_g18645_DN2_SP0_c0.t1
OG0007223	Np003G1340500	ESY7_g18612_DN3_SP8_c0.t1
OG0007224	Np003G1859300	ESY8_g58345_DN3_SP0_c0.t1
OG0007225	Np003G1856700	ESY8_g58320_DN3_SP7_c0.t1
OG0007226	Np003G1856600	ESY8_g58319_DN3_SP0_c0.t1
OG0007227	Np003G1854700	ESY8_g58300_DN3_SP8_c0.t1
OG0007228	Np005G2812700	ESY13_g56861_DN3_SP8_c0.t1
OG0007229	Np005G2815500	ESY13_g56940_DN3_SP0_c0.t1
OG0007230	Np005G2818800	ESY13_g57034_DN3_SP0_c29.t1
OG0007231	Np006G3620200	ESY8_g59149_DN3_SP7_c0.t1
OG0007232	Np006G3616000	ESY8_g59107_DN3_SP1_c0.t1
OG0007233	Np006G3613100	ESY8_g59081_DN3_SP0_c0.t1
OG0007234	Np006G3610300	ESY8_g59055_DN3_SP3_c0.t1
OG0007235	Np006G3608200	ESY4_g25524_DN3_SP0_c0.t1
OG0007236	Np006G3606900	ESY8_g59028_DN3_SP1_c0.t1
OG0007237	Np006G3581300	ESY8_g59011_DN3_SP0_c0.t1
OG0007238	Np006G3584900	ESY8_g58994_DN3_SP2_c0.t1
OG0007239	Np006G3590800	ESY8_g58945_DN3_SP8_c0.t1
OG0007240	Np006G3592800	ESY8_g58930_DN1_SP0_c0.t1
OG0007241	Np006G3593400	ESY8_g58925_DN3_SP7_c0.t1
OG0007242	Np006G3596000	ESY8_g58902_DN3_SP3_c0.t1
OG0007243	Np006G3599800	ESY8_g58863_DN3_SP8_c0.t1
OG0007244	Np006G3600200, Np006G3580900	ESY8_g58858_DN3_SP0_c0.t1
OG0007245	Np006G3601200	ESY8_g58832_DN3_SP7_c0.t1
OG0007246	Np006G3601300	ESY8_g58831_DN2_SP4_c0.t1
OG0007247	Np006G3506300	ESY8_g58749_DN3_SP0_c0.t1
OG0007248	Np006G3506500	ESY8_g58748_DN3_SP0_c0.t1
OG0007249	Np006G3517700	ESY8_g58714_DN3_SP0_c0.t1
OG0007250	Np006G3515300	ESY8_g58706_DN3_SP0_c0.t1
OG0007251	Np003G1506600	ESY6_g49013_DN3_SP0_c0.t1
OG0007252	Np006G3477600, Np006G3530500	ESY8_g58660_DN2_SP1_c0.t1
OG0007253	Np006G3473400, Np006G3534000	ESY8_g58614_DN2_SP0_c0.t1
OG0007254	Np006G3542600, Np006G3487600	ESY8_g58504_DN3_SP0_c0.t1
OG0007255	Np006G3542700, Np006G3487400	ESY8_g58510_DN3_SP8_c5.t1
OG0007256	Np006G3546600, Np006G3482800	ESY8_g58526_DN3_SP0_c0.t1
OG0007257	Np006G3551200	ESY8_g58481_DN3_SP2_c0.t1
OG0007258	Np006G3552100	ESY8_g59123_DN3_SP0_c0.t1, ESY8_g58458_DN3_SP7_c0.t1
OG0007259	Np006G3560200	ESY8_g58359_DN2_SP0_c0.t1
OG0007260	Np006G3568500	ESY20_g12681_DN3_SP0_c0.t1
OG0007261	Np006G3566500	ESY20_g13343_DN3_SP0_c0.t1
OG0007262	Np006G3565300	ESY20_g13336_DN3_SP8_c0.t1
OG0007263	Np006G3572000	ESY20_g12711_DN3_SP6_c31.t1
OG0007264	Np006G3574500	ESY20_g12740_DN3_SP0_c0.t1, ESY20_g12741_DN3_SP0_c0.t1, ESY20_g12730_DN3_SP0_c0.t1
OG0007265	Np006G3575200	ESY20_g12744_DN3_SP1_c4.t1
OG0007267	Np006G3576200	ESY20_g12754_DN3_SP0_c0.t1, ESY20_g12753_DN2_SP0_c0.t1
OG0007268	Np006G3576900	ESY20_g12783_DN3_SP8_c0.t1
OG0007269	Np006G3460500, Np009G4310800	ESY20_g12833_DN3_SP0_c0.t1
OG0007270	Np009G4317200, Np006G3456400	ESY20_g12836_DN2_SP0_c0.t1
OG0007271	Np001G0406200	ESY8_g58126_DN3_SP0_c0.t1
OG0007272	Np001G0401600	ESY8_g58198_DN3_SP0_c0.t1
OG0007273	Np005G2811100, Np003G1879800	ESY7_g18642_DN3_SP0_c0.t1
OG0007274	Np005G2809100	ESY13_g56428_DN3_SP7_c0.t1
OG0007275	Np005G2803800	ESY13_g56679_DN3_SP0_c0.t1
OG0007276	Np005G2802800	ESY7_g16215_DN3_SP0_c0.t1
OG0007277	Np001G0378100, Np007G3940000, Np001G0130500, Np004G2009200	ESY4_g22048_DN2_SP3_c0.t1
OG0007278	Np004G2009600	ESY4_g21964_DN3_SP2_c0.t1
OG0007279	Np004G2015900	ESY4_g22236_DN3_SP2_c0.t1
OG0007280	Np004G2010100	ESY4_g22421_DN3_SP1_c0.t1
OG0007281	Np004G2009900	ESY4_g22422_DN3_SP8_c0.t1
OG0007282	Np004G2105400	ESY2_g35209_DN2_SP0_c0.t1
OG0007283	Np004G2107700	ESY4_g22889_DN3_SP8_c0.t1
OG0007284	Np004G2109200	ESY4_g22632_DN3_SP3_c0.t1
OG0007286	Np004G2115500	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1
OG0007287	Np004G2119300	ESY4_g23043_DN3_SP8_c0.t1
OG0007288	Np004G2119500	ESY4_g23045_DN2_SP0_c0.t1
OG0007289	Np004G2120900	ESY4_g23079_DN3_SP0_c0.t1
OG0007290	Np004G2123600	ESY3_g31537_DN3_SP0_c0.t1
OG0007292	Np004G2132900	ESY7_g17761_DN2_SP2_c0.t1
OG0007293	Np004G2135200	ESY4_g23555_DN3_SP0_c0.t1
OG0007294	Np004G2136300	ESY4_g23575_DN3_SP8_c0.t1
OG0007295	Np004G2137100	ESY4_g23638_DN3_SP0_c0.t1
OG0007296	Np004G2138500	ESY4_g23658_DN3_SP8_c0.t1
OG0007297	Np004G2139200	ESY9_g45599_DN3_SP8_c0.t1
OG0007298	Np004G2142900	ESY9_g43242_DN3_SP0_c0.t1
OG0007299	Np004G2144600	ESY16_g62221_DN3_SP8_c0.t1, ESY4_g23779_DN3_SP0_c0.t1
OG0007300	Np004G2147800	ESY16_g62041_DN3_SP0_c0.t1
OG0007301	Np004G2147900	ESY16_g62040_DN2_SP0_c0.t1
OG0007302	Np004G2150000	ESY16_g62016_DN2_SP4_c0.t1
OG0007303	Np004G2155300	ESY16_g61957_DN3_SP0_c0.t1
OG0007304	Np004G2158400	ESY16_g61927_DN3_SP0_c0.t1
OG0007305	Np004G2161000	ESY16_g61905_DN3_SP0_c0.t1
OG0007306	Np006G3403700, Np004G2181800	ESY16_g61765_DN3_SP0_c0.t1
OG0007307	Np004G2193900, Np004G2183500, Np004G2193700	ESY16_g61763_DN3_SP7_c0.t1
OG0007308	Np004G2189400, Np004G2197700	ESY16_g61758_DN3_SP8_c0.t1
OG0007309	Np004G2196500	ESY16_g61743_DN3_SP6_c0.t1
OG0007310	Np004G2052100	ESY16_g61703_DN3_SP7_c0.t1
OG0007311	Np004G2052600	ESY16_g61691_DN3_SP8_c0.t1
OG0007312	Np001G0253200	ESY10_g14372_DN3_SP8_c0.t1
OG0007313	Np001G0249700	ESY10_g14316_DN3_SP8_c0.t1
OG0007314	Np001G0249500	ESY10_g14309_DN3_SP1_c0.t1
OG0007315	Np001G0248700	ESY10_g14294_DN3_SP0_c0.t1
OG0007316	Np001G0247200	ESY10_g14229_DN3_SP3_c0.t1
OG0007317	Np001G0010900	ESY6_g50317_DN3_SP8_c0.t1
OG0007318	Np001G0018800	ESY6_g50379_DN3_SP8_c0.t1
OG0007319	Np001G0020500	ESY6_g50400_DN3_SP0_c0.t1
OG0007320	Np001G0020700	ESY6_g50402_DN3_SP8_c0.t1
OG0007321	Np005G2766800	ESY4_g23940_DN2_SP7_c0.t1
OG0007323	Np001G0026200	ESY6_g50452_DN3_SP0_c22.t1
OG0007324	Np001G0027700	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1
OG0007325	Np001G0027800	ESY6_g50466_DN3_SP8_c0.t1
OG0007326	Np001G0030100	ESY6_g50496_DN3_SP8_c0.t1
OG0007327	Np001G0031600	ESY6_g50510_DN2_SP0_c0.t1
OG0007328	Np001G0032200	ESY6_g50515_DN3_SP8_c0.t1
OG0007329	Np001G0036000	ESY6_g50554_DN3_SP8_c0.t1
OG0007330	Np001G0039800, Np007G4195300	ESY6_g50613_DN3_SP8_c0.t1
OG0007331	Np001G0040100	ESY6_g50615_DN3_SP6_c0.t1
OG0007332	Np001G0041700	ESY6_g50632_DN3_SP8_c0.t1
OG0007333	Np001G0043200	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1
OG0007334	Np006G3318900, Np006G3318800, Np004G2588400, Np004G2588300	ESY7_g17872_DN3_SP0_c0.t1, ESY6_g50663_DN2_SP0_c5.t1, ESY6_g49342_DN1_SP0_c0.t1, ESY6_g49341_DN2_SP0_c0.t1, ESY6_g50664_DN1_SP0_c0.t1
OG0007335	Np001G0044700	ESY6_g50678_DN3_SP0_c0.t1
OG0007336	Np001G0045000	ESY6_g50680_DN3_SP0_c0.t1
OG0007337	Np001G0045400	ESY6_g50689_DN3_SP0_c0.t1
OG0007338	Np001G0046100	ESY6_g50695_DN3_SP0_c0.t1
OG0007339	Np001G0049100	ESY6_g50722_DN3_SP8_c0.t1
OG0007340	Np001G0051300	ESY6_g50738_DN3_SP0_c0.t1
OG0007341	Np001G0051500	ESY6_g49595_DN3_SP8_c0.t1
OG0007342	Np001G0052400	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1
OG0007343	Np001G0053200	ESY6_g49619_DN3_SP8_c0.t1
OG0007344	Np001G0053800	ESY6_g49623_DN3_SP7_c0.t1
OG0007345	Np001G0064200	ESY6_g49726_DN3_SP7_c0.t1
OG0007346	Np001G0064700	ESY6_g49728_DN3_SP2_c0.t1
OG0007347	Np002G1231700, Np001G0065200	ESY6_g49744_DN3_SP8_c0.t1
OG0007348	Np001G0065400	ESY6_g49745_DN3_SP0_c0.t1
OG0007349	Np001G0065800	ESY6_g49750_DN3_SP0_c0.t1
OG0007350	Np001G0069300	ESY6_g49822_DN3_SP0_c0.t1
OG0007351	Np001G0073500	ESY6_g49361_DN3_SP0_c0.t1
OG0007352	Np001G0073600	ESY6_g49362_DN3_SP0_c0.t1
OG0007353	Np001G0075700	ESY6_g49379_DN3_SP5_c11.t1
OG0007354	Np001G0085000	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1
OG0007355	Np005G3068200	ESY27_g13584_DN3_SP0_c0.t1
OG0007356	Np001G0088400	ESY6_g49470_DN3_SP0_c0.t1
OG0007357	Np001G0089200	ESY6_g49477_DN3_SP0_c0.t1
OG0007358	Np001G0089500	ESY6_g49482_DN3_SP0_c0.t1
OG0007359	Np001G0090200	ESY6_g49485_DN3_SP8_c7.t1, ESY24_g32911_DN2_SP0_c0.t1
OG0007360	Np001G0093300	ESY6_g49521_DN2_SP0_c0.t1
OG0007361	Np001G0096900	ESY6_g49565_DN3_SP0_c0.t1
OG0007362	Np001G0098100	ESY6_g49580_DN3_SP3_c0.t1
OG0007363	Np001G0098200	ESY6_g49582_DN3_SP8_c0.t1
OG0007364	Np001G0101000	ESY6_g50204_DN3_SP0_c0.t1
OG0007365	Np001G0107500	ESY7_g19082_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1, ESY7_g19083_DN3_SP0_c0.t1
OG0007366	Np001G0108500	ESY6_g50142_DN3_SP0_c0.t1
OG0007367	Np001G0109400	ESY6_g50136_DN3_SP7_c0.t1
OG0007368	Np001G0110500	ESY6_g50125_DN3_SP0_c0.t1
OG0007369	Np001G0113700	ESY6_g50096_DN3_SP2_c0.t1
OG0007370	Np001G0114500	ESY6_g50089_DN3_SP6_c0.t1
OG0007371	Np001G0116600, Np002G0990100	ESY6_g50072_DN3_SP3_c0.t1
OG0007372	Np001G0118100	ESY6_g50055_DN3_SP1_c0.t1
OG0007374	Np001G0119500	ESY6_g50040_DN3_SP0_c0.t1
OG0007375	Np001G0119600	ESY22_g40786_DN3_SP0_c0.t1, ESY6_g50038_DN3_SP0_c0.t1
OG0007376	Np001G0120000	ESY6_g50033_DN3_SP0_c10.t1
OG0007378	Np001G0123300	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1
OG0007379	Np001G0123400	ESY6_g49996_DN3_SP0_c0.t1
OG0007380	Np001G0128400	ESY6_g49968_DN3_SP0_c0.t1
OG0007381	Np001G0131000	ESY6_g49955_DN2_SP0_c0.t1
OG0007382	Np001G0131500	ESY6_g49950_DN3_SP1_c0.t1
OG0007383	Np001G0133500	ESY6_g49933_DN3_SP8_c0.t1
OG0007384	Np003G1473600	ESY6_g49874_DN3_SP0_c0.t1
OG0007385	Np003G1473100, Np002G0766100	ESY6_g49868_DN3_SP5_c0.t1
OG0007386	Np003G1477700	ESY6_g49849_DN3_SP8_c0.t1
OG0007387	Np003G1477800	ESY6_g49848_DN3_SP8_c0.t1
OG0007390	Np003G1479600	ESY6_g49288_DN3_SP0_c0.t1
OG0007391	Np003G1481800	ESY6_g49277_DN3_SP7_c0.t1, ESY1_g5972_DN3_SP0_c0.t1
OG0007392	Np003G1483400	ESY6_g49249_DN3_SP0_c0.t1
OG0007393	Np003G1483900	ESY6_g49243_DN3_SP7_c0.t1
OG0007394	Np003G1487900	ESY6_g49194_DN3_SP8_c0.t1
OG0007395	Np003G1490600	ESY6_g49170_DN3_SP0_c0.t1
OG0007396	Np003G1492200	ESY6_g49156_DN3_SP0_c0.t1
OG0007397	Np003G1492900	ESY6_g49152_DN3_SP4_c0.t1
OG0007398	Np003G1493500	ESY6_g49148_DN3_SP0_c0.t1
OG0007399	Np003G1497400	ESY6_g49126_DN3_SP0_c0.t1
OG0007400	Np003G1498700	ESY6_g49108_DN3_SP1_c0.t1
OG0007401	Np003G1499400	ESY6_g49086_DN3_SP7_c0.t1
OG0007402	Np003G1505400	ESY6_g49025_DN3_SP2_c0.t1
OG0007404	Np003G1508600	ESY6_g49001_DN3_SP0_c4.t1
OG0007405	Np003G1509000	ESY6_g48997_DN3_SP6_c0.t1
OG0007406	Np003G1512000	ESY6_g48971_DN3_SP3_c0.t1
OG0007407	Np003G1513700	ESY6_g48959_DN3_SP8_c0.t1
OG0007408	Np003G1514700	ESY6_g48951_DN2_SP0_c0.t1
OG0007409	Np003G1517500	ESY6_g48932_DN3_SP0_c0.t1, ESY6_g48933_DN3_SP1_c0.t1
OG0007410	Np004G1995200	ESY2_g38023_DN3_SP8_c0.t1
OG0007411	Np003G1522200	ESY6_g48866_DN3_SP0_c0.t1
OG0007412	Np003G1680500	ESY6_g46452_DN3_SP8_c0.t1
OG0007413	Np003G1523000	ESY6_g48857_DN3_SP2_c0.t1
OG0007414	Np003G1523300	ESY6_g48854_DN3_SP8_c0.t1
OG0007415	Np006G3409700	ESY9_g43862_DN3_SP0_c0.t1
OG0007416	Np003G1526600	ESY6_g48814_DN3_SP8_c0.t1
OG0007417	Np003G1531800	ESY6_g48710_DN2_SP0_c0.t1
OG0007419	Np003G1535900	ESY6_g48678_DN3_SP1_c0.t1
OG0007420	Np003G1537100	ESY6_g48664_DN3_SP0_c0.t1
OG0007421	Np003G1539100	ESY6_g48650_DN3_SP8_c0.t1
OG0007422	Np003G1540500	ESY6_g48639_DN3_SP4_c0.t1
OG0007423	Np003G1541300	ESY6_g48632_DN3_SP8_c0.t1
OG0007424	Np003G1544000	ESY6_g48598_DN3_SP4_c0.t1
OG0007425	Np003G1544500	ESY6_g48597_DN3_SP0_c0.t1
OG0007426	Np003G1545200, Np007G3965500	ESY6_g48590_DN3_SP7_c0.t1
OG0007427	Np003G1550500	ESY6_g48541_DN3_SP5_c0.t1
OG0007428	Np003G1552200	ESY6_g48519_DN3_SP7_c0.t1
OG0007429	Np003G1552400	ESY6_g48517_DN3_SP0_c0.t1
OG0007430	Np003G1552700	ESY6_g48513_DN3_SP1_c0.t1
OG0007431	Np003G1555900, Np003G1556400	ESY6_g48480_DN2_SP4_c0.t1
OG0007432	Np003G1559900	ESY6_g48434_DN1_SP2_c0.t1
OG0007433	Np003G1724500	ESY11_g54649_DN3_SP0_c0.t1
OG0007434	Np003G1566000	ESY8_g58143_DN3_SP0_c0.t1, ESY6_g48364_DN3_SP3_c0.t1
OG0007435	Np003G1565600	ESY6_g48367_DN3_SP7_c0.t1
OG0007436	Np003G1564500	ESY6_g48381_DN3_SP8_c0.t1
OG0007437	Np003G1564300, Np003G1564400	ESY6_g48382_DN3_SP0_c0.t1
OG0007438	Np003G1563800	ESY6_g48397_DN3_SP5_c0.t1
OG0007439	Np003G1568700	ESY4_g22208_DN1_SP0_c0.t1
OG0007440	Np003G1574900	ESY6_g48263_DN3_SP8_c0.t1
OG0007441	Np003G1582500	ESY6_g48169_DN3_SP8_c0.t1
OG0007442	Np003G1583300	ESY6_g48161_DN3_SP7_c0.t1
OG0007443	Np003G1586400	ESY6_g48110_DN3_SP8_c6.t1
OG0007444	Np005G2761500	ESY4_g24130_DN3_SP0_c14.t1
OG0007445	Np003G1594100	ESY6_g48066_DN3_SP0_c0.t1
OG0007446	Np003G1606200	ESY6_g47982_DN2_SP0_c0.t1
OG0007447	Np003G1607000	ESY6_g47973_DN3_SP1_c0.t1
OG0007448	Np003G1609100	ESY6_g47966_DN3_SP0_c0.t1
OG0007449	Np001G0506200	ESY1_g9690_DN3_SP2_c0.t1
OG0007451	Np001G0494100	ESY1_g9304_DN3_SP4_c0.t1
OG0007452	Np003G1622400	ESY6_g47601_DN3_SP7_c0.t1
OG0007453	Np003G1624900	ESY6_g47625_DN3_SP8_c0.t1
OG0007454	Np003G1625000	ESY6_g47626_DN3_SP8_c0.t1
OG0007455	Np003G1868600	ESY20_g13218_DN3_SP8_c0.t1
OG0007456	Np003G1821000	ESY20_g13221_DN3_SP4_c10.t1
OG0007457	Np003G1862100	ESY20_g13296_DN3_SP0_c0.t1
OG0007458	Np003G1860500	ESY20_g13313_DN3_SP7_c0.t1, ESY3_g28745_DN2_SP0_c0.t1
OG0007460	Np003G1332400	ESY7_g18517_DN3_SP7_c0.t1
OG0007461	Np003G1330500	ESY7_g18510_DN3_SP0_c0.t1
OG0007462	Np003G1327400	ESY7_g18481_DN3_SP8_c17.t1
OG0007463	Np003G1323800	ESY7_g18716_DN3_SP3_c0.t1
OG0007464	Np003G1320600	ESY7_g18748_DN2_SP0_c0.t1
OG0007465	Np003G1495700, Np003G1320400	ESY7_g18751_DN1_SP0_c0.t1
OG0007466	Np003G1316900	ESY7_g18771_DN3_SP8_c13.t1
OG0007467	Np003G1309900	ESY7_g18854_DN3_SP4_c0.t1
OG0007468	Np003G1306500	ESY7_g18886_DN3_SP0_c0.t1
OG0007469	Np003G1300900	ESY7_g18948_DN3_SP0_c0.t1
OG0007470	Np003G1300500	ESY7_g18952_DN3_SP0_c0.t1
OG0007471	Np003G1294600	ESY7_g19020_DN3_SP0_c0.t1
OG0007472	Np003G1292000	ESY7_g19073_DN3_SP0_c0.t1
OG0007473	Np003G1288300	ESY7_g19111_DN3_SP6_c0.t1
OG0007474	Np003G1286800	ESY7_g19154_DN3_SP0_c0.t1
OG0007475	Np003G1285300, Np007G4121200	ESY3_g31052_DN3_SP0_c0.t1
OG0007476	Np003G1284100	ESY7_g19203_DN3_SP5_c0.t1
OG0007477	Np003G1283100	ESY7_g19215_DN2_SP7_c0.t1, ESY12_g51687_DN3_SP1_c0.t1
OG0007478	Np003G1279900	ESY7_g19276_DN3_SP0_c0.t1
OG0007479	Np003G1276400	ESY7_g19318_DN3_SP8_c0.t1
OG0007480	Np004G1995500	ESY7_g19320_DN3_SP7_c0.t1
OG0007482	Np003G1273300	ESY7_g19375_DN3_SP0_c0.t1
OG0007483	Np003G1273000	ESY7_g19377_DN3_SP4_c0.t1
OG0007484	Np003G1272200	ESY7_g19394_DN3_SP0_c0.t1
OG0007485	Np003G1269500	ESY7_g19446_DN2_SP0_c0.t1
OG0007486	Np007G4132600	ESY3_g30960_DN3_SP0_c0.t1
OG0007486	Np003G1269000	ESY7_g19453_DN3_SP0_c0.t1
OG0007487	Np003G1267700	ESY7_g19471_DN3_SP2_c0.t1
OG0007488	Np003G1266000	ESY7_g19492_DN3_SP0_c0.t1
OG0007489	Np003G1266100	ESY7_g19491_DN3_SP0_c0.t1
OG0007490	Np003G1266300	ESY7_g19489_DN3_SP5_c0.t1
OG0007491	Np003G1267000	ESY7_g19483_DN1_SP0_c0.t1
OG0007492	Np003G1264200	ESY7_g19522_DN3_SP0_c0.t1
OG0007493	Np003G1260400	ESY7_g19558_DN1_SP0_c0.t1
OG0007494	Np003G1260300	ESY1_g11192_DN2_SP0_c0.t1, ESY7_g19559_DN3_SP2_c0.t1
OG0007495	Np003G1257700	ESY7_g19576_DN3_SP8_c0.t1
OG0007496	Np001G0354500, Np004G2056000	ESY7_g19581_DN3_SP0_c0.t1
OG0007497	Np003G1256300	ESY7_g19593_DN3_SP8_c0.t1
OG0007498	Np003G1250500	ESY7_g19657_DN3_SP0_c0.t1
OG0007499	Np005G3187600	ESY8_g60149_DN3_SP8_c0.t1
OG0007500	Np005G3200400	ESY8_g60021_DN3_SP7_c0.t1
OG0007501	Np005G3201300	ESY8_g60003_DN3_SP0_c0.t1
OG0007502	Np005G3202600	ESY8_g59982_DN3_SP8_c0.t1
OG0007503	Np002G0702300	ESY2_g36482_DN3_SP6_c0.t1
OG0007504	Np002G0709900	ESY18_g63338_DN3_SP0_c0.t1, ESY2_g36592_DN3_SP0_c0.t1
OG0007505	Np002G0710400	ESY18_g63332_DN2_SP0_c0.t1
OG0007506	Np002G1205800	ESY2_g36606_DN3_SP8_c0.t1
OG0007507	Np002G0711900	ESY5_g2977_DN3_SP0_c0.t1
OG0007508	Np002G0712700	ESY2_g36624_DN3_SP4_c0.t1, ESY5_g2982_DN3_SP0_c22.t1
OG0007509	Np002G0716200	ESY2_g36653_DN3_SP7_c11.t1
OG0007510	Np002G0717200	ESY2_g36665_DN3_SP8_c0.t1
OG0007511	Np003G1749700	ESY2_g35015_DN2_SP0_c0.t1
OG0007512	Np002G0723700	ESY2_g36754_DN3_SP0_c0.t1
OG0007513	Np002G0725800	ESY2_g36779_DN3_SP2_c0.t1
OG0007514	Np002G0726500	ESY2_g36784_DN3_SP0_c0.t1
OG0007515	Np002G0726600	ESY2_g36795_DN3_SP8_c0.t1
OG0007516	Np002G0726900	ESY2_g36798_DN3_SP0_c0.t1
OG0007517	Np002G0727100	ESY2_g36800_DN3_SP7_c0.t1
OG0007518	Np002G0730100	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1
OG0007519	Np002G0731300	ESY2_g36137_DN3_SP1_c0.t1
OG0007520	Np002G0731400	ESY2_g36136_DN3_SP1_c0.t1
OG0007521	Np002G0732100, Np006G3450100	ESY2_g36123_DN3_SP7_c0.t1
OG0007522	Np002G0735500	ESY2_g35023_DN3_SP5_c0.t1
OG0007523	Np002G0737900	ESY2_g35040_DN3_SP0_c0.t1
OG0007524	Np002G0739400	ESY2_g35052_DN3_SP0_c0.t1
OG0007525	Np002G0744300	ESY2_g35078_DN3_SP0_c0.t1
OG0007526	Np002G0744600	ESY2_g35084_DN1_SP0_c0.t1
OG0007527	Np002G0747100	ESY2_g34599_DN3_SP0_c0.t1
OG0007528	Np002G0749400	ESY2_g34614_DN3_SP7_c0.t1
OG0007529	Np002G0752000	ESY2_g34640_DN3_SP0_c9.t1
OG0007530	Np002G0752700	ESY2_g34647_DN3_SP0_c0.t1
OG0007531	Np002G0753000	ESY2_g34650_DN3_SP0_c0.t1
OG0007532	Np002G0754000	ESY2_g34657_DN3_SP0_c0.t1, ESY4_g24741_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1
OG0007533	Np002G0757000	ESY2_g34684_DN3_SP8_c0.t1
OG0007534	Np002G0759100	ESY2_g34697_DN3_SP0_c0.t1
OG0007535	Np002G0767600	ESY2_g34765_DN3_SP0_c0.t1
OG0007536	Np002G0770000	ESY2_g34794_DN3_SP0_c0.t1
OG0007537	Np002G0770200	ESY2_g34796_DN3_SP0_c0.t1
OG0007538	Np002G0771200	ESY2_g34808_DN3_SP2_c0.t1
OG0007539	Np002G0774000	ESY2_g34826_DN1_SP0_c0.t1
OG0007540	Np002G0774100	ESY2_g34827_DN3_SP4_c0.t1
OG0007541	Np002G0776700	ESY2_g36077_DN3_SP0_c0.t1
OG0007542	Np001G0193400	ESY2_g34535_DN3_SP4_c0.t1
OG0007543	Np002G0782500	ESY2_g35996_DN3_SP7_c0.t1
