Orthogroup	Noccaea_praecox	Arabidopsis_thaliana
OG0011262	Np005G2752100	AT4G29380.1
OG0011263	Np001G0643700	AT3G59100.1
OG0011264	Np001G0643100	AT3G59060.2
OG0011265	Np001G0642800	AT3G59040.2
OG0011266	Np001G0642400	AT3G59010.1
OG0011267	Np001G0435900	AT3G43720.1
OG0011268	Np001G0635000	AT3G58600.1
OG0011269	Np001G0634600	AT3G58570.1
OG0011270	Np001G0628900	AT3G58070.1
OG0011271	Np001G0617400	AT3G57190.1
OG0011272	Np003G1788500	AT4G10750.1
OG0011273	Np001G0616400	AT4G29910.2
OG0011274	Np002G0889500	AT1G68540.1
OG0011275	Np001G0613400	AT3G56880.1
OG0011276	Np001G0613500	AT3G56870.1
OG0011277	Np001G0613100	AT3G56840.1
OG0011278	Np001G0613000	AT3G56830.1
OG0011279	Np006G3308200	AT3G56640.1
OG0011280	Np001G0608100	AT3G56600.1
OG0011281	Np001G0607700	AT3G56580.1
OG0011282	Np001G0604900	AT3G56330.1
OG0011283	Np001G0604600	AT3G56310.1
OG0011284	Np001G0601300	AT3G56120.1
OG0011285	Np001G0601200	AT3G56110.1
OG0011286	Np001G0599700	AT3G55990.1
OG0011287	Np001G0598500	AT3G55880.2
OG0011288	Np001G0596500	AT3G55730.1
OG0011289	Np001G0596400	AT3G55720.1
OG0011291	Np001G0595400	AT3G55660.1
OG0011292	Np001G0594100	AT3G55580.1
OG0011293	Np001G0588200	AT3G55240.1
OG0011294	Np001G0586300	AT3G55070.1
OG0011295	Np001G0585800	AT3G55050.1
OG0011296	Np001G0583000	AT3G54840.1
OG0011297	Np001G0580600	AT3G54820.1
OG0011298	Np001G0579800	AT3G54790.1
OG0011299	Np001G0578300	AT3G54690.1
OG0011300	Np001G0577800	AT3G54660.1
OG0011301	Np001G0577700	AT3G54650.1
OG0011302	Np001G0577200	AT3G54610.1
OG0011303	Np001G0575700	AT3G54490.1
OG0011304	Np001G0575600	AT3G54480.1
OG0011305	Np001G0575100	AT3G54430.1
OG0011306	Np001G0573000	AT3G54210.1
OG0011307	Np002G0912700	AT1G67620.1
OG0011308	Np001G0570200, Np001G0569800	AT3G54010.1
OG0011309	Np001G0569200	AT3G53980.1
OG0011310	Np001G0568100	AT3G53920.1
OG0011311	Np001G0564000	AT3G53570.1
OG0011312	Np001G0563400	AT3G53500.2
OG0011313	Np001G0563000	AT3G53470.2
OG0011314	Np001G0558900, Np001G0555100	AT3G53140.1
OG0011315	Np001G0552100	AT3G52940.1
OG0011316	Np001G0551300	AT3G52900.1
OG0011317	Np001G0549400	AT3G52730.2
OG0011318	Np001G0548500	AT5G28390.1, AT3G52660.1
OG0011319	Np003G1625200	AT5G54280.2
OG0011320	Np003G1620300	AT5G53980.1
OG0011321	Np003G1617800	AT5G53890.1
OG0011322	Np003G1616800	AT5G53830.1
OG0011323	Np003G1614300	AT5G53750.1
OG0011324	Np003G1637600	AT5G53520.1
OG0011325	Np003G1641400	AT5G53340.1
OG0011326	Np003G1643500	AT5G53220.1
OG0011327	Np005G3012500	AT4G16140.2
OG0011328	Np007G3873900	AT3G24650.1
OG0011329	Np007G3874400	AT3G24740.1
OG0011330	Np007G3875200	AT3G24770.1
OG0011331	Np007G3876500	AT3G25050.1
OG0011332	Np007G3877700	AT3G25110.1
OG0011333	Np007G3878700	AT3G25190.1
OG0011334	Np007G3881300	AT3G25470.1
OG0011335	Np007G3881900	AT2G04137.1
OG0011336	Np007G3884400, Np007G3884300	AT2G04160.1
OG0011337	Np007G3884500	AT2G04220.1
OG0011338	Np007G3887800	AT2G04740.1
OG0011339	Np007G3892400	AT2G05620.1
OG0011340	Np007G4131400, Np007G4005100	AT2G06990.1
OG0011341	Np002G0944500	AT1G66670.1
OG0011342	Np002G0939500	AT1G66840.1
OG0011343	Np002G0937600	AT1G66900.1
OG0011344	Np002G0933000	AT1G67070.1
OG0011345	Np002G0921100	AT1G67320.3
OG0011346	Np002G0912200	AT1G67660.1
OG0011347	Np002G0911800	AT1G67700.2
OG0011349	Np002G0905100	AT1G67930.1
OG0011350	Np004G2095000	AT1G24625.1
OG0011351	Np002G0905000	AT1G67960.1
OG0011352	Np002G0899800	AT1G68070.1
OG0011353	Np002G0898700	AT1G68150.1
OG0011354	Np002G0894500, Np002G0893100	AT1G68400.1
OG0011355	Np002G0891700	AT1G68460.1
OG0011356	Np002G0890300	AT1G68500.1
OG0011357	Np001G0172800	AT5G48657.5
OG0011358	Np007G3750400	AT2G18030.1
OG0011359	Np007G3750200	AT2G18050.1
OG0011360	Np007G3749700	AT2G18090.1
OG0011361	Np007G3747500	AT2G18230.1
OG0011362	Np007G3747300	AT2G18245.1
OG0011363	Np007G3746300	AT2G18350.1
OG0011364	Np007G3746000	AT2G18380.1
OG0011365	Np007G3744800	AT2G18470.1
OG0011366	Np007G3743400	AT2G18550.1
OG0011367	Np007G3742100	AT2G18670.1
OG0011368	Np007G3740200	AT2G18890.1
OG0011369	Np007G3740000	AT2G18910.1
OG0011370	Np007G3739000	AT2G19010.2
OG0011371	Np007G3738500	AT2G19090.1
OG0011373	Np007G3733700	AT2G19460.2
OG0011374	Np007G3733100	AT2G19500.1
OG0011375	Np007G3731100	AT2G19640.2
OG0011376	Np007G3728600	AT2G19790.1
OG0011377	Np007G3728500	AT2G19800.1
OG0011378	Np006G3305100	AT2G41250.1
OG0011379	Np006G3308100	AT2G40935.1
OG0011380	Np006G3309300	AT2G40880.1
OG0011381	Np006G3309500	AT2G40850.1
OG0011382	Np006G3309700	AT2G40830.1
OG0011383	Np006G3311800	AT2G40690.1
OG0011384	Np006G3317300	AT2G40380.1
OG0011385	Np006G3317700	AT2G40340.6
OG0011386	Np006G3320700	AT2G40190.1
OG0011387	Np006G3326000	AT2G40000.1
OG0011388	Np006G3327300	AT2G39970.1
OG0011389	Np006G3332400	AT2G39710.1
OG0011390	Np003G1665000	AT5G52170.2
OG0011391	Np006G3340900	AT2G39260.1
OG0011392	Np006G3343900	AT2G39060.1
OG0011394	Np006G3345300	AT2G38970.1
OG0011395	Np006G3346200	AT2G38920.1
OG0011397	Np005G3186700	AT5G41020.1
OG0011398	Np006G3353200	AT2G38510.1
OG0011399	Np006G3590400, Np004G1927100	AT2G26470.1
OG0011400	Np006G3354800	AT2G38420.1
OG0011401	Np006G3355600	AT2G38360.1
OG0011402	Np007G3890900	AT4G13500.1, AT2G05310.1
OG0011403	Np006G3359100	AT2G38152.1
OG0011404	Np006G3360900	AT2G38080.1
OG0011405	Np006G3361000	AT2G38070.1
OG0011406	Np006G3362100	AT2G38000.1
OG0011407	Np006G3364600, Np004G2123200, Np006G3364900	AT2G37920.1
OG0011408	Np006G3369100	AT2G37650.1
OG0011409	Np006G3370200	AT2G37560.1
OG0011410	Np006G3376100	AT2G37260.1
OG0011411	Np006G3377600	AT2G37150.3
OG0011412	Np006G3380700	AT2G36990.1
OG0011413	Np003G1829500	AT4G03820.4
OG0011414	Np003G1833000	AT4G04370.1
OG0011415	Np003G1838000	AT4G04870.1
OG0011416	Np003G1838600	AT4G04885.1
OG0011417	Np003G1839500	AT4G04920.1
OG0011418	Np003G1817800	AT4G12060.1
OG0011420	Np002G1246000, Np003G1816300	AT4G11980.1
OG0011422	Np003G1815700	AT4G11910.1
OG0011423	Np003G1821300	AT4G12250.1
OG0011424	Np006G3710500	AT2G21160.1
OG0011425	Np006G3710400	AT2G21170.1
OG0011426	Np006G3705200	AT2G21500.1
OG0011427	Np006G3701100	AT2G21660.1
OG0011428	Np006G3701500	AT2G21720.2
OG0011429	Np006G3693700	AT2G22090.2
OG0011430	Np006G3693200	AT2G22122.1
OG0011431	Np006G3681200	AT2G22860.1
OG0011432	Np006G3667600	AT2G23740.2
OG0011433	Np006G3660100	AT2G24270.2
OG0011434	Np006G3640600	AT2G25320.3
OG0011435	Np006G3640000	AT2G25420.4
OG0011436	Np006G3643700	AT2G25190.1
OG0011437	Np006G3647400	AT2G24960.1
OG0011438	Np006G3657900	AT2G24370.1
OG0011439	Np004G2100200	AT1G27390.1
OG0011440	Np004G2100300	AT1G27385.4
OG0011441	Np004G2031700	AT1G43700.1
OG0011442	Np004G2025800	AT1G44446.1
OG0011443	Np004G2025400	AT1G44750.1
OG0011444	Np004G2025300	AT1G44760.2
OG0011445	Np004G2049200	AT1G36940.2
OG0011446	Np004G2049000	AT1G36390.1
OG0011447	Np005G2704900	AT4G32320.1
OG0011448	Np004G2041200	AT1G35180.1, AT1G35170.1
OG0011449	Np004G2040800	AT1G34790.1
OG0011450	Np004G2086700	AT1G34270.1
OG0011451	Np004G2086600	AT1G34260.1
OG0011452	Np004G2084300	AT1G34110.1
OG0011453	Np004G2068600	AT1G33780.1
OG0011454	Np004G2067900	AT1G33700.1
OG0011455	Np004G2064300	AT1G33480.1
OG0011456	Np004G2062900	AT1G33360.1
OG0011457	Np003G1773700, Np001G0315100	AT4G09680.1
OG0011458	Np003G1754400	AT4G08320.2
OG0011459	Np003G1760400	AT4G08920.1
OG0011460	Np003G1762500, Np002G1176300	AT4G09010.3
OG0011461	Np003G1778800	AT4G10030.1
OG0011462	Np003G1784100	AT4G10440.1
OG0011463	Np003G1787300	AT4G10620.1
OG0011464	Np003G1788600, Np003G1793500	AT4G10760.1
OG0011465	Np003G1795800	AT4G10840.1
OG0011466	Np003G1799800	AT4G11110.1
OG0011467	Np003G1804300, Np003G1804600	AT4G11400.1
OG0011468	Np003G1805400	AT4G11410.1
OG0011469	Np003G1469600	AT5G19080.1
OG0011470	Np003G1470400	AT5G19150.1
OG0011471	Np003G1471400	AT5G19210.2
OG0011472	Np003G1472800	AT5G19320.1
OG0011473	Np001G0140200	AT5G26731.1
OG0011475	Np001G0148500	AT5G27650.1
OG0011476	Np001G0149900	AT5G27460.1
OG0011477	Np001G0150500	AT5G27420.1
OG0011478	Np001G0152500	AT5G27270.1
OG0011479	Np001G0152700	AT5G27240.1
OG0011480	Np001G0154600	AT5G27970.2
OG0011481	Np001G0156300	AT5G28300.1
OG0011482	Np007G3725100	AT2G20050.1
OG0011483	Np007G3723900	AT2G20190.1
OG0011484	Np007G3722900	AT2G20250.2
OG0011485	Np007G3721400	AT2G20370.1
OG0011486	Np003G1843700	AT5G51140.2
OG0011487	Np007G3720400	AT2G20480.1
OG0011488	Np007G3719400	AT2G20562.1
OG0011489	Np007G3719100	AT2G20570.2
OG0011490	Np007G3718100	AT2G20670.1
OG0011491	Np007G3716100	AT2G20830.2
OG0011492	Np003G1778300	AT2G48140.1
OG0011493	Np006G3204100	AT2G48120.1
OG0011494	Np006G3204800	AT2G48090.2
OG0011495	Np001G0651400	AT2G47990.1
OG0011496	Np006G3209500	AT2G47730.1
OG0011497	Np006G3210400	AT2G47620.1
OG0011498	Np006G3212000	AT2G47500.1
OG0011499	Np006G3212500	AT2G47470.1
OG0011500	Np006G3214100	AT2G47390.1
OG0011501	Np006G3214400	AT2G47360.1
OG0011502	Np005G3062000	AT2G47300.2
OG0011503	Np006G3218300, Np004G2414600	AT2G47140.1
OG0011504	Np006G3238100, Np006G3220500	AT2G46980.2
OG0011505	Np006G3223800	AT2G46770.1
OG0011506	Np006G3225800	AT2G46650.1
OG0011507	Np006G3226800	AT2G46550.1
OG0011508	Np004G1992900	AT2G46200.1
OG0011509	Np006G3232100	AT2G46150.1
OG0011510	Np006G3235500	AT2G45890.1
OG0011511	Np006G3235800	AT2G45870.1
OG0011512	Np006G3236700	AT2G45770.1
OG0011513	Np006G3240200	AT2G45650.1
OG0011514	Np006G3242700	AT2G45460.3
OG0011515	Np006G3244600	AT2G45360.1
OG0011516	Np006G3254400	AT2G44640.1
OG0011517	Np006G3256000	AT2G44520.1
OG0011518	Np006G3261900, Np006G3261800	AT2G44000.1
OG0011519	Np006G3262200	AT2G43970.1
OG0011520	Np006G3264800	AT2G43760.1
OG0011521	Np006G3264900	AT2G43750.1
OG0011522	Np006G3273000	AT2G43210.1
OG0011524	Np006G3274900	AT2G43120.2
OG0011525	Np006G3275000	AT2G43110.1
OG0011526	Np006G3275400	AT2G43080.1
OG0011527	Np006G3275600	AT2G43060.1
OG0011528	Np006G3277500	AT2G42950.1
OG0011529	Np006G3278300	AT2G42910.1
OG0011530	Np003G1440600	AT2G20800.1
OG0011531	Np006G3281100	AT2G42710.1
OG0011533	Np006G3290400	AT2G42070.1
OG0011534	Np006G3297800	AT2G41720.1
OG0011535	Np006G3296900	AT2G41750.1
OG0011536	Np006G3296700	AT2G41760.1
OG0011537	Np006G3295900	AT2G41830.1
OG0011538	Np006G3299200, Np006G3299500, Np006G3298600	AT2G41640.1
OG0011539	Np006G3299800	AT2G41600.7
OG0011540	Np006G3300100	AT2G41540.1
OG0011541	Np006G3300200	AT2G41530.1
OG0011542	Np006G3301000	AT2G41480.1
OG0011543	Np006G3301900	AT2G41410.1
OG0011544	Np001G0310700	AT5G47390.1
OG0011547	Np001G0169900	AT5G47360.1
OG0011548	Np006G3649800, Np001G0332100	AT5G47090.1
OG0011549	Np007G4244900	AT3G01250.1
OG0011550	Np007G4243600	AT3G01160.1
OG0011551	Np007G4243500	AT3G01150.1
OG0011552	Np007G4240900	AT3G01050.1
OG0011553	Np007G4238300	AT3G02150.2
OG0011554	Np007G4236800	AT3G02260.1
OG0011555	Np007G4230100	AT3G02810.1
OG0011556	Np007G4225500	AT3G03130.1
OG0011557	Np007G4224900	AT3G03210.1
OG0011558	Np007G4218500	AT3G03610.4
OG0011559	Np007G4217200	AT3G03660.3
OG0011560	Np007G4216000	AT3G03760.1
OG0011561	Np007G4215400	AT3G03800.1
OG0011562	Np007G4214400, Np007G4212300	AT3G04020.1
OG0011563	Np007G4208900	AT3G04160.2
OG0011564	Np007G4208700	AT3G04240.1
OG0011565	Np007G4207900	AT3G04290.1
OG0011566	Np007G4205300	AT3G04480.1
OG0011567	Np007G4202500	AT3G04680.1
OG0011568	Np007G4202200	AT3G04710.3
OG0011569	Np007G4200100	AT3G04820.1
OG0011571	Np007G4192600	AT3G05180.1
OG0011572	Np007G4189200	AT3G05390.1
OG0011573	Np007G4185600	AT3G05600.1
OG0011574	Np007G4184700	AT3G05675.1
OG0011575	Np007G4184100	AT3G05690.2
OG0011576	Np002G0870000	AT1G69430.1
OG0011577	Np007G4124100, Np007G4179900	AT3G05850.1
OG0011578	Np007G4176100	AT3G06080.2
OG0011579	Np007G4172300	AT3G06370.3
OG0011580	Np007G4169200	AT3G06510.2
OG0011581	Np007G4164000	AT3G06810.1
OG0011582	Np007G4163200, Np001G0700400	AT3G06880.4
OG0011583	Np007G4162900	AT3G06910.1
OG0011584	Np007G4162100	AT3G06980.1
OG0011585	Np001G0314700, Np007G4158400	AT3G07210.1
OG0011586	Np007G4146100	AT3G08000.1
OG0011587	Np007G4145000	AT3G08505.1
OG0011588	Np007G4142800	AT3G08760.1
OG0011589	Np002G0877000, Np007G4142300	AT3G08780.1
OG0011590	Np007G4139800	AT3G08950.1
OG0011591	Np007G4136100, Np007G4135900	AT3G09270.1
OG0011592	Np007G4135100	AT3G09320.1
OG0011593	Np007G4134300	AT3G09430.1
OG0011594	Np007G4133900	AT3G09470.2
OG0011595	Np007G4131300, Np007G4005500	AT3G09670.1
OG0011596	Np007G4127800	AT3G09870.1
OG0011597	Np007G4127600	AT3G09890.1
OG0011598	Np007G4127000	AT3G09925.1
OG0011599	Np007G4121900	AT3G10160.1
OG0011600	Np007G4120600	AT3G10260.3
OG0011601	Np007G4120100	AT3G10310.2
OG0011602	Np007G4118400	AT3G10440.1
OG0011603	Np007G4114700	AT3G10650.1
OG0011604	Np007G4113500	AT3G10730.1
OG0011605	Np007G4110500	AT3G10970.1
OG0011606	Np007G4108600	AT3G11110.1
OG0011607	Np007G4105200	AT3G11330.1
OG0011608	Np004G2186700, Np007G4102800	AT3G11520.1
OG0011609	Np007G4100600	AT3G11670.1
OG0011610	Np007G4097000	AT3G11900.1
OG0011611	Np007G4096700	AT3G11920.1
OG0011612	Np007G4096000	AT3G11964.2
OG0011613	Np007G4093600	AT3G12090.1
OG0011614	Np007G4092900	AT3G12145.1
OG0011615	Np007G4092300	AT3G12200.2
OG0011616	Np007G4090300	AT3G12380.2
OG0011617	Np007G4089500	AT3G12490.2
OG0011618	Np007G4088100	AT3G12610.1
OG0011619	Np007G4086500	AT3G12720.1
OG0011620	Np007G4083900	AT3G12930.1
OG0011621	Np007G4080100	AT3G13140.1
OG0011622	Np007G4079700	AT3G13175.1
OG0011623	Np007G4078900	AT3G13224.2
OG0011624	Np007G4078700	AT3G13225.2
OG0011625	Np007G4066000	AT3G13800.1
OG0011626	Np002G0856900	AT1G70190.1
OG0011627	Np007G4062900	AT3G14020.1
OG0011628	Np007G4059700	AT3G14180.1
OG0011629	Np007G4057900	AT3G14280.1
OG0011630	Np007G4056600	AT3G14360.1
OG0011631	Np007G4053700	AT3G14560.1
OG0011632	Np007G4051900	AT3G14720.1
OG0011633	Np006G3239500, Np007G4049300	AT3G14910.1
OG0011634	Np007G4048200	AT3G14980.1
OG0011635	Np007G4047000	AT3G15070.1
OG0011636	Np007G4045500	AT3G15180.2
OG0011637	Np007G4042500	AT3G15350.1
OG0011638	Np007G4035300	AT3G15530.1
OG0011639	Np007G3900100	AT3G15780.1
OG0011640	Np007G3900300	AT3G15800.1
OG0011642	Np007G3903400	AT3G16070.1
OG0011643	Np007G3904900	AT3G16230.1
OG0011644	Np007G3907200	AT3G16360.2
OG0011645	Np007G3915700	AT3G16840.2
OG0011646	Np007G3916800	AT3G16890.1
OG0011647	Np007G3928600	AT3G17660.2
OG0011648	Np007G3946200	AT3G17940.1
OG0011649	Np007G3939700	AT3G18200.2
OG0011650	Np007G3940400	AT3G18230.1
OG0011651	Np007G3940900	AT3G18270.1
OG0011652	Np007G3942700	AT3G18360.1
OG0011653	Np007G3943100	AT3G18390.1
OG0011654	Np007G3945300	AT3G18520.2
OG0011655	Np007G3947000	AT3G18630.1, AT2G10550.1
OG0011656	Np007G3949100	AT3G18730.1
OG0011658	Np001G0278200	AT2G01410.1
OG0011659	Np007G3952700	AT3G18930.1
OG0011660	Np007G3952800	AT3G18940.1
OG0011661	Np007G3958800	AT3G19184.2
OG0011662	Np007G3963800	AT3G19420.1
OG0011663	Np007G3964600	AT3G19508.1
OG0011664	Np007G3970800	AT3G19680.1
OG0011665	Np007G3976900	AT3G19910.1
OG0011666	Np007G3993500, Np003G1430900	AT3G20330.1
OG0011667	Np007G3996500	AT3G20390.2
OG0011669	Np007G3811400	AT3G21215.1
OG0011670	Np007G3812000	AT3G21260.3
OG0011671	Np003G1649700	AT5G52880.1
OG0011672	Np005G3158600	AT5G39680.1
OG0011673	Np005G3158400	AT5G39660.1
OG0011674	Np005G3155400	AT5G39500.1
OG0011675	Np005G3154600	AT5G39420.1
OG0011676	Np005G3154200	AT5G39400.1
OG0011677	Np005G3144200	AT5G38895.3
OG0011678	Np005G3143300	AT5G38840.1
OG0011679	Np005G3140400	AT5G38720.2
OG0011680	Np005G3138600, Np003G1376300	AT5G38640.1
OG0011681	Np005G3135200	AT5G38510.1
OG0011682	Np005G3125200	AT5G37790.1
OG0011683	Np005G3115600	AT5G37370.1
OG0011684	Np005G3111700	AT5G37010.1
OG0011685	Np005G3111300	AT5G36960.1
OG0011686	Np001G0181700	AT5G47920.1
OG0011687	Np007G3854100	AT3G23740.1
OG0011688	Np007G3849200	AT3G23590.1
OG0011689	Np007G3848800	AT3G23570.1
OG0011690	Np007G3843200	AT3G23210.1
OG0011691	Np007G3842800	AT3G23175.1
OG0011693	Np007G3840700	AT1G61410.1
OG0011693	Np007G3840600	AT3G23100.1
OG0011694	Np007G3839900	AT3G23020.1
OG0011695	Np007G3839200	AT3G22960.1
OG0011696	Np007G3838900	AT3G55760.1
OG0011697	Np007G3826000	AT3G22100.1
OG0011698	Np007G3832900	AT3G22490.1
OG0011699	Np002G0952000	AT1G66360.1
OG0011700	Np007G3830000	AT3G22290.1
OG0011701	Np007G3827400	AT3G22190.1
OG0011702	Np007G3822500, Np007G3818100	AT3G21810.1
OG0011703	Np007G3819700	AT3G21670.1
OG0011704	Np007G3816000, Np007G3817400	AT3G21600.1
OG0011705	Np004G2090900	AT1G25510.1
OG0011706	Np005G2733700	AT4G30390.1
OG0011707	Np005G2735600, Np005G2735400	AT4G30250.2
OG0011708	Np005G2741600	AT4G30150.1
OG0011709	Np005G2745600	AT4G29905.1
OG0011710	Np002G0947000	AT1G66510.1
OG0011711	Np002G0949800	AT1G66430.1
OG0011712	Np002G0968300	AT1G65950.1
OG0011713	Np002G0968100	AT1G65960.2
OG0011714	Np002G1012200	AT1G64880.1
OG0011715	Np002G0986500	AT1G65410.1
OG0011716	Np002G1034700	AT1G54490.1
OG0011717	Np002G1051700	AT1G54650.3
OG0011718	Np002G1063200	AT1G54860.1
OG0011719	Np002G1065000	AT1G54940.1
OG0011720	Np002G1067500	AT1G54990.1
OG0011721	Np003G1468700	AT5G19010.1
OG0011722	Np003G1465100	AT5G18680.1
OG0011723	Np003G1464400	AT5G18610.1
OG0011724	Np005G3084200, Np003G1460000	AT5G18440.1
OG0011725	Np003G1458600	AT5G18310.2
OG0011726	Np001G0157000	AT5G28590.1
OG0011727	Np001G0160300, Np001G0159100	AT5G29560.1
OG0011728	Np001G0164200	AT5G49400.1
OG0011729	Np001G0173500	AT5G48630.2
OG0011730	Np001G0545800	AT3G52460.1
OG0011731	Np001G0544800	AT3G52390.2
OG0011732	Np001G0541000	AT3G52150.1
OG0011733	Np001G0540700	AT3G52120.3
OG0011734	Np001G0539700	AT3G52080.1
OG0011735	Np001G0539500	AT3G52070.1
OG0011736	Np001G0539200	AT3G52040.1
OG0011737	Np001G0538500	AT3G51960.2
OG0011738	Np001G0537500	AT3G51880.2
OG0011739	Np005G3201800	AT5G41960.1
OG0011740	Np001G0535400	AT3G51710.1
OG0011741	Np001G0533800	AT3G51590.1
OG0011742	Np001G0533100	AT3G51510.1
OG0011743	Np001G0533000	AT3G51500.1
OG0011744	Np004G2599100	AT1G02160.2
OG0011745	Np004G2598600	AT1G02130.1
OG0011746	Np004G2596200	AT1G01930.1
OG0011747	Np004G2594200	AT1G01780.1
OG0011748	Np004G2592200	AT1G01630.1
OG0011749	Np004G2589900	AT1G01510.1
OG0011750	Np004G2589500	AT1G01500.1
OG0011751	Np004G2589200	AT1G01480.1
OG0011752	Np004G2589000	AT1G01460.1
OG0011754	Np004G2587500	AT1G01320.1
OG0011755	Np005G2806300, Np005G2806100, Np004G2587100	AT1G01290.1
OG0011756	Np004G2586900	AT1G01260.1
OG0011757	Np004G2586100	AT4G07524.1, AT1G01200.1
OG0011758	Np004G2584100	AT1G01030.1
OG0011759	Np001G0350600, Np004G2579900	AT1G02420.1
OG0011760	Np004G2579500	AT1G02470.1
OG0011761	Np001G0140500	AT1G02680.1
OG0011762	Np004G2577600	AT5G61710.1
OG0011763	Np004G2577100	AT1G02730.1
OG0011764	Np004G2574600	AT1G02960.2
OG0011765	Np004G2574200	AT1G03000.1
OG0011766	Np004G2572300	AT1G03150.1
OG0011767	Np004G2568100	AT1G03610.1
OG0011768	Np004G2566300	AT1G03780.3
OG0011769	Np004G2565900	AT1G03790.1
OG0011770	Np004G2560000	AT1G04290.1
OG0011771	Np004G2559400	AT1G04360.1
OG0011772	Np004G2558900	AT1G04420.1
OG0011773	Np004G2558700	AT1G04440.1
OG0011775	Np004G2555200	AT1G04690.1
OG0011776	Np004G2553600	AT1G04830.2
OG0011777	Np004G2553400	AT1G04850.1
OG0011778	Np004G2552900	AT1G04910.1
OG0011779	Np004G2545100	AT1G05430.1
OG0011781	Np004G2543200	AT1G05600.1
OG0011783	Np004G2539500	AT1G05805.1
OG0011784	Np004G2538000	AT1G05910.1
OG0011785	Np004G2534900	AT1G06260.1
OG0011786	Np004G2533300	AT1G06420.1
OG0011787	Np004G2532800	AT1G06460.1
OG0011788	Np004G2531100	AT1G06590.1
OG0011789	Np004G2526400	AT1G07010.3
OG0011790	Np004G2525200	AT1G07130.1
OG0011791	Np005G2823200	AT4G24400.1
OG0011792	Np004G2523400	AT1G07230.1
OG0011793	Np004G2522200	AT1G07340.1
OG0011794	Np004G2517100	AT1G07745.1
OG0011795	Np004G2514600	AT1G07960.1
OG0011796	Np007G3877500	AT3G25070.2
OG0011797	Np004G2512700	AT1G08110.4
OG0011798	Np004G2508400	AT1G08490.1
OG0011799	Np004G2507500	AT1G08550.1
OG0011800	Np004G2505700	AT1G08680.4
OG0011801	Np003G1664600	AT5G52210.1
OG0011802	Np004G2505100	AT1G08750.1
OG0011803	Np004G2504300	AT1G08810.1
OG0011804	Np004G2504000	AT1G08840.3
OG0011805	Np004G2502900, Np004G2450000	AT1G08960.1
OG0011806	Np004G2500900	AT1G09150.1
OG0011807	Np004G2490900	AT1G09930.1
OG0011808	Np004G2499800	AT1G09220.1
OG0011809	Np004G2497100	AT1G09460.1
OG0011810	Np004G2496200, Np004G2496300	AT1G09550.1
OG0011811	Np004G2496000	AT1G09570.3
OG0011812	Np004G2493300	AT1G09750.1
OG0011813	Np004G2491500	AT1G09880.3
OG0011814	Np004G2488500	AT1G10050.3
OG0011815	Np004G2482200, Np007G3865100	AT1G10522.1
OG0011816	Np005G2785100	AT4G27060.1
OG0011817	Np004G2479300	AT1G10720.1
OG0011818	Np004G2477200	AT1G10900.1
OG0011820	Np004G2476000	AT1G11020.1
OG0011821	Np006G3347900, Np004G2472400	AT1G11320.1
OG0011822	Np004G2468900	AT1G11480.1
OG0011823	Np004G2463300	AT1G11790.1
OG0011824	Np004G2460700	AT1G11925.1
OG0011825	Np004G2460600	AT1G11930.1
OG0011826	Np004G2458900	AT1G12030.1
OG0011827	Np004G2458500	AT1G12060.1
OG0011828	Np004G2458300	AT1G12070.1
OG0011829	Np004G2457000	AT1G12230.2
OG0011830	Np004G2455500	AT1G12330.1
OG0011831	Np004G2452800	AT1G12520.1
OG0011832	Np004G2448600	AT1G12770.1
OG0011833	Np004G2447900	AT1G12805.1
OG0011834	Np004G2441600	AT1G13190.1
OG0011835	Np004G2440000	AT1G13300.1
OG0011836	Np004G2439900	AT1G13310.1
OG0011837	Np004G2437200	AT1G13380.1
OG0011838	Np004G2434000	AT1G13590.1
OG0011839	Np004G2433200, Np004G2438700, Np004G2439400	AT1G13630.4
OG0011840	Np004G2430400, Np004G2430700	AT1G13810.1
OG0011841	Np004G2429500	AT1G13920.4
OG0011842	Np004G2429300	AT1G13930.1
OG0011843	Np004G2417700	AT1G14710.1
OG0011844	Np004G2417500	AT1G14730.1
OG0011845	Np004G2417000	AT1G14760.1
OG0011846	Np004G2412500	AT1G15130.1
OG0011847	Np004G2412200	AT1G15190.1
OG0011848	Np004G2269300, Np004G2411600, Np004G2411900	AT1G15215.4
OG0011849	Np004G2407600	AT1G15530.1
OG0011851	Np004G2404600	AT1G15825.1
OG0011852	Np004G2401800	AT1G16060.1
OG0011853	Np004G2399700	AT1G16320.1
OG0011854	Np004G2398600	AT1G16420.1
OG0011855	Np004G2394800	AT1G16720.2
OG0011857	Np004G2393400	AT1G16870.1
OG0011858	Np004G2389700	AT1G17200.1
OG0011859	Np004G2389500	AT1G17220.1
OG0011860	Np004G2387800	AT1G17360.1
OG0011861	Np004G2383100	AT1G17700.1
OG0011862	Np004G2382200	AT1G17780.2, AT2G16575.1
OG0011863	Np004G2381900	AT1G17810.1
OG0011864	Np004G2381100	AT1G17850.2
OG0011865	Np004G2380500	AT1G17920.1
OG0011866	Np004G2377300	AT1G18170.1
OG0011867	Np004G2373900	AT1G18420.1
OG0011868	Np004G2373800	AT1G18440.1
OG0011869	Np004G2369800	AT1G18730.1
OG0011870	Np004G2364500	AT1G19230.2
OG0011871	Np004G2360600	AT1G19500.1
OG0011872	Np004G2359800	AT1G19520.1
