Orthogroup	Noccaea_praecox	Arabis_alpina
OG0009218	Np005G3074400	Aa_G255350.h1.t1
OG0009219	Np005G3075400	Aa_G168490.h1.t1
OG0009220	Np005G3088900	Aa_G66690.h1.t1
OG0009221	Np005G3060300	Aa_G250880.h1.t1
OG0009222	Np005G3059700	Aa_G250850.h1.t1
OG0009223	Np005G2625900	Aa_G294480.h1.t1
OG0009224	Np005G3043000	Aa_G31010.h1.t1
OG0009225	Np005G3042400	Aa_G31060.h1.t1
OG0009226	Np005G3035300	Aa_G764510.h1.t1
OG0009227	Np005G3034400	Aa_G601610.h1.t1
OG0009228	Np005G3028900	Aa_G496680.h1.t1
OG0009229	Np005G3027900	Aa_G37860.h1.t1
OG0009230	Np002G0816400	Aa_G341720.h1.t1
OG0009231	Np002G0815900	Aa_G341760.h1.t1
OG0009232	Np002G0815000	Aa_G341810.h1.t1
OG0009233	Np002G0814200	Aa_G640620.h1.t1
OG0009234	Np002G0810800	Aa_G524710.h1.t1
OG0009235	Np002G0810200	Aa_G577500.h1.t1
OG0009237	Np002G0802000	Aa_G30350.h1.t1
OG0009238	Np002G0806700, Np002G0800900	Aa_G30440.h1.t1
OG0009239	Np002G0797000	Aa_G98840.h1.t1
OG0009240	Np002G0796600	Aa_G98850.h1.t1
OG0009241	Np001G0167000	Aa_G177250.h1.t1
OG0009242	Np002G0794700	Aa_G449830.h1.t1
OG0009243	Np002G0793400	Aa_G283740.h1.t1
OG0009244	Np002G0888700	Aa_G423720.h1.t1
OG0009245	Np002G0883100	Aa_G299440.h1.t1
OG0009246	Np002G0878800	Aa_G305270.h1.t1
OG0009247	Np002G0876200	Aa_G283330.h1.t1
OG0009248	Np002G0873300	Aa_G317520.h1.t1
OG0009249	Np005G2763500	Aa_G55500.h1.t1
OG0009250	Np005G2761400	Aa_G317860.h1.t1
OG0009251	Np005G2761200	Aa_G317830.h1.t1
OG0009253	Np005G2758800	Aa_G23870.h1.t1
OG0009254	Np005G2757000	Aa_G186680.h1.t1
OG0009255	Np003G1644300	Aa_G94230.h1.t1
OG0009256	Np002G1233100	Aa_G65920.h1.t1
OG0009257	Np002G1233200	Aa_G65930.h1.t1
OG0009260	Np006G3415700	Aa_G356890.h1.t1
OG0009261	Np005G3171500	Aa_G568810.h1.t1
OG0009262	Np005G3171700	Aa_G505770.h1.t1, Aa_G505760.h1.t1, Aa_G1002090.h1.t1
OG0009263	Np005G3172600, Np004G1950200	Aa_G675960.h1.t1
OG0009264	Np003G1716600	Aa_G124250.h1.t1
OG0009265	Np001G0186600	Aa_G79990.h1.t1, Aa_G79980.h1.t1, Aa_G365770.h1.t1
OG0009266	Np001G0204000	Aa_G570800.h1.t1
OG0009267	Np001G0204900	Aa_G264250.h1.t1
OG0009268	Np001G0205600	Aa_G27340.h1.t1
OG0009269	Np006G3217600	Aa_G249960.h1.t1
OG0009270	Np001G0206200	Aa_G27400.h1.t1
OG0009271	Np001G0209200	Aa_G437820.h1.t1
OG0009272	Np001G0216800	Aa_G120920.h1.t1
OG0009273	Np001G0217100	Aa_G247900.h1.t1
OG0009274	Np001G0217200	Aa_G247910.h1.t1
OG0009275	Np001G0217400	Aa_G247930.h1.t1
OG0009276	Np001G0217600	Aa_G247950.h1.t1
OG0009277	Np001G0218700	Aa_G248000.h1.t1
OG0009278	Np001G0218900	Aa_G248020.h1.t1
OG0009279	Np001G0220300	Aa_G25510.h1.t1
OG0009280	Np001G0222700	Aa_G25620.h1.t1
OG0009281	Np001G0225600	Aa_G276840.h1.t1
OG0009282	Np001G0225700	Aa_G276830.h1.t1
OG0009283	Np001G0225800	Aa_G276820.h1.t1
OG0009285	Np001G0231900	Aa_G257350.h1.t1
OG0009286	Np001G0233700	Aa_G207050.h1.t1
OG0009287	Np003G1737300	Aa_G73930.h1.t1
OG0009288	Np001G0235400	Aa_G227060.h1.t1
OG0009289	Np003G1720600	Aa_G424190.h1.t1
OG0009290	Np002G0869700	Aa_G452770.h1.t1
OG0009291	Np002G0872300	Aa_G553940.h1.t1
OG0009292	Np001G0429200	Aa_G671960.h1.t1
OG0009293	Np001G0364000	Aa_G566490.h1.t1
OG0009294	Np001G0362200	Aa_G419980.h1.t1
OG0009295	Np001G0176000	Aa_G28520.h1.t1
OG0009296	Np001G0368500	Aa_G220230.h1.t1
OG0009297	Np001G0368600	Aa_G176610.h1.t1
OG0009298	Np001G0374500	Aa_G149480.h1.t1
OG0009299	Np002G0916600	Aa_G560580.h1.t1
OG0009300	Np001G0382700	Aa_G98790.h1.t1
OG0009301	Np001G0384300	Aa_G200150.h1.t1
OG0009302	Np004G1977500	Aa_G687520.h1.t1
OG0009303	Np004G1969200	Aa_G566060.h1.t1, Aa_G314870.h1.t1
OG0009304	Np004G1968400	Aa_G416530.h1.t1
OG0009305	Np004G1967700	Aa_G334860.h1.t1
OG0009306	Np007G3983100, Np004G1967300	Aa_G178260.h1.t1
OG0009307	Np004G2410800	Aa_G121240.h1.t1
OG0009308	Np004G1956600	Aa_G582120.h1.t1
OG0009309	Np004G1952800	Aa_G166300.h1.t1
OG0009310	Np004G1952500	Aa_G166320.h1.t1
OG0009311	Np004G1950300	Aa_G630060.h1.t1
OG0009312	Np004G1942900	Aa_G625040.h1.t1
OG0009313	Np004G1942700	Aa_G465580.h1.t1
OG0009314	Np004G1941900	Aa_G465500.h1.t1
OG0009315	Np004G1937100	Aa_G396680.h1.t1
OG0009316	Np001G0419800	Aa_G492530.h1.t1
OG0009317	Np006G3440100	Aa_G113350.h1.t1
OG0009318	Np006G3438000	Aa_G113450.h1.t1
OG0009319	Np006G3433600	Aa_G337790.h1.t1
OG0009320	Np006G3431000	Aa_G255670.h1.t1
OG0009321	Np006G3429500	Aa_G146040.h1.t1
OG0009322	Np006G3427200	Aa_G339550.h1.t1
OG0009324	Np006G3419300	Aa_G291640.h1.t1
OG0009325	Np006G3418000	Aa_G713000.h1.t1
OG0009326	Np006G3417800	Aa_G351420.h1.t1
OG0009327	Np006G3416400	Aa_G562830.h1.t1
OG0009328	Np006G3413500	Aa_G15100.h1.t1
OG0009329	Np006G3413400	Aa_G15160.h1.t1
OG0009330	Np006G3411900	Aa_G405990.h1.t1
OG0009331	Np006G3408700	Aa_G296930.h1.t1
OG0009332	Np006G3407500	Aa_G52170.h1.t1
OG0009333	Np006G3406300	Aa_G11120.h1.t1
OG0009334	Np006G3402200	Aa_G24800.h1.t1
OG0009335	Np006G3401900	Aa_G24770.h1.t1
OG0009336	Np006G3400200	Aa_G24620.h1.t1
OG0009337	Np006G3399900	Aa_G24580.h1.t1
OG0009338	Np006G3399500	Aa_G24550.h1.t1
OG0009339	Np005G2899500	Aa_G455340.h1.t1
OG0009340	Np005G3075200	Aa_G391430.h1.t1, Aa_G10170.h1.t1, Aa_G391420.h1.t1
OG0009341	Np005G2902400	Aa_G78160.h1.t1
OG0009342	Np005G2906900	Aa_G203360.h1.t1
OG0009343	Np005G2904900	Aa_G244630.h1.t1
OG0009344	Np005G2904700, Np005G3027000	Aa_G244650.h1.t1
OG0009345	Np005G2926600	Aa_G287490.h1.t1
OG0009346	Np005G2929000	Aa_G575640.h1.t1
OG0009347	Np005G2934400	Aa_G652540.h1.t1
OG0009348	Np005G2934500	Aa_G267070.h1.t1
OG0009349	Np005G2939000	Aa_G520190.h1.t1
OG0009350	Np005G2958000	Aa_G96260.h1.t1
OG0009351	Np005G2959200	Aa_G96290.h1.t1
OG0009352	Np005G2959500	Aa_G96310.h1.t1
OG0009354	Np001G0526300	Aa_G476610.h1.t1
OG0009355	Np001G0525300	Aa_G11480.h1.t1
OG0009356	Np004G2389200	Aa_G349030.h1.t1
OG0009357	Np001G0523900	Aa_G515860.h1.t1
OG0009358	Np001G0521700	Aa_G746970.h1.t1
OG0009359	Np001G0520600	Aa_G366090.h1.t1
OG0009360	Np001G0520400	Aa_G366070.h1.t1
OG0009361	Np001G0519700, Np001G0519000	Aa_G109800.h1.t1, Aa_G109790.h1.t1
OG0009362	Np001G0518700, Np001G0519400	Aa_G109760.h1.t1
OG0009363	Np005G2835500	Aa_G55660.h1.t1
OG0009364	Np003G1736300	Aa_G336440.h1.t1
OG0009365	Np003G1660100	Aa_G396920.h1.t1
OG0009366	Np003G1662300, Np003G1664100	Aa_G247230.h1.t1
OG0009367	Np003G1674600	Aa_G348250.h1.t1
OG0009368	Np003G1845500	Aa_G466540.h1.t1
OG0009369	Np001G0431100	Aa_G252660.h1.t1
OG0009370	Np007G3801200	Aa_G105500.h1.t1
OG0009371	Np007G3795400	Aa_G105150.h1.t1
OG0009372	Np007G3781600	Aa_G541730.h1.t1
OG0009373	Np007G3780600	Aa_G384660.h1.t1
OG0009374	Np007G3780300	Aa_G548610.h1.t1
OG0009375	Np007G3775600	Aa_G110350.h1.t1
OG0009376	Np007G3768700	Aa_G70140.h1.t1
OG0009377	Np001G0686100	Aa_G167670.h1.t1
OG0009378	Np007G3761800	Aa_G421730.h1.t1
OG0009379	Np007G3761400	Aa_G421700.h1.t1
OG0009380	Np005G2828400	Aa_G186940.h1.t1, Aa_G186950.h1.t1
OG0009381	Np005G2829000	Aa_G556320.h1.t1
OG0009382	Np005G2831200	Aa_G124430.h1.t1
OG0009383	Np005G2830700	Aa_G613230.h1.t1, Aa_G748470.h1.t1
OG0009384	Np005G2844400	Aa_G171520.h1.t1
OG0009385	Np005G2845600	Aa_G20060.h1.t1
OG0009386	Np005G2848300	Aa_G585500.h1.t1
OG0009388	Np005G2855900	Aa_G419810.h1.t1
OG0009389	Np005G2858500	Aa_G371040.h1.t1
OG0009390	Np005G3201000, Np005G3188500	Aa_G185030.h1.t1
OG0009392	Np005G3199900	Aa_G185150.h1.t1, Aa_G152710.h1.t1
OG0009394	Np005G2885800	Aa_G588560.h1.t1
OG0009395	Np005G2884900	Aa_G221310.h1.t1
OG0009396	Np005G2883000	Aa_G245270.h1.t1
OG0009397	Np005G2882900	Aa_G982180.h1.t1, Aa_G245640.h1.t1, Aa_G245260.h1.t1
OG0009400	Np004G2392400	Aa_G126440.h1.t1
OG0009401	Np005G2874300	Aa_G586810.h1.t1
OG0009402	Np005G2875600	Aa_G37640.h1.t1
OG0009403	Np005G2877200	Aa_G59020.h1.t1
OG0009404	Np001G0247100	Aa_G480340.h1.t1
OG0009405	Np005G2866700	Aa_G398680.h1.t1
OG0009406	Np007G3716800	Aa_G440860.h1.t1
OG0009407	Np006G3614800	Aa_G375650.h1.t1
OG0009408	Np005G3003000, Np001G0686700	Aa_G49580.h1.t1
OG0009409	Np005G3000000	Aa_G49420.h1.t1
OG0009410	Np005G2994900	Aa_G49320.h1.t1
OG0009411	Np005G2994000	Aa_G49260.h1.t1
OG0009412	Np005G2989100	Aa_G406700.h1.t1
OG0009413	Np002G1021500, Np005G2987800	Aa_G406640.h1.t1
OG0009414	Np005G2963200	Aa_G173250.h1.t1
OG0009415	Np005G3194000	Aa_G173170.h1.t1
OG0009416	Np007G4251700	Aa_G52590.h1.t1
OG0009417	Np007G4249900	Aa_G451660.h1.t1
OG0009418	Np007G4249700	Aa_G451680.h1.t1
OG0009419	Np007G4247700	Aa_G253420.h1.t1, Aa_G491180.h1.t1
OG0009420	Np007G4246600	Aa_G326900.h1.t1
OG0009421	Np001G0009700	Aa_G147000.h1.t1
OG0009422	Np001G0007200	Aa_G43810.h1.t1
OG0009423	Np001G0007100	Aa_G43820.h1.t1
OG0009424	Np001G0007000	Aa_G43830.h1.t1
OG0009425	Np001G0006700	Aa_G43850.h1.t1
OG0009426	Np001G0003500	Aa_G113960.h1.t1, Aa_G164720.h1.t1
OG0009427	Np001G0003100	Aa_G113910.h1.t1
OG0009428	Np001G0697400	Aa_G272970.h1.t1
OG0009429	Np001G0697100	Aa_G272940.h1.t1
OG0009430	Np001G0695500	Aa_G163670.h1.t1
OG0009431	Np001G0693700	Aa_G163540.h1.t1
OG0009432	Np001G0693100	Aa_G364380.h1.t1
OG0009433	Np001G0687000	Aa_G167730.h1.t1
OG0009434	Np001G0686800	Aa_G167710.h1.t1
OG0009435	Np001G0685600	Aa_G775390.h1.t1
OG0009436	Np001G0681100	Aa_G2310.h1.t1
OG0009437	Np001G0680900	Aa_G2280.h1.t1
OG0009439	Np001G0679300	Aa_G2170.h1.t1
OG0009440	Np001G0679100	Aa_G2150.h1.t1
OG0009441	Np001G0675700	Aa_G128100.h1.t1
OG0009442	Np001G0672100	Aa_G81120.h1.t1
OG0009444	Np001G0669700	Aa_G57860.h1.t1, Aa_G57870.h1.t1
OG0009445	Np001G0668900	Aa_G57950.h1.t1
OG0009446	Np001G0668300	Aa_G58000.h1.t1, Aa_G53680.h1.t1
OG0009447	Np003G1472000, Np001G0664800	Aa_G353950.h1.t1
OG0009448	Np001G0663500	Aa_G354000.h1.t1
OG0009449	Np001G0662900	Aa_G208890.h1.t1
OG0009450	Np001G0662800	Aa_G208900.h1.t1
OG0009451	Np001G0662400	Aa_G208960.h1.t1
OG0009452	Np001G0662200	Aa_G77250.h1.t1
OG0009453	Np001G0652600	Aa_G349380.h1.t1
OG0009454	Np001G0647300	Aa_G686890.h1.t1, Aa_G367910.h1.t1
OG0009455	Np001G0647100	Aa_G340540.h1.t1
OG0009456	Np001G0646300	Aa_G568520.h1.t1
OG0009457	Np001G0645800	Aa_G271340.h1.t1
OG0009458	Np001G0645300	Aa_G271290.h1.t1
OG0009459	Np001G0641800	Aa_G175770.h1.t1, Aa_G205040.h1.t1
OG0009460	Np001G0637400	Aa_G114270.h1.t1
OG0009461	Np006G3347600, Np001G0636700	Aa_G114190.h1.t1
OG0009462	Np001G0635800	Aa_G114110.h1.t1
OG0009464	Np001G0633000, Np001G0632800	Aa_G433110.h1.t1
OG0009466	Np001G0629800	Aa_G98540.h1.t1
OG0009467	Np001G0628000	Aa_G221030.h1.t1
OG0009468	Np001G0626500	Aa_G345790.h1.t1
OG0009469	Np001G0617200	Aa_G520500.h1.t1
OG0009470	Np001G0616600	Aa_G370600.h1.t1
OG0009471	Np001G0615700	Aa_G238680.h1.t1
OG0009472	Np001G0614100	Aa_G483530.h1.t1
OG0009473	Np001G0614000	Aa_G483520.h1.t1
OG0009474	Np001G0606900	Aa_G660590.h1.t1
OG0009475	Np001G0604500	Aa_G378380.h1.t1
OG0009476	Np001G0599300	Aa_G302210.h1.t1
OG0009477	Np001G0598200	Aa_G591590.h1.t1, Aa_G591520.h1.t1, Aa_G591550.h1.t1
OG0009479	Np001G0591000	Aa_G462010.h1.t1
OG0009480	Np001G0590300	Aa_G306750.h1.t1
OG0009481	Np001G0588500	Aa_G99070.h1.t1
OG0009482	Np001G0588300	Aa_G99040.h1.t1
OG0009483	Np001G0584400	Aa_G301500.h1.t1
OG0009484	Np001G0583900	Aa_G301470.h1.t1
OG0009485	Np002G1185700, Np001G0579200	Aa_G349650.h1.t1
OG0009486	Np001G0578900	Aa_G331280.h1.t1
OG0009487	Np001G0578000	Aa_G665390.h1.t1
OG0009488	Np001G0574500	Aa_G300530.h1.t1
OG0009489	Np001G0574400	Aa_G300510.h1.t1
OG0009490	Np001G0573600	Aa_G277020.h1.t1
OG0009491	Np001G0573100	Aa_G277070.h1.t1
OG0009492	Np001G0572500	Aa_G260970.h1.t1
OG0009493	Np001G0572300	Aa_G348530.h1.t1
OG0009494	Np001G0572000	Aa_G348560.h1.t1
OG0009495	Np004G2345600	Aa_G334080.h1.t1
OG0009496	Np001G0571300	Aa_G265970.h1.t1
OG0009497	Np001G0567700	Aa_G393820.h1.t1
OG0009499	Np001G0559900	Aa_G14410.h1.t1
OG0009500	Np001G0559800	Aa_G14420.h1.t1
OG0009501	Np001G0559700	Aa_G14430.h1.t1
OG0009503	Np001G0551000	Aa_G111390.h1.t1
OG0009504	Np001G0550900	Aa_G111400.h1.t1
OG0009505	Np001G0547300	Aa_G153480.h1.t1
OG0009506	Np003G1616300	Aa_G496140.h1.t1, Aa_G451070.h1.t1, Aa_G200930.h1.t1, Aa_G496160.h1.t1
OG0009508	Np003G1636700	Aa_G413860.h1.t1
OG0009509	Np003G1636800	Aa_G372320.h1.t1
OG0009510	Np003G1638200	Aa_G198300.h1.t1
OG0009511	Np003G1638500	Aa_G198270.h1.t1
OG0009512	Np003G1641200	Aa_G134120.h1.t1
OG0009513	Np003G1641500	Aa_G134090.h1.t1
OG0009514	Np005G3012800	Aa_G468250.h1.t1
OG0009515	Np007G3871400	Aa_G146530.h1.t1, Aa_G491190.h1.t1
OG0009516	Np007G3872800	Aa_G400000.h1.t1
OG0009518	Np007G3894700	Aa_G326200.h1.t1, Aa_G579490.h1.t1
OG0009519	Np007G3863500	Aa_G694790.h1.t1
OG0009520	Np007G3868300	Aa_G26870.h1.t1
OG0009521	Np002G0944400, Np002G1014100	Aa_G424320.h1.t1
OG0009522	Np002G0927700	Aa_G220840.h1.t1
OG0009523	Np002G0920800	Aa_G304690.h1.t1
OG0009524	Np002G0919900	Aa_G29170.h1.t1
OG0009525	Np002G0919800	Aa_G29160.h1.t1
OG0009526	Np002G0913800	Aa_G7180.h1.t1
OG0009527	Np002G0912000	Aa_G428880.h1.t1
OG0009528	Np002G0903900	Aa_G343250.h1.t1
OG0009529	Np002G0903700	Aa_G343290.h1.t1
OG0009530	Np002G0899300	Aa_G131760.h1.t1
OG0009531	Np002G0898900	Aa_G78530.h1.t1
OG0009532	Np002G0897600	Aa_G218630.h1.t1
OG0009533	Np002G0897000	Aa_G609170.h1.t1
OG0009534	Np002G0892000	Aa_G81860.h1.t1
OG0009535	Np005G3107800, Np003G1681700	Aa_G447080.h1.t1
OG0009536	Np005G3108400	Aa_G463810.h1.t1, Aa_G69370.h1.t1
OG0009537	Np001G0171000	Aa_G138970.h1.t1
OG0009538	Np001G0214800, Np007G3750800	Aa_G197400.h1.t1
OG0009539	Np007G3749200	Aa_G235740.h1.t1
OG0009540	Np007G3742500	Aa_G426640.h1.t1
OG0009541	Np007G3739100	Aa_G824710.h1.t1
OG0009542	Np007G3732800	Aa_G143520.h1.t1
OG0009543	Np007G3732700	Aa_G143530.h1.t1
OG0009544	Np007G3730400	Aa_G230260.h1.t1
OG0009545	Np006G3305400	Aa_G88420.h1.t1
OG0009546	Np006G3307500	Aa_G144290.h1.t1
OG0009547	Np006G3309800	Aa_G281340.h1.t1
OG0009548	Np006G3311000	Aa_G281280.h1.t1
OG0009549	Np006G3311400	Aa_G401810.h1.t1
OG0009550	Np006G3312600	Aa_G401720.h1.t1
OG0009551	Np006G3315200	Aa_G717050.h2.t1, Aa_G717050.h1.t1
OG0009552	Np006G3315400	Aa_G518410.h1.t1
OG0009553	Np006G3317500	Aa_G268070.h1.t1
OG0009554	Np006G3318100	Aa_G431240.h1.t1
OG0009555	Np006G3320300	Aa_G115390.h1.t1
OG0009557	Np006G3324200	Aa_G224210.h1.t1
OG0009558	Np006G3329200	Aa_G38240.h1.t1
OG0009559	Np006G3330200	Aa_G38140.h1.t1
OG0009560	Np005G3065000	Aa_G38110.h1.t1
OG0009561	Np006G3330700	Aa_G38100.h1.t1
OG0009562	Np006G3332700	Aa_G451060.h1.t1
OG0009563	Np001G0435700	Aa_G337560.h1.t1
OG0009564	Np006G3336600	Aa_G651880.h1.t1
OG0009566	Np006G3337700	Aa_G357510.h1.t1
OG0009567	Np006G3341300	Aa_G849600.h1.t1, Aa_G727440.h1.t1
OG0009568	Np006G3343200	Aa_G202420.h1.t1
OG0009569	Np006G3346600	Aa_G486450.h1.t1
OG0009570	Np006G3348800	Aa_G594360.h1.t1
OG0009571	Np006G3348900	Aa_G594370.h1.t1
OG0009572	Np006G3349800	Aa_G594430.h1.t1
OG0009573	Np006G3350000	Aa_G594450.h1.t1
OG0009574	Np006G3350200	Aa_G792090.h2.t1, Aa_G792090.h1.t1, Aa_G594470.h1.t1, Aa_G820040.h1.t1
OG0009579	Np006G3356300	Aa_G471880.h1.t1
OG0009580	Np006G3357900	Aa_G66260.h1.t1
OG0009581	Np006G3360500	Aa_G378850.h1.t1
OG0009582	Np006G3361400	Aa_G150790.h1.t1
OG0009583	Np006G3363100	Aa_G150860.h1.t1
OG0009584	Np001G0278400	Aa_G251500.h1.t1
OG0009585	Np006G3365400	Aa_G115310.h1.t1
OG0009587	Np006G3372100	Aa_G249300.h1.t1
OG0009588	Np006G3373600	Aa_G249260.h1.t1
OG0009589	Np006G3374500	Aa_G491320.h1.t1
OG0009590	Np001G0261900	Aa_G186460.h1.t1
OG0009591	Np006G3375400	Aa_G30100.h1.t1
OG0009592	Np003G1761400	Aa_G97680.h1.t1
OG0009593	Np006G3376300	Aa_G29990.h1.t1
OG0009594	Np006G3377700	Aa_G457120.h1.t1
OG0009595	Np006G3379000	Aa_G531150.h1.t1
OG0009596	Np006G3381700	Aa_G231890.h1.t1
OG0009597	Np006G3381800	Aa_G231880.h1.t1
OG0009598	Np003G1826400	Aa_G93600.h1.t1
OG0009599	Np003G1827100	Aa_G300100.h1.t1
OG0009600	Np003G1832100	Aa_G320500.h1.t1
OG0009602	Np003G1835800	Aa_G320720.h1.t1, Aa_G320720.h3.t1, Aa_G320720.h2.t1
OG0009603	Np001G0273700	Aa_G278120.h1.t1, Aa_G278110.h1.t1, Aa_G77060.h1.t1, Aa_G787170.h1.t1
OG0009604	Np003G1838100	Aa_G730230.h1.t1, Aa_G257100.h1.t1
OG0009605	Np003G1817900	Aa_G35120.h1.t1
OG0009606	Np003G1822300	Aa_G410050.h1.t1
OG0009607	Np003G1823500	Aa_G428690.h1.t1
OG0009608	Np003G1824400	Aa_G94130.h1.t1
OG0009609	Np006G3709300	Aa_G314640.h1.t1
OG0009610	Np006G3707300	Aa_G314720.h1.t1
OG0009611	Np006G3699300, Np006G3699400	Aa_G546400.h1.t1
OG0009612	Np006G3700500	Aa_G77590.h1.t1
OG0009613	Np006G3703400	Aa_G651760.h1.t1
OG0009615	Np006G3672000	Aa_G490930.h1.t1
OG0009616	Np006G3666600	Aa_G312640.h1.t1
OG0009617	Np006G3667300	Aa_G531990.h1.t1
OG0009618	Np001G0341800, Np006G3659600	Aa_G670620.h1.t1
OG0009619	Np006G3641700	Aa_G373580.h1.t1
OG0009620	Np006G3644300	Aa_G321380.h1.t1
OG0009621	Np006G3625900	Aa_G371780.h1.t1
OG0009622	Np006G3626700	Aa_G371730.h1.t1
OG0009623	Np006G3627700	Aa_G506500.h1.t1
OG0009624	Np006G3624800	Aa_G363340.h1.t1
OG0009625	Np005G2819400	Aa_G130210.h1.t1
OG0009626	Np004G2030400	Aa_G462860.h1.t1
OG0009627	Np003G1576900	Aa_G101120.h1.t1
OG0009628	Np002G0874900	Aa_G101110.h1.t1
OG0009629	Np004G2048500	Aa_G514220.h1.t1
OG0009630	Np004G2043700	Aa_G250110.h1.t1, Aa_G322420.h1.t1
OG0009631	Np004G2040500	Aa_G507050.h1.t1
OG0009632	Np004G2240700	Aa_G507080.h1.t1
OG0009633	Np004G2087500	Aa_G276570.h1.t1
OG0009634	Np004G2069300	Aa_G433760.h1.t1
OG0009635	Np004G2064800	Aa_G300890.h1.t1
OG0009636	Np003G1774100	Aa_G390460.h1.t1
OG0009637	Np003G1774000	Aa_G71400.h1.t1
OG0009638	Np003G1757900	Aa_G712210.h1.t1
OG0009639	Np003G1754800	Aa_G12570.h1.t1, Aa_G231830.h1.t1
OG0009640	Np003G1783700	Aa_G425050.h1.t1
OG0009641	Np003G1787200	Aa_G129100.h1.t1
OG0009642	Np003G1787500	Aa_G558790.h1.t1
OG0009644	Np003G1794400	Aa_G107440.h1.t1
OG0009645	Np003G1814400	Aa_G409250.h1.t1
OG0009646	Np003G1471900	Aa_G255490.h1.t1
OG0009647	Np003G1472300	Aa_G362810.h1.t1
OG0009648	Np001G0139400	Aa_G112630.h1.t1
OG0009649	Np001G0139600	Aa_G112590.h1.t1
OG0009650	Np001G0140100	Aa_G41020.h1.t1
OG0009651	Np001G0141200	Aa_G40910.h1.t1
OG0009653	Np006G3674400, Np001G0144600	Aa_G146620.h1.t1
OG0009654	Np001G0146000	Aa_G414030.h1.t1
OG0009655	Np002G0964400, Np001G0598900	Aa_G387730.h1.t1
OG0009656	Np001G0147400	Aa_G26010.h1.t1
OG0009657	Np001G0148900	Aa_G25940.h1.t1
OG0009658	Np001G0150000	Aa_G502210.h1.t1
OG0009659	Np001G0150200	Aa_G502190.h1.t1
OG0009660	Np001G0156100	Aa_G378530.h1.t1
OG0009661	Np007G3725400	Aa_G513450.h1.t1
OG0009662	Np007G3724800	Aa_G640980.h1.t1
OG0009663	Np007G3724100	Aa_G166590.h1.t1
OG0009664	Np007G3722300	Aa_G576250.h1.t1
OG0009665	Np007G3721500	Aa_G422270.h1.t1
OG0009666	Np007G3720600	Aa_G194840.h1.t1
OG0009667	Np007G3716400	Aa_G440790.h1.t1
OG0009668	Np001G0458800	Aa_G318710.h1.t1
OG0009669	Np001G0458700	Aa_G318720.h1.t1
OG0009670	Np001G0458600	Aa_G318730.h1.t1
OG0009671	Np006G3205500	Aa_G13120.h1.t1
OG0009672	Np007G3735600	Aa_G13090.h1.t1
OG0009673	Np006G3206300	Aa_G13050.h1.t1
OG0009674	Np006G3206800	Aa_G13010.h1.t1
OG0009675	Np006G3207400	Aa_G12960.h1.t1
OG0009676	Np006G3207600	Aa_G12940.h1.t1
OG0009677	Np006G3208200	Aa_G12880.h1.t1
OG0009678	Np006G3210000	Aa_G206140.h1.t1
OG0009679	Np006G3224300	Aa_G462230.h1.t1
OG0009680	Np006G3224500	Aa_G469440.h1.t1
OG0009681	Np006G3226000	Aa_G332670.h1.t1
OG0009682	Np006G3227700	Aa_G196970.h1.t1
OG0009683	Np005G2784500	Aa_G196270.h1.t1
OG0009684	Np006G3227800	Aa_G196960.h1.t1
OG0009685	Np006G3227900	Aa_G196950.h1.t1
OG0009687	Np004G2025700	Aa_G288770.h1.t1
OG0009688	Np006G3230900	Aa_G381040.h1.t1
OG0009689	Np006G3231200	Aa_G381070.h1.t1
OG0009690	Np006G3232000	Aa_G16820.h1.t1
OG0009691	Np006G3233000	Aa_G16890.h1.t1
OG0009692	Np006G3233600	Aa_G16950.h1.t1
OG0009693	Np006G3237300	Aa_G15860.h1.t1
OG0009694	Np006G3238600	Aa_G15880.h1.t1
OG0009695	Np006G3238800	Aa_G15890.h1.t1
OG0009696	Np006G3240300	Aa_G15990.h1.t1
OG0009697	Np006G3242200	Aa_G16170.h1.t1
OG0009698	Np006G3242300	Aa_G16180.h1.t1
OG0009699	Np006G3244000	Aa_G16250.h1.t1
OG0009700	Np006G3246100	Aa_G289720.h1.t1
OG0009701	Np006G3246300	Aa_G289730.h1.t1
OG0009702	Np006G3246800	Aa_G443470.h1.t1
OG0009703	Np006G3247700	Aa_G175120.h1.t1
OG0009704	Np006G3248600	Aa_G175190.h1.t1
OG0009705	Np006G3248800	Aa_G175210.h1.t1
OG0009706	Np006G3253600	Aa_G252370.h1.t1
OG0009707	Np006G3257400	Aa_G288480.h1.t1
OG0009708	Np006G3259300	Aa_G100590.h1.t1
OG0009709	Np006G3259800	Aa_G100530.h1.t1
OG0009710	Np006G3264400	Aa_G551940.h1.t1
OG0009711	Np006G3269400	Aa_G125280.h1.t1
OG0009712	Np006G3270700	Aa_G125390.h1.t1
OG0009713	Np006G3271400	Aa_G125440.h1.t1
OG0009714	Np006G3271800	Aa_G125460.h1.t1
OG0009715	Np006G3275700	Aa_G280590.h1.t1, Aa_G280580.h1.t1
OG0009716	Np006G3275900	Aa_G280560.h1.t1
OG0009717	Np006G3277600	Aa_G450750.h1.t1
OG0009718	Np006G3278000	Aa_G488920.h1.t1
OG0009719	Np001G0343900	Aa_G26350.h1.t1, Aa_G26340.h1.t1
OG0009720	Np006G3279400	Aa_G199970.h1.t1
OG0009721	Np006G3283000	Aa_G415340.h1.t1
OG0009722	Np006G3283100	Aa_G415350.h1.t1
