Orthogroup	Noccaea_praecox	Cardamine_glauca
OG0006471	Np001G0208700	Cg002G0651700
OG0006472	Np001G0209100	Cg002G0652200
OG0006473	Np001G0212800	Cg002G0654900, Cg002G0654600
OG0006474	Np001G0214000	Cg002G0655800
OG0006475	Np001G0226200	Cg002G0663400
OG0006476	Np001G0226300	Cg002G0663500
OG0006477	Np001G0229900	Cg002G0666700
OG0006478	Np005G2825000	Cg001G0160700
OG0006479	Np001G0233400	Cg002G0669500
OG0006480	Np001G0201600	Cg002G0631200
OG0006481	Np001G0236100	Cg002G0671600
OG0006482	Np002G0861500	Cg007G2469300
OG0006483	Np002G0861600	Cg007G2469200
OG0006484	Np002G0867700	Cg007G2466000
OG0006485	Np002G0867900	Cg007G2465700
OG0006486	Np002G0870200	Cg007G2464500
OG0006487	Np002G0871100	Cg007G2461700
OG0006488	Np004G1918800, Np001G0365900	Cg008G2967900
OG0006489	Np001G0363200	Cg008G2966400
OG0006490	Np001G0370400	Cg008G2962600
OG0006491	Np004G2584900	Cg006G2245100
OG0006492	Np001G0383500	Cg008G2954700
OG0006493	Np004G1980400	Cg006G1836100
OG0006494	Np004G1979000	Cg006G1835300
OG0006495	Np004G1973300	Cg006G1833700
OG0006496	Np004G1970900	Cg006G1832300
OG0006497	Np004G1966800	Cg006G1829100
OG0006498	Np003G1661100, Np006G3263100	Cg003G0906100
OG0006499	Np004G1954600	Cg006G1819100
OG0006500	Np004G1954300	Cg006G1818900
OG0006501	Np004G1946800	Cg006G1812600
OG0006502	Np004G1944500	Cg006G1811400
OG0006503	Np001G0420900	Cg003G0935900
OG0006504	Np006G3428000, Np006G3429300, Np006G3428200	Cg005G1592000
OG0006505	Np006G3419100	Cg005G1587600
OG0006506	Np006G3418900	Cg005G1587400
OG0006507	Np006G3418400	Cg005G1587100
OG0006508	Np006G3414100	Cg005G1584800
OG0006509	Np006G3411800	Cg005G1584000
OG0006510	Np006G3408300	Cg005G1581500
OG0006511	Np006G3403000	Cg005G1577300
OG0006512	Np006G3401800	Cg005G1576700
OG0006513	Np002G1172000, Np006G3400300	Cg005G1575600
OG0006516	Np005G2901500	Cg001G0207800
OG0006517	Np005G2901600	Cg001G0207900
OG0006518	Np005G2902200	Cg001G0208700
OG0006519	Np005G2902900	Cg001G0209000
OG0006520	Np005G2908000	Cg001G0212500
OG0006521	Np005G2910400	Cg001G0213300
OG0006522	Np005G2916500	Cg001G0217500
OG0006523	Np001G0189800	Cg002G0625800
OG0006524	Np005G2917700	Cg001G0218000
OG0006525	Np005G2921800	Cg001G0219700
OG0006526	Np005G2923900	Cg001G0220400
OG0006527	Np005G2928200	Cg001G0221700
OG0006528	Np005G2929100	Cg001G0222800
OG0006529	Np005G2932700	Cg001G0223600
OG0006530	Np005G2938600	Cg001G0225900
OG0006531	Np005G2947500	Cg001G0228100
OG0006532	Np005G2959400	Cg001G0230800
OG0006533	Np005G2960800	Cg001G0231100
OG0006534	Np001G0527500	Cg002G0517600
OG0006535	Np001G0526900	Cg002G0518200
OG0006536	Np001G0525400	Cg002G0519000
OG0006537	Np001G0525000	Cg002G0519400
OG0006538	Np001G0518600	Cg002G0524100
OG0006539	Np005G2834300	Cg001G0167500
OG0006540	Np005G2835400	Cg001G0169300
OG0006541	Np003G1656400	Cg003G0908500
OG0006542	Np003G1715800	Cg003G0888900
OG0006543	Np003G1696400	Cg003G0893000
OG0006544	Np003G1843600	Cg003G0893500
OG0006545	Np007G3801700	Cg004G1356600
OG0006546	Np007G3783800	Cg004G1378600, Cg004G1388600
OG0006547	Np007G3783300	Cg004G1387900, Cg004G1379700
OG0006549	Np007G3762900	Cg004G1406200
OG0006550	Np005G2829400	Cg001G0163900
OG0006551	Np005G2829700	Cg001G0164000
OG0006552	Np005G2831800	Cg001G0165700
OG0006553	Np005G2832700	Cg001G0166400
OG0006554	Np005G2848400	Cg001G0177200
OG0006555	Np005G2848800	Cg001G0177400
OG0006556	Np005G2849200	Cg001G0177700
OG0006557	Np005G2849500	Cg001G0177800
OG0006558	Np005G2856900	Cg001G0181300
OG0006559	Np002G1113100	Cg007G2331100
OG0006561	Np005G2884400	Cg001G0198600
OG0006562	Np005G2789300	Cg001G0136100
OG0006563	Np005G2871600	Cg001G0194800
OG0006564	Np005G2872800	Cg001G0194200
OG0006565	Np006G3632000	Cg005G1718700
OG0006566	Np005G2875100	Cg001G0193000
OG0006567	Np005G2876000	Cg001G0192200
OG0006568	Np005G2880400	Cg001G0190200
OG0006569	Np005G2880600	Cg001G0189900
OG0006570	Np005G2868100	Cg001G0188000
OG0006571	Np005G2866600	Cg001G0186500
OG0006572	Np005G2863900	Cg001G0185200
OG0006573	Np005G2891900	Cg001G0202600
OG0006574	Np005G2893800	Cg001G0204100
OG0006575	Np005G3001900	Cg001G0241200
OG0006575	Np005G3001800	Cg001G0241100
OG0006576	Np005G2989700	Cg001G0238100
OG0006577	Np005G2971900	Cg001G0235500
OG0006578	Np005G2963900	Cg001G0233100
OG0006579	Np001G0008700	Cg003G1063600
OG0006580	Np001G0008500	Cg003G1063800
OG0006581	Np001G0005000	Cg003G1065900
OG0006582	Np001G0699300	Cg002G0396200
OG0006583	Np001G0696400	Cg002G0399200
OG0006584	Np001G0693000	Cg002G0401700
OG0006585	Np001G0689900	Cg002G0404100
OG0006586	Np001G0682000	Cg002G0409600
OG0006587	Np001G0681200	Cg002G0410100
OG0006588	Np001G0676900	Cg002G0413100
OG0006589	Np001G0676400	Cg002G0413500
OG0006590	Np001G0671200	Cg002G0416800
OG0006591	Np001G0670400	Cg002G0417600
OG0006593	Np001G0665300	Cg002G0421600
OG0006594	Np001G0425900	Cg008G2904400
OG0006595	Np001G0650900	Cg002G0429500
OG0006596	Np001G0636800, Np006G3347500	Cg002G0438200
OG0006597	Np001G0636300	Cg002G0438600
OG0006599	Np003G1718600	Cg003G0887700
OG0006600	Np001G0623300	Cg002G0448900
OG0006601	Np001G0622300	Cg002G0449500
OG0006602	Np001G0618900	Cg002G0451300
OG0006603	Np001G0613200	Cg002G0456100
OG0006604	Np001G0606700	Cg002G0459900
OG0006605	Np001G0602200	Cg002G0462800
OG0006606	Np001G0600000	Cg002G0464700
OG0006607	Np001G0598600	Cg002G0465900
OG0006609	Np001G0591800	Cg002G0471600
OG0006610	Np001G0587700	Cg002G0474600
OG0006611	Np001G0583500	Cg002G0477700
OG0006612	Np001G0580700	Cg002G0478600
OG0006613	Np001G0564800	Cg002G0490000
OG0006614	Np001G0551200	Cg002G0498900
OG0006615	Np003G1616900	Cg003G0922300
OG0006616	Np003G1614700	Cg003G0921900
OG0006617	Np003G1613700	Cg003G0921100
OG0006618	Np005G3011900	Cg001G0243800
OG0006619	Np007G3874000	Cg004G1318000
OG0006620	Np007G3869400	Cg004G1314700
OG0006621	Np002G0925700	Cg007G2439200
OG0006622	Np002G0908100	Cg007G2445300
OG0006623	Np002G0907600	Cg007G2445600
OG0006624	Np002G0897900, Np002G0897800	Cg007G2450100
OG0006625	Np002G0895900	Cg007G2451400
OG0006626	Np001G0172200	Cg008G2868900, Cg008G2853100
OG0006627	Np007G3749100	Cg004G1417600
OG0006628	Np007G3745900	Cg004G1420400
OG0006629	Np007G3745800	Cg004G1420500
OG0006630	Np007G3738700	Cg004G1427800
OG0006631	Np007G3736400	Cg004G1429800
OG0006632	Np001G0266000	Cg002G0689700
OG0006633	Np007G3733900	Cg004G1431300
OG0006634	Np007G4241500	Cg004G1081300
OG0006635	Np007G3731700	Cg004G1433200
OG0006636	Np007G3731500	Cg004G1433300
OG0006637	Np007G3728700, Np001G0364800	Cg004G1435500
OG0006638	Np006G3312300	Cg005G1524000
OG0006639	Np006G3315800	Cg005G1526100
OG0006640	Np006G3233400	Cg005G1469000
OG0006641	Np006G3319800	Cg005G1528900
OG0006642	Np006G3320500	Cg005G1529500
OG0006643	Np006G3321800	Cg005G1530200
OG0006644	Np006G3324700	Cg005G1531300
OG0006645	Np006G3330300	Cg005G1533700
OG0006646	Np006G3331800	Cg005G1534500
OG0006647	Np006G3335300, Np006G3334800	Cg005G1536100
OG0006648	Np004G2518900	Cg006G2187900
OG0006649	Np006G3350900	Cg005G1545500
OG0006650	Np006G3352100	Cg005G1546600
OG0006651	Np006G3353700	Cg005G1547400
OG0006652	Np006G3355900	Cg005G1549300
OG0006653	Np006G3356400	Cg005G1549500
OG0006654	Np006G3357800	Cg005G1550000
OG0006655	Np006G3358100	Cg005G1550300
OG0006656	Np001G0197500	Cg002G0637300
OG0006657	Np006G3359600	Cg005G1551400
OG0006658	Np006G3361800	Cg005G1552700
OG0006659	Np006G3364000	Cg005G1553700
OG0006660	Np006G3370800	Cg005G1558400
OG0006661	Np006G3372000	Cg005G1559200
OG0006662	Np006G3374400	Cg005G1559900
OG0006663	Np006G3382200	Cg005G1565000
OG0006664	Np003G1829200	Cg003G0746700
OG0006665	Np003G1836000	Cg003G0741500, Cg003G0855700
OG0006666	Np003G1815000	Cg003G0754900
OG0006667	Np003G1814900	Cg003G0755000
OG0006668	Np003G1470900	Cg008G2756700
OG0006669	Np006G3709000	Cg005G1776400
OG0006670	Np006G3707000	Cg005G1775400
OG0006671	Np006G3699600	Cg005G1773200, Cg005G1773000
OG0006673	Np006G3694700	Cg005G1769700
OG0006674	Np006G3692600	Cg005G1767100
OG0006675	Np006G3670500	Cg005G1754200
OG0006676	Np006G3629700	Cg005G1714100
OG0006677	Np006G3648400	Cg005G1736600
OG0006679	Np005G2819800	Cg001G0157600
OG0006680	Np004G2087300	Cg006G1923600
OG0006681	Np004G2083700	Cg006G1927400
OG0006682	Np004G2083100	Cg006G1927800
OG0006683	Np003G1773200	Cg003G0785200
OG0006684	Np003G1777200	Cg003G0778500
OG0006685	Np004G1981800	Cg006G1837200
OG0006686	Np003G1803000	Cg003G0761000
OG0006687	Np003G1803100	Cg003G0760900
OG0006688	Np001G0140000	Cg008G2820000
OG0006689	Np001G0146800	Cg008G2825800
OG0006690	Np005G2822800	Cg001G0159700
OG0006691	Np001G0148800	Cg008G2827700
OG0006692	Np001G0149300	Cg008G2828100
OG0006693	Np001G0151200	Cg008G2829600
OG0006695	Np007G3726000	Cg004G1437000
OG0006696	Np007G3722600	Cg004G1439900
OG0006697	Np007G3721200	Cg004G1441300
OG0006698	Np007G3721000	Cg004G1441500
OG0006699	Np006G3269200	Cg005G1494800
OG0006700	Np006G3225400	Cg005G1462400
OG0006701	Np006G3226300	Cg005G1463000
OG0006702	Np006G3226400	Cg005G1463100
OG0006703	Np006G3229600	Cg005G1465300
OG0006704	Np006G3230600	Cg005G1466300
OG0006705	Np006G3231300	Cg005G1467400
OG0006706	Np006G3234100	Cg005G1469500
OG0006707	Np006G3236500	Cg005G1471100
OG0006708	Np006G3239200	Cg005G1472600
OG0006709	Np006G3239700	Cg005G1472800
OG0006710	Np006G3243700, Np006G3243800	Cg005G1475200
OG0006711	Np006G3246600	Cg005G1477300
OG0006712	Np006G3248500	Cg005G1479000
OG0006713	Np006G3249600	Cg005G1480000
OG0006714	Np006G3249900	Cg005G1480100
OG0006715	Np006G3253000	Cg005G1482200
OG0006716	Np006G3257900	Cg005G1486700
OG0006717	Np006G3262300	Cg005G1490000
OG0006718	Np006G3265700	Cg005G1492400
OG0006719	Np006G3266100	Cg005G1492700
OG0006720	Np006G3266600	Cg005G1493200
OG0006721	Np006G3266700	Cg005G1493300
OG0006722	Np006G3271000	Cg005G1496500
OG0006724	Np006G3279100	Cg005G1501600
OG0006725	Np006G3283800	Cg005G1506200
OG0006726	Np006G3286700	Cg005G1506900
OG0006727	Np004G2271100, Np006G3288000, Np003G1734200	Cg005G1508000
OG0006728	Np006G3300700	Cg005G1515000
OG0006729	Np006G3301600	Cg005G1516000
OG0006730	Np006G3304400	Cg005G1517400
OG0006731	Np006G3304900	Cg005G1517600
OG0006732	Np001G0332900	Cg008G2980200
OG0006733	Np005G2634800	Cg001G0068400
OG0006734	Np003G1594900	Cg004G1080900
OG0006735	Np003G1629800	Cg003G0932500
OG0006736	Np007G4235400	Cg004G1084900
OG0006737	Np002G1235200, Np007G4231600, Np003G1338500	Cg004G1088100
OG0006738	Np007G4229500	Cg004G1090200
OG0006739	Np007G4229300	Cg004G1090400
OG0006740	Np007G4226000	Cg004G1092700
OG0006741	Np007G4222100	Cg004G1095200
OG0006742	Np007G4219000	Cg004G1097500
OG0006743	Np007G4215900	Cg004G1099200
OG0006744	Np007G4215300	Cg004G1099700
OG0006745	Np007G4205900	Cg004G1104500
OG0006746	Np007G4190200	Cg004G1115000
OG0006747	Np003G1890000, Np007G4190000	Cg004G1115200
OG0006748	Np007G4187600	Cg004G1116700
OG0006749	Np007G4186300	Cg004G1117200
OG0006750	Np004G2097500	Cg006G2005100
OG0006751	Np007G4177500	Cg004G1122900
OG0006752	Np007G4177400	Cg004G1123000
OG0006753	Np007G4164300	Cg004G1132000
OG0006754	Np007G4163300	Cg004G1132700
OG0006756	Np007G4156500, Np007G4039700	Cg004G1137200
OG0006757	Np001G0174600, Np007G4156400	Cg008G2856000, Cg008G2871400
OG0006758	Np007G4155200	Cg004G1137800
OG0006759	Np007G4154800	Cg004G1138300
OG0006760	Np007G4153700	Cg004G1139200
OG0006761	Np007G4152600	Cg004G1140100
OG0006762	Np003G1740400, Np007G4150600	Cg004G1142000
OG0006763	Np007G4149900	Cg004G1142400
OG0006764	Np007G4149800	Cg004G1142500
OG0006765	Np007G4141600	Cg004G1147900
OG0006766	Np007G4139300, Np005G3173100	Cg004G1149500
OG0006767	Np007G4136900	Cg004G1151200
OG0006768	Np007G4138000, Np007G4123900	Cg004G1150400
OG0006769	Np007G4135400	Cg004G1152600
OG0006770	Np007G4125600	Cg004G1159600
OG0006771	Np007G4103600	Cg004G1174200
OG0006772	Np007G4111000	Cg004G1169500
OG0006773	Np007G4109400	Cg004G1170600
OG0006775	Np007G4104400	Cg004G1173900
OG0006776	Np007G4101700	Cg004G1176000
OG0006777	Np007G4101600	Cg004G1176100
OG0006778	Np004G2352000, Np007G4101100	Cg004G1176400
OG0006779	Np007G4100100	Cg004G1177300, Cg001G0369200
OG0006780	Np007G4100000	Cg004G1177400
OG0006781	Np007G4092700	Cg004G1181500
OG0006782	Np007G4089400	Cg004G1184000
OG0006783	Np007G4087200	Cg004G1185700
OG0006784	Np002G1093100	Cg004G1186400
OG0006785	Np007G4084200	Cg004G1188200
OG0006786	Np007G4082600	Cg004G1189400
OG0006787	Np005G2659300	Cg005G1619900
OG0006788	Np007G4070600	Cg004G1196900
OG0006789	Np007G4068100	Cg004G1197700
OG0006790	Np007G4064000	Cg004G1200000
OG0006792	Np007G4059800	Cg004G1203600
OG0006793	Np007G4059500	Cg004G1203900
OG0006794	Np007G4055400	Cg004G1206800
OG0006795	Np007G4053100	Cg004G1207900
OG0006796	Np007G4051000	Cg004G1209400
OG0006797	Np007G4049200	Cg004G1210900
OG0006798	Np007G4045400	Cg004G1215100
OG0006799	Np007G4039800	Cg004G1217400
OG0006800	Np007G4035500	Cg004G1219000
OG0006801	Np007G3900800	Cg004G1222900
OG0006802	Np007G3901000, Np001G0399100	Cg004G1223200
OG0006803	Np007G3904600	Cg004G1226400
OG0006804	Np007G3905300	Cg004G1226900
OG0006805	Np004G2560800	Cg006G2224900
OG0006806	Np007G3919700	Cg004G1235700
OG0006807	Np007G3922000	Cg004G1237000
OG0006808	Np007G3925800	Cg004G1239500, Cg001G0031700
OG0006809	Np007G3927300	Cg004G1240500
OG0006811	Np007G3928000	Cg004G1241200
OG0006812	Np007G3928100	Cg004G1241300
OG0006813	Np007G3930400	Cg004G1242800
OG0006814	Np007G3932300	Cg004G1244000
OG0006815	Np007G3938900	Cg004G1247100
OG0006816	Np007G3940100	Cg004G1247700
OG0006817	Np007G3943200	Cg004G1249900
OG0006819	Np007G3949500	Cg004G1253500
OG0006820	Np007G3951900	Cg004G1254700
OG0006821	Np004G2368300	Cg006G2076600
OG0006822	Np007G3979400	Cg004G1266300
OG0006823	Np007G3981100	Cg004G1266700
OG0006824	Np007G3993600	Cg004G1270600
OG0006825	Np012G4369200, Np011G4362400	Cg004G1272600
OG0006826	Np001G0281400	Cg004G1272900
OG0006827	Np011G4364300, Np012G4369400	Cg004G1273000
OG0006828	Np007G3805300	Cg004G1275700
OG0006829	Np007G3806600	Cg004G1276600
OG0006830	Np007G3808500	Cg004G1278100
OG0006831	Np007G3811100	Cg004G1279300
OG0006832	Np004G2492100	Cg006G2165100
OG0006833	Np005G3135000	Cg001G0351500
OG0006834	Np005G3119100	Cg001G0333500
OG0006835	Np001G0182300	Cg009G2989900, Cg008G2888700
OG0006836	Np001G0182900	Cg009G2989000, Cg008G2888200
OG0006837	Np007G3854200	Cg004G1306800
OG0006838	Np007G3836200	Cg004G1294600
OG0006840	Np007G3816900	Cg004G1283500
OG0006841	Np005G2744700	Cg001G0102800
OG0006842	Np005G2745000	Cg001G0103100
OG0006843	Np002G1004400	Cg007G2388500
OG0006844	Np007G4031900	Cg007G2381200
OG0006845	Np003G1465500	Cg008G2751300
OG0006846	Np003G1465000	Cg008G2750900
OG0006847	Np003G1460500	Cg008G2748500
OG0006848	Np003G1458200	Cg008G2746900
OG0006849	Np001G0164600	Cg008G2841900
OG0006851	Np001G0177700	Cg008G2875700
OG0006852	Np001G0546400	Cg002G0503400
OG0006853	Np001G0542900	Cg002G0505500
OG0006854	Np001G0541400	Cg002G0506400
OG0006855	Np001G0540100	Cg002G0507400
OG0006856	Np001G0539800	Cg002G0507700
OG0006857	Np001G0539600	Cg002G0507900
OG0006858	Np001G0532700	Cg002G0514100
OG0006859	Np001G0531700	Cg002G0514600
OG0006860	Np001G0530300	Cg002G0515700
OG0006861	Np001G0530100	Cg002G0515900
OG0006862	Np004G2592800	Cg006G2251100
OG0006863	Np004G2592700	Cg006G2251000
OG0006864	Np004G2589300	Cg006G2249200
OG0006865	Np004G2585600	Cg006G2245800
OG0006866	Np004G2583300	Cg006G2243400
OG0006867	Np004G2580500	Cg006G2241800
OG0006868	Np004G2575100	Cg006G2237000
OG0006869	Np004G2574500	Cg006G2236500
OG0006870	Np004G2573700	Cg006G2235600
OG0006871	Np004G2565300	Cg006G2228800
OG0006872	Np004G2560100	Cg006G2224200
OG0006873	Np007G3780700	Cg004G1392500
OG0006874	Np004G2556900	Cg006G2220800
OG0006875	Np004G2555700	Cg006G2220000
OG0006876	Np004G2554400	Cg006G2218900
OG0006877	Np001G0447200, Np001G0483300	Cg002G0579400
OG0006878	Np004G2552500	Cg006G2216900
OG0006879	Np004G2550200	Cg006G2215200
OG0006880	Np004G2547800	Cg006G2213500
OG0006882	Np004G2536800	Cg006G2204100
OG0006883	Np004G2536600	Cg006G2203900
OG0006885	Np004G2531300	Cg006G2199500
OG0006886	Np004G2528700	Cg006G2197200
OG0006887	Np004G2527200	Cg006G2195800
OG0006888	Np004G2526900	Cg006G2195500
OG0006889	Np005G2823500	Cg001G0160200
OG0006890	Np004G2513300	Cg006G2183500
OG0006892	Np004G2510700	Cg006G2180900
OG0006893	Np004G2509800	Cg006G2180100
OG0006894	Np002G0909100	Cg006G2178900
OG0006895	Np004G2504500	Cg006G2175800
OG0006896	Np004G2503400	Cg006G2174800
OG0006897	Np004G2502500	Cg006G2174200
OG0006898	Np004G2379400, Np004G2500800	Cg006G2172800
OG0006899	Np004G2498400	Cg006G2171100
OG0006900	Np004G2493400	Cg006G2166400
OG0006901	Np004G2489600, Np001G0011100	Cg006G2163600
OG0006902	Np004G2487500	Cg006G2161900
OG0006903	Np004G2483600, Np002G1144200	Cg007G2312100
OG0006904	Np004G2482500	Cg006G2158700
OG0006905	Np004G2478500	Cg006G2155400
OG0006906	Np004G2475900	Cg006G2153000
OG0006907	Np004G2474200	Cg006G2151500
OG0006908	Np004G2474000	Cg006G2151200
OG0006909	Np004G2473800	Cg006G2151000
OG0006910	Np004G2473300	Cg006G2150500
OG0006912	Np001G0288600, Np004G2467000	Cg006G2147100
OG0006913	Np004G2466100	Cg006G2146600
OG0006914	Np004G2463900	Cg006G2145400
OG0006915	Np004G2463700, Np004G2463600	Cg006G2145200
OG0006916	Np004G2457800	Cg006G2141600
OG0006917	Np004G2456600	Cg006G2140600
OG0006918	Np004G2454700	Cg006G2139400
OG0006919	Np003G1896300	Cg003G0700300
OG0006920	Np004G2450900	Cg006G2137600
OG0006921	Np004G2445400	Cg006G2133900
OG0006922	Np004G2444800	Cg006G2133300
OG0006923	Np004G2431600	Cg006G2126900
OG0006924	Np004G2430000	Cg006G2125500
OG0006925	Np004G2429700	Cg006G2125200
OG0006926	Np004G2428800	Cg006G2124600
OG0006927	Np004G2423400	Cg006G2120100
OG0006928	Np004G2420900	Cg006G2118000
OG0006929	Np004G2416700	Cg006G2115300
OG0006930	Np004G2416600	Cg006G2115200
OG0006931	Np004G2413200	Cg006G2112400
OG0006932	Np004G2411500	Cg006G2111400
OG0006933	Np004G2410000	Cg006G2109800
OG0006934	Np004G2408900	Cg006G2109100
OG0006935	Np004G2405400	Cg006G2106100
OG0006936	Np004G2404800	Cg006G2105600
OG0006937	Np002G0715000	Cg006G2103800
OG0006938	Np004G2400800	Cg006G2102500
OG0006939	Np001G0201500	Cg002G0631300
OG0006940	Np004G2393600	Cg006G2096100
OG0006941	Np004G2393100	Cg006G2095600
OG0006943	Np004G2388500, Np004G2388200	Cg006G2091200
OG0006944	Np004G2384000, Np006G3336000	Cg006G2088600
OG0006945	Np004G2383200	Cg006G2088000
OG0006947	Np004G2381800	Cg008G2881600, Cg006G2086700
OG0006948	Np004G2381300	Cg006G2086500
OG0006949	Np004G2257800, Np004G2379900	Cg006G2085600
OG0006950	Np004G2375500	Cg005G1499300, Cg006G2082400
OG0006951	Np004G2373200	Cg006G2080900
OG0006952	Np004G2371700	Cg006G2079500
OG0006953	Np004G2367900	Cg006G2076200
OG0006954	Np004G2364700	Cg006G2073400
OG0006955	Np004G2360500	Cg006G2070500
OG0006956	Np004G2359600	Cg006G2070100
OG0006958	Np004G2348900	Cg006G2060500
OG0006959	Np004G2346300	Cg006G2058400
OG0006960	Np004G2345500	Cg006G2057500
OG0006961	Np004G2343300	Cg006G2056200
OG0006962	Np004G2340400	Cg006G2052700
OG0006964	Np004G2333500	Cg006G2048300
OG0006965	Np004G2333000	Cg006G2047900
OG0006966	Np004G2316100, Np004G2332700	Cg006G2047600
OG0006967	Np004G2327600	Cg006G2046000
OG0006968	Np001G0382200, Np003G1879000	Cg004G1438000
OG0006969	Np007G3901600	Cg001G0265400
OG0006970	Np002G0834500	Cg007G2486800
OG0006971	Np002G0838300	Cg007G2483400
OG0006972	Np002G0842000	Cg007G2480400
OG0006973	Np002G0860600	Cg007G2470100
OG0006974	Np005G2828000	Cg001G0162900
OG0006975	Np007G3947800, Np005G2827700	Cg001G0162500
OG0006976	Np005G2644200	Cg003G0911200
OG0006977	Np002G1215000	Cg007G2272500
OG0006978	Np002G1213700	Cg007G2273300
OG0006979	Np002G1200100	Cg007G2279000
OG0006980	Np002G1197900	Cg003G0807400, Cg003G0808600
OG0006981	Np002G1187000	Cg007G2287200
OG0006982	Np002G1183700	Cg007G2288400
OG0006983	Np004G2101200	Cg006G2002200
OG0006984	Np002G1173600	Cg007G2301100
OG0006985	Np002G1172700	Cg007G2300300
OG0006986	Np002G1132500	Cg007G2317300
OG0006987	Np002G1238300	Cg007G2263300
OG0006990	Np002G0754900	Cg001G0394400
OG0006991	Np001G0346000	Cg008G2974600
OG0006992	Np001G0345200	Cg008G2975500
OG0006993	Np001G0343800	Cg008G2976800
OG0006994	Np001G0318500	Cg008G2985000
OG0006995	Np001G0321200	Cg008G2985900
OG0006996	Np001G0328400	Cg008G2987300
OG0006997	Np001G0392800	Cg008G2948800
OG0006998	Np003G1849000	Cg003G0735300, Cg003G0863100
OG0007000	Np005G2749000	Cg001G0106300
OG0007001	Np004G2000700	Cg006G1852300
OG0007002	Np004G1998700	Cg006G1851400
OG0007003	Np002G0785700, Np004G2516600	Cg007G2520700
OG0007004	Np002G0786100	Cg007G2520300
OG0007005	Np002G0786800	Cg007G2519700
OG0007006	Np005G2602900	Cg001G0003300
OG0007007	Np005G2608300	Cg001G0007200
OG0007008	Np005G2611800	Cg001G0009600
OG0007009	Np005G2615900	Cg001G0012900
OG0007010	Np005G2616000	Cg001G0013000
OG0007011	Np005G2624500	Cg001G0019500
OG0007012	Np005G2697600	Cg001G0023800
OG0007013	Np005G2695700	Cg001G0025700
OG0007014	Np005G2693200	Cg007G2514700, Cg007G2514600, Cg001G0027600
OG0007015	Np005G2689500	Cg001G0029400
OG0007016	Np005G2686500	Cg001G0032200
OG0007017	Np005G2684300	Cg001G0034000
OG0007018	Np005G2684200	Cg001G0034100
OG0007019	Np005G2678900	Cg001G0038200
OG0007020	Np001G0427100, Np001G0427000, Np005G2675700	Cg001G0040200
OG0007021	Np005G2672300	Cg001G0043600
OG0007022	Np005G2671800, Np005G2671400	Cg001G0044200
OG0007023	Np005G2666500	Cg001G0045700
OG0007024	Np002G1181000	Cg007G2289600
OG0007025	Np005G2658700	Cg001G0050000
OG0007027	Np005G2656700	Cg001G0051300
OG0007028	Np005G2654900	Cg001G0052600
OG0007030	Np005G2653000	Cg001G0054100
OG0007031	Np005G2706000	Cg001G0080800
OG0007032	Np005G2705900	Cg001G0080700
OG0007033	Np005G2705100	Cg001G0080000
OG0007034	Np005G2701200	Cg001G0076500
OG0007035	Np005G2700600	Cg001G0076300
OG0007036	Np005G2699000	Cg001G0074500
OG0007037	Np005G2628700	Cg001G0073800
OG0007038	Np006G3433700	Cg005G1594700
OG0007039	Np006G3631300	Cg005G1716400
OG0007040	Np005G2632200	Cg001G0070700
OG0007041	Np005G2633900	Cg001G0069300
OG0007042	Np005G2637200	Cg001G0066400
OG0007043	Np007G3801100	Cg004G1358500
OG0007044	Np005G2638800	Cg001G0065200
OG0007045	Np005G2639700	Cg001G0064200
OG0007046	Np005G2641300	Cg001G0062500
OG0007047	Np005G2641500	Cg001G0062200
OG0007048	Np005G2641800	Cg001G0061900
OG0007049	Np005G2643100, Np005G2643200	Cg001G0060600
OG0007050	Np005G2643500	Cg001G0060400
OG0007051	Np005G2710100	Cg001G0082700
OG0007052	Np005G2710500	Cg001G0083100
OG0007053	Np005G2721200	Cg001G0090000
OG0007054	Np005G2721400	Cg001G0090100
OG0007055	Np005G2722900	Cg001G0091300
OG0007056	Np005G2723400	Cg001G0091700
OG0007057	Np005G2725200	Cg001G0093200
OG0007058	Np005G2726300	Cg001G0093600
OG0007059	Np005G2728000	Cg001G0094900
OG0007060	Np007G3855600	Cg004G1307700
OG0007061	Np007G3862900	Cg004G1311100
OG0007062	Np002G0822500	Cg007G2495700
OG0007063	Np002G0825700	Cg007G2493500
OG0007064	Np002G0827800	Cg007G2491800
OG0007065	Np004G2302300	Cg006G2031900
OG0007066	Np004G2301300	Cg006G2030900
OG0007067	Np004G2285100	Cg006G2024400
OG0007068	Np003G1870700	Cg005G1716700
OG0007069	Np003G1873200	Cg014G3042700, Cg003G0713200
OG0007070	Np003G1879200	Cg003G0717100, Cg014G3038500
OG0007071	Np003G1881900	Cg003G0711000, Cg014G3044800
OG0007072	Np003G1883300	Cg014G3046200, Cg003G0709600
OG0007073	Np003G1885700	Cg003G0707900, Cg014G3047600
OG0007074	Np003G1888600	Cg003G0706500, Cg014G3049000
OG0007075	Np003G1891200	Cg014G3050900, Cg003G0704700
OG0007076	Np006G3542200, Np006G3488000, Np003G1896500	Cg003G0700200
OG0007077	Np003G1898900	Cg003G0698100
OG0007079	Np004G2098400	Cg006G2004300
OG0007080	Np005G2827000	Cg001G0161900
OG0007081	Np005G2768100	Cg001G0120900
OG0007085	Np004G2386800	Cg006G2090700
OG0007086	Np004G2301900	Cg006G2031700
OG0007087	Np004G2259700	Cg006G2016600
