Orthogroup	Noccaea_praecox	Capsella_rubella
OG0008442	Np001G0399700	XP_006279512.1
OG0008443	Np003G1847700	XP_023635476.1
OG0008444	Np003G1846900	XP_006287750.1
OG0008445	Np003G1841000	XP_006288769.1
OG0008446	Np003G1839200	XP_006287620.1
OG0008447	Np005G2745800	XP_006285614.1
OG0008448	Np005G3009600	XP_023634881.1
OG0008449	Np005G3009200, Np005G3009500	XP_006283974.1
OG0008450	Np004G1999900	XP_023645297.1
OG0008451	Np004G1998800	XP_006303585.1
OG0008452	Np004G1996700	XP_006303387.1
OG0008453	Np004G1990700	XP_006303438.1
OG0008454	Np004G1989300, Np002G0809200	XP_006307560.1
OG0008455	Np004G1984500	XP_006305976.1
OG0008456	Np002G0786500	XP_006302797.1
OG0008457	Np005G2616800	XP_006283960.1
OG0008458	Np005G2619000	XP_006285621.1
OG0008459	Np005G2620900	XP_006283901.1
OG0008460	Np005G2622700	XP_006283532.1
OG0008461	Np005G2624600	XP_006283990.1
OG0008462	Np005G2626900	XP_006285120.1
OG0008463	Np005G2698900	XP_006283269.1
OG0008464	Np005G2698300	XP_006284822.1
OG0008465	Np005G2697200	XP_006283492.1
OG0008467	Np005G2696500	XP_006283903.1
OG0008468	Np005G2691300	XP_006285964.2
OG0008469	Np005G2691000	XP_006286095.1
OG0008470	Np005G2688500	XP_006284246.1
OG0008471	Np005G2686900	XP_006283606.1
OG0008472	Np005G2685900	XP_023634772.1
OG0008473	Np005G2684700	XP_006285193.1
OG0008474	Np005G2682800	XP_006286076.2
OG0008475	Np005G2681800	XP_006283005.1, XP_006290550.1
OG0008476	Np005G2679500	XP_006284108.1
OG0008477	Np005G2675200	XP_006284061.1
OG0008478	Np005G2672000	XP_006283590.2
OG0008479	Np005G2665300	XP_023634155.1
OG0008480	Np005G2661400	XP_023634716.1
OG0008481	Np007G3980400, Np005G2662400	XP_006284702.1
OG0008482	Np005G2663100	XP_006286192.1
OG0008483	Np005G2656400	XP_006284672.2
OG0008484	Np005G2654800	XP_006285956.1
OG0008485	Np005G2649600	XP_006286142.1
OG0008486	Np005G2649100	XP_006284498.1
OG0008487	Np005G2647900, Np005G2648200	XP_006285233.1
OG0008488	Np005G2645100	XP_006284005.1
OG0008489	Np005G2644100	XP_006283905.1
OG0008490	Np005G2705700	XP_006285689.1
OG0008491	Np005G2705600	XP_006282661.1
OG0008492	Np005G2705500	XP_006284420.1
OG0008493	Np005G2705300	XP_006283914.1
OG0008494	Np005G2701300	XP_006286020.1
OG0008495	Np005G2699400	XP_006284289.1
OG0008496	Np005G2631100	XP_006283680.1
OG0008497	Np005G2632300	XP_006285283.1
OG0008498	Np005G2633000	XP_006283815.1
OG0008499	Np005G2633500	XP_006283426.2
OG0008501	Np005G2640000	XP_006284537.1
OG0008502	Np005G2642100	XP_006284635.2
OG0008503	Np005G2642600	XP_006285691.1
OG0008504	Np005G2642800	XP_006284297.2
OG0008505	Np005G2706100	XP_006282554.1
OG0008506	Np005G2707800	XP_006283209.1
OG0008507	Np005G2712100	XP_023633932.1
OG0008508	Np005G2717100, Np005G2737700, Np005G2736800	XP_006284466.1
OG0008509	Np005G2718100	XP_023634069.1
OG0008510	Np005G2718200	XP_006284065.1
OG0008511	Np005G2721700	XP_006284480.1
OG0008512	Np005G2723100	XP_006283637.1
OG0008513	Np006G3662300, Np006G3661500	XP_006294420.1
OG0008514	Np007G3856200	XP_023641123.1
OG0008515	Np007G3859200	XP_006297507.1
OG0008516	Np007G3860400	XP_023641504.1
OG0008517	Np007G3860500	XP_023641505.1
OG0008518	Np007G3863300	XP_006297247.1
OG0008519	Np002G0821200	XP_023643580.1
OG0008520	Np002G0822600	XP_023643659.1
OG0008521	Np002G0824000	XP_006302918.1
OG0008522	Np002G0825500	XP_023643149.1
OG0008523	Np002G0826300	XP_006302551.1
OG0008524	Np002G0827100	XP_023643818.1
OG0008525	Np002G0827200	XP_006302881.2
OG0008526	Np002G0827900	XP_006301744.2
OG0008528	Np002G0828300	XP_006302172.1
OG0008529	Np004G2306600	XP_006306219.1
OG0008530	Np004G2304500	XP_006307417.1
OG0008531	Np004G2302000	XP_006305600.1
OG0008532	Np004G2285400	XP_006303932.1
OG0008533	Np004G2279400	XP_006307636.1
OG0008534	Np004G2258900	XP_006307269.1
OG0008536	Np004G2101400	XP_006303401.1
OG0008537	Np005G2822300	XP_006285129.1
OG0008538	Np003G1870900	XP_006286487.2
OG0008539	Np003G1721100	XP_006281172.1
OG0008540	Np003G1876900	XP_006286549.1
OG0008541	Np003G1877600	XP_006288567.2
OG0008542	Np003G1878200	XP_006288081.1
OG0008543	Np003G1880700	XP_006288590.1
OG0008544	Np003G1883600	XP_006287840.1
OG0008545	Np003G1884100	XP_023636324.1
OG0008546	Np003G1884300	XP_006286665.1
OG0008548	Np003G1891000	XP_006289072.1
OG0008549	Np003G1891900	XP_006287312.1
OG0008550	Np003G1893100	XP_006286877.1
OG0008552	Np006G3712200	XP_006294110.1
OG0008553	Np004G2097600	XP_006305832.1
OG0008554	Np004G2092500	XP_006304969.1
OG0008555	Np004G2090600	XP_023645470.1
OG0008556	Np004G2089800	XP_006307460.1
OG0008557	Np004G2089600	XP_006305408.1
OG0008558	Np005G2791900	XP_006285834.1
OG0008559	Np005G2786500	XP_023634960.1
OG0008560	Np005G2780300	XP_006286036.1
OG0008561	Np005G2780400	XP_006284199.1
OG0008562	Np005G2779600	XP_006282698.1
OG0008563	Np005G2775100	XP_006284998.1
OG0008564	Np005G2774600	XP_006283929.1
OG0008565	Np005G2770700	XP_006283816.1
OG0008566	Np004G2262500	XP_006305744.1
OG0008567	Np005G2769500	XP_006284669.1
OG0008568	Np005G2769300	XP_006286280.1, XP_006283985.1
OG0008569	Np005G2769100	XP_006285537.1
OG0008570	Np005G2768700	XP_006285510.1
OG0008571	Np005G2765900	XP_006284665.1
OG0008572	Np003G1800300	XP_006304456.1
OG0008573	Np004G2475600	XP_006306774.1
OG0008574	Np004G2416300	XP_006303938.1
OG0008575	Np004G2294400	XP_023645578.1
OG0008576	Np004G2260000	XP_006306753.1
OG0008577	Np004G2091600	XP_006307606.1
OG0008580	Np004G1924800	XP_006294272.1
OG0008581	Np004G2028300	XP_006303534.1
OG0008582	Np004G2026300	XP_006306152.1
OG0008583	Np007G4054700	XP_023642533.1
OG0008584	Np002G1228600	XP_006300810.1
OG0008585	Np002G1157900	XP_006301572.1
OG0008586	Np002G0896800	XP_006301038.1
OG0008587	Np002G0876700	XP_006300685.1
OG0008588	Np002G0744400	XP_023644331.1
OG0008593	Np007G3733000	XP_006299734.1, XP_006299784.2
OG0008594	Np007G3840200	XP_023641177.1
OG0008596	Np006G3702200	XP_006295251.1
OG0008597	Np006G3694100	XP_006296112.1
OG0008598	Np001G0366100, Np006G3684300, Np006G3684200	XP_006295655.1
OG0008599	Np006G3683600	XP_006294623.1
OG0008600	Np006G3674600	XP_006295403.1
OG0008601	Np006G3663300	XP_023640140.1
OG0008602	Np006G3660200	XP_006294501.1
OG0008603	Np006G3635600, Np006G3635900, Np006G3635100	XP_006294596.1
OG0008604	Np006G3469300, Np006G3539400	XP_023640185.1
OG0008605	Np006G3427000	XP_006294894.1
OG0008606	Np001G0506000	XP_023634248.1
OG0008607	Np001G0216300	XP_023638059.1
OG0008609	Np001G0187300	XP_023638774.1
OG0008610	Np003G1755500, Np003G1755800	XP_006287131.1
OG0008611	Np003G1409800	XP_006288042.1
OG0008612	Np003G1441500	XP_006288955.1
OG0008613	Np001G0113300	XP_006289749.1
OG0008615	Np003G1815400, Np003G1815300	XP_023636296.1
OG0008616	Np005G2629100	XP_023642017.1, XP_006282989.1
OG0008617	Np005G2792400	XP_006286239.1
OG0008618	Np005G2826800	XP_006285527.2
OG0008619	Np005G2827200	XP_023634400.1
OG0008620	Np001G0390500	XP_006282847.1
OG0008622	Np001G0417400	XP_023644065.1
OG0008623	Np001G0176200	XP_006281372.1
OG0008624	Np001G0180100	XP_006280361.1
OG0008625	Np001G0174400	XP_006279706.1
OG0008626	Np006G3512700, Np002G0971000, Np001G0169800	XP_006281529.2
OG0008627	Np001G0167200	XP_006281276.1
OG0008628	Np003G1724900	XP_006280669.1
OG0008629	Np003G1639200	XP_006282349.1
OG0008630	Np003G1635400	XP_006281836.1
OG0008631	Np003G1348700	XP_006290199.1
OG0008649	Np005G2733400	XP_006284621.1
OG0008650	Np005G2732800	XP_006282616.1
OG0008651	Np005G2844100	XP_023634182.1
OG0008652	Np005G2844300	XP_006283777.1
OG0008653	Np001G0463900	XP_006291468.1
OG0008654	Np001G0465300	XP_006292737.1
OG0008655	Np001G0491800	XP_006290291.1
OG0008656	Np001G0491400	XP_006291957.1
OG0008657	Np004G2483700	XP_006307644.2
OG0008658	Np001G0487800	XP_023638656.1
OG0008659	Np001G0479500	XP_006290873.1
OG0008660	Np001G0480900	XP_006290817.1
OG0008661	Np001G0481600	XP_006293299.1
OG0008662	Np001G0328500	XP_006291618.1
OG0008663	Np001G0265800	XP_006290562.1
OG0008664	Np005G3177500	XP_006286079.1
OG0008665	Np003G1456000	XP_006288371.1
OG0008666	Np003G1452500	XP_023636765.1
OG0008667	Np003G1452400	XP_006287410.1
OG0008668	Np003G1450400	XP_006290217.1
OG0008669	Np007G4074800	XP_006297234.2
OG0008670	Np003G1444900	XP_006287994.2
OG0008671	Np003G1439300	XP_006288234.1
OG0008672	Np003G1439200	XP_006287043.1
OG0008673	Np003G1438600	XP_006288493.1
OG0008674	Np003G1438200	XP_006287135.1
OG0008675	Np003G1438000	XP_006286588.1
OG0008676	Np003G1437500	XP_023637316.1
OG0008677	Np003G1435800	XP_006288816.1
OG0008678	Np003G1434000	XP_006287669.1
OG0008679	Np006G3255600	XP_006293481.1
OG0008681	Np003G1431800	XP_006290178.1
OG0008682	Np003G1431400	XP_006290174.2
OG0008683	Np003G1429600	XP_023636345.1
OG0008684	Np003G1427400	XP_023637160.1
OG0008685	Np003G1427200	XP_006288594.1
OG0008686	Np003G1427100	XP_006287924.1
OG0008687	Np007G3897200	XP_023641657.1
OG0008688	Np003G1425700	XP_006288208.1
OG0008689	Np003G1425400	XP_006288895.1
OG0008691	Np003G1422000	XP_006287327.1
OG0008692	Np006G3574400	XP_006293803.1
OG0008693	Np003G1419300	XP_006287781.1
OG0008694	Np003G1627400, Np007G4203100	XP_006305064.1
OG0008695	Np007G4036700	XP_006296948.1
OG0008696	Np003G1411500	XP_023636005.1
OG0008697	Np003G1410700	XP_006286780.1
OG0008698	Np003G1408000	XP_006287906.2
OG0008699	Np003G1407400	XP_006288357.1
OG0008700	Np003G1596300	XP_006280279.1
OG0008701	Np003G1405100	XP_006289509.1
OG0008702	Np003G1403800	XP_006289625.1
OG0008703	Np003G1400900	XP_006288520.2
OG0008704	Np003G1400200	XP_023636491.1
OG0008705	Np003G1398300	XP_006286470.1
OG0008706	Np003G1398200	XP_006288301.2
OG0008707	Np003G1397800	XP_023635912.1
OG0008708	Np003G1397400	XP_006288748.1
OG0008709	Np003G1397300	XP_006287114.2
OG0008711	Np003G1393000	XP_006289580.1
OG0008712	Np003G1391900	XP_023637004.1
OG0008713	Np003G1391700	XP_023637026.1
OG0008714	Np003G1391200	XP_023637449.1
OG0008715	Np003G1390400	XP_006290134.1
OG0008716	Np003G1387500, Np003G1388100	XP_006287382.1
OG0008717	Np003G1386900	XP_006287999.2
OG0008718	Np003G1386100	XP_006288247.2
OG0008719	Np003G1386000	XP_006288699.1
OG0008720	Np003G1385500	XP_006287037.1
OG0008721	Np003G1382100	XP_006287000.1
OG0008722	Np003G1379000	XP_006286661.1
OG0008723	Np003G1605600	XP_006281884.1
OG0008724	Np003G1377100	XP_006289990.1
OG0008725	Np003G1374300	XP_006289029.1
OG0008726	Np003G1374200	XP_006286600.1
OG0008727	Np003G1370900	XP_006288148.2
OG0008728	Np003G1370100	XP_006287358.1
OG0008729	Np003G1368200	XP_023636026.1
OG0008730	Np003G1364500	XP_006287841.1
OG0008731	Np003G1362900	XP_023637284.1
OG0008732	Np003G1361500	XP_023635812.1
OG0008733	Np003G1359400	XP_006294981.1, XP_006281092.1
OG0008734	Np003G1354500	XP_006287905.1
OG0008735	Np003G1354200	XP_006288823.2
OG0008736	Np003G1353200, Np001G0052900	XP_006288995.1
OG0008737	Np003G1350800	XP_006286619.1
OG0008738	Np003G1350000	XP_006287344.1
OG0008739	Np001G0196100	XP_006290723.1
OG0008740	Np003G1729600	XP_006281470.1
OG0008742	Np003G1344200	XP_006288486.1
OG0008743	Np003G1342300	XP_006288832.2
OG0008744	Np003G1341000	XP_006286671.1
OG0008745	Np003G1340600	XP_023636227.1
OG0008746	Np003G1338400	XP_006287366.1
OG0008747	Np003G1335500	XP_006288681.1
OG0008748	Np003G1860100	XP_006290238.2
OG0008749	Np003G1859900	XP_006289771.1
OG0008750	Np003G1856400	XP_023636316.1
OG0008751	Np003G1856200	XP_023636980.1
OG0008752	Np003G1853900	XP_006288579.1
OG0008753	Np005G2812100, Np004G2253700	XP_006282692.2
OG0008754	Np005G2812400	XP_006280951.1
OG0008755	Np005G2815000	XP_006282891.1
OG0008756	Np005G2815100	XP_023634778.1
OG0008757	Np003G1882600	XP_023635898.1
OG0008758	Np006G3622300	XP_006294759.1
OG0008759	Np006G3621200, Np007G3961100	XP_023640220.1
OG0008760	Np006G3618500	XP_006294144.1
OG0008762	Np006G3611300	XP_006293814.1
OG0008763	Np006G3610400	XP_006295039.1
OG0008764	Np006G3609100	XP_006295919.1
OG0008765	Np006G3609000	XP_006295716.1
OG0008766	Np006G3580200	XP_006294344.2
OG0008767	Np004G2030500	XP_006292872.2
OG0008768	Np006G3581400	XP_006295096.1
OG0008769	Np005G3168900, Np006G3582800, Np005G3169500	XP_006294958.1
OG0008770	Np005G3169200, Np006G3583800	XP_006293456.1
OG0008771	Np006G3584700, Np003G1321700	XP_006296291.1
OG0008772	Np006G3586300	XP_006293606.1
OG0008773	Np006G3704400, Np006G3697200	XP_006296363.1
OG0008774	Np006G3588500	XP_006294207.1
OG0008775	Np006G3588700	XP_023639861.1
OG0008776	Np006G3591900	XP_006294226.1
OG0008777	Np006G3593000	XP_006295281.2
OG0008778	Np006G3595800	XP_006296151.1
OG0008779	Np006G3596200	XP_006294126.1
OG0008780	Np006G3598700	XP_006293705.1
OG0008781	Np006G3599000	XP_006294865.1
OG0008782	Np006G3599100	XP_006294177.1
OG0008784	Np006G3599900	XP_006296496.1
OG0008785	Np006G3600600	XP_006294844.1
OG0008786	Np006G3601500	XP_023639734.1
OG0008787	Np006G3605900	XP_023639895.1
OG0008788	Np006G3424200	XP_023640181.1
OG0008789	Np006G3520200	XP_006294335.1
OG0008790	Np006G3517000	XP_006293768.1
OG0008791	Np006G3514300	XP_023639708.1
OG0008792	Np006G3523900	XP_006296371.1
OG0008793	Np006G3526300	XP_006280685.1
OG0008794	Np006G3530800, Np006G3477400	XP_006295686.1
OG0008795	Np006G3534200, Np006G3473100	XP_006293884.1
OG0008796	Np006G3534300, Np006G3472900	XP_006294422.1
OG0008797	Np006G3470400, Np006G3537600, Np001G0497000	XP_006294232.1
OG0008798	Np006G3545000, Np006G3485700	XP_006293809.1
OG0008799	Np006G3546400, Np006G3483000	XP_006295721.1
OG0008800	Np006G3546500, Np006G3482900	XP_006294476.1
OG0008801	Np006G3481800, Np006G3547600	XP_023640558.1
OG0008802	Np006G3548400	XP_006293670.1
OG0008803	Np006G3549300	XP_006293452.1
OG0008804	Np006G3550900	XP_006294655.1
OG0008805	Np006G3551600	XP_006295020.1
OG0008806	Np006G3555500	XP_006294187.1
OG0008807	Np006G3556000	XP_023640585.1
OG0008809	Np006G3561000	XP_006294903.1
OG0008810	Np006G3569500	XP_006295854.1
OG0008811	Np006G3565800	XP_006295920.1
OG0008812	Np005G3079500	XP_006284109.1
OG0008814	Np006G3573600	XP_006296364.2
OG0008815	Np006G3577500	XP_006295125.1
OG0008816	Np006G3578900	XP_006295661.1
OG0008818	Np008G4280300, Np006G3498100	XP_006293875.1
OG0008820	Np001G0641600	XP_006295303.1
OG0008821	Np001G0414600	XP_023637053.1
OG0008822	Np001G0412000	XP_006282017.1
OG0008823	Np007G3776800	XP_006281612.1
OG0008824	Np001G0408500	XP_006281002.2
OG0008825	Np001G0407300	XP_006281163.1
OG0008826	Np001G0407000	XP_023639888.1
OG0008827	Np005G2822200	XP_023634676.1
OG0008828	Np001G0400800	XP_006280675.1
OG0008830	Np005G2811400	XP_006285532.1
OG0008831	Np005G2811200	XP_023635453.1
OG0008832	Np005G2808900	XP_006283679.1
OG0008833	Np004G2003100	XP_023632978.1, XP_006303465.1, XP_006305800.1
OG0008834	Np004G2003200	XP_023645824.1
OG0008835	Np004G2004700, Np005G3086000	XP_006303973.1
OG0008836	Np004G2006200	XP_006303222.1
OG0008837	Np004G2007300	XP_006305305.1
OG0008838	Np004G2008000	XP_006304153.1
OG0008839	Np004G2019100	XP_006304899.2
OG0008840	Np004G2015800	XP_006305179.2
OG0008841	Np004G2011400	XP_006305686.1
OG0008842	Np004G2105700	XP_006305558.1
OG0008843	Np004G2107100	XP_006304065.1
OG0008844	Np004G2109800	XP_006303429.1
OG0008845	Np007G3878400	XP_006298252.2
OG0008846	Np004G2112100	XP_006304381.1
OG0008847	Np004G2113800, Np005G2668800	XP_006305292.1
OG0008848	Np004G2118300	XP_006305057.1
OG0008849	Np004G2121200	XP_006305267.1
OG0008850	Np004G2121300	XP_006307011.1
OG0008851	Np004G2123400	XP_006304099.1
OG0008852	Np004G2128500	XP_006305157.1
OG0008853	Np001G0165800	XP_006281794.1
OG0008854	Np004G2129500	XP_006304465.2
OG0008855	Np004G2131400	XP_023633093.1
OG0008856	Np004G2132400	XP_006305775.1
OG0008857	Np004G2136500	XP_006306714.1
OG0008858	Np004G2141900	XP_006307568.1
OG0008859	Np004G2142300	XP_006307148.1
OG0008860	Np004G2144200	XP_006304418.1
OG0008861	Np004G2145900	XP_023645795.1
OG0008862	Np004G2147300	XP_006306855.1
OG0008863	Np004G2012100	XP_023633241.1
OG0008864	Np004G2149400	XP_006305545.2
OG0008865	Np004G2155200, Np003G1614500	XP_006303745.1
OG0008866	Np004G2155400	XP_006305502.1
OG0008867	Np003G1728400	XP_006281706.1
OG0008868	Np004G2160800	XP_023645373.1
OG0008869	Np004G2170900	XP_006305412.1
OG0008870	Np004G2175300	XP_006307193.1
OG0008871	Np004G2051000	XP_006306899.2
OG0008872	Np004G2054300	XP_006303359.1
OG0008873	Np006G3407200	XP_006295968.1
OG0008874	Np001G0254200	XP_023637910.1
OG0008875	Np001G0251200	XP_006292005.2
OG0008876	Np001G0246600	XP_023639035.1
OG0008877	Np001G0681600	XP_006290508.1
OG0008878	Np001G0011500	XP_006280049.1
OG0008879	Np001G0011700	XP_006281688.1
OG0008880	Np001G0012000	XP_006279796.1
OG0008881	Np001G0015000	XP_006281085.1
OG0008882	Np001G0015200	XP_006282078.1
OG0008883	Np001G0015400	XP_023632897.1
OG0008884	Np001G0016000	XP_006280131.1
OG0008885	Np001G0017100	XP_006282286.1
OG0008886	Np001G0019500	XP_006279673.2
OG0008887	Np001G0020100	XP_006279745.1
OG0008888	Np005G2668500, Np001G0022600	XP_006279973.1
OG0008889	Np001G0023500	XP_006280319.1
OG0008890	Np001G0024500	XP_006281233.1
OG0008891	Np001G0027900	XP_006280087.1
OG0008892	Np001G0028300	XP_006280645.2
OG0008893	Np001G0029100	XP_006280200.1
OG0008894	Np001G0032800	XP_006280879.1
OG0008895	Np001G0035500	XP_006280660.1
OG0008896	Np001G0035600	XP_006280928.1
OG0008897	Np001G0035800	XP_006279585.1
OG0008898	Np001G0036800	XP_006279651.1
OG0008899	Np001G0600400, Np001G0037800	XP_006280248.1
OG0008900	Np001G0039600	XP_006282168.1
OG0008901	Np001G0042300	XP_006280216.1
OG0008902	Np001G0046400	XP_023635098.1
OG0008903	Np001G0047900	XP_006280766.1
OG0008904	Np001G0050700	XP_006280680.1
OG0008905	Np001G0052000	XP_006279577.1
OG0008906	Np001G0052600	XP_023640806.1
OG0008907	Np001G0053500	XP_006282368.1
OG0008909	Np001G0059000	XP_006281191.1
OG0008910	Np001G0060900	XP_006282325.1
OG0008911	Np001G0062200	XP_006281506.1
OG0008912	Np001G0067500	XP_006280650.1
OG0008913	Np001G0068500	XP_006281223.1
OG0008914	Np001G0069000	XP_006279839.2
OG0008915	Np001G0069600, Np001G0069900	XP_006280820.2
OG0008916	Np001G0071000	XP_006280313.1
OG0008917	Np001G0072100	XP_006280255.1
OG0008918	Np001G0072600	XP_006281617.1
OG0008919	Np001G0073900	XP_006282124.1
OG0008920	Np001G0075000	XP_006281048.1
OG0008921	Np001G0075500	XP_006281039.1
OG0008922	Np001G0077800	XP_006281367.1
OG0008923	Np001G0079100	XP_006280517.1
OG0008924	Np001G0084400	XP_006280765.2
OG0008925	Np001G0084800	XP_006280012.1
OG0008926	Np001G0086200	XP_023645628.1
OG0008927	Np001G0087300	XP_023639280.1
OG0008928	Np001G0092100	XP_006280989.1
OG0008929	Np001G0095500	XP_006280178.1
OG0008930	Np001G0100200	XP_006288494.1
OG0008931	Np001G0102000	XP_006286897.1
OG0008932	Np001G0102500	XP_006286797.1
OG0008933	Np001G0103900	XP_023637717.1
OG0008934	Np001G0104300	XP_006287878.1
OG0008935	Np001G0105700	XP_006286452.1
OG0008936	Np001G0106200	XP_006287150.1
OG0008937	Np001G0106900	XP_006286666.1
OG0008938	Np001G0110700	XP_006287648.1
OG0008939	Np001G0114100	XP_006289963.2
OG0008940	Np001G0117500	XP_006289354.1
OG0008942	Np001G0118900	XP_006288246.2
OG0008943	Np001G0119300	XP_006288538.1
OG0008944	Np001G0120100	XP_006286796.1
OG0008945	Np001G0122600	XP_006287997.1
OG0008946	Np001G0122800	XP_023637549.1
OG0008947	Np001G0124600	XP_006286673.1
OG0008948	Np001G0125200	XP_006288624.1
OG0008949	Np001G0126500	XP_006289043.1
OG0008950	Np001G0128100	XP_006286840.1
OG0008951	Np001G0133700	XP_006287605.2
OG0008952	Np001G0134900	XP_006290207.1
OG0008953	Np001G0138300	XP_006288626.1
OG0008954	Np003G1476000	XP_006289461.2
OG0008955	Np003G1477400	XP_006288582.1
OG0008956	Np003G1476500	XP_006290114.1
OG0008957	Np003G1476400	XP_006286463.2
OG0008958	Np003G1476300	XP_006288841.1
OG0008959	Np003G1476100	XP_006289269.1
OG0008960	Np003G1478100	XP_006287923.1
OG0008961	Np003G1478200	XP_006289406.2
OG0008962	Np003G1478300	XP_006289636.1
OG0008963	Np003G1481000	XP_006290154.1
OG0008964	Np003G1481300	XP_006287221.1
OG0008965	Np003G1483800	XP_006286390.1
OG0008967	Np003G1484500	XP_006289959.1
OG0008969	Np003G1487700	XP_023636298.1
OG0008970	Np003G1490200	XP_006288533.1
OG0008971	Np003G1491600	XP_006288113.1
OG0008972	Np003G1491800	XP_006287555.1
OG0008973	Np003G1493200	XP_006286473.1
OG0008974	Np003G1493700	XP_006286361.1
OG0008975	Np003G1494400	XP_006289655.1
OG0008976	Np003G1494900	XP_023637138.1
OG0008977	Np003G1498500	XP_006288523.1
OG0008978	Np003G1499800	XP_006287048.1
OG0008979	Np003G1502300, Np007G3794200	XP_006289607.2, XP_006289502.1
OG0008980	Np003G1504000	XP_006290047.1
OG0008981	Np003G1504300	XP_006288668.1
OG0008982	Np003G1507500	XP_006289712.1
OG0008983	Np003G1621400, Np003G1621300	XP_006281795.1
OG0008984	Np003G1510000	XP_006287602.1
OG0008985	Np003G1513100	XP_006286724.1
OG0008986	Np003G1514800	XP_006279968.1
OG0008987	Np003G1519200	XP_023642097.1
OG0008988	Np003G1520400	XP_006290831.1, XP_023645188.1
OG0008989	Np003G1523100	XP_006293773.1
OG0008990	Np003G1523400	XP_023634992.1
OG0008991	Np003G1525700	XP_006280519.1
OG0008992	Np003G1524800	XP_023638254.1
OG0008993	Np003G1526000	XP_006281031.1
OG0008994	Np003G1534600	XP_023641139.1
OG0008995	Np003G1535200	XP_006281196.1
OG0008996	Np003G1537000	XP_006280372.1
OG0008997	Np003G1537300	XP_006279671.1
OG0008999	Np003G1541900	XP_023643525.1
OG0009000	Np003G1545700	XP_023635520.1
OG0009001	Np003G1547000	XP_023636738.1
OG0009002	Np003G1548800	XP_006279902.1
OG0009003	Np004G2344600	XP_006306592.1
OG0009004	Np003G1550200	XP_023635942.1
OG0009005	Np002G0733200	XP_006301182.1
OG0009006	Np003G1552000	XP_023642862.1
OG0009007	Np003G1557200	XP_006281936.1
OG0009008	Np003G1558500	XP_006279674.1
OG0009009	Np003G1560600	XP_006281056.1
OG0009010	Np003G1561400	XP_006280913.1
OG0009011	Np003G1561900	XP_006280906.1
OG0009012	Np003G1563200	XP_006279508.1
OG0009013	Np003G1563400	XP_006280489.1
OG0009014	Np003G1563600	XP_023637192.1
OG0009015	Np003G1566800	XP_006279738.1
OG0009016	Np003G1567300	XP_006280310.1
OG0009017	Np003G1569100	XP_006279744.1
OG0009018	Np003G1569700	XP_006280948.2
OG0009019	Np003G1571400	XP_006280137.1
OG0009020	Np003G1571800	XP_006280735.1
OG0009021	Np003G1574000	XP_006280707.1
OG0009022	Np003G1574500	XP_006281190.1
OG0009023	Np003G1579600	XP_006281822.1
OG0009024	Np003G1579800	XP_006279491.1
OG0009025	Np003G1582100	XP_023641740.1
OG0009026	Np003G1581000	XP_023639322.1
OG0009027	Np003G1585600	XP_006280769.1
OG0009028	Np003G1586200	XP_006280160.1
OG0009029	Np003G1587000	XP_006280158.1
OG0009030	Np003G1593800	XP_006279709.2
OG0009031	Np003G1593900	XP_006280801.1
OG0009032	Np003G1595400	XP_023639392.1
OG0009034	Np003G1603900	XP_006281212.1
OG0009035	Np003G1604800	XP_006282076.1
OG0009036	Np003G1605100	XP_006280426.1
OG0009037	Np003G1606400	XP_006280143.1
OG0009038	Np003G1607500	XP_006281148.1
OG0009039	Np001G0505100	XP_006292653.1
OG0009040	Np001G0502100	XP_006291064.1
OG0009041	Np001G0501900	XP_006290719.1
OG0009042	Np001G0499500	XP_006292100.1
OG0009043	Np001G0499000	XP_006291032.1
OG0009044	Np001G0496100	XP_023639246.1
OG0009045	Np003G1782600, Np001G0494200	XP_023637923.1
OG0009046	Np003G1624000	XP_006279997.1
OG0009047	Np003G1625100	XP_006280962.1
OG0009048	Np003G1867900	XP_023636023.1
OG0009049	Np003G1860800	XP_006289666.1
OG0009050	Np006G3633900	XP_006294138.1
OG0009051	Np003G1333600	XP_006289810.1
OG0009052	Np005G3102400	XP_023634306.1
OG0009053	Np002G1246600	XP_006302082.2
OG0009054	Np003G1325600	XP_023637538.1
OG0009055	Np003G1323500	XP_006289455.1
OG0009056	Np003G1320100	XP_006287604.1
OG0009057	Np003G1318100, Np003G1319700	XP_006286714.1
OG0009058	Np003G1316600	XP_006288840.1
OG0009059	Np003G1315800	XP_006288431.1
OG0009060	Np003G1463200	XP_006287478.1
OG0009061	Np003G1460700, Np003G1463100	XP_006287560.1
OG0009062	Np004G2094700	XP_006305965.2
OG0009063	Np003G1313600	XP_006289430.1
OG0009064	Np004G2095200	XP_006307219.2
OG0009065	Np003G1312600, Np004G2360000	XP_006288491.1
OG0009066	Np003G1312500	XP_006286388.1
OG0009067	Np003G1307700	XP_006290162.1
OG0009068	Np003G1307000	XP_006287674.1
OG0009069	Np003G1306000	XP_023636172.1
OG0009070	Np003G1304800	XP_006287194.1
OG0009071	Np003G1304300	XP_006287390.1
OG0009072	Np003G1302800	XP_006289507.1
OG0009073	Np003G1300200	XP_006287452.1
OG0009074	Np003G1300100	XP_006289555.1
OG0009075	Np006G3280000	XP_006293385.2
OG0009076	Np003G1298600	XP_006290160.1
OG0009077	Np003G1297400	XP_006287668.1
OG0009078	Np003G1297300	XP_023636663.1
