Orthogroup	Arabidopsis_arenosa	Cardamine_hirsuta
OG0007769	jg23951	CARHR075500
OG0007770	jg23953	CARHR075520
OG0007771	jg23724	CARHR281060
OG0007772	jg23754	CARHR281320
OG0007773	jg23761	CARHR281390
OG0007774	jg23764	CARHR281420
OG0007775	jg15025	CARHR160990
OG0007776	jg16414	CARHR291700
OG0007777	jg16400, jg16408, jg16392, jg16399	CARHR291740
OG0007778	jg16388	CARHR173490
OG0007779	jg16363	CARHR173230
OG0007780	jg16319	CARHR171640
OG0007781	jg16313	CARHR172750
OG0007782	jg16289	CARHR172520
OG0007783	jg16288	CARHR172510
OG0007784	jg16281	CARHR172450
OG0007785	jg16278	CARHR172420
OG0007786	jg16255	CARHR172280
OG0007787	jg16241	CARHR172100
OG0007788	jg16238	CARHR172070
OG0007789	jg16217	CARHR171920
OG0007790	jg16207	CARHR171850
OG0007791	jg16203	CARHR171810
OG0007792	jg16181	CARHR171610
OG0007793	jg16179	CARHR171570
OG0007794	jg16175	CARHR171530
OG0007795	jg16124	CARHR171050
OG0007796	jg16115	CARHR170960
OG0007797	jg16095	CARHR170700
OG0007798	jg16075	CARHR170520
OG0007799	jg16067	CARHR170420
OG0007800	jg19724	CARHR138940
OG0007801	jg16019	CARHR170080
OG0007802	jg16015	CARHR170040
OG0007803	jg16000	CARHR169910
OG0007804	jg15999	CARHR169890
OG0007805	jg15985	CARHR169790
OG0007806	jg19666	CARHR138440
OG0007807	jg15950	CARHR169510
OG0007808	jg15941	CARHR169430
OG0007809	jg15914	CARHR169260
OG0007810	jg15913	CARHR169250
OG0007811	jg15903	CARHR169150
OG0007812	jg15898	CARHR169090
OG0007813	jg15890	CARHR169020
OG0007814	jg15836	CARHR168530
OG0007815	jg21693	CARHR258210
OG0007817	jg15784	CARHR167900
OG0007818	jg15772	CARHR167950
OG0007819	jg15669	CARHR167310
OG0007820	jg15684	CARHR155690, CARHR167150
OG0007821	jg15685	CARHR167140
OG0007822	jg15620	CARHR166600
OG0007823	jg15590	CARHR166350
OG0007824	jg21372	CARHR183830
OG0007825	jg15489	CARHR163150, CARHR165560
OG0007826	jg15573	CARHR166120
OG0007827	jg15535	CARHR165910, CARHR292640
OG0007828	jg15484	CARHR165470
OG0007829	jg15402	CARHR164590
OG0007830	jg15398	CARHR164540
OG0007831	jg15380	CARHR164370
OG0007832	jg15378	CARHR164350
OG0007833	jg15375	CARHR164310
OG0007834	jg15371	CARHR164250
OG0007835	jg15370	CARHR164240
OG0007837	jg15368	CARHR164220
OG0007838	jg15351	CARHR164010
OG0007839	jg29691	CARHR012770
OG0007840	jg15325	CARHR163810
OG0007841	jg15314	CARHR163680
OG0007842	jg15297	CARHR163550
OG0007843	jg15285	CARHR163440
OG0007844	jg15244	CARHR162980
OG0007845	jg15222	CARHR162860
OG0007846	jg15197	CARHR162610
OG0007847	jg22163	CARHR267090
OG0007849	jg22078	CARHR266690
OG0007850	jg22072	CARHR266640
OG0007851	jg22064	CARHR266560
OG0007852	jg22062	CARHR266540
OG0007853	jg22049	CARHR266330
OG0007854	jg22048	CARHR266320
OG0007855	jg11056	CARHR114900, CARHR290730
OG0007856	jg26768	CARHR100660
OG0007857	jg26792	CARHR100920
OG0007858	jg26793	CARHR100930
OG0007859	jg26852	CARHR101460
OG0007860	jg26933	CARHR102100
OG0007861	jg26997	CARHR102760
OG0007862	jg27183	CARHR103860
OG0007863	jg2174	CARHR058950
OG0007864	jg2177	CARHR058970
OG0007865	jg2217	CARHR059440
OG0007866	jg2234	CARHR059590, CARHR059600
OG0007867	jg2242	CARHR059680
OG0007868	jg2243	CARHR059690
OG0007869	jg2259	CARHR059860
OG0007870	jg24033, jg12003, jg17462	CARHR121690
OG0007871	jg6551	CARHR186950
OG0007872	jg2264	CARHR058050, CARHR059910
OG0007873	jg2268	CARHR059930
OG0007874	jg2269	CARHR059950
OG0007875	jg2279	CARHR060030
OG0007876	jg2296	CARHR060170
OG0007877	jg2312	CARHR060300
OG0007881	jg2368	CARHR060650
OG0007882	jg2391	CARHR055340, CARHR060980
OG0007883	jg2399	CARHR061080
OG0007884	jg2403	CARHR061180
OG0007885	jg28011	CARHR109110
OG0007886	jg20654	CARHR178080
OG0007887	jg28041	CARHR109250
OG0007888	jg28054	CARHR109340
OG0007889	jg28102	CARHR109660
OG0007890	jg13052	CARHR144980, CARHR215280
OG0007891	jg13613	CARHR292530
OG0007892	jg28157	CARHR110050
OG0007893	jg19400	CARHR136330
OG0007894	jg19394	CARHR136270
OG0007895	jg19389	CARHR136220
OG0007896	jg19385	CARHR136180
OG0007897	jg15056, jg15068, jg15061	CARHR161330
OG0007899	jg19338	CARHR135820
OG0007900	jg19318	CARHR135650
OG0007901	jg19310	CARHR135580
OG0007902	jg19263	CARHR135210
OG0007903	jg19260, jg19259	CARHR135170
OG0007904	jg19257	CARHR135140
OG0007905	jg9203, jg19246	CARHR135050
OG0007906	jg19230	CARHR134930
OG0007907	jg1981	CARHR057510
OG0007908	jg19178	CARHR134430
OG0007909	jg19167	CARHR134340
OG0007911	jg19115	CARHR134220
OG0007912	jg19086	CARHR133810
OG0007913	jg24618	CARHR081250
OG0007914	jg19068	CARHR133570
OG0007915	jg19066	CARHR133530
OG0007917	jg19060	CARHR133450
OG0007918	jg19059	CARHR133440
OG0007919	jg19058	CARHR133430
OG0007920	jg19052	CARHR133360
OG0007921	jg31205	CARHR026360
OG0007922	jg1424	CARHR132910
OG0007923	jg18994	CARHR132840
OG0007924	jg18965	CARHR132550
OG0007925	jg18952	CARHR132430
OG0007926	jg24932	CARHR084510, CARHR286790
OG0007927	jg18938	CARHR131780
OG0007928	jg18937	CARHR131790
OG0007929	jg18929	CARHR131870
OG0007930	jg18889	CARHR132190
OG0007931	jg18868	CARHR132390
OG0007932	jg18857	CARHR131620
OG0007933	jg18854	CARHR131590
OG0007935	jg7656	CARHR253660, CARHR253670
OG0007936	jg7667	CARHR253560
OG0007937	jg12932	CARHR143960
OG0007938	jg7698	CARHR253060
OG0007939	jg7701	CARHR253030
OG0007940	jg7720	CARHR252870
OG0007941	jg7644	CARHR253790
OG0007942	jg16564	CARHR112390
OG0007943	jg16603	CARHR112910
OG0007944	jg16641	CARHR113260
OG0007945	jg16667	CARHR113590
OG0007946	jg16681	CARHR113740
OG0007947	jg16687	CARHR113820
OG0007948	jg16698	CARHR114000
OG0007949	jg31243	CARHR026760
OG0007950	jg16705	CARHR114050
OG0007951	jg16726, jg28205	CARHR114190
OG0007952	jg16727, jg28206	CARHR114200
OG0007953	jg16762	CARHR114370
OG0007954	jg16789	CARHR292950
OG0007955	jg16796	CARHR292990
OG0007956	jg16844	CARHR184840
OG0007957	jg16862	CARHR184690
OG0007958	jg16879	CARHR118200
OG0007959	jg17231	CARHR287340
OG0007960	jg17136	CARHR115820
OG0007961	jg17310	CARHR115080
OG0007962	jg16926	CARHR117630
OG0007963	jg17177	CARHR115490
OG0007964	jg10021	CARHR231960
OG0007965	jg10022	CARHR231950
OG0007966	jg10050	CARHR231720, CARHR033650
OG0007967	jg32539	CARHR035520
OG0007968	jg32573	CARHR035660
OG0007969	jg11070, jg32602	CARHR035790
OG0007970	jg32645	CARHR036060
OG0007971	jg32652	CARHR036100
OG0007972	jg32259	CARHR034560
OG0007973	jg32238	CARHR034440
OG0007974	jg32215	CARHR034220
OG0007975	jg32139	CARHR033930
OG0007976	jg32100	CARHR033730
OG0007977	jg32090	CARHR033630
OG0007978	jg32070	CARHR033380
OG0007979	jg32038	CARHR033200
OG0007980	jg32036	CARHR033170
OG0007981	jg7302	CARHR260830
OG0007982	jg7301	CARHR260810
OG0007983	jg7358, jg7360, jg7361, jg7362	CARHR256690, CARHR261240
OG0007984	jg7371	CARHR256400
OG0007985	jg7429	CARHR255830
OG0007986	jg12154, jg12155	CARHR215800
OG0007987	jg7558	CARHR254710
OG0007988	jg7621	CARHR254060
OG0007989	jg5756	CARHR193940
OG0007990	jg5759	CARHR193900
OG0007991	jg5765	CARHR193830
OG0007992	jg5789	CARHR193680
OG0007993	jg5793	CARHR193620
OG0007994	jg6534	CARHR187140
OG0007995	jg6540	CARHR187060
OG0007996	jg6583	CARHR186680
OG0007997	jg28232	CARHR110700
OG0007998	jg28247	CARHR110850
OG0008000	jg20231	CARHR143520
OG0008001	jg20218	CARHR143420
OG0008002	jg20200	CARHR143250
OG0008003	jg7381	CARHR256290
OG0008004	jg20154	CARHR142810
OG0008005	jg20147	CARHR142740
OG0008006	jg20138	CARHR142660
OG0008007	jg20009	CARHR141350
OG0008008	jg20007	CARHR141330
OG0008009	jg20004	CARHR141310
OG0008010	jg20001	CARHR141290
OG0008012	jg19989	CARHR141190
OG0008013	jg19980	CARHR141100
OG0008014	jg19962	CARHR140900
OG0008015	jg19932	CARHR140590
OG0008016	jg19846	CARHR140090
OG0008017	jg19844	CARHR140050
OG0008018	jg19823	CARHR139860
OG0008019	jg19798	CARHR139600
OG0008020	jg19751	CARHR139220
OG0008022	jg19750	CARHR139200
OG0008023	jg19736, jg27629	CARHR139080
OG0008024	jg19691	CARHR138680
OG0008025	jg19626	CARHR138080
OG0008026	jg19610	CARHR137950
OG0008027	jg19522	CARHR137240
OG0008028	jg19511	CARHR137180, CARHR228030
OG0008029	jg19491	CARHR137050
OG0008030	jg19470	CARHR136880
OG0008031	jg28197	CARHR136510
OG0008032	jg19415	CARHR136470
OG0008033	jg20373	CARHR174540
OG0008034	jg20325	CARHR174130
OG0008035	jg20361	CARHR174460
OG0008036	jg23974	CARHR075740
OG0008037	jg23976	CARHR075760
OG0008038	jg23983	CARHR075840
OG0008039	jg23998	CARHR075970
OG0008040	jg24020	CARHR076110
OG0008042	jg24076	CARHR076580
OG0008043	jg24112	CARHR076900
OG0008044	jg24135	CARHR077080
OG0008045	jg24146	CARHR077170
OG0008046	jg24186	CARHR077460
OG0008047	jg24212	CARHR077700
OG0008048	jg24219	CARHR077770
OG0008049	jg24261	CARHR078130
OG0008050	jg24265	CARHR078160
OG0008051	jg24270	CARHR078200
OG0008052	jg24272	CARHR078220
OG0008054	jg24367	CARHR079040
OG0008055	jg24382	CARHR079220
OG0008056	jg24404	CARHR079410
OG0008057	jg24410	CARHR079460
OG0008058	jg24433	CARHR079670
OG0008059	jg24441	CARHR079720
OG0008060	jg24451	CARHR079850
OG0008061	jg24460	CARHR079910
OG0008062	jg24521	CARHR080420
OG0008063	jg24526	CARHR080470
OG0008064	jg24534	CARHR080520
OG0008065	jg24544	CARHR080640
OG0008066	jg32666, jg24698	CARHR082090
OG0008067	jg24606	CARHR081140
OG0008068	jg24607	CARHR081150
OG0008069	jg24616	CARHR081260
OG0008070	jg24627	CARHR081400
OG0008071	jg24734	CARHR082470
OG0008074	jg24818	CARHR083340
OG0008075	jg24841	CARHR083520
OG0008076	jg24828	CARHR083430
OG0008077	jg24831	CARHR083470
OG0008078	jg24846	CARHR083570
OG0008079	jg24878	CARHR083910
OG0008080	jg24882	CARHR083970
OG0008081	jg24901	CARHR084170
OG0008082	jg24933	CARHR084520
OG0008083	jg24948	CARHR084600
OG0008084	jg24972	CARHR084860
OG0008085	jg10628	CARHR226340
OG0008086	jg24991	CARHR085050
OG0008087	jg25019	CARHR085330
OG0008088	jg25020	CARHR085340
OG0008089	jg25032	CARHR085470
OG0008090	jg25046	CARHR085570
OG0008091	jg25068	CARHR085770
OG0008092	jg25075	CARHR085840
OG0008093	jg25100	CARHR086030
OG0008095	jg25106	CARHR086090
OG0008096	jg25121	CARHR086240
OG0008097	jg25122	CARHR086250
OG0008098	jg25134	CARHR086350
OG0008099	jg25135	CARHR086370
OG0008100	jg25146	CARHR086490
OG0008101	jg25147	CARHR086500
OG0008102	jg25159	CARHR086630
OG0008103	jg25184	CARHR086820
OG0008104	jg25188	CARHR086860
OG0008105	jg25202	CARHR086980
OG0008106	jg25217	CARHR087130
OG0008107	jg25219	CARHR087150
OG0008108	jg25220	CARHR087160
OG0008109	jg25225	CARHR087210
OG0008110	jg25258	CARHR087500
OG0008111	jg25271	CARHR087610
OG0008112	jg25290	CARHR087780
OG0008114	jg25325	CARHR088090
OG0008115	jg25387	CARHR088630
OG0008116	jg25392	CARHR088690
OG0008117	jg25401	CARHR088780
OG0008118	jg25384	CARHR088840
OG0008119	jg25419	CARHR088970
OG0008120	jg25435	CARHR089150
OG0008121	jg25442	CARHR109090, CARHR023610, CARHR150290, CARHR265360, CARHR213450
OG0008122	jg25453	CARHR089380
OG0008123	jg25497	CARHR089750
OG0008124	jg25506	CARHR089830
OG0008125	jg25530	CARHR090050
OG0008126	jg25531	CARHR090060
OG0008127	jg25595	CARHR090550
OG0008128	jg25612	CARHR090750
OG0008129	jg25614	CARHR090770
OG0008130	jg25620	CARHR090850
OG0008131	jg25625	CARHR090900
OG0008132	jg25650	CARHR091220
OG0008133	jg25664	CARHR091360
OG0008134	jg25681	CARHR091510
OG0008135	jg25700	CARHR091660
OG0008135	jg25699	CARHR091650
OG0008136	jg25706	CARHR091720
OG0008137	jg25743	CARHR091990
OG0008138	jg25784	CARHR092310
OG0008139	jg25828	CARHR092600
OG0008140	jg25841	CARHR092690
OG0008141	jg25850	CARHR092780
OG0008142	jg25851	CARHR092790
OG0008143	jg25889	CARHR093140
OG0008144	jg25890	CARHR093150
OG0008146	jg25915	CARHR093280
OG0008147	jg25930, jg26641	CARHR094240
OG0008148	jg33622	CARHR044240
OG0008149	jg25962	CARHR093700
OG0008150	jg25989	CARHR093940
OG0008151	jg26000	CARHR094060
OG0008152	jg9141	CARHR240440, CARHR053370
OG0008153	jg26008	CARHR094150
OG0008154	jg26017	CARHR094250
OG0008155	jg26021	CARHR094300
OG0008156	jg26051	CARHR094550
OG0008157	jg26064	CARHR094670
OG0008158	jg26087	CARHR094890
OG0008159	jg26089	CARHR094910
OG0008160	jg26097	CARHR094980
OG0008161	jg8636	CARHR245410
OG0008162	jg12855	CARHR212530
OG0008163	jg26176	CARHR095850
OG0008164	jg10920	CARHR223560
OG0008165	jg26204	CARHR096220, CARHR096210
OG0008166	jg8960	CARHR133860
OG0008167	jg26259	CARHR096770
OG0008168	jg26281	CARHR096890
OG0008169	jg26293	CARHR097020
OG0008170	jg26300	CARHR097060
OG0008171	jg21998	CARHR265850
OG0008172	jg21958	CARHR265590
OG0008173	jg21971	CARHR265650
OG0008174	jg12539	CARHR262620
OG0008175	jg12431	CARHR263670
OG0008176	jg12159	CARHR215780
OG0008177	jg21279	CARHR284360
OG0008178	jg26632	CARHR099670
OG0008179	jg26613	CARHR099550
OG0008181	jg26581	CARHR099260
OG0008182	jg26551	CARHR099000
OG0008183	jg26532	CARHR098890
OG0008184	jg26527	CARHR098860
OG0008185	jg26524	CARHR050050
OG0008186	jg26511	CARHR098600
OG0008187	jg26479	CARHR098380
OG0008188	jg26465	CARHR098260
OG0008190	jg26436	CARHR098040
OG0008191	jg26440	CARHR098060
OG0008192	jg26429	CARHR097960
OG0008193	jg12962	CARHR144180
OG0008194	jg26342	CARHR097420
OG0008195	jg26336	CARHR097390
OG0008196	jg26332	CARHR097370
OG0008197	jg9387	CARHR238150
OG0008198	jg9388	CARHR238140
OG0008199	jg9391	CARHR238110
OG0008200	jg9393	CARHR238080
OG0008201	jg9400	CARHR238020
OG0008202	jg9404	CARHR237990
OG0008203	jg9417	CARHR237930
OG0008205	jg2116	CARHR058440
OG0008206	jg2024	CARHR057840
OG0008207	jg1984	CARHR119180, CARHR057580
OG0008208	jg1725	CARHR056150
OG0008209	jg1214	CARHR054140
OG0008210	jg1554, jg6688	CARHR055580
OG0008211	jg18374	CARHR055770
OG0008212	jg1522	CARHR055820
OG0008213	jg1520	CARHR055840
OG0008214	jg5755	CARHR193950
OG0008215	jg5736	CARHR194170
OG0008216	jg5704	CARHR194440
OG0008217	jg5695	CARHR194510
OG0008218	jg5684, jg3119	CARHR194630
OG0008219	jg5666	CARHR194830
OG0008220	jg6779	CARHR185120
OG0008221	jg12861	CARHR180480
OG0008222	jg21461	CARHR182860
OG0008223	jg21385	CARHR183600
OG0008224	jg15167	CARHR162260
OG0008225	jg15149	CARHR162150
OG0008226	jg15146	CARHR162120
OG0008227	jg15134	CARHR162020
OG0008228	jg15124	CARHR161870
OG0008229	jg15097	CARHR161560
OG0008230	jg15074	CARHR161380
OG0008231	jg15072, jg15065	CARHR161360
OG0008232	jg15051	CARHR161260
OG0008233	jg15038	CARHR161100
OG0008234	jg15000	CARHR160750
OG0008235	jg28402	CARHR000190
OG0008236	jg28513	CARHR001330
OG0008237	jg15142, jg28552	CARHR001760
OG0008238	jg28553	CARHR001770
OG0008239	jg28565, jg28564	CARHR001880
OG0008240	jg28598	CARHR002200
OG0008241	jg28613	CARHR002320
OG0008242	jg28627	CARHR002460
OG0008243	jg28634	CARHR002510
OG0008244	jg28642	CARHR002570
OG0008245	jg28646	CARHR005920, CARHR002620
OG0008246	jg28651	CARHR002720
OG0008247	jg28670	CARHR002910
OG0008248	jg28672	CARHR002930
OG0008249	jg28673	CARHR002940
OG0008250	jg28689	CARHR003070
OG0008251	jg28698	CARHR003150
OG0008252	jg28716	CARHR003320
OG0008253	jg28721	CARHR003360
OG0008254	jg28736	CARHR003520
OG0008255	jg10056	CARHR231670
OG0008256	jg28761	CARHR003770
OG0008257	jg28774	CARHR003900
OG0008258	jg28775	CARHR003910
OG0008259	jg28811	CARHR004270
OG0008260	jg28833	CARHR004450
OG0008261	jg28864	CARHR004770
OG0008262	jg28871	CARHR004850
OG0008263	jg28875	CARHR004880
OG0008264	jg28880	CARHR004920, CARHR054160, CARHR054150
OG0008265	jg28885	CARHR004960
OG0008266	jg28922	CARHR005270
OG0008267	jg28926	CARHR005310
OG0008268	jg28934	CARHR005390
OG0008269	jg28935	CARHR005400
OG0008270	jg28947	CARHR005510
OG0008271	jg28955	CARHR005590
OG0008272	jg28971	CARHR005740
OG0008273	jg28991	CARHR006020
OG0008274	jg28997	CARHR006080
OG0008275	jg29026	CARHR006470
OG0008276	jg29027	CARHR006490
OG0008277	jg29057	CARHR006740
OG0008278	jg29073	CARHR006920
OG0008279	jg29075	CARHR006940
OG0008280	jg29083	CARHR007010
OG0008281	jg29085	CARHR007040
OG0008282	jg29118	CARHR007450
OG0008284	jg29185	CARHR008070, CARHR008060
OG0008285	jg29217	CARHR008440
OG0008286	jg29219	CARHR008460
OG0008287	jg29223	CARHR008510
OG0008288	jg29240	CARHR008710
OG0008289	jg29259	CARHR008900
OG0008290	jg29269	CARHR009000
OG0008291	jg29289	CARHR009240
OG0008292	jg21954	CARHR265560
OG0008293	jg29336	CARHR009630
OG0008294	jg29350	CARHR009760
OG0008295	jg29366	CARHR009970
OG0008296	jg29375	CARHR010100
OG0008297	jg29379	CARHR010130
OG0008298	jg29381	CARHR010150
OG0008299	jg29390	CARHR010230
OG0008300	jg29394	CARHR010270
OG0008301	jg29398	CARHR010300
OG0008302	jg29411	CARHR010380
OG0008303	jg29428	CARHR010550
OG0008304	jg29459	CARHR010780
OG0008305	jg9864	CARHR233460
OG0008306	jg29515	CARHR034020, CARHR011250
OG0008307	jg29524	CARHR011340
OG0008308	jg29568	CARHR011710
OG0008309	jg29569	CARHR011720
OG0008310	jg29586	CARHR011780
OG0008311	jg730	CARHR050140
OG0008312	jg29625	CARHR012170
OG0008313	jg29626	CARHR012190
OG0008314	jg29637	CARHR012290
OG0008315	jg29686	CARHR012710
OG0008316	jg29688	CARHR012740
OG0008317	jg29694	CARHR012790
OG0008318	jg29696	CARHR012820
OG0008319	jg29716	CARHR012970
OG0008320	jg29757	CARHR013330
OG0008321	jg29761	CARHR013370
OG0008322	jg29762	CARHR013380
OG0008323	jg29781	CARHR013570
OG0008324	jg29797	CARHR013710
OG0008325	jg29821	CARHR013930
OG0008326	jg29871	CARHR014370
OG0008327	jg29868	CARHR014340
OG0008328	jg29890	CARHR014580
OG0008329	jg29906	CARHR014760
OG0008330	jg29917	CARHR014860
OG0008331	jg29918	CARHR014870
OG0008332	jg29935	CARHR015030
OG0008333	jg29941	CARHR015100
OG0008334	jg29947	CARHR015160
OG0008334	jg29946	CARHR015150
OG0008335	jg29958	CARHR015270
OG0008336	jg14128	CARHR100360
OG0008336	jg29959	CARHR015520
OG0008337	jg29964	CARHR015320
OG0008338	jg30013	CARHR015800
OG0008339	jg29975	CARHR015430
OG0008340	jg12939	CARHR144040
OG0008341	jg29986	CARHR015540
OG0008342	jg29989	CARHR015560
OG0008343	jg29997	CARHR015630
OG0008344	jg30025	CARHR015930
OG0008345	jg30026	CARHR015940
OG0008346	jg30071	CARHR016320
OG0008347	jg30113	CARHR016740
OG0008348	jg30179, jg30156, jg30167	CARHR017200
OG0008349	jg30190	CARHR017310
OG0008350	jg1801	CARHR056500
OG0008352	jg30343	CARHR018790
OG0008353	jg30351	CARHR018850
OG0008354	jg30353	CARHR018890
OG0008355	jg30359	CARHR162310, CARHR018970
OG0008356	jg30361	CARHR018990
OG0008357	jg30385	CARHR019240
OG0008358	jg30387	CARHR019280
OG0008359	jg30389	CARHR019290
OG0008360	jg30414	CARHR019510
OG0008361	jg30425	CARHR019610
OG0008362	jg30426	CARHR019620
OG0008363	jg30431	CARHR019660
OG0008364	jg30456	CARHR019890
OG0008365	jg30506	CARHR020330
OG0008366	jg30512	CARHR020360
OG0008367	jg30513	CARHR020370
OG0008368	jg30519	CARHR020420
OG0008369	jg30539	CARHR020600
OG0008370	jg30556	CARHR020790
OG0008371	jg30577	CARHR020860
OG0008372	jg30605	CARHR021120
OG0008373	jg30619	CARHR021200
OG0008374	jg30629	CARHR021270
OG0008375	jg30649	CARHR021510
OG0008376	jg30680	CARHR021730
OG0008378	jg30697	CARHR021860
OG0008379	jg30705	CARHR021940
OG0008380	jg30706	CARHR021950
OG0008381	jg30716	CARHR022010
OG0008382	jg30722	CARHR022060
OG0008383	jg30741	CARHR022250
OG0008384	jg30767	CARHR022430
OG0008385	jg30795	CARHR022700
OG0008386	jg30865	CARHR023420
OG0008387	jg7481	CARHR255410
OG0008388	jg30873	CARHR023540
OG0008389	jg2805	CARHR290940
OG0008390	jg2784	CARHR291160
OG0008391	jg2767	CARHR064640
OG0008392	jg2755	CARHR064610
OG0008393	jg2744	CARHR064500
OG0008394	jg2739	CARHR064470
OG0008395	jg2723	CARHR064320
OG0008396	jg2721	CARHR064300
OG0008397	jg2712	CARHR064190
OG0008399	jg2654	CARHR063620
OG0008400	jg2646	CARHR063530
OG0008401	jg2629	CARHR063250
OG0008402	jg2627	CARHR063240
OG0008403	jg10070	CARHR231530
OG0008404	jg31951	CARHR032330
OG0008405	jg31978	CARHR054100, CARHR054090, CARHR032640
OG0008406	jg447	CARHR046870
OG0008407	jg544	CARHR048140
OG0008408	jg545	CARHR048150
OG0008409	jg546	CARHR048160
OG0008410	jg573	CARHR048380
OG0008411	jg599	CARHR048650
OG0008412	jg31271	CARHR027030
OG0008413	jg683	CARHR049530
OG0008414	jg31368	CARHR027900
OG0008415	jg771	CARHR050580, CARHR050590
OG0008416	jg776	CARHR050620
OG0008417	jg785	CARHR050660
OG0008418	jg856	CARHR051520
OG0008419	jg12359	CARHR111250
OG0008420	jg962	CARHR052630
OG0008421	jg1002	CARHR053050
OG0008422	jg1101	CARHR283800
OG0008423	jg1105	CARHR283830
OG0008424	jg1168	CARHR053640
OG0008425	jg1240, jg1215	CARHR054180
OG0008426	jg1309	CARHR054490
OG0008427	jg31194	CARHR026260
OG0008428	jg396	CARHR046570
OG0008429	jg393	CARHR046540
OG0008430	jg379	CARHR046440
OG0008431	jg371	CARHR046330
OG0008432	jg357	CARHR046190
OG0008433	jg20421	CARHR175320, CARHR175220
OG0008434	jg20404	CARHR175020
OG0008435	jg20375	CARHR174590
OG0008436	jg20371	CARHR174520
OG0008437	jg20265	CARHR173610
OG0008438	jg20262	CARHR173580
OG0008439	jg20704	CARHR178570
OG0008441	jg20746	CARHR178780
OG0008442	jg20758	CARHR178870
OG0008443	jg10443	CARHR227820
OG0008444	jg7779	CARHR252400
OG0008445	jg7762	CARHR252520
OG0008446	jg7750	CARHR252590
OG0008447	jg9430	CARHR237790
OG0008448	jg11039	CARHR222550
OG0008449	jg11038	CARHR222560
OG0008450	jg32885	CARHR037730
OG0008451	jg32890	CARHR037770
OG0008452	jg32908	CARHR037940
OG0008453	jg32954	CARHR038670
OG0008454	jg32969	CARHR038850
OG0008455	jg33021	CARHR039240
OG0008456	jg3146	CARHR068260
OG0008457	jg8419	CARHR247210
OG0008458	jg8468	CARHR247000
OG0008459	jg8488	CARHR246830
OG0008460	jg8503	CARHR246700
OG0008461	jg8515	CARHR246540
OG0008462	jg8537	CARHR246360
OG0008463	jg8549	CARHR246260
OG0008464	jg8551	CARHR246220
OG0008465	jg8560	CARHR246130
OG0008467	jg8567	CARHR246060
OG0008468	jg8606	CARHR245680
OG0008469	jg8609	CARHR245660
OG0008470	jg8624	CARHR245510
OG0008471	jg8638	CARHR245380
OG0008472	jg8650	CARHR245240
OG0008473	jg8661	CARHR245120
OG0008474	jg8675	CARHR244960
OG0008475	jg8685	CARHR244830
OG0008476	jg8704	CARHR244660
OG0008477	jg8739	CARHR244340
OG0008478	jg8769	CARHR244060
OG0008479	jg8798	CARHR243820
OG0008480	jg8819	CARHR243600
OG0008481	jg8814	CARHR243650
OG0008482	jg8813	CARHR243660
OG0008483	jg8859	CARHR243250
OG0008484	jg8868	CARHR243140
OG0008485	jg8894	CARHR242820, CARHR153010
OG0008486	jg8896	CARHR242840
OG0008487	jg8909	CARHR242300
OG0008488	jg8937	CARHR242560
OG0008489	jg8949	CARHR242690
OG0008490	jg9169	CARHR115030
OG0008491	jg9168	CARHR240160
OG0008492	jg9167	CARHR240170
OG0008493	jg9165	CARHR240190
OG0008494	jg9137	CARHR240510
OG0008495	jg9121	CARHR240660
OG0008496	jg9089	CARHR240990
OG0008497	jg9072	CARHR241130
OG0008498	jg9067	CARHR241190
OG0008499	jg9062	CARHR241260
OG0008500	jg9036	CARHR241540
OG0008501	jg8992	CARHR241870
OG0008502	jg8967	CARHR242120
OG0008503	jg8963	CARHR242170
OG0008504	jg8961	CARHR242190
OG0008505	jg9180	CARHR240110
OG0008506	jg9183	CARHR240090
OG0008507	jg9211	CARHR239810
OG0008508	jg9253	CARHR239380
OG0008509	jg9261	CARHR239290
OG0008510	jg30529, jg9262	CARHR239280
OG0008511	jg9273	CARHR239160
OG0008512	jg9285	CARHR239050
OG0008513	jg16898, jg16894	CARHR117930
OG0008514	jg26663	CARHR099860
OG0008515	jg26677	CARHR100030
OG0008516	jg26683	CARHR100080
OG0008517	jg26684	CARHR100090
OG0008518	jg26724	CARHR100330
OG0008519	jg2899	CARHR065570
OG0008520	jg2887	CARHR065470
OG0008521	jg2885	CARHR065450
OG0008522	jg2873	CARHR065290
OG0008523	jg2866	CARHR065200
OG0008524	jg2861	CARHR065110
OG0008525	jg2860	CARHR065100
OG0008526	jg2854	CARHR065050
OG0008527	jg2853	CARHR065040
OG0008528	jg2849	CARHR065010
OG0008529	jg30884	CARHR023660
OG0008530	jg30905	CARHR023780
OG0008531	jg30917	CARHR023870
OG0008532	jg31011	CARHR024630
OG0008533	jg31026	CARHR024810
OG0008534	jg31099	CARHR025410
OG0008535	jg31130	CARHR025640
OG0008536	jg31256	CARHR026860
OG0008537	jg10028	CARHR231880
OG0008538	jg8016	CARHR249540
OG0008539	jg21735	CARHR257570
OG0008540	jg8071	CARHR250000
OG0008541	jg8078	CARHR250070
OG0008542	jg8083	CARHR250110
OG0008543	jg8097	CARHR250270
OG0008545	jg8130	CARHR249270
OG0008546	jg8128	CARHR249260
OG0008547	jg8104	CARHR249000
OG0008548	jg8170	CARHR248890
OG0008549	jg8183	CARHR248740
OG0008550	jg8198	CARHR248550
OG0008551	jg9791	CARHR234170
