Orthogroup	Arabidopsis_arenosa	Arabis_alpina
OG0010469	jg5548	Aa_G334660.h1.t1
OG0010470	jg29040	Aa_G22320.h1.t1
OG0010471	jg5502	Aa_G79110.h1.t1
OG0010472	jg5498	Aa_G447920.h1.t1
OG0010473	jg5480, jg5479	Aa_G158020.h1.t1
OG0010475	jg5463	Aa_G539790.h1.t1
OG0010476	jg5441	Aa_G505030.h1.t1
OG0010477	jg5440	Aa_G59230.h1.t1
OG0010478	jg5431	Aa_G59340.h1.t1
OG0010479	jg18591	Aa_G562820.h1.t1
OG0010480	jg5370	Aa_G236930.h1.t1
OG0010481	jg5368	Aa_G236950.h1.t1
OG0010482	jg5335	Aa_G304370.h1.t1
OG0010483	jg5311	Aa_G108340.h1.t1
OG0010485	jg5296	Aa_G7890.h1.t1
OG0010486	jg5293	Aa_G7860.h1.t1
OG0010487	jg5286	Aa_G473480.h1.t1
OG0010488	jg11404	Aa_G341590.h1.t1
OG0010489	jg5254	Aa_G258210.h1.t1
OG0010491	jg5191	Aa_G209640.h1.t1
OG0010492	jg5190	Aa_G209630.h1.t1
OG0010493	jg5189	Aa_G209620.h1.t1
OG0010494	jg5180	Aa_G209480.h1.t1
OG0010496	jg5165	Aa_G717970.h1.t1
OG0010497	jg5159	Aa_G19750.h1.t1
OG0010498	jg5134	Aa_G349800.h1.t1
OG0010499	jg5133	Aa_G349790.h1.t1
OG0010500	jg5111	Aa_G155200.h1.t1
OG0010501	jg5100	Aa_G155100.h1.t1
OG0010502	jg22143	Aa_G496150.h1.t1
OG0010503	jg5095	Aa_G155030.h1.t1
OG0010504	jg21189	Aa_G375640.h1.t1
OG0010505	jg5071	Aa_G623400.h1.t1
OG0010506	jg5066	Aa_G256640.h1.t1
OG0010507	jg5053	Aa_G256490.h1.t1
OG0010508	jg5049	Aa_G515600.h1.t1
OG0010510	jg5017	Aa_G267700.h1.t1
OG0010511	jg5003	Aa_G267580.h1.t1
OG0010512	jg4987	Aa_G116890.h1.t1
OG0010513	jg4983	Aa_G116850.h1.t1
OG0010514	jg4978	Aa_G116800.h1.t1
OG0010515	jg4945	Aa_G84660.h1.t1
OG0010516	jg4925	Aa_G753330.h1.t1
OG0010517	jg4921	Aa_G168840.h1.t1
OG0010518	jg4919	Aa_G168820.h1.t1
OG0010519	jg4873	Aa_G98180.h1.t1
OG0010521	jg4862	Aa_G159110.h1.t1
OG0010522	jg4834	Aa_G458480.h1.t1
OG0010523	jg4802	Aa_G152850.h1.t1, Aa_G3740.h1.t1
OG0010524	jg4787	Aa_G309240.h1.t1
OG0010525	jg4775	Aa_G231100.h1.t1
OG0010526	jg4764	Aa_G231010.h1.t1
OG0010527	jg4756	Aa_G365600.h1.t1, Aa_G307090.h1.t1
OG0010528	jg4752	Aa_G365550.h1.t1
OG0010530	jg26375	Aa_G399590.h1.t1
OG0010531	jg4702	Aa_G210770.h1.t1
OG0010533	jg4694	Aa_G210710.h1.t1
OG0010535	jg4484, jg4689	Aa_G210640.h1.t1
OG0010537	jg4636	Aa_G587770.h1.t1
OG0010538	jg4621	Aa_G76440.h1.t1
OG0010539	jg4605	Aa_G471550.h1.t1
OG0010540	jg7878	Aa_G189030.h1.t1
OG0010541	jg7881	Aa_G189050.h1.t1
OG0010542	jg7898	Aa_G189080.h1.t1
OG0010543	jg7911	Aa_G187640.h1.t1
OG0010544	jg7912	Aa_G187650.h1.t1
OG0010546	jg7915	Aa_G187670.h1.t1
OG0010548	jg7927	Aa_G187800.h1.t1
OG0010549	jg9959	Aa_G353740.h1.t1
OG0010550	jg9966	Aa_G353700.h1.t1
OG0010552	jg9994	Aa_G109060.h1.t1
OG0010553	jg17542	Aa_G83050.h1.t1
OG0010554	jg17548	Aa_G432300.h1.t1
OG0010555	jg17568	Aa_G90660.h1.t1
OG0010556	jg17620, jg17625, jg17621	Aa_G155810.h1.t1
OG0010557	jg17652	Aa_G545240.h2.t1, Aa_G545240.h1.t1
OG0010558	jg17688	Aa_G321570.h1.t1, Aa_G348710.h1.t1
OG0010559	jg17706	Aa_G918240.h1.t1
OG0010560	jg17715	Aa_G609960.h1.t1
OG0010561	jg17719	Aa_G30150.h1.t1
OG0010563	jg17778	Aa_G142700.h1.t1
OG0010564	jg17784	Aa_G502980.h1.t1
OG0010565	jg17799	Aa_G18100.h1.t1
OG0010566	jg17809	Aa_G18220.h1.t1
OG0010568	jg17869, jg17868	Aa_G243180.h1.t1, Aa_G243160.h1.t1
OG0010569	jg17914	Aa_G786480.h1.t1
OG0010570	jg17917	Aa_G49110.h1.t1
OG0010571	jg17973	Aa_G199770.h1.t1, Aa_G142670.h1.t1
OG0010572	jg18007, jg18004, jg18011	Aa_G477930.h1.t1
OG0010573	jg18065	Aa_G35410.h1.t1
OG0010574	jg18089	Aa_G552350.h1.t1
OG0010575	jg18117	Aa_G365390.h1.t1
OG0010576	jg16636	Aa_G100240.h1.t1
OG0010577	jg18145	Aa_G86180.h1.t1, Aa_G289870.h1.t1
OG0010578	jg18148	Aa_G555090.h1.t1
OG0010579	jg18155	Aa_G561810.h1.t1
OG0010580	jg18173	Aa_G359450.h1.t1
OG0010581	jg18174	Aa_G359440.h1.t1
OG0010582	jg18216	Aa_G821270.h1.t1
OG0010583	jg18236	Aa_G445740.h1.t1, Aa_G708690.h1.t1, Aa_G24700.h1.t1
OG0010584	jg18243	Aa_G154820.h1.t1
OG0010586	jg18262	Aa_G154660.h1.t1
OG0010587	jg18281	Aa_G346350.h1.t1
OG0010588	jg17334	Aa_G371740.h1.t1
OG0010589	jg12182, jg18331	Aa_G346480.h1.t1
OG0010590	jg18330	Aa_G346490.h1.t1
OG0010591	jg18313	Aa_G243630.h1.t1
OG0010592	jg18310	Aa_G243660.h1.t1
OG0010593	jg18304	Aa_G243690.h1.t1
OG0010594	jg1055, jg18359	Aa_G257910.h1.t1, Aa_G257900.h1.t1
OG0010595	jg18370	Aa_G148650.h1.t1
OG0010596	jg18378	Aa_G148700.h1.t1
OG0010597	jg18382	Aa_G404590.h1.t1
OG0010599	jg20859	Aa_G519840.h1.t1
OG0010600	jg8326	Aa_G138090.h1.t1
OG0010601	jg2934, jg20851	Aa_G359970.h1.t1
OG0010602	jg20812	Aa_G89770.h1.t1
OG0010603	jg20776	Aa_G215290.h1.t1
OG0010604	jg7835	Aa_G132940.h1.t1
OG0010605	jg7837	Aa_G132960.h1.t1
OG0010606	jg7839	Aa_G132990.h1.t1
OG0010607	jg7846	Aa_G384360.h1.t1
OG0010608	jg7936	Aa_G384410.h1.t1
OG0010609	jg32838	Aa_G29510.h1.t1
OG0010610	jg32814	Aa_G29440.h1.t1
OG0010611	jg32813	Aa_G29420.h1.t1
OG0010612	jg32761	Aa_G514060.h1.t1, Aa_G1030140.h1.t1, Aa_G438480.h1.t1
OG0010614	jg32703	Aa_G128450.h1.t1
OG0010615	jg31293	Aa_G130890.h1.t1
OG0010616	jg31328	Aa_G48040.h1.t1
OG0010617	jg31347	Aa_G329820.h1.t1
OG0010618	jg31366	Aa_G472900.h1.t1
OG0010619	jg31374	Aa_G498700.h1.t1
OG0010620	jg31383	Aa_G650840.h1.t1
OG0010621	jg31413, jg31411	Aa_G408560.h1.t1
OG0010622	jg31496	Aa_G108490.h1.t1
OG0010623	jg31501	Aa_G108420.h1.t1
OG0010624	jg31527	Aa_G657780.h1.t1
OG0010625	jg31537	Aa_G248900.h1.t1
OG0010626	jg31544	Aa_G248840.h1.t1
OG0010627	jg31552	Aa_G667480.h1.t1
OG0010628	jg31556	Aa_G538640.h1.t1
OG0010630	jg31570	Aa_G417000.h1.t1
OG0010631	jg31583	Aa_G389860.h1.t1
OG0010632	jg31602	Aa_G138720.h1.t1
OG0010633	jg31603	Aa_G138730.h1.t1
OG0010634	jg12843	Aa_G184970.h1.t1
OG0010637	jg31684	Aa_G355730.h1.t1
OG0010638	jg31687	Aa_G355780.h1.t1
OG0010639	jg31719	Aa_G299110.h1.t1
OG0010640	jg31730	Aa_G299210.h1.t1
OG0010641	jg31783	Aa_G434800.h1.t1, Aa_G434780.h1.t1
OG0010642	jg31804	Aa_G463050.h1.t1
OG0010643	jg31806	Aa_G463030.h1.t1
OG0010644	jg31818	Aa_G194270.h1.t1
OG0010645	jg31820	Aa_G194250.h1.t1
OG0010646	jg31831	Aa_G194190.h1.t1
OG0010647	jg31844	Aa_G489230.h1.t1
OG0010648	jg31860	Aa_G542310.h1.t1
OG0010649	jg31884	Aa_G109290.h1.t1
OG0010650	jg31899	Aa_G16410.h1.t1
OG0010652	jg31914	Aa_G16550.h1.t1, Aa_G549300.h1.t1
OG0010653	jg31919	Aa_G16570.h1.t1
OG0010654	jg13065, jg19827	Aa_G344920.h1.t1
OG0010655	jg13078	Aa_G146230.h1.t1
OG0010656	jg13080	Aa_G146250.h1.t1
OG0010657	jg19592	Aa_G374600.h1.t1
OG0010658	jg13105	Aa_G279540.h1.t1
OG0010659	jg13111	Aa_G171930.h1.t1
OG0010660	jg13150	Aa_G480480.h1.t1
OG0010661	jg23716	Aa_G147060.h1.t1
OG0010662	jg23708	Aa_G147160.h1.t1
OG0010663	jg23703	Aa_G180730.h1.t1
OG0010664	jg23694	Aa_G180830.h1.t1
OG0010666	jg23668	Aa_G165940.h1.t1
OG0010667	jg23662	Aa_G165860.h1.t1
OG0010668	jg23661	Aa_G165850.h1.t1
OG0010669	jg23658	Aa_G165820.h1.t1
OG0010670	jg23641	Aa_G383040.h1.t1
OG0010671	jg23638	Aa_G383010.h1.t1
OG0010672	jg6395, jg23629	Aa_G23630.h1.t1
OG0010673	jg7248	Aa_G334270.h1.t1
OG0010674	jg23605	Aa_G23380.h1.t1
OG0010675	jg23597	Aa_G524590.h1.t1, Aa_G500330.h1.t1
OG0010676	jg23595	Aa_G500360.h1.t1
OG0010677	jg23580	Aa_G81350.h1.t1
OG0010679	jg23561	Aa_G527020.h1.t1
OG0010680	jg23532	Aa_G37230.h1.t1
OG0010681	jg23511	Aa_G720630.h1.t1, Aa_G704370.h1.t1
OG0010682	jg23484	Aa_G20900.h1.t1
OG0010683	jg23479	Aa_G20950.h1.t1
OG0010684	jg23467	Aa_G21060.h1.t1
OG0010685	jg23438	Aa_G51520.h1.t1
OG0010686	jg23420	Aa_G51620.h1.t1
OG0010688	jg23408	Aa_G268420.h1.t1
OG0010689	jg23394	Aa_G268270.h1.t1
OG0010690	jg23387	Aa_G268200.h1.t1
OG0010691	jg23372	Aa_G76130.h1.t1
OG0010692	jg23363, jg23463, jg23368	Aa_G76090.h1.t1
OG0010693	jg23358, jg23365, jg23361	Aa_G76080.h1.t1
OG0010694	jg23354	Aa_G76040.h1.t1
OG0010695	jg23317	Aa_G75200.h1.t1
OG0010696	jg23310	Aa_G75270.h1.t1
OG0010697	jg12859	Aa_G372920.h1.t1
OG0010698	jg23225	Aa_G621030.h1.t1
OG0010699	jg23213	Aa_G13730.h1.t1
OG0010700	jg23205	Aa_G13640.h1.t1
OG0010701	jg23177	Aa_G315950.h1.t1
OG0010702	jg23165	Aa_G131070.h1.t1
OG0010703	jg23124	Aa_G435190.h1.t1
OG0010704	jg23111	Aa_G583390.h1.t1
OG0010705	jg23082	Aa_G448830.h1.t1
OG0010706	jg23022	Aa_G165580.h1.t1
OG0010707	jg6165	Aa_G97860.h1.t1
OG0010708	jg6168, jg6169	Aa_G746030.h1.t1
OG0010709	jg6170	Aa_G746020.h1.t1
OG0010711	jg6189	Aa_G637270.h1.t1
OG0010712	jg6206	Aa_G143230.h1.t1
OG0010713	jg4307	Aa_G170360.h1.t1
OG0010714	jg6238	Aa_G475000.h1.t1
OG0010715	jg6251	Aa_G377430.h1.t1
OG0010716	jg6252	Aa_G377440.h1.t1
OG0010718	jg6265	Aa_G46200.h1.t1
OG0010719	jg6270	Aa_G46160.h1.t1
OG0010720	jg6309	Aa_G45400.h1.t1
OG0010721	jg6310	Aa_G45390.h1.t1
OG0010722	jg6318	Aa_G45320.h1.t1
OG0010723	jg6323	Aa_G45300.h1.t1
OG0010724	jg6337	Aa_G392330.h1.t1
OG0010725	jg6360	Aa_G169020.h1.t1
OG0010726	jg6438	Aa_G552750.h1.t1
OG0010727	jg6444	Aa_G539210.h1.t1
OG0010728	jg6445	Aa_G539220.h1.t1
OG0010729	jg26944	Aa_G170.h1.t1
OG0010730	jg6474	Aa_G574370.h1.t1
OG0010731	jg6476	Aa_G574380.h1.t1
OG0010732	jg5811	Aa_G112780.h1.t1, Aa_G112790.h1.t1
OG0010733	jg5796	Aa_G181340.h1.t1
OG0010734	jg5825	Aa_G181270.h1.t1
OG0010735	jg5844	Aa_G230460.h1.t1
OG0010736	jg5852	Aa_G230370.h1.t1
OG0010737	jg5869	Aa_G68290.h1.t1
OG0010739	jg5871	Aa_G68270.h1.t1
OG0010740	jg5875	Aa_G68230.h1.t1
OG0010741	jg5882	Aa_G68160.h1.t1
OG0010742	jg5897	Aa_G662230.h1.t1, Aa_G755180.h1.t1
OG0010743	jg5925	Aa_G15450.h1.t1
OG0010744	jg5934	Aa_G15370.h1.t1
OG0010745	jg5938	Aa_G314240.h1.t1
OG0010746	jg5958	Aa_G633720.h1.t1
OG0010747	jg5975	Aa_G444290.h1.t1
OG0010748	jg5983	Aa_G9110.h1.t1
OG0010749	jg5987	Aa_G9070.h1.t1
OG0010750	jg5988	Aa_G9060.h1.t1
OG0010751	jg5993	Aa_G9010.h1.t1
OG0010752	jg6002	Aa_G8880.h1.t1
OG0010754	jg6040	Aa_G459180.h1.t1
OG0010755	jg6053	Aa_G447590.h1.t1
OG0010756	jg6061	Aa_G173990.h1.t1, Aa_G174000.h1.t1
OG0010757	jg6062	Aa_G173980.h1.t1, Aa_G374060.h1.t1
OG0010758	jg6065	Aa_G173930.h1.t1
OG0010759	jg6074	Aa_G173910.h1.t1
OG0010760	jg6112	Aa_G470820.h1.t1
OG0010761	jg23017	Aa_G127280.h1.t1
OG0010762	jg22988	Aa_G337330.h1.t1
OG0010763	jg22985	Aa_G338290.h1.t1
OG0010764	jg22980	Aa_G362140.h1.t1
OG0010765	jg19303	Aa_G324960.h1.t1
OG0010766	jg22896	Aa_G28260.h1.t1
OG0010767	jg22889	Aa_G28210.h1.t1
OG0010768	jg22881	Aa_G28110.h1.t1
OG0010769	jg22880	Aa_G28100.h1.t1
OG0010770	jg22876	Aa_G28060.h1.t1
OG0010771	jg22875	Aa_G28050.h1.t1
OG0010772	jg22837	Aa_G225500.h1.t1
OG0010773	jg22828	Aa_G345570.h1.t1
OG0010774	jg22820	Aa_G19190.h1.t1, Aa_G345640.h1.t1
OG0010775	jg22797	Aa_G148080.h1.t1
OG0010776	jg22789	Aa_G147970.h1.t1
OG0010777	jg22788	Aa_G147960.h1.t1
OG0010778	jg22745	Aa_G344320.h1.t1
OG0010779	jg22733	Aa_G344220.h1.t1
OG0010780	jg22732	Aa_G344210.h1.t1
OG0010781	jg22731	Aa_G344200.h1.t1
OG0010782	jg22725	Aa_G31470.h1.t1
OG0010783	jg22715	Aa_G31550.h1.t1
OG0010784	jg22704	Aa_G31650.h1.t1
OG0010785	jg22707	Aa_G31620.h1.t1
OG0010786	jg22706	Aa_G31630.h1.t1
OG0010788	jg22692	Aa_G31730.h1.t1
OG0010790	jg22681	Aa_G227620.h1.t1
OG0010791	jg22679	Aa_G227640.h1.t1
OG0010792	jg22674	Aa_G227690.h1.t1
OG0010793	jg22647	Aa_G307740.h1.t1
OG0010794	jg22619	Aa_G69080.h1.t1
OG0010795	jg22581	Aa_G197840.h1.t1
OG0010796	jg22559	Aa_G22000.h1.t1
OG0010797	jg22557	Aa_G22020.h1.t1, Aa_G488010.h1.t1
OG0010798	jg22544	Aa_G22160.h1.t1
OG0010799	jg22526	Aa_G308010.h1.t1
OG0010800	jg22466	Aa_G216670.h1.t1
OG0010801	jg22461	Aa_G253190.h1.t1
OG0010802	jg22453, jg22451	Aa_G537150.h1.t1
OG0010803	jg22408	Aa_G417990.h1.t1
OG0010804	jg22406	Aa_G418010.h1.t1
OG0010805	jg22396	Aa_G48500.h1.t1
OG0010806	jg2878	Aa_G199300.h1.t1
OG0010807	jg14955	Aa_G620600.h1.t1
OG0010808	jg22368	Aa_G59080.h1.t1
OG0010810	jg22335	Aa_G641460.h1.t1
OG0010812	jg22317	Aa_G149040.h1.t1
OG0010814	jg14723	Aa_G106800.h1.t1
OG0010815	jg14706	Aa_G106930.h1.t1
OG0010816	jg22164	Aa_G141240.h1.t1
OG0010817	jg22193	Aa_G88100.h1.t1
OG0010818	jg22204	Aa_G578850.h1.t1
OG0010819	jg22233	Aa_G54560.h1.t1
OG0010820	jg7989	Aa_G191670.h1.t1, Aa_G115790.h1.t1
OG0010821	jg6967	Aa_G90070.h1.t1, Aa_G90090.h1.t1
OG0010822	jg7970	Aa_G588700.h1.t1
OG0010823	jg4023, jg7962	Aa_G179940.h1.t1
OG0010824	jg7960	Aa_G179950.h1.t1
OG0010825	jg7943	Aa_G188720.h1.t1
OG0010826	jg7939	Aa_G188750.h1.t1
OG0010827	jg7850	Aa_G188790.h1.t1
OG0010828	jg4564	Aa_G762810.h1.t1
OG0010829	jg4545	Aa_G244270.h1.t1
OG0010830	jg31191	Aa_G233510.h1.t1
OG0010831	jg4528	Aa_G244430.h1.t1
OG0010832	jg4524	Aa_G672360.h1.t1
OG0010833	jg4523	Aa_G640320.h1.t1
OG0010835	jg4504	Aa_G386450.h1.t1
OG0010836	jg4438, jg4453	Aa_G494040.h1.t1
OG0010837	jg24399, jg4388	Aa_G209760.h1.t1
OG0010838	jg4385	Aa_G209790.h1.t1
OG0010839	jg4375	Aa_G307570.h1.t1
OG0010840	jg4373, jg4374	Aa_G307550.h1.t1
OG0010841	jg4314	Aa_G464280.h1.t1
OG0010843	jg4305	Aa_G170370.h1.t1
OG0010844	jg4294	Aa_G170470.h1.t1, Aa_G243020.h1.t1
OG0010845	jg4287	Aa_G927590.h1.t1, Aa_G170530.h1.t1
OG0010846	jg4262	Aa_G634230.h1.t1
OG0010847	jg4251	Aa_G303910.h1.t1
OG0010848	jg4245	Aa_G303950.h1.t1
OG0010849	jg4228	Aa_G331820.h1.t1
OG0010850	jg16880	Aa_G162580.h1.t1
OG0010851	jg4199	Aa_G73140.h1.t1
OG0010852	jg31064, jg31072	Aa_G255000.h1.t1
OG0010853	jg4184	Aa_G181570.h1.t1
OG0010854	jg4134	Aa_G337150.h1.t1
OG0010855	jg4120	Aa_G226370.h1.t1
OG0010856	jg4117	Aa_G226390.h1.t1
OG0010857	jg4107	Aa_G520010.h1.t1, Aa_G324420.h1.t1
OG0010858	jg4080	Aa_G170170.h1.t1
OG0010859	jg4057	Aa_G456340.h1.t1
OG0010860	jg4056	Aa_G456330.h1.t1
OG0010861	jg4043	Aa_G451870.h1.t1
OG0010862	jg4010	Aa_G260700.h1.t1, Aa_G260710.h1.t1
OG0010864	jg3994	Aa_G260570.h1.t1
OG0010865	jg3990	Aa_G506890.h1.t1
OG0010866	jg3956, jg3958	Aa_G274580.h1.t1
OG0010868	jg3945	Aa_G18890.h1.t1
OG0010869	jg3931	Aa_G18700.h1.t1
OG0010870	jg20918, jg3920	Aa_G18590.h1.t1
OG0010871	jg3913, jg4192	Aa_G443040.h1.t1
OG0010872	jg3900	Aa_G612080.h1.t1
OG0010873	jg3895	Aa_G420130.h1.t1
OG0010874	jg3853	Aa_G53820.h1.t1
OG0010875	jg3830	Aa_G264610.h1.t1
OG0010877	jg3810	Aa_G271720.h1.t1
OG0010878	jg12671	Aa_G266710.h1.t1
OG0010879	jg12675	Aa_G266750.h1.t1
OG0010880	jg12715	Aa_G370890.h1.t1
OG0010881	jg12738	Aa_G298270.h1.t1
OG0010882	jg12760	Aa_G165370.h1.t1
OG0010883	jg12768	Aa_G165300.h1.t1
OG0010884	jg12782	Aa_G201130.h1.t1
OG0010885	jg33805	Aa_G506070.h1.t1
OG0010887	jg3787	Aa_G239150.h1.t1
OG0010888	jg3794	Aa_G239230.h1.t1
OG0010889	jg3797	Aa_G239260.h1.t1
OG0010890	jg3738	Aa_G497400.h1.t1
OG0010891	jg3727	Aa_G312060.h1.t1
OG0010892	jg3694	Aa_G21630.h1.t1
OG0010893	jg3678	Aa_G21770.h1.t1
OG0010894	jg3652	Aa_G265780.h1.t1
OG0010895	jg3624	Aa_G145270.h1.t1
OG0010896	jg3590	Aa_G444550.h1.t1
OG0010897	jg14436	Aa_G99350.h1.t1
OG0010898	jg3546	Aa_G335540.h1.t1
OG0010901	jg3504	Aa_G508930.h1.t1
OG0010902	jg3500	Aa_G508970.h1.t1
OG0010903	jg3482	Aa_G197880.h1.t1
OG0010904	jg3479	Aa_G204360.h1.t1
OG0010905	jg3460, jg3457	Aa_G526840.h1.t1
OG0010906	jg3443	Aa_G121530.h1.t1
OG0010907	jg3429	Aa_G129450.h1.t1
OG0010908	jg3412	Aa_G129270.h1.t1
OG0010909	jg3410	Aa_G129250.h1.t1
OG0010910	jg3392	Aa_G141970.h1.t1, Aa_G104320.h1.t1
OG0010911	jg3375	Aa_G215610.h1.t1
OG0010913	jg26165	Aa_G50950.h1.t1
OG0010914	jg13960	Aa_G490440.h1.t1
OG0010915	jg3288	Aa_G315400.h1.t1
OG0010916	jg16889	Aa_G750960.h1.t1
OG0010917	jg3261	Aa_G410730.h1.t1
OG0010918	jg28591	Aa_G6700.h1.t1
OG0010919	jg3227	Aa_G822040.h1.t1, Aa_G64910.h1.t1
OG0010920	jg3188	Aa_G348770.h1.t1
OG0010921	jg3168	Aa_G259380.h1.t1
OG0010922	jg3165	Aa_G259420.h1.t1
OG0010923	jg27880	Aa_G199530.h1.t1
OG0010924	jg27881	Aa_G199540.h1.t1, Aa_G141620.h1.t1, Aa_G141650.h1.t1
OG0010925	jg27897	Aa_G329590.h1.t1
OG0010926	jg26067	Aa_G371370.h1.t1
OG0010927	jg22256	Aa_G123530.h1.t1
OG0010928	jg15908, jg14540	Aa_G630210.h1.t1
OG0010929	jg14544	Aa_G425850.h1.t1
OG0010931	jg33799	Aa_G205620.h1.t1
OG0010932	jg33689	Aa_G231490.h1.t1
OG0010933	jg33641	Aa_G118330.h1.t1
OG0010934	jg32656	Aa_G92320.h1.t1
OG0010935	jg33596	Aa_G504500.h1.t1
OG0010936	jg33588	Aa_G355410.h1.t1
OG0010937	jg33559	Aa_G74260.h1.t1
OG0010938	jg33555	Aa_G74220.h1.t1
OG0010939	jg33522	Aa_G650270.h1.t1
OG0010940	jg17335	Aa_G371750.h1.t1
OG0010941	jg33518	Aa_G381970.h1.t1
OG0010942	jg18745	Aa_G313370.h1.t1
OG0010944	jg18753	Aa_G177490.h1.t1
OG0010945	jg18774	Aa_G12220.h1.t1
OG0010947	jg18801	Aa_G402630.h1.t1
OG0010948	jg14267, jg14263	Aa_G208430.h1.t1
OG0010949	jg14241	Aa_G192040.h1.t1
OG0010950	jg14160	Aa_G115910.h1.t1
OG0010952	jg11844	Aa_G266950.h1.t1
OG0010953	jg11967	Aa_G246570.h1.t1
OG0010954	jg22008	Aa_G308740.h1.t1
OG0010955	jg21669	Aa_G73920.h1.t1
OG0010956	jg21646	Aa_G201690.h1.t1
OG0010957	jg11864, jg11765	Aa_G241700.h1.t1
OG0010958	jg11570	Aa_G183890.h1.t1
OG0010959	jg11535	Aa_G126890.h1.t1
OG0010961	jg11410	Aa_G7420.h1.t1
OG0010962	jg11392	Aa_G367900.h1.t1
OG0010963	jg27201	Aa_G378690.h1.t1, Aa_G890940.h1.t1
OG0010964	jg11362	Aa_G250840.h1.t1
OG0010965	jg11352	Aa_G408330.h1.t1
OG0010966	jg11372	Aa_G369100.h1.t1, Aa_G369090.h1.t1, Aa_G677800.h1.t1
OG0010967	jg11303	Aa_G498460.h1.t1
OG0010968	jg11265	Aa_G31070.h1.t1
OG0010969	jg12465	Aa_G443230.h1.t1
OG0010970	jg11246	Aa_G31270.h1.t1
OG0010971	jg13345	Aa_G25720.h1.t1
OG0010972	jg11207	Aa_G482190.h1.t1
OG0010973	jg11199	Aa_G351590.h1.t1
OG0010974	jg11170	Aa_G496650.h1.t1
OG0010975	jg11142	Aa_G432430.h1.t1
OG0010976	jg30736	Aa_G532570.h1.t1
OG0010977	jg21640	Aa_G82890.h1.t1
OG0010978	jg11096	Aa_G327150.h1.t1
OG0010979	jg11089	Aa_G327200.h1.t1
OG0010980	jg11101	Aa_G551020.h1.t1
OG0010981	jg2937	Aa_G579220.h1.t1
OG0010982	jg2956	Aa_G341870.h1.t1
OG0010984	jg2978	Aa_G303450.h1.t1
OG0010985	jg2982	Aa_G303510.h1.t1
OG0010988	jg3008	Aa_G203150.h1.t1
OG0010989	jg18722	Aa_G286490.h1.t1
OG0010990	jg3022	Aa_G567770.h1.t1
OG0010991	jg3025	Aa_G30340.h1.t1
OG0010992	jg3028	Aa_G30370.h1.t1
OG0010994	jg3042	Aa_G30510.h1.t1
OG0010995	jg3066	Aa_G98890.h1.t1
OG0010996	jg3078	Aa_G449850.h1.t1
OG0010997	jg3091	Aa_G283720.h1.t1
OG0011001	jg3136	Aa_G64430.h1.t1
OG0011002	jg3137	Aa_G64420.h1.t1
OG0011003	jg3138	Aa_G64410.h1.t1
OG0011004	jg2429	Aa_G423710.h1.t1
OG0011005	jg2438	Aa_G159510.h1.t1
OG0011006	jg2483	Aa_G305330.h1.t1
OG0011007	jg2487	Aa_G283310.h1.t1
OG0011008	jg2495	Aa_G690530.h1.t1
OG0011009	jg2501	Aa_G538470.h1.t1
OG0011010	jg11766, jg11863	Aa_G194960.h1.t1
OG0011011	jg9559	Aa_G187480.h1.t1
OG0011012	jg9546	Aa_G23810.h1.t1
OG0011014	jg9534	Aa_G186690.h1.t1
OG0011015	jg9526	Aa_G450000.h1.t1
OG0011017	jg27011	Aa_G211250.h1.t1
OG0011019	jg500	Aa_G234450.h1.t1
OG0011020	jg496	Aa_G65710.h1.t1
OG0011023	jg468	Aa_G361590.h1.t1
OG0011024	jg466	Aa_G361580.h1.t1
OG0011025	jg12573	Aa_G151580.h1.t1
OG0011026	jg26977	Aa_G151390.h1.t1
OG0011027	jg26987	Aa_G356900.h1.t1
OG0011028	jg12615	Aa_G356850.h1.t1
OG0011029	jg12619	Aa_G149780.h1.t1
OG0011030	jg12622	Aa_G567940.h1.t1, Aa_G398990.h1.t1
OG0011031	jg12624	Aa_G119940.h1.t1, Aa_G567930.h1.t1
OG0011032	jg11154, jg12625	Aa_G119950.h1.t1
OG0011033	jg13756	Aa_G247710.h1.t1
OG0011034	jg13564	Aa_G34290.h1.t1
OG0011035	jg13614	Aa_G185310.h1.t1
OG0011036	jg14097	Aa_G17930.h1.t1
OG0011037	jg13538	Aa_G34130.h1.t1
OG0011038	jg13464	Aa_G263380.h1.t1
OG0011039	jg13428, jg13437, jg13444	Aa_G424670.h1.t1
OG0011040	jg13402	Aa_G120900.h1.t1
OG0011041	jg13367	Aa_G25540.h1.t1
OG0011042	jg13354	Aa_G25650.h2.t1, Aa_G25650.h1.t1
OG0011043	jg13340	Aa_G25780.h1.t1
OG0011044	jg13328	Aa_G276810.h1.t1
OG0011045	jg13292	Aa_G83320.h1.t1
OG0011046	jg13262	Aa_G257420.h1.t1
OG0011047	jg13252	Aa_G207040.h1.t1
OG0011048	jg13244, jg13247	Aa_G207070.h1.t1
OG0011049	jg13232	Aa_G227070.h1.t1
OG0011050	jg13231	Aa_G227080.h1.t1
OG0011051	jg2565	Aa_G372910.h1.t1
OG0011052	jg2562	Aa_G585170.h1.t1
OG0011053	jg31403	Aa_G133910.h1.t1
OG0011054	jg2548	Aa_G540900.h1.t1
OG0011055	jg2540	Aa_G654890.h1.t1
OG0011056	jg2528	Aa_G626610.h1.t1
OG0011057	jg2516	Aa_G446060.h1.t1
OG0011058	jg2513	Aa_G446040.h1.t1
