Orthogroup	Arabidopsis_arenosa	Capsella_rubella
OG0006149	jg7925	XP_006286433.1
OG0006150	jg9957	XP_006284394.1
OG0006151	jg9975	XP_006284781.1
OG0006152	jg17569	XP_006293644.1
OG0006153	jg17574	XP_006294822.1
OG0006154	jg17635	XP_006295959.1
OG0006155	jg17658	XP_006293742.1
OG0006156	jg17708	XP_006295314.1
OG0006157	jg17759	XP_006295618.1
OG0006158	jg17770	XP_006293415.2
OG0006159	jg7224	XP_006293517.1, XP_006295763.1, XP_006286730.1
OG0006160	jg17802	XP_006296175.1
OG0006161	jg17808	XP_006296284.1
OG0006162	jg17850	XP_006295104.2
OG0006163	jg2822	XP_006301750.2
OG0006164	jg17948	XP_006294944.1
OG0006165	jg17970	XP_006295337.1
OG0006166	jg17971	XP_006295244.1
OG0006167	jg17985	XP_023640033.1
OG0006168	jg18037	XP_006293478.1
OG0006169	jg18063	XP_006295044.1
OG0006170	jg18075	XP_023640753.1
OG0006171	jg18076	XP_006294402.2
OG0006172	jg18081	XP_006295535.1
OG0006173	jg18118	XP_023640248.1
OG0006174	jg18136	XP_006295885.1
OG0006175	jg18142	XP_006295576.1
OG0006176	jg18149	XP_006294266.1
OG0006177	jg18220	XP_006294867.2
OG0006178	jg18222	XP_006294593.2
OG0006179	jg18242	XP_006296254.1
OG0006180	jg18244	XP_023640141.1
OG0006181	jg18326	XP_006295515.1
OG0006182	jg18322	XP_023639755.1
OG0006183	jg18311	XP_006293358.1
OG0006184	jg18293	XP_023640592.1
OG0006185	jg18379	XP_006294836.1
OG0006186	jg20902	XP_023637734.1, XP_023638596.1
OG0006187	jg26601	XP_006296683.1
OG0006188	jg20817	XP_006282250.1
OG0006189	jg20804	XP_006280634.1
OG0006190	jg20799	XP_023638898.1
OG0006191	jg20788	XP_006280379.1
OG0006192	jg9937	XP_006281357.1, XP_023634075.1
OG0006193	jg32785	XP_023645221.1
OG0006194	jg32730	XP_006305155.2
OG0006195	jg31297	XP_006304444.1
OG0006196	jg31307	XP_006306828.1
OG0006197	jg31355	XP_006305356.2
OG0006198	jg31380	XP_006304249.1
OG0006199	jg31381	XP_006303989.1
OG0006200	jg31401	XP_006305866.2
OG0006201	jg31437	XP_006304398.1
OG0006202	jg31453	XP_006303448.1
OG0006203	jg31458	XP_006304199.1
OG0006204	jg31517	XP_006307238.1
OG0006205	jg31538	XP_023645006.1
OG0006206	jg31548	XP_006305027.1
OG0006207	jg31550	XP_006304941.1
OG0006208	jg31563	XP_006304081.1
OG0006209	jg31579	XP_023645521.1
OG0006211	jg31588	XP_006306918.1
OG0006212	jg31601	XP_006304382.2
OG0006213	jg31745	XP_023632634.1
OG0006215	jg31840	XP_006307262.1
OG0006216	jg23421	XP_006279609.1
OG0006217	jg31866	XP_006303942.1
OG0006218	jg13071	XP_023637792.1
OG0006219	jg13083	XP_006290789.1
OG0006220	jg13144	XP_006292753.1
OG0006221	jg13152	XP_006291384.1
OG0006222	jg25946	XP_006297776.1
OG0006223	jg23704	XP_006280305.1
OG0006224	jg23701	XP_006280835.1
OG0006225	jg23636	XP_006281433.1
OG0006226	jg23617	XP_006281181.1
OG0006227	jg23609	XP_006279718.1
OG0006228	jg23571	XP_023640922.1
OG0006229	jg23566	XP_023636781.1
OG0006230	jg23563	XP_006279476.2
OG0006231	jg23543	XP_006280832.1
OG0006232	jg23526	XP_006280731.1
OG0006233	jg23520	XP_006280815.1
OG0006234	jg23507	XP_023639017.1
OG0006236	jg23487	XP_006281145.1
OG0006237	jg27143, jg27147, jg23473	XP_023638776.1
OG0006238	jg23418	XP_006282032.1, XP_023634156.1
OG0006239	jg23399	XP_023638183.1
OG0006240	jg23388	XP_006280668.1
OG0006241	jg23371	XP_006280478.1
OG0006242	jg23328	XP_023633277.1
OG0006243	jg23280	XP_006281489.2
OG0006244	jg23264	XP_006281521.1
OG0006245	jg23258	XP_006279846.1, XP_006280732.1
OG0006246	jg18615	XP_023639962.1
OG0006247	jg23235	XP_006280321.1
OG0006248	jg23233	XP_006280395.1
OG0006249	jg6906	XP_023643110.1
OG0006250	jg23212	XP_006281969.1
OG0006251	jg23211	XP_006280220.1
OG0006252	jg23192	XP_006280427.1
OG0006253	jg23188	XP_006281134.1
OG0006254	jg23178	XP_006279635.1
OG0006255	jg23176	XP_023632690.1
OG0006256	jg23169	XP_006279587.1
OG0006257	jg23110	XP_006282324.1
OG0006258	jg23074	XP_006280431.1
OG0006259	jg23068	XP_006281203.1
OG0006261	jg23042	XP_023643421.1
OG0006262	jg23039	XP_006280693.1
OG0006263	jg23037	XP_006281938.1
OG0006264	jg6146	XP_006287009.1
OG0006265	jg6178	XP_006288850.1
OG0006266	jg6179	XP_006287711.1
OG0006267	jg6201	XP_006288138.1
OG0006268	jg6211	XP_006289897.1
OG0006269	jg6263	XP_006288314.2
OG0006270	jg6264	XP_006287402.2
OG0006271	jg6350	XP_006288231.1
OG0006272	jg6351	XP_006286769.1
OG0006273	jg6388	XP_006288555.1
OG0006274	jg6436	XP_006287577.1
OG0006275	jg6458	XP_006287378.1
OG0006276	jg6461	XP_006289163.1
OG0006277	jg6467	XP_006288129.1
OG0006278	jg6516	XP_006288778.1
OG0006279	jg5805, jg5806	XP_006287950.1
OG0006280	jg5798	XP_006287044.1
OG0006281	jg5832	XP_006289719.1
OG0006282	jg5854	XP_006289344.1
OG0006283	jg5868, jg19377	XP_006287693.1
OG0006284	jg5883	XP_006288954.1
OG0006285	jg21578	XP_006281254.1
OG0006286	jg5896	XP_006289386.1
OG0006287	jg5926	XP_006286910.2
OG0006288	jg5976	XP_006287369.1
OG0006289	jg5996	XP_006288608.1
OG0006290	jg6010	XP_006288502.1
OG0006291	jg6013	XP_023637189.1
OG0006292	jg6031	XP_006289493.1
OG0006293	jg23005	XP_006280883.2
OG0006294	jg22996	XP_006282160.1
OG0006295	jg22964	XP_006281054.1
OG0006296	jg28217	XP_006298209.1
OG0006297	jg22917	XP_006280768.2
OG0006298	jg22817	XP_006281961.1
OG0006299	jg22802	XP_006282192.1
OG0006300	jg22740	XP_006282057.2
OG0006301	jg10271	XP_006285440.1
OG0006302	jg28972	XP_006286997.1
OG0006303	jg22729	XP_006282322.1
OG0006304	jg22711	XP_006281161.1
OG0006305	jg10889	XP_023633859.1
OG0006306	jg7265, jg22675	XP_023633150.1
OG0006307	jg22666	XP_006280546.1
OG0006308	jg22664	XP_006280778.1
OG0006309	jg2819	XP_006302324.1
OG0006310	jg22624, jg22626	XP_006280548.1
OG0006311	jg22592	XP_006282246.1
OG0006312	jg22600	XP_023641323.1
OG0006313	jg14821	XP_006290602.1
OG0006314	jg22582	XP_006281308.1
OG0006316	jg22531	XP_006281368.1
OG0006317	jg22530	XP_006279759.1
OG0006318	jg22477	XP_006280109.1
OG0006319	jg22457, jg2115	XP_006280439.1
OG0006320	jg22340	XP_006281358.1
OG0006321	jg11835	XP_006284327.1
OG0006322	jg22290	XP_006281153.1
OG0006323	jg14805	XP_006291082.1
OG0006324	jg14761	XP_006290776.1
OG0006325	jg14757	XP_006291163.1
OG0006326	jg14713	XP_006291794.1
OG0006327	jg14700	XP_006291593.1
OG0006328	jg22192	XP_023635607.1
OG0006329	jg22202	XP_006280456.1
OG0006330	jg7981	XP_006286580.1
OG0006331	jg7858	XP_006289099.2
OG0006332	jg4565	XP_023637023.1
OG0006333	jg4568	XP_006289257.1
OG0006334	jg1333	XP_006302637.1
OG0006335	jg4525	XP_006289710.1
OG0006336	jg4497	XP_006288803.1
OG0006337	jg4454, jg4437	XP_006288164.1
OG0006338	jg4432	XP_006287123.1
OG0006339	jg4422, jg4508	XP_006289054.1, XP_006290095.1
OG0006340	jg4412	XP_006288389.2
OG0006341	jg4406	XP_006289999.1
OG0006342	jg4387	XP_006286812.1
OG0006343	jg14437	XP_006293209.1
OG0006344	jg4299	XP_006288690.1
OG0006345	jg4291	XP_006282317.2, XP_023636136.1, XP_006289188.1
OG0006346	jg4273	XP_006287700.1
OG0006347	jg4258	XP_006288507.1
OG0006348	jg4243	XP_006289521.1
OG0006351	jg4204	XP_006287689.1
OG0006352	jg4201	XP_006289714.1
OG0006353	jg4200	XP_006288296.1
OG0006354	jg4190	XP_023635793.1
OG0006355	jg4142	XP_023637328.1
OG0006356	jg4133	XP_006288128.1
OG0006357	jg4075, jg4072	XP_023636757.1
OG0006359	jg4045	XP_006287530.1
OG0006360	jg4039	XP_006288868.1
OG0006361	jg4037	XP_006288928.1
OG0006362	jg4009	XP_023635967.1
OG0006363	jg3971	XP_006289880.1
OG0006364	jg3981	XP_006287887.1
OG0006365	jg3982	XP_006288373.1
OG0006366	jg3963	XP_006288865.1
OG0006367	jg3935	XP_006288471.1
OG0006368	jg14273, jg17675	XP_006292759.2
OG0006369	jg21350	XP_006280811.1
OG0006370	jg3888	XP_006288194.1
OG0006371	jg25955	XP_006299498.2
OG0006372	jg12842	XP_006283370.2
OG0006373	jg30597	XP_006303727.1
OG0006374	jg12411	XP_006301132.2
OG0006375	jg3728	XP_023644377.1
OG0006376	jg3708, jg17235	XP_006302184.1
OG0006377	jg3693	XP_006302811.1
OG0006378	jg3651	XP_006301913.1
OG0006379	jg3628	XP_006302952.2
OG0006380	jg3627	XP_006300360.1
OG0006381	jg3523	XP_006302765.2
OG0006382	jg3517	XP_006303023.1
OG0006383	jg3490	XP_006301657.2
OG0006384	jg3449	XP_023643958.1
OG0006385	jg3401	XP_006302591.1
OG0006386	jg10820	XP_023633852.1, XP_006283229.1
OG0006387	jg3359	XP_006303082.1
OG0006388	jg3351	XP_006300884.2
OG0006389	jg3304	XP_006301620.1
OG0006390	jg3230	XP_023643459.1
OG0006391	jg3228	XP_023643874.1
OG0006392	jg3214	XP_006303028.1
OG0006393	jg3192	XP_006302653.1
OG0006394	jg3177	XP_006302600.1
OG0006395	jg33045	XP_006303064.1
OG0006396	jg27863	XP_006298842.1
OG0006397	jg27905	XP_006300131.1
OG0006398	jg14838	XP_006291343.1
OG0006399	jg14837	XP_006292132.1
OG0006400	jg22281	XP_006281245.1
OG0006401	jg14569	XP_006292030.1
OG0006402	jg24592	XP_006297962.1
OG0006403	jg33771	XP_006307696.2
OG0006404	jg33756	XP_023645891.1
OG0006405	jg33755	XP_006303750.1
OG0006406	jg33716	XP_006303152.1
OG0006407	jg27007, jg13182	XP_023639026.1
OG0006408	jg33694	XP_023645252.1
OG0006409	jg33666	XP_006303224.1
OG0006410	jg33648	XP_006305462.1
OG0006411	jg33644	XP_006305783.1
OG0006412	jg33631	XP_006305008.1
OG0006413	jg33592	XP_006304029.1
OG0006414	jg33573, jg33571	XP_006304058.1
OG0006415	jg33509	XP_006305531.1
OG0006416	jg33507	XP_006303921.1
OG0006417	jg18728	XP_023639678.1
OG0006418	jg18736	XP_006296415.1
OG0006419	jg31085, jg31084	XP_006304770.1
OG0006420	jg10743	XP_023635313.1
OG0006421	jg14148	XP_006292677.1
OG0006422	jg14151	XP_006290866.1
OG0006423	jg13829	XP_006291277.1
OG0006424	jg11861	XP_023634586.1
OG0006425	jg22029	XP_006280593.1
OG0006426	jg22035	XP_006280571.2
OG0006427	jg21644	XP_023634777.1
OG0006428	jg21694	XP_023639271.1
OG0006429	jg11562	XP_006283586.1
OG0006430	jg11527	XP_006286186.1
OG0006431	jg11508	XP_006285346.1
OG0006432	jg11440	XP_023635135.1, XP_023634252.1
OG0006433	jg11380	XP_006284562.1
OG0006434	jg11340	XP_006283992.1
OG0006435	jg3104	XP_006302263.1
OG0006436	jg11171	XP_006285697.1
OG0006437	jg11166	XP_006283360.1
OG0006438	jg11138	XP_023635119.1
OG0006439	jg11110	XP_006282934.1
OG0006440	jg11090	XP_006284766.1
OG0006441	jg2913	XP_006302100.1
OG0006442	jg2963	XP_006302743.2
OG0006443	jg2991	XP_023643108.1, XP_023643105.1, XP_006303119.2, XP_006290234.2, XP_006302888.1
OG0006444	jg2990	XP_006301106.1, XP_023644026.1
OG0006445	jg3015	XP_006302057.1
OG0006446	jg3018	XP_006300512.1
OG0006447	jg3032	XP_023643329.1
OG0006448	jg3038	XP_006302961.1
OG0006449	jg3510	XP_006302806.1
OG0006450	jg3100	XP_023642846.1
OG0006451	jg3131	XP_023643684.1
OG0006452	jg3135	XP_006302562.2
OG0006453	jg2446	XP_023644109.1
OG0006454	jg2466	XP_006302433.2
OG0006455	jg2502	XP_006303022.1
OG0006456	jg9578	XP_006282920.1
OG0006457	jg9562	XP_006285981.1
OG0006458	jg9549	XP_023634851.1
OG0006459	jg9543	XP_023634890.1
OG0006460	jg9542	XP_006283796.1
OG0006461	jg9512	XP_023635395.1
OG0006462	jg465	XP_006302770.1
OG0006463	jg21743	XP_023639779.1
OG0006464	jg13183	XP_006291111.1
OG0006465	jg13751	XP_006291690.1
OG0006466	jg13864	XP_006291358.1
OG0006467	jg13642	XP_006291020.1
OG0006468	jg14077	XP_006290429.1
OG0006469	jg20130	XP_006296560.2, XP_006293545.2
OG0006470	jg13511	XP_006290840.2
OG0006471	jg13474	XP_023638765.1
OG0006472	jg13469	XP_006291590.1
OG0006473	jg13425	XP_006291939.1
OG0006474	jg13412	XP_006291586.1
OG0006476	jg13323	XP_006292610.1
OG0006477	jg13293	XP_006290883.1
OG0006478	jg10047, jg10049	XP_006282893.1
OG0006479	jg13253	XP_006291003.1
OG0006480	jg13565	XP_006290541.1
OG0006481	jg13224	XP_006290275.2
OG0006482	jg2589	XP_023644301.1
OG0006484	jg2547	XP_006300337.1
OG0006485	jg2544	XP_006302342.1
OG0006486	jg2529	XP_006302617.2
OG0006487	jg2522	XP_023644088.1
OG0006488	jg20464	XP_006279925.1
OG0006489	jg20488	XP_006279569.1
OG0006490	jg20527	XP_006281156.2
OG0006491	jg28520	XP_006305480.1
OG0006492	jg20607	XP_006280793.2
OG0006493	jg33078	XP_006303310.1
OG0006494	jg33088	XP_006306999.1
OG0006495	jg33112	XP_006305474.2
OG0006496	jg33126, jg33134	XP_006305613.1
OG0006497	jg33183	XP_006307314.1
OG0006498	jg21921	XP_006280002.1
OG0006499	jg33318	XP_006307147.1
OG0006500	jg33320	XP_006304879.1
OG0006501	jg33408	XP_006303216.2
OG0006502	jg33428	XP_006307544.1
OG0006503	jg22299	XP_006281165.1
OG0006504	jg18509	XP_006294394.1
OG0006505	jg18558	XP_023639844.1
OG0006506	jg18560	XP_006296464.1
OG0006507	jg18564	XP_006296047.1
OG0006508	jg18597	XP_006293953.1
OG0006509	jg18609	XP_023640216.1
OG0006510	jg18638	XP_006294812.1
OG0006511	jg18688	XP_006293822.1
OG0006512	jg17994, jg18698	XP_006296076.2
OG0006513	jg18708	XP_006295018.1
OG0006514	jg17488, jg17503, jg17499, jg8466, jg17581, jg17482	XP_023639812.1
OG0006516	jg10655	XP_006286029.1
OG0006517	jg8174, jg10656	XP_006284627.1
OG0006518	jg10662	XP_023634413.1
OG0006519	jg10666	XP_006282955.1
OG0006520	jg10705	XP_006283967.1
OG0006521	jg10712	XP_006283762.1
OG0006522	jg10751	XP_006284515.1
OG0006523	jg13740	XP_006291449.1
OG0006524	jg10754	XP_006283886.1
OG0006525	jg10782	XP_023640304.1, XP_023635671.1
OG0006526	jg10792	XP_006283544.2
OG0006527	jg10807	XP_006286242.1
OG0006528	jg10815	XP_006285789.1
OG0006529	jg10821, jg6349	XP_006283833.1
OG0006530	jg10849	XP_006284649.1
OG0006531	jg10872	XP_006282773.1
OG0006532	jg10896	XP_006283515.1
OG0006533	jg10899	XP_006285627.1
OG0006534	jg14989	XP_006291335.1
OG0006535	jg14983	XP_006291410.2
OG0006536	jg14968	XP_006291031.1
OG0006537	jg14963	XP_006291611.1
OG0006538	jg14906	XP_006293003.1
OG0006539	jg10131	XP_006282914.1
OG0006540	jg10155	XP_006284386.1
OG0006541	jg21951	XP_023638562.1
OG0006542	jg21747	XP_006280561.1
OG0006543	jg21768	XP_006280181.2
OG0006544	jg21773	XP_006279785.2
OG0006545	jg27356	XP_006297461.1
OG0006546	jg27552	XP_006296617.2
OG0006547	jg27558	XP_006298230.1
OG0006548	jg27654, jg27658, jg27656, jg27653	XP_006304833.1, XP_006305873.1
OG0006549	jg27833	XP_006298034.1
OG0006550	jg10084	XP_006282537.1
OG0006551	jg10085	XP_006284643.1
OG0006552	jg10107	XP_006283738.1
OG0006553	jg10116	XP_023634262.1
OG0006554	jg10255	XP_023634502.1
OG0006555	jg28258, jg10258	XP_006284014.1
OG0006556	jg10261	XP_006284312.1
OG0006557	jg10262	XP_023634828.1
OG0006558	jg10306	XP_006283721.1
OG0006559	jg1363	XP_006302926.1
OG0006560	jg548, jg551	XP_006302039.1
OG0006561	jg10538	XP_006283377.1
OG0006563	jg10480	XP_023633787.1
OG0006564	jg10472	XP_006285638.1
OG0006565	jg17199	XP_006294326.1
OG0006566	jg10453	XP_006283242.1
OG0006567	jg10444	XP_006282720.1
OG0006568	jg10422	XP_023634853.1
OG0006569	jg10420	XP_006284699.1
OG0006570	jg10400	XP_006286024.1
OG0006571	jg10385	XP_006284671.1
OG0006572	jg10367	XP_006284735.1
OG0006573	jg10594	XP_006285946.1
OG0006574	jg10609	XP_023635242.1
OG0006575	jg11010	XP_023635201.1
OG0006576	jg10957	XP_006283956.1
OG0006577	jg10931	XP_006282944.1
OG0006578	jg10917	XP_006284415.1
OG0006579	jg23734	XP_006280199.1
OG0006580	jg23736	XP_006281247.1
OG0006581	jg23756	XP_023642785.1
OG0006582	jg16442	XP_023637774.1
OG0006583	jg16406, jg16397, jg16390	XP_023639073.1
OG0006584	jg16360	XP_006291197.1
OG0006585	jg16334	XP_023638977.1
OG0006586	jg16271	XP_006290277.1
OG0006587	jg16260	XP_006291541.1
OG0006588	jg16233	XP_006297440.1, XP_006293127.1
OG0006589	jg16231	XP_006290506.1
OG0006590	jg16183	XP_006291217.1
OG0006591	jg16177	XP_006292176.1
OG0006592	jg16155	XP_006290379.1
OG0006593	jg16129	XP_006291587.2
OG0006594	jg21069	XP_006280751.1
OG0006595	jg16030	XP_023637741.1
OG0006596	jg15900	XP_023638479.1
OG0006597	jg15896	XP_006292621.1
OG0006598	jg15894	XP_006291768.1
OG0006599	jg21740	XP_006281366.2
OG0006600	jg15768	XP_006292876.1
OG0006601	jg15761	XP_006292867.1
OG0006602	jg15740	XP_006291150.1
OG0006603	jg15701	XP_023638030.1
OG0006604	jg15621	XP_006292006.1
OG0006605	jg15588	XP_006292721.1
OG0006606	jg15570	XP_006291873.1
OG0006607	jg15551, jg15544	XP_006292054.1
OG0006608	jg15485	XP_006291982.1
OG0006609	jg15483	XP_006291722.1
OG0006610	jg15453	XP_006293038.1
OG0006611	jg15426	XP_006291772.1
OG0006612	jg15419	XP_006292193.1
OG0006613	jg15298	XP_006291884.1
OG0006614	jg15212	XP_006290564.1
OG0006615	jg22147	XP_023645121.1
OG0006616	jg22136	XP_006280286.1
OG0006617	jg22131	XP_006282207.1
OG0006618	jg11049	XP_006284818.1
OG0006619	jg26801	XP_006297130.2
OG0006620	jg26748	XP_006298308.1
OG0006621	jg2247	XP_023644287.1
OG0006622	jg2326	XP_006301511.1
OG0006623	jg2335, jg2330	XP_006300986.1
OG0006624	jg2379	XP_006302734.2
OG0006625	jg2392	XP_006301020.1
OG0006626	jg21439	XP_023633465.1
OG0006627	jg27962	XP_006296673.2, XP_006299700.2
OG0006628	jg28002	XP_006298651.1
OG0006629	jg28003	XP_006298862.1
OG0006630	jg28090	XP_006296658.1
OG0006631	jg28113	XP_023641516.1
OG0006632	jg12985	XP_006293073.1
OG0006633	jg28129	XP_006299296.1
OG0006634	jg24000	XP_006298678.1
OG0006635	jg28148	XP_006298321.1
OG0006636	jg28149	XP_006298182.1
OG0006637	jg28173	XP_006299675.1
OG0006638	jg19331	XP_023640053.1
OG0006639	jg19309	XP_006293896.1
OG0006640	jg20002	XP_023640863.1
OG0006641	jg19276	XP_006294294.1
OG0006642	jg19270	XP_006294672.2
OG0006643	jg19254	XP_006293879.1
OG0006644	jg19243	XP_006293855.1
OG0006645	jg19212	XP_006293994.1
OG0006646	jg19198	XP_006294342.1
OG0006647	jg19183	XP_006293498.1
OG0006648	jg29114	XP_006307351.1
OG0006649	jg19047	XP_006293474.1
OG0006650	jg19040	XP_023640082.1
OG0006651	jg19031	XP_006293466.1
OG0006652	jg19010	XP_023640810.1
OG0006653	jg19008	XP_006296155.1
OG0006654	jg19004, jg18997	XP_006295634.1
OG0006655	jg18993	XP_006294411.2
OG0006656	jg13633	XP_006292928.1
OG0006657	jg18980	XP_006293379.1
OG0006658	jg18967	XP_006296084.1
OG0006659	jg18961	XP_023640561.1
OG0006660	jg18911	XP_006294503.2
OG0006661	jg18899	XP_006294104.1
OG0006662	jg18886	XP_006294615.1
OG0006663	jg18829	XP_006294706.1
OG0006664	jg7675	XP_006288514.1
OG0006665	jg7718	XP_006290012.1
OG0006666	jg7583, jg7582	XP_023636522.1
OG0006667	jg7581	XP_006287702.1
OG0006668	jg5779	XP_006287742.1
OG0006670	jg16547	XP_006293930.1
OG0006671	jg16574	XP_023640012.1
OG0006672	jg16602	XP_006294013.1
OG0006673	jg16626	XP_006295285.1
OG0006674	jg16649	XP_006293421.1
OG0006675	jg16815	XP_006294399.1
OG0006676	jg10823, jg17261	XP_023639554.1
OG0006677	jg17015	XP_006293906.2
OG0006678	jg9815	XP_006284348.1
OG0006679	jg10016	XP_006283347.1
OG0006680	jg32113	XP_023645684.1
OG0006681	jg32071	XP_006305634.1
OG0006682	jg32067	XP_006304524.1
OG0006683	jg7277	XP_023637427.1
OG0006684	jg7328	XP_006286826.2
OG0006685	jg33069	XP_006305572.1
OG0006686	jg7490	XP_006289598.1
OG0006687	jg7491	XP_006288031.1
OG0006688	jg6545	XP_006290010.1
OG0006689	jg6612	XP_006288318.1
OG0006691	jg6642	XP_023636645.1
OG0006692	jg6647	XP_023637497.1
OG0006693	jg6664	XP_006286490.1
OG0006694	jg6687	XP_023636730.1
OG0006695	jg28196	XP_006299779.1
OG0006696	jg28239	XP_006297939.1
OG0006697	jg28256	XP_023641974.1
OG0006698	jg28259	XP_006297759.1
OG0006699	jg12665	XP_006283249.1
OG0006700	jg20073	XP_006294845.1
OG0006701	jg20067	XP_006295720.1
OG0006702	jg20066	XP_006294447.1
OG0006703	jg20040	XP_006294543.1
OG0006704	jg20032	XP_006295826.2
OG0006705	jg20021	XP_006294923.1
OG0006706	jg19997	XP_006294818.1
OG0006707	jg19977	XP_006296425.1
OG0006708	jg19963	XP_023640626.1
OG0006709	jg19961	XP_023640103.1
OG0006710	jg19935	XP_006296351.1
OG0006711	jg19910	XP_006293950.2
OG0006712	jg19873	XP_006294796.1
OG0006713	jg19862	XP_006296400.1
OG0006714	jg19861	XP_023640073.1
OG0006715	jg19835	XP_006294932.2
OG0006716	jg19784	XP_006295424.1
OG0006717	jg19743	XP_006294356.2
OG0006718	jg19714	XP_006293480.1
OG0006719	jg19709	XP_023640204.1
OG0006720	jg19702, jg19703	XP_006294749.1
OG0006721	jg19701	XP_006296125.1
OG0006722	jg19664	XP_006295063.1
OG0006723	jg19638	XP_006294977.1
OG0006724	jg19605	XP_006294534.2
OG0006725	jg19565	XP_006293724.1
OG0006726	jg19543	XP_006294933.2
OG0006727	jg19529	XP_006294481.1
OG0006728	jg19437	XP_006293839.1
OG0006729	jg19428	XP_006295150.1, XP_006295145.1
OG0006730	jg19411	XP_006294950.1
OG0006731	jg19407, jg19409	XP_006294436.1
OG0006732	jg20351	XP_006280541.1
OG0006733	jg9046	XP_006286258.1
OG0006734	jg23995	XP_006299849.1
OG0006735	jg22245, jg22249	XP_006279901.1
OG0006736	jg24050	XP_023641768.1
OG0006737	jg24086	XP_006297370.2
OG0006738	jg24107	XP_006296988.1
OG0006739	jg24110	XP_023642022.1
OG0006740	jg24139	XP_006298717.1
OG0006741	jg24180	XP_006296875.1
OG0006742	jg24207	XP_006298513.1
OG0006743	jg24225	XP_023641709.1
OG0006744	jg24234	XP_006297167.1
OG0006745	jg24316	XP_023641442.1
OG0006746	jg24431	XP_006297638.1
OG0006747	jg24434	XP_006297554.1
OG0006748	jg24455	XP_006298408.1
OG0006749	jg24464	XP_006297722.1
OG0006750	jg31223	XP_006303524.1
OG0006751	jg24528	XP_006299758.1
OG0006752	jg24529	XP_006297437.1
OG0006753	jg24628	XP_006299066.1
OG0006754	jg24637	XP_006299713.1
OG0006755	jg24678	XP_023642449.1
OG0006756	jg24685	XP_006297636.1
OG0006757	jg24687	XP_006297120.1
OG0006758	jg24691	XP_006298287.1
OG0006759	jg24695	XP_006297192.1
OG0006760	jg24706	XP_006299539.2
OG0006761	jg24715	XP_006298757.1
OG0006762	jg24733	XP_006298255.1
OG0006763	jg24736	XP_006297465.1
OG0006764	jg24737	XP_006298445.1
OG0006765	jg24797	XP_006299559.1
OG0006766	jg24816	XP_023641404.1
OG0006767	jg24837	XP_006298117.1
OG0006768	jg24826	XP_023641497.1
OG0006769	jg24852	XP_006298988.1
OG0006770	jg24935	XP_006299896.1
OG0006771	jg25095	XP_006297374.1
OG0006772	jg25037	XP_006298486.1
OG0006773	jg25051	XP_023642166.1
OG0006774	jg25052	XP_006297667.1
OG0006775	jg25092	XP_006297848.1
OG0006776	jg25112	XP_006296745.1
OG0006777	jg25113	XP_006299102.2
OG0006778	jg25116	XP_006299547.1
OG0006779	jg25125	XP_023641701.1
OG0006780	jg25126	XP_006298573.1
OG0006781	jg25175	XP_006298501.1
OG0006782	jg25204	XP_006298138.1
OG0006783	jg25222	XP_006297280.1
OG0006784	jg25229	XP_006298455.1
OG0006785	jg25246	XP_006296721.1
OG0006786	jg25264	XP_006300100.2
OG0006787	jg18179, jg18183	XP_006293850.1
OG0006788	jg25355	XP_006297084.1
OG0006789	jg25366	XP_006297518.1
OG0006790	jg25397	XP_006299984.1
OG0006791	jg7314, jg7312	XP_006286709.2
OG0006792	jg25425	XP_006296843.1
OG0006793	jg25427	XP_006298639.1
OG0006794	jg25457	XP_006297265.1
OG0006795	jg25475	XP_023642351.1
OG0006796	jg25493	XP_006298454.1
OG0006797	jg25509	XP_023642518.1
OG0006798	jg25543	XP_006298594.1
OG0006799	jg25575	XP_006298390.1
OG0006800	jg25597	XP_006300207.1
OG0006801	jg25629	XP_006297956.1
OG0006802	jg25632	XP_006296854.2
OG0006803	jg25666	XP_006297618.2
OG0006804	jg25672	XP_006298569.1
OG0006805	jg28738	XP_023632912.1
OG0006806	jg25791	XP_006298463.1
OG0006807	jg25813	XP_006296888.1
OG0006808	jg25846	XP_006297612.1
OG0006809	jg25855	XP_006299106.1
OG0006811	jg25862	XP_023642063.1
OG0006812	jg25863	XP_006298093.1
OG0006813	jg25885	XP_006299384.1
OG0006814	jg25902	XP_006296614.1
OG0006815	jg25936	XP_006298386.1
OG0006816	jg25943	XP_006298426.1
OG0006817	jg25971	XP_006299794.1
OG0006818	jg25978	XP_006297109.1
OG0006819	jg26009	XP_006297199.1
OG0006820	jg26022	XP_023641340.1
OG0006821	jg30412	XP_006307111.1
OG0006822	jg26148	XP_006297736.1
OG0006823	jg26151	XP_006297715.1
OG0006824	jg26189	XP_006298848.1
OG0006826	jg26216	XP_006298570.1
OG0006827	jg26217	XP_006299310.1
OG0006828	jg26251, jg12323	XP_006298942.2
OG0006829	jg26261	XP_023641434.1
OG0006830	jg26284	XP_006297241.1
OG0006831	jg26301	XP_006298157.1
OG0006832	jg29357	XP_006307232.1
OG0006835	jg21273	XP_023637014.1
OG0006836	jg21244	XP_023635478.1
OG0006837	jg26638	XP_006296979.1, XP_006296927.1
OG0006838	jg26515	XP_006299744.1
OG0006839	jg26467	XP_006296682.1
OG0006840	jg26351	XP_006300191.1
OG0006841	jg9423	XP_006284250.1
OG0006843	jg1798	XP_023643439.1
OG0006844	jg1765	XP_023638878.1, XP_006302711.1
