Orthogroup	Arabidopsis_arenosa	Eutrema_salsugineum
OG0010225	jg8622	XP_006411924.1
OG0010226	jg11721	XP_006415013.1
OG0010227	jg8662	XP_006411965.1
OG0010228	jg8681	XP_006411987.1
OG0010229	jg8683	XP_006411992.1
OG0010230	jg8699	XP_006412011.1
OG0010231	jg8734	XP_006412034.1
OG0010232	jg8758	XP_024004382.1
OG0010233	jg8763	XP_006412064.1
OG0010234	jg8827	XP_024004664.1
OG0010235	jg8832	XP_006412137.1
OG0010236	jg8850	XP_006412158.1
OG0010237	jg8862	XP_006412171.1
OG0010238	jg8878	XP_006412190.1
OG0010239	jg8884	XP_006412199.2
OG0010240	jg8900	XP_024005396.1
OG0010241	jg8904	XP_006412221.1
OG0010243	jg8910	XP_024005755.1
OG0010244	jg31219	XP_024008004.1
OG0010245	jg8912	XP_006412229.1
OG0010246	jg9077	XP_006412395.1
OG0010247	jg9130	XP_006412451.1
OG0010248	jg9125	XP_006412445.1
OG0010249	jg9119	XP_006412440.2
OG0010250	jg9094	XP_024004428.1
OG0010251	jg9092	XP_006412407.1
OG0010252	jg9075	XP_006412394.1
OG0010253	jg9071	XP_006412391.1
OG0010254	jg9065	XP_006412383.1
OG0010255	jg9050	XP_006412369.2
OG0010256	jg9048	XP_006412367.1
OG0010257	jg9043	XP_006412362.1
OG0010258	jg9041	XP_006412361.1
OG0010259	jg9039	XP_006412359.1
OG0010260	jg9038	XP_006412358.1
OG0010261	jg9013	XP_024004419.1
OG0010262	jg21710	XP_006402108.1
OG0010263	jg8970	XP_006412293.2
OG0010264	jg8965	XP_006412286.1
OG0010265	jg9185	XP_006412509.1
OG0010266	jg9217	XP_006412549.1
OG0010267	jg9225	XP_006412561.1
OG0010268	jg9228	XP_006412564.1
OG0010269	jg9247	XP_006412581.1
OG0010270	jg9249	XP_006412583.1
OG0010271	jg9250	XP_006412584.1
OG0010272	jg9259	XP_006412593.1
OG0010273	jg9265	XP_006412600.1
OG0010274	jg9311	XP_006412743.1
OG0010275	jg9319	XP_024005219.1
OG0010276	jg26674	XP_006418815.2
OG0010277	jg26679	XP_006418809.1
OG0010278	jg2907	XP_006390627.1
OG0010279	jg2893	XP_006390643.1
OG0010280	jg2865	XP_006390677.1
OG0010281	jg2859	XP_006390684.1
OG0010282	jg2858	XP_006390685.1
OG0010283	jg2837	XP_006390708.1
OG0010284	jg2832	XP_006390712.1
OG0010285	jg2821	XP_006390726.1
OG0010286	jg31025	XP_006416000.1
OG0010287	jg31029	XP_006415995.1
OG0010288	jg31046	XP_006415981.1
OG0010289	jg31080	XP_006415953.1
OG0010290	jg31110	XP_006415926.1
OG0010291	jg31139	XP_006415903.2
OG0010292	jg31261	XP_006415775.1
OG0010293	jg7990	XP_006396434.1
OG0010294	jg7991	XP_006396433.1
OG0010295	jg7996	XP_006396427.1
OG0010296	jg7998	XP_024009993.1, XP_006396414.1
OG0010297	jg8006	XP_006396422.1
OG0010298	jg8014	XP_006396410.1
OG0010299	jg8028	XP_006396404.1
OG0010300	jg8031	XP_006396401.1
OG0010301	jg8053	XP_006405478.1
OG0010302	jg13610	XP_006395366.1
OG0010303	jg8069	XP_024009874.1
OG0010304	jg8091	XP_006396348.1
OG0010305	jg8092	XP_006396347.1
OG0010306	jg8094	XP_006396344.1
OG0010307	jg8129	XP_024010003.1
OG0010308	jg8108	XP_006396285.1
OG0010309	jg8105	XP_006396279.1
OG0010310	jg8168	XP_006396269.1
OG0010311	jg8175	XP_006396263.1
OG0010312	jg8176	XP_006396262.1
OG0010313	jg8181	XP_006396259.1
OG0010314	jg8186	XP_006396254.1
OG0010315	jg8195	XP_024010505.1
OG0010316	jg8216	XP_006396231.2
OG0010317	jg9295	XP_006418627.2, XP_006396222.1
OG0010318	jg16506, jg16505	XP_006404543.1
OG0010319	jg16510	XP_006404545.1
OG0010320	jg31227	XP_006415810.1
OG0010321	jg31160	XP_006415882.1
OG0010322	jg31147	XP_006415895.1
OG0010323	jg32451, jg32464	XP_006409815.2
OG0010324	jg9818	XP_024005208.1, XP_006413202.1
OG0010325	jg9754	XP_006413122.2
OG0010326	jg9753	XP_024004656.1
OG0010328	jg9721	XP_024005795.1
OG0010329	jg9707	XP_006413075.1
OG0010330	jg9705	XP_006413073.1
OG0010331	jg9702	XP_024005224.1
OG0010332	jg9698	XP_006413066.2
OG0010333	jg9628	XP_006412995.1
OG0010334	jg9616	XP_006412984.1
OG0010335	jg9610	XP_006412978.1
OG0010336	jg9607	XP_006412974.1
OG0010337	jg13174	XP_006395680.2
OG0010338	jg13176	XP_006395679.1
OG0010339	jg13185	XP_006395669.2
OG0010340	jg13221	XP_006395641.1
OG0010343	jg30486	XP_006416487.1
OG0010344	jg30636	XP_006416350.1
OG0010345	jg30897, jg30893, jg30898	XP_006416105.1
OG0010346	jg31172	XP_024008794.1
OG0010347	jg31197	XP_024008661.1
OG0010350	jg33265, jg33266	XP_006393069.1
OG0010351	jg33591	XP_024006082.1
OG0010352	jg33615	XP_024005978.1
OG0010354	jg959	XP_006415165.1
OG0010356	jg1197, jg19681	XP_006397514.2
OG0010359	jg24274	XP_006408222.1
OG0010360	jg2383	XP_024006345.1, XP_006391170.1, XP_024010415.1
OG0010361	jg2879	XP_006390655.1
OG0010362	jg3006	XP_006390532.1
OG0010363	jg24724	XP_006407810.1
OG0010364	jg25205	XP_006407326.1
OG0010365	jg25395	XP_006407150.1
OG0010368	jg16652	XP_006404681.1, XP_024014638.1
OG0010369	jg16673	XP_024014199.1
OG0010371	jg16949	XP_006404988.1, XP_006397301.1
OG0010372	jg16963	XP_024014058.1
OG0010374	jg17112	XP_006405206.1
OG0010375	jg9540, jg17225, jg17224, jg9538	XP_024005596.1
OG0010376	jg18339	XP_006410396.1
OG0010377	jg18724	XP_006410761.2
OG0010378	jg19067	XP_024004164.1
OG0010380	jg19544	XP_006401093.2
OG0010381	jg20102	XP_006397887.1
OG0010382	jg12996	XP_006395829.1
OG0010383	jg13254	XP_006395616.1
OG0010384	jg13522	XP_024007352.1
OG0010385	jg13665	XP_006395336.1
OG0010386	jg14681	XP_006404228.1
OG0010387	jg14870	XP_024013806.1
OG0010388	jg15257	XP_006403712.2
OG0010389	jg15725, jg15656	XP_006412254.1
OG0010390	jg5226	XP_006399920.1
OG0010391	jg6126	XP_006400800.1
OG0010392	jg6874	XP_006395039.1
OG0010393	jg7402	XP_006397048.1
OG0010394	jg9505	XP_006412856.1
OG0010395	jg9872	XP_006413259.1
OG0010396	jg10057	XP_024005864.1
OG0010400	jg10893	XP_006414251.1
OG0010401	jg11022	XP_006414728.1, XP_006412888.2
OG0010402	jg11351	XP_006414745.1
OG0010405	jg12763	XP_024014755.1
OG0010406	jg12790	XP_006405321.1
OG0010407	jg21002	XP_006403331.1
OG0010409	jg21380	XP_006395184.1
OG0010410	jg21457	XP_006395120.1
OG0010411	jg21549	XP_024015263.1
OG0010412	jg21566	XP_006395072.1
OG0010413	jg21642	XP_006402209.1
OG0010414	jg21817	XP_024012298.1
OG0010415	jg21882	XP_006401879.1
OG0010416	jg21946	XP_006401816.1
OG0010417	jg22005	XP_006401763.1
OG0010418	jg22620	XP_006401228.1
OG0010419	jg23740	XP_006393849.1
OG0010437	jg9362	XP_006412701.1
OG0010438	jg9359	XP_024005152.1
OG0010439	jg9355	XP_006412689.1
OG0010440	jg9352	XP_006412688.1
OG0010441	jg9345	XP_006412679.1
OG0010442	jg9336	XP_006412672.1
OG0010443	jg17190	XP_006408801.1
OG0010444	jg10211	XP_006413579.1
OG0010445	jg14447	XP_006418877.1
OG0010446	jg14679	XP_006404232.1
OG0010447	jg14671	XP_006404241.1
OG0010448	jg14663	XP_024013629.1
OG0010449	jg14654	XP_006404266.1
OG0010450	jg14599	XP_006404312.1
OG0010451	jg14623	XP_006404291.1
OG0010452	jg14629	XP_024013824.1
OG0010453	jg14584	XP_006404335.1
OG0010454	jg12905	XP_006398498.1
OG0010455	jg12972	XP_006395860.1
OG0010456	jg13037	XP_006395801.1
OG0010457	jg13006	XP_006395826.1
OG0010458	jg12987	XP_024007551.1
OG0010459	jg12657	XP_006405496.1
OG0010460	jg12645	XP_006405503.1
OG0010461	jg5647	XP_006400351.1
OG0010462	jg5621	XP_006400327.1
OG0010463	jg5616	XP_006400322.1
OG0010464	jg5596	XP_006400304.1
OG0010465	jg5586	XP_024011612.1
OG0010466	jg5582	XP_024012483.1
OG0010467	jg5573	XP_024012175.1
OG0010468	jg5567	XP_006400271.1
OG0010469	jg5548	XP_006400252.1
OG0010470	jg29040	XP_006417869.1
OG0010471	jg5502	XP_006400213.1
OG0010472	jg5498	XP_024011764.1
OG0010473	jg5480, jg5479	XP_006400190.1
OG0010475	jg5463	XP_006400176.1
OG0010476	jg5441	XP_006400150.1
OG0010477	jg5440	XP_006400147.1
OG0010478	jg5431	XP_006400138.1
OG0010479	jg18591	XP_024003697.1
OG0010480	jg5370	XP_024012337.1
OG0010481	jg5368	XP_006400063.1
OG0010482	jg5335	XP_006400028.1
OG0010483	jg5311	XP_006400007.2
OG0010485	jg5296	XP_006399987.1
OG0010486	jg5293	XP_006399984.1
OG0010487	jg5286	XP_006399977.1
OG0010488	jg11404	XP_006414836.1
OG0010489	jg5254	XP_006399946.1
OG0010490	jg5201	XP_006399893.2
OG0010491	jg5191	XP_006399879.1
OG0010492	jg5190	XP_006399878.1
OG0010493	jg5189	XP_024012192.1, XP_024009696.1
OG0010494	jg5180	XP_006399866.1
OG0010496	jg5165	XP_006399845.1
OG0010497	jg5159	XP_006399837.1
OG0010498	jg5134	XP_024012630.1
OG0010499	jg5133	XP_006399808.1
OG0010500	jg5111	XP_006399785.1
OG0010501	jg5100	XP_006399776.1
OG0010503	jg5095	XP_006399772.1
OG0010504	jg21189	XP_006390882.1
OG0010505	jg5071	XP_024012339.1
OG0010506	jg5066	XP_024012243.1
OG0010507	jg5053	XP_006399730.1
OG0010508	jg5049	XP_006399727.2
OG0010509	jg5018	XP_006399698.1
OG0010510	jg5017	XP_006399696.1
OG0010511	jg5003	XP_006399683.1
OG0010512	jg4987	XP_006399662.1
OG0010513	jg4983	XP_006399657.1
OG0010514	jg4978	XP_006399652.1
OG0010515	jg4945	XP_006399616.1
OG0010516	jg4925	XP_006399590.1
OG0010517	jg4921	XP_006399587.1
OG0010518	jg4919	XP_006403366.2
OG0010519	jg4873	XP_006399539.1
OG0010521	jg4862	XP_024011456.1
OG0010522	jg4834	XP_006399500.2
OG0010523	jg4802	XP_006399467.1
OG0010524	jg4787	XP_006399458.1
OG0010525	jg4775	XP_006399438.1
OG0010526	jg4764	XP_006399427.1
OG0010527	jg4756	XP_006399420.1
OG0010528	jg4752	XP_024012548.1, XP_006418592.1
OG0010530	jg26375	XP_006406612.1
OG0010531	jg4702	XP_006399347.1
OG0010532	jg4700	XP_006399345.1
OG0010533	jg4694	XP_024011637.1
OG0010534	jg4690	XP_006399332.1
OG0010535	jg4484, jg4689	XP_024011634.1
OG0010537	jg4636	XP_006399281.1
OG0010538	jg4621	XP_006399261.1
OG0010539	jg4605	XP_024011353.1
OG0010540	jg7878	XP_006396517.1
OG0010541	jg7881	XP_006396520.1
OG0010542	jg7898	XP_006396526.1
OG0010543	jg7911	XP_024010148.1
OG0010544	jg7912	XP_006396543.1
OG0010545	jg7913	XP_006396544.1
OG0010546	jg7915	XP_006396547.1
OG0010548	jg7927	XP_006396559.1
OG0010549	jg9959	XP_006413340.1
OG0010550	jg9966	XP_006413345.1
OG0010552	jg9994	XP_024005500.1
OG0010553	jg17542	XP_006408603.1
OG0010554	jg17548	XP_024016011.1
OG0010555	jg17568	XP_006408584.1
OG0010556	jg17620, jg17625, jg17621	XP_024016053.1
OG0010557	jg17652	XP_006409730.1
OG0010558	jg17688	XP_006409752.1
OG0010559	jg17706	XP_006409783.1
OG0010560	jg17715	XP_024016846.1
OG0010561	jg17719	XP_006409794.1
OG0010562	jg17728	XP_006409807.1
OG0010563	jg17778	XP_024004277.1
OG0010564	jg17784	XP_006409850.1
OG0010565	jg17799	XP_006409861.1
OG0010566	jg17809	XP_006409870.2
OG0010568	jg17869, jg17868	XP_006409925.1
OG0010569	jg17914	XP_006409964.1
OG0010570	jg17917	XP_006409968.1
OG0010571	jg17973	XP_006410013.1
OG0010572	jg18007, jg18004, jg18011	XP_006410038.1
OG0010573	jg18065	XP_006410140.1
OG0010574	jg18089	XP_006410149.2
OG0010575	jg18117	XP_006410170.1
OG0010576	jg16636	XP_006404661.1
OG0010577	jg18145	XP_006410194.1
OG0010578	jg18148	XP_024004300.1
OG0010579	jg18155	XP_006410223.1
OG0010580	jg18173	XP_006410251.1
OG0010581	jg18174	XP_006410252.1
OG0010582	jg18216	XP_006410287.1
OG0010583	jg18236	XP_006410302.1
OG0010584	jg18243	XP_006410307.1
OG0010585	jg18257	XP_024004219.1
OG0010586	jg18262	XP_006410330.2
OG0010587	jg18281	XP_006410345.1
OG0010588	jg17334	XP_006408751.1
OG0010589	jg12182, jg18331	XP_006410391.1
OG0010590	jg18330	XP_006410390.1
OG0010591	jg18313	XP_024003639.1
OG0010592	jg18310	XP_024003846.1
OG0010593	jg18304	XP_006410368.1, XP_006418680.2
OG0010594	jg1055, jg18359	XP_006410412.1
OG0010595	jg18370	XP_006410427.1
OG0010596	jg18378	XP_006410433.1
OG0010597	jg18382	XP_006410437.1
OG0010599	jg20859	XP_006403231.1
OG0010600	jg8326	XP_006411652.1
OG0010601	jg2934, jg20851	XP_006403220.1
OG0010602	jg20812	XP_006403169.1
OG0010603	jg20776	XP_006403133.1
OG0010604	jg7835	XP_024009864.1
OG0010605	jg7837	XP_006396581.1
OG0010606	jg7839	XP_006396578.1
OG0010607	jg7846	XP_006396573.1
OG0010608	jg7936	XP_006396569.1
OG0010609	jg32838	XP_024006063.1
OG0010610	jg32814	XP_006393524.1
OG0010611	jg32813	XP_024006015.1
OG0010612	jg32761	XP_006393589.1
OG0010614	jg32703	XP_024006161.1
OG0010615	jg31293	XP_006415736.1
OG0010616	jg31328	XP_006415699.1
OG0010617	jg31347	XP_024008081.1
OG0010618	jg31366	XP_006415662.1
OG0010619	jg31374	XP_006415652.1
OG0010620	jg31383	XP_006415640.1
OG0010621	jg31413	XP_024008882.1
OG0010622	jg31495	XP_024008365.1
OG0010623	jg31501	XP_006415554.1
OG0010624	jg31527	XP_006415540.1
OG0010625	jg31537	XP_024008252.1
OG0010626	jg31544	XP_006415522.1
OG0010627	jg31552	XP_006415513.1
OG0010628	jg31556	XP_006415509.1
OG0010629	jg31557	XP_024008797.1
OG0010630	jg31570	XP_006415496.1
OG0010631	jg31583	XP_006415481.1
OG0010632	jg31602	XP_006415467.1
OG0010633	jg31603	XP_006415466.1
OG0010634	jg12843	XP_006405292.1
OG0010636	jg31659	XP_024008733.1
OG0010637	jg31684	XP_006415384.1
OG0010638	jg31687	XP_006415381.1
OG0010639	jg31719	XP_006415365.1
OG0010640	jg31730	XP_024008796.1
OG0010641	jg31783	XP_024008592.1
OG0010642	jg31804	XP_006415307.1
OG0010644	jg31818	XP_006415288.1
OG0010645	jg31820	XP_006415285.1
OG0010646	jg31831	XP_006415275.1
OG0010647	jg31844	XP_006415250.1
OG0010648	jg31860	XP_006415240.1
OG0010649	jg31884	XP_006415209.1
OG0010650	jg31899	XP_024008351.1
OG0010651	jg31911	XP_006415172.1
OG0010652	jg31914	XP_006415167.1
OG0010653	jg31919	XP_006415160.1
OG0010654	jg19827	XP_006395772.1
OG0010655	jg13078	XP_006395757.1
OG0010656	jg13080	XP_024006799.1
OG0010657	jg19592	XP_006411543.1
OG0010658	jg13105	XP_006395739.1
OG0010659	jg13111	XP_024006727.1
OG0010660	jg13150	XP_006395699.1
OG0010661	jg23716	XP_006393867.1
OG0010662	jg23708	XP_006393878.1
OG0010663	jg23703	XP_006400794.1, XP_006393882.1
OG0010664	jg23694	XP_006393893.1
OG0010665	jg23689	XP_024007535.1
OG0010666	jg23668	XP_006393912.1
OG0010667	jg23662	XP_006393917.1
OG0010668	jg23661	XP_006393918.1
OG0010669	jg23658	XP_024007212.1
OG0010670	jg23641	XP_024006956.1
OG0010671	jg23638	XP_006393942.1
OG0010672	jg6395	XP_006393956.1
OG0010673	jg7248	XP_024009788.1
OG0010674	jg23605	XP_006393980.1
OG0010675	jg29287, jg23597	XP_006393989.1
OG0010676	jg23595	XP_006393991.1
OG0010677	jg23580	XP_006394001.1
OG0010679	jg23561	XP_006394026.1
OG0010680	jg23532	XP_006394062.1
OG0010681	jg23511	XP_006394083.1
OG0010682	jg23484	XP_006394114.1
OG0010683	jg23479	XP_006394120.1
OG0010684	jg23467	XP_006394131.1
OG0010685	jg23438	XP_006394159.1
OG0010686	jg23420	XP_006394170.1
OG0010688	jg23408	XP_006394188.1
OG0010689	jg23394	XP_006394213.1
OG0010690	jg23387	XP_024006762.1
OG0010691	jg23372	XP_006394233.1
OG0010692	jg23363, jg23463, jg23368	XP_006394239.1
OG0010693	jg23358, jg23365, jg23361	XP_006394240.1
OG0010694	jg23354	XP_006394244.1
OG0010695	jg23317	XP_006394275.1
OG0010696	jg23310	XP_006394282.1
OG0010697	jg12859	XP_024005328.1
OG0010698	jg23225	XP_006394357.1
OG0010699	jg23213	XP_006394373.1
OG0010700	jg23205	XP_006394383.1
OG0010701	jg23177	XP_024007550.1
OG0010702	jg23165	XP_006394427.1
OG0010703	jg23124	XP_006394477.1
OG0010704	jg23111	XP_006394485.1
OG0010705	jg23082	XP_006394514.1
OG0010707	jg6165	XP_006394588.1
OG0010708	jg6168, jg6169	XP_006394591.1
OG0010709	jg6170	XP_006394593.1
OG0010710	jg22095, jg22096	XP_006394299.1
OG0010711	jg6189	XP_006394607.1
OG0010712	jg6206	XP_006394620.1
OG0010713	jg4307	XP_006399012.1
OG0010714	jg6238	XP_006394648.1
OG0010715	jg6251	XP_006394660.1
OG0010716	jg6252	XP_006394661.1
OG0010718	jg6265	XP_006394671.1
OG0010719	jg6270	XP_006394675.1
OG0010720	jg6309	XP_006394701.1
OG0010721	jg6310	XP_006394702.1
OG0010722	jg6318	XP_006394708.1
OG0010723	jg6323	XP_024007506.1
OG0010724	jg6337	XP_006394723.2
OG0010725	jg6360	XP_024007438.1
OG0010726	jg6438	XP_024007412.1
OG0010727	jg6444	XP_006394812.1
OG0010728	jg6445	XP_006394813.1
OG0010729	jg26944	XP_006418574.1
OG0010730	jg6474	XP_006394838.2
OG0010731	jg6476	XP_006394839.1
OG0010732	jg5811	XP_006400510.1
OG0010733	jg5796	XP_006400493.1
OG0010734	jg5825	XP_024012011.1
OG0010735	jg5844	XP_006400542.1
OG0010736	jg5852	XP_006400552.1, XP_006400551.1
OG0010737	jg5869	XP_006400571.1
OG0010738	jg5870	XP_006400572.1
OG0010739	jg5871	XP_006400573.1
OG0010740	jg5875	XP_006400578.1
OG0010741	jg5882	XP_006400585.1
OG0010742	jg5897	XP_024011533.1
OG0010743	jg5925	XP_006400621.1
OG0010744	jg5934	XP_024012629.1
OG0010745	jg5938	XP_006400643.2
OG0010746	jg5958	XP_006400661.1
OG0010747	jg5975	XP_006400680.1
OG0010748	jg5983	XP_024011902.1
OG0010749	jg5987	XP_006400694.1
OG0010750	jg5988	XP_024012398.1
OG0010751	jg5993	XP_006400700.1
OG0010752	jg6002	XP_006400706.1
OG0010754	jg6040	XP_006400737.1
OG0010755	jg6053	XP_006400748.1
OG0010756	jg6061	XP_006400757.1
OG0010757	jg6062	XP_006400758.1
OG0010758	jg6065	XP_006400760.1
OG0010759	jg6074	XP_006400764.1
OG0010760	jg6112	XP_006400788.1
OG0010761	jg23017	XP_006400815.1
OG0010762	jg22988	XP_006400843.1
OG0010763	jg22985	XP_024011962.1, XP_024006316.1
OG0010764	jg22980	XP_006400854.1
OG0010765	jg19303	XP_006411299.1
OG0010766	jg22896	XP_024011839.1
OG0010767	jg22889	XP_006400945.1
OG0010768	jg22881	XP_006400955.1
OG0010769	jg22880	XP_006400956.1
OG0010770	jg22876	XP_006400962.1
OG0010771	jg22875	XP_006400963.1
OG0010772	jg22837	XP_006401002.1
OG0010773	jg22828	XP_006401012.1
OG0010774	jg22820	XP_006401017.1
OG0010775	jg22797	XP_006401038.1
OG0010776	jg22789	XP_006401047.1
OG0010777	jg22788	XP_006401048.1
OG0010778	jg22745	XP_006401092.2
OG0010779	jg22733	XP_006401108.1
OG0010780	jg22732	XP_006401112.1
OG0010781	jg22731	XP_006401109.1
OG0010782	jg22725	XP_024011167.1
OG0010783	jg22715	XP_006401129.1
OG0010784	jg22704	XP_006401140.1
OG0010785	jg22707	XP_006401137.1
OG0010786	jg22706	XP_006401138.1
OG0010788	jg22692	XP_006401155.1
OG0010790	jg22681	XP_024012307.1
OG0010791	jg22679	XP_006401171.1
OG0010792	jg22674	XP_006401177.1
OG0010793	jg22647	XP_024011880.1
OG0010794	jg22619	XP_006401229.1
OG0010795	jg22581	XP_006401265.1, XP_024011172.1
OG0010796	jg22559	XP_006401288.1
OG0010797	jg22557	XP_006401290.1
OG0010798	jg22544	XP_006401302.2
OG0010799	jg22526	XP_006401315.2
OG0010800	jg22466	XP_006401369.1
OG0010801	jg22461	XP_006401376.1
OG0010802	jg22453, jg22451	XP_006401386.2
OG0010803	jg22408	XP_024011183.1
OG0010804	jg22406	XP_006401422.1
OG0010805	jg22396	XP_006401434.1
OG0010806	jg2878	XP_006390656.1
OG0010807	jg14955	XP_006403997.1
OG0010808	jg22368	XP_006401459.1
OG0010809	jg22341	XP_006401488.2
OG0010810	jg22335	XP_006401494.1
OG0010812	jg22317	XP_006401512.1
OG0010814	jg14723	XP_006404197.1
OG0010815	jg14706	XP_024013703.1
OG0010816	jg22164	XP_006401640.1
OG0010817	jg22193	XP_006401620.1
OG0010818	jg22204	XP_024012671.1
OG0010819	jg22233	XP_006401580.1
OG0010820	jg7989	XP_006396436.1
OG0010821	jg6967	XP_006397347.1
OG0010822	jg7970	XP_006396455.1
OG0010823	jg4023, jg7962	XP_006396465.1
OG0010824	jg7960	XP_006396467.1
OG0010825	jg7943	XP_006396482.1
OG0010826	jg7939	XP_024009867.1
OG0010827	jg7850	XP_006396489.1
OG0010828	jg4564	XP_006399209.1
OG0010829	jg4545	XP_006399197.2
OG0010830	jg31191	XP_024008411.1
OG0010831	jg4528	XP_006399180.1
OG0010833	jg4523	XP_024012052.1
OG0010834	jg4516	XP_006399168.1
OG0010835	jg4504	XP_006399158.1
OG0010836	jg4438, jg4453	XP_006399130.1
OG0010837	jg24399, jg4388	XP_006399094.1
OG0010838	jg4385	XP_006399091.1
OG0010839	jg4375	XP_006399081.1
OG0010840	jg4373, jg4374	XP_024011598.1
OG0010841	jg4314	XP_006399016.1
OG0010842	jg4306	XP_006399011.1
OG0010843	jg4305	XP_024011536.1
OG0010844	jg4294	XP_006399002.2
OG0010845	jg4287	XP_006398995.2
OG0010846	jg4262	XP_006398968.1
OG0010847	jg4251	XP_006398957.1
OG0010848	jg4245	XP_006398952.1
OG0010849	jg4228	XP_006398932.1
OG0010850	jg16880	XP_024013916.1
OG0010851	jg4199	XP_024012390.1
OG0010852	jg31064, jg31072	XP_006415963.1
OG0010853	jg4184	XP_006398890.1
OG0010854	jg4134	XP_006398849.1
OG0010855	jg4120	XP_024012140.1
OG0010856	jg4117	XP_006398832.1
OG0010857	jg4107	XP_024011588.1
OG0010858	jg4080	XP_006398791.1
OG0010859	jg4057	XP_006398771.1
OG0010860	jg4056	XP_006398770.2
OG0010861	jg4043	XP_006398760.2
OG0010862	jg4010	XP_024014107.1
OG0010863	jg4002	XP_006398724.1
OG0010864	jg3994	XP_006398715.1
OG0010865	jg3990	XP_024011815.1
OG0010866	jg3956, jg3958	XP_006398688.1
OG0010868	jg3945	XP_006398679.1
OG0010869	jg3931	XP_006398663.1
OG0010871	jg3913, jg4192	XP_006398649.1
OG0010872	jg3900	XP_024012001.1
OG0010873	jg3895	XP_024011424.1
OG0010874	jg3853	XP_006398600.1
OG0010875	jg3830	XP_006409390.1
OG0010876	jg3818	XP_024012297.1
OG0010877	jg3810	XP_006398556.1
OG0010878	jg12671	XP_024014574.1
OG0010879	jg12675	XP_024014646.1
OG0010880	jg12715	XP_006405411.1
OG0010881	jg12738	XP_006405388.1
OG0010882	jg12760	XP_006405360.1
OG0010883	jg12768	XP_006405354.1
OG0010884	jg12782	XP_006405328.1
OG0010885	jg33805	XP_006405890.1
OG0010887	jg3787	XP_006389722.1
OG0010888	jg3794	XP_006389731.1
OG0010889	jg3797	XP_006389738.2
OG0010890	jg3738	XP_006389780.1
OG0010891	jg3727	XP_006389792.1
OG0010892	jg3694	XP_006389825.1
OG0010893	jg3678	XP_006389837.1
OG0010894	jg3652	XP_006389867.1
OG0010895	jg3624	XP_006389896.1
OG0010896	jg3590	XP_006389929.1
OG0010897	jg14436	XP_006418888.1
OG0010898	jg3546	XP_006389967.1
OG0010900	jg3516	XP_006389987.1
OG0010901	jg3504	XP_006389999.1
OG0010902	jg3500	XP_006390006.1
OG0010903	jg3482	XP_006390024.1
OG0010904	jg3479	XP_006390028.1
OG0010905	jg3460, jg3457	XP_006390045.1
OG0010906	jg3443	XP_006390063.1
OG0010907	jg3429	XP_024010664.1
OG0010908	jg3412	XP_006390091.1
OG0010909	jg3410	XP_006390093.1
OG0010910	jg3392	XP_006390107.1
OG0010911	jg3375	XP_006405098.1, XP_006390126.1
OG0010913	jg26165	XP_024015004.1, XP_006406413.2
OG0010914	jg13960	XP_006411112.1
OG0010915	jg3288	XP_006390215.1
OG0010916	jg16889	XP_006404920.2
OG0010917	jg3261	XP_006390242.1
OG0010918	jg28591	XP_024008927.1
OG0010919	jg3227	XP_024012427.1
OG0010920	jg3188	XP_006390320.1
OG0010921	jg3168	XP_006390345.1
OG0010922	jg3165	XP_006390349.1
OG0010923	jg27880	XP_006409300.1
OG0010924	jg27881	XP_006409299.1
OG0010925	jg27897	XP_006409272.1
OG0010926	jg26067	XP_006406515.1
OG0010927	jg22256	XP_006401563.1
OG0010928	jg15908, jg14540	XP_006404370.1
OG0010929	jg14544	XP_006404365.1
OG0010930	jg33827	XP_006392548.1
OG0010931	jg33799	XP_006392566.1
OG0010932	jg33689	XP_006392654.1
OG0010933	jg33641	XP_006392716.1
OG0010934	jg32656	XP_006393696.1
OG0010935	jg33596	XP_006392761.1
OG0010936	jg33588	XP_006392772.1, XP_006392774.2
OG0010937	jg33559	XP_006392782.1
OG0010938	jg33555	XP_006392786.2
OG0010939	jg33522	XP_006392819.1
OG0010940	jg17335	XP_006408752.1
OG0010941	jg33518	XP_024006170.1
OG0010942	jg18745	XP_024003819.1
OG0010943	jg18752	XP_006410792.1
OG0010944	jg18753	XP_006410793.1
OG0010945	jg18774	XP_006410816.1
OG0010946	jg18783	XP_006410824.1
OG0010947	jg18801	XP_006410837.1
OG0010948	jg14267, jg14263	XP_006419075.1
OG0010949	jg14241	XP_006409185.2, XP_006419091.1
OG0010950	jg14160	XP_006404455.1
OG0010952	jg11844	XP_006419183.1
OG0010953	jg11967	XP_006395940.2
OG0010954	jg22008	XP_006401762.1
OG0010955	jg21669	XP_006402175.1
OG0010956	jg21646	XP_006402204.1
OG0010957	jg11864, jg11765	XP_024007145.1
OG0010958	jg11570	XP_006414953.1
OG0010959	jg11535	XP_006414933.1
OG0010961	jg11410	XP_006414843.1
OG0010962	jg11392	XP_006414824.1
OG0010963	jg27201	XP_006396102.1
OG0010964	jg11362	XP_006414765.1
OG0010965	jg11352	XP_006414746.1
OG0010966	jg11372	XP_006414792.1
OG0010967	jg11303	XP_024005089.1
OG0010968	jg11265	XP_006414640.2
OG0010969	jg12465	XP_006405668.1
OG0010970	jg11246	XP_006414620.1
OG0010971	jg13345	XP_024006784.1
OG0010972	jg11207	XP_006414557.1
OG0010973	jg11199	XP_006414552.1
