Orthogroup	Arabidopsis_arenosa	Noccaea_praecox
OG0010385	jg13665	Np001G0194900
OG0010386	jg14681	Np001G0492500
OG0010387	jg14870	Np001G0512400
OG0010388	jg15257	Np001G0560300
OG0010389	jg15725, jg15656	Np005G2645000
OG0010390	jg5226	Np003G1410100
OG0010391	jg6126	Np003G1511300
OG0010392	jg6874	Np001G0159000
OG0010395	jg9872	Np005G2800100
OG0010396	jg10057	Np005G2826200
OG0010399	jg10626	Np005G2897000
OG0010400	jg10893	Np005G2958800
OG0010402	jg11351	Np005G3058000
OG0010404	jg12291, jg12286, jg12295	Np005G3127700, Np005G3127600
OG0010405	jg12763	Np005G3193500
OG0010406	jg12790	Np005G3198400
OG0010407	jg21002	Np001G0420800
OG0010408	jg21169	Np001G0429500
OG0010409	jg21380	Np001G0177200
OG0010410	jg21457	Np001G0171200
OG0010411	jg21549	Np001G0166000
OG0010412	jg21566	Np001G0165100
OG0010413	jg21642	Np003G1745400
OG0010414	jg21817	Np003G1846000
OG0010415	jg21882	Np003G1670800
OG0010416	jg21946	Np003G1657000
OG0010417	jg22005	Np003G1646600
OG0010418	jg22620	Np003G1562600
OG0010419	jg23740	Np001G0007700
OG0010436	jg14514, jg4259	Np006G3221800
OG0010437	jg9362	Np005G2732300
OG0010438	jg9359	Np005G2732000
OG0010439	jg9355	Np005G2731500
OG0010440	jg9352	Np005G2731300
OG0010441	jg9345	Np005G2729300
OG0010442	jg9336	Np005G2728600
OG0010443	jg17190	Np006G3632300
OG0010444	jg10211	Np005G2842500
OG0010445	jg14447	Np001G0463800
OG0010446	jg14679	Np001G0492100
OG0010447	jg14671	Np001G0490500
OG0010448	jg14663	Np001G0487700
OG0010450	jg14599	Np001G0479300
OG0010451	jg14623	Np001G0481000
OG0010452	jg14629	Np001G0481900
OG0010453	jg14584	Np001G0476600
OG0010454	jg12905	Np001G0297900
OG0010455	jg12972	Np001G0267000
OG0010456	jg13037	Np001G0258600
OG0010457	jg13006	Np001G0263100
OG0010458	jg12987	Np001G0265600
OG0010459	jg12657	Np005G3176400
OG0010460	jg12645	Np005G3174100
OG0010461	jg5647	Np003G1455500
OG0010462	jg5621	Np003G1452200
OG0010463	jg5616	Np003G1451700
OG0010464	jg5596	Np003G1449800
OG0010465	jg5586	Np003G1448700
OG0010466	jg5582	Np003G1448300
OG0010467	jg5573	Np003G1447300
OG0010468	jg5567	Np003G1446400
OG0010469	jg5548	Np003G1444000
OG0010470	jg29040	Np004G2527600
OG0010471	jg5502	Np003G1438800
OG0010472	jg5498	Np003G1438100
OG0010473	jg5480, jg5479	Np003G1436200
OG0010475	jg5463	Np003G1434600
OG0010476	jg5441	Np003G1432300
OG0010477	jg5440	Np003G1431900
OG0010478	jg5431	Np003G1430700
OG0010479	jg18591	Np006G3416300
OG0010480	jg5370	Np003G1423800
OG0010481	jg5368	Np003G1423600
OG0010482	jg5335	Np003G1419700
OG0010483	jg5311	Np002G0777400
OG0010485	jg5296	Np003G1416600
OG0010486	jg5293	Np003G1416300
OG0010487	jg5286	Np003G1415700
OG0010488	jg11404	Np005G3066300
OG0010489	jg5254	Np003G1412500
OG0010490	jg5201	Np003G1407800
OG0010491	jg5191	Np003G1406700
OG0010492	jg5190	Np003G1406600
OG0010493	jg5189	Np003G1406500
OG0010494	jg5180	Np003G1405400
OG0010496	jg5165	Np003G1403400
OG0010497	jg5159	Np003G1402800
OG0010498	jg5134	Np003G1399300
OG0010499	jg5133	Np003G1399200
OG0010500	jg5111	Np003G1396800
OG0010501	jg5100	Np003G1395800
OG0010502	jg22143	Np003G1616400, Np007G3857100
OG0010503	jg5095	Np003G1395300
OG0010504	jg21189	Np002G0853100
OG0010505	jg5071	Np003G1391400
OG0010506	jg5066	Np003G1391000
OG0010507	jg5053	Np003G1389900
OG0010508	jg5049	Np003G1389600
OG0010509	jg5018	Np003G1385300
OG0010511	jg5003	Np003G1384100
OG0010512	jg4987	Np003G1382000
OG0010513	jg4983	Np003G1381400
OG0010514	jg4978	Np003G1380900
OG0010515	jg4945	Np003G1377300
OG0010516	jg4925	Np003G1373600
OG0010517	jg4921	Np003G1372900
OG0010518	jg4919	Np003G1372700
OG0010519	jg4873	Np003G1367800
OG0010521	jg4862	Np003G1366400
OG0010522	jg4834	Np003G1363600
OG0010523	jg4802	Np003G1360700
OG0010524	jg4787	Np003G1359800
OG0010525	jg4775	Np003G1358400
OG0010526	jg4764	Np003G1357200
OG0010527	jg4756	Np003G1355300, Np003G1356100
OG0010528	jg4752	Np003G1354900
OG0010530	jg26375	Np007G3820700
OG0010531	jg4702	Np003G1348800
OG0010532	jg4700	Np003G1348600
OG0010533	jg4694	Np003G1348100
OG0010535	jg4484, jg4689	Np003G1347100, Np005G2690400
OG0010537	jg4636	Np003G1341100
OG0010538	jg4621	Np003G1338100
OG0010539	jg4605	Np003G1335700
OG0010540	jg7878	Np003G1859000
OG0010541	jg7881	Np003G1858500
OG0010542	jg7898	Np003G1857600
OG0010543	jg7911	Np003G1856000
OG0010544	jg7912	Np003G1855900
OG0010545	jg7913	Np003G1855800
OG0010546	jg7915	Np003G1855400
OG0010547	jg7923	Np003G1854100
OG0010548	jg7927	Np003G1853700
OG0010549	jg9959	Np005G2812000
OG0010550	jg9966	Np005G2812500
OG0010552	jg9994	Np005G2816400
OG0010553	jg17542	Np006G3616500
OG0010554	jg17548	Np006G3615900
OG0010555	jg17568	Np006G3615300
OG0010557	jg17652	Np006G3607700
OG0010558	jg17688	Np006G3580500
OG0010559	jg17706	Np006G3582000, Np006G3582300, Np006G3581500
OG0010560	jg17715	Np006G3583700, Np005G3169400, Np005G3169300
OG0010561	jg17719	Np006G3584000, Np006G3584400, Np007G3949000
OG0010562	jg17728	Np006G3585300
OG0010563	jg17778	Np006G3589700
OG0010565	jg17799	Np006G3591700
OG0010566	jg17809	Np006G3593200
OG0010568	jg17869, jg17868	Np006G3600100
OG0010569	jg17914	Np006G3604100
OG0010570	jg17917	Np006G3604600
OG0010571	jg17973	Np008G4281700, Np006G3501700
OG0010572	jg18007, jg18004, jg18011	Np006G3512300
OG0010573	jg18065	Np006G3525800
OG0010574	jg18089	Np006G3475600, Np006G3532400
OG0010575	jg18117	Np006G3471200, Np006G3537000
OG0010576	jg16636	Np006G3693500
OG0010577	jg18145	Np006G3541100, Np006G3489000
OG0010578	jg18148	Np006G3541400, Np006G3488700
OG0010579	jg18155	Np006G3486900, Np006G3542900
OG0010580	jg18173	Np006G3481700, Np006G3547700
OG0010581	jg18174	Np006G3547900, Np006G3481400
OG0010582	jg18216	Np006G3552900, Np002G1154400
OG0010583	jg18236	Np006G3555100
OG0010584	jg18243	Np006G3555800
OG0010585	jg18257	Np006G3557400
OG0010586	jg18262	Np006G3558700
OG0010587	jg18281	Np006G3560800
OG0010588	jg17334	Np006G3626500
OG0010589	jg12182, jg18331	Np006G3570300
OG0010590	jg18330	Np006G3570100
OG0010591	jg18313	Np006G3567300
OG0010592	jg18310	Np006G3567000
OG0010593	jg18304	Np006G3566300
OG0010594	jg1055, jg18359	Np006G3573500
OG0010595	jg18370	Np006G3575100
OG0010596	jg18378	Np006G3575600
OG0010597	jg18382	Np006G3576400
OG0010599	jg20859	Np001G0412300
OG0010600	jg8326	Np005G2604900
OG0010601	jg2934, jg20851	Np001G0411000
OG0010602	jg20812	Np001G0406900
OG0010603	jg20776	Np006G3545600, Np001G0401800
OG0010604	jg7835	Np003G1850800
OG0010605	jg7837	Np003G1851000
OG0010606	jg7839	Np003G1851600
OG0010607	jg7846	Np003G1852100
OG0010608	jg7936	Np003G1852800
OG0010609	jg32838	Np004G2002200
OG0010610	jg32814	Np004G2003300
OG0010611	jg32813	Np004G2003500
OG0010612	jg32761	Np004G2009000
OG0010614	jg32703	Np004G2018800
OG0010615	jg31293	Np004G2105300
OG0010616	jg31328	Np004G2109000
OG0010617	jg31347	Np004G2111000, Np002G0963900
OG0010618	jg31366	Np004G2113500
OG0010619	jg31374	Np004G2114400
OG0010620	jg31383	Np004G2115300
OG0010621	jg31413	Np004G2118000
OG0010622	jg31496, jg31495	Np004G2127500
OG0010623	jg31501	Np004G2128700
OG0010624	jg31527	Np004G2130900
OG0010625	jg31537	Np004G2131600
OG0010626	jg31544	Np004G2132500
OG0010627	jg31552	Np004G2133400
OG0010628	jg31556	Np004G2134000
OG0010629	jg31557	Np004G2134100
OG0010630	jg31570	Np004G2135400
OG0010631	jg31583	Np004G2137500
OG0010632	jg31602	Np004G2138900
OG0010633	jg31603	Np004G2139000
OG0010634	jg12843	Np005G3201700
OG0010636	jg31659	Np004G2147200
OG0010637	jg31684	Np004G2149300
OG0010638	jg31687	Np004G2149700
OG0010639	jg31719	Np004G2153000
OG0010640	jg31730	Np004G2154200
OG0010641	jg31783	Np004G2161500, Np004G2162800
OG0010642	jg31804	Np004G2166800, Np004G2167900
OG0010643	jg31806	Np004G2168200
OG0010644	jg31818	Np004G2173100
OG0010645	jg31820	Np004G2173500
OG0010646	jg31831	Np004G2175200
OG0010648	jg31860	Np004G2197500
OG0010649	jg31884	Np004G2051200
OG0010650	jg31899	Np004G2052900
OG0010651	jg31911	Np002G0916700
OG0010652	jg31914	Np004G2055400
OG0010653	jg31919	Np004G2055600
OG0010654	jg19827	Np001G0253000
OG0010655	jg13078	Np001G0251500
OG0010656	jg13080	Np001G0251300
OG0010657	jg19592	Np006G3280300
OG0010658	jg13105	Np001G0249300
OG0010659	jg13111	Np001G0248900
OG0010660	jg13150	Np001G0245700
OG0010661	jg23716	Np001G0011000, Np002G0798800
OG0010662	jg23708	Np001G0013100
OG0010663	jg23703	Np001G0014200
OG0010664	jg23694	Np001G0015100
OG0010665	jg23689	Np001G0015500
OG0010666	jg23668	Np001G0017600, Np006G3678600
OG0010667	jg23662	Np001G0018300
OG0010668	jg23661	Np001G0018400
OG0010669	jg23658	Np001G0018900
OG0010670	jg23641	Np001G0021000
OG0010671	jg23638	Np001G0021600
OG0010672	jg6395, jg23629	Np001G0022900
OG0010673	jg7248	Np003G1768400, Np003G1769200
OG0010674	jg23605	Np001G0025300
OG0010675	jg29287, jg23597	Np001G0026300
OG0010676	jg23595	Np001G0027600, Np001G0026500, Np001G0026800
OG0010677	jg23580	Np001G0028000
OG0010678	jg2658, jg2660, jg32112	Np004G2307800, Np004G2308100, Np002G0803500
OG0010679	jg23561	Np001G0029800
OG0010680	jg23532	Np001G0033600
OG0010681	jg23511	Np001G0036600
OG0010682	jg23484	Np001G0040300
OG0010683	jg23479	Np001G0041000
OG0010684	jg23467	Np001G0042400
OG0010685	jg23438	Np001G0045600
OG0010686	jg23420	Np001G0046900
OG0010688	jg23408	Np001G0048400
OG0010689	jg23394	Np001G0051000
OG0010690	jg23387	Np001G0051700
OG0010691	jg23372	Np001G0052800
OG0010692	jg23363, jg23463, jg23368	Np001G0053300
OG0010693	jg23358, jg23365, jg23361	Np001G0053400
OG0010694	jg23354	Np001G0054000
OG0010695	jg23317	Np001G0059200
OG0010696	jg23310	Np001G0060500
OG0010697	jg12859	Np005G3202500
OG0010698	jg23225	Np001G0070100
OG0010699	jg23213	Np001G0083500, Np001G0084000, Np001G0071600
OG0010700	jg23205	Np001G0072400
OG0010701	jg23177	Np001G0075900
OG0010702	jg23165	Np001G0077700
OG0010703	jg23124	Np001G0087400
OG0010704	jg23111	Np001G0088700
OG0010705	jg23082	Np001G0092900
OG0010706	jg23022	Np001G0099400
OG0010707	jg6165	Np001G0102600
OG0010708	jg6168, jg6169	Np001G0103100
OG0010709	jg6170	Np001G0103200
OG0010710	jg22095, jg22096	Np001G0062000, Np001G0081600, Np001G0061800
OG0010711	jg6189	Np001G0105200
OG0010712	jg6206	Np001G0107200
OG0010713	jg4307	Np003G1305300
OG0010714	jg6238	Np001G0110100
OG0010715	jg6251	Np001G0111800
OG0010716	jg6252	Np001G0111900
OG0010718	jg6265	Np001G0112900, Np001G0113000
OG0010719	jg6270	Np001G0113800
OG0010720	jg6309	Np001G0117900
OG0010721	jg6310	Np001G0118000
OG0010722	jg6318	Np001G0118600
OG0010723	jg6323	Np001G0118800
OG0010724	jg6337	Np001G0119900
OG0010725	jg6360	Np001G0121800
OG0010726	jg6438	Np001G0131400
OG0010727	jg6444	Np001G0131900
OG0010728	jg6445	Np001G0132200
OG0010729	jg26944	Np007G3886100
OG0010730	jg6474	Np001G0135100
OG0010731	jg6476	Np001G0135200
OG0010732	jg5811	Np003G1475200
OG0010733	jg5796	Np003G1473300
OG0010734	jg5825	Np003G1477200
OG0010735	jg5844	Np003G1479100
OG0010736	jg5852	Np003G1480300
OG0010737	jg5869	Np003G1482900
OG0010738	jg5870	Np003G1483000
OG0010739	jg5871	Np003G1483100
OG0010740	jg5875	Np003G1483500
OG0010741	jg5882	Np003G1484200
OG0010742	jg5897	Np003G1486000
OG0010743	jg5925	Np003G1488700
OG0010744	jg5934	Np003G1489900
OG0010745	jg5938	Np003G1490500
OG0010746	jg5958	Np003G1492800
OG0010747	jg5975	Np003G1495200
OG0010748	jg5983	Np003G1497700
OG0010749	jg5987	Np003G1498100
OG0010750	jg5988	Np003G1498300
OG0010751	jg5993	Np003G1498800
OG0010752	jg6002	Np003G1499600
OG0010754	jg6040	Np003G1503700
OG0010755	jg6053	Np003G1505200
OG0010756	jg6061	Np003G1505800
OG0010757	jg6062	Np003G1506200
OG0010758	jg6065	Np003G1506400
OG0010759	jg6074	Np003G1506900
OG0010760	jg6112	Np003G1509400
OG0010761	jg23017	Np003G1514100
OG0010762	jg22988	Np003G1517700
OG0010763	jg22985	Np003G1518400
OG0010764	jg22980	Np003G1519000
OG0010765	jg19303	Np006G3316600
OG0010766	jg22896	Np003G1528000
OG0010767	jg22889	Np003G1528500
OG0010768	jg22881	Np003G1530200
OG0010769	jg22880	Np003G1528400, Np003G1530300
OG0010770	jg22876	Np003G1530700
OG0010771	jg22875	Np003G1530800
OG0010772	jg22837	Np003G1535500
OG0010773	jg22828	Np003G1536800
OG0010774	jg22820	Np006G3510300, Np003G1537400
OG0010775	jg22797	Np003G1539800
OG0010776	jg22789	Np003G1540800
OG0010777	jg22788	Np003G1541100
OG0010778	jg22745	Np003G1546300
OG0010779	jg22733	Np003G1547400
OG0010780	jg22732	Np003G1547500
OG0010781	jg22731	Np003G1547600
OG0010782	jg22725	Np003G1548300
OG0010783	jg22715	Np003G1549500
OG0010784	jg22704	Np003G1550600
OG0010785	jg22707	Np003G1550300
OG0010786	jg22706	Np003G1550400
OG0010788	jg22692	Np003G1551800
OG0010790	jg22681	Np003G1553300
OG0010791	jg22679	Np003G1553600
OG0010792	jg22674	Np003G1554500
OG0010793	jg22647	Np003G1559600
OG0010794	jg22619	Np003G1563100
OG0010795	jg22581	Np003G1567900
OG0010796	jg22559	Np003G1571600
OG0010797	jg22557	Np003G1571900
OG0010798	jg22544	Np003G1573600
OG0010799	jg22526	Np003G1576100
OG0010800	jg22466	Np003G1582600
OG0010801	jg22461	Np003G1583100
OG0010802	jg22453, jg22451	Np003G1584200
OG0010803	jg22408	Np003G1592700
OG0010804	jg22406	Np003G1592900
OG0010805	jg22396	Np003G1594000
OG0010806	jg2878	Np002G0824800
OG0010807	jg14955	Np001G0524300
OG0010808	jg22368	Np003G1600400
OG0010809	jg22341	Np003G1604600
OG0010812	jg22317	Np003G1609300
OG0010814	jg14723	Np001G0497700
OG0010815	jg14706	Np001G0494900
OG0010816	jg22164	Np003G1620200
OG0010817	jg22193	Np003G1622700
OG0010818	jg22204	Np003G1623900
OG0010819	jg22233	Np003G1627000
OG0010820	jg7989	Np003G1868700
OG0010821	jg6967	Np003G1751500
OG0010822	jg7970	Np003G1866200
OG0010823	jg4023, jg7962	Np003G1864900
OG0010824	jg7960	Np003G1864600
OG0010825	jg7943	Np003G1862400
OG0010826	jg7939	Np003G1862200
OG0010827	jg7850	Np003G1861900
OG0010828	jg4564	Np003G1331700
OG0010829	jg4545	Np003G1329400
OG0010830	jg31191	Np004G2093800
OG0010831	jg4528	Np003G1327300
OG0010833	jg4523	Np003G1326900
OG0010834	jg4516	Np003G1326300
OG0010835	jg4504	Np003G1325400, Np003G1309600
OG0010836	jg4438, jg4453	Np003G1322600, Np003G1322000
OG0010837	jg24399, jg4388	Np003G1316000
OG0010838	jg4385	Np003G1315700
OG0010839	jg4375	Np003G1314500
OG0010840	jg4373, jg4374	Np003G1314100
OG0010841	jg4314	Np003G1305800
OG0010842	jg4306	Np003G1305200
OG0010843	jg4305	Np003G1305100
OG0010844	jg4294	Np003G1304100
OG0010846	jg4262	Np003G1298800
OG0010847	jg4251	Np003G1297500
OG0010848	jg4245	Np003G1297100
OG0010849	jg4228	Np003G1294500
OG0010850	jg16880	Np006G3663500
OG0010851	jg4199	Np003G1290900
OG0010852	jg31064, jg31072	Np004G2269500
OG0010853	jg4184	Np003G1289200
OG0010854	jg4134	Np003G1284000
OG0010855	jg4120	Np003G1282400
OG0010856	jg4117	Np003G1282000
OG0010857	jg4107	Np003G1280700, Np007G4126400
OG0010858	jg4080	Np003G1276500, Np003G1278600
OG0010859	jg4057	Np003G1274400
OG0010860	jg4056	Np003G1274200
OG0010861	jg4043	Np003G1272500
OG0010862	jg4010	Np003G1269800
OG0010863	jg4002	Np003G1269100
OG0010864	jg3994	Np003G1268200
OG0010865	jg3990	Np003G1267800
OG0010866	jg3956, jg3958	Np003G1264400
OG0010868	jg3945	Np003G1262600
OG0010869	jg3931	Np003G1261200
OG0010870	jg20918, jg3920	Np003G1258500
OG0010871	jg3913, jg4192	Np003G1258300
OG0010872	jg3900	Np003G1257200
OG0010873	jg3895	Np003G1256600
OG0010874	jg3853	Np003G1252800
OG0010875	jg3830	Np007G3768200
OG0010876	jg3818	Np003G1249900
OG0010877	jg3810	Np003G1249100
OG0010878	jg12671	Np005G3179500
OG0010879	jg12675	Np005G3180300
OG0010880	jg12715	Np005G3185900
OG0010881	jg12738	Np005G3189800
OG0010882	jg12760	Np005G3193200
OG0010883	jg12768	Np005G3194300
OG0010884	jg12782	Np005G3196600
OG0010885	jg33805	Np002G1039500, Np002G1039600, Np002G1039100
OG0010887	jg3787	Np002G0701800
OG0010888	jg3794	Np002G0701000
OG0010889	jg3797	Np002G0700700
OG0010890	jg3738	Np002G0707500
OG0010891	jg3727	Np002G0708400
OG0010892	jg3694	Np002G0712100
OG0010893	jg3678	Np002G0714000
OG0010894	jg3652	Np002G0717600
OG0010895	jg3624	Np002G0722800
OG0010896	jg3590	Np002G0726800
OG0010897	jg14436	Np001G0462300
OG0010898	jg3546	Np002G0731700
OG0010900	jg3516	Np002G0734600
OG0010901	jg3504	Np002G0735600
OG0010902	jg3500	Np002G0736200, Np002G0736600
OG0010903	jg3482	Np002G0738400
OG0010904	jg3479	Np002G0739100
OG0010905	jg3460, jg3457	Np002G0743200
OG0010906	jg3443	Np002G0745300
OG0010907	jg3429	Np002G0747300
OG0010908	jg3412	Np002G0749800
OG0010909	jg3410	Np002G0750000
OG0010910	jg3392	Np002G0751900
OG0010911	jg3375	Np002G0754300
OG0010914	jg13960	Np001G0431900
OG0010915	jg3288	Np001G0485600, Np003G1598200, Np002G0767000
OG0010916	jg16889	Np006G3662900
OG0010917	jg3261	Np001G0186700
OG0010918	jg28591	Np004G2576400
OG0010919	jg3227	Np002G0776400
OG0010920	jg3188	Np002G0781200
OG0010921	jg3168	Np002G0783500
OG0010922	jg3165	Np002G0784100
OG0010923	jg27880	Np007G3758200
OG0010924	jg27881	Np007G3758100
OG0010925	jg27897	Np007G3756500
OG0010926	jg26067	Np007G3960500
OG0010927	jg22256	Np003G1631000
OG0010928	jg15908, jg14540	Np001G0472400
OG0010929	jg14544	Np001G0473200
OG0010930	jg33827	Np004G1900400
OG0010931	jg33799	Np004G1902400
OG0010932	jg33689	Np004G1912600
OG0010933	jg33641	Np004G1919800
OG0010934	jg32656	Np004G2022500
OG0010935	jg33596	Np004G1925200
OG0010936	jg33588	Np004G1926500
OG0010937	jg33559	Np004G1928400
OG0010938	jg33555	Np004G1928800
OG0010939	jg33522	Np004G1933800
OG0010940	jg17335	Np006G3626400
OG0010941	jg33518	Np004G1934600
OG0010942	jg18745	Np006G3395700
OG0010943	jg18752	Np006G3395000
OG0010944	jg18753	Np006G3394900
OG0010945	jg18774	Np006G3391900
OG0010946	jg18783	Np006G3391100
OG0010947	jg18801	Np006G3387400
OG0010948	jg14267, jg14263	Np001G0447400
OG0010949	jg14241	Np001G0446000
OG0010950	jg14160	Np001G0441400
OG0010952	jg11844	Np005G3094400
OG0010953	jg11967	Np005G3104400
OG0010954	jg22008	Np003G1646700
OG0010955	jg21669	Np003G1737400
OG0010956	jg21646	Np003G1743800
OG0010957	jg11864, jg11765	Np005G3095500
OG0010958	jg11570	Np005G3083600
OG0010959	jg11535	Np005G3086700
OG0010961	jg11410	Np005G3066600
OG0010962	jg11392	Np005G3064000
OG0010963	jg27201	Np002G1086000, Np007G3898600
OG0010964	jg11362	Np005G3059500
OG0010965	jg11352	Np005G3058100
OG0010966	jg11372	Np005G3061300
OG0010967	jg11303	Np005G3048400
OG0010968	jg11265	Np005G3042000
OG0010969	jg12465	Np005G3146700
OG0010970	jg11246	Np005G3038700
OG0010971	jg13345	Np001G0223400
OG0010972	jg11207	Np005G3034700
OG0010973	jg11199	Np005G3034000
OG0010974	jg11170	Np005G3029700
OG0010975	jg11142	Np005G3024900, Np001G0337100
OG0010976	jg30736, jg17605	Np004G2333200
OG0010977	jg21640	Np003G1745800
OG0010978	jg11096	Np005G3017200
OG0010979	jg11089	Np005G3016200
OG0010980	jg11101	Np005G3019000
OG0010981	jg2937	Np002G0816800
OG0010982	jg2956	Np002G0814400
OG0010983	jg2957	Np002G0814300
OG0010984	jg2978	Np002G0812100
OG0010985	jg2982	Np002G0811200
OG0010986	jg2995	Np002G0810100
OG0010987	jg2998	Np002G0809600
OG0010988	jg3008	Np002G0808100
OG0010989	jg18722	Np006G3398800
OG0010990	jg3022	Np002G0802400
OG0010991	jg3025	Np002G0802100
OG0010992	jg3028	Np002G0801800
OG0010994	jg3042	Np002G0807500
OG0010995	jg3066	Np002G0796200
OG0010996	jg3078	Np002G0794900
OG0010997	jg3091	Np002G0793200
OG0010998	jg3098	Np002G0792200
OG0010999	jg3099	Np002G0792100
OG0011001	jg3136	Np002G0788100
OG0011002	jg3137	Np002G0788200
OG0011003	jg3138	Np002G0787600
OG0011004	jg2429	Np002G0888800
OG0011005	jg2438	Np002G0887800
OG0011006	jg2483	Np002G0876500
OG0011007	jg2487	Np002G0876000
OG0011008	jg2495	Np002G0875300
OG0011009	jg2501	Np002G0874000
OG0011010	jg11766, jg11863	Np005G3095400
OG0011011	jg9559	Np005G2760300
OG0011012	jg9546	Np005G2758700
OG0011013	jg9545	Np005G2758500
OG0011014	jg9534	Np005G2757100
OG0011015	jg9526	Np005G2755700
OG0011017	jg27011	Np007G3889800
OG0011019	jg500	Np002G1228900
OG0011020	jg496	Np002G1229300
OG0011022	jg470	Np002G1233900
OG0011023	jg468	Np002G1234200
OG0011024	jg466	Np002G1234700
OG0011025	jg12573	Np005G3163600, Np005G3163900
OG0011026	jg26977	Np005G3165800
OG0011027	jg26987	Np005G3167000
OG0011028	jg12615	Np006G3415800
OG0011029	jg12619	Np005G3167300
OG0011030	jg12622	Np005G3167900
OG0011031	jg12624	Np005G3168100
OG0011032	jg11154	Np005G3168400
OG0011033	jg13756	Np001G0188900
OG0011035	jg13614	Np001G0198700
OG0011036	jg14097	Np001G0437200
OG0011037	jg13538	Np001G0203900
OG0011038	jg13464	Np001G0209700
OG0011039	jg13428, jg13437, jg13444	Np001G0211600
OG0011040	jg13402	Np001G0216700
OG0011041	jg13367	Np001G0220600
OG0011042	jg13354	Np001G0223000, Np001G0223500
OG0011043	jg13340	Np001G0225000
OG0011044	jg13328	Np001G0225900
OG0011045	jg13292	Np001G0230100
OG0011046	jg13262	Np001G0232800
OG0011047	jg13252	Np001G0233500
OG0011048	jg13244, jg13247	Np001G0234100
OG0011049	jg13232	Np001G0235500
OG0011050	jg13231	Np001G0235600
OG0011051	jg2565	Np002G0864600
OG0011052	jg2562	Np002G0864800
OG0011053	jg31403	Np002G0865800
OG0011054	jg2548	Np002G0867500
OG0011055	jg2540	Np002G0868500
OG0011056	jg2528	Np002G0870300
OG0011057	jg2516	Np002G0871900
OG0011058	jg2513	Np002G0872500
OG0011060	jg20455	Np001G0359800
OG0011061	jg7120	Np003G1758600
OG0011062	jg20465	Np001G0365800
OG0011063	jg7048	Np003G1753700
OG0011064	jg20476	Np001G0364200
OG0011065	jg20486	Np007G3791600
OG0011066	jg20498	Np001G0362000
OG0011067	jg20515	Np001G0369200
OG0011068	jg20526	Np001G0370300
OG0011069	jg20771, jg20532	Np001G0371100
OG0011071	jg20552	Np001G0373200
OG0011072	jg20553	Np001G0373300
OG0011073	jg20554	Np001G0373500
OG0011074	jg1911	Np002G0985100
OG0011075	jg33071	Np004G1981500
OG0011076	jg16016	Np001G0649200
OG0011077	jg33096	Np004G1977700
OG0011078	jg33107	Np004G1976800
OG0011079	jg33115	Np004G1972900
OG0011080	jg33124	Np004G1971800
OG0011081	jg33135	Np004G1970800
OG0011082	jg33184	Np004G1966600
OG0011083	jg33188	Np004G1966300
OG0011084	jg33202	Np004G1964300
OG0011085	jg33203	Np004G1964200
OG0011086	jg33208	Np004G1963900
OG0011087	jg33210	Np004G1963700, Np004G1998100
OG0011088	jg33228	Np004G1962300
OG0011089	jg33232	Np004G1962000
OG0011090	jg33256	Np004G2555900, Np004G1959600
OG0011091	jg33260	Np004G1959200
OG0011092	jg33272	Np004G1957600
OG0011093	jg33282	Np004G1956900
OG0011094	jg33317	Np002G0950500, Np004G1947000, Np004G1954700
OG0011095	jg33323	Np004G1953900
OG0011096	jg33333	Np004G1952400
OG0011097	jg33362	Np004G1950700
OG0011098	jg33371	Np004G1949700
OG0011099	jg33425	Np004G1944800
OG0011100	jg33433	Np004G1944300
OG0011101	jg33434	Np004G1944100
OG0011102	jg21024	Np001G0422900
OG0011103	jg21023	Np001G0422800
OG0011104	jg21018	Np001G0422300
OG0011105	jg13582, jg18451	Np009G4325400, Np006G3448400
OG0011106	jg18453, jg17402	Np006G3440600
OG0011107	jg18454	Np006G3440500
OG0011108	jg18478	Np006G3435900
OG0011109	jg18480	Np006G3435000
OG0011110	jg18495	Np006G3432500
OG0011111	jg18494	Np006G3432800
OG0011112	jg18498	Np006G3431600
OG0011113	jg18528	Np006G3425900
OG0011114	jg18555	Np006G3419500
OG0011115	jg18556	Np006G3419400
OG0011116	jg18561	Np001G0612100, Np006G3418800
OG0011117	jg18565	Np006G3418100
OG0011118	jg18587	Np006G3416600
OG0011119	jg18588	Np006G3416500
OG0011121	jg18650	Np006G3407300
OG0011122	jg18653	Np006G3407100
OG0011123	jg12979	Np001G0266400
OG0011124	jg10634	Np005G2898100
OG0011126	jg28291	Np007G3717700
OG0011127	jg10694	Np005G2906000
OG0011128	jg1543	Np002G1034800
OG0011129	jg10717	Np005G2911200
OG0011130	jg10734	Np005G2914000
OG0011131	jg10740	Np005G2915000
OG0011132	jg10747	Np005G2916200
OG0011134	jg10752	Np005G2917400
OG0011135	jg10766	Np005G2919800
OG0011136	jg10817	Np001G0581600, Np006G3573800, Np006G3245000
OG0011137	jg10835	Np005G2934800
OG0011138	jg18189	Np005G2958900
OG0011139	jg10869	Np005G2946000
OG0011140	jg10875	Np005G2949000
OG0011141	jg10890	Np005G2957800
OG0011142	jg10898	Np005G2959600
OG0011143	jg14991	Np001G0528100
OG0011145	jg14966	Np001G0525200
OG0011146	jg14954	Np001G0524100
OG0011147	jg2382	Np002G0897500
OG0011148	jg2862	Np003G1786400
OG0011149	jg14931	Np001G0521100
OG0011150	jg14930	Np001G0521000
OG0011151	jg24222	Np007G4216200
