Orthogroup	Arabidopsis_arenosa	Cardamine_glauca
OG0008964	jg5855	Cg008G2764500
OG0008965	jg5877	Cg008G2766400
OG0008966	jg5881	Cg008G2766800
OG0008967	jg5885	Cg008G2767200
OG0008968	jg5890	Cg008G2767600
OG0008969	jg5912	Cg008G2769600
OG0008970	jg5935	Cg008G2771500
OG0008971	jg5948	Cg008G2772800
OG0008972	jg5951	Cg008G2773000
OG0008973	jg5961	Cg008G2774000
OG0008974	jg5965	Cg008G2774300
OG0008975	jg5970	Cg008G2774800
OG0008976	jg5972	Cg008G2775000
OG0008977	jg5990	Cg008G2776900
OG0008978	jg6004	Cg008G2778000
OG0008979	jg6024	Cg008G2779500
OG0008980	jg6043	Cg008G2781400
OG0008981	jg6050	Cg008G2781800
OG0008982	jg6085	Cg008G2783700
OG0008983	jg22175	Cg003G0925500
OG0008984	jg6118	Cg008G2785600
OG0008985	jg6135	Cg008G2787100
OG0008986	jg23010	Cg003G0997400
OG0008988	jg22966	Cg003G0993400
OG0008989	jg22937	Cg003G0990400
OG0008990	jg22934	Cg003G0990100
OG0008991	jg22916	Cg003G0988500
OG0008992	jg22924	Cg003G0989300
OG0008993	jg22912	Cg003G0988100
OG0008994	jg22844	Cg003G0981800
OG0008995	jg22840	Cg003G0981400
OG0008996	jg22827	Cg003G0980200
OG0008997	jg22821	Cg003G0979800
OG0008998	jg22818	Cg003G0979500
OG0008999	jg22779	Cg003G0976500
OG0009002	jg22721	Cg003G0971600
OG0009003	jg30642	Cg006G2056700, Cg005G1696900
OG0009004	jg22708	Cg003G0970500
OG0009005	jg3531	Cg007G2556100
OG0009006	jg22690	Cg003G0968600
OG0009007	jg22665	Cg003G0966300
OG0009008	jg22654	Cg003G0965500
OG0009009	jg22637	Cg003G0963900
OG0009010	jg22629	Cg003G0963100
OG0009011	jg22627, jg22625	Cg003G0962900
OG0009012	jg22618	Cg003G0962100
OG0009013	jg22615	Cg003G0961800
OG0009014	jg22614	Cg003G0961700
OG0009015	jg22586	Cg003G0959100
OG0009016	jg22585	Cg003G0959000
OG0009017	jg22573	Cg003G0957700
OG0009018	jg22569	Cg003G0957300
OG0009019	jg22562	Cg003G0956800
OG0009020	jg22558	Cg003G0956400
OG0009021	jg22540	Cg003G0954900
OG0009022	jg22535	Cg003G0954700
OG0009023	jg22493	Cg003G0952100
OG0009024	jg22490	Cg003G0951900
OG0009025	jg22471	Cg003G0950600
OG0009026	jg22480	Cg003G0951400
OG0009027	jg22439	Cg003G0948200
OG0009028	jg22438	Cg003G0948000
OG0009029	jg22425	Cg003G0947200
OG0009030	jg22398	Cg003G0945100
OG0009031	jg22397	Cg003G0945000
OG0009032	jg22388	Cg003G0943800
OG0009033	jg22387	Cg003G0943700
OG0009034	jg22348	Cg003G0940700
OG0009035	jg22339	Cg003G0940000
OG0009036	jg22338	Cg003G0939700
OG0009037	jg22330	Cg003G0939100
OG0009038	jg22323	Cg003G0938400
OG0009039	jg14806	Cg002G0532700
OG0009040	jg14767	Cg002G0535200
OG0009041	jg14765	Cg002G0535500
OG0009042	jg14742	Cg002G0536700
OG0009043	jg14735, jg14738	Cg002G0537400
OG0009044	jg14714	Cg002G0538800
OG0009045	jg14702	Cg002G0540000, Cg002G0540200
OG0009046	jg22208	Cg003G0927500
OG0009047	jg22220	Cg003G0931300
OG0009048	jg7983	Cg003G0720900, Cg014G3034600
OG0009049	jg7860	Cg003G0726500, Cg003G0871400
OG0009050	jg17175	Cg005G1722300, Cg005G1711100
OG0009051	jg4582	Cg008G2646000
OG0009052	jg11960	Cg001G0313400
OG0009053	jg370	Cg007G2258200
OG0009054	jg4506	Cg008G2640600
OG0009055	jg4442	Cg008G2638800
OG0009056	jg4423	Cg008G2636700
OG0009057	jg4417	Cg008G2636400
OG0009058	jg4396	Cg008G2635200
OG0009059	jg4386	Cg008G2634600
OG0009060	jg5693	Cg008G2749000
OG0009061	jg5692	Cg008G2748900
OG0009062	jg31198	Cg006G2007200
OG0009063	jg4367	Cg008G2632700
OG0009064	jg31214	Cg006G2006000
OG0009065	jg4356	Cg008G2632000
OG0009066	jg4355	Cg008G2631900
OG0009068	jg4327	Cg008G2628600
OG0009069	jg4316	Cg008G2627600
OG0009070	jg4363, jg4240, jg4301, jg4392	Cg008G2626600
OG0009071	jg4295	Cg008G2626200
OG0009072	jg4284	Cg008G2625200
OG0009073	jg4275	Cg008G2624300
OG0009074	jg4274	Cg008G2624200
OG0009075	jg19595	Cg005G1502600
OG0009076	jg4257	Cg008G2623000
OG0009077	jg4250	Cg008G2622300
OG0009078	jg4249	Cg008G2622200
OG0009079	jg4230	Cg008G2620300
OG0009080	jg4196	Cg008G2616100, Cg008G2616600, Cg008G2615800
OG0009081	jg4181	Cg008G2614900
OG0009082	jg4173	Cg008G2614100
OG0009083	jg4167	Cg008G2613400
OG0009084	jg8205	Cg014G3054000, Cg003G0701900
OG0009085	jg4147	Cg008G2611800
OG0009086	jg4141	Cg008G2611100
OG0009087	jg4132	Cg008G2610300
OG0009088	jg4125	Cg008G2609600
OG0009089	jg4119	Cg008G2608900
OG0009090	jg4116	Cg008G2608600
OG0009091	jg21746	Cg003G0888800
OG0009092	jg4111	Cg008G2608000
OG0009093	jg4096	Cg008G2606600
OG0009094	jg4095	Cg008G2606500
OG0009095	jg4063	Cg008G2604400
OG0009096	jg4052	Cg008G2603600
OG0009097	jg4047	Cg008G2602700
OG0009098	jg4021	Cg008G2600500
OG0009099	jg32556	Cg006G1884700
OG0009100	jg3988	Cg008G2597000
OG0009101	jg3973	Cg008G2595600
OG0009102	jg3955	Cg008G2594500
OG0009103	jg3944	Cg008G2593700
OG0009104	jg3932	Cg008G2592700
OG0009105	jg3856	Cg008G2587100
OG0009106	jg3851	Cg008G2586600
OG0009107	jg3845	Cg008G2586000
OG0009108	jg21395, jg3839	Cg008G2585400
OG0009109	jg22241, jg3835	Cg001G0177100
OG0009110	jg3836	Cg008G2585100
OG0009111	jg3807	Cg008G2583200
OG0009112	jg12676	Cg001G0378400
OG0009113	jg11561, jg12704	Cg001G0380700
OG0009114	jg12705	Cg001G0380900
OG0009115	jg13406	Cg002G0656400
OG0009116	jg12725	Cg001G0383000
OG0009117	jg12728	Cg001G0383300
OG0009118	jg12730	Cg001G0383500
OG0009119	jg24750	Cg004G1143600
OG0009120	jg12845	Cg001G0393100
OG0009121	jg3772	Cg007G2579900
OG0009122	jg3776	Cg007G2580300
OG0009123	jg3779	Cg007G2580700
OG0009124	jg3785	Cg007G2581400
OG0009125	jg3766	Cg007G2579300
OG0009126	jg3759	Cg007G2578600
OG0009127	jg3757	Cg007G2578400
OG0009128	jg3755	Cg007G2578000
OG0009129	jg3750	Cg007G2577500
OG0009130	jg3746	Cg007G2577100
OG0009131	jg3734	Cg007G2576200
OG0009132	jg3713	Cg007G2572000
OG0009133	jg3706	Cg007G2572700
OG0009134	jg3700	Cg007G2573100
OG0009135	jg3699	Cg007G2573200
OG0009136	jg3683	Cg007G2570500
OG0009137	jg3675	Cg007G2569700
OG0009138	jg3665	Cg007G2568700
OG0009139	jg3663	Cg007G2568500
OG0009140	jg3660	Cg007G2568200
OG0009141	jg3636	Cg007G2565900
OG0009142	jg3596	Cg007G2562500, Cg007G2562400
OG0009143	jg3581	Cg007G2560600
OG0009144	jg3559	Cg007G2558800
OG0009145	jg3553	Cg007G2558300
OG0009146	jg3538	Cg007G2556800
OG0009147	jg3519	Cg007G2555500
OG0009148	jg3515	Cg007G2555200
OG0009149	jg3513	Cg007G2555000
OG0009150	jg3484	Cg007G2551500
OG0009151	jg3478	Cg007G2551100
OG0009152	jg3455	Cg007G2549200
OG0009153	jg14081	Cg002G0495100
OG0009154	jg3446	Cg007G2548400
OG0009155	jg3439	Cg007G2547700
OG0009156	jg3409	Cg007G2544900
OG0009157	jg3408	Cg007G2544800
OG0009158	jg3396	Cg007G2543900
OG0009159	jg3388	Cg007G2543300
OG0009160	jg3378	Cg007G2542300
OG0009161	jg3366	Cg007G2541300
OG0009162	jg3357	Cg007G2540500
OG0009163	jg3312	Cg007G2536300
OG0009164	jg3306	Cg007G2535900
OG0009165	jg3291	Cg007G2534600
OG0009166	jg3273	Cg007G2532700
OG0009168	jg25398	Cg004G1200100
OG0009169	jg3255	Cg007G2531100
OG0009171	jg3226	Cg007G2527700
OG0009172	jg27358	Cg004G1358200
OG0009173	jg3190	Cg007G2524400
OG0009174	jg3178	Cg007G2523400
OG0009175	jg3173	Cg007G2522800
OG0009176	jg27890	Cg004G1411900
OG0009177	jg27893	Cg004G1412000
OG0009179	jg27925	Cg004G1414800
OG0009180	jg14850	Cg002G0528900
OG0009181	jg22284	Cg003G0934200
OG0009182	jg22283	Cg003G0934100
OG0009183	jg22280	Cg003G0933800
OG0009184	jg33820	Cg006G1780200
OG0009185	jg33782	Cg006G1782700
OG0009186	jg33773	Cg006G1783400
OG0009187	jg33765	Cg006G1784200
OG0009188	jg33742	Cg006G1785600
OG0009189	jg33692	Cg006G1788500
OG0009190	jg33686	Cg006G1789200
OG0009191	jg33635	Cg006G1794400, Cg006G1794100
OG0009192	jg33604	Cg006G1797100
OG0009193	jg33601	Cg006G1797300
OG0009194	jg33599	Cg006G1797500
OG0009195	jg33581, jg33578, jg33579	Cg006G1798800, Cg006G1798600
OG0009196	jg33558	Cg006G1800600
OG0009197	jg33556	Cg006G1800800
OG0009198	jg33554	Cg006G1801000
OG0009199	jg2411	Cg007G2453400, Cg007G2453600, Cg007G2453300
OG0009200	jg33523	Cg006G1803300
OG0009201	jg18733	Cg005G1573300
OG0009202	jg18737	Cg005G1572900
OG0009203	jg18751	Cg005G1571700
OG0009204	jg18754	Cg005G1571400
OG0009205	jg18781	Cg005G1568800
OG0009206	jg9832	Cg001G0140600
OG0009207	jg18825	Cg005G1565700
OG0009208	jg14301	Cg002G0575900
OG0009209	jg14249	Cg002G0579700
OG0009210	jg14201	Cg002G0584400
OG0009211	jg13699	Cg002G0643400
OG0009213	jg21672	Cg016G3059700, Cg003G0872700
OG0009214	jg22026	Cg003G0913100
OG0009215	jg11995	Cg001G0318000
OG0009216	jg11882	Cg001G0309900
OG0009217	jg11959	Cg001G0313300
OG0009218	jg11686	Cg001G0300300
OG0009219	jg11673	Cg001G0296600
OG0009220	jg11520	Cg001G0283200
OG0009221	jg11366	Cg001G0270900, Cg001G0270800
OG0009222	jg11364	Cg001G0270700
OG0009223	jg8527	Cg001G0020500
OG0009224	jg11278	Cg001G0261900
OG0009225	jg11267	Cg008G2843900, Cg008G2858800, Cg001G0261500
OG0009226	jg11215	Cg001G0258000
OG0009227	jg11203	Cg001G0257300
OG0009228	jg11167	Cg001G0252500
OG0009229	jg11157	Cg001G0251700
OG0009230	jg2941	Cg007G2500100
OG0009231	jg2945	Cg007G2500500
OG0009232	jg2950	Cg007G2501000
OG0009233	jg2958, jg2959	Cg007G2501700
OG0009234	jg2987	Cg007G2504600
OG0009235	jg2992	Cg007G2505000
OG0009236	jg3010	Cg007G2506600
OG0009237	jg3026	Cg007G2508500
OG0009238	jg3036	Cg007G2509800
OG0009239	jg3062	Cg007G2512000
OG0009240	jg3063	Cg007G2512100
OG0009241	jg21533	Cg008G2861100, Cg008G2846300
OG0009242	jg3080	Cg007G2513100
OG0009243	jg3089	Cg007G2514000
OG0009244	jg2430	Cg007G2454900
OG0009245	jg2459	Cg007G2457700
OG0009246	jg2475	Cg007G2458900
OG0009247	jg2485	Cg007G2459800
OG0009248	jg2505	Cg007G2463400
OG0009249	jg9582	Cg001G0116700
OG0009250	jg9568	Cg001G0115200
OG0009251	jg9566	Cg001G0115000
OG0009253	jg9548	Cg001G0113300
OG0009254	jg9533	Cg001G0111900
OG0009256	jg479	Cg007G2265800
OG0009257	jg478	Cg007G2265700
OG0009258	jg462	Cg007G2264600
OG0009259	jg12579	Cg001G0371000
OG0009260	jg26988	Cg004G1333900
OG0009261	jg12628	Cg001G0374200
OG0009262	jg12631	Cg001G0374300
OG0009263	jg12635, jg12632	Cg001G0374400
OG0009264	jg21745	Cg003G0888700
OG0009265	jg13827	Cg002G0619700
OG0009266	jg13537	Cg002G0647700
OG0009267	jg13527	Cg002G0648500
OG0009268	jg13519	Cg002G0649100
OG0009269	jg20128	Cg005G1457700
OG0009270	jg13513	Cg002G0649700
OG0009271	jg13468	Cg002G0652300
OG0009272	jg13401	Cg002G0656900
OG0009274	jg13400	Cg002G0657200
OG0009275	jg13398	Cg002G0657500
OG0009276	jg13396	Cg002G0657700
OG0009277	jg13386	Cg002G0657900
OG0009278	jg13384	Cg002G0658100
OG0009279	jg13370	Cg002G0659300
OG0009280	jg13356, jg31431	Cg002G0660600
OG0009281	jg13331, jg13332	Cg002G0662700
OG0009282	jg13330	Cg002G0662800
OG0009283	jg13329	Cg002G0662900
OG0009284	jg13271	Cg002G0668400
OG0009285	jg13267	Cg002G0668500
OG0009286	jg13250	Cg002G0669700
OG0009287	jg21670	Cg016G3059600, Cg003G0872600
OG0009288	jg13233	Cg002G0671100
OG0009289	jg21737	Cg003G0886900
OG0009290	jg2533	Cg007G2464800
OG0009291	jg2519	Cg007G2461900
OG0009292	jg21139	Cg008G2914600
OG0009293	jg20480	Cg008G2967100
OG0009294	jg20496	Cg008G2965700
OG0009295	jg21217	Cg008G2872400
OG0009296	jg20509	Cg008G2964500
OG0009297	jg20510	Cg008G2964400
OG0009298	jg20558	Cg008G2959900
OG0009300	jg20604	Cg008G2954800
OG0009301	jg20615	Cg008G2953500
OG0009302	jg33098	Cg006G1834800
OG0009303	jg33153	Cg006G1831100
OG0009304	jg33165	Cg006G1830400
OG0009305	jg33176	Cg006G1829800
OG0009306	jg33180	Cg006G1829400
OG0009307	jg30014	Cg006G2110800
OG0009308	jg33285	Cg006G1820700
OG0009309	jg33329	Cg006G1818000
OG0009310	jg33332	Cg006G1817700
OG0009311	jg33368	Cg006G1815700
OG0009312	jg33447	Cg006G1810100
OG0009313	jg33450	Cg006G1809800
OG0009314	jg33458	Cg006G1809000
OG0009315	jg33500	Cg006G1805400
OG0009316	jg20971	Cg008G2922900
OG0009317	jg18456	Cg005G1596900
OG0009318	jg18470	Cg005G1596100
OG0009319	jg18486	Cg005G1594600
OG0009320	jg18502	Cg005G1592700
OG0009322	jg18519	Cg005G1590900
OG0009323	jg18553	Cg005G1588000
OG0009324	jg18557	Cg005G1587700
OG0009325	jg18566	Cg005G1586900
OG0009326	jg18568	Cg005G1586400
OG0009327	jg18590	Cg005G1585600
OG0009328	jg18599	Cg005G1584600
OG0009329	jg18603	Cg005G1584500
OG0009330	jg18608	Cg005G1584100
OG0009331	jg18632	Cg005G1581800
OG0009332	jg18648	Cg005G1580500
OG0009333	jg18664	Cg005G1579100
OG0009334	jg18694	Cg005G1577100
OG0009335	jg18697	Cg005G1576800
OG0009337	jg18712	Cg005G1575300
OG0009338	jg18714	Cg005G1575100
OG0009339	jg10641	Cg001G0206700
OG0009340	jg19200	Cg005G1534300
OG0009341	jg10664	Cg001G0208900
OG0009342	jg10700	Cg001G0212200
OG0009343	jg10689	Cg001G0211000
OG0009344	jg10687	Cg001G0210600
OG0009345	jg10804	Cg001G0221400
OG0009346	jg10814	Cg001G0222400
OG0009347	jg10832	Cg001G0224400
OG0009348	jg10833	Cg001G0224500
OG0009349	jg10851	Cg001G0226100
OG0009350	jg10892	Cg001G0230300
OG0009351	jg10895	Cg001G0230700
OG0009352	jg10897	Cg001G0230900
OG0009354	jg14976	Cg002G0518500
OG0009355	jg14967	Cg002G0519100
OG0009357	jg14952	Cg002G0520700
OG0009358	jg14935	Cg002G0521800
OG0009359	jg14926	Cg002G0522800
OG0009360	jg14922	Cg002G0523100
OG0009361	jg14911	Cg002G0523800
OG0009362	jg14909, jg14907, jg15549	Cg002G0524000
OG0009363	jg10154	Cg001G0169200
OG0009364	jg21678	Cg016G3060300, Cg003G0873600, Cg005G1696700
OG0009365	jg21930	Cg003G0906700
OG0009366	jg21916	Cg003G0905300
OG0009367	jg21864, jg22267, jg22276	Cg003G0900500
OG0009368	jg21810	Cg003G0896000
OG0009369	jg13985	Cg002G0613300
OG0009370	jg27359	Cg004G1358300
OG0009371	jg27443	Cg004G1367200
OG0009372	jg27576	Cg004G1390500
OG0009373	jg27602	Cg004G1393000
OG0009374	jg27606	Cg004G1393300
OG0009375	jg27668	Cg004G1397000
OG0009376	jg27770	Cg004G1402800
OG0009377	jg16303	Cg002G0406400
OG0009378	jg27845	Cg004G1407100
OG0009379	jg27849	Cg004G1407700
OG0009380	jg10074	Cg001G0163300
OG0009381	jg10078	Cg001G0163600
OG0009382	jg10100	Cg001G0165000
OG0009383	jg10096	Cg001G0164700
OG0009384	jg10224	Cg001G0174100
OG0009385	jg10227	Cg001G0174400
OG0009386	jg10254	Cg001G0177000
OG0009387	jg10270	Cg001G0178200
OG0009388	jg10299	Cg001G0180800
OG0009389	jg10327	Cg001G0182600
OG0009390	jg12836	Cg001G0392100
OG0009391	jg10356	Cg001G0184700
OG0009392	jg12818	Cg001G0390700
OG0009393	jg10567	Cg001G0201300
OG0009394	jg10549	Cg001G0199600
OG0009395	jg10541	Cg001G0198900
OG0009396	jg10527, jg10520, jg10515	Cg001G0197700
OG0009397	jg10514, jg10526	Cg001G0197600
OG0009398	jg10501	Cg001G0197100
OG0009400	jg30220	Cg006G2094700
OG0009401	jg10463	Cg001G0193700
OG0009402	jg10448	Cg001G0192500
OG0009403	jg10433	Cg001G0191100
OG0009404	jg13136	Cg002G0678000
OG0009405	jg10409	Cg001G0189200
OG0009406	jg28299	Cg004G1444900
OG0009407	jg21190	Cg011G3012700, Cg008G2912300
OG0009408	jg11020	Cg001G0241900
OG0009409	jg10999	Cg001G0240300
OG0009410	jg10983	Cg001G0239500
OG0009411	jg10963	Cg001G0238800
OG0009412	jg10955	Cg001G0237900
OG0009413	jg10950, jg28045	Cg001G0237200
OG0009414	jg10916	Cg001G0233000
OG0009415	jg10911	Cg001G0232300
OG0009416	jg23915	Cg004G1073600
OG0009417	jg23928	Cg004G1074600
OG0009418	jg23930	Cg004G1074800
OG0009419	jg23948	Cg004G1077000
OG0009420	jg23959	Cg004G1078100
OG0009421	jg23722	Cg003G1062800
OG0009422	jg23747	Cg003G1065000, Cg008G2734700
OG0009423	jg23748	Cg003G1065100
OG0009424	jg23749, jg14588	Cg002G0548900
OG0009425	jg23751	Cg003G1065600
OG0009426	jg23774	Cg003G1067400
OG0009427	jg23778	Cg003G1067900
OG0009428	jg16415	Cg002G0398100
OG0009429	jg16412, jg16396, jg16404	Cg007G2369200, Cg002G0398300
OG0009430	jg16382	Cg002G0399900
OG0009431	jg16367	Cg002G0401000
OG0009432	jg16361	Cg002G0401600
OG0009433	jg16312	Cg002G0405800
OG0009434	jg16310	Cg002G0406000
OG0009436	jg16259	Cg002G0410200
OG0009438	jg24445	Cg004G1116200
OG0009439	jg16249	Cg002G0411500
OG0009440	jg16247	Cg002G0411700
OG0009441	jg16223	Cg002G0413800
OG0009442	jg16187, jg32489	Cg002G0416600
OG0009443	jg18514	Cg005G1648400
OG0009444	jg16172	Cg002G0418100
OG0009445	jg16164	Cg002G0419000
OG0009446	jg16154	Cg002G0419400
OG0009447	jg16125	Cg002G0422000
OG0009448	jg16117	Cg002G0422400
OG0009449	jg16112	Cg002G0423000
OG0009450	jg16111	Cg002G0423100
OG0009451	jg16106	Cg002G0423500
OG0009452	jg16103	Cg002G0423800
OG0009453	jg16047	Cg002G0428300
OG0009454	jg15994	Cg002G0432000
OG0009455	jg15992	Cg002G0432200
OG0009456	jg15979	Cg002G0433300
OG0009457	jg15974	Cg002G0433500
OG0009459	jg15927	Cg002G0436600
OG0009460	jg15907	Cg002G0437500
OG0009461	jg15899	Cg002G0438300
OG0009462	jg15891	Cg002G0439100
OG0009463	jg15881	Cg002G0440000
OG0009464	jg15871	Cg002G0440900
OG0009465	jg15839	Cg002G0442500
OG0009466	jg15834	Cg002G0443000
OG0009467	jg15819	Cg002G0444600
OG0009468	jg15806	Cg002G0445900
OG0009469	jg15719, jg15661	Cg005G1671800
OG0009470	jg15670, jg23926	Cg002G0452800
OG0009471	jg15678	Cg002G0453500
OG0009472	jg15690	Cg002G0454900
OG0009474	jg15623	Cg002G0459700
OG0009475	jg15599	Cg002G0461500
OG0009476	jg15565	Cg002G0465100
OG0009477	jg15540	Cg002G0466200
OG0009478	jg15495	Cg002G0470300
OG0009479	jg15481	Cg002G0471800
OG0009480	jg15475	Cg002G0472700
OG0009481	jg15465	Cg002G0473500
OG0009482	jg15463	Cg002G0473800
OG0009483	jg15432	Cg002G0477100
OG0009484	jg15429	Cg002G0477400
OG0009485	jg15409	Cg004G1398800, Cg002G0479500
OG0009486	jg15407	Cg002G0479800
OG0009487	jg15403	Cg002G0480200
OG0009489	jg15372	Cg002G0483400
OG0009491	jg15362	Cg002G0484500
OG0009492	jg15357	Cg004G1141100
OG0009493	jg15355	Cg002G0485300
OG0009494	jg15350	Cg002G0485900
OG0009495	jg30634, jg24040	Cg006G2057600
OG0009496	jg15341	Cg002G0486400
OG0009497	jg15321	Cg002G0488200
OG0009498	jg15281	Cg002G0491800
OG0009499	jg15253	Cg002G0495000
OG0009500	jg15251	Cg002G0495300
OG0009501	jg15250	Cg002G0495400
OG0009502	jg15246	Cg002G0495800
OG0009503	jg15210	Cg002G0499200
OG0009504	jg15209	Cg002G0499300, Cg002G0499500, Cg002G0499600
OG0009506	jg22142	Cg003G0922100
OG0009507	jg22126	Cg003G0920800
OG0009508	jg22080	Cg003G0919600
OG0009509	jg22079	Cg003G0919500
OG0009510	jg22068	Cg003G0918300
OG0009511	jg22066	Cg003G0918000
OG0009512	jg22056	Cg003G0917100
OG0009513	jg22054	Cg003G0916900
OG0009514	jg11055	Cg001G0244600
OG0009515	jg26767	Cg004G1315900
OG0009516	jg26779	Cg004G1316500
OG0009517	jg26857, jg26856	Cg004G1321800
OG0009518	jg27102	Cg004G1347100
OG0009519	jg26726	Cg004G1312800
OG0009520	jg27105, jg26737	Cg004G1313200
OG0009521	jg2140	Cg007G2430500
OG0009523	jg2258	Cg007G2440100
OG0009526	jg2293	Cg007G2442500
OG0009527	jg2310	Cg007G2443900
OG0009528	jg2376	Cg007G2446700
OG0009529	jg2374	Cg007G2446900
OG0009530	jg2358	Cg007G2448400
OG0009531	jg2356	Cg007G2448600
OG0009532	jg2381	Cg007G2450300
OG0009533	jg2385	Cg007G2450600
OG0009534	jg2408	Cg007G2453000
OG0009535	jg12037	Cg001G0320800
OG0009536	jg12044	Cg001G0321200
OG0009537	jg21458	Cg008G2866800, Cg008G2851000
OG0009538	jg28073, jg27940	Cg004G1416000
OG0009539	jg27961	Cg004G1417500
OG0009540	jg28038	Cg004G1422500
OG0009542	jg28142	Cg004G1432300
OG0009543	jg28143	Cg004G1432400
OG0009544	jg28164	Cg004G1434200
OG0009545	jg19398	Cg005G1518200
OG0009546	jg19375	Cg005G1520200
OG0009547	jg19352	Cg005G1521700
OG0009548	jg19344	Cg005G1522400
OG0009549	jg19339	Cg005G1523300
OG0009550	jg19330	Cg005G1524100
OG0009551	jg19313	Cg005G1525700
OG0009552	jg19312	Cg005G1525800
OG0009553	jg19293	Cg005G1527200
OG0009554	jg19284	Cg005G1527900
OG0009555	jg19272	Cg005G1529300
OG0009556	jg19250	Cg005G1530500
OG0009557	jg19247	Cg005G1530800
OG0009558	jg19218	Cg005G1533300
OG0009559	jg19213	Cg005G1533600
OG0009560	jg19210	Cg005G1533800
OG0009561	jg19209	Cg005G1533900
OG0009562	jg19191	Cg005G1535400
OG0009563	jg14034	Cg002G0651800
OG0009564	jg19174	Cg005G1536900
OG0009565	jg19170	Cg005G1537200
OG0009566	jg19162	Cg005G1537800
OG0009567	jg19132	Cg005G1539900
OG0009568	jg19097	Cg005G1540700
OG0009569	jg19071	Cg005G1543000
OG0009570	jg19063	Cg005G1543900
OG0009571	jg19062	Cg005G1544100
OG0009572	jg19057	Cg005G1544800
OG0009573	jg19055	Cg005G1545000
OG0009574	jg19053	Cg005G1545200
OG0009575	jg19045	Cg005G1546100
OG0009576	jg19044	Cg005G1546300
OG0009577	jg19034	Cg005G1547100
OG0009578	jg19032	Cg005G1547300
OG0009579	jg19009	Cg005G1549400
OG0009580	jg18996	Cg005G1550100
OG0009581	jg18979	Cg005G1551700
OG0009582	jg18972	Cg005G1552400
OG0009583	jg18964	Cg005G1553300
OG0009584	jg12927	Cg002G0694400
OG0009585	jg18950	Cg005G1554600
OG0009586	jg18941	Cg005G1555700
OG0009587	jg18895	Cg005G1559300
OG0009588	jg18890	Cg005G1559500
OG0009589	jg18885	Cg005G1560000
OG0009590	jg13019	Cg002G0687300
OG0009591	jg18882	Cg005G1560300
OG0009592	jg7211	Cg003G0792700
OG0009593	jg18874	Cg005G1561100
OG0009594	jg18859	Cg005G1562400
OG0009595	jg18850	Cg005G1563200
OG0009596	jg18835	Cg005G1564600
OG0009597	jg18833	Cg005G1564700
OG0009598	jg7657	Cg003G0748300
OG0009599	jg7661	Cg003G0747900
OG0009600	jg7689	Cg003G0745000
OG0009601	jg7696	Cg003G0743600
OG0009602	jg7713	Cg003G0741800, Cg003G0855600
OG0009603	jg12938	Cg002G0693100
OG0009604	jg7740	Cg003G0858000, Cg003G0739700
OG0009605	jg7608	Cg003G0752500
OG0009607	jg7642	Cg003G0749700
OG0009608	jg7645	Cg003G0749400
OG0009610	jg16543	Cg005G1776100
OG0009611	jg16573	Cg005G1773300
OG0009612	jg16580	Cg005G1772400
OG0009613	jg16604	Cg005G1770600
OG0009614	jg16605	Cg005G1770500
OG0009615	jg16806	Cg005G1754800
OG0009616	jg16846	Cg005G1751900
OG0009617	jg16839	Cg005G1752800
OG0009618	jg21415, jg16908	Cg005G1745200
OG0009619	jg17087	Cg005G1730600
OG0009620	jg17051	Cg005G1734400
OG0009621	jg17349	Cg005G1707300
OG0009622	jg17328	Cg005G1708000
OG0009623	jg17314	Cg005G1709900
OG0009624	jg17363	Cg005G1703700
OG0009625	jg10014	Cg001G0157400
OG0009626	jg32570	Cg006G1884400
OG0009627	jg17168	Cg005G1532200
OG0009628	jg32388	Cg004G1393400
OG0009629	jg32284	Cg006G1899100, Cg006G1899400
OG0009630	jg32217	Cg006G1912700
OG0009631	jg32164	Cg006G1919100
OG0009632	jg32161	Cg006G1920000
OG0009633	jg32115	Cg006G1923400
OG0009634	jg32042	Cg006G1933000
OG0009635	jg32402, jg32408	Cg006G1935800
OG0009636	jg7291	Cg003G0784000
OG0009637	jg7287	Cg003G0784200
OG0009638	jg7101, jg7138	Cg003G0802200
OG0009639	jg7160, jg7077	Cg003G0804300
OG0009640	jg7382	Cg003G0773300
OG0009641	jg7412	Cg003G0770000
OG0009642	jg7416	Cg003G0769700
OG0009644	jg7430	Cg003G0767100
OG0009645	jg7578	Cg003G0755300
OG0009646	jg5785	Cg008G2757300
OG0009647	jg5788	Cg008G2757500
OG0009648	jg6539	Cg008G2819400
OG0009649	jg6542	Cg008G2819700
OG0009650	jg6547	Cg008G2820100
OG0009651	jg6557	Cg008G2821200
OG0009652	jg6574	Cg008G2822300
OG0009653	jg6589	Cg008G2823800
OG0009654	jg6604	Cg008G2824800
OG0009655	jg13184	Cg007G2421200
OG0009656	jg6621	Cg008G2826200
OG0009657	jg6643	Cg008G2827800
OG0009658	jg6656	Cg008G2828800
OG0009659	jg6657	Cg008G2829000
OG0009660	jg6774	Cg008G2833900
OG0009661	jg28214	Cg004G1437700
OG0009662	jg28219	Cg004G1438200
OG0009663	jg28228	Cg004G1438900
OG0009664	jg28246	Cg004G1440200
OG0009665	jg28252	Cg004G1441000
OG0009666	jg28267	Cg004G1441800
OG0009667	jg28307	Cg004G1445500
OG0009668	jg14404	Cg002G0567400
OG0009670	jg14402	Cg002G0567600
