Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_Rawat
OG0006290	jg6010	AL6G33050
OG0006291	jg6013	AL6G33090
OG0006292	jg6031	AL6G33220
OG0006293	jg23005	AL8G37250
OG0006294	jg22996	AL8G37170
OG0006295	jg22964	AL8G36800, AL817U10010
OG0006296	jg28217	AL3G48030
OG0006297	jg22917	AL8G36350
OG0006298	jg22817	AL139U10020, AL8G35300
OG0006299	jg22802	AL277U10010, AL3G40350
OG0006300	jg22740	AL8G34450
OG0006301	jg10271	AL7G30980
OG0006302	jg28972	AL1G16200
OG0006303	jg22729	AL8G34330
OG0006304	jg22711	AL8G34170
OG0006305	jg10889	AL7G37410
OG0006306	jg22675	AL8G33760
OG0006307	jg22666	AL8G33670
OG0006308	jg22664	AL8G33640
OG0006309	jg2819	AL2G31530
OG0006310	jg22624, jg22626	AL8G33240
OG0006311	jg22592	AL8G32910
OG0006312	jg22600	AL8G32980
OG0006313	jg14821	AL5G29500
OG0006314	jg22582	AL8G32800, AL52U10030
OG0006316	jg22531	AL8G32280
OG0006317	jg22530	AL8G32270
OG0006318	jg22477	AL8G31900
OG0006319	jg22457	AL8G31670
OG0006319	jg2115	AL2G24490, AL2G22990
OG0006320	jg22340	AL8G30670
OG0006321	jg11835	AL7G43590
OG0006322	jg22290	AL8G30110
OG0006323	jg14805	AL5G29350
OG0006324	jg14761	AL5G28940
OG0006325	jg14757	AL5G28900
OG0006326	jg14713	AL5G28400
OG0006327	jg14700	AL5G28250
OG0006328	jg22192	AL8G29250
OG0006329	jg22202	AL8G29390
OG0006330	jg7981	AL6G50750
OG0006331	jg7858	AL6G50180
OG0006332	jg4565	AL6G17520
OG0006333	jg4568	AL6G17550
OG0006334	jg1333	AL1G67190
OG0006335	jg4525	AL6G17150
OG0006336	jg4497	AL6G16870
OG0006337	jg4454, jg4437	AL6G16660
OG0006338	jg4432	AL6G16620
OG0006339	jg4422, jg4508	AL6G16520, AL6G16990
OG0006340	jg4412	AL6G16440
OG0006341	jg4406	AL6G16360
OG0006342	jg4387	AL6G16270
OG0006343	jg14437	AL5G25420
OG0006344	jg4299	AL6G15320
OG0006345	jg4291	AL6G15250
OG0006346	jg4273	AL6G15020
OG0006347	jg4258	AL6G14860
OG0006348	jg4243	AL6G14630
OG0006351	jg4204	AL6G14180
OG0006352	jg4201	AL6G14140
OG0006353	jg4200	AL6G14130
OG0006354	jg4190	AL6G14030
OG0006355	jg4142	AL6G13550
OG0006356	jg4133	AL6G13460
OG0006357	jg4075	AL6G12700
OG0006359	jg4045	AL6G12430
OG0006360	jg4039	AL6G12340
OG0006361	jg4037	AL6G12320
OG0006362	jg4009	AL6G12020
OG0006363	jg3971	AL6G11590
OG0006364	jg3981	AL6G11700
OG0006365	jg3982	AL6G11710
OG0006366	jg3963	AL6G11540
OG0006367	jg3935	AL6G11270
OG0006368	jg14273, jg17675	AL5G23600
OG0006369	jg21350	AL8G20880
OG0006370	jg3888	AL6G10740
OG0006371	jg25955	AL3G31560
OG0006372	jg12842	AL7G47280
OG0006373	jg30597	AL1G33500
OG0006374	jg3739	AL2G41190
OG0006374	jg12411	AL7G51770
OG0006375	jg3728	AL2G41090
OG0006376	jg3708	AL2G40890
OG0006376	jg17235	AL4G18160
OG0006377	jg3693	AL2G40740
OG0006378	jg3651	AL2G40290
OG0006379	jg3628	AL2G40000
OG0006380	jg3627	AL2G39990
OG0006381	jg3523	AL2G38830
OG0006382	jg3517	AL2G38780
OG0006383	jg3490	AL2G38470
OG0006384	jg3449	AL2G38010
OG0006385	jg3401	AL2G37530
OG0006386	jg10820	AL7G36630
OG0006387	jg3359	AL2G37100
OG0006388	jg3351	AL2G37010
OG0006389	jg3304	AL2G36530
OG0006390	jg3230	AL2G35720
OG0006391	jg3228	AL2G35690
OG0006392	jg3214	AL2G35560
OG0006393	jg3192	AL2G35290
OG0006394	jg3177	AL2G35160
OG0006395	jg33045	AL1G56360
OG0006395	jg798	AL2G14680
OG0006396	jg27863	AL3G50230
OG0006397	jg27905	AL3G50710
OG0006398	jg14838	AL5G29780
OG0006399	jg14837	AL5G29770
OG0006400	jg22281	AL8G30030
OG0006401	jg14569	AL5G26940
OG0006402	jg24592	AL3G17510
OG0006403	jg33771	AL1G64040
OG0006404	jg33756	AL1G63890
OG0006405	jg33755	AL1G63880
OG0006406	jg33716	AL1G63600
OG0006407	jg27007	AL5G13590
OG0006407	jg13182	AL3G42500
OG0006408	jg33694	AL1G63390
OG0006409	jg33666	AL1G63080
OG0006410	jg33648	AL1G62880
OG0006411	jg33644	AL1G62840
OG0006412	jg33631	AL1G62730
OG0006413	jg33592	AL1G62320
OG0006414	jg33573, jg33571	AL1G62170
OG0006415	jg33509	AL1G61430
OG0006416	jg33507	AL1G61410
OG0006417	jg18728	AL4G32040
OG0006418	jg18736	AL4G32130, AL110U10020
OG0006419	jg31085	AL1G39000
OG0006419	jg31084	AL1G38990
OG0006420	jg10743	AL7G35790
OG0006421	jg14148	AL5G22480
OG0006422	jg14151	AL5G22530
OG0006423	jg13829	AL5G20150
OG0006424	jg11861	AL7G43750
OG0006426	jg22035	AL8G27760
OG0006427	jg21644	AL8G23890
OG0006428	jg21694	AL664U10010, AL8G24390
OG0006429	jg11562	AL9U10660
OG0006430	jg11527	AL9U10310
OG0006431	jg11508	AL9U10100
OG0006432	jg11440	AL7G42780
OG0006433	jg11380	nbis-gene-1868
OG0006434	jg11340	AL7G41860
OG0006435	jg3104	AL2G34390
OG0006436	jg11171	AL7G40120
OG0006437	jg11166	AL7G40070
OG0006438	jg11138	AL7G39780
OG0006439	jg11110	AL7G39540
OG0006440	jg11090	AL7G39340
OG0006441	jg2913	AL2G32470
OG0006442	jg2963	AL2G32980
OG0006443	jg2991	AL2G33280
OG0006444	jg2990	AL2G33270
OG0006445	jg3015	AL2G33530
OG0006446	jg3018	AL2G33570
OG0006447	jg3032	AL2G33720
OG0006448	jg3038	AL2G33770
OG0006449	jg3510	AL2G38710
OG0006450	jg3100	AL2G34350
OG0006451	jg3131	AL2G34680
OG0006452	jg3135	AL2G34720
OG0006453	jg2446	AL2G27650
OG0006454	jg2466	AL2G27840
OG0006455	jg2502	AL2G28320
OG0006456	jg9578	AL7G24010
OG0006457	jg9562	AL7G23830
OG0006458	jg9549	AL7G23670
OG0006459	jg9543	AL7G23600
OG0006460	jg9542	AL7G23580
OG0006461	jg9512	AL7G23230
OG0006462	jg465	AL2G11140
OG0006463	jg21743	AL8G25010
OG0006464	jg13183	AL5G13600
OG0006465	jg13751	AL5G19260
OG0006466	jg13864	AL5G20010
OG0006467	jg13642	AL5G18320
OG0006468	jg14077	AL5G21900
OG0006469	jg20130	AL4G46770
OG0006470	jg13511	AL5G16970
OG0006471	jg13474	AL5G16720
OG0006472	jg13469	AL5G16680
OG0006473	jg13425	AL5G16320
OG0006474	jg13412	AL5G16220
OG0006476	jg13323	AL5G15120
OG0006477	jg13293	AL5G14810
OG0006478	jg10047	AL7G28910
OG0006479	jg13253	AL5G14500
OG0006480	jg13565	AL5G17560
OG0006481	jg13224	AL5G14160
OG0006482	jg2589	AL22U10080
OG0006483	jg2588, jg13738	AL22U10090
OG0006485	jg2544	AL2G28710
OG0006486	jg2529	AL2G28570
OG0006487	jg2522	AL2G28500
OG0006488	jg20464	AL8G12440
OG0006489	jg20488	AL8G12650
OG0006490	jg20527	AL8G13090
OG0006491	jg28520	AL1G11440
OG0006492	jg20607	AL8G14140
OG0006493	jg33078	AL1G56960
OG0006494	jg33088	AL1G57080
OG0006495	jg33112	AL2G15740, AL1G57390
OG0006496	jg33134	AL1G57590
OG0006497	jg33183	AL1G58100
OG0006498	jg21921	AL271U10010, AL8G26670
OG0006499	jg33318	nbis-gene-287
OG0006500	jg33320	AL1G59520
OG0006501	jg33408	AL1G60410
OG0006502	jg33428	AL1G60630
OG0006503	jg22299	AL8G30180
OG0006505	jg18558	AL4G30530
OG0006506	jg18560	AL4G30550
OG0006507	jg18564	AL270U10020, AL4G30590
OG0006508	jg18597	AL4G30790
OG0006509	jg18609	AL4G30930
OG0006510	jg18638	AL4G31200
OG0006511	jg18688	AL4G31650
OG0006512	jg17994	AL4G24500
OG0006512	jg18698	AL4G31740
OG0006513	jg18708	AL4G31860
OG0006514	jg17488, jg17503, jg17499, jg8466, jg17581, jg17482	AL4G19940
OG0006515	jg10651	AL7G34820
OG0006516	jg10655	AL486U10010
OG0006517	jg10656	AL7G34870
OG0006518	jg10662	AL7G34930
OG0006519	jg10666	AL7G34970
OG0006520	jg10705	AL7G35390
OG0006521	jg10712	AL7G35490
OG0006522	jg10751	AL7G35870
OG0006523	jg13740	AL5G19120
OG0006524	jg10754	AL7G35970
OG0006525	jg10782	AL7G36180
OG0006526	jg10792	AL7G36260
OG0006527	jg10807	AL7G36440
OG0006528	jg10815	AL7G36580
OG0006529	jg10821, jg6349	AL7G36640
OG0006530	jg10849	AL7G36920
OG0006531	jg10872	AL7G37170
OG0006532	jg10896	AL7G37480
OG0006533	jg10899	AL7G37520
OG0006534	jg14989	AL5G31480
OG0006535	jg14983	AL5G31420
OG0006536	jg14968	AL5G31270
OG0006537	jg14963	AL5G31220
OG0006538	jg14906	AL5G30560
OG0006539	jg10131	AL7G29720
OG0006540	jg10155	AL7G29990
OG0006541	jg21951	AL8G27000
OG0006542	jg21747	AL8G25080
OG0006543	jg21768	AL8G25340
OG0006544	jg21773	AL8G25390
OG0006545	jg27356	AL3G44830
OG0006546	jg27552	nbis-gene-852
OG0006547	jg27558	AL3G47010
OG0006548	jg27654, jg27658, jg27656, jg27653	AL3G52250
OG0006549	jg27833	AL3G49970
OG0006550	jg10084	AL7G29270
OG0006551	jg10085	AL7G29290
OG0006552	jg10107	AL7G29530
OG0006553	jg10116	AL7G29610
OG0006554	jg10255	AL7G30850
OG0006555	jg28258	AL3G53390
OG0006555	jg10258	AL7G30880
OG0006556	jg10261	AL7G30910
OG0006557	jg10262	AL7G30920
OG0006558	jg10306	AL7G31350
OG0006559	jg1363	AL1G66470
OG0006560	jg548, jg551	AL2G12040, AL2G12140
OG0006561	jg10538	AL7G33580
OG0006563	jg10480	AL7G33210
OG0006564	jg10472	AL7G33130
OG0006565	jg17199	AL4G17680
OG0006566	jg10453	AL7G32970
OG0006567	jg10444	AL7G32890
OG0006568	jg10422	AL7G32650
OG0006569	jg10420	AL7G32620
OG0006570	jg10400	AL7G32380
OG0006571	jg10385	AL7G32200
OG0006572	jg10367	AL7G32030
OG0006573	jg10594	AL7G34220
OG0006574	jg10609	AL7G34360
OG0006575	jg11010	AL7G38620
OG0006575	jg11009	AL7G38610
OG0006576	jg10957	AL7G38110
OG0006577	jg10931	AL7G37820
OG0006578	jg10917	AL7G37690
OG0006579	jg23734	AL8G44910
OG0006580	jg23736	AL8G44930
OG0006581	jg23756	AL8G45150
OG0006582	jg16442	AL5G46320
OG0006583	jg16406, jg16397, jg16390	AL5G46030
OG0006584	jg16360	AL5G45690
OG0006585	jg16334	AL5G45420
OG0006586	jg16271	AL5G44680
OG0006587	jg16260	AL5G44580
OG0006588	jg16233	AL5G44220
OG0006589	jg16231	AL5G44190
OG0006590	jg16183	AL5G43590
OG0006591	jg16177	AL5G43520
OG0006592	jg16155	AL5G43280
OG0006593	jg16129	AL5G43020
OG0006594	jg21069	AL8G18800
OG0006595	jg16030	AL5G41920
OG0006596	jg15900	AL5G40500
OG0006597	jg15896	AL5G40460
OG0006598	jg15894	AL5G40430
OG0006599	jg21740	AL8G24980
OG0006600	jg15768	AL5G39140
OG0006601	jg15761	AL5G39080
OG0006602	jg15740	AL5G38830
OG0006603	jg15701	AL5G38230
OG0006604	jg15621	AL5G37840
OG0006605	jg15588	AL5G37510
OG0006606	jg15570	AL5G37290
OG0006607	jg15551, jg15544	AL5G37180
OG0006608	jg15485	AL5G36620
OG0006609	jg15483	AL5G36590
OG0006610	jg15453	AL5G36270
OG0006611	jg15426	AL5G36000
OG0006612	jg15419	AL5G35910
OG0006613	jg15298	AL5G34580
OG0006614	jg15212	AL5G33660
OG0006615	jg22147	AL8G28910
OG0006616	jg22136	AL8G28710
OG0006617	jg22131	AL8G28640
OG0006618	jg11049	AL7G38990
OG0006619	jg26801	AL3G40280
OG0006620	jg26748	AL3G39850
OG0006621	jg2247	AL2G25770
OG0006622	jg2326	AL2G26560
OG0006623	jg2335, jg2330	AL2G26600
OG0006624	jg2379	AL2G27000
OG0006625	jg2392	AL2G27150
OG0006626	jg21439	AL8G21800
OG0006627	jg27962	AL3G51340
OG0006628	jg28002	AL3G51670
OG0006629	jg28003	AL3G51680
OG0006630	jg28090	AL3G52850
OG0006631	jg28113	AL3G49030
OG0006632	jg12985	AL5G10920
OG0006633	jg28129	AL3G48800
OG0006634	jg24000	AL3G11190
OG0006635	jg28148	AL3G48660
OG0006636	jg28149	AL3G48650
OG0006637	jg28173	AL3G48450
OG0006638	jg19331	AL4G38520
OG0006639	jg19309	AL4G38300
OG0006640	jg20002	AL4G45260
OG0006641	jg19276	AL4G37980
OG0006642	jg19270	AL4G37930, AL108U10010
OG0006643	jg19254	AL4G37820
OG0006644	jg19243	AL4G37690
OG0006645	jg19212	AL4G37380
OG0006646	jg19198	AL4G37230
OG0006647	jg19183	AL4G37040
OG0006648	jg29114	AL1G17800
OG0006649	jg19047	AL4G35950
OG0006650	jg19040	AL4G35840
OG0006651	jg19031	AL4G35750
OG0006652	jg19010	AL4G35520
OG0006653	jg19008	AL4G35500
OG0006654	jg19004, jg18997	AL4G35320
OG0006655	jg18993	AL4G35240, AL811U10010
OG0006656	jg13633	AL5G18230
OG0006657	jg18980	AL4G35120
OG0006658	jg18967	AL4G34990
OG0006659	jg18961	AL4G34920
OG0006660	jg18911	AL4G34030
OG0006661	jg18899	AL4G33870
OG0006662	jg18886	AL4G34370, AL4G33760
OG0006663	jg18829	AL4G33110
OG0006664	jg7675	nbis-gene-1648
OG0006665	jg7718	AL6G48110
OG0006666	jg7583	AL6G46550
OG0006666	jg7582	AL6G46540
OG0006667	jg7581	AL6G46530
OG0006668	jg5779	AL6G30630
OG0006669	jg16539	AL4G10400
OG0006670	jg16547	AL4G10510
OG0006671	jg16574	AL4G10750
OG0006672	jg16602	AL4G11170
OG0006673	jg16626	AL4G11320
OG0006674	jg16649	AL4G11660
OG0006675	jg16815	AL4G13530
OG0006676	jg10823, jg17261	AL4G18380
OG0006677	jg17015	AL4G15860
OG0006678	jg9815	AL7G26550
OG0006679	jg10016	AL7G28580
OG0006680	jg32113	AL1G48890
OG0006681	jg32071	AL1G48450
OG0006682	jg32067	AL1G48410
OG0006683	jg7277	AL6G43270
OG0006684	jg7328	AL6G43650
OG0006685	jg33069	AL1G56820
OG0006686	jg7490	AL6G45460
OG0006687	jg7491	AL6G45470
OG0006688	jg6545	AL6G38380
OG0006689	jg6612	AL6G39110
OG0006690	jg10033	AL7G28780
OG0006691	jg6642	AL6G39410
OG0006692	jg6647	AL6G39460
OG0006693	jg6664	AL6G39640
OG0006694	jg6687	AL6G39860
OG0006695	jg28196	AL3G48240
OG0006696	jg28239	AL3G47810
OG0006697	jg28256	AL3G53370
OG0006698	jg28259	AL3G53400
OG0006699	jg12665	AL7G49300
OG0006700	jg20073	AL4G46110, AL4G46130
OG0006701	jg20067	AL4G46030
OG0006702	jg20066	AL4G46020
OG0006703	jg20040	AL4G45700
OG0006704	jg20032	AL4G45600
OG0006705	jg20021	AL4G45480
OG0006706	jg19997	AL4G45210
OG0006707	jg19977	AL4G45010
OG0006708	jg19963	AL4G44860
OG0006709	jg19961	AL4G44840
OG0006710	jg19935	AL4G44600
OG0006711	jg19910	AL4G44340
OG0006712	jg19873	AL4G44150
OG0006713	jg19862	AL4G44060
OG0006714	jg19861	AL4G44050
OG0006715	jg19835	AL4G43820
OG0006716	jg19784	AL4G43320
OG0006717	jg19743	nbis-gene-1156
OG0006718	jg19714	AL4G42540
OG0006719	jg19709	AL4G42500
OG0006720	jg19702, jg19703	AL4G42440
OG0006721	jg19701	AL4G42430
OG0006722	jg19664	AL4G42020
OG0006723	jg19638	AL4G41790
OG0006724	jg19605	AL4G41450
OG0006725	jg19565	AL4G41030
OG0006726	jg19543	AL409U10010, AL4G40810
OG0006727	jg19529	AL4G40640
OG0006728	jg19437	AL4G39600
OG0006729	jg19428	AL4G39510
OG0006730	jg19411	AL4G39290
OG0006731	jg19407, jg19409	AL4G39270
OG0006732	jg20351	AL8G11150
OG0006733	jg9046	AL7G18190
OG0006734	jg23995	AL3G11150
OG0006735	jg22249	AL8G29790
OG0006736	jg24050	AL3G11650
OG0006737	jg24086	AL3G12040
OG0006738	jg24107	AL3G12270
OG0006739	jg24110	AL3G12290
OG0006740	jg24139	AL3G12700
OG0006741	jg24180	AL3G13060
OG0006742	jg24207	AL3G13370
OG0006743	jg24225	AL3G13580
OG0006744	jg24234	AL3G13670
OG0006745	jg24316	AL3G14380
OG0006746	jg24431	AL3G15760
OG0006747	jg24434	AL3G15780
OG0006748	jg24455	AL3G16100
OG0006749	jg24464	AL3G16160
OG0006750	jg31223	AL1G40410
OG0006751	jg24528	AL3G16790
OG0006752	jg24529	AL3G16800
OG0006753	jg24628	AL3G17910
OG0006754	jg24637	AL3G18000
OG0006755	jg24678	AL759U10010, AL3G18550
OG0006756	jg24685	AL3G18620
OG0006757	jg24687	AL3G18630
OG0006758	jg24691	AL3G18670
OG0006759	jg24695	AL3G18720
OG0006760	jg24706	AL3G18830
OG0006761	jg24715	AL3G18940
OG0006762	jg24733	AL3G19110
OG0006763	jg24736	AL3G19160
OG0006764	jg24737	AL3G19170
OG0006765	jg24797	AL3G19830
OG0006766	jg24816	AL3G20000
OG0006767	jg24837	AL3G20230
OG0006768	jg24826	AL3G20110
OG0006769	jg24852	AL70U10010, AL3G20420
OG0006770	jg24935	AL3G21370
OG0006771	jg25095	AL3G22980
OG0006772	jg25037	AL3G22450
OG0006773	jg25051	AL3G22570
OG0006774	jg25052	AL3G22580, AL467U10020
OG0006775	jg25092	AL3G22940
OG0006776	jg25112	AL3G23160
OG0006777	jg25113	AL3G23170
OG0006778	jg25116	AL3G23200
OG0006779	jg25125	AL3G23280
OG0006780	jg25126	AL3G23290
OG0006781	jg25175	AL3G23840
OG0006782	jg25204	AL3G24130
OG0006783	jg25222	AL3G24340
OG0006784	jg25229	AL3G24410
OG0006785	jg25246	AL3G24580
OG0006786	jg25264	AL3G24720
OG0006787	jg18179, jg18183	AL4G26460
OG0006788	jg25355	AL3G25630
OG0006789	jg25366	AL180U10020, AL3G25780
OG0006790	jg25397	AL3G26110
OG0006791	jg7314	AL6G43580
OG0006791	jg7312	AL6G43570
OG0006792	jg25425	AL3G26410
OG0006793	jg25427	AL3G26440
OG0006794	jg25457	AL3G26820
OG0006795	jg25475	AL3G26930
OG0006796	jg25493	AL3G27080
OG0006797	jg25509	AL3G27240
OG0006798	jg25543	AL3G27580
OG0006799	jg25575	AL3G27870
OG0006800	jg25597	AL3G28090
OG0006801	jg25629	AL3G28510
OG0006802	jg25632	AL3G28530
OG0006803	jg25666	AL3G28890
OG0006804	jg25672	AL3G28950
OG0006805	jg28738	AL1G13810
OG0006806	jg25791	AL3G30080
OG0006807	jg25813	AL3G30230
OG0006808	jg25846	AL3G30500
OG0006809	jg25855	AL3G30590
OG0006810	jg11653	AL9U11610
OG0006811	jg25862	AL3G30680
OG0006812	jg25863	AL3G30690
OG0006814	jg25902	AL3G31030
OG0006815	jg25936	AL3G31340
OG0006816	jg25943	AL3G31420
OG0006817	jg25971	AL3G31690
OG0006818	jg25978	AL3G31770
OG0006819	jg26009	AL3G32120
OG0006820	jg26022	AL3G32250
OG0006821	jg30412	AL1G31380
OG0006822	jg26148	AL3G33640
OG0006823	jg26151	AL3G33680
OG0006824	jg26189	AL3G34060
OG0006825	jg26212, jg16924	AL3G34380
OG0006826	jg26216	AL3G34430
OG0006827	jg26217	AL3G34440
OG0006828	jg26251	AL3G34740
OG0006829	jg26261	AL3G34870
OG0006830	jg26284	AL3G35040
OG0006831	jg26301	AL3G35200
OG0006832	jg29357	AL1G20430
OG0006833	jg12380	AL7G52100
OG0006835	jg21273	AL8G19860
OG0006836	jg21244	AL8G19790
OG0006837	jg26638	AL3G38650
OG0006838	jg26515	AL3G37120, AL166U10020
OG0006839	jg26467	AL3G36670
OG0006840	jg26351	AL3G35660
OG0006841	jg9423	AL7G22280
OG0006844	jg1765	AL2G19530
OG0006845	jg5718	AL6G29980
OG0006846	jg5715	AL6G29950
OG0006847	jg5690	AL6G29710
OG0006848	jg5671	AL6G29500
OG0006849	jg21569	AL8G23010
OG0006850	jg6862	AL6G40840
OG0006851	jg21374	AL8G21190
OG0006852	jg15168	AL5G33210
OG0006853	jg15135	AL5G32860
OG0006854	jg15126	AL5G32760
OG0006855	jg15121	AL5G32670
OG0006856	jg15118	AL5G32640
OG0006857	jg26361	AL3G35760
OG0006858	jg15033	AL5G31910
OG0006859	jg15026	AL5G31850
OG0006860	jg15012	AL5G31710
OG0006861	jg15010	AL5G31690
OG0006862	jg28453	AL1G10690
OG0006864	jg28473	AL1G10920
OG0006865	jg28511	AL1G11340
OG0006866	jg28533	AL1G11600
OG0006867	jg28550	AL1G11770
OG0006868	jg28604	AL1G12340
OG0006869	jg10967	AL1G12410
OG0006870	jg28619	AL1G12500
OG0006871	jg28703	AL1G13430
OG0006872	jg28745	AL1G13880
OG0006873	jg27600	AL3G47460
OG0006874	jg28779	AL1G14270
OG0006875	jg28788	AL1G14370
OG0006876	jg28798	AL1G14480
OG0006877	jg14254	AL5G23480
OG0006878	jg28818	AL1G14670
OG0006879	jg28844	AL1G14860
OG0006880	jg28861	AL1G15040
OG0006881	jg28903	AL1G15530
OG0006882	jg28956	AL1G16030
OG0006883	jg28959	AL1G16060
OG0006884	jg28999	AL1G16510
OG0006885	jg29007	AL1G16590
OG0006886	jg29030	AL1G16840
OG0006887	jg29047	AL1G16990
OG0006888	jg29051	AL1G17020
OG0006889	jg10041, jg10039	AL7G28840
OG0006890	jg29170	AL1G18440
OG0006891	jg29183	AL1G18620
OG0006892	jg29191	AL1G18690
OG0006893	jg29199	AL1G18780
OG0006894	jg29211	AL1G18910
OG0006895	jg29241	AL1G19230
OG0006896	jg29251	AL1G19340
OG0006897	jg29256	AL1G19410
OG0006898	jg29272	AL1G19600
OG0006899	jg29293	AL1G19800
OG0006900	jg29344	AL1G20290
OG0006901	jg29373	AL1G20590
OG0006902	jg29391	AL1G20830
OG0006903	jg1091	AL2G17350
OG0006904	jg29442	AL1G21310
OG0006905	jg29481	AL1G21700
OG0006906	jg29512	AL1G22020
OG0006907	jg29531	AL1G22190
OG0006908	jg29535	AL1G22220
OG0006909	jg29537	AL1G22240
OG0006910	jg29542, jg29544	AL1G22290
OG0006911	jg29553	AL1G22380
OG0006912	jg29599	AL1G22730
OG0006913	jg29605	AL1G22790
OG0006914	jg29615	AL1G22930
OG0006915	jg29617	AL1G22950
OG0006916	jg29654	AL1G23380
OG0006917	jg29669	AL1G23550
OG0006918	jg29685	AL1G23740
OG0006919	jg8223	AL6G53260
OG0006920	jg29713	AL1G24090, AL1G23980
OG0006921	jg29753	AL1G24590
OG0006922	jg29760	AL1G24680
OG0006923	jg29837	AL1G25500
OG0006924	jg29857	AL1G25710
OG0006925	jg29859	AL1G25730
OG0006926	jg29865	AL1G25800
OG0006927	jg29912	AL1G26260
OG0006928	jg29937	AL1G26540
OG0006929	jg29965	AL7G45360, AL1G26820
OG0006930	jg29966	AL1G26830
OG0006931	jg29995	AL1G27160
OG0006932	jg30009	AL1G27310
OG0006933	jg30022	AL1G27460
OG0006934	jg30031	AL1G27540
OG0006935	jg30068	AL1G27930
OG0006936	jg30072	AL1G27970
OG0006937	jg30502	AL1G32490
OG0006937	jg30090	AL1G28150
OG0006938	jg30107	AL1G28310
OG0006939	jg13566	AL5G17580
OG0006940	jg30203, jg30191	AL1G29020
OG0006941	jg30196	nbis-gene-96
OG0006942	jg30242	AL1G29410
OG0006943	jg30259	AL1G29600
OG0006944	jg30288	AL1G29950
OG0006945	jg30294	AL1G30040
OG0006946	jg30305	AL1G30160
OG0006947	jg30307	AL1G30180
OG0006948	jg30309	AL1G30200
OG0006949	jg30321	AL1G30310
OG0006950	jg30356	AL1G30720
OG0006951	jg6068, jg30370	AL1G30910
OG0006952	jg30384	AL1G31050
OG0006953	jg30416	AL1G31450
OG0006954	jg30449	AL1G31800
OG0006955	jg30479	AL1G32260
OG0006956	jg13463	AL5G16560
OG0006956	jg30482	AL1G32290
OG0006958	jg30601	AL1G33580
OG0006959	jg30627	AL1G33830
OG0006960	jg30635	AL1G33920
OG0006961	jg30647	AL1G34090
OG0006962	jg30687	AL1G34510
OG0006963	jg30695	AL1G34590
OG0006964	jg30735	AL1G35020
OG0006965	jg30739	AL1G35080
OG0006966	jg30742	AL1G35110
OG0006967	jg30766	AL1G35500
OG0006968	jg20600	AL8G14060
OG0006969	jg11312	AL7G41600
OG0006970	jg2800	AL2G31350
OG0006971	jg2753	AL2G30900
OG0006972	jg2720	AL2G30570
OG0006973	jg2598	AL2G29210
OG0006974	jg10071	AL7G29170
OG0006975	jg10068	AL7G29140
OG0006976	jg27856	AL3G50190
OG0006977	jg578	AL2G12430
OG0006978	jg592	AL240U10020, AL2G12550
OG0006979	jg677	AL2G13420
OG0006980	jg693	AL2G13600
OG0006981	jg773	AL2G14380
OG0006982	jg794	AL2G14620
OG0006983	jg31258	AL1G40710
OG0006984	jg867	AL2G15350
OG0006985	jg876	AL2G15450
OG0006986	jg1178	AL2G18260
OG0006987	jg430	AL2G10890
OG0006988	jg2578	nbis-gene-570
OG0006989	jg361	AL2G10080
OG0006990	jg12863	AL7G47050
OG0006991	jg20401	AL8G11760
OG0006992	jg20397	AL8G11710
OG0006993	jg20388	AL8G11610
OG0006994	jg20282	AL8G10410
OG0006995	jg20272	AL8G10310
OG0006996	jg25371	AL3G25830
OG0006997	jg20670	AL8G14890
OG0006998	jg7805	AL6G49000
OG0006999	jg9484	AL7G22880
OG0007000	jg9461	AL7G22640
OG0007001	jg32877	AL1G54540, AL1G54590
OG0007002	jg32891	AL1G54720
OG0007003	jg3153	AL2G34900
OG0007004	jg3149	AL2G34860
OG0007006	jg8302, jg8309	AL7G10330
OG0007007	jg8357	AL7G10780
OG0007008	jg8384	AL7G11080
OG0007009	jg8410	AL7G11420
OG0007010	jg8411	AL7G11440
OG0007011	jg8514	AL7G12430, AL7G12410
OG0007012	jg8555	AL7G12880
OG0007013	jg8573	AL7G13150
OG0007014	jg8596	AL7G13420
OG0007015	jg8617	AL7G13690
OG0007016	jg8646	AL2G36200, nbis-gene-1716, AL7G14010
OG0007017	jg8664	AL7G14280
OG0007018	jg8665	AL7G14290
OG0007019	jg8708	AL7G14830
OG0007020	jg8735	AL7G15060
OG0007021	jg8764	AL7G15350
OG0007022	jg8771	AL7G15400
OG0007023	jg8794	AL7G15630
OG0007024	jg813	AL2G14790
OG0007025	jg8845	AL7G16110
OG0007027	jg8857	AL7G16230
OG0007028	jg8867	AL7G16350
OG0007029	jg8874	AL7G16430
OG0007030	jg8882	AL7G16520
OG0007031	jg9171	AL7G19640
OG0007032	jg9170	AL7G19620
OG0007033	jg9164	AL7G19540
OG0007034	jg9134	AL7G19210
OG0007035	jg9132	AL7G19190
OG0007036	jg9116	AL7G19020
OG0007037	jg9109	AL7G18930
OG0007038	jg18484	AL4G29540
OG0007039	jg17228	AL4G18010
OG0007040	jg9074	AL7G18480
OG0007041	jg9059	AL7G18300
OG0007042	jg9020	AL7G17970
OG0007043	jg27363	AL3G44920
OG0007044	jg9005	AL7G17810
OG0007045	jg8995	AL7G17720
OG0007046	jg8975	AL7G17510
OG0007047	jg8972	AL7G17480
OG0007049	jg8958	AL7G17300
