Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI
OG0009223	jg8527	XP_002866918.1
OG0009224	jg11278	XP_020874697.1
OG0009225	jg11267	XP_002870283.1
OG0009226	jg11215	XP_002870260.1
OG0009227	jg11203	XP_020873905.1
OG0009228	jg11167	XP_020872795.1
OG0009229	jg11157	XP_002868198.1
OG0009230	jg2941	XP_020891632.1
OG0009231	jg2945	XP_020889759.1
OG0009232	jg2950	XP_002887472.1
OG0009233	jg2958	XP_002888910.2
OG0009234	jg2987	XP_002887487.1
OG0009235	jg2992	XP_002888932.1
OG0009236	jg3010	XP_002888940.1
OG0009237	jg3026	XP_020891646.1
OG0009238	jg3036	XP_020889634.1
OG0009239	jg3062	XP_002888964.1
OG0009240	jg3063	XP_002888965.1
OG0009241	jg21533	XP_020877397.1
OG0009242	jg3080	XP_002888969.1
OG0009243	jg3089	XP_020890839.1
OG0009244	jg2430	XP_020889959.1
OG0009245	jg2459	XP_020891060.1
OG0009246	jg2475	XP_020891421.1
OG0009247	jg2485	XP_002887219.1
OG0009248	jg2505	XP_002887227.1
OG0009249	jg9582	XP_002869497.1
OG0009250	jg9568	XP_020873170.1
OG0009251	jg9566	XP_002869488.1
OG0009253	jg9548	XP_002869471.1
OG0009254	jg9533	XP_020874783.1
OG0009255	jg22041	XP_002865955.1
OG0009256	jg479	XP_002887934.1
OG0009257	jg478	XP_020891384.1
OG0009258	jg462	XP_020891548.1
OG0009259	jg12579	XP_002870740.1
OG0009260	jg26988	XP_002883656.1
OG0009261	jg12628	XP_020874900.1
OG0009262	jg12631	XP_020872271.1
OG0009263	jg12632	XP_020873173.1
OG0009264	jg21745	XP_002865826.1
OG0009265	jg13827	XP_002877216.1
OG0009266	jg13537	XP_002875402.1
OG0009267	jg13527	XP_020880938.1
OG0009268	jg13519	XP_020879782.1
OG0009269	jg20128	XP_002880286.1
OG0009270	jg13513	XP_020880902.1
OG0009271	jg13468	XP_002875379.1
OG0009272	jg13401	XP_020881959.1
OG0009274	jg13400	XP_020880793.1
OG0009275	jg13398	XP_020881280.1
OG0009276	jg13396	XP_020881058.1
OG0009277	jg13386	XP_020881618.1
OG0009278	jg13384	XP_020880413.1
OG0009279	jg13372	XP_020879888.1
OG0009280	jg13356	XP_020880230.1
OG0009281	jg13332	XP_002875320.2
OG0009282	jg13330	XP_002875318.1
OG0009283	jg13329	XP_002876970.1
OG0009284	jg13271	XP_002876940.1
OG0009285	jg13267	XP_020880390.1
OG0009286	jg13250	XP_020879979.1
OG0009287	jg21670	XP_020871315.1
OG0009288	jg13233	XP_020882201.1
OG0009289	jg21737	XP_002864076.2
OG0009290	jg2533	XP_002887238.1
OG0009291	jg2519	XP_020891193.1
OG0009292	jg21139	XP_020891361.1
OG0009293	jg20480	XP_002865214.1
OG0009294	jg20496	XP_020871630.1
OG0009295	jg21217	XP_020870843.1
OG0009296	jg20509	XP_002863460.1
OG0009297	jg20510	XP_020871281.1
OG0009298	jg20558	XP_002863489.1
OG0009299	jg1802	XP_002888302.1
OG0009300	jg20604	XP_020885876.1
OG0009301	jg20615	XP_002865286.1, XP_002863535.1
OG0009302	jg33098	XP_020866726.1
OG0009303	jg33153	XP_002894237.2
OG0009304	jg33165	XP_020870394.1
OG0009305	jg33176	XP_002891571.2
OG0009306	jg33180	XP_020867278.1
OG0009307	jg30014	XP_020866385.1
OG0009308	jg33285	XP_020870847.1
OG0009309	jg33329	XP_020868162.1
OG0009310	jg33332	XP_002894330.1
OG0009311	jg33368	XP_020869290.1
OG0009312	jg33447	XP_002894386.1
OG0009313	jg33450	XP_020868988.1
OG0009314	jg33458	XP_020869503.1
OG0009315	jg33500	XP_002894417.1
OG0009316	jg20971	XP_002863705.1
OG0009317	jg18456	XP_002881291.2
OG0009318	jg18470	XP_020882861.1
OG0009319	jg18486	XP_020884020.1
OG0009320	jg18502	XP_002881318.1
OG0009322	jg18519	XP_002881326.1
OG0009323	jg18553	XP_020883207.1
OG0009324	jg18557	XP_002879502.1
OG0009325	jg18566	XP_002879508.1
OG0009326	jg18568	XP_002881348.1
OG0009327	jg18590	XP_002879512.1
OG0009328	jg18599	XP_020883018.1
OG0009329	jg18603	XP_020884734.1
OG0009330	jg18608	XP_002879524.1
OG0009331	jg18632	XP_002881379.1
OG0009332	jg18648	XP_002879543.1
OG0009333	jg18664	XP_020884542.1
OG0009334	jg18694	XP_020883693.1
OG0009335	jg18697	XP_002879565.1
OG0009336	jg18709	XP_002879573.1
OG0009337	jg18712	XP_002879574.1
OG0009338	jg18714	XP_020883698.1
OG0009339	jg10641	XP_002867938.2
OG0009340	jg19200	XP_002879817.1
OG0009341	jg10664	XP_020874534.1
OG0009342	jg10700	XP_020874305.1
OG0009343	jg10689	XP_002867966.1
OG0009344	jg10687	XP_002867965.1
OG0009345	jg10804	XP_020875354.1
OG0009346	jg10814	XP_020874070.1
OG0009347	jg10832	XP_002868035.1
OG0009348	jg10833	XP_002870084.1
OG0009349	jg10851	XP_002870092.1
OG0009350	jg10892	XP_002870113.1
OG0009351	jg10895	XP_002868076.1
OG0009352	jg10897	XP_002868078.1
OG0009353	jg13991	XP_002875592.1
OG0009354	jg14976	XP_002876060.1
OG0009355	jg14967	XP_002876053.1
OG0009356	jg30248	XP_002892940.2
OG0009357	jg14952	XP_002877770.1
OG0009358	jg14935	XP_002877758.1
OG0009359	jg14926	XP_002877750.1
OG0009360	jg14922	XP_020881437.1
OG0009361	jg14911	XP_002877747.2
OG0009362	jg14907, jg15549	XP_020881880.1
OG0009363	jg10154	XP_020873419.1
OG0009364	jg21678	XP_020885293.1
OG0009365	jg21930	XP_020866916.1
OG0009366	jg21916	XP_002864158.1
OG0009367	jg21864, jg22267, jg22276	XP_002864135.2
OG0009368	jg21810	XP_002865859.2
OG0009369	jg13985	XP_002877261.1
OG0009370	jg27359	XP_002885847.1
OG0009371	jg27443	XP_020888076.1
OG0009372	jg27576	XP_020888072.1
OG0009373	jg27602	XP_002885975.1
OG0009374	jg27606	XP_020886008.1
OG0009375	jg27668	XP_002886213.1
OG0009376	jg27770	XP_020888000.1
OG0009377	jg16303	XP_002878450.1, XP_002886992.1
OG0009378	jg27845	XP_020887617.1
OG0009379	jg27849	XP_020889279.1
OG0009380	jg10074	XP_002869739.1
OG0009381	jg10078	XP_020873608.1
OG0009382	jg10100	XP_002869758.1
OG0009383	jg10096	XP_020873761.1
OG0009384	jg10224	XP_020873599.1
OG0009385	jg10227	XP_002867739.1
OG0009386	jg10254	XP_020873637.1
OG0009387	jg10270	XP_002869817.2
OG0009388	jg10299	XP_020873706.1
OG0009389	jg10327	XP_002869840.1
OG0009390	jg12836	XP_020875603.1
OG0009391	jg10356	XP_020873814.1
OG0009392	jg12818	XP_002870621.1
OG0009393	jg10567	XP_002867898.1
OG0009394	jg10549	XP_020872465.1
OG0009395	jg10541	XP_002869942.1
OG0009396	jg10527, jg10520, jg10515	XP_020874732.1
OG0009397	jg10514, jg10526	XP_002867883.1
OG0009398	jg10501	XP_002869928.1
OG0009399	jg14277	XP_002875715.1
OG0009400	jg30220	XP_020869202.1
OG0009401	jg10463	XP_020874073.1
OG0009402	jg10448	XP_020886920.1, XP_020875595.1
OG0009403	jg10433	XP_002869893.1
OG0009404	jg13136	XP_002876879.1
OG0009406	jg28299	XP_002886302.1
OG0009407	jg21190	XP_002863819.1
OG0009408	jg11020	XP_002868142.1
OG0009409	jg10999	XP_002870157.1
OG0009410	jg10983	XP_020873981.1, XP_020873982.1
OG0009411	jg10963	XP_020873975.1
OG0009412	jg10955	XP_020872071.1
OG0009413	jg10950, jg28045	XP_002870137.1
OG0009414	jg10916	XP_002868088.1
OG0009415	jg10911	XP_002868086.1
OG0009416	jg23915	XP_020887817.1
OG0009417	jg23928	XP_020886882.1
OG0009418	jg23930	XP_002884269.2
OG0009419	jg23948	XP_020886092.1
OG0009420	jg23959	XP_020886962.1
OG0009421	jg23722	XP_002865052.1
OG0009422	jg23747	XP_020890730.1
OG0009423	jg23748	XP_002865067.1
OG0009424	jg14588	XP_002875870.1
OG0009425	jg23751	XP_002865069.1
OG0009426	jg23774	XP_020883882.1
OG0009427	jg23778	XP_020883935.1
OG0009428	jg16415	XP_020879986.1
OG0009429	jg16412, jg16396, jg16404	XP_020882369.1
OG0009430	jg16382	XP_002878496.1
OG0009431	jg16367	XP_002878489.2
OG0009432	jg16361	XP_020879778.1
OG0009433	jg16312	XP_020880113.1
OG0009434	jg16310	XP_020872231.1, XP_020880111.1
OG0009435	jg16298	XP_002878447.1, XP_002886995.1
OG0009436	jg16259	XP_002878423.1
OG0009437	jg16256	XP_020880851.1
OG0009438	jg24445	XP_020871341.1
OG0009439	jg16249	XP_020880827.1
OG0009440	jg16247	XP_020880816.1
OG0009441	jg16223	XP_020880810.1
OG0009442	jg32489	XP_002878376.1
OG0009443	jg18514	XP_020884731.1
OG0009444	jg16172	XP_020881578.1
OG0009445	jg16164	XP_020880000.1
OG0009446	jg16154	XP_020882045.1
OG0009447	jg16125	XP_020881340.1
OG0009448	jg16117	XP_002876569.1
OG0009449	jg16112	XP_020880430.1
OG0009450	jg16111	XP_002878340.1
OG0009451	jg16106	XP_002878336.1
OG0009452	jg16103	XP_002878335.2
OG0009453	jg16047	XP_020880247.1
OG0009454	jg15994	XP_020881165.1
OG0009455	jg15992	XP_020882000.1
OG0009456	jg15979	XP_020880167.1
OG0009457	jg15974	XP_020881019.1
OG0009458	jg15968	XP_020879610.1
OG0009459	jg15927	XP_002878249.1
OG0009460	jg15907	XP_002878240.1
OG0009461	jg15899	XP_020880594.1
OG0009462	jg15891	XP_002878231.1
OG0009463	jg15881	XP_002878226.1
OG0009464	jg15871	XP_002876463.1
OG0009465	jg15839	XP_020882013.1
OG0009466	jg15834	XP_002878190.1
OG0009467	jg15819	XP_002876449.1
OG0009468	jg15806	XP_002876442.1
OG0009469	jg15719, jg15661	XP_020880189.1
OG0009470	jg15670	XP_002876398.2
OG0009471	jg15678	XP_020881248.1
OG0009472	jg15690	XP_002876389.1
OG0009474	jg15623	XP_020881349.1
OG0009475	jg15599	XP_002878077.2
OG0009476	jg15565	XP_002878055.1
OG0009477	jg15540	XP_020882246.1
OG0009478	jg15495	XP_002878038.1
OG0009479	jg15481	XP_020880023.1
OG0009480	jg15475	XP_020882421.1
OG0009481	jg15465	XP_002876292.1
OG0009482	jg15463	XP_002876290.1
OG0009483	jg15432	XP_020881680.1
OG0009484	jg15429	XP_002876277.1
OG0009485	jg15409	XP_020881416.1
OG0009486	jg15407	XP_020881252.1
OG0009487	jg15403	XP_020882037.1
OG0009489	jg15372	XP_002877971.1
OG0009491	jg15362	XP_020881263.1
OG0009492	jg15357	XP_020882385.1
OG0009493	jg15355	XP_002877960.1
OG0009494	jg15350	XP_002877956.1
OG0009495	jg30634, jg24040	XP_002893137.1
OG0009496	jg15341	XP_002876238.1
OG0009497	jg15321	XP_020881326.1
OG0009498	jg15281	XP_020880625.1
OG0009499	jg15253	XP_020882275.1
OG0009500	jg15251	XP_020881976.1
OG0009501	jg15250	XP_020882285.1
OG0009502	jg15246	XP_002877903.2
OG0009503	jg15210	XP_020881381.1
OG0009504	jg15209	XP_002877890.1
OG0009505	jg15179	XP_002876157.1
OG0009506	jg22142	XP_002864283.1
OG0009507	jg22126	XP_002864265.1
OG0009508	jg22080	XP_020885204.1
OG0009509	jg22079	XP_002864250.1
OG0009510	jg22068	XP_020872011.1
OG0009511	jg22066	XP_002864244.1
OG0009512	jg22056	XP_002864237.1
OG0009513	jg22054	XP_020866449.1
OG0009514	jg11055	XP_002870182.1
OG0009515	jg26767	XP_020889494.1
OG0009516	jg26779	XP_002885656.1
OG0009517	jg26857	XP_002885694.1
OG0009517	jg26856	XP_002885686.1, XP_002883585.1
OG0009518	jg27102	XP_020888718.1
OG0009519	jg26726	XP_002885629.1
OG0009520	jg27105, jg26737	XP_002885639.1
OG0009521	jg2140	XP_020891491.1
OG0009523	jg2258	XP_020891343.1
OG0009526	jg2293	XP_020890661.1
OG0009527	jg2310	XP_020890573.1
OG0009528	jg2376	XP_020891137.1
OG0009529	jg2374	XP_002887161.1
OG0009530	jg2358	XP_002888638.1
OG0009531	jg2356	XP_020891777.1
OG0009532	jg2381	XP_020891732.1
OG0009533	jg2385	XP_002887172.2
OG0009534	jg2408	XP_002887182.2
OG0009535	jg12037	XP_002870472.2
OG0009536	jg12044	XP_020874640.1
OG0009537	jg21458	XP_002865682.1
OG0009538	jg27940	XP_002884095.2
OG0009539	jg27961	XP_002886149.1
OG0009540	jg28038	XP_002884146.1
OG0009541	jg28084	XP_002886248.2
OG0009542	jg28142	XP_020886456.1
OG0009543	jg28143	XP_020886453.1
OG0009544	jg28164	XP_020885899.1
OG0009545	jg19398	XP_020883226.1
OG0009546	jg19375	XP_020884298.1
OG0009547	jg19352	XP_020883147.1
OG0009548	jg19344	XP_020885563.1
OG0009549	jg19339	XP_002879888.1
OG0009550	jg19330	XP_020884297.1
OG0009551	jg19313	XP_002879873.1
OG0009552	jg19312	XP_020885047.1
OG0009553	jg19293	XP_002881718.1
OG0009554	jg19284	XP_002879865.1
OG0009555	jg19272	XP_020884759.1
OG0009556	jg19250	XP_020883885.1
OG0009557	jg19247	XP_020885674.1
OG0009558	jg19218	XP_020885427.1
OG0009559	jg19213	XP_020885108.1
OG0009560	jg19210	XP_002879823.1
OG0009561	jg19209	XP_020885114.1
OG0009562	jg19191	XP_002879812.2
OG0009563	jg14034	XP_020881675.1
OG0009564	jg19174	XP_002881660.1
OG0009565	jg19170	XP_020885188.1, XP_020871527.1
OG0009566	jg19162	XP_020883756.1
OG0009567	jg19132	XP_002881637.1
OG0009568	jg19097	XP_002881631.1
OG0009569	jg19071	XP_002879771.1
OG0009570	jg19063	XP_020885330.1
OG0009571	jg19062	XP_002879764.1
OG0009572	jg19057	XP_020885243.1
OG0009573	jg19055	XP_020883841.1
OG0009574	jg19053	XP_020883843.1
OG0009575	jg19045	XP_020885084.1
OG0009576	jg19044	XP_002879756.2
OG0009577	jg19034	XP_020882855.1
OG0009578	jg19032	XP_002881599.1
OG0009579	jg19009	XP_020882676.1
OG0009580	jg18996	XP_002881574.1
OG0009581	jg18979	XP_020885159.1
OG0009582	jg18972	XP_020884790.1
OG0009583	jg18964	XP_002881557.1
OG0009584	jg12927	XP_002875070.1
OG0009585	jg18950	XP_002879711.1
OG0009586	jg18941	XP_020882729.1
OG0009587	jg18895	XP_020884875.1
OG0009588	jg18890	XP_020883436.1
OG0009589	jg18885	XP_020882859.1
OG0009590	jg13019	XP_002875109.1
OG0009591	jg18882	XP_002879662.1
OG0009592	jg7211	XP_002874500.1
OG0009593	jg18874	XP_002879658.1
OG0009594	jg18859	XP_002881491.1
OG0009595	jg18850	XP_020884272.1
OG0009596	jg18835	XP_002881482.1
OG0009597	jg18833	XP_002879630.2
OG0009598	jg7657	XP_020877677.1
OG0009599	jg7661	XP_020877750.1
OG0009600	jg7689	XP_002872684.1
OG0009601	jg7696	XP_002874796.2
OG0009602	jg7713	XP_002874806.1
OG0009603	jg12938	XP_002875075.1
OG0009604	jg7740	XP_002874817.1
OG0009605	jg7608	XP_020877674.1
OG0009606	jg7639	XP_020877741.1
OG0009607	jg7642	XP_020877728.1
OG0009608	jg7645	XP_002874771.1
OG0009609	jg16534	XP_020884100.1
OG0009610	jg16543	XP_020884326.1
OG0009611	jg16573	XP_020883409.1
OG0009612	jg16580	XP_020884184.1
OG0009613	jg16604	XP_020882745.1
OG0009614	jg16605	XP_002880404.1
OG0009615	jg16806	XP_002880505.1
OG0009616	jg16846	XP_020885336.1
OG0009617	jg16839	XP_002880525.1
OG0009618	jg21415, jg16908	XP_020885751.1
OG0009619	jg17087	XP_002880669.1
OG0009620	jg17051	XP_002878825.1
OG0009621	jg17349	XP_020882784.1
OG0009622	jg17328	XP_020884443.1
OG0009623	jg17314	XP_020883372.1
OG0009624	jg17363	XP_020882815.1
OG0009625	jg10014	XP_002869708.1
OG0009626	jg32570	XP_002893967.1
OG0009627	jg17168	XP_002880700.1
OG0009628	jg32388	XP_002891232.1
OG0009629	jg32284	XP_020869568.1
OG0009630	jg32217	XP_020869395.1
OG0009631	jg32164	XP_020868806.1
OG0009632	jg32161	XP_020870139.1
OG0009633	jg32115	XP_020868640.1
OG0009634	jg32042	XP_020868500.1
OG0009635	jg32402, jg32408	XP_002893773.1
OG0009636	jg7291	XP_002872460.1
OG0009637	jg7287	XP_002872459.2
OG0009638	jg7101, jg7138	XP_020877467.1
OG0009639	jg7077	XP_020877477.1
OG0009640	jg7382	XP_002872510.1
OG0009641	jg7412	XP_020878669.1
OG0009642	jg7416	XP_020879539.1
OG0009643	jg7424	XP_020878346.1
OG0009644	jg7430	XP_020878080.1
OG0009645	jg7578	XP_020876840.1
OG0009646	jg5785	XP_002873939.1
OG0009647	jg5788	XP_002871876.1
OG0009648	jg6539	XP_020876088.1
OG0009649	jg6542	XP_020876781.1
OG0009650	jg6547	XP_020878691.1
OG0009651	jg6557	XP_020875862.1
OG0009652	jg6574	XP_020879066.1
OG0009653	jg6589	XP_002872246.1
OG0009654	jg6604	XP_002872252.1
OG0009655	jg13184	XP_002876899.1
OG0009656	jg6621	XP_020876942.1
OG0009657	jg6643	XP_020876875.1
OG0009658	jg6656	XP_020876935.1
OG0009659	jg6657	XP_002874372.1
OG0009660	jg6774	XP_002874422.1
OG0009661	jg28214	XP_002886005.1
OG0009662	jg28219	XP_020888825.1
OG0009663	jg28228	XP_020887554.1
OG0009664	jg28246	XP_002886273.1
OG0009665	jg28252	XP_020887675.1
OG0009666	jg28267	XP_002886281.1
OG0009667	jg28307	XP_020887862.1
OG0009668	jg14404	XP_002875776.1
OG0009670	jg14402	XP_020882529.1
OG0009671	jg20220	XP_020885097.1
OG0009672	jg20217	XP_020883158.1
OG0009673	jg20213	XP_002880338.1
OG0009673	jg9022	XP_002867172.1
OG0009674	jg20209, jg28200	XP_020874861.1, XP_020884407.1
OG0009675	jg20206	XP_020874885.1, XP_002882136.1
OG0009676	jg20204	XP_020874876.1, XP_020884406.1
OG0009677	jg20197	XP_020882912.1
OG0009678	jg20182	XP_002882126.1
OG0009679	jg20079	XP_002880262.1
OG0009680	jg20077	XP_002880260.1
OG0009681	jg20070	XP_002880255.1
OG0009682	jg20058	XP_020884075.1
OG0009683	jg9739	XP_020873640.1
OG0009684	jg20057	XP_002882072.1
OG0009685	jg20056	XP_020883109.1
OG0009686	jg20046	XP_020884577.1
OG0009687	jg32626	XP_002891292.1
OG0009688	jg20026	XP_020885825.1
OG0009689	jg20022	XP_020883020.1
OG0009690	jg20015	XP_002880221.1
OG0009691	jg20008	XP_002882050.1
OG0009692	jg20000	XP_020883402.1
OG0009693	jg19971	XP_020885574.1
OG0009694	jg19969	XP_020883901.1
OG0009695	jg19968	XP_020883898.1
OG0009696	jg19958	XP_002882023.1
OG0009697	jg19942	XP_020885584.1
OG0009698	jg19941	XP_002882016.2
OG0009699	jg19934	XP_020882833.1
OG0009700	jg26962, jg19914	XP_002880168.1
OG0009701	jg19912	XP_002882003.2
OG0009702	jg19908	XP_002882001.1
OG0009703	jg19899	XP_002880158.1
OG0009704	jg19872	XP_002880154.1
OG0009705	jg19870	XP_002880152.1
OG0009706	jg19831	XP_002881977.1
OG0009707	jg19796	XP_002880111.1
OG0009708	jg19770	XP_002880093.1
OG0009709	jg19760	XP_002880085.2
OG0009710	jg19728	XP_020884221.1
OG0009711	jg19684	XP_002881907.1
OG0009712	jg19667	XP_020883360.1
OG0009713	jg19662	XP_020883301.1
OG0009714	jg15990, jg19660	XP_002881895.1
OG0009715	jg19629	XP_020885826.1
OG0009716	jg19628	XP_020884148.1
OG0009717	jg19618	XP_020885411.1
OG0009718	jg19613	XP_020885406.1
OG0009719	jg20389	XP_020868342.1
OG0009720	jg19601	XP_002881875.1
OG0009721	jg19573	XP_020885461.1
OG0009722	jg19572	XP_020885459.1
OG0009723	jg19546	XP_002879984.1, XP_002862495.1
OG0009724	jg19545	XP_020867124.1, XP_020885340.1
OG0009725	jg19539	XP_002879982.1
OG0009726	jg19532	XP_020884269.1
OG0009727	jg19460, jg26670	XP_020884199.1
OG0009728	jg19476	XP_020884032.1
OG0009729	jg19479	XP_020884034.1
OG0009730	jg19433	XP_020883889.1
OG0009731	jg26081	XP_020886333.1
OG0009732	jg20360	XP_020887097.1
OG0009733	jg23994	XP_020886317.1
OG0009734	jg24023	XP_002884306.1
OG0009736	jg24054	XP_002884317.1
OG0009737	jg24073	XP_020887334.1
OG0009738	jg24080	XP_020886871.1
OG0009739	jg24106	XP_002882254.1
OG0009740	jg24117	XP_020887905.1
OG0009741	jg24145	XP_020887187.1
OG0009742	jg24152	XP_002884362.1
OG0009743	jg24154	XP_002884363.1
OG0009744	jg24184	XP_020888670.1
OG0009745	jg24202	XP_020887852.1
OG0009746	jg24257	XP_020887017.1
OG0009747	jg24268	XP_002884425.1
OG0009748	jg24313	XP_020889020.1
OG0009749	jg24319	XP_002882351.1
OG0009750	jg24336	XP_002882363.1
OG0009751	jg24337	XP_020886591.1
OG0009752	jg24343	XP_020888471.1
OG0009753	jg24350	XP_020888964.1
OG0009754	jg24353	XP_020888965.1
OG0009755	jg24359	XP_020886530.1
OG0009756	jg24379	XP_002882382.1
OG0009757	jg24392	XP_020888680.1
OG0009758	jg24403	XP_020887059.1
OG0009759	jg24413	XP_002882397.1
OG0009760	jg24481	XP_020887072.1
OG0009761	jg24537	XP_020887654.1
OG0009762	jg24539	XP_002884557.2
OG0009763	jg24555	XP_002882456.2
OG0009764	jg24559	XP_002882459.1
OG0009765	jg24560	XP_020886810.1
OG0009766	jg24577	XP_002884578.1
OG0009767	jg24598	XP_002884589.1
OG0009769	jg24629	XP_020888898.1
OG0009770	jg9769	XP_020873835.1
OG0009771	jg24639	XP_020885978.1
OG0009772	jg24657	XP_002882509.1
OG0009773	jg24660	XP_002884625.1
OG0009774	jg24664	XP_002882512.1
OG0009775	jg24671	XP_002882516.1
OG0009776	jg24683	XP_020886553.1
OG0009777	jg24684	XP_002884641.1
OG0009778	jg24689	XP_020889414.1
OG0009779	jg24709	XP_020887273.1
OG0009780	jg24721	XP_020885965.1
OG0009781	jg24723	XP_020886391.1
OG0009782	jg24735	XP_002882549.1
OG0009783	jg24751	XP_020886253.1
OG0009784	jg24752	XP_002882562.1
OG0009785	jg24753	XP_002882563.1
OG0009786	jg24754	XP_020888170.1
OG0009787	jg9661	XP_020872159.1
OG0009788	jg24761	XP_020887426.1
OG0009789	jg24765	XP_020889442.1
OG0009790	jg24775	XP_020887357.1
OG0009791	jg24820	XP_002882599.1
OG0009792	jg24830	XP_002882604.1
OG0009793	jg24851	XP_002884726.1, XP_002862960.2
OG0009794	jg24857	XP_020888591.1
OG0009795	jg24866	XP_002884733.1
OG0009796	jg24910	XP_020888370.1
OG0009797	jg24927	XP_020888737.1
OG0009798	jg24947	XP_002882654.1
OG0009799	jg24949	XP_020887297.1
OG0009800	jg24969	XP_020888890.1
OG0009801	jg24989	XP_002884795.1
OG0009802	jg4212	XP_002871106.1
OG0009802	jg24995	XP_020888985.1
OG0009803	jg2068	XP_002887019.1
OG0009804	jg25008	XP_002882690.1
OG0009805	jg25031	XP_002884817.1
OG0009806	jg25042	XP_020887368.1
OG0009807	jg25053	XP_020890125.1, XP_020888217.1
OG0009808	jg25094	XP_020888260.1
OG0009809	jg25101	XP_002884847.1
OG0009811	jg25148	XP_020888201.1
OG0009812	jg25150	XP_020888231.1
OG0009813	jg25158	XP_020888277.1
OG0009814	jg25174	XP_020888278.1
OG0009815	jg25179	XP_020888309.1
OG0009816	jg25186	XP_020888293.1
OG0009817	jg25192	XP_020888234.1
OG0009818	jg25211	XP_020888232.1
OG0009819	jg28034	XP_020878756.1
OG0009820	jg25227	XP_020887931.1
OG0009821	jg25236	XP_020885935.1
OG0009822	jg25238	XP_020886355.1
OG0009823	jg25261	XP_002882800.1
OG0009824	jg25273	XP_020889344.1
OG0009825	jg25275	XP_020889348.1
OG0009826	jg25276	XP_020889349.1
OG0009827	jg25297	XP_020888530.1
OG0009828	jg25304	XP_020887694.1
OG0009829	jg25315	XP_002884963.1
OG0009830	jg25337	XP_002882830.1
OG0009831	jg25514, jg25346	XP_002884975.1
OG0009832	jg25367	XP_020888551.1
OG0009833	jg25368	XP_002882842.1
OG0009834	jg25415	XP_002885011.1
OG0009835	jg25433	XP_002882873.1
OG0009836	jg25436	XP_020886985.1
OG0009837	jg25438	XP_002885027.1, XP_020888655.1
OG0009838	jg25439	XP_020889365.1
OG0009839	jg21184	XP_002865562.1
OG0009840	jg25446	XP_020886672.1
OG0009841	jg25456	XP_002885044.1
OG0009842	jg25491	XP_002885053.1
OG0009843	jg25532	XP_002885068.1
OG0009844	jg25533	XP_020886654.1
OG0009845	jg9776	XP_020873709.1
OG0009846	jg25549	XP_020887184.1
OG0009847	jg25550	XP_020887186.1
OG0009848	jg25553	XP_002885078.2
OG0009849	jg25569	XP_002885083.1
OG0009850	jg25600	XP_002882952.1
OG0009851	jg25628	XP_002885111.1
OG0009852	jg25658	XP_020887887.1
OG0009853	jg25660	XP_020889011.1
OG0009854	jg25662	XP_002882983.1
OG0009855	jg25668	XP_002885130.1
OG0009856	jg25683	XP_020888624.1
OG0009857	jg25688	XP_020889183.1
OG0009858	jg25762	XP_020889145.1
OG0009859	jg25763	XP_020889118.1
OG0009860	jg25814	XP_002883054.1
OG0009861	jg9694	XP_020874018.1
OG0009861	jg9692	XP_020874017.1
OG0009862	jg25895	XP_020889154.1
OG0009863	jg25910	XP_002883095.1
OG0009864	jg25926	XP_002883104.1
OG0009865	jg14798	XP_002877681.1
OG0009866	jg25948	XP_020886620.1
OG0009867	jg25952	XP_002883123.1
OG0009868	jg13049	XP_020881088.1
OG0009869	jg25969	XP_002885254.1
OG0009870	jg25973	XP_020887393.1
OG0009871	jg25982	XP_020889438.1
OG0009872	jg25987	XP_002883140.1
OG0009873	jg25993	XP_020887093.1
OG0009874	jg25997	XP_020888702.1
OG0009875	jg26013	XP_020887505.1
OG0009876	jg26034	XP_020887460.1
OG0009877	jg26038	XP_020888402.1
OG0009878	jg26042	XP_020887643.1
OG0009879	jg26046	XP_002883162.1
OG0009880	jg26052	XP_002885297.1
OG0009881	jg12909	XP_020881657.1
OG0009882	jg26090	XP_002885311.1
OG0009883	jg26092	XP_020888181.1
OG0009884	jg937, jg26112	XP_002883196.1
OG0009885	jg26114, jg21262, jg21251	XP_020887626.1
OG0009886	jg26132	XP_002885336.1
OG0009887	jg29621	XP_002892657.1
OG0009888	jg26146	XP_020887414.1
OG0009889	jg26171	XP_020888190.1
OG0009890	jg26172	XP_020888189.1
OG0009891	jg26178	XP_020888887.1
OG0009892	jg26187	XP_002885366.1
OG0009893	jg26227	XP_002885393.1
OG0009894	jg26258	XP_002885409.1
OG0009895	jg12482	XP_002870798.1
OG0009896	jg12430	XP_002868750.1
OG0009897	jg16936	XP_002880588.1
OG0009898	jg12407	XP_002868760.1
OG0009899	jg12386	XP_020875447.1
OG0009900	jg12324	XP_002870862.1
OG0009901	jg12170	XP_020874764.1
OG0009902	jg12068	XP_020875059.1
OG0009903	jg12064	XP_020874235.1
OG0009904	jg21246	XP_020882963.1
OG0009905	jg26597	XP_020887661.1
OG0009906	jg26595	XP_020887662.1
OG0009907	jg26558	XP_002883405.1
OG0009908	jg26530	XP_002883385.1
OG0009909	jg28319	XP_002884228.1, XP_020886813.1
OG0009910	jg26513	XP_020886693.1
OG0009911	jg26469	XP_002883363.2
OG0009912	jg26456	XP_002883353.1
OG0009913	jg26452	XP_020886721.1
OG0009914	jg26425	XP_002885479.1
OG0009915	jg13711	XP_002875487.1
OG0009915	jg26409	XP_020885994.1
