Orthogroup	Arabidopsis_arenosa	Conringia_planisiliqua
OG0010874	jg3853	CP11_g33731_DN3_SP6_c.t1
OG0010875	jg3830	CP10_g43886_DN3_SP0_c.t1
OG0010876	jg3818	CP11_g33760_DN3_SP3_c.t1
OG0010877	jg3810	CP11_g33767_DN3_SP8_c.t1
OG0010878	jg12671	CP5_g1357_DN3_SP2_c.t1
OG0010879	jg12675	CP5_g1354_DN3_SP0_c.t1
OG0010880	jg12715	CP19_g17939_DN3_SP8_c.t1
OG0010881	jg12738	CP19_g17913_DN3_SP8_c.t1
OG0010882	jg12760	CP19_g17889_DN3_SP5_c.t1
OG0010883	jg12768	CP19_g17884_DN3_SP5_c.t1
OG0010884	jg12782	CP19_g17868_DN3_SP0_c.t1
OG0010885	jg33805	CP5_g3245_DN3_SP0_c.t1, CP44_g20918_DN3_SP0_c.t1
OG0010887	jg3787	CP9_g29739_DN3_SP4_c.t1
OG0010888	jg3794	CP9_g29748_DN3_SP0_c.t1
OG0010890	jg3738	CP9_g29684_DN3_SP1_c.t1
OG0010891	jg3727	CP9_g29674_DN3_SP3_c.t1
OG0010893	jg3678	CP9_g29627_DN3_SP8_c.t1
OG0010894	jg3652	CP9_g29599_DN3_SP8_c.t1
OG0010895	jg3624	CP9_g29574_DN3_SP0_c.t1
OG0010896	jg3590	CP9_g29544_DN3_SP8_c.t1
OG0010897	jg14436	CP3_g14753_DN1_SP0_c.t1
OG0010898	jg3546	CP9_g29502_DN3_SP0_c.t1
OG0010900	jg3516	CP9_g29478_DN3_SP0_c.t1
OG0010901	jg3504	CP9_g29468_DN3_SP7_c.t1
OG0010902	jg3500	CP9_g29465_DN3_SP0_c.t1
OG0010903	jg3482	CP9_g29450_DN3_SP6_c.t1
OG0010904	jg3479	CP9_g29447_DN3_SP2_c.t1
OG0010905	jg3460, jg3457	CP9_g29428_DN3_SP3_c.t1
OG0010906	jg3443	CP9_g29414_DN3_SP2_c.t1
OG0010907	jg3429	CP9_g29402_DN3_SP1_c.t1
OG0010908	jg3412	CP9_g29386_DN3_SP4_c.t1
OG0010909	jg3410	CP9_g29384_DN2_SP0_c.t1
OG0010910	jg3392	CP9_g29368_DN3_SP8_c.t1
OG0010911	jg3375	CP9_g29351_DN3_SP7_c.t1
OG0010913	jg26165	CP12_g30364_DN3_SP0_c.t1
OG0010914	jg13960	CP3_g16538_DN3_SP2_c.t1
OG0010915	jg3288	CP9_g29271_DN3_SP2_c.t1
OG0010916	jg16889	CP16_g55076_DN3_SP2_c.t1
OG0010917	jg3261	CP2_g48867_DN3_SP1_c.t1
OG0010918	jg28591	CP1_g36791_DN2_SP0_c.t1
OG0010919	jg3227	CP9_g29211_DN3_SP2_c.t1
OG0010920	jg3188	CP9_g29170_DN3_SP8_c.t1
OG0010921	jg3168	CP9_g29151_DN2_SP8_c.t1
OG0010922	jg3165	CP9_g29147_DN2_SP0_c.t1
OG0010923	jg27880	CP10_g43795_DN3_SP8_c.t1
OG0010924	jg27881	CP10_g43794_DN3_SP8_c.t1
OG0010925	jg27897	CP10_g43780_DN3_SP6_c.t1
OG0010926	jg26067	CP12_g30270_DN3_SP5_c.t1
OG0010927	jg22256	CP8_g53421_DN3_SP0_c.t1
OG0010928	jg15908, jg14540	CP3_g14652_DN3_SP0_c.t1
OG0010929	jg14544	CP3_g14649_DN3_SP8_c.t1
OG0010930	jg33827	CP7_g46481_DN1_SP8_c.t1
OG0010931	jg33799	CP7_g46462_DN3_SP6_c.t1
OG0010932	jg33689	CP7_g46378_DN3_SP7_c.t1
OG0010933	jg33641	CP7_g46328_DN3_SP8_c.t1
OG0010934	jg32656	CP1_g39067_DN3_SP8_c.t1
OG0010935	jg33596	CP7_g46293_DN3_SP0_c.t1
OG0010936	jg33588	CP7_g46288_DN3_SP1_c.t1
OG0010937	jg33559	CP7_g46273_DN3_SP1_c.t1
OG0010938	jg33555	CP7_g46267_DN3_SP5_c.t1
OG0010939	jg33522	CP7_g46238_DN3_SP0_c.t1
OG0010940	jg17335	CP18_g12108_DN3_SP8_c.t1
OG0010941	jg33518	CP7_g46234_DN3_SP4_c.t1
OG0010942	jg18745	CP4_g25130_DN3_SP8_c.t1
OG0010943	jg18752	CP4_g25125_DN3_SP0_c.t1
OG0010944	jg18753	CP4_g25124_DN1_SP0_c.t1
OG0010945	jg18774	CP4_g25101_DN3_SP8_c.t1
OG0010946	jg18783	CP4_g25092_DN3_SP0_c.t1
OG0010947	jg18801	CP4_g25078_DN3_SP0_c.t1
OG0010948	jg14267, jg14263	CP3_g14932_DN3_SP3_c.t1
OG0010949	jg14241	CP3_g14960_DN3_SP6_c.t1
OG0010950	jg14160	CP3_g15212_DN3_SP5_c.t1
OG0010952	jg11844	CP5_g3311_DN3_SP2_c.t1
OG0010953	jg11967	CP5_g2119_DN3_SP8_c.t1
OG0010954	jg22008	CP8_g53244_DN3_SP0_c.t1
OG0010955	jg21669	CP8_g52594_DN3_SP3_c.t1
OG0010956	jg21646	CP8_g52223_DN3_SP5_c.t1
OG0010957	jg11864, jg11765	CP6_g8903_DN3_SP8_c.t1
OG0010958	jg11570	CP6_g8643_DN3_SP0_c.t1
OG0010959	jg11535	CP6_g8267_DN3_SP4_c.t1
OG0010961	jg11410	CP6_g7598_DN3_SP0_c.t1
OG0010962	jg11392	CP6_g7589_DN3_SP0_c.t1
OG0010963	jg27201	CP7_g46266_DN3_SP6_c.t1
OG0010964	jg11362	CP6_g7545_DN3_SP1_c.t1
OG0010965	jg11352	CP6_g7529_DN3_SP0_c.t1
OG0010966	jg11372	CP6_g7557_DN3_SP8_c.t1
OG0010967	jg11303	CP6_g7483_DN3_SP6_c.t1
OG0010968	jg11265	CP6_g7444_DN3_SP2_c.t1
OG0010969	jg12465	CP5_g1574_DN3_SP8_c.t1
OG0010970	jg11246	CP6_g7420_DN3_SP4_c.t1
OG0010971	jg13345	CP13_g19357_DN3_SP8_c.t1
OG0010972	jg11207	CP6_g7388_DN3_SP2_c.t1
OG0010973	jg11199	CP6_g7378_DN3_SP8_c.t1
OG0010974	jg11170	CP6_g7354_DN1_SP1_c.t1
OG0010975	jg11142	CP6_g7332_DN2_SP2_c.t1
OG0010976	jg30736, jg17605	CP7_g45595_DN3_SP0_c.t1
OG0010977	jg21640	CP8_g52175_DN3_SP8_c.t1
OG0010978	jg11096	CP1_g39175_DN3_SP0_c.t1, CP6_g7282_DN3_SP6_c.t1
OG0010979	jg11089	CP6_g7277_DN3_SP8_c.t1
OG0010980	jg11101	CP6_g7289_DN3_SP5_c.t1
OG0010981	jg2937	CP9_g28928_DN3_SP8_c.t1
OG0010982	jg2956	CP9_g28946_DN3_SP0_c.t1
OG0010983	jg2957	CP9_g28947_DN3_SP0_c.t1
OG0010984	jg2978	CP9_g28973_DN3_SP8_c.t1
OG0010985	jg2982	CP9_g28977_DN3_SP7_c.t1
OG0010986	jg2995	CP9_g28988_DN1_SP0_c.t1
OG0010987	jg2998	CP9_g28992_DN3_SP8_c.t1
OG0010988	jg3008	CP9_g29001_DN3_SP5_c.t1
OG0010989	jg18722	CP4_g25150_DN3_SP5_c.t1
OG0010990	jg3022	CP9_g29017_DN3_SP0_c.t1
OG0010991	jg3025	CP9_g29020_DN3_SP7_c.t1
OG0010992	jg3028	CP9_g29023_DN3_SP3_c.t1
OG0010994	jg3042	CP9_g29035_DN3_SP2_c.t1
OG0010995	jg3066	CP9_g29055_DN3_SP0_c.t1
OG0010996	jg3078	CP9_g29065_DN3_SP8_c.t1
OG0010997	jg3091	CP9_g29078_DN3_SP0_c.t1
OG0010998	jg3098	CP9_g29085_DN3_SP0_c.t1
OG0010999	jg3099	CP9_g29086_DN3_SP8_c.t1
OG0011001	jg3136	CP9_g29122_DN3_SP8_c.t1
OG0011002	jg3137	CP9_g29123_DN3_SP0_c.t1
OG0011003	jg3138	CP9_g29124_DN1_SP0_c.t1
OG0011004	jg2429	CP9_g28441_DN3_SP0_c.t1
OG0011006	jg2483	CP9_g28489_DN3_SP2_c.t1
OG0011007	jg2487	CP9_g28493_DN3_SP1_c.t1
OG0011008	jg2495	CP9_g28499_DN3_SP0_c.t1
OG0011009	jg2501	CP9_g28510_DN3_SP6_c.t1
OG0011011	jg9559	CP5_g1123_DN3_SP8_c.t1
OG0011012	jg9546	CP5_g1110_DN3_SP1_c.t1
OG0011013	jg9545	CP5_g1108_DN3_SP4_c.t1
OG0011014	jg9534	CP5_g1099_DN3_SP0_c.t1
OG0011015	jg9526	CP5_g1092_DN3_SP8_c.t1
OG0011017	jg27011	CP12_g31146_DN3_SP8_c.t1
OG0011019	jg500	CP2_g48909_DN3_SP8_c.t1
OG0011020	jg496	CP2_g48907_DN3_SP2_c.t1
OG0011022	jg470	CP2_g48890_DN3_SP5_c.t1
OG0011023	jg468	CP2_g48888_DN3_SP8_c.t1
OG0011024	jg466	CP2_g48887_DN2_SP0_c.t1
OG0011025	jg12573	CP5_g1464_DN3_SP7_c.t1
OG0011026	jg26977	CP5_g1439_DN3_SP0_c.t1
OG0011027	jg26987	CP5_g1418_DN3_SP2_c.t1
OG0011028	jg12615	CP5_g1414_DN3_SP0_c.t1
OG0011029	jg12619	CP5_g1411_DN3_SP1_c.t1
OG0011030	jg12622	CP5_g1407_DN3_SP8_c.t1
OG0011031	jg12624	CP5_g1406_DN3_SP2_c.t1
OG0011033	jg13756	CP13_g19122_DN3_SP8_c.t1
OG0011035	jg13614	CP13_g19194_DN3_SP0_c.t1
OG0011036	jg14097	CP3_g15554_DN3_SP3_c.t1
OG0011037	jg13538	CP13_g19230_DN3_SP8_c.t1
OG0011038	jg13464	CP13_g19275_DN3_SP6_c.t1
OG0011039	jg13428, jg13437, jg13444	CP13_g19288_DN3_SP7_c.t1
OG0011040	jg13402	CP13_g19310_DN3_SP0_c.t1
OG0011041	jg13367	CP13_g19338_DN3_SP8_c.t1
OG0011042	jg13354	CP13_g19349_DN3_SP0_c.t1
OG0011043	jg13340	CP13_g19362_DN3_SP7_c.t1
OG0011044	jg13328	CP13_g19369_DN3_SP4_c.t1
OG0011045	jg13292	CP13_g19400_DN3_SP5_c.t1
OG0011046	jg13262	CP13_g19417_DN2_SP0_c.t1
OG0011047	jg13252	CP13_g19421_DN1_SP0_c.t1
OG0011048	jg13244, jg13247	CP13_g19430_DN3_SP2_c.t1
OG0011049	jg13232	CP13_g19440_DN3_SP0_c.t1
OG0011050	jg13231	CP13_g19441_DN3_SP8_c.t1
OG0011051	jg2565	CP9_g28580_DN3_SP8_c.t1
OG0011052	jg2562	CP9_g28578_DN3_SP4_c.t1
OG0011053	jg31403	CP9_g28573_DN2_SP0_c.t1, CP9_g28568_DN3_SP1_c.t1
OG0011054	jg2548	CP9_g28562_DN3_SP0_c.t1
OG0011055	jg2540	CP9_g28556_DN3_SP0_c.t1
OG0011056	jg2528	CP9_g28539_DN3_SP7_c.t1
OG0011057	jg2516	CP9_g28527_DN3_SP8_c.t1
OG0011060	jg20455	CP13_g19901_DN3_SP8_c.t1
OG0011061	jg7120	CP29_g22160_DN3_SP4_c.t1
OG0011062	jg20465	CP13_g19912_DN3_SP0_c.t1
OG0011063	jg7048	CP14_g23550_DN3_SP0_c.t1
OG0011064	jg20476	CP13_g19919_DN2_SP0_c.t1
OG0011065	jg20486	CP4_g26182_DN2_SP2_c.t1
OG0011066	jg20498	CP13_g19932_DN3_SP0_c.t1
OG0011067	jg20515	CP13_g19948_DN3_SP8_c.t1
OG0011068	jg20526	CP13_g19958_DN3_SP8_c.t1
OG0011069	jg20771, jg20532	CP13_g19965_DN3_SP0_c.t1
OG0011071	jg20552	CP13_g19986_DN3_SP8_c.t1
OG0011072	jg20553	CP13_g19989_DN3_SP8_c.t1
OG0011074	jg1911	CP9_g27782_DN2_SP2_c.t1
OG0011075	jg33071	CP1_g38159_DN2_SP0_c.t1
OG0011076	jg16016	CP3_g13420_DN1_SP0_c.t1
OG0011077	jg33096	CP1_g38133_DN3_SP1_c.t1
OG0011078	jg33107	CP1_g38124_DN3_SP0_c.t1
OG0011079	jg33115	CP1_g38115_DN3_SP8_c.t1
OG0011080	jg33124	CP1_g38109_DN3_SP8_c.t1
OG0011081	jg33135	CP1_g38101_DN3_SP8_c.t1
OG0011082	jg33184	CP1_g38068_DN3_SP8_c.t1
OG0011083	jg33188	CP1_g38064_DN3_SP8_c.t1
OG0011084	jg33202	CP1_g38050_DN3_SP7_c.t1
OG0011085	jg33203	CP1_g38049_DN3_SP8_c.t1
OG0011086	jg33208	CP1_g38045_DN3_SP8_c.t1
OG0011087	jg33210	CP1_g38043_DN3_SP1_c.t1
OG0011088	jg33228	CP1_g38029_DN3_SP0_c.t1
OG0011089	jg33232	CP1_g38024_DN3_SP1_c.t1
OG0011091	jg33260	CP1_g38003_DN3_SP8_c.t1
OG0011092	jg33272	CP1_g37994_DN3_SP8_c.t1
OG0011093	jg33282	CP1_g37986_DN3_SP8_c.t1
OG0011094	jg33317	CP1_g37970_DN3_SP6_c.t1
OG0011095	jg33323	CP1_g37962_DN2_SP0_c.t1
OG0011096	jg33333	CP1_g37953_DN3_SP6_c.t1
OG0011097	jg33362	CP1_g37930_DN3_SP0_c.t1
OG0011098	jg33371	CP1_g37927_DN3_SP0_c.t1
OG0011099	jg33425	CP1_g37885_DN2_SP0_c.t1
OG0011100	jg33433	CP1_g37881_DN3_SP1_c.t1
OG0011101	jg33434	CP1_g37878_DN3_SP1_c.t1
OG0011102	jg21024	CP13_g20592_DN3_SP7_c.t1
OG0011103	jg21023	CP13_g20591_DN3_SP0_c.t1
OG0011104	jg21018	CP13_g20580_DN3_SP6_c.t1
OG0011105	jg13582, jg18451	CP4_g25393_DN3_SP0_c.t1
OG0011106	jg18453, jg17402	CP4_g25391_DN3_SP1_c.t1
OG0011107	jg18454	CP4_g25390_DN3_SP4_c.t1
OG0011108	jg18478	CP4_g25369_DN3_SP2_c.t1
OG0011109	jg18480	CP4_g25366_DN3_SP0_c.t1
OG0011110	jg18495	CP4_g25351_DN2_SP0_c.t1
OG0011111	jg18494	CP4_g25352_DN3_SP0_c.t1
OG0011112	jg18498	CP4_g25347_DN3_SP5_c.t1
OG0011113	jg18528	CP4_g25315_DN3_SP6_c.t1
OG0011114	jg18555	CP4_g25289_DN3_SP0_c.t1
OG0011115	jg18556	CP4_g25288_DN3_SP2_c.t1
OG0011116	jg18561	CP4_g25283_DN2_SP0_c.t1
OG0011117	jg18565	CP4_g25279_DN3_SP7_c.t1
OG0011118	jg18587	CP4_g25269_DN3_SP8_c.t1
OG0011119	jg18588	CP4_g25268_DN3_SP6_c.t1
OG0011120	jg18598	CP4_g25260_DN3_SP0_c.t1
OG0011121	jg18650	CP4_g25215_DN3_SP0_c.t1
OG0011122	jg18653	CP4_g25213_DN3_SP2_c.t1
OG0011123	jg12979	CP13_g19635_DN2_SP0_c.t1
OG0011124	jg10634	CP6_g6864_DN3_SP8_c.t1
OG0011126	jg28291	CP12_g29828_DN1_SP0_c.t1
OG0011127	jg10694	CP6_g6913_DN3_SP8_c.t1
OG0011128	jg1543	CP28_g33932_DN3_SP0_c.t1
OG0011130	jg10734	CP6_g6952_DN3_SP0_c.t1
OG0011131	jg10740	CP6_g6959_DN3_SP0_c.t1
OG0011132	jg10747	CP6_g6966_DN3_SP0_c.t1
OG0011134	jg10752	CP6_g6972_DN3_SP3_c.t1
OG0011135	jg10766	CP6_g6984_DN3_SP4_c.t1
OG0011136	jg10817	CP16_g55203_DN3_SP8_c.t1
OG0011137	jg10835	CP6_g7047_DN2_SP0_c.t1
OG0011138	jg18189	CP6_g7110_DN1_SP0_c.t1
OG0011140	jg10875	CP6_g7088_DN3_SP7_c.t1
OG0011141	jg10890	CP6_g7106_DN3_SP8_c.t1
OG0011142	jg10898	CP6_g7116_DN2_SP0_c.t1
OG0011143	jg14991	CP3_g14257_DN3_SP0_c.t1
OG0011145	jg14966	CP3_g14286_DN2_SP0_c.t1
OG0011146	jg14954	CP3_g14297_DN3_SP0_c.t1
OG0011147	jg2382	CP9_g28394_DN3_SP0_c.t1
OG0011148	jg2862	CP15_g35768_DN3_SP0_c.t1
OG0011149	jg14931	CP3_g14315_DN3_SP8_c.t1
OG0011150	jg14930	CP3_g14316_DN3_SP0_c.t1
OG0011151	jg24222	CP10_g42366_DN3_SP8_c.t1
OG0011152	jg14904	CP3_g14338_DN3_SP0_c.t1
OG0011153	jg10144	CP19_g18306_DN3_SP0_c.t1
OG0011154	jg10162	CP19_g18320_DN3_SP4_c.t1
OG0011156	jg21938	CP8_g53196_DN3_SP7_c.t1
OG0011157	jg21891	CP8_g53160_DN3_SP6_c.t1
OG0011159	jg21824	CP8_g53058_DN3_SP8_c.t1
OG0011160	jg21795	CP8_g53039_DN3_SP6_c.t1
OG0011161	jg21769	CP8_g52994_DN3_SP8_c.t1
OG0011162	jg21775	CP8_g53010_DN3_SP8_c.t1
OG0011163	jg21771	CP8_g53005_DN3_SP8_c.t1
OG0011164	jg21778	CP8_g53014_DN3_SP5_c.t1
OG0011166	jg27392	CP15_g35556_DN3_SP8_c.t1
OG0011167	jg27273	CP8_g53102_DN3_SP8_c.t1
OG0011168	jg15988	CP3_g13444_DN3_SP0_c.t1
OG0011169	jg27391	CP15_g35558_DN3_SP0_c.t1
OG0011170	jg33570, jg33572	CP15_g35247_DN3_SP3_c.t1
OG0011171	jg27517	CP15_g34507_DN3_SP7_c.t1
OG0011172	jg27533	CP17_g5089_DN3_SP8_c.t1
OG0011173	jg27505	CP15_g34551_DN3_SP8_c.t1
OG0011174	jg27610	CP10_g44030_DN3_SP0_c.t1, CP10_g44029_DN2_SP0_c.t1
OG0011175	jg27637	CP10_g44019_DN3_SP6_c.t1
OG0011176	jg27648	CP10_g44007_DN3_SP3_c.t1
OG0011177	jg13898	CP2_g48839_DN3_SP6_c.t1
OG0011178	jg27697	CP10_g43953_DN3_SP8_c.t1
OG0011179	jg27702	CP10_g43947_DN3_SP8_c.t1
OG0011180	jg27789	CP10_g43878_DN3_SP0_c.t1
OG0011181	jg27791	CP10_g43875_DN3_SP8_c.t1
OG0011182	jg10093, jg17254	CP19_g18259_DN3_SP8_c.t1
OG0011183	jg10106	CP19_g18272_DN3_SP1_c.t1
OG0011184	jg23781	CP2_g47532_DN3_SP0_c.t1
OG0011185	jg10238	CP19_g18388_DN3_SP2_c.t1
OG0011187	jg10307, jg791	CP19_g18452_DN3_SP6_c.t1
OG0011188	jg10314	CP19_g18459_DN2_SP0_c.t1
OG0011189	jg10333	CP19_g18469_DN3_SP8_c.t1
OG0011190	jg10340	CP19_g18472_DN2_SP0_c.t1
OG0011192	jg25635	CP12_g29937_DN3_SP0_c.t1
OG0011194	jg32465, jg32452	CP1_g39556_DN3_SP3_c.t1
OG0011195	jg10562	CP6_g6819_DN3_SP3_c.t1
OG0011196	jg10543	CP6_g6804_DN3_SP2_c.t1
OG0011197	jg10521, jg10528, jg10516	CP6_g6790_DN3_SP0_c.t1
OG0011198	jg10489	CP6_g6772_DN3_SP8_c.t1
OG0011199	jg10427	CP6_g6715_DN3_SP3_c.t1
OG0011200	jg27271	CP20_g4163_DN3_SP8_c.t1
OG0011201	jg10405	CP6_g6695_DN3_SP8_c.t1
OG0011202	jg10404	CP6_g6693_DN3_SP8_c.t1
OG0011203	jg10264, jg10387	CP19_g18515_DN3_SP3_c.t1
OG0011204	jg10597	CP6_g6839_DN3_SP0_c.t1
OG0011205	jg10615	CP6_g6851_DN3_SP0_c.t1
OG0011206	jg19578	CP4_g24463_DN3_SP0_c.t1
OG0011207	jg7267	CP20_g4048_DN3_SP8_c.t1
OG0011208	jg7272	CP20_g4065_DN3_SP6_c.t1
OG0011209	jg21114	CP22_g17339_DN3_SP1_c.t1
OG0011210	jg21085	CP22_g17281_DN3_SP2_c.t1
OG0011211	jg21065	CP22_g17101_DN3_SP4_c.t1
OG0011212	jg21062	CP13_g20824_DN3_SP8_c.t1
OG0011213	jg21034	CP13_g20730_DN3_SP0_c.t1
OG0011214	jg11007	CP6_g7206_DN3_SP8_c.t1
OG0011215	jg10998	CP6_g7198_DN3_SP0_c.t1
OG0011216	jg11015	CP6_g7213_DN3_SP8_c.t1
OG0011217	jg10954	CP6_g7171_DN3_SP0_c.t1
OG0011219	jg10933	CP6_g7154_DN3_SP0_c.t1
OG0011220	jg10927	CP6_g7153_DN3_SP0_c.t1
OG0011221	jg10915	CP6_g7136_DN3_SP8_c.t1
OG0011222	jg10914	CP6_g7130_DN3_SP0_c.t1
OG0011223	jg10908	CP6_g7124_DN3_SP6_c.t1
OG0011224	jg31927	CP7_g44623_DN3_SP2_c.t1
OG0011225	jg31921	CP7_g44625_DN3_SP8_c.t1
OG0011226	jg23927	CP10_g42128_DN3_SP8_c.t1
OG0011227	jg23782	CP2_g47531_DN3_SP8_c.t1
OG0011228	jg23794	CP2_g47522_DN3_SP7_c.t1
OG0011229	jg23797	CP2_g47518_DN2_SP8_c.t1
OG0011230	jg23798	CP2_g47517_DN2_SP8_c.t1
OG0011231	jg23800	CP2_g47515_DN3_SP0_c.t1
OG0011232	jg16389	CP3_g13083_DN3_SP0_c.t1
OG0011233	jg16385	CP3_g13088_DN3_SP0_c.t1
OG0011234	jg16381	CP3_g13091_DN2_SP0_c.t1
OG0011235	jg16347	CP3_g13122_DN3_SP0_c.t1
OG0011236	jg16324	CP3_g13143_DN3_SP8_c.t1
OG0011237	jg16321	CP3_g13145_DN3_SP8_c.t1
OG0011238	jg16320	CP3_g13146_DN3_SP0_c.t1
OG0011239	jg16318	CP3_g13147_DN2_SP5_c.t1
OG0011240	jg16296	CP3_g13162_DN3_SP3_c.t1
OG0011241	jg16258	CP3_g13195_DN3_SP0_c.t1
OG0011242	jg16253	CP3_g13201_DN3_SP1_c.t1
OG0011244	jg16246	CP3_g13210_DN3_SP0_c.t1
OG0011245	jg16240	CP3_g13216_DN3_SP8_c.t1
OG0011246	jg16239	CP3_g13217_DN3_SP7_c.t1
OG0011247	jg16204	CP3_g13248_DN3_SP8_c.t1
OG0011248	jg16186, jg32491	CP3_g13266_DN3_SP0_c.t1
OG0011249	jg16170	CP3_g13283_DN3_SP0_c.t1
OG0011250	jg16141	CP3_g13309_DN3_SP2_c.t1
OG0011251	jg16140	CP3_g13310_DN3_SP8_c.t1
OG0011252	jg16128	CP3_g13322_DN2_SP0_c.t1
OG0011253	jg16127	CP3_g13323_DN3_SP0_c.t1
OG0011254	jg16121	CP3_g13328_DN3_SP5_c.t1
OG0011256	jg16078	CP3_g13369_DN3_SP0_c.t1
OG0011257	jg16070	CP3_g13377_DN3_SP1_c.t1
OG0011258	jg16041	CP3_g13400_DN3_SP4_c.t1
OG0011259	jg16038	CP3_g13402_DN3_SP0_c.t1
OG0011260	jg16022	CP3_g13414_DN3_SP8_c.t1
OG0011261	jg16014	CP3_g13422_DN3_SP8_c.t1
OG0011262	jg9495	CP5_g1062_DN3_SP8_c.t1
OG0011263	jg15951	CP3_g13463_DN3_SP7_c.t1
OG0011264	jg15946	CP3_g13466_DN3_SP2_c.t1
OG0011265	jg15944, jg15943	CP3_g13468_DN3_SP7_c.t1
OG0011266	jg15940	CP3_g13471_DN3_SP2_c.t1
OG0011267	jg14050	CP3_g15641_DN3_SP0_c.t1
OG0011268	jg15886	CP3_g13497_DN3_SP7_c.t1
OG0011269	jg15884	CP3_g13500_DN3_SP8_c.t1
OG0011270	jg15827	CP3_g13538_DN2_SP0_c.t1
OG0011271	jg15720, jg15660	CP3_g13627_DN3_SP3_c.t1
OG0011272	jg7427	CP20_g4249_DN3_SP0_c.t1
OG0011273	jg9428	CP3_g13635_DN3_SP1_c.t1
OG0011274	jg2420	CP9_g28435_DN3_SP8_c.t1
OG0011276	jg15699	CP3_g13665_DN3_SP0_c.t1
OG0011277	jg15702	CP3_g13668_DN2_SP7_c.t1
OG0011278	jg15703	CP3_g13670_DN1_SP0_c.t1
OG0011279	jg15631	CP3_g13686_DN3_SP0_c.t1
OG0011280	jg15628	CP3_g13690_DN2_SP0_c.t1
OG0011282	jg15604	CP3_g13713_DN3_SP4_c.t1
OG0011283	jg15601	CP3_g13715_DN3_SP8_c.t1
OG0011284	jg15581	CP3_g13738_DN3_SP8_c.t1
OG0011285	jg15580	CP3_g13739_DN2_SP0_c.t1
OG0011286	jg15567	CP3_g13750_DN3_SP8_c.t1
OG0011287	jg15543	CP3_g13761_DN3_SP8_c.t1
OG0011288	jg15524	CP3_g13775_DN3_SP0_c.t1
OG0011289	jg15523	CP3_g13776_DN3_SP8_c.t1
OG0011290	jg15520	CP3_g13780_DN3_SP0_c.t1
OG0011291	jg15519	CP3_g13781_DN3_SP8_c.t1
OG0011292	jg15498	CP3_g13790_DN3_SP8_c.t1
OG0011294	jg15445	CP3_g13841_DN3_SP4_c.t1
OG0011295	jg15443	CP3_g13843_DN3_SP6_c.t1
OG0011296	jg15421	CP3_g13864_DN3_SP8_c.t1
OG0011297	jg15416	CP3_g13868_DN3_SP8_c.t1
OG0011298	jg15413	CP3_g13871_DN3_SP3_c.t1
OG0011299	jg15404	CP3_g13885_DN3_SP8_c.t1
OG0011300	jg15401	CP3_g13889_DN3_SP8_c.t1
OG0011301	jg15400	CP3_g13890_DN3_SP8_c.t1
OG0011302	jg15396	CP3_g13895_DN3_SP8_c.t1
OG0011303	jg15382	CP3_g13911_DN3_SP0_c.t1
OG0011304	jg15381	CP3_g13912_DN3_SP6_c.t1
OG0011306	jg15361	CP3_g13937_DN3_SP8_c.t1
OG0011307	jg2298	CP9_g28321_DN3_SP1_c.t1
OG0011308	jg15337	CP3_g13959_DN3_SP8_c.t1
OG0011309	jg15334	CP3_g13963_DN2_SP1_c.t1
OG0011310	jg15326	CP3_g13969_DN3_SP1_c.t1
OG0011311	jg15290	CP3_g13997_DN3_SP8_c.t1
OG0011313	jg15279	CP3_g14013_DN3_SP2_c.t1
OG0011314	jg15245	CP3_g14045_DN3_SP8_c.t1
OG0011315	jg15219	CP3_g14068_DN3_SP8_c.t1
OG0011316	jg15214	CP3_g14072_DN3_SP8_c.t1
OG0011317	jg15195	CP3_g14089_DN3_SP7_c.t1
OG0011318	jg15187	CP3_g14093_DN3_SP5_c.t1
OG0011319	jg22221	CP8_g53404_DN3_SP8_c.t1
OG0011320	jg22165	CP8_g53372_DN3_SP0_c.t1
OG0011322	jg22145	CP8_g53351_DN3_SP0_c.t1
OG0011323	jg22133	CP8_g53342_DN3_SP2_c.t1
OG0011324	jg22075	CP8_g53318_DN3_SP6_c.t1
OG0011325	jg22055	CP8_g53298_DN3_SP8_c.t1
OG0011326	jg22045	CP8_g53289_DN3_SP0_c.t1
OG0011327	jg11052	CP6_g7258_DN2_SP0_c.t1
OG0011328	jg26800	CP12_g30856_DN3_SP8_c.t1
OG0011329	jg26809	CP12_g30863_DN1_SP0_c.t1
OG0011330	jg26814	CP12_g30866_DN2_SP0_c.t1
OG0011331	jg26843	CP12_g30878_DN3_SP3_c.t1
OG0011332	jg26849	CP12_g30887_DN3_SP8_c.t1
OG0011333	jg26859	CP12_g30906_DN2_SP6_c.t1
OG0011334	jg26890	CP12_g30987_DN3_SP6_c.t1
OG0011336	jg26918	CP12_g31056_DN3_SP5_c.t1
OG0011337	jg26921	CP12_g31049_DN3_SP0_c.t1
OG0011338	jg26994	CP12_g31113_DN3_SP8_c.t1
OG0011339	jg27081	CP12_g31656_DN3_SP7_c.t1
OG0011340	jg27215	CP10_g42927_DN3_SP8_c.t1
OG0011341	jg2141	CP9_g28201_DN3_SP7_c.t1
OG0011342	jg2176	CP9_g28225_DN3_SP0_c.t1
OG0011343	jg2187	CP9_g28232_DN3_SP7_c.t1
OG0011344	jg2224	CP39_g21144_DN3_SP3_c.t1
OG0011345	jg2256	CP9_g28276_DN3_SP8_c.t1
