Orthogroup	Arabidopsis_arenosa	Brassica_rapa
OG0008826	jg20816	XP_009101757.1, XP_009123920.1
OG0008827	jg10027	XP_009137452.1, XP_009138109.1
OG0008828	jg20766	XP_009101727.2, XP_009113932.1
OG0008829	jg28678	XP_033138175.1
OG0008830	jg9953	XP_009138932.1
OG0008831	jg9951	XP_033142983.1
OG0008832	jg9933	XP_009137516.1, XP_009139151.1
OG0008833	jg32826	XP_009118942.1
OG0008834	jg32815	XP_009145032.1, XP_009107407.2
OG0008835	jg32809	XP_009107414.1, XP_009145029.1
OG0008836	jg32796, jg32791	XP_009145027.1
OG0008837	jg32782	XP_009118928.2
OG0008838	jg32776	XP_009107423.2, XP_009123161.1
OG0008839	jg32698	XP_009107452.1
OG0008840	jg32729	XP_009123523.1, XP_009107443.1
OG0008841	jg32742	XP_009123449.1, XP_009124593.1
OG0008842	jg31296	XP_009109781.1, XP_009113736.1
OG0008843	jg31309	XP_009102942.2, XP_009113726.1
OG0008844	jg31336	XP_009102929.2, XP_009113696.1
OG0008845	jg26854	XP_009136104.1
OG0008846	jg31352	XP_009102920.1, XP_033135652.1
OG0008847	jg31369	XP_009109726.1, XP_009113666.2
OG0008848	jg31415	XP_009102887.1, XP_009123178.1
OG0008849	jg31446	XP_009115261.1
OG0008850	jg31447	XP_009102867.1, XP_009115262.1
OG0008851	jg31452	XP_009115259.2, NP_001306245.1
OG0008852	jg31499	XP_033132865.1, XP_009102833.1
OG0008853	jg21550	XP_009111871.1
OG0008854	jg31516	XP_009109644.1, XP_009115218.1
OG0008855	jg31534	XP_009102799.2
OG0008856	jg31543	XP_018508312.1, XP_009115200.1
OG0008857	jg31580	XP_009115164.2, XP_009109594.2
OG0008858	jg31623	XP_009124606.1, XP_009144762.1
OG0008859	jg31627	XP_009115058.1, XP_009144742.1
OG0008860	jg31634	XP_009115050.1
OG0008861	jg31654	XP_009115042.1, XP_009102685.1
OG0008862	jg31660	XP_009115029.1, XP_009107758.2
OG0008863	jg31664	XP_033135807.1, XP_033135689.1
OG0008864	jg31685	XP_009107749.1, XP_009115024.1
OG0008865	jg31735	XP_009115005.1
OG0008866	jg31744	XP_009115000.1, XP_009102670.1
OG0008867	jg21708	XP_033138103.1
OG0008868	jg31776	XP_018510450.1, XP_009108116.1
OG0008869	jg31813	XP_009114957.1
OG0008870	jg31832	XP_009114931.1, XP_009108001.1
OG0008871	jg31882	XP_009151423.1
OG0008872	jg31907	XP_009114873.1
OG0008873	jg18651	XP_009143683.1
OG0008874	jg13059	XP_009101252.2
OG0008875	jg13082	XP_009129116.1, XP_009101233.1
OG0008876	jg13139	XP_009152195.1
OG0008877	jg16265	XP_009116873.2
OG0008878	jg23715	XP_009112331.1, XP_009103490.2
OG0008879	jg23712	XP_009130551.1, XP_009103486.1
OG0008880	jg23710	XP_009103484.1, XP_009112334.1
OG0008881	jg23695	XP_009112345.1, XP_009103465.1
OG0008882	jg23693	XP_009112348.1
OG0008883	jg23690	XP_009112350.1, XP_033131421.1
OG0008884	jg23683	XP_033130985.1, XP_009103460.1, XP_009112352.1
OG0008885	jg23672	XP_009129261.1, XP_009103456.1
OG0008886	jg23653	XP_009103437.1
OG0008887	jg23650	XP_009103434.1
OG0008888	jg23631	XP_009150703.1
OG0008890	jg23614	XP_009130531.1
OG0008891	jg23583	XP_009130523.1, XP_009150657.1
OG0008892	jg23577	XP_009150653.1, XP_009130519.1
OG0008893	jg23567	XP_009150645.1
OG0008894	jg23536	XP_018512319.1, XP_009150612.1
OG0008895	jg23522	XP_009150597.1, XP_009130492.1
OG0008896	jg23521	XP_033128205.1, XP_033140907.1
OG0008897	jg23519	XP_009112168.1, XP_009150593.1
OG0008898	jg23509	XP_009130484.1, XP_009150578.1
OG0008899	jg23501	XP_009150570.1
OG0008901	jg23468	XP_009150545.1, XP_009112147.1
OG0008902	jg23424	XP_009150508.1, XP_009112128.1
OG0008903	jg23413	XP_009130442.1
OG0008904	jg23397	XP_009150476.1
OG0008905	jg23381	XP_009130425.1, XP_009150459.1
OG0008906	jg23374	XP_009112110.1, XP_009150452.1
OG0008907	jg23357	XP_009130274.1, XP_009150443.1
OG0008908	jg23339, jg23342	XP_018515134.1
OG0008909	jg23319	XP_009150402.1, XP_009112083.1
OG0008910	jg23307	XP_033128679.1, XP_033141659.1
OG0008911	jg23292	XP_009112071.1, XP_009150382.1
OG0008912	jg23255	XP_009112044.1, XP_009151418.1
OG0008913	jg23243	XP_009130237.2, XP_033129852.1
OG0008914	jg23236	XP_009130232.1, XP_009151401.1
OG0008915	jg23228	XP_033128471.1, XP_033140048.1
OG0008916	jg23218	XP_033128226.1
OG0008917	jg23208	XP_033136801.1, XP_033140336.1
OG0008918	jg23204	XP_009130223.1, XP_009151374.1
OG0008919	jg23195	XP_009151363.2, XP_009130213.1
OG0008920	jg23189	XP_033130076.1, XP_009112019.1
OG0008921	jg23181	XP_009130207.1, XP_033130069.1
OG0008922	jg23164	XP_009130195.1
OG0008923	jg23152	XP_009151326.1
OG0008925	jg23146	XP_033128991.1
OG0008926	jg23132	NP_001288807.1, XP_009130177.1
OG0008927	jg23125	XP_009150124.1, XP_009112001.2
OG0008928	jg23089	XP_009136472.2
OG0008929	jg23057	XP_009130151.1, XP_009111978.1
OG0008930	jg6142	XP_009136396.2
OG0008931	jg6160	XP_018512359.1, XP_009136379.1
OG0008932	jg6164	XP_009130123.1, XP_009136378.1
OG0008933	jg6180	XP_009141488.1
OG0008934	jg6182	XP_009150869.1
OG0008935	jg6195	XP_009150878.1, XP_009130112.1
OG0008936	jg6198	XP_033135756.1, XP_009150881.1
OG0008937	jg6205	XP_009144801.1, XP_009150887.1
OG0008938	jg6243	XP_009150918.2, XP_009130097.2
OG0008939	jg6275	XP_033140435.1
OG0008940	jg6304	XP_009150968.1, XP_009111628.1
OG0008941	jg6308	XP_009111630.1, XP_033135024.1, XP_009111631.1, XP_033128431.1
OG0008942	jg6324	XP_009150981.1, XP_009130056.1
OG0008943	jg6327	XP_009130055.1, XP_009150984.1
OG0008944	jg6339	XP_009150997.2, XP_009111642.2
OG0008945	jg6367	XP_018515434.1, XP_018510673.1
OG0008946	jg6372	XP_009129991.2, XP_009151023.1
OG0008947	jg6387	XP_009129987.2, XP_009111656.1
OG0008948	jg6389	XP_009151042.1, XP_009129982.1
OG0008949	jg6399	XP_009129972.1, XP_009111661.1
OG0008950	jg6411	XP_009151060.1, XP_009129970.1
OG0008952	jg6470	XP_033134883.1, XP_009151106.1
OG0008953	jg6532	XP_009111692.1
OG0008954	jg5818	XP_009120874.1, XP_009126374.1
OG0008955	jg5827	XP_033138622.1, XP_009126381.1
OG0008956	jg5823	XP_009120870.1
OG0008957	jg5822	XP_009126380.1, XP_009131744.1
OG0008958	jg5821	XP_009126378.1, XP_033138629.1
OG0008959	jg5819	XP_009126376.1
OG0008960	jg5835	XP_009126386.1, XP_009120862.1
OG0008961	jg5836	XP_033138607.1
OG0008963	jg5853	XP_009120848.2, XP_009126399.1
OG0008964	jg5855	XP_009126403.1, XP_009120845.1
OG0008965	jg5877	XP_009131777.1, XP_009126425.1
OG0008966	jg5881	XP_009120837.1, XP_009131781.1
OG0008967	jg5885	XP_033141619.1, XP_009120833.1
OG0008968	jg5890	XP_009126433.1, XP_009120824.1
OG0008969	jg5912	XP_009126448.1, XP_009120800.1
OG0008970	jg5935	XP_009120780.1, XP_009126470.1
OG0008971	jg5948	XP_009120764.1
OG0008972	jg5951	XP_009131821.1, XP_009126486.1
OG0008973	jg5961	XP_009120747.1, XP_009126493.2
OG0008974	jg5965	XP_009131831.1, XP_033138592.1
OG0008975	jg5970	XP_009120735.1, XP_009131835.1
OG0008976	jg5972	XP_009120733.1, XP_009126499.1
OG0008977	jg5990	XP_009120708.1, XP_009131840.1
OG0008978	jg6004	XP_009131850.2, XP_009120691.1
OG0008979	jg6028, jg6024	XP_009121340.2
OG0008980	jg6043	XP_009126537.1, XP_009120665.1
OG0008981	jg6050	XP_009126540.1, XP_033138651.1
OG0008982	jg6085	XP_009120638.2, XP_009126554.1
OG0008983	jg22175	XP_033142358.1, XP_009132456.2
OG0008984	jg6118	XP_009126571.2
OG0008985	jg6135	XP_009120615.1, XP_009126579.1
OG0008986	jg23010	XP_009120603.1, XP_033140846.1
OG0008988	jg22966	XP_018512443.1
OG0008989	jg22937	XP_009120517.2, XP_009126631.1
OG0008990	jg22934	XP_009126635.1, XP_009120514.1
OG0008991	jg22916	XP_009120499.1, XP_009126662.2
OG0008992	jg22924	XP_033142431.1
OG0008993	jg22912	XP_009120494.1, XP_009126667.1
OG0008994	jg22844	XP_033137998.1, XP_009132013.1
OG0008995	jg22840	XP_009126718.1, XP_033137995.1
OG0008996	jg22827	XP_009120410.1, XP_033141245.1
OG0008997	jg22821	XP_009126722.1, XP_009120405.1
OG0008998	jg22818	XP_018511094.1
OG0008999	jg22779	XP_009120381.1
OG0009002	jg22721	XP_033140244.1, XP_018511004.1
OG0009003	jg30642	XP_009149577.2
OG0009004	jg22708	XP_009132085.1, XP_009120319.2
OG0009005	jg3531	XP_033130466.1
OG0009006	jg22690	XP_009126806.1, XP_033137704.1
OG0009007	jg22665	XP_009132116.1, XP_033139989.1
OG0009008	jg22654	XP_009120269.1, XP_009126833.2
OG0009009	jg22637	XP_009126839.1, XP_033141908.1, XP_033137781.1
OG0009010	jg22629	XP_009132134.1, XP_018511104.2
OG0009011	jg22627, jg22625	XP_009132136.1
OG0009012	jg22618	XP_009120244.1, XP_033140576.1
OG0009013	jg22615	XP_009120241.2, XP_009126853.1
OG0009014	jg22614	XP_009120240.1
OG0009015	jg22586	XP_033138641.1, XP_009126912.1
OG0009016	jg22585	XP_009120209.1, XP_009126914.2
OG0009017	jg22573	XP_009132167.1
OG0009018	jg22569	XP_009120194.1, XP_009132174.1
OG0009019	jg22562	XP_009120190.1, XP_009126925.1
OG0009020	jg22558	XP_009120186.1, XP_009132183.1
OG0009021	jg22540	XP_009120168.1
OG0009022	jg22535	XP_009126931.1, XP_009132197.1
OG0009023	jg22493	XP_009132306.1, XP_018511225.1
OG0009024	jg22490	XP_009132309.1, XP_009120153.1
OG0009025	jg22471	XP_009120139.1
OG0009026	jg22480	XP_009120148.1, XP_009132316.1
OG0009027	jg22439	XP_009132344.1, XP_009120112.1
OG0009028	jg22438	XP_009120108.1
OG0009029	jg22425	XP_009120103.1, XP_009132348.1
OG0009030	jg22398	XP_009132367.1, XP_033138732.1
OG0009031	jg22397	XP_009126993.1, XP_009120082.1
OG0009032	jg22388	XP_009120065.1
OG0009033	jg22387	XP_009120061.1
OG0009034	jg22348	XP_009120042.1, XP_009132398.1
OG0009035	jg22339	XP_009127026.1, XP_009120037.1
OG0009036	jg22338	XP_009120036.1, XP_009127028.1
OG0009037	jg22330	XP_009120030.1
OG0009038	jg22323	XP_009132415.1, XP_009120025.1
OG0009039	jg14806	XP_009150139.1, XP_009149731.1
OG0009040	jg14767	XP_009149751.1, XP_009150153.1
OG0009041	jg14765	XP_033129937.1, XP_009151924.1, XP_033128832.1
OG0009042	jg14742	XP_009150160.1, XP_009149765.1
OG0009043	jg14735, jg14738	XP_009149774.1
OG0009044	jg14714	XP_018510775.1
OG0009045	jg14702	XP_033128230.1
OG0009046	jg22208	XP_009119955.1, XP_009132448.1
OG0009048	jg7983	XP_009111295.1, XP_009144578.1
OG0009049	jg7860	XP_033142129.1, XP_009111255.1
OG0009050	jg17175	XP_009133962.1, XP_009140696.1
OG0009051	jg4582	XP_009122341.1, XP_009125688.1
OG0009052	jg11960	XP_033132290.1
OG0009053	jg370	XP_009112845.1
OG0009054	jg4506	XP_009122301.1, XP_009130965.2
OG0009055	jg4442	XP_033137636.1, XP_009125660.1
OG0009056	jg4423	XP_033145084.1, XP_009122251.1
OG0009057	jg4417	XP_009122248.2
OG0009058	jg4396	XP_009130936.1
OG0009059	jg4386	XP_009130927.1, XP_033137384.1
OG0009060	jg5693	XP_033141891.1, XP_009131669.1
OG0009061	jg5692	XP_009126254.1
OG0009062	jg31198	XP_009115295.1, XP_009103053.1
OG0009063	jg4367	XP_033145098.1, XP_033138674.1
OG0009064	jg31214	XP_009113823.1, XP_009113825.2
OG0009065	jg4356	XP_009130906.2, XP_009122207.1
OG0009066	jg4355	XP_009130905.1, XP_009125625.1
OG0009068	jg4327	XP_033137773.1, XP_009125613.2
OG0009069	jg4316	XP_009125609.1
OG0009070	jg4363, jg4240, jg4301, jg4392	XP_009130884.1
OG0009071	jg4295	XP_009125599.1, XP_009122149.1
OG0009072	jg4284	NP_001288889.1, XP_009122138.1
OG0009073	jg4275	XP_009130873.3, XP_009122126.1
OG0009074	jg4274	XP_009130874.2, XP_009122127.1
OG0009075	jg19595	XP_009142084.1
OG0009076	jg4257	XP_009130858.3
OG0009077	jg4250	XP_009122544.1
OG0009078	jg4249	XP_018511797.2, XP_009130854.1
OG0009079	jg4230	XP_009122565.2, XP_009130839.1
OG0009080	jg4196	XP_009122596.1
OG0009081	jg4181	XP_009122615.1, XP_033145042.1
OG0009082	jg4173	XP_009130805.1, XP_033137423.1
OG0009083	jg4167	XP_009125548.1, XP_009122627.2
OG0009084	jg8205	XP_009111489.1, XP_009134563.1
OG0009085	jg4147	XP_009122645.1
OG0009086	jg4141	XP_009122657.1, XP_009125528.1
OG0009087	jg4132	XP_009125525.1, XP_009130788.1
OG0009088	jg4125	XP_009122667.2, XP_009130782.2
OG0009089	jg4119	XP_009122674.1, XP_009130779.1
OG0009090	jg4116	XP_009130777.1, XP_033138477.1
OG0009091	jg21746	XP_009132686.1
OG0009092	jg4111	XP_009130775.2, XP_009122684.2
OG0009093	jg4096	XP_009122692.1, XP_033140001.1
OG0009094	jg4095	XP_009125508.1, XP_009122693.2
OG0009095	jg4063	XP_009125492.1, XP_009122715.2
OG0009096	jg4052	XP_009122724.1, XP_009130722.1
OG0009097	jg4047	XP_009125482.1, XP_009130731.1
OG0009098	jg4021	XP_018512434.2, XP_018513489.1
OG0009100	jg3988	XP_009125452.2
OG0009101	jg3973	XP_009122782.2, XP_009130700.2
OG0009102	jg3955	XP_009122797.2, XP_009125440.1
OG0009103	jg3944	XP_033137564.1, XP_033143825.1
OG0009104	jg3932	XP_009130674.1, XP_033137586.1
OG0009105	jg3856	XP_009130641.1
OG0009106	jg3851	XP_009130635.1
OG0009107	jg3845	XP_009125400.1, XP_009122857.1
OG0009108	jg21395, jg3839	XP_009130628.1
OG0009110	jg3836	XP_018512652.2
OG0009111	jg3807	XP_033133228.1, XP_009144903.1
OG0009112	jg12676	XP_009140027.2, XP_009125149.1
OG0009113	jg11561, jg12704	XP_009140043.1
OG0009114	jg12705	XP_009140045.1
OG0009116	jg12725	XP_009140063.1, XP_009125171.1
OG0009117	jg12728	XP_009125173.1, XP_009140066.1
OG0009118	jg12730	XP_009125175.2, XP_009140068.1
OG0009119	jg24750	XP_033130580.1
OG0009120	jg12845	XP_009140137.1, XP_009125210.2
OG0009121	jg3772	XP_009128456.1, XP_009104438.1
OG0009122	jg3776	XP_009147463.1, XP_009104433.1
OG0009123	jg3779	XP_009128459.1
OG0009124	jg3785	XP_009114240.2, XP_009114241.1
OG0009125	jg3766	XP_009128455.1, XP_009104441.1
OG0009126	jg3759	XP_009106768.1
OG0009127	jg3757	XP_009106767.1, XP_009128451.1
OG0009128	jg3755	XP_009104447.1, XP_009128449.1
OG0009129	jg3750	XP_009128444.1
OG0009130	jg3746	XP_018508563.2, XP_009104452.1
OG0009131	jg3734	XP_009128432.1, XP_009104455.2
OG0009132	jg3713	XP_009128418.1, XP_009106736.2
OG0009133	jg3706	XP_033141763.1
OG0009134	jg3700	XP_009106730.1
OG0009135	jg3699	XP_009128401.1, XP_009106728.1
OG0009136	jg3683	XP_018508895.1, XP_009104484.3
OG0009137	jg3675	XP_009104493.1, XP_009106712.1
OG0009138	jg3665	XP_009106700.1, XP_018508706.1
OG0009139	jg3663	XP_009104505.2, XP_009106694.1
OG0009140	jg3660	XP_009106693.1, XP_009104506.1
OG0009141	jg3636	XP_009106670.1, XP_033140326.1
OG0009142	jg3596	XP_009106629.1, XP_009104546.1
OG0009143	jg3581	XP_033140007.1, XP_033130443.1
OG0009144	jg3559	XP_009106593.1
OG0009145	jg3553	XP_009104567.1
OG0009146	jg3538	XP_009128302.1, XP_009106576.1
OG0009147	jg3519	XP_033140041.1, XP_009106549.2
OG0009148	jg3515	XP_033140018.1, XP_009106546.2
OG0009150	jg3484	XP_009128277.1, XP_009106459.1
OG0009151	jg3478	XP_009106451.1
OG0009152	jg3455	XP_009104599.1, XP_009106427.1
OG0009153	jg14081	XP_009150277.1
OG0009154	jg3446	XP_009128250.1, XP_009106417.1
OG0009155	jg3439	XP_009104609.2, XP_009128243.1
OG0009156	jg3409	XP_009128225.1, XP_009106402.1
OG0009157	jg3408	XP_009106401.1
OG0009158	jg3396	XP_009106391.1, XP_009128214.1
OG0009159	jg3388	XP_033140805.1, XP_009106385.1
OG0009160	jg3378	XP_009104631.1, NP_001288901.1
OG0009161	jg3366	XP_009106363.1, XP_009104635.1
OG0009162	jg3357	XP_009104646.1, XP_009106357.1
OG0009163	jg3312	XP_009128179.1, XP_009106317.1
OG0009164	jg3306	XP_009106309.1, XP_009104673.1
OG0009165	jg3291	XP_033131970.1
OG0009166	jg3273	XP_009106269.1, XP_009128156.1
OG0009167	jg32213	XP_033128660.1
OG0009168	jg25398	XP_009117349.1
OG0009169	jg3255	XP_009104689.3, XP_009128148.1
OG0009170	jg3249	XP_009128144.1
OG0009171	jg3226	XP_009128122.1, XP_009106217.1
OG0009172	jg27358	XP_009136198.1
OG0009173	jg3190	XP_009106188.1
OG0009174	jg3178	XP_009106182.1
OG0009175	jg3173	XP_009106176.1, XP_009104715.1
OG0009176	jg27890	XP_009150783.1
OG0009177	jg27893	XP_009112439.2, XP_009150781.1
OG0009179	jg27925	XP_009150758.1, XP_033131360.1
OG0009180	jg14850	XP_009101514.1, XP_009115678.1
OG0009181	jg22284	XP_009119988.1, XP_009127079.1
OG0009182	jg22283	XP_009119985.1, XP_009132434.1
OG0009183	jg22280	XP_009119981.1
OG0009184	jg33820	XP_009106794.2, XP_033131120.1
OG0009185	jg33782	XP_009144727.1
OG0009186	jg33773	XP_009106814.2, XP_009106866.2
OG0009187	jg33765	XP_009147471.2
OG0009188	jg33742	XP_018515490.1, XP_009106835.1
OG0009189	jg33692	XP_009147511.2, XP_009103731.2
OG0009190	jg33686	XP_009147517.1, XP_009106891.1
OG0009191	jg33635	XP_009136485.1, XP_009106945.1
OG0009192	jg33604	XP_033128358.1, XP_009123650.1
OG0009193	jg33601	XP_009123652.1, XP_009147583.1
OG0009194	jg33599	XP_009106960.1, XP_009147586.2
OG0009195	jg33581, jg33578, jg33579	XP_033133646.1
OG0009196	jg33558	XP_009144767.1, XP_009147597.1
OG0009197	jg33556	XP_018508048.1
OG0009198	jg33554	XP_033132416.1
OG0009199	jg2411	XP_009105389.1
OG0009200	jg33523	XP_009144788.1, XP_009147619.1
OG0009201	jg18733	XP_009141551.1
OG0009202	jg18737	XP_009141557.1, XP_009143619.1
OG0009203	jg18751	XP_009143608.1, XP_009141566.1
OG0009204	jg18754	XP_009133070.1, XP_018514283.1
OG0009205	jg18781	XP_033146125.1, XP_033143079.1
OG0009206	jg9832	XP_009142098.1
OG0009207	jg18825	XP_009143552.2
OG0009208	jg14301, jg13753	XP_009150079.1, XP_033136389.1
OG0009209	jg14249	XP_009150317.1
OG0009210	jg14201	XP_018514955.1
OG0009211	jg13699	XP_009129340.1, XP_009151821.1
OG0009213	jg21672	XP_018513483.1
OG0009214	jg22026	XP_009127204.1, XP_009119841.1
OG0009215	jg11995	XP_033148734.1
OG0009216	jg11882	XP_009143842.1
OG0009217	jg11959	XP_009108017.1, XP_009124267.1
OG0009219	jg11673	XP_009139665.1, XP_033133389.1
OG0009220	jg11520	XP_009139630.1
OG0009221	jg11366	XP_009139543.2, XP_009109563.1
OG0009222	jg11364	XP_009109564.2, XP_009139542.1
OG0009223	jg8527	XP_009131305.1
OG0009224	jg11278	XP_009107802.1, XP_033128215.1
OG0009225	jg11267	XP_009144699.1
OG0009226	jg11215	XP_009122949.1, XP_033147035.1
OG0009227	jg11203	XP_009107836.1
OG0009228	jg11167	XP_009107842.1, XP_009136696.2
OG0009229	jg11157	XP_009147254.1, XP_009136699.2
OG0009230	jg2941	XP_009105956.1, XP_009127965.1
OG0009231	jg2945	XP_009127967.2, XP_009105958.1
OG0009232	jg2950	XP_033131146.1, XP_033131147.1
OG0009233	jg2958	XP_018512332.1
OG0009234	jg2987	XP_009106009.1, XP_009104809.1
OG0009235	jg2992	XP_009127996.1, XP_009106010.1
OG0009236	jg3010	XP_009128005.1, XP_009104799.1, XP_009106025.1
OG0009237	jg3026	XP_009106041.2, XP_009104790.1
OG0009238	jg3036	XP_009106046.1, XP_033131165.1
OG0009239	jg3062	XP_009106067.1, XP_009128026.1
OG0009240	jg3063	XP_009128027.1, XP_009128028.1, XP_009106488.1
OG0009241	jg21533	XP_033140522.1
OG0009242	jg3080	XP_009104771.2, XP_009106086.2
OG0009243	jg3089	XP_009106101.1, XP_009104767.1
OG0009244	jg2430	XP_009127657.1, XP_009105032.1
OG0009245	jg2459	XP_009105430.1, XP_009105020.1
OG0009246	jg2475	XP_033141703.1, XP_009105442.1
OG0009247	jg2485	XP_009105454.1, XP_009127699.1
OG0009248	jg2505	XP_009105006.1, XP_009105470.2
OG0009249	jg9582	XP_009129565.1, XP_009137792.2
OG0009250	jg9568	XP_033146198.1
OG0009251	jg9566	XP_009129425.2, XP_009137803.1
OG0009253	jg9548	XP_009129236.1, XP_009137811.1
OG0009254	jg9533	XP_009109067.2, XP_009129079.1
OG0009255	jg22041	XP_009119858.2, XP_009127189.1
OG0009256	jg479	XP_009112778.1
OG0009257	jg478	XP_009112914.1
OG0009258	jg462	XP_009112792.1, XP_009112904.1
OG0009259	jg12579	XP_033131644.1
OG0009260	jg26988	XP_009139963.1
OG0009261	jg12628	XP_009139983.1, XP_009125132.1
OG0009262	jg12631	XP_009139984.1
OG0009263	jg12635, jg12632	XP_033145686.1
OG0009264	jg21745	XP_009132688.1, XP_009140887.1
OG0009265	jg13827	XP_033137186.1
OG0009266	jg13537	XP_009151925.2, XP_009111584.1
OG0009267	jg13527	XP_009129398.2, XP_009151929.1
OG0009268	jg13519	XP_009151938.1, XP_009111579.3
OG0009269	jg20128	XP_009118865.1, XP_009142557.1
OG0009270	jg13513	XP_009151943.2, XP_009129402.1
OG0009271	jg13468	XP_009129423.1, XP_009151970.1
OG0009272	jg13401	XP_009152000.1, XP_009111549.1
OG0009274	jg13400	XP_033136076.1, XP_009152002.1
OG0009275	jg13398	XP_033141776.1, XP_009152004.1, XP_033142162.1
OG0009276	jg13396	XP_009111540.1, XP_009129463.1
OG0009277	jg13386	XP_033141772.1, XP_009152007.1
OG0009278	jg13384	XP_009152011.1
OG0009279	jg13372	XP_009129481.1
OG0009280	jg13356, jg31431	XP_009129492.1, XP_009152036.1
OG0009281	jg13331, jg13332	XP_009152056.2
OG0009282	jg13330	XP_009129504.1, XP_009152057.2
OG0009283	jg13329	XP_009152059.1, XP_009129508.1
OG0009284	jg13271	XP_033139883.1, XP_009152096.1
OG0009285	jg13267	XP_009152099.1, XP_009114103.1
OG0009286	jg13250	XP_033136379.1, XP_033128896.1
OG0009287	jg21670	XP_033144953.1
OG0009288	jg13233	XP_009129036.2, XP_009152118.1
OG0009289	jg21737	XP_033143894.1
OG0009290	jg2533	XP_009105596.3, XP_009105493.1
OG0009291	jg2519	XP_009105484.1, XP_009105002.1
OG0009292	jg21139	XP_009101606.1
OG0009293	jg20480	XP_009101554.1, XP_009128832.1
OG0009294	jg20496	XP_009128820.1, XP_009101561.1
OG0009295	jg21217	XP_009151647.1
OG0009296	jg20509	XP_009101575.2, XP_009114394.1
OG0009297	jg20510	XP_009114395.1
OG0009298	jg20558	XP_009128784.1, XP_009113868.1
OG0009299	jg1802	XP_009105292.1
OG0009300	jg20604	XP_009101624.2, XP_033139914.1
OG0009301	jg20615	XP_009123619.1
OG0009302	jg33098	XP_009107282.2, XP_009147889.1
OG0009303	jg33153	XP_033147367.1, XP_009107233.1, XP_009147848.1
OG0009304	jg33165	XP_009107226.2, XP_009147846.1
OG0009305	jg33176	XP_009107222.1, XP_009147842.2
OG0009306	jg33180	XP_009107218.1
OG0009307	jg30014	XP_009110493.1, XP_009148913.1
OG0009308	jg33285	XP_009114927.1, XP_009107209.1, XP_009144901.2
OG0009309	jg33329	XP_009107169.2, XP_033146896.1
OG0009310	jg33332	XP_033146890.1, XP_009107166.1
OG0009311	jg33368	XP_009107164.1, XP_009147723.1
OG0009312	jg33447	XP_009147678.1
OG0009313	jg33450	XP_009147677.1
OG0009314	jg33458	XP_009147670.1, XP_009144826.1, XP_009107022.1
OG0009315	jg33500	XP_009107014.1, XP_009124898.1
OG0009316	jg20971	XP_009123704.1, XP_009101820.1
OG0009317	jg18456	XP_033144104.1, XP_009141330.1
OG0009318	jg18470	XP_009143835.1, XP_009141338.1
OG0009319	jg18486	XP_009141346.1
OG0009320	jg18502	XP_033146306.1, XP_009143817.1, XP_009105668.1
OG0009322	jg18519	XP_033147645.1, XP_009143797.1, XP_033146284.1
OG0009323	jg18553	XP_018513708.1, XP_018514538.1
OG0009324	jg18557	XP_009133170.1, XP_033146339.1, XP_009143766.1
OG0009325	jg18566	XP_009132994.1, XP_009143755.1
OG0009326	jg18568	NP_001288816.1, XP_009143752.2
OG0009327	jg18590	XP_009132999.1
OG0009328	jg18599	XP_009141404.2, XP_009143736.1
OG0009329	jg18603	XP_009143730.1, XP_009141407.1
OG0009330	jg18608	XP_009141409.1, XP_009143726.1
OG0009331	jg18632	XP_009133012.1, XP_009143695.1
OG0009332	jg18648	XP_009133019.1, XP_009143686.1
OG0009333	jg18664	XP_009141484.1, XP_009143671.2
OG0009334	jg939	XP_033142612.1, XP_009143640.2
OG0009335	jg18697	XP_009141504.1
OG0009336	jg18709	XP_009141518.1, XP_009133042.1
OG0009337	jg18712	XP_009141521.1, XP_009133043.1
OG0009338	jg18714	XP_009141522.2, XP_009133045.1
OG0009339	jg10641	XP_033132802.1, XP_033129375.1
OG0009340	jg19200	XP_009139666.1
OG0009341	jg10664	XP_009136997.1, XP_009132546.1
OG0009342	jg10700	XP_009136969.2, XP_009132289.1
OG0009343	jg10689	XP_009136983.1, XP_009132429.1
OG0009344	jg10687	XP_009132439.1
OG0009345	jg10804	XP_009108349.1, XP_009131383.1
OG0009346	jg10814	XP_009108347.1, XP_009131195.1
OG0009347	jg10832	XP_033129567.1, XP_009136874.2
OG0009348	jg10833	XP_009130958.1, XP_009136873.1
OG0009349	jg10851	XP_009108337.1, XP_009130853.1
OG0009350	jg10892	XP_009136835.1, XP_009144619.1
OG0009351	jg10895	XP_033137579.1
OG0009352	jg10897	XP_009136832.2, XP_009144675.1
OG0009353	jg13991	XP_009106566.1
OG0009354	jg14976	XP_009115776.1
OG0009355	jg14967	XP_009115768.1, XP_009149387.1
OG0009356	jg30248	XP_009149319.1
OG0009357	jg14952	XP_009115752.2
OG0009358	jg14935	XP_009115730.2
OG0009359	jg14926	XP_009115722.1, XP_009101992.1
OG0009360	jg14922	XP_009115721.1, XP_009101959.1
OG0009361	jg14911	XP_018512631.2
OG0009362	jg14907, jg15549	XP_009136543.1
OG0009363	jg10154	XP_009137051.1, XP_009137355.2
OG0009364	jg21678	XP_018511117.2
OG0009365	jg21930	XP_009106781.1, XP_009132529.1
OG0009366	jg21916	XP_009106815.1
OG0009367	jg21864, jg22267, jg22276	XP_009132585.1
OG0009368	jg21810	XP_009127311.1, XP_009119434.1
OG0009369	jg13985	XP_009116398.2, XP_009123261.2
