Orthogroup	Arabidopsis_arenosa	Arabidopsis_thaliana
OG0011109	jg18480	AT2G33775.1
OG0011110	jg18495	AT2G33855.1
OG0011111	jg18494	AT2G33850.1
OG0011112	jg18498	AT2G33880.2
OG0011113	jg18528	AT2G34260.1
OG0011114	jg18555	AT2G34530.3
OG0011115	jg18556	AT2G34540.2
OG0011116	jg18561	AT2G34585.1
OG0011117	jg18565	AT2G34620.1
OG0011118	jg18587	AT2G34710.1
OG0011119	jg18588	AT2G34720.1
OG0011120	jg18598	AT2G34820.1
OG0011121	jg18650	AT2G35290.1
OG0011122	jg18653	AT2G35320.1
OG0011123	jg12979	AT2G01755.2
OG0011124	jg10634	AT4G19490.1
OG0011125	jg10650	AT4G19350.1
OG0011126	jg28291	AT2G20690.1
OG0011127	jg10694	AT4G18950.1
OG0011128	jg1543	AT1G54500.1
OG0011129	jg10717	AT4G18700.1
OG0011130	jg10734	AT4G18580.1
OG0011131	jg10740	AT4G18520.1
OG0011132	jg10747	AT4G18470.1
OG0011134	jg10752	AT4G18400.1
OG0011135	jg10766	AT4G18290.2
OG0011136	jg10817	AT4G17910.4
OG0011137	jg10835	AT4G17785.1
OG0011138	jg18189	AT2G31290.1
OG0011139	jg10869	AT4G17500.1
OG0011140	jg10875	AT4G17460.1
OG0011141	jg10890	AT4G17280.1
OG0011142	jg10898	AT4G17215.1
OG0011143	jg14991	AT3G51080.1
OG0011145	jg14966	AT3G50890.1
OG0011146	jg14954	AT3G50800.1
OG0011147	jg2382	AT1G68200.1
OG0011148	jg2862	AT1G72275.1
OG0011149	jg14931	AT3G50620.1
OG0011150	jg14930	AT3G50610.2
OG0011151	jg24222	AT3G03740.1
OG0011152	jg14904	AT3G50390.1
OG0011153	jg10144	AT4G23530.1
OG0011154	jg10162	AT4G23410.1
OG0011155	jg13669	AT3G28860.1
OG0011156	jg21938	AT5G52430.1
OG0011157	jg21891	AT5G52060.1
OG0011158	jg21860	AT5G51810.1
OG0011159	jg21824	AT5G51540.1
OG0011160	jg21795	AT5G51340.1
OG0011161	jg21769	AT5G51100.1
OG0011162	jg21775	AT5G51150.1
OG0011163	jg21771	AT5G51110.1
OG0011164	jg21778	AT5G51180.1
OG0011166	jg27392	AT2G13360.1
OG0011167	jg27273	AT2G07360.2
OG0011168	jg15988	AT3G59430.1
OG0011169	jg27391	AT2G13350.1
OG0011170	jg33570, jg33572	AT1G53570.1
OG0011171	jg27517	AT2G14825.1
OG0011172	jg27533	AT2G14910.1
OG0011173	jg27505	AT2G14750.1
OG0011174	jg27610	AT2G15780.1
OG0011175	jg27637	AT2G15910.1
OG0011176	jg27648	AT2G16070.2
OG0011177	jg13898	AT3G32930.1
OG0011178	jg27697	AT2G16405.1
OG0011179	jg27702	AT2G16460.1
OG0011180	jg27789	AT2G16900.1
OG0011181	jg27791	AT2G16920.1
OG0011182	jg10093, jg17254	AT4G23940.1
OG0011183	jg10106	AT4G23840.1
OG0011184	jg23781	AT5G66130.1
OG0011185	jg10238	AT4G22860.1
OG0011187	jg10307, jg791	AT4G22260.1
OG0011188	jg10314	AT4G22190.1
OG0011189	jg10333	AT4G22070.1
OG0011190	jg17006, jg10340	AT4G22000.1
OG0011191	jg10589	AT4G19900.1
OG0011192	jg25635	AT3G15920.1
OG0011193	jg10569	AT4G19990.2
OG0011194	jg32465, jg32452	AT1G42480.1
OG0011195	jg10562	AT4G20050.5
OG0011196	jg10543	AT4G20260.4
OG0011197	jg10521, jg10528, jg10516	AT4G20390.1
OG0011198	jg10489	AT4G20850.1
OG0011199	jg10427	AT4G21390.1
OG0011200	jg27271	AT2G07180.1
OG0011201	jg10405	AT4G21570.2
OG0011202	jg10404	AT4G21580.1
OG0011203	jg10264, jg10387	AT4G21720.1
OG0011204	jg10597	AT4G19830.1
OG0011205	jg10615	AT4G19645.1
OG0011206	jg19578	AT2G42620.1
OG0011207	jg7267	AT4G09580.1
OG0011208	jg7272	AT4G09620.1
OG0011209	jg21114	AT5G42400.1
OG0011210	jg21085	AT5G42470.1
OG0011211	jg21065	AT5G42560.1
OG0011212	jg21062	AT5G42620.2
OG0011213	jg21034	AT5G42710.1
OG0011214	jg11007	AT4G16420.1
OG0011215	jg10998	AT4G16460.1
OG0011217	jg10954	AT4G16670.1
OG0011219	jg10933	AT4G16807.1
OG0011220	jg10927	AT4G16845.1
OG0011221	jg10915	AT4G17050.1
OG0011222	jg10914	AT4G17060.1
OG0011224	jg31927	AT1G32730.1
OG0011225	jg31921	AT1G32700.1
OG0011226	jg23927	AT3G01680.1
OG0011227	jg23782	AT5G66120.2
OG0011228	jg23794	AT5G66030.1
OG0011229	jg23797	AT5G65990.1
OG0011230	jg23798	AT5G65980.1
OG0011231	jg23800	AT5G65960.1
OG0011232	jg16389	AT3G63180.1
OG0011233	jg16385	AT3G63130.1
OG0011234	jg16381	AT3G63095.1
OG0011235	jg16347	AT3G62800.1
OG0011236	jg16324	AT3G62580.1
OG0011237	jg16321	AT3G62550.1
OG0011238	jg16320	AT3G62540.1, AT5G14820.1, AT3G62470.1
OG0011239	jg16318	AT3G62450.1
OG0011240	jg16296	AT3G62260.2
OG0011241	jg16258	AT3G61950.1
OG0011242	jg16253	AT3G61890.1
OG0011243	jg16252	AT3G61880.2
OG0011244	jg16246	AT3G61820.1
OG0011245	jg16240	AT3G61760.1
OG0011246	jg16239	AT3G61750.1
OG0011247	jg16204	AT5G28350.1, AT3G61480.2
OG0011248	jg16186, jg32491	AT3G61350.1
OG0011249	jg16170	AT3G61190.1
OG0011250	jg16141	AT3G60840.1
OG0011251	jg16140	AT3G60830.1
OG0011252	jg16128	AT3G60690.1
OG0011253	jg16127	AT3G60680.1
OG0011254	jg16121	AT3G60620.1
OG0011255	jg16102	AT3G60450.2
OG0011256	jg16078	AT3G60220.1
OG0011257	jg16070	AT3G60140.1
OG0011258	jg16041	AT3G59910.1
OG0011259	jg16038	AT3G59880.1
OG0011260	jg16022	AT3G59770.3
OG0011261	jg16014	AT3G59660.1
OG0011262	jg9495	AT4G29380.1
OG0011263	jg15951	AT3G59100.1
OG0011264	jg15946	AT3G59060.2
OG0011265	jg15943	AT3G59040.2
OG0011266	jg15940	AT3G59010.1
OG0011267	jg14050	AT3G43720.1
OG0011268	jg15886	AT3G58600.1
OG0011269	jg15884	AT3G58570.1
OG0011270	jg15827	AT3G58070.1
OG0011271	jg15720, jg15660	AT3G57190.1
OG0011272	jg7427	AT4G10750.1
OG0011273	jg9428	AT4G29910.2
OG0011274	jg2420	AT1G68540.1
OG0011275	jg15697	AT3G56880.1
OG0011276	jg15699	AT3G56870.1
OG0011277	jg15702	AT3G56840.1
OG0011278	jg15703	AT3G56830.1
OG0011279	jg15631	AT3G56640.1
OG0011280	jg15628	AT3G56600.1
OG0011282	jg15604	AT3G56330.1
OG0011283	jg15601	AT3G56310.1
OG0011284	jg15581	AT3G56120.1
OG0011285	jg15580	AT3G56110.1
OG0011286	jg15567	AT3G55990.1
OG0011287	jg15543	AT3G55880.2
OG0011288	jg15524	AT3G55730.1
OG0011289	jg15523	AT3G55720.1
OG0011290	jg15520	AT3G55690.1
OG0011291	jg15519	AT3G55660.1
OG0011292	jg15498	AT3G55580.1
OG0011293	jg15462	AT3G55240.1
OG0011294	jg15445	AT3G55070.1
OG0011295	jg15443	AT3G55050.1
OG0011296	jg15421	AT3G54840.1
OG0011297	jg15416	AT3G54820.1
OG0011298	jg15413	AT3G54790.1
OG0011299	jg15404	AT3G54690.1
OG0011300	jg15401	AT3G54660.1
OG0011301	jg15400	AT3G54650.1
OG0011302	jg15396	AT3G54610.1
OG0011303	jg15382	AT3G54490.1
OG0011304	jg15381	AT3G54480.1
OG0011306	jg15361	AT3G54210.1
OG0011307	jg2298	AT1G67620.1
OG0011308	jg15337	AT3G54010.1
OG0011309	jg15334	AT3G53980.1
OG0011310	jg15326	AT3G53920.1
OG0011311	jg15290	AT3G53570.1
OG0011313	jg15279	AT3G53470.2
OG0011314	jg15245	AT3G53140.1
OG0011315	jg15219	AT3G52940.1
OG0011316	jg15214	AT3G52900.1
OG0011317	jg15195	AT3G52730.2
OG0011318	jg15187	AT5G28390.1, AT3G52660.1
OG0011319	jg22221	AT5G54280.2
OG0011320	jg22165	AT5G53980.1
OG0011321	jg22151	AT5G53890.1
OG0011322	jg22145	AT5G53830.1
OG0011323	jg22133	AT5G53750.1
OG0011324	jg22075	AT5G53520.1
OG0011325	jg22055	AT5G53340.1
OG0011326	jg22045	AT5G53220.1
OG0011327	jg11052	AT4G16140.2
OG0011328	jg26800	AT3G24650.1
OG0011329	jg26809	AT3G24740.1
OG0011330	jg26814	AT3G24770.1
OG0011331	jg26843	AT3G25050.1
OG0011332	jg26849	AT3G25110.1
OG0011333	jg26859	AT3G25190.1
OG0011334	jg26890	AT3G25470.1
OG0011335	jg26905	AT3G25530.1
OG0011336	jg26918	AT2G04160.1
OG0011337	jg26921	AT2G04220.1
OG0011338	jg26994	AT2G04740.1
OG0011339	jg27081	AT2G05620.1
OG0011340	jg27215	AT2G06990.1
OG0011341	jg2141	AT1G66670.1
OG0011342	jg2176	AT1G66840.1
OG0011343	jg2187	AT1G66900.1
OG0011344	jg2224	AT1G67070.1
OG0011345	jg2256	AT1G67320.3
OG0011346	jg2308	AT1G67660.1
OG0011347	jg2311	AT1G67700.2
OG0011349	jg2352	AT1G67930.1
OG0011350	jg31212	AT1G24625.1
OG0011351	jg2375	AT1G67960.1
OG0011353	jg2354	AT1G68150.1
OG0011354	jg2404	AT1G68400.1
OG0011355	jg2410	AT1G68460.1
OG0011356	jg2414	AT1G68500.1
OG0011357	jg21430	AT5G48657.5
OG0011358	jg27948	AT2G18030.1
OG0011359	jg27951	AT2G18050.1
OG0011360	jg27954	AT2G18090.1
OG0011361	jg27982	AT2G18230.1
OG0011362	jg27984	AT2G18245.1
OG0011363	jg27996	AT2G18350.1
OG0011364	jg28000	AT2G18380.1
OG0011365	jg28009	AT2G18470.1
OG0011366	jg28020	AT2G18550.1
OG0011367	jg28042	AT2G18670.1
OG0011368	jg28066	AT2G18890.1
OG0011369	jg28068	AT2G18910.1
OG0011370	jg28085	AT2G19010.2
OG0011371	jg28092	AT2G19090.1
OG0011372	jg28124	AT2G19390.1
OG0011373	jg28130	AT2G19460.2
OG0011374	jg28135	AT2G19500.1
OG0011375	jg28160	AT2G19640.2
OG0011376	jg28174	AT2G19790.1
OG0011377	jg28175	AT2G19800.1
OG0011378	jg19401	AT2G41250.1
OG0011379	jg19369	AT2G40935.1
OG0011380	jg19356	AT2G40880.1
OG0011381	jg19354	AT2G40850.1
OG0011383	jg19334	AT2G40690.1
OG0011384	jg19297	AT2G40380.1
OG0011385	jg19291	AT2G40340.6
OG0011386	jg19268	AT2G40190.1
OG0011387	jg19235	AT2G40000.1
OG0011389	jg19192	AT2G39710.1
OG0011390	jg21909	AT5G52170.2
OG0011391	jg19128	AT2G39260.1
OG0011392	jg19090	AT2G39060.1
OG0011393	jg19089	AT2G39050.1
OG0011394	jg19080	AT2G38970.1
OG0011395	jg19075	AT2G38920.1
OG0011396	jg5470	AT5G16453.1
OG0011397	jg12722	AT5G41020.1
OG0011398	jg19036	AT2G38510.1
OG0011399	jg17360	AT2G26470.1
OG0011400	jg19024	AT2G38420.1
OG0011401	jg19012	AT2G38360.1
OG0011402	jg27042	AT4G13500.1, AT2G05310.1
OG0011403	jg18987, jg18985	AT2G38152.1
OG0011404	jg18976	AT2G38080.1
OG0011405	jg18975	AT2G38070.1
OG0011406	jg18966	AT2G38000.1
OG0011407	jg18955	AT2G37920.1
OG0011408	jg18923	AT2G37650.1
OG0011409	jg18913	AT2G37560.1
OG0011410	jg18875	AT2G37260.1
OG0011411	jg18860	AT2G37150.3
OG0011412	jg18841	AT2G36990.1
OG0011413	jg7678	AT4G03820.4
OG0011414	jg7697	AT4G04370.1
OG0011415	jg7739	AT4G04870.1
OG0011416	jg7744	AT4G04885.1
OG0011417	jg7747	AT4G04920.1
OG0011418	jg7607	AT4G12060.1
OG0011419	jg7602	AT4G12010.1
OG0011420	jg7599	AT4G11980.1
OG0011422	jg7589	AT4G11910.1
OG0011423	jg7629	AT4G12250.1
OG0011424	jg16519	AT2G21160.1
OG0011425	jg16520	AT2G21170.1
OG0011426	jg16567	AT2G21500.1
OG0011427	jg16583	AT2G21660.1
OG0011428	jg16588	AT2G21720.2
OG0011429	jg16635	AT2G22090.2
OG0011430	jg16639	AT2G22122.1
OG0011431	jg16723	AT2G22860.1
OG0011432	jg16834	AT2G23740.2
OG0011433	jg16904	AT2G24270.2
OG0011434	jg17094	AT2G25320.3
OG0011435	jg17111	AT2G25420.4
OG0011436	jg17067	AT2G25190.1
OG0011437	jg17029	AT2G24960.1
OG0011438	jg16919	AT2G24370.1
OG0011439	jg31266	AT1G27390.1
OG0011440	jg31265	AT1G27385.4
OG0011441	jg32535	AT1G43700.1
OG0011442	jg32620	AT1G44446.1
OG0011443	jg32639	AT1G44750.1
OG0011444	jg32640	AT1G44760.2
OG0011445	jg32327	AT1G36940.2
OG0011446	jg32299	AT1G36390.1
OG0011447	jg9162	AT4G32320.1
OG0011448	jg32171	AT1G35180.1, AT1G35170.1
OG0011449	jg32165	AT1G34790.1
OG0011450	jg32105	AT1G34270.1
OG0011451	jg32104	AT1G34260.1
OG0011452	jg32088	AT1G34110.1
OG0011453	jg32037	AT1G33780.1
OG0011454	jg32024	AT1G33700.1
OG0011455	jg32399	AT1G33480.1
OG0011456	jg31983	AT1G33360.1
OG0011457	jg7283	AT4G09680.1
OG0011458	jg7060	AT4G08320.2
OG0011459	jg7204	AT4G08920.1
OG0011460	jg7216	AT4G09010.3
OG0011461	jg7338	AT4G10030.1
OG0011462	jg7390	AT4G10440.1
OG0011463	jg7413	AT4G10620.1
OG0011464	jg7428	AT4G10760.1
OG0011465	jg7435	AT4G10840.1
OG0011466	jg7472	AT4G11110.1
OG0011467	jg7507	AT4G11400.1
OG0011468	jg7508	AT4G11410.1
OG0011470	jg5768	AT5G19150.1
OG0011472	jg5791	AT5G19320.1
OG0011473	jg6548	AT5G26731.1
OG0011474	jg6593	AT5G27000.1
OG0011475	jg6639	AT5G27650.1
OG0011476	jg6655	AT5G27460.1
OG0011477	jg6659	AT5G27420.1
OG0011478	jg6681	AT5G27270.1
OG0011479	jg6682	AT5G27240.1
OG0011480	jg6715	AT5G27970.2
OG0011481	jg6775	AT5G28300.1
OG0011482	jg28216	AT2G20050.1
OG0011483	jg28230	AT2G20190.1
OG0011484	jg28236, jg30744	AT2G20250.2
OG0011485	jg28253	AT2G20370.1
OG0011486	jg21774	AT5G51140.2
OG0011488	jg28277	AT2G20562.1
OG0011489	jg28278	AT2G20570.2
OG0011490	jg28289	AT2G20670.1
OG0011491	jg28314	AT2G20830.2
OG0011492	jg20230	AT2G48140.1
OG0011493	jg20227	AT2G48120.1
OG0011494	jg20224	AT2G48090.2
OG0011495	jg20214	AT2G47990.1
OG0011496	jg20188	AT2G47730.1
OG0011498	jg20163	AT2G47500.1
OG0011499	jg20159	AT2G47470.1
OG0011500	jg20151	AT2G47390.1
OG0011501	jg20148	AT2G47360.1
OG0011502	jg20141	AT2G47300.2
OG0011504	jg20105	AT2G46980.2
OG0011505	jg20083	AT2G46770.1
OG0011507	jg20062	AT2G46550.1
OG0011508	jg20019	AT2G46200.1
OG0011509	jg20014	AT2G46150.1
OG0011510	jg19987	AT2G45890.1
OG0011511	jg19984	AT2G45870.1
OG0011512	jg19975	AT2G45770.1
OG0011513	jg19959	AT2G45650.1
OG0011514	jg19938	AT2G45460.3
OG0011515	jg19929	AT2G45360.1
OG0011516	jg19820	AT2G44640.1
OG0011517	jg19807	AT2G44520.1
OG0011519	jg19745	AT2G43970.1
OG0011520	jg19723	AT2G43760.1
OG0011521	jg19722	AT2G43750.1
OG0011522	jg19647	AT2G43210.1
OG0011523	jg19645	AT2G43200.1
OG0011524	jg19637	AT2G43120.2
OG0011525	jg19636	AT2G43110.1
OG0011526	jg19632	AT2G43080.1
OG0011527	jg19630	AT2G43060.1
OG0011528	jg19619	AT2G42950.1
OG0011529	jg19615	AT2G42910.1
OG0011530	jg28305	AT2G20800.1
OG0011531	jg19587	AT2G42710.1
OG0011532	jg19512	AT2G42130.4
OG0011533	jg19505	AT2G42070.1
OG0011534	jg19461	AT2G41720.1
OG0011535	jg19464	AT2G41750.1
OG0011536	jg19465	AT2G41760.1
OG0011537	jg19477	AT2G41830.1
OG0011538	jg19448	AT2G41640.1
OG0011539	jg19443	AT2G41600.7
OG0011540	jg19440	AT2G41540.1
OG0011541	jg19439	AT2G41530.1
OG0011542	jg19434	AT2G41480.1
OG0011543	jg19425	AT2G41410.1
OG0011544	jg20304	AT5G47390.1
OG0011545	jg20305	AT5G47380.1
OG0011546	jg20307	AT5G47370.1
OG0011547	jg20308	AT5G47360.1
OG0011548	jg20348	AT5G47090.1
OG0011549	jg23978	AT3G01250.1
OG0011550	jg23989	AT3G01160.1
OG0011551	jg23990	AT3G01150.1
OG0011553	jg24021	AT3G02150.2
OG0011554	jg24032	AT3G02260.1
OG0011555	jg24103	AT3G02810.1
OG0011556	jg24144	AT3G03130.1
OG0011557	jg24153	AT3G03210.1
OG0011558	jg24208	AT3G03610.4
OG0011559	jg24213	AT3G03660.3
OG0011560	jg24224	AT3G03760.1
OG0011561	jg24233	AT3G03800.1
OG0011562	jg24264	AT3G04020.1
OG0011563	jg24284	AT3G04160.2
OG0011564	jg24301	AT3G04240.1
OG0011565	jg24308	AT3G04290.1
OG0011566	jg24321	AT3G04480.1
OG0011567	jg24351	AT3G04680.1
OG0011568	jg24354	AT3G04710.3
OG0011569	jg24370	AT3G04820.1
OG0011570	jg24415	AT3G05165.6, AT3G05160.1
OG0011571	jg24417	AT3G05180.1
OG0011572	jg24442	AT3G05390.1
OG0011573	jg24472	AT3G05600.1
OG0011574	jg24482	AT3G05675.1
OG0011575	jg24487	AT3G05690.2
OG0011576	jg2526	AT1G69430.1
OG0011577	jg24509	AT3G05850.1
OG0011578	jg24540	AT3G06080.2
OG0011579	jg24571	AT3G06370.3
OG0011580	jg24595	AT3G06510.2
OG0011581	jg24630	AT3G06810.1
OG0011582	jg24638	AT3G06880.4
OG0011583	jg24640	AT3G06910.1
OG0011584	jg24648	AT3G06980.1
OG0011585	jg24673	AT3G07210.1
OG0011586	jg24757	AT3G08000.1
OG0011587	jg24766	AT3G08505.1
OG0011588	jg24789	AT3G08760.1
OG0011589	jg24791	AT3G08780.1
OG0011590	jg24811	AT3G08950.1
OG0011591	jg24850	AT3G09270.1
OG0011592	jg24856	AT3G09320.1
OG0011593	jg24870	AT3G09430.1
OG0011594	jg24873	AT3G09470.2
OG0011595	jg24893	AT3G09670.1
OG0011597	jg24915	AT3G09890.1
OG0011598	jg24921	AT3G09925.1
OG0011599	jg24951	AT3G10160.1
OG0011600	jg24960	AT3G10260.3
OG0011601	jg24965	AT3G10310.2
OG0011602	jg24981	AT3G10440.1
OG0011603	jg25005	AT3G10650.1
OG0011604	jg25013	AT3G10730.1
OG0011605	jg25043	AT3G10970.1
OG0011606	jg25060	AT3G11110.1
OG0011607	jg25080	AT3G11330.1
OG0011608	jg25104	AT3G11520.1
OG0011609	jg25118	AT3G11670.1
OG0011610	jg25142	AT3G11900.1
OG0011611	jg25144	AT3G11920.1
OG0011612	jg25149	AT3G11964.2
OG0011613	jg25164	AT3G12090.1
OG0011614	jg25173	AT3G12145.1
OG0011615	jg25178	AT3G12200.2
OG0011616	jg25194	AT3G12380.2
OG0011617	jg25203	AT3G12490.2
OG0011618	jg25216	AT3G12610.1
OG0011619	jg25228	AT3G12720.1
OG0011620	jg25252	AT3G12930.1
OG0011621	jg25284	AT3G13140.1
OG0011622	jg25288	AT3G13175.1
OG0011623	jg25296	AT3G13224.2
OG0011624	jg25298	AT3G13225.2
OG0011625	jg25379	AT3G13800.1
OG0011626	jg2631	AT1G70190.1
OG0011627	jg25407	AT3G14020.1
OG0011628	jg25426	AT3G14180.1
OG0011629	jg25440	AT3G14280.1
OG0011630	jg25448	AT3G14360.1
OG0011631	jg25471	AT3G14560.1
OG0011632	jg25489	AT3G14720.1
OG0011633	jg25508	AT3G14910.1
OG0011634	jg25518	AT3G14980.1
OG0011635	jg25528	AT3G15070.1
OG0011636	jg25542	AT3G15180.2
OG0011637	jg25564	AT3G15350.1
OG0011639	jg25622	AT3G15780.1
OG0011640	jg25624	AT3G15800.1
OG0011641	jg25630	AT3G15860.1
OG0011642	jg25651	AT3G16070.1
OG0011643	jg25670	AT3G16230.1
OG0011644	jg25687	AT3G16360.2
OG0011645	jg25761	AT3G16840.2
OG0011646	jg25767	AT3G16890.1
OG0011647	jg25871	AT3G17660.2
OG0011648	jg25914	AT3G17940.1
OG0011649	jg25940	AT3G18200.2
OG0011650	jg25945	AT3G18230.1
OG0011651	jg25949	AT3G18270.1
OG0011652	jg25963	AT3G18360.1
OG0011653	jg25970	AT3G18390.1
OG0011654	jg25984	AT3G18520.2
OG0011655	jg25994	AT3G18630.1, AT2G10550.1
OG0011656	jg26005	AT3G18730.1
OG0011658	jg12929	AT2G01410.1
OG0011659	jg26031	AT3G18930.1
OG0011660	jg26032	AT3G18940.1
OG0011661	jg26055	AT3G19184.2
OG0011662	jg26080	AT3G19420.1
OG0011663	jg26091	AT3G19508.1
OG0011664	jg26116	AT3G19680.1
OG0011665	jg26139	AT3G19910.1
OG0011666	jg26188	AT3G20330.1
OG0011667	jg26194	AT3G20390.2
OG0011668	jg26292	AT3G21150.1
OG0011669	jg26304	AT3G21215.1
OG0011670	jg26312	AT3G21260.3
OG0011671	jg21995	AT5G52880.1
OG0011672	jg12540	AT5G39680.1
OG0011673	jg12538	AT5G39660.1
OG0011674	jg12518	AT5G39500.1
OG0011675	jg12507	AT5G39420.1
OG0011676	jg12505	AT5G39400.1
OG0011677	jg12433	AT5G38895.3
OG0011678	jg12425	AT5G38840.1
OG0011679	jg12416	AT5G38720.2
OG0011680	jg12405	AT5G38640.1
OG0011681	jg12384	AT5G38510.1
OG0011682	jg12247	AT5G37790.1
OG0011683	jg12169	AT5G37370.1
OG0011684	jg12113	AT5G37010.1
OG0011685	jg12099	AT5G36960.1
OG0011686	jg21280	AT5G47920.1
OG0011687	jg26637	AT3G23740.1
OG0011688	jg26609	AT3G23590.1
OG0011689	jg26605	AT3G23570.1
OG0011690	jg26570	AT3G23210.1
OG0011691	jg26565	AT3G23175.1
OG0011692	jg27641	AT2G15970.1
OG0011693	jg26552	AT1G61410.1, AT3G23100.1
OG0011694	jg26545	AT3G23020.1
OG0011695	jg26534	AT3G22960.1
OG0011696	jg15532	AT3G55760.1
OG0011697	jg26428	AT3G22100.1
OG0011698	jg26480	AT3G22490.1
OG0011699	jg2089	AT1G66360.1
OG0011700	jg26455	AT3G22290.1
OG0011701	jg26442	AT3G22190.1
OG0011702	jg26385	AT3G21810.1
OG0011703	jg26364	AT3G21670.1
OG0011704	jg26357	AT3G21600.1
OG0011705	jg31162	AT1G25510.1
OG0011706	jg9373	AT4G30390.1
OG0011707	jg9386	AT4G30250.2
OG0011708	jg9396	AT4G30150.1
OG0011710	jg2114	AT1G66510.1
OG0011711	jg2100, jg2099	AT1G66430.1
OG0011712	jg2027	AT1G65950.1
OG0011713	jg2033	AT1G65960.2
OG0011714	jg1751	AT1G64880.1
OG0011715	jg1899	AT1G65410.1
OG0011716	jg1544	AT1G54490.1
OG0011717	jg1523	AT1G54650.3
OG0011718	jg1498	AT1G54860.1
OG0011719	jg1476	AT1G54940.1
OG0011720	jg1464	AT1G54990.1
OG0011721	jg5752	AT5G19010.1
OG0011722	jg5716	AT5G18680.1
OG0011723	jg5708	AT5G18610.1
OG0011724	jg5688	AT5G18440.1
OG0011725	jg5674	AT5G18310.2
OG0011726	jg6791	AT5G28590.1
OG0011727	jg6875	AT5G29560.1
OG0011729	jg21425	AT5G48630.2
OG0011730	jg15156	AT3G52460.1
OG0011731	jg15150	AT3G52390.2
OG0011733	jg15123	AT3G52120.3
OG0011734	jg15117	AT3G52080.1
OG0011735	jg15115	AT3G52070.1
OG0011736	jg15112	AT3G52040.1
OG0011737	jg15100	AT3G51960.2
OG0011738	jg15092	AT3G51880.2
OG0011739	jg12844	AT5G41960.1
OG0011740	jg15055	AT3G51710.1
OG0011741	jg15045	AT3G51590.1
OG0011742	jg15037	AT3G51510.1
OG0011743	jg15036	AT3G51500.1
OG0011744	jg28399	AT1G02160.2
OG0011745	jg28404	AT1G02130.1
OG0011746	jg28430	AT1G01930.1
OG0011747	jg28442	AT1G01780.1
OG0011748	jg28457	AT1G01630.1
OG0011749	jg28470	AT1G01510.1
OG0011750	jg28472	AT1G01500.1
OG0011751	jg28474	AT1G01480.1
OG0011752	jg28478	AT1G01460.1
OG0011753	jg28480	AT1G01450.1
OG0011754	jg28495	AT1G01320.1
OG0011755	jg28499	AT1G01290.1
OG0011756	jg28501	AT1G01260.1
OG0011757	jg28507	AT1G01200.1
OG0011758	jg28525	AT1G01030.1
OG0011759	jg28551	AT1G02420.1
OG0011760	jg28555	AT1G02470.1
OG0011761	jg28574	AT1G02680.1
OG0011762	jg28576	AT5G61710.1
OG0011763	jg28584	AT1G02730.1
OG0011764	jg28610	AT1G02960.2
OG0011765	jg28614	AT1G03000.1
OG0011766	jg28631	AT1G03150.1
OG0011767	jg28674	AT1G03610.1
OG0011768	jg28693	AT1G03780.3
OG0011769	jg28695	AT1G03790.1
OG0011770	jg28746	AT1G04290.1
OG0011771	jg28752	AT1G04360.1
OG0011772	jg28760	AT1G04420.1
OG0011773	jg28762	AT1G04440.1
OG0011774	jg28764	AT1G04450.1
OG0011775	jg28791	AT1G04690.1
OG0011776	jg28804	AT1G04830.2
OG0011777	jg28806	AT1G04850.1
OG0011778	jg28814	AT1G04910.1
OG0011779	jg28881	AT1G05430.1
OG0011780	jg28886	AT1G05490.1
OG0011781	jg28900	AT1G05600.1
OG0011782	jg28915	AT1G05700.2
OG0011783	jg28928	AT1G05805.1
OG0011784	jg28941	AT1G05910.1
OG0011785	jg28978	AT1G06260.1
OG0011786	jg28992	AT1G06420.1
OG0011787	jg28996	AT1G06460.1
OG0011788	jg29009	AT1G06590.1
OG0011789	jg29035	AT1G07010.3
OG0011790	jg29064	AT1G07130.1
OG0011791	jg10035	AT4G24400.1
OG0011792	jg29076	AT1G07230.1
OG0011793	jg29088	AT1G07340.1
OG0011794	jg29131	AT1G07745.1
OG0011795	jg29156	AT1G07960.1
OG0011796	jg26846	AT3G25070.2
OG0011797	jg29174	AT1G08110.4
OG0011798	jg29212	AT1G08490.1
OG0011799	jg29218	AT1G08550.1
OG0011800	jg29231	AT1G08680.4
OG0011801	jg21913	AT5G52210.1
OG0011802	jg29236	AT1G08750.1
OG0011803	jg29242	AT1G08810.1
OG0011804	jg29245	AT1G08840.3
OG0011805	jg29255	AT1G08960.1
OG0011806	jg29271	AT1G09150.1
OG0011807	jg29367	AT1G09930.1
OG0011808	jg29282	AT1G09220.1
OG0011809	jg29311	AT1G09460.1
OG0011810	jg29320	AT1G09550.1
OG0011811	jg29322	AT1G09570.3
OG0011812	jg29345	AT1G09750.1
OG0011813	jg29363	AT1G09880.3
OG0011814	jg29382	AT1G10050.3
OG0011815	jg29444	AT1G10522.1
OG0011816	jg9744	AT4G27060.1
OG0011817	jg29475	AT1G10720.1
OG0011818	jg29500	AT1G10900.1
OG0011820	jg29511	AT1G11020.1
OG0011821	jg29556	AT1G11320.1
OG0011822	jg29577, jg29583	AT1G11480.1
OG0011823	jg29620	AT1G11790.1
OG0011824	jg29634	AT1G11925.1
OG0011825	jg29635	AT1G11930.1
OG0011826	jg29645	AT1G12030.1
OG0011827	jg29648	AT1G12060.1
OG0011828	jg29650	AT1G12070.1
