Orthogroup	Arabidopsis_arenosa	Alyssum_gmelinii
OG0006609	jg15483	Ag031G3344000
OG0006610	jg15453	Ag031G3354400
OG0006611	jg15426	Ag031G3360400
OG0006612	jg15419	Ag031G3362300, Ag019G2496200
OG0006613	jg15298	Ag031G3386900
OG0006614	jg15212	Ag031G3406700
OG0006615	jg22147	Ag020G2563200
OG0006616	jg22136	Ag020G2564200
OG0006617	jg22131	Ag020G2565600
OG0006618	jg11049	Ag053G4869500, Ag025G2907600
OG0006619	jg26801	Ag029G3097300
OG0006620	jg26748	Ag095G5471400, Ag064G5114500
OG0006621	jg2247	Ag067G5182500
OG0006622	jg2326	Ag067G5194000
OG0006623	jg2335, jg2330	Ag067G5194800
OG0006624	jg2379	Ag067G5200300
OG0006625	jg2392	Ag067G5202700
OG0006626	jg21439	Ag081G5401100
OG0006627	jg27962	Ag042G4380100
OG0006628	jg28002	Ag042G4390100
OG0006629	jg28003	Ag042G4390200
OG0006630	jg28090	Ag042G4408100
OG0006631	jg28113	Ag042G4415600
OG0006632	jg12985	Ag042G4420100, Ag042G4420200
OG0006633	jg28129	Ag042G4420500
OG0006634	jg24000	Ag042G4425500, Ag014G1775200
OG0006635	jg28148	Ag042G4426300
OG0006636	jg28149	Ag042G4426400
OG0006637	jg28173	Ag042G4430400
OG0006638	jg19331	Ag039G4196300
OG0006639	jg19309	Ag039G4202300
OG0006640	jg20002	Ag003G0311700, Ag039G4203800
OG0006641	jg19276	Ag039G4212000
OG0006642	jg19270	Ag039G4213100
OG0006643	jg19254	Ag039G4217200
OG0006644	jg19243	Ag039G4219200
OG0006645	jg19212	Ag039G4226200
OG0006646	jg19198	Ag039G4232000
OG0006647	jg19183	Ag039G4238900
OG0006648	jg29114	Ag034G3744300, Ag039G4259100
OG0006649	jg19047	Ag039G4272000
OG0006650	jg19040	Ag039G4275400
OG0006651	jg19031	Ag039G4279900
OG0006652	jg19010	Ag039G4284500
OG0006653	jg19008	Ag039G4285800
OG0006654	jg19004, jg18997	Ag039G4287700
OG0006655	jg18993	Ag039G4288700
OG0006656	jg13633	Ag039G4288900
OG0006657	jg18980	Ag039G4289900
OG0006658	jg18967	Ag039G4292600
OG0006659	jg18961	Ag039G4294100
OG0006660	jg18911	Ag039G4309500
OG0006661	jg18899	Ag039G4312400
OG0006662	jg18886	Ag039G4313900
OG0006663	jg18829	Ag039G4331200
OG0006664	jg7675	Ag066G5135300
OG0006665	jg7718	Ag066G5146000
OG0006666	jg7583, jg7582	Ag030G3130600
OG0006667	jg7581	Ag030G3130800
OG0006668	jg5779	Ag038G4147100, Ag030G3133800
OG0006669	jg16539	Ag015G2179000
OG0006670	jg16547	Ag015G2180000
OG0006671	jg16574	Ag015G2183700
OG0006672	jg16602	Ag015G2186500
OG0006673	jg16626	Ag015G2187800
OG0006674	jg16649	Ag015G2190100
OG0006675	jg16815	Ag015G2200300
OG0006676	jg10823, jg17261	Ag015G2209900
OG0006677	jg17015	Ag015G2216300
OG0006678	jg9815	Ag015G2236100
OG0006679	jg10016	Ag015G2238300
OG0006680	jg32113	Ag015G2265300
OG0006681	jg32071	Ag015G2270200, Ag052G4864500
OG0006682	jg32067	Ag015G2270700, Ag052G4864100
OG0006683	jg7277	Ag021G2583400, Ag026G3000000
OG0006684	jg7328	Ag021G2596400
OG0006685	jg33069	Ag021G2607200, Ag025G2975300
OG0006686	jg7490	Ag021G2615500
OG0006687	jg7491	Ag021G2615600
OG0006688	jg6545	Ag038G4156400
OG0006689	jg6612	Ag038G4166600
OG0006690	jg10033	Ag038G4167500, Ag003G0415500, Ag010G0984200
OG0006691	jg6642	Ag038G4169900
OG0006692	jg6647	Ag038G4171100, Ag014G1832600
OG0006693	jg6664	Ag038G4172800
OG0006694	jg6687	Ag038G4174100
OG0006695	jg28196	Ag096G5472400, Ag096G5472500, Ag088G5426800
OG0006696	jg28239	Ag088G5434000
OG0006697	jg28256	Ag088G5436900
OG0006698	jg28259	Ag088G5437000
OG0006699	jg12665	Ag003G0362600
OG0006700	jg20073	Ag003G0302200
OG0006701	jg20067	Ag003G0303500
OG0006702	jg20066	Ag003G0303600
OG0006703	jg20040	Ag003G0306800
OG0006704	jg20032	Ag003G0308100
OG0006705	jg20021	Ag003G0309800
OG0006706	jg19997	Ag003G0312200
OG0006708	jg19963	Ag003G0317600
OG0006709	jg19961	Ag003G0317800
OG0006711	jg19910	Ag003G0325000
OG0006712	jg19873	Ag003G0328200, Ag003G0328500
OG0006713	jg19862	Ag003G0329400
OG0006714	jg19861	Ag003G0329700
OG0006715	jg19835	Ag003G0335200
OG0006716	jg19784	Ag003G0345000
OG0006717	jg19743	Ag003G0350200
OG0006718	jg19714	Ag003G0355700
OG0006719	jg19709	Ag003G0357400
OG0006720	jg19702, jg19703	Ag003G0358200
OG0006721	jg19701	Ag003G0358400
OG0006722	jg19664	Ag003G0365800
OG0006723	jg19638	Ag003G0369000
OG0006724	jg19605	Ag003G0375400
OG0006725	jg19565	Ag003G0384400
OG0006726	jg19543	Ag003G0390900
OG0006727	jg19529	Ag003G0393800
OG0006728	jg19437	Ag003G0408500
OG0006729	jg19428	Ag003G0411200
OG0006730	jg19411	Ag003G0415900
OG0006731	jg19407, jg19409	Ag003G0416300
OG0006732	jg20351	Ag016G2317300, Ag037G4136800
OG0006733	jg9046	Ag011G1196600, Ag011G1199000, Ag037G4137200
OG0006734	jg23995	Ag014G1774400
OG0006735	jg22245, jg22249	Ag014G1776300
OG0006736	jg24050	Ag014G1781300
OG0006737	jg24086	Ag014G1786600
OG0006738	jg24107	Ag014G1792100
OG0006739	jg24110	Ag018G2451500, Ag014G1792300
OG0006741	jg24180	Ag014G1800200, Ag014G1799400
OG0006742	jg24207	Ag014G1805600
OG0006743	jg24225	Ag014G1807700
OG0006744	jg24234	Ag014G1809000
OG0006745	jg24316	Ag014G1818000
OG0006746	jg24431	Ag014G1832200
OG0006747	jg24434	Ag014G1832500
OG0006748	jg24455	Ag014G1837200
OG0006749	jg24464	Ag014G1837900
OG0006750	jg31223	Ag014G1838400
OG0006751	jg24528	Ag014G1847900
OG0006752	jg24529	Ag014G1848000
OG0006753	jg24628	Ag014G1861500
OG0006754	jg24637	Ag014G1862400
OG0006755	jg24678	Ag014G1867400
OG0006756	jg24685	Ag014G1868000
OG0006757	jg24687	Ag014G1868100
OG0006758	jg24691	Ag014G1871400
OG0006759	jg24695	Ag014G1872200
OG0006760	jg24706	Ag014G1873500
OG0006761	jg24715	Ag014G1874900
OG0006762	jg24733	Ag014G1876900
OG0006763	jg24736	Ag014G1877300
OG0006764	jg24737	Ag014G1877500
OG0006765	jg24797	Ag014G1884900
OG0006766	jg24816	Ag014G1887000
OG0006767	jg24837	Ag014G1888200
OG0006768	jg24826	Ag014G1888400
OG0006769	jg24852	Ag014G1893200
OG0006770	jg24935	Ag014G1907000
OG0006771	jg25095	Ag014G1934100, Ag014G1911800
OG0006772	jg25037	Ag014G1924300
OG0006773	jg25051	Ag014G1925400
OG0006774	jg25052	Ag014G1925500
OG0006775	jg25092	Ag014G1933700
OG0006776	jg25112	Ag014G1938000
OG0006777	jg25113	Ag014G1938100
OG0006778	jg25116	Ag014G1938500
OG0006779	jg25125	Ag014G1939700
OG0006780	jg25126	Ag014G1939800
OG0006781	jg25175	Ag014G1946000
OG0006782	jg25204	Ag014G1950200
OG0006783	jg25222	Ag014G1953100
OG0006785	jg25246	Ag014G1956900
OG0006786	jg25264	Ag014G1958400
OG0006787	jg18179, jg18183	Ag014G1958900
OG0006788	jg25355	Ag014G1971800, Ag014G1966100
OG0006789	jg25366	Ag014G1972900
OG0006790	jg25397	Ag014G1976900, Ag002G0214200
OG0006791	jg7314, jg7312	Ag014G1981600, Ag014G1987000, Ag014G1982200, Ag014G1982000
OG0006792	jg25425	Ag014G1987400, Ag014G1986700
OG0006793	jg25427	Ag014G1987700, Ag014G2020000
OG0006794	jg25457	Ag014G1993700
OG0006795	jg25475	Ag014G1996500
OG0006796	jg25493	Ag014G1999400
OG0006797	jg25509	Ag014G2002000
OG0006798	jg25543	Ag014G2006200
OG0006799	jg25575	Ag014G2010700
OG0006800	jg25597	Ag014G2014300
OG0006801	jg25629	Ag014G2021600
OG0006802	jg25632	Ag014G2022300
OG0006803	jg25666	Ag014G2027900
OG0006804	jg25672	Ag014G2029200
OG0006805	jg28738	Ag014G2043400
OG0006806	jg25791	Ag014G2048500
OG0006807	jg25813	Ag014G2050700
OG0006808	jg25846	Ag014G2057200
OG0006809	jg25855	Ag014G2060900
OG0006810	jg12075, jg12093	Ag014G2061700
OG0006812	jg25863	Ag014G2062000
OG0006813	jg25885	Ag014G2064900
OG0006814	jg25902	Ag014G2069200
OG0006815	jg25936	Ag014G2074400
OG0006816	jg25943	Ag014G2077200, Ag014G2077100
OG0006817	jg25971	Ag014G2083900
OG0006818	jg25978	Ag014G2084600
OG0006819	jg26009	Ag014G2093900
OG0006820	jg26022	Ag014G2098800
OG0006821	jg30412	Ag014G2103600, Ag034G3954900
OG0006822	jg26148	Ag014G2143000
OG0006823	jg26151	Ag014G2144000
OG0006824	jg26189	Ag014G2153400
OG0006825	jg26212, jg16924	Ag014G2158200
OG0006826	jg26216	Ag014G2162700
OG0006827	jg26217	Ag014G2162800
OG0006828	jg26251, jg12323	Ag014G2168800, Ag027G3072300
OG0006829	jg26261	Ag027G3070600, Ag014G2170600
OG0006830	jg26284	Ag014G2173200, Ag027G3068300
OG0006831	jg26301	Ag027G3065600, Ag014G2175200
OG0006832	jg29357	Ag034G3777900, Ag026G3003100
OG0006833	jg12380, jg1252	Ag061G5031400
OG0006835	jg21273	Ag061G5049600
OG0006836	jg21244	Ag061G5050600
OG0006837	jg26638	Ag027G3005800, Ag064G5101200
OG0006838	jg26515	Ag027G3030600
OG0006840	jg26351	Ag027G3058200
OG0006841	jg9423	Ag068G5231100
OG0006843	jg1798	Ag036G4112700
OG0006844	jg1765	Ag036G4113100
OG0006845	jg5718	Ag060G5003600, Ag060G5004400
OG0006846	jg5715	Ag060G5005300
OG0006847	jg5690	Ag060G5010200
OG0006848	jg5671	Ag060G5014300
OG0006849	jg21569	Ag043G4437600
OG0006850	jg6862	Ag043G4453600
OG0006851	jg21374	Ag043G4458100
OG0006852	jg15168	Ag017G2405400
OG0006853	jg15135	Ag017G2413200
OG0006854	jg15126	Ag017G2414900
OG0006855	jg15121	Ag017G2415900
OG0006856	jg15118	Ag017G2416100
OG0006857	jg26361, jg15116	Ag017G2416300
OG0006858	jg15033	Ag017G2430200
OG0006859	jg15026	Ag017G2431800
OG0006860	jg15012	Ag017G2433700
OG0006861	jg15010	Ag017G2433900
OG0006862	jg28453	Ag034G3656100
OG0006864	jg28473	Ag034G3659100
OG0006865	jg28511	Ag034G3663300
OG0006866	jg28533	Ag034G3667000
OG0006867	jg28550	Ag034G3668800
OG0006868	jg28604	Ag034G3675600
OG0006869	jg10967	Ag034G3676100
OG0006870	jg28619	Ag034G3677500
OG0006871	jg28703	Ag034G3690900
OG0006872	jg28745	Ag034G3696400
OG0006873	jg27600	Ag034G3697700
OG0006874	jg28779	Ag034G3700200
OG0006875	jg28788	Ag034G3701700
OG0006876	jg28798	Ag034G3703100
OG0006877	jg14254	Ag034G3705000
OG0006878	jg28818	Ag034G3705500
OG0006879	jg28844	Ag034G3707800
OG0006880	jg28861	Ag034G3711000
OG0006882	jg28956	Ag034G3723700
OG0006883	jg28959	Ag034G3723900
OG0006884	jg28999	Ag034G3728200
OG0006885	jg29007	Ag034G3729000
OG0006886	jg29030	Ag034G3731800
OG0006887	jg29047	Ag034G3732900
OG0006888	jg29051	Ag034G3733200
OG0006889	jg10041, jg10039	Ag034G3741100
OG0006890	jg29170	Ag034G3751400
OG0006891	jg29183, jg12050	Ag034G3753300
OG0006892	jg29191	Ag034G3754200
OG0006893	jg29199	Ag034G3755400
OG0006894	jg29211	Ag034G3756900
OG0006895	jg29241	Ag034G3760700
OG0006896	jg29251	Ag034G3762000
OG0006897	jg29256	Ag034G3762900
OG0006898	jg29272	Ag034G3764600
OG0006899	jg29293	Ag034G3768800
OG0006900	jg29344	Ag034G3776200
OG0006901	jg29373	Ag034G3779900
OG0006902	jg29391	Ag034G3782300
OG0006903	jg1091	Ag034G3787800
OG0006904	jg29442	Ag034G3789200
OG0006905	jg29481	Ag034G3794700
OG0006906	jg29512	Ag034G3798700
OG0006907	jg29531	Ag034G3801300
OG0006908	jg29535	Ag034G3801600
OG0006909	jg29537	Ag034G3801900, Ag034G3802000, Ag034G3802100
OG0006910	jg29542, jg29544	Ag034G3803200
OG0006911	jg29553, jg29554	Ag034G3804000
OG0006912	jg29599	Ag034G3810000
OG0006913	jg29605	Ag034G3811200
OG0006914	jg29615	Ag034G3813400
OG0006915	jg29617	Ag034G3813600, Ag034G3813700
OG0006916	jg29654	Ag034G3819900
OG0006917	jg29669	Ag034G3821500
OG0006918	jg29685	Ag034G3823200
OG0006919	jg8223	Ag019G2539500, Ag034G3825700, Ag019G2513800, Ag034G4018400, Ag034G4018100
OG0006920	jg29713	Ag034G3827200
OG0006921	jg29753	Ag034G3834800
OG0006922	jg29760	Ag034G3835400
OG0006923	jg29837	Ag034G3847500
OG0006924	jg29857	Ag034G3851100
OG0006925	jg29859	Ag034G3851300
OG0006926	jg29865	Ag034G3853400
OG0006927	jg29912	Ag034G3862400
OG0006928	jg29937	Ag034G3866200
OG0006929	jg29965	Ag034G3871300
OG0006930	jg29966	Ag034G3871400
OG0006931	jg29995	Ag034G3879100
OG0006932	jg30009	Ag034G3881000
OG0006933	jg30022	Ag034G3882700
OG0006934	jg30031	Ag034G3883600
OG0006935	jg30068	Ag034G3890000
OG0006936	jg30072	Ag034G3891300
OG0006937	jg30502, jg30090	Ag034G3896800
OG0006938	jg30107	Ag034G3898900
OG0006939	jg13566	Ag034G3905300
OG0006940	jg30203, jg30191	Ag034G3907400
OG0006941	jg30209, jg30196	Ag034G3908100
OG0006942	jg30242	Ag034G3915300
OG0006943	jg30259	Ag034G3920500
OG0006944	jg30288	Ag034G3928300
OG0006945	jg30294	Ag034G3929100
OG0006946	jg30305	Ag034G3932200, Ag034G3932300
OG0006947	jg30307	Ag034G3933000
OG0006948	jg30309	Ag034G3933500
OG0006949	jg30321	Ag034G3935100
OG0006950	jg30356	Ag034G3942700
OG0006951	jg6068, jg30370	Ag034G3944700
OG0006952	jg30384	Ag034G3948000
OG0006953	jg30416	Ag034G3955300
OG0006954	jg30449	Ag034G3961000
OG0006955	jg30479	Ag034G3964500
OG0006956	jg30482	Ag034G3964900
OG0006958	jg30601	Ag034G3984700
OG0006959	jg30627	Ag034G3988700
OG0006960	jg30635	Ag034G3990300
OG0006961	jg30647	Ag034G3995300
OG0006962	jg30687	Ag034G4002000
OG0006963	jg30695	Ag034G4003800
OG0006964	jg30735	Ag034G4010800
OG0006965	jg30739	Ag034G4011100
OG0006966	jg30742	Ag034G4011500
OG0006967	jg30766	Ag034G4014200
OG0006968	jg20600	Ag034G4015500, Ag025G2927700
OG0006969	jg11312	Ag034G4027000
OG0006970	jg2800	Ag034G4041500
OG0006971	jg2751, jg2753	Ag034G4047300
OG0006972	jg2720	Ag034G4052400
OG0006973	jg2598	Ag034G4073000
OG0006974	jg10071	Ag052G4849400
OG0006975	jg10068	Ag052G4850500
OG0006976	jg27856, jg27099	Ag002G0154000, Ag011G1176400
OG0006977	jg578	Ag002G0158000
OG0006978	jg592	Ag002G0161600, Ag002G0162100
OG0006979	jg677	Ag002G0180600
OG0006981	jg773	Ag002G0198200
OG0006982	jg794	Ag002G0202400
OG0006983	jg31258	Ag010G0984300, Ag002G0214000
OG0006984	jg867	Ag002G0217900
OG0006985	jg877, jg876	Ag002G0219700
OG0006986	jg1178	Ag002G0256200
OG0006987	jg430	Ag024G2863300
OG0006989	jg361	Ag024G2898400
OG0006990	jg12863	Ag024G2898500, Ag024G2898600
OG0006991	jg20401	Ag016G2294300
OG0006992	jg20397	Ag016G2298900
OG0006993	jg20388	Ag016G2309200
OG0006994	jg20282	Ag016G2332400
OG0006995	jg20272	Ag016G2333400
OG0006996	jg8249, jg25371	Ag016G2335200
OG0006997	jg20670	Ag016G2345300
OG0006998	jg7805	Ag016G2376200
OG0006999	jg9484	Ag065G5121900
OG0007000	jg9461	Ag065G5123600
OG0007001	jg32877	Ag025G2921500
OG0007002	jg32891	Ag025G2926000
OG0007003	jg3153	Ag072G5252000
OG0007004	jg3149	Ag072G5253100
OG0007006	jg8302, jg8309	Ag011G1029100
OG0007007	jg8357	Ag011G1035500
OG0007008	jg8384	Ag011G1041200
OG0007009	jg8410	Ag011G1046000
OG0007010	jg8411	Ag011G1046200
OG0007011	jg8514	Ag011G1063900
OG0007012	jg8555	Ag011G1071000
OG0007013	jg8573	Ag011G1075100
OG0007014	jg8596	Ag011G1078900
OG0007015	jg8617	Ag011G1082200
OG0007016	jg8646	Ag011G1091100
OG0007017	jg8664	Ag011G1094200
OG0007018	jg8665	Ag011G1094300
OG0007020	jg8735	Ag011G1110500, Ag011G1108400, Ag011G1108500
OG0007021	jg8764	Ag011G1116000
OG0007022	jg8771	Ag011G1118900
OG0007023	jg8794	Ag011G1122700
OG0007025	jg8845	Ag011G1140100
OG0007027	jg8857	Ag011G1143500
OG0007028	jg8867	Ag011G1146000
OG0007029	jg8874	Ag011G1146600
OG0007030	jg8882	Ag011G1148800
OG0007031	jg9171	Ag011G1168200
OG0007032	jg9170	Ag011G1168500
OG0007033	jg9164	Ag011G1171000
OG0007034	jg9134	Ag011G1177000
OG0007035	jg9132	Ag011G1177200
OG0007036	jg9116	Ag011G1182000
OG0007037	jg9109	Ag011G1183000
OG0007038	jg18484	Ag011G1185400, Ag011G1194400
OG0007039	jg17228	Ag011G1186000
OG0007040	jg9074	Ag011G1190800
OG0007041	jg9059	Ag011G1195200
OG0007042	jg9020	Ag011G1202700
OG0007043	jg27363	Ag011G1206900
OG0007044	jg9005	Ag011G1207400
OG0007045	jg8995	Ag011G1212700
OG0007046	jg8975	Ag011G1217500
OG0007047	jg8972	Ag011G1217800
OG0007049	jg8958	Ag011G1220900
OG0007050	jg8955	Ag011G1221300
OG0007051	jg9197	Ag011G1230900
OG0007052	jg9199	Ag011G1231600
OG0007053	jg9270	Ag011G1259200
OG0007054	jg9271	Ag011G1259800
OG0007055	jg9283	Ag011G1261900
OG0007056	jg9287	Ag011G1263000
OG0007057	jg9303	Ag011G1268000
OG0007058	jg9307	Ag011G1268700
OG0007059	jg9329	Ag011G1271300
OG0007060	jg26651	Ag064G5102500
OG0007061	jg26717	Ag064G5110500
OG0007062	jg2888	Ag018G2437700
OG0007063	jg2871	Ag018G2442100
OG0007064	jg2855	Ag018G2445600
OG0007065	jg30915, jg32006	Ag018G2458100
OG0007066	jg30926	Ag018G2459100
OG0007067	jg31012	Ag018G2467800
OG0007068	jg17227	Ag019G2493200
OG0007069	jg8043	Ag019G2497600
OG0007070	jg8089	Ag019G2508200
OG0007071	jg8158	Ag019G2513100
OG0007072	jg14028	Ag019G2516500
OG0007073	jg8120	Ag019G2519500
OG0007074	jg8106	Ag019G2525300
OG0007075	jg8172	Ag019G2529400
OG0007076	jg8224	Ag019G2540600
OG0007077	jg8244	Ag019G2545500
OG0007078	jg16780, jg19498	Ag019G2549300
OG0007079	jg31231	Ag010G0983600
OG0007080	jg10062	Ag010G1001400
OG0007081	jg9622	Ag010G1022700
OG0007127	jg6997, jg6986, jg32674, jg7007	Ag034G3983900, Ag047G4549900, Ag046G4537100
OG0007128	jg16403, jg16395, jg16411	Ag031G3171700, Ag033G3499500, Ag093G5459800, Ag019G2508800
OG0007129	jg10218	Ag025G2910700, Ag033G3502800, Ag093G5462500, Ag093G5462300, Ag025G2910800
OG0007130	jg22234	Ag055G4912200
OG0007131	jg23305	Ag004G0470800, Ag014G2120300, Ag055G4917600
OG0007132	jg14662	Ag055G4918600
OG0007133	jg14656	Ag055G4919700
OG0007134	jg14635	Ag055G4922600
OG0007135	jg14596	Ag055G4923800
OG0007136	jg14592	Ag055G4930300
OG0007137	jg12902	Ag035G4081200, Ag074G5267200
OG0007138	jg12918	Ag074G5268000, Ag035G4080400
OG0007139	jg9477	Ag035G4079400, Ag074G5269100
OG0007140	jg12973	Ag035G4075600, Ag074G5271200
OG0007141	jg13032	Ag074G5271500, Ag035G4074900
OG0007142	jg18951	Ag047G4543600, Ag039G4296000
OG0007143	jg20387	Ag047G4545600, Ag016G2309300
OG0007144	jg3488	Ag048G4618300, Ag047G4546100
OG0007145	jg5605	Ag013G1352400
OG0007146	jg5599	Ag013G1355800
OG0007147	jg5578	Ag013G1363700
OG0007148	jg5576	Ag013G1364400
OG0007149	jg5553	Ag013G1368800
OG0007150	jg5547	Ag013G1369500, Ag022G2780700
OG0007151	jg5522	Ag013G1374200
OG0007152	jg5507	Ag013G1378600
OG0007153	jg5487	Ag013G1383900
OG0007154	jg12320	Ag013G1384000
OG0007155	jg5481	Ag013G1386000
OG0007156	jg5471	Ag013G1387700
OG0007157	jg5454	Ag013G1392100
OG0007158	jg5437	Ag013G1396400
OG0007159	jg18778	Ag054G4888500, Ag013G1403200
OG0007160	jg5406	Ag013G1404800
OG0007161	jg5398	Ag013G1406100
OG0007162	jg5380	Ag013G1411500
OG0007163	jg5379	Ag013G1411600, Ag013G1411700
OG0007164	jg5349	Ag013G1419100
OG0007165	jg5326	Ag013G1424900
OG0007166	jg5317	Ag013G1427000
OG0007167	jg5316	Ag013G1427300
OG0007168	jg5312	Ag013G1429500
OG0007169	jg5304	Ag013G1433300
OG0007170	jg5298	Ag013G1435200
OG0007172	jg7409	Ag013G1442600, Ag014G1990400, Ag014G1903000
OG0007173	jg5240	Ag013G1449800
OG0007174	jg5239	Ag013G1449900
OG0007175	jg5236	Ag013G1450400
OG0007176	jg5225	Ag013G1452400
OG0007177	jg5219, jg14219	Ag013G1453200
OG0007178	jg5216	Ag013G1453800
OG0007179	jg5214	Ag013G1454400
OG0007180	jg5212	Ag013G1454700
OG0007181	jg5210	Ag013G1454900
OG0007182	jg5209	Ag013G1455000, Ag023G2832900
OG0007183	jg5186	Ag013G1459700
OG0007184	jg5182, jg22414	Ag013G1461500
OG0007185	jg5181	Ag013G1461600
OG0007186	jg5176	Ag013G1462800
OG0007187	jg5175	Ag013G1462900
OG0007188	jg21511	Ag013G1463000
OG0007189	jg5169	Ag013G1463900
OG0007190	jg5164	Ag013G1465600
OG0007191	jg5163	Ag013G1465700
OG0007192	jg5152	Ag013G1467200
OG0007193	jg5144	Ag013G1469300
OG0007194	jg22420	Ag003G0307800, Ag013G1475300
OG0007195	jg5122	Ag013G1478100
OG0007196	jg5114	Ag013G1479400
OG0007197	jg5080	Ag013G1486100
OG0007198	jg5051	Ag013G1489800
OG0007199	jg5044	Ag013G1490900
OG0007200	jg5032	Ag013G1492000
OG0007201	jg13769, jg13771	Ag013G1497300
OG0007202	jg5010	Ag013G1497700
OG0007203	jg4980	Ag013G1502300
OG0007204	jg4976	Ag013G1502800
OG0007205	jg10058	Ag013G1503000
OG0007206	jg4965	Ag013G1505000
OG0007207	jg4897	Ag013G1519700
OG0007208	jg4888	Ag013G1522100
OG0007209	jg21349	Ag081G5399700, Ag013G1523500
OG0007210	jg4878	Ag013G1523800
OG0007211	jg4861	Ag013G1527500
OG0007212	jg4846	Ag013G1529600
OG0007213	jg4840, jg4837	Ag013G1530300
OG0007214	jg4830	Ag013G1531600
OG0007215	jg4803	Ag013G1537500
OG0007217	jg4742	Ag013G1548000
OG0007218	jg4720	Ag013G1551000
OG0007219	jg4710	Ag013G1552700
OG0007221	jg4664	Ag013G1560000
OG0007222	jg4660	Ag013G1560300
OG0007223	jg4631	Ag013G1563300
OG0007224	jg7874	Ag013G1571500
OG0007225	jg7905	Ag013G1573600
OG0007226	jg7906	Ag013G1573700
OG0007227	jg7917	Ag013G1575100
OG0007228	jg9968	Ag013G1578700
OG0007229	jg9985	Ag013G1580500
OG0007230	jg10008	Ag013G1582600
OG0007231	jg17465	Ag013G1585600
OG0007232	jg17547	Ag013G1587800
OG0007233	jg17589	Ag013G1590300
OG0007234	jg17634	Ag013G1593100
OG0007235	jg17647	Ag013G1594000, Ag013G1593900
OG0007236	jg17663	Ag013G1595000
OG0007237	jg17703	Ag013G1597200
OG0007238	jg17726	Ag013G1599000
OG0007239	jg17792	Ag013G1604300
OG0007240	jg17804	Ag013G1605700
OG0007241	jg17811	Ag013G1606300
OG0007242	jg17832	Ag013G1608000
OG0007243	jg17864	Ag013G1611300
OG0007244	jg17870	Ag013G1611800
OG0007245	jg17898	Ag013G1613300
OG0007246	jg17899	Ag013G1613400
OG0007247	jg17987	Ag013G1622200
OG0007248	jg17988	Ag013G1622600
OG0007249	jg18038	Ag013G1625300
OG0007250	jg18043	Ag013G1625800
OG0007251	jg6073	Ag004G0597800, Ag013G1633200, Ag004G0597600
OG0007252	jg18078	Ag013G1634000, Ag013G1634100
OG0007253	jg18092	Ag013G1635900
OG0007254	jg18151	Ag013G1641300
OG0007255	jg18152	Ag013G1641400
OG0007256	jg18165	Ag013G1643000
OG0007257	jg18199	Ag013G1646600
OG0007258	jg18206	Ag013G1648000
OG0007259	jg18274	Ag013G1658100
OG0007260	jg18317	Ag013G1661800
OG0007261	jg18305	Ag013G1663300
OG0007262	jg18298	Ag013G1664600
OG0007263	jg18346	Ag013G1666900
OG0007264	jg18366	Ag013G1669700
OG0007265	jg32075, jg18371	Ag013G1670100
OG0007266	jg18377	Ag013G1670400
OG0007268	jg18395	Ag013G1671600
OG0007269	jg18435	Ag013G1674800
OG0007270	jg18437, jg12217	Ag013G1675100
OG0007271	jg20808	Ag013G1684500, Ag013G1684400
OG0007272	jg20774	Ag013G1688800
OG0007273	jg9950	Ag013G1693400
OG0007274	jg9935	Ag013G1694600
OG0007275	jg9903	Ag013G1699800
OG0007276	jg9893	Ag014G2161600, Ag013G1700500
OG0007277	jg32756	Ag013G1705900
OG0007278	jg32753	Ag013G1706200
OG0007279	jg32728	Ag013G1710300
OG0007280	jg32745	Ag013G1712000
OG0007281	jg32746	Ag013G1712100
OG0007282	jg31294	Ag013G1712700
OG0007283	jg31315	Ag013G1715200
OG0007284	jg31329	Ag013G1716700
OG0007285	jg31363	Ag013G1720600
OG0007286	jg31385	Ag013G1722700
OG0007287	jg31425	Ag014G1949100, Ag013G1727300
OG0007288	jg31427	Ag013G1727500
OG0007289	jg31444	Ag013G1728400
OG0007290	jg31454	Ag013G1729600
OG0007291	jg31476, jg33222, jg31475	Ag013G1731700
OG0007292	jg31547	Ag013G1740800
OG0007293	jg32588, jg31568	Ag013G1742600
OG0007294	jg31578	Ag013G1743100
OG0007295	jg31582	Ag013G1743900
OG0007296	jg31589	Ag013G1744900
OG0007297	jg31604	Ag013G1745500
OG0007298	jg31629	Ag015G2263200
OG0007299	jg31635	Ag013G1750100
OG0007300	jg31661	Ag013G1752600
OG0007302	jg31691	Ag013G1753800
OG0007303	jg31742	Ag013G1756600
OG0007304	jg31754	Ag013G1757500
OG0007305	jg31778	Ag013G1759200
OG0007306	jg31843	Ag013G1764700
OG0007307	jg31849	Ag013G1764900
OG0007308	jg31854	Ag013G1765200
OG0007309	jg31870	Ag013G1766400
OG0007310	jg31890	Ag013G1767900
OG0007311	jg31898	Ag013G1768300
OG0007312	jg13063	Ag062G5051500
OG0007313	jg13101	Ag062G5056800
OG0007314	jg13103	Ag062G5057400
OG0007315	jg13117	Ag062G5059300
OG0007316	jg13135	Ag062G5060700
OG0007317	jg23717	Ag004G0417300, Ag004G0417200
OG0007318	jg23659	Ag004G0423300
OG0007319	jg23645	Ag004G0424900
OG0007320	jg23643	Ag004G0425400
OG0007321	jg9611	Ag004G0425500
OG0007322	jg23634	Ag004G0426400
OG0007323	jg23598	Ag004G0431300
