Orthogroup	Arabidopsis_arenosa	Raphanus_sativus
OG0008144	jg25890	XP_018489285.1, XP_018493545.1, XP_018492853.1, XP_018485929.1
OG0008146	jg25915	XP_018487017.1, XP_018462304.1
OG0008147	jg25930, jg26641	XP_018489679.1
OG0008148	jg33622	XP_018478902.1, XP_018443354.1
OG0008149	jg25962	XP_018438582.1
OG0008150	jg25989	XP_018436886.1, XP_018488974.1
OG0008151	jg26000	XP_018487147.1, XP_018485672.1
OG0008152	jg9141	XP_018451359.1, XP_018471271.1
OG0008153	jg26008	XP_018492688.1, XP_018492884.1, XP_018491758.1, XP_018492889.1
OG0008154	jg26017	XP_018492910.1, XP_018466819.1, XP_018436884.1
OG0008155	jg26021	XP_018491130.1, XP_018462105.1, XP_018439527.1
OG0008156	jg26051	XP_018489177.1, XP_018461602.1, XP_018489224.1, XP_018489201.1
OG0008157	jg26064	XP_018487366.1, XP_018464419.1, XP_018488244.1
OG0008158	jg26087	XP_018489668.1, XP_018488602.1, XP_018492200.1
OG0008159	jg26089	XP_018487219.1, XP_018493575.1, XP_018492202.1
OG0008160	jg26097	XP_018488406.1, XP_018461326.1, XP_018433212.1
OG0008161	jg8636	XP_018452664.1, XP_018452350.1
OG0008162	jg12855	XP_018458761.1, XP_018443869.1, XP_018478375.1
OG0008163	jg26176	XP_018489621.1, XP_018489366.1, XP_018491330.1
OG0008164	jg10920	XP_018468811.1, XP_018465246.1
OG0008165	jg26204	XP_018490978.1
OG0008166	jg8960	XP_018470176.1
OG0008167	jg26259	XP_018486740.1, XP_018465131.1, XP_018486638.1
OG0008168	jg26281	XP_018458224.1, XP_018458221.1
OG0008169	jg26293	XP_018492179.1, XP_018493168.1, XP_018486525.1
OG0008170	jg26300	XP_018459590.1, XP_018485702.1
OG0008171	jg21998	XP_018468015.1, XP_018463557.1
OG0008172	jg21958	XP_018470563.1, XP_018468290.1, XP_018474701.1
OG0008173	jg21971	XP_018472984.1, XP_018456301.1, XP_018457176.1
OG0008174	jg12539	XP_018463038.1
OG0008175	jg12431	XP_018452652.1, XP_018483291.1
OG0008177	jg21279	XP_018440007.1, XP_018483617.1, XP_018483619.1
OG0008178	jg26632	XP_018432853.1, XP_018440038.1
OG0008179	jg26613	XP_018486511.1, XP_018467547.1, XP_018433963.1
OG0008180	jg26600	XP_018491479.1, XP_018466023.1
OG0008181	jg26581	XP_018464842.1, XP_018485806.1
OG0008182	jg26551	XP_018488659.1, XP_018464578.1, XP_018460319.1
OG0008183	jg26532	XP_018447042.1
OG0008184	jg26527	XP_018440960.1
OG0008185	jg26524	XP_018492315.1, XP_018492313.1
OG0008186	jg26511	XP_018463903.1, XP_018441804.1, XP_018490757.1
OG0008187	jg26479	XP_018491952.1, XP_018485385.1
OG0008188	jg26465	XP_018491746.1, XP_018487132.1
OG0008189	jg13517, jg26464	XP_018441314.1
OG0008190	jg26436	XP_018488848.1, XP_018436995.1
OG0008191	jg26440	XP_018492466.1, XP_018440787.1
OG0008192	jg26429	XP_018441593.1, XP_018486017.1
OG0008193	jg12962	XP_018453250.1, XP_018439851.1
OG0008194	jg26342	XP_018458552.1, XP_018458553.1, XP_018487631.1
OG0008195	jg26336	XP_018432883.1, XP_018458253.1, XP_018458549.1
OG0008196	jg26332	XP_018492547.1, XP_018492545.1, XP_018485990.1
OG0008197	jg9387	XP_018468621.1, XP_018454414.1
OG0008198	jg9388	XP_018467804.1, XP_018468594.1
OG0008199	jg9391	XP_018451648.1, XP_018472371.1
OG0008200	jg9393	XP_018449653.1, XP_018469084.1, XP_018461141.1
OG0008201	jg9400	XP_018482903.1, XP_018471291.1
OG0008202	jg9404	XP_018470497.1, XP_018470024.1, XP_018477677.1
OG0008203	jg9417	XP_018450305.1, XP_018478566.1
OG0008204	jg9427	XP_018450296.1
OG0008205	jg2116	XP_018445029.1, XP_018459509.1
OG0008206	jg2024	XP_018461880.1, XP_018462408.1, XP_018449880.1
OG0008207	jg1984	XP_018448378.1, XP_018442600.1
OG0008208	jg1725	XP_018470211.1
OG0008209	jg1214	XP_018457868.1, XP_018456814.1, XP_018456799.1
OG0008210	jg1554	XP_018456879.1, XP_018456883.1
OG0008211	jg18374	XP_018457058.1
OG0008212	jg1522	XP_018488875.1
OG0008213	jg1520	XP_018457403.1, XP_018457381.1
OG0008214	jg5755	XP_018468445.1, XP_018443092.1
OG0008215	jg5736	XP_018461585.1, XP_018452928.1, XP_018446607.1
OG0008216	jg5704	XP_018476013.1, XP_018471065.1
OG0008217	jg5695	XP_018476012.1, XP_018446986.1
OG0008218	jg5684	XP_018444881.1, XP_018444740.1
OG0008219	jg5666	XP_018476700.1, XP_018469091.1, XP_018443277.1, XP_018444464.1
OG0008220	jg6779	XP_018435629.1
OG0008223	jg21385	XP_018477756.1, XP_018435643.1
OG0008224	jg15167	XP_018477612.1, XP_018477614.1, XP_018477567.1
OG0008225	jg15149	XP_018463558.1, XP_018478224.1, XP_018484037.1
OG0008226	jg15146	XP_018461915.1, XP_018480752.1
OG0008227	jg15134	XP_018442457.1, XP_018459160.1, XP_018459165.1, XP_018482798.1, XP_018463065.1
OG0008228	jg15124	XP_018482800.1, XP_018440990.1, XP_018438818.1
OG0008229	jg15097	XP_018433144.1, XP_018437077.1, XP_018478786.1
OG0008230	jg15074	XP_018478414.1, XP_018478420.1, XP_018468282.1
OG0008231	jg15072, jg15065	XP_018478418.1, XP_018478411.1, XP_018433624.1
OG0008232	jg15051	XP_018437388.1, XP_018437687.1, XP_018478972.1
OG0008233	jg15038	XP_018470674.1, XP_018478984.1
OG0008234	jg15000	XP_018485035.1, XP_018480370.1, XP_018440172.1
OG0008235	jg28402	XP_018469563.1, XP_018486925.1
OG0008236	jg28513	XP_018485625.1, XP_018490428.1
OG0008237	jg15142, jg28552	XP_018486490.1
OG0008238	jg28553	XP_018489126.1, XP_018469783.1
OG0008239	jg28565, jg28564	XP_018487488.1
OG0008240	jg28598	XP_018475359.1, XP_018493524.1
OG0008241	jg28613	XP_018438047.1, XP_018492368.1
OG0008242	jg28627	XP_018493131.1, XP_018433531.1, XP_018451243.1
OG0008243	jg28634	XP_018449564.1, XP_018484715.1, XP_018485669.1
OG0008244	jg28642	XP_018464303.1, XP_018484309.1, XP_018486745.1
OG0008245	jg28646	XP_018443264.1
OG0008246	jg28651	XP_018462682.1, XP_018441205.1
OG0008247	jg28670	XP_018447120.1, XP_018489009.1
OG0008248	jg28672	XP_018451310.1, XP_018469593.1, XP_018490528.1
OG0008249	jg28673	XP_018469574.1, XP_018451312.1
OG0008250	jg28689	XP_018491850.1
OG0008251	jg28698	XP_018447857.1, XP_018447678.1
OG0008252	jg28716	XP_018447244.1
OG0008253	jg28721	XP_018487361.1, XP_018447427.1, XP_018451878.1
OG0008255	jg10056	XP_018485305.1, XP_018485297.1, XP_018472335.1
OG0008256	jg28761	XP_018447303.1, XP_018447323.1, XP_018461438.1, XP_018437554.1
OG0008257	jg28774	XP_018450181.1, XP_018480413.1
OG0008258	jg28775	XP_018489991.1, XP_018471050.1
OG0008259	jg28811	XP_018449912.1, XP_018487912.1, XP_018489733.1
OG0008260	jg28833	XP_018448184.1, XP_018485968.1
OG0008261	jg28864	XP_018487844.1, XP_018466571.1, XP_018487931.1
OG0008262	jg28871	XP_018468752.1, XP_018471238.1, XP_018486757.1
OG0008263	jg28875	XP_018472809.1, XP_018487310.1
OG0008264	jg28880	XP_018467669.1
OG0008265	jg28885	XP_018441607.1, XP_018441618.1, XP_018447306.1
OG0008266	jg28922	XP_018450521.1, XP_018450524.1
OG0008267	jg28926	XP_018486679.1, XP_018447290.1, XP_018448187.1
OG0008268	jg28934	XP_018438277.1, XP_018451380.1
OG0008269	jg28935	XP_018447605.1, XP_018489682.1
OG0008270	jg28947	XP_018490055.1, XP_018450032.1
OG0008271	jg28955	XP_018451538.1, XP_018434188.1
OG0008272	jg28971	XP_018453207.1, XP_018447370.1
OG0008273	jg28991	XP_018492898.1, XP_018449063.1
OG0008274	jg28997	XP_018449070.1, XP_018433183.1
OG0008275	jg29026	XP_018472554.1, XP_018463434.1, XP_018490590.1
OG0008276	jg29027	XP_018449375.1, XP_018487944.1, XP_018463433.1
OG0008277	jg29057	XP_018462291.1, XP_018450676.1, XP_018437155.1
OG0008278	jg29073	XP_018489387.1, XP_018464602.1, XP_018466152.1
OG0008279	jg29075	XP_018493232.1, XP_018489389.1, XP_018461517.1
OG0008280	jg29083	XP_018461515.1, XP_018489391.1, XP_018488046.1
OG0008281	jg29085	XP_018489393.1, XP_018434758.1
OG0008282	jg29118	XP_018490220.1, XP_018463194.1, XP_018489362.1
OG0008284	jg29185	XP_018447167.1
OG0008285	jg29217	XP_018441710.1, XP_018451292.1
OG0008286	jg29219	XP_018466589.1, XP_018451293.1
OG0008287	jg29223	XP_018487959.1, XP_018436323.1
OG0008288	jg29240	XP_018471764.1, XP_018461721.1, XP_018448215.1
OG0008289	jg29259	XP_018451691.1, XP_018435502.1
OG0008290	jg29269	XP_018447598.1, XP_018464819.1, XP_018466892.1, XP_018466923.1
OG0008291	jg29289	XP_018448965.1, XP_018448967.1, XP_018435665.1
OG0008292	jg21954	XP_018433385.1, XP_018433330.1
OG0008293	jg29336	XP_018483290.1, XP_018460004.1, XP_018450849.1
OG0008294	jg29350	XP_018433085.1, XP_018437773.1, XP_018483806.1
OG0008295	jg29366	XP_018437259.1, XP_018435006.1
OG0008296	jg29375	XP_018432670.1, XP_018439070.1, XP_018490239.1
OG0008297	jg29379	XP_018433452.1, XP_018465573.1, XP_018483703.1
OG0008298	jg29381	XP_018433407.1
OG0008299	jg29390	XP_018491481.1, XP_018486123.1, XP_018440003.1
OG0008300	jg29394	XP_018441046.1, XP_018435283.1
OG0008301	jg29398	XP_018434327.1
OG0008302	jg29411	XP_018434202.1, XP_018439021.1
OG0008303	jg29428	XP_018490053.1, XP_018488420.1
OG0008304	jg29459	XP_018441640.1, XP_018432784.1, XP_018432717.1
OG0008305	jg9864	XP_018484461.1, XP_018484325.1, XP_018470526.1
OG0008306	jg29515	XP_018442197.1, XP_018485496.1
OG0008307	jg29524	XP_018490860.1, XP_018490859.1, XP_018443217.1
OG0008308	jg29568	XP_018447764.1, XP_018454103.1
OG0008309	jg29569	XP_018463286.1, XP_018454027.1, XP_018447599.1, XP_018450573.1
OG0008310	jg29586	XP_018465249.1
OG0008311	jg730	XP_018452240.1
OG0008312	jg29625	XP_018449110.1, XP_018458359.1
OG0008313	jg29626	XP_018458299.1, XP_018463029.1
OG0008314	jg29637	XP_018449113.1, XP_018447717.1, XP_018462882.1
OG0008315	jg29686	XP_018447432.1, XP_018442755.1
OG0008316	jg29688	XP_018451246.1, XP_018491997.1
OG0008317	jg29694	XP_018452287.1
OG0008318	jg29696	XP_018439497.1, XP_018484928.1, XP_018485475.1
OG0008319	jg29716	XP_018449183.1, XP_018438783.1
OG0008320	jg29757	XP_018436656.1, XP_018436698.1
OG0008321	jg29761	XP_018447399.1, XP_018447408.1, XP_018465241.1, XP_018468171.1
OG0008322	jg29762	XP_018447412.1, XP_018447404.1, XP_018468182.1, XP_018465322.1
OG0008323	jg29781	XP_018434982.1, XP_018441791.1
OG0008324	jg29797	XP_018467109.1
OG0008325	jg29821	XP_018437571.1
OG0008326	jg29871	XP_018441348.1, XP_018480829.1
OG0008327	jg29868	XP_018438785.1, XP_018433070.1
OG0008328	jg29890	XP_018488228.1, XP_018435162.1, XP_018463763.1, XP_018442088.1
OG0008329	jg29906	XP_018443458.1, XP_018433007.1
OG0008330	jg29917	XP_018484870.1, XP_018449746.1
OG0008331	jg29918	XP_018437465.1, XP_018492730.1
OG0008332	jg29935	XP_018437610.1, XP_018485634.1
OG0008333	jg29941	XP_018462150.1, XP_018438481.1, XP_018482081.1
OG0008334	jg29946	XP_018438708.1
OG0008335	jg29958	XP_018451753.1, XP_018449955.1, XP_018435896.1
OG0008336	jg14128	XP_018453683.1
OG0008337	jg29964	XP_018434729.1, XP_018459578.1
OG0008338	jg30013	XP_018479809.1, XP_018440612.1
OG0008339	jg29975	XP_018491021.1, XP_018449959.1, XP_018447801.1
OG0008340	jg12939	XP_018454131.1
OG0008341	jg29986	XP_018491139.1, XP_018438606.1
OG0008342	jg29989	XP_018433067.1, XP_018482420.1
OG0008343	jg29997	XP_018434137.1, XP_018434081.1, XP_018450501.1
OG0008344	jg30025	XP_018438080.1, XP_018433139.1
OG0008345	jg30026	XP_018438091.1, XP_018433140.1
OG0008346	jg30071	XP_018466946.1, XP_018440758.1, XP_018441214.1
OG0008347	jg30113	XP_018440211.1, XP_018493086.1
OG0008348	jg30179, jg30156, jg30167	XP_018436973.1, XP_018450740.1
OG0008349	jg30190	XP_018459774.1, XP_018459761.1, XP_018434517.1
OG0008350	jg1801	XP_018449656.1, XP_018446652.1
OG0008351	jg30296	XP_018483384.1, XP_018483358.1, XP_018449824.1, XP_018461060.1
OG0008352	jg30343	XP_018450385.1
OG0008353	jg30351	XP_018483597.1, XP_018449671.1
OG0008354	jg30353	XP_018450007.1, XP_018440825.1
OG0008355	jg30359	XP_018440824.1, XP_018470151.1
OG0008356	jg30361	XP_018462227.1, XP_018437368.1
OG0008357	jg30385	XP_018449151.1, XP_018449148.1, XP_018441405.1
OG0008359	jg30389	XP_018441403.1, XP_018470225.1
OG0008360	jg30414	XP_018449842.1, XP_018447659.1, XP_018436079.1
OG0008361	jg30425	XP_018438678.1, XP_018440769.1, XP_018455204.1
OG0008362	jg30426	XP_018451739.1
OG0008363	jg30431	XP_018455308.1, XP_018447576.1
OG0008364	jg30456	XP_018450591.1, XP_018449931.1
OG0008365	jg30506	XP_018450525.1, XP_018465119.1
OG0008366	jg27235	XP_018439101.1
OG0008366	jg30512	XP_018449497.1
OG0008367	jg30513	XP_018449494.1, XP_018465882.1, XP_018437637.1
OG0008368	jg30519	XP_018439173.1
OG0008369	jg30539	XP_018451367.1
OG0008370	jg30556	XP_018437619.1, XP_018486970.1
OG0008371	jg30577	XP_018436115.1
OG0008372	jg30605	XP_018447040.1, XP_018485537.1
OG0008373	jg30619	XP_018451074.1, XP_018436158.1
OG0008374	jg30629	XP_018450990.1, XP_018437645.1
OG0008375	jg30649	XP_018441195.1, XP_018447288.1
OG0008376	jg30680	XP_018438675.1, XP_018469237.1
OG0008377	jg30692	XP_018435218.1, XP_018435602.1
OG0008378	jg30697	XP_018438767.1, XP_018439813.1
OG0008379	jg30705	XP_018492683.1, XP_018462520.1, XP_018448273.1
OG0008380	jg30706	XP_018489956.1, XP_018448107.1, XP_018462519.1
OG0008381	jg30716	XP_018441468.1, XP_018434547.1, XP_018437950.1
OG0008382	jg30722	XP_018488653.1, XP_018451270.1
OG0008383	jg30741	XP_018456218.1, XP_018449210.1, XP_018450520.1, XP_018450519.1
OG0008384	jg30767	XP_018447057.1, XP_018448280.1, XP_018467748.1
OG0008385	jg30795	XP_018437720.1, XP_018482995.1
OG0008386	jg30865	XP_018468362.1, XP_018436757.1
OG0008387	jg7481	XP_018458961.1, XP_018467029.1, XP_018475333.1
OG0008388	jg30873	XP_018464326.1, XP_018463674.1, XP_018447729.1
OG0008389	jg2805	XP_018452798.1, XP_018455459.1, XP_018446849.1
OG0008390	jg2784	XP_018452590.1, XP_018444404.1, XP_018468650.1
OG0008391	jg2767	XP_018452526.1, XP_018446417.1, XP_018460190.1
OG0008392	jg2755	XP_018445041.1, XP_018452307.1
OG0008393	jg2744	XP_018464640.1, XP_018460726.1, XP_018456305.1
OG0008394	jg2739	XP_018446470.1, XP_018446469.1, XP_018469265.1
OG0008395	jg2723	XP_018451742.1, XP_018461377.1, XP_018453467.1
OG0008396	jg2721	XP_018461373.1, XP_018469333.1
OG0008397	jg2712	XP_018474836.1, XP_018458039.1
OG0008398	jg2693	XP_018461691.1, XP_018442249.1
OG0008399	jg2654	XP_018465819.1, XP_018471527.1, XP_018453457.1
OG0008400	jg2646	XP_018469445.1, XP_018444724.1
OG0008401	jg2629	XP_018472124.1, XP_018442091.1
OG0008402	jg2627	XP_018457377.1, XP_018457387.1, XP_018471722.1
OG0008403	jg10070	XP_018462505.1, XP_018468593.1
OG0008404	jg31951	XP_018444238.1
OG0008405	jg31978	XP_018447044.1, XP_018443061.1
OG0008406	jg447	XP_018455169.1
OG0008407	jg544	XP_018452063.1
OG0008408	jg545	XP_018454482.1
OG0008409	jg546	XP_018452604.1
OG0008410	jg573	XP_018452909.1, XP_018452853.1
OG0008411	jg599	XP_018452890.1, XP_018463914.1
OG0008412	jg31271	XP_018450557.1, XP_018489054.1
OG0008413	jg683	XP_018454837.1, XP_018454657.1
OG0008414	jg31368	XP_018450481.1, XP_018450485.1, XP_018449219.1
OG0008415	jg771	XP_018437590.1
OG0008416	jg776	XP_018438454.1
OG0008417	jg785	XP_018441495.1
OG0008418	jg856	XP_018433556.1, XP_018433542.1
OG0008420	jg962	XP_018439917.1
OG0008421	jg1002	XP_018453301.1, XP_018463779.1
OG0008422	jg1101	XP_018463220.1, XP_018454711.1, XP_018436865.1
OG0008423	jg1105	XP_018463235.1, XP_018452759.1, XP_018434978.1
OG0008424	jg1168	XP_018466156.1, XP_018438729.1
OG0008425	jg1240, jg1215	XP_018441916.1, XP_018441911.1
OG0008426	jg1309	XP_018457555.1, XP_018439410.1
OG0008427	jg31194	XP_018448158.1, XP_018448142.1
OG0008428	jg396	XP_018456149.1
OG0008429	jg393	XP_018465597.1, XP_018457491.1, XP_018456633.1
OG0008430	jg379	XP_018457518.1, XP_018457523.1, XP_018457444.1
OG0008431	jg371	XP_018456803.1, XP_018456817.1, XP_018454762.1
OG0008432	jg357	XP_018434816.1
OG0008433	jg20421	XP_018484188.1
OG0008434	jg20404	XP_018464470.1, XP_018483137.1
OG0008435	jg20375	XP_018484991.1, XP_018434030.1
OG0008436	jg20371	XP_018441586.1, XP_018457149.1, XP_018461668.1
OG0008437	jg20265	XP_018437087.1, XP_018440510.1, XP_018477237.1, XP_018464945.1
OG0008438	jg20262	XP_018441247.1, XP_018433111.1
OG0008439	jg20704	XP_018455642.1, XP_018467291.1, XP_018477586.1
OG0008441	jg20746	XP_018456691.1, XP_018454747.1, XP_018434331.1
OG0008442	jg20758	XP_018435742.1, XP_018455309.1
OG0008443	jg7785	XP_018455637.1
OG0008444	jg7779	XP_018451973.1, XP_018471502.1
OG0008445	jg7762	XP_018473324.1, XP_018456425.1
OG0008446	jg7750	XP_018476524.1
OG0008447	jg9430	XP_018481725.1, XP_018435683.1
OG0008448	jg11039	XP_018485244.1, XP_018485235.1, XP_018470594.1
OG0008449	jg11038	XP_018470595.1, XP_018477656.1, XP_018477658.1
OG0008450	jg32885	XP_018450489.1, XP_018489548.1
OG0008451	jg32890	XP_018490283.1
OG0008452	jg32908	XP_018447122.1, XP_018488717.1
OG0008453	jg32954	XP_018490928.1
OG0008454	jg32969	XP_018462316.1, XP_018490932.1, XP_018447513.1
OG0008455	jg33021	XP_018483867.1, XP_018489524.1, XP_018459860.1, XP_018449970.1
OG0008456	jg3146	XP_018442693.1, XP_018442952.1, XP_018443214.1
OG0008457	jg8419	XP_018471020.1, XP_018477318.1, XP_018459479.1
OG0008458	jg8468	XP_018447709.1, XP_018468629.1
OG0008459	jg8488	XP_018478589.1
OG0008461	jg8515	XP_018468304.1
OG0008462	jg8537	XP_018450315.1
OG0008463	jg8549	XP_018479011.1, XP_018479010.1, XP_018469676.1
OG0008464	jg8551	XP_018468926.1, XP_018449475.1, XP_018451760.1
OG0008465	jg8560	XP_018468316.1, XP_018478772.1
OG0008466	jg8565	XP_018481745.1, XP_018466732.1
OG0008467	jg8567	XP_018448100.1, XP_018477206.1
OG0008468	jg8606	XP_018469388.1, XP_018465178.1, XP_018450217.1, XP_018449020.1, XP_018482448.1
OG0008469	jg8609	XP_018470453.1, XP_018449489.1, XP_018449012.1
OG0008470	jg8624	XP_018477806.1, XP_018472168.1
OG0008471	jg8638	XP_018450122.1, XP_018444615.1, XP_018444182.1
OG0008472	jg8650	XP_018447383.1, XP_018470866.1
OG0008473	jg8661	XP_018471395.1, XP_018447204.1
OG0008474	jg8675	XP_018449715.1, XP_018480826.1
OG0008475	jg8685	XP_018471426.1, XP_018470392.1
OG0008476	jg8704	XP_018481321.1, XP_018448425.1
OG0008477	jg8739	XP_018478344.1, XP_018482963.1, XP_018470629.1, XP_018470630.1
OG0008478	jg8769	XP_018448051.1, XP_018448029.1
OG0008479	jg8798	XP_018478225.1
OG0008480	jg8819	XP_018490300.1, XP_018482399.1, XP_018452607.1
OG0008481	jg8814	XP_018469733.1, XP_018468311.1
OG0008483	jg8859	XP_018469031.1, XP_018471415.1, XP_018481514.1
OG0008484	jg8868	XP_018451779.1, XP_018480824.1
OG0008485	jg8894	XP_018469894.1, XP_018447883.1
OG0008486	jg8896	XP_018471036.1, XP_018478738.1, XP_018461174.1
OG0008487	jg8909	XP_018468007.1, XP_018449901.1
OG0008488	jg8937	XP_018449668.1, XP_018485240.1
OG0008489	jg8949	XP_018470709.1
OG0008490	jg9169	XP_018471456.1
OG0008491	jg9168	XP_018447626.1, XP_018480251.1, XP_018480252.1
OG0008492	jg9167	XP_018468746.1, XP_018480259.1, XP_018480262.1
OG0008493	jg9165	XP_018467825.1, XP_018480248.1, XP_018480247.1
OG0008494	jg9137	XP_018449990.1, XP_018449989.1, XP_018469459.1
OG0008495	jg9121	XP_018450826.1, XP_018453559.1
OG0008496	jg9089	XP_018483548.1, XP_018471633.1
OG0008497	jg9072	XP_018449563.1, XP_018470264.1, XP_018468793.1
OG0008498	jg9067	XP_018481342.1, XP_018465734.1
OG0008499	jg9062	XP_018470432.1
OG0008500	jg9036	XP_018469003.1, XP_018483758.1, XP_018463523.1
OG0008501	jg8992	XP_018480437.1, XP_018459412.1, XP_018478610.1
OG0008502	jg8967	XP_018450412.1, XP_018449565.1, XP_018480559.1
OG0008503	jg8963	XP_018450407.1, XP_018483643.1
OG0008504	jg8961	XP_018444260.1, XP_018450409.1, XP_018478066.1
OG0008505	jg9180	XP_018470685.1, XP_018451453.1, XP_018451446.1
OG0008506	jg9183	XP_018470688.1, XP_018480236.1, XP_018480239.1
OG0008507	jg9211	XP_018472467.1, XP_018484358.1
OG0008508	jg9253	XP_018482362.1
OG0008509	jg9261	XP_018471406.1, XP_018447694.1
OG0008510	jg30529, jg9262	XP_018482368.1, XP_018481370.1
OG0008511	jg9273	XP_018450419.1, XP_018450429.1, XP_018458067.1
OG0008512	jg9285	XP_018444757.1, XP_018477042.1
OG0008513	jg16898, jg16894	XP_018478130.1, XP_018462457.1
OG0008514	jg26663	XP_018439999.1
OG0008515	jg26677	XP_018432812.1, XP_018493445.1
OG0008516	jg26683	XP_018485481.1, XP_018441956.1
OG0008517	jg26684	XP_018491066.1, XP_018491072.1
OG0008518	jg26724	XP_018462070.1, XP_018432833.1, XP_018433117.1
OG0008519	jg2899	XP_018457467.1, XP_018442888.1, XP_018442243.1
OG0008520	jg2887	XP_018455503.1
OG0008521	jg2885	XP_018449736.1, XP_018454716.1
OG0008522	jg2873	XP_018470764.1, XP_018457283.1, XP_018457282.1
OG0008523	jg2866	XP_018456751.1, XP_018456736.1, XP_018468634.1
OG0008524	jg2861	XP_018472307.1, XP_018470649.1
OG0008525	jg2860	XP_018469160.1, XP_018454466.1, XP_018467489.1
OG0008526	jg2854	XP_018443508.1, XP_018445521.1
OG0008527	jg2853	XP_018443507.1, XP_018445517.1, XP_018457170.1, XP_018453480.1
OG0008528	jg2849	XP_018459985.1, XP_018442132.1
OG0008529	jg30884	XP_018438627.1, XP_018467768.1
OG0008530	jg30905	XP_018449669.1, XP_018438793.1, XP_018448286.1, XP_018438561.1
OG0008531	jg30917	XP_018438616.1, XP_018449467.1, XP_018448049.1, XP_018449782.1
OG0008532	jg31011	XP_018447617.1, XP_018479375.1
OG0008533	jg31026	XP_018450977.1, XP_018441844.1
OG0008534	jg31099	XP_018447565.1, XP_018461213.1, XP_018460427.1, XP_018484195.1
OG0008535	jg31130	XP_018447299.1, XP_018451391.1, XP_018462662.1, XP_018436795.1
OG0008537	jg10028	XP_018469921.1, XP_018477924.1
OG0008538	jg8016	XP_018473376.1, XP_018454504.1, XP_018455047.1
OG0008539	jg21735	XP_018475534.1, XP_018475338.1, XP_018475197.1
OG0008540	jg8071	XP_018473238.1, XP_018474962.1
OG0008541	jg8078	XP_018463627.1
OG0008542	jg8083	XP_018454982.1, XP_018454526.1
OG0008543	jg8097	XP_018463166.1, XP_018454610.1, XP_018476075.1
OG0008544	jg8135	XP_018457770.1
OG0008545	jg8130	XP_018452080.1
OG0008546	jg8128	XP_018452480.1, XP_018473588.1, XP_018474366.1
OG0008547	jg8104	XP_018456897.1
OG0008548	jg8170	XP_018472534.1, XP_018485643.1, XP_018456214.1
OG0008549	jg8183	XP_018457958.1, XP_018457960.1
OG0008550	jg8198	XP_018456147.1
OG0008551	jg9791	XP_018483134.1, XP_018469116.1
OG0008552	jg16508	XP_018434028.1, XP_018476543.1, XP_018476542.1
OG0008553	jg31224	XP_018487462.1
OG0008554	jg31177	XP_018435773.1, XP_018447756.1, XP_018447769.1
OG0008555	jg31158	XP_018464569.1, XP_018479196.1, XP_018451765.1, XP_018460367.1
OG0008556	jg31154	XP_018486643.1, XP_018433044.1
OG0008557	jg31152	XP_018447775.1, XP_018464302.1, XP_018433056.1
OG0008558	jg9806	XP_018472155.1, XP_018470916.1, XP_018477711.1
OG0008559	jg9757	XP_018482653.1, XP_018483185.1, XP_018447305.1, XP_018451553.1
OG0008560	jg9710	XP_018481675.1, XP_018467769.1
OG0008561	jg9711	XP_018447063.1, XP_018478479.1
OG0008562	jg9703	XP_018485137.1, XP_018468236.1, XP_018468986.1
OG0008563	jg9685	XP_018472490.1, XP_018483710.1
OG0008564	jg9680	XP_018449594.1, XP_018478335.1
OG0008565	jg9647	XP_018448081.1, XP_018468042.1
OG0008566	jg31091	XP_018432554.1, XP_018462802.1, XP_018493449.1, XP_018436875.1
OG0008567	jg9635	XP_018485215.1, XP_018461967.1, XP_018468662.1
OG0008568	jg9633	XP_018450061.1, XP_018450418.1, XP_018471450.1
OG0008569	jg9632	XP_018471451.1, XP_018485214.1, XP_018478586.1
OG0008570	jg9629	XP_018450929.1, XP_018483672.1
OG0008571	jg9603	XP_018459275.1, XP_018459123.1, XP_018461618.1, XP_018449915.1
OG0008572	jg28986	XP_018448198.1, XP_018448195.1, XP_018487940.1
OG0008573	jg29516	XP_018462300.1, XP_018493333.1
OG0008574	jg29969	XP_018441108.1
OG0008575	jg30962	XP_018466643.1, XP_018449542.1, XP_018467074.1
OG0008576	jg31094	XP_018448299.1, XP_018460433.1, XP_018442810.1
OG0008577	jg31170	XP_018449450.1, XP_018466779.1
OG0008580	jg32720, jg32555	XP_018493350.1
OG0008581	jg2286, jg32604	XP_018480264.1
OG0008582	jg32632, jg32612	XP_018487560.1
OG0008583	jg25460	XP_018493469.1
OG0008584	jg503	XP_018452548.1, XP_018466153.1, XP_018467529.1
OG0008586	jg2387	XP_018468824.1
OG0008587	jg2481	XP_018456857.1, XP_018461265.1, XP_018443198.1
OG0008588	jg3450	XP_018469629.1
OG0008589	jg24385	XP_018490309.1
OG0008590	jg24469	XP_018435295.1, XP_018435293.1
OG0008591	jg25343	XP_018489752.1
OG0008592	jg25375	XP_018433528.1, XP_018488469.1
OG0008593	jg26379	XP_018453977.1
OG0008594	jg26548	XP_018491198.1, XP_018436565.1
OG0008595	jg21409, jg17210, jg13570, jg17209, jg27269, jg21408, jg27268	XP_018453776.1
OG0008596	jg16593	XP_018481415.1, XP_018437615.1
OG0008597	jg16628	XP_018459247.1, XP_018459249.1
OG0008598	jg16704	XP_018437719.1, XP_018480745.1
OG0008599	jg16708	XP_018439159.1, XP_018436996.1, XP_018464423.1
