Orthogroup	Arabidopsis_arenosa	Brassica_oleracea
OG0008205	jg2116	XP_013588268.1
OG0008206	jg2024	XP_013592834.1, XP_013614941.1, XP_013613785.1
OG0008207	jg1984	XP_013616340.1, XP_013588084.1
OG0008208	jg1725	XP_013620180.1
OG0008209	jg1214	XP_013612746.1, XP_013611832.1
OG0008210	jg1554	XP_013625959.1, XP_013606304.1
OG0008211	jg18374	XP_013606275.1, XP_013615386.1, XP_013612032.1
OG0008212	jg1522	XP_013617751.1, XP_013614793.1
OG0008213	jg1520	XP_013606107.1, XP_013612608.1
OG0008214	jg5755	XP_013613677.1, XP_013609895.1
OG0008215	jg5736	XP_013613694.1, XP_013612712.1
OG0008216	jg5704	XP_013630196.1, XP_013616838.1
OG0008217	jg5695	XP_013621868.1, XP_013612655.1
OG0008218	jg5684	XP_013628232.1
OG0008219	jg5666	XP_013629623.1, XP_013612624.1
OG0008221	jg12861	XP_013632030.1
OG0008223	jg21385	XP_013595471.1, XP_013616036.1, XP_013607030.1
OG0008224	jg15167	XP_013631571.1
OG0008225	jg15149	XP_013593189.1, XP_013636220.1
OG0008226	jg15146	XP_013603470.1, XP_013636222.1
OG0008227	jg15134	XP_013597449.1
OG0008228	jg15124	XP_013597169.1, XP_013632069.1, XP_013605822.1
OG0008229	jg15097	XP_013602924.1, XP_013634481.1
OG0008230	jg15074	XP_013593922.1, XP_013591024.1
OG0008231	jg15072, jg15065	XP_013593921.1, XP_013603056.1
OG0008232	jg15051	XP_013603810.1, XP_013595772.1
OG0008233	jg15038	XP_013602347.1, XP_013594038.1
OG0008234	jg15000	XP_013597801.1, XP_013604697.1
OG0008235	jg28402	XP_013585433.1, XP_013601043.1
OG0008236	jg28513	XP_013605078.1, XP_013585621.1
OG0008237	jg15142, jg28552	XP_013602196.1
OG0008238	jg28553	XP_013603187.1, XP_013584896.1
OG0008239	jg28565, jg28564	XP_013639080.1
OG0008240	jg28598	XP_013638392.1, XP_013602038.1
OG0008241	jg28613	XP_013586609.1, XP_013604831.1
OG0008242	jg28627	XP_013604416.1, XP_013605003.1
OG0008243	jg28634	XP_013603152.1, XP_013584630.1
OG0008244	jg28642	XP_013584347.1, XP_013600163.1
OG0008245	jg28646	XP_013605389.1, XP_013586988.1
OG0008246	jg28651	XP_013605617.1, XP_013637694.1
OG0008247	jg28670	XP_013585140.1, XP_013603503.1
OG0008248	jg28672	XP_013599918.1, XP_013585139.1
OG0008249	jg28673	XP_013638753.1, XP_013600123.1
OG0008250	jg28689	XP_013586891.1, XP_013617653.1, XP_013600918.1
OG0008251	jg28698	XP_013602695.1, XP_013583971.1
OG0008252	jg28716	XP_013638560.1
OG0008253	jg28721	XP_013602211.1, XP_013637817.1
OG0008255	jg10056	XP_013598546.1, XP_013600609.1
OG0008256	jg28761	XP_013604925.1, XP_013584320.1
OG0008257	jg28774	XP_013604466.1, XP_013584246.1
OG0008258	jg28775	XP_013602354.1, XP_013585532.1
OG0008259	jg28811	XP_013603297.1
OG0008260	jg28833	XP_013603594.1, XP_013584473.1
OG0008261	jg28864	XP_013639105.1, XP_013603655.1
OG0008262	jg28871	XP_013638629.1, XP_013602080.1
OG0008263	jg28875	XP_013584072.1, XP_013602801.1
OG0008264	jg28880	XP_013587381.1
OG0008265	jg28885	XP_013637957.1, XP_013599680.1
OG0008266	jg28922	XP_013600657.1
OG0008267	jg28926	XP_013585178.1, XP_013600070.1
OG0008268	jg28934	XP_013587254.1, XP_013605076.1
OG0008269	jg28935	XP_013602079.1, XP_013586035.1
OG0008270	jg28947	XP_013603546.1
OG0008271	jg28955	XP_013599470.1, XP_013637665.1
OG0008272	jg28971	XP_013583928.1, XP_013600103.1, XP_013599531.1
OG0008273	jg28991	XP_013583567.1, XP_013604046.1
OG0008274	jg28997	XP_013599784.1, XP_013587596.1
OG0008275	jg29026	XP_013583525.1, XP_013600293.1
OG0008276	jg29027	XP_013602966.1, XP_013599463.1
OG0008277	jg29057	XP_013602546.1, XP_013638276.1
OG0008278	jg29073	XP_013604673.1, XP_013586504.1
OG0008279	jg29075	XP_013587440.1, XP_013600111.1
OG0008280	jg29083	XP_013603469.1, XP_013584966.1
OG0008281	jg29085	XP_013605552.1, XP_013585958.1
OG0008282	jg29118	XP_013603723.1, XP_013585144.1
OG0008284	jg29185	XP_013602685.1
OG0008285	jg29217	XP_013585619.1, XP_013605763.1
OG0008286	jg29219	XP_013586636.1, XP_013602494.1
OG0008287	jg29223	XP_013601862.1, XP_013586370.1
OG0008288	jg29240	XP_013639138.1, XP_013601405.1
OG0008289	jg29259	XP_013599466.1, XP_013586060.1
OG0008290	jg29269	XP_013600046.1, XP_013584269.1
OG0008291	jg29289	XP_013604201.1, XP_013585591.1
OG0008292	jg21954	XP_013599687.1
OG0008293	jg29336	XP_013638154.1, XP_013604450.1
OG0008294	jg29350	XP_013604210.1, XP_013586019.1
OG0008295	jg29366	XP_013585785.1, XP_013599500.1
OG0008296	jg29375	XP_013605914.1, XP_013587245.1
OG0008297	jg29379	XP_013599710.1, XP_013586576.1
OG0008298	jg29381	XP_013599901.1
OG0008299	jg29390	XP_013601936.1, XP_013587663.1
OG0008300	jg29394	XP_013602662.1, XP_013585984.1
OG0008301	jg29398	XP_013583645.1, XP_013600484.1, XP_013600489.1
OG0008302	jg29411	XP_013605159.1, XP_013587151.1
OG0008303	jg29428	XP_013585682.1, XP_013600806.1
OG0008304	jg29459	XP_013584612.1, XP_013603808.1
OG0008305	jg9864	XP_013598491.1, XP_013614961.1
OG0008306	jg29515	XP_013587073.1, XP_013605813.1
OG0008307	jg29524	XP_013601926.1, XP_013583496.1
OG0008308	jg29568	XP_013605513.1, XP_013587164.1
OG0008309	jg29569	XP_013587163.1, XP_013605512.1
OG0008310	jg29586	XP_013638355.1
OG0008311	jg730	XP_013610463.1
OG0008312	jg29625	XP_013602123.1, XP_013605123.1
OG0008313	jg29626	XP_013602118.1, XP_013605647.1
OG0008314	jg29637	XP_013600218.1, XP_013614394.1
OG0008315	jg29686	XP_013599985.1, XP_013638164.1
OG0008316	jg29688	XP_013602077.1, XP_013600422.1, XP_013584044.1
OG0008317	jg29694	XP_013638456.1
OG0008318	jg29696	XP_013602681.1, XP_013585101.1
OG0008319	jg29716	XP_013604090.1, XP_013603949.1
OG0008320	jg29757	XP_013605562.1, XP_013586905.1
OG0008321	jg29761	XP_013600467.1, XP_013638589.1
OG0008322	jg29762	XP_013600468.1, XP_013638590.1
OG0008323	jg29781	XP_013586096.1, XP_013602786.1
OG0008324	jg29797	XP_013585772.1, XP_013585769.1
OG0008325	jg29821	XP_013603176.1
OG0008326	jg29871	XP_013605524.1, XP_013637909.1
OG0008327	jg29868	XP_013587043.1, XP_013604489.1
OG0008328	jg29890	XP_013602676.1
OG0008329	jg29906	XP_013638442.1, XP_013599688.1
OG0008330	jg29917	XP_013584580.1, XP_013603081.1, XP_013604845.1
OG0008331	jg29918	XP_013604844.1, XP_013584530.1
OG0008332	jg29935	XP_013585127.1
OG0008333	jg29941	XP_013603629.1, XP_013584683.1
OG0008334	jg29946	XP_013638950.1
OG0008335	jg29958	XP_013604736.1, XP_013586371.1
OG0008337	jg29964	XP_013600255.1, XP_013638207.1
OG0008338	jg30013	XP_013585902.1, XP_013604559.1
OG0008339	jg29975	XP_013584519.1, XP_013602004.1
OG0008340	jg12939	XP_013610840.1
OG0008341	jg29986	XP_013638445.1, XP_013638523.1, XP_013600016.1
OG0008342	jg29989	XP_013583412.1, XP_013600400.1, XP_013583852.1
OG0008343	jg29997	XP_013600496.1, XP_013583905.1
OG0008344	jg30025	XP_013586694.1, XP_013599819.1
OG0008345	jg30026	XP_013586695.1, XP_013599820.1
OG0008346	jg30071	XP_013586236.1, XP_013601819.1
OG0008347	jg30113	XP_013604399.1, XP_013586706.1
OG0008348	jg30179, jg30156, jg30167	XP_013583793.1, XP_013599667.1
OG0008349	jg30190	XP_013600265.1, XP_013586866.1
OG0008350	jg1801	XP_013592350.1, XP_013616208.1
OG0008351	jg30296	XP_013638960.1, XP_013602838.1, XP_013603193.1
OG0008352	jg30343	XP_013585265.1, XP_013599817.1
OG0008353	jg30351	XP_013585241.1, XP_013603348.1, XP_013603901.1
OG0008354	jg30353	XP_013604772.1, XP_013605719.1
OG0008355	jg30359	XP_013605718.1, XP_013638045.1
OG0008356	jg30361	XP_013603846.1
OG0008357	jg30385	XP_013604130.1, XP_013605349.1
OG0008359	jg30389	XP_013601680.1, XP_013605357.1, XP_013637753.1
OG0008360	jg30414	XP_013605678.1, XP_013603210.1
OG0008361	jg30425	XP_013599651.1, XP_013638885.1
OG0008362	jg30426	XP_013599652.1, XP_013605423.1
OG0008363	jg30431	XP_013587680.1, XP_013600719.1
OG0008364	jg30456	XP_013600509.1, XP_013638763.1
OG0008365	jg30506	XP_013604264.1, XP_013585823.1
OG0008366	jg27235	XP_013586462.1
OG0008366	jg30512	XP_013604469.1
OG0008367	jg30513	XP_013605138.1, XP_013586595.1
OG0008368	jg30519	XP_013596578.1
OG0008369	jg30539	XP_013639302.1, XP_013605530.1
OG0008370	jg30556	XP_013597592.1, XP_013585203.1
OG0008371	jg30577	XP_013587625.1, XP_013595372.1
OG0008372	jg30605	XP_013605408.1, XP_013587603.1, XP_013599196.1
OG0008373	jg30619	XP_013604079.1, XP_013598224.1, XP_013586583.1
OG0008374	jg30629	XP_013605073.1, XP_013586496.1
OG0008375	jg30649	XP_013587253.1, XP_013605566.1
OG0008376	jg30680	XP_013597185.1, XP_013638808.1
OG0008377	jg30692	XP_013598804.1, XP_013586024.1
OG0008378	jg30697	XP_013594098.1, XP_013584120.1
OG0008379	jg30705	XP_013585492.1, XP_013605268.1
OG0008380	jg30706	XP_013587033.1, XP_013605627.1
OG0008381	jg30716	XP_013587691.1, XP_013599220.1
OG0008382	jg30722	XP_013586277.1, XP_013605199.1
OG0008383	jg30741	XP_013583734.1, XP_013603644.1
OG0008384	jg30767	XP_013605403.1, XP_013637780.1
OG0008385	jg30795	XP_013595575.1, XP_013638634.1
OG0008386	jg30865	XP_013583669.1, XP_013598355.1
OG0008387	jg7481	XP_013621220.1, XP_013626914.1
OG0008388	jg30873	XP_013603022.1
OG0008389	jg2805	XP_013592466.1, XP_013591356.1
OG0008390	jg2784	XP_013591785.1, XP_013590761.1, XP_013619364.1
OG0008391	jg2767	XP_013588048.1, XP_013589526.1
OG0008392	jg2755	XP_013592397.1
OG0008393	jg2744	XP_013594895.1, XP_013591325.1
OG0008394	jg2739	XP_013592895.1, XP_013593511.1
OG0008395	jg2723	XP_013590312.1
OG0008396	jg2721	XP_013590515.1, XP_013619824.1
OG0008397	jg2712	XP_013590514.1, XP_013590457.1, XP_013618746.1
OG0008398	jg2693	XP_013590130.1, XP_013590726.1
OG0008399	jg2654	XP_013616272.1, XP_013592385.1
OG0008400	jg2646	XP_013590671.1, XP_013620524.1
OG0008401	jg2629	XP_013616149.1, XP_013592605.1
OG0008402	jg2627	XP_013589755.1, XP_013621577.1
OG0008403	jg10070	XP_013595566.1, XP_013583606.1
OG0008404	jg31951	XP_013638265.1
OG0008405	jg31978	XP_013592909.1
OG0008406	jg447	XP_013610341.1
OG0008407	jg544	XP_013608883.1
OG0008408	jg545	XP_013612881.1
OG0008409	jg546	XP_013613896.1
OG0008410	jg573	XP_013613901.1, XP_013608691.1
OG0008411	jg599	XP_013607027.1, XP_013614592.1, XP_013606756.1
OG0008412	jg31271	XP_013623576.1, XP_013595756.1
OG0008413	jg683	XP_013633943.1, XP_013609235.1, XP_013615136.1, XP_013609839.1
OG0008414	jg31368	XP_013584729.1, XP_013625820.1
OG0008415	jg771	XP_013590813.1, XP_013634929.1
OG0008416	jg776	XP_013635550.1, XP_013616865.1, XP_013594477.1
OG0008417	jg785	XP_013624118.1
OG0008418	jg856	XP_013631963.1
OG0008420	jg962	XP_013605729.1
OG0008421	jg1002	XP_013606371.1
OG0008422	jg1101	XP_013613192.1, XP_013586469.1
OG0008423	jg1105	XP_013607743.1, XP_013613352.1
OG0008424	jg1168	XP_013637079.1
OG0008425	jg1240, jg1215	XP_013624735.1
OG0008426	jg1309	XP_013612773.1, XP_013604915.1
OG0008427	jg31194	XP_013623442.1
OG0008428	jg396	XP_013606701.1, XP_013613309.1
OG0008429	jg393	XP_013611630.1, XP_013612709.1
OG0008430	jg379	XP_013606824.1, XP_013615333.1, XP_013606869.1
OG0008431	jg371	XP_013610036.1, XP_013610121.1
OG0008432	jg357	XP_013600546.1
OG0008433	jg20421	XP_013598653.1
OG0008434	jg20404	XP_013615579.1, XP_013597612.1
OG0008435	jg20375	XP_013597690.1, XP_013618167.1
OG0008436	jg20371	XP_013613504.1, XP_013606486.1
OG0008437	jg20265	XP_013618658.1, XP_013599069.1
OG0008438	jg20262	XP_013596660.1, XP_013617710.1
OG0008439	jg20704	XP_013607131.1, XP_013594047.1
OG0008441	jg20746	XP_013609339.1, XP_013596573.1
OG0008442	jg20758	XP_013619288.1, XP_013610287.1
OG0008443	jg7785	XP_013606845.1
OG0008444	jg7779	XP_013606297.1, XP_013621150.1
OG0008445	jg7762	XP_013625665.1, XP_013609532.1
OG0008446	jg7750	XP_013611284.1, XP_013630419.1
OG0008447	jg9430	XP_013596413.1
OG0008448	jg11039	XP_013598367.1, XP_013589647.1
OG0008449	jg11038	XP_013604339.1, XP_013593284.1
OG0008450	jg32885	XP_013604108.1, XP_013590159.1
OG0008451	jg32890	XP_013591037.1, XP_013584336.1, XP_013625003.1
OG0008452	jg32908	XP_013602267.1, XP_013584897.1, XP_013619118.1
OG0008453	jg32954	XP_013613775.1, XP_013602984.1
OG0008454	jg32969	XP_013586258.1, XP_013600010.1
OG0008455	jg33021	XP_013590533.1, XP_013613709.1
OG0008456	jg3146	XP_013589929.1, XP_013592348.1
OG0008457	jg8419	XP_013600822.1, XP_013598775.1
OG0008458	jg8468	XP_013626060.1, XP_013585873.1
OG0008459	jg8488	XP_013593492.1
OG0008460	jg8503	XP_013622429.1
OG0008461	jg8515	XP_013622374.1, XP_013584527.1
OG0008462	jg8537	XP_013627313.1
OG0008463	jg8549	XP_013596120.1, XP_013601469.1
OG0008464	jg8551	XP_013590589.1, XP_013629653.1
OG0008465	jg8560	XP_013621763.1, XP_013594025.1
OG0008466	jg8565	XP_013596324.1
OG0008467	jg8567	XP_013630832.1, XP_013594030.1
OG0008468	jg8606	XP_013594465.1, XP_013597297.1
OG0008469	jg8609	XP_013595822.1, XP_013625230.1
OG0008470	jg8624	XP_013595493.1, XP_013617634.1
OG0008471	jg8638	XP_013626760.1, XP_013604448.1
OG0008472	jg8650	XP_013630391.1, XP_013596914.1
OG0008473	jg8661	XP_013584296.1, XP_013629099.1
OG0008474	jg8675	XP_013589725.1, XP_013596463.1
OG0008475	jg8685	XP_013596950.1
OG0008476	jg8704	XP_013596368.1, XP_013589684.1
OG0008477	jg8739	XP_013598033.1, XP_013638504.1
OG0008478	jg8769	XP_013597638.1, XP_013626038.1
OG0008479	jg8798	XP_013597276.1, XP_013595554.1
OG0008480	jg8819	XP_013597140.1, XP_013594007.1
OG0008481	jg8814	XP_013639120.1
OG0008483	jg8859	XP_013587746.1, XP_013597119.1
OG0008484	jg8868	XP_013623560.1, XP_013596630.1
OG0008485	jg8894	XP_013602263.1, XP_013622766.1
OG0008486	jg8896	XP_013602336.1, XP_013595500.1
OG0008487	jg8909	XP_013587878.1, XP_013626838.1
OG0008488	jg8937	XP_013583565.1, XP_013598754.1
OG0008489	jg8949	XP_013625059.1, XP_013598542.1, XP_013594013.1
OG0008490	jg9169	XP_013595854.1, XP_013602058.1
OG0008491	jg9168	XP_013614209.1
OG0008492	jg9167	XP_013585967.1, XP_013596750.1
OG0008493	jg9165	XP_013589716.1, XP_013594028.1
OG0008494	jg9137	XP_013627862.1, XP_013591793.1
OG0008495	jg9121	XP_013630052.1
OG0008496	jg9089	XP_013594110.1, XP_013616985.1
OG0008497	jg9072	XP_013623506.1, XP_013638780.1
OG0008498	jg9067	XP_013596500.1, XP_013593999.1
OG0008499	jg9062	XP_013595613.1
OG0008500	jg9036	XP_013592333.1
OG0008501	jg8992	XP_013595625.1, XP_013596638.1
OG0008502	jg8967	XP_013626104.1, XP_013596311.1
OG0008503	jg8963	XP_013630245.1, XP_013593839.1, XP_013615841.1
OG0008504	jg8961	XP_013621867.1, XP_013595398.1
OG0008505	jg9180	XP_013596746.1, XP_013614216.1
OG0008506	jg9183	XP_013596754.1, XP_013592925.1
OG0008507	jg9211	XP_013601883.1, XP_013598257.1
OG0008508	jg9253	XP_013626375.1, XP_013595646.1
OG0008509	jg9261	XP_013611317.1, XP_013622233.1
OG0008510	jg30529, jg9262	XP_013596249.1
OG0008511	jg9273	XP_013626685.1, XP_013636985.1
OG0008512	jg9285	XP_013611659.1, XP_013593103.1
OG0008513	jg16898, jg16894	XP_013605852.1
OG0008514	jg26663	XP_013598120.1
OG0008515	jg26677	XP_013630198.1, XP_013597433.1
OG0008516	jg26683	XP_013622750.1, XP_013604275.1, XP_013597765.1
OG0008517	jg26684	XP_013604467.1, XP_013597766.1
OG0008518	jg26724	XP_013599017.1, XP_013610569.1
OG0008519	jg2899	XP_013591921.1, XP_013588438.1
OG0008520	jg2887	XP_013588809.1, XP_013589512.1, XP_013592371.1
OG0008521	jg2885	XP_013614423.1, XP_013590144.1
OG0008522	jg2873	XP_013620456.1, XP_013591610.1
OG0008523	jg2866	XP_013588430.1, XP_013618487.1
OG0008524	jg2861	XP_013613791.1, XP_013621092.1
OG0008525	jg2860	XP_013613802.1
OG0008526	jg2854	XP_013592420.1
OG0008527	jg2853	XP_013592419.1, XP_013591717.1
OG0008528	jg2849	XP_013592112.1, XP_013621301.1
OG0008529	jg30884	XP_013595744.1, XP_013584199.1
OG0008530	jg30905	XP_013637978.1
OG0008531	jg30917	XP_013598253.1
OG0008532	jg31011	XP_013604920.1, XP_013587648.1
OG0008533	jg31026	XP_013604661.1, XP_013585409.1
OG0008534	jg31099	XP_013630284.1, XP_013587431.1
OG0008535	jg31130	XP_013613946.1, XP_013586509.1
OG0008537	jg10028	XP_013610559.1, XP_013592990.1
OG0008538	jg8016	XP_013630053.1, XP_013606855.1
OG0008539	jg21735	XP_013627716.1, XP_013627522.1
OG0008540	jg8071	XP_013610620.1, XP_013627338.1
OG0008541	jg8078	XP_013609299.1
OG0008542	jg8083	XP_013638929.1, XP_013609133.1
OG0008543	jg8097	XP_013608730.1, XP_013625364.1
OG0008544	jg8135	XP_013612818.1
OG0008545	jg8130	XP_013611414.1
OG0008546	jg8128	XP_013611415.1, XP_013628632.1
OG0008547	jg8104	XP_013625389.1, XP_013612014.1
OG0008548	jg8170	XP_013628272.1, XP_013613083.1
OG0008549	jg8183	XP_013621812.1, XP_013611746.1
OG0008550	jg8198	XP_013628085.1, XP_013611050.1
OG0008551	jg9791	XP_013621194.1
OG0008552	jg16508	XP_013605406.1, XP_013622912.1
OG0008553	jg31224	XP_013585149.1
OG0008554	jg31177	XP_013638606.1, XP_013623167.1
OG0008555	jg31158	XP_013586666.1, XP_013630095.1
OG0008556	jg31154	XP_013593766.1, XP_013638093.1
OG0008557	jg31152	XP_013622566.1, XP_013583605.1
OG0008558	jg9806	XP_013603656.1, XP_013599027.1
OG0008559	jg9757	XP_013597510.1, XP_013599554.1
OG0008560	jg9710	XP_013596432.1, XP_013586412.1
OG0008561	jg9711	XP_013617682.1, XP_013598751.1
OG0008562	jg9703	XP_013598476.1, XP_013619733.1
OG0008563	jg9685	XP_013600823.1, XP_013599142.1
OG0008564	jg9680	XP_013593866.1
OG0008565	jg9647	XP_013599789.1, XP_013618768.1
OG0008566	jg31091	XP_013596717.1
OG0008567	jg9635	XP_013595926.1, XP_013601138.1
OG0008568	jg9633	XP_013601128.1
OG0008569	jg9632	XP_013601135.1, XP_013593299.1
OG0008570	jg9629	XP_013604060.1, XP_013601385.1, XP_013597500.1
OG0008571	jg9603	XP_013587923.1
OG0008572	jg28986	XP_013600995.1
OG0008573	jg29516	XP_013601851.1, XP_013587074.1
OG0008574	jg29969	XP_013600599.1, XP_013587142.1
OG0008575	jg30962	XP_013602956.1, XP_013583743.1
OG0008576	jg31094	XP_013597858.1, XP_013586705.1
OG0008577	jg31170	XP_013599103.1, XP_013593665.1, XP_013627324.1, XP_013587109.1
OG0008580	jg32720, jg32555	XP_013588431.1
OG0008581	jg2286, jg32604	XP_013584382.1, XP_013590322.1
OG0008582	jg32632, jg32612	XP_013590820.1
OG0008583	jg25460	XP_013585562.1
OG0008583	jg33589	XP_013613482.1
OG0008584	jg503	XP_013612598.1, XP_013605966.1
OG0008585	jg978	XP_013624280.1, XP_013630765.1
OG0008586	jg2387	XP_013619092.1
OG0008587	jg2481	XP_013592733.1
OG0008588	jg3450	XP_013617351.1
OG0008590	jg24469	XP_013635200.1
OG0008591	jg25343	XP_013628409.1
OG0008591	jg25342	XP_013624362.1
OG0008592	jg25375	XP_013620035.1, XP_013638839.1
OG0008593	jg26379	XP_013610977.1, XP_013607622.1
OG0008594	jg26548	XP_013627498.1
OG0008595	jg21409, jg17210	XP_013615477.1
OG0008596	jg16593	XP_013635303.1, XP_013603422.1
OG0008598	jg16704	XP_013603284.1, XP_013634830.1
OG0008599	jg16708	XP_013600791.1, XP_013634578.1
OG0008600	jg16794	XP_013636818.1, XP_013605272.1
OG0008601	jg16883	XP_013605778.1, XP_013625858.1
OG0008602	jg16903	XP_013600769.1, XP_013634445.1
OG0008603	jg17162	XP_013600721.1
OG0008604	jg18132	XP_013626055.1, XP_013634218.1
OG0008605	jg18521	XP_013625935.1, XP_013637501.1, XP_013637499.1
OG0008606	jg12945	XP_013607864.1, XP_013596966.1
OG0008607	jg13404	XP_013619555.1, XP_013596665.1
OG0008609	jg13805	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013615767.1, XP_013613305.1
OG0008610	jg5033	XP_013620613.1
OG0008611	jg5223	XP_013628018.1, XP_013609407.1
OG0008612	jg5524	XP_013629879.1
OG0008613	jg6266	XP_013595020.1, XP_013616616.1
OG0008615	jg7587	XP_013609599.1, XP_013626020.1
OG0008616	jg9107	XP_013597367.1
OG0008617	jg9811	XP_013598265.1, XP_013618888.1
OG0008618	jg10061	XP_013625391.1, XP_013595115.1
OG0008619	jg10064	XP_013594085.1, XP_013599384.1
OG0008620	jg20658	XP_013614991.1
OG0008621	jg22517, jg11507	XP_013616778.1
OG0008623	jg21196, jg21387, jg21386	XP_013616037.1
OG0008624	jg21347	XP_013593626.1, XP_013612889.1, XP_013621066.1
OG0008625	jg21404	XP_013618440.1, XP_013595931.1
OG0008626	jg21472	XP_013612212.1, XP_013594950.1
OG0008627	jg21529	XP_013610520.1, XP_013614997.1
OG0008628	jg21727	XP_013610197.1, XP_013625741.1, XP_013626636.1
OG0008629	jg22060	XP_013616312.1, XP_013627785.1
OG0008630	jg22082	XP_013606032.1, XP_013617036.1
OG0008649	jg9371	XP_013639618.1, XP_013626274.1
OG0008650	jg9368	XP_013606421.1, XP_013598585.1
OG0008651	jg10220	XP_013593663.1
OG0008652	jg10223	XP_013614544.1, XP_013585937.1
OG0008653	jg14448	XP_013629441.1, XP_013603089.1
OG0008654	jg14461	XP_013627553.1, XP_013591573.1
OG0008655	jg14676	XP_013586750.1, XP_013588429.1, XP_013627994.1
OG0008656	jg14673	XP_013588583.1, XP_013603004.1
OG0008657	jg29429	XP_013639018.1
OG0008658	jg14664	XP_013625829.1
OG0008659	jg14601	XP_013604322.1
OG0008660	jg14622	XP_013598170.1, XP_013604538.1
OG0008661	jg14626	XP_013604337.1
OG0008662	jg12896	XP_013598124.1, XP_013620714.1
OG0008663	jg12986	XP_013620596.1, XP_013597833.1
OG0008664	jg12661	XP_013591548.1
OG0008665	jg5652	XP_013610865.1, XP_013623018.1
OG0008666	jg5624	XP_013618810.1, XP_013606697.1
OG0008667	jg5622	XP_013616675.1, XP_013607023.1
OG0008668	jg5602	XP_013620284.1
OG0008669	jg25332	XP_013587715.1
OG0008670	jg5557	XP_013616385.1, XP_013612090.1
OG0008671	jg5506	XP_013623109.1, XP_013606343.1
OG0008672	jg5505	XP_013611087.1, XP_013614979.1
OG0008674	jg5499	XP_013609115.1
OG0008675	jg5497	XP_013611058.1
OG0008676	jg5489	XP_013606669.1, XP_013614909.1
OG0008677	jg5474	XP_013619445.1, XP_013609955.1
OG0008678	jg5455	XP_013610842.1
OG0008679	jg19809	XP_013631631.1
OG0008680	jg5446	XP_013623811.1, XP_013613049.1
OG0008681	jg5439	XP_013630787.1, XP_013611211.1
OG0008682	jg5436	XP_013625645.1, XP_013608428.1, XP_013618650.1
OG0008683	jg5422	XP_013628092.1, XP_013613013.1
OG0008684	jg5405	XP_013615565.1, XP_013609656.1
OG0008685	jg5402	XP_013625168.1, XP_013606233.1
OG0008686	jg5401	XP_013618216.1, XP_013611982.1
OG0008687	jg27176	XP_013628134.1
OG0008689	jg5385	XP_013610134.1, XP_013616342.1
OG0008691	jg5354	XP_013612939.1, XP_013628547.1
OG0008692	jg18365	XP_013631798.1, XP_013630273.1
OG0008693	jg5327	XP_013612511.1
OG0008694	jg28810	XP_013618260.1, XP_013608741.1
OG0008695	jg25590	XP_013585740.1
OG0008696	jg5241	XP_013612124.1
OG0008697	jg5234	XP_013609073.1
OG0008698	jg5203	XP_013615590.1, XP_013625498.1, XP_013625385.1
OG0008699	jg5198	XP_013610059.1, XP_013621986.1
OG0008700	jg22383	XP_013621807.1
OG0008701	jg5177	XP_013620730.1, XP_013612007.1
OG0008702	jg5168	XP_013620306.1, XP_013613130.1
OG0008703	jg5148	XP_013609071.1
OG0008704	jg5142	XP_013620837.1, XP_013612172.1
OG0008705	jg5129	XP_013626913.1, XP_013610217.1
OG0008706	jg5128	XP_013616185.1, XP_013607134.1
OG0008707	jg5124	XP_013611770.1, XP_013628827.1
OG0008708	jg5121	XP_013618333.1, XP_013609155.1
OG0008709	jg5120	XP_013618377.1, XP_013607416.1
OG0008711	jg5084	XP_013611974.1
OG0008712	jg5075	XP_013618618.1, XP_013607283.1
OG0008713	jg5074	XP_013609775.1
OG0008714	jg5069	XP_013611522.1
OG0008715	jg5059	XP_013626016.1, XP_013611236.1
OG0008716	jg5038	XP_013620698.1, XP_013622650.1
OG0008717	jg5036	XP_013620696.1, XP_013606801.1
OG0008718	jg5030	XP_013608970.1, XP_013623143.1
OG0008719	jg5029	XP_013623144.1, XP_013608971.1
OG0008720	jg5023	XP_013629174.1, XP_013620977.1
OG0008721	jg4988	XP_013611837.1, XP_013621020.1
OG0008722	jg4961	XP_013610253.1, XP_013620105.1
OG0008723	jg22337	XP_013613059.1, XP_013621459.1
OG0008724	jg4942	XP_013610267.1, XP_013620101.1
OG0008725	jg4929	XP_013613200.1, XP_013618519.1
OG0008726	jg4928	XP_013610552.1, XP_013619671.1
OG0008727	jg4902	XP_013620807.1, XP_013611865.1
OG0008728	jg4896	XP_013630277.1, XP_013612711.1
OG0008729	jg4877	XP_013608961.1, XP_013625326.1
OG0008730	jg4844	XP_013616536.1
OG0008731	jg4827	XP_013613665.1, XP_013606928.1
OG0008732	jg4808	XP_013613203.1, XP_013613113.1
OG0008735	jg4746	XP_013621907.1
OG0008736	jg4737, jg33794	XP_013619102.1
OG0008737	jg4715	XP_013612059.1, XP_013628581.1
OG0008738	jg4712	XP_013629670.1, XP_013612442.1
OG0008739	jg13654	XP_013598237.1, XP_013618114.1
OG0008740	jg21700	XP_013616711.1
OG0008741	jg4692	XP_013628228.1
OG0008742	jg4669	XP_013610060.1, XP_013627206.1
OG0008743	jg4652	XP_013611325.1
OG0008744	jg4635, jg14359	XP_013620320.1, XP_013609993.1
OG0008745	jg4632	XP_013621032.1, XP_013621026.1, XP_013630812.1
OG0008746	jg4623	XP_013613310.1, XP_013627149.1
